id,1912,1916,1920,1924,1928,1932,1936,1940,1944,1948,1956,1964,1968,1972,1976,1980,1984,1992,2008,2012
19029,614155,980363,c70432,af2e21,b1014c,7c027f,8f016d,9f005e,a70057,980264,ae0050,82007c,ab0c46,b70343,9b0360,a91144,ab0251,723a50,8a046f,950465
19031,3b536f,a2025a,c60631,9a3231,a60156,670295,720587,9f005e,a3005b,8f036b,a50059,660098,960e61,a10359,8c056d,8f1a54,970165,5b3c66,710489,770383
19033,415d55,970661,c10835,965017,a70155,730289,6c008a,780086,790084,710489,91006d,5f009f,850d6b,8b046f,790480,7c1968,7c0180,562f77,630398,6c048e
19035,1f924c,7b0380,c60434,855425,960067,5803a2,5e0099,880075,880175,760385,980066,6b0092,960b5c,9e025d,880472,8a175c,8a0272,66375f,870473,910468
19037,473284,880274,aa0252,764c3c,80007e,5501a7,650090,860078,83007a,730288,8f006f,5d00a1,840a6f,8b0271,7d017f,861364,860275,513c6f,620497,6f038b
19039,5a475d,8c046d,b40248,855226,9d035d,650594,7c037e,890174,90016c,7f047a,8e006f,5d00a0,831269,900667,6a048f,8b155d,850177,543572,79067f,7a067d
19041,3d813f,8d0769,cc052d,9b5310,a70156,610094,5d049d,740089,73018a,6f0a85,9f035c,620098,900c5e,97085f,880571,82205c,880273,5b3b65,840377,940465
19043,35437e,920368,c50434,696d27,9c0161,5501a8,68008c,980066,92016a,81027a,980066,680096,930f5a,99065e,8b056e,8d165b,950266,544067,670493,740486
19045,345a64,900965,aa022d,864731,950068,690292,6e0087,8a0074,950068,860374,a2005c,5d00a1,840c6d,8d036d,80047a,831962,8b0270,592d77,60039a,60049a
19047,3f4777,940267,af0444,5c7428,6d018f,4200ad,5e0099,8e006f,90016d,6f0887,8c0072,5f009f,8d115d,950564,7c057d,9b134f,90036b,593f63,760483,870373
19049,584953,850672,b40545,9e4917,b1014b,770581,730487,7d027e,7f037c,710885,8e006f,5500a8,7d0e72,880471,6e048b,7b1a68,7a0183,5f2d70,840476,8c036e
19051,622378,70048a,8f026c,7c324f,8b0172,5604a4,71018b,760186,7a0182,6d028f,84007a,5200ab,781571,8b056d,640495,810f6d,770285,542d7b,870770,900766
19053,57356b,780382,9b0260,78473f,960266,5d039d,71018c,770086,770086,6f038b,81007c,5000ad,7d0e72,920468,680492,791470,7e027e,543277,7d067b,810677
19055,574a57,aa0450,d30327,a43326,a2005b,770384,7e007a,ab0052,ab0052,9a0261,ae004f,6c0092,970d59,9c045e,8d056b,8d1a57,980264,5f405c,750485,7e037d
19057,434664,7e0b74,a20743,89482d,a40257,5a0098,6d0171,9e005f,8c026f,740486,8e0070,4b00b3,6b1081,860374,70038b,72107c,740188,4c2888,5f049a,650494
19059,3e7644,910468,cd022f,a83d18,b30149,700187,660395,790084,750188,7b077c,960067,680095,8f0b5e,950a5e,8a056f,8a1b59,90026b,623c5f,840377,940366
19061,234b87,78087e,97035c,536a39,5400a9,3f00b5,4d0097,82007b,7d0080,630298,92016b,4c00b2,670c88,780580,720186,721972,760286,533079,630398,6a0490
19063,4e633f,9f045b,c10439,876314,b2004c,730586,6a058e,7d017f,80017c,760484,a2005c,6d0091,960a5e,a0025b,800479,88165f,83017a,583371,780382,880472
19065,306261,9b075c,c9052f,80631b,a90252,650396,700589,92006b,90016d,880372,9c0061,71008c,970d59,9b055e,8b056d,8d1160,920269,5b3a67,680392,6e038d
19067,4f5551,a8084e,d80521,a84411,b90143,760384,780077,940069,990164,8b046e,9e0060,680095,950c5c,930367,790481,821665,81017b,4f3579,600697,6b0390
19069,407f39,c40237,db051d,955711,a70552,54019d,600097,7e057b,840277,731279,a4005a,670096,a10a4f,a00657,850475,931556,8f036c,673263,7b037f,8a046f
19071,434279,710588,970265,870f67,8e016f,5502a7,6e008f,7d0080,870077,7f027d,950068,6d0090,8e1758,ac034e,840277,a60e4a,a50257,5f415c,820378,890471
19073,5e5a46,9b0360,c90233,aa371d,ac0150,720184,720085,850079,8b0171,7c0b77,970363,5b00a3,8e0b62,970760,770383,87185e,760181,5c2d73,7c047d,7d047c
19075,227d5e,ab0151,da0221,93501b,b0014d,640298,650495,950068,9e005f,8e0669,b70047,780086,b50a3e,b50246,9f025c,a81243,b1024a,822c4e,930368,9a0460
19077,4e5a56,8d046d,bf043b,99481d,ac0051,730387,830072,92016b,930169,7d047d,960068,5900a4,940e5b,9a045f,770581,941456,840277,5b3868,860672,89066f
19079,318f3d,b40743,d30328,9a5211,930169,4d03ad,5c049e,70018d,770186,7a067d,970066,5f009e,920961,9b055e,7c047d,921854,8d026e,642c6c,7b047e,800479
19081,575f48,a40356,ce0229,984c1a,9b0260,60039b,630497,81007c,840179,760682,9a0064,5e00a0,970a5b,9a0361,80037a,9a1450,90016d,6a335f,810478,8e036c
19083,29973d,ac054c,d60622,975214,b3014a,61018a,6e058b,8a0073,8d016f,830873,a2005c,680095,940b5a,9c045d,7f047a,881560,880175,652b6b,7c047e,850474
19085,494367,740683,a0035b,822b51,8e006f,5101ac,740387,870076,8a0173,7a0182,940069,680095,90145a,a70254,830279,a20e4d,a1015c,663e57,830477,8d046d
19087,633c5e,930367,b70343,9e312e,b40247,6b048e,8a006d,ab0052,a60157,960463,ae0050,6e008f,991054,a30358,7c057d,851563,90016c,652c68,830576,840575
19089,3c4973,7c057c,a90450,794144,82007b,5c029f,69008a,7f007e,7b0082,6e038d,860077,60009d,890b69,8a0271,760384,881165,8d026f,4f3e6e,5c039e,620497
19091,2f8f3f,aa0252,d30328,985213,9f005e,690292,630596,760087,790084,750386,92006b,650098,980a5b,9f045a,860374,9a144f,930268,713556,90036b,990461
19093,306b63,820972,c1023b,6e6a25,860275,4703b3,5704a2,93006b,92006b,7a0480,9a0064,670097,9e0b54,a40257,900568,a51148,9e015e,673f57,920468,9f035b
19095,4e3b74,930268,b20349,844436,90016c,590094,6f0089,8d046d,89006c,850a6e,9f045a,650099,940d5c,99065e,870473,8c1958,990262,613e5d,7c047d,830477
19097,3e4278,860473,ad0447,803747,8e016f,560198,67008d,8e006f,8c0072,820576,9f045b,5f009f,870e67,8e0769,790580,821666,830378,493979,5e049c,670393
19099,464463,78077f,ab054e,90531a,b1024b,6f048b,680393,770086,790184,710785,90006e,5700a7,840c6d,8d056c,750485,7c156d,82017a,612a72,730486,730486
19101,5f435b,8b046f,be043c,9d3130,b0014d,690391,810076,950168,960265,8c056d,a0005e,650098,970d58,a50554,830476,8f155a,9c0161,4d254e,620795,66088f
19103,472790,6b0191,840475,71335a,80007e,60049a,610598,70008d,6d0190,6f0886,8f006f,5000ad,6f0785,680393,6a0285,503677,690293,452a8d,4804b2,4f05aa
19105,5a2a7a,950267,b30149,912647,a0015d,680194,700489,90006d,8d0071,830377,9f005f,5c00a2,880e69,940267,80037a,801964,8e016e,584264,70048a,730487
19107,424576,850475,ad034e,823546,940069,5d029e,730085,890174,890173,7e047b,8f006f,5900a4,870c6a,940465,720488,861266,830477,5a386a,800677,89056f
19109,2f6a64,980264,c50237,6e6827,80017c,4d03ae,4c04ad,760088,780086,670394,8b0073,5a00a4,87076f,8f036c,760583,8a155e,7e027d,613567,790481,8d036e
19111,3c4674,820576,a80550,8a3044,980066,640297,76007f,880075,870176,730388,940069,5600a8,7d0e72,8d056c,770383,7a1172,7d027f,472b8b,680591,680590
19113,513d66,8d0769,b7073f,a42e2b,ae0050,81037a,7a007e,8b0073,7f007e,7b077c,9a0064,5900a4,7a0c76,860473,79057f,762068,82027a,56386e,620399,660493
19115,5c554c,9e045b,c50533,a53524,af014e,680491,780481,960265,950267,8b036f,a0005d,680095,8f125c,9c035f,830377,8c135e,92016b,59366e,770482,7c047d
19117,514f54,7a1470,ae0543,865721,a80353,650192,750182,870374,8c0270,7b057d,94006a,5d00a0,870f67,9b045f,6b048e,861166,830179,5e2e71,840673,840475
19119,257e52,980462,cf0529,707419,a70156,5103aa,61039a,970067,9b0063,860374,b4004a,880076,b9063e,b70244,a30555,b2113a,bc023f,912f3b,b70344,c30437
19121,565250,820477,af044a,9b3132,a80254,780383,8c0170,960067,960166,850375,970067,63009b,8d0e62,970661,730586,841763,81017c,643068,890570,8b056d
19123,424e65,7a037b,a40351,8c4a28,b0024c,6e0184,720184,82027a,810075,770d7a,9e045b,5e009f,910a5f,a20556,830378,8b1261,960265,7b255c,920468,970562
19125,39486e,6d0789,900266,794c39,970364,5501a3,69008f,73018a,6d028f,650693,8f006f,5400aa,850d6a,910666,740485,7d1967,870176,722368,8a056f,8d056c
19127,237d52,990c58,c9062e,ad341d,b90143,7c0178,860072,8f016d,8d046c,850a6f,9f0559,63009a,8f0c61,9b045f,820577,8b175c,8b0271,5e2b73,710488,710489
19129,405a64,800578,af034c,92204c,9b0162,61039a,7b0182,92006c,9a0163,91016b,a50058,7e0080,9f1d42,bf0639,930467,b0113d,b90242,6f434a,920468,950564
19131,336c5f,a40456,d60324,777610,980263,620399,6a008b,90006e,8d0170,7d0977,9c0062,63009a,9a085b,920269,7c047d,931258,8b0370,5c3967,6d058c,780581
19133,495a5a,7a0183,b1014c,814933,90016d,4703b4,5a04a0,760087,7c0082,6e028e,850078,5b00a3,871363,960365,7d037e,9d1150,8d026f,574065,800479,890470
19135,424b47,731b70,9c0348,81512b,940366,610293,66018f,71028a,70018c,660494,870076,5400a9,741079,90036a,640396,7c0f73,72018b,59297b,830476,860473
19137,3a6f4d,99065e,c30437,a43d1c,b40148,780481,850277,960167,9c0160,960265,a70056,770086,a3104a,b90341,9c035f,ad1041,b50147,723f4b,8b0370,980561
19139,1c6760,8a155e,b30232,a52f29,ab0151,79017e,79017e,970066,970166,830378,980065,680096,910c5d,9d055b,870473,831c5e,980164,5c366b,690391,680491
19141,287263,850276,c30437,954e1b,a90153,680492,630398,870176,8e016f,800777,ab0053,80007e,b00a43,af034b,9d045c,a21448,a80253,823447,aa0351,b60344
19143,435466,940466,c30536,80631a,90016c,4f03ac,5800a1,82017b,8c0071,720289,9f005f,6a0094,9c0a58,9f025c,950563,9f124c,a80254,7c3946,a50554,b20448
19145,32784a,9b095a,c20735,a72a2d,bb0340,790382,950168,a3015a,a50256,990461,b40049,840079,ad123e,c20338,a30357,b70d39,bf013e,803a44,960364,9c045e
19147,4d4267,7b047e,b60444,7e6719,8a0172,5c039e,5a009d,6c0092,6c0191,640595,82007c,5400aa,7f0975,840377,710489,811469,770384,543870,790480,8a046f
19149,2a6b69,870472,c20339,6b662d,7c0081,4502b6,5c0085,aa0054,aa0053,870275,ab0053,760088,9e0e52,9a0262,8e036d,a01549,a40258,7e314d,9e025e,a90351
19151,3a645a,820477,b20348,657920,890174,4800ab,5500a2,6a0093,6a0093,650693,860077,5700a7,860b6b,910568,740584,8f1757,810379,5f3368,870472,970760
19153,346551,740a7f,aa074c,9e441c,ac0250,7e0175,6c048e,70008d,70018d,69078d,890075,5400a8,731575,870671,730185,711f6d,7b0182,612477,6a048f,6b048f
19155,25636b,79057f,a40851,864335,960167,5b039f,6b038f,82007c,8a0074,830278,93006a,71008c,8f1855,b00548,870373,9b1152,a0015c,6b375a,7f037b,830476
19157,326a5b,920864,b60642,884a2c,a30457,6a008d,720686,7e017f,7e017f,760583,950068,5f009f,8c0b66,8d046d,7a057f,801b62,870275,5b2f72,6e048c,710488
19159,4f5b53,8d036e,b90342,9a382b,b1014b,720388,8d026f,970066,970166,8e026d,9a0064,680096,91125a,ae024d,750484,93115a,7b0082,553077,840475,860474
19161,2b854e,8c036f,c80333,9a4a1a,a40158,6c0290,6d038e,880075,880174,790580,980065,660098,9f0a54,9c025f,830575,971650,920369,68385c,880471,950366
19163,1d5d68,8f1559,950432,994024,8f016d,6f0184,5e059a,770087,7b0082,7e047c,970066,61009d,771372,920666,870473,821963,880274,622773,6b0390,6c038f
19165,394b79,790283,b30149,7a2e56,7c0081,5304a7,6c0084,8b0172,8e036d,790480,90026b,680094,950c5b,a00559,860474,a3114a,a30159,6d3e51,890471,990461
19167,1f904f,840277,ca0232,964d1b,af004e,62029a,6c0084,a40059,a80056,910469,c70037,a70057,cc062c,c70235,ba0341,c10c30,d0002e,b81e26,ce022e,d40227
19169,3c863b,a80550,ce032d,a03f1e,c1033a,84016e,770582,840179,840178,8a0d66,ac0052,650098,8f0865,880372,840170,6c365c,830279,592c78,670591,6a068d
19171,375572,880472,b20447,8c363b,880175,5e039c,680392,7d0080,7e007f,790382,8c0071,5e00a0,880d67,91036a,7a0480,8f155a,8a0173,5a356d,6e038d,730486
19173,5a495a,8b036f,b80540,9b3a29,af024d,720487,8c0270,970066,9c0061,91026b,960067,6f008f,981452,b20249,81037a,a4104a,9e015f,564166,870671,8f046b
19175,475364,7f047b,a70453,8a4f25,aa0153,6d028e,880373,9f005e,9c0061,8e026e,9e0060,650098,91105c,9f055a,7b057e,8f125d,8a046f,5c356b,770581,780482
19177,643565,850474,b50346,9a3033,a90154,6c038f,8c036f,9f015e,9a0163,920368,a2005c,650099,970f57,a10359,7d047d,940f5a,90016c,613764,8c056d,930764
19179,52395d,79176e,ad0148,91412c,a80254,6c048d,690391,6d0190,6e018f,690391,7c0082,4800b6,6a1280,820775,640397,6b1280,650297,4c2789,6a078d,6d058c
19181,574f57,850574,b30545,9e352b,b1014b,800479,860474,8f016e,8e016e,810874,960067,5a00a3,801469,920666,6e068a,78196c,7f017d,602a72,7c047e,7f047a
19183,43516a,8d046d,b50346,992c38,ad0150,730487,81037a,940169,9a0063,90026b,a70056,6a0093,9d0b56,a30357,890470,841a60,970265,65385f,7d057c,800776
19185,503d6a,7c067c,9f035b,7f3946,970363,5d049d,7b0281,81007c,80017d,72028a,90006e,64009a,8e0f60,9e045c,710488,8a0f65,82027a,5c2d74,850574,8b056e
19187,4b5254,88076f,a30337,755d24,8f016d,580197,600092,690094,6b0092,67098e,860077,5500a8,7c0d72,8e056b,730486,7e136d,7b037f,5e2c73,720488,760384
19189,3c852c,b9053f,de061a,787b0b,b20042,5d0198,6f0086,840179,82007b,7b087a,9b0063,62009b,970a5c,a40158,850376,951256,92016b,643761,720488,7d047d
19191,276e68,930764,c10538,706628,850177,5204a8,660088,880076,890075,790481,960067,660097,99095c,8f046b,840673,891d57,930268,584064,60049a,6a048f
19193,2f6d58,620597,9e0858,785c29,8b0172,5104a8,53019f,7a0083,780085,6c028f,8e0070,64009a,810d6f,920468,860473,8a165d,8a0272,6b2a67,7e037d,7b047e
19195,2d9833,b30545,d80520,817309,ac054d,620399,640298,71008c,70008d,670790,850079,5f009e,890c68,8d026f,71038a,841465,760187,4f3b73,600499,6a048f
19197,398e36,ad054b,ce042b,925b10,a70255,630496,600097,790084,7a0183,7c047e,950068,5c00a2,910864,980362,7c037f,8c145e,8b0171,672c6a,7f037b,880373
20001,59355b,790d77,ac004d,b20c3f,c70135,800579,9b0063,a90154,ae014e,9c025f,b50048,730089,981551,b10548,870572,991451,b1034a,5d455b,9a045f,9f0559
20003,324c6f,700e80,a00059,9b1c47,a50257,650396,8b046f,a40159,a50059,90026b,af004e,72008a,901a53,b40544,7c057d,9f104f,ab0350,545851,a60652,af0148
20005,45496f,7b067c,a50257,a22239,a2005b,730387,790084,8e016e,950068,82017a,a3005b,61009c,751c6c,ac064b,7b067d,890e67,9f025c,554464,860572,950162
20007,207161,680b83,a9004d,942d3c,c20338,680090,640099,860374,940268,810379,ae0050,7b0081,9a154e,bd053b,80037a,9f114d,b70145,6c4f43,bd033d,c30635
20009,2b4581,710c81,af004a,903638,a3005b,680393,5e00a0,8a0173,970166,880274,a80055,640099,8b155d,af0748,8d066a,a81343,c0033a,605548,b30545,c20438
20011,442f69,5f0b94,840073,7c2d54,c1023b,6c048d,7b0083,880174,90016d,830378,9f015e,72008a,911b51,b20447,840377,970b5c,ae024e,663e59,9f055a,a70651
20013,4f4b5d,86096e,b80244,af153a,c3003a,93016a,9f005f,b0014d,ba0044,ad024f,c4003a,91006b,b01538,c90530,a50454,ac1041,bc033f,6a4d47,ad044c,b40544
20015,2e6460,6e0981,9a005d,932249,ca0232,6f0087,650098,7e027e,880175,80027b,9a0063,680094,811b61,ab0a48,7b057d,8d125f,a90253,624f4b,a60553,b10647
20017,40446e,700a83,a10057,9f1c42,b90341,750386,7b0082,930169,980065,960364,bd0040,80007d,9f1747,c10933,920566,aa1241,bc023f,5c5a47,b30446,af0247
20019,4f4a49,7e1669,ae0040,982144,c10037,6e0084,8a0073,9f025c,ab0052,970463,b40049,8d0070,a72333,c60730,8e066a,b6093f,c30239,684a49,c30437,cc012b
20021,431d59,5f1788,8e0063,862b4c,a8004d,56009f,670196,7d027e,8b0172,790580,940069,640099,791e69,aa044f,6d028e,8b0a68,9a0261,5d366a,9b045e,a20557
20023,285b57,511c80,9f0245,804637,b10046,58009a,6c0091,a3015a,ad024f,88096d,af004e,8f006e,b41634,c00935,8e056b,bc0f32,c90331,7d453b,c30436,cf0629
20025,255e6f,570793,930061,96283f,c2013b,71018b,61009d,7e017e,8e026e,8c046d,b2014b,770086,942148,c10834,840476,a20f4d,c00439,834238,c50335,c9032b
20027,39555e,790e76,b9003c,a0223c,bc033f,78007f,80007d,af024d,bc0240,a80650,cc0230,9e005e,b71332,c70531,a20754,bc0f32,c80233,7a4f34,bc023f,c00439
20029,374f66,650688,b20042,9f312d,ae024e,650091,7a0083,9a0361,a20358,8f0867,ae014e,71008b,8f115d,a9054f,7c057d,9c134e,a90352,634950,b20546,b9013d
20031,2f536e,740981,a30456,9f1649,bc0141,6f038b,970067,a30159,ab0152,9c035f,b80045,8d0070,a01a43,c10538,900568,b00c42,bc023f,6c553c,b80343,bd013a
20033,217854,620e81,a00057,99263f,cb0032,6f038b,64009a,970264,9c0260,9d015f,b80144,740088,9f0e4f,c40534,860275,a60d4a,c30238,7e4040,c80332,d20427
20035,285d5b,6f117d,970061,953237,ce032d,720081,6e008f,890173,8e016e,840673,a3015a,7a0082,8a1e56,b30c3e,800579,91125b,a50355,574f57,9d055c,a20656
20037,402242,612e6e,8b005d,804e30,9e045b,5f0098,650098,790183,840178,750880,8c0072,60009d,731a71,930466,6f038b,791173,940268,543871,7a067e,820373
20039,25398d,460daa,83006e,772d59,a90252,5c009b,6b0092,8f026d,980164,830476,ae004f,81007b,a71442,b30b40,860a6e,ba1232,c70334,724446,c30238,ca002c
20041,2e5b67,720784,b00049,a42d2d,c40138,7d047d,860078,a1015c,a80056,980362,bf003f,870075,a41346,c00539,8c056c,ac1240,bc033f,6a4e45,b20447,b80640
20043,63474c,940664,c20338,b91034,b90045,820378,93006a,ac0051,b70047,a2015a,b70046,82007b,a11c40,c70630,9e045b,ac0d44,bc0240,654d4b,a9054f,b40643
20045,37645c,890469,ba0241,bf112d,c80233,950062,9e015e,b30249,ac0151,a30654,b70047,72008a,891b5a,8d056b,82026d,7c2f52,960265,4e3a75,5506a3,5b0399
20047,285671,680880,b20044,aa2330,bb0142,710086,690095,990263,a50157,940862,b2004b,630099,8b145d,a40951,6c058d,a30f47,ac054d,654d4b,ba053e,c20536
20049,3d4a62,700c82,a60052,a3114a,c50236,6d048c,870076,a50158,b3004a,a2025a,b2004b,8e006f,a41a3e,c10636,8b036f,b10a42,b90440,6d4946,b90540,c30134
20051,1444a5,5306a5,bf033b,765038,5500a9,3e02be,3f00be,840079,990064,670295,970067,4d00b0,771473,8d066a,6b058e,851b5d,ac034f,514f5d,a80452,b60542
20053,276473,7b097a,a70050,952a3e,990163,5903a2,670096,8a0074,92006b,860275,a50058,650098,921457,a60651,7f047b,a81145,b50345,5e504f,af0549,b50141
20055,2d5e5c,6d1078,af0045,9d2a37,c30238,770482,680096,880175,940268,7f0778,aa0053,5f009d,841365,a7074f,7b047e,951053,ba0242,7b463c,aa0350,ae054b
20057,305668,660885,9d0059,932842,b60245,6a008d,62009b,840278,91026a,780581,aa0153,650097,861b5c,ab064d,790580,961454,b1024a,6a5240,a40456,aa044f
20059,236666,73097a,a60053,aa1142,c70135,7f047a,91006c,a2025a,a40158,940664,b60047,730088,96194e,b9063f,8d066b,9f104e,b40248,5f524c,99065f,a20255
20061,2c695b,7a087b,b10046,a9282d,b0014d,680090,71008d,860276,91016c,7e037c,a70156,640097,811b61,b20546,840574,8e105f,a60255,624556,8d036d,8e046c
20063,2f6362,660889,bf0039,ac1939,b40148,740084,7e037c,a90352,b70244,920666,b80144,6c008f,96184f,b20943,7c077b,b51038,bb063c,764f38,cc032e,d70720
20065,334c64,5a158e,a3004b,894034,9d045d,5e0099,74008a,9b0161,a90153,970364,b1014c,7e007e,9a1c46,ba043f,870472,b40f3a,bc023f,645049,bd063a,c80530
20067,35694b,711276,bb003b,ab1c37,c20338,5500a0,6f008f,9b0260,a90154,880472,b1004c,680092,911c50,ba073c,810479,a81343,c2013a,834634,bf023c,c80432
20069,286058,620d84,9e0053,971e49,ac0250,640094,5700a7,840278,91036a,880372,aa0153,5b00a1,8c165a,b00548,6b058e,a21448,bd033d,795033,c50434,d0042a
20071,5a651f,6f2458,b1003c,a33822,c70037,6c0085,80007e,a40158,a0025b,880571,c40139,72008a,981a4a,ae1639,6e0788,a1173f,ba073c,933337,ca0133,ce052b
20073,414d5c,7b097a,ae004b,a31546,c80135,760583,7e007f,990163,a3015a,920269,b2004b,90006c,a81540,bd0739,8e056a,a40e4c,b30248,5d4d53,b50445,be0139
20075,36506a,701672,93005c,853643,ae044b,5d0092,71018b,930169,9e015e,81017c,9a0162,7a0082,8f204e,ab0b47,6a078d,a40f4a,b40446,843247,c40436,c9062f
20077,1d6967,5d0a8a,9d005a,87284e,c60235,68008d,6a0093,8e036d,a20259,970561,b2014b,830079,a31446,c10835,7f0678,a30d47,ba0242,67563f,b60543,bb023a
20079,2d6660,7c0b70,a00058,962e3a,c50236,7d007a,73008a,90036a,9c0160,930664,b3014a,790081,9d124e,ab0a49,820775,8b1b52,a30358,6a3e55,920566,99055f
20081,403d6a,5c1581,b1003b,a62038,bb0340,670090,690095,950168,980164,8b056d,b30149,670094,8a1e56,b60543,840475,ac123f,ca0231,8e402e,cf022d,d30427
20083,2b6661,5f0780,ba003c,9a253f,ac0151,740387,660098,9b0162,a90154,9a0360,b60047,6b0091,96194d,ae0c43,6f0887,a81144,bd043d,814735,c90431,d0032b
20085,425665,880373,b3014a,b50f3a,be013f,7a0381,860077,a2015a,b1014c,9c0260,b60047,890073,9a1c46,b70640,8b056d,a1104d,aa0252,5a584b,9b055e,a10657
20087,4b4e64,800776,af014d,b90e37,be003f,780481,8a0073,a70155,af004e,960365,b3014a,870075,902846,b9073e,8c066b,a41148,af014d,545653,940564,99015e
20089,34566c,65048c,a80551,a51246,c40337,7a007c,93016a,b60444,bd043d,a10d50,c0033a,880073,a81341,bc053c,920666,b91133,c30239,744d3c,c60632,d20527
20091,305a6a,79067e,a30357,a81045,b30149,7e027e,93006b,a3005b,ab0052,9a0261,b60048,8a0073,9f134b,bd053c,a9064f,a01a44,b80144,6f404d,880472,920566
20093,2b595a,731769,a20046,923e2e,c40034,630090,71028b,93006a,9f005e,8a056f,aa0053,6d008e,931356,b40743,7c0879,a91144,c70234,8c3839,c70235,c90331
20095,1b6076,610887,a10459,8a363d,b1014c,600499,5900a4,8a0272,a2015a,8e046c,b0004d,750087,99154f,af0846,720685,a21646,b70344,665343,b50643,bd0239
20097,31645b,68046e,b10449,b21239,d1012c,850376,780085,a30357,b1034a,980f57,c2023a,870074,b40e3a,c20932,970562,b80e38,ca042f,8e402f,cc052c,d90124
20099,37405e,6c0f82,930060,8c323f,bd033e,6b008e,72018b,8a0173,93006a,7f037c,970166,6d008f,821d5e,a50752,740684,861265,a2025a,544069,8d056c,960562
20101,403f61,511294,a3004a,962b3d,b50345,6d048c,6f038b,9a0261,a80254,920764,b70046,6d008f,9a174c,ba0a3a,7c067b,ac163b,c40337,844534,ca042f,cb042f
20103,543a65,730d7d,a50052,ad1a36,8f006e,660196,83017a,940069,950168,7b0181,9c0061,6c0091,7b2260,ac064b,7f0579,8c1161,9e025d,555058,8b046e,950563
20105,285972,6f0788,b10048,973e28,ba0142,680090,780085,ac024f,b70145,a70354,c2013b,81007c,ad153a,c00637,8b046f,b80d39,bf023d,684d47,c10537,c80431
20107,3d4a5b,730d7d,a00058,931c4e,bf033c,710389,950167,a80155,ae014f,9a0261,b60047,860077,a01d3f,bb043f,840377,a50a4f,b30149,575353,aa054e,b50642
20109,336150,6b0c80,ae0045,a22a31,b60245,700085,82007c,aa0152,b90044,a20755,b90144,7f007d,a2203b,b20a41,8f0668,b90b34,c40534,874234,d20427,d40525
20111,2c566d,660888,9b005d,922c3f,c0013c,78007f,72018b,850277,860275,7f047a,ab0152,730089,921259,b10548,86056a,931952,b0024b,585253,840574,8a066d
20113,188459,790777,b10046,a82432,cb032f,6f0088,6d0190,990460,9e055a,920c5f,bc0141,740086,a50e4a,b30644,920567,961f49,b70443,704547,aa0450,b10647
20115,325866,840e6b,a7004a,8f3836,bb0042,6a0490,7e017f,ab0151,b90144,a50454,c1013b,8b0070,b30c3e,b8083e,810578,a41941,b70344,7e3e41,af044b,b70641
20117,444869,7f0877,b60040,9e1f40,ab0152,6b0290,870077,a90153,b1004c,9c0160,b0004d,80007c,961c4c,ac064c,850673,ac1141,ae034d,584d58,9f045a,aa054e
20119,2e5f57,720873,b40346,aa153e,ba0043,7e047c,760087,9b005d,ad034d,990a5b,bd023f,840078,a8153f,be063a,830774,b61136,c40435,854532,cb042f,d50326
20121,3c4470,6a088b,9b005d,9d1f41,b90243,6d038d,80007e,90016d,92006c,7d027e,970067,61009b,7c235e,b00647,7c067c,910f5e,a50256,515558,9b045f,a90450
20123,38486d,69098b,ae004a,981f46,a0035b,6c008a,740189,a2025a,aa0252,9e035c,b80145,80007c,a0124b,b60542,89056f,b51038,c1023a,6f4c41,c20437,c80432
20125,345355,690f85,9e0059,a51b3e,c20339,7c007c,7f007e,93016a,9e005f,8b0271,a40059,7b0081,8e244c,bb083b,89056f,a30b4f,b30249,6d3957,aa044f,b10547
20127,2a6b62,740783,a80352,a42237,ca0231,7e0079,7d0080,9d025f,9e015f,8f036b,ae014e,81007b,99184d,c20537,8b056d,a71146,b80343,57574e,a80551,b00747
20129,562e68,6c0d7a,ba003f,8c363b,c80233,58009b,6a0192,8e016f,9f005e,860375,a50158,630099,822c50,b90b39,7c067c,b10d3f,d0022b,8b353c,d10329,d50325
20131,385472,7d047d,b80244,992045,9b0162,670195,790282,a70156,a90055,8d0170,ab0053,6b0092,891c58,a30654,810479,a50e4a,a90351,645147,b50544,c70432
20133,4c3961,6f0886,9b0360,952642,b80244,6b038f,80007d,970166,9f005e,90026b,a80055,6a0093,861a5d,a50454,80047a,91115c,a30358,5e455a,9e055a,a80650
20135,2e5c5b,5f127d,b0023e,a42336,b60345,6c0088,630199,950464,a60453,940763,b40148,640098,941554,ae0649,760781,ac123f,c0043a,6f4d40,c90430,d50326
20137,3d446e,570c9b,a6004e,972344,bc003c,700086,8b0172,b30348,b40148,9b0a59,b60147,990062,b40d3b,c10537,9a065d,c00d30,c90431,7a4340,c60434,cd052b
20139,2c5368,710b81,a00055,a11b42,ba0341,730083,7f007e,9a0262,a40258,8d046c,ab0152,7d007f,8f234b,b50543,800578,991054,a90352,58574e,a20655,a30153
20141,44565a,6b0483,bd043c,b61731,cf012e,840073,8d0070,ae044b,b60345,a00757,bb0141,7f007c,a6183f,bb053e,8d066a,ba0f34,be043c,62504c,c40435,cd042c
20143,2e5171,67068b,a00056,993035,b80342,69008c,70008d,91026a,a0025b,960761,af014e,7c0080,9f1747,b9053f,860473,b71136,c10439,744445,bf043a,c70130
20145,295576,62078c,a30457,9f1549,bf013e,6c008c,61009c,81027b,890173,850475,a2015b,5b00a1,8a1460,a7084e,730685,951751,af044a,604e4f,ac044e,b30546
