id,margin,wh
1001,45.949999999999996,18.7
1003,55.67,9.6
1005,-3.1400000000000006,47.6
1007,46.68,22.1
1009,73.92999999999999,1.8
1011,-52.8,70.1
1013,7.509999999999998,44.0
1015,31.849999999999994,21.1
1017,5.160000000000004,39.5
1019,54.88000000000001,4.6
1021,60.25000000000001,10.6
1023,4.590000000000003,42.4
1025,8.199999999999996,44.2
1027,45.510000000000005,14.5
1029,68.06,3.6
1031,49.13999999999999,17.7
1033,20.339999999999996,16.3
1035,-1.6499999999999986,46.2
1037,16.240000000000002,31.8
1039,58.269999999999996,13.0
1041,35.510000000000005,24.0
1043,69.3,1.4
1045,42.05,19.7
1047,-39.71000000000001,69.5
1049,54.67,2.1
1051,48.67,21.2
1053,25.5,32.4
1055,38.300000000000004,15.5
1057,53.239999999999995,11.9
1059,40.400000000000006,4.6
1061,62.980000000000004,9.7
1063,-69.57000000000001,80.5
1065,-25.46,58.1
1067,29.03,27.3
1069,40.26,26.7
1071,41.760000000000005,3.6
1073,-5.969999999999999,42.9
1075,53.11,11.3
1077,30.789999999999992,10.4
1079,26.89,11.4
1081,19.85,23.7
1083,43.510000000000005,13.5
1085,-53.05,72.9
1087,-74.2,81.5
1089,18.57,24.6
1091,-7.200000000000003,51.0
1093,61.410000000000004,4.2
1095,59.94,2.7
1097,9.21,35.3
1099,7.719999999999999,41.1
1101,-24.25,56.7
1103,44.39,12.5
1105,-50.190000000000005,67.5
1107,6.960000000000001,40.2
1109,13.650000000000006,36.9
1111,39.779999999999994,20.2
1113,-11.75,42.9
1115,65.93,9.5
1117,55.41,12.1
1119,-54.55,73.5
1121,15.990000000000002,32.5
1123,32.24,27.3
1125,17.4,31.0
1127,52.8,6.4
1129,31.690000000000005,24.6
1131,-48.650000000000006,71.0
1133,72.22,1.0
2000,,3.9
2013,0.0,12.0
2016,0.0,7.6
2020,0.0,6.3
2050,0.0,0.8
2060,0.0,0.0
2068,0.0,1.8
2070,0.0,0.7
2090,0.0,5.4
2100,0.0,0.7
2105,0.0,0.6
2110,0.0,1.6
2122,0.0,0.8
2130,0.0,0.9
2150,0.0,1.5
2164,0.0,1.0
2170,0.0,1.3
2180,0.0,0.7
2185,0.0,1.5
2188,0.0,1.0
2195,0.0,1.6
2198,0.0,0.4
2220,0.0,1.1
2230,0.0,0.3
2240,0.0,1.5
2261,0.0,0.9
2270,0.0,0.2
2275,0.0,0.4
2282,0.0,2.5
2290,0.0,0.6
4000,,4.7
4001,-34.33,0.9
4003,22.260000000000005,4.7
4005,-15.459999999999994,1.6
4007,26.67,0.9
4009,37.53,2.1
4011,9.450000000000003,1.8
4012,31.980000000000004,1.2
4013,10.689999999999998,5.7
4015,42.14,1.3
4017,7.840000000000003,1.3
4019,-6.910000000000004,4.1
4021,16.349999999999994,4.9
4023,-37.75,0.9
4025,30.35000000000001,0.9
4027,12.579999999999998,2.7
5000,,15.6
5001,22.21,24.5
5003,25.349999999999994,25.6
5005,44.040000000000006,0.4
5007,40.39,1.9
5009,47.989999999999995,0.4
5011,18.75,27.6
5013,36.709999999999994,22.0
5015,23.85,0.8
5017,-22.450000000000003,54.6
5019,6.329999999999998,24.0
5021,29.1,0.6
5023,52.14,0.5
5025,44.94999999999999,11.4
5027,23.620000000000005,36.2
5029,19.53,11.4
5031,30.990000000000002,14.5
5033,49.849999999999994,1.6
5035,-14.89,51.8
5037,29.79,22.9
5039,10.64,41.3
5041,-12.370000000000005,47.9
5043,18.950000000000003,28.0
5045,31.6,11.3
5047,44.42,0.9
5049,33.099999999999994,0.6
5051,29.979999999999997,8.5
5053,51.870000000000005,2.8
5055,36.85,0.9
5057,26.240000000000002,29.9
5059,29.020000000000003,11.6
5061,31.840000000000003,20.9
5063,43.93000000000001,2.3
5065,38.86,1.8
5067,18.270000000000003,17.6
5069,-29.029999999999994,55.5
5071,27.97,2.1
5073,18.43,37.1
5075,31.559999999999995,1.0
5077,-24.159999999999997,54.2
5079,20.78,30.3
5081,36.28999999999999,19.7
5083,41.88,1.5
5085,50.82000000000001,6.2
5087,32.949999999999996,0.4
5089,38.81999999999999,0.4
5091,39.82000000000001,25.1
5093,1.019999999999996,34.9
5095,0.060000000000002274,40.3
5097,42.56,0.6
5099,20.15,30.5
5101,41.39,0.3
5103,8.600000000000001,40.3
5105,35.400000000000006,2.2
5107,-32.839999999999996,61.6
5109,52.69,3.5
5111,34.18000000000001,8.0
5113,56.94,0.5
5115,47.150000000000006,3.2
5117,40.53,11.7
5119,-11.46,36.0
5121,27.79,0.9
5123,-18.439999999999998,52.7
5125,42.7,6.6
5127,47.64,0.7
5129,51.02,0.3
5131,37.08,6.8
5133,48.36,4.5
5135,38.849999999999994,0.8
5137,45.2,0.4
5139,26.22,32.6
5141,39.39,0.5
5143,16.259999999999998,3.5
5145,53.730000000000004,4.6
5147,-4.209999999999994,26.9
5149,38.839999999999996,2.1
6000,,6.5
6001,-60.56999999999999,12.1
6003,-23.389999999999993,0.3
6005,19.509999999999998,2.1
6007,1.9899999999999949,1.8
6009,16.900000000000006,1.0
6011,21.29,1.2
6013,-35.14,9.6
6015,9.380000000000003,3.5
6017,17.760000000000005,1.0
6019,-1.7800000000000011,5.9
6021,25.240000000000002,1.2
6023,-27.099999999999994,1.4
6025,-32.050000000000004,3.5
6027,11.43,1.0
6029,16.71,6.3
6031,14.93,7.3
6033,-16.940000000000005,2.1
6035,39.56,8.8
6037,-41.86,9.2
6039,17.119999999999997,4.3
6041,-51.22,2.9
6043,18.169999999999995,1.1
6045,-38.52000000000001,1.0
6047,-8.71,4.2
6049,41.459999999999994,1.2
6051,-8.649999999999999,0.8
6053,-36.86,3.5
6055,-28.689999999999998,2.4
6057,0.6200000000000045,0.6
6059,6.219999999999999,2.1
6061,19.28,1.7
6063,16.82,1.2
6065,-1.6499999999999986,7.0
6067,-18.93,10.9
6069,-20.620000000000005,1.3
6071,-7.330000000000005,9.5
6073,-7.559999999999995,5.6
6075,-70.39,5.8
6077,-13.660000000000004,8.1
6079,-1.0200000000000031,2.2
6081,-46.669999999999995,3.0
6083,-18.019999999999996,2.4
6085,-42.83,2.9
6087,-55.45,1.4
6089,29.08,1.1
6091,22.400000000000006,0.4
