id,1920,1924,1928,1932,1936,1940,1944,1948,1956,1964,1968,1972,1976,1980,1984,1992
17007,e30614,c0310d,ce012f,b0034b,aa004b,ba0043,ba0043,b60047,c60038,93006b,9e144a,af004e,940366,932645,a90153,68355f
17009,720586,690a8a,8c0072,4901b4,5904a1,730387,7a0182,750187,880076,64009a,831365,960365,7c047d,9d0759,9a0063,612f6c
17011,bf072d,994420,a2015b,730388,830477,9c0061,9f005e,a1015c,b3004a,82007c,980f55,ac0052,940367,9d124e,9f015e,61316b
17013,a50454,7a0b78,7f027c,5a02a2,75007f,9a0163,990164,850178,8e0070,6a0094,7d156b,90016d,760286,8c086a,870176,43308a
17015,dc0819,9b4f14,c2013a,890372,850277,a2005b,ad0050,a50157,b4004a,850079,a20d4e,b2004b,970264,a11844,ae004f,6d315e
17017,890463,693461,880075,5202a9,5a02a2,790183,7a0183,770185,8c0072,63009b,790f75,9b0063,7d0180,95095f,880175,552a7e
17019,b70a3d,a0243a,ae014f,720487,740386,870175,92016b,9b055d,ab0053,750089,881460,92016b,8b016c,822a52,950167,5a2d75
17021,860460,752c5c,90026b,5501a0,65018d,770185,7c0181,71018b,860077,5600a8,6b1879,91006d,6f038b,8b0a69,860177,493183
17023,8d026f,830674,9a0063,6b0192,7a0183,8c0171,970166,890372,9a0063,7e0080,8f1c53,a70057,850178,a10953,a1005c,652e6a
17025,980461,7e126e,a60058,6a0390,7b0281,81027b,8c026f,870571,950068,71008d,8d155b,a50059,7f017e,9c085a,a3005a,5e2d71
17027,a2023b,4b7c36,4e01af,3e04bc,53017a,9e015f,a0015d,83017a,a1005d,63009b,89185d,9f005f,870275,9f0b53,a90054,5c356b
17029,950365,8b155d,b0004d,640298,6b0191,790084,82007b,80007d,9e0060,6f008f,86195e,a0005d,8b006d,931753,a80155,5c356b
17031,b50238,9d2d33,860176,69028c,58009f,71008c,6a0093,73018a,90006d,5d00a1,681480,880175,710488,641584,7b0182,472194
17033,8c046e,820a72,a0015d,6b038f,7a0281,8c0171,91016b,8b0271,a1005d,750089,941555,a60058,840278,9a0b58,a90054,5f3668
17035,940367,820973,a0015c,670195,780283,83017a,860077,81017c,950069,6c0092,87195c,9b0063,780383,980b5b,a0015c,5b3b67
17037,d60523,c21f1c,bd0140,8f046a,89006e,a3015a,aa0054,af014e,c0003d,880076,a10d4d,990064,96025f,892a4a,a40158,5e3966
17039,9a055f,95194f,b0014c,6e038c,70018c,840179,8d026f,8d016f,a1005d,73008b,8a185b,a60058,890173,a10f4e,a70156,673262
17041,a60a4e,8d1f51,ad014f,600599,790184,8a0172,940069,950167,a90054,780086,971354,af004f,8a0172,a30c4e,a80055,653166
17043,d10423,b93014,b80145,8f0067,8c016b,ad0150,af004e,bb033f,cb0033,980066,a91241,bf003f,af0748,a31d3d,c0013c,7a344e
17045,870472,850a6e,940169,6d028e,760285,890173,93016a,8b0171,a4005a,7d0081,8f1d51,a50059,870275,a10b52,ac0051,623268
17047,c90331,b10943,be003f,850376,8c036e,a50257,b40247,a80451,bb0043,870077,a21843,bc0041,950267,ad0a46,b80046,722d5d
17049,920368,632278,780283,4e03ad,670091,7e017f,890273,7c027f,9a0063,6c0092,8e105f,a90055,880471,a8084e,b50048,6b3958
17051,950663,7b1073,9d0160,690391,7a0282,7f027c,870274,7d027e,93006b,6a0094,851762,9b0063,7d017f,9f0658,a0005d,582b79
17053,d20428,b3212a,af014e,6f038b,890570,a60058,b2004c,b2014b,bb0043,92006c,a61146,be0040,a2025a,b10d3f,ba0143,773055
17055,820253,644356,740486,5203a1,660692,73018a,7c0180,6f038b,81007d,5b00a3,6d177a,890074,5d01a0,7c0979,780085,412597
17057,970853,7b3c47,98005f,5d0396,6e048c,81027b,8c0270,870274,950069,5f009f,770f77,9d0160,80027c,8a0f64,7e017e,48298c
17059,7f0474,631684,740188,4303b7,5803a3,6f028d,7b0281,6c0190,7d0080,5300ab,6d1878,880075,5c00a1,7d067b,780086,402499
17061,7a077d,651485,82017b,4e03ad,5e029d,70018c,7e017e,780185,8b0073,64009a,821566,9e005f,780284,970a5d,9b0162,563472
17063,cc0523,a33f1b,9c0061,7a0182,860070,9c0161,a2005b,a40059,bd0041,82007c,97184e,b4004a,92016a,a2104c,aa0153,633a5f
17065,8b0370,700985,820378,60019c,70028c,830179,8b0271,81017b,93006b,72008c,861d5a,9d0060,70018c,98095c,92006b,4d2c84
17067,930566,841466,950068,5802a3,79007f,91026a,970165,8d026e,a1005d,780086,991253,ac0052,8d026e,9e0b54,9f005e,5e346a
17069,9c025f,7d067b,a40357,7b047f,7f017e,890174,970265,8d0170,91006d,71008d,83106a,9f005e,750187,8c066b,94006a,4f2985
17071,c30634,b91133,b50247,6c048d,820279,9d015f,a1005c,9b0261,a50058,72008c,881164,9a0064,7f027c,920b60,880175,522d7e
17073,c90529,b82b1b,b40248,820074,7e0179,940168,970166,960167,a60057,770087,8c135e,a2005c,8e026d,981254,92006b,5e2c73
17075,c60434,a32932,9a0063,650297,750080,9a0162,a90154,a40257,b90044,92006c,ad133d,c1013c,a60355,bb0b37,c40039,79354d
17077,980357,7d255c,9b0162,6d058c,80027b,8c0170,970066,890272,950069,5d00a1,761572,7b0082,6b0188,70206e,860177,48298b
17079,830477,78087d,82007c,5701a6,6d048d,850178,840178,7e027d,84007a,6e0090,84205a,9c035f,7e037d,a10953,ab0151,5c356a
17081,880472,710983,8c0171,5a03a1,690193,70018c,790282,73008b,8a0074,64009a,791a6a,970066,72018a,8c0969,91006c,4f317d
17083,930466,71107d,8b0073,5a049f,6d038e,83017a,8b0172,7d0180,8c0071,6f008f,771e71,9a0063,790283,950b5e,92006b,4a3b77
17085,c20233,805726,9d025f,710489,820076,a50058,a80055,9d015f,b2004c,7c0082,961057,a1005c,910469,931f4c,a1025b,673362
17087,b40445,9a0c58,b40248,7f027d,950069,a0005e,ae0050,a40159,a70057,8d0071,9a1b49,ae004f,850178,a60552,ab0052,642c6c
17089,d30322,c22714,b2014b,8f046b,860070,9d0160,9e005f,a40258,b90045,870077,9d124d,b2004b,9e055b,9d1a47,b0014d,6e3658
17091,ca022c,ac3022,880175,6f038b,69007e,880175,91006c,930169,a90055,6f008f,851860,a90054,8b046f,940f5b,990362,622e6d
17093,e0021c,cb1a18,c0003d,860375,8b0069,ac0051,b3004a,b70146,c70037,9f005f,b31337,c80036,ac0250,b21437,bc0141,763c4b
17095,bc062a,a83521,b80244,7d047d,800077,93016a,9b0162,990163,a80056,750089,89175d,a40158,8a0371,911855,8c0171,532b7e
17097,d1031e,c02915,ac034e,810172,820174,990164,940069,a1025a,ab0052,7b0083,90125a,a70056,990460,951f4a,ae014f,70305c
17099,ba0134,9a382c,870275,660493,6e0086,740188,8a0369,8c0170,a4005a,670097,800c71,960067,830378,911359,91016c,523576
17101,8a036c,830674,990163,660394,710389,820379,8e036d,7d057b,9d0060,72008c,8b1b57,a60057,83017a,900c62,9c0061,5b336f
17103,c9082d,b01c32,ab0052,830278,8c006b,a50058,ad0051,aa0152,b70047,880076,a00f4f,af014e,920566,bb0e34,bc0041,6e345b
17105,be0738,a42931,a70156,730289,870473,a3005a,a90054,a80154,b90045,8b0073,a70d49,b70047,a40654,ae113e,b90044,772d59
17107,a50d4c,91204c,980164,690292,760385,90006d,9d0060,990064,a90054,770087,9a1351,b2004c,980164,ab0d45,b40149,752b5c
17109,a10657,9b1053,ad014f,720389,8a0271,a2015a,a90154,a60256,b60048,860078,a70c4a,ab0053,9e0659,9d1a47,aa0153,61326a
17111,d90421,ab381a,a60057,870071,9a0058,b80145,bb0042,bb0142,c70036,8d0071,a81043,be003f,ac044d,a51d3c,c2013b,773f47
17113,a6053f,8e353a,a60256,6d068a,6d058c,8a0172,93016a,950168,ac0052,7e0080,970f56,ac0052,9e045c,9b1c46,a90153,6e2c63
17115,a6084f,99273e,b40149,6d058c,5b03a0,6a0192,750088,750187,8b0073,5600a8,6b1a77,960067,760286,850f69,8a0073,552a7d
17117,71044d,645347,790580,4b029f,5d0492,780284,7c0180,740486,7f007f,5a00a4,6f1975,930169,740387,8a0c67,880075,463681
17119,93024d,79374e,880373,58019c,5505a3,660296,690194,60019d,73008b,5000ae,632574,8e016f,6e038d,820d6f,890074,473382
17121,840757,70335a,9a0262,5c049e,6d048d,6c028f,7a0182,750386,8e0070,5c00a2,75186f,9a0064,760285,95095f,980066,4d2e82
17123,ac0a48,942148,950069,6d018f,740288,91016b,9d0061,980065,ad0051,780086,940b5d,ab0052,990262,a51148,9f015d,612d6e
17125,940564,861760,8b0072,4e02ae,63019a,80017d,8b0073,7f017e,970067,5d00a1,7e126d,9f005e,7c0180,990c58,8b0072,512983
17127,d30427,b61433,b90143,830377,8e016e,9e015e,ac034f,9f045b,a4005a,790085,8d244c,b2004b,760186,960562,8a0173,632078
17129,960661,8f105f,a40258,650197,7c0280,8b0172,9b0161,940168,a1005d,7b0083,981253,b1004c,91016b,a60e49,ad0050,722f5b
17131,be0a36,ae1c34,b40149,80027c,81027a,9e005f,a0005d,9f015e,a70056,7c0082,8f125d,9b0063,880274,8f125d,8c0171,592d77
17133,b20338,7b3d46,7a0084,5903a2,780081,9f005e,a80056,9f005f,a3005b,750089,8d224e,ae004f,930368,a20c50,ad0051,613963
17135,860856,783254,8a0271,58019b,6d0288,830279,860375,81037a,8f006f,60009e,751672,90006d,760285,940c5e,8f006f,4b327f
17137,a00757,8d0f62,a1005c,6d028f,770284,860078,8e006f,8c0071,9d0061,70008e,8b1162,a80056,890372,9c1052,a90054,663363
17139,8e036c,870b6c,990064,5a02a1,6c0290,7d017f,850177,7d037d,93006b,660098,801765,91006c,730189,900d60,960067,513478
17141,d30427,b62622,c70036,960463,9d035e,b40149,b90144,b50148,c70037,990065,af0f3f,bc0042,9e035c,a91e36,bb0142,723852
17143,a80640,954425,90036b,640396,5604a3,73008a,81007c,860177,9f005e,690095,7f136a,a40159,90036b,921656,8c0171,602677
17145,950750,654752,790283,5301a4,6d048c,850178,91006c,7f017d,91006d,64009a,7d1a67,a0005e,760285,8d0968,8e006f,472c8a
17147,ad034d,a3104a,b1014c,6c028f,7c0181,8e006f,970166,990263,a80056,71008d,8f1658,ac0051,8d026f,9e114e,a1015b,5c376a
17149,8a0a6a,740c7e,9d025e,5505a4,660395,740287,7c0180,720289,850079,62009c,81116b,990164,7d037e,900964,91006c,5e2e71
17151,c50336,a9084c,bc023f,890173,9c0160,a70056,ba0341,a60156,a90055,8a0074,921952,a50058,850277,9b075b,9e0060,642970
17153,a0035b,9d124f,a60256,7a0282,7d027e,90016d,930169,860176,90006d,5600a8,5f2c72,970166,6b0192,810379,850177,531b8e
17155,bc012a,9c441d,9b0161,650495,7e027e,970166,a1015c,990262,a60058,73008b,891064,980065,870373,921656,8e016f,4a3979
17157,9f0552,6a3d57,790283,5804a1,720085,8a0173,8b0072,7f017e,8d0071,62009c,801a63,990065,7a0282,900a63,970066,4b2f83
17159,910468,7f0d71,9b0162,620399,790580,870275,9b0261,9a0360,ad0051,7a0084,951a4e,ae0050,8c046e,a40d4d,b70046,603567
17161,b5022b,935119,a60157,740387,5d039d,6a0093,70008d,770284,83007a,5c00a2,6e127d,880075,790480,7b186a,760187,522484
17163,820254,743f4a,740288,4f01a6,5101a5,660197,680195,5b01a1,6d0091,4600b8,572680,830279,650395,740b7e,7c0180,4b2988
17165,870246,77374f,890273,610196,750485,7e017f,8c0171,7e017f,890075,670097,7f116e,970067,70008d,89086d,8a0074,462c8b
17167,97034c,833446,980164,700489,760081,850078,870076,870175,980066,6e0090,7f1767,a60255,850474,931357,9b0162,682c69
17169,89016e,750d7b,890174,5903a2,6f018e,7c037f,840278,7e047b,940069,7d0081,991351,a80056,8f016e,a00c52,9d0060,603469
17171,850772,800a73,980065,5c029f,6b0192,81017c,890075,82007b,9b0063,73008b,8d1759,a80056,8d0170,a6094e,ab0151,673560
17173,89066e,7a1173,9f005a,5b049f,680392,790481,81027b,7a0381,91006d,60009e,7d1967,9e0060,740188,960a5d,970066,523674
17175,ca0330,b51534,b0014d,770285,8a0272,a50058,ae0050,ae004f,bd0041,8a0074,9f104e,b60147,a10254,b1103c,ab0152,692f65
17177,be0437,875026,ad0150,710687,76017e,9b0162,990163,940268,b0004e,750089,970d5a,ad0051,9b035f,862a4d,ab0251,6a375c
17179,9f084b,843e3b,90046a,5702a4,5103a9,690095,760087,770186,970067,5f009f,78186d,ab0053,8c036e,a0124c,960167,632a70
17181,740288,630892,71008c,5001ac,650098,740189,7b0182,750187,7d0081,5f009f,761a6d,970067,680194,810b72,8c0071,542683
17183,9d074a,8b4132,9e025d,620696,690490,7f017e,860176,870373,970066,70008e,7d215f,a0005d,820279,91105d,93006a,4d3679
17185,850474,741b6e,5f019e,5704a3,640594,750386,870374,7e057b,9d0060,6f008f,8c1859,ae0050,8a0271,9c0c56,aa0053,653563
17187,b0073e,a51e3a,bb033f,7c037f,8d026e,9b0161,a3005a,a80154,b60048,870077,991550,b2004b,970562,9f124d,a2005c,642b6e
17189,b4042c,8f2747,8e006f,620497,820076,9d0160,a90154,9e015f,a60058,82007c,a11646,af004e,910468,af0846,ae0050,653464
17191,9a0262,860473,9e025e,6c0190,7c0181,890174,940168,8b0171,9c0062,790085,971452,b1004c,8a0172,a00756,b3004a,6d305f
17193,820378,720884,870176,5b01a2,650198,790283,82027a,7a0282,8f006f,660098,891362,9e0060,760088,940961,9c0062,58297c
17195,d00924,bc2220,c3003a,9b035f,98005f,ac0150,b50247,b30249,bc0042,81007d,9d0c54,ae004f,8d026f,aa0e46,970165,5f2b73
17197,c20530,a33921,8c0270,7a007d,730081,840079,850178,830279,a4005a,6f008f,7d245b,a70156,890471,921358,a1015c,613663
17199,900843,73404b,820379,630194,720388,7d017f,8d0170,82017b,8f006e,62009c,801568,990263,6f028d,8c0968,8e006f,532a7f
17201,ca0122,b53612,cc022f,910260,760180,840179,850178,830278,9f005f,72008c,851167,9c0061,8a056f,76394e,950167,5f306d
17203,b00846,922e3e,990263,6b0291,7a0381,990164,a2005b,9e015e,b80046,82007c,9d1150,b90044,a30358,b40f3b,b30149,7d2a55
18001,840674,690d88,7e007f,5303a8,5903a1,890272,960365,7f047a,a80253,62009a,821169,a60157,8d026e,871363,a90153,79394a
18003,920453,8a165e,8f006e,670493,5f0096,91016c,92016a,890272,b1004d,7d0080,8a155e,a80154,9a0360,921b50,a70255,733653
18005,890471,900668,930169,6e0789,6d0190,7c0181,820478,7c037e,980165,740088,8e1956,b40148,8f026d,951257,b0014c,7a364c
18007,a30357,940a5f,940168,670294,780581,92006b,a1015c,93016a,aa0053,7e0080,971254,b2004b,960364,a30d4e,b3014a,773e48
18009,84006b,820b71,970364,670592,650296,71028a,79007f,6d078a,8b0271,5f009d,771471,9e015e,780284,870f67,9b0162,673a5c
18011,810478,860375,950266,6c048d,740189,870076,8e016e,8d026e,9c0061,850078,96194e,bf003e,9c0160,a80d48,bd0140,8b383a
18013,5d049c,5e0799,7b0280,4f06a9,6f018e,770186,740486,69078d,82017b,640099,7d2758,a50157,80027b,8b1261,90006d,6a4151
18015,890272,88086d,970265,6f028d,7b0182,890173,92016b,890273,a1005c,72008c,8f1b54,b80145,90026c,9a0d56,a80154,71404c
18017,840872,8e244b,9c0160,690391,6f0589,7d0080,860176,770284,9e015f,670095,831763,b1024a,90036a,a00d51,af014e,743d4a
18019,7b0380,830773,8f006e,60029c,5803a2,660098,6c0091,620299,82007b,4e00af,612f6d,970165,6d028e,7e0c73,92016a,5c2779
18021,7a0270,7c126f,8f036c,620596,6e018f,83017a,870274,79067f,8e006f,72008a,812359,a60157,80037a,960a5e,a50158,753552
18023,860474,89056f,8e026e,6c038f,750287,850177,8d026f,840277,9a0163,750088,891163,b1004c,8b0171,940960,ab0152,803448
18025,7d0378,6d0888,920269,640396,770086,7a0182,800078,770581,840277,6a0092,7f235b,960167,70028c,85096f,880175,612973
18027,880670,830a71,90026c,730585,7a0381,890173,91016b,890272,a0005e,7c0081,901a53,b3004a,93016a,9b0a59,ae014f,87294d
18029,81037a,7a1073,950069,6a0291,690490,7d0080,82017b,770186,8f006e,690094,7c2260,a40158,7d0180,8f0c62,a50158,723753
18031,930467,860770,940168,740287,81027b,93016a,9b0162,91026b,a50058,740089,8d125d,af014d,8d016f,950c5d,b2014b,803844
18033,8f0668,8b155e,a3015a,6d038e,720488,91016c,990263,8b056d,aa0153,72008a,91115a,a90253,8c046e,901559,a50257,713c4e
18035,9d0958,9d0c55,af014e,820775,6c0290,740189,780382,770681,890173,680095,792064,a3005a,81027b,891065,980164,663462
18037,750385,4d0ea2,5901a4,3c02c0,4a00aa,70008e,790084,640199,91006c,4500b9,6e127e,80037b,750287,790e77,a0025c,6c325d
18039,990047,a41f3b,be013f,770780,7d0179,950267,990460,900668,b0014d,780083,931455,b30149,990362,9c144d,b70146,882e47
18041,8a066d,9e0858,9f015d,7a0381,760286,7f007e,82007b,790184,8f006e,670096,771f66,ab0052,80017c,8e0a66,a0015c,68365e
18043,7e067a,760d7a,950168,670493,620095,6c0191,70018c,6f028d,8c0171,5400a8,682372,940268,760285,7c0e73,960167,662671
18045,89016c,820774,8d016f,6a0391,73008a,8b0073,93016a,8b0171,a0005d,73008a,872155,a90154,8a0173,9e0b55,a50157,664155
18047,740387,710786,780086,5b02a0,69008a,94006a,980065,8c0170,a0005d,6b0092,851d5b,aa0053,840278,960a5d,b1014b,773a4c
18049,89036b,8d076a,9b0261,6e048c,80047a,940168,9c0260,950762,ac0151,7f007e,9a164d,bc0141,940366,9f0e51,b2014a,773a4c
18051,820c6f,7e126d,910469,640793,6c038f,7b0280,81027a,780481,8d0170,5a00a2,7a176c,9c0160,740189,800b72,8b0172,592e77
18053,8c0059,8c1959,a80353,6f0483,720184,860275,8c006a,800777,a40158,730089,851d5a,b80045,8c0170,9d0b55,aa0153,7a3151
18055,7c0568,752168,930466,66028d,6d028f,81017c,8a0271,7a047f,8b0072,670096,7b1a67,a50256,760285,860b6d,9a0360,653065
18057,a00157,a50553,ae014f,870572,91026a,a50158,a80353,9e045c,af014d,9c0061,ac1a37,d2002b,b90242,bd0e32,d1002c,9f2f2e
18059,750583,780481,90016d,660493,680195,7c0280,830377,7a0480,980164,7d0081,8f244a,c60137,9c0260,aa0c48,bb0142,883a3a
18061,830477,7b057e,8a0172,660394,6e028e,7d017f,7f037c,770582,8c0270,60009c,732861,980165,750287,8a096a,9a0162,642e6b
18063,960364,9b055e,a50158,7d047c,840178,93006a,9a0163,970166,a70057,8f006e,98273e,cb0032,a30358,af0c43,c1013c,8d3936
18065,910060,9b055e,ae044b,7c0379,770185,870275,8b006d,89056f,9c0160,72008b,861b5c,b70046,870176,990a5b,9f005e,6f3856
18067,950652,99154f,aa0450,710481,6c058c,790282,7e007b,710587,940168,6a0092,802459,bb0141,90016d,970c5b,ac0150,713f4c
18069,88086d,831a61,960266,6d058c,720587,8c026f,910067,840574,a30159,70008c,8a1360,ae014e,930368,971056,b1014b,902f3d
18071,7a0380,6a0d87,7e017e,5404a6,60019c,73018a,81027a,720289,92006b,6b0092,842058,a50256,7e027e,8e0966,a50356,723159
18073,aa0350,a40d4d,a70056,71028a,860275,9d0060,a90054,a60255,b90045,860077,9a1e44,c2023a,9a055e,ad0b45,b0024c,7b344e
18075,88046a,860770,8d026f,6d0091,6f048b,7d027f,880071,7d067b,960265,640098,821566,a3015a,850277,94105a,a50157,68395c
18077,930367,8d066a,91016b,750485,840278,8e006f,8f026d,890372,990064,690093,7d1a65,9a0261,770383,850e6b,960463,5f316a
18079,8d046c,8a086c,9a0063,720388,860275,90016d,950168,850276,9a0163,71008c,822358,a1035a,7f027d,8e0a66,a60255,6c3a55
18081,730181,81027a,8a0272,630497,6d018f,7f017d,870176,7d017f,9e005f,81007c,922447,c40138,9c0260,a90e47,be013e,8a383b
18083,830669,701b72,7f027c,4f05a9,61019b,790184,7c0180,6f038c,980065,5f009e,771d68,a70255,7b0181,880c6a,9e025d,623663
18085,9d065b,940a5f,a1025b,790480,890173,9f015d,a60454,a00757,b60246,890073,a31545,c90134,a70354,af0f3f,c60137,923436
18087,ad054b,a10b52,a40159,6b048e,830477,a1015c,af024d,a20655,b30149,7d007f,9c114f,b50148,91026a,9f114e,b50147,7a3b47
18089,b0022f,a4203a,980164,760780,5203a8,62009b,63019a,620894,840079,5900a4,5d2977,8f016d,6c0290,750d7c,70018c,49278c
18091,a50850,9c1c46,9c0062,690392,6d028e,870076,8a0173,850276,a0005d,6b0092,7e1c62,a80154,890272,8d1160,960266,59396a
18093,940466,9a085b,af014e,7e037d,8c0171,9d0060,a1015c,940169,a3005b,7b0082,8a1f53,b60147,870373,9f0955,aa0153,753454
18095,7e006b,920b60,a40158,720686,5f029c,750188,750286,6d038d,8a0073,6a0093,7b1c66,a50058,830278,920c60,9d0160,653860
18097,8c016b,96095e,970165,75027f,670493,80007d,840179,81037a,9e0060,7b0083,851a5e,a90154,8b0171,880f66,940168,6f2d60
18099,88076e,870a6c,990163,650594,780382,8f026d,980461,910568,a70156,7a0082,901a53,ba0044,960463,9e104f,af014d,7b364b
18101,850376,770680,840179,660295,760186,850079,7d0080,70028c,8d0070,63009b,751c6c,a0005d,7b0181,87096d,a0015c,76295e
18103,840370,831b60,960265,640595,710389,860176,8d036e,820478,9e015e,71008b,88185d,b30149,8b0269,9a0c57,af024d,753e48
18105,880273,8c0869,aa0153,770483,7c0081,8e006f,8e056b,8b086b,a0005d,750087,811665,8e026d,870176,7e1f5c,960265,612873
18107,8a0271,950365,a2015a,6f038c,780284,8b0172,970166,940267,a60157,7d0080,98164f,c1003c,a00459,a90e47,bf013e,853d3b
18109,8e046b,8d056b,93016a,710488,82017a,92006c,960166,8c046d,a1005c,890073,8d313f,c50137,980264,ae0847,c1013c,844038
18111,a40357,990e56,a40158,760384,8a0172,9e005f,ad0150,ae024e,bd0040,840079,9d1848,bf003f,950167,aa0b48,ae014e,6d3c53
18113,9b055e,8e0a66,980165,71028b,7b037f,970166,a0015c,920369,a90153,6c0091,821863,a50158,860473,92125a,a70353,6d3d52
18115,810478,770780,91016b,6e028e,6d0091,7d0080,830179,760187,870076,63009a,751b6e,970066,70018d,850871,940069,663562
18117,960266,8e056a,9d0160,7a0282,860077,93006a,990164,91026a,9f005f,7a0083,8b1b57,a80056,840179,970760,b0014c,76295d
18119,7d067b,780b7a,8c026f,630794,760286,890173,8d026f,820576,950168,73008a,832357,b0004d,790282,950a5f,a90153,6b3c55
18121,8f0a65,960e59,970265,700687,7c0180,8a0173,960166,870373,960067,770086,852058,b0014d,8c0270,a00a54,b0014d,6a3c57
18123,830179,700687,7f007f,63019a,6b008c,7f007f,80007d,72008b,8c0072,5400a9,750f79,8b0072,6a0093,750f7a,7f017e,502a83
18125,830263,7c0f73,8b0271,660692,6f018e,81017b,890371,7e057b,92026a,5e009e,731b6e,9c0161,70008d,7a097a,870176,563176
18127,b90637,ac1f32,b30149,7e047c,860276,940069,9a0163,9e045b,b90045,850077,872f45,be013f,980462,a31546,a30159,653a5d
18129,7e047b,7c077a,840179,5403a6,5804a1,780185,81017b,71038a,970066,5d00a0,7e1e61,a60058,7c0180,881164,960067,623467
18131,89056f,8c0e64,8f036b,640594,730288,860374,8c046d,810974,9e035d,7b0082,8b1c56,b0014d,8a006c,9e0c54,aa0252,743454
18133,790480,7d0878,8e016e,67018f,70018c,7c0180,850078,81017b,970067,740089,832852,b2004b,880273,990e56,b0014c,714349
18135,a6014f,a30853,b50246,7e0178,80027c,910469,9c005b,930a60,a50256,7b0080,911c4f,b60147,8e026e,9f0c52,aa0153,6a3f53
18137,90026b,7d1071,880076,680293,750584,8d0070,960166,880175,9d0060,6e008f,841d5c,a40059,840178,8f0a64,ad0050,753851
18139,90046a,9f035b,ae014e,7e037d,780085,990065,970165,920368,a40158,7f007d,97174f,c4003a,990163,a30951,b2014b,7b3e45
18141,8f0364,930e5d,92016a,68028d,5d059c,70018d,740189,6f038b,83017a,5f009d,701c71,9a0163,80027c,7d146d,870176,5f2d70
18143,790283,710587,860177,6d028e,6d0090,750088,780284,6d038d,81017c,5100ac,6c1f71,8e016f,61029a,770780,8a0074,552384
18145,780481,830575,8f016e,610499,680294,770185,7e027e,740585,930169,71008c,862255,b80144,8c0270,9c0b57,aa0152,7f3747
18147,91036a,7b067c,860077,6b0191,780382,92016b,92016b,830179,990064,72008b,82116a,950068,760088,8a076d,960067,642672
18149,a00657,871d5a,92026a,670591,780184,8a0073,8e016e,800479,980165,6a0094,7a2161,a40159,780383,8c0c65,920369,5a366b
18151,b8013e,ae0a45,b50246,7b047f,870472,a90154,b60146,ab044e,b60047,80007d,9f134b,b1014b,970562,a01449,b70145,6c4050
18153,690478,6c236e,820676,4a03a0,4e04ab,6b0290,780284,680590,7c0181,5700a6,6e1d73,970166,6a0193,7d0879,8a0173,543375
18155,7f057a,7b057e,950267,620596,6f008e,750188,780382,6e018e,7d0180,61009c,70216c,880075,61009d,780581,8d0071,5b2f73
18157,9d045d,940c5d,a1005c,750287,7f037c,91006d,9a0063,9a0262,b3004b,7b0083,970c5a,ad0150,9c025f,91204d,a50257,743157
18159,830477,820972,970264,6b048f,70028b,860176,8b036f,810379,970165,760087,8b1c56,b90144,920368,a20b50,b30149,7e3a44
18161,940367,950464,a80155,80037b,7d017f,940168,a0015c,a1025b,a1005c,81007c,8e224d,b80045,940069,a20a52,b3014a,77394d
18163,85065f,8c145d,970066,5605a3,4103b9,6b0192,770186,730388,93016a,5e009f,7d1966,ae014f,840179,82116b,90016d,642970
18165,840356,7d344d,830279,600395,5e029d,790183,7f017d,720784,81007c,5c00a1,6a2271,91016b,6d028f,7f0c73,8a0172,4c3a76
18167,80016c,861f59,8b0370,670592,5602a5,70008d,760087,6a0390,80007d,670096,711d6f,9a0162,7b0181,841169,940168,5f316d
18169,99085c,9a0f55,ae024e,7d057c,870374,9b0260,9e0058,9c075a,b50147,790083,9b0f53,ae0050,970165,9b1151,b3014a,77394c
18171,b40347,b10a43,ae014e,7c037e,8c0171,9a0063,a50059,a1025b,ac0151,7c0082,911c50,b2004b,8c0170,a30c4e,a60156,664057
18173,83066e,830b70,8a0470,600697,6b0390,840179,8c0270,7c0280,91006c,5f009e,791f64,a70254,790183,851069,9c0161,642f6a
18175,770185,760286,840079,670195,6e008f,7b0082,80017d,780284,8d0070,6b0093,7b245d,990263,740387,8f0a64,9f045a,662e67
18177,970660,981452,ac0151,7a057f,750584,82017a,8b0370,930466,9d0160,7f007e,882154,bb0042,91016b,9a0d57,a50158,712f5c
18179,79007f,720884,7c027f,5205a6,5d01a0,790382,7f0079,780284,940267,650096,871660,a70254,8f026d,8f145b,b0014c,7a3d45
18181,950267,8f0a64,990164,670393,750386,8c0171,940169,8e016f,ab0052,7a0083,921754,ba0143,9a0261,a40e4c,b0014c,73404a
18183,850574,8b046e,92016a,630491,6e028e,880175,8e026e,840376,a1015c,740089,871a5b,a70155,8a046f,8e1759,ab0251,6e434b
19001,bd033e,ab361d,af014e,760186,81037a,950068,980066,840376,960068,670097,9b0d56,a20557,7d057b,99164f,90016d,683164
19003,9f025d,8a4330,a80254,740387,8e036c,990164,92006b,880373,8e016f,670097,981550,970561,780382,981650,920269,544265
19005,ba0241,616f2d,970166,61019b,75007d,a3005b,a1005d,930268,a80055,82007c,9f0e50,a10558,930367,9a1054,a0035b,643a5a
19007,a7014d,913f2e,aa0252,6b068c,730189,7e027e,7d017f,6f0689,8c0072,5d00a1,7e136c,a30556,760385,860f68,80027c,5d2e70
19009,ac0051,894035,7e017f,5802a4,660296,72008c,6d0090,6b068c,8a0074,61009d,920b60,9d025f,7a0381,93105a,8c0270,5a3a68
