id,1920,1924,1928,1932,1936,1940,1944,1948,1956,1964,1968,1972,1976,1980,1984,1992
4017,82007c,6d4b46,8c0072,4c00a0,4003ba,5500a9,5e009f,660395,a70056,80007e,822852,9a0c58,770780,a20e4d,940268,523170
4019,93006b,6b454e,91006c,58009f,5303a8,660097,73008a,79067e,9f005f,760088,811267,730487,7f0275,7e2257,91026b,573074
4021,8a0074,68375f,880076,3c02bf,3f00b7,4f00ae,62019b,60039a,870077,690095,6c1d74,99085c,730283,850f64,92026a,50406b
4023,8b0073,652276,7c0082,4603b5,4a00ae,63009b,5b00a2,6b0390,970067,6e0090,7a1170,850474,7c0279,7f1b63,990262,5f2d6e
4025,9d0061,6a5043,93006b,4905b0,4701aa,62019a,71018c,7a057e,a70057,91006c,952047,a70c4a,99035a,ae0f3a,b40446,64464e
4027,93006b,6a4d46,970067,3d00b6,3601be,4f00ae,5700a6,5505a4,7a0084,73008b,772164,a10c50,840272,a11448,ac0250,69345e
5001,80037b,5c1191,680095,2502d7,2400d9,3c03be,5f009e,373f87,7f037b,890074,3c7e43,bb0142,4d00b1,6c0889,980164,521496
5003,5903a1,4e0ea2,5b00a2,1100ec,1000ee,1700e7,1d00e0,1426c3,460fa8,8e006e,2f8d41,c2003b,5e00a0,730684,9f015e,47189c
5005,61008e,452593,6c028f,2704d3,5201aa,5c01a1,6a0093,500f9f,890173,670097,7e3848,b40347,80007e,a30b50,b2024a,5b2f71
5007,640094,5e1f80,920369,3e00b9,670195,6f038b,880076,710c80,a0015c,82007b,7f3f40,c60037,860077,a30b4f,c1033a,7c245c
5009,5a009b,5f1589,780185,3403c7,4d00b0,4502b6,62009c,4c0fa2,850178,6d0090,734a41,bd0040,6c0092,8e0f60,af0549,6b246c
5011,4e00a6,4a10a4,3a00c4,0f00ef,0a00f4,0f00ef,1600e8,183fa6,4e03ad,73008a,2a874d,b1014b,3d00c1,5605a3,880075,4e149b
5013,4b00a4,330ebd,4001bc,0b01f1,0a00f4,0d00f1,1e00e0,0c1dd5,4002bc,61009a,218d50,a30159,3200cc,5f0699,94006a,621883
5015,7c007c,610d8f,870176,4102ba,5c00a2,660098,71008d,69098c,940169,82007c,823b41,b20646,6b0291,8c0f62,ad024e,652b6c
5017,5901a3,4e04ab,4d00b1,0e00f0,0f00ef,1700e7,2500d8,1d5789,4c0aa7,660097,276275,a80056,4b00b3,620498,6b0092,3e11af
5019,660196,401ba3,5500a9,0e01ef,1600e7,2200dc,3d00c0,2626b1,670394,4f00ae,3a6261,980164,3600c7,4c08aa,780085,4414a4
5021,700081,651385,760187,2b01d1,4e00af,5e0099,6b0092,480baa,6a0292,5f009d,605b42,b0004e,3f00bf,6b088a,870275,3b14ae
5023,61008f,431aa1,650297,1a03e1,4301b9,4e02ae,670294,360dba,750088,5000ae,4f6549,ab0053,4100bc,7b087a,a30159,5b2082
5025,5d029e,3609bf,680096,0f00ef,0a00f4,0e00f0,2200dc,143eac,4303b8,780084,20b42a,b60048,3700c7,5d069a,8e016f,55198e
5027,4a01b2,3108c4,4200bc,0801f5,0800f6,0f00ee,2700d7,125398,6e0986,870075,3b764c,b80045,790085,860671,a1015b,601c7b
5029,670394,551494,4d00b0,1901e3,2100dd,1d00e1,4900b5,2c1ab8,61019b,5b00a2,4d4c64,94006a,4000be,730982,91016b,511893
5031,5300a3,4a189c,790184,1e02de,2c01d1,3701c5,4a00b4,2537a1,660394,61009c,526e3d,a80056,4e00b0,820e6d,a0025b,5a168a
5033,70038b,57297e,780086,3503c5,4201bb,4c05ad,650197,561395,860176,7a0083,606737,cf022d,71008d,a8084e,bf013d,6c2669
5035,2701d5,1605e2,2700d7,0004fa,0002fc,0900f5,3100cd,0eb13f,810e6e,7c0080,3b7053,b50049,62009c,730a81,790d77,580c90
5037,5600a0,351aae,3300cb,0a01f3,1202e9,2300da,3400c9,176b7b,5705a1,770086,308845,b9083c,4f01ae,710488,960067,541594
5039,5c039f,4405b5,5300aa,1000ed,1100ed,1400e1,2d00d1,1638af,5a049f,780083,2e7857,9a0064,3c00c2,59059f,860474,5e1688
5041,4504b4,363a8d,3b00c2,0c01f1,0900f5,1801e4,2200db,1339b2,4903b2,5d00a0,2b6e65,aa0053,3e00c0,56099e,740b7e,3a11ad
5043,5903a2,5903a1,4100bd,1901e3,0d00f0,1905e0,3000ce,165097,59069e,82007a,387d48,bc0042,5000ae,5d069a,8f016e,4e1897
5045,5a009a,4013ab,4500b9,2204d8,2a00d3,2b00d2,4600b7,2c16bc,680195,5800a5,416657,970067,4000bd,700e7f,9b0360,5f1883
5047,5100a0,3a1ea5,5d019f,1f00d8,2701d6,2a00d4,4600b7,2f0dc1,680194,5d009f,4a753f,be0040,5800a6,880a6b,a30259,5e2579
5049,630397,4909ab,6b0092,2900d5,5000ae,4702b4,70008d,4607b0,730289,5400a9,5c534e,ad0051,4700b7,7d077a,8c0170,432198
5051,730083,5f1886,7c0081,2900d5,4a02b2,4c00b2,5d00a1,512786,9f035b,750088,605747,bc033e,650099,870c6b,9f0956,5b1885
5053,4304b6,271cba,4b00b3,0800f6,2100dd,2100dd,3b00c3,182fb6,610597,6d008c,2b983b,ab0151,3700c7,610994,960166,5d1c83
5055,5a009d,3c2b97,690194,1302e9,2f00cf,2f00ce,4300ba,2511c7,5901a3,5200ab,5a5f45,ba0044,4300bb,6a078d,8f026d,48199c
5057,6f018e,4d139e,4d00b1,1900e5,1200ec,2000de,3900c5,20538b,710389,6b0091,3e6e51,b4004a,5800a6,71038a,970166,441d9c
5059,720085,4a1d96,860077,1502e7,3700c6,3700c6,5601a7,3319b2,72028a,62009a,388343,a40257,3700c7,5308a2,7c0180,481d97
5061,720289,3a1da6,6a0193,1600e8,2800d5,3601c7,4500b9,1e1fc0,790282,89006d,516943,b60048,5300ab,780581,a2005c,58178d
5063,650091,4218a3,6d0090,2101dc,3e00bf,4901b4,660098,3d18a8,7f017e,5a00a3,5a5a4a,a70056,4900b5,740882,9f015e,541c8c
5065,5b049e,3d07b9,6e008f,2302d9,3c00c2,4100bd,5100ac,2706d0,4b00b2,4a00b2,4f5e50,a3005a,4b00b3,6d0b85,870374,451b9c
5067,66008f,400db0,4f01ae,1200ec,2100dd,2502d7,2600d8,1a12d2,4201ba,4f00ad,31814b,aa0054,3700c7,640792,7c0181,3f16a7
5069,4604b3,38299c,680095,2301d9,0f00ee,2100dc,4600b7,243c9d,740782,6e008e,336a60,9d0060,4600b8,5a0c92,70028c,3c10af
5071,5c0092,3225a6,5e019e,2500d0,2d03ce,2e01cf,4f00ae,3b12b1,770285,5300aa,535457,aa0054,4c00b2,780a7b,990163,562284
5073,5701a6,3e1ba5,4d00b1,1700e6,1200ec,1a04e0,2200dc,146d7d,5d0a96,7e007f,2f7955,b70046,62009c,760483,91016b,4c2091
5075,4900b0,3b279c,63009a,1504e4,2b01d2,4001bc,5600a8,2f10be,660394,5c00a1,497342,b1004d,3f00bf,760681,9a0163,4e1798
5077,3c00bc,5900a5,1f00df,0500f8,0c00f1,1600e7,3200cc,10945a,580a9b,6a0094,2b636f,a40158,4f00af,5903a2,710489,410fac
5079,850178,3a01c2,2500d9,0900f5,0a00f4,1802e3,1e00e0,391da8,5102ab,5c00a2,208c51,ac0052,2f00cf,5205a6,6f008f,4216a4
5081,67008f,510da0,5400a9,1301ea,2701d6,3202ca,4000be,1c4c96,600797,5b00a2,397154,b2004c,4f00af,730685,970264,422794
5083,7e047c,512e7f,6c0092,3302c8,3900c5,4500b9,5b00a2,480caa,780185,61009b,5b544e,b60147,5902a3,810875,a1025b,642375
5085,4700af,3c0bb6,4300ba,0e00ef,1900e4,2500d9,4000be,202eb0,5c089a,7c0082,378442,ac0151,3e00c0,7b077b,a30159,641980
5087,870473,77097e,9c0161,6d048c,770087,7c0081,8a0074,820379,880076,6b0092,783551,a3005b,750089,8a096a,9d025f,6c1c74
5089,480092,3627a0,5e019e,2500cc,4d02af,4303b7,5302a9,3e07b9,71008c,640099,6c444d,a90450,670097,910b61,a30159,523670
5091,56009f,2c30a2,640099,1302e9,1b00e2,2701d5,4000be,1b459e,6d0789,72008b,3f7946,be0040,690095,850376,a1015b,5b277a
5093,59009a,3f07b7,3a01c3,0e02ed,0f00ef,1a00e3,3e00bf,1f4897,630595,6a0094,476552,be023d,5d00a0,6f058a,92006c,4b0fa0
5095,820477,4214a8,5200ab,1601e7,1100ec,1400ea,2e00d0,20439b,6a078d,760087,297a5b,a10558,4300bb,6b068d,80027b,4f1599
5097,8c0061,681a7c,91016b,1e04db,4e03ad,4700b6,60009e,300ebf,860275,60009d,596441,ad044c,4600b8,6f0a84,960265,522782
5099,810379,4c248e,6e0090,1300ea,2300da,2301da,3b00c2,1d3da4,5a02a2,62009a,367355,ad0051,4500b9,610697,90016d,4e1d90
5101,99005a,9c1250,b40149,5b049e,860078,870275,90006d,80037b,a3005b,7c007e,81324b,b2004c,770087,990a5a,a70056,6a256c
5103,750286,690491,650099,1e00df,1500e9,1600e8,2100dd,1936af,5803a2,5500a8,2f6c63,9f005e,3c00c2,5a0f95,820a72,4c1998
5105,6e0089,532e7c,6c0091,1500e9,3700c7,3500c9,4900b5,2e25aa,6f028c,6f008d,526646,a2005b,4300bb,740980,950266,541d8a
5107,4d00b0,3207c5,3000cd,0b02f1,0a01f3,1900e5,3200cc,1c8e53,67078f,670097,2f5f6f,960167,4c00b2,610597,6f028d,4510a7
5109,810077,510f9d,780185,1b00e3,3800c6,4c01b0,4f01ad,3012bc,790183,71008c,557632,bb0240,4d00b0,770582,a50059,5f1c82
5111,53009f,3a15ae,5500a8,0d03ed,2301d9,2300db,1c00e2,1d3aa6,5903a2,5900a5,458336,c60236,4800b6,700687,950167,48169e
5113,750079,50248a,880373,1e00d5,4e04ab,5002ac,6d018f,4214a8,940168,6f008e,66583f,be043b,670195,950861,b20348,612b6f
5115,5700a2,3616b2,5c01a1,1a02e1,1d00e1,2b01d2,4700b6,341dad,72018b,5600a2,61514b,ac0052,5700a7,810b72,ab0151,731c6d
5117,740084,530e9d,60019d,1501e8,2c00d1,3c00c1,4a00b3,273c9b,5f019d,71008b,318f3e,b60048,3800c6,79077e,9e025e,4a1b98
5119,5b03a0,481f97,5800a6,2301d9,1a00e4,2b00d2,4400b9,3d3a87,820676,7b0082,545257,a0005d,5e009f,750d7b,940267,581093
5121,4f03ac,5209a2,5500a8,1701e5,3200cc,3702c5,4100bc,240bcf,62019b,5300aa,4a6152,a0005e,4100bd,6e0584,8d016f,47179e
5123,680090,4b0aa8,4e01af,0d04ec,0b01f1,1904e0,3500c8,157277,720c80,7a0084,2c765b,a8074e,5800a6,6d048d,840178,4e129d
5125,3d00b8,2222ba,4a00b4,0c03ee,3003cb,1f01de,3201ca,2224b8,680294,630099,3b7d46,a2015b,4100bd,6c0b87,9a015c,641b7d
5127,77007a,542089,63019a,2100ca,3d00c1,4201ba,4700b7,2f09c5,8f016d,60009e,575c4a,c1003d,5400aa,7a087b,a60157,5e227c
5129,9b0056,991550,b1014b,770285,90006e,90006d,9b0062,740684,b80144,840079,903736,c80036,750089,950b5d,ab044f,71206b
5131,750081,542485,840179,3302c9,3300ca,4501b8,5c00a1,541892,92016b,8e006f,71513b,cf002f,860078,a10946,bf033c,6c266a
5133,4c009d,2e2fa0,4a00b4,1202e9,3101cc,2c01d1,3800c6,2523b6,6e018e,5e00a0,50634a,b20249,4c00b1,740684,9f015d,512082
5135,4300a7,350eba,61009d,1801e5,3b02c0,4700b6,5901a3,330ebd,660493,650097,535f4b,b1004c,60009e,87086e,a1015b,582085
5137,64008c,521597,6f038b,2f00c9,5100ac,61019b,790282,550b9d,750088,660095,5e5d42,ab0052,4501b8,730d7e,920468,542384
5139,3600c2,2a18bb,5600a7,0a02f1,0e00ef,1700e7,2600d7,1f34aa,650c8d,8a0071,487441,c30139,7c0082,8c0c66,a70254,641a78
5141,ba003a,4c0fa2,63009a,3702c4,4600b8,4500b9,5f009f,4c0fa3,7d0180,60009c,5b544f,9d015f,4900b5,7d0978,9b0260,5a1e84
5143,6e0089,5b148e,8f016d,3a04c0,5001ad,61039a,7e017f,671a7d,9b0162,660097,7c3b47,b40049,780085,951058,ad024e,6c1c75
5145,600094,461d9a,740189,1d01df,2c00d1,3401c8,5800a6,2d21b0,6f018e,6d008f,516a43,ab0151,4b00b3,760780,a40356,641b7c
5147,760583,3d07b9,4700b7,1102eb,2501d7,2101dc,2a00d3,1c558c,5e059b,5e009f,2b7959,9d035d,3700c7,5106a6,71018b,3110bc
5149,5700a1,300ec0,4601b7,1e00df,1e00e0,1700e7,3a00c4,2a0fc4,670096,4e00af,575e51,a90055,3f00bf,710884,970264,531f8a
6001,b00433,9c520f,a60255,6f0284,5903a2,6f038c,6a0193,760e79,850078,5500a9,5f1189,6d058c,610a93,60237b,660395,3427a0
