id,margin,ford,carter,other,hex_color
45083,15.33%, 41.99%, 57.32%, 0.69%,6b0192
45085,5.72%, 46.87%, 52.59%, 0.55%,770186
45087,29.40%, 35.11%, 64.51%, 0.38%,5900a4
45089,24.69%, 37.53%, 62.22%, 0.25%,5f009e
45091,17.73%, 41.00%, 58.73%, 0.26%,680095
46003,20.77%, 39.40%, 60.17%, 0.43%,640199
46005,0.91%, 49.22%, 50.13%, 0.64%,7d017f
46007,11.61%, 54.91%, 43.29%, 1.80%,8c046e
46009,6.31%, 46.58%, 52.88%, 0.54%,760186
46011,5.91%, 52.64%, 46.73%, 0.63%,860177
46013,7.69%, 45.75%, 53.44%, 0.82%,740288
46015,13.18%, 43.15%, 56.33%, 0.51%,6e018f
46017,10.60%, 44.70%, 55.30%,-,71008d
46019,19.84%, 59.19%, 39.34%, 1.47%,960364
46021,29.33%, 64.49%, 35.15%, 0.36%,a40059
46023,18.53%, 40.49%, 59.01%, 0.50%,670196
46025,2.57%, 51.06%, 48.48%, 0.46%,82017b
46027,1.02%, 49.93%, 48.92%, 1.15%,7f027c
46029,1.91%, 48.89%, 50.80%, 0.31%,7c0081
46031,6.64%, 46.41%, 53.04%, 0.55%,760187
46033,15.72%, 57.09%, 41.37%, 1.54%,910369
46035,9.97%, 44.71%, 54.68%, 0.61%,72018b
46037,23.33%, 37.98%, 61.31%, 0.70%,60019c
46039,10.86%, 44.38%, 55.24%, 0.38%,71008c
46041,7.43%, 53.46%, 46.02%, 0.52%,880175
46043,14.81%, 57.30%, 42.48%, 0.22%,92006c
46045,11.43%, 44.13%, 55.56%, 0.31%,70008d
46047,14.08%, 56.60%, 42.52%, 0.89%,90026c
46049,10.07%, 44.81%, 54.88%, 0.31%,72008b
46051,7.77%, 45.95%, 53.72%, 0.34%,750088
46053,5.82%, 46.90%, 52.72%, 0.38%,770086
46055,25.53%, 61.89%, 36.36%, 1.75%,9d045c
46057,1.74%, 50.66%, 48.92%, 0.42%,81017c
46059,1.10%, 50.43%, 49.33%, 0.23%,80007d
46061,18.28%, 40.60%, 58.88%, 0.53%,670196
46063,1.16%, 49.74%, 48.57%, 1.69%,7e047b
46065,22.81%, 61.15%, 38.34%, 0.50%,9b0161
46067,15.49%, 57.52%, 42.03%, 0.45%,92016b
46069,9.11%, 54.39%, 45.29%, 0.32%,8a0073
46071,25.32%, 61.50%, 36.18%, 2.31%,9c055c
46073,1.44%, 49.19%, 50.63%, 0.18%,7d0081
46075,15.84%, 57.87%, 42.02%, 0.11%,93006b
46077,2.27%, 50.98%, 48.71%, 0.30%,81007c
46079,7.30%, 46.20%, 53.51%, 0.29%,750088
46081,14.82%, 56.46%, 41.64%, 1.89%,8f046a
46083,2.43%, 51.04%, 48.60%, 0.36%,82007b
46085,3.51%, 51.29%, 47.79%, 0.92%,820279
46087,2.18%, 48.74%, 50.92%, 0.34%,7c0081
46089,40.94%, 70.22%, 29.28%, 0.51%,b3014a
46091,16.45%, 41.56%, 58.00%, 0.44%,690193
46093,10.86%, 54.41%, 43.55%, 2.04%,8a056f
46095,8.32%, 53.53%, 45.21%, 1.26%,880373
46097,21.03%, 39.21%, 60.23%, 0.56%,630199
46099,2.67%, 51.12%, 48.44%, 0.44%,82017b
46101,13.62%, 43.03%, 56.65%, 0.32%,6d0090
46103,13.90%, 56.34%, 42.44%, 1.22%,8f036c
46105,1.39%, 50.08%, 48.69%, 1.23%,7f037c
46107,11.11%, 55.36%, 44.25%, 0.39%,8d0070
46109,20.23%, 39.73%, 59.96%, 0.31%,650098
46111,7.53%, 46.08%, 53.61%, 0.31%,750088
46113,42.09%, 27.84%, 69.94%, 2.22%,4605b2
46115,13.83%, 42.81%, 56.64%, 0.56%,6d0190
46117,7.49%, 53.57%, 46.09%, 0.34%,880075
46119,10.97%, 55.31%, 44.34%, 0.35%,8d0071
46121,16.95%, 40.66%, 57.60%, 1.74%,670492
46123,4.14%, 51.87%, 47.73%, 0.39%,840079
46125,17.06%, 58.34%, 41.27%, 0.39%,940069
46127,5.00%, 47.26%, 52.26%, 0.47%,780185
46129,18.00%, 58.66%, 40.67%, 0.67%,950167
46135,0.52%, 49.82%, 49.30%, 0.88%,7f027d
46137,0.13%, 48.49%, 48.62%, 2.89%,7b077b
47001,12.21%, 43.29%, 55.50%, 1.21%,6e038d
47003,40.60%, 29.19%, 69.79%, 1.02%,4a02b1
47005,41.51%, 28.90%, 70.41%, 0.69%,4901b3
47007,4.03%, 47.63%, 51.66%, 0.71%,790183
47009,6.69%, 52.79%, 46.10%, 1.12%,860275
47011,1.99%, 50.61%, 48.62%, 0.77%,81017b
47013,9.72%, 44.75%, 54.47%, 0.77%,72018a
47015,45.75%, 26.71%, 72.46%, 0.82%,4402b8
47017,15.94%, 41.47%, 57.41%, 1.12%,690292
47019,9.03%, 54.11%, 45.08%, 0.81%,890272
47021,50.30%, 24.29%, 74.59%, 1.11%,3d02be
47023,12.91%, 43.15%, 56.05%, 0.80%,6e028e
47025,3.47%, 47.86%, 51.33%, 0.82%,7a0282
47027,25.73%, 36.67%, 62.40%, 0.93%,5d029f
47029,22.67%, 60.88%, 38.22%, 0.90%,9b0261
47031,34.73%, 32.05%, 66.78%, 1.17%,5102aa
47033,27.02%, 36.07%, 63.08%, 0.85%,5b02a0
47035,4.84%, 47.00%, 51.84%, 1.15%,770284
47037,23.73%, 37.54%, 61.27%, 1.19%,5f039c
47039,19.31%, 39.77%, 59.09%, 1.14%,650296
47041,37.83%, 30.69%, 68.52%, 0.79%,4e02ae
47043,47.81%, 25.61%, 73.43%, 0.96%,4102bb
47045,14.75%, 41.91%, 56.66%, 1.43%,6a0390
47047,28.48%, 35.31%, 63.79%, 0.89%,5a02a2
47049,4.95%, 47.02%, 51.97%, 1.01%,770284
47051,43.77%, 27.50%, 71.27%, 1.23%,4603b5
47053,29.90%, 34.70%, 64.60%, 0.70%,5801a4
47055,45.16%, 26.93%, 72.09%, 0.98%,4402b7
47057,16.18%, 57.68%, 41.50%, 0.82%,930269
47059,10.04%, 54.56%, 44.52%, 0.92%,8b0271
47061,53.75%, 22.84%, 76.59%, 0.56%,3a01c3
47063,3.52%, 47.78%, 51.30%, 0.92%,790282
47065,2.78%, 50.80%, 48.03%, 1.17%,81027a
47067,26.08%, 62.63%, 36.56%, 0.81%,9f025d
47069,26.79%, 35.95%, 62.74%, 1.31%,5b039f
47071,1.11%, 49.07%, 50.18%, 0.76%,7d017f
47073,3.83%, 51.62%, 47.78%, 0.60%,830179
47075,30.54%, 34.48%, 65.02%, 0.49%,5701a5
47077,10.36%, 54.73%, 44.37%, 0.90%,8b0271
47079,46.32%, 26.16%, 72.48%, 1.36%,4203b8
47081,50.89%, 24.11%, 74.99%, 0.90%,3d02bf
47083,65.22%, 16.77%, 81.99%, 1.24%,2a03d1
47085,49.57%, 24.72%, 74.28%, 1.00%,3f02bd
47087,66.35%, 16.56%, 82.91%, 0.53%,2a01d3
47089,15.35%, 57.23%, 41.89%, 0.88%,91026a
47091,33.99%, 66.68%, 32.69%, 0.63%,aa0153
47093,2.70%, 50.73%, 48.03%, 1.23%,81037a
47095,52.65%, 23.19%, 75.83%, 0.98%,3b02c1
47097,38.42%, 30.61%, 69.03%, 0.36%,4e00b0
47099,17.83%, 40.75%, 58.57%, 0.68%,670195
47101,58.43%, 20.32%, 78.75%, 0.92%,3302c8
47103,53.31%, 22.93%, 76.24%, 0.82%,3a02c2
47105,2.44%, 48.28%, 50.72%, 1.00%,7b0281
47107,2.78%, 48.34%, 51.12%, 0.54%,7b0182
47109,11.70%, 43.80%, 55.49%, 0.71%,6f018d
47111,2.76%, 50.93%, 48.16%, 0.91%,81027a
47113,6.59%, 46.08%, 52.67%, 1.24%,750386
47115,21.59%, 38.80%, 60.39%, 0.81%,620299
47117,44.82%, 26.96%, 71.78%, 1.26%,4403b7
47119,23.97%, 37.34%, 61.32%, 1.34%,5f039c
47121,12.44%, 43.49%, 55.93%, 0.58%,6e018e
47123,0.31%, 49.60%, 49.91%, 0.49%,7e017f
47125,34.62%, 32.11%, 66.73%, 1.17%,5102aa
47127,53.18%, 22.86%, 76.04%, 1.10%,3a02c1
47129,20.33%, 39.46%, 59.79%, 0.75%,640198
47131,40.87%, 28.93%, 69.81%, 1.26%,4903b2
47133,55.12%, 22.09%, 77.21%, 0.69%,3801c4
47135,51.79%, 23.63%, 75.42%, 0.95%,3c02c0
47137,1.95%, 50.72%, 48.77%, 0.51%,81017c
47139,28.11%, 35.60%, 63.71%, 0.70%,5a01a2
47141,34.67%, 32.10%, 66.77%, 1.13%,5102aa
47143,3.95%, 47.63%, 51.58%, 0.79%,790283
47145,12.70%, 43.18%, 55.89%, 0.93%,6e028e
47147,49.85%, 24.77%, 74.62%, 0.61%,3f01be
47149,30.04%, 34.32%, 64.35%, 1.33%,5703a4
47151,3.64%, 51.42%, 47.78%, 0.80%,830279
47153,23.50%, 37.47%, 60.98%, 1.55%,5f039b
47155,30.60%, 64.40%, 33.80%, 1.80%,a40456
47157,6.88%, 46.01%, 52.89%, 1.10%,750286
47159,47.14%, 25.93%, 73.07%, 0.99%,4202ba
47161,65.01%, 17.16%, 82.17%, 0.67%,2b01d1
47163,2.71%, 47.23%, 49.94%, 0.68%,78017f
47165,26.82%, 36.11%, 62.93%, 0.97%,5c02a0
47167,25.77%, 36.70%, 62.47%, 0.84%,5d029f
47169,61.01%, 19.24%, 80.24%, 0.52%,3101cc
47171,11.85%, 55.53%, 43.69%, 0.78%,8d016f
47173,4.92%, 52.10%, 47.18%, 0.72%,840178
47175,51.25%, 23.99%, 75.24%, 0.76%,3d01bf
47177,47.20%, 25.94%, 73.13%, 0.93%,4202ba
47179,2.82%, 50.87%, 48.05%, 1.07%,81027a
47181,15.65%, 57.57%, 41.92%, 0.51%,92016a
47183,38.47%, 29.65%, 68.12%, 2.23%,4b05ad
47185,46.89%, 26.01%, 72.90%, 1.09%,4202b9
47187,1.86%, 48.44%, 50.31%, 1.25%,7b0380
47189,38.02%, 30.57%, 68.59%, 0.84%,4d02ae
48001,13.66%, 42.94%, 56.60%, 0.45%,6d0190
48003,8.89%, 54.03%, 45.14%, 0.84%,890273
48005,14.77%, 42.21%, 56.98%, 0.81%,6b0291
48007,3.61%, 47.48%, 51.09%, 1.44%,790382
48009,23.86%, 37.72%, 61.58%, 0.70%,60019d
48011,0.68%, 49.27%, 49.95%, 0.78%,7d017f
48013,30.40%, 34.15%, 64.55%, 1.30%,5703a4
48015,7.41%, 53.37%, 45.96%, 0.68%,880175
48017,3.84%, 47.77%, 51.62%, 0.61%,790183
48019,13.41%, 56.18%, 42.77%, 1.05%,8f026d
48021,33.38%, 33.08%, 66.46%, 0.46%,5401a9
48023,25.92%, 36.76%, 62.68%, 0.56%,5d019f
48025,10.96%, 43.93%, 54.89%, 1.18%,70038b
48027,7.21%, 45.96%, 53.17%, 0.87%,750287
48029,9.36%, 44.64%, 54.00%, 1.35%,710389
48031,4.70%, 51.89%, 47.19%, 0.92%,840278
48033,21.54%, 38.46%, 60.00%, 1.54%,620399
48035,21.34%, 39.16%, 60.50%, 0.35%,63009a
48037,12.85%, 43.17%, 56.02%, 0.81%,6e028e
48039,5.36%, 46.65%, 52.01%, 1.34%,760384
48041,18.94%, 58.75%, 39.81%, 1.45%,950365
48043,5.37%, 52.13%, 46.76%, 1.11%,840277
48045,48.08%, 25.47%, 73.55%, 0.98%,4002bb
48047,62.44%, 18.69%, 81.13%, 0.17%,2f00ce
48049,10.84%, 44.41%, 55.25%, 0.35%,71008c
48051,43.67%, 27.98%, 71.65%, 0.37%,4700b6
48053,15.69%, 41.85%, 57.53%, 0.62%,6a0192
48055,23.85%, 37.75%, 61.59%, 0.66%,60019d
48057,20.87%, 39.22%, 60.09%, 0.69%,640199
48059,17.08%, 40.92%, 58.00%, 1.09%,680293
48061,21.04%, 39.06%, 60.10%, 0.84%,630299
48063,30.84%, 34.49%, 65.33%, 0.18%,5700a6
48065,9.67%, 44.94%, 54.60%, 0.46%,72018b
48067,16.02%, 41.83%, 57.85%, 0.33%,6a0093
48069,33.36%, 32.74%, 66.09%, 1.17%,5302a8
48071,22.51%, 37.82%, 60.33%, 1.85%,600499
48073,24.73%, 37.47%, 62.20%, 0.33%,5f009e
48075,20.37%, 39.72%, 60.09%, 0.19%,650099
48077,36.16%, 31.72%, 67.88%, 0.40%,5001ad
48079,18.98%, 40.31%, 59.29%, 0.40%,660197
48081,23.75%, 37.55%, 61.29%, 1.16%,5f029c
48083,15.04%, 42.20%, 57.24%, 0.56%,6b0191
48085,21.03%, 60.02%, 39.00%, 0.98%,990263
48087,29.93%, 34.87%, 64.80%, 0.33%,5800a5
48089,0.61%, 49.23%, 49.84%, 0.92%,7d027f
48091,21.88%, 60.42%, 38.54%, 1.03%,9a0262
48093,44.75%, 27.41%, 72.16%, 0.42%,4501b8
48095,20.17%, 39.67%, 59.83%, 0.50%,650198
48097,3.44%, 51.50%, 48.05%, 0.45%,83017a
48099,6.38%, 46.37%, 52.75%, 0.88%,760286
48101,54.08%, 22.85%, 76.93%, 0.22%,3a00c4
48103,17.80%, 57.32%, 39.52%, 3.15%,920864
48105,0.12%, 49.88%, 50.00%, 0.12%,7f007f
48107,41.36%, 29.01%, 70.38%, 0.61%,4901b3
48109,4.32%, 47.40%, 51.72%, 0.89%,780283
48111,4.63%, 46.64%, 51.27%, 2.09%,760582
48113,14.38%, 56.65%, 42.27%, 1.08%,90026b
48115,6.71%, 53.17%, 46.46%, 0.37%,870076
48117,3.00%, 51.08%, 48.08%, 0.85%,82027a
48119,57.36%, 21.15%, 78.50%, 0.35%,3500c8
48121,3.91%, 51.50%, 47.58%, 0.92%,830279
48123,4.02%, 51.70%, 47.68%, 0.62%,830179
48125,55.95%, 21.83%, 77.78%, 0.38%,3700c6
48127,31.67%, 33.92%, 65.59%, 0.50%,5601a7
48129,21.67%, 39.02%, 60.70%, 0.28%,63009a
48131,72.98%, 13.38%, 86.36%, 0.26%,2200dc
48133,29.57%, 34.95%, 64.53%, 0.52%,5901a4
48135,26.94%, 62.56%, 35.62%, 1.82%,9f045a
48137,22.92%, 61.31%, 38.39%, 0.30%,9c0061
48139,17.56%, 41.02%, 58.58%, 0.40%,680195
48141,3.11%, 47.72%, 50.83%, 1.44%,790381
48143,24.34%, 37.55%, 61.89%, 0.56%,5f019d
48145,30.70%, 34.43%, 65.13%, 0.44%,5701a6
48147,46.88%, 26.32%, 73.20%, 0.48%,4301ba
48149,6.13%, 46.67%, 52.80%, 0.54%,770186
48151,55.12%, 22.24%, 77.37%, 0.39%,3800c5
48153,17.25%, 41.07%, 58.32%, 0.62%,680194
48155,49.05%, 25.26%, 74.32%, 0.42%,4001bd
48157,21.16%, 60.28%, 39.13%, 0.59%,990163
48159,36.52%, 31.53%, 68.05%, 0.42%,5001ad
48161,23.05%, 38.39%, 61.43%, 0.18%,61009c
48163,33.73%, 32.75%, 66.48%, 0.77%,5301a9
48165,6.69%, 46.36%, 53.05%, 0.59%,760187
48167,19.80%, 39.62%, 59.42%, 0.96%,650297
48169,11.71%, 43.77%, 55.48%, 0.75%,6f018d
48171,46.69%, 72.49%, 25.79%, 1.72%,b80441
48173,6.78%, 52.78%, 46.00%, 1.21%,860375
48175,1.68%, 48.87%, 50.55%, 0.58%,7c0180
48177,28.45%, 35.59%, 64.05%, 0.36%,5a00a3
48179,21.46%, 60.33%, 38.87%, 0.80%,990263
48181,17.30%, 41.18%, 58.48%, 0.34%,690095
48183,28.09%, 63.68%, 35.59%, 0.74%,a2015a
48185,28.52%, 35.51%, 64.03%, 0.46%,5a01a3
48187,5.50%, 52.31%, 46.80%, 0.89%,850277
48189,1.73%, 48.97%, 50.70%, 0.34%,7c0081
48191,41.57%, 29.00%, 70.57%, 0.43%,4901b3
48193,25.24%, 36.88%, 62.12%, 1.00%,5e029e
48195,17.37%, 58.23%, 40.86%, 0.91%,940268
48197,26.88%, 36.18%, 63.06%, 0.76%,5c01a0
48199,23.50%, 37.86%, 61.36%, 0.79%,60029c
48201,5.20%, 52.17%, 46.97%, 0.85%,850277
48203,0.06%, 49.79%, 49.85%, 0.36%,7e007f
48205,2.32%, 50.78%, 48.47%, 0.75%,81017b
48207,49.84%, 24.95%, 74.78%, 0.27%,3f00be
48209,10.03%, 44.38%, 54.41%, 1.21%,71038a
48211,9.57%, 54.37%, 44.80%, 0.82%,8a0272
48213,27.73%, 36.01%, 63.73%, 0.26%,5b00a2
48215,28.98%, 35.17%, 64.15%, 0.68%,5901a3
48217,32.96%, 33.37%, 66.32%, 0.31%,5500a9
48219,11.39%, 44.00%, 55.39%, 0.62%,70018d
48221,26.16%, 36.69%, 62.85%, 0.45%,5d01a0
48223,32.09%, 33.67%, 65.75%, 0.58%,5501a7
48225,17.52%, 41.12%, 58.64%, 0.24%,680095
48227,17.42%, 40.92%, 58.34%, 0.74%,680194
48229,9.53%, 44.84%, 54.37%, 0.79%,72028a
48231,12.19%, 43.59%, 55.79%, 0.62%,6f018e
48233,24.62%, 61.78%, 37.16%, 1.06%,9d025e
48235,0.83%, 50.00%, 49.17%, 0.83%,7f027d
48237,26.65%, 36.54%, 63.18%, 0.28%,5d00a1
48239,14.44%, 42.50%, 56.94%, 0.56%,6c0191
48241,26.20%, 36.80%, 63.00%, 0.21%,5d00a0
48243,3.46%, 47.45%, 50.91%, 1.65%,780481
48245,18.78%, 40.29%, 59.07%, 0.64%,660196
48247,58.63%, 20.68%, 79.32%,-,3400ca
48249,38.22%, 30.71%, 68.93%, 0.36%,4e00af
48251,20.25%, 39.69%, 59.93%, 0.38%,650098
48253,23.01%, 38.26%, 61.26%, 0.48%,61019c
48255,28.00%, 35.50%, 63.50%, 1.00%,5a02a1
48257,23.86%, 37.90%, 61.76%, 0.34%,60009d
48259,35.67%, 67.04%, 31.37%, 1.58%,aa044f
48261,36.10%, 31.71%, 67.80%, 0.49%,5001ac
48263,46.83%, 26.43%, 73.26%, 0.31%,4300ba
48265,22.59%, 60.34%, 37.75%, 1.90%,990460
48267,5.33%, 51.84%, 46.51%, 1.65%,840476
48269,2.03%, 48.73%, 50.76%, 0.51%,7c0181
48271,23.49%, 37.72%, 61.21%, 1.07%,60029c
48273,21.06%, 39.09%, 60.15%, 0.76%,630199
48275,45.97%, 26.75%, 72.72%, 0.53%,4401b9
48277,31.80%, 33.98%, 65.78%, 0.24%,5600a7
48279,16.53%, 41.50%, 58.02%, 0.48%,690193
48281,20.42%, 39.25%, 59.67%, 1.08%,640298
48283,31.11%, 34.14%, 65.25%, 0.61%,5701a6
48285,16.63%, 41.35%, 57.98%, 0.67%,690193
48287,17.83%, 40.81%, 58.64%, 0.54%,680195
48289,28.33%, 35.60%, 63.94%, 0.46%,5a01a3
48291,21.65%, 38.89%, 60.54%, 0.56%,63019a
48293,30.17%, 34.66%, 64.83%, 0.51%,5801a5
48295,17.02%, 58.06%, 41.05%, 0.89%,940268
48297,12.46%, 43.47%, 55.93%, 0.61%,6e018e
48299,9.57%, 45.03%, 54.60%, 0.37%,72008b
48301,13.95%, 54.65%, 40.70%,-,8b0067
48303,21.47%, 60.40%, 38.92%, 0.68%,9a0163
48305,14.83%, 42.29%, 57.13%, 0.58%,6b0191
48307,18.33%, 40.54%, 58.87%, 0.59%,670196
48309,8.43%, 45.33%, 53.76%, 0.91%,730289
48311,5.60%, 52.80%, 47.20%,-,860078
48313,27.79%, 35.87%, 63.66%, 0.47%,5b01a2
48315,17.97%, 40.76%, 58.73%, 0.51%,670195
48317,12.92%, 43.14%, 56.06%, 0.80%,6e028e
48319,0.55%, 49.09%, 49.63%, 1.28%,7d037e
48321,14.80%, 42.14%, 56.94%, 0.93%,6b0291
48323,50.39%, 24.30%, 74.70%, 1.00%,3d02be
48325,6.14%, 46.54%, 52.68%, 0.79%,760286
48327,10.20%, 44.10%, 54.30%, 1.60%,70048a
48329,42.11%, 70.52%, 28.41%, 1.07%,b30248
48331,33.73%, 32.86%, 66.59%, 0.55%,5301a9
48333,19.18%, 40.00%, 59.18%, 0.82%,660296
48335,23.97%, 37.73%, 61.70%, 0.57%,60019d
48337,30.27%, 34.67%, 64.93%, 0.40%,5801a5
48339,6.81%, 53.07%, 46.25%, 0.68%,870175
48341,0.14%, 49.49%, 49.63%, 0.88%,7e027e
48343,24.90%, 37.38%, 62.28%, 0.34%,5f009e
48345,9.78%, 44.54%, 54.32%, 1.14%,71028a
48347,4.37%, 51.73%, 47.36%, 0.91%,830278
48349,26.95%, 36.25%, 63.20%, 0.55%,5c01a1
48351,54.58%, 22.46%, 77.03%, 0.51%,3901c4
48353,11.96%, 43.84%, 55.80%, 0.36%,6f008e
48355,23.12%, 37.99%, 61.11%, 0.90%,60029b
48357,38.67%, 68.89%, 30.22%, 0.89%,af024d
48359,21.95%, 38.86%, 60.81%, 0.33%,63009b
48361,24.63%, 37.36%, 61.99%, 0.65%,5f019e
48363,31.45%, 33.95%, 65.40%, 0.65%,5601a6
48365,7.35%, 46.12%, 53.48%, 0.40%,750188
48367,26.94%, 36.18%, 63.12%, 0.70%,5c01a0
48369,12.50%, 43.52%, 56.01%, 0.47%,6e018e
48371,6.21%, 52.78%, 46.56%, 0.66%,860176
48373,26.63%, 36.30%, 62.93%, 0.78%,5c01a0
48375,7.31%, 53.08%, 45.77%, 1.15%,870274
48377,28.15%, 35.49%, 63.64%, 0.88%,5a02a2
48379,44.69%, 27.49%, 72.18%, 0.32%,4600b8
48381,30.32%, 64.53%, 34.21%, 1.26%,a40357
48383,8.35%, 53.97%, 45.62%, 0.41%,890174
48385,6.40%, 46.23%, 52.63%, 1.14%,750286
48387,32.86%, 33.47%, 66.33%, 0.20%,5500a9
48389,20.77%, 39.41%, 60.18%, 0.41%,640199
48391,18.09%, 40.82%, 58.91%, 0.27%,680096
48393,26.33%, 62.28%, 35.94%, 1.78%,9e045b
48395,49.98%, 24.90%, 74.88%, 0.22%,3f00be
48397,6.58%, 53.02%, 46.44%, 0.53%,870176
48399,3.15%, 51.45%, 48.30%, 0.26%,83007b
48401,5.71%, 52.65%, 46.95%, 0.40%,860177
48403,45.12%, 27.43%, 72.54%, 0.03%,4500b8
48405,26.83%, 36.48%, 63.31%, 0.21%,5d00a1
48407,37.18%, 31.00%, 68.18%, 0.82%,4f02ad
48409,23.49%, 38.02%, 61.51%, 0.47%,60019c
48411,41.20%, 29.03%, 70.22%, 0.75%,4a01b3
48413,4.83%, 51.96%, 47.13%, 0.91%,840278
48415,2.89%, 51.24%, 48.34%, 0.42%,82017b
48417,1.05%, 49.28%, 50.33%, 0.40%,7d0180
48419,26.87%, 36.48%, 63.35%, 0.16%,5d00a1
48421,2.75%, 47.95%, 50.71%, 1.34%,7a0381
48423,13.70%, 56.62%, 42.92%, 0.46%,90016d
48425,51.91%, 23.87%, 75.77%, 0.36%,3c00c1
48427,74.78%, 12.47%, 87.25%, 0.28%,1f00de
48429,5.10%, 47.27%, 52.38%, 0.35%,780085
48431,7.35%, 53.02%, 45.67%, 1.31%,870374
48433,52.34%, 23.55%, 75.89%, 0.56%,3c01c1
48435,3.92%, 51.65%, 47.73%, 0.62%,830179
48437,57.53%, 21.05%, 78.59%, 0.36%,3500c8
48439,0.86%, 50.05%, 49.18%, 0.77%,7f017d
48441,15.54%, 57.38%, 41.84%, 0.78%,92016a
48443,0.62%, 49.38%, 50.00%, 0.62%,7d017f
48445,14.92%, 42.25%, 57.17%, 0.58%,6b0191
48447,29.72%, 35.04%, 64.76%, 0.20%,5900a5
48449,23.48%, 38.16%, 61.64%, 0.21%,61009d
48451,5.32%, 52.29%, 46.97%, 0.74%,850177
48453,4.96%, 46.67%, 51.63%, 1.71%,770483
48455,33.54%, 33.04%, 66.58%, 0.38%,5400a9
48457,25.52%, 36.95%, 62.47%, 0.58%,5e019f
48459,19.85%, 39.85%, 59.70%, 0.45%,650198
48461,11.72%, 55.67%, 43.95%, 0.38%,8d0070
48463,14.76%, 56.95%, 42.19%, 0.86%,91026b
48465,13.82%, 42.64%, 56.46%, 0.90%,6c028f
48467,30.96%, 34.20%, 65.15%, 0.65%,5701a6
48469,13.32%, 56.34%, 43.02%, 0.63%,8f016d
48471,1.29%, 48.90%, 50.19%, 0.90%,7c027f
48473,17.19%, 40.97%, 58.17%, 0.86%,680294
48475,1.83%, 50.33%, 48.51%, 1.16%,80027b
48477,18.23%, 58.77%, 40.54%, 0.69%,950167
48479,41.77%, 28.72%, 70.50%, 0.78%,4901b3
48481,11.57%, 43.99%, 55.56%, 0.45%,70018d
48483,11.25%, 44.08%, 55.33%, 0.59%,70018d
48485,7.25%, 46.10%, 53.35%, 0.55%,750188
48487,20.73%, 39.17%, 59.90%, 0.93%,630298
48489,31.64%, 33.84%, 65.48%, 0.68%,5601a6
48491,11.02%, 43.98%, 55.00%, 1.02%,70028c
48493,34.68%, 32.63%, 67.32%, 0.05%,5300ab
48495,14.08%, 56.40%, 42.31%, 1.29%,8f036b
48497,28.42%, 35.64%, 64.06%, 0.30%,5a00a3
48499,14.27%, 42.57%, 56.84%, 0.60%,6c0190
48501,11.04%, 55.11%, 44.07%, 0.82%,8c0270
48503,13.31%, 43.01%, 56.33%, 0.66%,6d018f
48505,44.83%, 27.47%, 72.29%, 0.24%,4600b8
48507,42.16%, 28.51%, 70.67%, 0.81%,4802b4
49001,6.02%, 52.41%, 46.39%, 1.20%,850376
49003,44.19%, 69.02%, 24.84%, 0.74%,b0013f
49005,48.31%, 71.73%, 23.41%, 1.62%,b6043b
49007,20.70%, 38.70%, 59.39%, 1.91%,620497
49009,23.56%, 59.45%, 35.89%, 0.82%,97025b
49011,36.38%, 66.28%, 29.90%, 1.58%,a9044c
49013,37.90%, 65.77%, 27.88%, 0.28%,a70047
49015,1.48%, 47.13%, 48.61%, 1.35%,78037b
49017,35.14%, 65.48%, 30.35%, 1.30%,a6034d
49019,29.77%, 62.38%, 32.61%, 2.84%,9f0753
49021,44.74%, 69.62%, 24.88%, 1.55%,b1033f
49023,7.96%, 51.58%, 43.62%, 1.12%,83026f
49025,50.63%, 72.50%, 21.87%, 0.80%,b80237
49027,31.79%, 62.68%, 30.89%, 0.93%,9f024e
49029,30.41%, 62.95%, 32.54%, 0.88%,a00252
49031,16.59%, 55.85%, 39.26%, 1.33%,8e0364
49033,36.35%, 67.12%, 30.77%, 2.11%,ab054e
49035,24.06%, 60.35%, 36.29%, 3.36%,99085c
49037,20.92%, 57.60%, 36.69%, 1.27%,92035d
49039,29.62%, 62.06%, 32.43%, 0.88%,9e0252
49041,37.56%, 65.24%, 27.68%, 0.76%,a60146
49043,27.48%, 61.55%, 34.07%, 2.34%,9c0556
49045,3.09%, 50.34%, 47.25%, 2.41%,800678
49047,46.07%, 69.18%, 23.11%, 0.76%,b0013a
49049,43.67%, 69.48%, 25.82%, 1.03%,b10241
49051,26.92%, 61.59%, 34.67%, 1.43%,9d0358
49053,48.15%, 70.64%, 22.50%, 1.31%,b40339
49055,23.54%, 59.11%, 35.57%, 1.70%,96045a
49057,19.60%, 58.33%, 38.72%, 2.95%,940762
50001,15.42%, 56.52%, 41.10%, 2.38%,900668
50003,10.24%, 54.19%, 43.94%, 1.87%,8a0470
50005,21.48%, 59.63%, 38.15%, 2.22%,980561
50007,9.72%, 53.23%, 43.51%, 0.48%,87016e
50009,7.26%, 53.04%, 45.77%, 1.19%,870374
50011,4.84%, 51.64%, 46.80%, 1.55%,830377
50013,7.23%, 52.59%, 45.36%, 2.04%,860573
50015,26.45%, 61.56%, 35.11%, 0.31%,9c0059
50017,19.63%, 58.61%, 38.98%, 0.34%,950063
50019,6.60%, 52.30%, 45.71%, 1.99%,850574
50021,7.78%, 53.00%, 45.23%, 1.77%,870473
50023,10.64%, 53.90%, 43.26%, 0.57%,89016e
