id,1948,1956,1968,1992
13117,361aad,5c00a2,4f8925,813349
13119,1a1dc6,1400ea,2ba42e,662b6b
13121,4a2192,6b0093,5b346e,541792
13123,780680,970067,834f2b,732664
13125,06ba3e,4200bc,30c10c,812d4f
13127,3c3a88,80007e,4d6e43,7d215f
13129,2e14bc,5700a7,4c8130,77295d
13131,1c31b1,2700d7,18a73e,642f6a
13133,0e2dc2,3600c8,2f5876,521e8d
13135,1c20c1,3300cb,4e812f,8a284a
13137,2d1bb5,4500b9,48862f,7f2856
13139,251cbd,5000ae,5c673b,7e2758
13141,244891,4a00b4,1a4d97,280fc6
13143,3b21a1,780086,439723,69276d
13145,1e35aa,4b00b3,427745,792262
13147,0d0ee3,1500e9,1fab34,572e79
13149,1810d5,2600d8,2aa232,5c3071
13151,1f1dc1,3e00c0,40734a,842752
13153,1935b0,3000ce,4b8131,6d305f
13155,1b31b2,2a00d4,26ae2a,572a7b
13157,1018d6,1f00df,2f903f,6e2669
13159,193fa5,3a00c4,346a60,611f7d
13161,133fac,2100dd,32ab20,643168
13163,149950,4600b8,3b665c,581d89
13165,19489c,3400ca,397e49,562482
13167,0d668b,1900e5,21b527,652671
13169,176086,3d00c1,317e4e,612874
13171,2027b6,4300bb,348247,622277
13173,2226b6,2500d9,27a92d,592c78
13175,11519b,3000ce,368444,6f1d70
13177,137675,2000de,2b874b,842c4e
13179,1939ac,84007a,2a6271,5b257c
13181,0bd122,2e00d0,2f9639,632972
13183,0c4ba7,3000ce,169552,5d2e71
13185,285d78,5900a5,468136,762067
13187,3111bc,690095,527d2f,633465
13189,08d71e,62009c,536c3e,742168
13191,443e7c,950069,266672,4a278b
13193,1b5191,2700d7,317f4e,3f18a6
13195,0a26cd,1100ed,28ab2a,7b2958
13197,156485,3300cb,25a831,58188e
13199,1519d0,2800d6,347852,52208b
13201,091fd6,3800c6,1bd013,5f346b
13205,1238b3,1f00df,21a538,542486
13207,1e429e,3e00c0,3c7051,642772
13209,114f9d,3400ca,279f38,622873
13211,141ad0,2400da,347753,662275
13213,4010ad,62009c,547436,732961
13215,3d2e93,7f007f,527437,6a157e
13217,180ed7,2400da,3f734c,6c256c
13219,19479d,3600c8,478d29,822556
13221,0e36ba,1b00e3,25aa2f,6d2a66
13223,3a18ab,5e00a0,319a33,792c58
13225,235289,3a00c4,3b6a58,552286
13227,751574,a60058,715f2e,672e68
13229,125398,2400da,2da928,6c2869
13231,264d8a,2900d5,249842,712666
13233,2114c8,5100ad,378740,632674
13235,1434b6,1b00e3,389530,4f2d81
13237,2028b5,3200cc,376d5a,5f2a74
13239,0d43ad,1400ea,1e9c43,4e1f90
13241,2b0ec4,3a00c4,408538,682d67
13243,234497,4100bd,2b7b58,4c1b97
13245,1eb030,990065,694252,671a7b
13247,1519d0,3600c8,417a42,86294e
13249,1d33ae,3500c9,269048,642376
13251,1c548d,4700b7,387056,632971
13253,1d14cc,1600e8,14c425,562f78
13255,1b25bd,3a00c4,477344,752167
13257,3519af,3500c9,408b33,792b59
13259,137377,4000be,238f4b,670f86
13261,1e6779,4000be,358741,641d7c
13263,1c2bb6,2900d5,357355,3f16a8
13265,081fd6,3500c9,295b79,3e12ae
13267,1d4e92,3000ce,29a62e,6e2a65
13269,165493,2b00d3,249941,5f1885
13271,104ca1,1e00e0,2b953e,502588
13273,1a41a3,2200dc,267e61,531c8e
13275,405b63,63009b,3a8142,752167
13277,222ead,3b00c3,3f932c,771e68
13279,185392,3000ce,3e9828,7a295a
13281,5d019f,8d0071,853444,732466
13283,09589c,1b00e3,3f912d,612279
13285,1a24c0,4300bb,42803b,79255f
13287,2031ac,3300cb,27af27,4e1f8c
13289,107e70,2400da,258059,40209d
13291,740782,7e0080,644a50,722467
13293,1619cf,2b00d3,398b39,722169
13295,3319b2,7d0081,419b22,7b285a
13297,0e17d8,2000de,329338,732763
13299,234b8f,4700b7,339338,6f1e6f
13301,0aa450,2e00d0,3a6f54,581591
13303,2501d8,3100cd,436d4d,5a1f85
13305,1b29b9,4f00af,3a982b,722567
13307,405f5f,2500d9,19b034,3a1ca7
13309,0b52a1,2100dd,268e4a,5a2084
13311,171dc9,4c00b2,527d2f,782f55
13313,3b22a1,7e0080,6a573c,892054
13315,1138b4,1e00e0,24ae2c,55287f
13317,1348a2,2600d8,3e7b44,621d7d
13319,167474,3b00c3,338c3e,4d208f
13321,1525c4,1f00df,23b129,662770
15001,000000,000000,5f009c,4d2c80
15003,000000,000000,630097,632276
15005,000000,000000,0,000000
15007,000000,000000,5d009e,53178e
15009,000000,000000,60009b,4c2d82
16001,8e046b,b2004c,a0203d,714149
16003,780481,9b0063,962840,635b3c
16005,5b049e,880076,7a186c,5f4057
16007,7b0281,a3005b,990e59,7e3d32
16009,600994,80007e,711874,545057
16011,7d037e,a1005d,991e48,744238
16013,6f048b,950069,892253,47595b
16015,760681,aa0054,8d3040,645244
16017,730c7e,860078,741c6e,48555c
16019,720389,a80056,a41b3e,774932
16021,6e137d,8c0072,782462,634c49
16023,7c0280,880076,811b61,664249
16025,80037b,8e0070,8f313e,694c46
16027,860a6d,ab0053,a0213c,813c3d
16029,7a0282,a2005c,9e1d42,6a552c
16031,840376,af004f,a32634,873b2d
16033,9a0261,ac0052,a91e36,754739
16035,520f9d,6c0092,5e1987,4e4b61
16037,7c047e,990065,7f3a45,615542
16039,5706a1,82007c,812a53,724544
16041,870175,b3004b,a81e37,853820
16043,760186,9e0060,952b3e,78452e
16045,750880,950069,931f4b,6d4547
16047,860375,9c0062,8d333d,634846
16049,6c078b,83007b,782561,66474a
16051,6a0490,990065,9c2f33,7c4d23
16053,7e037d,a50059,9a2e36,704341
16055,691183,8a0074,7a196b,5b4f51
16057,7a087b,93006b,831169,533870
16059,880471,a1005d,923536,664e42
16061,4607b1,63009b,621983,554660
16063,860275,9d0061,a02439,62424d
16065,70018d,a3005b,ac1d34,963f18
16067,7a087b,a2005c,8f333c,71403e
16069,560b9d,760088,651583,51416a
16071,7b0181,a3005b,a80f46,61502f
16073,7f0579,a0005e,98293d,794738
16075,970561,a60058,9c243e,6d4d3e
16077,840178,960068,991c49,733b47
16079,62128a,81007d,671681,38497b
16081,760186,a60058,931b50,65503e
16083,8e036d,ad0051,a02637,704147
16085,820a72,b60048,932744,5f504d
16087,7d047c,93006b,93204b,6b4742
17001,7c0181,a0005d,8a185b,6d315e
17003,7d027f,83007b,5d356b,4c1b96
17005,87086f,9a0064,861b5c,5b2e73
17007,b60047,c60038,9e144a,68355f
17009,750187,880076,831365,612f6c
17011,a1015c,b3004a,980f55,61316b
17013,850178,8e0070,7d156b,43308a
17015,a50157,b4004a,a20d4e,6d315e
17017,770185,8c0072,790f75,552a7e
17019,9b055d,ab0053,881460,5a2d75
17021,71018b,860077,6b1879,493183
17023,890372,9a0063,8f1c53,652e6a
17025,870571,950068,8d155b,5e2d71
17027,83017a,a1005d,89185d,5c356b
17029,80007d,9e0060,86195e,5c356b
17031,73018a,90006d,681480,472194
17033,8b0271,a1005d,941555,5f3668
17035,81017c,950069,87195c,5b3b67
17037,af014e,c0003d,a10d4d,5e3966
17039,8d016f,a1005d,8a185b,673262
17041,950167,a90054,971354,653166
17043,bb033f,cb0033,a91241,7a344e
17045,8b0171,a4005a,8f1d51,623268
17047,a80451,bb0043,a21843,722d5d
17049,7c027f,9a0063,8e105f,6b3958
17051,7d027e,93006b,851762,582b79
17053,b2014b,bb0043,a61146,773055
17055,6f038b,81007d,6d177a,412597
17057,870274,950069,770f77,48298c
17059,6c0190,7d0080,6d1878,402499
17061,780185,8b0073,821566,563472
17063,a40059,bd0041,97184e,633a5f
17065,81017b,93006b,861d5a,4d2c84
17067,8d026e,a1005d,991253,5e346a
17069,8d0170,91006d,83106a,4f2985
17071,9b0261,a50058,881164,522d7e
17073,960167,a60057,8c135e,5e2c73
17075,a40257,b90044,ad133d,79354d
17077,890272,950069,761572,48298b
17079,7e027d,84007a,84205a,5c356a
17081,73008b,8a0074,791a6a,4f317d
17083,7d0180,8c0071,771e71,4a3b77
17085,9d015f,b2004c,961057,673362
17087,a40159,a70057,9a1b49,642c6c
17089,a40258,b90045,9d124d,6e3658
17091,930169,a90055,851860,622e6d
17093,b70146,c70037,b31337,763c4b
17095,990163,a80056,89175d,532b7e
17097,a1025a,ab0052,90125a,70305c
17099,8c0170,a4005a,800c71,523576
17101,7d057b,9d0060,8b1b57,5b336f
17103,aa0152,b70047,a00f4f,6e345b
17105,a80154,b90045,a70d49,772d59
17107,990064,a90054,9a1351,752b5c
17109,a60256,b60048,a70c4a,61326a
17111,bb0142,c70036,a81043,773f47
17113,950168,ac0052,970f56,6e2c63
17115,750187,8b0073,6b1a77,552a7d
17117,740486,7f007f,6f1975,463681
17119,60019d,73008b,632574,473382
17121,750386,8e0070,75186f,4d2e82
17123,980065,ad0051,940b5d,612d6e
17125,7f017e,970067,7e126d,512983
17127,9f045b,a4005a,8d244c,632078
17129,940168,a1005d,981253,722f5b
17131,9f015e,a70056,8f125d,592d77
17133,9f005f,a3005b,8d224e,613963
17135,81037a,8f006f,751672,4b327f
17137,8c0071,9d0061,8b1162,663363
17139,7d037d,93006b,801765,513478
17141,b50148,c70037,af0f3f,723852
17143,860177,9f005e,7f136a,602677
17145,7f017d,91006d,7d1a67,472c8a
17147,990263,a80056,8f1658,5c376a
17149,720289,850079,81116b,5e2e71
17151,a60156,a90055,921952,642970
