state_index,county_name,d_percent,d_total,r_percent,r_total,o_percent,o_total
13,Pickens,20.3,2595,78.1,10004,1.7,214
13,Pierce,18.4,1253,80.9,5500,0.6,44
13,Pike,19.2,1575,79.6,6547,1.2,99
13,Polk,28.6,4052,69.6,9850,1.8,251
13,Pulaski,34.8,1377,64.4,2553,0.8,32
13,Putnam,33.9,3102,65.3,5966,0.8,71
13,Quitman,53.5,597,45.6,509,0.9,10
13,Rabun,26.2,2001,71.9,5487,1.9,145
13,Randolph,57.0,1833,42.6,1370,0.4,14
13,Richmond,65.6,52100,33.8,26842,0.6,480
13,Rockdale,54.3,20526,44.8,16921,0.9,337
13,Schley,27.5,479,72.0,1252,0.5,8
13,Screven,46.6,3024,52.8,3423,0.6,40
13,Seminole,41.4,1660,57.8,2315,0.8,32
13,Spalding,40.1,10141,58.8,14885,1.1,269
13,Stephens,25.6,2705,72.9,7689,1.5,158
13,Stewart,61.9,1305,37.1,783,1.0,21
13,Sumter,52.7,6454,46.7,5717,0.7,84
13,Talbot,64.0,2369,35.2,1301,0.8,31
13,Taliaferro,64.9,643,34.2,339,0.8,8
13,Tattnall,28.7,1932,70.3,4730,1.0,64
13,Taylor,42.8,1536,56.3,2021,0.8,30
13,Telfair,42.6,1862,56.8,2486,0.6,28
13,Terrell,56.6,2501,42.8,1890,0.7,30
13,Thomas,41.7,7720,57.5,10642,0.7,132
13,Tift,33.3,4749,66.1,9431,0.6,89
13,Toombs,30.5,2964,68.6,6658,0.8,82
13,Towns,24.1,1391,74.5,4292,1.4,81
13,Treutlen,37.5,1112,61.6,1826,0.8,24
13,Troup,40.1,10455,59.0,15391,0.9,222
13,Turner,40.1,1427,58.9,2096,0.9,33
13,Twiggs,53.1,2402,46.2,2087,0.7,33
13,Union,23.3,2486,75.0,8013,1.8,191
13,Upson,35.5,4061,63.8,7291,0.7,82
13,Walker,25.8,6095,72.3,17110,1.9,449
13,Walton,23.5,8469,75.5,27253,1.0,357
13,Ware,32.4,4034,66.8,8311,0.7,91
13,Warren,58.4,1554,40.8,1087,0.8,21
13,Washington,51.9,4607,47.5,4216,0.6,55
13,Wayne,27.0,2858,71.9,7601,1.1,116
13,Webster,46.4,515,52.9,588,0.7,8
13,Wheeler,35.9,794,63.6,1408,0.5,12
13,White,20.1,2174,78.4,8467,1.5,158
13,Whitfield,29.4,8167,69.2,19230,1.4,394
13,Wilcox,30.9,978,68.2,2159,0.9,27
13,Wilkes,45.8,2315,53.5,2705,0.8,40
13,Wilkinson,49.1,2298,50.2,2349,0.7,31
13,Worth,30.3,2542,69.0,5780,0.7,60
15,Hawaii,75.9,50819,22.2,14866,1.8,1231
15,Honolulu,69.8,214239,28.7,88164,1.4,4410
15,Kauai,75.0,20416,22.9,6245,2.1,563
15,Maui,76.7,39727,21.5,11154,1.8,908
15,Overseas,81.1,670,16.6,137,2.3,19
16,Ada,45.5,82236,51.6,93328,2.9,5196
16,Adams,31.4,728,65.4,1517,3.2,75
16,Bannock,41.7,14792,54.6,19356,3.6,1289
16,Bear Lake,17.1,502,80.8,2377,2.2,64
16,Benewah,33.8,1407,63.5,2646,2.7,111
16,Bingham,25.8,4424,71.3,12230,2.9,502
16,Blaine,65.7,6947,32.5,3439,1.8,187
16,Boise,32.9,1240,64.5,2433,2.7,100
16,Bonner,40.1,7840,57.0,11145,2.9,565
16,Bonneville,27.4,11417,70.3,29334,2.3,952
16,Boundary,31.3,1484,65.0,3078,3.6,172
16,Butte,22.6,318,74.9,1056,2.6,36
16,Camas,30.3,187,68.3,422,1.5,9
16,Canyon,31.1,20147,66.1,42752,2.8,1807
16,Caribou,16.7,553,80.4,2656,2.8,93
16,Cassia,16.9,1332,79.9,6309,3.2,252
16,Clark,17.1,64,81.3,305,1.6,6
16,Clearwater,31.0,1211,65.8,2569,3.2,126
16,Custer,26.0,611,72.0,1694,2.0,48
16,Elmore,30.5,2591,66.8,5665,2.7,230
16,Franklin,11.8,600,83.7,4246,4.5,228
16,Fremont,18.1,1065,79.9,4700,2.0,116
16,Gem,27.3,2166,70.3,5585,2.5,197
16,Gooding,27.6,1489,69.8,3765,2.5,137
16,Idaho,24.6,2017,71.8,5895,3.7,300
16,Jefferson,15.7,1641,81.8,8540,2.5,260
16,Jerome,26.2,1794,71.5,4897,2.3,156
16,Kootenai,35.4,22120,61.4,38387,3.2,2028
16,Latah,51.3,9195,44.6,7988,4.1,733
16,Lemhi,25.8,1061,71.6,2938,2.6,106
16,Lewis,26.6,479,70.7,1275,2.8,50
16,Lincoln,29.1,545,65.9,1232,5.0,93
16,Madison,12.5,1627,85.2,11131,2.3,300
16,Minidoka,23.7,1630,73.8,5087,2.5,173
16,Nez Perce,40.0,7123,58.1,10357,1.9,343
16,Oneida,17.6,381,79.7,1724,2.6,57
16,Owyhee,23.3,944,74.5,3024,2.2,90
16,Payette,27.8,2415,68.9,5988,3.3,290
16,Power,36.1,1027,61.7,1754,2.1,61
16,Shoshone,44.5,2521,52.1,2953,3.4,193
16,Teton,49.4,2302,48.6,2263,2.0,94
16,Twin Falls,30.1,8621,66.5,19032,3.4,960
16,Valley,45.4,2405,52.3,2772,2.3,120
16,Washington,27.5,1241,70.3,3168,2.2,97
17,Adams,38.2,11794,60.5,18711,1.3,397
17,Alexander,55.5,2189,42.9,1692,1.7,66
17,Bond,48.3,3843,49.6,3947,2.1,170
17,Boone,51.0,11333,46.8,10403,2.3,502
17,Brown,38.3,986,59.9,1544,1.8,47
17,Bureau,51.8,8889,46.1,7911,2.1,353
17,Calhoun,52.6,1423,45.1,1221,2.3,62
17,Carroll,51.5,3965,46.7,3596,1.7,132
17,Cass,49.5,2690,48.2,2617,2.3,125
17,Champaign,57.6,48597,40.1,33871,2.3,1940
17,Christian,45.6,6918,51.9,7872,2.4,365
17,Clark,45.0,3742,53.0,4409,1.9,161
17,Clay,37.5,2425,60.7,3926,1.8,115
17,Clinton,44.2,7657,54.0,9357,1.7,300
17,Coles,50.6,11716,47.4,10978,2.0,459
17,Cook,76.2,1629024,22.8,487736,1.0,20706
17,Crawford,42.4,3883,55.4,5070,2.2,200
17,Cumberland,38.5,2055,59.1,3156,2.4,128
17,DeKalb,57.3,25784,40.6,18266,2.1,924
17,De Witt,42.2,3308,55.5,4348,2.2,175
17,Douglas,38.5,3228,59.7,5005,1.7,146
17,DuPage,54.7,228698,43.9,183626,1.4,5649
17,Edgar,45.2,3743,53.1,4398,1.7,143
17,Edwards,33.9,1140,63.6,2137,2.5,85
17,Effingham,31.2,5262,67.1,11323,1.7,295
17,Fayette,40.9,3967,56.6,5499,2.5,242
17,Ford,34.8,2227,63.7,4079,1.5,94
17,Franklin,47.5,8880,50.3,9404,2.3,430
17,Fulton,59.5,9732,38.2,6251,2.4,386
17,Gallatin,55.3,1587,42.2,1212,2.5,73
17,Greene,45.0,2619,52.4,3053,2.6,154
17,Grundy,49.8,11063,48.1,10687,2.2,482
17,Hamilton,41.9,1796,54.9,2353,3.2,135
17,Hancock,43.7,4141,54.5,5161,1.8,167
17,Hardin,39.4,892,58.8,1330,1.8,40
17,Henderson,57.8,2215,40.2,1541,1.9,73
17,Henry,53.0,13181,45.3,11263,1.6,405
17,Iroquois,34.1,4643,63.8,8695,2.1,286
17,Jackson,59.5,15248,37.8,9687,2.7,682
17,Jasper,40.1,2063,57.6,2964,2.2,115
17,Jefferson,43.3,7462,54.0,9302,2.7,457
17,Jersey,47.5,5042,50.2,5329,2.3,244
17,Jo Daviess,54.5,6403,44.0,5170,1.5,177
17,Johnson,31.6,1871,66.1,3912,2.2,131
17,Kane,55.2,106756,43.4,83963,1.4,2644
17,Kankakee,51.4,24750,46.8,22527,1.8,861
17,Kendall,52.9,24742,45.8,21380,1.3,609
17,Knox,58.9,14191,39.1,9419,2.0,488
17,Lake,59.1,177242,39.5,118545,1.4,4113
17,LaSalle,54.5,27443,43.5,21872,2.0,995
17,Lawrence,46.0,3016,51.9,3403,2.1,139
17,Lee,47.5,7765,50.5,8258,2.0,334
17,Livingston,39.5,6189,58.7,9191,1.8,289
17,Logan,40.6,5250,57.4,7429,2.0,262
17,McDonough,51.9,6783,46.3,6055,1.8,234
17,McHenry,51.8,72288,46.4,64845,1.8,2499
17,McLean,49.7,37689,48.5,36767,1.9,1422
17,Macon,49.6,25487,48.5,24948,1.9,954
17,Macoupin,53.9,12090,44.1,9891,2.1,462
17,Madison,53.6,68979,44.4,57177,2.0,2534
17,Marion,47.9,8345,49.9,8691,2.1,374
17,Marshall,48.5,3081,49.5,3145,1.9,122
17,Mason,51.9,3542,46.0,3141,2.2,148
17,Massac,37.4,2693,60.6,4371,2.0,145
17,Menard,41.8,2706,56.7,3672,1.5,99
17,Mercer,55.1,4887,43.2,3833,1.7,150
17,Monroe,43.9,7953,54.5,9881,1.6,295
17,Montgomery,50.3,6491,47.6,6150,2.1,268
17,Morgan,48.5,7467,49.3,7591,2.2,336
17,Moultrie,42.5,2668,55.3,3471,2.1,134
17,Ogle,45.1,11253,52.7,13144,2.2,537
17,Peoria,56.2,45906,42.3,34579,1.5,1219
17,Perry,47.0,4701,50.9,5086,2.1,208
17,Piatt,42.8,3859,55.3,4991,1.9,168
17,Pike,39.6,3024,58.3,4457,2.1,162
17,Pope,37.9,845,60.2,1343,1.9,43
17,Pulaski,50.1,1638,48.7,1593,1.2,39
17,Putnam,56.9,1900,41.2,1378,1.9,64
17,Randolph,48.6,7395,49.6,7538,1.8,269
17,Richland,41.5,3181,56.4,4329,2.1,163
17,Rock Island,61.5,42210,37.0,25364,1.5,1034
17,St. Clair,60.4,76160,38.0,47958,1.5,1936
17,Saline,44.3,5083,53.1,6099,2.6,294
17,Sangamon,51.2,51300,46.9,46945,1.9,1861
17,Schuyler,49.5,1900,47.7,1833,2.8,106
17,Scott,41.8,1090,55.8,1455,2.4,62
17,Shelby,38.9,4245,58.7,6396,2.4,261
17,Stark,46.5,1357,51.8,1513,1.7,49
17,Stephenson,52.4,11349,45.8,9909,1.8,399
17,Tazewell,45.9,29384,51.9,33247,2.2,1429
17,Union,42.8,3918,54.7,5003,2.5,233
17,Vermilion,49.2,16246,48.6,16054,2.2,716
17,Wabash,42.5,2462,56.2,3254,1.3,78
17,Warren,53.2,4286,45.1,3637,1.7,138
17,Washington,42.1,3342,56.4,4473,1.5,117
17,Wayne,31.6,2547,66.8,5390,1.7,134
17,White,44.5,3315,53.5,3987,2.0,151
17,Whiteside,57.8,15607,40.3,10883,1.9,504
17,Will,55.9,160406,42.7,122597,1.5,4178
17,Williamson,41.6,12589,56.3,17039,2.1,638
17,Winnebago,55.3,70034,42.5,53886,2.2,2784
17,Woodford,35.8,6999,62.4,12191,1.8,350
18,Adams,36.4,4928,62.1,8404,1.5,207
18,Allen,47.3,71263,51.7,77793,1.0,1491
18,Bartholomew,43.6,13567,54.9,17067,1.5,455
18,Benton,40.9,1563,57.2,2183,1.9,71
18,Blackford,49.1,2677,49.4,2690,1.5,83
18,Boone,36.5,9752,62.3,16622,1.2,318
18,Brown,47.8,3854,50.4,4060,1.8,141
18,Carroll,42.8,3736,55.6,4858,1.6,142
18,Cass,44.8,7011,53.3,8346,1.9,296
18,Clark,45.8,21953,52.9,25326,1.3,605
18,Clay,43.5,4954,55.0,6267,1.5,174
18,Clinton,42.8,5307,55.8,6919,1.4,175
18,Crawford,48.2,2286,50.4,2393,1.4,65
18,Daviess,31.8,3370,67.1,7098,1.1,118
18,Dearborn,32.1,7123,67.0,14886,0.9,208
18,Decatur,37.1,3892,61.4,6449,1.5,162
18,DeKalb,41.8,7175,56.9,9780,1.3,219
18,Delaware,56.8,28384,41.9,20916,1.4,676
18,Dubois,47.0,8748,51.2,9526,1.7,319
18,Elkhart,43.8,31398,55.0,39396,1.2,840
18,Fayette,46.3,4389,51.9,4917,1.8,173
18,Floyd,44.4,16263,54.4,19957,1.2,447
18,Fountain,41.7,3094,56.0,4158,2.3,174
18,Franklin,32.0,3404,65.9,7018,2.1,220
18,Fulton,41.1,3702,57.2,5147,1.7,157
18,Gibson,42.6,6455,55.7,8449,1.7,260
18,Grant,42.9,11293,55.9,14734,1.2,317
18,Greene,41.8,5709,56.3,7691,1.8,250
18,Hamilton,38.4,49704,60.6,78401,0.9,1174
18,Hancock,34.7,11874,64.3,22008,1.1,371
18,Harrison,40.1,7288,58.1,10551,1.8,335
18,Hendricks,37.7,24548,61.1,39728,1.2,778
18,Henry,47.2,10059,51.1,10896,1.7,364
18,Howard,46.0,17871,52.1,20248,1.8,714
18,Huntington,35.7,5843,62.9,10291,1.4,223
18,Jackson,42.2,7354,55.8,9726,2.1,360
18,Jasper,39.1,5044,59.4,7669,1.5,200
18,Jay,45.0,3748,52.9,4401,2.1,174
18,Jefferson,46.3,6255,52.2,7053,1.5,202
18,Jennings,44.9,5312,52.9,6261,2.2,266
18,Johnson,36.7,21553,62.1,36487,1.3,746
18,Knox,46.1,7569,52.6,8639,1.3,216
18,Kosciusko,30.6,9236,67.9,20488,1.5,461
18,LaGrange,38.4,3663,59.8,5702,1.8,170
18,Lake,66.6,139301,32.4,67742,1.0,1996
18,LaPorte,60.1,28258,38.1,17918,1.8,842
18,Lawrence,38.9,7208,59.4,11018,1.7,308
18,Madison,52.5,30152,46.0,26403,1.5,889
18,Marion,63.7,241987,35.3,134313,1.0,3790
18,Marshall,42.5,7889,56.0,10406,1.5,276
18,Martin,34.8,1706,63.7,3122,1.5,75
18,Miami,39.3,5564,58.7,8312,2.0,280
18,Monroe,65.4,41450,33.3,21118,1.3,819
18,Montgomery,39.3,6013,59.3,9060,1.4,212
18,Morgan,35.9,10330,62.9,18129,1.2,352
18,Newton,43.4,2625,54.5,3301,2.1,128
18,Noble,41.5,7064,56.9,9673,1.6,270
18,Ohio,39.7,1158,58.7,1713,1.6,47
18,Orange,41.8,3390,55.9,4536,2.2,182
18,Owen,43.7,3570,54.0,4415,2.3,185
18,Parke,41.8,2924,55.9,3909,2.2,157
18,Perry,60.6,5141,37.7,3202,1.7,147
18,Pike,44.8,2700,53.4,3221,1.8,107
18,Porter,52.8,39178,45.6,33857,1.6,1211
18,Posey,45.6,5828,53.3,6804,1.1,139
18,Pulaski,41.3,2466,56.8,3388,1.8,110
18,Putnam,43.2,6334,55.1,8086,1.7,255
18,Randolph,44.7,4839,53.5,5788,1.8,195
18,Ripley,34.2,4187,63.7,7794,2.1,253
18,Rush,42.3,3229,56.0,4271,1.7,129
18,St. Joseph,57.9,68710,40.9,48510,1.3,1519
18,Scott,47.8,4271,49.7,4445,2.5,219
18,Shelby,39.7,6987,58.7,10333,1.6,282
18,Spencer,49.4,5039,49.0,5001,1.5,156
18,Starke,50.4,4778,47.2,4473,2.4,228
18,Steuben,44.3,6284,54.1,7674,1.6,230
18,Sullivan,48.8,4284,49.5,4343,1.8,155
18,Switzerland,45.0,1638,53.3,1940,1.7,62
18,Tippecanoe,55.0,37781,43.4,29822,1.5,1033
18,Tipton,41.5,3250,56.8,4452,1.7,136
18,Union,36.5,1224,61.4,2061,2.1,70
18,Vanderburgh,50.6,39423,48.1,37512,1.3,978
18,Vermillion,56.1,4003,42.2,3010,1.7,122
18,Vigo,57.1,25040,41.3,18121,1.6,723
18,Wabash,39.3,5456,59.3,8238,1.4,198
18,Warren,43.9,1755,54.2,2166,1.9,77
18,Warrick,42.9,12329,55.8,16013,1.3,379
18,Washington,40.2,4562,57.4,6519,2.4,271
18,Wayne,47.0,13459,50.8,14558,2.2,624
18,Wells,33.6,4403,65.0,8504,1.4,181
18,White,44.8,4839,53.0,5731,2.2,235
18,Whitley,38.5,5862,60.0,9124,1.5,222
19,Adair,47.5,1924,50.8,2060,1.7,69
19,Adams,50.7,1118,47.4,1046,1.9,42
19,Allamakee,56.2,3971,42.0,2965,1.8,126
19,Appanoose,48.1,2970,49.9,3086,2.0,123
19,Audubon,50.6,1739,47.6,1634,1.8,63
19,Benton,51.5,7058,47.0,6447,1.5,212
19,Black Hawk,60.5,39184,38.1,24662,1.5,941
19,Boone,52.8,7356,45.2,6293,2.0,282
19,Bremer,53.9,6940,44.6,5741,1.5,191
19,Buchanan,58.5,6050,40.0,4139,1.5,153
19,Buena Vista,48.4,4075,50.2,4223,1.4,122
19,Butler,46.9,3364,51.6,3700,1.4,102
19,Calhoun,45.1,2341,52.8,2741,2.2,113
19,Carroll,51.0,5302,47.3,4922,1.6,171
19,Cass,43.7,3211,54.5,4006,1.8,135
19,Cedar,54.0,5221,44.4,4289,1.6,155
19,Cerro Gordo,59.7,14405,38.8,9375,1.5,363
19,Cherokee,45.4,2890,53.0,3372,1.7,106
19,Chickasaw,59.6,3923,38.8,2557,1.6,106
19,Clarke,49.9,2218,47.6,2118,2.5,109
19,Clay,46.7,3925,51.8,4355,1.5,122
19,Clayton,57.8,5195,40.6,3651,1.6,144
19,Clinton,60.7,15018,37.7,9324,1.5,380
19,Crawford,51.7,3715,46.5,3345,1.8,131
19,Dallas,46.4,15149,51.9,16954,1.7,540
19,Davis,44.0,1680,53.1,2029,2.9,109
19,Decatur,48.4,1986,49.2,2020,2.4,100
19,Delaware,52.2,4649,46.2,4113,1.6,141
19,Des Moines,60.6,12462,37.5,7721,1.9,391
19,Dickinson,46.7,4625,52.1,5162,1.2,120
19,Dubuque,59.7,28611,38.9,18651,1.5,701
19,Emmet,51.2,2570,47.3,2373,1.4,72
19,Fayette,57.6,5908,41.0,4205,1.5,149
19,Floyd,59.6,4822,37.7,3051,2.7,220
19,Franklin,50.0,2575,48.6,2501,1.4,73
19,Fremont,47.4,1848,51.1,1989,1.5,59
19,Greene,49.4,2371,48.9,2349,1.7,84
19,Grundy,40.9,2790,57.8,3945,1.4,94
19,Guthrie,44.9,2625,52.6,3074,2.6,150
19,Hamilton,49.7,4018,48.4,3913,1.9,150
19,Hancock,47.3,2805,50.9,3016,1.8,109
19,Hardin,49.6,4393,48.7,4315,1.7,153
19,Harrison,46.9,3555,51.5,3909,1.6,119
19,Henry,46.4,4349,51.4,4822,2.2,209
19,Howard,62.2,2941,36.4,1722,1.4,66
19,Humboldt,42.2,2160,56.5,2895,1.3,68
19,Ida,41.0,1454,57.4,2036,1.6,57
19,Iowa,49.2,4202,49.0,4188,1.8,158
19,Jackson,61.3,6102,36.9,3673,1.8,182
19,Jasper,52.8,10250,45.3,8794,1.9,378
19,Jefferson,58.7,5070,38.5,3324,2.8,238
19,Johnson,69.9,51027,28.4,20732,1.7,1230
19,Jones,54.4,5446,44.0,4405,1.6,157
19,Keokuk,47.0,2518,50.6,2712,2.5,132
19,Kossuth,50.8,4625,47.6,4329,1.6,146
19,Lee,57.0,9821,41.0,7062,2.0,347
19,Linn,60.0,68037,38.5,43626,1.5,1706
19,Louisa,51.3,2523,47.0,2314,1.7,84
19,Lucas,45.3,2029,52.1,2330,2.6,117
19,Lyon,26.9,1675,71.9,4471,1.2,74
19,Madison,44.0,3733,54.0,4579,2.0,169
19,Mahaska,40.8,4464,57.4,6271,1.8,199
19,Marion,43.6,7421,54.3,9256,2.1,355
19,Marshall,53.7,10023,44.4,8278,1.9,362
19,Mills,40.9,2976,57.4,4183,1.7,124
19,Mitchell,55.1,3179,42.8,2469,2.0,118
19,Monona,47.8,2295,50.3,2411,1.9,91
19,Monroe,46.4,1798,51.6,2000,2.0,76
19,Montgomery,44.0,2326,54.6,2887,1.4,76
19,Muscatine,57.1,10920,41.5,7929,1.4,271
19,O'Brien,31.9,2338,66.7,4894,1.4,101
19,Osceola,33.1,1037,64.8,2027,2.1,65
19,Page,39.4,2900,59.1,4351,1.5,108
19,Palo Alto,50.5,2428,47.7,2294,1.8,86
19,Plymouth,37.0,4629,62.0,7765,1.0,121
19,Pocahontas,44.9,1800,53.3,2138,1.8,74
19,Polk,56.4,120984,41.8,89668,1.8,3757
19,Pottawattamie,48.3,20436,50.2,21237,1.5,651
19,Poweshiek,55.0,5519,43.3,4340,1.7,174
19,Ringgold,46.0,1236,52.1,1401,1.9,52
19,Sac,44.6,2256,53.5,2705,1.8,92
19,Scott,56.6,48927,42.1,36365,1.3,1086
19,Shelby,44.4,2863,54.0,3488,1.6,104
19,Sioux,18.2,3030,80.9,13490,0.9,145
19,Story,57.0,26548,40.8,18995,2.2,1038
19,Tama,55.3,4899,43.2,3820,1.5,133
19,Taylor,44.5,1347,53.1,1607,2.4,72
19,Union,50.7,3000,47.0,2781,2.2,133
19,Van Buren,42.8,1546,55.0,1986,2.2,80
19,Wapello,55.3,8820,41.8,6663,2.9,457
19,Warren,49.4,12299,48.8,12144,1.8,446
19,Washington,48.6,5170,49.4,5247,2.0,212
19,Wayne,45.5,1357,52.5,1565,2.0,59
19,Webster,53.4,9917,44.9,8337,1.6,302
19,Winnebago,53.5,3254,44.9,2730,1.7,101
19,Winneshiek,60.5,6829,37.9,4273,1.6,182
19,Woodbury,49.1,21983,49.6,22219,1.4,613
19,Worth,60.3,2567,37.8,1612,1.9,80
19,Wright,48.5,3102,50.0,3198,1.5,95
20,Allen,37.4,2189,60.7,3552,1.9,114
20,Anderson,32.4,1175,65.1,2362,2.5,89
20,Atchison,45.1,3241,52.7,3791,2.2,159
20,Barber,24.3,598,74.5,1833,1.3,31
20,Barton,27.4,3027,70.6,7802,2.1,228
20,Bourbon,35.3,2394,62.5,4240,2.2,147
20,Brown,30.1,1317,68.2,2985,1.7,74
20,Butler,32.9,9159,65.1,18155,2.0,559
20,Chase,27.7,383,70.5,976,1.8,25
20,Chautauqua,21.7,401,76.6,1418,1.8,33
20,Cherokee,37.2,3594,60.9,5886,1.9,185
20,Cheyenne,21.6,323,76.6,1148,1.8,27
20,Clark,21.1,245,77.4,897,1.5,17
20,Clay,24.9,1009,74.0,2998,1.2,47
20,Cloud,27.7,1233,70.1,3121,2.2,97
20,Coffey,26.5,1121,72.2,3054,1.3,57
20,Comanche,19.9,194,78.5,765,1.5,15
20,Cowley,36.4,5012,61.6,8492,2.1,283
20,Crawford,49.5,7957,48.1,7735,2.4,383
20,Decatur,22.2,343,76.8,1189,1.0,16
20,Dickinson,27.9,2422,70.2,6081,1.9,164
20,Doniphan,31.3,1115,66.6,2372,2.2,77
20,Douglas,64.1,34398,33.4,17929,2.4,1314
20,Edwards,24.5,333,73.3,995,2.1,29
20,Elk,25.3,363,72.7,1042,2.0,29
20,Ellis,32.2,4010,65.9,8207,1.8,230
20,Ellsworth,29.0,851,68.8,2021,2.2,66
20,Finney,31.6,3275,66.9,6926,1.5,153
20,Ford,33.7,2991,64.6,5730,1.6,143
20,Franklin,37.6,4433,60.0,7079,2.4,279
20,Geary,43.1,3491,55.5,4492,1.4,111
20,Gove,18.4,261,80.1,1136,1.5,21
20,Graham,22.8,325,74.5,1060,2.7,38
20,Grant,23.9,635,75.0,1995,1.2,31
20,Gray,20.6,436,77.5,1643,1.9,40
20,Greeley,20.3,151,79.3,591,0.4,3
20,Greenwood,27.3,622,71.0,1619,1.7,38
20,Hamilton,21.3,233,77.0,844,1.7,19
20,Harper,26.3,736,71.5,1999,2.2,61
20,Harvey,40.3,6318,57.4,9006,2.3,367
20,Haskell,17.7,278,81.3,1277,1.0,15
20,Hodgeman,19.3,211,78.9,865,1.8,20
20,Jackson,36.9,2308,60.9,3811,2.1,134
20,Jefferson,39.6,3542,58.3,5220,2.1,188
20,Jewell,19.8,313,77.7,1231,2.5,40
20,Johnson,44.7,127091,53.7,152627,1.6,4493
20,Kearny,20.9,309,78.2,1159,0.9,14
20,Kingman,26.3,963,71.0,2603,2.7,98
20,Kiowa,17.6,200,80.4,912,2.0,23
20,Labette,42.5,3839,55.4,5001,2.1,191
20,Lane,18.8,193,79.3,814,1.9,20
20,Leavenworth,43.3,13255,54.9,16791,1.8,545
20,Lincoln,21.9,347,75.9,1204,2.2,35
20,Linn,30.9,1425,66.8,3086,2.3,106
20,Logan,15.6,225,82.4,1187,1.9,28
20,Lyon,45.9,5924,51.9,6698,2.2,289
20,McPherson,31.5,4218,66.8,8937,1.7,231
20,Marion,29.7,1801,68.6,4159,1.6,99
20,Marshall,35.4,1784,62.7,3157,1.9,95
20,Meade,18.5,357,79.8,1540,1.8,34
20,Miami,37.3,5742,61.0,9382,1.6,253
20,Mitchell,21.9,701,76.2,2440,1.9,62
20,Montgomery,31.2,4338,66.9,9309,1.9,260
20,Morris,31.9,907,66.0,1875,2.1,59
20,Morton,16.3,229,82.2,1153,1.4,20
20,Nemaha,26.7,1432,71.2,3817,2.1,110
20,Neosho,35.6,2563,62.2,4473,2.2,156
20,Ness,19.0,289,79.1,1207,1.9,29
20,Norton,20.6,497,77.8,1878,1.7,40
20,Osage,33.6,2534,63.9,4820,2.5,190
20,Osborne,20.9,403,77.2,1490,1.9,37
20,Ottawa,22.8,704,75.3,2323,1.9,59
20,Pawnee,30.6,882,67.6,1946,1.8,51
20,Phillips,19.7,525,78.9,2105,1.4,37
20,Pottawatomie,26.3,2599,70.2,6929,3.5,349
20,Pratt,30.9,1294,67.4,2822,1.8,74
20,Rawlins,17.6,273,80.5,1247,1.9,29
20,Reno,37.3,9916,60.6,16112,2.2,574
20,Republic,24.0,640,74.1,1978,2.0,53
20,Rice,28.9,1163,69.1,2780,1.9,78
20,Riley,45.4,10495,52.4,12111,2.1,494
20,Rooks,18.1,468,79.9,2068,2.0,52
20,Rush,28.3,504,68.8,1225,2.9,52
20,Russell,22.4,736,76.2,2509,1.5,48
20,Saline,35.9,8186,62.2,14165,1.9,437
20,Scott,14.7,321,83.7,1823,1.6,35
20,Sedgwick,42.5,82337,55.2,106849,2.3,4544
20,Seward,28.0,1493,71.0,3791,1.0,52
20,Shawnee,48.8,41235,49.1,41476,2.2,1839
20,Sheridan,18.5,254,80.5,1108,1.0,14
20,Sherman,25.4,688,72.4,1959,2.1,57
20,Smith,20.2,446,77.8,1719,2.0,45
20,Stafford,26.1,542,72.1,1495,1.8,37
20,Stanton,22.7,188,75.9,628,1.3,11
20,Stevens,13.3,283,85.3,1815,1.4,29
20,Sumner,32.4,3353,65.2,6737,2.4,247
20,Thomas,21.4,787,77.2,2837,1.3,49
20,Trego,25.1,420,73.3,1225,1.6,26
20,Wabaunsee,29.4,1036,68.0,2395,2.6,90
20,Wallace,11.9,96,85.8,690,2.2,18
20,Washington,22.1,659,75.4,2248,2.4,73
20,Wichita,16.0,163,82.4,840,1.6,16
20,Wilson,28.4,1170,69.2,2850,2.5,101
20,Woodson,32.0,512,66.0,1055,2.0,32
20,Wyandotte,69.4,39865,28.8,16506,1.8,1038
21,Adair,22.9,1668,75.5,5512,1.6,118
21,Allen,27.4,2024,71.2,5258,1.5,108
21,Anderson,32.8,3462,65.2,6885,1.9,205
21,Ballard,35.1,1427,62.5,2537,2.4,96
21,Barren,32.3,5434,66.2,11133,1.4,240
21,Bath,48.6,2210,49.2,2234,2.2,99
21,Bell,29.0,2782,69.6,6681,1.4,135
21,Boone,32.1,16292,66.6,33812,1.3,670
21,Bourbon,40.6,3385,57.9,4820,1.5,125
21,Boyd,43.0,8886,55.3,11430,1.7,354
21,Boyle,37.7,4769,60.9,7701,1.3,165
21,Bracken,36.5,1241,60.8,2066,2.7,92
21,Breathitt,43.8,2205,53.1,2671,3.1,154
21,Breckinridge,36.5,3110,62.0,5281,1.5,131
21,Bullitt,33.1,10177,65.4,20102,1.5,447
21,Butler,29.3,1555,69.6,3696,1.1,56
21,Caldwell,35.7,2212,62.4,3866,2.0,121
21,Calloway,40.0,6165,58.4,8991,1.6,248
21,Campbell,38.8,15622,59.7,24046,1.6,629
21,Carlisle,33.6,879,64.9,1699,1.5,39
21,Carroll,44.7,1716,53.0,2032,2.3,87
21,Carter,44.0,4316,53.5,5252,2.5,245
21,Casey,20.5,1219,78.5,4679,1.0,59
21,Christian,39.0,8880,60.1,13699,0.9,199
21,Clark,36.8,5749,61.8,9664,1.4,215
