id,margin,bush,gore,trash1,trash2,other,hex_color
19049,9.03%, 53.32%, 44.29%,-,-,2.3900000000000006%,870670
19051,7.05%, 52.05%, 45.00%,-,-,2.950000000000003%,840772
19053,6.17%, 51.31%, 45.13%,-, 2.53%,3.5600000000000023%,820973
19055,5.57%, 51.18%, 45.61%,-,-,3.210000000000008%,820874
19057,20.48%, 38.14%, 58.62%,-, 2.11%,3.240000000000009%,610895
19059,6.96%, 52.03%, 45.07%,-, 2.08%,2.9000000000000057%,840772
19061,14.58%, 40.83%, 55.41%,-, 2.45%,3.760000000000005%,68098d
19063,3.59%, 50.35%, 46.76%,-, 2.12%,2.8900000000000006%,800777
19065,1.11%, 49.34%, 48.23%,-,-,2.430000000000007%,7d067a
19067,8.83%, 44.09%, 52.92%,-, 2.13%,2.989999999999995%,700786
19069,10.83%, 53.81%, 42.97%,-, 2.23%,3.219999999999999%,89086d
19071,16.87%, 57.22%, 40.35%,-,-,2.430000000000007%,910666
19073,0.40%, 48.36%, 48.76%,-, 2.25%,2.8799999999999955%,7b077c
19075,28.02%, 63.02%, 35.00%,-,-,1.9799999999999898%,a00559
19077,6.34%, 51.93%, 45.58%,-,-,2.490000000000009%,840674
19079,7.41%, 52.39%, 44.98%,-,-,2.6299999999999955%,850672
19081,13.00%, 54.95%, 41.95%,-, 2.26%,3.0999999999999943%,8c076a
19083,8.92%, 53.18%, 44.27%,-,-,2.549999999999997%,870670
19085,19.12%, 58.11%, 38.99%,-,-,2.9000000000000057%,940763
19087,6.56%, 51.62%, 45.06%,-, 2.11%,3.319999999999993%,830872
19089,11.22%, 42.80%, 54.02%,-, 2.23%,3.180000000000007%,6d0889
19091,18.16%, 57.61%, 39.45%,-, 2.02%,2.9399999999999977%,920764
19093,15.96%, 56.37%, 40.42%,-,-,3.210000000000008%,8f0867
19095,8.96%, 52.53%, 43.57%,-, 2.54%,3.9000000000000057%,85096f
19097,13.02%, 41.73%, 54.75%,-, 2.51%,3.5200000000000102%,6a088b
19099,0.17%, 48.94%, 48.77%,-,-,2.289999999999992%,7c057c
19101,5.10%, 43.03%, 37.93%,-, 2.73%,19.039999999999992%,6d3060
19103,25.16%, 33.92%, 59.08%,-, 6.16%,7.0%,561196
19105,5.35%, 45.95%, 51.30%,-, 2.13%,2.75%,750782
19107,7.88%, 51.97%, 44.09%,-, 2.00%,3.9399999999999977%,840a70
19109,7.34%, 51.95%, 44.60%,-, 2.32%,3.4499999999999886%,840871
19111,19.87%, 38.25%, 58.12%,-,-,3.6299999999999955%,610994
19113,9.21%, 43.90%, 53.11%,-, 2.29%,2.990000000000009%,6f0787
19115,1.88%, 47.60%, 49.47%,-,-,2.930000000000007%,79077e
19117,7.62%, 52.57%, 44.95%,-,-,2.4799999999999898%,860672
19119,48.76%, 73.34%, 24.58%,-,-,2.0799999999999983%,bb053e
19121,8.16%, 52.55%, 44.38%,-,-,3.069999999999993%,860771
19123,27.26%, 62.57%, 35.31%,-,-,2.1200000000000045%,9f055a
19125,18.16%, 58.01%, 39.85%,-,-,2.1400000000000006%,930565
19127,2.63%, 49.85%, 47.22%,-,-,2.930000000000007%,7f0778
19129,27.81%, 62.28%, 34.47%,-, 2.13%,3.25%,9e0857
19131,5.08%, 46.26%, 51.34%,-,-,2.4000000000000057%,750682
19133,4.78%, 50.53%, 45.75%,-, 2.04%,3.719999999999999%,800974
19135,4.36%, 50.95%, 46.59%,-,-,2.4599999999999937%,810676
19137,29.27%, 63.35%, 34.07%,-,-,2.5799999999999983%,a10656
19139,3.58%, 46.55%, 50.12%,-, 2.31%,3.3300000000000125%,76087f
19141,35.55%, 66.35%, 30.81%,-,-,2.8400000000000034%,a9074e
19143,37.58%, 67.38%, 29.81%,-,-,2.8100000000000023%,ab074c
19145,32.51%, 65.00%, 32.48%,-,-,2.5200000000000102%,a50652
19147,0.31%, 48.54%, 48.23%,-,-,3.230000000000004%,7b087a
19149,26.59%, 61.17%, 34.58%,-,-,4.25%,9b0a58
19151,12.22%, 54.14%, 41.92%,-,-,3.9399999999999977%,8a0a6a
19153,5.62%, 45.89%, 51.51%,-,-,2.5999999999999943%,750683
19155,11.77%, 54.50%, 42.72%,-, 2.00%,2.780000000000001%,8a076c
19157,1.94%, 48.95%, 47.02%,-, 3.20%,4.030000000000001%,7c0a77
19159,4.57%, 50.85%, 46.29%,-,-,2.8599999999999994%,810776
19161,13.45%, 55.16%, 41.70%,-,-,3.1400000000000006%,8c086a
19163,4.33%, 46.48%, 50.81%,-,-,2.710000000000008%,760681
19165,24.56%, 60.83%, 36.26%,-,-,2.9099999999999966%,9b075c
19167,68.70%, 83.32%, 14.62%,-,-,2.0600000000000023%,d40525
19169,3.53%, 45.89%, 49.42%,-, 3.72%,4.689999999999998%,750b7e
19171,0.13%, 48.51%, 48.65%,-,-,2.8400000000000034%,7b077c
19173,16.89%, 57.17%, 40.28%,-,-,2.549999999999997%,910666
19175,8.07%, 52.32%, 44.25%,-,-,3.430000000000007%,850870
19177,16.18%, 56.61%, 40.44%,-,-,2.950000000000003%,900767
19179,13.49%, 41.70%, 55.19%,-, 2.09%,3.1099999999999994%,6a078c
19181,0.51%, 48.95%, 48.45%,-,-,2.5999999999999943%,7c067b
19183,9.84%, 53.08%, 43.24%,-, 2.69%,3.680000000000007%,87096e
19185,12.12%, 55.15%, 43.03%,-,-,1.8199999999999932%,8c046d
19187,1.80%, 47.94%, 49.74%,-,-,2.319999999999993%,7a057e
19189,0.52%, 48.16%, 48.69%,-, 2.08%,3.1500000000000057%,7a087c
19191,3.27%, 49.35%, 46.08%,-, 3.64%,4.569999999999993%,7d0b75
19193,3.10%, 49.78%, 46.68%,-, 2.12%,3.539999999999992%,7e0977
19195,13.71%, 41.43%, 55.14%,-, 2.27%,3.430000000000007%,69088c
19197,9.28%, 53.41%, 44.13%,-,-,2.460000000000008%,880670
20001,21.63%, 58.60%, 36.98%,-, 2.84%,4.420000000000002%,950b5e
20003,18.89%, 57.04%, 38.15%,-, 2.70%,4.810000000000002%,910c61
20005,3.00%, 48.96%, 45.96%,-, 3.38%,5.079999999999998%,7c0c75
20007,44.76%, 70.26%, 25.50%,-, 2.92%,4.239999999999995%,b30a41
20009,37.10%, 66.65%, 29.56%,-, 2.29%,3.789999999999992%,a9094b
20011,26.01%, 61.07%, 35.05%,-, 2.52%,3.8799999999999955%,9b0959
20013,31.40%, 63.63%, 32.23%,-, 2.56%,4.140000000000001%,a20a52
20015,31.53%, 63.69%, 32.16%,-, 2.37%,4.150000000000006%,a20a52
20017,34.70%, 64.39%, 29.69%,-, 4.25%,5.920000000000002%,a40f4b
20019,48.09%, 71.65%, 23.56%,-,-,4.789999999999992%,b60c3c
20021,13.48%, 54.92%, 41.43%,-, 2.46%,3.6500000000000057%,8c0969
20023,55.70%, 75.97%, 20.27%,-, 2.72%,3.760000000000005%,c10933
20025,50.28%, 73.43%, 23.16%,-, 2.70%,3.4099999999999966%,bb083b
20027,50.07%, 73.34%, 23.26%,-, 2.27%,3.3999999999999915%,bb083b
20029,35.62%, 64.80%, 29.18%,-, 4.66%,6.02000000000001%,a50f4a
20031,37.23%, 66.83%, 29.60%,-, 2.38%,3.569999999999993%,aa094b
20033,54.57%, 75.55%, 20.97%,-,-,3.480000000000004%,c00835
20035,17.91%, 56.86%, 38.95%,-, 2.93%,4.189999999999998%,900a63
20037,0.56%, 47.63%, 47.07%,-, 4.19%,5.299999999999997%,790d78
20039,47.24%, 71.35%, 24.10%,-, 2.90%,4.550000000000011%,b50b3d
20041,34.97%, 64.79%, 29.82%,-, 3.98%,5.389999999999986%,a50d4c
20043,33.32%, 64.40%, 31.08%,-, 2.47%,4.519999999999996%,a40b4f
20045,2.98%, 42.83%, 45.81%,-, 10.12%,11.36%,6d1c74
20047,39.35%, 67.95%, 28.60%,-, 2.11%,3.4499999999999886%,ad0848
20049,43.74%, 69.68%, 25.94%,-, 2.19%,4.3799999999999955%,b10b42
20051,23.21%, 58.39%, 35.18%,-, 4.87%,6.430000000000007%,941059
20053,35.93%, 64.99%, 29.06%,-, 4.58%,5.950000000000003%,a50f4a
20055,43.84%, 70.40%, 26.57%,-,-,3.030000000000001%,b30743
20057,39.07%, 67.85%, 28.78%,-, 2.24%,3.3700000000000045%,ad0849
20059,26.96%, 61.35%, 34.39%,-, 3.17%,4.259999999999991%,9c0a57
20061,19.18%, 57.92%, 38.74%,-, 2.30%,3.3400000000000034%,930862
20063,55.25%, 75.05%, 19.80%,-, 2.94%,5.150000000000006%,bf0d32
20065,48.30%, 71.78%, 23.47%,-, 3.19%,4.75%,b70c3b
20067,50.53%, 74.44%, 23.91%,-,-,1.6500000000000057%,bd043c
20069,53.19%, 75.51%, 22.31%,-,-,2.1799999999999926%,c00538
20071,60.40%, 78.21%, 17.81%,-, 2.99%,3.980000000000004%,c70a2d
20073,38.33%, 67.17%, 28.84%,-, 2.27%,3.989999999999995%,ab0a49
20075,53.44%, 75.59%, 22.15%,-,-,2.259999999999991%,c00538
20077,39.51%, 67.95%, 28.45%,-, 2.45%,3.5999999999999943%,ad0948
20079,26.89%, 60.44%, 33.55%,-, 4.76%,6.010000000000005%,9a0f55
20081,65.59%, 81.87%, 16.27%,-,-,1.8599999999999994%,d00429
20083,56.80%, 76.75%, 19.94%,-,-,3.3100000000000023%,c30832
20085,19.26%, 57.16%, 37.90%,-, 2.34%,4.939999999999998%,910c60
20087,18.07%, 56.15%, 38.09%,-, 4.08%,5.759999999999991%,8f0e61
20089,54.34%, 74.59%, 20.25%,-, 3.04%,5.159999999999997%,be0d33
20091,23.37%, 59.74%, 36.37%,-, 2.98%,3.8900000000000006%,98095c
20093,53.24%, 75.54%, 22.30%,-,-,2.1599999999999966%,c00538
20095,44.14%, 70.17%, 26.02%,-, 2.26%,3.8100000000000023%,b20942
20097,60.20%, 78.48%, 18.28%,-, 2.11%,3.239999999999995%,c8082e
20099,8.55%, 52.41%, 43.86%,-, 2.69%,3.730000000000004%,85096f
20101,52.43%, 74.67%, 22.24%,-, 2.03%,3.0900000000000034%,be0738
20103,12.25%, 54.07%, 41.82%,-, 2.92%,4.109999999999999%,890a6a
20105,43.70%, 68.52%, 24.81%,-, 5.19%,6.670000000000002%,ae113f
20107,21.74%, 59.00%, 37.26%,-, 2.14%,3.740000000000009%,96095f
20109,61.35%, 77.88%, 16.54%,-, 3.51%,5.5800000000000125%,c60e2a
20111,11.74%, 53.41%, 41.67%,-, 3.35%,4.920000000000002%,880c6a
20113,41.96%, 68.22%, 26.26%,-, 4.29%,5.519999999999996%,ad0e42
20115,45.42%, 70.40%, 24.99%,-, 3.20%,4.609999999999999%,b30b3f
20117,24.14%, 59.94%, 35.80%,-, 2.62%,4.260000000000005%,980a5b
20119,58.65%, 78.13%, 19.48%,-,-,2.3900000000000006%,c70631
20121,17.72%, 56.96%, 39.23%,-, 2.53%,3.8100000000000023%,910964
20123,48.96%, 71.95%, 22.99%,-, 3.52%,5.060000000000002%,b70c3a
20125,27.11%, 61.81%, 34.70%,-,-,3.489999999999995%,9d0858
20127,27.15%, 60.55%, 33.40%,-, 3.94%,6.050000000000011%,9a0f55
20129,56.65%, 77.26%, 20.62%,-,-,2.1199999999999903%,c50534
20131,39.40%, 67.64%, 28.24%,-,-,4.1200000000000045%,ac0a48
20133,20.71%, 58.29%, 37.58%,-, 2.82%,4.1299999999999955%,940a5f
20135,55.28%, 75.69%, 20.42%,-, 2.61%,3.8900000000000006%,c10934
20137,46.76%, 71.15%, 24.40%,-, 2.65%,4.449999999999989%,b50b3e
20139,18.75%, 57.01%, 38.26%,-, 2.59%,4.730000000000004%,910c61
20141,46.70%, 70.54%, 23.84%,-, 3.65%,5.61999999999999%,b30e3c
20143,48.23%, 70.83%, 22.61%,-, 5.20%,6.560000000000002%,b41039
20145,30.00%, 62.93%, 32.93%,-, 3.16%,4.140000000000001%,a00a53
20147,51.79%, 73.67%, 21.88%,-, 3.04%,4.450000000000003%,bb0b37
20149,38.13%, 64.48%, 26.35%,-, 3.26%,9.169999999999987%,a41743
20151,35.58%, 65.33%, 29.76%,-, 3.37%,4.909999999999997%,a60c4b
20153,59.94%, 77.53%, 17.59%,-, 2.82%,4.8799999999999955%,c50c2c
20155,24.20%, 59.69%, 35.49%,-, 3.45%,4.819999999999993%,980c5a
20157,54.77%, 75.01%, 20.23%,-, 3.45%,4.759999999999991%,bf0c33
20159,32.77%, 64.23%, 31.46%,-, 2.83%,4.310000000000002%,a30a50
20161,24.57%, 58.47%, 33.90%,-, 6.42%,7.6299999999999955%,951356
20163,51.14%, 72.65%, 21.51%,-, 3.78%,5.839999999999989%,b90e36
20165,39.37%, 66.61%, 27.24%,-, 4.42%,6.150000000000006%,a90f45
20167,44.46%, 69.90%, 25.45%,-, 3.48%,4.6499999999999915%,b20b40
20169,22.88%, 57.66%, 34.78%,-, 6.35%,7.560000000000002%,931358
20171,60.49%, 78.64%, 18.15%,-, 2.26%,3.210000000000008%,c8082e
20173,19.07%, 57.35%, 38.28%,-, 2.86%,4.3700000000000045%,920b61
20175,53.83%, 75.92%, 22.10%,-,-,1.9799999999999898%,c10538
20177,1.45%, 48.26%, 46.82%,-, 3.40%,4.920000000000002%,7b0c77
20179,57.15%, 76.02%, 18.87%,-, 3.69%,5.109999999999999%,c10d30
20181,45.23%, 70.62%, 25.39%,-, 2.24%,3.989999999999995%,b40a40
20183,45.79%, 70.24%, 24.45%,-, 3.62%,5.310000000000002%,b30d3e
20185,44.50%, 70.27%, 25.77%,-, 2.45%,3.960000000000008%,b30a41
20187,55.39%, 76.29%, 20.89%,-,-,2.819999999999993%,c20735
20189,64.85%, 81.19%, 16.34%,-,-,2.469999999999999%,cf0629
20191,25.67%, 60.36%, 34.69%,-, 2.99%,4.950000000000003%,990c58
20193,53.31%, 74.66%, 21.35%,-, 2.46%,3.990000000000009%,be0a36
20195,38.32%, 66.41%, 28.09%,-, 3.76%,5.5%,a90e47
20197,33.83%, 63.80%, 29.97%,-, 2.81%,6.230000000000004%,a20f4c
20199,73.64%, 85.60%, 11.96%,-,-,2.4399999999999977%,da061e
20201,53.84%, 74.87%, 21.03%,-, 2.36%,4.099999999999994%,be0a35
20203,59.82%, 78.81%, 18.99%,-,-,2.200000000000003%,c80530
20205,38.14%, 67.11%, 28.96%,-, 2.44%,3.930000000000007%,ab0a49
20207,28.40%, 61.07%, 32.66%,-, 3.70%,6.27000000000001%,9b0f53
20209,38.09%, 29.05%, 67.14%,-, 2.67%,3.8100000000000023%,4a09ab
21001,50.23%, 74.51%, 24.28%,-,-,1.2099999999999937%,be033d
21003,38.34%, 68.67%, 30.33%,-,-,1.0%,af024d
21005,25.19%, 61.62%, 36.43%,-,-,1.9500000000000028%,9d045c
21007,1.49%, 48.38%, 49.87%,-,-,1.75%,7b047f
21009,27.53%, 63.14%, 35.61%,-,-,1.25%,a1035a
21011,4.83%, 51.49%, 46.66%,-,-,1.8499999999999943%,830476
21013,7.52%, 52.63%, 45.11%,-,-,2.259999999999991%,860573
21015,39.92%, 68.83%, 28.91%,-,-,2.260000000000005%,af0549
21017,11.73%, 54.65%, 42.92%,-,-,2.430000000000007%,8b066d
21019,1.53%, 48.21%, 49.74%,-,-,2.049999999999997%,7a057e
21021,20.95%, 59.33%, 38.38%,-,-,2.289999999999992%,970561
21023,38.99%, 68.40%, 29.41%,-,-,2.1899999999999977%,ae054a
21025,16.12%, 41.08%, 57.20%,-,-,1.7199999999999989%,680491
21027,29.09%, 63.91%, 34.82%,-,-,1.2700000000000102%,a20358
21029,25.81%, 61.91%, 36.10%,-,-,1.990000000000009%,9d055c
21031,47.01%, 72.93%, 25.93%,-,-,1.1399999999999864%,b90242
21033,17.11%, 57.66%, 40.55%,-,-,1.7900000000000063%,930467
21035,15.14%, 56.35%, 41.21%,-,-,2.4399999999999977%,8f0669
21037,25.86%, 61.45%, 35.59%,-, 2.13%,2.9599999999999937%,9c075a
21039,9.87%, 54.18%, 44.31%,-,-,1.509999999999991%,8a0370
21041,6.20%, 51.96%, 45.76%,-,-,2.280000000000001%,840574
21043,4.86%, 51.53%, 46.68%,-,-,1.789999999999992%,830477
21045,57.82%, 78.33%, 20.52%,-,-,1.1500000000000057%,c70234
21047,22.56%, 60.69%, 38.14%,-,-,1.1700000000000017%,9a0261
21049,19.07%, 58.50%, 39.43%,-,-,2.069999999999993%,950564
21051,47.67%, 73.31%, 25.64%,-,-,1.0499999999999972%,ba0241
21053,50.92%, 74.89%, 23.97%,-,-,1.1400000000000006%,be023d
21055,20.68%, 59.44%, 38.76%,-,-,1.8000000000000114%,970462
21057,49.37%, 73.85%, 24.48%,-,-,1.6700000000000017%,bc043e
21059,19.96%, 58.94%, 38.98%,-,-,2.0800000000000125%,960563
21061,30.83%, 65.07%, 34.23%,-,-,0.700000000000017%,a50157
21063,29.32%, 34.73%, 64.05%,-,-,1.2199999999999989%,5803a3
21065,30.62%, 64.39%, 33.78%,-,-,1.8299999999999983%,a40456
21067,6.84%, 51.67%, 44.82%,-, 2.89%,3.509999999999991%,830872
21069,28.36%, 63.37%, 35.01%,-,-,1.6200000000000045%,a10459
21071,32.61%, 32.92%, 65.53%,-,-,1.5499999999999972%,5303a7
21073,2.97%, 47.15%, 50.12%,-, 2.07%,2.730000000000004%,78067f
21075,5.70%, 46.38%, 52.08%,-,-,1.539999999999992%,760384
21077,12.04%, 54.70%, 42.66%,-,-,2.6400000000000006%,8b066c
21079,40.01%, 69.43%, 29.42%,-,-,1.1499999999999915%,b1024b
21081,25.86%, 62.02%, 36.15%,-,-,1.8299999999999983%,9e045c
21083,12.31%, 55.15%, 42.84%,-,-,2.009999999999991%,8c056d
21085,37.85%, 68.28%, 30.43%,-,-,1.289999999999992%,ae034d
21087,53.20%, 76.01%, 22.81%,-,-,1.1799999999999926%,c1033a
21089,0.47%, 49.33%, 48.86%,-,-,1.8100000000000023%,7d047c
21091,14.52%, 56.29%, 41.77%,-,-,1.9399999999999977%,8f046a
21093,25.64%, 61.79%, 36.15%,-,-,2.0600000000000023%,9d055c
21095,3.65%, 47.27%, 50.93%,-,-,1.7999999999999972%,780481
21097,17.17%, 57.37%, 40.21%,-,-,2.4200000000000017%,920666
21099,25.32%, 61.89%, 36.57%,-,-,1.539999999999992%,9d035d
21101,2.22%, 48.00%, 50.22%,-,-,1.7800000000000011%,7a0480
21103,20.59%, 59.27%, 38.68%,-,-,2.049999999999997%,970562
21105,9.93%, 54.19%, 44.26%,-,-,1.5500000000000114%,8a0370
21107,16.71%, 57.55%, 40.84%,-,-,1.6099999999999994%,920468
21109,69.58%, 84.02%, 14.44%,-,-,1.5400000000000063%,d60324
21111,1.60%, 47.97%, 49.58%,-,-,2.450000000000003%,7a067e
21113,36.13%, 66.89%, 30.76%,-,-,2.3499999999999943%,aa054e
21115,18.73%, 58.47%, 39.74%,-,-,1.789999999999992%,950465
21117,28.91%, 62.87%, 33.96%,-, 2.30%,3.1700000000000017%,a00856
21119,35.92%, 31.42%, 67.34%,-,-,1.2399999999999949%,5003ab
21121,23.90%, 61.13%, 37.24%,-,-,1.6299999999999955%,9b045e
21123,31.99%, 65.34%, 33.35%,-,-,1.3100000000000023%,a60355
21125,45.10%, 71.90%, 26.80%,-,-,1.2999999999999972%,b70344
21127,13.40%, 55.94%, 42.55%,-,-,1.5100000000000051%,8e036c
21129,38.24%, 68.49%, 30.25%,-,-,1.2600000000000051%,ae034d
21131,43.96%, 71.24%, 27.29%,-,-,1.4699999999999989%,b50345
21133,6.74%, 45.54%, 52.29%,-,-,2.1700000000000017%,740585
21135,42.12%, 70.42%, 28.31%,-,-,1.269999999999996%,b30348
21137,27.87%, 63.12%, 35.25%,-,-,1.6299999999999955%,a00459
21139,2.27%, 50.07%, 47.80%,-,-,2.1299999999999955%,7f0579
21141,15.63%, 57.27%, 41.63%,-,-,1.0999999999999943%,92026a
21143,0.23%, 49.36%, 49.12%,-,-,1.5200000000000102%,7d037d
21145,12.49%, 55.25%, 42.76%,-,-,1.990000000000009%,8c056d
21147,39.65%, 69.20%, 29.55%,-,-,1.25%,b0034b
21149,11.74%, 55.17%, 43.44%,-,-,1.3900000000000006%,8c036e
21151,18.48%, 57.81%, 39.33%,-, 2.22%,2.8599999999999994%,930764
21153,3.34%, 51.07%, 47.74%,-,-,1.1899999999999977%,820379
21155,7.79%, 52.77%, 44.98%,-,-,2.25%,860572
21157,7.93%, 53.00%, 45.08%,-,-,1.9200000000000017%,870472
21159,21.39%, 59.85%, 38.46%,-,-,1.6899999999999977%,980462
21161,23.74%, 60.82%, 37.08%,-,-,2.0999999999999943%,9b055e
21163,18.99%, 58.64%, 39.64%,-,-,1.7199999999999989%,950465
21165,5.87%, 52.02%, 46.15%,-,-,1.8299999999999983%,840475
21167,26.30%, 62.12%, 35.82%,-,-,2.0600000000000023%,9e055b
21169,30.09%, 64.33%, 34.24%,-,-,1.4300000000000068%,a40357
21171,57.80%, 78.60%, 20.79%,-,-,0.6100000000000136%,c80135
21173,8.23%, 53.22%, 44.99%,-,-,1.789999999999992%,870472
21175,9.91%, 54.13%, 44.22%,-,-,1.6500000000000057%,8a0470
21177,6.50%, 46.15%, 52.65%,-,-,1.2000000000000028%,750386
21179,16.56%, 57.19%, 40.64%,-,-,2.1700000000000017%,910567
21181,23.16%, 60.34%, 37.19%,-,-,2.469999999999999%,99065e
21183,23.76%, 60.94%, 37.19%,-,-,1.8700000000000045%,9b045e
21185,36.23%, 67.00%, 30.77%,-,-,2.230000000000004%,aa054e
21187,29.19%, 63.44%, 34.25%,-,-,2.3100000000000023%,a10557
21189,61.72%, 80.28%, 18.57%,-,-,1.1500000000000057%,cc022f
21191,28.61%, 63.38%, 34.77%,-,-,1.8499999999999943%,a10458
21193,1.95%, 48.18%, 50.13%,-,-,1.6899999999999977%,7a047f
21195,10.45%, 44.13%, 54.59%,-,-,1.2800000000000011%,70038b
21197,5.73%, 51.77%, 46.03%,-,-,2.1999999999999886%,840575
21199,48.42%, 73.56%, 25.14%,-,-,1.2999999999999972%,bb0340
21201,28.96%, 63.13%, 34.17%,-, 2.40%,2.6999999999999886%,a00657
21203,53.71%, 76.08%, 22.37%,-,-,1.5499999999999972%,c20339
21205,0.57%, 49.07%, 48.51%,-,-,2.4200000000000017%,7d067b
21207,50.30%, 74.47%, 24.17%,-,-,1.3599999999999994%,bd033d
21209,17.99%, 57.68%, 39.69%,-,-,2.6299999999999955%,930665
21211,28.52%, 63.34%, 34.82%,-,-,1.8400000000000034%,a10458
21213,10.06%, 54.41%, 44.35%,-,-,1.240000000000009%,8a0371
21215,33.45%, 66.01%, 32.56%,-,-,1.4299999999999926%,a80353
21217,37.13%, 67.96%, 30.83%,-,-,1.210000000000008%,ad034e
21219,27.47%, 63.20%, 35.73%,-,-,1.0699999999999932%,a1025b
21221,19.09%, 58.57%, 39.48%,-,-,1.9500000000000028%,950464
21223,21.29%, 59.62%, 38.33%,-,-,2.0500000000000114%,980561
21225,3.76%, 51.21%, 47.45%,-,-,1.3400000000000034%,820378
21227,24.43%, 61.36%, 36.94%,-,-,1.7000000000000028%,9c045e
21229,34.57%, 66.35%, 31.78%,-,-,1.8700000000000045%,a90451
21231,27.14%, 62.85%, 35.71%,-,-,1.4399999999999977%,a0035b
21233,4.16%, 51.24%, 47.08%,-,-,1.6800000000000068%,820478
21235,28.89%, 63.72%, 34.83%,-,-,1.4500000000000028%,a20358
21237,5.40%, 52.25%, 46.85%,-,-,0.9000000000000057%,850277
21239,18.69%, 58.10%, 39.41%,-,-,2.490000000000009%,940664
22001,21.18%, 59.45%, 38.26%,-,-,2.289999999999992%,970561
22003,1.46%, 48.66%, 47.20%,-,-,4.140000000000001%,7c0a78
22005,11.13%, 54.53%, 43.40%,-,-,2.069999999999993%,8b056e
22007,8.30%, 43.65%, 51.94%,-,-,4.409999999999997%,6f0b84
22009,4.29%, 50.02%, 45.73%,-,-,4.25%,7f0a74
22011,31.99%, 64.42%, 32.43%,-,-,3.1500000000000057%,a40852
22013,2.06%, 46.66%, 48.72%,-,-,4.6200000000000045%,760b7c
22015,31.44%, 64.66%, 33.23%,-,-,2.1100000000000136%,a40554
22017,0.76%, 48.94%, 49.70%,-,-,1.3599999999999994%,7c037e
22019,5.66%, 51.72%, 46.06%,-,-,2.219999999999999%,830575
22021,33.69%, 65.09%, 31.40%,-,-,3.509999999999991%,a50850
22023,27.68%, 61.99%, 34.31%,-,-,3.6999999999999886%,9e0957
22025,25.06%, 61.11%, 36.05%,-,-,2.8400000000000034%,9b075b
22027,10.56%, 53.88%, 43.32%,-,-,2.799999999999997%,89076e
22029,12.45%, 54.44%, 41.99%,-,-,3.569999999999993%,8a096b
22031,2.11%, 49.64%, 47.53%,-,-,2.8299999999999983%,7e0779
22033,7.46%, 52.74%, 45.28%,-,-,1.9799999999999898%,860573
22035,18.37%, 39.45%, 57.81%,-,-,2.739999999999995%,640693
22037,2.23%, 50.02%, 47.78%,-,-,2.1999999999999886%,7f0579
22039,11.22%, 53.56%, 42.34%,-,-,4.099999999999994%,880a6b
22041,30.77%, 64.18%, 33.41%,-,-,2.4099999999999966%,a30655
22043,38.06%, 67.81%, 29.75%,-,-,2.4399999999999977%,ac064b
22045,18.23%, 57.42%, 39.18%,-,-,3.4000000000000057%,920863
22047,19.18%, 38.43%, 57.61%,-,-,3.960000000000008%,610a92
22049,24.84%, 61.17%, 36.34%,-,-,2.489999999999995%,9b065c
22051,19.31%, 58.61%, 39.30%,-,-,2.0900000000000034%,950564
22053,14.21%, 55.36%, 41.14%,-,-,3.5%,8d0868
22055,27.21%, 61.94%, 34.73%,-,-,3.3300000000000125%,9d0858
22057,11.46%, 53.92%, 42.46%,-,-,3.6200000000000045%,89096c
22059,51.85%, 74.72%, 22.87%,-,-,2.4099999999999966%,be063a
22061,14.47%, 55.86%, 41.39%,-,-,2.75%,8e0769
22063,37.65%, 67.51%, 29.86%,-,-,2.6299999999999955%,ac064c
22065,7.63%, 44.85%, 52.48%,-,-,2.6700000000000017%,720685
22067,10.97%, 53.90%, 42.93%,-,-,3.1700000000000017%,89086d
22069,2.75%, 49.35%, 46.60%,-,-,4.049999999999997%,7d0a76
22071,54.20%, 21.74%, 75.95%,-,-,2.3100000000000023%,3705c1
22073,23.45%, 60.31%, 36.86%,-,-,2.8299999999999983%,99075d
22075,17.17%, 57.65%, 40.48%,-,-,1.8700000000000045%,930467
22077,10.18%, 43.48%, 53.67%,-,-,2.8499999999999943%,6e0788
22079,20.26%, 58.81%, 38.55%,-,-,2.6400000000000006%,950662
22081,0.51%, 48.65%, 48.14%,-,-,3.210000000000008%,7c087a
22083,19.01%, 57.69%, 38.68%,-,-,3.6299999999999955%,930962
22085,32.81%, 64.93%, 32.11%,-,-,2.9599999999999937%,a50751
22087,15.98%, 56.79%, 40.82%,-,-,2.3900000000000006%,900668
22089,14.24%, 55.70%, 41.46%,-,-,2.8400000000000034%,8e0769
22091,20.82%, 37.40%, 58.22%,-,-,4.3799999999999955%,5f0b94
22093,25.32%, 35.62%, 60.93%,-,-,3.450000000000003%,5a089b
22095,13.11%, 41.91%, 55.02%,-,-,3.069999999999993%,6a078c
22097,7.67%, 45.24%, 52.90%,-,-,1.8599999999999994%,730486
22099,0.52%, 47.94%, 47.42%,-,-,4.640000000000001%,7a0b78
22101,6.76%, 51.93%, 45.17%,-,-,2.9000000000000057%,840773
22103,43.55%, 70.69%, 27.13%,-,-,2.180000000000007%,b40545
22105,12.32%, 54.96%, 42.64%,-,-,2.4000000000000057%,8c066c
22107,8.31%, 44.19%, 52.49%,-,-,3.319999999999993%,700885
22109,18.81%, 58.12%, 39.30%,-,-,2.5800000000000125%,940664
22111,27.48%, 61.78%, 34.30%,-,-,3.9200000000000017%,9d0957
