id,margin,bush,gore,trash1,trash2,other,hex_color
29229,40.06%, 68.75%, 28.70%,-,-,2.549999999999997%,af0649
29510,57.52%, 19.88%, 77.40%,-, 2.08%,2.719999999999999%,3206c5
30001,55.15%, 74.19%, 19.04%,-, 5.20%,6.77000000000001%,bd1130
30003,16.68%, 39.68%, 56.36%,-, 2.43%,3.960000000000008%,650a8f
30005,5.94%, 51.11%, 45.16%,-, 2.10%,3.730000000000004%,820973
30007,49.47%, 71.75%, 22.28%,-, 3.04%,5.969999999999999%,b60f38
30009,32.87%, 62.81%, 29.94%,-, 4.95%,7.25%,a0124c
30011,80.62%, 88.84%, 8.22%,-,-,2.9399999999999977%,e20714
30013,15.09%, 54.52%, 39.43%,-, 3.61%,6.049999999999997%,8b0f64
30015,46.90%, 70.68%, 23.78%,-, 2.98%,5.539999999999992%,b40e3c
30017,33.74%, 64.34%, 30.60%,-, 3.14%,5.060000000000002%,a40c4e
30019,40.27%, 67.57%, 27.30%,-, 3.51%,5.13000000000001%,ac0d45
30021,31.82%, 63.76%, 31.94%,-, 2.69%,4.299999999999997%,a20a51
30023,26.00%, 32.93%, 58.93%,-, 5.12%,8.14%,531496
30025,58.80%, 77.50%, 18.70%,-, 2.26%,3.799999999999997%,c5092f
30027,50.07%, 72.62%, 22.56%,-, 2.75%,4.819999999999993%,b90c39
30029,41.93%, 66.55%, 24.61%,-, 6.02%,8.840000000000003%,a9163e
30031,27.54%, 58.78%, 31.24%,-, 7.94%,9.980000000000004%,95194f
30033,79.30%, 87.50%, 8.20%,-,-,4.299999999999997%,df0a14
30035,12.17%, 41.44%, 53.61%,-, 3.37%,4.950000000000003%,690c88
30037,59.70%, 76.27%, 16.57%,-, 3.20%,7.159999999999997%,c2122a
30039,55.72%, 74.28%, 18.55%,-, 4.72%,7.170000000000002%,bd122f
30041,9.64%, 51.72%, 42.09%,-, 4.24%,6.189999999999998%,830f6b
30043,34.77%, 64.07%, 29.30%,-, 3.66%,6.63000000000001%,a3104a
30045,55.88%, 75.82%, 19.94%,-, 2.22%,4.240000000000009%,c10a32
30047,22.34%, 56.26%, 33.93%,-, 6.66%,9.810000000000002%,8f1956
30049,18.74%, 55.34%, 36.61%,-, 6.03%,8.049999999999997%,8d145d
30051,48.75%, 72.03%, 23.28%,-, 2.30%,4.689999999999998%,b70b3b
30053,50.33%, 71.09%, 20.76%,-, 5.12%,8.149999999999991%,b51434
30055,49.04%, 72.42%, 23.38%,-, 2.98%,4.200000000000003%,b80a3b
30057,51.91%, 72.65%, 20.73%,-, 4.40%,6.61999999999999%,b91034
30059,55.83%, 74.65%, 18.82%,-, 2.89%,6.530000000000001%,be102f
30061,42.46%, 65.77%, 23.31%,-, 7.75%,10.920000000000002%,a71b3b
30063,9.09%, 46.11%, 37.02%,-, 15.03%,16.870000000000005%,752b5e
30065,48.48%, 71.68%, 23.20%,-, 2.40%,5.11999999999999%,b60d3b
30067,31.99%, 61.07%, 29.08%,-, 6.72%,9.849999999999994%,9b194a
30069,71.24%, 83.01%, 11.76%,-,-,5.22999999999999%,d30d1d
30071,58.53%, 77.51%, 18.99%,-,-,3.5%,c50830
30073,39.92%, 67.27%, 27.35%,-, 3.31%,5.3799999999999955%,ab0d45
30075,73.91%, 85.32%, 11.41%,-, 2.08%,3.2700000000000102%,d9081d
30077,47.07%, 69.60%, 22.53%,-, 4.56%,7.8700000000000045%,b11439
30079,50.54%, 72.52%, 21.98%,-, 3.22%,5.5%,b80e38
30081,39.39%, 65.21%, 25.82%,-, 6.54%,8.969999999999999%,a61641
30083,45.62%, 70.87%, 25.24%,-,-,3.8900000000000006%,b40940
30085,11.91%, 42.09%, 54.00%,-, 2.49%,3.9099999999999966%,6b0989
30087,12.62%, 53.35%, 40.72%,-, 3.80%,5.930000000000007%,880f67
30089,41.92%, 66.60%, 24.68%,-, 6.46%,8.719999999999999%,a9163e
30091,24.12%, 59.85%, 35.73%,-, 3.16%,4.420000000000002%,980b5b
30093,15.97%, 37.71%, 53.68%,-, 5.24%,8.61%,601588
30095,46.96%, 70.57%, 23.61%,-, 3.60%,5.820000000000007%,b30e3c
30097,62.03%, 78.55%, 16.52%,-, 3.20%,4.930000000000007%,c80c2a
30099,43.66%, 69.22%, 25.56%,-, 3.08%,5.219999999999999%,b00d41
30101,42.43%, 68.92%, 26.49%,-, 3.24%,4.590000000000003%,af0b43
30103,49.69%, 71.82%, 22.13%,-, 2.51%,6.050000000000011%,b70f38
30105,30.96%, 63.08%, 32.12%,-, 2.60%,4.800000000000011%,a00c51
30107,46.55%, 70.87%, 24.32%,-, 2.10%,4.810000000000002%,b40c3e
30109,47.88%, 71.24%, 23.36%,-, 3.09%,5.400000000000006%,b50d3b
30111,23.57%, 59.00%, 35.43%,-, 3.73%,5.569999999999993%,960e5a
31001,35.99%, 65.62%, 29.63%,-, 3.79%,4.75%,a70c4b
31003,55.94%, 76.07%, 20.13%,-, 2.49%,3.8000000000000114%,c10933
31005,76.84%, 86.40%, 9.56%,-, 2.21%,4.039999999999992%,dc0a18
31007,70.35%, 84.42%, 14.07%,-,-,1.509999999999991%,d70323
31009,73.35%, 85.67%, 12.32%,-,-,2.009999999999991%,da051f
31011,56.64%, 76.73%, 20.09%,-, 2.27%,3.1799999999999926%,c30833
31013,31.32%, 63.04%, 31.72%,-, 3.99%,5.240000000000009%,a00d50
31015,53.62%, 74.96%, 21.34%,-, 2.01%,3.700000000000003%,bf0936
31017,66.81%, 81.65%, 14.85%,-, 2.14%,3.5%,d00825
31019,48.62%, 72.48%, 23.86%,-, 2.93%,3.6599999999999966%,b8093c
31021,24.56%, 60.61%, 36.06%,-, 2.15%,3.3299999999999983%,9a085b
31023,42.06%, 68.91%, 26.85%,-, 2.82%,4.240000000000009%,af0a44
31025,24.20%, 59.77%, 35.56%,-, 3.59%,4.6699999999999875%,980b5a
31027,45.14%, 70.02%, 24.88%,-, 3.28%,5.1000000000000085%,b20d3f
31029,63.95%, 80.27%, 16.32%,-, 2.03%,3.4099999999999966%,cc0829
31031,65.89%, 81.56%, 15.67%,-,-,2.769999999999996%,cf0727
31033,56.45%, 76.61%, 20.16%,-,-,3.230000000000004%,c30833
31035,48.27%, 72.35%, 24.07%,-, 2.67%,3.5800000000000125%,b8093d
31037,44.49%, 70.53%, 26.03%,-, 2.17%,3.4399999999999977%,b30842
31039,56.35%, 76.68%, 20.33%,-, 2.16%,2.989999999999995%,c30733
31041,60.38%, 78.41%, 18.03%,-, 2.59%,3.5600000000000023%,c7092d
31043,7.00%, 51.46%, 44.46%,-, 2.33%,4.079999999999998%,830a71
31045,47.67%, 70.39%, 22.73%,-, 5.85%,6.8799999999999955%,b31139
31047,50.23%, 73.41%, 23.18%,-,-,3.4099999999999966%,bb083b
31049,55.18%, 75.80%, 20.62%,-, 2.61%,3.5799999999999983%,c10934
31051,36.32%, 65.69%, 29.37%,-, 2.15%,4.939999999999998%,a70c4a
31053,26.60%, 61.30%, 34.69%,-, 3.06%,4.010000000000005%,9c0a58
31055,15.11%, 55.16%, 40.05%,-, 3.88%,4.790000000000006%,8c0c66
31057,61.52%, 79.23%, 17.71%,-,-,3.0600000000000023%,ca072d
31059,39.23%, 67.51%, 28.29%,-, 3.44%,4.199999999999989%,ac0a48
31061,46.52%, 71.70%, 25.18%,-, 2.16%,3.1200000000000045%,b60740
31063,61.59%, 79.11%, 17.52%,-,-,3.3700000000000045%,c9082c
31065,54.09%, 76.06%, 21.97%,-,-,1.9699999999999989%,c10538
31067,21.27%, 58.26%, 36.99%,-, 3.73%,4.75%,940c5e
31069,62.35%, 79.00%, 16.65%,-, 3.12%,4.349999999999994%,c90b2a
31071,53.58%, 74.56%, 20.98%,-, 3.43%,4.459999999999994%,be0b35
31073,52.17%, 74.65%, 22.49%,-,-,2.8599999999999994%,be0739
31075,71.43%, 84.16%, 12.73%,-, 2.60%,3.1099999999999994%,d60720
31077,32.29%, 64.05%, 31.76%,-, 2.82%,4.189999999999998%,a30a50
31079,31.55%, 63.64%, 32.09%,-, 3.21%,4.269999999999996%,a20a51
31081,48.65%, 72.39%, 23.74%,-, 3.14%,3.8700000000000045%,b8093c
31083,49.68%, 73.33%, 23.65%,-,-,3.0200000000000102%,ba073c
31085,73.56%, 85.11%, 11.56%,-,-,3.3299999999999983%,d9081d
31087,55.00%, 76.08%, 21.08%,-,-,2.8400000000000034%,c20735
31089,62.67%, 79.73%, 17.06%,-,-,3.2099999999999937%,cb082b
31091,59.41%, 77.51%, 18.09%,-, 3.18%,4.3999999999999915%,c50b2e
31093,28.48%, 62.26%, 33.78%,-, 2.51%,3.960000000000008%,9e0a56
31095,25.73%, 61.11%, 35.38%,-, 2.65%,3.509999999999991%,9b085a
31097,19.70%, 57.29%, 37.59%,-, 3.50%,5.1200000000000045%,920d5f
31099,52.95%, 74.73%, 21.78%,-, 2.40%,3.489999999999995%,be0837
31101,56.51%, 76.72%, 20.21%,-,-,3.069999999999993%,c30733
31103,67.06%, 82.26%, 15.20%,-,-,2.539999999999992%,d10626
31105,54.95%, 75.77%, 20.82%,-, 2.25%,3.4099999999999966%,c10835
31107,43.92%, 69.98%, 26.07%,-, 2.77%,3.9499999999999886%,b20a42
31109,10.14%, 51.82%, 41.68%,-, 5.77%,6.5%,84106a
31111,26.56%, 61.00%, 34.44%,-, 3.32%,4.560000000000002%,9b0b57
31113,66.99%, 81.55%, 14.56%,-, 2.67%,3.8900000000000006%,cf0925
31115,52.91%, 75.13%, 22.22%,-,-,2.6500000000000057%,bf0638
31117,65.12%, 81.06%, 15.95%,-,-,2.989999999999995%,ce0728
31119,53.40%, 74.97%, 21.57%,-, 2.26%,3.460000000000008%,bf0837
31121,45.87%, 71.26%, 25.39%,-, 2.51%,3.3499999999999943%,b50840
31123,53.18%, 74.70%, 21.52%,-, 2.15%,3.780000000000001%,be0936
31125,36.52%, 66.37%, 29.85%,-, 2.76%,3.780000000000001%,a9094c
31127,33.07%, 64.62%, 31.55%,-, 2.79%,3.8299999999999983%,a40950
31129,43.27%, 69.63%, 26.36%,-, 2.70%,4.010000000000005%,b10a43
31131,29.57%, 62.71%, 33.14%,-, 3.27%,4.150000000000006%,9f0a54
31133,27.32%, 61.69%, 34.36%,-, 2.50%,3.950000000000003%,9d0a57
31135,63.84%, 80.58%, 16.74%,-, 2.13%,2.680000000000007%,cd062a
31137,57.08%, 77.26%, 20.19%,-,-,2.549999999999997%,c50633
31139,61.22%, 78.99%, 17.77%,-,-,3.240000000000009%,c9082d
31141,56.37%, 76.69%, 20.31%,-, 2.07%,3.0%,c30733
31143,50.33%, 73.67%, 23.34%,-,-,2.989999999999995%,bb073b
31145,49.59%, 73.23%, 23.64%,-, 2.05%,3.1299999999999955%,ba073c
31147,29.90%, 63.20%, 33.30%,-,-,3.5%,a10854
31149,65.32%, 81.10%, 15.77%,-,-,3.1300000000000097%,ce0728
31151,5.05%, 50.17%, 45.11%,-, 3.63%,4.719999999999999%,7f0c73
31153,31.68%, 64.00%, 32.33%,-, 2.89%,3.6700000000000017%,a30952
31155,31.80%, 63.77%, 31.98%,-, 3.11%,4.25%,a20a51
31157,39.45%, 67.90%, 28.45%,-, 2.89%,3.6499999999999915%,ad0948
31159,31.46%, 63.53%, 32.07%,-, 3.49%,4.400000000000006%,a20b51
31161,66.50%, 81.72%, 15.22%,-, 2.10%,3.0600000000000023%,d00726
31163,29.79%, 62.87%, 33.08%,-, 2.82%,4.050000000000011%,a00a54
31165,70.61%, 83.64%, 13.03%,-, 2.39%,3.3299999999999983%,d50821
31167,56.11%, 76.23%, 20.11%,-, 2.13%,3.6599999999999966%,c20933
31169,42.42%, 69.73%, 27.31%,-, 2.16%,2.9599999999999937%,b10745
31171,69.37%, 83.29%, 13.92%,-, 2.28%,2.789999999999992%,d40723
31173,5.57%, 49.95%, 44.38%,-, 2.69%,5.6699999999999875%,7f0e71
31175,45.38%, 71.14%, 25.76%,-,-,3.0999999999999943%,b50741
31177,37.19%, 66.75%, 29.56%,-, 2.71%,3.6899999999999977%,aa094b
31179,45.00%, 70.41%, 25.41%,-, 3.02%,4.180000000000007%,b30a40
31181,36.92%, 66.94%, 30.03%,-, 2.47%,3.030000000000001%,aa074c
31183,58.72%, 77.48%, 18.76%,-, 2.43%,3.759999999999991%,c5092f
31185,52.77%, 74.55%, 21.78%,-, 2.49%,3.6700000000000017%,be0937
32001,45.86%, 70.69%, 24.83%,-, 2.14%,4.480000000000004%,b40b3f
32003,6.59%, 44.72%, 51.31%,-, 2.08%,3.969999999999999%,720a82
32005,29.80%, 62.27%, 32.47%,-, 3.30%,5.259999999999991%,9e0d52
32007,59.82%, 77.75%, 17.93%,-,-,4.319999999999993%,c60b2d
32009,44.20%, 67.82%, 23.63%,-, 2.85%,8.550000000000011%,ac153c
32011,57.59%, 75.51%, 17.92%,-,-,6.569999999999993%,c0102d
32013,49.90%, 72.33%, 22.43%,-, 2.72%,5.240000000000009%,b80d39
32015,57.76%, 76.40%, 18.64%,-,-,4.959999999999994%,c20c2f
32017,46.57%, 70.14%, 23.57%,-, 2.04%,6.289999999999992%,b2103c
32019,27.64%, 60.62%, 32.98%,-, 3.19%,6.400000000000006%,9a1054
32021,13.56%, 53.51%, 39.95%,-, 3.53%,6.539999999999992%,881065
32023,19.53%, 56.68%, 37.15%,-, 2.73%,6.170000000000002%,900f5e
32027,41.34%, 67.76%, 26.42%,-, 2.55%,5.819999999999993%,ac0e43
32029,19.35%, 56.40%, 37.04%,-, 4.39%,6.560000000000002%,8f105e
32031,9.44%, 52.04%, 42.60%,-, 3.44%,5.359999999999999%,840d6c
32033,32.88%, 63.05%, 30.17%,-, 2.43%,6.780000000000001%,a0114c
32510,19.18%, 56.98%, 37.81%,-, 3.11%,5.210000000000008%,910d60
33001,15.23%, 55.23%, 40.00%,-, 3.65%,4.77000000000001%,8c0c66
33003,11.50%, 52.75%, 41.26%,-, 4.55%,5.990000000000009%,860f69
33005,10.75%, 41.30%, 52.05%,-, 5.24%,6.650000000000006%,691084
33007,5.20%, 50.20%, 45.00%,-, 3.17%,4.799999999999997%,800c72
33009,0.60%, 46.71%, 47.31%,-, 4.60%,5.97999999999999%,770f78
33011,1.82%, 48.65%, 46.83%,-, 3.30%,4.52000000000001%,7c0b77
33013,0.93%, 47.15%, 48.08%,-, 3.68%,4.77000000000001%,780c7a
33015,3.15%, 49.09%, 45.93%,-, 3.89%,4.97999999999999%,7d0c75
33017,8.69%, 42.73%, 51.42%,-, 4.60%,5.849999999999994%,6c0e83
33019,5.79%, 49.84%, 44.05%,-, 4.53%,6.109999999999999%,7f0f70
34001,18.98%, 39.07%, 58.04%,-, 2.40%,2.8900000000000006%,630794
34003,13.62%, 41.65%, 55.27%,-, 2.64%,3.0799999999999983%,6a078c
34005,15.35%, 40.70%, 56.05%,-, 2.76%,3.25%,67088e
34007,32.87%, 31.73%, 64.60%,-, 3.11%,3.6700000000000017%,5009a4
34009,3.37%, 49.99%, 46.62%,-, 2.71%,3.3900000000000006%,7f0876
34011,19.12%, 38.78%, 57.90%,-, 2.06%,3.319999999999993%,620893
34013,45.71%, 25.75%, 71.47%,-, 2.17%,2.780000000000001%,4107b6
34015,17.50%, 39.44%, 56.94%,-, 2.98%,3.6200000000000045%,640991
34017,44.46%, 26.17%, 70.63%,-, 2.65%,3.200000000000003%,4208b4
34019,19.17%, 57.05%, 37.88%,-, 4.36%,5.069999999999993%,910c60
34021,26.99%, 34.43%, 61.42%,-, 3.36%,4.150000000000006%,570a9c
34023,23.74%, 36.14%, 59.88%,-, 3.45%,3.9799999999999898%,5c0a98
34025,4.65%, 45.51%, 50.15%,-, 3.46%,4.340000000000003%,740b7f
34027,11.15%, 53.78%, 42.63%,-, 3.07%,3.5900000000000034%,89096c
34029,1.65%, 48.84%, 47.18%,-, 3.40%,3.9799999999999898%,7c0a78
34031,18.70%, 38.99%, 57.69%,-, 2.40%,3.319999999999993%,630893
34033,5.42%, 45.44%, 50.86%,-, 2.65%,3.700000000000003%,730981
34035,2.90%, 49.61%, 46.71%,-, 3.14%,3.680000000000007%,7e0977
34037,20.74%, 57.88%, 37.14%,-, 4.17%,4.97999999999999%,930c5e
34039,23.31%, 36.78%, 60.10%,-, 2.65%,3.1200000000000045%,5d0799
34041,13.80%, 54.34%, 40.55%,-, 4.43%,5.109999999999999%,8a0d67
35001,2.06%, 46.62%, 48.68%,-, 4.05%,4.700000000000003%,760b7c
35003,53.77%, 74.40%, 20.63%,-, 3.33%,4.969999999999999%,bd0c34
35005,27.76%, 62.69%, 34.93%,-,-,2.3799999999999955%,9f0659
35006,19.40%, 38.83%, 58.23%,-, 2.31%,2.9399999999999977%,630794
35007,0.97%, 47.61%, 48.58%,-, 2.98%,3.8100000000000023%,79097b
35009,40.35%, 69.35%, 29.00%,-,-,1.6500000000000057%,b00449
35011,26.78%, 62.32%, 35.54%,-,-,2.1400000000000006%,9e055a
35013,5.68%, 45.58%, 51.26%,-, 2.48%,3.1599999999999966%,740882
35015,18.14%, 58.10%, 39.96%,-,-,1.9399999999999977%,940465
35017,6.33%, 44.13%, 50.47%,-, 4.71%,5.400000000000006%,700d80
35019,31.98%, 33.19%, 65.17%,-,-,1.6400000000000006%,5404a6
35021,25.63%, 61.72%, 36.09%,-,-,2.1899999999999977%,9d055c
35023,6.27%, 52.02%, 45.75%,-,-,2.2299999999999898%,840574
35025,44.21%, 71.25%, 27.04%,-,-,1.710000000000008%,b50444
35027,35.90%, 65.83%, 29.93%,-, 2.48%,4.240000000000009%,a70a4c
35028,14.43%, 55.03%, 40.60%,-, 3.22%,4.3700000000000045%,8c0b67
35029,6.35%, 51.35%, 44.99%,-, 2.81%,3.6599999999999966%,820972
35031,32.82%, 31.93%, 64.75%,-, 2.47%,3.319999999999993%,5108a5
35033,35.97%, 30.49%, 66.45%,-, 2.24%,3.0600000000000023%,4d07a9
35035,29.58%, 63.31%, 33.73%,-, 2.09%,2.960000000000008%,a10756
35037,21.36%, 59.63%, 38.27%,-,-,2.0999999999999943%,980561
35039,38.64%, 28.89%, 67.53%,-, 3.12%,3.5799999999999983%,4909ac
35041,35.39%, 66.57%, 31.18%,-,-,2.25%,a9054f
35043,1.65%, 48.57%, 46.92%,-, 3.81%,4.509999999999991%,7b0b77
35045,27.28%, 61.85%, 34.57%,-, 2.66%,3.5799999999999983%,9d0958
35047,47.21%, 24.18%, 71.39%,-, 3.76%,4.430000000000007%,3d0bb6
35049,36.47%, 28.25%, 64.72%,-, 6.50%,7.030000000000001%,4811a5
35051,22.50%, 59.33%, 36.83%,-, 2.88%,3.8400000000000034%,97095d
35053,1.77%, 46.48%, 48.26%,-, 4.09%,5.260000000000005%,760d7b
35055,39.42%, 25.19%, 64.61%,-, 9.77%,10.200000000000003%,401aa4
35057,20.63%, 58.29%, 37.66%,-, 3.29%,4.050000000000011%,940a60
35059,46.55%, 72.31%, 25.75%,-,-,1.9399999999999977%,b80441
35061,4.60%, 50.54%, 45.93%,-, 2.88%,3.530000000000001%,800975
36001,26.77%, 33.53%, 60.30%,-, 5.08%,6.170000000000002%,550f99
36003,27.29%, 61.19%, 33.90%,-, 3.52%,4.909999999999997%,9c0c56
36005,74.52%, 11.77%, 86.28%,-,-,1.9500000000000028%,1e04dc
36007,9.69%, 42.43%, 52.11%,-, 4.39%,5.460000000000008%,6c0d84
36009,13.54%, 54.49%, 40.96%,-, 3.24%,4.549999999999997%,8a0b68
36011,6.01%, 44.11%, 50.12%,-, 4.26%,5.77000000000001%,700e7f
36013,3.49%, 49.49%, 46.01%,-, 3.22%,4.5%,7e0b75
36015,3.59%, 49.80%, 46.21%,-, 3.17%,3.990000000000009%,7e0a75
36017,4.55%, 49.55%, 45.00%,-, 4.29%,5.450000000000003%,7e0d72
36019,7.42%, 43.44%, 50.86%,-, 3.94%,5.700000000000003%,6e0e81
36021,1.17%, 45.83%, 47.00%,-, 5.95%,7.170000000000002%,741277
36023,0.80%, 47.56%, 46.76%,-, 4.55%,5.680000000000007%,790e77
36025,10.96%, 52.84%, 41.88%,-, 4.13%,5.280000000000001%,860d6a
36027,0.25%, 47.12%, 46.87%,-, 4.97%,6.010000000000005%,780f77
36029,18.84%, 37.72%, 56.56%,-, 4.28%,5.719999999999999%,600e90
36031,4.99%, 49.18%, 44.19%,-, 4.73%,6.6299999999999955%,7d1070
36033,7.03%, 43.80%, 50.83%,-, 3.77%,5.3700000000000045%,6f0d81
36035,9.78%, 52.75%, 42.97%,-, 3.08%,4.280000000000001%,860a6d
36037,16.37%, 55.45%, 39.08%,-, 3.54%,5.469999999999999%,8d0d63
36039,13.52%, 53.72%, 40.20%,-, 4.38%,6.079999999999998%,880f66
36041,34.60%, 64.86%, 30.26%,-, 3.61%,4.8799999999999955%,a50c4d
36043,6.94%, 51.06%, 44.12%,-, 3.50%,4.819999999999993%,820c70
36045,3.82%, 49.95%, 46.12%,-, 2.83%,3.930000000000007%,7f0a75
36047,64.95%, 15.65%, 80.60%,-, 3.25%,3.75%,2709cd
36049,16.19%, 55.83%, 39.64%,-, 2.96%,4.530000000000001%,8e0b65
36051,17.51%, 56.00%, 38.48%,-, 3.87%,5.52000000000001%,8e0e62
36053,10.09%, 52.45%, 42.36%,-, 3.85%,5.189999999999998%,850d6c
36055,6.44%, 44.45%, 50.89%,-, 3.62%,4.659999999999997%,710b81
36057,2.33%, 46.93%, 49.25%,-, 2.34%,3.819999999999993%,77097d
36059,19.51%, 38.46%, 57.96%,-, 2.50%,3.5799999999999983%,620993
36061,65.22%, 14.38%, 79.60%,-, 5.46%,6.02000000000001%,240fca
36063,7.32%, 43.91%, 51.23%,-, 3.49%,4.860000000000014%,6f0c82
36065,3.82%, 49.58%, 45.76%,-, 3.29%,4.659999999999997%,7e0b74
36067,12.87%, 41.09%, 53.97%,-, 3.77%,4.939999999999998%,680c89
36069,8.98%, 51.98%, 43.01%,-, 3.90%,5.010000000000005%,840c6d
36071,3.70%, 49.66%, 45.96%,-, 3.31%,4.3799999999999955%,7e0b75
36073,20.27%, 58.08%, 37.81%,-, 2.99%,4.109999999999999%,940a60
36075,0.81%, 47.96%, 47.15%,-, 3.50%,4.890000000000001%,7a0c78
36077,2.99%, 48.19%, 45.19%,-, 5.60%,6.6200000000000045%,7a1073
36079,7.82%, 51.35%, 43.53%,-, 4.07%,5.1200000000000045%,820d6f
36081,53.04%, 21.95%, 75.00%,-, 2.47%,3.049999999999997%,3707bf
36083,7.67%, 43.20%, 50.86%,-, 4.81%,5.939999999999998%,6e0f81
36085,6.98%, 44.96%, 51.94%,-, 2.50%,3.0999999999999943%,720784
36087,17.20%, 39.51%, 56.72%,-, 2.86%,3.7700000000000102%,640990
36089,12.41%, 41.34%, 53.75%,-, 3.74%,4.909999999999997%,690c89
36091,3.43%, 49.05%, 45.61%,-, 4.36%,5.340000000000003%,7d0d74
36093,11.31%, 41.76%, 53.07%,-, 4.11%,5.170000000000002%,6a0d87
36095,15.26%, 55.03%, 39.77%,-, 4.07%,5.199999999999989%,8c0d65
36097,13.25%, 53.73%, 40.49%,-, 4.53%,5.780000000000001%,890e67
36099,0.75%, 46.97%, 47.71%,-, 3.91%,5.319999999999993%,770d79
36101,23.67%, 59.66%, 35.99%,-, 3.08%,4.349999999999994%,980b5b
36103,11.38%, 41.99%, 53.37%,-, 3.16%,4.640000000000001%,6b0b88
36105,5.77%, 44.53%, 50.29%,-, 4.05%,5.180000000000007%,710d80
36107,13.67%, 54.50%, 40.83%,-, 3.77%,4.670000000000002%,8a0b68
36109,21.11%, 33.33%, 54.44%,-, 11.35%,12.230000000000004%,541f8a
36111,6.03%, 42.75%, 48.78%,-, 7.33%,8.469999999999999%,6d157c
36113,9.78%, 52.38%, 42.60%,-, 4.11%,5.019999999999996%,850c6c
36115,12.55%, 53.47%, 40.93%,-, 4.23%,5.599999999999994%,880e68
36117,17.54%, 56.62%, 39.07%,-, 3.14%,4.310000000000002%,900a63
36119,21.18%, 37.46%, 58.63%,-, 3.12%,3.9099999999999966%,5f0995
36121,27.28%, 61.30%, 34.02%,-, 3.11%,4.680000000000007%,9c0b56
36123,15.94%, 55.32%, 39.39%,-, 3.84%,5.289999999999992%,8d0d64
37001,25.16%, 62.23%, 37.08%,-,-,0.6899999999999977%,9e015e
37003,37.62%, 68.50%, 30.88%,-,-,0.6200000000000045%,ae014e
37005,18.92%, 58.68%, 39.76%,-,-,1.5600000000000023%,950365
37007,20.43%, 39.59%, 60.01%,-,-,0.4000000000000057%,640199
37009,21.47%, 60.35%, 38.88%,-,-,0.769999999999996%,990163
37011,48.85%, 74.04%, 25.19%,-,-,0.769999999999996%,bc0140
37013,22.51%, 60.83%, 38.32%,-,-,0.8499999999999943%,9b0261
37015,30.27%, 34.67%, 64.94%,-,-,0.39000000000000057%,5800a5
37017,8.36%, 45.63%, 53.99%,-,-,0.37999999999999545%,740089
37019,8.01%, 53.49%, 45.49%,-,-,1.019999999999996%,880273
37021,8.84%, 53.93%, 45.09%,-,-,0.9799999999999898%,890272
37023,21.34%, 60.23%, 38.89%,-,-,0.8799999999999955%,990263
37025,33.25%, 66.23%, 32.98%,-,-,0.789999999999992%,a80254
37027,33.50%, 66.39%, 32.89%,-,-,0.7199999999999989%,a90153
37029,15.58%, 57.51%, 41.93%,-,-,0.5600000000000023%,92016a
37031,32.28%, 65.69%, 33.40%,-,-,0.9099999999999966%,a70255
37033,2.13%, 50.70%, 48.58%,-,-,0.7199999999999989%,81017b
37035,35.40%, 67.36%, 31.95%,-,-,0.6899999999999977%,ab0151
37037,1.02%, 48.96%, 49.98%,-,-,1.0600000000000023%,7c027f
37039,31.69%, 65.17%, 33.48%,-,-,1.3499999999999943%,a60355
37041,0.31%, 49.39%, 49.69%,-,-,0.9200000000000017%,7d027e
37043,27.39%, 62.72%, 35.33%,-,-,1.9500000000000028%,9f045a
37045,17.13%, 58.22%, 41.09%,-,-,0.6899999999999977%,940168
37047,8.92%, 45.28%, 54.20%,-,-,0.519999999999996%,73018a
37049,22.76%, 60.95%, 38.18%,-,-,0.8700000000000045%,9b0261
37051,0.64%, 49.42%, 50.07%,-,-,0.5099999999999909%,7e017f
37053,22.26%, 60.77%, 38.51%,-,-,0.7199999999999989%,9a0162
37055,13.17%, 56.15%, 42.99%,-,-,0.8599999999999994%,8f026d
37057,36.87%, 67.99%, 31.12%,-,-,0.8900000000000006%,ad024f
37059,46.67%, 72.75%, 26.08%,-,-,1.1700000000000017%,b90242
37061,9.49%, 54.48%, 45.00%,-,-,0.5200000000000102%,8a0172
37063,28.08%, 35.64%, 63.72%,-,-,0.6400000000000006%,5a01a2
37065,24.61%, 37.56%, 62.16%,-,-,0.28000000000000114%,5f009e
37067,12.60%, 55.98%, 43.37%,-,-,0.6500000000000057%,8e016e
37069,6.52%, 52.96%, 46.44%,-,-,0.5999999999999943%,870176
37071,34.09%, 66.67%, 32.58%,-,-,0.75%,aa0153
37073,13.46%, 42.95%, 56.41%,-,-,0.6400000000000006%,6d018f
37075,38.62%, 68.55%, 29.93%,-,-,1.5200000000000102%,ae034c
37077,2.43%, 48.47%, 50.90%,-,-,0.6299999999999955%,7b0181
37079,14.91%, 57.12%, 42.21%,-,-,0.6700000000000017%,91016b
37081,2.17%, 50.76%, 48.59%,-,-,0.6500000000000057%,81017b
37083,20.77%, 39.47%, 60.24%,-,-,0.28999999999999204%,640099
37085,23.20%, 61.08%, 37.88%,-,-,1.039999999999992%,9b0260
37087,10.44%, 54.41%, 43.97%,-,-,1.6200000000000045%,8a0470
37089,34.00%, 66.54%, 32.54%,-,-,0.9199999999999875%,a90252
37091,39.28%, 30.16%, 69.44%,-,-,0.4000000000000057%,4c01b1
37093,18.39%, 40.07%, 58.46%,-,-,1.4699999999999989%,660395
