id,margin,coolidge,davis,other,lafollette,hex_color
19021,14.31%, 52.38%, 9.39%,38.23%, 38.08%,856117
19023,29.64%, 59.57%, 10.39%,30.04%, 29.93%,974c1a
19025,17.66%, 53.21%, 10.77%,36.019999999999996%, 35.55%,875b1b
19027,4.93%, 41.06%, 22.80%,36.14%, 36.13%,685c3a
19029,50.83%, 68.70%, 13.20%,18.11%, 17.87%,af2e21
19031,40.91%, 60.74%, 19.41%,19.86%, 19.83%,9a3231
19033,27.26%, 58.85%, 9.41%,31.74%, 31.59%,965017
19035,19.56%, 52.29%, 14.59%,33.12%, 32.73%,855425
19037,16.71%, 46.50%, 23.63%,29.880000000000003%, 29.78%,764c3c
19039,20.36%, 52.48%, 15.27%,32.25%, 32.11%,855226
19041,29.13%, 60.95%, 6.49%,32.56%, 31.82%,9b5310
19043,1.45%, 41.48%, 15.48%,43.04%, 42.93%,696d27
19045,24.88%, 52.68%, 19.38%,27.95%, 27.80%,864731
19047,9.51%, 36.26%, 15.79%,45.88%, 45.77%,5c7428
19049,33.14%, 61.97%, 9.09%,28.94%, 28.84%,9e4917
19051,17.42%, 48.76%, 31.33%,19.91%, 19.86%,7c324f
19053,19.08%, 47.13%, 24.77%,28.11%, 28.05%,78473f
19055,44.43%, 64.68%, 15.01%,20.32%, 20.25%,a43326
19057,26.11%, 53.98%, 17.66%,28.35%, 27.87%,89482d
19059,43.50%, 66.18%, 9.70%,24.12%, 22.69%,a83d18
19061,9.06%, 32.77%, 22.63%,41.96%, 41.83%,536a39
19063,14.62%, 53.26%, 7.91%,38.83%, 38.64%,876314
19065,11.26%, 50.21%, 10.69%,39.1%, 38.95%,80631b
19067,39.03%, 66.00%, 6.97%,27.04%, 26.97%,a84411
19069,26.07%, 58.74%, 6.90%,34.36%, 32.67%,955711
19071,12.66%, 53.24%, 40.58%,6.1899999999999995%, 6.14%,870f67
19073,45.03%, 66.76%, 11.47%,21.77%, 21.73%,aa371d
19075,26.48%, 57.84%, 10.71%,31.45%, 31.36%,93501b
19077,31.84%, 60.06%, 11.69%,28.25%, 28.22%,99481d
19079,28.33%, 60.74%, 6.76%,32.5%, 32.40%,9a5211
19081,29.56%, 59.62%, 10.30%,30.08%, 30.06%,984c1a
19083,28.14%, 59.51%, 8.00%,32.480000000000004%, 31.37%,975214
19085,18.97%, 51.01%, 32.03%,16.96%, 16.87%,822b51
19087,42.80%, 62.17%, 18.42%,19.41%, 19.37%,9e312e
19089,20.84%, 47.67%, 26.83%,25.51%, 25.44%,794144
19091,27.28%, 59.71%, 7.78%,32.51%, 32.43%,985213
19093,1.65%, 43.46%, 14.64%,41.900000000000006%, 41.81%,6e6a25
19095,25.49%, 51.91%, 21.33%,26.770000000000003%, 26.42%,844436
19097,22.21%, 50.20%, 27.99%,21.82%, 20.89%,803747
19099,24.24%, 56.81%, 10.50%,32.69%, 32.57%,90531a
19101,42.21%, 61.61%, 18.94%,19.45%, 19.40%,9d3130
19103,9.08%, 44.53%, 35.45%,20.01%, 19.80%,71335a
19105,29.20%, 57.14%, 27.94%,14.93%, 14.93%,912647
19107,23.85%, 51.36%, 27.51%,21.13%, 21.06%,823546
19109,2.79%, 43.51%, 15.65%,40.83%, 40.72%,6e6827
19111,27.73%, 54.41%, 26.68%,18.91%, 18.76%,8a3044
19113,46.23%, 64.49%, 17.13%,18.380000000000003%, 18.26%,a42e2b
19115,44.12%, 64.89%, 14.13%,20.97%, 20.77%,a53524
19117,18.54%, 52.64%, 13.19%,34.160000000000004%, 34.10%,865721
19119,1.69%, 43.99%, 10.16%,45.85%, 45.68%,707419
19121,40.97%, 60.80%, 19.83%,19.36%, 19.29%,9b3132
19123,26.56%, 55.11%, 15.87%,29.02%, 28.55%,8c4a28
19125,17.94%, 47.65%, 22.45%,29.900000000000002%, 29.71%,794c39
19127,48.56%, 68.09%, 11.46%,20.46%, 19.53%,ad341d
19129,27.39%, 57.38%, 29.99%,12.63%, 12.46%,92204c
19131,0.55%, 46.93%, 6.49%,46.58%, 46.37%,777610
19133,22.21%, 50.94%, 20.26%,28.79%, 28.73%,814933
19135,19.68%, 50.92%, 17.25%,31.84%, 31.24%,81512b
19137,40.31%, 64.51%, 11.25%,24.24%, 24.20%,a43d1c
19139,47.33%, 64.87%, 16.47%,18.66%, 17.55%,a52f29
19141,27.64%, 58.47%, 10.60%,30.93%, 30.83%,954e1b
19143,11.34%, 50.42%, 10.37%,39.21%, 39.08%,80631a
19145,47.69%, 65.58%, 17.89%,16.529999999999998%, 16.45%,a72a2d
19147,9.25%, 49.49%, 9.97%,40.54%, 40.24%,7e6719
19149,1.94%, 42.09%, 17.76%,40.15%, 40.15%,6b662d
19151,6.21%, 39.65%, 12.80%,47.55%, 45.86%,657920
19153,36.38%, 62.21%, 11.06%,26.74%, 25.83%,9e441c
19155,26.60%, 52.78%, 20.93%,26.3%, 26.18%,864335
19157,24.70%, 53.57%, 17.33%,29.09%, 28.87%,884a2c
19159,38.37%, 60.68%, 17.01%,22.31%, 22.31%,9a382b
19161,31.79%, 60.65%, 10.30%,29.06%, 28.86%,9a4a1a
19163,35.72%, 60.32%, 14.28%,25.400000000000002%, 24.60%,994024
19165,14.09%, 47.96%, 33.88%,18.150000000000002%, 17.71%,7a2e56
19167,28.55%, 58.91%, 10.69%,30.41%, 30.36%,964d1b
19169,39.77%, 63.06%, 11.94%,25.0%, 23.29%,a03f1e
19171,32.00%, 55.27%, 23.27%,21.45%, 21.38%,8c363b
19173,38.32%, 60.95%, 16.30%,22.75%, 22.62%,9b3a29
19175,23.25%, 54.15%, 14.86%,30.99%, 30.90%,8a4f25
19177,40.44%, 60.69%, 20.25%,19.060000000000002%, 18.96%,9a3033
19179,31.58%, 56.96%, 17.54%,25.509999999999998%, 25.38%,91412c
19181,41.15%, 62.08%, 16.89%,21.02%, 20.93%,9e352b
19183,38.02%, 60.31%, 22.30%,17.389999999999997%, 17.31%,992c38
19185,22.50%, 49.97%, 27.47%,22.560000000000002%, 22.35%,7f3946
19187,9.43%, 46.00%, 14.38%,36.64%, 36.56%,755d24
19189,1.01%, 47.27%, 4.35%,48.38%, 48.28%,787b0b
19191,4.14%, 43.96%, 15.98%,40.06%, 39.82%,706628
19193,11.16%, 47.38%, 16.16%,36.46%, 36.22%,785c29
19195,5.90%, 50.97%, 3.92%,45.11%, 45.07%,817309
19197,21.46%, 57.40%, 6.65%,35.94%, 35.94%,925b10
20001,44.94%, 69.94%, 25.00%,5.06%, 5.06%,b20c3f
20003,33.04%, 60.98%, 27.94%,11.07%, 11.07%,9b1c47
20005,41.35%, 63.83%, 22.47%,13.7%, 13.70%,a22239
20007,34.38%, 58.25%, 23.87%,17.88%, 17.88%,942d3c
20009,34.42%, 56.49%, 22.06%,21.45%, 21.45%,903638
20011,15.82%, 48.96%, 33.15%,17.89%, 17.89%,7c2d54
20013,46.16%, 68.94%, 22.78%,8.28%, 8.28%,af153a
20015,29.29%, 57.93%, 28.64%,13.42%, 13.42%,932249
20017,36.56%, 62.61%, 26.05%,11.34%, 11.34%,9f1c42
20019,33.25%, 59.99%, 26.73%,13.28%, 13.28%,982144
20021,23.02%, 52.90%, 29.88%,17.22%, 17.22%,862b4c
20023,22.60%, 50.38%, 21.84%,27.78%, 27.78%,804637
20025,34.13%, 59.16%, 25.03%,15.81%, 15.81%,96283f
20027,39.26%, 62.93%, 23.67%,13.4%, 13.40%,a0223c
20029,42.99%, 62.57%, 17.84%,19.58%, 19.58%,9f312d
20031,33.78%, 62.47%, 28.68%,8.85%, 8.85%,9f1649
20033,35.44%, 60.25%, 24.81%,14.93%, 14.93%,99263f
20035,36.83%, 58.51%, 21.68%,19.81%, 19.81%,953237
20037,19.74%, 50.34%, 19.07%,30.6%, 30.60%,804e30
20039,11.66%, 46.89%, 35.23%,17.88%, 17.88%,772d59
20041,46.83%, 64.58%, 17.67%,17.75%, 17.75%,a42d2d
20043,52.19%, 72.78%, 20.59%,6.63%, 6.63%,b91034
20045,57.29%, 75.25%, 17.96%,6.79%, 6.79%,bf112d
20047,47.95%, 66.98%, 19.03%,13.99%, 13.99%,aa2330
20049,35.22%, 64.26%, 29.04%,6.71%, 6.71%,a3114a
20051,14.89%, 46.37%, 22.15%,31.48%, 31.48%,765038
20053,34.34%, 58.77%, 24.42%,16.81%, 16.81%,952a3e
20055,40.06%, 61.66%, 21.60%,16.74%, 16.74%,9d2a37
20057,31.91%, 57.99%, 26.08%,15.94%, 15.94%,932842
20059,41.12%, 67.05%, 25.94%,7.01%, 7.01%,aa1142
20061,48.43%, 66.34%, 17.91%,15.75%, 15.75%,a9282d
20063,45.38%, 67.77%, 22.38%,9.85%, 9.85%,ac1939
20065,28.29%, 53.78%, 20.74%,25.49%, 25.49%,894034
20067,45.47%, 67.11%, 21.64%,11.26%, 11.26%,ab1c37
20069,30.69%, 59.34%, 28.65%,12.0%, 12.00%,971e49
20071,41.91%, 64.21%, 13.49%,22.3%, 22.30%,a33822
20073,36.55%, 64.02%, 27.47%,8.51%, 8.51%,a31546
20075,25.96%, 52.27%, 26.31%,21.42%, 21.42%,853643
20077,22.40%, 53.25%, 30.85%,15.9%, 15.90%,87284e
20079,36.11%, 58.96%, 22.86%,18.18%, 18.18%,962e3a
20081,43.06%, 65.13%, 22.06%,12.81%, 12.81%,a62038
20083,35.90%, 60.66%, 24.76%,14.57%, 14.57%,9a253f
20085,48.11%, 71.09%, 22.97%,5.94%, 5.94%,b50f3a
20087,51.00%, 72.71%, 21.70%,5.59%, 5.59%,b90e37
20089,37.04%, 64.83%, 27.78%,7.39%, 7.39%,a51246
20091,38.84%, 66.15%, 27.31%,6.54%, 6.54%,a81045
20093,33.18%, 57.57%, 18.04%,24.39%, 24.39%,923e2e
20095,30.11%, 54.33%, 24.22%,21.45%, 21.45%,8a363d
20097,47.43%, 70.08%, 22.65%,7.28%, 7.28%,b21239
20099,30.35%, 55.25%, 24.90%,19.85%, 19.85%,8c323f
20101,35.12%, 59.08%, 23.96%,16.97%, 16.97%,962b3d
20103,46.53%, 68.05%, 21.52%,10.43%, 10.43%,ad1a36
20105,34.86%, 59.41%, 16.04%,24.55%, 24.55%,973e28
20107,27.08%, 57.91%, 30.84%,11.25%, 11.25%,931c4e
20109,44.47%, 63.86%, 19.39%,16.75%, 16.75%,a22a31
20111,32.26%, 57.32%, 25.06%,17.62%, 17.62%,922c3f
20113,46.30%, 65.99%, 19.69%,14.32%, 14.32%,a82432
20115,34.14%, 56.38%, 21.38%,22.24%, 22.24%,8f3836
20117,36.92%, 62.35%, 25.43%,12.22%, 12.22%,9e1f40
20119,42.45%, 66.94%, 24.49%,8.56%, 8.56%,aa153e
20121,36.04%, 61.76%, 25.72%,12.52%, 12.52%,9d1f41
20123,31.98%, 59.79%, 27.80%,12.41%, 12.41%,981f46
20125,40.68%, 65.02%, 24.34%,10.63%, 10.63%,a51b3e
20127,42.92%, 64.70%, 21.78%,13.51%, 13.51%,a42237
20129,31.50%, 55.02%, 23.52%,21.46%, 21.46%,8c363b
20131,33.09%, 60.24%, 27.15%,12.6%, 12.60%,992045
20133,32.56%, 58.70%, 26.14%,15.16%, 15.16%,952642
20135,43.17%, 64.64%, 21.47%,13.89%, 13.89%,a42336
20137,32.40%, 59.33%, 26.93%,13.73%, 13.73%,972344
20139,37.06%, 63.20%, 26.14%,10.66%, 10.66%,a11b42
20141,52.13%, 71.55%, 19.43%,9.02%, 9.02%,b61731
20143,39.46%, 60.25%, 20.79%,18.96%, 18.96%,993035
20145,33.67%, 62.54%, 28.86%,8.6%, 8.60%,9f1549
20147,26.40%, 54.97%, 28.58%,16.45%, 16.45%,8c2948
20149,45.14%, 68.28%, 23.14%,8.57%, 8.57%,ae153b
20151,32.34%, 57.36%, 25.03%,17.61%, 17.61%,922c3f
20153,17.78%, 45.79%, 28.01%,26.2%, 26.20%,744247
20155,42.04%, 65.23%, 23.18%,11.59%, 11.59%,a61d3b
20157,33.57%, 59.96%, 26.40%,13.64%, 13.64%,982243
20159,45.75%, 68.53%, 22.78%,8.69%, 8.69%,ae163a
20161,48.90%, 70.03%, 21.13%,8.84%, 8.84%,b21635
20163,40.88%, 66.02%, 25.14%,8.84%, 8.76%,a81640
20165,31.94%, 57.25%, 25.31%,17.43%, 17.43%,912c40
20167,45.35%, 64.30%, 16.75%,18.95%, 18.95%,a3302a
20169,43.11%, 62.20%, 18.71%,19.09%, 19.09%,9e302f
20171,20.03%, 50.87%, 30.84%,18.3%, 18.30%,812e4e
20173,33.65%, 57.23%, 23.58%,19.18%, 19.18%,91303c
20175,22.31%, 52.00%, 29.69%,18.31%, 18.31%,842e4b
20177,53.92%, 72.21%, 18.29%,9.49%, 9.49%,b8182e
20179,34.84%, 59.11%, 24.27%,16.61%, 16.61%,962a3d
20181,13.37%, 45.89%, 21.60%,32.52%, 32.52%,755237
20183,28.24%, 57.23%, 28.99%,13.78%, 13.78%,912349
20185,47.41%, 68.58%, 21.17%,10.24%, 10.24%,ae1a35
20187,36.41%, 62.44%, 26.03%,11.53%, 11.53%,9f1d42
20189,44.53%, 66.55%, 22.01%,11.44%, 11.44%,a91d38
20191,29.64%, 54.93%, 25.29%,19.79%, 19.79%,8c3240
20193,22.45%, 52.50%, 30.05%,17.44%, 17.44%,852c4c
20195,36.98%, 58.14%, 20.70%,21.16%, 21.16%,943534
20197,47.01%, 65.90%, 15.21%,18.89%, 18.89%,a83026
20199,22.62%, 53.70%, 15.23%,31.08%, 31.08%,884f26
20201,38.37%, 60.98%, 22.62%,16.4%, 16.40%,9b2939
20203,43.56%, 62.68%, 19.12%,18.21%, 18.21%,9f2e30
20205,40.45%, 65.00%, 24.55%,10.45%, 10.45%,a51a3e
20207,36.30%, 63.17%, 26.87%,9.95%, 9.95%,a11944
20209,37.28%, 59.48%, 22.20%,18.32%, 18.32%,972e38
21001,7.53%, 53.40%, 45.86%,0.74%,-,880174
21003,13.70%, 56.52%, 42.83%,0.65%,-,90016d
21005,18.81%, 39.84%, 58.65%,1.52%,-,650395
21007,59.04%, 19.18%, 78.22%,2.61%, 2.03%,3006c7
21009,11.98%, 43.48%, 55.46%,1.06%,-,6e028d
21011,9.64%, 44.90%, 54.55%,0.55%,-,72018b
21013,40.59%, 68.02%, 27.43%,4.55%, 4.22%,ad0b45
21015,23.47%, 36.39%, 59.86%,3.75%, 3.45%,5c0998
21017,4.37%, 47.06%, 51.43%,1.5%,-,780383
21019,18.17%, 55.55%, 37.38%,7.08%, 6.05%,8d125f
21021,8.43%, 43.00%, 51.42%,5.58%, 4.71%,6d0e83
21023,8.54%, 51.67%, 43.13%,5.2%, 3.63%,830d6d
21025,24.60%, 37.59%, 62.19%,0.22%,-,5f009e
21027,8.38%, 53.37%, 44.99%,1.64%,-,880472
21029,29.44%, 33.04%, 62.49%,4.47%, 4.37%,540b9f
21031,37.83%, 68.18%, 30.35%,1.47%,-,ad034d
21033,6.49%, 51.45%, 44.96%,3.59%, 3.05%,830972
21035,58.46%, 19.17%, 77.63%,3.1900000000000004%, 2.66%,3008c5
21037,21.84%, 49.44%, 22.31%,28.25%, 27.60%,7e4838
21039,64.65%, 16.93%, 81.58%,1.49%,-,2b03d0
21041,26.25%, 36.59%, 62.85%,0.56%,-,5d01a0
21043,26.41%, 61.50%, 35.10%,3.4000000000000004%, 3.18%,9c0859
21045,26.73%, 63.03%, 36.30%,0.67%,-,a0015c
21047,4.37%, 51.77%, 47.40%,0.83%,-,840278
21049,17.41%, 40.78%, 58.18%,1.04%,-,670294
21051,50.63%, 74.08%, 23.46%,2.46%, 2.21%,bc063b
21053,58.04%, 78.70%, 20.65%,0.65%,-,c80134
21055,14.98%, 56.75%, 41.77%,1.48%,-,90036a
21057,39.79%, 69.60%, 29.81%,0.58%,-,b1014c
21059,5.43%, 46.67%, 52.10%,1.23%,-,770384
21061,27.09%, 63.54%, 36.46%,0.0%,-,a2005c
21063,46.36%, 26.16%, 72.52%,1.32%,-,4203b8
21065,2.26%, 48.64%, 46.38%,4.98%, 4.41%,7c0c76
21067,5.87%, 52.20%, 46.33%,1.47%,-,850376
21069,0.35%, 49.38%, 49.72%,0.9%,-,7d027e
21071,5.21%, 44.02%, 49.23%,6.76%, 6.56%,70117d
21073,24.35%, 37.15%, 61.50%,1.34%,-,5e039c
21075,56.57%, 20.96%, 77.53%,1.51%,-,3503c5
21077,14.44%, 42.13%, 56.57%,1.29%,-,6b0390
21079,9.82%, 54.63%, 44.81%,0.57%,-,8b0172
21081,14.58%, 39.45%, 54.03%,6.51%, 5.84%,641089
21083,50.82%, 23.22%, 74.04%,2.73%, 2.52%,3b06bc
21085,5.33%, 52.16%, 46.84%,1.0%,-,850277
21087,10.69%, 55.16%, 44.47%,0.37%,-,8c0071
21089,10.89%, 47.30%, 36.41%,16.28%, 15.32%,78295c
21091,0.33%, 48.88%, 48.55%,2.57%, 2.17%,7c067b
21093,21.69%, 38.00%, 59.68%,2.32%, 2.11%,600598
21095,56.79%, 72.94%, 16.15%,10.91%, 9.56%,b91b29
21097,28.42%, 34.98%, 63.40%,1.62%,-,5904a1
21099,2.21%, 48.08%, 50.29%,1.63%,-,7a0480
21101,9.37%, 53.67%, 44.30%,2.04%, 2.04%,880570
21103,31.57%, 33.86%, 65.43%,0.71%,-,5601a6
21105,56.87%, 21.27%, 78.14%,0.59%,-,3601c7
21107,4.83%, 44.64%, 49.47%,5.89%, 5.10%,710f7e
21109,78.45%, 87.96%, 9.50%,2.5399999999999996%, 2.51%,e00618
21111,9.66%, 52.53%, 42.87%,4.6000000000000005%, 4.28%,850b6d
21113,6.84%, 45.00%, 51.85%,0.65%,-,720184
21115,32.02%, 61.67%, 29.65%,8.67%, 8.17%,9d164b
21117,15.19%, 44.33%, 26.03%,29.64%, 29.13%,714b42
21119,43.85%, 27.75%, 71.59%,0.66%,-,4601b6
21121,39.86%, 67.34%, 27.48%,5.18%, 5.18%,ab0d46
21123,18.30%, 40.42%, 58.72%,0.85%,-,670295
21125,36.88%, 66.24%, 29.35%,4.41%, 4.09%,a80b4a
21127,2.01%, 50.16%, 48.15%,1.69%,-,7f047a
21129,0.00%, 49.25%, 49.25%,1.5%,-,7d037d
21131,79.25%, 88.91%, 9.66%,1.43%,-,e20318
21133,21.83%, 54.96%, 33.13%,11.9%, 11.26%,8c1e54
21135,34.40%, 65.13%, 30.73%,4.14%, 3.65%,a60a4e
21137,2.62%, 46.67%, 49.29%,4.04%, 3.82%,770a7d
21139,16.15%, 40.84%, 57.00%,2.16%,-,680591
21141,12.33%, 42.80%, 55.13%,2.07%,-,6d058c
21143,25.72%, 36.33%, 62.06%,1.61%,-,5c049e
21145,8.54%, 40.54%, 49.08%,10.38%, 9.92%,671a7d
21147,57.73%, 74.98%, 17.25%,7.760000000000001%, 7.57%,bf132b
21149,10.03%, 43.61%, 53.64%,2.75%, 2.21%,6f0788
21151,3.70%, 51.26%, 47.56%,1.18%,-,820379
21153,11.04%, 55.25%, 44.20%,0.55%,-,8c0170
21155,21.07%, 38.53%, 59.60%,1.87%,-,620497
21157,38.90%, 29.73%, 68.63%,1.65%,-,4b04af
21159,55.38%, 72.94%, 17.56%,9.5%, 8.97%,b9182c
21161,1.69%, 48.28%, 49.96%,1.76%,-,7b047f
21163,23.55%, 37.43%, 60.98%,1.59%,-,5f049b
21165,31.47%, 33.48%, 64.96%,1.56%,-,5503a5
21167,0.31%, 49.62%, 49.31%,1.08%,-,7e027d
21169,6.89%, 53.15%, 46.26%,0.59%,-,870175
21171,43.44%, 71.18%, 27.74%,1.09%,-,b50246
21173,8.98%, 44.92%, 53.90%,1.17%,-,720289
21175,29.28%, 35.09%, 64.37%,0.54%,-,5901a4
21177,7.94%, 49.76%, 41.82%,8.42%, 8.03%,7e156a
21179,29.57%, 34.56%, 64.13%,1.31%,-,5803a3
21181,24.47%, 37.19%, 61.66%,1.16%,-,5e029d
21183,5.34%, 50.65%, 45.31%,4.050000000000001%, 3.49%,810a73
21185,36.20%, 31.30%, 67.50%,1.21%,-,4f03ac
21187,54.60%, 22.24%, 76.84%,0.93%,-,3802c3
21189,62.28%, 80.38%, 18.11%,1.51%,-,cc032e
21191,2.78%, 49.71%, 46.93%,3.3499999999999996%, 3.26%,7e0877
21193,23.04%, 59.09%, 36.05%,4.87%, 4.64%,960c5b
21195,9.04%, 52.13%, 43.09%,4.7700000000000005%, 4.24%,840c6d
21197,12.73%, 42.87%, 55.60%,1.54%,-,6d038d
21199,31.91%, 62.66%, 30.75%,6.58%, 6.38%,9f104e
21201,15.29%, 41.85%, 57.14%,1.01%,-,6a0291
21203,35.05%, 66.24%, 31.19%,2.56%, 2.56%,a8064f
21205,9.46%, 53.60%, 44.14%,2.2600000000000002%, 2.14%,880570
21207,29.89%, 64.61%, 34.71%,0.68%,-,a40158
21209,23.70%, 37.60%, 61.30%,1.1%,-,5f029c
21211,15.79%, 41.60%, 57.39%,1.01%,-,6a0292
21213,34.56%, 32.08%, 66.63%,1.29%,-,5103a9
21215,15.67%, 41.95%, 57.62%,0.44%,-,6a0192
21217,4.94%, 52.09%, 47.15%,0.76%,-,840178
21219,15.75%, 41.50%, 57.24%,1.26%,-,690391
21221,10.31%, 44.36%, 54.66%,0.98%,-,71028b
21223,66.48%, 16.61%, 83.09%,0.3%,-,2a00d3
21225,30.92%, 32.05%, 62.97%,4.970000000000001%, 4.36%,510ca0
21227,10.74%, 44.12%, 54.85%,1.03%,-,70028b
21229,1.06%, 50.39%, 49.33%,0.29%,-,80007d
21231,9.28%, 54.31%, 45.04%,0.65%,-,8a0172
21233,4.78%, 47.08%, 51.86%,1.07%,-,780284
21235,47.89%, 68.38%, 20.49%,11.13%, 10.58%,ae1c34
21237,31.87%, 33.72%, 65.59%,0.7%,-,5501a7
21239,8.33%, 45.69%, 54.02%,0.28%,-,740089
22001,34.53%, 30.20%, 64.73%,0.0%,-,4d00a5
22003,42.33%, 28.83%, 71.17%,0.0%,-,4900b5
22005,42.05%, 28.97%, 71.03%,0.0%,-,4900b5
22007,32.67%, 66.34%, 33.66%,0.0%,-,a90055
22009,52.57%, 23.72%, 76.28%,0.0%,-,3c00c2
22011,66.99%, 16.47%, 83.46%,0.07%,-,2900d4
22013,83.77%, 7.94%, 91.71%,0.36%,-,1400e9
22015,85.52%, 5.84%, 91.36%,0.0%,-,0e00e8
22017,57.68%, 17.73%, 75.41%,0.0%,-,2d00c0
22019,37.34%, 30.88%, 68.22%,0.9%,-,4e02ad
22021,69.79%, 14.72%, 84.51%,0.76%,-,2501d7
22023,89.28%, 5.36%, 94.64%,0.0%,-,0d00f1
22025,47.30%, 26.35%, 73.65%,0.0%,-,4300bb
22027,91.73%, 4.13%, 95.87%,0.0%,-,0a00f4
22029,74.79%, 12.60%, 87.40%,0.0%,-,2000de
22031,80.63%, 9.25%, 89.88%,0.86%,-,1702e5
22033,63.44%, 18.00%, 81.44%,0.56%,-,2d01cf
22035,59.20%, 20.40%, 79.60%,0.0%,-,3400ca
22037,90.55%, 4.73%, 95.27%,0.0%,-,0c00f2
22039,59.45%, 20.21%, 79.66%,0.13%,-,3300cb
22041,65.54%, 17.23%, 82.77%,0.0%,-,2b00d3
22043,56.17%, 21.92%, 78.08%,0.0%,-,3700c7
22045,4.30%, 47.85%, 52.15%,0.0%,-,7a0084
22047,17.30%, 40.99%, 58.28%,0.73%,-,680194
22049,77.14%, 11.43%, 88.57%,0.0%,-,1d00e1
22051,62.85%, 13.61%, 76.46%,0.0%,-,2200c2
22053,4.85%, 47.58%, 52.42%,0.0%,-,790085
22055,24.39%, 28.97%, 53.36%,0.0%,-,490088
22057,5.20%, 47.40%, 52.60%,0.0%,-,780086
22059,62.21%, 17.93%, 80.14%,1.93%,-,2d04cc
22061,72.73%, 13.46%, 86.19%,0.34%,-,2200db
22063,71.32%, 14.34%, 85.66%,0.0%,-,2400da
22065,90.94%, 4.53%, 95.47%,0.0%,-,0b00f3
22067,61.00%, 19.50%, 80.50%,0.0%,-,3100cd
22069,69.24%, 14.86%, 84.10%,1.04%,-,2502d6
22071,62.61%, 16.46%, 79.06%,0.0%,-,2900c9
22073,50.38%, 22.77%, 73.15%,0.0%,-,3a00ba
22075,54.82%, 20.84%, 75.66%,0.0%,-,3500c0
22077,42.23%, 27.65%, 69.89%,0.0%,-,4600b2
22079,34.56%, 31.06%, 65.62%,0.0%,-,4f00a7
22081,84.23%, 5.26%, 89.49%,0.0%,-,0d00e4
22083,70.78%, 14.61%, 85.39%,0.0%,-,2500d9
22085,68.35%, 15.47%, 83.82%,0.71%,-,2701d5
22087,95.18%, 2.41%, 97.59%,0.0%,-,0600f8
22089,57.42%, 21.29%, 78.71%,0.0%,-,3600c8
22091,82.27%, 8.87%, 91.13%,0.0%,-,1600e8
22093,37.61%, 31.03%, 68.64%,0.33%,-,4f00af
22095,26.79%, 36.60%, 63.40%,0.0%,-,5d00a1
22097,58.27%, 20.86%, 79.14%,0.0%,-,3500c9
22099,44.05%, 26.22%, 70.27%,0.0%,-,4200b3
22101,0.46%, 48.69%, 49.15%,0.0%,-,7c007d
22103,53.39%, 20.52%, 73.91%,0.0%,-,3400bc
22105,54.49%, 22.76%, 77.24%,0.0%,-,3a00c4
22107,88.30%, 5.85%, 94.15%,0.0%,-,0e00f0
22109,7.47%, 46.27%, 53.73%,0.0%,-,750089
22111,98.30%,-, 99.09%,0.91%,-,0002fc
22113,17.95%, 41.03%, 58.97%,0.0%,-,680096
22115,79.51%, 9.18%, 88.69%,0.0%,-,1700e2
22117,66.16%, 10.87%, 77.64%,0.0%,-,1b00c5
22119,84.90%, 5.03%, 89.93%,0.0%,-,0c00e5
22121,30.56%, 28.40%, 58.95%,0.0%,-,480096
22123,65.39%, 16.23%, 81.62%,0.0%,-,2900d0
22125,91.71%, 4.14%, 95.86%,0.0%,-,0a00f4
22127,73.83%, 13.09%, 86.91%,0.0%,-,2100dd
23001,30.56%, 59.80%, 29.24%,10.959999999999999%, 10.77%,981b4a
23003,68.71%, 81.61%, 12.90%,5.5%, 5.35%,d00e20
23005,53.50%, 73.31%, 19.82%,6.87%, 6.71%,ba1132
23007,48.41%, 72.40%, 23.99%,3.6100000000000003%, 3.33%,b8093d
23009,57.70%, 77.37%, 19.67%,2.96%, 2.76%,c50732
23011,49.22%, 72.26%, 23.04%,4.6899999999999995%, 4.55%,b80b3a
23013,44.81%, 69.99%, 25.18%,4.82%, 3.87%,b20c40
23015,56.85%, 77.36%, 20.51%,2.13%,-,c50534
23017,44.53%, 69.90%, 25.37%,4.73%, 4.61%,b20c40
23019,56.95%, 74.93%, 17.97%,7.1%, 6.89%,bf122d
23021,57.59%, 75.94%, 18.35%,5.71%, 5.65%,c10e2e
23023,50.69%, 73.26%, 22.57%,4.17%, 4.02%,ba0a39
23025,54.21%, 73.83%, 19.62%,6.55%, 6.24%,bc1032
23027,54.50%, 75.80%, 21.30%,2.9%, 2.82%,c10736
23029,45.28%, 69.71%, 24.43%,5.859999999999999%, 5.60%,b10e3e
23031,42.97%, 68.17%, 25.20%,6.63%, 6.41%,ad1040
24001,28.10%, 55.24%, 27.14%,17.63%, 17.24%,8c2c45
24003,1.16%, 44.46%, 45.62%,9.92%, 9.18%,711974
24005,0.19%, 43.32%, 43.51%,13.18%, 13.04%,6e216e
24009,11.13%, 54.06%, 42.93%,3.0%, 2.90%,89076d
24011,5.79%, 45.21%, 51.00%,3.79%, 3.38%,730982
24013,6.67%, 51.65%, 44.98%,3.37%, 3.12%,830872
24015,4.68%, 50.37%, 45.69%,3.94%, 3.40%,800a74
24017,18.50%, 56.59%, 38.09%,5.31%, 4.52%,900d61
24019,4.67%, 50.76%, 46.08%,3.1599999999999997%, 3.07%,810875
24021,4.10%, 49.35%, 45.25%,5.41%, 5.28%,7d0d73
