statecounty,margin,nixon,humphrey,wallace,hex_color
29221,6.11, 46.26, 40.15, 13.59,752266
29223,9.80, 47.79, 38.00, 14.21,792460
29225,21.71, 56.90, 35.19, 7.90,911459
29227,3.73, 48.55, 44.82, 6.62,7b1072
29229,41.46, 66.22, 24.76, 9.02,a8173f
29510,38.37, 26.37, 64.74, 8.90,4316a5
30001,33.58, 61.04, 27.46, 11.49,9b1d46
30003,14.15, 53.87, 39.72, 6.29,891065
30005,3.50, 48.63, 45.12, 6.21,7c0f73
30007,18.77, 54.29, 35.52, 10.11,8a195a
30009,17.26, 54.98, 37.72, 7.19,8c1260
30011,35.39, 62.21, 26.82, 10.97,9e1b44
30013,7.16, 43.23, 50.39, 5.74,6e0e80
30015,15.16, 53.66, 38.49, 7.82,881362
30017,21.96, 58.06, 36.10, 5.64,940e5c
30019,8.71, 52.15, 43.43, 4.36,840b6e
30021,20.91, 58.01, 37.11, 4.82,930c5e
30023,43.69, 25.58, 69.28, 5.07,410cb0
30025,32.78, 63.26, 30.48, 6.20,a10f4d
30027,21.41, 55.59, 34.18, 10.17,8d1957
30029,14.01, 51.54, 37.52, 10.89,831b5f
30031,30.18, 62.06, 31.88, 5.89,9e0f51
30033,41.71, 64.22, 22.51, 13.27,a32139
30035,2.18, 44.76, 46.94, 8.04,721477
30037,24.95, 60.04, 35.08, 4.70,990b59
30039,9.82, 49.56, 39.75, 10.69,7e1b65
30041,6.24, 44.53, 50.77, 4.57,710b81
30043,1.24, 45.06, 46.30, 8.58,721576
30045,13.06, 53.03, 39.97, 6.99,871165
30047,23.37, 55.98, 32.61, 11.32,8e1c53
30049,18.42, 56.53, 38.11, 5.12,900d61
30051,24.48, 58.57, 34.09, 7.26,951256
30053,5.55, 40.55, 46.10, 13.17,672175
30055,10.25, 52.17, 41.92, 5.84,850e6a
30057,24.28, 56.39, 32.11, 11.42,8f1d51
30059,37.66, 62.92, 25.26, 11.82,a01e40
30061,7.96, 41.32, 49.27, 9.24,69177d
30063,6.64, 48.02, 41.39, 8.07,7a1469
30065,8.48, 51.15, 42.67, 5.96,820f6c
30067,23.37, 57.36, 33.99, 8.61,921556
30069,33.73, 62.99, 29.25, 7.76,a0134a
30071,9.61, 51.41, 41.79, 6.72,83116a
30073,13.19, 52.98, 39.79, 7.10,871265
30075,40.99, 64.96, 23.98, 10.97,a51b3d
30077,3.47, 47.50, 44.03, 8.43,791570
30079,38.95, 67.77, 28.82, 3.20,ac0849
30081,18.45, 53.25, 34.80, 11.86,871e58
30083,24.45, 59.29, 34.84, 5.68,970e58
30085,4.53, 50.12, 45.59, 4.17,7f0a74
30087,22.71, 56.42, 33.71, 9.67,8f1855
30089,7.24, 48.70, 41.46, 9.75,7c1869
30091,3.69, 45.81, 49.50, 4.46,740b7e
30093,36.39, 27.98, 64.36, 5.71,470ea4
30095,30.49, 61.20, 30.71, 8.04,9c144e
30097,47.45, 70.00, 22.55, 7.38,b21239
30099,15.09, 54.58, 39.50, 5.76,8b0e64
30101,13.26, 51.96, 38.70, 9.19,841762
30103,20.87, 56.55, 35.67, 7.78,90135a
30105,7.86, 49.44, 41.58, 8.48,7e156a
30107,11.38, 51.77, 40.38, 7.77,841366
30109,14.50, 52.98, 38.47, 8.55,871562
30111,24.27, 58.77, 34.50, 6.27,950f57
31001,32.27, 63.29, 31.02, 5.69,a10e4f
31003,45.01, 68.13, 23.12, 8.74,ad163a
31005,61.07, 77.86, 16.79, 5.36,c60d2a
31007,56.62, 71.28, 14.66, 14.05,b52325
31009,64.67, 79.45, 14.78, 5.77,ca0e25
31011,36.57, 64.01, 27.44, 8.55,a31545
31013,41.45, 67.47, 26.02, 6.51,ac1042
31015,42.04, 64.63, 22.60, 12.77,a42039
31017,51.90, 71.62, 19.72, 8.66,b61632
31019,37.63, 65.29, 27.66, 7.05,a61146
31021,43.98, 68.55, 24.56, 6.89,ae113e
31023,2.90, 46.84, 43.94, 9.22,771770
31025,26.15, 57.61, 31.45, 10.94,921b50
31027,30.39, 61.53, 31.14, 7.33,9c124f
31029,46.79, 67.81, 21.02, 11.18,ac1c35
31031,53.85, 73.23, 19.38, 7.39,ba1231
31033,41.92, 65.95, 24.03, 10.02,a8193d
31035,39.19, 66.58, 27.39, 6.03,a90f45
31037,37.94, 64.48, 26.55, 8.97,a41643
31039,51.71, 72.55, 20.85, 6.60,b91035
31041,47.58, 70.52, 22.94, 6.54,b3103a
31043,20.00, 56.60, 36.60, 6.79,90115d
31045,51.44, 71.94, 20.50, 7.55,b71334
31047,49.72, 71.97, 22.25, 5.78,b70e38
31049,56.38, 75.25, 18.87, 5.89,bf0f30
31051,37.16, 65.65, 28.49, 5.86,a70e48
31053,34.06, 63.78, 29.72, 6.51,a2104b
31055,13.26, 50.89, 37.63, 11.47,811d5f
31057,53.24, 72.01, 18.78, 9.21,b7172f
31059,24.67, 59.60, 34.93, 5.47,970d59
31061,36.90, 65.03, 28.13, 6.83,a51147
31063,49.73, 70.21, 20.47, 9.32,b31734
31065,46.91, 69.81, 22.90, 7.29,b2123a
31067,17.96, 55.73, 37.77, 6.50,8e1060
31069,64.14, 78.60, 14.46, 6.95,c81124
31071,58.87, 76.41, 17.55, 6.04,c20f2c
31073,47.82, 71.02, 23.20, 5.78,b50e3b
31075,54.70, 74.94, 20.24, 4.82,bf0c33
31077,8.11, 50.03, 41.92, 8.05,7f146a
31079,28.04, 61.01, 32.98, 6.01,9b0f54
31081,45.81, 70.94, 25.12, 3.94,b40a40
31083,37.40, 64.03, 26.63, 9.34,a31743
31085,53.02, 71.26, 18.25, 10.49,b51a2e
31087,44.84, 66.91, 22.08, 11.01,aa1c38
31089,40.60, 66.02, 25.42, 8.55,a81540
31091,78.89, 87.94, 9.05, 3.02,e00717
31093,10.35, 51.37, 41.02, 7.61,821368
31095,26.33, 60.23, 33.90, 5.87,990e56
31097,30.18, 60.76, 30.58, 8.66,9a164d
31099,34.76, 64.00, 29.23, 6.77,a3114a
31101,47.77, 70.91, 23.15, 5.94,b40f3b
31103,61.16, 76.96, 15.80, 7.25,c41228
31105,48.65, 68.61, 19.96, 11.43,ae1d32
31107,43.55, 68.20, 24.65, 7.15,ad123e
31109,15.98, 55.52, 39.54, 4.94,8d0c64
31111,24.39, 58.39, 34.00, 7.62,941356
31113,42.60, 66.36, 23.77, 9.87,a9193c
31115,61.66, 76.44, 14.78, 8.78,c21625
31117,63.23, 76.13, 12.90, 10.97,c21b20
31119,46.81, 70.35, 23.54, 6.11,b30f3c
31121,38.63, 65.88, 27.25, 6.88,a71145
31123,45.42, 66.46, 21.04, 12.49,a91f35
31125,29.52, 60.79, 31.27, 7.94,9b144f
31127,35.12, 63.47, 28.35, 8.18,a11448
31129,24.02, 59.32, 35.30, 5.39,970d5a
31131,40.05, 65.96, 25.90, 8.14,a81442
31133,31.22, 60.30, 29.08, 10.62,991b4a
31135,48.73, 70.52, 21.79, 7.69,b31337
31137,53.05, 73.39, 20.35, 6.26,bb0f33
31139,52.88, 73.44, 20.56, 6.01,bb0f34
31141,29.40, 60.69, 31.29, 8.01,9a144f
31143,41.14, 66.83, 25.69, 7.48,aa1341
31145,41.99, 67.02, 25.03, 7.96,aa143f
31147,29.37, 59.66, 30.30, 10.04,98194d
31149,62.56, 76.72, 14.16, 9.12,c31724
31151,3.86, 44.73, 48.59, 6.69,72117b
31153,21.91, 52.48, 30.57, 16.96,852b4d
31155,24.08, 57.39, 33.31, 9.31,921754
31157,42.98, 67.17, 24.19, 8.64,ab163d
31159,26.41, 60.59, 34.18, 5.24,9a0d57
31161,60.80, 76.29, 15.49, 8.22,c21427
31163,5.24, 48.09, 42.85, 9.06,7a176d
31165,51.58, 71.43, 19.85, 8.72,b61632
31167,50.53, 71.36, 20.83, 7.81,b51335
31169,35.58, 65.31, 29.73, 4.96,a60c4b
31171,60.30, 76.79, 16.49, 6.72,c3112a
31173,22.91, 56.99, 34.08, 8.92,911656
31175,35.37, 64.41, 29.04, 6.55,a4104a
31177,36.91, 63.36, 26.46, 10.18,a11943
31179,50.45, 72.53, 22.08, 5.39,b80d38
31181,29.74, 61.13, 31.39, 7.48,9b1350
31183,38.17, 64.21, 26.04, 9.74,a31842
31185,49.57, 72.39, 22.83, 4.78,b80c3a
32001,19.87, 52.25, 32.38, 15.37,852752
32003,2.27, 41.99, 44.26, 13.75,6b2370
32005,40.42, 64.37, 23.95, 11.69,a41d3d
32007,20.30, 54.48, 34.18, 11.33,8a1c57
32009,5.67, 39.09, 33.43, 27.48,634655
32011,26.12, 56.53, 30.41, 13.06,90214d
32013,15.92, 50.97, 35.05, 13.98,812359
32015,17.60, 50.72, 33.11, 16.17,812954
32017,12.67, 49.87, 37.20, 12.94,7f205e
32019,22.57, 53.88, 31.31, 14.80,89254f
32021,10.98, 32.31, 43.29, 24.40,523e6e
32023,5.55, 40.70, 35.15, 24.14,673d59
32027,8.33, 46.74, 38.42, 14.84,772561
32029,11.26, 50.00, 38.74, 11.26,7f1c62
32031,20.78, 54.65, 33.87, 11.48,8b1d56
32033,9.54, 40.65, 50.19, 9.15,67177f
32510,24.98, 56.58, 31.60, 11.82,901e50
33001,26.30, 61.42, 35.12, 3.23,9c0859
33003,49.72, 72.93, 23.22, 3.74,b9093b
33005,7.71, 52.64, 44.93, 2.17,860572
33007,9.29, 44.02, 53.31, 2.57,700687
33009,23.51, 59.76, 36.25, 3.37,98085c
33011,3.27, 46.01, 49.28, 4.59,750b7d
33013,19.76, 57.94, 38.18, 3.61,930961
33015,14.58, 54.98, 40.41, 4.45,8c0b67
33017,2.67, 47.28, 49.95, 2.47,78067f
33019,2.25, 49.43, 47.19, 3.16,7e0878
34001,3.56, 42.15, 45.71, 9.67,6b1874
34003,15.19, 54.45, 39.27, 5.73,8a0e64
34005,4.54, 46.29, 41.76, 11.66,761d6a
34007,5.14, 41.10, 46.24, 12.24,681f75
34009,18.83, 53.14, 34.30, 12.42,871f57
34011,7.20, 40.42, 47.62, 11.77,671e79
34013,12.70, 39.23, 51.93, 7.51,641384
34015,4.59, 44.52, 39.92, 15.46,712765
34017,13.75, 37.34, 51.09, 9.46,5f1882
34019,25.86, 57.77, 31.91, 10.02,931951
34021,14.23, 36.13, 50.36, 12.83,5c2080
34023,3.03, 42.79, 45.82, 10.70,6d1b74
34025,10.35, 51.22, 40.87, 7.65,821368
34027,22.36, 57.75, 35.39, 6.52,93105a
34029,19.35, 53.87, 34.52, 10.93,891b58
34031,3.14, 46.25, 43.12, 9.62,75186d
34033,0.90, 43.45, 42.56, 13.89,6e236c
34035,18.96, 54.11, 35.14, 9.34,891759
34037,33.24, 61.71, 28.47, 9.72,9d1848
34039,0.26, 45.72, 45.46, 8.27,741573
34041,3.89, 48.13, 44.24, 7.56,7a1370
35001,15.05, 54.96, 39.91, 4.81,8c0c65
35003,36.60, 62.29, 25.69, 11.83,9e1e41
35005,37.70, 63.61, 25.91, 10.22,a21a42
35006,0,-,-,-,000000
35007,5.32, 44.39, 49.71, 5.28,710d7e
35009,25.69, 53.99, 28.30, 17.03,892b48
35011,27.43, 57.67, 30.24, 11.39,931d4d
35013,15.84, 54.15, 38.31, 7.27,8a1261
35015,7.30, 47.74, 40.44, 11.09,791c67
35017,12.04, 38.52, 50.56, 10.50,621a80
35019,6.52, 51.42, 44.91, 3.37,830872
35021,21.28, 57.69, 36.41, 5.64,930e5c
35023,4.66, 39.25, 43.91, 16.65,642a6f
35025,17.32, 48.21, 30.89, 19.67,7a324e
35027,38.70, 64.52, 25.82, 9.24,a41741
35028,14.26, 54.92, 40.66, 4.27,8c0a67
35029,13.19, 50.10, 36.91, 12.58,7f205e
35031,1.20, 45.71, 46.91, 5.71,740e77
35033,3.80, 50.97, 47.18,-,810078
35035,4.86, 43.77, 38.91, 16.51,6f2a63
35037,17.52, 51.38, 33.86, 13.72,832256
35039,9.49, 43.23, 52.72, 2.96,6e0786
35041,30.50, 58.11, 27.61, 13.80,942346
35043,13.75, 41.43, 55.18, 2.73,69068c
35045,25.58, 54.03, 28.45, 16.24,892948
35047,0.73, 48.12, 48.85, 2.33,7a057c
35049,0.95, 48.12, 49.07, 2.53,7a067d
35051,24.39, 57.06, 32.68, 9.91,911953
35053,8.38, 52.07, 43.68, 4.04,840a6f
35055,2.02, 49.89, 47.87,-,7f007a
35057,13.77, 52.98, 39.21, 7.57,871363
35059,24.54, 55.42, 30.87, 12.70,8d204e
35061,1.36, 47.51, 46.15, 5.92,790f75
36001,19.93, 38.00, 57.93, 3.61,600993
36003,36.37, 65.45, 29.08, 4.96,a60c4a
36005,30.39, 32.02, 62.40, 4.94,510c9f
36007,10.55, 52.48, 41.93, 5.17,850d6a
36009,12.40, 53.27, 40.88, 5.37,870d68
36011,4.78, 49.49, 44.71, 5.59,7e0e72
36013,3.64, 48.82, 45.18, 5.59,7c0e73
36015,12.32, 52.32, 40.00, 7.10,851266
36017,32.94, 63.86, 30.92, 4.81,a20c4e
36019,7.76, 51.58, 43.82, 4.02,830a6f
36021,26.40, 60.03, 33.62, 5.94,990f55
36023,26.30, 60.76, 34.47, 4.29,9a0a57
36025,37.07, 65.44, 28.36, 5.93,a60f48
36027,17.07, 54.87, 37.80, 6.90,8b1160
36029,18.14, 37.04, 55.18, 7.37,5e128c
36031,27.09, 61.07, 33.98, 4.57,9b0b56
36033,10.49, 53.29, 42.80, 3.49,87086d
36035,13.86, 54.52, 40.66, 4.53,8b0b67
36037,12.46, 53.64, 41.18, 4.93,880c69
36039,30.31, 60.87, 30.56, 7.90,9b144d
36041,44.58, 69.54, 24.96, 5.34,b10d3f
36043,15.37, 54.91, 39.54, 5.26,8c0d64
36045,15.45, 56.03, 40.59, 3.07,8e0767
36047,31.13, 31.99, 63.12, 4.33,510ba0
36049,25.26, 60.17, 34.91, 4.68,990b59
36051,23.93, 59.75, 35.82, 3.97,980a5b
36053,30.73, 62.79, 32.06, 4.78,a00c51
36055,0.61, 48.27, 47.66, 3.66,7b0979
36057,4.42, 49.75, 45.33, 4.54,7e0b73
36059,7.96, 51.27, 43.31, 4.80,820c6e
36061,44.46, 25.59, 70.04, 2.45,4106b2
36063,3.64, 44.12, 47.77, 7.53,701379
36065,7.89, 50.96, 43.07, 5.46,810d6d
36067,6.44, 50.46, 44.02, 4.98,800c70
36069,17.92, 56.86, 38.94, 3.92,900963
36071,21.00, 56.09, 35.09, 8.08,8f1459
36073,26.55, 60.67, 34.13, 4.96,9a0c57
36075,14.67, 54.39, 39.72, 5.33,8a0d65
36077,24.51, 59.67, 35.16, 4.81,980c59
36079,19.83, 54.67, 34.84, 9.82,8b1958
36081,13.57, 40.03, 53.60, 5.77,660e88
36083,6.47, 50.49, 44.02, 5.04,800c70
36085,20.10, 55.28, 35.18, 9.22,8c1759
36087,4.72, 49.07, 44.35, 6.04,7d0f71
36089,14.02, 55.31, 41.29, 3.11,8d0769
36091,17.19, 55.87, 38.69, 4.83,8e0c62
36093,1.53, 46.79, 48.31, 4.51,770b7b
36095,21.18, 57.21, 36.03, 6.39,91105b
36097,30.93, 61.31, 30.38, 7.80,9c134d
36099,14.31, 54.46, 40.15, 4.88,8a0c66
36101,30.91, 62.52, 31.61, 5.67,9f0e50
36103,25.47, 58.18, 32.71, 8.35,941553
36105,3.29, 48.17, 44.88, 6.15,7a0f72
36107,30.11, 61.58, 31.47, 6.65,9d1050
36109,12.29, 53.26, 40.97, 4.90,870c68
36111,23.04, 57.62, 34.59, 6.93,921158
36113,32.07, 63.92, 31.85, 3.98,a20a51
36115,28.63, 61.71, 33.09, 4.52,9d0b54
36117,30.93, 63.09, 32.17, 4.37,a00b52
36119,6.91, 50.31, 43.40, 5.52,800e6e
36121,28.93, 61.45, 32.52, 5.80,9c0e52
36123,40.95, 67.54, 26.59, 5.42,ac0d43
37001,2.46, 36.54, 24.46, 39.00,5d633e
37003,25.86, 52.03, 21.79, 26.18,844237
37005,16.02, 45.80, 29.78, 24.43,743e4b
37007,7.51, 18.39, 37.05, 44.56,2e715e
37009,15.94, 53.15, 37.21, 9.64,87185e
37011,55.49, 70.76, 13.97, 15.27,b42623
37013,21.18, 23.03, 27.89, 49.07,3a7d47
37015,1.39, 11.38, 45.00, 43.61,1d6f72
37017,13.61, 20.79, 32.80, 46.41,357653
37019,4.42, 27.52, 34.03, 38.45,466256
37021,13.48, 44.23, 30.76, 25.01,703f4e
37023,22.84, 48.84, 25.17, 26.00,7c4240
37025,26.47, 52.35, 21.77, 25.88,854137
37027,26.33, 51.46, 23.41, 25.13,83403b
37029,19.78, 9.06, 35.58, 55.36,178d5a
37031,7.28, 40.23, 32.95, 26.81,664454
37033,11.85, 17.20, 35.47, 47.33,2b785a
37035,34.02, 56.33, 21.36, 22.31,8f3836
37037,2.95, 36.22, 33.27, 30.51,5c4d54
37039,19.28, 53.18, 33.90, 12.91,872056
37041,13.40, 21.60, 32.50, 45.90,377552
37043,21.46, 54.94, 33.48, 11.58,8c1d55
37045,10.40, 32.28, 25.04, 42.68,526c3f
37047,16.54, 26.19, 28.64, 45.17,427349
37049,16.51, 21.77, 30.86, 47.37,37784e
37051,1.39, 31.95, 34.72, 33.33,515458
37053,28.50, 14.11, 28.69, 57.19,239149
37055,7.41, 40.13, 27.14, 32.73,665345
37057,14.33, 46.57, 21.20, 32.23,765236
37059,17.14, 49.04, 19.05, 31.90,7d5130
37061,21.47, 22.22, 28.16, 49.62,387e47
37063,7.06, 29.68, 38.69, 31.63,4b5062
37065,4.32, 22.36, 36.66, 40.98,39685d
37067,16.78, 46.79, 30.01, 23.20,773b4c
37069,27.37, 14.10, 29.27, 56.64,23904a
37071,11.14, 43.77, 23.59, 32.64,6f533c
37073,2.73, 14.58, 41.34, 44.07,257069
37075,17.00, 52.44, 35.44, 12.12,851e5a
37077,16.77, 21.50, 30.87, 47.64,36794e
37079,26.31, 12.71, 30.49, 56.80,20904d
37081,15.88, 46.23, 30.35, 23.42,753b4d
37083,14.41, 20.72, 32.43, 46.84,347752
37085,8.57, 32.97, 25.49, 41.54,546940
37087,3.18, 39.26, 36.08, 24.66,643e5c
37089,33.68, 57.45, 18.79, 23.76,923c2f
37091,16.24, 17.04, 49.60, 33.36,2b557e
37093,14.09, 17.88, 48.11, 34.02,2d567a
37095,3.20, 20.02, 38.39, 41.59,336a61
37097,6.28, 43.17, 19.95, 36.89,6e5e32
37099,10.16, 48.14, 37.98, 13.88,7a2360
37101,11.96, 33.05, 21.95, 45.01,547237
37103,16.49, 10.72, 36.39, 52.88,1b865c
37105,12.75, 29.32, 28.61, 42.07,4a6b48
37107,26.59, 24.43, 24.49, 51.08,3e823e
37109,16.01, 46.20, 30.19, 23.60,753c4c
37111,16.72, 46.01, 24.69, 29.30,754a3e
37113,18.77, 50.48, 31.71, 17.80,802d50
37115,14.60, 49.18, 34.58, 16.25,7d2958
37117,8.58, 14.97, 38.22, 46.81,267761
37119,23.46, 52.40, 28.93, 18.67,852f49
37121,56.90, 72.65, 15.75, 11.60,b91d28
37123,8.53, 39.67, 31.14, 29.19,654a4f
37125,14.29, 43.74, 29.45, 26.82,6f444b
37127,20.65, 24.08, 27.64, 48.29,3d7b46
37129,2.69, 37.03, 28.64, 34.33,5e5749
37131,13.72, 10.86, 51.43, 37.71,1b6083
37133,17.10, 28.08, 26.75, 45.18,477344
37135,12.39, 33.30, 45.70, 21.00,543574
37137,4.81, 21.46, 36.87, 41.68,366a5e
37139,13.61, 18.84, 33.78, 47.39,307856
37141,13.72, 17.76, 34.26, 47.98,2d7a57
37143,17.44, 15.37, 33.60, 51.03,278255
37145,16.06, 24.17, 29.89, 45.95,3d754c
37147,6.51, 25.41, 34.04, 40.55,406756
37149,18.48, 45.89, 27.41, 26.71,754445
37151,25.52, 52.35, 20.83, 26.82,854435
37153,9.54, 22.78, 33.84, 43.38,3a6e56
37155,9.40, 23.55, 42.92, 33.52,3c556d
37157,5.08, 33.46, 28.00, 38.54,556247
37159,18.42, 46.79, 24.84, 28.37,77483f
37161,18.73, 46.11, 27.38, 26.51,754345
37163,11.31, 41.44, 30.13, 28.43,69484c
37165,3.94, 28.69, 37.63, 33.68,49555f
37167,25.76, 51.43, 22.90, 25.67,83413a
37169,12.98, 45.25, 22.47, 32.28,735239
37171,24.16, 51.19, 27.02, 21.79,823744
37173,8.20, 45.86, 37.66, 16.48,742a60
37175,19.38, 46.85, 25.67, 27.47,774641
37177,12.90, 22.61, 45.14, 32.25,395273
37179,3.87, 38.67, 26.53, 34.80,625843
37181,12.27, 19.84, 33.94, 46.21,327556
37183,11.84, 43.08, 31.24, 25.69,6d414f
37185,0.02, 14.79, 42.60, 42.62,256c6c
37187,0.67, 21.26, 39.71, 39.04,366365
37189,23.41, 55.88, 32.46, 11.66,8e1d52
37191,15.37, 28.79, 27.06, 44.15,497045
37193,36.07, 60.29, 24.22, 15.49,99273d
37195,23.13, 25.13, 25.87, 49.00,407c41
37197,35.87, 60.51, 14.84, 24.65,9a3e25
37199,4.30, 45.21, 40.90, 13.89,732368
38001,21.28, 57.27, 35.99, 6.51,92105b
38003,17.75, 56.30, 38.55, 5.11,8f0d62
38005,1.78, 46.86, 48.64, 4.50,770b7c
38007,34.64, 61.91, 27.27, 10.82,9d1b45
38009,25.39, 60.06, 34.67, 5.25,990d58
38011,22.41, 56.46, 34.04, 9.50,8f1856
38013,19.77, 56.83, 37.06, 6.06,900f5e
38015,33.17, 64.03, 30.87, 4.91,a30c4e
38017,16.21, 55.88, 39.67, 4.28,8e0a65
38019,8.38, 50.85, 42.46, 6.69,81116c
38021,29.54, 62.34, 32.80, 4.81,9e0c53
38023,5.76, 50.39, 44.63, 4.98,800c71
38025,20.24, 56.17, 35.92, 7.86,8f145b
38027,6.28, 51.10, 44.83, 3.82,820972
38029,40.35, 65.04, 24.70, 10.16,a5193e
38031,10.38, 52.31, 41.94, 5.75,850e6a
38033,32.28, 61.30, 29.02, 9.59,9c184a
38035,11.18, 52.00, 40.82, 7.07,841268
38037,50.52, 71.78, 21.25, 6.84,b71136
38039,4.58, 49.84, 45.26, 4.89,7f0c73
38041,35.31, 63.97, 28.66, 7.32,a31249
38043,33.69, 61.84, 28.15, 9.86,9d1947
38045,21.31, 57.90, 36.59, 5.45,930d5d
38047,47.61, 70.45, 22.84, 6.72,b3113a
38049,15.37, 54.21, 38.85, 6.84,8a1163
38051,70.13, 82.65, 12.52, 4.72,d20c1f
38053,25.32, 59.63, 34.31, 6.02,980f57
38055,14.19, 54.95, 40.76, 4.29,8c0a67
38057,44.54, 69.38, 24.84, 5.75,b00e3f
38059,16.13, 55.02, 38.89, 6.03,8c0f63
38061,4.99, 44.33, 49.32, 6.29,71107d
38063,1.55, 48.26, 46.71, 4.97,7b0c77
38065,35.74, 63.44, 27.70, 8.75,a11646
38067,19.32, 56.01, 36.68, 7.29,8e125d
38069,21.89, 57.07, 35.18, 7.69,911359
38071,13.77, 54.56, 40.79, 4.60,8b0b68
38073,19.42, 57.43, 38.01, 4.52,920b60
38075,1.60, 46.86, 48.46, 4.63,770b7b
38077,14.50, 54.38, 39.89, 5.70,8a0e65
38079,20.26, 37.23, 57.49, 5.29,5e0d92
38081,2.74, 48.65, 45.91, 5.41,7c0d75
38083,54.72, 74.99, 20.27, 4.57,bf0b33
38085,4.04, 45.26, 49.30, 5.45,730d7d
38087,20.67, 55.57, 34.90, 9.38,8d1758
38089,24.02, 58.64, 34.62, 6.72,951158
38091,1.92, 46.87, 48.79, 4.33,770b7c
38093,17.75, 56.21, 38.46, 5.19,8f0d62
38095,5.35, 49.84, 44.49, 5.57,7f0e71
38097,20.35, 57.55, 37.20, 5.19,920d5e
38099,6.78, 50.06, 43.28, 6.65,7f106e
38101,11.55, 53.11, 41.56, 5.24,870d69
38103,26.47, 59.92, 33.45, 6.53,981055
38105,9.28, 51.51, 42.23, 6.25,830f6b
39001,16.71, 51.54, 34.83, 13.61,832258
39003,31.63, 60.30, 28.67, 11.03,991c49
39005,33.47, 62.49, 29.02, 8.48,9f154a
39007,0.88, 46.66, 45.79, 7.53,761374
39009,2.96, 47.79, 44.82, 7.36,791272
39011,23.21, 56.96, 33.74, 9.29,911756
39013,29.25, 31.94, 61.19, 6.87,51119c
39015,10.27, 44.27, 34.00, 21.73,703756
39017,16.68, 48.73, 32.04, 19.22,7c3151
39019,17.13, 52.39, 35.26, 12.34,851f59
39021,20.38, 53.83, 33.44, 12.71,892055
39023,0.52, 43.58, 44.10, 12.31,6f1f70
39025,20.22, 48.04, 27.82, 24.15,7a3d46
39027,29.64, 56.56, 26.92, 16.52,902a44
39029,1.31, 46.21, 44.90, 8.88,751672
39031,16.57, 53.59, 37.03, 9.38,88175e
39033,24.57, 56.64, 32.07, 11.30,901c51
39035,18.51, 35.44, 53.95, 10.59,5a1b89
39037,17.50, 53.78, 36.28, 9.92,89195c
39039,11.91, 52.64, 40.73, 6.63,861067
39041,31.79, 57.72, 25.93, 16.34,932942
39043,6.09, 48.50, 42.41, 9.08,7b176c
39045,18.54, 52.03, 33.49, 14.49,842455
39047,23.11, 51.99, 28.88, 19.11,843049
39049,16.58, 51.78, 35.20, 13.00,842159
39051,36.75, 64.14, 27.39, 8.48,a31545
39053,28.00, 58.10, 30.10, 11.76,941d4c
39055,17.60, 51.76, 34.16, 14.08,832357
39057,6.22, 45.36, 39.14, 15.47,732763
39059,10.25, 49.44, 39.19, 11.36,7e1c63
39061,13.28, 50.24, 36.95, 12.79,80205e
39063,32.97, 61.08, 28.11, 10.80,9b1b47
39065,21.51, 53.82, 32.31, 13.87,892352
39067,0.81, 45.87, 46.68, 7.45,741277
39069,33.68, 63.21, 29.53, 7.25,a1124b
39071,21.25, 51.81, 30.56, 17.63,842c4d
39073,3.41, 45.94, 42.53, 11.53,751d6c
39075,25.34, 58.47, 33.13, 8.36,951554
39077,16.60, 53.38, 36.78, 9.83,88195d
39079,16.86, 53.52, 36.66, 9.82,88195d
39081,23.22, 33.53, 56.76, 9.69,551890
39083,20.29, 55.01, 34.71, 10.28,8c1a58
39085,0.79, 43.40, 42.61, 13.97,6e236c
39087,5.31, 46.75, 41.44, 11.81,771e69
39089,11.31, 48.89, 37.58, 13.52,7c225f
39091,23.31, 56.12, 32.81, 11.05,8f1c53
39093,9.79, 39.95, 49.74, 10.29,651a7e
39095,12.32, 38.98, 51.31, 9.69,631882
39097,30.14, 57.15, 27.01, 15.85,912844
39099,20.62, 34.75, 55.38, 9.86,58198d
39101,17.62, 53.10, 35.48, 11.42,871d5a
39103,18.17, 52.31, 34.14, 13.49,852257
39105,21.74, 56.29, 34.55, 9.15,8f1758
39107,3.43, 44.43, 47.86, 7.71,71137a
39109,11.22, 50.62, 39.40, 9.97,811964
39111,6.59, 42.27, 48.87, 8.84,6b167c
39113,5.46, 40.93, 46.39, 12.67,682076
39115,23.55, 57.51, 33.95, 8.54,921556
39117,28.29, 55.58, 27.29, 17.12,8d2b45
39119,6.85, 48.13, 41.28, 10.59,7a1b69
39121,18.04, 53.06, 35.02, 11.91,871e59
39123,5.49, 47.30, 41.81, 10.90,781b6a
39125,17.84, 53.01, 35.17, 11.82,871e59
39127,0.04, 44.96, 44.92, 10.12,721972
39129,25.10, 53.25, 28.14, 18.58,872f47
39131,2.44, 40.01, 42.45, 17.54,662c6c
39133,3.52, 41.27, 44.78, 13.95,692372
39135,21.93, 52.63, 30.70, 16.67,862a4e
39137,30.22, 59.38, 29.16, 11.46,971d4a
39139,19.40, 53.63, 34.23, 12.13,881e57
39141,19.83, 50.72, 30.90, 18.37,812e4e
39143,14.14, 53.10, 38.96, 7.92,871463
39145,4.56, 47.37, 42.81, 9.81,78196d
39147,13.34, 52.30, 38.97, 8.73,851663
39149,5.05, 47.60, 42.55, 9.85,79196c
39151,7.52, 47.88, 40.36, 11.74,7a1d66
