id,1944,1948,1956,1964,1968,1992
6003,ae0050,c30c2e,cb0033,93006b,971453,594b56
6005,5e029d,630992,7d0180,5400aa,6b1f73,5a4b57
6007,770186,7d0c74,940168,7b0083,901953,5e3c61
6009,6e018f,77097e,93006a,6a0094,851c5d,5a4859
6011,6d0090,750584,870077,64009a,831367,753651
6013,5b00a3,670b8c,81007c,5c00a1,711576,4b3081
6015,8c0071,8a0b69,870076,5c00a2,75186e,544663
6017,640198,6d0c84,880175,640099,7c1c65,654452
6019,5a01a2,5e0a95,6e008f,5700a7,6f1478,672a6b
6021,7d0180,820676,84007a,750089,891c58,6e414d
6023,6d0090,780b7b,860078,5500a8,751374,4d347a
6025,890174,860672,8e006f,7a0084,861a5d,622a6f
6027,81007d,8e0a66,a80055,760088,8a1b58,6f3c51
6029,70018d,6a058f,82007b,690095,761b6c,723456
6031,5701a5,5e0798,6b0092,4d00b0,6d1779,6a3063
6033,8c0171,920d5f,a50058,6f008f,7c1769,493f73
6035,5600a7,5608a0,6c0091,5700a7,681d78,5e4953
6037,6c0190,761077,8d0070,6c0092,790e77,4a2d85
6039,650197,600994,6b0092,5200ac,6f137b,6e335b
6041,790084,910c61,a80056,61009d,7f0b6f,3b2c94
6043,70018c,8e0a65,990064,6c0092,7f1965,5b445d
6045,750089,800d70,91006d,5800a6,761671,374480
6047,690194,6c068c,750089,4f00af,681481,5d3868
6049,73008a,760780,870076,690095,851662,634552
6051,9b0063,a50b4d,bc0042,8e0070,a31643,5b4957
6053,740188,810875,970066,60009d,7f126b,4f3577
6055,790184,86096f,8e016f,5e009f,6f1b73,4a3e73
6057,71028b,770f77,980065,6e0090,831763,643f59
6059,91016c,9b075c,aa0252,8e0070,a1104c,6f3c50
6061,5d019f,5e0b95,750089,5600a8,6c167a,6a3c55
6063,4c00b2,530d9d,6a0093,4b00b3,5f1886,5c415f
6065,890273,8d0a66,9e015f,6e0090,861462,5e3c62
6067,5401a9,600994,73008b,5700a7,6a1181,5a336f
6069,860077,8d056b,970066,63009a,791273,523f6b
6071,760286,7b0979,91006d,6d0091,7f1865,5e3a62
6073,730189,7e0779,a40059,80007e,8f125b,5b435e
6075,63019a,741079,83017a,4900b5,550e98,2d16b8
6077,780085,7d0977,8b0073,61009d,7a176c,603369
6079,7c0181,880b6b,950168,660098,82106a,584261
6081,7d0081,900965,9b0063,5a00a4,6f1078,452e89
6083,760088,940961,a40159,70008e,880d66,59376c
6085,770185,870b6b,960067,5d00a0,740d7b,48367d
6087,890273,930d5e,a2005c,690095,811168,373094
6089,680096,650890,6f008e,5200ac,67187e,694350
6091,650198,6e0a85,80007d,5400aa,751277,5d4658
6093,6b0192,6c0889,7e017e,5c00a2,751474,524465
6095,4b00b2,5507a1,6a0094,4d00b1,581d88,4b357c
6097,80007d,8c0c66,9d0060,61009c,7c136d,3d3886
6099,780382,7b0979,7b0082,5600a8,730f7a,5e3768
6101,7f017e,850672,a0015c,83007b,971551,7f304d
6103,790183,820a72,890074,64009a,781c69,5a475b
6105,6b0192,720f7c,80017c,5c00a1,6d216e,4f5853
6107,7d017f,770780,850078,650099,851464,742f59
6109,6a0192,7a0c77,840079,5d00a1,79186d,594261
6111,660197,6b078b,7f007e,680096,821268,5a445e
6113,6a0193,6f0985,7a0083,4d00b1,610f8b,472d87
6115,6b0092,77087e,8e006f,6b0092,7a1d66,6e3657
8001,8a0073,680393,850277,4d00af,6f1a73,4c4170
8003,83007a,71018b,9e005f,5f009f,8c1160,563c6a
8005,8b0172,750286,a0015c,72008a,981153,643d5c
8007,950069,70018c,980065,5d009f,7e156a,70434a
8009,9d0061,790283,980065,780085,922249,783e46
8011,83007a,6e028d,91006d,5800a4,79166f,55396f
8013,91016b,840971,aa0153,6d008f,930d5c,433781
8014,000000,000000,000000,000000,0,000000
8015,7c0180,690293,a2005c,5f009e,821566,623e5c
8017,9a0063,830278,9d0061,6c0092,8e1d53,813d3f
8019,8c0170,80027c,a50158,61009c,86185f,4d4a63
8021,750089,660394,ca0132,5500a8,740a7f,552a7d
8023,5e009f,5c049d,6c048e,2f00ce,5205a0,351cab
8025,a0005d,80017d,9e0060,690094,80205d,693063
8027,a2025a,930367,aa0054,770086,9a1b48,78443f
8029,970166,7c057d,a50059,6b0092,8d1759,693f53
8031,7c0181,730486,8e026e,5500a7,6f0d80,402b8e
8033,960068,70048a,990064,64009a,872d4a,5e5548
8035,a60057,8e016f,ad0150,7a0083,9c1a46,76483f
8037,7d0081,660b8c,92006b,5400aa,7d136e,48595a
8039,b0004e,8f026c,a50059,83007a,9b1b48,6f4f3e
8041,940169,8c036e,950267,750089,891a5a,833445
8043,9a0163,820378,ab0052,6c0091,881a5b,643e5a
8045,93006a,7f027d,a0005e,6a0094,85195f,50505c
8047,8e016f,7e057b,9d0061,63009a,862551,424e69
8049,a1005c,7e037c,b50048,780085,ab123f,5b4b57
8051,760088,700687,9e0060,5e00a0,940e5b,494a69
8053,aa0054,a3005b,c3003b,870077,a81d39,644850
8055,63009a,5605a2,7a0084,3e00bf,590b98,4b2a86
8057,a50059,860078,a90054,790084,ac1240,6f5639
8059,91016c,820378,a2015b,6e008f,911359,5e425c
8061,a50158,870275,a4005a,73008b,8f1758,744247
8063,b80045,960266,b40049,670096,9b1250,7d4040
8065,6b0192,5508a1,82007b,3800c5,5a1988,344b7c
8067,980066,820478,aa0054,71008d,911656,5a4260
8069,a60057,920269,b70047,780084,9e0f4e,5c3f61
8071,60019d,4e03ac,81007c,3700c6,540d9c,432595
8073,970067,80017c,9c0062,73008a,911953,774046
8075,9d0061,7f017d,a40059,73008b,911854,684253
8077,7c0180,6e038d,a0005e,640099,7e1867,693c57
8079,860176,6d0090,9f005e,4c00b0,6f1579,5a4261
8081,9b0063,860375,af004f,760088,9e1c43,5a5d45
8083,91006c,7d027f,a2015b,6d0090,8f1f4e,68494b
8085,8f016d,7b047e,9e0060,650098,861c5a,694350
8087,b0004d,880274,a3005a,6d0090,9c144e,6a3e55
8089,90006d,5401a9,9c0061,5f009e,7e1369,5f306a
8091,9e005f,8c0270,a80155,6f008d,842752,694b4a
8093,9b0162,8d026f,b3004a,7c0082,952147,5b534d
8095,a60156,850573,a1005d,72008c,911854,773a4c
8097,81007d,6c078a,9e0060,5b00a2,8f115b,394182
8099,950068,7e027e,92006b,5900a4,7d166a,703853
8101,6b0093,5c049d,850574,4400b7,57148f,482c88
8103,a80056,8e026d,b60048,780086,a4193f,6e4745
8105,a70056,860077,a80056,70008e,940b5f,6c3a56
8107,7c0181,680491,92006b,5e009f,89195c,495063
8109,9e005f,780184,93016a,5b00a2,850f69,4f3776
8111,8e0070,77087e,94006a,5000ae,752a5f,426752
8113,740188,6a0390,93006a,5700a7,871364,3c3c84
8115,ae0050,8b0171,a2005c,7c0082,9b0f54,634158
8117,92016a,6e018e,a4005a,690094,921952,445265
8119,80027c,7b0380,a90055,74008a,852e4a,704745
8121,ad0051,8d0170,a60057,83007b,9b2141,7b4140
8123,a0005d,860275,a0005e,680094,921258,62405b
8125,ab0053,890173,a3005a,7a0083,9f144a,724347
9001,80037b,8b096a,b2004c,63009a,84106a,6d2d63
9003,6c0191,720587,94006a,4400b9,620c8f,513478
9005,8c0170,930466,b2004c,5700a7,7c0d74,5e435c
9007,82017b,830477,a50059,5200ab,730e7c,4d436d
9009,760186,7b067c,a0005e,4e00b0,691381,5d356a
9011,72018b,780481,9c0062,4e00b0,710e7e,4a466b
9013,82017a,840575,a2005c,4e00af,730d7d,4f4569
9015,71008c,760285,980066,4300bb,680a8c,4e4866
10001,770086,81017c,850178,680096,71305c,623861
10003,6d0090,7c037e,8d0070,5f009f,721d6f,553076
10005,850078,890174,8b0072,70008d,782c5a,633d5d
11001,000000,000000,000000,2400da,2e00d0,170ad7
12001,3900c5,3c655d,880076,73008b,564e5a,4c337e
12003,1900e5,182eb8,3300cb,7e0080,1bb62d,81314a
12005,2600d8,202ab4,5d00a1,9e0060,359f2a,7f3647
12007,2a00d4,29468e,5600a8,750089,26993f,70305c
12009,660098,6a296b,b70047,7e0080,7a483c,6e404f
12011,780086,81205c,b80046,8d0071,8a294a,4e2b84
12013,1e00e0,1225c7,3e00c0,a4005a,1dc120,5f415c
12015,5600a8,702568,a0005e,760088,80304d,633c5e
12017,2a00d4,472691,81007d,7a0084,625c3f,5d465a
12019,4a00b4,432c8f,880076,8c0072,596f35,932f3b
12021,3700c7,474e68,980066,8d0071,814735,883342
12023,2d00d1,2a4b89,5c00a2,8e0070,358c3c,6e315e
12027,3d00c1,452b8d,7b0083,860078,447f3a,69395a
12029,1200ec,163bac,4a00b4,7e0080,1abc27,513f6c
12031,3f00bf,41437a,7f007f,80007e,4e5c53,7e225d
12033,2900d5,2538a0,5e00a0,8f006f,388a3c,80304d
12035,3800c6,3c863c,6a0094,6e0090,337556,613468
12037,1400ea,1f4798,5f009f,81007d,2a9b38,604259
12039,2600d8,225a81,5e00a0,870077,257d5c,462196
12041,1500e9,0b1fd4,2000de,6e0090,1ebc23,58455f
12043,4d00b1,443c7d,790085,8c0072,3c8c35,594262
12045,0f00ef,1722c4,3d00c1,8b0073,18b62f,733654
12047,2d00d1,1f35a9,3c00c2,780086,1f924c,5f2f6f
12049,3f00bf,3d1aa6,74008a,8b0073,488f27,723b4f
12051,4500b9,423289,83007b,8c0072,447d3c,684055
12053,4100bd,433d7d,780086,7f007f,576641,5c3d63
12055,4a00b4,581f87,990065,860078,6d533e,723358
12057,3f00bf,533674,84007a,690095,585452,6b335e
12059,4100bd,27488f,4a00b4,ba0044,11de0e,7c3749
12061,5e00a0,761a6d,b3004b,8b0073,823c3f,6f4747
12063,2b00d3,1c558c,4c00b2,9d0061,19b233,742a5f
12065,2600d8,1d5a86,4f00af,860078,258157,52307b
12067,2500d9,0b1ad9,2600d8,8a0074,17c225,683d57
12069,61009d,6e256a,b60048,9f005f,78562f,703954
12071,5b00a3,644852,9f005f,8e0070,754741,703b52
12073,2700d7,2f3a95,7d0081,94006a,486451,532d7d
12075,1800e6,1c548e,5600a8,70008e,2f9d31,584064
12077,0e00f0,0918dd,3600c8,b4004a,16c423,6f3d51
12079,2100dd,166483,5400aa,91006d,23914a,573373
12081,5300ab,70315c,af004f,90006e,853c3c,6c3b56
12083,3900c5,393491,82007c,8a0074,536b40,673c5a
12085,5a00a4,722a62,ae0050,8a0074,813d40,764046
12086,5500a9,5e1888,8d0071,5b00a3,5e257b,6e1977
12087,2000de,1f0bd4,6f008f,5900a5,57495e,57495c
12089,3700c7,31408c,61009d,870077,328d3e,832d4d
12091,2d00d1,1e3fa0,5300ab,8e0070,439525,874431
12093,2200dc,2b14be,670097,8f006f,49872d,59485d
12095,6c0092,772364,b70047,8f006f,804539,753058
12097,70008e,711b71,a60058,8f006f,6f5c32,6b3e54
12099,670097,742763,b60048,870077,872f47,582f76
12101,5800a6,60227c,90006e,7b0083,6c4d45,594063
12103,6b0093,8e165a,b90045,72008c,832852,5f3d60
12105,4700b7,552386,8e0070,8c0072,5e6a35,733159
12107,4800b6,4b4c66,90006e,80007e,447743,583b6a
12109,4b00b3,4a6350,8f006f,a0005e,57693d,802f4e
12111,4c00b2,613c61,a90055,7a0084,6d424e,5b4a59
12113,3f00bf,272fa7,5000ae,9f005f,33ab20,864433
12115,60009e,7f2d52,bb0043,9b0063,a22536,6d3758
12117,5000ae,543773,a60058,850079,714c40,7b354d
12119,2100dd,1d3aa7,4f00af,6a0094,2d9040,5a3c67
12121,2800d6,1730b6,3f00bf,8d0071,24a832,663e59
12123,1500e9,1b36ac,4800b6,9b0063,28a72f,5f445a
12125,1900e5,1041ad,2f00cf,7c0082,1bb62c,6e3659
12127,6d0091,642377,a1005d,6a0094,653e5a,61326a
12129,1100ed,0d39b8,4400ba,a0005e,1ab42f,624358
12131,3500c9,2b349e,5400aa,9a0064,22b625,6b4949
12133,3a00c4,223d9f,5200ac,a4005a,1bbe25,773352
13001,3900c5,1633b4,3900c5,9f005f,2fa12d,6a2c67
13003,1a00e4,0f1ad5,1000ee,950069,1d9c45,5a277b
13005,3900c5,1547a2,2300db,a4005a,35b019,632e6c
13007,0f00ef,0634c4,0a00f4,990064,0e9e51,432496
13009,3000ce,443189,5200ac,8d0071,53604b,5c247d
13011,3301c9,100be3,2800d6,4d00b1,2fab23,6b286a
13013,2500d9,132ac1,2900d5,80007e,438634,6e2965
13015,3500c9,2414c6,4b00b3,60009e,3f7d42,742564
13017,2700d7,1d1fc1,3400ca,93006b,328a42,542386
13019,2000de,0c1dd4,1000ee,9a0064,25bb1e,5b2c76
13021,4200bc,37487e,5300ab,960068,536a41,5d1c84
13023,3400ca,1546a3,1400ea,b80046,35ad1b,652a6e
13025,2f00cf,1a4a9a,2800d6,92006c,1ac023,5b3270
13027,2a00d4,1c4e94,3700c7,b1004d,27a235,69256f
13029,1d00e1,1345a6,3500c9,9f005f,29993c,772f57
13031,1f00df,1737af,3500c9,a3005b,44803a,722862
13033,2400da,12af3c,5a00a4,b60048,495d57,581e87
13035,0f00ef,0d1ad7,2500d9,73008b,317d50,5c2080
13037,0c00f2,1127c5,1600e8,c80036,1f825d,3a1fa4
13039,1e00e0,304c81,750089,83007b,31824b,762463
13043,2c00d2,1f4a95,3c00c2,ae0050,329536,5d326e
13045,2c00d2,2420b9,4200bc,81007d,428a31,79255e
13047,3600c8,2c24ae,61009d,950069,37af18,832753
13049,2900d5,1f4798,3600c8,ab0053,2b973b,752563
13051,3000ce,3f4b73,9f005f,960068,565256,701d6f
13053,2800d6,009965,4900b5,8f006f,229448,572580
13055,1a00e4,170cdb,4d00b1,4400b9,338f3b,612676
13057,70008e,4a1e96,760088,83007b,5b7231,8c2b46
13059,1400ea,291eb6,5400aa,64009a,633b5f,5b1a87
13061,1200ec,1b16cc,3500c9,990065,1a7b68,3821a5
13063,1e00e0,1a3ba9,3900c5,a3005b,597e28,692271
13065,1900e5,182abb,3f00bf,9a0064,2ba32f,6d2769
13067,3600c8,361dab,5d00a1,8d0071,696431,862552
13069,2e00d0,1329c2,2600d8,9d0061,319735,732664
13071,3b00c3,2731a5,3b00c3,b60048,33ac1e,742960
13073,1f00df,0ec927,5800a6,a4005a,577630,962740
13075,2600d8,1329c1,1a00e4,9a0064,25ae2b,5d257a
13077,0b00f3,1514d5,3800c6,7e0080,538129,792c58
13079,4800b6,165c8b,1f00df,91006d,268b4c,4e2b84
13081,2700d7,1c449e,3f00bf,a70057,2d9f31,642474
13083,2600d8,2a19bb,74008a,860077,2eba15,742b5e
13085,6b0093,860771,750089,670097,518627,6f335b
13087,2700d7,215687,3800c6,b60048,1ba53e,6b246d
13089,2c00d2,4b268d,5700a7,91006d,803a44,531793
13091,2400da,1537b1,2c00d2,93006b,2f9837,5c2779
13093,1700e7,0814e1,1500e9,870077,249247,4d1a96
13095,1800e6,2733a3,70008e,b4004a,4c7e34,661a7d
13097,4000be,4d4b65,5200ac,91006d,40922b,7f2954
13099,0a00f4,111cd1,1800e6,c0003e,15b633,592879
13101,1500e9,0d6a87,3300cb,ae0050,15d316,654257
13103,74008a,1f9b44,82007c,cb0033,31a428,7a2e56
13105,3000ce,122ac2,1b00e3,5f009f,2b9a39,621f7d
13107,2900d5,194c98,3800c6,970067,36893e,691d75
13109,2200dc,153cad,3c00c2,a90055,379531,6b2969
13111,9a0064,920468,a4005a,8b0073,963335,732466
13113,1c00e2,0c3bb7,1800e6,980065,42912a,8d2d43
13115,3000ce,3816af,780086,860077,58762f,71226a
13117,650099,361aad,5c00a2,760087,4f8925,813349
13119,3100cd,1a1dc6,1400ea,3c00c2,2ba42e,662b6b
13121,2b00d3,4a2192,6b0093,6f008f,5b346e,541792
13123,780086,780680,970067,7f007f,834f2b,732664
13125,5500a9,06ba3e,4200bc,db0023,30c10c,812d4f
13127,2900d5,3c3a88,80007e,8f006f,4d6e43,7d215f
13129,4b00b3,2e14bc,5700a7,690095,4c8130,77295d
13131,1e00e0,1c31b1,2700d7,9c0062,18a73e,642f6a
13133,1a00e3,0e2dc2,3600c8,4900b5,2f5876,521e8d
13135,2c00d2,1c20c1,3300cb,80007e,4e812f,8a284a
13137,3600c8,2d1bb5,4500b9,5100ad,48862f,7f2856
13139,3400ca,251cbd,5000ae,5800a5,5c673b,7e2758
13141,3800c6,244891,4a00b4,750089,1a4d97,280fc6
13143,6b0093,3b21a1,780086,960068,439723,69276d
13145,1400ea,1e35aa,4b00b3,b1004d,427745,792262
13147,2200dc,0d0ee3,1500e9,4400b9,1fab34,572e79
13149,3f00bf,1810d5,2600d8,6e0090,2aa232,5c3071
13151,1800e6,1f1dc1,3e00c0,760088,40734a,842752
13153,4200bc,1935b0,3000ce,9a0064,4b8131,6d305f
13155,3a00c4,1b31b2,2a00d4,ba0044,26ae2a,572a7b
