id,margin,bush,kerry,other3,other2,other1
13173,27.42%, 63.38%, 35.96%,-,-, 0.66%
13175,26.66%, 63.05%, 36.39%,-,-, 0.56%
13177,57.72%, 78.64%, 20.92%,-,-, 0.43%
13179,3.81%, 47.86%, 51.67%,-,-, 0.46%
13181,26.57%, 63.12%, 36.55%,-,-, 0.33%
13183,31.60%, 65.57%, 33.97%,-,-, 0.46%
13185,20.40%, 59.91%, 39.50%,-,-, 0.59%
13187,51.80%, 75.35%, 23.55%,-,-, 1.09%
13189,25.03%, 62.29%, 37.26%,-,-, 0.45%
13191,5.83%, 52.71%, 46.88%,-,-, 0.41%
13193,22.07%, 38.72%, 60.79%,-,-, 0.48%
13195,47.96%, 73.60%, 25.64%,-,-, 0.76%
13197,13.36%, 56.48%, 43.12%,-,-, 0.41%
13199,8.50%, 53.98%, 45.48%,-,-, 0.54%
13201,39.23%, 69.37%, 30.14%,-,-, 0.49%
13205,7.22%, 53.42%, 46.20%,-,-, 0.37%
13207,33.76%, 66.59%, 32.84%,-,-, 0.57%
13209,36.06%, 67.82%, 31.77%,-,-, 0.41%
13211,35.85%, 67.64%, 31.79%,-,-, 0.57%
13213,45.29%, 72.38%, 27.09%,-,-, 0.52%
13215,3.15%, 48.16%, 51.31%,-,-, 0.52%
13217,24.51%, 61.99%, 37.47%,-,-, 0.54%
13219,45.69%, 72.37%, 26.68%,-,-, 0.94%
13221,31.73%, 65.41%, 33.68%,-,-, 0.90%
13223,52.88%, 76.13%, 23.25%,-,-, 0.62%
13225,6.93%, 53.24%, 46.31%,-,-, 0.46%
13227,53.30%, 76.28%, 22.97%,-,-, 0.75%
13229,58.16%, 78.99%, 20.83%,-,-, 0.19%
13231,54.63%, 76.94%, 22.31%,-,-, 0.74%
13233,37.03%, 68.17%, 31.14%,-,-, 0.68%
13235,25.82%, 62.61%, 36.79%,-,-, 0.60%
13237,28.43%, 63.91%, 35.48%,-,-, 0.62%
13239,13.89%, 42.38%, 56.27%,-,-, 1.35%
13241,41.13%, 70.00%, 28.87%,-,-, 1.13%
13243,6.36%, 46.49%, 52.85%,-,-, 0.66%
13245,13.69%, 42.90%, 56.59%,-,-, 0.50%
13247,21.53%, 60.42%, 38.89%,-,-, 0.69%
13249,39.10%, 69.39%, 30.29%,-,-, 0.33%
13251,13.93%, 56.68%, 42.75%,-,-, 0.57%
13253,21.30%, 60.26%, 38.95%,-,-, 0.79%
13255,28.53%, 63.99%, 35.46%,-,-, 0.55%
13257,43.31%, 71.37%, 28.05%,-,-, 0.58%
13259,20.82%, 39.22%, 60.04%,-,-, 0.74%
13261,1.12%, 50.35%, 49.23%,-,-, 0.42%
13263,24.67%, 37.43%, 62.10%,-,-, 0.48%
13265,29.13%, 35.23%, 64.35%,-,-, 0.42%
13267,44.33%, 71.93%, 27.60%,-,-, 0.46%
13269,13.42%, 56.52%, 43.10%,-,-, 0.38%
13271,15.39%, 57.49%, 42.11%,-,-, 0.40%
13273,2.40%, 48.58%, 50.98%,-,-, 0.44%
13275,23.28%, 61.39%, 38.12%,-,-, 0.49%
13277,37.93%, 68.75%, 30.82%,-,-, 0.43%
13279,41.15%, 70.25%, 29.10%,-,-, 0.65%
13281,45.28%, 72.34%, 27.06%,-,-, 0.61%
13283,23.14%, 61.22%, 38.09%,-,-, 0.69%
13285,29.87%, 64.65%, 34.78%,-,-, 0.57%
13287,22.93%, 61.21%, 38.28%,-,-, 0.51%
13289,2.47%, 48.34%, 50.81%,-,-, 0.85%
13291,48.89%, 74.06%, 25.17%,-,-, 0.77%
13293,31.80%, 65.72%, 33.92%,-,-, 0.36%
13295,43.50%, 71.34%, 27.84%,-,-, 0.82%
13297,56.81%, 78.11%, 21.29%,-,-, 0.60%
13299,38.45%, 68.99%, 30.55%,-,-, 0.46%
13301,9.60%, 45.04%, 54.64%,-,-, 0.32%
13303,4.43%, 51.93%, 47.51%,-,-, 0.56%
13305,43.25%, 71.31%, 28.06%,-,-, 0.63%
13307,2.98%, 48.12%, 51.09%,-,-, 0.79%
13309,16.80%, 58.03%, 41.24%,-,-, 0.73%
13311,56.68%, 77.89%, 21.21%,-,-, 0.89%
13313,46.84%, 73.10%, 26.26%,-,-, 0.64%
13315,30.70%, 65.18%, 34.48%,-,-, 0.34%
13317,10.16%, 54.75%, 44.59%,-,-, 0.66%
13319,0.58%, 50.04%, 49.47%,-,-, 0.49%
13321,39.23%, 69.40%, 30.17%,-,-, 0.44%
15001,22.68%, 38.18%, 60.86%,-,-, 0.96%
15003,2.79%, 48.29%, 51.08%,-,-, 0.63%
15005,0%,-,-,-,-,-
15007,20.81%, 39.15%, 59.96%,-,-, 0.88%
15009,22.38%, 38.34%, 60.73%,-,-, 0.93%
16001,23.30%, 61.05%, 37.75%,-,-, 1.20%
16003,44.26%, 71.16%, 26.90%,-,-, 1.94%
16005,24.61%, 61.64%, 37.03%,-,-, 1.33%
16007,66.18%, 82.43%, 16.25%,-,-, 1.32%
16009,41.36%, 69.70%, 28.35%,-,-, 1.95%
16011,55.11%, 76.87%, 21.76%,-,-, 1.36%
16013,19.30%, 39.76%, 59.05%,-,-, 1.19%
16015,43.41%, 70.91%, 27.50%,-,-, 1.59%
16017,22.89%, 60.49%, 37.60%,-,-, 1.91%
16019,55.81%, 77.30%, 21.50%,-,-, 1.20%
16021,39.83%, 68.78%, 28.96%,-,-, 2.26%
16023,53.77%, 76.60%, 22.83%,-,-, 0.57%
16025,52.27%, 75.63%, 23.36%,-,-, 1.01%
16027,50.60%, 74.69%, 24.09%,-,-, 1.23%
16029,68.94%, 83.91%, 14.96%,-,-, 1.13%
16031,69.16%, 83.90%, 14.74%,-,-, 1.36%
16033,72.52%, 85.55%, 13.03%,-,-, 1.42%
16035,42.69%, 70.38%, 27.69%,-,-, 1.93%
16037,51.02%, 74.72%, 23.71%,-,-, 1.57%
16039,50.27%, 74.57%, 24.30%,-,-, 1.13%
16041,80.55%, 89.57%, 9.02%,-,-, 1.40%
16043,73.22%, 86.06%, 12.84%,-,-, 1.09%
16045,53.10%, 75.92%, 22.82%,-,-, 1.26%
16047,50.61%, 74.61%, 24.00%,-,-, 1.39%
16049,54.30%, 75.50%, 21.19%,-,-, 0.78%
16051,74.32%, 86.49%, 12.17%,-,-, 1.34%
16053,58.25%, 78.68%, 20.43%,-,-, 0.90%
16055,34.04%, 66.25%, 32.20%,-,-, 1.55%
16057,1.46%, 49.48%, 48.03%,-,-, 2.49%
16059,53.37%, 75.93%, 22.56%,-,-, 1.50%
16061,50.49%, 74.67%, 24.18%,-,-, 1.15%
16063,49.15%, 73.99%, 24.84%,-,-, 1.17%
16065,84.79%, 91.89%, 7.10%,-,-, 1.01%
16067,62.02%, 80.50%, 18.48%,-,-, 1.01%
16069,25.61%, 62.20%, 36.59%,-,-, 1.21%
16071,69.62%, 83.87%, 14.25%,-,-, 1.88%
16073,60.56%, 79.64%, 19.08%,-,-, 1.28%
16075,53.88%, 76.47%, 22.59%,-,-, 0.94%
16077,43.14%, 71.16%, 28.03%,-,-, 0.81%
16079,11.07%, 54.75%, 43.68%,-,-, 1.57%
16081,22.20%, 60.57%, 38.37%,-,-, 1.06%
16083,49.99%, 74.42%, 24.43%,-,-, 1.15%
16085,21.37%, 59.97%, 38.60%,-,-, 1.42%
16087,51.41%, 75.11%, 23.70%,-,-, 1.19%
17001,32.80%, 66.19%, 33.39%,-,-, 0.42%
17003,4.78%, 47.28%, 52.05%,-,-, 0.67%
17005,11.40%, 55.20%, 43.81%,-,-, 0.99%
17007,14.56%, 56.97%, 42.40%,-,-, 0.63%
17009,30.33%, 64.95%, 34.62%,-,-, 0.43%
17011,10.40%, 54.87%, 44.47%,-,-, 0.66%
17013,1.85%, 48.67%, 50.52%,-,-, 0.81%
17015,12.26%, 55.73%, 43.48%,-,-, 0.79%
17017,11.77%, 55.49%, 43.72%,-,-, 0.79%
17019,1.97%, 48.40%, 50.37%,-,-, 1.23%
17021,19.20%, 59.24%, 40.03%,-,-, 0.73%
17023,27.54%, 63.47%, 35.93%,-,-, 0.60%
17025,35.32%, 67.38%, 32.06%,-,-, 0.56%
17027,19.98%, 59.65%, 39.68%,-,-, 0.67%
17029,15.14%, 57.13%, 41.99%,-,-, 0.87%
17031,41.10%, 29.15%, 70.25%,-,-, 0.60%
17033,30.96%, 65.18%, 34.23%,-,-, 0.59%
17035,30.19%, 64.57%, 34.38%,-,-, 1.05%
17037,4.49%, 51.74%, 47.25%,-,-, 1.01%
17039,26.72%, 63.09%, 36.37%,-,-, 0.54%
17041,34.37%, 66.77%, 32.40%,-,-, 0.83%
17043,9.64%, 54.39%, 44.75%,-,-, 0.86%
17045,25.69%, 62.38%, 36.69%,-,-, 0.93%
17047,44.05%, 71.70%, 27.65%,-,-, 0.65%
17049,45.37%, 72.33%, 26.96%,-,-, 0.71%
17051,24.18%, 61.58%, 37.40%,-,-, 1.03%
17053,40.11%, 69.62%, 29.51%,-,-, 0.86%
17055,8.12%, 53.68%, 45.56%,-,-, 0.76%
17057,7.41%, 45.89%, 53.30%,-,-, 0.80%
17059,1.43%, 50.20%, 48.78%,-,-, 1.02%
17061,18.16%, 58.65%, 40.49%,-,-, 0.86%
17063,13.79%, 56.47%, 42.68%,-,-, 0.86%
17065,18.59%, 58.77%, 40.19%,-,-, 1.04%
17067,18.81%, 58.97%, 40.16%,-,-, 0.88%
17069,23.72%, 61.59%, 37.87%,-,-, 0.53%
17071,9.92%, 44.71%, 54.64%,-,-, 0.65%
17073,5.29%, 52.34%, 47.05%,-,-, 0.60%
17075,43.96%, 71.66%, 27.70%,-,-, 0.64%
17077,12.04%, 43.33%, 55.37%,-,-, 1.30%
17079,32.76%, 66.14%, 33.38%,-,-, 0.49%
17081,20.34%, 59.95%, 39.61%,-,-, 0.44%
17083,8.27%, 53.62%, 45.35%,-,-, 1.04%
17085,7.45%, 53.30%, 45.85%,-,-, 0.85%
17087,37.24%, 68.15%, 30.91%,-,-, 0.94%
17089,10.91%, 55.03%, 44.12%,-,-, 0.85%
17091,10.52%, 54.93%, 44.42%,-,-, 0.65%
17093,22.38%, 60.80%, 38.42%,-,-, 0.78%
17095,9.28%, 44.97%, 54.25%,-,-, 0.79%
17097,1.72%, 50.52%, 48.80%,-,-, 0.68%
17099,3.62%, 51.45%, 47.83%,-,-, 0.72%
17101,24.43%, 61.85%, 37.42%,-,-, 0.73%
17103,18.21%, 58.62%, 40.41%,-,-, 0.96%
17105,29.20%, 64.32%, 35.11%,-,-, 0.57%
17107,35.93%, 67.66%, 31.73%,-,-, 0.61%
17109,3.60%, 51.28%, 47.69%,-,-, 1.03%
17111,20.38%, 59.72%, 39.34%,-,-, 0.94%
17113,15.92%, 57.63%, 41.72%,-,-, 0.65%
17115,9.23%, 54.34%, 45.11%,-,-, 0.55%
17117,0.97%, 50.09%, 49.12%,-,-, 0.79%
17119,3.25%, 48.02%, 51.26%,-,-, 0.72%
17121,9.98%, 54.65%, 44.67%,-,-, 0.68%
17123,14.09%, 56.71%, 42.62%,-,-, 0.67%
17125,9.63%, 54.39%, 44.76%,-,-, 0.85%
17127,23.88%, 61.66%, 37.78%,-,-, 0.55%
17129,34.55%, 67.05%, 32.51%,-,-, 0.44%
17131,1.19%, 49.09%, 50.28%,-,-, 0.64%
17133,16.37%, 57.84%, 41.47%,-,-, 0.70%
17135,6.74%, 52.99%, 46.24%,-,-, 0.77%
17137,24.65%, 61.87%, 37.22%,-,-, 0.91%
17139,25.36%, 62.30%, 36.93%,-,-, 0.77%
17141,24.49%, 61.92%, 37.43%,-,-, 0.64%
17143,0.08%, 49.60%, 49.68%,-,-, 0.72%
17145,7.86%, 53.61%, 45.76%,-,-, 0.63%
17147,26.42%, 62.80%, 36.38%,-,-, 0.82%
17149,27.36%, 63.06%, 35.70%,-,-, 1.24%
17151,23.89%, 61.58%, 37.68%,-,-, 0.74%
17153,11.20%, 55.34%, 44.14%,-,-, 0.51%
17155,2.42%, 48.42%, 50.84%,-,-, 0.75%
17157,8.73%, 54.00%, 45.27%,-,-, 0.73%
17159,33.86%, 66.50%, 32.64%,-,-, 0.86%
17161,14.60%, 42.39%, 56.99%,-,-, 0.61%
17163,10.78%, 44.35%, 55.14%,-,-, 0.51%
17165,19.98%, 59.73%, 39.76%,-,-, 0.51%
17167,18.11%, 58.61%, 40.50%,-,-, 0.88%
17169,20.07%, 59.61%, 39.54%,-,-, 0.84%
17171,29.17%, 64.34%, 35.17%,-,-, 0.49%
17173,28.45%, 63.85%, 35.40%,-,-, 0.76%
17175,21.30%, 60.14%, 38.84%,-,-, 1.01%
17177,15.47%, 57.28%, 41.81%,-,-, 0.91%
17179,16.43%, 57.84%, 41.41%,-,-, 0.75%
17181,17.52%, 58.48%, 40.96%,-,-, 0.56%
17183,11.88%, 55.56%, 43.68%,-,-, 0.76%
17185,40.96%, 70.13%, 29.17%,-,-, 0.70%
17187,6.34%, 52.90%, 46.56%,-,-, 0.53%
17189,25.74%, 62.59%, 36.85%,-,-, 0.57%
17191,47.82%, 73.63%, 25.81%,-,-, 0.56%
17193,25.41%, 62.40%, 37.00%,-,-, 0.60%
17195,2.84%, 48.22%, 51.07%,-,-, 0.71%
17197,5.43%, 52.37%, 46.94%,-,-, 0.68%
17199,21.37%, 60.37%, 39.00%,-,-, 0.63%
17201,0.86%, 50.06%, 49.20%,-,-, 0.74%
17203,35.60%, 67.54%, 31.94%,-,-, 0.53%
18001,46.64%, 72.97%, 26.33%,-,-, 0.70%
18003,27.24%, 63.28%, 36.04%,-,-, 0.68%
18005,34.73%, 66.96%, 32.23%,-,-, 0.81%
18007,41.63%, 70.07%, 28.43%,-,-, 1.50%
18009,28.70%, 64.07%, 35.37%,-,-, 0.56%
18011,49.87%, 74.48%, 24.61%,-,-, 0.90%
18013,24.31%, 61.56%, 37.24%,-,-, 1.20%
18015,36.80%, 67.93%, 31.13%,-,-, 0.94%
18017,37.08%, 68.05%, 30.97%,-,-, 0.98%
18019,16.17%, 57.86%, 41.68%,-,-, 0.46%
18021,37.36%, 68.26%, 30.91%,-,-, 0.83%
18023,43.24%, 71.32%, 28.08%,-,-, 0.60%
18025,14.80%, 57.04%, 42.24%,-,-, 0.72%
18027,50.60%, 74.87%, 24.28%,-,-, 0.85%
18029,36.41%, 67.87%, 31.46%,-,-, 0.68%
18031,47.83%, 73.53%, 25.70%,-,-, 0.77%
18033,36.73%, 67.96%, 31.23%,-,-, 0.81%
18035,13.83%, 56.46%, 42.63%,-,-, 0.92%
18037,38.18%, 68.71%, 30.53%,-,-, 0.76%
18039,40.73%, 70.00%, 29.27%,-,-, 0.73%
18041,22.55%, 60.85%, 38.30%,-,-, 0.86%
18043,17.76%, 58.65%, 40.89%,-,-, 0.46%
18045,35.66%, 67.40%, 31.74%,-,-, 0.86%
18047,40.55%, 69.83%, 29.27%,-,-, 0.90%
18049,39.30%, 69.25%, 29.96%,-,-, 0.79%
18051,25.69%, 62.49%, 36.80%,-,-, 0.70%
18053,37.36%, 68.35%, 30.99%,-,-, 0.66%
18055,29.98%, 64.48%, 34.50%,-,-, 1.03%
18057,49.09%, 74.24%, 25.15%,-,-, 0.60%
18059,49.73%, 74.54%, 24.80%,-,-, 0.66%
18061,27.98%, 63.63%, 35.65%,-,-, 0.72%
18063,47.57%, 73.48%, 25.90%,-,-, 0.62%
18065,29.07%, 64.07%, 35.00%,-,-, 0.93%
18067,28.95%, 64.06%, 35.11%,-,-, 0.83%
18069,49.53%, 74.34%, 24.81%,-,-, 0.85%
18071,36.73%, 67.96%, 31.22%,-,-, 0.82%
18073,36.96%, 68.02%, 31.05%,-,-, 0.93%
18075,32.64%, 65.93%, 33.28%,-,-, 0.79%
18077,20.40%, 59.85%, 39.45%,-,-, 0.70%
18079,31.62%, 65.27%, 33.64%,-,-, 1.09%
18081,48.10%, 73.68%, 25.58%,-,-, 0.74%
18083,27.57%, 63.44%, 35.88%,-,-, 0.68%
18085,56.98%, 78.05%, 21.08%,-,-, 0.87%
18087,43.40%, 71.42%, 28.02%,-,-, 0.56%
18089,22.78%, 38.24%, 61.03%,-,-, 0.73%
18091,0.46%, 49.09%, 49.56%,-,-, 1.35%
18093,38.77%, 68.97%, 30.21%,-,-, 0.82%
18095,19.40%, 59.29%, 39.89%,-,-, 0.81%
18097,1.93%, 48.65%, 50.57%,-,-, 0.78%
18099,36.38%, 67.78%, 31.40%,-,-, 0.83%
18101,37.87%, 68.33%, 30.46%,-,-, 1.20%
18103,41.93%, 70.44%, 28.51%,-,-, 1.04%
18105,8.19%, 45.25%, 53.43%,-,-, 1.32%
18107,50.63%, 74.93%, 24.31%,-,-, 0.76%
18109,48.20%, 73.75%, 25.55%,-,-, 0.70%
18111,29.50%, 64.24%, 34.75%,-,-, 1.01%
18113,39.26%, 69.26%, 30.00%,-,-, 0.75%
18115,22.21%, 60.72%, 38.51%,-,-, 0.78%
18117,32.34%, 65.68%, 33.34%,-,-, 0.97%
18119,32.40%, 65.75%, 33.35%,-,-, 0.89%
18121,31.39%, 65.27%, 33.88%,-,-, 0.85%
18123,0.07%, 49.75%, 49.68%,-,-, 0.57%
18125,21.36%, 60.29%, 38.92%,-,-, 0.79%
18127,8.33%, 53.63%, 45.30%,-,-, 1.07%
18129,31.27%, 65.35%, 34.08%,-,-, 0.57%
18131,36.46%, 67.63%, 31.17%,-,-, 1.19%
18133,36.58%, 67.81%, 31.23%,-,-, 0.95%
18135,30.29%, 64.66%, 34.37%,-,-, 0.97%
18137,39.83%, 69.49%, 29.66%,-,-, 0.85%
18139,45.32%, 72.27%, 26.95%,-,-, 0.78%
18141,2.41%, 50.87%, 48.46%,-,-, 0.67%
18143,11.19%, 55.24%, 44.05%,-,-, 0.71%
18145,42.92%, 71.11%, 28.20%,-,-, 0.69%
18147,20.29%, 59.79%, 39.50%,-,-, 0.71%
18149,9.61%, 54.22%, 44.61%,-,-, 1.16%
18151,31.68%, 65.35%, 33.67%,-,-, 0.98%
18153,19.75%, 59.55%, 39.80%,-,-, 0.64%
18155,18.58%, 58.87%, 40.29%,-,-, 0.84%
18157,19.25%, 59.01%, 39.76%,-,-, 1.23%
18159,43.40%, 71.31%, 27.91%,-,-, 0.77%
18161,36.51%, 67.76%, 31.25%,-,-, 0.99%
18163,17.97%, 58.68%, 40.72%,-,-, 0.60%
18165,1.60%, 50.39%, 48.80%,-,-, 0.81%
18167,6.45%, 52.81%, 46.36%,-,-, 0.83%
18169,41.81%, 70.63%, 28.82%,-,-, 0.55%
18171,30.53%, 64.77%, 34.24%,-,-, 0.98%
18173,30.55%, 65.05%, 34.51%,-,-, 0.44%
18175,27.90%, 63.56%, 35.65%,-,-, 0.79%
18177,21.01%, 59.97%, 38.96%,-,-, 1.07%
18179,49.02%, 74.21%, 25.19%,-,-, 0.60%
18181,35.66%, 67.28%, 31.61%,-,-, 1.11%
18183,41.78%, 70.56%, 28.78%,-,-, 0.66%
19001,13.04%, 56.15%, 43.10%,-,-, 0.75%
19003,14.62%, 56.65%, 42.02%,-,-, 1.33%
19005,1.15%, 49.99%, 48.84%,-,-, 1.18%
19007,4.29%, 51.78%, 47.49%,-,-, 0.73%
19009,9.74%, 54.51%, 44.77%,-,-, 0.72%
19011,0.66%, 49.31%, 49.97%,-,-, 0.71%
19013,11.49%, 43.89%, 55.38%,-,-, 0.73%
19015,1.12%, 49.04%, 50.16%,-,-, 0.80%
19017,5.01%, 52.16%, 47.15%,-,-, 0.70%
19019,7.74%, 45.79%, 53.54%,-,-, 0.67%
19021,16.10%, 57.56%, 41.46%,-,-, 0.98%
19023,18.94%, 59.09%, 40.15%,-,-, 0.76%
19025,18.26%, 58.73%, 40.47%,-,-, 0.79%
19027,10.20%, 54.75%, 44.56%,-,-, 0.69%
19029,28.07%, 63.58%, 35.52%,-,-, 0.90%
19031,1.26%, 50.23%, 48.97%,-,-, 0.80%
19033,9.84%, 44.71%, 54.54%,-,-, 0.75%
19035,11.33%, 55.30%, 43.97%,-,-, 0.74%
19037,9.81%, 44.67%, 54.48%,-,-, 0.85%
19039,2.69%, 48.18%, 50.88%,-,-, 0.94%
19041,15.73%, 57.03%, 41.30%,-,-, 1.67%
19043,4.62%, 47.03%, 51.66%,-,-, 1.31%
19045,12.75%, 43.21%, 55.96%,-,-, 0.83%
19047,10.15%, 54.61%, 44.46%,-,-, 0.93%
19049,16.22%, 57.75%, 41.52%,-,-, 0.73%
19051,10.64%, 54.82%, 44.18%,-,-, 1.00%
19053,5.71%, 52.06%, 46.35%,-,-, 1.60%
19055,7.40%, 53.35%, 45.95%,-,-, 0.71%
19057,20.29%, 39.38%, 59.67%,-,-, 0.94%
19059,12.53%, 55.87%, 43.34%,-,-, 0.80%
19061,13.73%, 42.73%, 56.46%,-,-, 0.81%
19063,5.66%, 52.31%, 46.64%,-,-, 1.05%
19065,0.55%, 49.35%, 49.89%,-,-, 0.76%
19067,7.40%, 45.86%, 53.25%,-,-, 0.89%
19069,14.27%, 56.66%, 42.38%,-,-, 0.96%
19071,21.78%, 60.39%, 38.61%,-,-, 1.00%
19073,3.11%, 51.20%, 48.09%,-,-, 0.70%
19075,29.83%, 64.67%, 34.84%,-,-, 0.50%
19077,11.86%, 55.47%, 43.61%,-,-, 0.92%
19079,5.66%, 52.39%, 46.73%,-,-, 0.88%
19081,14.97%, 57.04%, 42.07%,-,-, 0.90%
19083,9.61%, 54.48%, 44.87%,-,-, 0.66%
19085,23.10%, 60.94%, 37.84%,-,-, 1.22%
19087,11.56%, 55.20%, 43.64%,-,-, 1.16%
19089,12.48%, 43.18%, 55.65%,-,-, 1.17%
19091,18.99%, 59.10%, 40.11%,-,-, 0.79%
19093,24.56%, 62.06%, 37.49%,-,-, 0.45%
19095,8.32%, 53.75%, 45.43%,-,-, 0.82%
19097,14.12%, 42.37%, 56.50%,-,-, 1.13%
19099,4.83%, 47.16%, 51.99%,-,-, 0.85%
19101,10.17%, 44.05%, 54.22%,-,-, 1.73%
19103,29.27%, 34.75%, 64.01%,-,-, 1.24%
19105,2.20%, 48.45%, 50.65%,-,-, 0.90%
19107,15.05%, 56.92%, 41.86%,-,-, 1.22%
19109,9.83%, 54.46%, 44.63%,-,-, 0.91%
19111,15.01%, 41.84%, 56.85%,-,-, 1.31%
19113,9.93%, 44.65%, 54.58%,-,-, 0.77%
19115,5.59%, 52.32%, 46.72%,-,-, 0.96%
19117,12.16%, 55.63%, 43.47%,-,-, 0.90%
19119,56.52%, 77.87%, 21.36%,-,-, 0.77%
19121,14.47%, 56.70%, 42.23%,-,-, 1.07%
19123,28.60%, 63.93%, 35.33%,-,-, 0.75%
19125,20.46%, 59.83%, 39.37%,-,-, 0.79%
19127,0.59%, 49.87%, 49.27%,-,-, 0.86%
19129,32.39%, 65.65%, 33.26%,-,-, 1.10%
19131,2.54%, 48.28%, 50.82%,-,-, 0.89%
19133,3.55%, 51.32%, 47.77%,-,-, 0.92%
19135,5.35%, 52.16%, 46.81%,-,-, 1.03%
19137,30.63%, 64.81%, 34.18%,-,-, 1.01%
19139,2.79%, 48.19%, 50.98%,-,-, 0.83%
19141,38.78%, 68.92%, 30.14%,-,-, 0.94%
19143,41.67%, 70.27%, 28.60%,-,-, 1.13%
19145,40.36%, 69.79%, 29.43%,-,-, 0.79%
19147,3.70%, 51.51%, 47.81%,-,-, 0.67%
19149,28.90%, 63.90%, 35.00%,-,-, 1.10%
19151,14.35%, 56.60%, 42.24%,-,-, 1.16%
19153,4.63%, 47.29%, 51.93%,-,-, 0.78%
19155,18.30%, 58.72%, 40.43%,-,-, 0.85%
19157,0.77%, 49.20%, 49.98%,-,-, 0.82%
19159,6.48%, 52.77%, 46.29%,-,-, 0.94%
19161,16.99%, 58.21%, 41.22%,-,-, 0.58%
19163,2.62%, 48.30%, 50.92%,-,-, 0.78%
19165,28.50%, 63.81%, 35.31%,-,-, 0.88%
19167,72.24%, 85.87%, 13.63%,-,-, 0.49%
19169,5.55%, 46.63%, 52.17%,-,-, 1.20%
19171,0.34%, 49.51%, 49.85%,-,-, 0.64%
19173,20.56%, 59.81%, 39.25%,-,-, 0.94%
19175,6.99%, 52.94%, 45.95%,-,-, 1.10%
19177,16.76%, 57.64%, 40.88%,-,-, 1.49%
19179,10.31%, 44.31%, 54.62%,-,-, 1.07%
19181,6.20%, 52.75%, 46.54%,-,-, 0.71%
19183,12.93%, 55.92%, 42.99%,-,-, 1.09%
19185,11.30%, 55.31%, 44.02%,-,-, 0.67%
19187,3.23%, 48.09%, 51.32%,-,-, 0.60%
19189,7.86%, 53.34%, 45.48%,-,-, 1.18%
19191,0.28%, 49.37%, 49.65%,-,-, 0.98%
19193,2.25%, 50.80%, 48.55%,-,-, 0.65%
19195,11.91%, 43.54%, 55.45%,-,-, 1.02%
19197,10.62%, 54.99%, 44.37%,-,-, 0.64%
20001,33.12%, 65.84%, 32.73%,-,-, 1.43%
20003,31.19%, 64.72%, 33.52%,-,-, 1.76%
20005,10.68%, 54.51%, 43.83%,-,-, 1.66%
20007,49.69%, 74.16%, 24.47%,-,-, 1.37%
20009,49.48%, 74.03%, 24.55%,-,-, 1.42%
20011,32.25%, 65.39%, 33.14%,-,-, 1.47%
20013,41.29%, 69.99%, 28.70%,-,-, 1.31%
20015,41.64%, 70.16%, 28.52%,-,-, 1.32%
20017,42.44%, 70.29%, 27.85%,-,-, 1.87%
20019,57.40%, 78.01%, 20.61%,-,-, 1.38%
20021,23.78%, 61.36%, 37.59%,-,-, 1.05%
20023,61.05%, 79.96%, 18.91%,-,-, 1.12%
20025,58.64%, 78.54%, 19.91%,-,-, 1.55%
20027,59.38%, 79.15%, 19.78%,-,-, 1.07%
20029,44.66%, 71.53%, 26.87%,-,-, 1.60%
20031,49.14%, 73.93%, 24.80%,-,-, 1.27%
20033,58.10%, 78.49%, 20.39%,-,-, 1.12%
20035,31.76%, 65.11%, 33.35%,-,-, 1.54%
20037,6.11%, 52.19%, 46.09%,-,-, 1.72%
20039,57.47%, 77.87%, 20.40%,-,-, 1.72%
20041,44.72%, 71.61%, 26.89%,-,-, 1.50%
20043,39.58%, 69.14%, 29.56%,-,-, 1.30%
20045,16.14%, 41.00%, 57.14%,-,-, 1.86%
20047,46.66%, 72.46%, 25.80%,-,-, 1.74%
20049,49.50%, 73.86%, 24.36%,-,-, 1.78%
20051,31.66%, 64.75%, 33.09%,-,-, 2.16%
20053,47.00%, 72.82%, 25.82%,-,-, 1.35%
20055,51.63%, 75.29%, 23.67%,-,-, 1.04%
20057,48.20%, 73.56%, 25.35%,-,-, 1.09%
20059,30.24%, 64.40%, 34.17%,-,-, 1.43%
20061,29.64%, 64.18%, 34.54%,-,-, 1.28%
20063,64.69%, 81.53%, 16.84%,-,-, 1.64%
20065,51.94%, 75.14%, 23.19%,-,-, 1.67%
20067,58.30%, 78.64%, 20.34%,-,-, 1.02%
20069,62.72%, 80.89%, 18.17%,-,-, 0.94%
20071,60.68%, 79.46%, 18.78%,-,-, 1.77%
20073,42.26%, 70.35%, 28.08%,-,-, 1.57%
20075,58.32%, 78.58%, 20.27%,-,-, 1.15%
20077,48.70%, 73.52%, 24.81%,-,-, 1.67%
20079,27.82%, 63.10%, 35.28%,-,-, 1.62%
20081,70.61%, 84.80%, 14.20%,-,-, 1.00%
20083,61.71%, 80.56%, 18.85%,-,-, 0.59%
20085,28.29%, 63.35%, 35.05%,-,-, 1.60%
20087,24.51%, 61.50%, 37.00%,-,-, 1.50%
20089,57.96%, 78.07%, 20.10%,-,-, 1.83%
20091,23.29%, 61.12%, 37.83%,-,-, 1.05%
20093,62.20%, 80.89%, 18.69%,-,-, 0.41%
20095,50.40%, 74.42%, 24.02%,-,-, 1.57%
20097,65.11%, 81.47%, 16.36%,-,-, 2.17%
20099,19.53%, 59.09%, 39.56%,-,-, 1.36%
