id,margin,bush,kerry,other3,other2,other1
20101,63.31%, 81.16%, 17.85%,-,-, 0.99%
20103,17.96%, 58.35%, 40.39%,-,-, 1.25%
20105,54.28%, 76.00%, 21.72%,-,-, 2.28%
20107,29.89%, 64.29%, 34.40%,-,-, 1.31%
20109,66.12%, 82.40%, 16.28%,-,-, 1.31%
20111,20.22%, 59.16%, 38.94%,-,-, 1.90%
20113,44.93%, 71.78%, 26.85%,-,-, 1.37%
20115,48.38%, 73.32%, 24.94%,-,-, 1.74%
20117,28.82%, 63.84%, 35.02%,-,-, 1.14%
20119,65.63%, 82.41%, 16.78%,-,-, 0.80%
20121,29.79%, 64.31%, 34.52%,-,-, 1.18%
20123,57.21%, 77.90%, 20.69%,-,-, 1.40%
20125,37.26%, 67.99%, 30.73%,-,-, 1.28%
20127,35.08%, 66.79%, 31.71%,-,-, 1.50%
20129,64.15%, 81.66%, 17.51%,-,-, 0.82%
20131,48.91%, 73.71%, 24.80%,-,-, 1.48%
20133,31.54%, 65.07%, 33.52%,-,-, 1.41%
20135,56.38%, 77.39%, 21.01%,-,-, 1.60%
20137,62.29%, 80.49%, 18.20%,-,-, 1.31%
20139,30.32%, 64.32%, 33.99%,-,-, 1.69%
20141,54.60%, 76.48%, 21.88%,-,-, 1.64%
20143,58.50%, 78.53%, 20.03%,-,-, 1.45%
20145,46.82%, 72.69%, 25.87%,-,-, 1.44%
20147,59.68%, 79.24%, 19.56%,-,-, 1.19%
20149,47.04%, 71.70%, 24.66%,-,-, 1.37%
20151,43.82%, 71.19%, 27.37%,-,-, 1.44%
20153,65.41%, 82.21%, 16.80%,-,-, 0.99%
20155,31.60%, 64.95%, 33.36%,-,-, 1.69%
20157,56.46%, 77.47%, 21.01%,-,-, 1.52%
20159,46.89%, 72.71%, 25.82%,-,-, 1.46%
20161,22.78%, 60.60%, 37.82%,-,-, 1.58%
20163,58.56%, 78.27%, 19.70%,-,-, 2.03%
20165,39.63%, 68.53%, 28.90%,-,-, 2.57%
20167,52.79%, 75.77%, 22.98%,-,-, 1.25%
20169,32.93%, 65.58%, 32.65%,-,-, 1.76%
20171,68.60%, 83.69%, 15.09%,-,-, 1.22%
20173,25.63%, 62.12%, 36.49%,-,-, 1.38%
20175,57.92%, 78.54%, 20.63%,-,-, 0.83%
20177,9.71%, 54.17%, 44.45%,-,-, 1.38%
20179,64.37%, 81.37%, 17.00%,-,-, 1.64%
20181,52.72%, 75.60%, 22.88%,-,-, 1.52%
20183,53.29%, 76.08%, 22.78%,-,-, 1.14%
20185,52.29%, 75.43%, 23.15%,-,-, 1.42%
20187,65.32%, 82.40%, 17.08%,-,-, 0.52%
20189,71.79%, 85.47%, 13.69%,-,-, 0.84%
20191,36.95%, 67.62%, 30.67%,-,-, 1.71%
20193,56.61%, 77.70%, 21.09%,-,-, 1.21%
20195,46.92%, 72.66%, 25.74%,-,-, 1.60%
20197,42.45%, 70.23%, 27.77%,-,-, 2.00%
20199,71.92%, 84.70%, 12.79%,-,-, 2.51%
20201,58.15%, 78.31%, 20.16%,-,-, 1.54%
20203,64.60%, 81.83%, 17.23%,-,-, 0.94%
20205,50.09%, 74.19%, 24.10%,-,-, 1.71%
20207,38.23%, 68.29%, 30.06%,-,-, 1.64%
20209,31.84%, 33.56%, 65.40%,-,-, 1.05%
21001,51.89%, 75.57%, 23.69%,-,-, 0.74%
21003,45.78%, 72.62%, 26.85%,-,-, 0.53%
21005,33.59%, 66.34%, 32.75%,-,-, 0.91%
21007,15.08%, 57.19%, 42.11%,-,-, 0.69%
21009,34.73%, 67.05%, 32.32%,-,-, 0.63%
21011,6.89%, 46.13%, 53.02%,-,-, 0.85%
21013,22.83%, 61.10%, 38.27%,-,-, 0.64%
21015,44.23%, 71.71%, 27.49%,-,-, 0.80%
21017,21.36%, 60.28%, 38.92%,-,-, 0.80%
21019,6.29%, 52.81%, 46.53%,-,-, 0.66%
21021,24.96%, 62.16%, 37.20%,-,-, 0.64%
21023,31.86%, 65.46%, 33.60%,-,-, 0.94%
21025,13.21%, 42.77%, 55.97%,-,-, 1.26%
21027,31.64%, 65.49%, 33.85%,-,-, 0.66%
21029,36.29%, 67.88%, 31.59%,-,-, 0.53%
21031,47.92%, 73.66%, 25.74%,-,-, 0.59%
21033,28.68%, 64.04%, 35.36%,-,-, 0.60%
21035,23.54%, 61.36%, 37.82%,-,-, 0.82%
21037,28.09%, 63.57%, 35.48%,-,-, 0.95%
21039,22.21%, 60.95%, 38.73%,-,-, 0.32%
21041,12.50%, 55.81%, 43.32%,-,-, 0.87%
21043,1.39%, 48.77%, 50.17%,-,-, 1.06%
21045,62.25%, 80.83%, 18.57%,-,-, 0.60%
21047,33.14%, 66.31%, 33.17%,-,-, 0.52%
21049,25.32%, 62.28%, 36.96%,-,-, 0.76%
21051,49.76%, 74.49%, 24.73%,-,-, 0.78%
21053,55.54%, 77.41%, 21.88%,-,-, 0.71%
21055,30.74%, 65.06%, 34.32%,-,-, 0.62%
21057,46.56%, 72.74%, 26.18%,-,-, 1.08%
21059,23.10%, 61.16%, 38.06%,-,-, 0.78%
21061,31.73%, 65.59%, 33.86%,-,-, 0.55%
21063,40.34%, 29.46%, 69.80%,-,-, 0.74%
21065,30.96%, 65.17%, 34.21%,-,-, 0.63%
21067,6.70%, 52.88%, 46.18%,-,-, 0.94%
21069,21.65%, 60.44%, 38.79%,-,-, 0.77%
21071,25.27%, 36.97%, 62.24%,-,-, 0.79%
21073,2.74%, 50.89%, 48.15%,-,-, 0.96%
21075,6.47%, 52.84%, 46.37%,-,-, 0.80%
21077,22.16%, 60.82%, 38.66%,-,-, 0.52%
21079,44.20%, 71.85%, 27.65%,-,-, 0.50%
21081,35.51%, 67.44%, 31.94%,-,-, 0.62%
21083,22.78%, 61.02%, 38.24%,-,-, 0.74%
21085,42.05%, 70.69%, 28.64%,-,-, 0.67%
21087,49.06%, 74.26%, 25.20%,-,-, 0.54%
21089,6.49%, 52.91%, 46.43%,-,-, 0.66%
21091,14.32%, 56.74%, 42.42%,-,-, 0.84%
21093,36.00%, 67.58%, 31.58%,-,-, 0.84%
21095,21.02%, 60.15%, 39.13%,-,-, 0.71%
21097,26.49%, 62.80%, 36.31%,-,-, 0.89%
21099,26.52%, 62.93%, 36.41%,-,-, 0.66%
21101,12.65%, 55.97%, 43.32%,-,-, 0.71%
21103,26.59%, 62.99%, 36.41%,-,-, 0.60%
21105,20.03%, 59.56%, 39.54%,-,-, 0.90%
21107,31.28%, 65.35%, 34.07%,-,-, 0.58%
21109,69.52%, 84.38%, 14.85%,-,-, 0.77%
21111,1.66%, 48.75%, 50.41%,-,-, 0.84%
21113,40.34%, 69.82%, 29.47%,-,-, 0.71%
21115,28.50%, 63.84%, 35.34%,-,-, 0.82%
21117,31.03%, 65.05%, 34.02%,-,-, 0.93%
21119,27.55%, 35.81%, 63.36%,-,-, 0.82%
21121,35.63%, 67.41%, 31.78%,-,-, 0.81%
21123,38.34%, 68.88%, 30.55%,-,-, 0.57%
21125,51.75%, 75.54%, 23.79%,-,-, 0.66%
21127,16.12%, 57.65%, 41.53%,-,-, 0.81%
21129,39.04%, 69.11%, 30.07%,-,-, 0.82%
21131,48.25%, 73.75%, 25.50%,-,-, 0.75%
21133,6.72%, 52.96%, 46.24%,-,-, 0.79%
21135,38.49%, 68.89%, 30.40%,-,-, 0.71%
21137,36.11%, 67.65%, 31.55%,-,-, 0.80%
21139,14.19%, 56.84%, 42.65%,-,-, 0.51%
21141,28.63%, 64.03%, 35.40%,-,-, 0.57%
21143,9.25%, 54.32%, 45.07%,-,-, 0.61%
21145,23.01%, 61.14%, 38.13%,-,-, 0.73%
21147,45.51%, 72.39%, 26.88%,-,-, 0.74%
21149,17.16%, 58.26%, 41.10%,-,-, 0.63%
21151,24.09%, 61.62%, 37.53%,-,-, 0.85%
21153,0.12%, 49.60%, 49.72%,-,-, 0.68%
21155,6.88%, 53.10%, 46.22%,-,-, 0.68%
21157,17.18%, 58.30%, 41.12%,-,-, 0.57%
21159,32.87%, 66.01%, 33.14%,-,-, 0.86%
21161,24.54%, 61.89%, 37.35%,-,-, 0.76%
21163,31.30%, 65.31%, 34.01%,-,-, 0.68%
21165,2.73%, 48.06%, 50.79%,-,-, 1.15%
21167,35.11%, 67.26%, 32.15%,-,-, 0.59%
21169,28.22%, 63.63%, 35.41%,-,-, 0.96%
21171,59.88%, 79.70%, 19.82%,-,-, 0.48%
21173,11.15%, 55.20%, 44.05%,-,-, 0.75%
21175,2.85%, 50.87%, 48.03%,-,-, 1.10%
21177,0.84%, 50.07%, 49.23%,-,-, 0.70%
21179,21.59%, 60.32%, 38.73%,-,-, 0.94%
21181,12.03%, 55.57%, 43.54%,-,-, 0.88%
21183,26.77%, 62.93%, 36.17%,-,-, 0.90%
21185,39.51%, 69.29%, 29.78%,-,-, 0.93%
21187,30.99%, 65.05%, 34.06%,-,-, 0.89%
21189,56.43%, 77.94%, 21.51%,-,-, 0.55%
21191,34.94%, 67.14%, 32.20%,-,-, 0.66%
21193,6.75%, 53.08%, 46.33%,-,-, 0.58%
21195,5.20%, 47.11%, 52.30%,-,-, 0.59%
21197,8.83%, 54.17%, 45.34%,-,-, 0.48%
21199,53.72%, 76.56%, 22.84%,-,-, 0.60%
21201,23.58%, 61.47%, 37.89%,-,-, 0.64%
21203,56.50%, 77.91%, 21.41%,-,-, 0.68%
21205,5.66%, 46.67%, 52.33%,-,-, 1.00%
21207,54.17%, 76.83%, 22.66%,-,-, 0.51%
21209,25.07%, 62.17%, 37.10%,-,-, 0.73%
21211,34.52%, 66.87%, 32.35%,-,-, 0.78%
21213,21.91%, 60.67%, 38.76%,-,-, 0.57%
21215,41.72%, 70.60%, 28.88%,-,-, 0.53%
21217,41.46%, 70.39%, 28.94%,-,-, 0.67%
21219,36.83%, 68.20%, 31.36%,-,-, 0.44%
21221,32.35%, 65.83%, 33.48%,-,-, 0.69%
21223,23.85%, 61.53%, 37.68%,-,-, 0.79%
21225,19.01%, 59.13%, 40.12%,-,-, 0.75%
21227,27.13%, 63.21%, 36.08%,-,-, 0.72%
21229,33.52%, 66.44%, 32.93%,-,-, 0.63%
21231,31.37%, 65.41%, 34.04%,-,-, 0.55%
21233,16.28%, 57.82%, 41.54%,-,-, 0.65%
21235,40.90%, 70.14%, 29.24%,-,-, 0.62%
21237,11.38%, 43.90%, 55.28%,-,-, 0.82%
21239,21.36%, 60.31%, 38.95%,-,-, 0.74%
22001,28.32%, 63.75%, 35.42%,-,-, 0.83%
22003,14.79%, 56.33%, 41.55%,-,-, 2.12%
22005,27.38%, 63.07%, 35.69%,-,-, 1.24%
22007,5.77%, 46.26%, 52.03%,-,-, 1.71%
22009,8.54%, 53.48%, 44.93%,-,-, 1.59%
22011,43.70%, 71.30%, 27.60%,-,-, 1.09%
22013,2.98%, 50.47%, 47.49%,-,-, 2.04%
22015,41.50%, 70.34%, 28.84%,-,-, 0.81%
22017,2.40%, 50.93%, 48.54%,-,-, 0.53%
22019,16.58%, 57.81%, 41.24%,-,-, 0.95%
22021,40.49%, 69.61%, 29.12%,-,-, 1.26%
22023,39.29%, 68.75%, 29.46%,-,-, 1.79%
22025,31.21%, 64.98%, 33.77%,-,-, 1.25%
22027,12.82%, 55.87%, 43.05%,-,-, 1.09%
22029,22.06%, 60.43%, 38.37%,-,-, 1.19%
22031,10.45%, 54.79%, 44.34%,-,-, 0.87%
22033,9.61%, 54.42%, 44.81%,-,-, 0.76%
22035,18.35%, 39.97%, 58.32%,-,-, 1.71%
22037,10.11%, 54.57%, 44.46%,-,-, 0.97%
22039,15.68%, 56.86%, 41.18%,-,-, 1.95%
22041,36.39%, 67.46%, 31.07%,-,-, 1.47%
22043,49.23%, 73.97%, 24.74%,-,-, 1.29%
22045,21.67%, 60.17%, 38.50%,-,-, 1.32%
22047,12.99%, 42.71%, 55.70%,-,-, 1.58%
22049,32.86%, 65.88%, 33.02%,-,-, 1.10%
22051,23.87%, 61.50%, 37.64%,-,-, 0.86%
22053,25.45%, 61.93%, 36.48%,-,-, 1.59%
22055,29.49%, 64.20%, 34.71%,-,-, 1.09%
22057,21.97%, 60.04%, 38.08%,-,-, 1.88%
22059,61.88%, 80.39%, 18.52%,-,-, 1.09%
22061,19.48%, 59.23%, 39.75%,-,-, 1.02%
22063,54.42%, 76.78%, 22.36%,-,-, 0.86%
22065,0.92%, 49.03%, 49.95%,-,-, 1.03%
22067,16.46%, 57.60%, 41.14%,-,-, 1.26%
22069,10.98%, 54.59%, 43.60%,-,-, 1.81%
22071,55.69%, 21.74%, 77.43%,-,-, 0.84%
22073,30.62%, 64.78%, 34.16%,-,-, 1.05%
22075,30.32%, 64.72%, 34.40%,-,-, 0.87%
22077,2.51%, 48.17%, 50.68%,-,-, 1.15%
22079,28.83%, 63.79%, 34.96%,-,-, 1.24%
22081,7.78%, 53.15%, 45.37%,-,-, 1.48%
22083,27.57%, 63.14%, 35.57%,-,-, 1.29%
22085,41.44%, 70.08%, 28.64%,-,-, 1.27%
22087,32.31%, 65.68%, 33.37%,-,-, 0.96%
22089,24.71%, 61.87%, 37.15%,-,-, 0.98%
22091,17.03%, 40.58%, 57.61%,-,-, 1.82%
22093,16.76%, 40.92%, 57.68%,-,-, 1.40%
22095,6.45%, 46.08%, 52.53%,-,-, 1.39%
22097,0.41%, 49.82%, 49.42%,-,-, 0.76%
22099,7.77%, 52.99%, 45.22%,-,-, 1.79%
22101,14.67%, 56.74%, 42.07%,-,-, 1.19%
22103,50.18%, 74.70%, 24.52%,-,-, 0.78%
22105,25.72%, 62.14%, 36.42%,-,-, 1.45%
22107,0.54%, 49.04%, 49.58%,-,-, 1.38%
22109,31.24%, 64.96%, 33.73%,-,-, 1.31%
22111,40.75%, 69.57%, 28.82%,-,-, 1.60%
22113,24.37%, 61.38%, 37.00%,-,-, 1.62%
22115,45.95%, 72.44%, 26.50%,-,-, 1.06%
22117,24.95%, 61.69%, 36.74%,-,-, 1.58%
22119,22.97%, 60.00%, 37.04%,-,-, 0.80%
22121,8.21%, 53.73%, 45.52%,-,-, 0.75%
22123,49.85%, 74.31%, 24.46%,-,-, 1.23%
22125,13.76%, 56.19%, 42.43%,-,-, 1.38%
22127,35.50%, 67.10%, 31.60%,-,-, 1.31%
23001,10.67%, 43.73%, 54.40%,-,-, 1.86%
23003,5.31%, 46.55%, 51.86%,-,-, 1.59%
23005,18.08%, 40.12%, 58.20%,-,-, 1.68%
23007,12.09%, 42.74%, 54.83%,-,-, 2.42%
23009,11.00%, 43.49%, 54.49%,-,-, 2.02%
23011,8.77%, 44.57%, 53.34%,-,-, 2.09%
23013,11.13%, 43.46%, 54.59%,-,-, 1.95%
23015,4.43%, 46.83%, 51.26%,-,-, 1.90%
23017,7.68%, 45.00%, 52.68%,-,-, 2.32%
23019,0.12%, 49.10%, 49.22%,-,-, 1.68%
23021,8.95%, 53.31%, 44.36%,-,-, 2.33%
23023,7.64%, 45.05%, 52.69%,-,-, 2.25%
23025,2.22%, 47.78%, 50.00%,-,-, 2.21%
23027,5.58%, 46.19%, 51.77%,-,-, 2.03%
23029,1.32%, 49.79%, 48.47%,-,-, 1.73%
23031,8.34%, 45.01%, 53.35%,-,-, 1.64%
24001,28.15%, 63.57%, 35.42%,-,-, 1.00%
24003,12.48%, 55.59%, 43.11%,-,-, 1.30%
24005,4.65%, 46.98%, 51.62%,-,-, 1.40%
24009,17.92%, 58.49%, 40.58%,-,-, 0.93%
24011,31.58%, 65.13%, 33.55%,-,-, 1.32%
24013,40.71%, 69.66%, 28.95%,-,-, 1.39%
24015,20.91%, 59.87%, 38.97%,-,-, 1.16%
24017,1.57%, 48.84%, 50.40%,-,-, 0.76%
24019,17.92%, 58.48%, 40.57%,-,-, 0.95%
24021,20.31%, 59.58%, 39.27%,-,-, 1.15%
24023,46.41%, 72.77%, 26.36%,-,-, 0.87%
24025,28.28%, 63.48%, 35.20%,-,-, 1.31%
24027,9.37%, 44.63%, 54.00%,-,-, 1.37%
24029,6.70%, 52.77%, 46.07%,-,-, 1.15%
24031,33.14%, 32.83%, 65.97%,-,-, 1.19%
24033,64.37%, 17.44%, 81.81%,-,-, 0.76%
24035,34.04%, 66.48%, 32.44%,-,-, 1.08%
24037,26.24%, 62.57%, 36.33%,-,-, 1.09%
24039,9.45%, 54.30%, 44.85%,-,-, 0.85%
24041,20.79%, 59.84%, 39.05%,-,-, 1.11%
24043,28.55%, 63.76%, 35.21%,-,-, 1.04%
24045,18.29%, 58.66%, 40.36%,-,-, 0.98%
24047,22.60%, 60.84%, 38.24%,-,-, 0.92%
24510,64.99%, 16.96%, 81.95%,-,-, 1.08%
25001,10.31%, 44.29%, 54.60%,-,-, 1.11%
25003,47.38%, 25.74%, 73.12%,-,-, 1.14%
25005,28.05%, 35.44%, 63.49%,-,-, 1.07%
25007,46.64%, 26.03%, 72.67%,-,-, 1.30%
25009,17.69%, 40.55%, 58.24%,-,-, 1.22%
25011,38.77%, 29.58%, 68.35%,-,-, 2.07%
25013,22.92%, 38.00%, 60.93%,-,-, 1.07%
25015,40.80%, 28.64%, 69.44%,-,-, 1.92%
25017,29.47%, 34.52%, 63.99%,-,-, 1.49%
25019,27.39%, 35.64%, 63.03%,-,-, 1.33%
25021,21.63%, 38.58%, 60.21%,-,-, 1.20%
25023,8.39%, 45.27%, 53.66%,-,-, 1.08%
25025,53.05%, 22.82%, 75.88%,-,-, 1.30%
25027,14.11%, 42.30%, 56.41%,-,-, 1.29%
26001,11.04%, 55.00%, 43.96%,-,-, 1.04%
26003,1.62%, 48.65%, 50.26%,-,-, 1.09%
26005,27.21%, 63.11%, 35.90%,-,-, 0.98%
26007,1.70%, 50.39%, 48.70%,-,-, 0.91%
26009,24.28%, 61.52%, 37.24%,-,-, 1.23%
26011,0.06%, 49.55%, 49.61%,-,-, 0.84%
26013,8.60%, 53.66%, 45.06%,-,-, 1.28%
26015,24.20%, 61.57%, 37.37%,-,-, 1.06%
26017,9.82%, 44.60%, 54.42%,-,-, 0.98%
26019,9.21%, 54.04%, 44.83%,-,-, 1.14%
26021,11.02%, 55.01%, 43.99%,-,-, 1.00%
26023,21.04%, 60.02%, 38.98%,-,-, 1.00%
26025,3.51%, 51.21%, 47.70%,-,-, 1.09%
26027,15.10%, 57.12%, 42.02%,-,-, 0.86%
26029,17.58%, 58.09%, 40.52%,-,-, 1.39%
26031,13.37%, 56.15%, 42.78%,-,-, 1.07%
26033,11.64%, 55.33%, 43.69%,-,-, 0.99%
26035,0.73%, 49.82%, 49.09%,-,-, 1.08%
26037,17.21%, 58.16%, 40.95%,-,-, 0.89%
26039,12.32%, 55.52%, 43.21%,-,-, 1.27%
26041,1.55%, 50.32%, 48.76%,-,-, 0.92%
26043,15.38%, 57.08%, 41.70%,-,-, 1.22%
26045,7.84%, 53.41%, 45.58%,-,-, 1.01%
26047,20.07%, 59.48%, 39.41%,-,-, 1.12%
26049,20.80%, 39.23%, 60.03%,-,-, 0.73%
26051,3.23%, 51.18%, 47.95%,-,-, 0.86%
26053,5.75%, 46.56%, 52.31%,-,-, 1.14%
26055,19.90%, 59.42%, 39.52%,-,-, 1.06%
26057,14.14%, 56.59%, 42.45%,-,-, 0.97%
26059,28.10%, 63.34%, 35.23%,-,-, 1.43%
26061,13.61%, 56.08%, 42.46%,-,-, 1.46%
26063,11.69%, 55.37%, 43.68%,-,-, 0.95%
26065,16.64%, 41.14%, 57.78%,-,-, 1.08%
26067,21.63%, 60.18%, 38.55%,-,-, 1.27%
26069,5.31%, 52.13%, 46.82%,-,-, 1.06%
26071,0.14%, 49.52%, 49.38%,-,-, 1.11%
26073,2.38%, 48.19%, 50.57%,-,-, 1.24%
26075,12.54%, 55.75%, 43.21%,-,-, 1.03%
26077,3.60%, 47.71%, 51.31%,-,-, 0.98%
26079,22.61%, 60.67%, 38.05%,-,-, 1.28%
26081,18.66%, 58.85%, 40.19%,-,-, 0.96%
26083,10.49%, 54.27%, 43.78%,-,-, 1.95%
26085,3.28%, 47.71%, 50.99%,-,-, 1.30%
26087,16.92%, 57.89%, 40.97%,-,-, 1.14%
26089,12.11%, 55.57%, 43.46%,-,-, 0.98%
26091,10.40%, 54.61%, 44.22%,-,-, 1.17%
26093,26.53%, 62.79%, 36.26%,-,-, 0.95%
26095,24.89%, 61.82%, 36.94%,-,-, 1.24%
26097,13.44%, 56.16%, 42.72%,-,-, 1.12%
26099,1.49%, 50.24%, 48.75%,-,-, 1.01%
26101,0.18%, 49.41%, 49.23%,-,-, 1.36%
26103,8.38%, 45.22%, 53.60%,-,-, 1.19%
26105,12.26%, 55.60%, 43.34%,-,-, 1.05%
26107,11.26%, 55.23%, 43.97%,-,-, 0.80%
26109,5.39%, 52.04%, 46.64%,-,-, 1.32%
26111,13.90%, 56.31%, 42.41%,-,-, 1.27%
26113,36.87%, 68.12%, 31.25%,-,-, 0.63%
26115,1.86%, 50.54%, 48.68%,-,-, 0.77%
26117,13.08%, 55.99%, 42.91%,-,-, 1.10%
26119,19.85%, 59.32%, 39.48%,-,-, 1.20%
26121,11.18%, 43.96%, 55.14%,-,-, 0.91%
26123,19.90%, 59.49%, 39.60%,-,-, 0.91%
26125,0.43%, 49.32%, 49.75%,-,-, 0.93%
26127,10.05%, 54.30%, 44.25%,-,-, 1.46%
26129,2.21%, 50.52%, 48.30%,-,-, 1.18%
26131,9.52%, 53.96%, 44.44%,-,-, 1.60%
26133,19.06%, 58.98%, 39.93%,-,-, 1.09%
26135,17.65%, 58.29%, 40.64%,-,-, 1.07%
26137,22.72%, 60.70%, 37.98%,-,-, 1.32%
26139,43.92%, 71.55%, 27.64%,-,-, 0.81%
26141,7.32%, 52.98%, 45.66%,-,-, 1.36%
26143,3.86%, 51.28%, 47.43%,-,-, 1.29%
26145,7.51%, 45.86%, 53.37%,-,-, 0.78%
26147,8.23%, 53.60%, 45.36%,-,-, 1.04%
26149,22.55%, 60.78%, 38.23%,-,-, 0.99%
26151,22.87%, 60.84%, 37.97%,-,-, 1.19%
26153,2.93%, 51.05%, 48.12%,-,-, 0.83%
26155,6.89%, 52.95%, 46.06%,-,-, 0.99%
26157,9.73%, 54.31%, 44.57%,-,-, 1.12%
26159,4.34%, 51.60%, 47.26%,-,-, 1.14%
26161,27.99%, 35.47%, 63.46%,-,-, 1.07%
26163,39.58%, 29.81%, 69.39%,-,-, 0.80%
26165,19.34%, 59.14%, 39.80%,-,-, 1.06%
27001,2.42%, 50.44%, 48.02%,-,-, 1.53%
27003,6.68%, 52.77%, 46.09%,-,-, 1.14%
27005,18.09%, 58.30%, 40.21%,-,-, 1.49%
27007,1.68%, 48.45%, 50.13%,-,-, 1.43%
27009,10.79%, 54.63%, 43.84%,-,-, 1.53%
27011,1.73%, 48.35%, 50.08%,-,-, 1.57%
27013,3.41%, 47.52%, 50.92%,-,-, 1.56%
27015,23.49%, 60.93%, 37.44%,-,-, 1.63%
27017,26.29%, 36.23%, 62.52%,-,-, 1.25%
27019,26.54%, 62.78%, 36.24%,-,-, 0.98%
27021,12.82%, 55.78%, 42.96%,-,-, 1.26%
27023,5.07%, 46.76%, 51.83%,-,-, 1.41%
27025,12.34%, 55.57%, 43.24%,-,-, 1.19%
27027,4.96%, 51.79%, 46.83%,-,-, 1.38%
27029,13.00%, 55.90%, 42.90%,-,-, 1.19%
27031,7.39%, 45.08%, 52.47%,-,-, 2.45%
27033,13.05%, 55.85%, 42.80%,-,-, 1.35%
27035,15.21%, 56.96%, 41.75%,-,-, 1.29%
27037,2.00%, 50.48%, 48.48%,-,-, 1.04%
27039,14.96%, 56.68%, 41.72%,-,-, 1.60%
27041,17.60%, 58.07%, 40.47%,-,-, 1.46%
27043,11.83%, 55.22%, 43.39%,-,-, 1.38%
27045,1.12%, 48.67%, 49.79%,-,-, 1.53%
27047,11.62%, 43.48%, 55.09%,-,-, 1.43%
27049,4.03%, 51.29%, 47.26%,-,-, 1.45%
27051,0.97%, 49.57%, 48.60%,-,-, 1.83%
27053,19.89%, 39.43%, 59.33%,-,-, 1.24%
27055,3.20%, 50.81%, 47.61%,-,-, 1.58%
27057,15.02%, 56.83%, 41.81%,-,-, 1.37%
27059,17.12%, 57.94%, 40.82%,-,-, 1.24%
27061,10.61%, 43.93%, 54.54%,-,-, 1.53%
27063,6.44%, 52.33%, 45.89%,-,-, 1.78%
27065,11.34%, 54.89%, 43.55%,-,-, 1.56%
27067,11.09%, 54.82%, 43.74%,-,-, 1.44%
27069,0.97%, 48.73%, 49.70%,-,-, 1.57%
27071,1.68%, 48.42%, 50.10%,-,-, 1.48%
27073,6.54%, 46.09%, 52.63%,-,-, 1.28%
27075,20.41%, 39.16%, 59.57%,-,-, 1.27%
27077,21.13%, 59.50%, 38.38%,-,-, 2.13%
27079,8.87%, 53.70%, 44.83%,-,-, 1.47%
27081,5.33%, 51.94%, 46.62%,-,-, 1.44%
27083,15.08%, 56.84%, 41.76%,-,-, 1.40%
27085,25.50%, 61.95%, 36.45%,-,-, 1.59%
27087,8.25%, 45.14%, 53.39%,-,-, 1.48%
27089,15.80%, 57.30%, 41.50%,-,-, 1.20%
27091,15.58%, 57.13%, 41.55%,-,-, 1.32%
27093,12.66%, 55.57%, 42.91%,-,-, 1.52%
27095,11.61%, 55.06%, 43.45%,-,-, 1.48%
27097,17.33%, 57.87%, 40.54%,-,-, 1.59%
27099,23.45%, 37.54%, 60.99%,-,-, 1.47%
27101,10.02%, 54.40%, 44.38%,-,-, 1.22%
27103,0.61%, 48.98%, 49.59%,-,-, 1.44%
27105,13.70%, 56.05%, 42.35%,-,-, 1.60%
27107,4.20%, 47.09%, 51.29%,-,-, 1.63%
27109,5.71%, 52.21%, 46.50%,-,-, 1.28%
27111,23.92%, 61.33%, 37.41%,-,-, 1.26%
27113,9.26%, 53.68%, 44.42%,-,-, 1.90%
27115,1.34%, 48.44%, 49.79%,-,-, 1.77%
27117,23.17%, 60.93%, 37.76%,-,-, 1.31%
27119,12.73%, 55.68%, 42.95%,-,-, 1.37%
27121,0.03%, 49.30%, 49.27%,-,-, 1.43%
27123,27.42%, 35.62%, 63.04%,-,-, 1.33%
27125,9.23%, 53.47%, 44.24%,-,-, 2.30%
27127,22.04%, 60.18%, 38.14%,-,-, 1.68%
27129,7.70%, 53.06%, 45.36%,-,-, 1.58%
27131,8.27%, 45.15%, 53.42%,-,-, 1.43%
27133,21.40%, 59.93%, 38.53%,-,-, 1.54%
27135,36.82%, 67.69%, 30.87%,-,-, 1.44%
27137,31.65%, 33.55%, 65.20%,-,-, 1.25%
27139,19.95%, 59.46%, 39.51%,-,-, 1.03%
27141,22.59%, 60.75%, 38.15%,-,-, 1.10%
27143,19.63%, 58.74%, 39.11%,-,-, 2.15%
27145,12.00%, 55.21%, 43.21%,-,-, 1.58%
27147,12.81%, 55.57%, 42.76%,-,-, 1.67%
27149,3.51%, 50.93%, 47.42%,-,-, 1.65%
27151,11.93%, 43.26%, 55.19%,-,-, 1.55%
27153,15.65%, 56.86%, 41.21%,-,-, 1.92%
27155,2.34%, 50.26%, 47.92%,-,-, 1.82%
27157,4.83%, 51.71%, 46.88%,-,-, 1.41%
27159,20.06%, 59.41%, 39.35%,-,-, 1.24%
27161,13.04%, 55.68%, 42.64%,-,-, 1.67%
27163,3.39%, 51.19%, 47.80%,-,-, 1.01%
27165,8.17%, 53.20%, 45.03%,-,-, 1.77%
27167,32.15%, 65.30%, 33.14%,-,-, 1.56%
27169,5.63%, 46.26%, 51.90%,-,-, 1.84%
27171,22.77%, 60.77%, 37.99%,-,-, 1.24%
27173,1.37%, 49.98%, 48.61%,-,-, 1.41%
28001,9.22%, 45.20%, 54.42%,-,-, 0.39%
28003,22.33%, 60.64%, 38.30%,-,-, 1.06%
