id,margin,romney,obama,other
16001,11.20%, 53.53%, 42.33%, 4.15%
16003,40.56%, 68.56%, 28.00%, 3.44%
16005,21.95%, 59.14%, 37.20%, 3.66%
16007,77.50%, 88.20%, 10.70%, 1.10%
16009,36.86%, 66.82%, 29.96%, 3.22%
16011,54.41%, 76.03%, 21.62%, 2.35%
16013,20.14%, 38.64%, 58.78%, 2.58%
16015,35.72%, 66.28%, 30.56%, 3.16%
16017,25.88%, 60.45%, 34.57%, 4.98%
16019,51.77%, 74.68%, 22.91%, 2.40%
16021,42.10%, 69.06%, 26.96%, 3.98%
16023,57.78%, 77.84%, 20.06%, 2.10%
16025,42.04%, 69.55%, 27.51%, 2.94%
16027,36.71%, 66.47%, 29.76%, 3.76%
16029,72.80%, 85.45%, 12.65%, 1.90%
16031,71.82%, 84.84%, 13.02%, 2.13%
16033,51.52%, 71.65%, 20.12%, 3.35%
16035,40.83%, 68.75%, 27.92%, 3.33%
16037,51.55%, 74.06%, 22.51%, 3.44%
16039,33.91%, 65.31%, 31.40%, 3.29%
16041,86.96%, 92.77%, 5.80%, 1.43%
16043,70.61%, 84.57%, 13.96%, 1.47%
16045,44.77%, 70.90%, 26.12%, 2.98%
16047,47.07%, 72.22%, 25.15%, 2.64%
16049,53.74%, 75.52%, 21.79%, 2.69%
16051,75.49%, 86.94%, 11.45%, 1.61%
16053,46.23%, 71.52%, 25.29%, 3.19%
16055,33.93%, 65.09%, 31.16%, 3.76%
16057,4.19%, 44.32%, 48.51%, 2.43%
16059,50.34%, 73.70%, 23.36%, 2.94%
16061,48.11%, 72.63%, 24.52%, 2.85%
16063,40.41%, 68.61%, 28.20%, 3.19%
16065,87.52%, 93.29%, 5.77%, 0.94%
16067,58.11%, 78.04%, 19.93%, 2.02%
16069,20.69%, 58.65%, 37.96%, 3.38%
16071,77.60%, 87.98%, 10.39%, 1.63%
16073,52.66%, 75.03%, 22.37%, 2.60%
16075,43.94%, 70.68%, 26.73%, 2.59%
16077,30.58%, 64.39%, 33.82%, 1.79%
16079,8.20%, 52.43%, 44.23%, 3.34%
16081,11.76%, 54.34%, 42.58%, 3.07%
16083,43.12%, 69.70%, 26.58%, 3.72%
16085,11.57%, 54.16%, 42.59%, 3.25%
16087,46.73%, 72.22%, 25.49%, 2.29%
17001,35.08%, 66.51%, 31.43%, 2.06%
17003,13.65%, 42.47%, 56.13%, 1.40%
17005,14.58%, 55.53%, 40.95%, 1.49%
17007,5.66%, 51.75%, 46.09%, 2.15%
17009,30.71%, 64.00%, 33.29%, 2.71%
17011,0.18%, 48.93%, 48.75%, 2.33%
17013,13.98%, 55.90%, 41.93%, 2.17%
17015,1.49%, 48.00%, 49.49%, 2.51%
17017,13.41%, 55.49%, 42.09%, 2.42%
17019,7.02%, 44.92%, 51.94%, 3.14%
17021,23.03%, 60.33%, 37.31%, 2.36%
17023,32.37%, 65.23%, 32.86%, 1.91%
17025,44.11%, 70.92%, 26.81%, 2.27%
17027,29.90%, 63.86%, 33.95%, 2.19%
17029,11.05%, 54.26%, 43.21%, 2.54%
17031,49.28%, 24.59%, 73.88%, 1.53%
17033,31.59%, 64.69%, 33.11%, 2.20%
17035,35.28%, 66.27%, 30.99%, 2.74%
17037,5.51%, 45.91%, 51.42%, 2.67%
17039,26.85%, 62.15%, 35.30%, 2.55%
17041,36.66%, 67.34%, 30.68%, 1.98%
17043,1.10%, 48.63%, 49.73%, 1.64%
17045,32.76%, 65.50%, 32.74%, 1.76%
17047,51.15%, 74.50%, 23.36%, 2.14%
17049,52.01%, 75.25%, 23.24%, 1.51%
17051,34.38%, 66.03%, 31.66%, 2.31%
17053,42.71%, 70.20%, 27.49%, 2.31%
17055,16.82%, 57.31%, 40.49%, 2.19%
17057,11.01%, 43.03%, 54.04%, 2.93%
17059,17.99%, 57.99%, 39.99%, 2.02%
17061,25.33%, 61.22%, 35.89%, 2.89%
17063,8.88%, 53.22%, 44.34%, 2.44%
17065,32.91%, 65.11%, 32.20%, 2.69%
17067,17.79%, 57.85%, 40.06%, 2.09%
17069,34.03%, 65.88%, 31.85%, 2.27%
17071,12.25%, 43.19%, 55.44%, 1.37%
17073,3.07%, 47.46%, 50.53%, 2.01%
17075,44.55%, 71.19%, 26.64%, 2.17%
17077,14.33%, 40.92%, 55.26%, 3.82%
17079,41.21%, 69.68%, 28.48%, 1.84%
17081,22.81%, 60.12%, 37.31%, 2.57%
17083,23.72%, 60.38%, 36.67%, 2.95%
17085,1.16%, 48.42%, 49.58%, 1.99%
17087,41.99%, 69.60%, 27.61%, 2.79%
17089,1.10%, 48.61%, 49.71%, 1.68%
17091,3.38%, 50.68%, 47.30%, 2.02%
17093,3.32%, 50.71%, 47.39%, 1.90%
17095,17.31%, 40.28%, 57.59%, 2.13%
17097,8.35%, 45.14%, 53.48%, 1.38%
17099,0.39%, 49.06%, 48.67%, 2.27%
17101,30.82%, 64.40%, 33.58%, 2.02%
17103,7.31%, 52.51%, 45.20%, 2.29%
17105,31.39%, 64.69%, 33.30%, 2.02%
17107,31.98%, 64.89%, 32.91%, 2.20%
17109,1.45%, 49.36%, 47.91%, 2.73%
17111,8.79%, 53.34%, 44.55%, 2.12%
17113,10.98%, 54.37%, 43.40%, 2.23%
17115,5.16%, 51.62%, 46.46%, 1.92%
17117,7.03%, 51.92%, 44.89%, 1.17%
17119,1.37%, 49.32%, 47.95%, 2.73%
17121,19.11%, 58.46%, 39.35%, 2.19%
17123,14.23%, 56.06%, 41.83%, 2.11%
17125,6.32%, 51.86%, 45.54%, 2.60%
17127,33.66%, 65.87%, 32.21%, 1.92%
17129,30.04%, 64.18%, 34.14%, 1.67%
17131,7.36%, 45.24%, 52.60%, 2.16%
17133,26.71%, 62.24%, 35.53%, 2.24%
17135,14.10%, 55.60%, 41.50%, 2.90%
17137,15.32%, 56.37%, 41.06%, 2.57%
17139,27.00%, 62.29%, 35.29%, 2.42%
17141,16.72%, 57.44%, 40.72%, 1.84%
17143,4.38%, 46.90%, 51.28%, 1.82%
17145,17.68%, 57.67%, 39.99%, 2.34%
17147,26.57%, 61.92%, 35.35%, 2.73%
17149,35.36%, 66.56%, 31.20%, 2.25%
17151,38.79%, 68.05%, 29.25%, 2.70%
17153,5.81%, 51.93%, 46.12%, 1.96%
17155,1.81%, 47.79%, 49.60%, 2.61%
17157,17.53%, 57.42%, 39.89%, 2.69%
17159,32.88%, 65.31%, 32.44%, 2.25%
17161,21.81%, 38.23%, 60.04%, 1.73%
17163,14.32%, 41.83%, 56.15%, 2.02%
17165,28.96%, 63.49%, 34.52%, 1.99%
17167,8.61%, 53.26%, 44.65%, 2.08%
17169,8.76%, 53.02%, 44.26%, 2.72%
17171,26.36%, 61.80%, 35.44%, 2.76%
17173,33.54%, 65.55%, 32.01%, 2.43%
17175,16.27%, 57.40%, 41.13%, 1.47%
17177,1.64%, 49.75%, 48.11%, 2.13%
17179,17.78%, 57.66%, 39.88%, 2.46%
17181,21.88%, 59.59%, 37.71%, 2.69%
17183,13.20%, 55.57%, 42.36%, 2.07%
17185,36.77%, 67.74%, 30.97%, 1.29%
17187,5.45%, 46.28%, 51.73%, 2.00%
17189,31.50%, 64.45%, 32.95%, 2.60%
17191,58.13%, 77.80%, 19.67%, 2.53%
17193,35.91%, 66.80%, 30.90%, 2.30%
17195,16.98%, 40.45%, 57.43%, 2.12%
17197,5.49%, 46.36%, 51.85%, 1.79%
17199,24.82%, 61.22%, 36.40%, 2.39%
17201,5.52%, 46.18%, 51.70%, 2.12%
17203,39.02%, 68.44%, 29.42%, 2.14%
18001,39.37%, 68.58%, 29.21%, 0.21%
18003,16.69%, 57.46%, 40.77%, 1.76%
18005,25.37%, 61.52%, 36.15%, 0.26%
18007,32.70%, 65.09%, 32.39%, 0.03%
18009,16.47%, 56.95%, 40.48%, 0.40%
18011,37.72%, 67.70%, 29.98%, 0.19%
18013,16.66%, 56.75%, 40.08%, 0.50%
18015,30.27%, 64.01%, 33.74%, 0.09%
18017,21.69%, 59.62%, 37.93%, 0.04%
18019,9.82%, 53.83%, 44.01%, 2.16%
18021,33.65%, 65.67%, 32.02%, 0.20%
18023,30.66%, 64.13%, 33.47%, 0.03%
18025,8.28%, 52.75%, 44.47%,-
18027,50.67%, 74.42%, 23.74%, 1.84%
18029,39.66%, 68.86%, 29.20%, 1.94%
18031,40.46%, 68.94%, 28.48%, 0.23%
18033,31.59%, 64.71%, 33.12%, 2.16%
18035,3.11%, 47.15%, 50.26%, 0.24%
18037,27.63%, 62.75%, 35.12%, 2.13%
18039,26.43%, 62.29%, 35.87%, 1.84%
18041,16.86%, 57.09%, 40.23%, 0.20%
18043,14.31%, 56.17%, 41.85%, 1.98%
18045,34.13%, 65.59%, 31.46%,-
18047,42.67%, 70.17%, 27.50%, 0.25%
18049,33.18%, 65.43%, 32.25%, 0.05%
18051,30.97%, 64.45%, 33.48%, 0.02%
18053,21.96%, 59.82%, 37.86%, 0.26%
18055,31.25%, 64.36%, 33.10%, 0.23%
18057,34.25%, 66.20%, 31.95%, 1.86%
18059,41.03%, 69.41%, 28.37%, 0.06%
18061,22.82%, 60.21%, 37.39%, 0.04%
18063,34.75%, 66.37%, 31.62%, 2.00%
18065,16.97%, 57.02%, 40.05%, 0.05%
18067,14.31%, 56.01%, 41.70%, 0.03%
18069,39.67%, 68.76%, 29.09%, 2.15%
18071,27.41%, 62.34%, 34.93%, 0.05%
18073,25.41%, 61.57%, 36.16%, 0.22%
18075,20.02%, 58.79%, 38.77%, 0.03%
18077,10.40%, 53.94%, 43.54%, 0.27%
18079,22.43%, 59.71%, 37.28%,-
18081,38.31%, 68.02%, 29.71%, 2.27%
18083,28.95%, 63.47%, 34.52%,-
18085,52.08%, 74.84%, 22.77%, 0.32%
18087,35.78%, 66.88%, 31.11%,-
18089,30.90%, 33.85%, 64.75%, 1.39%
18091,12.57%, 42.62%, 55.19%, 0.03%
18093,32.70%, 65.04%, 32.34%, 0.27%
18095,4.50%, 50.98%, 46.48%, 0.29%
18097,22.18%, 37.92%, 60.10%, 1.98%
18099,28.78%, 63.25%, 34.48%, 2.27%
18101,40.29%, 68.78%, 28.48%,-
18103,30.84%, 63.79%, 32.95%, 0.32%
18105,19.14%, 39.29%, 58.43%, 0.07%
18107,38.46%, 68.03%, 29.58%, 0.05%
18109,41.03%, 69.17%, 28.13%, 0.26%
18111,19.02%, 58.02%, 39.00%, 0.35%
18113,33.50%, 65.63%, 32.13%, 0.18%
18115,27.14%, 62.40%, 35.26%, 0.11%
18117,21.58%, 59.38%, 37.80%, 0.27%
18119,27.60%, 62.39%, 34.80%, 0.07%
18121,32.53%, 64.85%, 32.32%, 0.23%
18123,11.59%, 43.21%, 54.81%, 1.98%
18125,25.35%, 61.20%, 35.86%, 0.03%
18127,3.88%, 46.94%, 50.82%, 2.24%
18129,23.70%, 60.77%, 37.08%, 0.04%
18131,27.17%, 62.34%, 35.17%,-
18133,32.53%, 65.12%, 32.59%, 0.09%
18135,24.01%, 60.95%, 36.94%, 2.11%
18137,38.52%, 67.94%, 29.42%, 0.29%
18139,34.33%, 65.94%, 31.61%,-
18141,3.50%, 47.36%, 50.86%, 1.78%
18143,6.20%, 52.05%, 45.85%, 0.05%
18145,33.53%, 65.50%, 31.97%, 0.05%
18147,15.28%, 56.60%, 41.32%, 2.08%
18149,10.59%, 54.03%, 43.44%, 0.19%
18151,26.97%, 62.41%, 35.44%, 0.04%
18153,20.64%, 59.13%, 38.49%, 0.01%
18155,12.81%, 55.11%, 42.30%,-
18157,3.59%, 50.40%, 46.81%, 0.43%
18159,31.75%, 64.74%, 32.99%, 0.12%
18161,32.35%, 65.14%, 32.80%, 2.06%
18163,10.56%, 54.26%, 43.71%, 2.03%
18165,6.77%, 51.89%, 45.12%, 0.38%
18167,0.86%, 48.42%, 49.27%, 2.31%
18169,36.22%, 67.03%, 30.81%, 2.16%
18171,27.71%, 62.55%, 34.84%, 0.05%
18173,26.38%, 62.19%, 35.81%, 1.99%
18175,24.44%, 60.85%, 36.41%, 0.10%
18177,14.64%, 56.21%, 41.57%, 0.07%
18179,44.94%, 71.46%, 26.53%, 2.01%
18181,23.48%, 60.09%, 36.61%, 0.32%
18183,38.84%, 68.24%, 29.40%, 0.17%
19001,8.11%, 52.90%, 44.79%, 2.30%
19003,3.66%, 50.71%, 47.05%, 2.24%
19005,4.17%, 47.07%, 51.24%, 1.69%
19007,3.36%, 50.62%, 47.25%, 2.13%
19009,5.53%, 52.13%, 46.60%, 1.27%
19011,0.56%, 49.49%, 48.93%, 1.58%
19013,20.24%, 39.07%, 59.31%, 1.62%
19015,6.64%, 45.57%, 52.21%, 2.22%
19017,2.68%, 47.99%, 50.67%, 1.33%
19019,13.87%, 42.24%, 56.11%, 1.65%
19021,10.19%, 54.32%, 44.14%, 1.54%
19023,10.30%, 54.42%, 44.12%, 1.46%
19025,12.49%, 55.28%, 42.79%, 1.93%
19027,6.13%, 52.47%, 46.35%, 1.18%
19029,18.86%, 58.53%, 39.67%, 1.80%
19031,4.59%, 46.94%, 51.53%, 1.53%
19033,13.38%, 42.51%, 55.89%, 1.60%
19035,16.02%, 57.08%, 41.06%, 1.86%
19037,11.07%, 43.74%, 54.81%, 1.45%
19039,1.47%, 47.95%, 49.41%, 2.64%
19041,18.42%, 58.23%, 39.81%, 1.95%
19043,7.03%, 45.57%, 52.59%, 1.84%
19045,22.84%, 37.73%, 60.56%, 1.71%
19047,7.83%, 53.24%, 45.41%, 1.35%
19049,11.58%, 55.06%, 43.49%, 1.45%
19051,16.38%, 56.67%, 40.29%, 3.05%
19053,4.07%, 50.80%, 46.73%, 2.48%
19055,0.21%, 49.43%, 49.22%, 1.34%
19057,18.41%, 39.91%, 58.32%, 1.77%
19059,17.89%, 58.19%, 40.31%, 1.50%
19061,14.71%, 41.81%, 56.53%, 1.66%
19063,8.70%, 53.49%, 44.78%, 1.73%
19065,11.96%, 43.33%, 55.30%, 1.37%
19067,14.63%, 42.05%, 56.68%, 1.27%
19069,10.74%, 54.44%, 43.69%, 1.87%
19071,9.13%, 53.76%, 44.63%, 1.61%
19073,0.10%, 49.11%, 49.01%, 1.88%
19075,22.69%, 60.54%, 37.85%, 1.61%
19077,10.22%, 53.86%, 43.63%, 2.51%
19079,2.64%, 50.35%, 47.71%, 1.94%
19081,13.43%, 55.98%, 42.55%, 1.47%
19083,6.69%, 52.48%, 45.80%, 1.72%
19085,12.69%, 55.52%, 42.83%, 1.65%
19087,5.93%, 51.92%, 45.99%, 2.08%
19089,20.95%, 38.64%, 59.59%, 1.77%
19091,21.85%, 60.08%, 38.23%, 1.69%
19093,26.34%, 62.41%, 36.06%, 1.53%
19095,4.79%, 51.53%, 46.74%, 1.73%
19097,16.89%, 40.78%, 57.67%, 1.54%
19099,7.07%, 45.49%, 52.56%, 1.95%
19101,15.97%, 40.28%, 56.25%, 3.47%
19103,35.49%, 31.19%, 66.69%, 2.12%
19105,7.78%, 45.18%, 52.96%, 1.86%
19107,10.25%, 53.99%, 43.73%, 2.28%
19109,12.18%, 55.33%, 43.15%, 1.52%
19111,15.49%, 41.17%, 56.65%, 2.18%
19113,17.69%, 40.20%, 57.90%, 1.90%
19115,0.64%, 48.71%, 49.36%, 1.93%
19117,6.18%, 52.14%, 45.96%, 1.90%
19119,54.62%, 76.48%, 21.86%, 1.66%
19121,11.92%, 54.84%, 42.92%, 2.25%
19123,20.54%, 59.25%, 38.71%, 2.04%
19125,13.12%, 55.57%, 42.44%, 1.99%
19127,9.36%, 44.44%, 53.80%, 1.76%
19129,18.97%, 58.46%, 39.49%, 2.05%
19131,3.37%, 47.31%, 50.68%, 2.01%
19133,9.62%, 53.92%, 44.31%, 1.77%
19135,7.70%, 52.90%, 45.20%, 1.91%
19137,21.47%, 59.72%, 38.25%, 2.03%
19139,15.88%, 41.12%, 57.00%, 1.88%
19141,44.91%, 71.73%, 26.82%, 1.44%
19143,41.26%, 69.82%, 28.55%, 1.63%
19145,24.51%, 61.42%, 36.91%, 1.67%
19147,10.66%, 54.43%, 43.77%, 1.80%
19149,34.23%, 66.39%, 32.15%, 1.46%
19151,21.65%, 59.42%, 37.77%, 2.80%
19153,14.14%, 41.98%, 56.13%, 1.89%
19155,5.24%, 51.68%, 46.44%, 1.88%
19157,9.35%, 44.35%, 53.70%, 1.94%
19159,7.00%, 52.64%, 45.63%, 1.73%
19161,18.37%, 58.48%, 40.11%, 1.42%
19163,13.74%, 42.38%, 56.12%, 1.51%
19165,22.24%, 60.33%, 38.08%, 1.59%
19167,67.64%, 83.24%, 15.60%, 1.16%
19169,13.84%, 41.71%, 55.55%, 2.74%
19171,7.43%, 45.45%, 52.88%, 1.67%
19173,14.06%, 56.19%, 42.14%, 1.67%
19175,3.86%, 47.22%, 51.08%, 1.70%
19177,18.55%, 57.83%, 39.28%, 2.89%
19179,11.88%, 43.05%, 54.93%, 2.02%
19181,1.92%, 50.06%, 48.14%, 1.80%
19183,4.06%, 50.55%, 46.48%, 2.97%
19185,11.45%, 54.59%, 43.14%, 2.28%
19187,5.84%, 46.30%, 52.14%, 1.56%
19189,0.05%, 49.10%, 49.05%, 1.84%
19191,14.74%, 41.70%, 56.44%, 1.86%
19193,1.02%, 48.52%, 49.54%, 1.95%
19195,14.53%, 41.80%, 56.33%, 1.87%
19197,8.17%, 53.35%, 45.17%, 1.48%
20001,27.25%, 62.45%, 35.20%, 2.35%
20003,40.18%, 68.66%, 28.48%, 0.63%
20005,20.23%, 58.69%, 38.46%, 0.63%
20007,55.75%, 76.58%, 20.83%, 2.59%
20009,53.93%, 76.14%, 22.21%, 1.64%
20011,33.67%, 65.59%, 31.92%, 2.49%
20013,43.90%, 70.85%, 26.95%, 2.20%
20015,41.69%, 69.61%, 27.92%, 2.48%
20017,40.68%, 68.84%, 28.17%, 0.87%
20019,62.82%, 80.00%, 17.18%, 0.74%
20021,29.47%, 63.66%, 34.19%, 2.16%
20023,64.94%, 81.28%, 16.34%, 2.38%
20025,62.05%, 79.15%, 17.11%, 1.38%
20027,53.01%, 75.64%, 22.63%, 1.74%
20029,48.79%, 72.79%, 24.00%, 0.59%
20031,51.33%, 74.32%, 22.99%, 0.61%
20033,67.24%, 82.65%, 15.41%, 1.94%
20035,29.60%, 63.58%, 33.98%, 2.44%
20037,5.86%, 51.25%, 45.39%, 1.24%
20039,62.14%, 79.50%, 17.36%, 0.39%
20041,47.40%, 72.52%, 25.12%, 2.36%
20043,44.43%, 70.94%, 26.51%, 2.56%
20045,24.48%, 35.91%, 60.39%, 1.37%
20047,54.95%, 76.46%, 21.52%, 2.02%
20049,56.10%, 76.63%, 20.53%, 0.51%
20051,45.60%, 71.70%, 26.10%, 2.20%
20053,45.28%, 71.17%, 25.88%, 0.74%
20055,38.94%, 68.46%, 29.52%, 2.01%
20057,35.90%, 66.99%, 31.09%, 1.91%
20059,29.94%, 63.55%, 33.61%, 0.83%
20061,13.26%, 55.73%, 42.47%, 1.80%
20063,71.73%, 84.45%, 12.73%, 2.82%
20065,59.70%, 78.81%, 19.10%, 2.09%
20067,58.76%, 78.53%, 19.77%, 1.69%
20069,65.32%, 81.87%, 16.55%, 1.58%
20071,64.18%, 81.04%, 16.87%, 2.09%
20073,52.38%, 74.89%, 22.52%, 0.57%
20075,60.43%, 79.02%, 18.59%, 2.39%
20077,50.61%, 73.63%, 23.02%, 0.88%
20079,22.49%, 60.08%, 37.59%, 2.33%
20081,67.62%, 83.02%, 15.40%, 1.58%
20083,65.00%, 81.89%, 16.89%, 1.23%
20085,29.24%, 63.42%, 34.18%, 2.39%
20087,23.09%, 60.24%, 37.15%, 0.52%
20089,67.20%, 82.50%, 15.30%, 2.20%
20091,17.40%, 57.58%, 40.18%, 2.23%
20093,59.81%, 79.15%, 19.34%, 1.52%
20095,51.50%, 74.19%, 22.69%, 0.96%
20097,71.07%, 85.31%, 14.25%, 0.44%
20099,20.22%, 59.00%, 38.78%, 2.21%
20101,61.10%, 79.63%, 18.53%, 1.83%
20103,19.60%, 58.65%, 39.05%, 2.30%
20105,59.07%, 78.56%, 19.49%, 1.96%
20107,44.93%, 71.12%, 26.19%, 2.69%
20109,68.81%, 83.41%, 14.59%, 2.00%
20111,11.44%, 54.48%, 43.04%, 2.48%
20113,41.44%, 69.49%, 28.05%, 2.46%
20115,46.29%, 71.90%, 25.61%, 2.50%
20117,36.16%, 66.94%, 30.78%, 2.28%
20119,68.46%, 83.56%, 15.10%, 1.35%
20121,34.64%, 66.36%, 31.72%, 1.93%
20123,58.79%, 78.48%, 19.70%, 1.82%
20125,41.31%, 69.50%, 28.20%, 2.30%
20127,41.18%, 69.20%, 28.02%, 2.77%
20129,69.09%, 83.88%, 14.79%, 1.33%
20131,58.30%, 78.19%, 19.90%, 1.91%
20133,34.29%, 65.93%, 31.64%, 2.44%
20135,68.63%, 83.73%, 15.10%, 1.18%
20137,63.66%, 80.77%, 17.12%, 2.11%
20139,31.26%, 64.10%, 32.84%, 0.64%
20141,62.84%, 80.47%, 17.63%, 1.90%
20143,59.22%, 78.25%, 19.02%, 0.51%
20145,42.87%, 70.40%, 27.53%, 2.07%
20147,68.34%, 83.24%, 14.89%, 1.87%
20149,47.15%, 71.78%, 24.63%, 1.55%
20151,47.12%, 72.90%, 25.78%, 1.32%
20153,71.54%, 84.70%, 13.16%, 2.15%
20155,31.25%, 64.36%, 33.11%, 2.53%
20157,61.69%, 79.45%, 17.76%, 2.79%
20159,47.95%, 72.70%, 24.75%, 2.55%
20161,11.99%, 54.53%, 42.54%, 0.61%
20163,68.17%, 82.85%, 14.67%, 2.48%
20165,50.89%, 74.27%, 23.38%, 2.36%
20167,61.25%, 79.78%, 18.53%, 1.69%
20169,31.63%, 64.38%, 32.75%, 0.52%
20171,70.71%, 84.21%, 13.50%, 2.29%
20173,18.88%, 58.23%, 39.35%, 2.41%
20175,41.09%, 69.88%, 28.79%, 1.33%
20177,1.05%, 49.38%, 48.33%, 2.29%
20179,73.47%, 85.99%, 12.52%, 1.49%
20181,53.34%, 75.33%, 22.00%, 2.67%
20183,62.58%, 80.28%, 17.70%, 2.03%
20185,53.34%, 75.31%, 21.97%, 2.72%
20187,60.87%, 79.71%, 18.84%, 1.45%
20189,73.60%, 85.99%, 12.39%, 1.62%
20191,39.40%, 68.48%, 29.08%, 2.44%
20193,63.04%, 80.25%, 17.21%, 2.53%
20195,61.43%, 79.86%, 18.43%, 1.71%
20197,40.96%, 69.05%, 28.10%, 2.85%
20199,81.58%, 90.10%, 8.52%, 1.38%
20201,62.03%, 80.17%, 18.14%, 1.70%
20203,67.27%, 83.18%, 15.91%, 0.91%
20205,54.00%, 76.00%, 22.01%, 1.99%
20207,45.27%, 71.53%, 26.26%, 2.21%
20209,36.95%, 30.45%, 67.40%, 2.15%
21001,55.01%, 76.86%, 21.84%, 1.30%
21003,47.55%, 73.01%, 25.46%, 1.52%
21005,33.98%, 66.10%, 32.12%, 1.77%
21007,37.43%, 67.96%, 30.53%, 1.51%
21009,33.33%, 65.92%, 32.59%, 1.48%
21011,12.25%, 55.19%, 42.94%, 1.87%
21013,51.71%, 75.16%, 23.45%, 1.38%
21015,38.65%, 68.41%, 29.76%, 1.83%
21017,20.41%, 59.22%, 38.81%, 1.97%
21019,16.32%, 57.14%, 40.82%, 2.04%
21021,26.12%, 62.26%, 36.14%, 1.61%
21023,27.29%, 62.78%, 35.49%, 1.73%
21025,35.06%, 66.25%, 31.19%, 2.56%
21027,27.61%, 63.06%, 35.45%, 1.49%
21029,35.67%, 67.04%, 31.38%, 1.58%
21031,47.89%, 73.44%, 25.55%, 1.01%
21033,35.02%, 66.62%, 31.60%, 1.77%
21035,27.36%, 62.63%, 35.28%, 2.09%
21037,22.80%, 60.33%, 37.53%, 2.13%
21039,41.43%, 70.06%, 28.64%, 1.30%
21041,10.05%, 54.32%, 44.27%, 1.41%
21043,21.28%, 59.26%, 37.98%, 2.76%
21045,62.68%, 80.51%, 17.83%, 1.66%
21047,23.79%, 61.38%, 37.59%, 1.04%
21049,30.51%, 64.42%, 33.91%, 1.67%
21051,68.60%, 83.65%, 15.05%, 1.30%
21053,64.12%, 81.24%, 17.12%, 1.64%
21055,48.75%, 73.66%, 24.91%, 1.43%
21057,56.66%, 77.65%, 20.99%, 1.37%
21059,21.11%, 59.62%, 38.51%, 1.87%
21061,39.80%, 69.24%, 29.43%, 1.33%
21063,2.50%, 46.94%, 49.44%, 3.63%
21065,46.16%, 72.32%, 26.16%, 1.52%
21067,1.02%, 48.30%, 49.32%, 2.38%
21069,32.32%, 65.38%, 33.05%, 1.57%
21071,33.92%, 65.71%, 31.79%, 2.51%
21073,0.81%, 48.61%, 49.43%, 1.96%
21075,16.24%, 57.44%, 41.19%, 1.37%
21077,16.99%, 57.43%, 40.44%, 2.12%
21079,51.56%, 75.03%, 23.47%, 1.50%
21081,33.16%, 65.80%, 32.64%, 1.56%
21083,39.68%, 69.01%, 29.33%, 1.66%
21085,39.48%, 69.08%, 29.60%, 1.33%
21087,50.84%, 74.84%, 23.99%, 1.17%
21089,18.64%, 58.38%, 39.73%, 1.89%
21091,9.17%, 53.51%, 44.34%, 2.15%
21093,20.76%, 59.56%, 38.79%, 1.65%
21095,64.01%, 81.19%, 17.17%, 1.64%
21097,29.11%, 63.60%, 34.50%, 1.90%
21099,29.81%, 64.29%, 34.48%, 1.24%
21101,11.84%, 55.29%, 43.45%, 1.26%
21103,21.40%, 59.79%, 38.39%, 1.82%
21105,34.83%, 66.90%, 32.07%, 1.03%
21107,39.93%, 69.21%, 29.29%, 1.50%
21109,74.16%, 86.25%, 12.09%, 1.66%
21111,11.09%, 43.60%, 54.69%, 1.71%
21113,39.90%, 68.98%, 29.08%, 1.93%
21115,59.46%, 78.53%, 19.07%, 2.40%
21117,24.33%, 61.13%, 36.81%, 2.06%
21119,47.60%, 72.55%, 24.94%, 2.51%
21121,53.90%, 76.28%, 22.38%, 1.34%
21123,37.79%, 67.85%, 30.07%, 2.08%
21125,63.58%, 81.00%, 17.43%, 1.57%
21127,44.26%, 71.44%, 27.18%, 1.38%
21129,52.69%, 75.37%, 22.68%, 1.94%
21131,80.88%, 89.62%, 8.74%, 1.64%
21133,58.34%, 77.77%, 19.43%, 2.80%
21135,41.60%, 69.74%, 28.14%, 2.12%
21137,41.89%, 70.10%, 28.21%, 1.68%
21139,38.64%, 68.48%, 29.84%, 1.68%
21141,32.64%, 65.64%, 33.01%, 1.35%
21143,27.06%, 62.83%, 35.76%, 1.41%
21145,32.46%, 65.40%, 32.94%, 1.67%
21147,61.24%, 79.97%, 18.73%, 1.30%
21149,30.31%, 64.40%, 34.10%, 1.50%
21151,28.86%, 63.41%, 34.55%, 2.05%
21153,39.91%, 69.12%, 29.21%, 1.67%
21155,5.22%, 51.93%, 46.71%, 1.37%
21157,34.23%, 66.17%, 31.95%, 1.88%
21159,68.15%, 83.16%, 15.01%, 1.83%
21161,23.33%, 60.99%, 37.67%, 1.34%
21163,22.76%, 60.52%, 37.76%, 1.72%
21165,16.78%, 57.12%, 40.34%, 2.54%
21167,38.78%, 68.62%, 29.84%, 1.54%
21169,29.90%, 63.96%, 34.06%, 1.98%
21171,59.54%, 79.27%, 19.72%, 1.01%
21173,26.32%, 62.43%, 36.11%, 1.45%
21175,36.94%, 67.55%, 30.61%, 1.83%
21177,23.48%, 60.93%, 37.45%, 1.62%
21179,16.52%, 57.59%, 41.07%, 1.34%
21181,24.60%, 61.33%, 36.73%, 1.94%
21183,36.11%, 67.07%, 30.97%, 1.96%
21185,36.60%, 67.52%, 30.92%, 1.56%
21187,32.26%, 65.20%, 32.94%, 1.87%
21189,63.04%, 80.95%, 17.91%, 1.14%
21191,30.66%, 64.26%, 33.59%, 2.15%
21193,58.52%, 78.51%, 19.99%, 1.50%
