id,margin,romney,obama,other
21195,50.53%, 74.42%, 23.89%, 1.69%
21197,25.57%, 61.73%, 36.15%, 2.12%
21199,60.52%, 79.66%, 19.14%, 1.20%
21201,25.56%, 61.93%, 36.36%, 1.71%
21203,63.24%, 80.89%, 17.65%, 1.46%
21205,7.79%, 52.64%, 44.85%, 2.50%
21207,61.97%, 80.24%, 18.27%, 1.49%
21209,25.02%, 61.63%, 36.61%, 1.76%
21211,27.63%, 63.17%, 35.55%, 1.28%
21213,24.04%, 61.40%, 37.36%, 1.24%
21215,37.68%, 67.92%, 30.23%, 1.85%
21217,38.96%, 68.96%, 30.00%, 1.04%
21219,39.08%, 68.82%, 29.74%, 1.44%
21221,35.67%, 67.04%, 31.37%, 1.59%
21223,21.96%, 60.20%, 38.24%, 1.55%
21225,33.67%, 66.15%, 32.48%, 1.37%
21227,21.82%, 60.10%, 38.28%, 1.63%
21229,34.99%, 66.97%, 31.98%, 1.05%
21231,47.63%, 73.36%, 25.73%, 0.92%
21233,33.67%, 65.94%, 32.27%, 1.79%
21235,57.75%, 78.27%, 20.52%, 1.20%
21237,22.12%, 60.26%, 38.14%, 1.60%
21239,18.94%, 58.54%, 39.60%, 1.87%
22001,49.83%, 74.27%, 24.45%, 1.28%
22003,41.67%, 69.79%, 28.12%, 2.10%
22005,34.28%, 66.29%, 32.01%, 1.70%
22007,12.09%, 55.34%, 43.25%, 1.41%
22009,26.97%, 62.65%, 35.68%, 1.67%
22011,58.24%, 78.12%, 19.88%, 2.00%
22013,2.10%, 50.55%, 48.45%, 1.00%
22015,45.37%, 72.05%, 26.68%, 1.27%
22017,5.00%, 46.94%, 51.93%, 1.13%
22019,28.74%, 63.44%, 34.70%, 1.86%
22021,55.64%, 77.18%, 21.54%, 1.27%
22023,76.18%, 87.07%, 10.90%, 2.03%
22025,31.86%, 65.44%, 33.58%, 0.98%
22027,9.43%, 54.20%, 44.77%, 1.02%
22029,17.24%, 58.10%, 40.86%, 1.03%
22031,13.79%, 56.34%, 42.55%, 1.11%
22033,5.23%, 46.57%, 51.80%, 1.63%
22035,24.20%, 37.62%, 61.83%, 0.55%
22037,7.34%, 52.87%, 45.53%, 1.61%
22039,30.76%, 64.56%, 33.80%, 1.64%
22041,36.13%, 67.42%, 31.29%, 1.30%
22043,65.31%, 81.71%, 16.41%, 1.88%
22045,26.23%, 62.56%, 36.33%, 1.12%
22047,13.38%, 42.74%, 56.12%, 1.15%
22049,37.55%, 68.16%, 30.61%, 1.22%
22051,18.23%, 58.15%, 39.91%, 1.94%
22053,47.55%, 72.91%, 25.37%, 1.72%
22055,33.68%, 65.89%, 32.21%, 1.91%
22057,48.55%, 73.17%, 24.63%, 2.20%
22059,75.50%, 87.13%, 11.63%, 1.25%
22061,14.65%, 56.54%, 41.89%, 1.57%
22063,70.40%, 84.19%, 13.78%, 2.03%
22065,22.25%, 38.56%, 60.81%, 0.64%
22067,5.57%, 52.25%, 46.68%, 1.07%
22069,6.58%, 52.60%, 46.02%, 1.38%
22071,62.55%, 17.74%, 80.30%, 1.96%
22073,20.89%, 59.80%, 38.91%, 1.29%
22075,28.05%, 63.20%, 35.15%, 1.65%
22077,9.15%, 53.91%, 44.75%, 1.34%
22079,29.56%, 64.10%, 34.55%, 1.35%
22081,4.78%, 51.65%, 46.87%, 1.48%
22083,26.36%, 62.66%, 36.31%, 1.03%
22085,55.15%, 76.97%, 21.82%, 1.20%
22087,24.66%, 60.92%, 36.25%, 2.83%
22089,27.79%, 62.91%, 35.12%, 1.97%
22091,19.57%, 39.55%, 59.12%, 1.33%
22093,14.93%, 42.03%, 56.95%, 1.02%
22095,26.32%, 36.07%, 62.39%, 1.53%
22097,4.34%, 51.56%, 47.23%, 1.21%
22099,24.50%, 61.55%, 37.05%, 1.41%
22101,18.76%, 58.74%, 39.97%, 1.29%
22103,52.25%, 75.04%, 22.79%, 2.17%
22105,27.68%, 63.06%, 35.37%, 1.57%
22107,11.88%, 43.74%, 55.62%, 0.64%
22109,41.16%, 69.68%, 28.52%, 1.80%
22111,41.67%, 70.23%, 28.56%, 1.21%
22113,52.79%, 75.68%, 22.89%, 1.43%
22115,57.51%, 77.83%, 20.33%, 1.84%
22117,28.70%, 63.49%, 34.80%, 1.71%
22119,24.97%, 61.90%, 36.94%, 1.16%
22121,9.63%, 54.19%, 44.56%, 1.25%
22123,61.02%, 79.77%, 18.76%, 1.47%
22125,14.12%, 56.38%, 42.25%, 1.37%
22127,40.13%, 69.50%, 29.37%, 1.13%
23001,12.78%, 42.06%, 54.84%, 3.10%
23003,7.62%, 44.88%, 52.50%, 2.62%
23005,26.94%, 35.30%, 62.25%, 2.45%
23007,18.41%, 39.12%, 57.53%, 3.35%
23009,17.03%, 40.01%, 57.04%, 2.94%
23011,13.46%, 41.76%, 55.23%, 3.01%
23013,22.54%, 37.38%, 59.92%, 2.70%
23015,11.64%, 42.87%, 54.51%, 2.62%
23017,14.73%, 40.77%, 55.51%, 3.72%
23019,2.93%, 47.28%, 50.20%, 2.52%
23021,4.25%, 50.59%, 46.33%, 3.08%
23023,16.31%, 40.54%, 56.85%, 2.62%
23025,1.68%, 47.61%, 49.28%, 3.11%
23027,10.63%, 43.01%, 53.63%, 3.36%
23029,1.60%, 47.68%, 49.27%, 3.05%
23031,16.33%, 40.63%, 56.96%, 2.41%
24001,31.57%, 64.42%, 32.85%, 2.73%
24003,0.08%, 48.75%, 48.68%, 2.57%
24005,17.00%, 40.26%, 57.26%, 2.48%
24009,7.52%, 52.62%, 45.10%, 2.28%
24011,23.42%, 60.63%, 37.21%, 2.16%
24013,32.93%, 64.84%, 31.92%, 3.24%
24015,19.42%, 58.39%, 38.98%, 2.63%
24017,31.37%, 33.47%, 64.84%, 1.69%
24019,4.66%, 51.64%, 46.99%, 1.37%
24021,3.12%, 50.21%, 47.09%, 2.71%
24023,50.31%, 74.05%, 23.74%, 2.20%
24025,18.41%, 57.89%, 39.48%, 2.63%
24027,21.97%, 37.72%, 59.69%, 2.58%
24029,0.28%, 49.17%, 48.89%, 1.94%
24031,43.87%, 27.05%, 70.92%, 2.03%
24033,80.52%, 9.22%, 89.73%, 1.05%
24035,29.20%, 63.58%, 34.38%, 2.05%
24037,14.82%, 56.03%, 41.22%, 2.75%
24039,1.90%, 48.49%, 50.39%, 1.13%
24041,12.37%, 55.42%, 43.05%, 1.53%
24043,17.58%, 57.48%, 39.90%, 2.61%
24045,5.04%, 51.50%, 46.46%, 2.04%
24047,18.01%, 58.17%, 40.17%, 1.66%
24510,76.10%, 11.09%, 87.19%, 1.71%
25001,7.79%, 45.41%, 53.20%, 1.39%
25003,53.64%, 22.10%, 75.74%, 2.16%
25005,20.51%, 38.88%, 59.39%, 1.73%
25007,47.28%, 25.46%, 72.74%, 1.81%
25009,16.33%, 41.07%, 57.40%, 1.52%
25011,46.95%, 24.75%, 71.70%, 1.49%
25013,25.06%, 36.62%, 61.69%, 1.69%
25015,43.96%, 26.32%, 70.27%, 3.41%
25017,27.11%, 35.45%, 62.56%, 1.99%
25019,26.85%, 35.74%, 62.58%, 1.68%
25021,15.24%, 41.62%, 56.86%, 1.52%
25023,4.19%, 47.20%, 51.40%, 1.40%
25025,56.69%, 20.75%, 77.45%, 1.80%
25027,9.44%, 44.27%, 53.71%, 2.03%
26001,18.00%, 58.50%, 40.50%, 1.00%
26003,2.56%, 50.45%, 47.90%, 1.65%
26005,19.55%, 58.97%, 39.42%, 1.60%
26007,5.32%, 51.79%, 46.48%, 1.73%
26009,21.30%, 60.00%, 38.70%, 1.30%
26011,4.95%, 51.74%, 46.79%, 1.47%
26013,8.37%, 53.47%, 45.10%, 1.43%
26015,18.05%, 58.20%, 40.15%, 1.65%
26017,5.54%, 46.49%, 52.02%, 1.49%
26019,3.94%, 51.26%, 47.32%, 1.42%
26021,6.52%, 52.51%, 45.99%, 1.50%
26023,18.21%, 58.52%, 40.32%, 1.16%
26025,1.60%, 48.58%, 50.18%, 1.25%
26027,13.64%, 56.29%, 42.65%, 1.07%
26029,14.59%, 56.64%, 42.05%, 1.32%
26031,10.90%, 54.58%, 43.68%, 1.75%
26033,7.52%, 52.86%, 45.34%, 1.80%
26035,4.80%, 51.63%, 46.83%, 1.54%
26037,6.27%, 52.63%, 46.36%, 1.00%
26039,11.01%, 54.95%, 43.94%, 1.12%
26041,6.64%, 52.59%, 45.95%, 1.47%
26043,21.29%, 59.82%, 38.53%, 1.64%
26045,3.13%, 47.82%, 50.95%, 1.24%
26047,17.04%, 57.71%, 40.67%, 1.62%
26049,28.06%, 35.24%, 63.30%, 1.45%
26051,7.16%, 52.94%, 45.78%, 1.29%
26053,8.07%, 45.24%, 53.30%, 1.46%
26055,11.74%, 55.05%, 43.31%, 1.63%
26057,3.94%, 51.39%, 47.46%, 1.15%
26059,24.19%, 61.40%, 37.20%, 1.40%
26061,9.08%, 53.36%, 44.27%, 2.37%
26063,14.78%, 56.87%, 42.10%, 1.03%
26065,27.70%, 35.31%, 63.01%, 1.68%
26067,12.75%, 55.36%, 42.61%, 2.02%
26069,4.98%, 51.62%, 46.63%, 1.75%
26071,8.93%, 53.63%, 44.69%, 1.68%
26073,9.23%, 44.52%, 53.74%, 1.74%
26075,5.74%, 52.09%, 46.35%, 1.56%
26077,13.25%, 42.58%, 55.83%, 1.60%
26079,19.63%, 59.06%, 39.43%, 1.52%
26081,7.65%, 53.00%, 45.35%, 1.66%
26083,13.79%, 55.60%, 41.81%, 2.59%
26085,4.99%, 46.84%, 51.83%, 1.34%
26087,11.45%, 55.05%, 43.60%, 1.36%
26089,6.38%, 52.63%, 46.25%, 1.13%
26091,1.28%, 49.75%, 48.47%, 1.78%
26093,23.18%, 60.91%, 37.73%, 1.36%
26095,22.69%, 60.86%, 38.17%, 0.96%
26097,12.18%, 55.53%, 43.35%, 1.11%
26099,3.97%, 47.33%, 51.30%, 1.38%
26101,5.93%, 46.26%, 52.19%, 1.55%
26103,13.94%, 42.06%, 56.00%, 1.93%
26105,4.94%, 51.69%, 46.75%, 1.56%
26107,9.78%, 54.04%, 44.26%, 1.70%
26109,2.94%, 50.73%, 47.80%, 1.47%
26111,15.41%, 56.98%, 41.57%, 1.45%
26113,34.03%, 66.39%, 32.36%, 1.25%
26115,0.98%, 48.69%, 49.68%, 1.63%
26117,8.58%, 53.32%, 44.74%, 1.95%
26119,17.40%, 57.97%, 40.57%, 1.47%
26121,17.74%, 40.43%, 58.16%, 1.41%
26123,17.36%, 58.00%, 40.64%, 1.36%
26125,8.03%, 45.37%, 53.40%, 1.23%
26127,10.27%, 54.49%, 44.22%, 1.29%
26129,6.22%, 52.31%, 46.09%, 1.60%
26131,9.04%, 53.86%, 44.81%, 1.33%
26133,21.02%, 59.75%, 38.73%, 1.52%
26135,16.06%, 56.95%, 40.88%, 2.17%
26137,19.59%, 58.96%, 39.37%, 1.67%
26139,34.22%, 66.41%, 32.19%, 1.40%
26141,8.48%, 53.45%, 44.97%, 1.58%
26143,3.85%, 51.24%, 47.40%, 1.36%
26145,11.86%, 43.46%, 55.33%, 1.21%
26147,7.13%, 52.94%, 45.81%, 1.25%
26149,12.22%, 55.36%, 43.13%, 1.51%
26151,20.33%, 59.42%, 39.09%, 1.49%
26153,6.82%, 52.75%, 45.92%, 1.33%
26155,3.67%, 47.39%, 51.06%, 1.54%
26157,10.78%, 54.54%, 43.76%, 1.70%
26159,0.45%, 49.15%, 49.61%, 1.24%
26161,35.75%, 31.28%, 67.04%, 1.68%
26163,46.70%, 26.13%, 72.83%, 1.04%
26165,15.21%, 56.72%, 41.51%, 1.77%
27001,1.32%, 49.58%, 48.26%, 2.15%
27003,2.58%, 50.11%, 47.52%, 2.37%
27005,14.50%, 56.18%, 41.69%, 2.13%
27007,9.89%, 43.70%, 53.59%, 2.70%
27009,13.64%, 55.30%, 41.66%, 3.04%
27011,1.43%, 49.66%, 48.23%, 2.12%
27013,9.48%, 43.52%, 53.00%, 3.48%
27015,16.57%, 56.99%, 40.42%, 2.59%
27017,26.05%, 35.72%, 61.78%, 2.50%
27019,19.68%, 58.90%, 39.22%, 1.89%
27021,13.00%, 55.49%, 42.49%, 2.02%
27023,1.87%, 47.85%, 49.72%, 2.44%
27025,12.58%, 55.12%, 42.54%, 2.34%
27027,7.92%, 44.73%, 52.65%, 2.62%
27029,14.44%, 56.21%, 41.77%, 2.03%
27031,23.24%, 36.75%, 59.99%, 3.25%
27033,15.06%, 56.57%, 41.50%, 1.93%
27035,13.33%, 55.60%, 42.27%, 2.13%
27037,2.92%, 47.45%, 50.37%, 2.19%
27039,10.02%, 53.47%, 43.45%, 3.08%
27041,15.42%, 56.72%, 41.30%, 1.99%
27043,9.04%, 53.21%, 44.17%, 2.62%
27045,7.34%, 45.11%, 52.45%, 2.44%
27047,14.11%, 41.72%, 55.82%, 2.46%
27049,3.00%, 50.33%, 47.33%, 2.34%
27051,2.90%, 50.13%, 47.23%, 2.64%
27053,27.04%, 35.30%, 62.34%, 2.35%
27055,3.16%, 47.40%, 50.56%, 2.05%
27057,16.89%, 57.48%, 40.59%, 1.93%
27059,18.06%, 57.75%, 39.69%, 2.56%
27061,9.83%, 43.90%, 53.73%, 2.37%
27063,14.29%, 56.06%, 41.77%, 2.17%
27065,9.02%, 53.10%, 44.09%, 2.81%
27067,6.69%, 52.36%, 45.68%, 1.96%
27069,6.03%, 45.25%, 51.28%, 3.47%
27071,9.45%, 43.99%, 53.44%, 2.57%
27073,0.90%, 48.64%, 49.55%, 1.81%
27075,21.01%, 38.27%, 59.28%, 2.45%
27077,20.01%, 58.46%, 38.45%, 3.09%
27079,6.50%, 52.15%, 45.64%, 2.21%
27081,5.32%, 51.12%, 45.80%, 3.08%
27083,9.11%, 53.23%, 44.12%, 2.66%
27085,22.10%, 59.66%, 37.56%, 2.78%
27087,18.56%, 39.92%, 58.48%, 1.60%
27089,12.15%, 54.68%, 42.53%, 2.79%
27091,23.73%, 60.69%, 36.96%, 2.34%
27093,15.92%, 56.60%, 40.68%, 2.72%
27095,8.57%, 53.10%, 44.53%, 2.38%
27097,23.97%, 60.78%, 36.81%, 2.41%
27099,22.61%, 37.42%, 60.03%, 2.55%
27101,7.22%, 52.53%, 45.31%, 2.16%
27103,7.83%, 44.75%, 52.58%, 2.67%
27105,9.25%, 53.77%, 44.52%, 1.71%
27107,10.79%, 43.16%, 53.94%, 2.90%
27109,3.20%, 47.03%, 50.23%, 2.74%
27111,21.14%, 59.55%, 38.41%, 2.04%
27113,4.31%, 50.71%, 46.40%, 2.88%
27115,0.68%, 49.02%, 48.34%, 2.65%
27117,23.70%, 60.83%, 37.13%, 2.04%
27119,5.73%, 51.83%, 46.10%, 2.08%
27121,2.58%, 50.30%, 47.73%, 1.97%
27123,35.20%, 31.13%, 66.33%, 2.54%
27125,2.53%, 49.52%, 46.99%, 3.49%
27127,20.05%, 58.66%, 38.61%, 2.72%
27129,9.79%, 53.81%, 44.02%, 2.17%
27131,8.27%, 44.58%, 52.85%, 2.57%
27133,17.83%, 57.99%, 40.16%, 1.86%
27135,22.27%, 59.97%, 37.70%, 2.33%
27137,29.63%, 33.85%, 63.48%, 2.67%
27139,14.81%, 56.28%, 41.47%, 2.25%
27141,22.04%, 59.88%, 37.84%, 2.29%
27143,22.74%, 60.05%, 37.31%, 2.64%
27145,12.06%, 54.81%, 42.75%, 2.44%
27147,6.26%, 51.78%, 45.52%, 2.69%
27149,0.42%, 48.94%, 48.51%, 2.55%
27151,9.83%, 43.91%, 53.74%, 2.34%
27153,16.10%, 56.93%, 40.83%, 2.25%
27155,4.44%, 46.62%, 51.06%, 2.33%
27157,5.39%, 51.42%, 46.03%, 2.54%
27159,24.31%, 61.01%, 36.70%, 2.30%
27161,7.65%, 52.49%, 44.83%, 2.68%
27163,0.75%, 48.64%, 49.39%, 1.97%
27165,0.45%, 48.93%, 48.48%, 2.59%
27167,19.43%, 58.47%, 39.04%, 2.48%
27169,12.85%, 42.16%, 55.01%, 2.83%
27171,21.71%, 59.67%, 37.96%, 2.37%
27173,6.30%, 51.83%, 45.53%, 2.64%
28001,17.92%, 40.74%, 58.66%, 0.60%
28003,51.25%, 74.92%, 23.67%, 1.40%
28005,15.21%, 57.28%, 42.07%, 0.65%
28007,13.19%, 56.38%, 43.19%, 0.43%
28009,0.24%, 49.59%, 49.83%, 0.58%
28011,38.12%, 30.47%, 68.59%, 0.94%
28013,25.83%, 62.42%, 36.59%, 0.99%
28015,32.59%, 66.09%, 33.49%, 0.42%
28017,4.52%, 46.97%, 51.49%, 1.54%
28019,32.39%, 65.81%, 33.42%, 0.77%
28021,76.82%, 11.40%, 88.22%, 0.38%
28023,23.48%, 61.18%, 37.70%, 1.13%
28025,21.87%, 38.76%, 60.62%, 0.62%
28027,48.16%, 25.71%, 73.86%, 0.43%
28029,10.39%, 44.48%, 54.87%, 0.65%
28031,16.34%, 57.82%, 41.48%, 0.70%
28033,33.41%, 66.21%, 32.79%, 1.00%
28035,10.92%, 54.82%, 43.89%, 1.29%
28037,22.46%, 60.87%, 38.42%, 0.71%
28039,71.20%, 84.98%, 13.79%, 1.23%
28041,54.14%, 76.51%, 22.37%, 1.11%
28043,6.16%, 52.81%, 46.65%, 0.54%
28045,52.70%, 75.52%, 22.82%, 1.67%
28047,25.82%, 62.33%, 36.51%, 1.17%
28049,43.62%, 27.86%, 71.47%, 0.67%
28051,68.66%, 15.45%, 84.11%, 0.44%
28053,50.08%, 24.81%, 74.88%, 0.31%
28055,22.49%, 38.37%, 60.86%, 0.76%
28057,61.03%, 79.34%, 18.31%, 2.35%
28059,34.38%, 66.62%, 32.24%, 1.14%
28061,9.68%, 44.89%, 54.57%, 0.54%
28063,78.57%, 10.56%, 89.13%, 0.32%
28065,25.64%, 36.52%, 62.16%, 1.31%
28067,38.05%, 68.59%, 30.54%, 0.87%
28069,28.70%, 35.41%, 64.11%, 0.48%
28071,15.30%, 56.78%, 41.48%, 1.74%
28073,54.67%, 76.74%, 22.07%, 1.18%
28075,14.91%, 57.05%, 42.15%, 0.80%
28077,25.74%, 62.59%, 36.85%, 0.57%
28079,8.73%, 54.14%, 45.41%, 0.46%
28081,27.90%, 63.49%, 35.58%, 0.93%
28083,43.31%, 28.08%, 71.39%, 0.52%
28085,32.70%, 66.04%, 33.33%, 0.63%
28087,0.48%, 49.78%, 49.30%, 0.93%
28089,15.70%, 57.51%, 41.80%, 0.69%
28091,30.20%, 64.71%, 34.51%, 0.78%
28093,19.56%, 39.86%, 59.42%, 0.72%
28095,15.76%, 57.47%, 41.71%, 0.82%
28097,4.82%, 52.21%, 47.39%, 0.41%
28099,43.10%, 71.15%, 28.04%, 0.81%
28101,31.45%, 65.40%, 33.95%, 0.65%
28103,57.39%, 21.15%, 78.54%, 0.30%
28105,1.84%, 48.36%, 50.20%, 1.44%
28107,8.62%, 45.34%, 53.96%, 0.70%
28109,59.32%, 78.96%, 19.65%, 1.39%
28111,45.61%, 72.30%, 26.69%, 1.01%
28113,8.17%, 45.52%, 53.69%, 0.80%
28115,53.53%, 76.13%, 22.59%, 1.28%
28117,42.44%, 70.52%, 28.08%, 1.41%
28119,43.25%, 28.05%, 71.30%, 0.65%
28121,52.16%, 75.52%, 23.37%, 1.11%
28123,9.44%, 54.36%, 44.91%, 0.73%
28125,41.27%, 29.11%, 70.38%, 0.51%
28127,22.05%, 60.61%, 38.56%, 0.83%
28129,50.25%, 74.69%, 24.44%, 0.88%
28131,45.37%, 71.96%, 26.59%, 1.45%
28133,46.94%, 26.09%, 73.02%, 0.89%
28135,22.45%, 38.43%, 60.88%, 0.69%
28137,19.34%, 59.10%, 39.76%, 1.14%
28139,48.01%, 73.30%, 25.28%, 1.42%
28141,56.58%, 77.28%, 20.70%, 2.02%
28143,59.15%, 20.15%, 79.30%, 0.55%
28145,50.65%, 74.77%, 24.13%, 1.10%
28147,8.33%, 53.65%, 45.32%, 1.03%
28149,1.54%, 48.89%, 50.42%, 0.69%
28151,42.25%, 28.66%, 70.92%, 0.42%
28153,19.00%, 59.15%, 40.15%, 0.71%
28155,53.53%, 76.27%, 22.74%, 0.99%
28157,41.15%, 29.16%, 70.31%, 0.54%
28159,5.71%, 52.58%, 46.87%, 0.55%
28161,3.87%, 51.56%, 47.69%, 0.76%
28163,14.30%, 42.52%, 56.82%, 0.65%
29001,14.14%, 55.81%, 41.67%, 0.31%
29003,33.67%, 65.42%, 31.76%, 2.82%
29005,42.30%, 70.21%, 27.91%, 1.88%
29007,26.52%, 61.97%, 35.45%, 2.57%
29009,44.65%, 71.22%, 26.56%, 2.22%
29011,55.48%, 76.89%, 21.41%, 1.71%
29013,31.69%, 64.60%, 32.90%, 0.48%
29015,34.33%, 66.28%, 31.94%, 1.78%
29017,52.82%, 75.05%, 22.23%, 0.62%
29019,3.08%, 47.10%, 50.17%, 0.28%
29021,8.73%, 53.15%, 44.42%, 2.43%
29023,46.69%, 72.52%, 25.83%, 1.65%
29025,33.81%, 65.30%, 31.49%, 0.60%
29027,31.12%, 64.42%, 33.30%, 2.28%
29029,39.22%, 68.55%, 29.33%, 2.11%
29031,43.66%, 70.81%, 27.15%, 2.04%
29033,44.56%, 71.38%, 26.81%, 1.81%
29035,43.73%, 70.67%, 26.94%, 2.39%
29037,28.24%, 62.95%, 34.71%, 2.34%
29039,46.96%, 72.39%, 25.43%, 2.18%
29041,27.82%, 62.86%, 35.04%, 2.09%
29043,46.52%, 72.37%, 25.85%, 1.79%
29045,10.29%, 53.64%, 43.35%, 0.56%
29047,8.37%, 52.99%, 44.61%, 2.40%
29049,22.75%, 60.15%, 37.40%, 0.42%
29051,33.57%, 65.85%, 32.28%, 1.87%
29053,32.13%, 65.06%, 32.94%, 2.00%
29055,36.36%, 67.17%, 30.81%, 2.03%
29057,50.21%, 74.31%, 24.10%, 1.59%
29059,39.43%, 68.58%, 29.15%, 2.27%
29061,33.09%, 65.04%, 31.95%, 0.37%
29063,42.80%, 70.25%, 27.45%, 2.30%
29065,49.44%, 73.20%, 23.76%, 3.04%
29067,44.82%, 70.90%, 26.08%, 0.73%
29069,30.18%, 64.31%, 34.14%, 1.55%
29071,27.81%, 62.64%, 34.83%, 2.53%
29073,39.19%, 68.62%, 29.42%, 1.96%
29075,35.05%, 66.29%, 31.24%, 0.37%
29077,24.27%, 60.83%, 36.56%, 2.61%
29079,41.56%, 69.27%, 27.71%, 0.59%
29081,44.38%, 71.01%, 26.63%, 2.35%
29083,25.76%, 61.18%, 35.42%, 1.05%
29085,23.55%, 60.58%, 37.03%, 2.39%
29087,50.82%, 74.68%, 23.85%, 1.47%
29089,26.59%, 61.99%, 35.40%, 0.25%
29091,43.74%, 70.62%, 26.89%, 2.49%
29093,14.46%, 55.87%, 41.40%, 0.52%
29095,19.63%, 39.32%, 58.95%, 1.73%
29097,41.00%, 69.33%, 28.33%, 0.31%
29099,12.66%, 55.07%, 42.40%, 2.53%
29101,24.24%, 60.72%, 36.47%, 0.43%
29103,25.91%, 61.57%, 35.67%, 0.66%
29105,44.32%, 70.84%, 26.52%, 2.64%
29107,26.14%, 61.79%, 35.64%, 2.57%
29109,46.99%, 72.49%, 25.50%, 2.01%
29111,27.32%, 62.56%, 35.24%, 2.20%
29113,28.97%, 62.93%, 33.96%, 1.03%
29115,23.48%, 60.25%, 36.77%, 0.50%
29117,34.69%, 66.17%, 31.48%, 0.25%
29119,48.28%, 72.84%, 24.56%, 0.54%
29121,33.41%, 65.66%, 32.25%, 2.09%
29123,33.25%, 65.46%, 32.21%, 0.30%
29125,41.12%, 69.74%, 28.62%, 1.63%
29127,32.01%, 65.17%, 33.16%, 1.68%
29129,54.50%, 75.83%, 21.33%, 0.66%
29131,49.31%, 73.31%, 24.00%, 0.60%
29133,23.15%, 60.91%, 37.76%, 1.32%
29135,48.05%, 73.01%, 24.96%, 2.03%
29137,28.74%, 63.20%, 34.46%, 0.30%
29139,32.75%, 65.31%, 32.56%, 2.13%
29141,34.07%, 65.99%, 31.92%, 2.09%
29143,20.28%, 59.09%, 38.81%, 2.10%
29145,46.66%, 72.17%, 25.50%, 2.33%
29147,26.97%, 62.31%, 35.34%, 2.35%
29149,33.18%, 65.28%, 32.10%, 2.62%
29151,55.73%, 77.02%, 21.29%, 1.69%
29153,40.85%, 69.17%, 28.32%, 2.52%
29155,14.63%, 56.80%, 42.16%, 1.04%
29157,43.63%, 70.98%, 27.34%, 1.68%
29159,28.75%, 63.13%, 34.38%, 0.37%
29161,33.34%, 65.05%, 31.71%, 0.89%
29163,27.25%, 62.52%, 35.27%, 2.21%
29165,14.10%, 56.04%, 41.95%, 2.01%
29167,43.24%, 70.52%, 27.29%, 2.19%
29169,36.05%, 67.00%, 30.94%, 2.06%
29171,47.03%, 72.46%, 25.42%, 2.12%
29173,29.69%, 64.16%, 34.47%, 1.37%
29175,36.45%, 66.84%, 30.39%, 0.64%
29177,14.85%, 56.09%, 41.24%, 0.51%
29179,24.17%, 60.31%, 36.13%, 0.62%
29181,44.59%, 71.12%, 26.52%, 2.36%
29183,20.90%, 59.44%, 38.55%, 2.01%
29185,33.70%, 65.26%, 31.56%, 0.69%
29186,3.00%, 50.25%, 47.25%, 0.41%
29187,19.46%, 58.35%, 38.89%, 2.77%
29189,13.65%, 42.39%, 56.04%, 1.56%
29195,14.43%, 56.04%, 41.61%, 0.27%
29197,24.60%, 60.55%, 35.95%, 0.52%
29199,31.15%, 64.36%, 33.21%, 0.36%
29201,38.24%, 68.37%, 30.13%, 1.49%
29203,26.00%, 61.27%, 35.27%, 1.00%
29205,37.81%, 67.70%, 29.89%, 0.40%
29207,49.30%, 73.81%, 24.51%, 1.69%
29209,49.01%, 73.45%, 24.45%, 2.10%
29211,27.05%, 62.04%, 34.99%, 2.97%
29213,47.23%, 72.44%, 25.20%, 2.36%
29215,44.10%, 70.77%, 26.67%, 2.55%
29217,37.30%, 67.57%, 30.28%, 2.15%
29219,26.79%, 62.35%, 35.56%, 2.09%
29221,19.02%, 58.32%, 39.30%, 2.38%
29223,34.56%, 66.26%, 31.70%, 2.05%
29225,40.65%, 69.10%, 28.45%, 2.45%
29227,30.82%, 63.36%, 32.54%, 0.29%
29229,48.74%, 73.29%, 24.55%, 2.16%
29510,66.52%, 15.93%, 82.45%, 1.63%
30001,39.86%, 68.35%, 28.49%,-
30003,26.26%, 36.04%, 62.30%, 1.66%
30005,15.32%, 41.20%, 56.52%,-
30007,46.10%, 71.47%, 25.37%,-
30009,23.72%, 60.42%, 36.70%, 0.02%
30011,73.12%, 85.18%, 12.06%, 0.25%
30013,9.00%, 53.06%, 44.05%, 0.03%
30015,27.65%, 62.32%, 34.67%,-
30017,28.70%, 62.87%, 34.17%,-
30019,49.95%, 73.49%, 23.54%,-
30021,40.92%, 68.48%, 27.56%,-
30023,31.66%, 32.47%, 64.13%,-
30025,63.37%, 80.23%, 16.86%, 0.07%
30027,43.11%, 70.12%, 27.01%,-
30029,32.83%, 64.47%, 31.64%, 0.99%
30031,5.00%, 50.84%, 45.84%, 0.05%
30033,79.32%, 88.73%, 9.42%, 1.85%
30035,33.87%, 31.76%, 65.63%, 0.07%
30037,50.31%, 73.28%, 22.96%,-
30039,33.67%, 64.93%, 31.26%,-
30041,3.50%, 46.36%, 49.86%, 0.07%
30043,27.34%, 62.18%, 34.84%, 0.02%
30045,42.55%, 70.29%, 27.74%, 1.98%
30047,10.00%, 53.63%, 43.63%,-
30049,3.55%, 50.43%, 46.88%,-
30051,44.59%, 70.34%, 25.75%, 1.00%
30053,39.43%, 68.13%, 28.71%, 0.01%
30055,52.57%, 75.03%, 22.46%,-
30057,40.62%, 69.06%, 28.44%, 0.04%
30059,41.26%, 68.93%, 27.67%,-
30061,25.53%, 60.17%, 34.64%, 0.20%
30063,17.77%, 39.58%, 57.35%, 0.07%
