id,margin,landon,roosevelt,other,hex_color
36109,30.49%, 64.26%, 33.78%, 1.96%,a30456
36111,12.46%, 55.32%, 42.85%, 1.83%,8d046d
36113,30.53%, 64.78%, 34.26%, 0.96%,a50257
36115,32.05%, 65.13%, 33.08%, 1.79%,a60454
36117,42.30%, 70.11%, 27.80%, 0.07%,b20046
36119,3.86%, 51.10%, 47.24%, 1.66%,820478
36121,39.30%, 69.09%, 29.78%, 1.13%,b0024b
36123,50.00%, 74.32%, 24.32%, 1.36%,bd033e
37001,48.27%, 25.87%, 74.13%,-,4100bd
37003,14.20%, 42.90%, 57.10%,-,6d0091
37005,22.04%, 38.98%, 61.02%,-,63009b
37007,84.79%, 7.60%, 92.40%,-,1300eb
37009,9.84%, 45.08%, 54.92%,-,72008c
37011,55.96%, 77.98%, 22.02%,-,c60038
37013,72.83%, 13.58%, 86.42%,-,2200dc
37015,94.17%, 2.92%, 97.08%,-,0700f7
37017,71.82%, 14.09%, 85.91%,-,2300db
37019,25.03%, 37.49%, 62.51%,-,5f009f
37021,42.81%, 28.60%, 71.40%,-,4800b6
37023,15.03%, 42.48%, 57.52%,-,6c0092
37025,62.64%, 18.68%, 81.32%,-,2f00cf
37027,33.12%, 33.44%, 66.56%,-,5500a9
37029,79.20%, 10.40%, 89.60%,-,1a00e4
37031,33.36%, 33.32%, 66.68%,-,5400aa
37033,84.67%, 7.67%, 92.33%,-,1300eb
37035,26.60%, 36.70%, 63.30%,-,5d00a1
37037,33.42%, 33.29%, 66.71%,-,5400aa
37039,3.87%, 48.06%, 51.94%,-,7a0084
37041,88.34%, 5.83%, 94.17%,-,0e00f0
37043,6.46%, 53.23%, 46.77%,-,870077
37045,68.67%, 15.66%, 84.34%,-,2700d7
37047,67.94%, 16.03%, 83.97%,-,2800d6
37049,84.89%, 7.56%, 92.44%,-,1300eb
37051,72.80%, 13.60%, 86.40%,-,2200dc
37053,85.40%, 7.30%, 92.70%,-,1200ec
37055,43.86%, 28.07%, 71.93%,-,4700b7
37057,17.23%, 41.38%, 58.62%,-,690095
37059,0.52%, 50.26%, 49.74%,-,80007e
37061,58.84%, 20.58%, 79.42%,-,3400ca
37063,70.80%, 14.60%, 85.40%,-,2500d9
37065,92.35%, 3.83%, 96.17%,-,0900f5
37067,56.18%, 21.91%, 78.09%,-,3700c7
37069,91.51%, 4.25%, 95.75%,-,0a00f4
37071,57.25%, 21.37%, 78.63%,-,3600c8
37073,84.12%, 7.94%, 92.06%,-,1400ea
37075,5.29%, 47.36%, 52.64%,-,780086
37077,91.71%, 4.14%, 95.86%,-,0a00f4
37079,92.78%, 3.61%, 96.39%,-,0900f5
37081,45.78%, 27.11%, 72.89%,-,4500b9
37083,92.79%, 3.61%, 96.39%,-,0900f5
37085,55.96%, 22.02%, 77.98%,-,3800c6
37087,42.10%, 28.95%, 71.05%,-,4900b5
37089,5.97%, 47.01%, 52.99%,-,770087
37091,93.03%, 3.48%, 96.52%,-,0800f6
37093,86.53%, 6.73%, 93.27%,-,1100ed
37095,58.60%, 20.70%, 79.30%,-,3400ca
37097,49.53%, 25.24%, 74.76%,-,4000be
37099,19.88%, 40.06%, 59.94%,-,660098
37101,44.34%, 27.83%, 72.17%,-,4600b8
37103,78.53%, 10.74%, 89.26%,-,1b00e3
37105,69.50%, 15.25%, 84.75%,-,2600d8
37107,88.69%, 5.66%, 94.34%,-,0e00f0
37109,22.34%, 38.83%, 61.17%,-,63009b
37111,26.44%, 36.78%, 63.22%,-,5d00a1
37113,12.91%, 43.55%, 56.45%,-,6f008f
37115,23.88%, 61.94%, 38.06%,-,9d0061
37117,95.16%, 2.42%, 97.58%,-,0600f8
37119,69.50%, 15.25%, 84.75%,-,2600d8
37121,33.41%, 66.71%, 33.29%,-,aa0054
37123,16.33%, 41.84%, 58.16%,-,6a0094
37125,28.57%, 35.71%, 64.29%,-,5b00a3
37127,88.76%, 5.62%, 94.38%,-,0e00f0
37129,69.93%, 15.04%, 84.96%,-,2600d8
37131,94.40%, 2.80%, 97.20%,-,0700f7
37133,84.30%, 7.85%, 92.15%,-,1400ea
37135,45.50%, 27.25%, 72.75%,-,4500b9
37137,30.84%, 34.58%, 65.42%,-,5800a6
37139,81.75%, 9.13%, 90.87%,-,1700e7
37141,75.44%, 12.28%, 87.72%,-,1f00df
37143,71.53%, 14.24%, 85.76%,-,2400da
37145,76.60%, 11.70%, 88.30%,-,1d00e1
37147,93.41%, 3.29%, 96.71%,-,0800f6
37149,16.85%, 41.58%, 58.42%,-,6a0094
37151,7.74%, 46.13%, 53.87%,-,750089
37153,83.41%, 8.30%, 91.70%,-,1500e9
37155,86.71%, 6.65%, 93.35%,-,1000ee
37157,63.68%, 18.16%, 81.84%,-,2e00d0
37159,49.68%, 25.16%, 74.84%,-,4000be
37161,34.47%, 32.77%, 67.23%,-,5300ab
37163,9.09%, 45.46%, 54.54%,-,73008b
37165,82.04%, 8.98%, 91.02%,-,1600e8
37167,17.97%, 41.01%, 58.99%,-,680096
37169,14.72%, 42.64%, 57.36%,-,6c0092
37171,29.91%, 35.05%, 64.95%,-,5900a5
37173,11.38%, 44.31%, 55.69%,-,70008e
37175,17.42%, 41.29%, 58.71%,-,690095
37177,55.06%, 22.47%, 77.53%,-,3900c5
37179,85.13%, 7.44%, 92.56%,-,1200ec
37181,87.01%, 6.49%, 93.51%,-,1000ee
37183,77.98%, 11.01%, 88.99%,-,1c00e2
37185,91.21%, 4.39%, 95.61%,-,0b00f3
37187,55.60%, 22.20%, 77.80%,-,3800c6
37189,6.46%, 46.77%, 53.23%,-,770087
37191,60.38%, 19.81%, 80.19%,-,3200cc
37193,12.46%, 56.23%, 43.77%,-,8f006f
37195,86.40%, 6.80%, 93.20%,-,1100ed
37197,13.38%, 56.69%, 43.31%,-,90006e
37199,14.49%, 42.76%, 57.24%,-,6d0091
38001,23.92%, 31.03%, 54.95%, 1.12%,4f028c
38003,27.89%, 30.00%, 57.89%, 0.37%,4c0093
38005,43.32%, 19.02%, 62.33%, 0.28%,30009e
38007,32.47%, 26.70%, 59.17%, 1.54%,440396
38009,35.47%, 21.18%, 56.86%, 0.57%,360190
38011,29.05%, 26.57%, 55.62%, 0.60%,43018d
38013,17.18%, 18.33%, 48.81%, 1.23%,2e037c
38015,39.77%, 25.17%, 64.94%, 0.59%,4001a5
38017,22.00%, 35.22%, 57.22%, 0.42%,590191
38019,32.29%, 28.52%, 60.82%, 0.09%,48009b
38021,16.91%, 34.39%, 51.30%, 0.96%,570282
38023,41.88%, 16.54%, 62.56%, 0.23%,2a009f
38025,45.10%, 21.65%, 66.76%, 0.38%,3700aa
38027,42.42%, 21.36%, 63.78%, 0.77%,3601a2
38029,31.25%, 26.70%, 57.95%, 0.10%,440093
38031,43.82%, 24.83%, 68.65%, 0.18%,3f00af
38033,24.71%, 35.02%, 59.73%, 0.60%,590198
38035,33.75%, 29.64%, 63.39%, 0.24%,4b00a1
38037,24.19%, 29.57%, 53.76%, 0.29%,4b0089
38039,36.69%, 24.46%, 61.15%, 0.22%,3e009b
38041,11.88%, 29.82%, 41.69%, 0.24%,4c006a
38043,21.15%, 29.74%, 50.89%, 0.24%,4b0081
38045,16.38%, 33.13%, 49.52%, 0.39%,54007e
38047,10.75%, 34.36%, 45.11%, 0.14%,570073
38049,27.15%, 26.24%, 53.40%, 0.55%,420188
38051,11.88%, 40.48%, 52.36%, 0.14%,670085
38053,59.54%, 14.66%, 74.20%, 0.62%,2501bd
38055,33.31%, 25.24%, 58.55%, 1.22%,400395
38057,21.61%, 31.56%, 53.16%, 0.14%,500087
38059,46.42%, 22.95%, 69.37%, 0.16%,3a00b0
38061,32.46%, 14.68%, 58.19%, 1.40%,250394
38063,43.46%, 22.31%, 65.78%, 0.24%,3800a7
38065,27.78%, 29.82%, 57.60%, 0.06%,4c0092
38067,32.39%, 31.48%, 63.86%, 0.14%,5000a2
38069,33.37%, 24.23%, 57.60%, 0.21%,3d0092
38071,39.68%, 25.51%, 65.19%, 0.11%,4100a6
38073,25.17%, 30.32%, 55.49%, 0.23%,4d008d
38075,40.37%, 21.36%, 61.73%, 1.40%,36039d
38077,18.51%, 31.41%, 49.92%, 0.75%,50017f
38079,52.55%, 19.34%, 71.89%, 0.07%,3100b7
38081,40.34%, 24.13%, 64.47%, 0.31%,3d00a4
38083,11.29%, 29.81%, 41.10%, 0.21%,4c0068
38085,17.55%, 35.16%, 52.70%, 0.24%,590086
38087,39.76%, 23.29%, 63.05%, 0.07%,3b00a0
38089,39.26%, 26.10%, 65.35%, 0.23%,4200a6
38091,25.06%, 25.20%, 50.26%, 0.24%,400080
38093,30.30%, 29.09%, 59.39%, 0.17%,4a0097
38095,31.14%, 22.40%, 54.26%, 0.22%,39008a
38097,18.47%, 34.29%, 52.76%, 0.30%,570086
38099,48.17%, 22.15%, 70.32%, 0.15%,3800b3
38101,40.77%, 22.36%, 63.12%, 0.26%,3900a0
38103,34.94%, 23.84%, 58.78%, 0.06%,3c0095
38105,45.83%, 13.66%, 65.61%, 0.95%,2202a7
39001,0.66%, 50.21%, 49.55%, 0.24%,80007e
39003,4.23%, 44.89%, 49.12%, 0.03%,72007d
39005,17.35%, 40.09%, 57.44%, 0.15%,660092
39007,1.48%, 46.73%, 48.21%, 0.21%,77007a
39009,16.12%, 41.48%, 57.61%, 0.91%,690292
39011,16.14%, 38.63%, 54.77%, 0.03%,62008b
39013,35.25%, 31.91%, 67.16%, 0.93%,5102ab
39015,16.28%, 40.68%, 56.96%, 0.04%,670091
39017,24.18%, 35.80%, 59.99%, 0.20%,5b0098
39019,7.66%, 53.26%, 45.59%, 1.15%,870274
39021,2.82%, 50.09%, 47.27%, 0.04%,7f0078
39023,25.05%, 36.40%, 61.44%, 0.08%,5c009c
39025,9.24%, 44.05%, 53.29%, 0.08%,700087
39027,3.96%, 51.66%, 47.70%, 0.63%,830179
39029,14.13%, 42.26%, 56.38%, 1.36%,6b038f
39031,18.07%, 40.65%, 58.72%, 0.64%,670195
39033,23.44%, 36.04%, 59.48%, 0.09%,5b0097
39035,38.32%, 27.12%, 65.44%, 0.47%,4501a6
39037,13.50%, 41.29%, 54.79%, 0.03%,69008b
39039,5.21%, 42.84%, 48.05%, 0.02%,6d007a
39041,2.17%, 50.06%, 47.90%, 0.02%,7f007a
39043,18.73%, 36.69%, 55.43%, 0.12%,5d008d
39045,20.45%, 38.70%, 59.16%, 0.08%,620096
39047,9.04%, 45.29%, 54.33%, 0.38%,73008a
39049,17.03%, 40.39%, 57.42%, 0.09%,660092
39051,25.14%, 60.17%, 35.04%, 0.08%,990059
39053,19.09%, 59.42%, 40.34%, 0.24%,970066
39055,3.01%, 49.49%, 46.49%, 0.16%,7e0076
39057,8.96%, 44.57%, 53.53%, 1.90%,710488
39059,14.31%, 42.51%, 56.82%, 0.67%,6c0190
39061,15.91%, 38.69%, 54.60%, 0.14%,62008b
39063,0.54%, 47.23%, 47.77%, 0.04%,780079
39065,4.97%, 46.86%, 51.84%, 1.30%,770384
39067,4.50%, 47.58%, 52.08%, 0.35%,790084
39069,12.79%, 38.51%, 51.29%, 0.11%,620082
39071,4.01%, 47.84%, 51.85%, 0.31%,790084
39073,24.54%, 37.09%, 61.62%, 1.29%,5e039d
39075,28.76%, 34.93%, 63.70%, 1.37%,5903a2
39077,1.01%, 46.15%, 47.16%, 0.06%,750078
39079,0.37%, 50.04%, 49.67%, 0.28%,7f007e
39081,35.25%, 31.87%, 67.11%, 1.02%,5102ab
39083,2.16%, 47.81%, 49.97%, 0.01%,79007f
39085,8.42%, 43.24%, 51.66%, 0.18%,6e0083
39087,14.82%, 42.35%, 57.17%, 0.48%,6b0191
39089,19.19%, 39.37%, 58.56%, 2.07%,640595
39091,6.35%, 52.58%, 46.23%, 1.19%,860375
39093,19.90%, 37.29%, 57.19%, 0.18%,5f0091
39095,21.28%, 34.48%, 55.76%, 0.27%,57008e
39097,3.37%, 47.81%, 51.17%, 1.02%,790282
39099,44.09%, 27.32%, 71.41%, 1.26%,4503b6
39101,13.12%, 42.33%, 55.45%, 0.08%,6b008d
39103,0.78%, 48.37%, 49.14%, 0.07%,7b007d
39105,3.02%, 51.51%, 48.49%,-,83007b
39107,27.38%, 27.28%, 54.66%, 0.03%,45008b
39109,5.58%, 44.86%, 50.44%, 0.05%,720080
39111,24.77%, 36.87%, 61.64%, 1.49%,5e039d
39113,24.80%, 35.02%, 59.81%, 0.11%,590098
39115,19.70%, 59.35%, 39.65%, 1.00%,970265
39117,1.68%, 49.52%, 47.83%, 0.05%,7e0079
39119,2.49%, 47.44%, 49.93%, 0.10%,78007f
39121,6.24%, 52.70%, 46.46%, 0.84%,860276
39123,20.91%, 35.96%, 56.87%, 0.02%,5b0091
39125,3.95%, 46.70%, 50.65%, 0.04%,770081
39127,10.66%, 43.24%, 53.90%, 0.11%,6e0089
39129,22.67%, 38.55%, 61.22%, 0.24%,62009c
39131,28.31%, 35.82%, 64.13%, 0.05%,5b00a3
39133,25.66%, 35.77%, 61.43%, 0.12%,5b009c
39135,6.29%, 45.51%, 51.80%, 0.05%,740084
39137,13.06%, 33.16%, 46.23%, 0.11%,540075
39139,27.02%, 34.25%, 61.27%, 0.16%,57009c
39141,11.97%, 43.75%, 55.71%, 0.54%,6f018e
39143,2.36%, 42.89%, 45.26%, 0.10%,6d0073
39145,10.85%, 44.23%, 55.08%, 0.69%,70018c
39147,4.36%, 44.71%, 40.35%, 0.08%,720066
39149,19.75%, 33.68%, 53.43%, 0.07%,550088
39151,24.05%, 35.91%, 59.96%, 0.16%,5b0098
39153,39.53%, 29.16%, 68.69%, 2.15%,4a05af
39155,30.79%, 33.55%, 64.34%, 2.10%,5505a4
39157,35.41%, 31.30%, 66.71%, 1.99%,4f05aa
39159,4.71%, 51.81%, 47.10%, 1.10%,840278
39161,9.97%, 42.59%, 52.56%, 0.07%,6c0086
39163,2.58%, 51.16%, 48.58%, 0.27%,82007b
39165,1.02%, 50.04%, 49.02%, 0.95%,7f027d
39167,2.92%, 50.70%, 47.78%, 1.52%,810379
39169,9.97%, 44.11%, 54.08%, 1.82%,700489
39171,10.69%, 53.00%, 42.31%, 0.04%,87006b
39173,1.86%, 47.28%, 45.42%, 0.04%,780073
39175,13.00%, 41.42%, 54.41%,-,69008a
40001,9.34%, 45.19%, 54.54%, 0.27%,73008b
40003,13.69%, 42.70%, 56.39%, 0.91%,6c028f
40005,47.00%, 26.39%, 73.40%, 0.21%,4300bb
40007,30.08%, 34.69%, 64.77%, 0.54%,5801a5
40009,59.29%, 19.94%, 79.23%, 0.83%,3202ca
40011,18.97%, 39.98%, 58.95%, 1.07%,650296
40013,71.08%, 14.35%, 85.43%, 0.21%,2400d9
40015,28.31%, 35.48%, 63.79%, 0.72%,5a01a2
40017,29.55%, 34.97%, 64.52%, 0.50%,5901a4
40019,61.19%, 19.26%, 80.44%, 0.30%,3100cd
40021,15.19%, 42.25%, 57.44%, 0.30%,6b0092
40023,56.77%, 21.47%, 78.24%, 0.29%,3600c7
40025,41.20%, 29.06%, 70.26%, 0.68%,4a01b3
40027,40.58%, 29.30%, 69.87%, 0.83%,4a02b2
40029,61.61%, 19.08%, 80.70%, 0.22%,3000cd
40031,39.32%, 29.97%, 69.29%, 0.74%,4c01b0
40033,52.80%, 23.43%, 76.23%, 0.34%,3b00c2
40035,19.21%, 40.30%, 59.52%, 0.18%,660097
40037,26.54%, 36.46%, 63.01%, 0.53%,5c01a0
40039,35.97%, 31.71%, 67.68%, 0.61%,5001ac
40041,12.67%, 43.54%, 56.21%, 0.25%,6f008f
40043,23.32%, 37.96%, 61.28%, 0.76%,60019c
40045,30.39%, 34.42%, 64.80%, 0.78%,5701a5
40047,19.68%, 39.83%, 59.51%, 0.66%,650197
40049,56.96%, 21.16%, 78.12%, 0.72%,3501c7
40051,49.69%, 24.90%, 74.59%, 0.50%,3f01be
40053,26.18%, 36.65%, 62.84%, 0.51%,5d01a0
40055,65.88%, 16.94%, 82.82%, 0.24%,2b00d3
40057,76.89%, 11.37%, 88.26%, 0.38%,1c00e1
40059,26.38%, 36.69%, 63.07%, 0.24%,5d00a0
40061,28.96%, 35.51%, 64.47%, 0.02%,5a00a4
40063,49.29%, 25.31%, 74.60%, 0.10%,4000be
40065,66.05%, 16.66%, 82.71%, 0.62%,2a01d2
40067,56.30%, 21.62%, 77.92%, 0.46%,3701c6
40069,60.96%, 19.22%, 80.18%, 0.60%,3101cc
40071,27.75%, 35.77%, 63.52%, 0.71%,5b01a1
40073,23.18%, 38.17%, 61.35%, 0.48%,61019c
40075,53.53%, 22.88%, 76.40%, 0.72%,3a01c2
40077,36.84%, 31.36%, 68.20%, 0.44%,4f01ad
40079,34.81%, 32.53%, 67.35%, 0.12%,5200ab
40081,3.95%, 47.80%, 51.75%, 0.46%,790183
40083,8.08%, 45.66%, 53.74%, 0.60%,740189
40085,66.51%, 16.38%, 82.88%, 0.74%,2901d3
40087,54.74%, 22.47%, 77.21%, 0.32%,3900c4
40089,63.82%, 17.99%, 81.80%, 0.21%,2d00d0
40091,22.37%, 38.69%, 61.06%, 0.25%,62009b
40093,7.16%, 53.04%, 45.88%, 1.07%,870274
40095,73.98%, 12.66%, 86.64%, 0.70%,2001dc
40097,18.57%, 40.62%, 59.19%, 0.20%,670096
40099,58.55%, 20.44%, 78.99%, 0.57%,3401c9
40101,34.76%, 32.54%, 67.30%, 0.17%,5200ab
40103,22.59%, 38.60%, 61.19%, 0.20%,62009c
40105,15.78%, 41.95%, 57.73%, 0.33%,6a0093
40107,38.02%, 30.66%, 68.68%, 0.67%,4e01af
40109,35.22%, 32.15%, 67.36%, 0.49%,5101ab
40111,41.46%, 29.11%, 70.56%, 0.33%,4a00b3
40113,34.36%, 32.66%, 67.02%, 0.33%,5300aa
40115,23.86%, 37.84%, 61.70%, 0.46%,60019d
40117,15.15%, 41.92%, 57.06%, 1.02%,6a0291
40119,25.52%, 37.02%, 62.54%, 0.44%,5e019f
40121,46.26%, 26.71%, 72.97%, 0.31%,4400ba
40123,59.83%, 19.88%, 79.71%, 0.41%,3201cb
40125,44.11%, 27.72%, 71.82%, 0.46%,4601b7
40127,50.88%, 24.35%, 75.23%, 0.42%,3e01bf
40129,54.05%, 22.33%, 76.38%, 1.29%,3803c2
40131,15.72%, 41.86%, 57.58%, 0.56%,6a0192
40133,48.80%, 25.37%, 74.17%, 0.46%,4001bd
40135,24.27%, 37.87%, 62.13%,-,60009e
40137,58.90%, 20.27%, 79.17%, 0.56%,3301c9
40139,44.87%, 27.35%, 72.22%, 0.42%,4501b8
40141,64.62%, 17.57%, 82.18%, 0.25%,2c00d1
40143,17.77%, 40.88%, 58.65%, 0.47%,680195
40145,16.77%, 41.41%, 58.18%, 0.41%,690194
40147,8.76%, 45.51%, 54.27%, 0.23%,74008a
40149,48.56%, 25.49%, 74.05%, 0.46%,4001bc
40151,27.90%, 35.71%, 63.62%, 0.67%,5b01a2
40153,15.97%, 41.67%, 57.64%, 0.69%,6a0192
41001,45.07%, 24.72%, 69.79%, 0.42%,3f01b1
41003,2.12%, 45.67%, 47.78%, 0.54%,740179
41005,39.30%, 27.37%, 66.67%, 0.73%,4501aa
41007,45.36%, 25.60%, 70.96%, 0.53%,4101b4
41009,48.35%, 23.27%, 71.62%, 0.55%,3b01b6
41011,43.19%, 24.23%, 67.42%, 0.50%,3d01ab
41013,28.37%, 33.62%, 61.99%, 0.34%,55009e
41015,24.76%, 29.58%, 54.35%, 1.37%,4b038a
41017,50.63%, 22.08%, 72.71%, 0.85%,3802b9
41019,6.32%, 42.08%, 48.40%, 0.44%,6b017b
41021,44.01%, 25.66%, 69.67%, 0.07%,4100b1
41023,29.69%, 28.00%, 57.69%, 0.56%,470193
41025,36.91%, 28.14%, 65.05%, 0.52%,4701a5
41027,36.00%, 29.77%, 65.77%, 0.76%,4b01a7
41029,19.07%, 34.97%, 54.05%, 0.57%,590189
41031,32.50%, 31.51%, 64.01%, 0.25%,5000a3
41033,14.24%, 33.45%, 47.69%, 0.94%,550279
41035,43.67%, 26.39%, 70.05%, 0.54%,4301b2
41037,24.37%, 32.18%, 56.55%, 0.31%,520090
41039,23.20%, 34.31%, 57.51%, 1.14%,570292
41041,28.54%, 31.44%, 59.98%, 0.63%,500198
41043,15.57%, 36.66%, 52.23%, 0.62%,5d0185
41045,28.23%, 31.41%, 59.64%, 0.68%,500198
41047,26.62%, 32.97%, 59.59%, 0.88%,540297
41049,35.38%, 27.64%, 63.02%, 0.75%,4601a0
41051,42.78%, 27.18%, 69.96%, 0.65%,4501b2
41053,22.28%, 34.56%, 56.85%, 0.68%,580190
41055,40.07%, 27.78%, 67.85%, 0.25%,4600ad
41057,30.57%, 30.11%, 60.68%, 0.50%,4c019a
41059,29.86%, 31.27%, 61.13%, 0.41%,4f019b
41061,46.57%, 22.60%, 69.17%, 0.48%,3901b0
41063,37.96%, 25.89%, 63.86%, 0.83%,4202a2
41065,44.27%, 24.65%, 68.92%, 0.29%,3e00af
41067,33.01%, 30.47%, 63.48%, 0.75%,4d01a1
41069,13.53%, 42.18%, 55.71%, 2.10%,6b058e
41071,20.04%, 35.88%, 55.92%, 0.60%,5b018e
42001,0.13%, 47.75%, 47.88%, 0.28%,79007a
42003,33.86%, 31.35%, 65.21%, 0.57%,4f01a6
42005,5.77%, 46.65%, 52.42%, 0.92%,760285
42007,29.12%, 34.68%, 63.80%, 1.52%,5803a2
42009,0.42%, 49.58%, 49.16%, 1.27%,7e037d
42011,34.20%, 30.23%, 64.43%, 0.19%,4d00a4
42013,4.42%, 46.98%, 51.41%, 1.61%,770483
42015,34.35%, 66.74%, 32.39%, 0.86%,aa0252
42017,0.61%, 48.80%, 49.41%, 1.79%,7c047d
42019,2.29%, 50.35%, 48.06%, 1.59%,80047a
42021,30.85%, 33.72%, 64.57%, 1.71%,5504a4
42023,7.77%, 53.21%, 45.44%, 1.36%,870373
42025,11.16%, 43.77%, 54.93%, 1.29%,6f038c
42027,8.55%, 45.24%, 53.79%, 0.97%,730289
42029,4.70%, 51.81%, 47.11%, 1.08%,840278
42031,0.38%, 49.32%, 48.94%, 1.75%,7d047c
42033,17.39%, 40.31%, 57.69%, 2.00%,660593
42035,12.51%, 43.28%, 55.79%, 0.93%,6e028e
42037,18.53%, 40.13%, 58.66%, 1.22%,660395
42039,5.94%, 51.31%, 45.37%, 0.84%,820273
42041,11.58%, 43.83%, 55.41%, 0.76%,6f018d
42043,4.38%, 47.42%, 51.80%, 0.77%,780184
42045,6.84%, 52.37%, 45.53%, 2.10%,850574
42047,22.69%, 35.12%, 57.80%, 0.44%,590193
42049,11.38%, 39.18%, 50.56%, 0.86%,630280
42051,36.98%, 30.90%, 67.88%, 1.22%,4e03ad
42053,20.32%, 59.50%, 39.18%, 1.32%,970363
42055,6.85%, 46.29%, 53.15%, 0.56%,760187
42057,7.64%, 46.02%, 53.65%, 0.33%,750088
42059,30.57%, 34.42%, 64.99%, 0.59%,5701a5
42061,13.72%, 56.43%, 42.72%, 0.85%,8f026c
42063,3.66%, 51.37%, 47.71%, 0.91%,820279
42065,3.70%, 51.24%, 47.54%, 1.21%,820379
42067,2.78%, 48.28%, 51.06%, 0.66%,7b0182
42069,21.97%, 38.26%, 60.23%, 1.52%,610399
42071,4.64%, 51.38%, 46.74%, 1.88%,830477
42073,17.16%, 40.58%, 57.74%, 1.67%,670493
42075,2.14%, 48.09%, 50.23%, 1.69%,7a0480
42077,15.15%, 41.27%, 56.41%, 2.32%,69058f
42079,12.43%, 43.26%, 55.68%, 1.06%,6e028d
42081,2.77%, 47.83%, 50.60%, 1.56%,790381
42083,9.49%, 53.37%, 43.88%, 0.75%,88016f
42085,5.92%, 45.88%, 51.79%, 2.33%,740584
42087,16.42%, 41.56%, 57.98%, 0.47%,690193
42089,17.29%, 41.04%, 58.33%, 0.63%,680194
42091,6.78%, 52.52%, 45.74%, 1.73%,850474
42093,20.02%, 39.74%, 59.76%, 0.51%,650198
42095,22.97%, 37.34%, 60.31%, 2.35%,5f0599
42097,18.58%, 40.06%, 58.63%, 1.31%,660395
42099,0.18%, 49.65%, 49.83%, 0.53%,7e017f
42101,23.50%, 36.94%, 60.45%, 0.56%,5e019a
42103,1.94%, 48.60%, 50.54%, 0.86%,7b0280
42105,18.14%, 57.94%, 39.81%, 2.25%,930565
42107,10.73%, 43.95%, 54.68%, 1.37%,70038b
42109,29.67%, 64.55%, 34.88%, 0.57%,a40158
42111,3.53%, 51.50%, 47.97%, 0.54%,83017a
42113,9.71%, 54.08%, 44.37%, 1.56%,890371
42115,19.51%, 58.94%, 39.43%, 1.63%,960464
42117,39.35%, 69.40%, 30.05%, 0.55%,b0014c
42119,30.73%, 64.97%, 34.25%, 0.78%,a50157
42121,30.71%, 64.12%, 33.42%, 2.46%,a30655
42123,5.04%, 50.30%, 45.27%, 1.43%,800373
42125,38.27%, 30.25%, 68.52%, 1.23%,4d03ae
42127,31.18%, 65.00%, 33.82%, 1.18%,a50356
42129,33.50%, 32.23%, 65.73%, 2.04%,5205a7
42131,23.62%, 61.25%, 37.63%, 1.12%,9c025f
42133,20.98%, 38.55%, 59.53%, 1.93%,620497
44001,4.31%, 45.65%, 49.96%, 0.25%,74007f
44003,1.11%, 48.36%, 47.25%, 0.29%,7b0078
44005,0.73%, 48.33%, 49.06%, 0.32%,7b007d
44007,17.95%, 37.17%, 55.12%, 0.48%,5e018c
44009,18.65%, 58.21%, 39.56%, 2.23%,940564
45001,96.43%,-, 98.21%, 1.79%,0004fa
45003,97.90%,-, 98.95%, 1.05%,0002fc
45005,99.52%,-, 99.76%, 0.24%,0000fe
45007,98.72%,-, 99.36%, 0.64%,0001fd
45009,99.35%,-, 99.68%, 0.32%,0000fe
45011,99.81%,-, 99.91%, 0.09%,0000fe
45013,84.19%, 7.90%, 92.10%,-,1400ea
45015,97.71%,-, 98.85%, 1.15%,0002fc
45017,99.76%,-, 99.88%, 0.12%,0000fe
45019,90.11%, 4.95%, 95.05%,-,0c00f2
45021,98.00%,-, 99.00%, 1.00%,0002fc
45023,98.98%,-, 99.49%, 0.51%,0001fd
45025,98.88%,-, 99.44%, 0.56%,0001fd
45027,97.34%,-, 98.67%, 1.33%,0003fb
45029,98.91%,-, 99.46%, 0.54%,0001fd
45031,98.80%,-, 99.40%, 0.60%,0001fd
45033,99.10%,-, 99.55%, 0.45%,0001fd
45035,93.89%, 3.05%, 96.95%,-,0700f7
45037,99.85%,-, 99.92%, 0.08%,0000fe
45039,97.45%,-, 98.72%, 1.28%,0003fb
45041,98.81%,-, 99.41%, 0.59%,0001fd
45043,90.85%, 4.57%, 95.43%,-,0b00f3
45045,97.81%,-, 98.91%, 1.09%,0002fc
45047,98.77%,-, 99.38%, 0.62%,0001fd
45049,98.73%,-, 99.37%, 0.63%,0001fd
45051,100.00%,-, 100.00%,-,0000fe
45053,98.25%,-, 99.12%, 0.88%,0002fc
45055,97.18%,-, 98.59%, 1.41%,0003fb
45057,100.00%,-, 100.00%,-,0000fe
45059,99.16%,-, 99.58%, 0.42%,0001fd
45061,99.05%,-, 99.52%, 0.48%,0001fd
45063,97.05%,-, 98.53%, 1.47%,0003fb
45065,97.59%,-, 98.80%, 1.20%,0003fb
45067,99.18%,-, 99.59%, 0.41%,0001fd
45069,98.59%,-, 99.30%, 0.70%,0001fd
45071,99.31%,-, 99.66%, 0.34%,0000fe
45073,94.98%, 2.51%, 97.49%,-,0600f8
45075,96.07%,-, 98.04%, 1.96%,0004fa
45077,96.33%,-, 98.17%, 1.83%,0004fa
45079,95.58%, 2.21%, 97.79%,-,0500f9
45081,98.50%,-, 99.25%, 0.75%,0001fd
45083,96.83%,-, 98.41%, 1.59%,0004fa
45085,94.53%, 2.74%, 97.26%,-,0600f8
