id,1948,1956,1964,1968,1992
8123,860275,a0005e,680094,921258,62405b
8125,890173,a3005a,7a0083,9f144a,724347
9001,8b096a,b2004c,63009a,84106a,6d2d63
9003,720587,94006a,4400b9,620c8f,513478
9005,930466,b2004c,5700a7,7c0d74,5e435c
9007,830477,a50059,5200ab,730e7c,4d436d
9009,7b067c,a0005e,4e00b0,691381,5d356a
9011,780481,9c0062,4e00b0,710e7e,4a466b
9013,840575,a2005c,4e00af,730d7d,4f4569
9015,760285,980066,4300bb,680a8c,4e4866
10001,81017c,850178,680096,71305c,623861
10003,7c037e,8d0070,5f009f,721d6f,553076
10005,890174,8b0072,70008d,782c5a,633d5d
11001,000000,000000,2400da,2e00d0,170ad7
12001,3c655d,880076,73008b,564e5a,4c337e
12003,182eb8,3300cb,7e0080,1bb62d,81314a
12005,202ab4,5d00a1,9e0060,359f2a,7f3647
12007,29468e,5600a8,750089,26993f,70305c
12009,6a296b,b70047,7e0080,7a483c,6e404f
12011,81205c,b80046,8d0071,8a294a,4e2b84
12013,1225c7,3e00c0,a4005a,1dc120,5f415c
12015,702568,a0005e,760088,80304d,633c5e
12017,472691,81007d,7a0084,625c3f,5d465a
12019,432c8f,880076,8c0072,596f35,932f3b
12021,474e68,980066,8d0071,814735,883342
12023,2a4b89,5c00a2,8e0070,358c3c,6e315e
12027,452b8d,7b0083,860078,447f3a,69395a
12029,163bac,4a00b4,7e0080,1abc27,513f6c
12031,41437a,7f007f,80007e,4e5c53,7e225d
12033,2538a0,5e00a0,8f006f,388a3c,80304d
12035,3c863c,6a0094,6e0090,337556,613468
12037,1f4798,5f009f,81007d,2a9b38,604259
12039,225a81,5e00a0,870077,257d5c,462196
12041,0b1fd4,2000de,6e0090,1ebc23,58455f
12043,443c7d,790085,8c0072,3c8c35,594262
12045,1722c4,3d00c1,8b0073,18b62f,733654
12047,1f35a9,3c00c2,780086,1f924c,5f2f6f
12049,3d1aa6,74008a,8b0073,488f27,723b4f
12051,423289,83007b,8c0072,447d3c,684055
12053,433d7d,780086,7f007f,576641,5c3d63
12055,581f87,990065,860078,6d533e,723358
12057,533674,84007a,690095,585452,6b335e
12059,27488f,4a00b4,ba0044,11de0e,7c3749
12061,761a6d,b3004b,8b0073,823c3f,6f4747
12063,1c558c,4c00b2,9d0061,19b233,742a5f
12065,1d5a86,4f00af,860078,258157,52307b
12067,0b1ad9,2600d8,8a0074,17c225,683d57
12069,6e256a,b60048,9f005f,78562f,703954
12071,644852,9f005f,8e0070,754741,703b52
12073,2f3a95,7d0081,94006a,486451,532d7d
12075,1c548e,5600a8,70008e,2f9d31,584064
12077,0918dd,3600c8,b4004a,16c423,6f3d51
12079,166483,5400aa,91006d,23914a,573373
12081,70315c,af004f,90006e,853c3c,6c3b56
12083,393491,82007c,8a0074,536b40,673c5a
12085,722a62,ae0050,8a0074,813d40,764046
12086,5e1888,8d0071,5b00a3,5e257b,6e1977
12087,1f0bd4,6f008f,5900a5,57495e,57495c
12089,31408c,61009d,870077,328d3e,832d4d
12091,1e3fa0,5300ab,8e0070,439525,874431
12093,2b14be,670097,8f006f,49872d,59485d
12095,772364,b70047,8f006f,804539,753058
12097,711b71,a60058,8f006f,6f5c32,6b3e54
12099,742763,b60048,870077,872f47,582f76
12101,60227c,90006e,7b0083,6c4d45,594063
12103,8e165a,b90045,72008c,832852,5f3d60
12105,552386,8e0070,8c0072,5e6a35,733159
12107,4b4c66,90006e,80007e,447743,583b6a
12109,4a6350,8f006f,a0005e,57693d,802f4e
12111,613c61,a90055,7a0084,6d424e,5b4a59
12113,272fa7,5000ae,9f005f,33ab20,864433
12115,7f2d52,bb0043,9b0063,a22536,6d3758
12117,543773,a60058,850079,714c40,7b354d
12119,1d3aa7,4f00af,6a0094,2d9040,5a3c67
12121,1730b6,3f00bf,8d0071,24a832,663e59
12123,1b36ac,4800b6,9b0063,28a72f,5f445a
12125,1041ad,2f00cf,7c0082,1bb62c,6e3659
12127,642377,a1005d,6a0094,653e5a,61326a
12129,0d39b8,4400ba,a0005e,1ab42f,624358
12131,2b349e,5400aa,9a0064,22b625,6b4949
12133,223d9f,5200ac,a4005a,1bbe25,773352
13001,1633b4,3900c5,9f005f,2fa12d,6a2c67
13003,0f1ad5,1000ee,950069,1d9c45,5a277b
13005,1547a2,2300db,a4005a,35b019,632e6c
13007,0634c4,0a00f4,990064,0e9e51,432496
13009,443189,5200ac,8d0071,53604b,5c247d
13011,100be3,2800d6,4d00b1,2fab23,6b286a
13013,132ac1,2900d5,80007e,438634,6e2965
13015,2414c6,4b00b3,60009e,3f7d42,742564
13017,1d1fc1,3400ca,93006b,328a42,542386
13019,0c1dd4,1000ee,9a0064,25bb1e,5b2c76
13021,37487e,5300ab,960068,536a41,5d1c84
13023,1546a3,1400ea,b80046,35ad1b,652a6e
13025,1a4a9a,2800d6,92006c,1ac023,5b3270
13027,1c4e94,3700c7,b1004d,27a235,69256f
13029,1345a6,3500c9,9f005f,29993c,772f57
13031,1737af,3500c9,a3005b,44803a,722862
13033,12af3c,5a00a4,b60048,495d57,581e87
13035,0d1ad7,2500d9,73008b,317d50,5c2080
13037,1127c5,1600e8,c80036,1f825d,3a1fa4
13039,304c81,750089,83007b,31824b,762463
13043,1f4a95,3c00c2,ae0050,329536,5d326e
13045,2420b9,4200bc,81007d,428a31,79255e
13047,2c24ae,61009d,950069,37af18,832753
13049,1f4798,3600c8,ab0053,2b973b,752563
13051,3f4b73,9f005f,960068,565256,701d6f
13053,009965,4900b5,8f006f,229448,572580
13055,170cdb,4d00b1,4400b9,338f3b,612676
13057,4a1e96,760088,83007b,5b7231,8c2b46
13059,291eb6,5400aa,64009a,633b5f,5b1a87
13061,1b16cc,3500c9,990065,1a7b68,3821a5
13063,1a3ba9,3900c5,a3005b,597e28,692271
13065,182abb,3f00bf,9a0064,2ba32f,6d2769
13067,361dab,5d00a1,8d0071,696431,862552
13069,1329c2,2600d8,9d0061,319735,732664
13071,2731a5,3b00c3,b60048,33ac1e,742960
13073,0ec927,5800a6,a4005a,577630,962740
13075,1329c1,1a00e4,9a0064,25ae2b,5d257a
13077,1514d5,3800c6,7e0080,538129,792c58
13079,165c8b,1f00df,91006d,268b4c,4e2b84
13081,1c449e,3f00bf,a70057,2d9f31,642474
13083,2a19bb,74008a,860077,2eba15,742b5e
13085,860771,750089,670097,518627,6f335b
13087,215687,3800c6,b60048,1ba53e,6b246d
13089,4b268d,5700a7,91006d,803a44,531793
13091,1537b1,2c00d2,93006b,2f9837,5c2779
13093,0814e1,1500e9,870077,249247,4d1a96
13095,2733a3,70008e,b4004a,4c7e34,661a7d
13097,4d4b65,5200ac,91006d,40922b,7f2954
13099,111cd1,1800e6,c0003e,15b633,592879
13101,0d6a87,3300cb,ae0050,15d316,654257
13103,1f9b44,82007c,cb0033,31a428,7a2e56
13105,122ac2,1b00e3,5f009f,2b9a39,621f7d
13107,194c98,3800c6,970067,36893e,691d75
13109,153cad,3c00c2,a90055,379531,6b2969
13111,920468,a4005a,8b0073,963335,732466
13113,0c3bb7,1800e6,980065,42912a,8d2d43
13115,3816af,780086,860077,58762f,71226a
13117,361aad,5c00a2,760087,4f8925,813349
13119,1a1dc6,1400ea,3c00c2,2ba42e,662b6b
13121,4a2192,6b0093,6f008f,5b346e,541792
13123,780680,970067,7f007f,834f2b,732664
13125,06ba3e,4200bc,db0023,30c10c,812d4f
13127,3c3a88,80007e,8f006f,4d6e43,7d215f
13129,2e14bc,5700a7,690095,4c8130,77295d
13131,1c31b1,2700d7,9c0062,18a73e,642f6a
13133,0e2dc2,3600c8,4900b5,2f5876,521e8d
13135,1c20c1,3300cb,80007e,4e812f,8a284a
13137,2d1bb5,4500b9,5100ad,48862f,7f2856
13139,251cbd,5000ae,5800a5,5c673b,7e2758
13141,244891,4a00b4,750089,1a4d97,280fc6
13143,3b21a1,780086,960068,439723,69276d
13145,1e35aa,4b00b3,b1004d,427745,792262
13147,0d0ee3,1500e9,4400b9,1fab34,572e79
13149,1810d5,2600d8,6e0090,2aa232,5c3071
13151,1f1dc1,3e00c0,760088,40734a,842752
13153,1935b0,3000ce,9a0064,4b8131,6d305f
13155,1b31b2,2a00d4,ba0044,26ae2a,572a7b
13157,1018d6,1f00df,4b00b3,2f903f,6e2669
13159,193fa5,3a00c4,8e0070,346a60,611f7d
13161,133fac,2100dd,b60048,32ab20,643168
13163,149950,4600b8,b2004b,3b665c,581d89
13165,19489c,3400ca,9f005f,397e49,562482
13167,0d668b,1900e5,bc0042,21b527,652671
13169,176086,3d00c1,90006e,317e4e,612874
13171,2027b6,4300bb,80007e,348247,622277
13173,2226b6,2500d9,84007a,27a92d,592c78
13175,11519b,3000ce,950069,368444,6f1d70
13177,137675,2000de,ce0030,2b874b,842c4e
13179,1939ac,84007a,650099,2a6271,5b257c
13181,0bd122,2e00d0,b90045,2f9639,632972
13183,0c4ba7,3000ce,2700d7,169552,5d2e71
13185,285d78,5900a5,9b0063,468136,762067
13187,3111bc,690095,6a0094,527d2f,633465
13189,08d71e,62009c,b3004b,536c3e,742168
13191,443e7c,950069,650099,266672,4a278b
13193,1b5191,2700d7,9c0062,317f4e,3f18a6
13195,0a26cd,1100ed,5500a9,28ab2a,7b2958
13197,156485,3300cb,a80055,25a831,58188e
13199,1519d0,2800d6,7a0084,347852,52208b
13201,091fd6,3800c6,da0024,1bd013,5f346b
13205,1238b3,1f00df,ba0044,21a538,542486
13207,1e429e,3e00c0,82007c,3c7051,642772
13209,114f9d,3400ca,9d0061,279f38,622873
13211,141ad0,2400da,780086,347753,662275
13213,4010ad,62009c,4d00b0,547436,732961
13215,3d2e93,7f007f,a0005e,527437,6a157e
13217,180ed7,2400da,6c0092,3f734c,6c256c
13219,19479d,3600c8,880076,478d29,822556
13221,0e36ba,1b00e3,90006e,25aa2f,6d2a66
13223,3a18ab,5e00a0,6e0090,319a33,792c58
13225,235289,3a00c4,8d0071,3b6a58,552286
13227,751574,a60058,80007e,715f2e,672e68
13229,125398,2400da,aa0054,2da928,6c2869
13231,264d8a,2900d5,860078,249842,712666
13233,2114c8,5100ad,6a0094,378740,632674
13235,1434b6,1b00e3,a50059,389530,4f2d81
13237,2028b5,3200cc,890075,376d5a,5f2a74
13239,0d43ad,1400ea,9e0060,1e9c43,4e1f90
13241,2b0ec4,3a00c4,3b00c3,408538,682d67
13243,234497,4100bd,a1005d,2b7b58,4c1b97
13245,1eb030,990065,9c0062,694252,671a7b
13247,1519d0,3600c8,6e0090,417a42,86294e
13249,1d33ae,3500c9,9a0064,269048,642376
13251,1c548d,4700b7,9b0063,387056,632971
13253,1d14cc,1600e8,bf003f,14c425,562f78
13255,1b25bd,3a00c4,760088,477344,752167
13257,3519af,3500c9,4800b6,408b33,792b59
13259,137377,4000be,bb0043,238f4b,670f86
13261,1e6779,4000be,ae0050,358741,641d7c
13263,1c2bb6,2900d5,84007a,357355,3f16a8
13265,081fd6,3500c9,5900a5,295b79,3e12ae
13267,1d4e92,3000ce,a90055,29a62e,6e2a65
13269,165493,2b00d3,8d0071,249941,5f1885
13271,104ca1,1e00e0,80007e,2b953e,502588
13273,1a41a3,2200dc,c4003a,267e61,531c8e
13275,405b63,63009b,a80056,3a8142,752167
13277,222ead,3b00c3,aa0054,3f932c,771e68
13279,185392,3000ce,ac0052,3e9828,7a295a
13281,5d019f,8d0071,770087,853444,732466
13283,09589c,1b00e3,5900a5,3f912d,612279
13285,1a24c0,4300bb,760088,42803b,79255f
13287,2031ac,3300cb,b2004c,27af27,4e1f8c
13289,107e70,2400da,980066,258059,40209d
13291,740782,7e0080,680096,644a50,722467
13293,1619cf,2b00d3,7b0082,398b39,722169
13295,3319b2,7d0081,840079,419b22,7b285a
13297,0e17d8,2000de,8c0072,329338,732763
13299,234b8f,4700b7,7c0082,339338,6f1e6f
13301,0aa450,2e00d0,bb0043,3a6f54,581591
13303,2501d8,3100cd,8d0071,436d4d,5a1f85
13305,1b29b9,4f00af,9f005f,3a982b,722567
13307,405f5f,2500d9,c1003d,19b034,3a1ca7
13309,0b52a1,2100dd,760088,268e4a,5a2084
13311,171dc9,4c00b2,5a00a4,527d2f,782f55
13313,3b22a1,7e0080,61009d,6a573c,892054
13315,1138b4,1e00e0,a90055,24ae2c,55287f
13317,1348a2,2600d8,880076,3e7b44,621d7d
13319,167474,3b00c3,b0004e,338c3e,4d208f
13321,1525c4,1f00df,c80036,23b129,662770
15001,000000,000000,3200cc,5f009c,4d2c80
15003,000000,000000,3700c7,630097,632276
15005,000000,000000,000000,0,000000
15007,000000,000000,2f00cf,5d009e,53178e
