id,1948,1956,1964,1968,1992
15009,000000,000000,3700c7,60009b,4c2d82
16001,8e046b,b2004c,8f006f,a0203d,714149
16003,780481,9b0063,7a0084,962840,635b3c
16005,5b049e,880076,5d00a1,7a186c,5f4057
16007,7b0281,a3005b,6e0090,990e59,7e3d32
16009,600994,80007e,5a00a4,711874,545057
16011,7d037e,a1005d,81007d,991e48,744238
16013,6f048b,950069,780086,892253,47595b
16015,760681,aa0054,7a0084,8d3040,645244
16017,730c7e,860078,670097,741c6e,48555c
16019,720389,a80056,860078,a41b3e,774932
16021,6e137d,8c0072,6d0091,782462,634c49
16023,7c0280,880076,6e0090,811b61,664249
16025,80037b,8e0070,8c0072,8f313e,694c46
16027,860a6d,ab0053,8e0070,a0213c,813c3d
16029,7a0282,a2005c,790085,9e1d42,6a552c
16031,840376,af004f,9a0064,a32634,873b2d
16033,9a0261,ac0052,950069,a91e36,754739
16035,520f9d,6c0092,3c00c2,5e1987,4e4b61
16037,7c047e,990065,80007e,7f3a45,615542
16039,5706a1,82007c,71008d,812a53,724544
16041,870175,b3004b,990065,a81e37,853820
16043,760186,9e0060,7e0080,952b3e,78452e
16045,750880,950069,750089,931f4b,6d4547
16047,860375,9c0062,93006b,8d333d,634846
16049,6c078b,83007b,61009d,782561,66474a
16051,6a0490,990065,91006d,9c2f33,7c4d23
16053,7e037d,a50059,a0005e,9a2e36,704341
16055,691183,8a0074,6c0092,7a196b,5b4f51
16057,7a087b,93006b,650099,831169,533870
16059,880471,a1005d,94006a,923536,664e42
16061,4607b1,63009b,3c00c2,621983,554660
16063,860275,9d0061,9b0063,a02439,62424d
16065,70018d,a3005b,84007a,ac1d34,963f18
16067,7a087b,a2005c,850079,8f333c,71403e
16069,560b9d,760088,4b00b3,651583,51416a
16071,7b0181,a3005b,960068,a80f46,61502f
16073,7f0579,a0005e,82007c,98293d,794738
16075,970561,a60058,850079,9c243e,6d4d3e
16077,840178,960068,73008b,991c49,733b47
16079,62128a,81007d,5b00a3,671681,38497b
16081,760186,a60058,870077,931b50,65503e
16083,8e036d,ad0051,990065,a02637,704147
16085,820a72,b60048,760088,932744,5f504d
16087,7d047c,93006b,770087,93204b,6b4742
17001,7c0181,a0005d,6e0090,8a185b,6d315e
17003,7d027f,83007b,60009e,5d356b,4c1b96
17005,87086f,9a0064,71008d,861b5c,5b2e73
17007,b60047,c60038,93006b,9e144a,68355f
17009,750187,880076,64009a,831365,612f6c
17011,a1015c,b3004a,82007c,980f55,61316b
17013,850178,8e0070,6a0094,7d156b,43308a
17015,a50157,b4004a,850079,a20d4e,6d315e
17017,770185,8c0072,63009b,790f75,552a7e
17019,9b055d,ab0053,750089,881460,5a2d75
17021,71018b,860077,5600a8,6b1879,493183
17023,890372,9a0063,7e0080,8f1c53,652e6a
17025,870571,950068,71008d,8d155b,5e2d71
17027,83017a,a1005d,63009b,89185d,5c356b
17029,80007d,9e0060,6f008f,86195e,5c356b
17031,73018a,90006d,5d00a1,681480,472194
17033,8b0271,a1005d,750089,941555,5f3668
17035,81017c,950069,6c0092,87195c,5b3b67
17037,af014e,c0003d,880076,a10d4d,5e3966
17039,8d016f,a1005d,73008b,8a185b,673262
17041,950167,a90054,780086,971354,653166
17043,bb033f,cb0033,980066,a91241,7a344e
17045,8b0171,a4005a,7d0081,8f1d51,623268
17047,a80451,bb0043,870077,a21843,722d5d
17049,7c027f,9a0063,6c0092,8e105f,6b3958
17051,7d027e,93006b,6a0094,851762,582b79
17053,b2014b,bb0043,92006c,a61146,773055
17055,6f038b,81007d,5b00a3,6d177a,412597
17057,870274,950069,5f009f,770f77,48298c
17059,6c0190,7d0080,5300ab,6d1878,402499
17061,780185,8b0073,64009a,821566,563472
17063,a40059,bd0041,82007c,97184e,633a5f
17065,81017b,93006b,72008c,861d5a,4d2c84
17067,8d026e,a1005d,780086,991253,5e346a
17069,8d0170,91006d,71008d,83106a,4f2985
17071,9b0261,a50058,72008c,881164,522d7e
17073,960167,a60057,770087,8c135e,5e2c73
17075,a40257,b90044,92006c,ad133d,79354d
17077,890272,950069,5d00a1,761572,48298b
17079,7e027d,84007a,6e0090,84205a,5c356a
17081,73008b,8a0074,64009a,791a6a,4f317d
17083,7d0180,8c0071,6f008f,771e71,4a3b77
17085,9d015f,b2004c,7c0082,961057,673362
17087,a40159,a70057,8d0071,9a1b49,642c6c
17089,a40258,b90045,870077,9d124d,6e3658
17091,930169,a90055,6f008f,851860,622e6d
17093,b70146,c70037,9f005f,b31337,763c4b
17095,990163,a80056,750089,89175d,532b7e
17097,a1025a,ab0052,7b0083,90125a,70305c
17099,8c0170,a4005a,670097,800c71,523576
17101,7d057b,9d0060,72008c,8b1b57,5b336f
17103,aa0152,b70047,880076,a00f4f,6e345b
17105,a80154,b90045,8b0073,a70d49,772d59
17107,990064,a90054,770087,9a1351,752b5c
17109,a60256,b60048,860078,a70c4a,61326a
17111,bb0142,c70036,8d0071,a81043,773f47
17113,950168,ac0052,7e0080,970f56,6e2c63
17115,750187,8b0073,5600a8,6b1a77,552a7d
17117,740486,7f007f,5a00a4,6f1975,463681
17119,60019d,73008b,5000ae,632574,473382
17121,750386,8e0070,5c00a2,75186f,4d2e82
17123,980065,ad0051,780086,940b5d,612d6e
17125,7f017e,970067,5d00a1,7e126d,512983
17127,9f045b,a4005a,790085,8d244c,632078
17129,940168,a1005d,7b0083,981253,722f5b
17131,9f015e,a70056,7c0082,8f125d,592d77
17133,9f005f,a3005b,750089,8d224e,613963
17135,81037a,8f006f,60009e,751672,4b327f
17137,8c0071,9d0061,70008e,8b1162,663363
17139,7d037d,93006b,660098,801765,513478
17141,b50148,c70037,990065,af0f3f,723852
17143,860177,9f005e,690095,7f136a,602677
17145,7f017d,91006d,64009a,7d1a67,472c8a
17147,990263,a80056,71008d,8f1658,5c376a
17149,720289,850079,62009c,81116b,5e2e71
17151,a60156,a90055,8a0074,921952,642970
17153,860176,90006d,5600a8,5f2c72,531b8e
17155,990262,a60058,73008b,891064,4a3979
17157,7f017e,8d0071,62009c,801a63,4b2f83
17159,9a0360,ad0051,7a0084,951a4e,603567
17161,770284,83007a,5c00a2,6e127d,522484
17163,5b01a1,6d0091,4600b8,572680,4b2988
17165,7e017f,890075,670097,7f116e,462c8b
17167,870175,980066,6e0090,7f1767,682c69
17169,7e047b,940069,7d0081,991351,603469
17171,82007b,9b0063,73008b,8d1759,673560
17173,7a0381,91006d,60009e,7d1967,523674
17175,ae004f,bd0041,8a0074,9f104e,692f65
17177,940268,b0004e,750089,970d5a,6a375c
17179,770186,970067,5f009f,78186d,632a70
17181,750187,7d0081,5f009f,761a6d,542683
17183,870373,970066,70008e,7d215f,4d3679
17185,7e057b,9d0060,6f008f,8c1859,653563
17187,a80154,b60048,870077,991550,642b6e
17189,9e015f,a60058,82007c,a11646,653464
17191,8b0171,9c0062,790085,971452,6d305f
17193,7a0282,8f006f,660098,891362,58297c
17195,b30249,bc0042,81007d,9d0c54,5f2b73
17197,830279,a4005a,6f008f,7d245b,613663
17199,82017b,8f006e,62009c,801568,532a7f
17201,830278,9f005f,72008c,851167,5f306d
17203,9e015e,b80046,82007c,9d1150,7d2a55
18001,7f047a,a80253,62009a,821169,79394a
18003,890272,b1004d,7d0080,8a155e,733653
18005,7c037e,980165,740088,8e1956,7a364c
18007,93016a,aa0053,7e0080,971254,773e48
18009,6d078a,8b0271,5f009d,771471,673a5c
18011,8d026e,9c0061,850078,96194e,8b383a
18013,69078d,82017b,640099,7d2758,6a4151
18015,890273,a1005c,72008c,8f1b54,71404c
18017,770284,9e015f,670095,831763,743d4a
18019,620299,82007b,4e00af,612f6d,5c2779
18021,79067f,8e006f,72008a,812359,753552
18023,840277,9a0163,750088,891163,803448
18025,770581,840277,6a0092,7f235b,612973
18027,890272,a0005e,7c0081,901a53,87294d
18029,770186,8f006e,690094,7c2260,723753
18031,91026b,a50058,740089,8d125d,803844
18033,8b056d,aa0153,72008a,91115a,713c4e
18035,770681,890173,680095,792064,663462
18037,640199,91006c,4500b9,6e127e,6c325d
18039,900668,b0014d,780083,931455,882e47
18041,790184,8f006e,670096,771f66,68365e
18043,6f028d,8c0171,5400a8,682372,662671
18045,8b0171,a0005d,73008a,872155,664155
18047,8c0170,a0005d,6b0092,851d5b,773a4c
18049,950762,ac0151,7f007e,9a164d,773a4c
18051,780481,8d0170,5a00a2,7a176c,592e77
18053,800777,a40158,730089,851d5a,7a3151
18055,7a047f,8b0072,670096,7b1a67,653065
18057,9e045c,af014d,9c0061,ac1a37,9f2f2e
18059,7a0480,980164,7d0081,8f244a,883a3a
18061,770582,8c0270,60009c,732861,642e6b
18063,970166,a70057,8f006e,98273e,8d3936
18065,89056f,9c0160,72008b,861b5c,6f3856
18067,710587,940168,6a0092,802459,713f4c
18069,840574,a30159,70008c,8a1360,902f3d
18071,720289,92006b,6b0092,842058,723159
18073,a60255,b90045,860077,9a1e44,7b344e
18075,7d067b,960265,640098,821566,68395c
18077,890372,990064,690093,7d1a65,5f316a
18079,850276,9a0163,71008c,822358,6c3a55
18081,7d017f,9e005f,81007c,922447,8a383b
18083,6f038c,980065,5f009e,771d68,623663
18085,a00757,b60246,890073,a31545,923436
18087,a20655,b30149,7d007f,9c114f,7a3b47
18089,620894,840079,5900a4,5d2977,49278c
18091,850276,a0005d,6b0092,7e1c62,59396a
18093,940169,a3005b,7b0082,8a1f53,753454
18095,6d038d,8a0073,6a0093,7b1c66,653860
18097,81037a,9e0060,7b0083,851a5e,6f2d60
18099,910568,a70156,7a0082,901a53,7b364b
18101,70028c,8d0070,63009b,751c6c,76295e
18103,820478,9e015e,71008b,88185d,753e48
18105,8b086b,a0005d,750087,811665,612873
18107,940267,a60157,7d0080,98164f,853d3b
18109,8c046d,a1005c,890073,8d313f,844038
18111,ae024e,bd0040,840079,9d1848,6d3c53
18113,920369,a90153,6c0091,821863,6d3d52
18115,760187,870076,63009a,751b6e,663562
18117,91026a,9f005f,7a0083,8b1b57,76295d
18119,820576,950168,73008a,832357,6b3c55
18121,870373,960067,770086,852058,6a3c57
18123,72008b,8c0072,5400a9,750f79,502a83
18125,7e057b,92026a,5e009e,731b6e,563176
18127,9e045b,b90045,850077,872f45,653a5d
18129,71038a,970066,5d00a0,7e1e61,623467
18131,810974,9e035d,7b0082,8b1c56,743454
18133,81017b,970067,740089,832852,714349
18135,930a60,a50256,7b0080,911c4f,6a3f53
18137,880175,9d0060,6e008f,841d5c,753851
18139,920368,a40158,7f007d,97174f,7b3e45
18141,6f038b,83017a,5f009d,701c71,5f2d70
18143,6d038d,81017c,5100ac,6c1f71,552384
18145,740585,930169,71008c,862255,7f3747
18147,830179,990064,72008b,82116a,642672
18149,800479,980165,6a0094,7a2161,5a366b
18151,ab044e,b60047,80007d,9f134b,6c4050
18153,680590,7c0181,5700a6,6e1d73,543375
18155,6e018e,7d0180,61009c,70216c,5b2f73
18157,9a0262,b3004b,7b0083,970c5a,743157
18159,810379,970165,760087,8b1c56,7e3a44
18161,a1025b,a1005c,81007c,8e224d,77394d
18163,730388,93016a,5e009f,7d1966,642970
18165,720784,81007c,5c00a1,6a2271,4c3a76
18167,6a0390,80007d,670096,711d6f,5f316d
18169,9c075a,b50147,790083,9b0f53,77394c
18171,a1025b,ac0151,7c0082,911c50,664057
18173,7c0280,91006c,5f009e,791f64,642f6a
18175,780284,8d0070,6b0093,7b245d,662e67
18177,930466,9d0160,7f007e,882154,712f5c
18179,780284,940267,650096,871660,7a3d45
18181,8e016f,ab0052,7a0083,921754,73404a
18183,840376,a1015c,740089,871a5b,6e434b
19001,840376,960068,670097,9b0d56,683164
19003,880373,8e016f,670097,981550,544265
19005,930268,a80055,82007c,9f0e50,643a5a
19007,6f0689,8c0072,5d00a1,7e136c,5d2e70
19009,6b068c,8a0074,61009d,920b60,5a3a68
19011,720b80,8f0a64,5700a7,840f68,543b6d
19013,700489,93006a,63009b,830d6c,582a7a
19015,680c8a,880076,4f00ad,780c77,562b7b
19017,830378,ab0053,6e008f,a70c4a,613267
19019,80027b,9b0063,5c00a2,850d6b,57386e
19021,760582,9c0062,6a0094,9d0a55,6a355c
19023,840475,b50049,81007d,b40940,722f5b
19025,7a067e,920962,5a00a4,920d5d,682d67
19027,670294,870076,3b00c3,6c0b85,5c3a66
19029,980264,ae0050,82007c,ab0c46,723a50
19031,8f036b,a50059,660098,960e61,5b3c66
19033,710489,91006d,5f009f,850d6b,562f77
19035,760385,980066,6b0092,960b5c,66375f
19037,730288,8f006f,5d00a1,840a6f,513c6f
19039,7f047a,8e006f,5d00a0,831269,543572
19041,6f0a85,9f035c,620098,900c5e,5b3b65
19043,81027a,980066,680096,930f5a,544067
19045,860374,a2005c,5d00a1,840c6d,592d77
19047,6f0887,8c0072,5f009f,8d115d,593f63
19049,710885,8e006f,5500a8,7d0e72,5f2d70
19051,6d028f,84007a,5200ab,781571,542d7b
19053,6f038b,81007c,5000ad,7d0e72,543277
19055,9a0261,ae004f,6c0092,970d59,5f405c
19057,740486,8e0070,4b00b3,6b1081,4c2888
19059,7b077c,960067,680095,8f0b5e,623c5f
19061,630298,92016b,4c00b2,670c88,533079
19063,760484,a2005c,6d0091,960a5e,583371
19065,880372,9c0061,71008c,970d59,5b3a67
19067,8b046e,9e0060,680095,950c5c,4f3579
19069,731279,a4005a,670096,a10a4f,673263
19071,7f027d,950068,6d0090,8e1758,5f415c
19073,7c0b77,970363,5b00a3,8e0b62,5c2d73
19075,8e0669,b70047,780086,b50a3e,822c4e
19077,7d047d,960068,5900a4,940e5b,5b3868
19079,7a067d,970066,5f009e,920961,642c6c
19081,760682,9a0064,5e00a0,970a5b,6a335f
19083,830873,a2005c,680095,940b5a,652b6b
19085,7a0182,940069,680095,90145a,663e57
19087,960463,ae0050,6e008f,991054,652c68
19089,6e038d,860077,60009d,890b69,4f3e6e
19091,750386,92006b,650098,980a5b,713556
19093,7a0480,9a0064,670097,9e0b54,673f57
19095,850a6e,9f045a,650099,940d5c,613e5d
19097,820576,9f045b,5f009f,870e67,493979
19099,710785,90006e,5700a7,840c6d,612a72
19101,8c056d,a0005e,650098,970d58,4d254e
19103,6f0886,8f006f,5000ad,6f0785,452a8d
19105,830377,9f005f,5c00a2,880e69,584264
19107,7e047b,8f006f,5900a4,870c6a,5a386a
19109,670394,8b0073,5a00a4,87076f,613567
19111,730388,940069,5600a8,7d0e72,472b8b
19113,7b077c,9a0064,5900a4,7a0c76,56386e
19115,8b036f,a0005d,680095,8f125c,59366e
19117,7b057d,94006a,5d00a0,870f67,5e2e71
19119,860374,b4004a,880076,b9063e,912f3b
19121,850375,970067,63009b,8d0e62,643068
19123,770d7a,9e045b,5e009f,910a5f,7b255c
19125,650693,8f006f,5400aa,850d6a,722368
19127,850a6f,9f0559,63009a,8f0c61,5e2b73
19129,91016b,a50058,7e0080,9f1d42,6f434a
19131,7d0977,9c0062,63009a,9a085b,5c3967
19133,6e028e,850078,5b00a3,871363,574065
19135,660494,870076,5400a9,741079,59297b
19137,960265,a70056,770086,a3104a,723f4b
19139,830378,980065,680096,910c5d,5c366b
19141,800777,ab0053,80007e,b00a43,823447
19143,720289,9f005f,6a0094,9c0a58,7c3946
19145,990461,b40049,840079,ad123e,803a44
19147,640595,82007c,5400aa,7f0975,543870
19149,870275,ab0053,760088,9e0e52,7e314d
19151,650693,860077,5700a7,860b6b,5f3368
19153,69078d,890075,5400a8,731575,612477
19155,830278,93006a,71008c,8f1855,6b375a
19157,760583,950068,5f009f,8c0b66,5b2f72
19159,8e026d,9a0064,680096,91125a,553077
19161,790580,980065,660098,9f0a54,68385c
19163,7e047c,970066,61009d,771372,622773
19165,790480,90026b,680094,950c5b,6d3e51
19167,910469,c70037,a70057,cc062c,b81e26
19169,8a0d66,ac0052,650098,8f0865,592c78
19171,790382,8c0071,5e00a0,880d67,5a356d
19173,91026b,960067,6f008f,981452,564166
19175,8e026e,9e0060,650098,91105c,5c356b
19177,920368,a2005c,650099,970f57,613764
19179,690391,7c0082,4800b6,6a1280,4c2789
19181,810874,960067,5a00a3,801469,602a72
19183,90026b,a70056,6a0093,9d0b56,65385f
19185,72028a,90006e,64009a,8e0f60,5c2d74
19187,67098e,860077,5500a8,7c0d72,5e2c73
19189,7b087a,9b0063,62009b,970a5c,643761
19191,790481,960067,660097,99095c,584064
19193,6c028f,8e0070,64009a,810d6f,6b2a67
19195,670790,850079,5f009e,890c68,4f3b73
19197,7c047e,950068,5c00a2,910864,672c6a
20001,9c025f,b50048,730089,981551,5d455b
20003,90026b,af004e,72008a,901a53,545851
20005,82017a,a3005b,61009c,751c6c,554464
20007,810379,ae0050,7b0081,9a154e,6c4f43
20009,880274,a80055,640099,8b155d,605548
20011,830378,9f015e,72008a,911b51,663e59
20013,ad024f,c4003a,91006b,b01538,6a4d47
20015,80027b,9a0063,680094,811b61,624f4b
20017,960364,bd0040,80007d,9f1747,5c5a47
20019,970463,b40049,8d0070,a72333,684a49
20021,790580,940069,640099,791e69,5d366a
20023,88096d,af004e,8f006e,b41634,7d453b
20025,8c046d,b2014b,770086,942148,834238
20027,a80650,cc0230,9e005e,b71332,7a4f34
20029,8f0867,ae014e,71008b,8f115d,634950
20031,9c035f,b80045,8d0070,a01a43,6c553c
20033,9d015f,b80144,740088,9f0e4f,7e4040
20035,840673,a3015a,7a0082,8a1e56,574f57
20037,750880,8c0072,60009d,731a71,543871
20039,830476,ae004f,81007b,a71442,724446
20041,980362,bf003f,870075,a41346,6a4e45
20043,a2015a,b70046,82007b,a11c40,654d4b
20045,a30654,b70047,72008a,891b5a,4e3a75
20047,940862,b2004b,630099,8b145d,654d4b
20049,a2025a,b2004b,8e006f,a41a3e,6d4946
20051,670295,970067,4d00b0,771473,514f5d
20053,860275,a50058,650098,921457,5e504f
20055,7f0778,aa0053,5f009d,841365,7b463c
20057,780581,aa0153,650097,861b5c,6a5240
20059,940664,b60047,730088,96194e,5f524c
20061,7e037c,a70156,640097,811b61,624556
20063,920666,b80144,6c008f,96184f,764f38
20065,970364,b1014c,7e007e,9a1c46,645049
20067,880472,b1004c,680092,911c50,834634
20069,880372,aa0153,5b00a1,8c165a,795033
20071,880571,c40139,72008a,981a4a,933337
20073,920269,b2004b,90006c,a81540,5d4d53
20075,81017c,9a0162,7a0082,8f204e,843247
20077,970561,b2014b,830079,a31446,67563f
20079,930664,b3014a,790081,9d124e,6a3e55
20081,8b056d,b30149,670094,8a1e56,8e402e
20083,9a0360,b60047,6b0091,96194d,814735
20085,9c0260,b60047,890073,9a1c46,5a584b
20087,960365,b3014a,870075,902846,545653
20089,a10d50,c0033a,880073,a81341,744d3c
20091,9a0261,b60048,8a0073,9f134b,6f404d
20093,8a056f,aa0053,6d008e,931356,8c3839
20095,8e046c,b0004d,750087,99154f,665343
20097,980f57,c2023a,870074,b40e3a,8e402f
20099,7f037c,970166,6d008f,821d5e,544069
20101,920764,b70046,6d008f,9a174c,844534
20103,7b0181,9c0061,6c0091,7b2260,555058
20105,a70354,c2013b,81007c,ad153a,684d47
20107,9a0261,b60047,860077,a01d3f,575353
20109,a20755,b90144,7f007d,a2203b,874234
20111,7f047a,ab0152,730089,921259,585253
20113,920c5f,bc0141,740086,a50e4a,704547
20115,a50454,c1013b,8b0070,b30c3e,7e3e41
20117,9c0160,b0004d,80007c,961c4c,584d58
20119,990a5b,bd023f,840078,a8153f,854532
20121,7d027e,970067,61009b,7c235e,515558
20123,9e035c,b80145,80007c,a0124b,6f4c41
20125,8b0271,a40059,7b0081,8e244c,6d3957
20127,8f036b,ae014e,81007b,99184d,57574e
20129,860375,a50158,630099,822c50,8b353c
20131,8d0170,ab0053,6b0092,891c58,645147
20133,90026b,a80055,6a0093,861a5d,5e455a
20135,940763,b40148,640098,941554,6f4d40
20137,9b0a59,b60147,990062,b40d3b,7a4340
20139,8d046c,ab0152,7d007f,8f234b,58574e
20141,a00757,bb0141,7f007c,a6183f,62504c
20143,960761,af014e,7c0080,9f1747,744445
20145,850475,a2015b,5b00a1,8a1460,604e4f
20147,a9094c,c0013c,890073,ae1739,76473f
20149,9f015d,bf013e,83007a,a21844,635842
20151,80047a,a40158,7b0080,931852,5e514e
20153,8c036e,b2004b,91006c,a81140,864433
20155,840475,a90154,5d009e,80126b,664453
20157,9a0460,af014e,830079,a80e46,76483e
20159,940465,b3004a,630099,8f115d,684a4b
20161,ad054c,c3003a,860075,9e0e51,623f5c
20163,90036b,b40149,81007c,a01548,67573f
20165,8f046a,a50059,60009c,921556,5b5053
20167,90026c,b70047,7c0080,aa0f43,5b584a
20169,870374,b0004d,650097,8d115f,5c4c55
20171,900667,bf003e,850077,a8173d,8f3e30
20173,7e047c,9b0062,6f008c,841a5f,674055
20175,840575,b40148,870075,9e1c42,824437
20177,860473,a90054,730089,841d5c,5a4063
20179,860276,ab0052,6f008d,941553,735536
20181,7f0877,a50157,7b0080,921d4d,7e403f
20183,9d065a,ba0143,850077,ac123f,6e4846
20185,830575,ae014f,6a0092,8e135c,625447
20187,90046a,b30249,780083,971550,8e3639
20189,89056f,af004e,7d007e,942643,904528
20191,8d046d,a0015d,740088,8a1b58,59554e
20193,7d047c,9e015f,740088,981253,78493c
20195,840377,b0004d,72008a,951b4c,604c51
20197,aa0351,c3003b,940068,a32139,5e5f40
20199,940466,b90144,81007c,9c253c,a23427
20201,a80452,be013e,8f006d,ae123d,77483d
20203,8f0668,b3004a,70008d,991a4a,8d3e31
20205,970363,ba0044,850076,a11e3d,694b49
20207,9f035b,b40148,860076,9f1846,5a5250
20209,5d039d,790084,5000a9,552a7e,35388f
21001,8e056b,9f005f,83007a,97273f,941851
21003,8e0c64,9d0060,870076,9d3031,811c60
21005,4d07aa,780086,4d00b1,712e5e,6b3062
21007,2306d5,3600c8,2600d6,295878,482095
21009,5a0d97,71008d,4f00ae,6d3759,6b226f
21011,5903a1,740089,4700b6,61326a,4c2a87
21013,6c048e,990064,5f009e,791d66,631a7e
21015,5207a5,83007a,660097,723f4c,853246
21017,4b0ca7,6d028f,3a00c3,562f77,632f6a
21019,6b048f,92006c,60009e,73206a,59267e
21021,58099c,7f007f,4800b6,663364,6e246b
21023,630596,880075,4d00b1,683363,652b6d
21025,3901c4,6c0091,1f00df,4a13a1,3e18a7
21027,760780,90006d,5d00a1,782e59,6a2271
21029,4706b1,770087,4300ba,4f5856,682c69
21031,ab084b,ba0043,9b0063,a9282c,901f4d
21033,641288,850178,60009d,6b4748,581e87
21035,1e08d8,4500b9,2d00d1,4e3f71,5d257b
21037,760781,a2015a,6e0090,7b2a58,7f2b52
21039,2004da,3900c4,2600d7,325477,541e8a
21041,2f0bc3,5601a6,2800d4,46298e,472690
21043,860177,9e0060,660096,7e245b,621d7d
21045,ae034d,b80045,a40059,b41f2a,9f1a43
21047,51218b,6e008f,4e00b0,4c5b56,791b69
21049,4c0aa7,73008a,5200ab,654059,662b6c
21051,a8074e,d2002c,81007c,bf0d31,a21645
21053,bd073a,d0002d,b1004b,bf142a,a21347
21055,8c056d,9f015d,870076,8c353c,692174
21057,b00648,b60146,90006c,ac1d34,9b164c
21059,59069f,9f025c,5900a3,663264,672372
21061,a40555,b70047,9a0062,a62531,8a185b
21063,2901d4,5200ac,2300db,3c20a1,2c1bb5
21065,7f0678,9a0064,7c0082,88294d,7c255c
21067,6a1380,9c0160,6c0092,7e2a55,6f2566
21069,6c048d,840079,61009c,872056,652870
21071,4102ba,6f008f,2a00d3,4516a2,3017b6
21073,370abd,61029a,2f00ce,4e337b,5c2877
21075,2319c2,4601b6,5100ad,486550,551890
21077,3202ca,4e00b0,2c00d1,4a377c,4c3080
21079,820576,8e016e,760087,8f2b40,7d255b
21081,4d02af,6b0192,4c00b1,644454,643663
21083,2307d4,4400ba,3100cc,434f6a,582084
21085,8f036c,b0004e,80007e,9b1c45,871d57
21087,8e056a,a0005d,7d0080,952b3d,8a195a
21089,6c038f,84007a,5f009e,6f206f,58267f
21091,740387,8f006f,5800a5,712d5e,592679
21093,580c99,880174,5400a8,6a3859,78275c
21095,5005a8,8e006f,4c00b2,59287c,521d8e
21097,3f08b6,5f009e,3300cb,562c7c,583273
21099,770681,80007d,5e009f,822e4d,68197c
21101,3d0fb1,770581,4000bd,533278,512a82
21103,4005b8,5800a6,3000cd,512d7f,50238a
21105,1f12cd,3f00be,3800c5,3b6d53,591e86
21107,421f9d,71018b,4b00b3,514e5e,572581
21109,db0121,e1011c,bc0041,d61315,bf132b
21111,780b7a,950168,5a00a3,6d2867,5f207d
21113,591491,830774,6e008b,734742,852a4d
21115,9e015e,b50049,7f007e,9d0d53,6d216e
21117,59089d,930169,660097,6f315e,822c4e
21119,2300db,4c00b1,1700e7,3916ae,2b13bf
21121,960463,b60048,750088,931f4b,821962
21123,630a91,8e006f,4d00b0,793251,6f1e71
21125,a40257,bc0042,93006a,ac2230,911f4d
21127,760384,890074,63009a,741c6d,691c79
21129,860573,a60058,740089,941f4a,821c5e
21131,bc043d,de001f,850079,b51039,941752
21133,6c0190,93006a,5300ab,6b1e74,4c1e93
21135,a40158,ac0052,840079,a51c3c,812259
21137,730982,8a0073,5e009f,783451,70206c
21139,4903b1,680096,4600b7,534962,4f228d
21141,390db8,5900a5,4300bb,633762,6a1e75
21143,420fac,630199,4a00b3,4c515e,4d1b95
21145,370abd,5400a9,3700c6,454473,641c7d
21147,c1013b,d1002c,9a0062,ac1e31,93194f
21149,5508a1,7c0181,4f00ae,5b475b,532089
21151,710983,81017b,61009c,723653,702766
21153,74008a,84007a,5700a5,790e79,581391
21155,4505b3,7f007e,3300cb,542c7e,542089
21157,3102cb,5000ae,3700c6,4e466a,572383
21159,ab044f,cd0030,780082,ae0c44,7a186a
21161,660593,840179,5900a5,672b6b,662670
21163,4706b0,73008b,4100bd,543574,5b2c75
21165,4605b3,660098,3900c3,622f6b,421e9b
21167,5b0999,870076,5300aa,6d3758,6a2b64
21169,7c037f,8a0073,64009a,832753,701b71
21171,ad044d,bf003f,a70057,c11b20,a51542
21173,4312a9,73008a,5500a9,77374f,562b7b
21175,3701c5,5e009f,2300d8,56198f,471c99
21177,6c078a,860077,5600a8,643960,451f99
21179,5006a7,8e0070,3a00c3,57287e,622376
21181,4a07ac,5e029d,4200ba,593370,512e7a
21183,870770,a3005a,780085,8a3142,612873
21185,5a0f94,8a0073,5200ac,693b59,7e2b53
21187,2303d8,3900c4,1e00e0,433882,4f2b82
21189,ca0133,da0023,aa0053,c01529,9c1649
21191,660692,8a0073,5700a6,743653,623b5f
21193,640496,960067,5200ac,6a1a79,561b8b
21195,680393,80007e,5400a9,641584,4a169d
21197,69058f,7f007f,60009d,6c3a57,5b2c75
21199,a50554,ba0044,8d0070,a32337,962047
21201,5503a6,6f008f,5700a7,682e68,582d76
21203,b40248,bc0041,a1005c,aa2330,ab173b
21205,690392,81007c,5a00a3,731e6c,562a7c
21207,a80253,b3004b,960067,a32633,a21744
21209,430bb0,660296,4900b4,593f64,683164
21211,470da9,670096,3700c6,60316c,6f236b
21213,340ebc,5500a8,3b00c2,545158,631e7b
21215,4405b4,6b0092,4400b9,6a4152,69256f
21217,720884,9c0061,730089,81423a,7b1d64
21219,3412b8,5200ab,5300aa,516d3d,662570
21221,3c0cb6,5700a6,3e00bf,4d535d,5f1e80
21223,1807df,3701c5,2200dc,423487,4c2888
21225,2a06ce,60128c,3c00c1,3c4f73,472393
21227,551593,870076,5f009f,743f4b,7d1e62
21229,730387,8b0072,5b00a3,761d6a,711d6d
21231,890470,9b0161,760087,9b184a,851562
21233,3d09b8,5e0c94,3e00c0,4b456d,3f2698
21235,a30655,bd0040,7e007f,982c39,7d2060
21237,4b00b2,62009c,3700c6,572086,421c9f
21239,541495,810379,4900b4,6c325d,742c5c
22001,1d865a,650494,690095,2f913d,5d207f
