id,margin,dewey,roosevelt,other,hex_color
13209,71.79%, 14.03%, 85.82%, 0.15%,2300da
13211,91.32%, 4.18%, 95.50%, 0.33%,0a00f3
13213,34.41%, 32.80%, 67.20%,-,5300ab
13215,65.72%, 17.14%, 82.86%,-,2b00d3
13217,88.53%, 5.73%, 94.27%,-,0e00f0
13219,49.02%, 25.49%, 74.51%,-,4000be
13221,68.40%, 15.80%, 84.20%,-,2800d6
13223,27.19%, 36.33%, 63.53%, 0.14%,5c00a2
13225,59.13%, 20.43%, 79.57%,-,3400ca
13227,0.95%, 50.48%, 49.52%,-,80007e
13229,73.26%, 13.37%, 86.63%,-,2200dc
13231,69.60%, 15.20%, 84.80%,-,2600d8
13233,70.71%, 14.65%, 85.35%,-,2500d9
13235,83.00%, 8.50%, 91.50%,-,1500e9
13237,80.90%, 9.55%, 90.45%,-,1800e6
13239,91.37%, 4.31%, 95.69%,-,0a00f4
13241,74.16%, 12.92%, 87.08%,-,2000de
13243,83.24%, 8.38%, 91.62%,-,1500e9
13245,71.45%, 14.28%, 85.72%,-,2400da
13247,81.57%, 9.21%, 90.79%,-,1700e7
13249,79.78%, 10.11%, 89.89%,-,1900e5
13251,63.92%, 18.04%, 81.96%,-,2e00d0
13253,85.68%, 7.16%, 92.84%,-,1200ec
13255,85.61%, 7.18%, 92.79%, 0.03%,1200ec
13257,69.05%, 15.47%, 84.53%,-,2700d7
13259,76.89%, 11.56%, 88.44%,-,1d00e1
13261,77.75%, 11.12%, 88.88%,-,1c00e2
13263,89.74%, 5.13%, 94.87%,-,0d00f1
13265,96.96%,-, 98.48%, 1.52%,0003fb
13267,42.19%, 28.91%, 71.09%,-,4900b5
13269,48.37%, 25.82%, 74.18%,-,4100bd
13271,74.43%, 12.78%, 87.22%,-,2000de
13273,94.19%, 2.90%, 97.10%,-,0700f7
13275,51.63%, 24.16%, 75.79%, 0.04%,3d00c1
13277,60.91%, 19.55%, 80.45%,-,3100cd
13279,77.01%, 11.49%, 88.51%,-,1d00e1
13281,25.57%, 37.22%, 62.78%,-,5e00a0
13283,92.66%, 3.67%, 96.33%,-,0900f5
13285,80.87%, 9.57%, 90.43%,-,1800e6
13287,40.90%, 29.51%, 70.41%, 0.09%,4b00b3
13289,45.77%, 27.11%, 72.89%,-,4500b9
13291,25.78%, 37.11%, 62.89%,-,5e00a0
13293,81.34%, 9.33%, 90.67%,-,1700e7
13295,56.49%, 21.74%, 78.23%, 0.03%,3700c7
13297,84.49%, 7.75%, 92.25%,-,1300eb
13299,66.75%, 16.59%, 83.34%, 0.07%,2a00d4
13301,49.25%, 25.21%, 74.46%, 0.33%,4000bd
13303,51.42%, 24.29%, 75.71%,-,3d00c1
13305,59.02%, 20.49%, 79.51%,-,3400ca
13307,62.75%, 18.62%, 81.38%,-,2f00cf
13309,54.79%, 22.60%, 77.40%,-,3900c5
13311,62.72%, 18.53%, 81.24%, 0.23%,2f00cf
13313,46.51%, 26.74%, 73.26%,-,4400ba
13315,73.76%, 13.12%, 86.88%,-,2100dd
13317,71.22%, 14.39%, 85.61%,-,2400da
13319,47.58%, 26.21%, 73.79%,-,4200bc
13321,66.82%, 16.59%, 83.41%,-,2a00d4
15001,0%,-,-,-,000000
15003,0%,-,-,-,000000
15005,0%,-,-,-,000000
15007,0%,-,-,-,000000
15009,0%,-,-,-,000000
16001,11.36%, 55.54%, 44.18%, 0.28%,8d0070
16003,5.79%, 47.07%, 52.86%, 0.07%,780086
16005,28.26%, 35.84%, 64.09%, 0.07%,5b00a3
16007,3.56%, 48.19%, 51.75%, 0.06%,7a0083
16009,10.33%, 44.38%, 54.71%, 0.91%,71028b
16011,3.08%, 48.41%, 51.49%, 0.11%,7b0083
16013,8.51%, 45.62%, 54.12%, 0.26%,74008a
16015,9.70%, 45.00%, 54.70%, 0.29%,72008b
16017,3.17%, 48.23%, 51.39%, 0.38%,7a0083
16019,9.86%, 44.98%, 54.84%, 0.18%,72008b
16021,0.51%, 49.26%, 48.75%, 1.99%,7d057c
16023,1.77%, 50.77%, 49.00%, 0.24%,81007c
16025,2.59%, 48.71%, 51.29%,-,7c0082
16027,11.39%, 54.98%, 43.59%, 1.44%,8c036f
16029,5.52%, 47.24%, 52.76%,-,780086
16031,4.86%, 52.35%, 47.49%, 0.16%,850079
16033,27.45%, 63.53%, 36.07%, 0.40%,a2015b
16035,33.47%, 32.94%, 66.41%, 0.65%,5301a9
16037,4.07%, 47.96%, 52.04%,-,7a0084
16039,22.38%, 38.62%, 61.00%, 0.37%,62009b
16041,0.54%, 49.68%, 50.22%, 0.10%,7e0080
16043,9.33%, 45.34%, 54.66%,-,73008b
16045,15.41%, 41.75%, 57.15%, 1.10%,6a0291
16047,10.50%, 55.14%, 44.64%, 0.22%,8c0071
16049,2.31%, 48.66%, 50.97%, 0.37%,7c0081
16051,20.19%, 39.78%, 59.97%, 0.25%,650098
16053,10.67%, 55.34%, 44.66%,-,8d0071
16055,13.74%, 42.93%, 56.66%, 0.41%,6d0190
16057,0.17%, 49.78%, 49.61%, 0.61%,7e017e
16059,2.94%, 51.37%, 48.43%, 0.20%,82007b
16061,34.95%, 32.52%, 67.48%,-,5200ac
16063,8.72%, 54.30%, 45.58%, 0.12%,8a0074
16065,11.57%, 44.16%, 55.73%, 0.12%,70008e
16067,4.26%, 52.02%, 47.75%, 0.23%,840079
16069,26.52%, 36.52%, 63.05%, 0.43%,5d01a0
16071,13.50%, 43.23%, 56.73%, 0.05%,6e0090
16073,8.74%, 54.04%, 45.30%, 0.66%,890173
16075,28.39%, 63.96%, 35.57%, 0.46%,a3015a
16077,5.54%, 52.77%, 47.23%,-,860078
16079,25.14%, 37.36%, 62.51%, 0.13%,5f009f
16081,7.46%, 46.27%, 53.73%,-,750089
16083,12.88%, 56.29%, 43.41%, 0.30%,8f006e
16085,1.26%, 50.52%, 49.26%, 0.22%,80007d
16087,3.97%, 51.95%, 47.98%, 0.08%,84007a
17001,6.22%, 52.87%, 46.65%, 0.48%,860176
17003,0.26%, 49.73%, 49.47%, 0.81%,7e027e
17005,19.38%, 58.24%, 38.86%, 0.27%,940063
17007,46.59%, 73.18%, 26.59%, 0.23%,ba0043
17009,3.08%, 48.18%, 51.26%, 0.55%,7a0182
17011,25.63%, 62.68%, 37.05%, 0.27%,9f005e
17013,21.14%, 60.35%, 39.22%, 0.43%,990164
17015,36.35%, 68.08%, 31.72%, 0.20%,ad0050
17017,3.53%, 48.00%, 51.54%, 0.46%,7a0183
17019,15.45%, 57.46%, 42.00%, 0.54%,92016b
17021,1.98%, 48.79%, 50.77%, 0.44%,7c0181
17023,19.39%, 59.41%, 40.02%, 0.57%,970166
17025,11.75%, 55.29%, 43.54%, 1.17%,8c026f
17027,26.13%, 62.82%, 36.69%, 0.49%,a0015d
17029,2.91%, 51.31%, 48.40%, 0.29%,82007b
17031,15.90%, 41.91%, 57.81%, 0.28%,6a0093
17033,14.83%, 57.04%, 42.22%, 0.74%,91016b
17035,6.05%, 52.88%, 46.83%, 0.29%,860077
17037,33.79%, 66.76%, 32.97%, 0.27%,aa0054
17039,11.63%, 55.40%, 43.77%, 0.83%,8d026f
17041,16.94%, 58.29%, 41.36%, 0.35%,940069
17043,38.14%, 68.93%, 30.79%, 0.29%,af004e
17045,15.80%, 57.68%, 41.88%, 0.45%,93016a
17047,42.80%, 70.96%, 28.16%, 0.87%,b40247
17049,8.44%, 53.77%, 45.33%, 0.90%,890273
17051,7.55%, 53.27%, 45.72%, 1.01%,870274
17053,40.07%, 69.91%, 29.85%, 0.24%,b2004c
17055,1.23%, 49.01%, 50.24%, 0.75%,7c0180
17057,10.73%, 54.96%, 44.22%, 0.82%,8c0270
17059,2.37%, 48.27%, 50.64%, 1.09%,7b0281
17061,0.08%, 49.70%, 49.78%, 0.52%,7e017e
17063,28.01%, 63.89%, 35.88%, 0.22%,a2005b
17065,10.20%, 54.68%, 44.48%, 0.84%,8b0271
17067,19.69%, 59.59%, 39.90%, 0.51%,970165
17069,19.40%, 59.25%, 39.85%, 0.90%,970265
17071,26.91%, 63.34%, 36.43%, 0.24%,a1005c
17073,19.37%, 59.48%, 40.11%, 0.40%,970166
17075,33.37%, 66.39%, 33.03%, 0.58%,a90154
17077,19.46%, 59.57%, 40.11%, 0.32%,970066
17079,4.70%, 52.13%, 47.43%, 0.44%,840178
17081,3.50%, 47.83%, 51.33%, 0.84%,790282
17083,9.81%, 54.67%, 44.87%, 0.46%,8b0172
17085,32.33%, 65.99%, 33.66%, 0.35%,a80055
17087,36.75%, 68.24%, 31.49%, 0.27%,ae0050
17089,24.63%, 62.16%, 37.54%, 0.30%,9e005f
17091,14.67%, 57.16%, 42.50%, 0.34%,91006c
17093,41.20%, 70.55%, 29.35%, 0.11%,b3004a
17095,22.53%, 61.02%, 38.49%, 0.48%,9b0162
17097,16.67%, 58.19%, 41.52%, 0.30%,940069
17099,12.90%, 54.32%, 41.42%, 1.50%,8a0369
17101,12.77%, 55.79%, 43.02%, 1.19%,8e036d
17103,35.89%, 67.88%, 31.98%, 0.14%,ad0051
17105,33.15%, 66.44%, 33.29%, 0.28%,a90054
17107,24.02%, 61.90%, 37.88%, 0.23%,9d0060
17109,33.28%, 66.30%, 33.03%, 0.67%,a90154
17111,47.42%, 73.55%, 26.14%, 0.31%,bb0042
17113,15.96%, 57.70%, 41.75%, 0.55%,93016a
17115,7.52%, 46.06%, 53.58%, 0.36%,750088
17117,1.60%, 48.86%, 50.46%, 0.68%,7c0180
17119,17.01%, 41.23%, 58.24%, 0.52%,690194
17121,3.42%, 47.90%, 51.32%, 0.78%,7a0182
17123,23.51%, 61.68%, 38.17%, 0.15%,9d0061
17125,9.32%, 54.52%, 45.19%, 0.29%,8b0073
17127,36.40%, 67.53%, 31.13%, 1.35%,ac034f
17129,22.84%, 61.17%, 38.33%, 0.51%,9b0161
17131,26.62%, 63.12%, 36.50%, 0.38%,a0005d
17133,32.15%, 66.00%, 33.85%, 0.15%,a80056
17135,6.65%, 52.74%, 46.08%, 1.18%,860375
17137,12.29%, 56.01%, 43.72%, 0.26%,8e006f
17139,5.38%, 52.31%, 46.93%, 0.76%,850177
17141,45.74%, 72.59%, 26.86%, 0.55%,b90144
17143,1.98%, 50.81%, 48.83%, 0.36%,81007c
17145,14.24%, 56.97%, 42.73%, 0.30%,91006c
17147,19.29%, 59.38%, 40.09%, 0.53%,970166
17149,1.73%, 48.85%, 50.58%, 0.57%,7c0180
17151,47.25%, 72.99%, 25.74%, 1.27%,ba0341
17153,16.74%, 58.02%, 41.28%, 0.70%,930169
17155,27.38%, 63.48%, 36.10%, 0.42%,a1015c
17157,9.59%, 54.65%, 45.06%, 0.28%,8b0072
17159,22.88%, 60.91%, 38.04%, 1.05%,9b0261
17161,11.28%, 44.19%, 55.48%, 0.33%,70008d
17163,17.96%, 40.82%, 58.78%, 0.40%,680195
17165,10.47%, 54.92%, 44.45%, 0.63%,8c0171
17167,6.73%, 53.24%, 46.50%, 0.26%,870076
17169,4.55%, 51.82%, 47.27%, 0.91%,840278
17171,7.91%, 53.84%, 45.93%, 0.22%,890075
17173,2.30%, 50.65%, 48.35%, 1.00%,81027b
17175,36.99%, 68.42%, 31.43%, 0.16%,ae0050
17177,21.15%, 60.28%, 39.13%, 0.60%,990163
17179,6.96%, 46.34%, 53.30%, 0.36%,760087
17181,2.97%, 48.25%, 51.21%, 0.54%,7b0182
17183,6.10%, 52.70%, 46.60%, 0.69%,860176
17185,7.12%, 52.95%, 45.83%, 1.23%,870374
17187,28.59%, 64.12%, 35.53%, 0.35%,a3005a
17189,33.04%, 66.31%, 33.26%, 0.43%,a90154
17191,17.04%, 58.21%, 41.17%, 0.62%,940168
17193,3.15%, 51.12%, 47.97%, 0.91%,82027a
17195,43.28%, 71.21%, 27.93%, 0.86%,b50247
17197,5.17%, 52.32%, 47.14%, 0.54%,850178
17199,11.56%, 55.55%, 43.99%, 0.45%,8d0170
17201,5.10%, 52.31%, 47.22%, 0.47%,850178
17203,27.82%, 63.73%, 35.90%, 0.37%,a2005b
18001,19.21%, 58.83%, 39.62%, 1.55%,960365
18003,15.76%, 57.64%, 41.87%, 0.49%,92016a
18005,3.65%, 50.99%, 47.34%, 1.67%,820478
18007,27.24%, 63.38%, 36.15%, 0.47%,a1015c
18009,1.99%, 47.82%, 49.81%, 0.16%,79007f
18011,12.56%, 56.00%, 43.43%, 0.57%,8e016e
18013,6.92%, 45.66%, 52.59%, 1.75%,740486
18015,15.21%, 57.28%, 42.07%, 0.65%,92016b
18017,6.34%, 52.89%, 46.55%, 0.56%,860176
18019,14.85%, 42.39%, 57.24%, 0.36%,6c0091
18021,7.70%, 53.28%, 45.57%, 1.15%,870274
18023,11.68%, 55.37%, 43.69%, 0.94%,8d026f
18025,3.11%, 50.50%, 47.39%, 0.10%,800078
18027,14.83%, 57.14%, 42.32%, 0.54%,91016b
18029,3.09%, 51.32%, 48.24%, 0.44%,82017b
18031,22.30%, 60.86%, 38.55%, 0.59%,9b0162
18033,21.55%, 60.38%, 38.83%, 0.79%,990263
18035,3.94%, 47.41%, 51.35%, 1.24%,780382
18037,4.11%, 47.78%, 51.89%, 0.33%,790084
18039,22.42%, 60.39%, 37.98%, 1.63%,990460
18041,2.78%, 51.23%, 48.45%, 0.33%,82007b
18043,11.17%, 44.10%, 55.27%, 0.63%,70018c
18045,15.95%, 57.74%, 41.79%, 0.48%,93016a
18047,19.95%, 59.82%, 39.87%, 0.32%,980065
18049,23.49%, 61.28%, 37.80%, 0.92%,9c0260
18051,2.79%, 50.85%, 48.06%, 1.08%,81027a
18053,13.25%, 55.07%, 41.82%, 0.17%,8c006a
18055,9.74%, 54.44%, 44.70%, 0.86%,8a0271
18057,33.41%, 66.06%, 32.65%, 1.29%,a80353
18059,4.90%, 51.71%, 46.81%, 1.48%,830377
18061,1.27%, 50.05%, 48.77%, 1.18%,7f037c
18063,21.52%, 60.45%, 38.93%, 0.63%,9a0163
18065,11.85%, 54.85%, 43.00%, 0.07%,8b006d
18067,1.25%, 49.49%, 48.24%, 0.19%,7e007b
18069,16.75%, 57.15%, 40.41%, 0.26%,910067
18071,2.73%, 50.87%, 48.14%, 0.99%,81027a
18073,33.53%, 66.63%, 33.10%, 0.27%,a90054
18075,8.95%, 53.38%, 44.42%, 0.04%,880071
18077,13.41%, 56.17%, 42.76%, 1.07%,8f026d
18079,17.78%, 58.58%, 40.79%, 0.63%,950168
18081,6.58%, 53.06%, 46.48%, 0.45%,870176
18083,1.34%, 48.98%, 50.32%, 0.70%,7c0180
18085,32.04%, 65.11%, 33.08%, 1.81%,a60454
18087,38.51%, 68.71%, 30.21%, 1.08%,af024d
18089,21.72%, 38.84%, 60.56%, 0.59%,63019a
18091,8.66%, 54.12%, 45.46%, 0.42%,8a0173
18093,27.24%, 63.38%, 36.14%, 0.48%,a1015c
18095,6.70%, 46.10%, 52.80%, 1.11%,750286
18097,4.48%, 52.01%, 47.53%, 0.46%,840179
18099,21.63%, 59.88%, 38.25%, 1.87%,980461
18101,0.96%, 49.37%, 50.33%, 0.30%,7d0080
18103,12.37%, 55.54%, 43.17%, 1.29%,8d036e
18105,13.54%, 55.77%, 42.23%, 2.00%,8e056b
18107,19.28%, 59.43%, 40.15%, 0.43%,970166
18109,18.93%, 59.09%, 40.16%, 0.74%,960166
18111,36.27%, 67.91%, 31.63%, 0.46%,ad0150
18113,26.43%, 62.89%, 36.46%, 0.65%,a0015c
18115,3.80%, 51.56%, 47.76%, 0.69%,830179
18117,20.76%, 60.06%, 39.29%, 0.65%,990164
18119,11.98%, 55.53%, 43.55%, 0.92%,8d026f
18121,18.76%, 59.03%, 40.27%, 0.70%,960166
18123,1.12%, 50.44%, 49.32%, 0.23%,80007d
18125,9.56%, 54.11%, 44.55%, 1.34%,890371
18127,21.44%, 60.52%, 39.08%, 0.40%,9a0163
18129,2.22%, 50.75%, 48.53%, 0.72%,81017b
18131,11.96%, 55.03%, 43.07%, 1.91%,8c046d
18133,5.14%, 52.38%, 47.23%, 0.39%,850078
18135,25.20%, 61.18%, 35.98%, 0.13%,9c005b
18137,18.93%, 59.12%, 40.18%, 0.70%,960166
18139,19.98%, 59.60%, 39.62%, 0.78%,970165
18141,8.30%, 45.53%, 53.83%, 0.65%,740189
18143,4.79%, 47.07%, 51.86%, 1.07%,780284
18145,0.13%, 49.63%, 49.50%, 0.87%,7e027e
18147,15.42%, 57.40%, 41.99%, 0.61%,92016b
18149,12.21%, 55.71%, 43.51%, 0.78%,8e016e
18151,43.85%, 71.61%, 27.76%, 0.63%,b60146
18153,4.56%, 47.23%, 51.79%, 0.98%,780284
18155,4.03%, 47.32%, 51.35%, 1.34%,780382
18157,21.59%, 60.61%, 39.02%, 0.36%,9a0063
18159,11.08%, 54.77%, 43.70%, 1.53%,8b036f
18161,26.63%, 63.05%, 36.42%, 0.54%,a0015c
18163,5.74%, 46.87%, 52.61%, 0.52%,770186
18165,0.86%, 50.17%, 49.30%, 0.53%,7f017d
18167,6.83%, 46.50%, 53.33%, 0.18%,760087
18169,27.52%, 62.30%, 34.77%, 0.29%,9e0058
18171,29.66%, 64.73%, 35.07%, 0.20%,a50059
18173,10.83%, 55.01%, 44.17%, 0.82%,8c0270
18175,1.16%, 50.32%, 49.16%, 0.52%,80017d
18177,10.20%, 54.51%, 44.31%, 1.18%,8b0370
18179,2.48%, 50.03%, 47.56%, 0.10%,7f0079
18181,16.98%, 58.25%, 41.27%, 0.47%,940169
18183,12.61%, 55.88%, 43.27%, 0.85%,8e026e
19001,19.69%, 59.69%, 40.00%, 0.31%,980066
19003,15.23%, 57.56%, 42.33%, 0.11%,92006b
19005,26.79%, 63.27%, 36.49%, 0.24%,a1005d
19007,0.87%, 49.18%, 50.05%, 0.77%,7d017f
19009,13.73%, 43.07%, 56.80%, 0.13%,6d0090
19011,2.67%, 48.43%, 51.10%, 0.46%,7b0182
19013,2.79%, 48.37%, 51.16%, 0.47%,7b0182
19015,10.85%, 44.24%, 55.09%, 0.66%,70018c
19017,27.44%, 63.61%, 36.17%, 0.22%,a2005c
19019,9.54%, 54.69%, 45.15%, 0.16%,8b0073
19021,3.42%, 48.06%, 51.47%, 0.47%,7a0183
19023,30.43%, 65.03%, 34.60%, 0.37%,a50058
19025,2.43%, 48.59%, 51.02%, 0.39%,7b0082
19027,0.35%, 50.04%, 49.68%, 0.28%,7f007e
19029,31.33%, 65.53%, 34.20%, 0.27%,a70057
19031,28.23%, 63.95%, 35.72%, 0.33%,a3005b
19033,4.45%, 47.60%, 52.05%, 0.34%,790084
19035,7.57%, 53.58%, 46.01%, 0.42%,880175
19037,3.56%, 51.59%, 48.03%, 0.38%,83007a
19039,14.33%, 56.78%, 42.45%, 0.76%,90016c
19041,8.69%, 45.43%, 54.12%, 0.45%,73018a
19043,15.70%, 57.61%, 41.91%, 0.48%,92016a
19045,17.86%, 58.77%, 40.91%, 0.32%,950068
19047,13.64%, 56.49%, 42.86%, 0.65%,90016d
19049,0.89%, 49.83%, 48.93%, 1.24%,7f037c
19051,3.16%, 48.12%, 51.28%, 0.60%,7a0182
19053,6.09%, 46.81%, 52.90%, 0.29%,770086
19055,34.70%, 67.22%, 32.52%, 0.26%,ab0052
19057,11.32%, 55.24%, 43.91%, 0.85%,8c026f
19059,7.35%, 46.10%, 53.45%, 0.45%,750188
19061,1.43%, 49.11%, 50.54%, 0.35%,7d0080
19063,1.72%, 50.47%, 48.75%, 0.78%,80017c
19065,13.41%, 56.50%, 43.09%, 0.41%,90016d
19067,20.64%, 60.11%, 39.47%, 0.42%,990164
19069,4.93%, 51.96%, 47.03%, 1.01%,840277
19071,6.23%, 52.97%, 46.74%, 0.29%,870077
19073,10.22%, 54.88%, 44.66%, 0.46%,8b0171
19075,24.58%, 62.14%, 37.56%, 0.31%,9e005f
19077,16.38%, 57.93%, 41.55%, 0.52%,930169
19079,5.68%, 46.91%, 52.59%, 0.50%,770186
19081,4.31%, 51.87%, 47.56%, 0.57%,840179
19083,11.92%, 55.63%, 43.71%, 0.66%,8d016f
19085,9.22%, 54.35%, 45.13%, 0.53%,8a0173
19087,30.85%, 65.12%, 34.27%, 0.61%,a60157
19089,2.80%, 48.43%, 51.23%, 0.34%,7b0082
19091,4.23%, 47.73%, 51.97%, 0.30%,790084
19093,15.15%, 57.38%, 42.23%, 0.39%,92006b
19095,11.44%, 53.94%, 42.49%, 0.18%,89006c
19097,10.20%, 55.05%, 44.85%, 0.10%,8c0072
19099,4.19%, 47.58%, 51.77%, 0.65%,790184
19101,19.19%, 59.03%, 39.84%, 1.13%,960265
19103,13.68%, 42.93%, 56.62%, 0.45%,6d0190
19105,11.08%, 55.44%, 44.36%, 0.20%,8d0071
19107,8.65%, 53.96%, 45.32%, 0.72%,890173
19109,5.46%, 47.14%, 52.60%, 0.26%,780086
19111,6.51%, 53.03%, 46.53%, 0.44%,870176
19113,0.40%, 50.03%, 49.63%, 0.34%,7f007e
19115,18.19%, 58.67%, 40.48%, 0.85%,950267
19117,10.73%, 54.94%, 44.21%, 0.84%,8c0270
19119,21.72%, 60.79%, 39.07%, 0.14%,9b0063
19121,18.80%, 59.20%, 40.39%, 0.41%,960166
19123,4.68%, 50.86%, 46.19%, 0.31%,810075
19125,13.15%, 42.99%, 56.14%, 0.87%,6d028f
19127,13.13%, 55.67%, 42.55%, 1.78%,8d046c
19129,21.80%, 60.65%, 38.85%, 0.50%,9a0163
19131,11.58%, 55.54%, 43.97%, 0.49%,8d0170
19133,2.42%, 48.64%, 51.06%, 0.30%,7c0082
19135,10.68%, 44.27%, 54.95%, 0.78%,70018c
19137,23.49%, 61.40%, 37.92%, 0.68%,9c0160
19139,19.25%, 59.38%, 40.13%, 0.48%,970166
19141,12.43%, 56.01%, 43.58%, 0.42%,8e016f
19143,10.82%, 55.29%, 44.47%, 0.24%,8c0071
19145,31.02%, 65.07%, 34.05%, 0.88%,a50256
19147,14.60%, 42.43%, 57.03%, 0.54%,6c0191
19149,34.32%, 67.04%, 32.72%, 0.23%,aa0053
19151,15.76%, 41.94%, 57.70%, 0.35%,6a0093
19153,11.36%, 44.07%, 55.43%, 0.50%,70018d
19155,8.73%, 54.25%, 45.52%, 0.23%,8a0074
19157,0.57%, 49.47%, 50.04%, 0.48%,7e017f
19159,19.31%, 59.35%, 40.05%, 0.60%,970166
19161,7.78%, 53.63%, 45.85%, 0.53%,880174
19163,2.55%, 48.58%, 51.14%, 0.28%,7b0082
19165,12.91%, 55.86%, 42.95%, 1.18%,8e036d
19167,32.02%, 65.92%, 33.89%, 0.19%,a80056
19169,4.41%, 51.84%, 47.43%, 0.73%,840178
19171,0.35%, 49.67%, 50.02%, 0.30%,7e007f
19173,23.03%, 61.35%, 38.32%, 0.32%,9c0061
19175,22.89%, 61.29%, 38.40%, 0.31%,9c0061
19177,21.44%, 60.43%, 38.99%, 0.59%,9a0163
19179,13.03%, 43.19%, 56.22%, 0.59%,6e018f
19181,12.39%, 55.83%, 43.44%, 0.73%,8e016e
19183,21.51%, 60.57%, 39.06%, 0.37%,9a0063
19185,1.19%, 50.31%, 49.12%, 0.57%,80017d
19187,15.44%, 42.11%, 57.55%, 0.34%,6b0092
19189,2.81%, 51.24%, 48.43%, 0.33%,82007b
19191,7.69%, 53.76%, 46.06%, 0.18%,890075
19193,4.87%, 47.43%, 52.30%, 0.27%,780085
19195,11.49%, 44.15%, 55.64%, 0.21%,70008d
19197,3.86%, 47.86%, 51.72%, 0.43%,7a0183
20001,37.74%, 68.56%, 30.82%, 0.63%,ae014e
20003,29.92%, 64.89%, 34.97%, 0.15%,a50059
20005,17.41%, 58.58%, 41.17%, 0.25%,950068
20007,17.40%, 58.28%, 40.88%, 0.84%,940268
20009,19.11%, 59.36%, 40.25%, 0.40%,970166
20011,13.82%, 56.68%, 42.86%, 0.46%,90016d
20013,46.17%, 72.98%, 26.80%, 0.22%,ba0044
20015,7.42%, 53.50%, 46.08%, 0.42%,880175
20017,20.34%, 59.99%, 39.65%, 0.36%,980065
20019,35.05%, 67.38%, 32.33%, 0.29%,ab0052
20021,9.91%, 54.65%, 44.73%, 0.62%,8b0172
20023,36.91%, 67.99%, 31.08%, 0.93%,ad024f
20025,12.25%, 55.69%, 43.43%, 0.88%,8e026e
20027,48.91%, 74.01%, 25.10%, 0.88%,bc0240
20029,28.89%, 63.67%, 34.78%, 1.56%,a20358
20031,35.01%, 67.28%, 32.27%, 0.45%,ab0152
20033,23.81%, 61.47%, 37.65%, 0.88%,9c0260
20035,12.41%, 55.91%, 43.50%, 0.60%,8e016e
20037,4.66%, 52.09%, 47.43%, 0.48%,840178
20039,20.42%, 59.92%, 39.50%, 0.58%,980164
20041,32.15%, 65.92%, 33.77%, 0.31%,a80056
20043,43.84%, 71.92%, 28.08%,-,b70047
20045,35.59%, 67.47%, 31.88%, 0.65%,ac0151
20047,30.93%, 65.09%, 34.17%, 0.74%,a50157
20049,40.94%, 70.33%, 29.39%, 0.28%,b3004a
20051,20.54%, 60.13%, 39.59%, 0.29%,990064
20053,15.40%, 57.62%, 42.22%, 0.15%,92006b
20055,17.20%, 58.20%, 41.01%, 0.79%,940268
20057,15.54%, 57.23%, 41.69%, 1.07%,91026a
20059,30.02%, 64.68%, 34.66%, 0.66%,a40158
20061,14.60%, 56.97%, 42.37%, 0.66%,91016c
20063,45.13%, 72.02%, 26.89%, 1.09%,b70244
20065,33.72%, 66.52%, 32.80%, 0.68%,a90153
20067,33.29%, 66.35%, 33.06%, 0.59%,a90154
20069,15.21%, 57.01%, 41.80%, 1.19%,91036a
20071,27.17%, 63.00%, 35.83%, 1.17%,a0025b
20073,28.64%, 63.99%, 35.35%, 0.66%,a3015a
20075,25.41%, 62.35%, 36.94%, 0.71%,9e015e
20077,28.56%, 63.76%, 35.21%, 1.03%,a20259
20079,23.43%, 61.35%, 37.92%, 0.74%,9c0160
20081,20.51%, 59.91%, 39.40%, 0.69%,980164
20083,33.22%, 66.31%, 33.09%, 0.61%,a90154
20085,39.91%, 69.72%, 29.81%, 0.48%,b1014c
20087,37.84%, 68.73%, 30.89%, 0.37%,af004e
20089,50.17%, 74.20%, 24.04%, 1.76%,bd043d
20091,34.77%, 67.24%, 32.47%, 0.29%,ab0052
20093,25.20%, 62.45%, 37.24%, 0.31%,9f005e
20095,28.14%, 63.74%, 35.60%, 0.65%,a2015a
20097,40.52%, 69.60%, 29.08%, 1.32%,b1034a
20099,16.11%, 57.87%, 41.76%, 0.37%,93006a
20101,32.82%, 65.90%, 33.08%, 1.02%,a80254
20103,17.57%, 58.55%, 40.98%, 0.47%,950168
20105,44.77%, 72.03%, 27.25%, 0.72%,b70145
20107,37.51%, 68.54%, 31.03%, 0.43%,ae014f
20109,46.18%, 72.92%, 26.75%, 0.33%,b90044
20111,6.72%, 52.88%, 46.15%, 0.97%,860275
20113,26.88%, 62.31%, 35.44%, 2.25%,9e055a
20115,45.85%, 72.64%, 26.79%, 0.57%,b90144
20117,39.42%, 69.59%, 30.17%, 0.24%,b1004c
20119,38.00%, 68.23%, 30.23%, 1.53%,ad034d
20121,14.68%, 57.28%, 42.60%, 0.12%,92006c
20123,34.16%, 66.67%, 32.51%, 0.82%,aa0252
20125,24.81%, 62.29%, 37.48%, 0.23%,9e005f
20127,24.68%, 62.11%, 37.44%, 0.45%,9e015f
20129,25.33%, 62.51%, 37.18%, 0.30%,9f005e
20131,33.06%, 66.44%, 33.39%, 0.17%,a90055
20133,25.20%, 62.45%, 37.25%, 0.30%,9f005e
20135,32.60%, 65.45%, 32.86%, 1.69%,a60453
20137,42.45%, 70.87%, 28.42%, 0.71%,b40148
20139,29.72%, 64.40%, 34.69%, 0.91%,a40258
20141,44.24%, 71.52%, 27.27%, 1.21%,b60345
