id,margin,dewey,roosevelt,other,hex_color
20143,27.29%, 63.11%, 35.82%, 1.07%,a0025b
20145,8.67%, 54.05%, 45.38%, 0.58%,890173
20147,46.58%, 72.74%, 26.16%, 1.10%,b90242
20149,40.33%, 70.01%, 29.68%, 0.31%,b2004b
20151,6.44%, 52.85%, 46.41%, 0.74%,860176
20153,24.15%, 61.72%, 37.57%, 0.71%,9d015f
20155,18.14%, 58.71%, 40.57%, 0.72%,950167
20157,33.44%, 66.53%, 33.09%, 0.38%,a90054
20159,23.07%, 61.12%, 38.05%, 0.84%,9b0261
20161,41.67%, 70.43%, 28.76%, 0.80%,b30249
20163,33.67%, 66.53%, 32.85%, 0.62%,a90153
20165,34.02%, 66.80%, 32.77%, 0.43%,aa0153
20167,35.58%, 67.56%, 31.98%, 0.46%,ac0151
20169,19.45%, 59.51%, 40.06%, 0.43%,970166
20171,22.81%, 60.93%, 38.12%, 0.94%,9b0261
20173,6.04%, 52.78%, 46.73%, 0.49%,860177
20175,8.41%, 53.92%, 45.51%, 0.58%,890174
20177,18.53%, 59.03%, 40.49%, 0.48%,960167
20179,34.08%, 66.87%, 32.79%, 0.35%,aa0053
20181,21.93%, 60.07%, 38.14%, 1.79%,990461
20183,40.59%, 69.93%, 29.34%, 0.72%,b2014a
20185,13.20%, 56.25%, 43.05%, 0.70%,8f016d
20187,24.50%, 61.71%, 37.21%, 1.09%,9d025e
20189,29.42%, 64.63%, 35.20%, 0.17%,a40059
20191,20.35%, 59.87%, 39.52%, 0.60%,980164
20193,19.36%, 59.14%, 39.78%, 1.09%,960265
20195,24.47%, 61.98%, 37.51%, 0.51%,9e015f
20197,52.59%, 75.95%, 23.35%, 0.70%,c1013b
20199,42.08%, 70.80%, 28.71%, 0.49%,b40149
20201,54.85%, 77.11%, 22.26%, 0.63%,c40138
20203,29.29%, 64.32%, 35.04%, 0.64%,a40159
20205,37.71%, 68.57%, 30.86%, 0.56%,ae014e
20207,39.45%, 69.56%, 30.11%, 0.33%,b1004c
20209,10.17%, 44.74%, 54.91%, 0.36%,72008c
21001,17.15%, 58.39%, 41.23%, 0.38%,940069
21003,28.20%, 63.86%, 35.65%, 0.49%,a2015a
21005,20.65%, 39.37%, 60.02%, 0.61%,640199
21007,63.25%, 18.25%, 81.50%, 0.26%,2e00cf
21009,15.28%, 42.36%, 57.64%,-,6c0092
21011,15.98%, 41.90%, 57.88%, 0.21%,6a0093
21013,2.17%, 50.90%, 48.72%, 0.38%,81007c
21015,25.35%, 37.16%, 62.51%, 0.33%,5e009f
21017,32.24%, 33.72%, 65.97%, 0.31%,5500a8
21019,8.39%, 45.66%, 54.06%, 0.28%,740089
21021,22.64%, 38.38%, 61.02%, 0.59%,61019b
21023,12.64%, 43.40%, 56.04%, 0.56%,6e018e
21025,40.45%, 29.40%, 69.85%, 0.74%,4a01b2
21027,6.48%, 52.94%, 46.46%, 0.60%,860176
21029,40.86%, 29.44%, 70.30%, 0.27%,4b00b3
21031,48.76%, 74.30%, 25.54%, 0.16%,bd0041
21033,4.30%, 47.74%, 52.04%, 0.21%,790084
21035,62.51%, 18.60%, 81.12%, 0.28%,2f00ce
21037,2.58%, 51.17%, 48.59%, 0.24%,82007b
21039,60.44%, 19.67%, 80.10%, 0.23%,3200cc
21041,55.63%, 22.02%, 77.65%, 0.32%,3800c6
21043,20.17%, 60.01%, 39.84%, 0.15%,990065
21045,43.43%, 71.53%, 28.10%, 0.37%,b60047
21047,16.24%, 41.72%, 57.96%, 0.32%,6a0093
21049,30.18%, 34.67%, 64.85%, 0.49%,5801a5
21051,56.82%, 78.38%, 21.57%, 0.05%,c70037
21053,64.49%, 82.20%, 17.71%, 0.09%,d1002d
21055,26.91%, 63.16%, 36.25%, 0.59%,a1015c
21057,56.84%, 78.27%, 21.43%, 0.30%,c70036
21059,13.99%, 42.74%, 56.73%, 0.54%,6c0190
21061,40.98%, 70.36%, 29.38%, 0.26%,b3004a
21063,54.00%, 23.00%, 77.00%,-,3a00c4
21065,10.91%, 55.19%, 44.28%, 0.53%,8c0170
21067,11.02%, 44.14%, 55.15%, 0.71%,70018c
21069,1.02%, 50.38%, 49.36%, 0.26%,80007d
21071,41.48%, 29.26%, 70.74%,-,4a00b4
21073,50.97%, 24.27%, 75.24%, 0.50%,3d01bf
21075,63.71%, 17.97%, 81.68%, 0.36%,2d00d0
21077,44.70%, 27.33%, 72.03%, 0.64%,4501b7
21079,7.28%, 53.46%, 46.18%, 0.37%,880075
21081,19.57%, 40.05%, 59.62%, 0.32%,660098
21083,57.48%, 21.22%, 78.70%, 0.09%,3600c8
21085,19.61%, 59.64%, 40.03%, 0.33%,980066
21087,13.51%, 56.39%, 42.88%, 0.73%,8f016d
21089,1.37%, 49.30%, 50.66%, 0.04%,7d0081
21091,9.41%, 54.40%, 45.00%, 0.60%,8a0172
21093,22.00%, 38.81%, 60.82%, 0.37%,62009b
21095,15.79%, 42.02%, 57.81%, 0.17%,6b0093
21097,43.14%, 28.24%, 71.38%, 0.39%,4800b6
21099,2.01%, 48.91%, 50.93%, 0.16%,7c0081
21101,37.28%, 31.22%, 68.49%, 0.29%,4f00ae
21103,40.51%, 29.57%, 70.08%, 0.36%,4b00b2
21105,54.46%, 22.60%, 77.06%, 0.35%,3900c4
21107,31.83%, 33.96%, 65.80%, 0.24%,5600a7
21109,83.16%, 91.56%, 8.39%, 0.05%,e90015
21111,13.65%, 43.01%, 56.66%, 0.34%,6d0090
21113,14.97%, 42.14%, 57.11%, 0.75%,6b0191
21115,35.21%, 67.53%, 32.32%, 0.15%,ac0052
21117,16.11%, 41.85%, 57.96%, 0.19%,6a0093
21119,65.61%, 17.19%, 82.81%,-,2b00d3
21121,36.90%, 68.40%, 31.51%, 0.09%,ae0050
21123,14.14%, 42.57%, 56.72%, 0.71%,6c0190
21125,41.16%, 70.54%, 29.39%, 0.07%,b3004a
21127,5.98%, 52.87%, 46.89%, 0.23%,860077
21129,15.53%, 57.57%, 42.04%, 0.39%,92006b
21131,68.60%, 84.30%, 15.70%,-,d60028
21133,6.27%, 46.77%, 53.04%, 0.18%,770087
21135,39.03%, 69.43%, 30.40%, 0.17%,b1004d
21137,4.96%, 47.16%, 52.13%, 0.71%,780184
21139,16.74%, 41.56%, 58.30%, 0.14%,690094
21141,39.50%, 30.13%, 69.63%, 0.25%,4c00b1
21143,30.61%, 34.53%, 65.13%, 0.34%,5800a6
21145,44.02%, 27.71%, 71.73%, 0.56%,4601b6
21147,59.03%, 79.49%, 20.46%, 0.05%,ca0034
21149,11.76%, 43.83%, 55.59%, 0.58%,6f018d
21151,2.66%, 48.36%, 51.02%, 0.62%,7b0182
21153,2.50%, 51.25%, 48.75%,-,82007c
21155,28.18%, 35.64%, 63.83%, 0.53%,5a01a2
21157,38.16%, 30.79%, 68.95%, 0.26%,4e00af
21159,56.69%, 78.33%, 21.64%, 0.04%,c70037
21161,7.80%, 45.83%, 53.62%, 0.55%,740188
21163,27.36%, 36.11%, 63.47%, 0.42%,5c01a1
21165,26.37%, 36.72%, 63.09%, 0.19%,5d00a0
21167,20.35%, 39.62%, 59.97%, 0.41%,650198
21169,15.25%, 57.48%, 42.22%, 0.30%,92006b
21171,53.63%, 76.82%, 23.18%,-,c3003b
21173,22.31%, 38.74%, 61.05%, 0.21%,62009b
21175,45.36%, 27.26%, 72.63%, 0.11%,4500b9
21177,11.57%, 55.61%, 44.04%, 0.35%,8d0070
21179,26.02%, 36.76%, 62.78%, 0.46%,5d01a0
21181,26.14%, 36.71%, 62.84%, 0.45%,5d01a0
21183,17.80%, 58.69%, 40.89%, 0.42%,950168
21185,30.10%, 34.65%, 64.74%, 0.61%,5801a5
21187,66.58%, 16.50%, 83.08%, 0.42%,2a01d3
21189,72.34%, 86.11%, 13.77%, 0.13%,db0023
21191,2.91%, 48.34%, 51.25%, 0.42%,7b0182
21193,12.11%, 43.94%, 56.04%, 0.02%,70008e
21195,9.30%, 45.21%, 54.52%, 0.27%,73008b
21197,6.27%, 46.71%, 52.98%, 0.31%,770087
21199,35.56%, 67.47%, 31.91%, 0.62%,ac0151
21201,21.16%, 39.35%, 60.51%, 0.14%,64009a
21203,48.19%, 74.03%, 25.84%, 0.14%,bc0041
21205,3.42%, 48.09%, 51.51%, 0.40%,7a0183
21207,43.47%, 71.56%, 28.09%, 0.36%,b60047
21209,38.83%, 30.28%, 69.11%, 0.61%,4d01b0
21211,37.51%, 30.98%, 68.49%, 0.53%,4e01ae
21213,46.99%, 26.29%, 73.27%, 0.44%,4301ba
21215,38.02%, 30.82%, 68.85%, 0.33%,4e00af
21217,2.86%, 51.05%, 48.19%, 0.76%,82017a
21219,37.20%, 31.16%, 68.36%, 0.48%,4f01ae
21221,30.57%, 34.53%, 65.10%, 0.36%,5800a6
21223,74.75%, 11.95%, 86.70%, 1.36%,1e03dd
21225,57.57%, 21.08%, 78.65%, 0.27%,3500c8
21227,20.66%, 39.52%, 60.18%, 0.30%,640099
21229,1.50%, 50.56%, 49.05%, 0.39%,80007d
21231,20.24%, 60.12%, 39.88%,-,990065
21233,28.60%, 35.46%, 64.06%, 0.48%,5a01a3
21235,46.11%, 73.05%, 26.94%, 0.01%,ba0044
21237,23.96%, 37.98%, 61.94%, 0.09%,60009d
21239,22.02%, 38.79%, 60.81%, 0.40%,62019b
22001,62.54%, 18.73%, 81.27%,-,2f00cf
22003,73.55%, 13.22%, 86.78%,-,2100dd
22005,72.58%, 13.71%, 86.29%,-,2200dc
22007,53.82%, 23.09%, 76.91%,-,3a00c4
22009,85.05%, 7.47%, 92.53%,-,1300eb
22011,49.15%, 25.43%, 74.57%,-,4000be
22013,43.74%, 28.13%, 71.87%,-,4700b7
22015,59.22%, 20.37%, 79.59%, 0.03%,3300ca
22017,37.27%, 31.29%, 68.56%, 0.15%,4f00ae
22019,61.62%, 19.19%, 80.81%,-,3000ce
22021,38.68%, 30.66%, 69.34%,-,4e00b0
22023,84.52%, 7.74%, 92.26%,-,1300eb
22025,61.17%, 19.41%, 80.59%,-,3100cd
22027,59.35%, 20.32%, 79.68%,-,3300cb
22029,65.79%, 17.11%, 82.89%,-,2b00d3
22031,55.09%, 22.45%, 77.55%,-,3900c5
22033,65.98%, 17.01%, 82.99%,-,2b00d3
22035,44.31%, 27.85%, 72.15%,-,4700b7
22037,59.60%, 20.20%, 79.80%,-,3300cb
22039,83.35%, 8.32%, 91.68%,-,1500e9
22041,61.15%, 19.43%, 80.57%,-,3100cd
22043,55.43%, 22.28%, 77.72%,-,3800c6
22045,52.48%, 23.76%, 76.24%,-,3c00c2
22047,67.96%, 16.02%, 83.98%,-,2800d6
22049,63.18%, 18.34%, 81.52%, 0.13%,2e00cf
22051,70.42%, 14.79%, 85.21%,-,2500d9
22053,33.66%, 33.17%, 66.83%,-,5400aa
22055,73.23%, 13.39%, 86.61%,-,2200dc
22057,70.11%, 14.94%, 85.06%,-,2600d8
22059,59.42%, 19.78%, 79.20%, 1.02%,3202c9
22061,24.59%, 37.71%, 62.29%,-,60009e
22063,75.53%, 12.24%, 87.76%,-,1f00df
22065,38.66%, 30.67%, 69.33%,-,4e00b0
22067,59.09%, 20.45%, 79.55%,-,3400ca
22069,39.27%, 30.32%, 69.59%, 0.08%,4d00b1
22071,63.49%, 18.25%, 81.74%, 0.01%,2e00d0
22073,41.34%, 29.33%, 70.67%,-,4a00b4
22075,67.94%, 16.03%, 83.97%,-,2800d6
22077,68.25%, 15.88%, 84.12%,-,2800d6
22079,68.42%, 15.79%, 84.21%,-,2800d6
22081,40.90%, 29.55%, 70.45%,-,4b00b3
22083,62.10%, 18.95%, 81.05%,-,3000ce
22085,32.69%, 33.66%, 66.34%,-,5500a9
22087,92.47%, 3.77%, 96.23%,-,0900f5
22089,83.58%, 8.21%, 91.79%,-,1400ea
22091,72.69%, 13.65%, 86.35%,-,2200dc
22093,67.92%, 16.04%, 83.96%,-,2800d6
22095,74.33%, 12.84%, 87.16%,-,2000de
22097,69.89%, 15.06%, 84.94%,-,2600d8
22099,87.94%, 6.03%, 93.97%,-,0f00ef
22101,73.94%, 13.03%, 86.97%,-,2100dd
22103,66.14%, 16.93%, 83.07%,-,2b00d3
22105,47.52%, 26.24%, 73.76%,-,4200bc
22107,59.90%, 20.05%, 79.95%,-,3300cb
22109,73.10%, 13.45%, 86.55%,-,2200dc
22111,37.46%, 31.27%, 68.73%,-,4f00af
22113,74.78%, 12.61%, 87.39%,-,2000de
22115,50.11%, 24.95%, 75.05%,-,3f00bf
22117,84.43%, 7.78%, 92.22%,-,1300eb
22119,60.52%, 19.74%, 80.26%,-,3200cc
22121,84.63%, 7.69%, 92.31%,-,1300eb
22123,41.05%, 29.48%, 70.52%,-,4b00b3
22125,41.06%, 29.47%, 70.53%,-,4b00b3
22127,22.85%, 38.57%, 61.43%,-,62009c
23001,27.13%, 36.38%, 63.51%, 0.11%,5c00a1
23003,18.57%, 59.23%, 40.66%, 0.11%,970067
23005,4.43%, 52.15%, 47.72%, 0.13%,840079
23007,21.85%, 60.90%, 39.04%, 0.06%,9b0063
23009,37.53%, 68.71%, 31.18%, 0.12%,af004f
23011,0.93%, 50.42%, 49.49%, 0.09%,80007e
23013,19.57%, 59.70%, 40.14%, 0.16%,980066
23015,40.07%, 69.97%, 29.90%, 0.13%,b2004c
23017,11.61%, 55.76%, 44.16%, 0.08%,8e0070
23019,12.03%, 55.95%, 43.92%, 0.13%,8e006f
23021,8.92%, 54.45%, 45.53%, 0.02%,8a0074
23023,1.52%, 49.22%, 50.74%, 0.04%,7d0081
23025,14.66%, 57.23%, 42.57%, 0.20%,91006c
23027,40.69%, 70.30%, 29.60%, 0.10%,b3004b
23029,2.96%, 48.44%, 51.40%, 0.16%,7b0083
23031,8.25%, 45.82%, 54.08%, 0.10%,740089
24001,0.79%, 50.39%, 49.61%,-,80007e
24003,2.80%, 51.40%, 48.60%,-,83007b
24005,12.88%, 56.44%, 43.56%,-,8f006f
24009,17.01%, 58.51%, 41.49%,-,950069
24011,19.74%, 59.87%, 40.13%,-,980066
24013,33.50%, 66.75%, 33.25%,-,aa0054
24015,11.77%, 44.11%, 55.89%,-,70008e
24017,19.01%, 59.50%, 40.50%,-,970067
24019,5.81%, 47.10%, 52.90%,-,780086
24021,14.27%, 57.13%, 42.87%,-,91006d
24023,35.95%, 67.97%, 32.03%,-,ad0051
24025,16.50%, 58.25%, 41.75%,-,94006a
24027,3.15%, 51.57%, 48.43%,-,83007b
24029,2.14%, 48.93%, 51.07%,-,7c0082
24031,14.21%, 57.10%, 42.90%,-,91006d
24033,0.92%, 49.54%, 50.46%,-,7e0080
24035,17.64%, 41.18%, 58.82%,-,690095
24037,17.13%, 58.57%, 41.43%,-,950069
24039,9.62%, 54.81%, 45.19%,-,8b0073
24041,14.57%, 57.28%, 42.72%,-,92006c
24043,3.65%, 51.83%, 48.17%,-,84007a
24045,5.92%, 47.04%, 52.96%,-,770087
24047,7.19%, 53.60%, 46.40%,-,880076
24510,18.34%, 40.83%, 59.17%,-,680096
25001,39.97%, 69.85%, 29.88%, 0.27%,b2004c
25003,11.35%, 44.16%, 55.51%, 0.33%,70008d
25005,19.55%, 40.13%, 59.68%, 0.19%,660098
25007,22.87%, 61.41%, 38.54%, 0.04%,9c0062
25009,2.72%, 48.52%, 51.24%, 0.25%,7b0082
25011,16.97%, 58.37%, 41.40%, 0.22%,940069
25013,18.35%, 40.71%, 59.05%, 0.24%,670096
25015,8.47%, 45.62%, 54.09%, 0.30%,740089
25017,5.78%, 52.81%, 47.03%, 0.16%,860077
25019,15.57%, 57.75%, 42.18%, 0.07%,93006b
25021,16.65%, 58.21%, 41.56%, 0.23%,940069
25023,18.76%, 59.27%, 40.51%, 0.22%,970067
25025,25.42%, 37.19%, 62.61%, 0.19%,5e009f
25027,11.26%, 44.28%, 55.54%, 0.18%,70008d
26001,35.29%, 67.40%, 32.11%, 0.49%,ab0151
26003,25.15%, 37.26%, 62.41%, 0.32%,5f009f
26005,46.49%, 73.04%, 26.54%, 0.42%,ba0143
26007,21.80%, 60.78%, 38.98%, 0.25%,9a0063
26009,36.59%, 67.66%, 31.07%, 1.26%,ac034f
26011,21.34%, 60.47%, 39.13%, 0.40%,9a0163
26013,1.21%, 49.25%, 50.46%, 0.30%,7d0080
26015,39.66%, 69.17%, 29.50%, 1.33%,b0034b
26017,0.46%, 49.54%, 50.00%, 0.46%,7e017f
26019,29.98%, 64.48%, 34.50%, 1.02%,a40257
26021,21.85%, 60.66%, 38.81%, 0.53%,9a0162
26023,35.34%, 67.44%, 32.10%, 0.45%,ab0151
26025,10.75%, 54.82%, 44.07%, 1.11%,8b0270
26027,31.33%, 65.33%, 34.00%, 0.68%,a60156
26029,23.04%, 61.10%, 38.06%, 0.84%,9b0261
26031,15.68%, 57.53%, 41.85%, 0.63%,92016a
26033,10.19%, 54.86%, 44.67%, 0.47%,8b0171
26035,41.71%, 70.58%, 28.86%, 0.56%,b30149
26037,53.61%, 76.68%, 23.06%, 0.26%,c3003a
26039,18.23%, 58.82%, 40.59%, 0.59%,950167
26041,17.10%, 41.23%, 58.33%, 0.44%,690194
26043,14.80%, 42.11%, 56.92%, 0.97%,6b0291
26045,32.54%, 65.89%, 33.35%, 0.77%,a80155
26047,23.04%, 61.19%, 38.15%, 0.66%,9c0161
26049,12.01%, 43.72%, 55.72%, 0.56%,6f018e
26051,42.49%, 70.93%, 28.44%, 0.64%,b40148
26053,20.01%, 39.82%, 59.83%, 0.35%,650098
26055,34.75%, 67.03%, 32.28%, 0.68%,aa0152
26057,42.93%, 71.03%, 28.10%, 0.86%,b50247
26059,49.30%, 74.33%, 25.03%, 0.64%,bd013f
26061,4.97%, 47.35%, 52.32%, 0.32%,780085
26063,60.83%, 80.16%, 19.34%, 0.50%,cc0131
26065,18.18%, 58.74%, 40.57%, 0.69%,950167
26067,35.17%, 67.06%, 31.89%, 1.05%,ab0251
26069,34.87%, 67.26%, 32.39%, 0.34%,ab0052
26071,6.93%, 46.16%, 53.09%, 0.75%,750187
26073,42.84%, 71.02%, 28.18%, 0.79%,b50247
26075,24.62%, 61.97%, 37.36%, 0.67%,9e015f
26077,21.01%, 59.96%, 38.95%, 1.10%,980263
26079,41.29%, 70.25%, 28.97%, 0.78%,b30149
26081,10.58%, 54.65%, 44.07%, 1.29%,8b0370
26083,5.39%, 47.14%, 52.53%, 0.33%,780085
26085,18.04%, 58.84%, 40.80%, 0.36%,960068
26087,44.05%, 71.80%, 27.74%, 0.46%,b70146
26089,37.02%, 68.24%, 31.23%, 0.53%,ae014f
26091,41.44%, 70.48%, 29.04%, 0.48%,b3014a
26093,43.37%, 71.38%, 28.01%, 0.62%,b60147
26095,20.32%, 59.96%, 39.64%, 0.40%,980165
26097,20.66%, 60.06%, 39.41%, 0.53%,990164
26099,4.88%, 47.20%, 52.08%, 0.72%,780184
26101,9.26%, 54.38%, 45.13%, 0.49%,8a0173
26103,17.77%, 40.93%, 58.70%, 0.37%,680095
26105,17.16%, 58.27%, 41.11%, 0.62%,940168
26107,41.85%, 70.34%, 28.49%, 1.17%,b30248
26109,2.48%, 50.86%, 48.39%, 0.75%,81017b
26111,31.30%, 65.35%, 34.05%, 0.60%,a60156
26113,44.15%, 71.63%, 27.47%, 0.90%,b60246
26115,13.44%, 56.54%, 43.11%, 0.35%,90006d
26117,40.38%, 69.74%, 29.36%, 0.90%,b1024a
26119,31.08%, 65.20%, 34.11%, 0.69%,a60156
26121,9.32%, 44.95%, 54.27%, 0.78%,72018a
26123,41.62%, 70.62%, 29.00%, 0.38%,b40049
26125,3.76%, 51.49%, 47.73%, 0.79%,830279
26127,33.66%, 66.24%, 32.58%, 1.18%,a80353
26129,39.64%, 69.55%, 29.91%, 0.54%,b1014c
26131,3.52%, 48.07%, 51.59%, 0.34%,7a0083
26133,47.30%, 73.14%, 25.84%, 1.02%,ba0241
26135,29.79%, 64.74%, 34.95%, 0.32%,a50059
26137,15.90%, 57.70%, 41.80%, 0.50%,93016a
26139,33.22%, 66.23%, 33.01%, 0.77%,a80154
26141,2.71%, 51.21%, 48.49%, 0.30%,82007b
26143,45.16%, 72.22%, 27.05%, 0.73%,b80144
26145,14.27%, 56.38%, 42.11%, 1.51%,8f036b
26147,23.65%, 61.61%, 37.96%, 0.43%,9d0160
26149,39.39%, 69.45%, 30.06%, 0.49%,b1014c
26151,64.70%, 82.09%, 17.39%, 0.52%,d1012c
26153,0.58%, 49.43%, 50.01%, 0.55%,7e017f
26155,37.21%, 68.41%, 31.21%, 0.38%,ae004f
26157,53.58%, 76.55%, 22.98%, 0.47%,c3013a
26159,37.10%, 68.29%, 31.19%, 0.52%,ae014f
26161,24.60%, 62.00%, 37.39%, 0.61%,9e015f
26163,27.24%, 36.14%, 63.38%, 0.47%,5c01a1
26165,23.81%, 61.21%, 37.39%, 1.40%,9c035f
27001,0.42%, 49.37%, 49.79%, 0.83%,7d027e
27003,15.56%, 41.80%, 57.36%, 0.83%,6a0292
27005,12.41%, 43.46%, 55.87%, 0.66%,6e018e
27007,33.73%, 32.76%, 66.50%, 0.74%,5301a9
27009,13.87%, 56.76%, 42.90%, 0.34%,90006d
27011,13.65%, 42.86%, 56.50%, 0.64%,6d0190
27013,29.70%, 64.67%, 34.96%, 0.37%,a40059
27015,41.97%, 70.54%, 28.57%, 0.89%,b30248
27017,39.52%, 29.96%, 69.48%, 0.56%,4c01b1
27019,57.33%, 78.40%, 21.07%, 0.53%,c70135
27021,3.70%, 47.88%, 51.58%, 0.53%,7a0183
27023,4.73%, 47.25%, 51.98%, 0.76%,780184
27025,11.85%, 55.58%, 43.72%, 0.70%,8d016f
27027,8.66%, 45.40%, 54.06%, 0.54%,730189
27029,40.16%, 29.47%, 69.64%, 0.89%,4b02b1
27031,3.00%, 48.12%, 51.13%, 0.75%,7a0182
27033,24.76%, 62.08%, 37.32%, 0.60%,9e015f
27035,9.97%, 44.70%, 54.67%, 0.63%,71018b
27037,5.07%, 47.13%, 52.20%, 0.67%,780185
27039,23.15%, 61.42%, 38.26%, 0.32%,9c0061
27041,5.83%, 52.62%, 46.79%, 0.58%,860177
27043,23.00%, 61.37%, 38.37%, 0.26%,9c0061
27045,33.01%, 66.29%, 33.29%, 0.42%,a90154
27047,6.19%, 46.77%, 52.96%, 0.26%,770087
27049,14.83%, 57.17%, 42.33%, 0.50%,91016b
27051,1.83%, 48.93%, 50.76%, 0.31%,7c0081
27053,11.97%, 43.69%, 55.66%, 0.65%,6f018d
27055,37.05%, 68.31%, 31.26%, 0.42%,ae014f
27057,13.40%, 56.52%, 43.13%, 0.35%,90006d
27059,0.45%, 49.14%, 49.59%, 1.27%,7d037e
27061,34.82%, 32.28%, 67.10%, 0.62%,5201ab
27063,10.08%, 44.77%, 54.85%, 0.39%,72008b
27065,3.69%, 51.52%, 47.83%, 0.65%,830179
27067,26.06%, 36.55%, 62.61%, 0.84%,5d029f
27069,47.09%, 26.16%, 73.25%, 0.59%,4201ba
27071,42.10%, 28.50%, 70.60%, 0.90%,4802b4
27073,5.51%, 52.61%, 47.10%, 0.29%,860078
27075,49.68%, 24.45%, 74.13%, 1.42%,3e03bd
27077,29.04%, 35.45%, 64.49%, 0.06%,5a00a4
27079,15.09%, 57.24%, 42.15%, 0.62%,91016b
27081,17.92%, 40.85%, 58.77%, 0.38%,680095
27083,12.33%, 43.60%, 55.94%, 0.46%,6f018e
27085,38.26%, 68.84%, 30.58%, 0.57%,af014d
27087,33.01%, 33.10%, 66.11%, 0.80%,5402a8
27089,30.34%, 34.60%, 64.94%, 0.46%,5801a5
27091,7.65%, 53.68%, 46.02%, 0.30%,880075
27093,15.23%, 57.31%, 42.09%, 0.60%,92016b
27095,1.30%, 49.03%, 50.32%, 0.65%,7d0180
27097,12.39%, 55.93%, 43.55%, 0.52%,8e016f
27099,4.42%, 47.62%, 52.03%, 0.35%,790084
27101,1.76%, 50.67%, 48.90%, 0.43%,81017c
27103,30.20%, 64.83%, 34.63%, 0.54%,a50158
27105,9.69%, 54.61%, 44.93%, 0.46%,8b0172
27107,20.18%, 39.51%, 59.69%, 0.80%,640298
27109,9.70%, 54.70%, 45.00%, 0.30%,8b0072
27111,35.70%, 67.55%, 31.85%, 0.60%,ac0151
27113,36.80%, 31.09%, 67.89%, 1.02%,4f02ad
27115,11.48%, 43.85%, 55.33%, 0.82%,6f028d
27117,14.32%, 56.95%, 42.63%, 0.42%,91016c
27119,33.10%, 33.07%, 66.18%, 0.75%,5401a8
27121,3.22%, 48.27%, 51.49%, 0.24%,7b0083
27123,19.22%, 39.67%, 58.89%, 1.45%,650396
27125,36.66%, 31.36%, 68.02%, 0.62%,4f01ad
27127,30.47%, 65.06%, 34.59%, 0.35%,a50058
27129,15.74%, 57.49%, 41.74%, 0.77%,92016a
27131,20.79%, 60.27%, 39.48%, 0.25%,990064
27133,21.95%, 60.66%, 38.71%, 0.63%,9a0162
27135,41.60%, 28.82%, 70.42%, 0.76%,4901b3
27137,39.02%, 29.90%, 68.92%, 1.17%,4c02af
27139,8.78%, 54.08%, 45.30%, 0.62%,890173
27141,17.03%, 58.16%, 41.13%, 0.71%,940168
27143,43.63%, 71.56%, 27.94%, 0.50%,b60147
27145,21.11%, 60.37%, 39.25%, 0.38%,990064
27147,17.98%, 58.90%, 40.92%, 0.19%,960068
27149,16.76%, 58.23%, 41.47%, 0.29%,940069
27151,13.46%, 42.87%, 56.33%, 0.80%,6d028f
27153,19.31%, 59.37%, 40.06%, 0.57%,970166
27155,14.02%, 42.76%, 56.78%, 0.46%,6d0190
27157,25.73%, 62.62%, 36.89%, 0.49%,9f015e
27159,17.30%, 58.47%, 41.17%, 0.35%,950068
27161,30.42%, 65.04%, 34.62%, 0.35%,a50058
27163,3.55%, 51.49%, 47.94%, 0.57%,83017a
27165,14.96%, 57.27%, 42.31%, 0.42%,92016b
27167,3.34%, 51.51%, 48.17%, 0.32%,83007a
27169,15.02%, 57.19%, 42.17%, 0.64%,91016b
27171,30.65%, 64.99%, 34.34%, 0.67%,a50157
27173,1.87%, 50.68%, 48.81%, 0.52%,81017c
28001,70.63%, 14.69%, 85.31%,-,2500d9
28003,85.67%, 7.17%, 92.83%,-,1200ec
28005,88.50%, 5.75%, 94.25%,-,0e00f0
28007,92.35%, 3.83%, 96.17%,-,0900f5
28009,90.60%, 4.70%, 95.30%,-,0b00f3
28011,73.21%, 13.39%, 86.61%,-,2200dc
28013,91.06%, 4.47%, 95.53%,-,0b00f3
28015,90.97%, 4.52%, 95.48%,-,0b00f3
28017,82.98%, 8.51%, 91.49%,-,1500e9
28019,87.28%, 6.36%, 93.64%,-,1000ee
28021,88.08%, 5.96%, 94.04%,-,0f00ef
28023,89.38%, 5.31%, 94.69%,-,0d00f1
28025,82.79%, 8.60%, 91.40%,-,1500e9
28027,85.21%, 7.39%, 92.61%,-,1200ec
28029,93.18%, 3.41%, 96.59%,-,0800f6
28031,93.29%, 3.35%, 96.65%,-,0800f6
28033,85.39%, 7.30%, 92.70%,-,1200ec
28035,78.65%, 10.67%, 89.33%,-,1b00e3
28037,92.22%, 3.89%, 96.11%,-,0900f5
28039,83.90%, 8.05%, 91.95%,-,1400ea
28041,78.54%, 10.73%, 89.27%,-,1b00e3
28043,84.30%, 7.85%, 92.15%,-,1400ea
28045,84.60%, 7.70%, 92.30%,-,1300eb
28047,81.15%, 9.43%, 90.57%,-,1800e6
28049,83.16%, 8.42%, 91.58%,-,1500e9
28051,88.25%, 5.88%, 94.12%,-,0e00f0
28053,94.09%, 2.95%, 97.05%,-,0700f7
28055,95.45%, 2.27%, 97.73%,-,0500f9
28057,76.13%, 11.94%, 88.06%,-,1e00e0
28059,85.05%, 7.48%, 92.52%,-,1300eb
28061,94.52%, 2.74%, 97.26%,-,0600f8
