id,margin,eisenhower,stevenson,other,hex_color
21053,63.88%,81.89%,18.01%,0.10%,d0002d
21055,25.91%,62.64%,36.73%,0.63%,9f015d
21057,43.99%,71.76%,27.77%,0.47%,b60146
21059,26.22%,62.54%,36.33%,1.13%,9f025c
21061,43.83%,71.85%,28.02%,0.13%,b70047
21063,34.95%,32.53%,67.47%,0.00%,5200ac
21065,21.24%,60.52%,39.28%,0.20%,9a0064
21067,23.42%,61.38%,37.96%,0.66%,9c0160
21069,4.26%,51.97%,47.71%,0.32%,840079
21071,12.36%,43.77%,56.13%,0.10%,6f008f
21073,22.41%,38.35%,60.76%,0.89%,61029a
21075,43.75%,27.79%,71.54%,0.67%,4601b6
21077,38.17%,30.89%,69.06%,0.05%,4e00b0
21079,12.41%,55.92%,43.50%,0.58%,8e016e
21081,15.52%,42.04%,57.56%,0.40%,6b0192
21083,46.17%,26.86%,73.04%,0.10%,4400ba
21085,38.59%,69.25%,30.66%,0.09%,b0004e
21087,26.12%,62.93%,36.81%,0.26%,a0005d
21089,3.98%,51.85%,47.87%,0.28%,84007a
21091,12.57%,56.14%,43.56%,0.30%,8f006f
21093,7.69%,53.55%,45.86%,0.59%,880174
21095,12.09%,55.96%,43.87%,0.17%,8e006f
21097,24.52%,37.62%,62.14%,0.24%,5f009e
21099,1.06%,50.35%,49.29%,0.36%,80007d
21101,3.84%,46.92%,50.76%,2.32%,770581
21103,30.74%,34.52%,65.25%,0.23%,5800a6
21105,50.02%,24.82%,74.83%,0.35%,3f00be
21107,10.36%,44.47%,54.84%,0.69%,71018b
21109,77.14%,88.35%,11.21%,0.44%,e1011c
21111,17.55%,58.49%,40.94%,0.57%,950168
21113,5.89%,51.39%,45.51%,3.10%,830774
21115,42.20%,71.06%,28.85%,0.09%,b50049
21117,16.56%,57.93%,41.37%,0.70%,930169
21119,39.78%,30.02%,69.80%,0.18%,4c00b1
21121,42.81%,71.39%,28.59%,0.02%,b60048
21123,12.40%,56.05%,43.65%,0.30%,8e006f
21125,47.89%,73.87%,25.98%,0.15%,bc0042
21127,8.04%,53.92%,45.88%,0.20%,890074
21129,30.78%,65.32%,34.54%,0.14%,a60058
21131,75.06%,87.37%,12.31%,0.32%,de001f
21133,16.24%,57.97%,41.73%,0.30%,93006a
21135,35.48%,67.65%,32.17%,0.18%,ac0052
21137,8.94%,54.30%,45.36%,0.34%,8a0073
21139,17.99%,40.94%,58.93%,0.13%,680096
21141,29.90%,34.93%,64.83%,0.24%,5900a5
21143,21.22%,39.01%,60.24%,0.75%,630199
21145,33.06%,33.29%,66.34%,0.37%,5400a9
21147,64.75%,82.33%,17.58%,0.09%,d1002c
21149,2.04%,48.73%,50.78%,0.49%,7c0181
21151,2.43%,50.85%,48.42%,0.73%,81017b
21153,4.01%,51.96%,47.95%,0.09%,84007a
21155,0.31%,49.98%,49.68%,0.34%,7f007e
21157,36.71%,31.57%,68.29%,0.14%,5000ae
21159,61.46%,80.57%,19.10%,0.33%,cd0030
21161,4.11%,51.80%,47.69%,0.51%,840179
21163,9.37%,45.23%,54.60%,0.17%,73008b
21165,19.45%,40.25%,59.70%,0.05%,660098
21167,6.74%,53.23%,46.49%,0.28%,870076
21169,8.97%,54.35%,45.38%,0.27%,8a0073
21171,49.94%,74.97%,25.03%,0.00%,bf003f
21173,8.91%,45.35%,54.26%,0.39%,73008a
21175,25.48%,37.20%,62.68%,0.12%,5e009f
21177,5.65%,52.64%,46.99%,0.37%,860077
21179,11.77%,55.76%,43.99%,0.25%,8e0070
21181,24.79%,37.07%,61.86%,1.07%,5e029d
21183,28.44%,64.07%,35.64%,0.29%,a3005a
21185,9.18%,54.44%,45.25%,0.31%,8a0073
21187,54.63%,22.61%,77.24%,0.15%,3900c4
21189,71.67%,85.77%,14.10%,0.13%,da0023
21191,9.20%,54.46%,45.26%,0.28%,8a0073
21193,18.33%,59.05%,40.72%,0.23%,960067
21195,0.91%,50.37%,49.45%,0.18%,80007e
21197,0.15%,49.87%,50.02%,0.11%,7f007f
21199,46.23%,72.99%,26.76%,0.25%,ba0044
21201,12.46%,43.70%,56.16%,0.14%,6f008f
21203,48.40%,74.08%,25.68%,0.24%,bc0041
21205,1.85%,50.85%,49.00%,0.15%,81007c
21207,40.87%,70.33%,29.46%,0.21%,b3004b
21209,18.98%,40.02%,58.99%,0.99%,660296
21211,18.37%,40.71%,59.08%,0.21%,670096
21213,32.76%,33.43%,66.18%,0.39%,5500a8
21215,15.02%,42.32%,57.35%,0.33%,6b0092
21217,23.01%,61.37%,38.36%,0.27%,9c0061
21219,35.05%,32.28%,67.33%,0.39%,5200ab
21221,30.82%,34.47%,65.29%,0.24%,5700a6
21223,55.67%,21.90%,77.58%,0.52%,3701c5
21225,17.47%,37.67%,55.13%,7.20%,60128c
21227,6.40%,53.06%,46.66%,0.28%,870076
21229,9.75%,54.69%,44.94%,0.37%,8b0072
21231,22.81%,61.15%,38.34%,0.51%,9b0161
21233,20.98%,37.08%,58.06%,4.86%,5e0c94
21235,48.89%,74.33%,25.45%,0.22%,bd0040
21237,22.76%,38.62%,61.38%,0.00%,62009c
21239,3.36%,50.97%,47.62%,1.41%,810379
22001,18.24%,39.97%,58.21%,1.82%,650494
22003,3.78%,50.46%,46.68%,2.86%,800777
22005,16.60%,40.86%,57.46%,1.68%,680492
22007,13.76%,55.17%,41.41%,3.42%,8c0869
22009,5.10%,44.47%,49.57%,5.96%,710f7e
22011,8.45%,52.68%,44.23%,3.09%,860770
22013,22.58%,48.87%,26.29%,24.84%,7c3f43
22015,18.17%,48.97%,30.80%,20.23%,7c334e
22017,32.57%,60.32%,27.75%,11.93%,991e46
22019,5.63%,51.47%,45.84%,2.69%,830674
22021,1.62%,35.17%,28.04%,36.79%,595d47
22023,18.16%,40.22%,58.38%,1.40%,660394
22025,7.66%,46.89%,39.23%,13.88%,772364
22027,28.10%,53.63%,20.84%,25.53%,884135
22029,6.71%,39.74%,33.03%,27.23%,654554
22031,21.35%,53.33%,31.98%,14.69%,872551
22033,16.41%,56.74%,40.33%,2.93%,900766
22035,9.65%,30.81%,40.46%,28.73%,4e4967
22037,16.10%,37.45%,53.55%,9.00%,5f1688
22039,20.53%,38.20%,58.73%,3.07%,610795
22041,6.42%,32.69%,39.11%,28.20%,534763
22043,2.49%,46.06%,43.57%,10.37%,751a6f
22045,30.04%,63.43%,33.39%,3.18%,a10855
22047,4.46%,46.97%,51.43%,1.60%,770483
22049,22.26%,54.26%,32.01%,13.73%,8a2351
22051,18.23%,57.23%,39.01%,3.76%,910963
22053,27.53%,62.93%,35.41%,1.66%,a0045a
22055,17.15%,57.10%,39.95%,2.95%,910765
22057,23.88%,60.25%,36.38%,3.37%,99085c
22059,30.50%,61.56%,31.06%,7.38%,9c124f
22061,36.77%,59.20%,22.43%,18.37%,962e39
22063,21.57%,37.24%,58.81%,3.95%,5e0a95
22065,29.20%,27.25%,16.31%,56.44%,458f29
22067,0.58%,35.70%,29.18%,35.12%,5b594a
22069,20.36%,55.51%,35.15%,9.34%,8d1759
22071,17.08%,56.54%,39.46%,4.00%,900a64
22073,17.96%,46.80%,28.84%,24.36%,773e49
22075,66.74%,81.20%,14.46%,4.34%,cf0b24
22077,7.10%,45.03%,52.13%,2.84%,720784
22079,18.59%,53.84%,35.25%,10.91%,891b59
22081,7.94%,36.97%,44.91%,18.12%,5e2e72
22083,8.60%,29.88%,30.76%,39.36%,4c644e
22085,6.92%,50.46%,43.54%,6.00%,800f6f
22087,5.06%,50.55%,45.49%,3.96%,800a73
22089,17.86%,57.86%,40.00%,2.14%,930566
22091,26.76%,32.27%,59.03%,8.70%,521696
22093,0.45%,49.19%,48.74%,2.07%,7d057c
22095,3.46%,50.55%,47.09%,2.36%,800678
22097,7.08%,51.56%,44.48%,3.96%,830a71
22099,12.01%,42.72%,54.74%,2.54%,6c068b
22101,25.54%,61.49%,35.94%,2.57%,9c065b
22103,7.75%,51.90%,44.15%,3.95%,840a70
22105,8.56%,51.75%,43.19%,5.06%,830c6e
22107,1.56%,34.99%,31.58%,33.43%,595550
22109,32.83%,64.85%,32.01%,3.14%,a50851
22111,6.67%,40.49%,25.69%,33.82%,675641
22113,7.90%,44.59%,52.49%,2.92%,710785
22115,4.49%,49.81%,45.32%,4.87%,7f0c73
22117,19.60%,38.29%,57.88%,3.83%,610993
22119,13.78%,48.72%,34.93%,16.35%,7c2959
22121,7.48%,44.73%,52.20%,3.07%,720785
22123,8.16%,25.10%,33.37%,41.53%,406955
22125,18.62%,56.38%,37.76%,5.86%,8f0e60
22127,14.59%,49.56%,34.97%,15.47%,7e2759
23001,12.54%,56.27%,43.73%,0.00%,8f006f
23003,44.87%,72.44%,27.56%,0.00%,b80046
23005,43.77%,71.88%,28.12%,0.00%,b70047
23007,57.93%,78.97%,21.03%,0.00%,c90035
23009,73.82%,86.91%,13.09%,0.00%,dd0021
23011,33.45%,66.73%,33.27%,0.00%,aa0054
23013,62.63%,81.32%,18.68%,0.00%,cf002f
23015,72.14%,86.07%,13.93%,0.00%,db0023
23017,46.08%,73.04%,26.96%,0.00%,ba0044
23019,52.89%,76.44%,23.56%,0.00%,c2003c
23021,55.18%,77.59%,22.41%,0.00%,c50039
23023,45.87%,72.94%,27.06%,0.00%,b90045
23025,43.54%,71.77%,28.23%,0.00%,b70047
23027,65.29%,82.64%,17.36%,0.00%,d2002c
23029,52.40%,76.20%,23.80%,0.00%,c2003c
23031,24.06%,62.03%,37.97%,0.00%,9e0060
24001,30.52%,65.26%,34.74%,0.00%,a60058
24003,28.61%,64.30%,35.70%,0.00%,a3005b
24005,36.61%,68.30%,31.70%,0.00%,ae0050
24009,16.87%,58.44%,41.56%,0.00%,950069
24011,21.79%,60.90%,39.10%,0.00%,9b0063
24013,45.30%,72.65%,27.35%,0.00%,b90045
24015,18.77%,59.38%,40.62%,0.00%,970067
24017,12.83%,56.41%,43.59%,0.00%,8f006f
24019,21.76%,60.88%,39.12%,0.00%,9b0063
24021,30.76%,65.38%,34.62%,0.00%,a60058
24023,46.18%,73.09%,26.91%,0.00%,ba0044
24025,31.54%,65.77%,34.23%,0.00%,a70057
24027,28.96%,64.48%,35.52%,0.00%,a4005a
24029,22.35%,61.18%,38.82%,0.00%,9c0062
24031,14.02%,57.01%,42.99%,0.00%,91006d
24033,1.72%,50.86%,49.14%,0.00%,81007d
24035,11.41%,55.70%,44.30%,0.00%,8e0070
24037,11.48%,55.74%,44.26%,0.00%,8e0070
24039,22.29%,61.15%,38.85%,0.00%,9b0063
24041,37.51%,68.75%,31.25%,0.00%,af004f
24043,25.45%,62.72%,37.28%,0.00%,9f005f
24045,27.87%,63.94%,36.06%,0.00%,a3005b
24047,26.94%,63.47%,36.53%,0.00%,a1005d
24510,11.81%,55.90%,44.10%,0.00%,8e0070
25001,66.66%,83.23%,16.57%,0.20%,d4002a
25003,23.88%,61.75%,37.87%,0.38%,9d0060
25005,15.94%,57.85%,41.91%,0.24%,93006a
25007,65.73%,82.85%,17.12%,0.03%,d3002b
25009,20.42%,60.09%,39.67%,0.24%,990065
25011,44.49%,72.09%,27.61%,0.30%,b70046
25013,12.25%,55.87%,43.63%,0.50%,8e016f
25015,24.06%,61.93%,37.87%,0.20%,9d0060
25017,22.53%,61.12%,38.60%,0.28%,9b0062
25019,66.58%,83.26%,16.68%,0.06%,d4002a
25021,33.08%,66.41%,33.33%,0.26%,a90054
25023,42.57%,71.19%,28.61%,0.20%,b50048
25025,7.99%,45.78%,53.77%,0.45%,740189
25027,20.42%,60.10%,39.68%,0.22%,990065
26001,43.21%,71.52%,28.30%,0.18%,b60048
26003,0.83%,49.37%,50.20%,0.43%,7d0180
26005,49.11%,74.44%,25.33%,0.23%,bd0040
26007,40.38%,70.18%,29.80%,0.02%,b2004b
26009,44.87%,72.34%,27.48%,0.18%,b80046
26011,26.74%,63.32%,36.58%,0.10%,a1005d
26013,11.11%,55.51%,44.40%,0.09%,8d0071
26015,40.90%,70.22%,29.31%,0.47%,b3014a
26017,21.10%,60.39%,39.29%,0.32%,990064
26019,42.76%,71.18%,28.42%,0.40%,b50148
26021,31.35%,65.50%,34.15%,0.35%,a70057
26023,39.46%,69.49%,30.03%,0.48%,b1014c
26025,22.99%,61.33%,38.34%,0.33%,9c0061
26027,29.42%,64.54%,35.12%,0.34%,a40059
26029,33.86%,66.80%,32.94%,0.26%,aa0053
26031,39.22%,69.55%,30.34%,0.11%,b1004d
26033,25.74%,62.81%,37.07%,0.12%,a0005e
26035,51.28%,75.51%,24.23%,0.26%,c0003d
26037,49.03%,74.41%,25.38%,0.21%,bd0040
26039,43.16%,71.50%,28.34%,0.16%,b60048
26041,8.93%,54.31%,45.38%,0.31%,8a0073
26043,9.59%,54.72%,45.13%,0.15%,8b0073
26045,38.84%,69.33%,30.49%,0.18%,b0004d
26047,42.73%,71.16%,28.42%,0.42%,b50148
26049,9.12%,54.47%,45.36%,0.17%,8a0073
26051,47.18%,73.47%,26.29%,0.24%,bb0043
26053,5.55%,52.68%,47.13%,0.19%,860078
26055,47.19%,73.47%,26.28%,0.25%,bb0043
26057,51.74%,75.71%,23.97%,0.32%,c1003d
26059,49.86%,74.68%,24.83%,0.49%,be013f
26061,16.68%,58.26%,41.58%,0.16%,94006a
26063,53.28%,76.57%,23.29%,0.14%,c3003b
26065,33.74%,66.80%,33.06%,0.14%,aa0054
26067,37.81%,68.76%,30.95%,0.29%,af004e
26069,45.06%,72.50%,27.45%,0.05%,b80045
26071,4.92%,52.39%,47.47%,0.14%,850079
26073,45.02%,72.41%,27.39%,0.20%,b80045
26075,39.10%,69.41%,30.30%,0.29%,b0004d
26077,41.50%,70.49%,28.99%,0.52%,b30149
26079,38.65%,69.11%,30.46%,0.43%,b0014d
26081,31.91%,65.73%,33.82%,0.45%,a70156
26083,9.52%,54.76%,45.24%,0.00%,8b0073
26085,19.67%,59.80%,40.13%,0.07%,980066
26087,45.74%,72.81%,27.06%,0.13%,b90045
26089,39.74%,69.82%,30.08%,0.10%,b2004c
26091,45.62%,72.68%,27.06%,0.26%,b90045
26093,45.55%,72.62%,27.07%,0.31%,b90045
26095,45.31%,72.55%,27.24%,0.21%,b90045
26097,36.06%,67.99%,31.93%,0.08%,ad0051
26099,3.69%,48.05%,51.73%,0.22%,7a0083
26101,27.58%,63.74%,36.16%,0.10%,a2005c
26103,13.41%,56.62%,43.21%,0.17%,90006e
26105,30.42%,65.15%,34.73%,0.12%,a60058
26107,51.16%,75.45%,24.29%,0.26%,c0003d
26109,14.20%,57.05%,42.86%,0.09%,91006d
26111,49.74%,74.78%,25.04%,0.18%,be003f
26113,53.85%,76.80%,22.95%,0.25%,c3003a
26115,13.12%,56.39%,43.28%,0.33%,8f006e
26117,39.84%,69.80%,29.96%,0.24%,b1004c
26119,38.93%,69.39%,30.46%,0.15%,b0004d
26121,8.38%,54.04%,45.65%,0.31%,890074
26123,43.16%,71.48%,28.32%,0.20%,b60048
26125,20.95%,60.37%,39.42%,0.21%,990064
26127,40.98%,70.29%,29.32%,0.39%,b3004a
26129,38.49%,69.18%,30.68%,0.14%,b0004e
26131,15.54%,57.73%,42.19%,0.08%,93006b
26133,57.01%,78.28%,21.27%,0.45%,c70136
26135,56.05%,78.03%,21.97%,0.00%,c60038
26137,27.58%,63.74%,36.16%,0.10%,a2005c
26139,50.14%,74.90%,24.76%,0.34%,be003f
26141,22.92%,61.43%,38.51%,0.06%,9c0062
26143,52.64%,76.20%,23.57%,0.23%,c2003c
26145,25.65%,62.67%,37.03%,0.30%,9f005e
26147,39.03%,69.46%,30.42%,0.12%,b1004d
26149,48.61%,74.11%,25.50%,0.39%,bc0041
26151,57.88%,78.88%,21.00%,0.12%,c90035
26153,17.48%,58.73%,41.25%,0.02%,950069
26155,35.85%,67.75%,31.89%,0.36%,ac0051
26157,51.38%,75.63%,24.25%,0.12%,c0003d
26159,39.94%,69.72%,29.79%,0.49%,b1014b
26161,34.01%,66.88%,32.87%,0.25%,aa0053
26163,15.92%,41.96%,57.88%,0.16%,6a0093
26165,31.86%,65.76%,33.89%,0.35%,a70056
27001,0.53%,50.18%,49.65%,0.17%,7f007e
27003,11.08%,44.37%,55.46%,0.17%,71008d
27005,0.12%,49.81%,49.93%,0.26%,7f007f
27007,2.14%,50.97%,48.83%,0.20%,81007c
27009,15.80%,57.77%,41.97%,0.26%,93006b
27011,11.29%,44.25%,55.54%,0.21%,70008d
27013,35.12%,67.50%,32.38%,0.12%,ac0052
27015,44.29%,72.02%,27.73%,0.25%,b70046
27017,21.69%,39.04%,60.73%,0.23%,63009a
27019,45.31%,72.49%,27.17%,0.34%,b80045
27021,18.61%,59.23%,40.62%,0.15%,970067
27023,2.68%,51.32%,48.64%,0.04%,82007c
27025,11.08%,55.47%,44.38%,0.15%,8d0071
27027,5.65%,52.77%,47.12%,0.11%,860078
27029,19.37%,40.11%,59.48%,0.41%,660197
27031,23.46%,61.67%,38.22%,0.11%,9d0061
27033,32.65%,66.29%,33.64%,0.07%,a90055
27035,8.99%,54.37%,45.38%,0.25%,8a0073
27037,1.70%,50.74%,49.04%,0.22%,81007d
27039,27.68%,63.78%,36.10%,0.12%,a2005c
27041,9.87%,54.87%,45.00%,0.13%,8b0072
27043,31.84%,65.80%,33.96%,0.24%,a70056
27045,34.26%,67.09%,32.83%,0.08%,ab0053
27047,3.34%,51.63%,48.29%,0.08%,83007b
27049,30.63%,65.25%,34.62%,0.13%,a60058
27051,1.03%,49.41%,50.44%,0.15%,7d0080
27053,10.18%,55.01%,44.83%,0.16%,8c0072
27055,36.00%,67.93%,31.93%,0.14%,ad0051
27057,25.53%,62.69%,37.16%,0.15%,9f005e
27059,5.18%,47.35%,52.53%,0.12%,780085
27061,15.34%,42.22%,57.56%,0.22%,6b0092
27063,4.58%,52.23%,47.64%,0.13%,850079
27065,5.79%,52.80%,47.01%,0.19%,860077
27067,11.29%,44.25%,55.54%,0.21%,70008d
27069,17.19%,41.31%,58.50%,0.19%,690095
27071,14.50%,42.63%,57.13%,0.24%,6c0091
27073,7.37%,53.63%,46.27%,0.10%,880075
27075,19.91%,39.96%,59.87%,0.17%,650098
27077,18.29%,40.69%,58.98%,0.33%,670096
27079,17.10%,58.45%,41.35%,0.20%,950069
27081,5.83%,46.92%,52.76%,0.32%,770086
27083,10.63%,55.27%,44.64%,0.09%,8c0071
27085,37.39%,68.61%,31.22%,0.17%,ae004f
27087,26.67%,36.58%,63.25%,0.17%,5d00a1
27089,15.96%,41.93%,57.90%,0.17%,6a0093
27091,42.45%,71.16%,28.71%,0.13%,b50049
27093,17.17%,58.52%,41.35%,0.13%,950069
27095,11.72%,55.80%,44.08%,0.12%,8e0070
27097,4.00%,51.84%,47.84%,0.32%,840079
27099,1.86%,50.66%,48.80%,0.54%,81017c
27101,9.48%,54.61%,45.13%,0.26%,8b0073
27103,33.72%,66.81%,33.09%,0.10%,aa0054
27105,12.55%,56.23%,43.67%,0.10%,8f006f
27107,7.91%,46.01%,53.93%,0.06%,750089
27109,31.49%,65.62%,34.13%,0.25%,a70057
27111,31.96%,65.88%,33.91%,0.21%,a70056
27113,10.06%,44.93%,54.99%,0.08%,72008c
27115,8.88%,45.50%,54.38%,0.12%,74008a
27117,21.63%,60.76%,39.13%,0.11%,9a0063
27119,7.63%,46.10%,53.73%,0.17%,750089
27121,2.79%,51.33%,48.54%,0.13%,82007b
27123,4.19%,47.74%,51.93%,0.33%,790084
27125,32.96%,33.35%,66.31%,0.34%,5500a9
27127,32.39%,66.13%,33.74%,0.13%,a80056
27129,15.21%,57.52%,42.31%,0.17%,92006b
27131,30.67%,65.24%,34.57%,0.19%,a60058
27133,34.47%,67.19%,32.72%,0.09%,ab0053
27135,23.35%,38.23%,61.57%,0.20%,61009d
27137,21.70%,38.84%,60.54%,0.62%,63019a
27139,9.44%,54.59%,45.16%,0.25%,8b0073
27141,19.72%,59.75%,40.03%,0.22%,980066
27143,38.56%,69.23%,30.68%,0.09%,b0004e
27145,27.64%,63.70%,36.06%,0.24%,a2005b
27147,32.18%,65.91%,33.73%,0.36%,a80056
27149,17.70%,58.83%,41.13%,0.04%,960068
27151,17.01%,41.43%,58.44%,0.13%,690095
27153,13.28%,56.51%,43.22%,0.27%,90006e
27155,8.04%,45.87%,53.91%,0.22%,740089
27157,34.34%,66.89%,32.56%,0.55%,aa0153
27159,27.17%,63.52%,36.35%,0.13%,a1005c
27161,35.53%,67.69%,32.15%,0.16%,ac0051
27163,12.31%,56.06%,43.75%,0.19%,8e006f
27165,35.44%,67.62%,32.18%,0.20%,ac0052
27167,10.76%,55.36%,44.59%,0.05%,8d0071
27169,23.25%,61.30%,38.05%,0.65%,9c0161
27171,18.94%,59.42%,40.48%,0.10%,970067
27173,2.54%,51.21%,48.67%,0.12%,82007c
28001,9.40%,40.64%,31.24%,28.12%,67474f
28003,56.88%,20.31%,77.19%,2.50%,3306c4
28005,8.33%,14.86%,46.74%,38.40%,256177
28007,50.71%,16.74%,67.46%,15.80%,2a28ac
28009,71.82%,11.44%,83.26%,5.30%,1d0dd4
28011,11.54%,21.48%,33.49%,45.03%,367255
28013,65.94%,13.58%,79.52%,6.90%,2211ca
28015,54.35%,15.09%,69.63%,15.28%,2626b1
28017,69.02%,11.24%,80.25%,8.51%,1c15cc
28019,63.82%,15.74%,79.56%,4.70%,280bca
28021,5.72%,23.24%,41.24%,35.52%,3b5a69
28023,52.47%,20.77%,73.24%,5.99%,340fba
28025,27.28%,18.25%,54.52%,27.23%,2e458b
28027,18.04%,32.80%,50.83%,16.37%,532981
28029,27.04%,16.80%,55.12%,28.08%,2a478c
28031,48.56%,18.82%,67.38%,13.80%,2f23ab
28033,45.40%,21.56%,66.96%,11.48%,361daa
28035,5.45%,37.52%,32.06%,30.42%,5f4d51
28037,23.12%,11.46%,55.83%,32.71%,1d538e
28039,44.97%,24.26%,69.24%,6.50%,3d10b0
28041,31.16%,28.56%,59.72%,11.72%,481d98
28043,5.35%,18.60%,43.37%,38.03%,2f606e
28045,9.05%,53.14%,44.09%,2.77%,870770
28047,6.21%,44.17%,50.37%,5.46%,700d80
28049,0.44%,34.59%,35.03%,30.38%,584d59
28051,8.42%,10.05%,40.77%,49.18%,197d67
28053,1.16%,9.81%,44.51%,45.68%,197471
28055,33.56%,14.53%,59.52%,25.95%,254297
28057,75.50%,11.18%,86.68%,2.14%,1c05dd
28059,17.23%,38.98%,56.21%,4.81%,630c8f
28061,68.34%,11.74%,80.08%,8.18%,1d14cc
28063,11.12%,19.65%,45.74%,34.61%,325874
28065,57.73%,10.92%,73.41%,15.67%,1b27bb
28067,32.36%,29.81%,62.17%,8.02%,4c149e
28069,77.51%,9.49%,87.00%,3.51%,1808dd
28071,51.57%,21.29%,72.86%,5.85%,360eb9
28073,18.68%,24.97%,46.86%,28.17%,3f4777
28075,28.45%,30.86%,59.32%,9.82%,4e1997
28077,49.31%,18.17%,67.48%,14.35%,2e24ac
28079,72.39%,7.34%,82.53%,10.13%,1219d2
28081,57.28%,18.01%,75.30%,6.69%,2d11c0
28083,23.33%,24.72%,49.30%,25.98%,3f427d
28085,25.42%,22.48%,51.47%,26.05%,394283
28087,26.73%,29.21%,55.94%,14.85%,4a258e
28089,1.09%,15.74%,41.59%,42.67%,286c6a
28091,35.65%,20.15%,57.75%,22.10%,333893
28093,53.42%,16.94%,70.37%,12.69%,2b20b3
28095,63.26%,15.25%,78.50%,6.25%,260fc8
28097,43.11%,15.63%,63.74%,20.63%,2734a2
28099,64.07%,13.83%,77.90%,8.27%,2315c6
28101,62.44%,11.52%,75.46%,13.02%,1d21c0
28103,24.02%,19.47%,52.27%,28.26%,314885
28105,32.20%,26.59%,58.79%,14.62%,432595
28107,46.45%,19.73%,66.17%,14.10%,3223a8
28109,5.09%,39.64%,44.73%,15.63%,652772
28111,21.27%,31.55%,52.82%,15.63%,502786
28113,12.27%,29.47%,41.74%,28.79%,4b496a
28115,70.59%,11.91%,82.50%,5.59%,1e0ed2
28117,64.99%,15.96%,80.95%,3.09%,2807ce
28119,45.23%,18.41%,63.64%,17.95%,2e2da2
28121,17.51%,18.00%,49.76%,32.24%,2d527e
28123,46.86%,15.86%,65.50%,18.64%,282fa7
28125,0.60%,25.36%,37.02%,37.62%,405f5e
28127,48.86%,14.64%,67.11%,18.25%,252eab
28129,69.92%,10.89%,80.81%,8.30%,1b15ce
28131,40.07%,25.09%,65.15%,9.76%,3f18a6
28133,18.27%,16.67%,50.80%,32.53%,2a5281
28135,59.25%,12.69%,73.28%,14.03%,2023ba
28137,71.07%,9.78%,80.85%,9.37%,1817ce
28139,77.23%,9.71%,86.94%,3.35%,1808dd
28141,48.89%,23.78%,72.67%,3.55%,3c09b9
28143,32.30%,23.92%,56.22%,19.86%,3c328f
28145,70.26%,12.22%,82.48%,5.30%,1f0dd2
28147,48.52%,17.74%,66.26%,16.00%,2d28a8
28149,10.55%,45.40%,34.85%,19.75%,733258
28151,13.64%,35.94%,49.58%,14.48%,5b247e
28153,52.61%,17.52%,70.13%,12.35%,2c1fb2
28155,70.14%,10.77%,80.92%,8.31%,1b15ce
28157,10.69%,28.20%,30.55%,41.25%,47694d
28159,65.47%,13.35%,78.82%,7.83%,2213c8
28161,35.44%,24.41%,59.85%,15.74%,3e2898
28163,29.02%,11.98%,29.50%,58.52%,1e954b
29001,21.78%,60.89%,39.11%,0.00%,9b0063
29003,20.26%,60.13%,39.87%,0.00%,990065
29005,8.89%,54.45%,45.55%,0.00%,8a0074
29007,12.12%,43.94%,56.06%,0.00%,70008e
29009,14.55%,57.27%,42.73%,0.00%,92006c
29011,10.36%,55.18%,44.82%,0.00%,8c0072
29013,11.95%,55.97%,44.03%,0.00%,8e0070
29015,33.60%,66.80%,33.20%,0.00%,aa0054
29017,13.12%,56.56%,43.44%,0.00%,90006e
29019,11.86%,44.07%,55.93%,0.00%,70008e
29021,4.98%,52.49%,47.51%,0.00%,850079
29023,10.29%,55.15%,44.85%,0.00%,8c0072
29025,25.01%,62.51%,37.49%,0.00%,9f005f
29027,18.23%,40.88%,59.12%,0.00%,680096
29029,31.73%,65.86%,34.14%,0.00%,a70057
29031,16.45%,58.22%,41.78%,0.00%,94006a
29033,16.12%,58.06%,41.94%,0.00%,94006a
29035,1.62%,49.19%,50.81%,0.00%,7d0081
29037,0.13%,50.06%,49.94%,0.00%,7f007f
29039,31.14%,65.57%,34.43%,0.00%,a70057
29041,2.97%,48.51%,51.49%,0.00%,7b0083
29043,36.65%,68.33%,31.67%,0.00%,ae0050
29045,8.93%,54.46%,45.54%,0.00%,8a0074
29047,0.62%,49.69%,50.31%,0.00%,7e0080
29049,0.83%,50.42%,49.58%,0.00%,80007e
29051,11.58%,55.79%,44.21%,0.00%,8e0070
29053,17.45%,58.72%,41.28%,0.00%,950069
29055,18.83%,59.41%,40.59%,0.00%,970067
29057,28.20%,64.10%,35.90%,0.00%,a3005b
29059,30.24%,65.12%,34.88%,0.00%,a60058
29061,12.04%,56.02%,43.98%,0.00%,8e0070
29063,15.10%,57.55%,42.45%,0.00%,92006c
29065,5.39%,47.30%,52.70%,0.00%,780086
29067,43.95%,71.98%,28.02%,0.00%,b70047
29069,27.53%,36.24%,63.76%,0.00%,5c00a2
29071,16.07%,58.04%,41.96%,0.00%,94006a
29073,57.94%,78.97%,21.03%,0.00%,c90035
29075,6.30%,53.15%,46.85%,0.00%,870077
29077,19.42%,59.71%,40.29%,0.00%,980066
29079,20.13%,60.06%,39.94%,0.00%,990065
29081,24.37%,62.19%,37.81%,0.00%,9e0060
29083,8.32%,54.16%,45.84%,0.00%,8a0074
29085,41.00%,70.50%,29.50%,0.00%,b3004b
29087,25.54%,62.77%,37.23%,0.00%,a0005e
29089,23.87%,38.07%,61.93%,0.00%,61009d
