id,margin,eisenhower,stevenson,other,hex_color
13247,57.22%,21.39%,78.61%,0.00%,3600c8
13249,58.06%,20.97%,79.03%,0.00%,3500c9
13251,43.77%,28.12%,71.88%,0.00%,4700b7
13253,82.47%,8.76%,91.24%,0.00%,1600e8
13255,53.79%,23.10%,76.90%,0.00%,3a00c4
13257,58.28%,20.86%,79.14%,0.00%,3500c9
13259,49.30%,25.35%,74.65%,0.00%,4000be
13261,49.29%,25.36%,74.64%,0.00%,4000be
13263,67.85%,16.08%,83.92%,0.00%,2900d5
13265,57.84%,21.08%,78.92%,0.00%,3500c9
13267,62.09%,18.96%,81.04%,0.00%,3000ce
13269,66.24%,16.88%,83.12%,0.00%,2b00d3
13271,75.92%,12.04%,87.96%,0.00%,1e00e0
13273,72.99%,13.51%,86.49%,0.00%,2200dc
13275,22.25%,38.88%,61.12%,0.00%,63009b
13277,52.98%,23.51%,76.49%,0.00%,3b00c3
13279,61.85%,19.07%,80.93%,0.00%,3000ce
13281,10.65%,55.33%,44.67%,0.00%,8d0071
13283,78.27%,10.86%,89.14%,0.00%,1b00e3
13285,47.13%,26.43%,73.57%,0.00%,4300bb
13287,59.59%,20.21%,79.79%,0.00%,3300cb
13289,71.28%,14.36%,85.64%,0.00%,2400da
13291,0.95%,49.53%,50.47%,0.00%,7e0080
13293,65.55%,17.22%,82.78%,0.00%,2b00d3
13295,1.95%,49.03%,50.97%,0.00%,7d0081
13297,74.87%,12.56%,87.44%,0.00%,2000de
13299,44.24%,27.88%,72.12%,0.00%,4700b7
13301,63.20%,18.40%,81.60%,0.00%,2e00d0
13303,61.56%,19.22%,80.78%,0.00%,3100cd
13305,37.38%,31.31%,68.69%,0.00%,4f00af
13307,70.52%,14.74%,85.26%,0.00%,2500d9
13309,73.88%,13.06%,86.94%,0.00%,2100dd
13311,40.18%,29.91%,70.09%,0.00%,4c00b2
13313,0.70%,49.65%,50.35%,0.00%,7e0080
13315,75.81%,12.10%,87.90%,0.00%,1e00e0
13317,69.87%,15.06%,84.94%,0.00%,2600d8
13319,53.55%,23.23%,76.77%,0.00%,3b00c3
13321,75.28%,12.36%,87.64%,0.00%,1f00df
15001,0%,0,0,0.00%,000000
15003,0%,0,0,0.00%,000000
15005,0%,0,0,0.00%,000000
15007,0%,0,0,0.00%,000000
15009,0%,0,0,0.00%,000000
16001,39.93%,69.96%,30.04%,0.00%,b2004c
16003,21.68%,60.84%,39.16%,0.00%,9b0063
16005,7.02%,53.51%,46.49%,0.00%,880076
16007,28.33%,64.17%,35.83%,0.00%,a3005b
16009,0.62%,50.31%,49.69%,0.00%,80007e
16011,26.35%,63.17%,36.83%,0.00%,a1005d
16013,17.19%,58.59%,41.41%,0.00%,950069
16015,33.33%,66.67%,33.33%,0.00%,aa0054
16017,5.68%,52.84%,47.16%,0.00%,860078
16019,32.33%,66.16%,33.84%,0.00%,a80056
16021,10.47%,55.24%,44.76%,0.00%,8c0072
16023,7.28%,53.64%,46.36%,0.00%,880076
16025,11.77%,55.89%,44.11%,0.00%,8e0070
16027,34.50%,67.25%,32.75%,0.00%,ab0053
16029,27.43%,63.71%,36.29%,0.00%,a2005c
16031,37.59%,68.79%,31.21%,0.00%,af004f
16033,35.61%,67.80%,32.20%,0.00%,ac0052
16035,14.61%,42.70%,57.30%,0.00%,6c0092
16037,20.68%,60.34%,39.66%,0.00%,990065
16039,2.49%,51.25%,48.75%,0.00%,82007c
16041,40.59%,70.30%,29.70%,0.00%,b3004b
16043,24.16%,62.08%,37.92%,0.00%,9e0060
16045,17.49%,58.75%,41.25%,0.00%,950069
16047,22.78%,61.39%,38.61%,0.00%,9c0062
16049,2.99%,51.50%,48.50%,0.00%,83007b
16051,20.24%,60.12%,39.88%,0.00%,990065
16053,29.43%,64.71%,35.29%,0.00%,a50059
16055,8.76%,54.38%,45.62%,0.00%,8a0074
16057,15.41%,57.71%,42.29%,0.00%,93006b
16059,26.69%,63.35%,36.65%,0.00%,a1005d
16061,21.60%,39.20%,60.80%,0.00%,63009b
16063,23.66%,61.83%,38.17%,0.00%,9d0061
16065,28.15%,64.07%,35.93%,0.00%,a3005b
16067,27.16%,63.58%,36.42%,0.00%,a2005c
16069,6.73%,46.64%,53.36%,0.00%,760088
16071,28.42%,64.21%,35.79%,0.00%,a3005b
16073,25.90%,62.95%,37.05%,0.00%,a0005e
16075,30.83%,65.41%,34.59%,0.00%,a60058
16077,18.06%,59.03%,40.97%,0.00%,960068
16079,1.66%,50.83%,49.17%,0.00%,81007d
16081,30.24%,65.12%,34.88%,0.00%,a60058
16083,36.20%,68.10%,31.90%,0.00%,ad0051
16085,43.10%,71.55%,28.45%,0.00%,b60048
16087,15.77%,57.89%,42.11%,0.00%,93006b
17001,26.34%,63.12%,36.78%,0.10%,a0005d
17003,3.00%,51.38%,48.38%,0.24%,83007b
17005,20.98%,60.41%,39.43%,0.16%,9a0064
17007,55.99%,77.96%,21.97%,0.07%,c60038
17009,7.36%,53.67%,46.30%,0.03%,880076
17011,41.24%,70.56%,29.33%,0.11%,b3004a
17013,11.62%,55.79%,44.18%,0.03%,8e0070
17015,41.36%,70.60%,29.24%,0.16%,b4004a
17017,10.09%,54.97%,44.88%,0.15%,8c0072
17019,34.23%,67.06%,32.82%,0.12%,ab0053
17021,6.12%,52.91%,46.79%,0.30%,860077
17023,21.53%,60.74%,39.21%,0.05%,9a0063
17025,17.65%,58.73%,41.08%,0.19%,950068
17027,26.97%,63.46%,36.48%,0.06%,a1005d
17029,24.32%,62.13%,37.82%,0.05%,9e0060
17031,13.85%,56.80%,42.95%,0.25%,90006d
17033,26.65%,63.28%,36.63%,0.09%,a1005d
17035,17.47%,58.69%,41.22%,0.09%,950069
17037,51.44%,75.66%,24.22%,0.12%,c0003d
17039,26.34%,63.15%,36.80%,0.05%,a1005d
17041,33.40%,66.66%,33.27%,0.07%,a90054
17043,59.69%,79.76%,20.06%,0.18%,cb0033
17045,29.08%,64.52%,35.44%,0.04%,a4005a
17047,46.79%,73.38%,26.59%,0.03%,bb0043
17049,21.52%,60.67%,39.15%,0.18%,9a0063
17051,15.65%,57.81%,42.15%,0.04%,93006b
17053,47.36%,73.66%,26.30%,0.04%,bb0043
17055,1.96%,50.98%,49.02%,0.00%,81007d
17057,17.39%,58.58%,41.19%,0.23%,950069
17059,1.16%,49.35%,50.51%,0.14%,7d0080
17061,9.36%,54.57%,45.21%,0.22%,8b0073
17063,48.94%,74.46%,25.51%,0.03%,bd0041
17065,15.56%,57.75%,42.19%,0.06%,93006b
17067,26.90%,63.41%,36.50%,0.09%,a1005d
17069,14.09%,56.93%,42.84%,0.23%,91006d
17071,30.23%,65.08%,34.85%,0.07%,a50058
17073,31.08%,65.46%,34.38%,0.16%,a60057
17075,45.86%,72.88%,27.02%,0.10%,b90044
17077,17.49%,58.72%,41.23%,0.05%,950069
17079,3.53%,51.77%,48.23%,0.00%,84007a
17081,8.73%,54.36%,45.64%,0.00%,8a0074
17083,10.54%,55.24%,44.70%,0.06%,8c0071
17085,39.81%,69.81%,30.00%,0.19%,b2004c
17087,31.48%,65.72%,34.24%,0.04%,a70057
17089,45.71%,72.82%,27.10%,0.08%,b90045
17091,32.92%,66.39%,33.47%,0.14%,a90055
17093,56.41%,78.15%,21.74%,0.11%,c70037
17095,32.20%,66.04%,33.83%,0.13%,a80056
17097,34.78%,67.33%,32.54%,0.13%,ab0052
17099,29.20%,64.52%,35.32%,0.16%,a4005a
17101,23.86%,61.89%,38.03%,0.08%,9d0060
17103,43.99%,71.98%,27.99%,0.03%,b70047
17105,45.67%,72.82%,27.15%,0.03%,b90045
17107,33.31%,66.61%,33.29%,0.10%,a90054
17109,43.02%,71.48%,28.46%,0.06%,b60048
17111,56.90%,78.34%,21.45%,0.21%,c70036
17113,35.23%,67.59%,32.36%,0.05%,ac0052
17115,9.07%,54.51%,45.43%,0.06%,8b0073
17117,0.05%,49.90%,49.96%,0.14%,7f007f
17119,9.71%,45.10%,54.80%,0.10%,73008b
17121,11.67%,55.78%,44.11%,0.11%,8e0070
17123,35.91%,67.92%,32.01%,0.07%,ad0051
17125,18.73%,59.29%,40.55%,0.16%,970067
17127,28.75%,64.34%,35.59%,0.07%,a4005a
17129,26.97%,63.44%,36.48%,0.08%,a1005d
17131,31.73%,65.82%,34.10%,0.08%,a70056
17133,28.07%,64.03%,35.96%,0.01%,a3005b
17135,12.77%,56.36%,43.59%,0.05%,8f006f
17137,23.70%,61.82%,38.11%,0.07%,9d0061
17139,15.43%,57.65%,42.23%,0.12%,93006b
17141,56.51%,78.21%,21.70%,0.09%,c70037
17143,25.56%,62.72%,37.15%,0.13%,9f005e
17145,14.12%,57.06%,42.94%,0.00%,91006d
17147,32.47%,66.23%,33.76%,0.01%,a80056
17149,4.75%,52.31%,47.55%,0.14%,850079
17151,33.27%,66.62%,33.35%,0.03%,a90055
17153,13.77%,56.74%,42.97%,0.29%,90006d
17155,30.71%,65.28%,34.57%,0.15%,a60058
17157,10.91%,55.44%,44.53%,0.03%,8d0071
17159,36.17%,68.05%,31.88%,0.07%,ad0051
17161,3.63%,51.72%,48.09%,0.19%,83007a
17163,14.18%,42.77%,56.94%,0.29%,6d0091
17165,8.06%,53.96%,45.91%,0.13%,890075
17167,19.46%,59.71%,40.24%,0.05%,980066
17169,16.68%,58.22%,41.54%,0.24%,940069
17171,21.82%,60.91%,39.09%,0.00%,9b0063
17173,13.99%,56.94%,42.95%,0.11%,91006d
17175,48.68%,74.32%,25.64%,0.04%,bd0041
17177,38.30%,69.10%,30.80%,0.10%,b0004e
17179,18.66%,59.27%,40.61%,0.12%,970067
17181,1.81%,49.06%,50.87%,0.07%,7d0081
17183,19.16%,59.51%,40.35%,0.14%,970066
17185,23.96%,61.92%,37.97%,0.11%,9d0060
17187,43.32%,71.63%,28.31%,0.06%,b60048
17189,30.47%,65.14%,34.67%,0.19%,a60058
17191,22.89%,61.37%,38.49%,0.14%,9c0062
17193,12.37%,56.13%,43.77%,0.10%,8f006f
17195,48.06%,73.95%,25.89%,0.16%,bc0042
17197,28.82%,64.34%,35.52%,0.14%,a4005a
17199,12.99%,56.44%,43.45%,0.11%,8f006e
17201,24.87%,62.38%,37.51%,0.11%,9f005f
17203,44.54%,72.18%,27.64%,0.18%,b80046
18001,33.24%,66.11%,32.87%,1.02%,a80253
18003,39.08%,69.43%,30.35%,0.22%,b1004d
18005,20.01%,59.78%,39.77%,0.45%,980165
18007,34.20%,67.02%,32.83%,0.15%,aa0053
18009,9.94%,54.52%,44.58%,0.90%,8b0271
18011,23.37%,61.56%,38.19%,0.25%,9c0061
18013,2.92%,51.23%,48.31%,0.46%,82017b
18015,26.81%,63.26%,36.45%,0.29%,a1005c
18017,24.78%,62.19%,37.41%,0.40%,9e015f
18019,2.50%,51.09%,48.59%,0.32%,82007b
18021,12.11%,55.91%,43.79%,0.30%,8e006f
18023,21.34%,60.44%,39.10%,0.46%,9a0163
18025,5.03%,51.96%,46.92%,1.12%,840277
18027,25.91%,62.80%,36.89%,0.31%,a0005e
18029,12.98%,56.40%,43.43%,0.17%,8f006e
18031,30.08%,64.87%,34.79%,0.34%,a50058
18033,34.08%,66.75%,32.67%,0.58%,aa0153
18035,8.67%,54.10%,45.43%,0.47%,890173
18037,14.54%,57.19%,42.65%,0.16%,91006c
18039,38.66%,69.05%,30.39%,0.56%,b0014d
18041,12.79%,56.26%,43.47%,0.27%,8f006e
18043,10.77%,55.18%,44.41%,0.41%,8c0171
18045,26.44%,63.11%,36.67%,0.22%,a0005d
18047,26.41%,63.02%,36.61%,0.37%,a0005d
18049,35.78%,67.59%,31.81%,0.60%,ac0151
18051,11.64%,55.58%,43.94%,0.48%,8d0170
18053,29.75%,64.50%,34.75%,0.75%,a40158
18055,9.62%,54.62%,45.00%,0.38%,8b0072
18057,38.39%,68.96%,30.57%,0.47%,af014d
18059,20.33%,59.93%,39.60%,0.47%,980164
18061,10.71%,54.92%,44.22%,0.86%,8c0270
18063,31.35%,65.58%,34.23%,0.19%,a70057
18065,23.41%,61.33%,37.92%,0.75%,9c0160
18067,17.16%,58.26%,41.10%,0.64%,940168
18069,29.08%,64.15%,35.07%,0.78%,a30159
18071,14.98%,57.30%,42.31%,0.39%,92006b
18073,45.55%,72.63%,27.08%,0.29%,b90045
18075,19.17%,59.08%,39.91%,1.01%,960265
18077,20.79%,60.27%,39.48%,0.25%,990064
18079,21.89%,60.72%,38.83%,0.45%,9a0163
18081,24.55%,62.15%,37.60%,0.25%,9e005f
18083,19.98%,59.85%,39.87%,0.28%,980065
18085,44.17%,71.68%,27.51%,0.81%,b60246
18087,41.61%,70.47%,28.85%,0.68%,b30149
18089,4.37%,52.00%,47.63%,0.37%,840079
18091,26.07%,62.90%,36.83%,0.27%,a0005d
18093,28.21%,63.93%,35.73%,0.34%,a3005b
18095,8.80%,54.21%,45.42%,0.37%,8a0073
18097,24.19%,61.97%,37.78%,0.25%,9e0060
18099,31.95%,65.72%,33.78%,0.50%,a70156
18101,11.39%,55.63%,44.24%,0.13%,8d0070
18103,25.05%,62.28%,37.24%,0.48%,9e015e
18105,26.13%,62.92%,36.79%,0.29%,a0005d
18107,31.24%,65.41%,34.17%,0.42%,a60157
18109,27.34%,63.48%,36.14%,0.38%,a1005c
18111,49.29%,74.49%,25.20%,0.31%,bd0040
18113,33.81%,66.64%,32.84%,0.52%,a90153
18115,6.44%,53.07%,46.63%,0.30%,870076
18117,25.08%,62.37%,37.28%,0.35%,9f005f
18119,17.52%,58.48%,40.96%,0.56%,950168
18121,18.34%,59.04%,40.70%,0.26%,960067
18123,10.11%,55.00%,44.89%,0.11%,8c0072
18125,15.51%,57.34%,41.83%,0.83%,92026a
18127,45.64%,72.71%,27.07%,0.22%,b90045
18129,19.14%,59.44%,40.30%,0.26%,970066
18131,25.52%,62.07%,36.54%,1.39%,9e035d
18133,18.72%,59.26%,40.53%,0.21%,970067
18135,31.13%,65.02%,33.89%,1.09%,a50256
18137,23.99%,61.85%,37.86%,0.29%,9d0060
18139,29.79%,64.69%,34.90%,0.41%,a40158
18141,3.27%,51.41%,48.15%,0.44%,83017a
18143,1.72%,50.63%,48.91%,0.46%,81017c
18145,16.50%,58.00%,41.50%,0.50%,930169
18147,20.92%,60.31%,39.40%,0.29%,990064
18149,20.29%,59.94%,39.65%,0.41%,980165
18151,43.51%,71.56%,28.05%,0.39%,b60047
18153,1.83%,48.79%,50.63%,0.58%,7c0181
18155,0.95%,49.28%,50.23%,0.49%,7d0180
18157,40.72%,70.25%,29.53%,0.22%,b3004b
18159,19.49%,59.47%,39.98%,0.55%,970165
18161,27.22%,63.47%,36.25%,0.28%,a1005c
18163,15.76%,57.68%,41.92%,0.40%,93016a
18165,1.93%,50.81%,48.88%,0.31%,81007c
18167,1.14%,50.44%,49.29%,0.27%,80007d
18169,43.00%,71.18%,28.18%,0.64%,b50147
18171,35.66%,67.61%,31.96%,0.43%,ac0151
18173,14.73%,57.21%,42.49%,0.30%,91006c
18175,11.61%,55.66%,44.04%,0.30%,8d0070
18177,23.96%,61.76%,37.80%,0.44%,9d0160
18179,17.58%,58.32%,40.74%,0.94%,940267
18181,35.07%,67.42%,32.36%,0.22%,ab0052
18183,26.92%,63.23%,36.31%,0.46%,a1015c
19001,18.37%,59.16%,40.79%,0.05%,960068
19003,12.24%,55.92%,43.68%,0.40%,8e016f
19005,32.72%,66.23%,33.51%,0.26%,a80055
19007,10.12%,55.00%,44.89%,0.11%,8c0072
19009,8.36%,54.16%,45.80%,0.04%,8a0074
19011,16.87%,56.31%,39.44%,4.25%,8f0a64
19013,16.11%,57.99%,41.88%,0.13%,93006a
19015,7.36%,53.65%,46.28%,0.07%,880076
19017,34.40%,67.15%,32.75%,0.10%,ab0053
19019,22.13%,61.01%,38.88%,0.11%,9b0063
19021,22.60%,61.25%,38.65%,0.10%,9c0062
19023,42.46%,71.21%,28.75%,0.04%,b50049
19025,18.74%,57.49%,38.75%,3.76%,920962
19027,6.70%,53.29%,46.60%,0.11%,870076
19029,36.79%,68.34%,31.56%,0.10%,ae0050
19031,29.45%,64.71%,35.26%,0.03%,a50059
19033,14.13%,57.00%,42.86%,0.14%,91006d
19035,19.40%,59.67%,40.28%,0.05%,980066
19037,12.41%,56.10%,43.70%,0.20%,8f006f
19039,12.12%,55.99%,43.87%,0.14%,8e006f
19041,26.09%,62.36%,36.26%,1.38%,9f035c
19043,19.63%,59.76%,40.12%,0.12%,980066
19045,27.45%,63.62%,36.17%,0.21%,a2005c
19047,10.26%,55.03%,44.77%,0.20%,8c0072
19049,12.15%,56.06%,43.92%,0.02%,8e006f
19051,3.96%,51.88%,47.92%,0.20%,84007a
19053,1.85%,50.86%,49.01%,0.13%,81007c
19055,37.17%,68.49%,31.32%,0.19%,ae004f
19057,11.88%,55.88%,44.00%,0.12%,8e0070
19059,18.56%,59.14%,40.57%,0.29%,960067
19061,15.20%,57.36%,42.16%,0.48%,92016b
19063,27.45%,63.68%,36.24%,0.08%,a2005c
19065,23.15%,61.51%,38.36%,0.13%,9c0061
19067,24.51%,62.17%,37.66%,0.17%,9e0060
19069,28.94%,64.41%,35.47%,0.12%,a4005a
19071,17.91%,58.81%,40.90%,0.29%,950068
19073,20.29%,59.41%,39.12%,1.47%,970363
19075,44.05%,71.99%,27.95%,0.06%,b70047
19077,17.91%,58.91%,41.00%,0.09%,960068
19079,19.32%,59.56%,40.25%,0.19%,970066
19081,21.11%,60.51%,39.40%,0.09%,9a0064
19083,27.48%,63.67%,36.19%,0.14%,a2005c
19085,16.79%,58.30%,41.51%,0.19%,940069
19087,37.09%,68.49%,31.39%,0.12%,ae0050
19089,5.83%,52.85%,47.02%,0.13%,860077
19091,15.23%,57.58%,42.35%,0.07%,92006b
19093,21.53%,60.75%,39.23%,0.02%,9a0064
19095,27.29%,62.68%,35.40%,1.92%,9f045a
19097,26.88%,62.61%,35.72%,1.67%,9f045b
19099,13.46%,56.67%,43.21%,0.12%,90006e
19101,25.62%,62.76%,37.15%,0.09%,a0005e
19103,12.61%,56.28%,43.67%,0.05%,8f006f
19105,25.13%,62.51%,37.38%,0.11%,9f005f
19107,12.37%,56.13%,43.76%,0.11%,8f006f
19109,9.55%,54.74%,45.18%,0.08%,8b0073
19111,16.87%,58.35%,41.48%,0.17%,940069
19113,21.29%,60.60%,39.31%,0.09%,9a0064
19115,26.27%,63.07%,36.81%,0.12%,a0005d
19117,16.56%,58.25%,41.68%,0.07%,94006a
19119,41.72%,70.83%,29.11%,0.06%,b4004a
19121,18.81%,59.34%,40.53%,0.13%,970067
19123,26.27%,62.21%,35.93%,1.86%,9e045b
19125,12.44%,56.13%,43.69%,0.18%,8f006f
19127,27.70%,62.74%,35.04%,2.22%,9f0559
19129,30.11%,64.89%,34.78%,0.33%,a50058
19131,22.68%,61.29%,38.61%,0.10%,9c0062
19133,5.13%,52.47%,47.34%,0.19%,850078
19135,6.56%,53.17%,46.61%,0.22%,870076
19137,31.79%,65.77%,33.98%,0.25%,a70056
19139,19.82%,59.81%,39.99%,0.20%,980065
19141,34.74%,67.32%,32.57%,0.11%,ab0053
19143,25.29%,62.57%,37.28%,0.15%,9f005f
19145,42.12%,70.98%,28.86%,0.16%,b40049
19147,2.30%,51.14%,48.83%,0.03%,82007c
19149,34.83%,67.42%,32.58%,0.00%,ab0053
19151,5.94%,52.89%,46.95%,0.16%,860077
19153,8.11%,54.02%,45.91%,0.07%,890075
19155,16.09%,57.87%,41.78%,0.35%,93006a
19157,17.64%,58.81%,41.17%,0.02%,950068
19159,20.89%,60.42%,39.53%,0.05%,9a0064
19161,20.01%,59.99%,39.98%,0.03%,980065
19163,19.10%,59.37%,40.27%,0.36%,970066
19165,14.44%,56.78%,42.35%,0.87%,90026b
19167,56.66%,78.29%,21.63%,0.08%,c70037
19169,35.19%,67.54%,32.34%,0.12%,ac0052
19171,10.74%,55.25%,44.51%,0.24%,8c0071
19173,18.35%,59.10%,40.75%,0.15%,960067
19175,24.50%,62.21%,37.70%,0.09%,9e0060
19177,27.62%,63.79%,36.17%,0.04%,a2005c
19179,2.61%,48.65%,51.26%,0.09%,7c0082
19181,18.54%,59.19%,40.65%,0.16%,960067
19183,31.79%,65.84%,34.05%,0.11%,a70056
19185,13.35%,56.64%,43.29%,0.07%,90006e
19187,5.68%,52.72%,47.04%,0.24%,860077
19189,21.77%,60.84%,39.07%,0.09%,9b0063
19191,18.56%,59.20%,40.64%,0.16%,960067
19193,11.89%,55.89%,44.00%,0.11%,8e0070
19195,4.55%,52.25%,47.71%,0.04%,850079
19197,17.54%,58.70%,41.16%,0.14%,950068
20001,42.61%,71.15%,28.54%,0.31%,b50048
20003,38.34%,69.01%,30.67%,0.32%,af004e
20005,28.27%,64.08%,35.81%,0.11%,a3005b
20007,36.90%,68.32%,31.43%,0.25%,ae0050
20009,32.66%,66.17%,33.51%,0.32%,a80055
20011,25.34%,62.39%,37.05%,0.56%,9f015e
20013,54.20%,76.95%,22.75%,0.30%,c4003a
20015,21.74%,60.73%,38.99%,0.28%,9a0063
20017,49.09%,74.45%,25.36%,0.19%,bd0040
20019,42.02%,70.85%,28.83%,0.32%,b40049
20021,17.16%,58.39%,41.22%,0.39%,940069
20023,37.95%,68.79%,30.84%,0.37%,af004e
20025,40.11%,69.83%,29.72%,0.45%,b2014b
20027,61.23%,80.17%,18.93%,0.90%,cc0230
20029,37.76%,68.61%,30.85%,0.54%,ae014e
20031,44.82%,72.24%,27.41%,0.35%,b80045
20033,45.44%,72.40%,26.96%,0.64%,b80144
20035,28.30%,63.93%,35.63%,0.44%,a3015a
20037,10.20%,54.93%,44.73%,0.34%,8c0072
20039,37.47%,68.58%,31.11%,0.31%,ae004f
20041,50.16%,74.91%,24.75%,0.34%,bf003f
20043,44.55%,72.14%,27.59%,0.27%,b70046
20045,43.95%,71.85%,27.90%,0.25%,b70047
20047,40.24%,69.93%,29.69%,0.38%,b2004b
20049,40.17%,69.90%,29.73%,0.37%,b2004b
20051,18.70%,59.33%,40.62%,0.05%,970067
20053,30.16%,64.90%,34.74%,0.36%,a50058
20055,34.11%,66.87%,32.76%,0.37%,aa0053
20057,34.27%,66.84%,32.57%,0.59%,aa0153
20059,43.20%,71.42%,28.22%,0.36%,b60047
20061,31.60%,65.54%,33.94%,0.52%,a70156
20063,45.24%,72.29%,27.05%,0.66%,b80144
20065,39.43%,69.49%,30.06%,0.45%,b1014c
20067,39.33%,69.47%,30.14%,0.39%,b1004c
20069,34.01%,66.77%,32.76%,0.47%,aa0153
20071,54.70%,77.09%,22.39%,0.52%,c40139
20073,40.37%,70.01%,29.64%,0.35%,b2004b
20075,21.95%,60.66%,38.71%,0.63%,9a0162
20077,40.49%,69.99%,29.49%,0.52%,b2014b
20079,40.81%,70.20%,29.39%,0.41%,b3014a
20081,41.50%,70.49%,29.00%,0.51%,b30149
20083,43.63%,71.62%,27.99%,0.39%,b60047
20085,43.68%,71.72%,28.03%,0.25%,b60047
20087,40.90%,70.24%,29.34%,0.42%,b3014a
20089,52.51%,75.51%,23.00%,1.49%,c0033a
20091,42.88%,71.40%,28.52%,0.08%,b60048
20093,34.20%,66.98%,32.78%,0.24%,aa0053
20095,38.50%,69.08%,30.58%,0.34%,b0004d
20097,53.24%,76.18%,22.94%,0.88%,c2023a
20099,19.13%,59.35%,40.21%,0.44%,970166
20101,44.48%,72.09%,27.62%,0.29%,b70046
20103,23.33%,61.55%,38.22%,0.23%,9c0061
20105,52.82%,76.20%,23.39%,0.41%,c2013b
20107,43.45%,71.64%,28.19%,0.17%,b60047
20109,45.65%,72.61%,26.95%,0.44%,b90144
20111,35.18%,67.34%,32.16%,0.50%,ab0152
20113,48.23%,73.75%,25.52%,0.73%,bc0141
20115,52.50%,75.99%,23.49%,0.52%,c1013b
20117,38.84%,69.25%,30.41%,0.34%,b0004d
20119,49.46%,74.30%,24.84%,0.86%,bd023f
20121,18.89%,59.30%,40.41%,0.29%,970067
20123,44.77%,72.16%,27.39%,0.45%,b80145
20125,29.07%,64.34%,35.27%,0.39%,a40059
20127,37.62%,68.55%,30.93%,0.52%,ae014e
20129,30.07%,64.76%,34.69%,0.55%,a50158
20131,34.51%,67.11%,32.60%,0.29%,ab0053
20133,32.30%,65.99%,33.69%,0.32%,a80055
20135,42.19%,70.79%,28.60%,0.61%,b40148
20137,43.57%,71.58%,28.00%,0.42%,b60147
20139,35.09%,67.28%,32.19%,0.53%,ab0152
20141,48.14%,73.72%,25.58%,0.70%,bb0141
20143,38.17%,68.80%,30.64%,0.56%,af014e
20145,27.91%,63.73%,35.82%,0.45%,a2015b
20147,51.63%,75.49%,23.86%,0.65%,c0013c
20149,50.38%,74.97%,24.59%,0.44%,bf013e
20151,29.66%,64.53%,34.87%,0.60%,a40158
20153,40.09%,69.88%,29.79%,0.33%,b2004b
20155,33.58%,66.56%,32.98%,0.46%,a90154
20157,38.13%,68.76%,30.63%,0.61%,af014e
20159,41.21%,70.48%,29.27%,0.25%,b3004a
20161,54.05%,76.84%,22.80%,0.36%,c3003a
20163,42.19%,70.88%,28.68%,0.44%,b40149
20165,29.96%,64.87%,34.91%,0.22%,a50059
20167,43.80%,71.78%,27.98%,0.24%,b70047
20169,38.87%,69.32%,30.45%,0.23%,b0004d
20171,50.49%,75.11%,24.62%,0.27%,bf003e
20173,22.44%,61.08%,38.64%,0.28%,9b0062
20175,42.38%,70.95%,28.58%,0.47%,b40148
20177,33.31%,66.52%,33.21%,0.27%,a90054
20179,35.18%,67.41%,32.23%,0.36%,ab0052
20181,30.72%,64.97%,34.25%,0.78%,a50157
20183,46.51%,72.95%,26.45%,0.60%,ba0143
20185,37.24%,68.37%,31.13%,0.50%,ae014f
20187,41.30%,70.20%,28.90%,0.90%,b30249
20189,38.37%,69.00%,30.62%,0.38%,af004e
20191,26.31%,62.95%,36.64%,0.41%,a0015d
20193,24.65%,62.06%,37.41%,0.53%,9e015f
20195,39.20%,69.41%,30.21%,0.38%,b0004d
20197,53.44%,76.63%,23.19%,0.18%,c3003b
20199,46.01%,72.69%,26.67%,0.64%,b90144
20201,50.19%,74.81%,24.62%,0.57%,be013e
20203,41.00%,70.41%,29.41%,0.18%,b3004a
20205,46.33%,73.00%,26.67%,0.33%,ba0044
20207,42.47%,70.88%,28.40%,0.72%,b40148
20209,4.46%,47.64%,52.10%,0.26%,790084
21001,25.05%,62.50%,37.45%,0.05%,9f005f
21003,23.59%,61.62%,38.03%,0.35%,9d0060
21005,5.31%,47.27%,52.58%,0.15%,780086
21007,57.16%,21.29%,78.46%,0.25%,3600c8
21009,10.62%,44.68%,55.30%,0.02%,71008d
21011,8.05%,45.79%,53.84%,0.37%,740089
21013,20.74%,60.29%,39.55%,0.16%,990064
21015,3.38%,51.54%,48.16%,0.30%,83007a
21017,13.61%,42.75%,56.36%,0.89%,6d028f
21019,14.72%,57.28%,42.56%,0.16%,92006c
21021,0.13%,49.81%,49.94%,0.25%,7f007f
21023,7.30%,53.54%,46.25%,0.21%,880075
21025,14.51%,42.71%,57.22%,0.07%,6c0091
21027,13.75%,56.72%,42.98%,0.30%,90006d
21029,6.34%,46.78%,53.12%,0.10%,770087
21031,46.55%,73.19%,26.63%,0.18%,ba0043
21033,5.15%,52.32%,47.17%,0.51%,850178
21035,45.63%,27.09%,72.72%,0.19%,4500b9
21037,28.31%,63.82%,35.51%,0.67%,a2015a
21039,54.37%,22.72%,77.09%,0.19%,3900c4
21041,31.33%,34.08%,65.41%,0.51%,5601a6
21043,24.40%,62.09%,37.68%,0.23%,9e0060
21045,45.17%,72.48%,27.31%,0.21%,b80045
21047,13.26%,43.18%,56.43%,0.39%,6e008f
21049,8.69%,45.48%,54.16%,0.36%,73008a
21051,65.22%,82.52%,17.31%,0.17%,d2002c
