id,margin,hughes,wilson,other,other2,hex_color
19161,11.45%, 55.03%, 43.58%,1.39%,-,8c036f
19163,21.10%, 56.39%, 35.29%,8.32%, 7.74%,8f1559
19165,4.05%, 47.50%, 51.55%,0.95%,-,790283
19167,4.87%, 51.89%, 47.03%,1.08%,-,840277
19169,34.67%, 66.18%, 31.51%,2.31%,-,a80550
19171,8.53%, 53.37%, 44.85%,1.78%,-,880472
19173,10.94%, 54.70%, 43.75%,1.55%,-,8b036f
19175,1.58%, 49.95%, 48.37%,1.68%,-,7f047b
19177,6.82%, 52.52%, 45.69%,1.79%,-,850474
19179,4.38%, 47.65%, 43.28%,9.07%, 8.52%,79176e
19181,6.51%, 52.21%, 45.70%,2.08%,-,850574
19183,12.21%, 55.31%, 43.10%,1.59%,-,8d046d
19185,0.03%, 48.68%, 48.65%,2.67%,-,7c067c
19187,9.85%, 53.50%, 43.66%,2.84%, 2.06%,88076f
19189,48.06%, 72.92%, 24.86%,2.21%,-,b9053f
19191,18.51%, 57.87%, 39.36%,2.77%, 2.43%,930764
19193,20.76%, 38.61%, 59.38%,2.01%,-,620597
19195,43.19%, 70.44%, 27.25%,2.31%,-,b30545
19197,38.43%, 68.22%, 29.79%,1.99%,-,ad054b
20001,0.88%, 47.78%, 46.90%,5.319999999999999%, 4.10%,790d77
20003,6.50%, 43.95%, 50.45%,5.6%, 4.18%,700e80
20005,0.11%, 48.61%, 48.72%,2.67%,-,7b067c
20007,10.77%, 40.97%, 51.74%,4.32%, 4.32%,680b83
20009,6.17%, 44.46%, 50.63%,4.91%, 3.26%,710c81
20011,20.51%, 37.58%, 58.09%,4.33%, 3.37%,5f0b94
20013,9.62%, 52.86%, 43.25%,3.89%, 2.35%,86096e
20015,7.57%, 43.16%, 50.73%,3.54%, 3.54%,6e0981
20017,7.42%, 44.14%, 51.56%,4.29%, 2.60%,700a83
20019,8.29%, 49.69%, 41.40%,8.91%, 8.22%,7e1669
20021,15.87%, 37.55%, 53.41%,9.04%, 8.04%,5f1788
20023,18.44%, 31.78%, 50.22%,11.3%, 11.30%,511c80
20025,23.64%, 34.39%, 58.03%,3.11%, 3.11%,570793
20027,1.06%, 47.70%, 46.63%,5.67%, 4.02%,790e76
20029,13.45%, 39.92%, 53.37%,2.63%, 2.63%,650688
20031,5.24%, 45.57%, 50.81%,3.6100000000000003%, 2.62%,740981
20033,12.16%, 38.55%, 50.71%,5.85%, 5.85%,620e81
20035,5.51%, 43.87%, 49.37%,6.76%, 5.07%,6f117d
20037,5.38%, 38.12%, 43.50%,18.39%, 17.69%,612e6e
20039,39.22%, 27.73%, 66.95%,5.31%, 4.02%,460daa
20041,6.79%, 45.06%, 51.85%,3.09%,-,720784
20043,18.69%, 58.05%, 39.36%,2.59%,-,940664
20045,12.36%, 53.87%, 41.52%,1.85%,-,890469
20047,9.62%, 40.80%, 50.42%,3.17%, 3.17%,680880
20049,7.05%, 43.94%, 50.99%,5.07%, 4.05%,700c82
20051,31.85%, 32.87%, 64.72%,2.41%,-,5306a5
20053,0.22%, 48.33%, 48.11%,3.55%,-,7b097a
20055,4.56%, 42.75%, 47.31%,6.39%, 6.39%,6d1078
20057,12.19%, 40.29%, 52.47%,3.19%, 3.19%,660885
20059,2.83%, 45.17%, 47.99%,3.53%, 3.53%,73097a
20061,0.25%, 48.20%, 48.45%,3.3400000000000003%, 2.70%,7a087b
20063,13.73%, 40.07%, 53.81%,3.43%, 3.43%,660889
20065,20.17%, 35.63%, 55.79%,8.59%, 7.47%,5a158e
20067,1.78%, 44.54%, 46.33%,7.13%, 7.13%,711276
20069,13.42%, 38.66%, 52.08%,5.27%, 5.27%,620d84
20071,8.71%, 43.57%, 34.85%,14.32%, 14.32%,6f2458
20073,0.24%, 48.28%, 48.03%,3.69%, 2.83%,7b097a
20075,0.95%, 44.05%, 45.00%,8.71%, 8.71%,701672
20077,17.42%, 36.79%, 54.22%,3.99%, 3.99%,5d0a8a
20079,4.90%, 48.98%, 44.08%,4.67%, 4.67%,7c0b70
20081,14.74%, 36.20%, 50.95%,8.32%, 8.32%,5c1581
20083,13.08%, 37.45%, 50.53%,2.99%, 2.99%,5f0780
20085,8.31%, 53.43%, 45.12%,1.46%,-,880373
20087,4.06%, 50.49%, 46.44%,3.07%,-,800776
20089,15.27%, 39.84%, 55.11%,1.78%,-,65048c
20091,2.04%, 47.68%, 49.72%,2.59%,-,79067e
20093,4.04%, 45.29%, 41.25%,9.18%, 9.18%,731769
20095,14.87%, 38.26%, 53.13%,3.38%, 3.38%,610887
20097,2.50%, 40.97%, 43.47%,1.82%,-,68046e
20099,8.74%, 42.61%, 51.35%,6.04%, 5.25%,6c0f82
20101,26.15%, 32.07%, 58.22%,7.16%, 7.16%,511294
20103,3.83%, 45.46%, 49.29%,5.25%, 4.40%,730d7d
20105,9.90%, 43.55%, 53.45%,2.99%,-,6f0788
20107,3.89%, 45.47%, 49.36%,5.17%, 4.31%,730d7d
20109,8.31%, 42.05%, 50.36%,4.97%, 4.97%,6b0c80
20111,13.08%, 40.28%, 53.36%,3.41%, 3.41%,660888
20113,0.86%, 47.61%, 46.75%,2.98%, 2.98%,790777
20115,10.01%, 52.14%, 42.13%,5.7299999999999995%, 4.14%,840e6b
20117,3.35%, 50.08%, 46.74%,3.1799999999999997%, 2.02%,7f0877
20119,0.18%, 44.96%, 45.15%,3.28%, 3.28%,720873
20121,13.00%, 41.74%, 54.74%,3.52%, 2.69%,6a088b
20123,13.46%, 41.42%, 54.88%,3.6900000000000004%, 2.35%,69098b
20125,10.98%, 41.45%, 52.44%,6.109999999999999%, 4.97%,690f85
20127,5.75%, 45.73%, 51.48%,2.8%,-,740783
20129,5.45%, 42.41%, 47.85%,5.34%, 5.34%,6c0d7a
20131,0.16%, 49.19%, 49.03%,1.78%,-,7d047d
20133,9.07%, 43.87%, 52.94%,3.2%, 2.58%,6f0886
20135,11.61%, 37.62%, 49.23%,7.18%, 7.18%,5f127d
20137,26.73%, 34.28%, 61.01%,4.71%, 3.67%,570c9b
20139,6.00%, 44.69%, 50.69%,4.62%, 3.40%,710b81
20141,9.29%, 42.29%, 51.58%,1.61%,-,6b0483
20143,14.06%, 40.55%, 54.61%,2.36%, 2.36%,67068b
20145,16.33%, 38.72%, 55.05%,3.1%, 3.10%,62078c
20147,11.81%, 41.84%, 53.65%,4.52%, 2.75%,6a0b88
20149,12.89%, 55.66%, 42.77%,1.57%,-,8d046d
20151,16.40%, 37.93%, 54.34%,2.71%, 2.71%,60068a
20153,20.43%, 35.05%, 55.48%,7.2%, 7.20%,59128d
20155,1.25%, 46.05%, 44.80%,6.31%, 6.31%,751072
20157,13.35%, 41.65%, 55.00%,3.35%, 2.12%,6a088c
20159,5.25%, 42.62%, 47.86%,3.21%, 3.21%,6c087a
20161,10.77%, 52.34%, 41.57%,6.08%, 4.71%,850f6a
20163,18.26%, 38.29%, 56.54%,2.62%, 2.62%,610690
20165,8.69%, 41.66%, 50.34%,5.89%, 5.89%,6a0f80
20167,1.87%, 48.88%, 47.01%,1.92%,-,7c0477
20169,9.51%, 43.25%, 52.76%,3.99%, 2.44%,6e0a86
20171,21.35%, 33.15%, 54.50%,8.76%, 8.76%,54168a
20173,9.55%, 41.79%, 51.34%,3.33%, 3.33%,6a0882
20175,21.74%, 34.52%, 56.26%,4.94%, 4.94%,580c8f
20177,13.76%, 54.90%, 41.14%,3.97%, 2.22%,8b0a68
20179,21.16%, 37.49%, 58.66%,3.84%, 2.71%,5f0995
20181,32.52%, 30.83%, 63.35%,5.83%, 4.61%,4e0ea1
20183,13.02%, 41.08%, 54.10%,2.76%, 2.76%,680789
20185,7.76%, 41.87%, 49.63%,4.02%, 4.02%,6a0a7e
20187,2.48%, 44.55%, 42.08%,5.45%, 5.45%,710d6b
20189,21.83%, 33.48%, 55.31%,3.94%, 3.94%,550a8d
20191,13.90%, 39.37%, 53.27%,4.42%, 4.42%,640b87
20193,31.88%, 31.15%, 63.03%,5.82%, 4.90%,4f0ea0
20195,11.01%, 42.07%, 53.08%,4.85%, 3.30%,6b0c87
20197,20.86%, 58.95%, 38.10%,2.95%,-,960761
20199,12.02%, 39.48%, 51.50%,9.02%, 8.19%,641783
20201,6.18%, 51.72%, 45.54%,2.75%,-,830774
20203,2.08%, 44.04%, 46.12%,5.96%, 5.96%,700f75
20205,7.38%, 41.81%, 49.18%,9.0%, 7.78%,6a167d
20207,1.74%, 48.21%, 46.48%,5.31%, 4.17%,7a0d76
20209,12.04%, 41.86%, 53.89%,4.25%, 3.10%,6a0a89
21001,5.29%, 52.43%, 47.14%,0.42%,-,850178
21003,13.05%, 56.03%, 42.98%,0.99%,-,8e026d
21005,17.45%, 40.76%, 58.21%,1.03%,-,670294
21007,50.97%, 23.05%, 74.02%,2.93%, 2.50%,3a07bc
21009,15.42%, 41.81%, 57.24%,0.95%,-,6a0291
21011,13.71%, 42.77%, 56.48%,0.75%,-,6d0190
21013,40.86%, 69.67%, 28.80%,1.53%,-,b10349
21015,57.97%, 20.84%, 78.81%,0.35%,-,3500c8
21017,11.14%, 44.04%, 55.18%,0.77%,-,70018c
21019,2.52%, 50.20%, 47.68%,2.12%,-,800579
21021,15.62%, 41.83%, 57.45%,0.73%,-,6a0192
21023,21.04%, 38.33%, 59.37%,2.3%,-,610597
21025,13.14%, 43.09%, 56.23%,0.68%,-,6d018f
21027,7.87%, 53.23%, 45.35%,1.42%,-,870373
21029,29.12%, 35.27%, 64.39%,0.34%,-,5900a4
21031,35.59%, 67.34%, 31.75%,0.9%,-,ab0250
21033,2.00%, 50.01%, 48.01%,1.97%,-,7f057a
21035,51.14%, 22.73%, 73.88%,3.39%, 2.99%,3908bc
21037,11.72%, 41.90%, 53.62%,4.48%, 3.77%,6a0b88
21039,52.72%, 22.61%, 75.33%,2.06%,-,3905c0
21041,52.88%, 23.15%, 76.03%,0.82%,-,3b02c1
21043,17.93%, 58.48%, 40.55%,0.98%,-,950267
21045,17.88%, 58.37%, 40.49%,1.14%,-,940267
21047,11.40%, 55.11%, 43.71%,1.18%,-,8c036f
21049,20.26%, 39.45%, 59.71%,0.84%,-,640298
21051,46.78%, 73.21%, 26.43%,0.35%,-,ba0043
21053,53.30%, 76.23%, 22.93%,0.85%,-,c2023a
21055,10.30%, 54.50%, 44.20%,1.31%,-,8a0370
21057,35.94%, 67.60%, 31.67%,0.73%,-,ac0150
21059,13.77%, 42.60%, 56.37%,1.03%,-,6c028f
21061,17.60%, 58.34%, 40.74%,0.92%,-,940267
21063,37.11%, 31.12%, 68.23%,0.65%,-,4f01ad
21065,12.62%, 55.93%, 43.30%,0.77%,-,8e016e
21067,7.36%, 45.95%, 53.30%,0.75%,-,750187
21069,9.81%, 44.60%, 54.41%,1.0%,-,71028a
21071,9.69%, 44.84%, 54.53%,0.64%,-,72018b
21073,39.97%, 29.70%, 69.67%,0.62%,-,4b01b1
21075,48.56%, 24.97%, 73.53%,1.5%,-,3f03bb
21077,57.68%, 21.01%, 78.69%,0.3%,-,3500c8
21079,8.36%, 53.78%, 45.42%,0.79%,-,890273
21081,25.79%, 36.44%, 62.24%,1.32%,-,5c039e
21083,44.91%, 26.53%, 71.44%,2.03%,-,4305b6
21085,9.51%, 54.29%, 44.77%,0.94%,-,8a0272
21087,6.48%, 52.88%, 46.40%,0.71%,-,860176
21089,0.03%, 48.37%, 48.34%,3.29%, 2.44%,7b087b
21091,4.74%, 51.14%, 46.41%,2.45%,-,820676
21093,26.70%, 36.38%, 63.08%,0.54%,-,5c01a0
21095,57.64%, 77.73%, 20.09%,2.18%,-,c60533
21097,32.24%, 33.18%, 65.43%,1.39%,-,5403a6
21099,0.41%, 49.12%, 49.53%,1.35%,-,7d037e
21101,24.31%, 36.41%, 60.73%,2.8499999999999996%, 2.05%,5c079a
21103,32.94%, 33.17%, 66.11%,0.71%,-,5401a8
21105,56.37%, 21.05%, 77.42%,1.52%,-,3503c5
21107,1.89%, 48.17%, 50.06%,1.77%,-,7a047f
21109,76.64%, 87.90%, 11.26%,0.85%,-,e0021c
21111,0.78%, 48.68%, 49.46%,1.87%,-,7c047e
21113,12.86%, 42.53%, 55.39%,0.0%,-,6c008d
21115,32.68%, 65.51%, 32.84%,1.65%,-,a70453
21117,31.73%, 32.55%, 64.28%,3.18%, 2.54%,5308a3
21119,43.52%, 28.14%, 71.66%,0.2%,-,4700b6
21121,47.36%, 73.18%, 25.81%,1.01%,-,ba0241
21123,18.01%, 40.71%, 58.72%,0.57%,-,670195
21125,33.21%, 65.29%, 32.08%,2.63%, 2.14%,a60651
21127,0.46%, 49.67%, 49.20%,1.13%,-,7e027d
21129,17.62%, 58.48%, 40.86%,0.67%,-,950168
21131,83.56%, 91.60%, 8.04%,0.36%,-,e90014
21133,32.67%, 65.99%, 33.32%,0.68%,-,a80154
21135,28.26%, 62.66%, 34.40%,2.94%,-,9f0757
21137,8.28%, 44.95%, 53.22%,1.83%,-,720487
21139,15.79%, 40.04%, 55.84%,4.12%, 3.60%,660a8e
21141,14.66%, 42.05%, 56.71%,1.24%,-,6b0390
21143,22.60%, 38.16%, 60.77%,1.07%,-,61029a
21145,16.96%, 39.96%, 56.92%,3.13%, 2.76%,650791
21147,65.93%, 82.28%, 16.36%,1.36%,-,d10329
21149,4.85%, 46.52%, 51.37%,2.1%,-,760582
21151,4.38%, 47.56%, 51.94%,0.5%,-,790184
21153,3.40%, 51.23%, 47.83%,0.93%,-,820279
21155,19.18%, 40.15%, 59.33%,0.52%,-,660197
21157,30.08%, 34.02%, 64.11%,1.87%,-,5604a3
21159,58.45%, 78.40%, 19.96%,1.64%,-,c70432
21161,13.86%, 42.54%, 56.40%,1.06%,-,6c028f
21163,23.75%, 37.11%, 60.86%,2.03%,-,5e059b
21165,32.82%, 33.55%, 66.36%,0.09%,-,5500a9
21167,15.36%, 41.84%, 57.20%,0.96%,-,6a0291
21169,2.81%, 50.97%, 48.16%,0.87%,-,81027a
21171,38.85%, 69.29%, 30.43%,0.28%,-,b0004d
21173,17.45%, 40.88%, 58.33%,0.79%,-,680294
21175,34.54%, 32.43%, 66.97%,0.61%,-,5201aa
21177,9.59%, 53.52%, 43.93%,2.54%, 2.21%,880670
21179,25.90%, 36.64%, 62.54%,0.83%,-,5d029f
21181,30.59%, 34.09%, 64.67%,1.24%,-,5603a4
21183,9.06%, 52.89%, 43.83%,3.28%, 2.51%,86086f
21185,38.42%, 30.34%, 68.76%,0.9%,-,4d02af
21187,62.32%, 18.38%, 80.70%,0.91%,-,2e02cd
21189,70.62%, 84.88%, 14.25%,0.87%,-,d80224
21191,17.56%, 40.57%, 58.12%,1.31%,-,670394
21193,41.03%, 69.28%, 28.25%,2.47%,-,b00648
21195,10.36%, 54.71%, 44.34%,0.95%,-,8b0271
21197,12.65%, 43.68%, 56.32%,0.0%,-,6f008f
21199,23.81%, 61.35%, 37.54%,1.11%,-,9c025f
21201,22.90%, 38.32%, 61.22%,0.46%,-,61019c
21203,33.07%, 66.28%, 33.21%,0.51%,-,a90154
21205,3.26%, 51.17%, 47.91%,0.92%,-,82027a
21207,20.08%, 59.38%, 39.30%,1.33%,-,970364
21209,27.27%, 36.02%, 63.30%,0.68%,-,5b01a1
21211,21.98%, 38.78%, 60.76%,0.46%,-,62019a
21213,32.61%, 33.41%, 66.03%,0.56%,-,5501a8
21215,36.38%, 31.62%, 68.00%,0.37%,-,5000ad
21217,1.03%, 49.04%, 50.07%,0.88%,-,7d027f
21219,10.05%, 44.19%, 54.24%,1.56%,-,70038a
21221,5.68%, 46.05%, 51.73%,2.22%,-,750583
21223,66.08%, 16.15%, 82.23%,1.62%,-,2904d1
21225,39.33%, 29.66%, 68.99%,1.35%,-,4b03af
21227,16.81%, 41.15%, 57.96%,0.89%,-,680293
21229,0.00%, 49.77%, 49.77%,0.45%,-,7e017e
21231,8.73%, 53.99%, 45.25%,0.76%,-,890173
21233,12.30%, 43.35%, 55.65%,1.0%,-,6e028d
21235,53.48%, 76.27%, 22.79%,0.93%,-,c2023a
21237,26.32%, 36.67%, 62.99%,0.34%,-,5d00a0
21239,15.65%, 41.85%, 57.50%,0.64%,-,6a0192
22001,69.33%, 14.54%, 83.87%,1.58%,-,2504d5
22003,79.27%, 10.24%, 89.51%,0.25%,-,1a00e4
22005,60.89%, 15.19%, 76.07%,0.0%,-,2600c1
22007,10.71%, 20.41%, 45.15%,0.0%,-,340073
22009,92.36%, 3.36%, 95.72%,0.92%,-,0802f4
22011,88.34%, 5.73%, 94.07%,0.19%,-,0e00ef
22013,96.41%,-, 98.01%,1.99%,-,0005f9
22015,97.37%,-, 98.68%,1.32%,-,0003fb
22017,90.63%, 4.63%, 95.25%,0.12%,-,0b00f2
22019,82.77%, 8.36%, 91.13%,0.51%,-,1501e8
22021,92.55%, 3.47%, 96.01%,0.52%,-,0801f4
22023,88.44%, 5.78%, 94.22%,0.0%,-,0e00f0
22025,91.46%, 4.17%, 95.63%,0.21%,-,0a00f3
22027,97.60%,-, 98.76%,1.24%,-,0003fb
22029,91.70%, 3.61%, 95.31%,1.08%,-,0902f3
22031,96.97%,-, 98.48%,1.52%,-,0003fb
22033,82.09%, 7.89%, 89.98%,0.0%,-,1400e5
22035,97.30%,-, 98.65%,1.35%,-,0003fb
22037,91.59%, 4.11%, 95.69%,0.2%,-,0a00f4
22039,88.52%, 2.99%, 92.77%,0.0%,-,0700ec
22041,97.12%,-, 98.56%,1.44%,-,0003fb
22043,90.22%, 4.59%, 94.81%,0.59%,-,0b01f1
22045,2.69%, 7.50%, 44.90%,0.0%,-,130072
22047,47.55%, 24.46%, 72.02%,0.0%,-,3e00b7
22049,94.45%, 2.68%, 97.13%,0.2%,-,0600f7
22051,89.14%, 5.07%, 94.21%,0.72%,-,0c01f0
22053,52.23%, 22.91%, 75.14%,1.95%,-,3a04bf
22055,36.53%, 4.52%, 66.01%,0.0%,-,0b00a8
22057,26.87%, 8.11%, 32.51%,0.0%,-,140052
22059,92.48%, 3.13%, 95.61%,1.25%,-,0703f3
22061,91.00%, 4.29%, 95.30%,0.41%,-,0a01f3
22063,84.17%, 6.29%, 90.47%,0.0%,-,1000e6
22065,98.94%,-, 99.47%,0.53%,-,0001fd
22067,98.77%,-, 99.30%,0.7%,-,0001fd
22069,92.13%, 3.65%, 95.78%,0.57%,-,0901f4
22071,83.59%, 7.45%, 91.03%,1.52%,-,1203e8
22073,94.17%, 2.79%, 96.97%,0.24%,-,0700f7
22075,81.80%, 8.41%, 90.22%,1.37%,-,1503e6
22077,74.79%, 10.48%, 85.27%,0.0%,-,1a00d9
22079,87.53%, 5.72%, 93.25%,1.02%,-,0e02ed
22081,98.60%,-, 99.30%,0.7%,-,0001fd
22083,97.87%,-, 98.93%,1.07%,-,0002fc
22085,94.50%, 2.54%, 97.04%,0.42%,-,0601f7
22087,86.96%, 5.88%, 92.84%,1.28%,-,0e03ec
22089,80.91%, 9.09%, 90.00%,0.91%,-,1702e5
22091,92.81%, 2.69%, 95.51%,1.8%,-,0604f3
22093,46.08%, 25.45%, 71.53%,0.0%,-,4000b6
22095,42.23%, 27.91%, 70.15%,1.94%,-,4704b2
22097,4.77%, 31.03%, 36.87%,0.0%,-,4f005e
22099,41.39%, 2.57%, 69.41%,0.0%,-,0600b0
22101,3.31%, 11.42%, 45.95%,0.0%,-,1d0075
22103,77.02%, 10.65%, 87.67%,1.68%,-,1b04df
22105,77.96%, 10.62%, 88.58%,0.8%,-,1b02e1
22107,94.31%, 2.37%, 96.68%,0.95%,-,0602f6
22109,1.38%, 8.65%, 46.37%,0.0%,-,160076
22111,96.01%,-, 97.96%,2.04%,-,0005f9
22113,22.58%, 3.47%, 59.56%,0.0%,-,080097
22115,0%,-,-,0.0%,-,000000
22117,87.56%, 5.62%, 93.19%,1.19%,-,0e03ed
22119,98.66%,-, 99.24%,0.76%,-,0001fd
22121,77.41%, 10.37%, 87.78%,1.85%,-,1a04df
22123,90.83%, 4.28%, 95.11%,0.61%,-,0a01f2
22125,92.34%, 2.92%, 95.26%,1.82%,-,0704f2
22127,89.11%, 5.45%, 94.55%,0.0%,-,0d00f1
23001,9.41%, 43.71%, 53.12%,3.17%, 2.71%,6f0887
23003,40.34%, 69.58%, 29.24%,1.18%,-,b1034a
23005,8.98%, 53.59%, 44.60%,1.81%,-,880471
23007,2.01%, 49.89%, 47.88%,2.23%,-,7f057a
23009,1.67%, 48.14%, 49.81%,2.05%,-,7a057f
23011,9.61%, 53.71%, 44.11%,2.18%,-,880570
23013,20.92%, 37.82%, 58.74%,3.44%, 3.06%,600895
23015,1.77%, 49.97%, 48.20%,1.82%,-,7f047a
23017,5.15%, 51.73%, 46.58%,1.68%,-,830476
23019,0.20%, 49.41%, 49.21%,1.38%,-,7d037d
23021,9.58%, 54.16%, 44.58%,1.26%,-,8a0371
23023,0.99%, 49.01%, 48.02%,2.98%, 2.44%,7c077a
23025,6.22%, 51.24%, 45.02%,3.73%, 3.39%,820972
23027,2.38%, 47.58%, 49.96%,2.46%, 2.05%,79067f
23029,5.80%, 52.24%, 46.44%,1.33%,-,850376
23031,3.57%, 47.45%, 51.02%,1.53%,-,780382
24001,8.06%, 51.56%, 43.49%,4.95%, 3.37%,830c6e
24003,19.76%, 38.01%, 57.77%,4.22%,-,600a93
24005,9.13%, 44.47%, 53.60%,1.93%,-,710488
24009,3.32%, 49.82%, 46.50%,3.68%,-,7f0976
24011,8.05%, 44.88%, 52.94%,2.18%,-,720586
24013,5.33%, 46.33%, 51.66%,2.01%,-,760583
24015,13.57%, 42.34%, 55.91%,1.75%,-,6b048e
24017,0.38%, 48.06%, 47.67%,1.47%,-,7a0379
24019,5.30%, 46.39%, 51.69%,1.92%,-,760483
24021,3.07%, 47.61%, 50.67%,1.72%,-,790481
24023,26.30%, 61.21%, 34.90%,3.89%, 2.27%,9c0958
24025,18.20%, 40.16%, 58.36%,1.48%,-,660394
24027,17.06%, 40.51%, 57.57%,1.93%,-,670492
24029,5.91%, 46.38%, 52.29%,1.33%,-,760385
24031,13.01%, 42.50%, 55.52%,1.98%,-,6c058d
24033,6.46%, 45.41%, 51.87%,2.72%,-,730684
24035,27.55%, 35.50%, 63.05%,1.46%,-,5a03a0
24037,14.52%, 40.75%, 55.27%,1.8%,-,67048c
24039,10.88%, 53.69%, 42.81%,1.11%,-,88026d
24041,10.44%, 42.85%, 53.29%,0.66%,-,6d0187
24043,4.95%, 45.88%, 50.83%,3.29%, 2.41%,740881
24045,12.60%, 42.87%, 55.47%,1.65%,-,6d048d
24047,16.15%, 39.72%, 55.87%,1.62%,-,65048e
24510,9.27%, 44.31%, 53.58%,2.12%,-,700588
25001,19.53%, 58.68%, 39.15%,2.17%,-,950563
25003,7.61%, 52.09%, 44.48%,3.44%, 2.58%,840871
25005,10.73%, 53.69%, 42.96%,3.35%, 2.22%,88086d
25007,19.70%, 58.96%, 39.26%,1.78%,-,960464
25009,4.80%, 50.51%, 45.71%,3.78%, 2.94%,800974
25011,16.99%, 56.93%, 39.94%,3.12%, 2.17%,910765
25013,3.25%, 50.19%, 46.94%,2.87%, 2.10%,7f0777
25015,15.10%, 56.15%, 41.05%,2.79%,-,8f0768
25017,9.69%, 53.77%, 44.08%,2.15%,-,890570
25019,10.28%, 44.15%, 54.43%,1.42%,-,70038a
25021,20.04%, 58.71%, 38.67%,2.61%,-,950662
25023,9.73%, 52.48%, 42.75%,4.77%, 4.04%,850c6d
25025,17.48%, 40.03%, 57.51%,2.46%,-,660692
25027,8.11%, 52.76%, 44.65%,2.59%,-,860671
26001,11.14%, 53.20%, 42.06%,4.74%, 3.53%,870c6b
26003,2.60%, 48.31%, 45.71%,5.98%, 3.87%,7b0f74
26005,13.83%, 54.81%, 40.98%,4.21%, 2.54%,8b0a68
26007,18.01%, 57.93%, 39.92%,2.15%,-,930565
26009,16.30%, 53.91%, 37.61%,6.37%, 6.05%,89105f
26011,1.39%, 46.86%, 48.25%,4.88%, 3.03%,770c7b
26013,21.87%, 57.19%, 35.32%,7.49%, 6.73%,91135a
26015,11.35%, 53.82%, 42.47%,3.72%,-,89096c
26017,5.42%, 51.09%, 45.67%,3.24%, 2.41%,820874
26019,6.82%, 47.19%, 40.38%,9.07%, 8.34%,781766
26021,10.41%, 53.68%, 43.27%,3.04%,-,88076e
26023,0.60%, 48.77%, 48.17%,3.05%,-,7c077a
26025,10.08%, 42.07%, 52.15%,5.78%, 4.20%,6b0e84
26027,2.74%, 46.67%, 49.42%,3.91%, 2.63%,77097e
26029,21.14%, 54.72%, 33.59%,9.649999999999999%, 8.95%,8b1855
26031,6.07%, 51.17%, 45.10%,3.73%, 2.89%,820973
26033,13.79%, 54.64%, 40.85%,4.5%, 3.23%,8b0b68
26035,14.52%, 54.38%, 39.87%,5.75%, 3.94%,8a0e65
26037,23.07%, 60.60%, 37.53%,1.86%,-,9a045f
26039,4.63%, 46.21%, 50.85%,2.94%, 2.15%,750781
26041,25.29%, 59.74%, 34.46%,5.8%, 4.72%,980e57
26043,27.92%, 60.63%, 32.71%,6.67%, 5.40%,9a1153
26045,4.56%, 50.82%, 46.26%,2.91%,-,810775
26047,10.53%, 50.28%, 39.75%,9.98%, 8.46%,801965
26049,0.22%, 48.42%, 48.21%,3.37%, 2.15%,7b087a
26051,11.65%, 52.88%, 41.23%,3.8499999999999996%, 3.51%,860969
26053,16.58%, 55.04%, 38.46%,3.29%, 3.07%,8c0862
26055,1.65%, 45.81%, 44.16%,10.04%, 7.91%,741970
26057,7.20%, 52.16%, 44.96%,2.89%,-,850772
26059,0.55%, 48.69%, 48.14%,0.67%,-,7c017a
26061,25.52%, 60.18%, 34.66%,2.1599999999999997%, 2.05%,990558
26063,43.73%, 70.85%, 27.13%,2.02%,-,b40545
26065,1.11%, 47.76%, 46.65%,5.58%, 3.79%,790e76
26067,0.48%, 48.36%, 47.88%,3.76%,-,7b097a
26069,14.51%, 56.00%, 41.49%,2.5%,-,8e0669
26071,39.85%, 67.54%, 27.69%,4.7700000000000005%, 3.95%,ac0c46
26073,11.12%, 53.91%, 42.79%,3.29%,-,89086d
26075,7.26%, 44.96%, 52.22%,2.83%,-,720785
26077,8.56%, 41.99%, 50.55%,7.46%, 5.60%,6b1380
26079,23.33%, 57.46%, 34.13%,8.41%, 6.35%,921557
26081,11.26%, 42.46%, 53.73%,3.81%, 2.48%,6c0989
26083,60.38%, 77.97%, 17.59%,2.09%,-,c6052c
26085,24.87%, 60.68%, 35.81%,3.5100000000000002%, 2.99%,9a085b
26087,26.00%, 61.77%, 35.77%,2.46%,-,9d065b
26089,12.10%, 53.89%, 41.79%,4.33%, 3.07%,890b6a
26091,6.06%, 52.01%, 45.95%,2.05%,-,840575
26093,3.37%, 50.88%, 47.51%,1.61%,-,810479
26095,33.46%, 65.30%, 31.85%,0.74%,-,a60151
26097,8.58%, 53.38%, 44.80%,1.83%,-,880472
26099,18.50%, 58.33%, 39.83%,1.85%,-,940465
26101,3.89%, 50.17%, 46.28%,3.55%, 2.25%,7f0976
26103,31.67%, 63.18%, 31.51%,5.300000000000001%, 3.97%,a10d50
26105,12.31%, 53.17%, 40.86%,5.970000000000001%, 4.23%,870f68
26107,22.83%, 57.37%, 34.54%,8.09%, 5.96%,921458
26109,17.41%, 56.93%, 39.51%,3.5600000000000005%, 2.49%,910964
26111,17.86%, 57.82%, 39.96%,2.23%,-,930565
26113,11.41%, 54.46%, 43.05%,2.49%,-,8a066d
26115,5.11%, 46.64%, 51.76%,1.6%,-,760483
26117,15.72%, 56.00%, 40.28%,1.7%,-,8e0466
26119,16.99%, 54.25%, 37.26%,8.5%, 7.40%,8a155f
26121,11.24%, 52.16%, 40.91%,6.93%, 5.51%,851168
26123,19.09%, 58.27%, 39.18%,0.39%,-,940063
26125,7.19%, 51.86%, 44.67%,3.47%,-,840871
