id,margin,hughes,wilson,other,other2,hex_color
13093,91.93%,-, 95.96%,0.0%,-,0000f4
13095,89.78%, 4.16%, 93.93%,1.91%,-,0a04ef
13097,60.90%, 10.99%, 74.95%,0.0%,-,1c00bf
13099,95.16%,-, 97.14%,2.86%,-,0007f7
13101,100.00%,-, 100.00%,0.0%,-,0000fe
13103,73.95%,-, 86.21%,1.53%,-,0003db
13105,81.12%,-, 90.56%,0.0%,-,0000e6
13107,68.78%,-, 83.61%,1.56%,-,0003d5
13109,64.79%, 7.98%, 78.40%,0.0%,-,1400c7
13111,11.71%, 9.13%, 39.58%,0.0%,-,170064
13113,71.99%, 4.24%, 83.87%,0.0%,-,0a00d5
13115,68.05%,-, 83.05%,1.94%,-,0004d3
13117,58.79%, 10.72%, 74.03%,0.0%,-,1b00bc
13119,74.53%, 2.46%, 86.03%,0.0%,-,0600db
13121,67.58%, 11.61%, 79.19%,0.0%,-,1d00c9
13123,11.67%, 16.54%, 47.56%,0.0%,-,2a0079
13125,10.34%, 2.76%, 43.45%,0.0%,-,07006e
13127,77.42%, 8.06%, 85.48%,0.0%,-,1400d9
13129,53.26%, 13.18%, 70.04%,0.0%,-,2100b2
13131,74.06%, 4.89%, 84.59%,0.0%,-,0c00d7
13133,59.30%, 6.01%, 76.64%,0.0%,-,0f00c3
13135,62.28%, 10.99%, 75.64%,0.0%,-,1c00c0
13137,42.13%, 3.23%, 69.45%,0.0%,-,0800b1
13139,59.68%, 6.50%, 76.59%,0.0%,-,1000c3
13141,86.64%, 4.89%, 91.53%,0.0%,-,0c00e9
13143,3.31%, 7.82%, 47.75%,0.0%,-,130079
13145,85.93%, 3.81%, 91.06%,0.0%,-,0900e8
13147,50.84%, 2.18%, 74.33%,0.0%,-,0500bd
13149,73.63%, 2.15%, 85.74%,0.0%,-,0500da
13151,75.27%, 7.54%, 83.86%,0.0%,-,1300d5
13153,86.67%, 5.98%, 92.64%,1.38%,-,0f03ec
13155,84.59%, 5.56%, 90.14%,0.0%,-,0e00e5
13157,79.75%, 5.23%, 87.26%,0.0%,-,0d00de
13159,93.90%, 2.51%, 96.41%,1.08%,-,0602f5
13161,65.85%, 3.79%, 81.03%,0.0%,-,0900ce
13163,55.65%, 7.91%, 73.87%,0.0%,-,1400bc
13165,89.04%,-, 93.71%,1.63%,-,0004ee
13167,63.84%, 2.26%, 80.79%,0.0%,-,0500ce
13169,86.08%, 6.26%, 92.34%,1.39%,-,0f03eb
13171,0%,-,-,0.0%,-,000000
13173,0%,-,-,0.0%,-,000000
13175,76.29%, 4.34%, 85.98%,0.0%,-,0b00db
13177,96.59%,-, 97.83%,2.17%,-,0005f9
13179,37.97%, 6.95%, 65.51%,0.0%,-,1100a7
13181,70.30%,-, 84.52%,1.27%,-,0003d7
13183,0%,-,-,0.0%,-,000000
13185,88.31%, 2.97%, 92.67%,0.0%,-,0700ec
13187,41.70%, 8.08%, 66.81%,0.0%,-,1400aa
13189,65.89%, 11.65%, 77.54%,0.0%,-,1d00c5
13191,68.12%, 14.49%, 82.61%,0.0%,-,2400d2
13193,61.47%, 3.76%, 78.85%,0.0%,-,0900c9
13195,73.56%,-, 86.12%,1.32%,-,0003db
13197,50.00%, 8.97%, 70.51%,0.0%,-,1600b3
13199,81.76%, 2.88%, 89.44%,0.0%,-,0700e4
13201,92.39%, 3.09%, 95.47%,1.44%,-,0703f3
13205,77.98%, 3.88%, 87.05%,0.0%,-,0900dd
13207,78.28%, 6.21%, 86.04%,0.0%,-,0f00db
13209,85.95%,-, 92.01%,1.93%,-,0004ea
13211,76.84%, 7.76%, 84.61%,0.0%,-,1300d7
13213,53.85%, 18.82%, 72.67%,0.0%,-,2f00b9
13215,86.71%, 5.54%, 92.25%,0.0%,-,0e00eb
13217,77.58%, 9.41%, 86.99%,0.0%,-,1700dd
13219,49.92%,-, 74.96%,0.0%,-,0000bf
13221,85.77%, 2.51%, 91.63%,0.0%,-,0600e9
13223,7.72%,-, 45.80%,0.68%,-,000174
13225,0%,-,-,0.0%,-,000000
13227,6.11%, 33.31%, 39.41%,0.0%,-,540064
13229,67.45%, 14.19%, 81.64%,0.0%,-,2400d0
13231,70.44%, 6.94%, 81.75%,0.0%,-,1100d0
13233,24.35%,-, 62.18%,0.0%,-,00009e
13235,85.92%, 3.10%, 91.41%,0.0%,-,0700e9
13237,96.60%,-, 98.30%,1.7%,-,0004fa
13239,77.46%,-, 88.03%,1.41%,-,0003e0
13241,50.17%, 9.66%, 70.26%,0.0%,-,1800b3
13243,84.67%, 6.05%, 90.72%,0.0%,-,0f00e7
13245,62.94%, 6.86%, 78.04%,0.0%,-,1100c7
13247,67.37%, 11.79%, 79.16%,0.0%,-,1e00c9
13249,72.20%,-, 85.71%,0.77%,-,0001da
13251,69.43%, 4.74%, 82.35%,0.0%,-,0c00d1
13253,0%,-,-,0.0%,-,000000
13255,66.44%, 3.99%, 81.23%,0.0%,-,0a00cf
13257,76.52%, 2.61%, 86.96%,0.0%,-,0600dd
13259,88.26%, 4.50%, 92.76%,0.0%,-,0b00ec
13261,89.68%, 3.32%, 93.18%,0.0%,-,0800ed
13263,91.14%, 3.14%, 94.28%,0.0%,-,0800f0
13265,87.32%, 2.54%, 92.39%,0.0%,-,0600eb
13267,45.44%, 5.95%, 69.74%,0.0%,-,0f00b1
13269,50.78%, 9.91%, 70.43%,0.0%,-,1900b3
13271,89.96%, 3.02%, 93.47%,0.0%,-,0700ee
13273,87.26%, 5.48%, 92.74%,1.78%,-,0d04ec
13275,74.36%, 2.78%, 85.79%,0.0%,-,0700da
13277,68.94%, 3.36%, 82.79%,0.0%,-,0800d3
13279,62.32%, 6.07%, 78.13%,0.0%,-,0f00c7
13281,14.56%, 56.92%, 42.37%,0.71%,-,91016c
13283,0%,-,-,0.0%,-,000000
13285,65.58%, 2.52%, 81.53%,0.0%,-,0600cf
13287,31.80%, 20.22%, 55.79%,0.0%,-,33008e
13289,86.25%, 5.00%, 91.25%,0.0%,-,0c00e8
13291,0.85%, 49.57%, 50.43%,0.0%,-,7e0080
13293,46.98%,-, 72.60%,1.78%,-,0004b9
13295,55.07%, 16.74%, 71.82%,0.0%,-,2a00b7
13297,82.08%, 5.61%, 88.24%,0.0%,-,0e00e1
13299,74.17%, 10.57%, 84.74%,0.0%,-,1a00d8
13301,47.43%, 10.98%, 68.22%,0.0%,-,1b00ad
13303,70.74%,-, 84.57%,1.6%,-,0004d7
13305,83.85%, 5.64%, 89.49%,0.0%,-,0e00e4
13307,80.57%, 7.07%, 87.63%,0.0%,-,1200df
13309,74.94%, 7.00%, 83.97%,0.0%,-,1100d6
13311,51.95%,-, 75.62%,0.71%,-,0001c0
13313,21.26%,-, 60.19%,0.88%,-,000299
13315,80.61%,-, 89.39%,1.82%,-,0004e3
13317,85.83%,-, 91.92%,1.99%,-,0005ea
13319,81.86%, 6.68%, 88.54%,0.0%,-,1100e1
13321,78.83%, 3.93%, 87.45%,0.0%,-,0a00de
15001,0%,-,-,0.0%,-,000000
15003,0%,-,-,0.0%,-,000000
15005,0%,-,-,0.0%,-,000000
15007,0%,-,-,0.0%,-,000000
15009,0%,-,-,0.0%,-,000000
16001,0.84%, 48.32%, 47.48%,4.19%, 3.27%,7b0a79
16003,1.52%, 46.19%, 44.67%,9.14%, 8.93%,751771
16005,15.42%, 40.10%, 55.52%,4.38%, 4.05%,660b8d
16007,11.91%, 43.44%, 55.36%,1.2%,-,6e038d
16009,16.46%, 35.06%, 51.52%,13.43%, 12.64%,592283
16011,9.68%, 43.34%, 53.02%,3.63%, 3.33%,6e0987
16013,18.43%, 37.88%, 56.31%,5.8100000000000005%, 5.32%,600e8f
16015,21.33%, 35.84%, 57.17%,6.98%, 6.16%,5b1191
16017,15.20%, 36.76%, 51.96%,11.28%, 10.61%,5d1c84
16019,14.50%, 41.62%, 56.13%,2.2600000000000002%, 2.04%,6a058f
16021,4.05%, 44.07%, 48.12%,7.82%, 7.30%,70137a
16023,0%,-,-,0.0%,-,000000
16025,0%,-,-,0.0%,-,000000
16027,10.13%, 39.84%, 49.98%,7.2%, 7.20%,65127f
16029,0%,-,-,0.0%,-,000000
16031,9.49%, 40.55%, 50.05%,9.4%, 8.88%,67177f
16033,0%,-,-,0.0%,-,000000
16035,9.09%, 47.37%, 38.28%,14.34%, 13.66%,782461
16037,30.16%, 32.22%, 62.38%,5.39%, 4.47%,520d9f
16039,24.08%, 35.53%, 59.61%,4.859999999999999%, 4.43%,5a0c98
16041,13.20%, 42.77%, 55.97%,1.26%,-,6d038e
16043,22.88%, 36.35%, 59.23%,4.41%, 4.26%,5c0b97
16045,12.63%, 39.47%, 52.11%,8.42%, 7.68%,641584
16047,0.17%, 47.58%, 47.41%,5.0%, 4.22%,790c78
16049,8.19%, 41.56%, 49.76%,8.680000000000001%, 8.13%,69167e
16051,22.50%, 36.44%, 58.94%,4.62%, 4.22%,5c0b96
16053,0%,-,-,0.0%,-,000000
16055,1.78%, 42.68%, 44.46%,12.86%, 11.12%,6c2071
16057,0.55%, 44.99%, 45.54%,7.05%, 7.05%,721174
16059,18.95%, 38.38%, 57.32%,4.300000000000001%, 4.19%,610a92
16061,15.43%, 39.28%, 54.71%,6.01%, 5.14%,640f8b
16063,1.60%, 48.59%, 46.99%,4.42%, 4.12%,7b0b77
16065,9.47%, 44.85%, 54.32%,0.83%,-,72028a
16067,6.47%, 36.22%, 42.69%,21.099999999999998%, 20.31%,5c356c
16069,19.46%, 37.00%, 56.46%,6.54%, 5.17%,5e108f
16071,12.12%, 43.28%, 55.40%,1.32%,-,6e038d
16073,12.32%, 40.44%, 52.76%,6.8100000000000005%, 5.58%,671186
16075,0%,-,-,0.0%,-,000000
16077,2.55%, 47.41%, 49.95%,2.63%, 2.31%,78067f
16079,25.21%, 33.90%, 59.11%,6.9799999999999995%, 6.76%,561196
16081,5.43%, 46.43%, 51.86%,1.71%,-,760484
16083,11.57%, 40.03%, 51.60%,8.370000000000001%, 7.69%,661583
16085,0%,-,-,0.0%,-,000000
16087,7.39%, 44.43%, 51.83%,3.73%, 3.13%,710984
17001,8.99%, 44.23%, 53.22%,2.54%,-,700687
17003,15.31%, 56.76%, 41.45%,1.79%,-,900469
17005,14.51%, 54.01%, 39.50%,0.63%,-,890164
17007,59.45%, 77.58%, 18.13%,4.29%, 2.85%,c50a2e
17009,27.93%, 34.54%, 62.47%,0.37%,-,58009f
17011,16.56%, 56.20%, 39.64%,1.87%,-,8f0465
17013,0.54%, 48.40%, 48.94%,2.65%,-,7b067c
17015,37.50%, 67.00%, 29.51%,1.45%,-,aa034b
17017,15.99%, 39.51%, 55.49%,2.08%,-,64058d
17019,19.88%, 57.82%, 37.94%,1.07%,-,930260
17021,6.75%, 44.12%, 50.87%,2.85%, 2.68%,700781
17023,3.59%, 47.25%, 50.84%,1.91%,-,780481
17025,3.97%, 50.43%, 46.46%,3.11%,-,800776
17027,9.68%, 42.59%, 52.27%,5.14%, 3.76%,6c0d85
17029,3.31%, 50.83%, 47.51%,1.66%,-,810479
17031,6.61%, 51.20%, 44.59%,4.21%, 3.82%,820a71
17033,4.42%, 46.28%, 50.71%,3.01%,-,760781
17035,1.36%, 48.20%, 49.56%,2.24%,-,7a057e
17037,46.56%, 71.29%, 24.72%,4.0%, 2.31%,b50a3f
17039,0.87%, 47.89%, 48.76%,1.12%,-,7a027c
17041,9.10%, 52.17%, 43.07%,1.79%,-,85046d
17043,31.35%, 62.84%, 31.49%,2.54%, 2.47%,a00650
17045,4.64%, 46.37%, 51.01%,2.62%,-,760682
17047,33.91%, 65.39%, 31.48%,0.11%,-,a60050
17049,16.64%, 40.36%, 57.00%,2.64%,-,660691
17051,3.09%, 46.55%, 49.65%,3.8%,-,76097e
17053,37.14%, 66.31%, 29.16%,1.85%,-,a9044a
17055,0.35%, 46.42%, 46.77%,6.81%, 5.13%,761177
17057,5.23%, 48.50%, 43.28%,8.219999999999999%, 5.85%,7b146e
17059,18.38%, 39.03%, 57.41%,3.56%,-,630992
17061,28.80%, 35.60%, 64.40%,0.0%,-,5a00a4
17063,35.45%, 66.37%, 30.91%,2.72%,-,a9064e
17065,5.78%, 46.26%, 52.05%,1.69%,-,750484
17067,8.41%, 43.95%, 52.36%,1.2%,-,700385
17069,5.64%, 51.68%, 46.03%,2.29%,-,830575
17071,21.22%, 58.50%, 37.28%,1.46%,-,95035f
17073,35.48%, 65.42%, 29.94%,4.63%, 2.98%,a60b4c
17075,25.34%, 61.10%, 35.76%,0.68%,-,9b015b
17077,10.20%, 54.09%, 43.89%,2.01%,-,89056f
17079,10.79%, 43.36%, 54.15%,2.5%,-,6e068a
17081,5.05%, 46.35%, 51.40%,2.25%,-,760583
17083,7.00%, 45.34%, 52.34%,2.32%,-,730585
17085,23.57%, 59.98%, 36.40%,1.56%,-,98035c
17087,27.74%, 62.58%, 34.84%,2.58%,-,9f0658
17089,39.70%, 67.71%, 28.01%,4.27%, 2.57%,ac0a47
17091,26.44%, 62.28%, 35.84%,1.88%,-,9e045b
17093,52.47%, 75.38%, 22.91%,1.7%,-,c0043a
17095,22.26%, 58.82%, 36.55%,2.38%, 2.34%,95065d
17097,38.69%, 66.95%, 28.26%,4.79%, 3.71%,aa0c48
17099,16.54%, 56.62%, 40.08%,3.29%, 2.33%,900866
17101,5.67%, 44.47%, 50.14%,1.89%,-,71047f
17103,31.22%, 63.95%, 32.73%,1.21%,-,a30353
17105,19.98%, 58.64%, 38.66%,0.6%,-,950162
17107,1.68%, 48.26%, 46.58%,2.64%, 2.52%,7b0676
17109,10.72%, 53.08%, 42.36%,1.87%,-,87046c
17111,45.85%, 72.00%, 26.15%,1.84%,-,b70442
17113,11.68%, 53.22%, 41.54%,1.62%,-,870469
17115,10.64%, 52.90%, 42.25%,2.52%, 2.39%,86066b
17117,5.59%, 43.64%, 49.24%,7.130000000000001%, 5.36%,6f127d
17119,3.66%, 49.82%, 46.16%,4.02%, 3.09%,7f0a75
17121,9.71%, 42.99%, 52.70%,4.32%, 2.84%,6d0b86
17123,15.38%, 55.83%, 40.45%,3.71%,-,8e0967
17125,12.00%, 42.43%, 54.43%,0.78%,-,6c018a
17127,50.54%, 73.76%, 23.22%,0.83%,-,bc023b
17129,0.07%, 48.45%, 48.38%,3.17%,-,7b087b
17131,20.85%, 58.93%, 38.08%,0.79%,-,960261
17133,14.52%, 56.91%, 42.39%,0.71%,-,91016c
17135,5.30%, 44.65%, 49.94%,5.41%, 3.84%,710d7f
17137,2.88%, 50.25%, 47.37%,2.39%,-,800678
17139,6.70%, 44.95%, 51.65%,0.93%,-,720283
17141,44.21%, 70.30%, 26.10%,0.6%,-,b30142
17143,0.27%, 48.38%, 48.65%,2.98%,-,7b077c
17145,3.64%, 49.70%, 46.07%,2.01%,-,7e0575
17147,13.61%, 55.49%, 41.88%,2.63%,-,8d066a
17149,13.38%, 41.35%, 54.73%,3.91%,-,69098b
17151,42.36%, 70.14%, 27.78%,2.09%,-,b20546
17153,27.67%, 62.72%, 35.05%,2.22%,-,9f0559
17155,28.52%, 62.48%, 33.97%,3.55%,-,9f0956
17157,1.01%, 49.06%, 48.04%,2.9%,-,7d077a
17159,6.62%, 45.09%, 51.70%,3.21%,-,720883
17161,17.28%, 53.17%, 35.89%,10.940000000000001%, 9.39%,871b5b
17163,1.05%, 47.70%, 48.75%,3.55%, 2.48%,79097c
17165,8.09%, 50.49%, 42.41%,7.1%, 5.63%,80126c
17167,7.27%, 51.65%, 44.38%,3.97%, 2.47%,830a71
17169,12.77%, 41.57%, 54.34%,0.64%,-,6a018a
17171,7.12%, 45.72%, 52.84%,1.44%,-,740386
17173,11.56%, 42.61%, 54.18%,0.63%,-,6c018a
17175,34.52%, 66.57%, 32.05%,1.38%,-,a90351
17177,21.38%, 58.39%, 37.00%,4.61%, 2.93%,940b5e
17179,0.51%, 47.56%, 48.07%,4.37%, 2.43%,790b7a
17181,24.10%, 37.11%, 61.22%,1.67%,-,5e049c
17183,7.59%, 50.25%, 42.66%,1.94%,-,80046c
17185,10.83%, 42.41%, 53.24%,1.44%,-,6c0387
17187,16.10%, 56.44%, 40.33%,3.23%,-,8f0866
17189,24.38%, 60.95%, 36.57%,2.49%,-,9b065d
17191,4.25%, 50.99%, 46.74%,2.26%,-,820577
17193,9.83%, 43.76%, 53.59%,2.64%,-,6f0688
17195,42.78%, 69.24%, 26.46%,0.97%,-,b00243
17197,26.77%, 62.59%, 35.82%,1.59%,-,9f045b
17199,10.90%, 53.50%, 42.61%,3.89%, 3.02%,88096c
17201,37.97%, 65.04%, 27.07%,7.880000000000001%, 6.28%,a51445
17203,7.99%, 52.22%, 44.23%,1.2%,-,850370
18001,22.13%, 36.83%, 58.96%,0.7%,-,5d0196
18003,3.16%, 46.03%, 42.87%,6.890000000000001%, 4.54%,75116d
18005,2.21%, 47.08%, 49.29%,1.55%,-,78037d
18007,10.71%, 54.17%, 43.46%,2.37%,-,8a066e
18009,7.34%, 43.04%, 50.38%,3.18%, 2.83%,6d0880
18011,2.54%, 46.97%, 49.51%,3.52%,-,77087e
18013,33.86%, 31.72%, 65.58%,2.7%,-,5006a7
18015,1.33%, 49.09%, 47.75%,0.82%,-,7d0279
18017,2.52%, 47.08%, 49.60%,3.32%,-,78087e
18019,5.80%, 46.15%, 51.95%,1.91%,-,750484
18021,4.60%, 42.82%, 47.42%,9.76%, 7.76%,6d1878
18023,0.32%, 47.76%, 48.07%,1.76%,-,79047a
18025,10.49%, 41.05%, 51.54%,2.22%,-,680583
18027,0.72%, 47.56%, 46.84%,5.6%, 3.13%,790e77
18029,12.59%, 42.18%, 54.78%,3.04%,-,6b078b
18031,6.49%, 51.39%, 44.90%,1.65%,-,830472
18033,7.12%, 43.53%, 50.65%,2.33%, 2.04%,6f0581
18035,7.07%, 50.24%, 43.18%,3.63%, 3.14%,80096e
18037,33.96%, 32.07%, 66.02%,1.91%,-,5104a8
18039,0.98%, 45.21%, 44.22%,5.91%, 5.47%,730f70
18041,6.24%, 51.51%, 45.26%,3.23%,-,830873
18043,8.93%, 43.99%, 52.92%,3.09%,-,700786
18045,3.62%, 48.36%, 44.74%,4.17%, 2.39%,7b0a72
18047,23.19%, 37.24%, 60.42%,2.34%,-,5e059a
18049,1.97%, 48.72%, 46.75%,2.03%,-,7c0577
18051,2.42%, 45.84%, 48.26%,3.0%, 2.58%,74077b
18053,1.66%, 43.38%, 41.72%,7.89%, 7.30%,6e146a
18055,1.25%, 43.33%, 44.59%,9.860000000000001%, 9.31%,6e1971
18057,15.97%, 54.78%, 38.81%,1.39%,-,8b0362
18059,12.46%, 41.56%, 54.02%,1.19%,-,690389
18061,6.19%, 44.97%, 51.15%,1.77%,-,720482
18063,10.34%, 53.13%, 42.79%,2.02%,-,87056d
18065,9.42%, 50.01%, 40.59%,5.1%, 3.02%,7f0d67
18067,8.36%, 47.38%, 39.02%,9.07%, 8.33%,781763
18069,0.88%, 45.73%, 46.60%,2.2%,-,740576
18071,14.94%, 40.65%, 55.59%,1.43%,-,67038d
18073,14.36%, 56.50%, 42.14%,1.36%,-,90036b
18075,0.08%, 46.49%, 46.41%,1.84%,-,760476
18077,2.92%, 49.76%, 46.84%,1.3%,-,7e0377
18079,2.93%, 50.01%, 47.08%,2.9%,-,7f0778
18081,11.85%, 42.32%, 54.17%,3.5%,-,6b088a
18083,5.06%, 42.28%, 47.34%,10.37%, 8.12%,6b1a78
18085,7.35%, 51.18%, 43.83%,2.05%,-,82056f
18087,12.32%, 54.09%, 41.77%,1.57%,-,89046a
18089,13.75%, 55.00%, 41.25%,3.75%, 2.70%,8c0969
18091,3.95%, 50.29%, 46.33%,3.38%, 2.11%,800876
18093,9.72%, 52.55%, 42.83%,4.62%, 3.39%,860b6d
18095,3.70%, 41.96%, 45.66%,9.64%, 8.89%,6a1874
18097,7.16%, 51.50%, 44.34%,4.16%, 2.81%,830a71
18099,5.72%, 44.64%, 50.36%,1.63%,-,710480
18101,0.48%, 48.93%, 49.41%,1.66%,-,7c047d
18103,5.91%, 43.16%, 49.07%,5.04%, 3.86%,6e0c7d
18105,3.93%, 50.31%, 46.38%,3.32%,-,800876
18107,2.22%, 49.36%, 47.15%,3.49%,-,7d0878
18109,4.27%, 50.06%, 45.79%,4.15%,-,7f0a74
18111,3.42%, 47.58%, 44.16%,2.9%,-,790770
18113,5.23%, 51.33%, 46.10%,2.57%,-,820675
18115,2.78%, 47.46%, 50.24%,2.31%,-,790580
18117,8.32%, 52.94%, 44.62%,2.43%,-,860671
18119,6.40%, 44.67%, 51.07%,4.26%, 2.68%,710a82
18121,5.02%, 48.52%, 43.50%,4.54%, 3.96%,7b0b6e
18123,8.37%, 45.11%, 53.48%,1.41%,-,730388
18125,0.86%, 46.71%, 47.57%,5.72%, 4.02%,770e79
18127,21.18%, 59.22%, 38.04%,2.74%,-,970661
18129,11.83%, 42.97%, 54.80%,2.23%,-,6d058b
18131,2.76%, 46.79%, 44.03%,2.73%,-,770670
18133,9.03%, 43.28%, 52.31%,4.41%, 2.33%,6e0b85
18135,18.38%, 54.31%, 35.93%,2.72%,-,8a065b
18137,2.54%, 49.88%, 47.34%,2.79%,-,7f0778
18139,6.61%, 51.22%, 44.60%,1.41%,-,820371
18141,9.45%, 43.02%, 52.47%,0.15%,-,6d0085
18143,13.93%, 41.99%, 55.92%,2.09%,-,6b058e
18145,9.37%, 42.90%, 52.27%,1.58%,-,6d0485
18147,4.42%, 50.34%, 45.92%,1.34%,-,800375
18149,7.28%, 52.21%, 44.93%,2.86%,-,850772
18151,20.79%, 50.72%, 29.93%,13.99%, 13.78%,81234c
18153,16.75%, 35.24%, 51.99%,10.03%, 8.94%,591984
18155,8.42%, 44.05%, 52.47%,1.38%,-,700385
18157,12.58%, 54.73%, 42.15%,3.13%,-,8b076b
18159,3.58%, 45.32%, 48.90%,1.53%,-,73037c
18161,9.08%, 52.95%, 43.87%,1.17%,-,87026f
18163,0.30%, 47.52%, 47.81%,4.67%, 3.42%,790b79
18165,4.42%, 43.61%, 39.19%,12.97%, 12.90%,6f2163
18167,9.92%, 39.71%, 49.63%,8.36%, 7.45%,65157e
18169,8.91%, 50.37%, 41.46%,4.34%, 3.63%,800b69
18171,27.47%, 61.67%, 34.20%,1.86%,-,9d0457
18173,3.07%, 48.41%, 45.34%,3.03%,-,7b0773
18175,12.42%, 42.80%, 55.23%,1.97%,-,6d058c
18177,9.37%, 51.84%, 42.46%,3.13%, 2.50%,84076c
18179,18.77%, 37.26%, 56.03%,1.26%,-,5f038e
18181,3.73%, 50.66%, 46.93%,2.41%,-,810677
18183,6.51%, 44.69%, 51.19%,0.65%,-,710182
19001,8.49%, 53.87%, 45.38%,0.76%,-,890173
19003,1.29%, 50.20%, 48.91%,0.9%,-,80027c
19005,16.76%, 57.97%, 41.21%,0.82%,-,930269
19007,12.87%, 52.43%, 39.55%,8.02%, 7.26%,851464
19009,11.75%, 55.61%, 43.86%,0.53%,-,8d016f
19011,10.75%, 54.16%, 43.41%,2.43%,-,8a066e
19013,21.76%, 59.34%, 37.58%,3.07%, 2.17%,97075f
19015,10.94%, 52.41%, 41.47%,6.12%, 4.54%,850f69
19017,40.34%, 69.77%, 29.43%,0.81%,-,b1024b
19019,24.55%, 61.79%, 37.24%,0.97%,-,9d025e
19021,16.58%, 57.38%, 40.80%,1.82%,-,920468
19023,46.45%, 72.45%, 26.00%,1.54%,-,b80342
19025,19.51%, 58.34%, 38.84%,2.82%,-,940763
19027,7.12%, 53.10%, 45.98%,0.93%,-,870275
19029,20.80%, 59.75%, 38.95%,1.3%,-,980363
19031,28.14%, 63.56%, 35.42%,1.02%,-,a2025a
19033,21.12%, 59.28%, 38.16%,2.57%,-,970661
19035,2.08%, 48.26%, 50.34%,1.41%,-,7b0380
19037,8.10%, 53.61%, 45.51%,0.88%,-,880274
19039,12.14%, 55.10%, 42.96%,1.94%,-,8c046d
19041,13.94%, 55.41%, 41.47%,3.12%, 2.52%,8d0769
19043,16.64%, 57.54%, 40.90%,1.56%,-,920368
19045,16.98%, 56.61%, 39.62%,3.7600000000000002%, 2.95%,900965
19047,17.70%, 58.27%, 40.57%,1.16%,-,940267
19049,7.31%, 52.37%, 45.05%,2.58%,-,850672
19051,10.02%, 44.14%, 54.16%,1.7%,-,70048a
19053,3.60%, 47.45%, 51.05%,1.5%,-,780382
19055,35.32%, 66.78%, 31.47%,1.75%,-,aa0450
19057,3.65%, 49.51%, 45.86%,4.63%, 3.50%,7e0b74
19059,16.32%, 57.24%, 40.93%,1.83%,-,910468
19061,2.38%, 47.22%, 49.60%,3.17%, 3.04%,78087e
19063,26.56%, 62.37%, 35.81%,1.81%,-,9f045b
19065,24.52%, 60.81%, 36.30%,2.89%, 2.20%,9b075c
19067,35.40%, 66.10%, 30.70%,3.1900000000000004%, 2.43%,a8084e
19069,55.58%, 77.24%, 21.66%,1.1%,-,c40237
19071,9.04%, 44.38%, 53.42%,2.2%,-,710588
19073,23.09%, 60.85%, 37.75%,1.4%,-,9b0360
19075,35.15%, 67.23%, 32.08%,0.7%,-,ab0151
19077,12.20%, 55.30%, 43.10%,1.6%,-,8d046d
19079,44.66%, 70.94%, 26.28%,2.78%,-,b40743
19081,30.35%, 64.43%, 34.08%,1.49%,-,a40356
19083,37.64%, 67.72%, 30.07%,2.21%,-,ac054c
19085,5.66%, 45.88%, 51.54%,2.58%,-,740683
19087,17.42%, 57.99%, 40.57%,1.43%,-,930367
19089,0.06%, 48.86%, 48.80%,2.35%,-,7c057c
19091,34.50%, 66.69%, 32.19%,1.11%,-,aa0252
19093,6.08%, 51.12%, 45.04%,3.84%, 3.33%,820972
19095,16.81%, 57.90%, 41.10%,1.0%,-,930268
19097,7.21%, 52.63%, 45.42%,1.95%,-,860473
19099,2.89%, 47.08%, 49.97%,2.96%, 2.15%,78077f
19101,10.91%, 54.61%, 43.70%,1.69%,-,8b046f
19103,14.77%, 42.23%, 57.00%,0.77%,-,6b0191
19105,18.16%, 58.62%, 40.47%,0.91%,-,950267
19107,6.21%, 52.18%, 45.97%,1.85%,-,850475
19109,20.25%, 59.63%, 39.38%,0.99%,-,980264
19111,4.68%, 51.18%, 46.50%,2.32%,-,820576
19113,14.11%, 55.67%, 41.56%,2.77%,-,8d0769
19115,26.39%, 62.26%, 35.88%,1.86%,-,9e045b
19117,3.90%, 47.91%, 44.01%,8.08%, 6.70%,7a1470
19119,21.16%, 59.78%, 38.62%,1.6%,-,980462
19121,4.38%, 51.26%, 46.88%,1.86%,-,820477
19123,0.12%, 48.14%, 48.26%,1.56%,-,7a037b
19125,11.08%, 42.90%, 53.98%,3.1199999999999997%, 2.53%,6d0789
19127,25.42%, 60.32%, 34.90%,4.7700000000000005%, 3.24%,990c58
19129,3.17%, 50.58%, 47.41%,2.01%,-,800578
19131,30.50%, 64.38%, 33.88%,1.74%,-,a40456
19133,3.58%, 47.87%, 51.45%,0.67%,-,7a0183
19135,1.03%, 45.15%, 44.11%,10.74%, 9.50%,731b70
19137,23.33%, 60.33%, 37.01%,2.66%, 2.12%,99065e
19139,17.05%, 54.25%, 37.20%,8.55%, 7.91%,8a155e
19141,6.08%, 52.53%, 46.45%,1.01%,-,850276
19143,17.72%, 58.05%, 40.33%,1.62%,-,940466
19145,25.34%, 60.87%, 35.53%,3.6%, 2.16%,9b095a
19147,1.10%, 48.49%, 49.59%,1.92%,-,7b047e
19149,8.13%, 53.14%, 45.01%,1.85%,-,870472
19151,4.26%, 51.29%, 47.04%,1.67%,-,820477
19153,4.19%, 45.81%, 50.00%,4.2%, 3.10%,740a7f
19155,2.16%, 47.83%, 49.99%,2.19%,-,79057f
19157,18.13%, 57.39%, 39.26%,3.34%, 2.07%,920864
19159,12.22%, 55.46%, 43.23%,1.31%,-,8d036e
