id,margin,bush,gore,trash,trash2,other
27055,5.66%, 49.94%, 44.28%,-, 4.14%, 1.64%
27057,17.42%, 55.21%, 37.78%,-, 5.03%, 1.98%
27059,9.52%, 51.36%, 41.84%,-, 5.04%, 1.75%
27061,4.78%, 43.96%, 48.74%,-, 5.24%, 2.07%
27063,7.52%, 50.99%, 43.47%,-, 3.57%, 1.97%
27065,9.53%, 51.09%, 41.57%,-, 5.05%, 2.29%
27067,9.36%, 51.99%, 42.62%,-, 3.81%, 1.58%
27069,9.33%, 51.31%, 41.98%,-, 2.58%, 0.80%
27071,9.01%, 51.21%, 42.20%,-, 4.39%, 2.20%
27073,6.80%, 43.59%, 50.39%,-, 3.59%, 2.43%
27075,16.97%, 37.56%, 54.53%,-, 6.49%, 1.42%
27077,16.83%, 55.60%, 38.77%,-, 3.38%, 2.24%
27079,6.30%, 49.78%, 43.48%,-, 4.89%, 1.86%
27081,2.34%, 46.07%, 48.42%,-, 3.20%, 2.31%
27083,11.75%, 52.98%, 41.23%,-, 4.00%, 1.78%
27085,20.61%, 57.05%, 36.44%,-, 4.42%, 2.09%
27087,9.04%, 50.45%, 41.41%,-, 4.32%, 0.63%
27089,19.27%, 56.01%, 36.74%,-, 3.08%, 0.50%
27091,14.66%, 54.83%, 40.17%,-, 3.63%, 1.38%
27093,10.48%, 51.72%, 41.25%,-, 4.84%, 2.18%
27095,8.26%, 50.94%, 42.68%,-, 4.37%, 2.01%
27097,19.92%, 55.85%, 35.93%,-, 4.31%, 0.55%
27099,20.67%, 37.19%, 57.86%,-, 3.67%, 1.28%
27101,6.61%, 50.64%, 44.04%,-, 3.13%, 2.19%
27103,1.17%, 47.11%, 45.94%,-, 5.49%, 1.45%
27105,11.34%, 53.72%, 42.38%,-, 2.68%, 1.22%
27107,6.40%, 49.66%, 43.26%,-, 3.38%, 0.55%
27109,8.11%, 51.59%, 43.48%,-, 3.70%, 1.23%
27111,24.97%, 59.50%, 34.53%,-, 3.93%, 2.05%
27113,14.59%, 53.48%, 38.89%,-, 4.03%, 0.54%
27115,2.25%, 44.80%, 47.05%,-, 5.62%, 2.54%
27117,14.77%, 55.03%, 40.25%,-, 2.86%, 1.86%
27119,13.05%, 53.81%, 40.76%,-, 2.61%, 0.43%
27121,0.62%, 46.90%, 46.28%,-, 4.41%, 0.35%
27123,20.80%, 35.89%, 56.69%,-, 6.35%, 1.07%
27125,12.44%, 52.15%, 39.71%,-, 3.25%, 0.67%
27127,24.63%, 59.23%, 34.60%,-, 4.05%, 2.12%
27129,6.19%, 49.69%, 43.50%,-, 4.37%, 0.33%
27131,8.70%, 41.80%, 50.50%,-, 6.30%, 1.41%
27133,13.79%, 55.33%, 41.54%,-, 2.32%, 0.82%
27135,35.82%, 65.52%, 29.70%,-, 2.46%, 2.33%
27137,26.82%, 32.96%, 59.78%,-, 5.85%, 1.41%
27139,14.73%, 54.70%, 39.97%,-, 4.18%, 1.16%
27141,15.26%, 54.53%, 39.27%,-, 4.87%, 1.34%
27143,19.09%, 55.72%, 36.63%,-, 4.92%, 0.60%
27145,12.17%, 51.86%, 39.70%,-, 6.11%, 2.33%
27147,8.23%, 51.18%, 42.95%,-, 4.34%, 1.53%
27149,6.90%, 49.22%, 42.32%,-, 6.83%, 1.63%
27151,5.92%, 43.70%, 49.62%,-, 4.01%, 0.50%
27153,17.12%, 54.37%, 37.25%,-, 4.37%, 0.50%
27155,9.02%, 51.00%, 41.98%,-, 4.08%, 0.38%
27157,6.87%, 49.81%, 42.94%,-, 5.42%, 1.83%
27159,23.22%, 58.49%, 35.27%,-, 3.96%, 2.27%
27161,10.31%, 51.99%, 41.67%,-, 4.49%, 1.85%
27163,1.74%, 48.13%, 46.39%,-, 4.57%, 0.91%
27165,5.92%, 49.90%, 43.98%,-, 4.13%, 1.99%
27167,29.83%, 61.48%, 31.65%,-, 2.33%, 0.64%
27169,1.24%, 45.04%, 46.28%,-, 7.32%, 1.36%
27171,16.37%, 55.02%, 38.65%,-, 4.56%, 1.77%
27173,1.27%, 47.11%, 45.84%,-, 4.21%, 0.65%
28001,9.23%, 44.97%, 54.20%,-,-, 0.83%
28003,17.37%, 57.40%, 40.03%,-,-, 2.57%
28005,15.67%, 57.38%, 41.71%,-,-, 0.91%
28007,17.90%, 58.64%, 40.74%,-,-, 0.63%
28009,9.34%, 44.84%, 54.18%,-,-, 0.98%
28011,26.51%, 35.80%, 62.31%,-,-, 1.88%
28013,20.79%, 59.88%, 39.09%,-,-, 1.02%
28015,29.22%, 64.28%, 35.05%,-,-, 0.67%
28017,0.42%, 49.46%, 49.05%,-,-, 1.49%
28019,30.12%, 64.48%, 34.36%,-,-, 1.16%
28021,60.39%, 19.13%, 79.52%,-,-, 1.34%
28023,30.86%, 65.08%, 34.22%,-,-, 0.69%
28025,11.57%, 43.72%, 55.30%,-,-, 0.98%
28027,20.59%, 38.68%, 59.27%,-,-, 2.05%
28029,7.54%, 53.30%, 45.76%,-,-, 0.94%
28031,22.63%, 60.75%, 38.12%,-,-, 1.13%
28033,43.77%, 71.21%, 27.44%,-,-, 1.35%
28035,21.49%, 59.69%, 38.20%,-,-, 2.11%
28037,23.80%, 61.40%, 37.59%,-,-, 1.01%
28039,43.47%, 70.61%, 27.14%,-,-, 2.25%
28041,39.79%, 69.48%, 29.69%,-,-, 0.83%
28043,10.29%, 54.65%, 44.36%,-,-, 0.99%
28045,31.10%, 64.11%, 33.00%,-,-, 2.89%
28047,24.92%, 61.30%, 36.38%,-,-, 2.31%
28049,10.30%, 43.01%, 53.31%,-,-, 1.36%
28051,47.29%, 26.10%, 73.39%,-,-, 0.51%
28053,16.73%, 41.28%, 58.01%,-,-, 0.71%
28055,20.09%, 38.89%, 58.98%,-,-, 2.13%
28057,28.37%, 63.33%, 34.96%,-,-, 1.70%
28059,35.19%, 66.66%, 31.47%,-,-, 1.88%
28061,2.95%, 51.09%, 48.15%,-,-, 0.76%
28063,64.14%, 17.61%, 81.75%,-,-, 0.65%
28065,7.49%, 45.83%, 53.32%,-,-, 0.85%
28067,35.45%, 67.14%, 31.69%,-,-, 1.18%
28069,9.29%, 44.94%, 54.24%,-,-, 0.82%
28071,15.32%, 55.85%, 40.53%,-, 3.04%, 0.58%
28073,56.12%, 77.07%, 20.95%,-,-, 1.98%
28075,34.28%, 66.67%, 32.39%,-,-, 0.94%
28077,12.65%, 55.78%, 43.13%,-,-, 1.09%
28079,19.00%, 59.18%, 40.18%,-,-, 0.65%
28081,25.54%, 61.97%, 36.43%,-,-, 1.60%
28083,15.74%, 41.03%, 56.77%,-,-, 2.21%
28085,32.17%, 65.69%, 33.52%,-,-, 0.78%
28087,20.11%, 59.30%, 39.19%,-,-, 1.50%
28089,29.11%, 64.00%, 34.88%,-,-, 1.12%
28091,24.39%, 61.79%, 37.41%,-,-, 0.80%
28093,23.92%, 37.51%, 61.43%,-,-, 1.06%
28095,12.08%, 55.37%, 43.29%,-,-, 1.35%
28097,9.14%, 54.24%, 45.10%,-,-, 0.66%
28099,42.42%, 70.69%, 28.27%,-,-, 1.04%
28101,43.85%, 71.59%, 27.75%,-,-, 0.66%
28103,37.40%, 30.88%, 68.29%,-,-, 0.83%
28105,10.24%, 53.76%, 43.52%,-,-, 2.72%
28107,4.00%, 47.62%, 51.63%,-,-, 0.75%
28109,42.26%, 70.25%, 27.98%,-,-, 1.77%
28111,39.94%, 69.42%, 29.48%,-,-, 1.10%
28113,6.49%, 52.69%, 46.20%,-,-, 1.12%
28115,40.27%, 69.41%, 29.14%,-,-, 1.45%
28117,21.39%, 60.14%, 38.75%,-,-, 1.11%
28119,24.11%, 37.50%, 61.62%,-,-, 0.88%
28121,60.17%, 79.60%, 19.43%,-,-, 0.97%
28123,22.30%, 60.84%, 38.54%,-,-, 0.62%
28125,21.77%, 37.00%, 58.77%,-,-, 1.76%
28127,31.62%, 65.32%, 33.71%,-,-, 0.97%
28129,49.30%, 74.11%, 24.82%,-,-, 1.07%
28131,36.66%, 67.03%, 30.36%,-,-, 2.61%
28133,19.16%, 40.04%, 59.19%,-,-, 0.77%
28135,11.10%, 43.96%, 55.06%,-,-, 0.98%
28137,19.64%, 59.22%, 39.58%,-,-, 1.20%
28139,29.43%, 64.04%, 34.61%,-,-, 1.36%
28141,19.67%, 58.95%, 39.29%,-,-, 1.76%
28143,31.57%, 33.47%, 65.05%,-,-, 1.48%
28145,32.14%, 65.37%, 33.23%,-,-, 1.40%
28147,19.00%, 58.97%, 39.97%,-,-, 1.07%
28149,18.29%, 58.49%, 40.19%,-,-, 1.32%
28151,16.58%, 40.20%, 56.77%,-,-, 3.03%
28153,21.47%, 60.16%, 38.69%,-,-, 1.16%
28155,36.15%, 67.52%, 31.38%,-,-, 1.10%
28157,27.53%, 34.72%, 62.25%,-,-, 3.03%
28159,11.63%, 55.51%, 43.88%,-,-, 0.61%
28161,3.90%, 47.25%, 51.15%,-,-, 1.61%
28163,2.44%, 49.96%, 47.52%,-,-, 2.52%
29001,18.47%, 57.34%, 38.86%,-, 2.85%, 0.95%
29003,20.10%, 58.52%, 38.42%,-,-, 3.05%
29005,27.34%, 62.63%, 35.28%,-,-, 2.09%
29007,7.06%, 52.64%, 45.58%,-,-, 1.78%
29009,30.32%, 63.75%, 33.43%,-,-, 2.81%
29011,44.95%, 71.49%, 26.54%,-,-, 1.98%
29013,11.02%, 54.48%, 43.45%,-,-, 2.07%
29015,14.18%, 55.99%, 41.81%,-,-, 2.20%
29017,33.91%, 65.87%, 31.96%,-,-, 2.17%
29019,0.65%, 47.69%, 48.33%,-, 3.18%, 0.80%
29021,1.90%, 47.26%, 49.16%,-, 2.23%, 1.34%
29023,28.58%, 63.28%, 34.70%,-,-, 2.01%
29025,19.01%, 57.66%, 38.65%,-,-, 3.69%
29027,9.99%, 53.81%, 43.82%,-,-, 2.36%
29029,23.60%, 60.58%, 36.98%,-,-, 2.44%
29031,35.16%, 66.42%, 31.26%,-,-, 2.32%
29033,27.50%, 62.87%, 35.36%,-,-, 1.77%
29035,26.10%, 61.61%, 35.51%,-,-, 2.88%
29037,14.47%, 56.07%, 41.60%,-,-, 2.33%
29039,27.39%, 62.33%, 34.95%,-,-, 2.72%
29041,12.23%, 55.37%, 43.14%,-,-, 1.49%
29043,29.83%, 63.82%, 33.99%,-,-, 2.19%
29045,2.29%, 49.95%, 47.66%,-,-, 2.39%
29047,0.00%, 48.75%, 48.75%,-,-, 2.50%
29049,3.86%, 50.67%, 46.82%,-,-, 2.51%
29051,24.75%, 61.53%, 36.78%,-,-, 1.68%
29053,22.16%, 59.97%, 37.81%,-,-, 2.22%
29055,16.91%, 57.26%, 40.35%,-,-, 2.38%
29057,33.98%, 65.78%, 31.80%,-,-, 2.43%
29059,22.70%, 59.86%, 37.16%,-,-, 2.97%
29061,18.43%, 57.56%, 39.12%,-,-, 3.32%
29063,19.78%, 58.36%, 38.58%,-,-, 3.06%
29065,36.02%, 66.73%, 30.71%,-,-, 2.56%
29067,38.88%, 68.15%, 29.27%,-,-, 2.58%
29069,4.55%, 51.55%, 47.00%,-,-, 1.44%
29071,14.52%, 55.78%, 41.26%,-,-, 2.96%
29073,29.16%, 63.21%, 34.05%,-,-, 2.75%
29075,16.10%, 57.04%, 40.93%,-,-, 2.03%
29077,17.57%, 57.50%, 39.92%,-,-, 2.58%
29079,30.01%, 63.21%, 33.20%,-, 2.17%, 1.42%
29081,30.67%, 63.94%, 33.27%,-,-, 2.78%
29083,6.76%, 52.36%, 45.60%,-,-, 2.04%
29085,4.98%, 51.25%, 46.27%,-,-, 2.48%
29087,32.57%, 65.29%, 32.72%,-,-, 1.99%
29089,10.42%, 53.50%, 43.09%,-,-, 3.41%
29091,31.10%, 64.07%, 32.97%,-,-, 2.96%
29093,4.37%, 50.68%, 46.31%,-,-, 3.01%
29095,20.58%, 38.38%, 58.96%,-,-, 2.66%
29097,35.12%, 66.43%, 31.31%,-,-, 2.25%
29099,2.40%, 47.62%, 50.02%,-,-, 2.36%
29101,14.37%, 55.63%, 41.26%,-,-, 3.11%
29103,21.36%, 59.66%, 38.30%,-,-, 2.04%
29105,33.52%, 65.58%, 32.06%,-,-, 2.35%
29107,10.37%, 54.06%, 43.68%,-,-, 2.26%
29109,31.54%, 64.36%, 32.82%,-,-, 2.81%
29111,8.14%, 53.26%, 45.12%,-,-, 1.63%
29113,9.98%, 53.72%, 43.74%,-,-, 2.53%
29115,9.98%, 54.01%, 44.03%,-,-, 1.96%
29117,20.46%, 59.10%, 38.64%,-,-, 2.26%
29119,39.73%, 68.31%, 28.58%,-,-, 3.11%
29121,19.72%, 58.98%, 39.26%,-,-, 1.76%
29123,14.45%, 56.25%, 41.80%,-,-, 1.94%
29125,17.18%, 57.50%, 40.32%,-,-, 2.18%
29127,13.29%, 55.93%, 42.63%,-,-, 1.44%
29129,37.73%, 67.86%, 30.13%,-,-, 2.01%
29131,29.16%, 63.54%, 34.38%,-,-, 2.07%
29133,6.92%, 45.93%, 52.85%,-,-, 1.23%
29135,26.18%, 62.06%, 35.88%,-,-, 2.06%
29137,7.69%, 53.13%, 45.43%,-,-, 1.44%
29139,19.12%, 58.57%, 39.45%,-,-, 1.98%
29141,15.54%, 56.59%, 41.05%,-,-, 2.36%
29143,4.43%, 47.01%, 51.45%,-,-, 1.54%
29145,36.79%, 67.25%, 30.46%,-,-, 2.28%
29147,17.77%, 57.03%, 39.26%,-, 2.38%, 1.33%
29149,22.51%, 59.56%, 37.04%,-,-, 3.40%
29151,35.87%, 67.24%, 31.37%,-,-, 1.39%
29153,28.68%, 62.05%, 33.36%,-, 2.75%, 1.84%
29155,8.17%, 45.38%, 53.55%,-,-, 1.07%
29157,37.40%, 67.61%, 30.20%,-,-, 2.19%
29159,23.34%, 60.51%, 37.16%,-,-, 2.33%
29161,19.71%, 58.49%, 38.78%,-,-, 2.73%
29163,1.24%, 49.63%, 48.39%,-,-, 1.99%
29165,7.22%, 52.23%, 45.00%,-,-, 2.77%
29167,27.43%, 62.46%, 35.03%,-,-, 2.51%
29169,25.93%, 62.02%, 36.08%,-,-, 1.90%
29171,37.92%, 68.25%, 30.33%,-,-, 1.41%
29173,9.09%, 53.85%, 44.76%,-,-, 1.39%
29175,7.93%, 52.73%, 44.81%,-,-, 2.46%
29177,4.65%, 46.34%, 50.99%,-,-, 2.67%
29179,14.82%, 56.28%, 41.46%,-,-, 2.27%
29181,25.69%, 61.62%, 35.93%,-,-, 2.45%
29183,14.23%, 56.04%, 41.81%,-,-, 2.15%
29185,18.25%, 57.63%, 39.38%,-,-, 3.00%
29186,1.30%, 47.94%, 49.24%,-,-, 2.82%
29187,1.34%, 49.50%, 48.17%,-,-, 2.33%
29189,5.33%, 46.15%, 51.48%,-,-, 2.38%
29195,0.14%, 48.87%, 49.01%,-,-, 2.12%
29197,17.50%, 57.78%, 40.28%,-,-, 1.94%
29199,25.01%, 61.27%, 36.26%,-,-, 2.48%
29201,16.22%, 57.30%, 41.09%,-,-, 1.61%
29203,21.56%, 59.38%, 37.82%,-,-, 2.80%
29205,20.69%, 59.44%, 38.75%,-,-, 1.81%
29207,26.10%, 62.04%, 35.94%,-,-, 2.02%
29209,30.76%, 64.13%, 33.37%,-,-, 2.49%
29211,24.48%, 61.26%, 36.78%,-,-, 1.96%
29213,30.14%, 63.84%, 33.70%,-,-, 2.47%
29215,26.68%, 61.78%, 35.10%,-,-, 3.12%
29217,21.75%, 59.29%, 37.54%,-,-, 3.18%
29219,13.55%, 55.67%, 42.12%,-,-, 2.21%
29221,0.33%, 48.64%, 48.97%,-,-, 2.40%
29223,16.40%, 57.22%, 40.82%,-,-, 1.97%
29225,26.73%, 61.87%, 35.13%,-,-, 3.00%
29227,15.72%, 56.22%, 40.50%,-,-, 3.28%
29229,40.06%, 68.75%, 28.70%,-,-, 2.55%
29510,57.52%, 19.88%, 77.40%,-, 2.08%, 0.64%
30001,55.15%, 74.19%, 19.04%,-, 5.20%, 1.57%
30003,16.68%, 39.68%, 56.36%,-, 2.43%, 1.54%
30005,5.94%, 51.11%, 45.16%,-, 2.10%, 1.63%
30007,49.47%, 71.75%, 22.28%,-, 3.04%, 0.58%
30009,32.87%, 62.81%, 29.94%,-, 4.95%, 2.30%
30011,80.62%, 88.84%, 8.22%,-,-, 2.95%
30013,15.09%, 54.52%, 39.43%,-, 3.61%, 2.44%
30015,46.90%, 70.68%, 23.78%,-, 2.98%, 2.56%
30017,33.74%, 64.34%, 30.60%,-, 3.14%, 1.92%
30019,40.27%, 67.57%, 27.30%,-, 3.51%, 1.62%
30021,31.82%, 63.76%, 31.94%,-, 2.69%, 1.62%
30023,26.00%, 32.93%, 58.93%,-, 5.12%, 0.49%
30025,58.80%, 77.50%, 18.70%,-, 2.26%, 1.53%
30027,50.07%, 72.62%, 22.56%,-, 2.75%, 2.07%
30029,41.93%, 66.55%, 24.61%,-, 6.02%, 2.82%
30031,27.54%, 58.78%, 31.24%,-, 7.94%, 2.04%
30033,79.30%, 87.50%, 8.20%,-,-, 2.02%
30035,12.17%, 41.44%, 53.61%,-, 3.37%, 1.58%
30037,59.70%, 76.27%, 16.57%,-, 3.20%, 1.13%
30039,55.72%, 74.28%, 18.55%,-, 4.72%, 2.45%
30041,9.64%, 51.72%, 42.09%,-, 4.24%, 1.95%
30043,34.77%, 64.07%, 29.30%,-, 3.66%, 2.96%
30045,55.88%, 75.82%, 19.94%,-, 2.22%, 2.01%
30047,22.34%, 56.26%, 33.93%,-, 6.66%, 3.15%
30049,18.74%, 55.34%, 36.61%,-, 6.03%, 2.02%
30051,48.75%, 72.03%, 23.28%,-, 2.30%, 2.39%
30053,50.33%, 71.09%, 20.76%,-, 5.12%, 3.02%
30055,49.04%, 72.42%, 23.38%,-, 2.98%, 1.23%
30057,51.91%, 72.65%, 20.73%,-, 4.40%, 2.22%
30059,55.83%, 74.65%, 18.82%,-, 2.89%, 0.96%
30061,42.46%, 65.77%, 23.31%,-, 7.75%, 1.04%
30063,9.09%, 46.11%, 37.02%,-, 15.03%, 1.85%
30065,48.48%, 71.68%, 23.20%,-, 2.40%, 2.72%
30067,31.99%, 61.07%, 29.08%,-, 6.72%, 0.97%
30069,71.24%, 83.01%, 11.76%,-,-, 2.61%
30071,58.53%, 77.51%, 18.99%,-,-, 3.50%
30073,39.92%, 67.27%, 27.35%,-, 3.31%, 2.07%
30075,73.91%, 85.32%, 11.41%,-, 2.08%, 1.19%
30077,47.07%, 69.60%, 22.53%,-, 4.56%, 1.24%
30079,50.54%, 72.52%, 21.98%,-, 3.22%, 2.28%
30081,39.39%, 65.21%, 25.82%,-, 6.54%, 2.42%
30083,45.62%, 70.87%, 25.24%,-,-, 3.89%
30085,11.91%, 42.09%, 54.00%,-, 2.49%, 1.42%
30087,12.62%, 53.35%, 40.72%,-, 3.80%, 2.13%
30089,41.92%, 66.60%, 24.68%,-, 6.46%, 2.27%
30091,24.12%, 59.85%, 35.73%,-, 3.16%, 1.27%
30093,15.97%, 37.71%, 53.68%,-, 5.24%, 0.71%
30095,46.96%, 70.57%, 23.61%,-, 3.60%, 2.22%
30097,62.03%, 78.55%, 16.52%,-, 3.20%, 1.73%
30099,43.66%, 69.22%, 25.56%,-, 3.08%, 2.14%
30101,42.43%, 68.92%, 26.49%,-, 3.24%, 1.35%
30103,49.69%, 71.82%, 22.13%,-, 2.51%, 3.55%
30105,30.96%, 63.08%, 32.12%,-, 2.60%, 2.20%
30107,46.55%, 70.87%, 24.32%,-, 2.10%, 2.70%
30109,47.88%, 71.24%, 23.36%,-, 3.09%, 2.32%
30111,23.57%, 59.00%, 35.43%,-, 3.73%, 1.85%
31001,35.99%, 65.62%, 29.63%,-, 3.79%, 0.95%
31003,55.94%, 76.07%, 20.13%,-, 2.49%, 1.31%
31005,76.84%, 86.40%, 9.56%,-, 2.21%, 1.84%
31007,70.35%, 84.42%, 14.07%,-,-, 1.52%
31009,73.35%, 85.67%, 12.32%,-,-, 2.01%
31011,56.64%, 76.73%, 20.09%,-, 2.27%, 0.91%
31013,31.32%, 63.04%, 31.72%,-, 3.99%, 1.26%
31015,53.62%, 74.96%, 21.34%,-, 2.01%, 1.69%
31017,66.81%, 81.65%, 14.85%,-, 2.14%, 1.37%
31019,48.62%, 72.48%, 23.86%,-, 2.93%, 0.73%
31021,24.56%, 60.61%, 36.06%,-, 2.15%, 1.18%
31023,42.06%, 68.91%, 26.85%,-, 2.82%, 1.41%
31025,24.20%, 59.77%, 35.56%,-, 3.59%, 1.08%
31027,45.14%, 70.02%, 24.88%,-, 3.28%, 1.83%
31029,63.95%, 80.27%, 16.32%,-, 2.03%, 1.39%
31031,65.89%, 81.56%, 15.67%,-,-, 2.77%
31033,56.45%, 76.61%, 20.16%,-,-, 3.23%
31035,48.27%, 72.35%, 24.07%,-, 2.67%, 0.90%
31037,44.49%, 70.53%, 26.03%,-, 2.17%, 1.27%
31039,56.35%, 76.68%, 20.33%,-, 2.16%, 0.83%
31041,60.38%, 78.41%, 18.03%,-, 2.59%, 0.98%
31043,7.00%, 51.46%, 44.46%,-, 2.33%, 1.75%
31045,47.67%, 70.39%, 22.73%,-, 5.85%, 1.02%
31047,50.23%, 73.41%, 23.18%,-,-, 3.41%
31049,55.18%, 75.80%, 20.62%,-, 2.61%, 0.97%
31051,36.32%, 65.69%, 29.37%,-, 2.15%, 0.47%
31053,26.60%, 61.30%, 34.69%,-, 3.06%, 0.95%
31055,15.11%, 55.16%, 40.05%,-, 3.88%, 0.91%
31057,61.52%, 79.23%, 17.71%,-,-, 3.07%
31059,39.23%, 67.51%, 28.29%,-, 3.44%, 0.77%
31061,46.52%, 71.70%, 25.18%,-, 2.16%, 0.96%
31063,61.59%, 79.11%, 17.52%,-,-, 3.37%
31065,54.09%, 76.06%, 21.97%,-,-, 1.97%
31067,21.27%, 58.26%, 36.99%,-, 3.73%, 1.02%
31069,62.35%, 79.00%, 16.65%,-, 3.12%, 1.23%
31071,53.58%, 74.56%, 20.98%,-, 3.43%, 1.04%
31073,52.17%, 74.65%, 22.49%,-,-, 2.86%
31075,71.43%, 84.16%, 12.73%,-, 2.60%, 0.52%
31077,32.29%, 64.05%, 31.76%,-, 2.82%, 1.37%
31079,31.55%, 63.64%, 32.09%,-, 3.21%, 1.06%
31081,48.65%, 72.39%, 23.74%,-, 3.14%, 0.73%
31083,49.68%, 73.33%, 23.65%,-,-, 3.02%
31085,73.56%, 85.11%, 11.56%,-,-, 3.33%
31087,55.00%, 76.08%, 21.08%,-,-, 2.84%
31089,62.67%, 79.73%, 17.06%,-,-, 3.21%
31091,59.41%, 77.51%, 18.09%,-, 3.18%, 1.22%
31093,28.48%, 62.26%, 33.78%,-, 2.51%, 1.45%
31095,25.73%, 61.11%, 35.38%,-, 2.65%, 0.86%
31097,19.70%, 57.29%, 37.59%,-, 3.50%, 1.61%
31099,52.95%, 74.73%, 21.78%,-, 2.40%, 1.09%
31101,56.51%, 76.72%, 20.21%,-,-, 3.07%
31103,67.06%, 82.26%, 15.20%,-,-, 2.53%
31105,54.95%, 75.77%, 20.82%,-, 2.25%, 1.15%
31107,43.92%, 69.98%, 26.07%,-, 2.77%, 1.18%
31109,10.14%, 51.82%, 41.68%,-, 5.77%, 0.73%
31111,26.56%, 61.00%, 34.44%,-, 3.32%, 1.24%
31113,66.99%, 81.55%, 14.56%,-, 2.67%, 1.21%
31115,52.91%, 75.13%, 22.22%,-,-, 2.65%
31117,65.12%, 81.06%, 15.95%,-,-, 2.99%
31119,53.40%, 74.97%, 21.57%,-, 2.26%, 1.21%
31121,45.87%, 71.26%, 25.39%,-, 2.51%, 0.84%
31123,53.18%, 74.70%, 21.52%,-, 2.15%, 1.64%
31125,36.52%, 66.37%, 29.85%,-, 2.76%, 1.02%
31127,33.07%, 64.62%, 31.55%,-, 2.79%, 1.04%
31129,43.27%, 69.63%, 26.36%,-, 2.70%, 1.31%
31131,29.57%, 62.71%, 33.14%,-, 3.27%, 0.87%
31133,27.32%, 61.69%, 34.36%,-, 2.50%, 1.45%
31135,63.84%, 80.58%, 16.74%,-, 2.13%, 0.55%
31137,57.08%, 77.26%, 20.19%,-,-, 2.55%
31139,61.22%, 78.99%, 17.77%,-,-, 3.24%
31141,56.37%, 76.69%, 20.31%,-, 2.07%, 0.93%
31143,50.33%, 73.67%, 23.34%,-,-, 2.99%
31145,49.59%, 73.23%, 23.64%,-, 2.05%, 1.07%
31147,29.90%, 63.20%, 33.30%,-,-, 3.49%
31149,65.32%, 81.10%, 15.77%,-,-, 3.13%
31151,5.05%, 50.17%, 45.11%,-, 3.63%, 1.09%
31153,31.68%, 64.00%, 32.33%,-, 2.89%, 0.78%
31155,31.80%, 63.77%, 31.98%,-, 3.11%, 1.14%
31157,39.45%, 67.90%, 28.45%,-, 2.89%, 0.76%
31159,31.46%, 63.53%, 32.07%,-, 3.49%, 0.91%
31161,66.50%, 81.72%, 15.22%,-, 2.10%, 0.97%
31163,29.79%, 62.87%, 33.08%,-, 2.82%, 1.23%
31165,70.61%, 83.64%, 13.03%,-, 2.39%, 0.93%
31167,56.11%, 76.23%, 20.11%,-, 2.13%, 1.53%
31169,42.42%, 69.73%, 27.31%,-, 2.16%, 0.80%
31171,69.37%, 83.29%, 13.92%,-, 2.28%, 0.51%
31173,5.57%, 49.95%, 44.38%,-, 2.69%, 0.53%
31175,45.38%, 71.14%, 25.76%,-,-, 3.09%
31177,37.19%, 66.75%, 29.56%,-, 2.71%, 0.97%
31179,45.00%, 70.41%, 25.41%,-, 3.02%, 1.17%
31181,36.92%, 66.94%, 30.03%,-, 2.47%, 0.57%
31183,58.72%, 77.48%, 18.76%,-, 2.43%, 1.32%
31185,52.77%, 74.55%, 21.78%,-, 2.49%, 1.18%
32001,45.86%, 70.69%, 24.83%,-, 2.14%, 2.33%
32003,6.59%, 44.72%, 51.31%,-, 2.08%, 1.89%
32005,29.80%, 62.27%, 32.47%,-, 3.30%, 1.95%
32007,59.82%, 77.75%, 17.93%,-,-, 4.32%
32009,44.20%, 67.82%, 23.63%,-, 2.85%, 1.43%
32011,57.59%, 75.51%, 17.92%,-,-, 6.57%
32013,49.90%, 72.33%, 22.43%,-, 2.72%, 2.52%
32015,57.76%, 76.40%, 18.64%,-,-, 4.96%
32017,46.57%, 70.14%, 23.57%,-, 2.04%, 4.24%
32019,27.64%, 60.62%, 32.98%,-, 3.19%, 3.21%
32021,13.56%, 53.51%, 39.95%,-, 3.53%, 3.01%
32023,19.53%, 56.68%, 37.15%,-, 2.73%, 3.45%
32027,41.34%, 67.76%, 26.42%,-, 2.55%, 3.27%
32029,19.35%, 56.40%, 37.04%,-, 4.39%, 2.17%
32031,9.44%, 52.04%, 42.60%,-, 3.44%, 1.93%
32033,32.88%, 63.05%, 30.17%,-, 2.43%, 2.26%
32510,19.18%, 56.98%, 37.81%,-, 3.11%, 2.10%
33001,15.23%, 55.23%, 40.00%,-, 3.65%, 1.12%
33003,11.50%, 52.75%, 41.26%,-, 4.55%, 1.44%
33005,10.75%, 41.30%, 52.05%,-, 5.24%, 1.41%
33007,5.20%, 50.20%, 45.00%,-, 3.17%, 1.63%
33009,0.60%, 46.71%, 47.31%,-, 4.60%, 1.37%
33011,1.82%, 48.65%, 46.83%,-, 3.30%, 1.22%
33013,0.93%, 47.15%, 48.08%,-, 3.68%, 1.09%
33015,3.15%, 49.09%, 45.93%,-, 3.89%, 1.10%
33017,8.69%, 42.73%, 51.42%,-, 4.60%, 1.24%
33019,5.79%, 49.84%, 44.05%,-, 4.53%, 1.58%
34001,18.98%, 39.07%, 58.04%,-, 2.40%, 0.48%
34003,13.62%, 41.65%, 55.27%,-, 2.64%, 0.44%
34005,15.35%, 40.70%, 56.05%,-, 2.76%, 0.50%
34007,32.87%, 31.73%, 64.60%,-, 3.11%, 0.56%
