id,margin,bush,gore,trash,trash2,other
13131,17.50%, 58.09%, 40.59%,-,-, 1.31%
13133,16.22%, 57.34%, 41.12%,-,-, 1.54%
13135,31.56%, 63.71%, 32.15%,-,-, 1.07%
13137,45.75%, 71.86%, 26.11%,-,-, 2.03%
13139,43.47%, 70.36%, 26.89%,-,-, 2.75%
13141,56.77%, 21.45%, 78.22%,-,-, 0.32%
13143,27.97%, 63.10%, 35.13%,-,-, 1.78%
13145,30.86%, 64.87%, 34.01%,-,-, 1.12%
13147,13.93%, 56.29%, 42.36%,-,-, 1.35%
13149,24.05%, 60.88%, 36.84%,-,-, 2.28%
13151,35.62%, 66.42%, 30.80%,-,-, 0.64%
13153,26.69%, 62.65%, 35.96%,-,-, 1.39%
13155,21.56%, 60.31%, 38.74%,-,-, 0.95%
13157,38.32%, 67.71%, 29.39%,-,-, 2.90%
13159,18.77%, 58.28%, 39.51%,-,-, 2.21%
13161,33.59%, 66.26%, 32.67%,-,-, 1.07%
13163,7.44%, 45.98%, 53.41%,-,-, 0.61%
13165,2.58%, 50.79%, 48.21%,-,-, 1.00%
13167,25.39%, 62.33%, 36.94%,-,-, 0.73%
13169,21.67%, 60.11%, 38.45%,-,-, 1.44%
13171,13.73%, 55.68%, 41.95%,-,-, 2.37%
13173,11.34%, 55.04%, 43.70%,-,-, 1.26%
13175,17.16%, 57.94%, 40.78%,-,-, 1.28%
13177,49.92%, 74.48%, 24.56%,-,-, 0.96%
13179,8.95%, 44.68%, 53.62%,-,-, 1.70%
13181,17.14%, 58.23%, 41.09%,-,-, 0.68%
13183,14.91%, 57.04%, 42.13%,-,-, 0.82%
13185,15.12%, 56.87%, 41.74%,-,-, 1.39%
13187,34.16%, 65.59%, 31.42%,-,-, 0.93%
13189,20.55%, 59.94%, 39.39%,-,-, 0.67%
13191,7.32%, 46.03%, 53.35%,-,-, 0.63%
13193,27.35%, 35.96%, 63.31%,-,-, 0.73%
13195,40.59%, 69.17%, 28.59%,-,-, 2.24%
13197,9.39%, 54.35%, 44.96%,-,-, 0.69%
13199,4.16%, 47.13%, 51.29%,-,-, 1.58%
13201,26.33%, 62.74%, 36.42%,-,-, 0.84%
13205,3.12%, 48.11%, 51.23%,-,-, 0.66%
13207,22.84%, 60.48%, 37.65%,-,-, 1.87%
13209,18.02%, 58.39%, 40.37%,-,-, 1.24%
13211,21.79%, 59.71%, 37.92%,-,-, 2.37%
13213,34.10%, 66.16%, 32.06%,-,-, 1.78%
13215,9.04%, 45.01%, 54.05%,-,-, 0.94%
13217,24.08%, 60.56%, 36.48%,-,-, 0.72%
13219,39.64%, 68.15%, 28.51%,-,-, 3.34%
13221,27.07%, 61.71%, 34.64%,-,-, 3.65%
13223,41.79%, 69.58%, 27.79%,-,-, 2.62%
13225,0.21%, 49.39%, 49.60%,-,-, 1.01%
13227,36.57%, 66.92%, 30.35%,-,-, 2.73%
13229,43.75%, 71.52%, 27.77%,-,-, 0.70%
13231,39.82%, 68.74%, 28.93%,-,-, 2.33%
13233,17.09%, 57.74%, 40.65%,-,-, 1.61%
13235,15.90%, 57.44%, 41.54%,-,-, 1.02%
13237,15.62%, 57.09%, 41.47%,-,-, 1.44%
13239,21.46%, 38.50%, 59.96%,-,-, 1.55%
13241,31.36%, 64.61%, 33.25%,-,-, 2.13%
13243,8.06%, 45.70%, 53.76%,-,-, 0.54%
13245,10.30%, 44.29%, 54.60%,-,-, 1.11%
13247,28.99%, 62.64%, 33.65%,-,-, 1.18%
13249,20.92%, 60.03%, 39.12%,-,-, 0.85%
13251,4.83%, 52.15%, 47.32%,-,-, 0.53%
13253,7.79%, 53.42%, 45.64%,-,-, 0.94%
13255,22.35%, 60.24%, 37.89%,-,-, 1.88%
13257,29.86%, 64.11%, 34.25%,-,-, 1.64%
13259,30.30%, 34.54%, 64.84%,-,-, 0.61%
13261,1.02%, 49.98%, 48.96%,-,-, 1.05%
13263,32.32%, 33.35%, 65.67%,-,-, 0.99%
13265,34.25%, 32.57%, 66.83%,-,-, 0.60%
13267,29.13%, 64.12%, 34.99%,-,-, 0.89%
13269,2.59%, 50.79%, 48.20%,-,-, 1.01%
13271,2.40%, 48.47%, 50.87%,-,-, 0.66%
13273,2.57%, 48.31%, 50.88%,-,-, 0.80%
13275,18.50%, 58.82%, 40.32%,-,-, 0.85%
13277,30.32%, 64.66%, 34.34%,-,-, 1.00%
13279,25.58%, 62.23%, 36.66%,-,-, 1.11%
13281,31.29%, 64.53%, 33.24%,-,-, 2.22%
13283,9.32%, 54.10%, 44.78%,-,-, 1.12%
13285,27.07%, 62.90%, 35.83%,-,-, 1.27%
13287,3.62%, 51.22%, 47.60%,-,-, 1.18%
13289,11.26%, 43.43%, 54.69%,-,-, 1.88%
13291,33.60%, 65.66%, 32.06%,-,-, 2.29%
13293,22.47%, 60.60%, 38.13%,-,-, 1.27%
13295,31.68%, 65.23%, 33.56%,-,-, 1.21%
13297,39.21%, 67.95%, 28.74%,-,-, 0.83%
13299,27.20%, 63.35%, 36.14%,-,-, 0.51%
13301,12.26%, 43.50%, 55.76%,-,-, 0.75%
13303,4.69%, 47.26%, 51.95%,-,-, 0.79%
13305,31.02%, 65.20%, 34.18%,-,-, 0.61%
13307,20.02%, 39.49%, 59.52%,-,-, 0.99%
13309,3.87%, 51.62%, 47.75%,-,-, 0.63%
13311,40.37%, 68.96%, 28.60%,-,-, 2.44%
13313,37.84%, 68.03%, 30.19%,-,-, 1.79%
13315,17.72%, 58.39%, 40.68%,-,-, 0.93%
13317,2.58%, 50.77%, 48.19%,-,-, 1.04%
13319,2.25%, 48.13%, 50.37%,-,-, 1.50%
13321,26.04%, 62.56%, 36.53%,-,-, 0.91%
15001,22.85%, 33.52%, 56.37%,-, 9.05%, 1.05%
15003,14.96%, 39.58%, 54.54%,-, 5.09%, 0.79%
15005,0%,-,-,-,-,-
15007,31.63%, 30.23%, 61.87%,-, 6.77%, 1.13%
15009,27.03%, 32.81%, 59.83%,-, 6.37%, 0.99%
16001,27.86%, 60.78%, 32.92%,-, 3.92%, 2.38%
16003,59.72%, 77.32%, 17.60%,-, 2.15%, 2.93%
16005,23.76%, 59.07%, 35.30%,-, 2.98%, 2.65%
16007,61.37%, 79.20%, 17.83%,-,-, 2.97%
16009,46.41%, 70.68%, 24.27%,-,-, 5.04%
16011,50.59%, 73.47%, 22.88%,-,-, 1.38%
16013,2.77%, 44.44%, 47.22%,-, 5.39%, 2.95%
16015,41.70%, 66.09%, 24.39%,-, 4.03%, 2.45%
16017,31.83%, 61.53%, 29.70%,-, 6.14%, 2.62%
16019,52.91%, 74.47%, 21.56%,-,-, 3.97%
16021,50.59%, 72.01%, 21.42%,-, 3.40%, 3.17%
16023,47.95%, 72.19%, 24.25%,-,-, 1.16%
16025,48.52%, 70.81%, 22.29%,-,-, 2.96%
16027,46.45%, 71.07%, 24.62%,-,-, 4.31%
16029,66.92%, 81.87%, 14.95%,-,-, 3.18%
16031,67.26%, 82.20%, 14.93%,-,-, 2.87%
16033,64.92%, 81.41%, 16.49%,-,-, 2.09%
16035,52.46%, 74.05%, 21.59%,-,-, 4.36%
16037,59.14%, 77.00%, 17.85%,-,-, 3.13%
16039,43.80%, 70.21%, 26.41%,-,-, 3.37%
16041,72.61%, 84.70%, 12.09%,-,-, 1.13%
16043,69.63%, 83.37%, 13.74%,-,-, 2.89%
16045,50.64%, 73.14%, 22.50%,-,-, 1.92%
16047,44.17%, 69.68%, 25.51%,-,-, 2.15%
16049,61.98%, 77.91%, 15.93%,-,-, 3.80%
16051,68.66%, 82.70%, 14.04%,-,-, 1.03%
16053,50.91%, 73.55%, 22.64%,-,-, 1.50%
16055,33.49%, 64.28%, 30.79%,-, 2.47%, 2.46%
16057,16.33%, 53.30%, 36.97%,-, 6.52%, 3.20%
16059,60.40%, 78.52%, 18.13%,-,-, 3.35%
16061,56.87%, 76.72%, 19.85%,-,-, 3.44%
16063,38.88%, 66.65%, 27.76%,-,-, 2.48%
16065,79.43%, 88.53%, 9.10%,-,-, 2.37%
16067,54.66%, 75.28%, 20.62%,-,-, 1.99%
16069,34.84%, 66.02%, 31.18%,-,-, 2.80%
16071,62.24%, 79.31%, 17.07%,-,-, 1.28%
16073,57.31%, 76.85%, 19.54%,-,-, 1.51%
16075,48.38%, 72.34%, 23.96%,-,-, 3.70%
16077,41.23%, 69.10%, 27.87%,-,-, 3.03%
16079,12.14%, 53.46%, 41.32%,-,-, 5.22%
16081,38.38%, 65.33%, 26.96%,-, 5.65%, 2.06%
16083,44.46%, 70.10%, 25.64%,-,-, 4.26%
16085,35.67%, 64.05%, 28.38%,-, 5.05%, 2.51%
16087,47.15%, 71.23%, 24.08%,-,-, 2.51%
17001,17.05%, 57.56%, 40.51%,-,-, 1.93%
17003,19.12%, 39.48%, 58.60%,-,-, 1.91%
17005,10.58%, 54.10%, 43.52%,-,-, 2.39%
17007,13.76%, 55.51%, 41.75%,-, 2.09%, 0.64%
17009,16.99%, 57.48%, 40.49%,-,-, 2.03%
17011,4.59%, 50.68%, 46.09%,-, 2.16%, 1.07%
17013,3.11%, 47.23%, 50.35%,-,-, 2.42%
17015,10.06%, 53.43%, 43.37%,-, 2.15%, 1.05%
17017,3.03%, 50.31%, 47.28%,-,-, 2.41%
17019,1.17%, 46.64%, 47.81%,-, 4.77%, 0.78%
17021,5.00%, 51.03%, 46.03%,-,-, 2.94%
17023,19.52%, 58.55%, 39.03%,-,-, 2.42%
17025,25.70%, 61.76%, 36.06%,-,-, 2.18%
17027,13.95%, 55.67%, 41.72%,-,-, 2.61%
17029,7.92%, 52.23%, 44.31%,-, 2.52%, 0.93%
17031,39.98%, 28.65%, 68.63%,-, 2.25%, 0.47%
17033,19.31%, 58.52%, 39.21%,-,-, 2.27%
17035,21.99%, 59.58%, 37.59%,-,-, 2.83%
17037,7.04%, 51.57%, 44.53%,-, 3.11%, 0.79%
17039,15.57%, 56.28%, 40.70%,-,-, 3.02%
17041,18.63%, 58.07%, 39.44%,-,-, 2.49%
17043,13.31%, 55.18%, 41.87%,-, 2.39%, 0.57%
17045,19.64%, 58.71%, 39.07%,-,-, 2.22%
17047,37.85%, 67.85%, 30.00%,-,-, 2.15%
17049,38.87%, 68.04%, 29.17%,-,-, 2.80%
17051,14.07%, 55.69%, 41.61%,-,-, 2.70%
17053,29.24%, 63.20%, 33.97%,-,-, 2.83%
17055,8.91%, 44.19%, 53.10%,-,-, 2.71%
17057,12.31%, 42.61%, 54.92%,-,-, 2.46%
17059,8.07%, 44.72%, 52.78%,-,-, 2.50%
17061,11.08%, 54.26%, 43.18%,-,-, 2.57%
17063,7.19%, 52.51%, 45.32%,-,-, 2.16%
17065,12.56%, 54.92%, 42.36%,-,-, 2.73%
17067,9.06%, 52.98%, 43.92%,-,-, 3.11%
17069,6.90%, 51.80%, 44.90%,-,-, 3.30%
17071,8.33%, 44.18%, 52.51%,-,-, 3.31%
17073,4.37%, 46.43%, 50.79%,-,-, 2.78%
17075,31.94%, 64.70%, 32.75%,-,-, 2.55%
17077,8.45%, 42.54%, 50.99%,-, 5.32%, 1.15%
17079,25.97%, 62.12%, 36.15%,-,-, 1.73%
17081,10.92%, 54.44%, 43.52%,-,-, 2.04%
17083,3.65%, 49.92%, 46.27%,-, 2.45%, 1.36%
17085,6.97%, 51.39%, 44.42%,-, 3.04%, 1.15%
17087,25.31%, 61.26%, 35.96%,-,-, 2.78%
17089,11.93%, 54.45%, 42.52%,-, 2.32%, 0.71%
17091,2.16%, 49.89%, 47.73%,-,-, 2.37%
17093,23.03%, 60.12%, 37.09%,-, 2.11%, 0.69%
17095,11.48%, 42.77%, 54.25%,-,-, 2.98%
17097,2.45%, 49.96%, 47.51%,-,-, 2.53%
17099,4.52%, 46.25%, 50.76%,-, 2.16%, 0.83%
17101,11.74%, 54.64%, 42.90%,-,-, 2.46%
17103,13.39%, 55.19%, 41.80%,-, 2.19%, 0.82%
17105,21.78%, 59.57%, 37.80%,-,-, 2.63%
17107,27.10%, 62.31%, 35.21%,-,-, 2.48%
17109,2.96%, 49.68%, 46.73%,-, 2.80%, 0.79%
17111,20.17%, 58.49%, 38.33%,-, 2.59%, 0.59%
17113,14.90%, 55.84%, 40.95%,-, 2.54%, 0.67%
17115,0.87%, 48.14%, 49.02%,-,-, 2.84%
17117,5.92%, 45.58%, 51.50%,-,-, 2.92%
17119,9.23%, 43.94%, 53.17%,-, 2.12%, 0.76%
17121,1.03%, 49.45%, 48.42%,-,-, 2.13%
17123,9.73%, 53.24%, 43.51%,-, 2.27%, 0.98%
17125,3.23%, 50.37%, 47.14%,-,-, 2.50%
17127,11.33%, 54.51%, 43.18%,-,-, 2.31%
17129,27.38%, 62.27%, 34.89%,-, 2.18%, 0.66%
17131,8.56%, 44.34%, 52.90%,-,-, 2.77%
17133,13.30%, 55.32%, 42.02%,-,-, 2.66%
17135,2.41%, 47.55%, 49.97%,-,-, 2.48%
17137,15.06%, 56.22%, 41.15%,-,-, 2.63%
17139,9.24%, 53.41%, 44.17%,-,-, 2.41%
17141,22.58%, 59.83%, 37.25%,-, 2.27%, 0.66%
17143,2.87%, 47.39%, 50.26%,-,-, 2.36%
17145,0.60%, 48.30%, 48.90%,-,-, 2.80%
17147,13.49%, 55.09%, 41.60%,-, 2.59%, 0.73%
17149,18.59%, 58.01%, 39.42%,-,-, 2.56%
17151,17.98%, 57.77%, 39.79%,-,-, 2.45%
17153,2.92%, 47.41%, 50.33%,-,-, 2.25%
17155,6.92%, 45.20%, 52.12%,-,-, 2.67%
17157,2.33%, 49.88%, 47.55%,-,-, 2.56%
17159,29.98%, 63.52%, 33.54%,-,-, 2.95%
17161,19.61%, 38.70%, 58.31%,-, 2.10%, 0.89%
17163,13.61%, 42.13%, 55.74%,-,-, 2.12%
17165,4.34%, 50.93%, 46.58%,-,-, 2.49%
17167,13.07%, 55.06%, 41.99%,-, 2.19%, 0.76%
17169,12.99%, 55.06%, 42.07%,-,-, 2.86%
17171,20.41%, 59.05%, 38.64%,-,-, 2.31%
17173,18.04%, 57.57%, 39.54%,-,-, 2.89%
17175,16.16%, 56.67%, 40.52%,-,-, 2.81%
17177,13.69%, 55.29%, 41.60%,-, 2.46%, 0.65%
17179,10.55%, 54.05%, 43.50%,-,-, 2.45%
17181,4.79%, 50.77%, 45.98%,-, 2.18%, 1.06%
17183,1.17%, 49.17%, 47.99%,-,-, 2.84%
17185,25.76%, 61.84%, 36.07%,-,-, 2.09%
17187,4.91%, 51.09%, 46.18%,-,-, 2.73%
17189,24.03%, 60.98%, 36.96%,-,-, 2.06%
17191,40.79%, 69.50%, 28.71%,-,-, 1.78%
17193,20.47%, 59.20%, 38.73%,-,-, 2.07%
17195,6.58%, 45.30%, 51.88%,-, 2.07%, 0.74%
17197,2.57%, 50.00%, 47.43%,-,-, 2.58%
17199,6.76%, 52.01%, 45.26%,-,-, 2.73%
17201,1.68%, 49.24%, 47.56%,-, 2.41%, 0.79%
17203,32.01%, 64.94%, 32.92%,-,-, 2.14%
18001,37.97%, 67.95%, 29.98%,-,-, 2.07%
18003,25.18%, 61.60%, 36.42%,-,-, 1.98%
18005,27.88%, 62.87%, 34.98%,-,-, 2.15%
18007,28.73%, 63.01%, 34.28%,-,-, 2.71%
18009,12.18%, 55.16%, 42.98%,-,-, 1.86%
18011,45.65%, 71.54%, 25.89%,-,-, 2.57%
18013,18.53%, 56.78%, 38.26%,-, 3.08%, 1.88%
18015,25.85%, 61.71%, 35.86%,-,-, 2.43%
18017,25.77%, 61.60%, 35.83%,-,-, 2.58%
18019,5.51%, 52.01%, 46.50%,-,-, 1.50%
18021,27.45%, 62.94%, 35.49%,-,-, 1.58%
18023,31.83%, 64.97%, 33.15%,-,-, 1.88%
18025,12.12%, 55.29%, 43.17%,-,-, 1.54%
18027,42.77%, 70.40%, 27.63%,-,-, 1.97%
18029,30.78%, 64.88%, 34.11%,-,-, 1.01%
18031,35.18%, 66.68%, 31.50%,-,-, 1.82%
18033,28.47%, 63.12%, 34.65%,-,-, 2.23%
18035,2.78%, 50.07%, 47.29%,-,-, 2.64%
18037,32.53%, 65.36%, 32.83%,-,-, 1.81%
18039,37.36%, 67.46%, 30.11%,-,-, 2.43%
18041,19.02%, 58.52%, 39.49%,-,-, 1.99%
18043,10.91%, 54.90%, 43.99%,-,-, 1.12%
18045,23.22%, 60.54%, 37.32%,-,-, 2.14%
18047,35.93%, 67.00%, 31.07%,-,-, 1.93%
18049,27.12%, 62.66%, 35.55%,-,-, 1.79%
18051,14.03%, 56.16%, 42.13%,-,-, 1.71%
18053,24.41%, 61.22%, 36.81%,-,-, 1.97%
18055,20.24%, 59.05%, 38.81%,-,-, 2.13%
18057,50.54%, 74.25%, 23.71%,-,-, 2.04%
18059,41.13%, 69.47%, 28.34%,-,-, 2.20%
18061,19.07%, 58.48%, 39.41%,-,-, 2.11%
18063,44.42%, 71.23%, 26.82%,-,-, 1.95%
18065,14.60%, 56.35%, 41.75%,-,-, 1.89%
18067,21.80%, 59.63%, 37.83%,-,-, 2.54%
18069,41.00%, 69.17%, 28.17%,-,-, 2.65%
18071,25.50%, 62.01%, 36.50%,-,-, 1.49%
18073,31.06%, 64.58%, 33.53%,-,-, 1.89%
18075,18.93%, 58.37%, 39.44%,-,-, 2.19%
18077,12.28%, 55.17%, 42.89%,-,-, 1.94%
18079,22.99%, 60.37%, 37.38%,-,-, 2.24%
18081,41.27%, 69.54%, 28.27%,-,-, 2.19%
18083,14.51%, 56.36%, 41.85%,-,-, 1.79%
18085,52.42%, 75.30%, 22.88%,-,-, 1.82%
18087,32.45%, 65.25%, 32.80%,-,-, 1.96%
18089,25.96%, 36.02%, 61.98%,-,-, 2.00%
18091,1.87%, 47.79%, 49.65%,-,-, 2.56%
18093,34.73%, 66.14%, 31.41%,-,-, 2.44%
18095,8.72%, 53.54%, 44.82%,-,-, 1.64%
18097,1.29%, 49.23%, 47.94%,-,-, 2.82%
18099,29.26%, 63.57%, 34.31%,-,-, 2.12%
18101,32.33%, 65.26%, 32.94%,-,-, 1.80%
18103,32.84%, 64.98%, 32.14%,-,-, 2.88%
18105,4.04%, 47.61%, 43.57%,-, 7.44%, 1.39%
18107,38.10%, 67.87%, 29.76%,-,-, 2.37%
18109,41.11%, 69.37%, 28.26%,-,-, 2.37%
18111,20.85%, 58.98%, 38.13%,-,-, 2.89%
18113,30.11%, 64.03%, 33.92%,-,-, 2.05%
18115,22.63%, 60.79%, 38.16%,-,-, 1.04%
18117,27.97%, 62.85%, 34.88%,-,-, 2.28%
18119,27.16%, 61.80%, 34.65%,-,-, 3.55%
18121,21.10%, 59.58%, 38.48%,-,-, 1.94%
18123,4.90%, 46.85%, 51.75%,-,-, 1.39%
18125,15.25%, 56.59%, 41.34%,-,-, 2.08%
18127,7.35%, 52.47%, 45.12%,-,-, 2.41%
18129,18.61%, 58.49%, 39.87%,-,-, 1.64%
18131,28.60%, 63.37%, 34.78%,-,-, 1.85%
18133,27.20%, 61.93%, 34.73%,-,-, 3.34%
18135,20.86%, 59.42%, 38.55%,-,-, 2.03%
18137,32.69%, 65.46%, 32.77%,-,-, 1.77%
18139,32.66%, 65.20%, 32.54%,-,-, 2.27%
18141,0.13%, 48.81%, 48.94%,-,-, 2.25%
18143,1.96%, 47.94%, 49.90%,-,-, 2.17%
18145,27.54%, 62.64%, 35.10%,-,-, 2.26%
18147,14.95%, 56.70%, 41.75%,-,-, 1.55%
18149,2.45%, 49.98%, 47.53%,-,-, 2.48%
18151,25.27%, 61.66%, 36.38%,-,-, 1.96%
18153,5.88%, 52.28%, 46.39%,-,-, 1.33%
18155,15.28%, 56.53%, 41.25%,-,-, 2.22%
18157,17.03%, 56.39%, 39.36%,-, 2.28%, 1.98%
18159,32.70%, 65.39%, 32.70%,-,-, 1.91%
18161,32.21%, 64.99%, 32.78%,-,-, 2.23%
18163,10.00%, 54.13%, 44.13%,-,-, 1.74%
18165,3.62%, 47.19%, 50.81%,-,-, 2.01%
18167,1.24%, 49.74%, 48.50%,-,-, 1.76%
18169,31.39%, 64.59%, 33.20%,-,-, 2.21%
18171,19.82%, 58.86%, 39.04%,-,-, 2.10%
18173,19.97%, 59.19%, 39.22%,-,-, 1.59%
18175,22.38%, 59.87%, 37.50%,-,-, 2.63%
18177,15.90%, 56.75%, 40.85%,-,-, 2.41%
18179,39.32%, 68.74%, 29.42%,-,-, 1.83%
18181,24.05%, 60.96%, 36.90%,-,-, 2.14%
18183,31.96%, 64.99%, 33.04%,-,-, 1.97%
19001,12.66%, 55.18%, 42.52%,-,-, 2.30%
19003,12.73%, 54.55%, 41.82%,-, 2.38%, 1.26%
19005,6.10%, 50.71%, 44.61%,-, 3.08%, 1.59%
19007,7.57%, 52.45%, 44.88%,-,-, 2.66%
19009,3.41%, 50.45%, 47.04%,-,-, 2.51%
19011,3.80%, 46.47%, 50.27%,-,-, 3.26%
19013,12.06%, 42.60%, 54.66%,-, 2.06%, 0.68%
19015,5.27%, 45.92%, 51.19%,-, 2.06%, 0.83%
19017,4.53%, 50.78%, 46.26%,-, 2.33%, 0.64%
19019,10.13%, 43.49%, 53.61%,-,-, 2.90%
19021,13.25%, 54.58%, 41.33%,-, 2.85%, 1.24%
19023,16.39%, 57.06%, 40.68%,-,-, 2.26%
19025,12.78%, 55.07%, 42.29%,-,-, 2.64%
19027,4.35%, 50.99%, 46.65%,-,-, 2.36%
19029,25.07%, 61.13%, 36.06%,-, 2.14%, 0.67%
19031,0.02%, 48.31%, 48.33%,-, 2.54%, 0.81%
19033,12.58%, 42.40%, 54.98%,-,-, 2.62%
19035,9.38%, 52.53%, 43.16%,-, 2.43%, 1.88%
19037,7.58%, 44.59%, 52.17%,-, 2.20%, 1.03%
19039,2.32%, 47.51%, 49.83%,-,-, 2.66%
19041,9.21%, 52.68%, 43.47%,-, 2.19%, 1.66%
19043,2.38%, 47.07%, 49.45%,-, 2.40%, 1.09%
19045,13.74%, 41.61%, 55.35%,-, 2.12%, 0.92%
19047,9.82%, 53.12%, 43.30%,-, 2.23%, 1.36%
19049,9.03%, 53.32%, 44.29%,-,-, 2.40%
19051,7.05%, 52.05%, 45.00%,-,-, 2.95%
19053,6.17%, 51.31%, 45.13%,-, 2.53%, 1.02%
19055,5.57%, 51.18%, 45.61%,-,-, 3.21%
19057,20.48%, 38.14%, 58.62%,-, 2.11%, 1.14%
19059,6.96%, 52.03%, 45.07%,-, 2.08%, 0.83%
19061,14.58%, 40.83%, 55.41%,-, 2.45%, 1.32%
19063,3.59%, 50.35%, 46.76%,-, 2.12%, 0.78%
19065,1.11%, 49.34%, 48.23%,-,-, 2.43%
19067,8.83%, 44.09%, 52.92%,-, 2.13%, 0.87%
19069,10.83%, 53.81%, 42.97%,-, 2.23%, 0.99%
19071,16.87%, 57.22%, 40.35%,-,-, 2.43%
19073,0.40%, 48.36%, 48.76%,-, 2.25%, 0.64%
19075,28.02%, 63.02%, 35.00%,-,-, 1.98%
19077,6.34%, 51.93%, 45.58%,-,-, 2.49%
19079,7.41%, 52.39%, 44.98%,-,-, 2.63%
19081,13.00%, 54.95%, 41.95%,-, 2.26%, 0.85%
19083,8.92%, 53.18%, 44.27%,-,-, 2.55%
19085,19.12%, 58.11%, 38.99%,-,-, 2.90%
19087,6.56%, 51.62%, 45.06%,-, 2.11%, 1.21%
19089,11.22%, 42.80%, 54.02%,-, 2.23%, 0.96%
19091,18.16%, 57.61%, 39.45%,-, 2.02%, 0.91%
19093,15.96%, 56.37%, 40.42%,-,-, 3.21%
19095,8.96%, 52.53%, 43.57%,-, 2.54%, 1.36%
19097,13.02%, 41.73%, 54.75%,-, 2.51%, 1.01%
19099,0.17%, 48.94%, 48.77%,-,-, 2.28%
19101,5.10%, 43.03%, 37.93%,-, 2.73%, 1.62%
19103,25.16%, 33.92%, 59.08%,-, 6.16%, 0.85%
19105,5.35%, 45.95%, 51.30%,-, 2.13%, 0.62%
19107,7.88%, 51.97%, 44.09%,-, 2.00%, 1.94%
19109,7.34%, 51.95%, 44.60%,-, 2.32%, 1.13%
19111,19.87%, 38.25%, 58.12%,-,-, 3.63%
19113,9.21%, 43.90%, 53.11%,-, 2.29%, 0.70%
19115,1.88%, 47.60%, 49.47%,-,-, 2.93%
19117,7.62%, 52.57%, 44.95%,-,-, 2.49%
19119,48.76%, 73.34%, 24.58%,-,-, 2.08%
19121,8.16%, 52.55%, 44.38%,-,-, 3.07%
19123,27.26%, 62.57%, 35.31%,-,-, 2.12%
19125,18.16%, 58.01%, 39.85%,-,-, 2.14%
19127,2.63%, 49.85%, 47.22%,-,-, 2.93%
19129,27.81%, 62.28%, 34.47%,-, 2.13%, 1.12%
19131,5.08%, 46.26%, 51.34%,-,-, 2.40%
19133,4.78%, 50.53%, 45.75%,-, 2.04%, 1.69%
19135,4.36%, 50.95%, 46.59%,-,-, 2.47%
19137,29.27%, 63.35%, 34.07%,-,-, 2.58%
19139,3.58%, 46.55%, 50.12%,-, 2.31%, 1.02%
19141,35.55%, 66.35%, 30.81%,-,-, 2.84%
19143,37.58%, 67.38%, 29.81%,-,-, 2.81%
19145,32.51%, 65.00%, 32.48%,-,-, 2.52%
19147,0.31%, 48.54%, 48.23%,-,-, 3.23%
19149,26.59%, 61.17%, 34.58%,-,-, 4.25%
19151,12.22%, 54.14%, 41.92%,-,-, 3.94%
19153,5.62%, 45.89%, 51.51%,-,-, 2.60%
19155,11.77%, 54.50%, 42.72%,-, 2.00%, 0.78%
19157,1.94%, 48.95%, 47.02%,-, 3.20%, 0.84%
19159,4.57%, 50.85%, 46.29%,-,-, 2.86%
19161,13.45%, 55.16%, 41.70%,-,-, 3.14%
19163,4.33%, 46.48%, 50.81%,-,-, 2.71%
19165,24.56%, 60.83%, 36.26%,-,-, 2.91%
19167,68.70%, 83.32%, 14.62%,-,-, 2.06%
19169,3.53%, 45.89%, 49.42%,-, 3.72%, 0.96%
19171,0.13%, 48.51%, 48.65%,-,-, 2.84%
19173,16.89%, 57.17%, 40.28%,-,-, 2.55%
19175,8.07%, 52.32%, 44.25%,-,-, 3.43%
19177,16.18%, 56.61%, 40.44%,-,-, 2.95%
19179,13.49%, 41.70%, 55.19%,-, 2.09%, 1.02%
19181,0.51%, 48.95%, 48.45%,-,-, 2.60%
19183,9.84%, 53.08%, 43.24%,-, 2.69%, 0.99%
19185,12.12%, 55.15%, 43.03%,-,-, 1.82%
19187,1.80%, 47.94%, 49.74%,-,-, 2.33%
19189,0.52%, 48.16%, 48.69%,-, 2.08%, 1.07%
19191,3.27%, 49.35%, 46.08%,-, 3.64%, 0.93%
19193,3.10%, 49.78%, 46.68%,-, 2.12%, 1.42%
19195,13.71%, 41.43%, 55.14%,-, 2.27%, 1.15%
19197,9.28%, 53.41%, 44.13%,-,-, 2.46%
20001,21.63%, 58.60%, 36.98%,-, 2.84%, 1.58%
20003,18.89%, 57.04%, 38.15%,-, 2.70%, 2.10%
20005,3.00%, 48.96%, 45.96%,-, 3.38%, 1.71%
20007,44.76%, 70.26%, 25.50%,-, 2.92%, 1.32%
20009,37.10%, 66.65%, 29.56%,-, 2.29%, 1.50%
20011,26.01%, 61.07%, 35.05%,-, 2.52%, 1.36%
20013,31.40%, 63.63%, 32.23%,-, 2.56%, 1.58%
20015,31.53%, 63.69%, 32.16%,-, 2.37%, 1.78%
20017,34.70%, 64.39%, 29.69%,-, 4.25%, 1.67%
20019,48.09%, 71.65%, 23.56%,-,-, 2.66%
20021,13.48%, 54.92%, 41.43%,-, 2.46%, 1.18%
20023,55.70%, 75.97%, 20.27%,-, 2.72%, 1.04%
20025,50.28%, 73.43%, 23.16%,-, 2.70%, 0.71%
20027,50.07%, 73.34%, 23.26%,-, 2.27%, 1.13%
20029,35.62%, 64.80%, 29.18%,-, 4.66%, 1.35%
