id,margin,willkie,roosevelt,other,hex_color
13187,68.79%, 15.46%, 84.25%, 0.28%,2700d6
13189,84.92%, 7.20%, 92.12%, 0.67%,1201ea
13191,63.07%, 18.47%, 81.53%,-,2f00cf
13193,84.05%, 7.76%, 91.81%, 0.43%,1301ea
13195,71.74%, 13.61%, 85.36%, 1.03%,2202d9
13197,77.31%, 11.27%, 88.58%, 0.15%,1c00e1
13199,87.76%, 5.98%, 93.74%, 0.28%,0f00ef
13201,87.88%, 6.06%, 93.94%,-,0f00ef
13205,86.44%, 6.78%, 93.22%,-,1100ed
13207,90.27%, 4.58%, 94.86%, 0.56%,0b01f1
13209,79.66%, 9.78%, 89.44%, 0.78%,1801e4
13211,90.55%, 4.72%, 95.28%,-,0c00f2
13213,43.88%, 28.01%, 71.89%, 0.10%,4700b7
13215,76.87%, 11.51%, 88.38%, 0.11%,1d00e1
13217,87.96%, 5.90%, 93.85%, 0.25%,0f00ef
13219,56.06%, 21.66%, 77.72%, 0.61%,3701c6
13221,72.32%, 13.79%, 86.11%, 0.11%,2300db
13223,36.26%, 31.62%, 67.89%, 0.49%,5001ad
13225,64.85%, 17.24%, 82.09%, 0.67%,2b01d1
13227,11.88%, 43.76%, 55.64%, 0.59%,6f018d
13229,83.40%, 8.16%, 91.55%, 0.29%,1400e9
13231,59.73%, 20.13%, 79.87%,-,3300cb
13233,73.84%, 12.92%, 86.76%, 0.32%,2000dd
13235,84.62%, 7.31%, 91.92%, 0.77%,1201ea
13237,84.47%, 7.70%, 92.17%, 0.13%,1300eb
13239,88.92%, 5.54%, 94.46%,-,0e00f0
13241,83.99%, 7.86%, 91.85%, 0.29%,1400ea
13243,80.04%, 9.91%, 89.95%, 0.14%,1900e5
13245,80.12%, 9.85%, 89.97%, 0.18%,1900e5
13247,87.32%, 6.23%, 93.55%, 0.22%,0f00ee
13249,74.17%, 12.73%, 86.90%, 0.37%,2000dd
13251,83.97%, 7.82%, 91.79%, 0.39%,1300ea
13253,87.32%, 6.13%, 93.45%, 0.42%,0f01ee
13255,87.65%, 6.11%, 93.76%, 0.12%,0f00ef
13257,84.09%, 7.61%, 91.71%, 0.68%,1301e9
13259,84.05%, 7.98%, 92.02%,-,1400ea
13261,85.28%, 6.97%, 92.26%, 0.77%,1101eb
13263,85.98%, 6.94%, 92.92%, 0.14%,1100ec
13265,92.78%, 3.61%, 96.39%,-,0900f5
13267,49.28%, 25.15%, 74.43%, 0.42%,4001bd
13269,57.67%, 21.07%, 78.73%, 0.20%,3500c8
13271,85.34%, 6.90%, 92.24%, 0.86%,1102eb
13273,100.00%,-, 100.00%,-,0000fe
13275,69.49%, 15.16%, 84.64%, 0.20%,2600d7
13277,72.30%, 13.21%, 85.51%, 1.29%,2103da
13279,77.57%, 11.21%, 88.79%,-,1c00e2
13281,3.71%, 48.14%, 51.86%,-,7a0084
13283,93.78%, 3.11%, 96.89%,-,0700f7
13285,83.06%, 8.28%, 91.34%, 0.37%,1500e8
13287,38.36%, 30.60%, 68.96%, 0.44%,4e01af
13289,77.64%, 11.18%, 88.82%,-,1c00e2
13291,26.04%, 36.91%, 62.96%, 0.13%,5e00a0
13293,86.72%, 6.64%, 93.36%,-,1000ee
13295,67.20%, 16.30%, 83.50%, 0.20%,2900d4
13297,90.69%, 4.55%, 95.24%, 0.22%,0b00f2
13299,79.17%, 10.31%, 89.48%, 0.20%,1a00e4
13301,72.69%, 13.51%, 86.20%, 0.28%,2200db
13303,62.52%, 18.41%, 80.93%, 0.66%,2e01ce
13305,79.01%, 10.38%, 89.39%, 0.23%,1a00e3
13307,69.70%, 15.15%, 84.85%,-,2600d8
13309,61.46%, 19.02%, 80.49%, 0.49%,3001cd
13311,74.34%, 12.83%, 87.17%,-,2000de
13313,52.20%, 23.83%, 76.03%, 0.14%,3c00c1
13315,75.91%, 11.60%, 87.51%, 0.88%,1d02df
13317,78.04%, 10.68%, 88.72%, 0.61%,1b01e2
13319,72.01%, 13.95%, 85.96%, 0.09%,2300db
13321,66.08%, 16.83%, 82.91%, 0.27%,2a00d3
15001,0%,-,-,-,000000
15003,0%,-,-,-,000000
15005,0%,-,-,-,000000
15007,0%,-,-,-,000000
15009,0%,-,-,-,000000
16001,1.90%, 50.85%, 48.95%, 0.20%,81007c
16003,8.77%, 45.53%, 54.30%, 0.18%,74008a
16005,31.89%, 34.05%, 65.94%, 0.01%,5600a8
16007,7.00%, 46.50%, 53.50%,-,760088
16009,19.08%, 40.12%, 59.20%, 0.68%,660196
16011,2.04%, 48.90%, 50.95%, 0.15%,7c0081
16013,16.19%, 41.83%, 58.02%, 0.15%,6a0093
16015,16.11%, 41.90%, 58.01%, 0.09%,6a0093
16017,10.98%, 44.27%, 55.24%, 0.49%,70018c
16019,19.11%, 40.39%, 59.51%, 0.10%,660097
16021,6.41%, 45.49%, 51.90%, 0.11%,730084
16023,2.87%, 48.56%, 51.44%,-,7b0083
16025,1.87%, 49.06%, 50.94%,-,7d0081
16027,0.78%, 50.21%, 49.43%, 0.36%,80007e
16029,25.55%, 37.18%, 62.73%, 0.10%,5e009f
16031,3.20%, 48.30%, 51.50%, 0.19%,7b0083
16033,30.61%, 65.30%, 34.70%,-,a60058
16035,33.71%, 32.90%, 66.61%, 0.50%,5301a9
16037,8.08%, 45.81%, 53.89%, 0.30%,740089
16039,20.46%, 39.70%, 60.15%, 0.15%,650099
16041,2.11%, 48.95%, 51.05%,-,7c0082
16043,12.30%, 43.83%, 56.13%, 0.04%,6f008f
16045,29.14%, 35.38%, 64.52%, 0.10%,5a00a4
16047,10.13%, 55.02%, 44.89%, 0.09%,8c0072
16049,4.45%, 47.63%, 52.08%, 0.29%,790084
16051,20.94%, 39.34%, 60.29%, 0.37%,640099
16053,14.50%, 57.17%, 42.67%, 0.16%,91006c
16055,15.91%, 41.42%, 57.32%, 1.26%,690392
16057,6.15%, 46.72%, 52.87%, 0.41%,770186
16059,8.19%, 45.89%, 54.08%, 0.03%,750089
16061,33.35%, 33.17%, 66.52%, 0.32%,5400a9
16063,6.47%, 53.05%, 46.58%, 0.37%,870076
16065,15.22%, 42.38%, 57.60%, 0.03%,6c0092
16067,0.08%, 49.80%, 49.87%, 0.33%,7e007f
16069,27.13%, 36.22%, 63.35%, 0.44%,5c01a1
16071,11.61%, 44.12%, 55.73%, 0.15%,70008e
16073,5.85%, 46.76%, 52.61%, 0.63%,770186
16075,17.51%, 58.52%, 41.02%, 0.46%,950168
16077,1.06%, 50.45%, 49.39%, 0.16%,80007d
16079,29.89%, 34.65%, 64.54%, 0.81%,5802a4
16081,11.71%, 44.14%, 55.86%,-,70008e
16083,10.67%, 55.23%, 44.56%, 0.21%,8c0071
16085,20.79%, 39.17%, 59.96%, 0.87%,630298
16087,9.35%, 45.27%, 54.61%, 0.12%,73008b
17001,3.08%, 50.86%, 47.78%, 1.35%,810379
17003,2.55%, 48.20%, 50.75%, 1.05%,7a0281
17005,16.63%, 57.38%, 40.75%, 1.87%,920467
17007,46.95%, 73.33%, 26.38%, 0.29%,ba0043
17009,8.11%, 45.20%, 53.31%, 1.48%,730387
17011,23.07%, 61.36%, 38.29%, 0.35%,9c0061
17013,21.43%, 60.51%, 39.08%, 0.41%,9a0163
17015,28.02%, 63.90%, 35.87%, 0.23%,a2005b
17017,3.87%, 47.68%, 51.55%, 0.76%,790183
17019,7.21%, 53.26%, 46.04%, 0.70%,870175
17021,5.50%, 46.91%, 52.41%, 0.69%,770185
17023,10.79%, 55.15%, 44.36%, 0.49%,8c0171
17025,2.46%, 50.72%, 48.27%, 1.01%,81027b
17027,24.73%, 62.00%, 37.27%, 0.74%,9e015f
17029,4.00%, 47.82%, 51.83%, 0.35%,790084
17031,10.86%, 44.38%, 55.24%, 0.39%,71008c
17033,10.41%, 54.95%, 44.54%, 0.52%,8c0171
17035,3.70%, 51.62%, 47.92%, 0.47%,83017a
17037,28.41%, 63.95%, 35.53%, 0.52%,a3015a
17039,4.02%, 51.80%, 47.78%, 0.43%,840179
17041,9.35%, 54.34%, 44.99%, 0.67%,8a0172
17043,36.34%, 67.85%, 31.51%, 0.63%,ad0150
17045,8.61%, 54.03%, 45.42%, 0.55%,890173
17047,30.70%, 64.86%, 34.16%, 0.98%,a50257
17049,0.39%, 49.48%, 49.88%, 0.64%,7e017f
17051,1.34%, 50.19%, 48.85%, 0.96%,7f027c
17053,30.56%, 65.11%, 34.55%, 0.34%,a60058
17055,9.03%, 45.14%, 54.16%, 0.70%,73018a
17057,2.45%, 50.80%, 48.35%, 0.85%,81027b
17059,11.89%, 43.65%, 55.54%, 0.81%,6f028d
17061,10.76%, 44.30%, 55.06%, 0.64%,70018c
17063,23.16%, 61.38%, 38.22%, 0.40%,9c0161
17065,4.05%, 51.69%, 47.64%, 0.67%,830179
17067,15.16%, 57.06%, 41.90%, 1.03%,91026a
17069,8.29%, 53.84%, 45.56%, 0.60%,890174
17071,24.37%, 61.81%, 37.44%, 0.76%,9d015f
17073,17.51%, 58.37%, 40.86%, 0.76%,940168
17075,22.05%, 60.73%, 38.68%, 0.59%,9a0162
17077,10.96%, 55.19%, 44.22%, 0.59%,8c0170
17079,5.03%, 52.23%, 47.20%, 0.56%,850178
17081,11.13%, 44.09%, 55.22%, 0.69%,70018c
17083,3.46%, 51.44%, 47.99%, 0.57%,83017a
17085,30.57%, 65.09%, 34.52%, 0.38%,a50058
17087,25.81%, 62.80%, 36.99%, 0.21%,a0005e
17089,23.96%, 61.77%, 37.81%, 0.43%,9d0160
17091,7.65%, 53.62%, 45.97%, 0.42%,880175
17093,35.86%, 67.79%, 31.92%, 0.29%,ac0051
17095,16.09%, 57.77%, 41.68%, 0.56%,93016a
17097,20.92%, 60.26%, 39.34%, 0.40%,990164
17099,7.96%, 45.66%, 53.62%, 0.72%,740188
17101,3.68%, 51.22%, 47.54%, 1.24%,820379
17103,30.22%, 64.96%, 34.74%, 0.30%,a50058
17105,28.53%, 64.14%, 35.61%, 0.25%,a3005a
17107,13.84%, 56.78%, 42.94%, 0.27%,90006d
17109,28.01%, 63.67%, 35.66%, 0.67%,a2015a
17111,45.23%, 72.30%, 27.07%, 0.64%,b80145
17113,9.56%, 54.44%, 44.87%, 0.69%,8a0172
17115,15.86%, 41.78%, 57.64%, 0.58%,6a0192
17117,4.91%, 47.08%, 52.00%, 0.92%,780284
17119,18.91%, 40.10%, 59.01%, 0.90%,660296
17121,13.67%, 42.74%, 56.41%, 0.85%,6c028f
17123,14.97%, 57.23%, 42.26%, 0.51%,91016b
17125,1.39%, 50.47%, 49.08%, 0.46%,80017d
17127,25.20%, 62.34%, 37.14%, 0.51%,9e015e
17129,9.86%, 54.68%, 44.81%, 0.51%,8b0172
17131,24.56%, 62.09%, 37.53%, 0.37%,9e005f
17133,25.36%, 62.54%, 37.17%, 0.29%,9f005e
17135,4.15%, 51.65%, 47.50%, 0.86%,830279
17137,5.47%, 52.57%, 47.10%, 0.33%,860078
17139,0.81%, 49.32%, 50.13%, 0.56%,7d017f
17141,41.84%, 70.71%, 28.87%, 0.42%,b40149
17143,9.19%, 45.21%, 54.40%, 0.39%,73008a
17145,5.09%, 52.35%, 47.26%, 0.40%,850178
17147,12.26%, 55.94%, 43.68%, 0.38%,8e006f
17149,7.32%, 45.83%, 53.15%, 1.01%,740287
17151,31.94%, 65.78%, 33.84%, 0.38%,a70056
17153,14.01%, 56.76%, 42.75%, 0.49%,90016d
17155,19.53%, 59.56%, 40.03%, 0.40%,970166
17157,8.89%, 54.21%, 45.32%, 0.46%,8a0173
17159,7.27%, 53.17%, 45.89%, 0.94%,870275
17161,15.73%, 41.95%, 57.67%, 0.38%,6a0093
17163,19.45%, 40.05%, 59.50%, 0.46%,660197
17165,0.58%, 49.43%, 50.02%, 0.55%,7e017f
17167,5.21%, 52.44%, 47.23%, 0.33%,850078
17169,1.26%, 48.77%, 50.04%, 1.19%,7c037f
17171,1.82%, 50.70%, 48.87%, 0.43%,81017c
17173,2.99%, 47.71%, 50.69%, 1.60%,790481
17175,30.14%, 64.94%, 34.79%, 0.27%,a50058
17177,22.26%, 60.92%, 38.67%, 0.41%,9b0162
17179,17.26%, 41.18%, 58.44%, 0.38%,690095
17181,8.23%, 45.51%, 53.74%, 0.75%,740189
17183,0.36%, 49.87%, 49.50%, 0.63%,7f017e
17185,6.63%, 45.94%, 52.57%, 1.49%,750386
17187,22.87%, 61.17%, 38.30%, 0.53%,9b0161
17189,24.09%, 61.82%, 37.73%, 0.46%,9d0160
17191,8.10%, 53.77%, 45.68%, 0.55%,890174
17193,3.92%, 47.50%, 51.41%, 1.09%,790283
17195,36.12%, 67.77%, 31.65%, 0.58%,ac0150
17197,4.60%, 52.13%, 47.53%, 0.34%,840079
17199,0.73%, 49.40%, 50.12%, 0.48%,7d017f
17201,4.43%, 51.89%, 47.46%, 0.65%,840179
17203,20.66%, 60.09%, 39.43%, 0.48%,990164
18001,8.89%, 53.93%, 45.04%, 1.04%,890272
18003,14.80%, 57.18%, 42.38%, 0.44%,91016c
18005,1.79%, 48.84%, 50.63%, 0.53%,7c0181
18007,15.44%, 57.57%, 42.12%, 0.31%,92006b
18009,9.87%, 44.52%, 54.38%, 1.10%,71028a
18011,6.89%, 53.26%, 46.37%, 0.37%,870076
18013,5.85%, 46.74%, 52.59%, 0.66%,770186
18015,8.61%, 54.05%, 45.44%, 0.51%,890173
18017,1.04%, 49.33%, 50.37%, 0.30%,7d0080
18019,19.67%, 40.02%, 59.69%, 0.30%,660098
18021,3.39%, 51.40%, 48.00%, 0.60%,83017a
18023,5.34%, 52.36%, 47.02%, 0.62%,850177
18025,3.33%, 47.97%, 51.29%, 0.74%,7a0182
18027,8.63%, 54.10%, 45.48%, 0.42%,890173
18029,1.08%, 49.29%, 50.37%, 0.34%,7d0080
18031,15.83%, 57.71%, 41.88%, 0.41%,93016a
18033,14.79%, 57.17%, 42.38%, 0.45%,91016c
18035,8.32%, 45.53%, 53.85%, 0.62%,740189
18037,11.75%, 44.01%, 55.77%, 0.22%,70008e
18039,18.14%, 58.53%, 40.40%, 1.07%,950267
18041,0.22%, 49.94%, 49.72%, 0.34%,7f007e
18043,14.48%, 42.53%, 57.00%, 0.47%,6c0191
18045,9.35%, 54.59%, 45.24%, 0.17%,8b0073
18047,16.43%, 58.11%, 41.68%, 0.21%,94006a
18049,17.45%, 58.40%, 40.95%, 0.64%,940168
18051,2.22%, 48.34%, 50.57%, 1.09%,7b0280
18053,6.71%, 52.77%, 46.06%, 1.16%,860275
18055,1.97%, 50.71%, 48.73%, 0.56%,81017c
18057,30.01%, 64.73%, 34.72%, 0.54%,a50158
18059,1.24%, 48.98%, 50.23%, 0.79%,7c0280
18061,0.79%, 49.26%, 50.06%, 0.68%,7d017f
18063,16.22%, 57.92%, 41.70%, 0.38%,93006a
18065,6.85%, 52.98%, 46.14%, 0.88%,870275
18067,3.23%, 47.82%, 51.04%, 1.14%,790282
18069,11.46%, 55.22%, 43.77%, 1.01%,8c026f
18071,9.17%, 45.13%, 54.30%, 0.57%,73018a
18073,23.63%, 61.62%, 37.99%, 0.39%,9d0060
18075,0.58%, 49.27%, 49.84%, 0.89%,7d027f
18077,11.89%, 55.80%, 43.91%, 0.29%,8e006f
18079,13.43%, 56.51%, 43.08%, 0.42%,90016d
18081,0.79%, 50.18%, 49.39%, 0.44%,7f017d
18083,4.47%, 47.52%, 51.99%, 0.48%,790184
18085,26.09%, 62.68%, 36.60%, 0.72%,9f015d
18087,27.32%, 63.43%, 36.11%, 0.46%,a1015c
18089,22.05%, 38.79%, 60.83%, 0.38%,62009b
18091,6.89%, 53.29%, 46.40%, 0.30%,870076
18093,24.06%, 61.92%, 37.86%, 0.22%,9d0060
18095,7.65%, 45.91%, 53.56%, 0.54%,750188
18097,1.19%, 50.43%, 49.25%, 0.32%,80007d
18099,13.64%, 56.41%, 42.77%, 0.81%,8f026d
18101,4.76%, 52.28%, 47.52%, 0.20%,850079
18103,6.20%, 52.76%, 46.56%, 0.68%,860176
18105,11.86%, 55.74%, 43.88%, 0.38%,8e006f
18107,9.99%, 54.78%, 44.79%, 0.44%,8b0172
18109,14.88%, 57.29%, 42.40%, 0.31%,92006c
18111,25.03%, 62.32%, 37.29%, 0.39%,9e005f
18113,19.41%, 59.46%, 40.06%, 0.48%,970166
18115,1.00%, 49.33%, 50.33%, 0.33%,7d0080
18117,15.87%, 57.77%, 41.90%, 0.32%,93006a
18119,8.56%, 54.00%, 45.44%, 0.55%,890173
18121,8.86%, 54.14%, 45.28%, 0.59%,8a0173
18123,0.16%, 50.00%, 49.84%, 0.16%,7f007f
18125,2.43%, 50.91%, 48.48%, 0.61%,81017b
18127,17.16%, 58.40%, 41.24%, 0.36%,940069
18129,5.30%, 47.06%, 52.35%, 0.59%,780185
18131,6.85%, 52.70%, 45.86%, 1.44%,860374
18133,1.58%, 49.00%, 50.58%, 0.41%,7c0180
18135,15.99%, 57.19%, 41.20%, 1.61%,910469
18137,11.22%, 55.44%, 44.21%, 0.35%,8d0070
18139,20.39%, 60.02%, 39.62%, 0.36%,990065
18141,11.51%, 44.02%, 55.53%, 0.46%,70018d
18143,7.70%, 45.96%, 53.66%, 0.38%,750088
18145,5.21%, 47.02%, 52.22%, 0.76%,770185
18147,15.04%, 57.31%, 42.27%, 0.42%,92016b
18149,8.67%, 54.16%, 45.49%, 0.34%,8a0073
18151,33.23%, 66.35%, 33.12%, 0.52%,a90154
18153,14.36%, 42.32%, 56.69%, 0.99%,6b0290
18155,7.53%, 46.01%, 53.54%, 0.44%,750188
18157,14.18%, 56.96%, 42.78%, 0.26%,91006d
18159,6.42%, 52.90%, 46.48%, 0.62%,860176
18161,17.25%, 58.35%, 41.10%, 0.55%,940168
18163,15.09%, 42.25%, 57.33%, 0.42%,6b0192
18165,3.83%, 47.74%, 51.57%, 0.69%,790183
18167,11.64%, 43.99%, 55.63%, 0.38%,70008d
18169,23.20%, 61.11%, 37.91%, 0.98%,9b0260
18171,21.70%, 60.71%, 39.01%, 0.28%,9a0063
18173,4.16%, 51.88%, 47.72%, 0.40%,840179
18175,2.93%, 48.37%, 51.30%, 0.33%,7b0082
18177,3.13%, 51.27%, 48.14%, 0.59%,82017a
18179,3.30%, 47.75%, 51.05%, 1.20%,790382
18181,10.77%, 55.15%, 44.38%, 0.47%,8c0171
18183,7.28%, 53.34%, 46.06%, 0.60%,880175
19001,17.64%, 58.77%, 41.13%, 0.11%,950068
19003,20.67%, 60.13%, 39.46%, 0.42%,990164
19005,28.31%, 64.02%, 35.72%, 0.26%,a3005b
19007,0.30%, 49.43%, 49.74%, 0.83%,7e027e
19009,10.28%, 44.80%, 55.08%, 0.12%,72008c
19011,0.61%, 49.55%, 50.15%, 0.30%,7e007f
19013,0.50%, 49.61%, 50.11%, 0.28%,7e007f
19015,15.57%, 41.92%, 57.49%, 0.59%,6a0192
19017,26.73%, 63.26%, 36.53%, 0.21%,a1005d
19019,9.52%, 54.61%, 45.10%, 0.29%,8b0073
19021,2.21%, 48.69%, 50.90%, 0.41%,7c0181
19023,27.37%, 63.56%, 36.18%, 0.26%,a2005c
19025,6.76%, 46.46%, 53.23%, 0.31%,760087
19027,1.37%, 49.22%, 50.59%, 0.19%,7d0081
19029,25.70%, 62.69%, 36.99%, 0.31%,9f005e
19031,25.20%, 62.45%, 37.25%, 0.29%,9f005e
19033,5.39%, 47.20%, 52.59%, 0.22%,780086
19035,7.24%, 53.50%, 46.27%, 0.23%,880075
19037,5.45%, 52.71%, 47.26%, 0.02%,860078
19039,8.15%, 53.76%, 45.61%, 0.64%,890174
19041,8.16%, 45.77%, 53.93%, 0.30%,740089
19043,19.86%, 59.86%, 40.00%, 0.14%,980066
19045,8.57%, 54.17%, 45.60%, 0.22%,8a0074
19047,12.21%, 55.92%, 43.71%, 0.37%,8e006f
19049,0.48%, 49.24%, 49.72%, 1.04%,7d027e
19051,6.26%, 46.65%, 52.91%, 0.44%,760186
19053,5.96%, 46.91%, 52.87%, 0.21%,770086
19055,34.76%, 67.30%, 32.53%, 0.17%,ab0052
19057,25.02%, 62.34%, 37.32%, 0.33%,9e005f
19059,4.34%, 47.65%, 51.99%, 0.37%,790084
19061,2.76%, 51.30%, 48.54%, 0.16%,82007b
19063,0.71%, 49.27%, 49.98%, 0.76%,7d017f
19065,15.14%, 57.43%, 42.30%, 0.27%,92006b
19067,16.57%, 58.11%, 41.54%, 0.35%,940069
19069,1.14%, 49.56%, 48.43%, 2.01%,7e057b
19071,1.15%, 49.27%, 50.41%, 0.32%,7d0080
19073,4.72%, 52.22%, 47.51%, 0.27%,850079
19075,17.43%, 58.56%, 41.13%, 0.31%,950068
19077,15.07%, 57.33%, 42.27%, 0.40%,92016b
19079,11.54%, 44.03%, 55.56%, 0.41%,70018d
19081,1.65%, 50.63%, 48.99%, 0.38%,81007c
19083,8.85%, 54.26%, 45.41%, 0.33%,8a0073
19085,6.80%, 53.33%, 46.53%, 0.15%,870076
19087,34.93%, 67.36%, 32.43%, 0.22%,ab0052
19089,0.53%, 50.16%, 49.63%, 0.22%,7f007e
19091,6.76%, 46.44%, 53.20%, 0.36%,760087
19093,15.67%, 57.70%, 42.03%, 0.27%,93006b
19095,12.34%, 55.33%, 42.99%, 1.68%,8d046d
19097,12.41%, 56.07%, 43.66%, 0.27%,8e006f
19099,5.76%, 46.95%, 52.71%, 0.34%,770086
19101,17.86%, 58.67%, 40.81%, 0.52%,950168
19103,11.13%, 44.27%, 55.39%, 0.34%,70008d
19105,13.67%, 56.70%, 43.04%, 0.26%,90006d
19107,8.43%, 54.00%, 45.57%, 0.42%,890174
19109,7.09%, 46.35%, 53.45%, 0.20%,760088
19111,7.58%, 53.71%, 46.12%, 0.17%,880075
19113,9.37%, 54.54%, 45.17%, 0.28%,8b0073
19115,19.25%, 59.18%, 39.93%, 0.89%,960265
19117,7.71%, 53.24%, 45.53%, 1.23%,870374
19119,18.84%, 59.33%, 40.49%, 0.18%,970067
19121,18.20%, 58.91%, 40.71%, 0.38%,960067
19123,3.06%, 51.12%, 48.07%, 0.81%,82027a
19125,9.03%, 45.19%, 54.22%, 0.59%,73018a
19127,13.32%, 56.44%, 43.13%, 0.43%,8f016d
19129,14.98%, 57.39%, 42.41%, 0.21%,92006c
19131,13.20%, 56.49%, 43.29%, 0.21%,90006e
19133,6.57%, 46.63%, 53.20%, 0.17%,760087
19135,9.87%, 44.57%, 54.44%, 0.98%,71028a
19137,18.44%, 58.98%, 40.54%, 0.49%,960167
19139,18.85%, 59.24%, 40.39%, 0.37%,970066
19141,7.02%, 53.30%, 46.28%, 0.43%,870176
19143,2.89%, 51.14%, 48.25%, 0.61%,82017b
19145,28.58%, 64.04%, 35.47%, 0.49%,a3015a
19147,14.83%, 42.47%, 57.30%, 0.23%,6c0092
19149,33.63%, 66.72%, 33.09%, 0.20%,aa0054
19151,15.91%, 41.92%, 57.83%, 0.25%,6a0093
19153,11.16%, 44.26%, 55.42%, 0.32%,70008d
19155,2.27%, 51.07%, 48.80%, 0.12%,82007c
19157,0.22%, 49.66%, 49.88%, 0.46%,7e017f
19159,19.22%, 59.50%, 40.28%, 0.22%,970066
19161,7.44%, 53.66%, 46.23%, 0.11%,880075
19163,6.29%, 46.69%, 52.98%, 0.33%,770087
19165,9.48%, 54.53%, 45.05%, 0.43%,8b0172
19167,29.29%, 64.55%, 35.27%, 0.18%,a40059
19169,4.65%, 52.11%, 47.46%, 0.43%,840179
19171,1.10%, 49.31%, 50.42%, 0.27%,7d0080
19173,19.46%, 59.56%, 40.10%, 0.34%,970066
19175,25.29%, 62.54%, 37.25%, 0.21%,9f005e
19177,25.83%, 62.72%, 36.89%, 0.40%,9f015e
19179,13.52%, 43.03%, 56.56%, 0.41%,6d0190
19181,13.00%, 56.21%, 43.21%, 0.57%,8f016e
19183,16.65%, 58.11%, 41.46%, 0.43%,940169
19185,1.66%, 50.64%, 48.98%, 0.38%,81007c
19187,17.14%, 41.29%, 58.43%, 0.28%,690094
19189,4.02%, 51.78%, 47.76%, 0.45%,840179
19191,6.90%, 53.35%, 46.45%, 0.21%,880076
19193,3.43%, 48.19%, 51.62%, 0.19%,7a0083
19195,10.50%, 44.62%, 55.12%, 0.26%,71008c
19197,4.58%, 47.52%, 52.10%, 0.39%,790084
20001,33.31%, 66.42%, 33.10%, 0.48%,a90154
20003,29.37%, 64.41%, 35.04%, 0.55%,a40159
20005,12.92%, 56.07%, 43.15%, 0.78%,8e016e
20007,6.97%, 52.84%, 45.87%, 1.28%,860374
20009,9.32%, 54.43%, 45.11%, 0.45%,8a0173
20011,7.95%, 53.61%, 45.66%, 0.73%,880174
20013,38.86%, 69.18%, 30.32%, 0.50%,b0014d
20015,0.03%, 49.60%, 49.58%, 0.82%,7e027e
20017,16.28%, 57.78%, 41.51%, 0.71%,930169
20019,26.25%, 62.70%, 36.45%, 0.85%,9f025c
20021,0.52%, 49.27%, 49.79%, 0.94%,7d027e
20023,28.75%, 64.14%, 35.39%, 0.47%,a3015a
20025,0.32%, 49.47%, 49.79%, 0.74%,7e017e
20027,38.50%, 68.74%, 30.24%, 1.02%,af024d
20029,22.32%, 60.44%, 38.12%, 1.44%,9a0361
20031,29.20%, 64.26%, 35.06%, 0.68%,a30159
20033,19.89%, 59.50%, 39.60%, 0.90%,970264
20035,8.75%, 53.99%, 45.25%, 0.76%,890173
20037,4.04%, 47.68%, 51.71%, 0.61%,790183
20039,13.14%, 56.16%, 43.03%, 0.81%,8f026d
20041,27.14%, 63.25%, 36.11%, 0.64%,a1015c
20043,35.72%, 67.70%, 31.98%, 0.32%,ac0051
20045,41.64%, 70.28%, 28.64%, 1.08%,b30249
20047,21.27%, 60.14%, 38.87%, 0.99%,990263
20049,30.26%, 64.77%, 34.51%, 0.72%,a50158
20051,4.65%, 52.15%, 47.49%, 0.36%,840079
20053,8.57%, 54.13%, 45.56%, 0.31%,8a0074
20055,7.32%, 53.39%, 46.07%, 0.55%,880175
20057,4.80%, 51.97%, 47.17%, 0.86%,840278
20059,28.45%, 63.80%, 35.35%, 0.85%,a2025a
20061,6.23%, 52.65%, 46.42%, 0.93%,860276
20063,33.99%, 66.31%, 32.32%, 1.37%,a90352
20065,22.61%, 60.97%, 38.36%, 0.68%,9b0161
20067,23.06%, 61.03%, 37.97%, 0.99%,9b0260
20069,4.62%, 51.87%, 47.25%, 0.88%,840278
20071,29.74%, 64.55%, 34.81%, 0.65%,a40158
20073,21.37%, 60.34%, 38.97%, 0.69%,990163
20075,16.63%, 57.95%, 41.32%, 0.73%,930169
20077,12.64%, 55.73%, 43.09%, 1.18%,8e036d
20079,14.88%, 56.76%, 41.88%, 1.36%,90036a
20081,17.53%, 58.48%, 40.94%, 0.58%,950168
20083,22.41%, 60.87%, 38.46%, 0.67%,9b0162
20085,28.34%, 63.92%, 35.58%, 0.50%,a2015a
20087,32.19%, 65.81%, 33.62%, 0.58%,a70155
20089,44.77%, 71.57%, 26.80%, 1.64%,b60444
20091,28.22%, 63.97%, 35.75%, 0.28%,a3005b
20093,16.25%, 58.00%, 41.75%, 0.24%,93006a
20095,9.57%, 54.35%, 44.78%, 0.87%,8a0272
20097,29.66%, 64.10%, 34.43%, 1.47%,a30357
20099,8.91%, 54.17%, 45.26%, 0.57%,8a0173
20101,22.66%, 60.78%, 38.12%, 1.10%,9a0261
20103,16.78%, 58.25%, 41.46%, 0.29%,940069
20105,36.48%, 67.69%, 31.21%, 1.10%,ac024f
20107,32.63%, 66.04%, 33.41%, 0.55%,a80155
20109,34.34%, 66.83%, 32.50%, 0.67%,aa0152
20111,5.66%, 52.33%, 46.68%, 0.99%,850277
20113,22.30%, 60.24%, 37.94%, 1.83%,990460
20115,35.57%, 67.44%, 31.87%, 0.69%,ab0151
20117,33.83%, 66.65%, 32.82%, 0.52%,a90153
