id,1948,1968,1992
12003,182eb8,1bb62d,81314a
12005,202ab4,359f2a,7f3647
12007,29468e,26993f,70305c
12009,6a296b,7a483c,6e404f
12011,81205c,8a294a,4e2b84
12013,1225c7,1dc120,5f415c
12015,702568,80304d,633c5e
12017,472691,625c3f,5d465a
12019,432c8f,596f35,932f3b
12021,474e68,814735,883342
12023,2a4b89,358c3c,6e315e
12027,452b8d,447f3a,69395a
12029,163bac,1abc27,513f6c
12031,41437a,4e5c53,7e225d
12033,2538a0,388a3c,80304d
12035,3c863c,337556,613468
12037,1f4798,2a9b38,604259
12039,225a81,257d5c,462196
12041,0b1fd4,1ebc23,58455f
12043,443c7d,3c8c35,594262
12045,1722c4,18b62f,733654
12047,1f35a9,1f924c,5f2f6f
12049,3d1aa6,488f27,723b4f
12051,423289,447d3c,684055
12053,433d7d,576641,5c3d63
12055,581f87,6d533e,723358
12057,533674,585452,6b335e
12059,27488f,11de0e,7c3749
12061,761a6d,823c3f,6f4747
12063,1c558c,19b233,742a5f
12065,1d5a86,258157,52307b
12067,0b1ad9,17c225,683d57
12069,6e256a,78562f,703954
12071,644852,754741,703b52
12073,2f3a95,486451,532d7d
12075,1c548e,2f9d31,584064
12077,0918dd,16c423,6f3d51
12079,166483,23914a,573373
12081,70315c,853c3c,6c3b56
12083,393491,536b40,673c5a
12085,722a62,813d40,764046
12086,5e1888,5e257b,6e1977
12087,1f0bd4,57495e,57495c
12089,31408c,328d3e,832d4d
12091,1e3fa0,439525,874431
12093,2b14be,49872d,59485d
12095,772364,804539,753058
12097,711b71,6f5c32,6b3e54
12099,742763,872f47,582f76
12101,60227c,6c4d45,594063
12103,8e165a,832852,5f3d60
12105,552386,5e6a35,733159
12107,4b4c66,447743,583b6a
12109,4a6350,57693d,802f4e
12111,613c61,6d424e,5b4a59
12113,272fa7,33ab20,864433
12115,7f2d52,a22536,6d3758
12117,543773,714c40,7b354d
12119,1d3aa7,2d9040,5a3c67
12121,1730b6,24a832,663e59
12123,1b36ac,28a72f,5f445a
12125,1041ad,1bb62c,6e3659
12127,642377,653e5a,61326a
12129,0d39b8,1ab42f,624358
12131,2b349e,22b625,6b4949
12133,223d9f,1bbe25,773352
13001,1633b4,2fa12d,6a2c67
13003,0f1ad5,1d9c45,5a277b
13005,1547a2,35b019,632e6c
13007,0634c4,0e9e51,432496
13009,443189,53604b,5c247d
13011,100be3,2fab23,6b286a
13013,132ac1,438634,6e2965
13015,2414c6,3f7d42,742564
13017,1d1fc1,328a42,542386
13019,0c1dd4,25bb1e,5b2c76
13021,37487e,536a41,5d1c84
13023,1546a3,35ad1b,652a6e
13025,1a4a9a,1ac023,5b3270
13027,1c4e94,27a235,69256f
13029,1345a6,29993c,772f57
13031,1737af,44803a,722862
13033,12af3c,495d57,581e87
13035,0d1ad7,317d50,5c2080
13037,1127c5,1f825d,3a1fa4
13039,304c81,31824b,762463
13043,1f4a95,329536,5d326e
13045,2420b9,428a31,79255e
13047,2c24ae,37af18,832753
13049,1f4798,2b973b,752563
13051,3f4b73,565256,701d6f
13053,009965,229448,572580
13055,170cdb,338f3b,612676
13057,4a1e96,5b7231,8c2b46
13059,291eb6,633b5f,5b1a87
13061,1b16cc,1a7b68,3821a5
13063,1a3ba9,597e28,692271
13065,182abb,2ba32f,6d2769
13067,361dab,696431,862552
13069,1329c2,319735,732664
13071,2731a5,33ac1e,742960
13073,0ec927,577630,962740
13075,1329c1,25ae2b,5d257a
13077,1514d5,538129,792c58
13079,165c8b,268b4c,4e2b84
13081,1c449e,2d9f31,642474
13083,2a19bb,2eba15,742b5e
13085,860771,518627,6f335b
13087,215687,1ba53e,6b246d
13089,4b268d,803a44,531793
13091,1537b1,2f9837,5c2779
13093,0814e1,249247,4d1a96
13095,2733a3,4c7e34,661a7d
13097,4d4b65,40922b,7f2954
13099,111cd1,15b633,592879
13101,0d6a87,15d316,654257
13103,1f9b44,31a428,7a2e56
13105,122ac2,2b9a39,621f7d
13107,194c98,36893e,691d75
13109,153cad,379531,6b2969
13111,920468,963335,732466
13113,0c3bb7,42912a,8d2d43
13115,3816af,58762f,71226a
13117,361aad,4f8925,813349
13119,1a1dc6,2ba42e,662b6b
13121,4a2192,5b346e,541792
13123,780680,834f2b,732664
13125,06ba3e,30c10c,812d4f
13127,3c3a88,4d6e43,7d215f
13129,2e14bc,4c8130,77295d
13131,1c31b1,18a73e,642f6a
13133,0e2dc2,2f5876,521e8d
13135,1c20c1,4e812f,8a284a
13137,2d1bb5,48862f,7f2856
13139,251cbd,5c673b,7e2758
13141,244891,1a4d97,280fc6
13143,3b21a1,439723,69276d
13145,1e35aa,427745,792262
13147,0d0ee3,1fab34,572e79
13149,1810d5,2aa232,5c3071
13151,1f1dc1,40734a,842752
13153,1935b0,4b8131,6d305f
13155,1b31b2,26ae2a,572a7b
13157,1018d6,2f903f,6e2669
13159,193fa5,346a60,611f7d
13161,133fac,32ab20,643168
13163,149950,3b665c,581d89
13165,19489c,397e49,562482
13167,0d668b,21b527,652671
13169,176086,317e4e,612874
13171,2027b6,348247,622277
13173,2226b6,27a92d,592c78
13175,11519b,368444,6f1d70
13177,137675,2b874b,842c4e
13179,1939ac,2a6271,5b257c
13181,0bd122,2f9639,632972
13183,0c4ba7,169552,5d2e71
13185,285d78,468136,762067
13187,3111bc,527d2f,633465
13189,08d71e,536c3e,742168
13191,443e7c,266672,4a278b
13193,1b5191,317f4e,3f18a6
13195,0a26cd,28ab2a,7b2958
13197,156485,25a831,58188e
13199,1519d0,347852,52208b
13201,091fd6,1bd013,5f346b
13205,1238b3,21a538,542486
13207,1e429e,3c7051,642772
13209,114f9d,279f38,622873
13211,141ad0,347753,662275
13213,4010ad,547436,732961
13215,3d2e93,527437,6a157e
13217,180ed7,3f734c,6c256c
13219,19479d,478d29,822556
13221,0e36ba,25aa2f,6d2a66
13223,3a18ab,319a33,792c58
13225,235289,3b6a58,552286
13227,751574,715f2e,672e68
13229,125398,2da928,6c2869
13231,264d8a,249842,712666
13233,2114c8,378740,632674
13235,1434b6,389530,4f2d81
13237,2028b5,376d5a,5f2a74
13239,0d43ad,1e9c43,4e1f90
13241,2b0ec4,408538,682d67
13243,234497,2b7b58,4c1b97
13245,1eb030,694252,671a7b
13247,1519d0,417a42,86294e
13249,1d33ae,269048,642376
13251,1c548d,387056,632971
13253,1d14cc,14c425,562f78
13255,1b25bd,477344,752167
13257,3519af,408b33,792b59
13259,137377,238f4b,670f86
13261,1e6779,358741,641d7c
13263,1c2bb6,357355,3f16a8
13265,081fd6,295b79,3e12ae
13267,1d4e92,29a62e,6e2a65
13269,165493,249941,5f1885
13271,104ca1,2b953e,502588
13273,1a41a3,267e61,531c8e
13275,405b63,3a8142,752167
13277,222ead,3f932c,771e68
13279,185392,3e9828,7a295a
13281,5d019f,853444,732466
13283,09589c,3f912d,612279
13285,1a24c0,42803b,79255f
13287,2031ac,27af27,4e1f8c
13289,107e70,258059,40209d
13291,740782,644a50,722467
13293,1619cf,398b39,722169
13295,3319b2,419b22,7b285a
13297,0e17d8,329338,732763
13299,234b8f,339338,6f1e6f
13301,0aa450,3a6f54,581591
13303,2501d8,436d4d,5a1f85
13305,1b29b9,3a982b,722567
13307,405f5f,19b034,3a1ca7
13309,0b52a1,268e4a,5a2084
13311,171dc9,527d2f,782f55
13313,3b22a1,6a573c,892054
13315,1138b4,24ae2c,55287f
13317,1348a2,3e7b44,621d7d
13319,167474,338c3e,4d208f
13321,1525c4,23b129,662770
15001,000000,5f009c,4d2c80
15003,000000,630097,632276
15005,000000,0,000000
15007,000000,5d009e,53178e
15009,000000,60009b,4c2d82
16001,8e046b,a0203d,714149
16003,780481,962840,635b3c
16005,5b049e,7a186c,5f4057
16007,7b0281,990e59,7e3d32
16009,600994,711874,545057
16011,7d037e,991e48,744238
16013,6f048b,892253,47595b
16015,760681,8d3040,645244
16017,730c7e,741c6e,48555c
16019,720389,a41b3e,774932
16021,6e137d,782462,634c49
16023,7c0280,811b61,664249
16025,80037b,8f313e,694c46
16027,860a6d,a0213c,813c3d
16029,7a0282,9e1d42,6a552c
16031,840376,a32634,873b2d
16033,9a0261,a91e36,754739
16035,520f9d,5e1987,4e4b61
16037,7c047e,7f3a45,615542
16039,5706a1,812a53,724544
16041,870175,a81e37,853820
16043,760186,952b3e,78452e
16045,750880,931f4b,6d4547
16047,860375,8d333d,634846
16049,6c078b,782561,66474a
16051,6a0490,9c2f33,7c4d23
16053,7e037d,9a2e36,704341
16055,691183,7a196b,5b4f51
16057,7a087b,831169,533870
16059,880471,923536,664e42
16061,4607b1,621983,554660
16063,860275,a02439,62424d
16065,70018d,ac1d34,963f18
16067,7a087b,8f333c,71403e
16069,560b9d,651583,51416a
16071,7b0181,a80f46,61502f
16073,7f0579,98293d,794738
16075,970561,9c243e,6d4d3e
16077,840178,991c49,733b47
16079,62128a,671681,38497b
16081,760186,931b50,65503e
16083,8e036d,a02637,704147
16085,820a72,932744,5f504d
16087,7d047c,93204b,6b4742
17001,7c0181,8a185b,6d315e
17003,7d027f,5d356b,4c1b96
17005,87086f,861b5c,5b2e73
17007,b60047,9e144a,68355f
17009,750187,831365,612f6c
17011,a1015c,980f55,61316b
17013,850178,7d156b,43308a
17015,a50157,a20d4e,6d315e
17017,770185,790f75,552a7e
17019,9b055d,881460,5a2d75
17021,71018b,6b1879,493183
17023,890372,8f1c53,652e6a
17025,870571,8d155b,5e2d71
17027,83017a,89185d,5c356b
17029,80007d,86195e,5c356b
17031,73018a,681480,472194
17033,8b0271,941555,5f3668
17035,81017c,87195c,5b3b67
17037,af014e,a10d4d,5e3966
17039,8d016f,8a185b,673262
17041,950167,971354,653166
17043,bb033f,a91241,7a344e
17045,8b0171,8f1d51,623268
17047,a80451,a21843,722d5d
17049,7c027f,8e105f,6b3958
17051,7d027e,851762,582b79
17053,b2014b,a61146,773055
17055,6f038b,6d177a,412597
17057,870274,770f77,48298c
17059,6c0190,6d1878,402499
17061,780185,821566,563472
17063,a40059,97184e,633a5f
17065,81017b,861d5a,4d2c84
17067,8d026e,991253,5e346a
17069,8d0170,83106a,4f2985
17071,9b0261,881164,522d7e
17073,960167,8c135e,5e2c73
17075,a40257,ad133d,79354d
17077,890272,761572,48298b
17079,7e027d,84205a,5c356a
17081,73008b,791a6a,4f317d
17083,7d0180,771e71,4a3b77
17085,9d015f,961057,673362
17087,a40159,9a1b49,642c6c
17089,a40258,9d124d,6e3658
17091,930169,851860,622e6d
17093,b70146,b31337,763c4b
17095,990163,89175d,532b7e
17097,a1025a,90125a,70305c
17099,8c0170,800c71,523576
17101,7d057b,8b1b57,5b336f
17103,aa0152,a00f4f,6e345b
17105,a80154,a70d49,772d59
17107,990064,9a1351,752b5c
17109,a60256,a70c4a,61326a
17111,bb0142,a81043,773f47
17113,950168,970f56,6e2c63
17115,750187,6b1a77,552a7d
17117,740486,6f1975,463681
17119,60019d,632574,473382
17121,750386,75186f,4d2e82
17123,980065,940b5d,612d6e
17125,7f017e,7e126d,512983
17127,9f045b,8d244c,632078
17129,940168,981253,722f5b
17131,9f015e,8f125d,592d77
17133,9f005f,8d224e,613963
17135,81037a,751672,4b327f
17137,8c0071,8b1162,663363
17139,7d037d,801765,513478
17141,b50148,af0f3f,723852
17143,860177,7f136a,602677
17145,7f017d,7d1a67,472c8a
17147,990263,8f1658,5c376a
17149,720289,81116b,5e2e71
17151,a60156,921952,642970
17153,860176,5f2c72,531b8e
17155,990262,891064,4a3979
17157,7f017e,801a63,4b2f83
17159,9a0360,951a4e,603567
17161,770284,6e127d,522484
17163,5b01a1,572680,4b2988
17165,7e017f,7f116e,462c8b
17167,870175,7f1767,682c69
17169,7e047b,991351,603469
17171,82007b,8d1759,673560
17173,7a0381,7d1967,523674
17175,ae004f,9f104e,692f65
17177,940268,970d5a,6a375c
17179,770186,78186d,632a70
17181,750187,761a6d,542683
17183,870373,7d215f,4d3679
17185,7e057b,8c1859,653563
17187,a80154,991550,642b6e
17189,9e015f,a11646,653464
17191,8b0171,971452,6d305f
17193,7a0282,891362,58297c
17195,b30249,9d0c54,5f2b73
17197,830279,7d245b,613663
17199,82017b,801568,532a7f
17201,830278,851167,5f306d
17203,9e015e,9d1150,7d2a55
18001,7f047a,821169,79394a
18003,890272,8a155e,733653
18005,7c037e,8e1956,7a364c
18007,93016a,971254,773e48
18009,6d078a,771471,673a5c
18011,8d026e,96194e,8b383a
18013,69078d,7d2758,6a4151
18015,890273,8f1b54,71404c
18017,770284,831763,743d4a
18019,620299,612f6d,5c2779
18021,79067f,812359,753552
18023,840277,891163,803448
18025,770581,7f235b,612973
18027,890272,901a53,87294d
18029,770186,7c2260,723753
18031,91026b,8d125d,803844
18033,8b056d,91115a,713c4e
18035,770681,792064,663462
18037,640199,6e127e,6c325d
18039,900668,931455,882e47
18041,790184,771f66,68365e
18043,6f028d,682372,662671
18045,8b0171,872155,664155
18047,8c0170,851d5b,773a4c
18049,950762,9a164d,773a4c
18051,780481,7a176c,592e77
18053,800777,851d5a,7a3151
18055,7a047f,7b1a67,653065
18057,9e045c,ac1a37,9f2f2e
18059,7a0480,8f244a,883a3a
18061,770582,732861,642e6b
18063,970166,98273e,8d3936
18065,89056f,861b5c,6f3856
18067,710587,802459,713f4c
18069,840574,8a1360,902f3d
18071,720289,842058,723159
18073,a60255,9a1e44,7b344e
18075,7d067b,821566,68395c
18077,890372,7d1a65,5f316a
18079,850276,822358,6c3a55
18081,7d017f,922447,8a383b
18083,6f038c,771d68,623663
18085,a00757,a31545,923436
18087,a20655,9c114f,7a3b47
18089,620894,5d2977,49278c
18091,850276,7e1c62,59396a
18093,940169,8a1f53,753454
18095,6d038d,7b1c66,653860
18097,81037a,851a5e,6f2d60
18099,910568,901a53,7b364b
18101,70028c,751c6c,76295e
18103,820478,88185d,753e48
18105,8b086b,811665,612873
18107,940267,98164f,853d3b
18109,8c046d,8d313f,844038
18111,ae024e,9d1848,6d3c53
18113,920369,821863,6d3d52
18115,760187,751b6e,663562
18117,91026a,8b1b57,76295d
18119,820576,832357,6b3c55
18121,870373,852058,6a3c57
18123,72008b,750f79,502a83
18125,7e057b,731b6e,563176
18127,9e045b,872f45,653a5d
18129,71038a,7e1e61,623467
18131,810974,8b1c56,743454
18133,81017b,832852,714349
18135,930a60,911c4f,6a3f53
18137,880175,841d5c,753851
18139,920368,97174f,7b3e45
18141,6f038b,701c71,5f2d70
18143,6d038d,6c1f71,552384
18145,740585,862255,7f3747
18147,830179,82116a,642672
18149,800479,7a2161,5a366b
18151,ab044e,9f134b,6c4050
18153,680590,6e1d73,543375
18155,6e018e,70216c,5b2f73
18157,9a0262,970c5a,743157
18159,810379,8b1c56,7e3a44
18161,a1025b,8e224d,77394d
18163,730388,7d1966,642970
18165,720784,6a2271,4c3a76
18167,6a0390,711d6f,5f316d
18169,9c075a,9b0f53,77394c
18171,a1025b,911c50,664057
18173,7c0280,791f64,642f6a
18175,780284,7b245d,662e67
18177,930466,882154,712f5c
18179,780284,871660,7a3d45
18181,8e016f,921754,73404a
18183,840376,871a5b,6e434b
19001,840376,9b0d56,683164
19003,880373,981550,544265
19005,930268,9f0e50,643a5a
19007,6f0689,7e136c,5d2e70
19009,6b068c,920b60,5a3a68
19011,720b80,840f68,543b6d
19013,700489,830d6c,582a7a
19015,680c8a,780c77,562b7b
19017,830378,a70c4a,613267
19019,80027b,850d6b,57386e
19021,760582,9d0a55,6a355c
19023,840475,b40940,722f5b
19025,7a067e,920d5d,682d67
19027,670294,6c0b85,5c3a66
19029,980264,ab0c46,723a50
19031,8f036b,960e61,5b3c66
19033,710489,850d6b,562f77
19035,760385,960b5c,66375f
19037,730288,840a6f,513c6f
19039,7f047a,831269,543572
19041,6f0a85,900c5e,5b3b65
19043,81027a,930f5a,544067
19045,860374,840c6d,592d77
19047,6f0887,8d115d,593f63
19049,710885,7d0e72,5f2d70
19051,6d028f,781571,542d7b
19053,6f038b,7d0e72,543277
19055,9a0261,970d59,5f405c
19057,740486,6b1081,4c2888
19059,7b077c,8f0b5e,623c5f
19061,630298,670c88,533079
19063,760484,960a5e,583371
19065,880372,970d59,5b3a67
19067,8b046e,950c5c,4f3579
19069,731279,a10a4f,673263
19071,7f027d,8e1758,5f415c
19073,7c0b77,8e0b62,5c2d73
19075,8e0669,b50a3e,822c4e
19077,7d047d,940e5b,5b3868
19079,7a067d,920961,642c6c
19081,760682,970a5b,6a335f
19083,830873,940b5a,652b6b
19085,7a0182,90145a,663e57
19087,960463,991054,652c68
19089,6e038d,890b69,4f3e6e
19091,750386,980a5b,713556
19093,7a0480,9e0b54,673f57
19095,850a6e,940d5c,613e5d
19097,820576,870e67,493979
19099,710785,840c6d,612a72
19101,8c056d,970d58,4d254e
19103,6f0886,6f0785,452a8d
19105,830377,880e69,584264
19107,7e047b,870c6a,5a386a
19109,670394,87076f,613567
19111,730388,7d0e72,472b8b
19113,7b077c,7a0c76,56386e
19115,8b036f,8f125c,59366e
19117,7b057d,870f67,5e2e71
19119,860374,b9063e,912f3b
19121,850375,8d0e62,643068
19123,770d7a,910a5f,7b255c
19125,650693,850d6a,722368
19127,850a6f,8f0c61,5e2b73
19129,91016b,9f1d42,6f434a
19131,7d0977,9a085b,5c3967
19133,6e028e,871363,574065
19135,660494,741079,59297b
19137,960265,a3104a,723f4b
19139,830378,910c5d,5c366b
19141,800777,b00a43,823447
19143,720289,9c0a58,7c3946
19145,990461,ad123e,803a44
19147,640595,7f0975,543870
