id,margin,dewey,truman,other
36045,19.44%,58.95%,39.51%,1.54%
36047,23.01%,30.49%,53.51%,16.00%
36049,27.33%,62.70%,35.37%,1.93%
36051,27.13%,62.62%,35.48%,1.90%
36053,38.03%,68.23%,30.20%,1.57%
36055,0.45%,48.12%,48.57%,3.31%
36057,0.44%,48.90%,48.46%,2.64%
36059,42.90%,69.48%,26.58%,3.94%
36061,18.77%,32.75%,51.51%,15.74%
36063,2.41%,49.65%,47.24%,3.11%
36065,1.62%,47.90%,49.51%,2.59%
36067,11.54%,53.86%,42.32%,3.82%
36069,28.71%,63.51%,34.80%,1.69%
36071,29.02%,62.84%,33.82%,3.34%
36073,40.17%,69.15%,28.98%,1.87%
36075,19.07%,58.03%,38.96%,3.01%
36077,35.62%,66.55%,30.93%,2.52%
36079,32.69%,63.85%,31.16%,4.99%
36081,8.56%,50.58%,42.02%,7.40%
36083,16.72%,56.71%,39.98%,3.31%
36085,12.44%,54.06%,41.62%,4.32%
36087,21.26%,57.83%,36.57%,5.60%
36089,22.79%,60.59%,37.80%,1.61%
36091,27.47%,61.50%,34.03%,4.47%
36093,10.77%,52.60%,41.82%,5.58%
36095,24.68%,61.27%,36.59%,2.14%
36097,40.18%,69.23%,29.05%,1.72%
36099,18.93%,58.05%,39.13%,2.82%
36101,27.34%,62.44%,35.10%,2.46%
36103,42.87%,69.75%,26.88%,3.37%
36105,17.01%,53.20%,36.19%,10.61%
36107,42.78%,70.16%,27.38%,2.46%
36109,39.12%,67.11%,27.98%,4.91%
36111,32.21%,64.30%,32.08%,3.62%
36113,39.56%,68.89%,29.33%,1.78%
36115,38.89%,68.29%,29.40%,2.31%
36117,40.47%,69.48%,29.00%,1.52%
36119,28.01%,60.93%,32.92%,6.15%
36121,36.82%,67.78%,30.95%,1.27%
36123,48.41%,73.37%,24.96%,1.67%
37001,20.57%,33.32%,53.88%,12.80%
37003,5.33%,47.98%,42.65%,9.37%
37005,9.04%,42.39%,51.43%,6.18%
37007,57.34%,12.05%,72.54%,15.41%
37009,4.02%,46.74%,50.76%,2.50%
37011,51.45%,74.73%,23.28%,1.99%
37013,60.03%,17.50%,77.53%,4.97%
37015,93.03%,2.68%,95.71%,1.61%
37017,57.66%,12.77%,72.33%,14.90%
37019,3.33%,40.49%,43.82%,15.69%
37021,18.19%,37.15%,55.34%,7.51%
37023,1.10%,47.26%,46.16%,6.58%
37025,5.96%,33.48%,39.44%,27.08%
37027,0.43%,46.24%,46.67%,7.09%
37029,57.64%,16.30%,73.94%,9.76%
37031,38.20%,29.46%,67.66%,2.88%
37033,52.61%,14.63%,68.82%,16.55%
37035,3.14%,47.50%,44.36%,8.14%
37037,23.95%,34.65%,58.60%,6.75%
37039,2.80%,46.93%,49.73%,3.34%
37041,74.25%,9.73%,83.99%,6.28%
37043,3.65%,47.11%,50.76%,2.13%
37045,44.64%,20.57%,65.21%,14.22%
37047,59.79%,15.00%,74.79%,10.21%
37049,68.40%,11.87%,80.26%,7.87%
37051,29.87%,19.21%,55.13%,25.66%
37053,74.12%,9.50%,83.63%,6.87%
37055,35.34%,30.72%,66.06%,3.22%
37057,3.17%,49.32%,46.15%,4.53%
37059,15.37%,54.02%,38.66%,7.32%
37061,67.06%,14.18%,81.25%,4.57%
37063,39.74%,25.73%,65.46%,8.81%
37065,83.06%,6.69%,89.75%,3.56%
37067,8.31%,41.04%,49.35%,9.61%
37069,86.83%,4.72%,91.55%,3.73%
37071,14.69%,32.58%,47.27%,20.15%
37073,78.70%,8.24%,86.94%,4.82%
37075,15.17%,41.07%,56.24%,2.69%
37077,77.14%,8.10%,85.25%,6.65%
37079,94.11%,2.33%,96.45%,1.22%
37081,8.65%,40.08%,48.73%,11.19%
37083,79.72%,7.10%,86.82%,6.08%
37085,51.85%,22.26%,74.11%,3.63%
37087,45.68%,26.14%,71.82%,2.04%
37089,17.23%,51.61%,34.38%,14.01%
37091,80.76%,8.04%,88.80%,3.16%
37093,70.10%,8.56%,80.71%,10.73%
37095,55.70%,20.34%,76.05%,3.61%
37097,10.88%,36.59%,47.47%,15.94%
37099,22.08%,37.47%,59.55%,2.98%
37101,45.99%,24.71%,70.69%,4.60%
37103,80.01%,8.04%,88.05%,3.91%
37105,54.35%,20.03%,74.38%,5.59%
37107,80.16%,8.37%,88.54%,3.09%
37109,0.78%,43.49%,42.71%,13.80%
37111,15.32%,37.88%,53.20%,8.92%
37113,7.48%,44.98%,52.46%,2.56%
37115,13.06%,55.73%,42.67%,1.60%
37117,92.17%,3.36%,95.53%,1.11%
37119,8.54%,34.71%,43.25%,22.04%
37121,54.87%,76.35%,21.48%,2.17%
37123,4.17%,43.33%,47.50%,9.17%
37125,9.21%,40.28%,49.50%,10.22%
37127,80.53%,7.98%,88.50%,3.52%
37129,19.67%,28.25%,47.92%,23.83%
37131,87.58%,4.59%,92.17%,3.24%
37133,79.02%,8.32%,87.34%,4.34%
37135,29.27%,31.03%,60.29%,8.68%
37137,31.18%,31.18%,62.36%,6.46%
37139,43.72%,24.04%,67.76%,8.20%
37141,40.46%,14.22%,62.39%,23.39%
37143,67.36%,12.74%,80.09%,7.17%
37145,69.48%,12.79%,82.28%,4.93%
37147,83.14%,6.32%,89.47%,4.21%
37149,11.07%,40.99%,52.07%,6.94%
37151,11.51%,53.39%,41.88%,4.73%
37153,57.71%,14.24%,71.95%,13.81%
37155,65.91%,11.34%,77.26%,11.40%
37157,45.24%,23.65%,68.89%,7.46%
37159,6.86%,36.44%,43.30%,20.26%
37161,14.04%,36.95%,51.00%,12.05%
37163,0.31%,46.76%,47.07%,6.17%
37165,51.97%,12.74%,69.42%,17.84%
37167,12.74%,50.56%,37.82%,11.62%
37169,14.45%,41.71%,56.15%,2.14%
37171,18.88%,37.89%,56.77%,5.34%
37173,15.41%,41.25%,56.67%,2.08%
37175,1.85%,46.42%,48.27%,5.31%
37177,35.58%,30.19%,65.77%,4.04%
37179,47.01%,14.35%,66.23%,19.42%
37181,67.65%,11.87%,79.51%,8.62%
37183,53.59%,19.86%,73.45%,6.69%
37185,78.49%,6.93%,85.75%,7.32%
37187,65.24%,16.19%,81.43%,2.38%
37189,6.38%,52.04%,45.66%,2.30%
37191,53.34%,19.86%,73.20%,6.94%
37193,17.01%,57.18%,40.17%,2.65%
37195,76.70%,9.55%,86.25%,4.20%
37197,26.09%,61.19%,35.10%,3.71%
37199,20.56%,39.13%,59.69%,1.18%
38001,8.71%,51.01%,42.30%,6.69%
38003,7.48%,51.33%,43.86%,4.81%
38005,6.83%,44.33%,51.17%,4.50%
38007,8.29%,50.54%,42.26%,7.20%
38009,22.26%,59.39%,37.13%,3.48%
38011,8.68%,49.83%,41.14%,9.03%
38013,10.09%,50.95%,40.86%,8.19%
38015,22.75%,59.45%,36.70%,3.85%
38017,6.84%,52.34%,45.51%,2.15%
38019,8.03%,44.83%,52.86%,2.31%
38021,15.78%,54.89%,39.11%,6.00%
38023,4.61%,48.14%,43.52%,8.34%
38025,7.02%,51.34%,44.33%,4.33%
38027,1.62%,46.85%,45.23%,7.92%
38029,29.57%,63.46%,33.89%,2.65%
38031,7.21%,44.82%,52.03%,3.15%
38033,14.49%,56.25%,41.76%,1.99%
38035,4.51%,46.23%,50.74%,3.03%
38037,37.28%,66.94%,29.66%,3.40%
38039,6.16%,44.31%,50.47%,5.22%
38041,32.44%,64.33%,31.89%,3.78%
38043,31.10%,63.71%,32.62%,3.67%
38045,13.97%,53.91%,39.94%,6.15%
38047,46.35%,71.46%,25.11%,3.43%
38049,17.69%,56.45%,38.76%,4.79%
38051,60.88%,79.36%,18.48%,2.16%
38053,2.28%,45.08%,47.36%,7.56%
38055,8.69%,50.10%,41.41%,8.49%
38057,53.46%,75.27%,21.81%,2.92%
38059,16.98%,56.41%,39.43%,4.16%
38061,3.81%,42.22%,46.04%,11.74%
38063,1.22%,47.26%,46.04%,6.70%
38065,40.31%,67.84%,27.54%,4.62%
38067,5.04%,46.67%,51.72%,1.61%
38069,20.01%,58.86%,38.84%,2.30%
38071,7.79%,52.04%,44.25%,3.71%
38073,5.08%,50.85%,45.77%,3.38%
38075,1.49%,46.61%,48.11%,5.28%
38077,0.49%,48.73%,48.24%,3.03%
38079,13.45%,41.09%,54.55%,4.36%
38081,3.92%,45.73%,49.65%,4.62%
38083,60.03%,78.92%,18.89%,2.19%
38085,17.32%,57.20%,39.88%,2.92%
38087,6.67%,50.51%,43.84%,5.65%
38089,22.49%,60.15%,37.65%,2.20%
38091,4.75%,45.00%,49.74%,5.26%
38093,9.97%,52.88%,42.92%,4.20%
38095,1.96%,49.76%,47.81%,2.43%
38097,10.14%,52.00%,41.86%,6.14%
38099,21.68%,37.63%,59.31%,3.06%
38101,2.87%,48.64%,45.77%,5.59%
38103,22.40%,59.83%,37.43%,2.74%
38105,7.97%,38.82%,46.79%,14.39%
39001,8.61%,54.24%,45.63%,0.13%
39003,13.76%,56.67%,42.91%,0.42%
39005,13.61%,56.56%,42.95%,0.49%
39007,9.99%,54.33%,44.34%,1.33%
39009,9.20%,54.43%,45.24%,0.33%
39011,9.17%,54.45%,45.28%,0.27%
39013,26.75%,35.76%,62.51%,1.73%
39015,13.29%,43.20%,56.49%,0.31%
39017,6.27%,46.52%,52.78%,0.70%
39019,17.60%,58.57%,40.97%,0.46%
39021,17.18%,58.49%,41.31%,0.20%
39023,3.65%,51.64%,47.99%,0.37%
39025,2.18%,50.88%,48.70%,0.42%
39027,22.97%,61.32%,38.35%,0.33%
39029,3.29%,51.32%,48.03%,0.65%
39031,4.69%,52.05%,47.36%,0.59%
39033,7.65%,53.70%,46.05%,0.25%
39035,8.78%,43.80%,52.58%,3.62%
39037,1.04%,50.28%,49.23%,0.49%
39039,14.15%,56.94%,42.79%,0.27%
39041,29.73%,64.68%,34.95%,0.37%
39043,5.05%,52.28%,47.23%,0.49%
39045,0.51%,50.09%,49.58%,0.33%
39047,16.10%,57.95%,41.85%,0.20%
39049,7.51%,53.36%,45.84%,0.80%
39051,41.72%,70.67%,28.95%,0.38%
39053,25.12%,62.38%,37.25%,0.37%
39055,29.87%,64.20%,34.33%,1.47%
39057,1.18%,50.20%,49.02%,0.78%
39059,7.04%,53.21%,46.17%,0.62%
39061,5.47%,52.37%,46.91%,0.72%
39063,26.71%,63.21%,36.50%,0.29%
39065,15.17%,57.38%,42.21%,0.41%
39067,10.30%,54.74%,44.44%,0.82%
39069,15.30%,57.59%,42.29%,0.12%
39071,9.36%,54.62%,45.26%,0.12%
39073,8.88%,45.46%,54.34%,0.20%
39075,0.32%,50.10%,49.78%,0.12%
39077,19.37%,59.50%,40.13%,0.37%
39079,6.65%,53.17%,46.52%,0.31%
39081,24.72%,37.05%,61.77%,1.18%
39083,16.86%,58.33%,41.48%,0.19%
39085,8.83%,53.81%,44.98%,1.21%
39087,7.81%,45.88%,53.69%,0.43%
39089,9.56%,54.62%,45.07%,0.31%
39091,22.31%,61.01%,38.70%,0.29%
39093,0.50%,49.53%,49.03%,1.44%
39095,5.09%,46.76%,51.85%,1.39%
39097,16.98%,58.44%,41.46%,0.10%
39099,24.82%,36.94%,61.76%,1.30%
39101,11.34%,55.54%,44.20%,0.26%
39103,29.41%,64.29%,34.88%,0.83%
39105,21.42%,60.52%,39.11%,0.37%
39107,5.91%,47.01%,52.92%,0.07%
39109,13.05%,56.33%,43.29%,0.38%
39111,20.13%,39.88%,60.01%,0.11%
39113,12.19%,43.48%,55.66%,0.86%
39115,32.16%,65.96%,33.79%,0.25%
39117,24.60%,62.21%,37.61%,0.18%
39119,11.37%,55.54%,44.18%,0.28%
39121,17.99%,58.79%,40.80%,0.41%
39123,4.80%,47.45%,52.25%,0.30%
39125,17.46%,58.58%,41.11%,0.31%
39127,3.89%,51.78%,47.89%,0.33%
39129,3.17%,48.38%,51.55%,0.07%
39131,26.21%,36.85%,63.06%,0.09%
39133,1.53%,48.67%,50.21%,1.12%
39135,11.23%,55.51%,44.28%,0.21%
39137,1.06%,49.33%,50.39%,0.28%
39139,3.83%,51.46%,47.63%,0.91%
39141,4.38%,52.08%,47.71%,0.21%
39143,20.06%,59.93%,39.87%,0.20%
39145,3.22%,48.20%,51.43%,0.37%
39147,18.13%,58.87%,40.74%,0.39%
39149,12.39%,43.68%,56.06%,0.26%
39151,3.94%,51.40%,47.46%,1.14%
39153,12.72%,42.69%,55.41%,1.90%
39155,18.61%,39.91%,58.52%,1.57%
39157,10.91%,44.27%,55.19%,0.54%
39159,30.76%,65.28%,34.52%,0.20%
39161,13.89%,56.84%,42.95%,0.21%
39163,7.05%,53.34%,46.29%,0.37%
39165,13.36%,56.56%,43.20%,0.24%
39167,15.65%,57.70%,42.05%,0.25%
39169,15.57%,57.62%,42.05%,0.33%
39171,29.82%,64.79%,34.98%,0.23%
39173,15.07%,57.28%,42.21%,0.51%
39175,18.83%,59.26%,40.43%,0.31%
40001,12.06%,43.97%,56.03%,0.00%
40003,20.14%,60.07%,39.93%,0.00%
40005,50.06%,24.97%,75.03%,0.00%
40007,5.84%,47.08%,52.92%,0.00%
40009,55.24%,22.38%,77.62%,0.00%
40011,4.42%,52.21%,47.79%,0.00%
40013,70.02%,14.99%,85.01%,0.00%
40015,36.27%,31.87%,68.13%,0.00%
40017,19.78%,40.11%,59.89%,0.00%
40019,63.05%,18.48%,81.52%,0.00%
40021,20.81%,39.59%,60.41%,0.00%
40023,64.19%,17.91%,82.09%,0.00%
40025,15.80%,42.10%,57.90%,0.00%
40027,28.21%,35.90%,64.10%,0.00%
40029,64.14%,17.93%,82.07%,0.00%
40031,48.11%,25.94%,74.06%,0.00%
40033,55.95%,22.02%,77.98%,0.00%
40035,19.67%,40.16%,59.84%,0.00%
40037,16.95%,41.53%,58.47%,0.00%
40039,28.53%,35.74%,64.26%,0.00%
40041,14.80%,42.60%,57.40%,0.00%
40043,15.66%,42.17%,57.83%,0.00%
40045,3.47%,51.73%,48.27%,0.00%
40047,11.50%,55.75%,44.25%,0.00%
40049,60.26%,19.87%,80.13%,0.00%
40051,47.69%,26.16%,73.84%,0.00%
40053,7.50%,53.75%,46.25%,0.00%
40055,62.04%,18.98%,81.02%,0.00%
40057,79.59%,10.21%,89.79%,0.00%
40059,2.40%,48.80%,51.20%,0.00%
40061,39.51%,30.24%,69.76%,0.00%
40063,53.24%,23.38%,76.62%,0.00%
40065,71.03%,14.48%,85.52%,0.00%
40067,71.35%,14.32%,85.68%,0.00%
40069,66.82%,16.59%,83.41%,0.00%
40071,5.95%,47.02%,52.98%,0.00%
40073,8.17%,54.09%,45.91%,0.00%
40075,47.18%,26.41%,73.59%,0.00%
40077,46.80%,26.60%,73.40%,0.00%
40079,41.27%,29.36%,70.64%,0.00%
40081,11.52%,44.24%,55.76%,0.00%
40083,3.68%,48.16%,51.84%,0.00%
40085,79.59%,10.20%,89.80%,0.00%
40087,58.34%,20.83%,79.17%,0.00%
40089,70.17%,14.92%,85.08%,0.00%
40091,43.63%,28.19%,71.81%,0.00%
40093,33.57%,66.78%,33.22%,0.00%
40095,67.92%,16.04%,83.96%,0.00%
40097,19.09%,40.45%,59.55%,0.00%
40099,58.57%,20.72%,79.28%,0.00%
40101,35.54%,32.23%,67.77%,0.00%
40103,6.54%,46.73%,53.27%,0.00%
40105,11.84%,44.08%,55.92%,0.00%
40107,34.50%,32.75%,67.25%,0.00%
40109,19.77%,40.11%,59.89%,0.00%
40111,41.11%,29.44%,70.56%,0.00%
40113,28.86%,35.57%,64.43%,0.00%
40115,25.45%,37.27%,62.73%,0.00%
40117,1.30%,49.35%,50.65%,0.00%
40119,12.06%,43.97%,56.03%,0.00%
40121,53.60%,23.20%,76.80%,0.00%
40123,54.40%,22.80%,77.20%,0.00%
40125,36.45%,31.78%,68.22%,0.00%
40127,58.10%,20.95%,79.05%,0.00%
40129,62.09%,18.96%,81.04%,0.00%
40131,19.13%,40.43%,59.57%,0.00%
40133,40.70%,29.65%,70.35%,0.00%
40135,36.35%,31.83%,68.17%,0.00%
40137,55.66%,22.17%,77.83%,0.00%
40139,23.28%,38.36%,61.64%,0.00%
40141,58.74%,20.63%,79.37%,0.00%
40143,5.33%,52.67%,47.33%,0.00%
40145,11.94%,44.03%,55.97%,0.00%
40147,4.57%,52.29%,47.71%,0.00%
40149,45.09%,27.45%,72.55%,0.00%
40151,0.19%,49.90%,50.10%,0.00%
40153,4.62%,52.31%,47.69%,0.00%
41001,3.21%,47.04%,50.25%,2.71%
41003,35.86%,66.21%,30.35%,3.44%
41005,0.56%,47.97%,47.41%,4.62%
41007,4.40%,44.87%,49.27%,5.86%
41009,20.83%,36.95%,57.79%,5.26%
41011,0.72%,47.88%,47.16%,4.96%
41013,8.83%,44.84%,53.67%,1.49%
41015,23.15%,59.18%,36.03%,4.79%
41017,0.50%,48.35%,48.85%,2.80%
41019,15.95%,56.35%,40.41%,3.24%
41021,6.67%,52.62%,45.95%,1.43%
41023,2.88%,47.54%,50.41%,2.05%
41025,1.11%,48.28%,49.38%,2.34%
41027,9.23%,52.80%,43.57%,3.63%
41029,20.36%,58.86%,38.50%,2.64%
41031,5.13%,50.69%,45.56%,3.75%
41033,19.96%,58.27%,38.31%,3.42%
41035,3.01%,47.47%,50.48%,2.05%
41037,0.93%,48.05%,48.98%,2.97%
41039,13.89%,55.27%,41.39%,3.34%
41041,1.74%,46.85%,48.59%,4.56%
41043,4.29%,50.37%,46.08%,3.55%
41045,12.99%,55.36%,42.37%,2.27%
41047,17.53%,57.27%,39.74%,2.99%
41049,5.36%,46.30%,51.66%,2.04%
41051,3.80%,45.77%,49.57%,4.66%
41053,10.95%,54.02%,43.07%,2.91%
41055,7.80%,53.20%,45.40%,1.40%
41057,2.80%,46.96%,49.76%,3.28%
41059,1.40%,48.69%,50.09%,1.22%
41061,17.02%,39.83%,56.85%,3.32%
41063,7.93%,44.71%,52.64%,2.65%
41065,5.70%,51.74%,46.03%,2.23%
41067,9.41%,53.06%,43.65%,3.29%
41069,0.36%,49.23%,48.87%,1.90%
41071,13.75%,55.33%,41.59%,3.08%
42001,19.09%,59.13%,40.04%,0.83%
42003,12.28%,42.60%,54.89%,2.51%
42005,8.27%,53.45%,45.18%,1.37%
42007,8.45%,43.83%,52.28%,3.89%
42009,22.04%,61.02%,38.98%,0.00%
42011,9.14%,43.57%,52.71%,3.72%
42013,22.59%,60.68%,38.09%,1.23%
42015,44.98%,71.99%,27.01%,1.00%
42017,27.09%,62.46%,35.37%,2.17%
42019,27.52%,62.94%,35.41%,1.65%
42021,19.61%,39.37%,58.98%,1.65%
42023,29.94%,64.75%,34.81%,0.44%
42025,1.56%,49.77%,48.21%,2.02%
42027,23.04%,61.52%,38.48%,0.00%
42029,32.80%,65.78%,32.98%,1.24%
42031,15.88%,57.94%,42.06%,0.00%
42033,1.96%,49.95%,47.99%,2.06%
42035,5.69%,52.85%,47.15%,0.00%
42037,0.27%,50.13%,49.87%,0.00%
42039,21.37%,60.69%,39.31%,0.00%
42041,22.25%,60.71%,38.46%,0.83%
42043,25.38%,62.16%,36.78%,1.06%
42045,23.65%,60.93%,37.28%,1.79%
42047,2.05%,48.98%,51.02%,0.00%
42049,8.93%,53.45%,44.52%,2.03%
42051,25.85%,36.19%,62.04%,1.77%
42053,26.89%,62.29%,35.39%,2.32%
42055,24.41%,61.79%,37.39%,0.82%
42057,2.19%,50.65%,48.46%,0.89%
42059,25.50%,36.47%,61.97%,1.56%
42061,35.51%,67.76%,32.24%,0.00%
42063,19.34%,59.67%,40.33%,0.00%
42065,24.60%,61.43%,36.82%,1.75%
42067,15.06%,57.17%,42.11%,0.72%
42069,16.30%,41.42%,57.71%,0.87%
42071,36.49%,67.60%,31.11%,1.29%
42073,7.83%,52.72%,44.88%,2.40%
42075,24.31%,61.62%,37.31%,1.07%
42077,8.96%,53.65%,44.69%,1.66%
42079,7.23%,52.85%,45.62%,1.53%
42081,16.23%,57.18%,40.95%,1.87%
42083,35.57%,66.91%,31.33%,1.76%
42085,7.82%,52.71%,44.89%,2.40%
42087,8.59%,53.84%,45.25%,0.91%
42089,6.05%,53.02%,46.98%,0.00%
42091,34.57%,66.53%,31.96%,1.51%
42093,15.55%,57.60%,42.06%,0.34%
42095,10.05%,43.95%,53.99%,2.06%
42097,17.43%,58.13%,40.70%,1.17%
42099,35.42%,67.71%,32.29%,0.00%
42101,0.76%,48.12%,48.88%,3.00%
42103,41.09%,70.54%,29.46%,0.00%
42105,35.97%,67.99%,32.01%,0.00%
42107,21.75%,60.11%,38.36%,1.53%
42109,55.33%,77.66%,22.34%,0.00%
42111,22.56%,60.54%,37.98%,1.48%
42113,23.34%,61.22%,37.88%,0.90%
42115,36.91%,67.81%,30.91%,1.28%
42117,54.07%,77.03%,22.97%,0.00%
42119,54.90%,76.79%,21.89%,1.32%
42121,38.64%,67.97%,29.33%,2.70%
42123,33.36%,65.38%,32.02%,2.60%
42125,25.90%,35.73%,61.63%,2.64%
42127,54.28%,77.14%,22.86%,0.00%
42129,18.90%,39.05%,57.95%,3.00%
42131,43.38%,70.70%,27.32%,1.98%
42133,1.20%,47.31%,48.52%,4.17%
44001,17.09%,41.16%,58.25%,0.59%
44003,3.18%,51.28%,48.10%,0.62%
44005,7.46%,53.39%,45.93%,0.68%
44007,22.54%,38.20%,60.73%,1.07%
44009,12.58%,55.88%,43.30%,0.82%
45001,50.09%,2.16%,23.87%,73.97%
45003,76.15%,2.17%,10.79%,87.04%
45005,88.83%,0,4.95%,95.05%
45007,30.76%,2.61%,64.08%,33.31%
45009,84.89%,0,6.62%,93.38%
45011,87.45%,0,5.57%,94.43%
45013,47.49%,11.93%,20.13%,67.94%
45015,63.11%,3.02%,16.83%,80.15%
45017,91.26%,0,4.09%,95.91%
45019,57.17%,4.05%,19.15%,76.80%
45021,26.73%,4.38%,34.41%,61.21%
45023,54.22%,2.39%,21.67%,75.94%
45025,25.70%,0,36.51%,63.49%
45027,85.53%,0,6.73%,93.27%
45029,81.34%,0,8.58%,91.42%
45031,43.62%,3.77%,26.30%,69.93%
45033,8.83%,0,44.89%,55.11%
45035,87.25%,2.88%,4.85%,92.27%
45037,96.72%,0,0,100.00%
45039,63.90%,4.67%,15.64%,79.69%
45041,49.71%,3.76%,23.27%,72.97%
45043,61.17%,3.72%,17.49%,78.79%
45045,33.53%,8.33%,28.97%,62.70%
45047,68.61%,2.09%,14.60%,83.31%
45049,89.33%,0,4.99%,95.01%
45051,71.75%,2.85%,12.70%,84.45%
45053,64.71%,3.49%,15.90%,80.61%
45055,66.79%,2.49%,15.36%,82.15%
45057,31.33%,0,33.74%,66.26%
45059,58.35%,2.62%,19.51%,77.87%
45061,75.99%,2.70%,10.65%,86.65%
45063,58.41%,2.03%,19.78%,78.19%
45065,91.92%,0,4.04%,95.96%
45067,59.84%,0,19.62%,80.38%
45069,49.29%,2.77%,23.94%,73.29%
45071,76.21%,0,11.04%,88.96%
45073,24.99%,6.90%,34.03%,59.07%
45075,72.42%,4.36%,11.56%,84.08%
45077,46.76%,8.49%,22.38%,69.13%
45079,40.00%,7.29%,26.31%,66.40%
45081,79.68%,0,9.77%,90.23%
45083,17.28%,5.21%,55.98%,38.81%
45085,60.77%,4.43%,17.40%,78.17%
45087,23.60%,0,37.53%,62.47%
45089,86.12%,0,6.33%,93.67%
45091,16.03%,4.69%,39.64%,55.67%
46003,9.33%,44.99%,54.32%,0.69%
46005,8.75%,45.15%,53.90%,0.95%
46007,22.44%,38.10%,60.54%,1.36%
46009,4.67%,51.79%,47.12%,1.09%
46011,15.42%,57.39%,41.97%,0.64%
46013,11.69%,43.42%,55.10%,1.48%
46015,21.50%,38.48%,59.99%,1.53%
46017,3.22%,48.01%,51.23%,0.76%
46019,23.26%,60.73%,37.47%,1.80%
46021,56.97%,78.05%,21.08%,0.87%
46023,26.06%,36.47%,62.53%,1.00%
46025,2.05%,50.59%,48.54%,0.87%
46027,3.39%,51.09%,47.70%,1.21%
46029,9.31%,45.01%,54.32%,0.67%
46031,0.00%,49.63%,49.63%,0.74%
46033,13.97%,56.66%,42.69%,0.65%
46035,14.98%,42.03%,57.01%,0.96%
46037,12.46%,42.91%,55.38%,1.71%
46039,1.21%,49.91%,48.69%,1.40%
46041,8.53%,53.80%,45.27%,0.93%
46043,27.67%,63.71%,36.04%,0.25%
46045,8.68%,54.00%,45.32%,0.68%
46047,20.20%,59.72%,39.52%,0.76%
46049,4.05%,51.49%,47.44%,1.07%
46051,1.97%,48.57%,50.54%,0.89%
46053,1.97%,48.37%,50.34%,1.29%
46055,18.00%,57.92%,39.92%,2.16%
46057,9.47%,53.98%,44.51%,1.51%
46059,1.26%,50.47%,49.21%,0.32%
46061,5.09%,47.05%,52.13%,0.82%
46063,4.81%,50.87%,46.06%,3.07%
46065,23.28%,61.43%,38.15%,0.42%
46067,40.88%,70.01%,29.13%,0.86%
46069,19.14%,59.25%,40.10%,0.65%
46071,14.49%,56.40%,41.91%,1.69%
46073,10.52%,54.60%,44.09%,1.31%
46075,11.39%,55.06%,43.67%,1.27%
46077,26.66%,62.55%,35.89%,1.56%
46079,14.93%,56.95%,42.01%,1.04%
46081,25.96%,62.50%,36.54%,0.96%
46083,20.30%,59.51%,39.22%,1.27%
46085,4.65%,51.94%,47.28%,0.78%
46087,19.50%,59.46%,39.96%,0.58%
46089,53.34%,76.24%,22.90%,0.86%
46091,9.10%,44.37%,53.47%,2.16%
46093,9.87%,54.47%,44.60%,0.93%
46095,0.00%,49.33%,49.33%,1.34%
46097,7.15%,45.92%,53.07%,1.01%
46099,8.72%,53.77%,45.05%,1.18%
46101,1.81%,50.19%,48.38%,1.43%
46103,12.82%,56.01%,43.19%,0.80%
46105,12.68%,55.04%,42.37%,2.59%
46107,0.24%,49.69%,49.45%,0.86%
46109,18.86%,39.12%,57.98%,2.90%
46111,2.72%,48.03%,50.75%,1.22%
46113,11.14%,44.09%,55.23%,0.68%
46115,7.74%,45.59%,53.33%,1.08%
46117,18.38%,58.85%,40.47%,0.68%
46119,17.54%,58.37%,40.83%,0.80%
46121,11.89%,43.46%,55.35%,1.19%
46123,1.91%,48.32%,50.24%,1.44%
46125,33.35%,66.26%,32.91%,0.83%
46127,0.72%,49.38%,50.10%,0.52%
46129,2.98%,50.94%,47.96%,1.10%
46135,0.48%,49.28%,49.75%,0.97%
46137,4.08%,47.24%,51.33%,1.43%
47001,4.59%,45.38%,49.97%,4.65%
47003,29.44%,17.93%,55.64%,26.43%
47005,30.45%,32.57%,63.02%,4.41%
47007,0.49%,49.07%,48.58%,2.35%
47009,31.55%,64.47%,32.91%,2.62%
47011,17.59%,57.10%,39.52%,3.38%
47013,12.31%,54.92%,42.61%,2.47%
47015,39.96%,26.23%,66.20%,7.57%
47017,2.71%,42.95%,45.65%,11.40%
47019,44.98%,70.94%,25.96%,3.10%
47021,82.32%,6.26%,88.58%,5.16%
47023,11.03%,39.48%,50.52%,10.00%
47025,9.37%,53.50%,44.13%,2.37%
47027,23.30%,36.98%,60.28%,2.74%
47029,57.15%,77.50%,20.35%,2.15%
47031,30.77%,16.63%,56.68%,26.69%
47033,30.30%,22.77%,53.60%,23.63%
47035,10.24%,53.43%,43.19%,3.38%
47037,33.12%,22.34%,55.46%,22.20%
47039,9.07%,42.75%,51.82%,5.43%
47041,14.98%,39.69%,54.67%,5.64%
47043,58.89%,15.42%,74.31%,10.27%
47045,46.87%,18.44%,65.31%,16.25%
47047,70.70%,3.70%,12.66%,83.64%
47049,23.73%,60.25%,36.52%,3.23%
47051,46.09%,13.20%,66.08%,20.72%
47053,46.56%,19.04%,65.60%,15.36%
47055,60.73%,14.72%,75.45%,9.83%
47057,46.42%,71.75%,25.33%,2.92%
47059,13.88%,55.56%,41.68%,2.76%
47061,61.28%,16.74%,78.02%,5.24%
47063,14.34%,53.80%,39.46%,6.74%
