id,margin,dewey,truman,other
17067,12.04%,55.54%,43.50%,0.96%
17069,11.50%,55.49%,43.99%,0.52%
17071,22.69%,60.87%,38.17%,0.96%
17073,18.44%,58.84%,40.40%,0.76%
17075,30.20%,64.65%,34.45%,0.90%
17077,8.76%,53.79%,45.04%,1.17%
17079,0.35%,49.76%,49.40%,0.84%
17081,9.41%,45.30%,54.70%,0.00%
17083,1.16%,49.21%,50.37%,0.42%
17085,24.26%,61.83%,37.57%,0.60%
17087,29.43%,64.47%,35.04%,0.49%
17089,29.69%,64.41%,34.72%,0.87%
17091,16.15%,57.71%,41.56%,0.73%
17093,44.03%,71.77%,27.74%,0.49%
17095,21.02%,60.18%,39.16%,0.66%
17097,27.68%,63.26%,35.58%,1.16%
17099,10.77%,55.02%,44.25%,0.73%
17101,0.89%,49.38%,48.48%,2.14%
17103,34.47%,66.97%,32.50%,0.53%
17105,32.98%,66.27%,33.29%,0.44%
17107,21.11%,60.36%,39.25%,0.39%
17109,31.13%,65.13%,33.99%,0.88%
17111,47.39%,73.45%,26.06%,0.49%
17113,17.53%,58.48%,40.94%,0.58%
17115,6.84%,46.27%,53.11%,0.62%
17117,6.92%,45.74%,52.66%,1.60%
17119,23.89%,37.79%,61.68%,0.53%
17121,6.40%,46.19%,52.58%,1.23%
17123,20.12%,59.91%,39.79%,0.30%
17125,0.31%,49.83%,49.52%,0.65%
17127,26.52%,62.46%,35.94%,1.60%
17129,17.23%,58.35%,41.12%,0.53%
17131,25.53%,62.55%,37.02%,0.43%
17133,25.35%,62.65%,37.30%,0.05%
17135,2.71%,50.73%,48.02%,1.25%
17137,10.49%,55.05%,44.56%,0.39%
17139,0.10%,49.39%,49.29%,1.32%
17141,42.78%,71.15%,28.37%,0.48%
17143,6.02%,52.78%,46.76%,0.46%
17145,0.65%,49.96%,49.32%,0.72%
17147,21.19%,60.13%,38.93%,0.94%
17149,9.07%,45.00%,54.07%,0.93%
17151,31.45%,65.43%,33.98%,0.59%
17153,6.24%,52.81%,46.57%,0.62%
17155,21.40%,60.15%,38.74%,1.11%
17157,0.11%,49.83%,49.72%,0.45%
17159,22.55%,60.56%,38.02%,1.42%
17161,4.98%,47.01%,51.98%,1.01%
17163,27.30%,36.07%,63.38%,0.55%
17165,0.27%,49.57%,49.84%,0.59%
17167,7.14%,53.28%,46.14%,0.58%
17169,1.08%,49.65%,48.56%,1.79%
17171,2.93%,51.28%,48.36%,0.36%
17173,2.78%,47.89%,50.68%,1.43%
17175,37.07%,68.44%,31.37%,0.19%
17177,17.41%,58.29%,40.88%,0.83%
17179,6.08%,46.70%,52.77%,0.53%
17181,7.32%,46.01%,53.33%,0.66%
17183,7.91%,53.29%,45.37%,1.34%
17185,1.00%,49.44%,48.44%,2.12%
17187,33.12%,66.20%,33.08%,0.72%
17189,24.65%,61.99%,37.34%,0.67%
17191,10.03%,54.69%,44.66%,0.65%
17193,2.82%,48.17%,50.99%,0.84%
17195,41.49%,70.32%,28.84%,0.84%
17197,3.90%,51.41%,47.51%,1.08%
17199,2.68%,51.02%,48.34%,0.64%
17201,4.17%,51.54%,47.36%,1.10%
17203,25.20%,62.35%,37.15%,0.50%
18001,1.99%,50.10%,48.11%,1.79%
18003,9.01%,54.00%,44.99%,1.01%
18005,0.97%,48.74%,49.71%,1.55%
18007,16.28%,57.88%,41.60%,0.52%
18009,11.61%,42.76%,54.37%,2.87%
18011,12.20%,55.67%,43.47%,0.86%
18013,13.96%,41.54%,55.50%,2.96%
18015,8.83%,53.99%,45.16%,0.85%
18017,5.06%,46.97%,52.03%,1.00%
18019,21.77%,38.57%,60.34%,1.09%
18021,2.61%,47.49%,50.10%,2.41%
18023,5.10%,52.02%,46.92%,1.06%
18025,3.83%,46.97%,50.80%,2.23%
18027,8.92%,53.89%,44.98%,1.13%
18029,5.99%,46.70%,52.70%,0.60%
18031,14.95%,56.95%,42.00%,1.05%
18033,11.87%,54.86%,42.99%,2.15%
18035,4.17%,46.72%,50.89%,2.39%
18037,20.76%,39.30%,60.07%,0.63%
18039,15.80%,56.68%,40.88%,2.44%
18041,4.21%,47.62%,51.83%,0.55%
18043,11.64%,43.76%,55.40%,0.84%
18045,10.25%,54.76%,44.50%,0.74%
18047,10.92%,55.13%,44.22%,0.65%
18049,20.21%,58.70%,38.50%,2.80%
18051,3.55%,47.30%,50.85%,1.85%
18053,3.55%,50.31%,46.76%,2.93%
18055,1.66%,48.20%,49.85%,1.95%
18057,25.91%,62.12%,36.21%,1.67%
18059,2.31%,48.05%,50.36%,1.59%
18061,4.13%,46.90%,51.02%,2.08%
18063,19.16%,59.23%,40.07%,0.70%
18065,10.11%,54.00%,43.89%,2.11%
18067,8.47%,44.64%,53.10%,2.26%
18069,6.21%,52.01%,45.81%,2.18%
18071,8.88%,45.00%,53.88%,1.12%
18073,31.86%,65.42%,33.56%,1.02%
18075,1.01%,49.25%,48.24%,2.51%
18077,9.00%,53.79%,44.79%,1.42%
18079,6.04%,52.52%,46.47%,1.01%
18081,0.52%,49.39%,49.91%,0.70%
18083,11.33%,43.67%,55.00%,1.33%
18085,28.44%,62.79%,34.35%,2.86%
18087,30.37%,63.82%,33.45%,2.73%
18089,19.32%,38.77%,58.09%,3.14%
18091,5.82%,52.45%,46.63%,0.92%
18093,16.89%,58.13%,41.23%,0.64%
18095,12.56%,43.04%,55.61%,1.35%
18097,2.79%,50.78%,47.99%,1.23%
18099,16.01%,56.97%,40.97%,2.06%
18101,11.00%,43.96%,54.96%,1.08%
18103,3.93%,51.09%,47.16%,1.75%
18105,12.57%,54.64%,42.07%,3.29%
18107,17.71%,58.28%,40.57%,1.15%
18109,12.13%,55.13%,43.00%,1.87%
18111,37.75%,68.36%,30.61%,1.03%
18113,16.11%,57.33%,41.22%,1.45%
18115,6.41%,46.55%,52.96%,0.49%
18117,15.15%,57.03%,41.88%,1.09%
18119,4.50%,51.14%,46.64%,2.22%
18121,7.95%,53.33%,45.38%,1.29%
18123,9.67%,45.02%,54.69%,0.29%
18125,1.34%,49.60%,48.26%,2.14%
18127,26.16%,62.21%,36.05%,1.74%
18129,9.74%,44.43%,54.16%,1.41%
18131,5.06%,50.72%,45.66%,3.62%
18133,2.59%,50.91%,48.32%,0.77%
18135,20.08%,57.96%,37.89%,4.15%
18137,7.42%,53.34%,45.92%,0.74%
18139,16.61%,57.53%,40.92%,1.55%
18141,11.31%,43.58%,54.89%,1.53%
18143,12.40%,43.11%,55.51%,1.38%
18145,6.93%,45.54%,52.48%,1.98%
18147,3.82%,51.52%,47.71%,0.77%
18149,2.96%,50.55%,47.59%,1.86%
18151,36.35%,67.28%,30.94%,1.78%
18153,15.94%,40.88%,56.82%,2.30%
18155,12.62%,43.30%,55.92%,0.78%
18157,22.09%,60.60%,38.51%,0.89%
18159,2.97%,50.78%,47.81%,1.41%
18161,27.56%,63.25%,35.69%,1.06%
18163,8.29%,45.25%,53.55%,1.20%
18165,7.12%,45.03%,52.15%,2.82%
18167,15.05%,41.81%,56.86%,1.33%
18169,26.10%,61.53%,35.42%,3.05%
18171,27.22%,63.17%,35.95%,0.88%
18173,1.57%,48.75%,50.32%,0.93%
18175,4.81%,47.18%,51.99%,0.83%
18177,17.58%,57.81%,40.23%,1.96%
18179,4.82%,47.15%,51.97%,0.88%
18181,12.05%,55.72%,43.67%,0.61%
18183,5.23%,51.88%,46.65%,1.47%
19001,5.65%,52.13%,46.48%,1.39%
19003,8.10%,53.39%,45.29%,1.32%
19005,16.85%,57.91%,41.06%,1.03%
19007,9.90%,43.87%,53.77%,2.36%
19009,12.87%,42.25%,55.11%,2.64%
19011,5.25%,45.06%,50.30%,4.64%
19013,9.83%,44.28%,54.11%,1.61%
19015,13.29%,40.92%,54.21%,4.87%
19017,4.51%,51.62%,47.11%,1.27%
19019,2.15%,50.57%,48.42%,1.01%
19021,4.49%,46.61%,51.10%,2.29%
19023,5.71%,51.90%,46.18%,1.92%
19025,1.27%,48.19%,49.45%,2.36%
19027,17.75%,40.61%,58.36%,1.03%
19029,20.26%,59.66%,39.40%,0.94%
19031,14.24%,56.40%,42.16%,1.44%
19033,9.64%,44.34%,53.98%,1.68%
19035,5.89%,46.44%,52.34%,1.22%
19037,8.20%,45.45%,53.64%,0.91%
19039,2.15%,50.13%,47.98%,1.89%
19041,8.81%,43.61%,52.42%,3.97%
19043,2.91%,50.94%,48.04%,1.02%
19045,7.10%,52.82%,45.72%,1.46%
19047,9.57%,43.65%,53.21%,3.14%
19049,7.87%,44.46%,52.32%,3.22%
19051,13.31%,42.90%,56.21%,0.89%
19053,10.77%,43.89%,54.66%,1.45%
19055,22.39%,60.75%,38.36%,0.89%
19057,7.00%,45.56%,52.56%,1.88%
19059,0.42%,48.34%,48.76%,2.90%
19061,20.88%,39.02%,59.90%,1.08%
19063,5.42%,46.38%,51.80%,1.82%
19065,8.44%,53.54%,45.09%,1.37%
19067,11.25%,54.65%,43.40%,1.95%
19069,2.57%,45.11%,47.68%,7.21%
19071,1.13%,50.17%,49.03%,0.80%
19073,1.80%,48.63%,46.84%,4.53%
19075,14.34%,55.85%,41.51%,2.64%
19077,0.04%,49.18%,49.22%,1.60%
19079,1.06%,48.13%,49.19%,2.68%
19081,4.86%,46.31%,51.17%,2.52%
19083,5.99%,51.42%,45.44%,3.14%
19085,2.96%,48.15%,51.11%,0.74%
19087,20.22%,59.19%,38.98%,1.83%
19089,12.28%,43.19%,55.47%,1.34%
19091,6.57%,45.99%,52.56%,1.45%
19093,2.30%,48.04%,50.34%,1.62%
19095,9.01%,52.44%,43.42%,4.14%
19097,4.77%,51.35%,46.58%,2.07%
19099,7.62%,44.66%,52.28%,3.06%
19101,12.32%,55.11%,42.79%,2.10%
19103,9.03%,43.79%,52.82%,3.39%
19105,4.51%,51.55%,47.04%,1.41%
19107,0.98%,49.57%,48.59%,1.84%
19109,17.90%,40.43%,58.33%,1.24%
19111,8.13%,45.32%,53.46%,1.22%
19113,0.26%,48.45%,48.71%,2.84%
19115,10.72%,54.64%,43.92%,1.44%
19117,0.75%,48.51%,49.26%,2.23%
19119,6.88%,52.74%,45.86%,1.40%
19121,6.21%,52.38%,46.17%,1.45%
19123,0.99%,46.93%,47.92%,5.15%
19125,18.29%,39.67%,57.96%,2.37%
19127,8.54%,52.19%,43.65%,4.16%
19129,15.00%,57.20%,42.20%,0.60%
19131,2.42%,49.37%,46.95%,3.68%
19133,12.51%,43.28%,55.79%,0.93%
19135,18.12%,40.01%,58.13%,1.86%
19137,19.29%,59.10%,39.81%,1.09%
19139,4.62%,51.68%,47.06%,1.26%
19141,3.77%,50.46%,46.70%,2.84%
19143,8.91%,44.99%,53.90%,1.11%
19145,22.09%,60.15%,38.05%,1.80%
19147,19.15%,39.30%,58.45%,2.25%
19149,7.04%,53.12%,46.08%,0.80%
19151,18.23%,39.61%,57.84%,2.55%
19153,14.19%,41.46%,55.65%,2.89%
19155,3.96%,51.40%,47.44%,1.16%
19157,5.20%,46.37%,51.57%,2.06%
19159,12.67%,55.77%,43.10%,1.13%
19161,2.63%,47.60%,50.24%,2.16%
19163,0.53%,49.42%,48.89%,1.69%
19165,2.86%,47.60%,50.45%,1.95%
19167,15.87%,57.11%,41.24%,1.65%
19169,14.13%,54.47%,40.34%,5.19%
19171,3.51%,47.50%,51.01%,1.49%
19173,14.78%,56.93%,42.16%,0.91%
19175,12.41%,55.81%,43.40%,0.79%
19177,16.74%,57.64%,40.89%,1.47%
19179,15.63%,41.50%,57.13%,1.37%
19181,5.19%,50.97%,45.77%,3.26%
19183,14.49%,56.76%,42.27%,0.97%
19185,9.41%,44.72%,54.12%,1.16%
19187,14.98%,40.73%,55.71%,3.56%
19189,0.18%,48.36%,48.17%,3.47%
19191,3.22%,47.54%,50.76%,1.70%
19193,13.82%,42.61%,56.43%,0.96%
19195,16.07%,40.50%,56.57%,2.93%
19197,0.72%,48.85%,49.56%,1.59%
20001,23.59%,61.21%,37.62%,1.17%
20003,14.61%,56.85%,42.25%,0.90%
20005,2.85%,51.04%,48.19%,0.77%
20007,3.09%,50.92%,47.84%,1.24%
20009,7.62%,53.37%,45.75%,0.88%
20011,4.21%,51.43%,47.22%,1.35%
20013,36.98%,67.98%,31.00%,1.02%
20015,2.18%,50.58%,48.40%,1.02%
20017,19.38%,58.93%,39.55%,1.52%
20019,20.47%,59.34%,38.87%,1.79%
20021,2.46%,47.77%,50.23%,2.00%
20023,10.58%,53.51%,42.93%,3.56%
20025,12.29%,55.29%,43.00%,1.71%
20027,34.30%,65.89%,31.59%,2.52%
20029,15.75%,56.16%,40.41%,3.43%
20031,23.88%,61.20%,37.32%,1.48%
20033,24.54%,61.90%,37.36%,0.74%
20035,6.82%,52.13%,45.31%,2.56%
20037,4.36%,46.19%,50.55%,3.26%
20039,4.76%,51.41%,46.66%,1.93%
20041,21.31%,59.98%,38.66%,1.36%
20043,28.15%,63.74%,35.59%,0.67%
20045,31.20%,64.25%,33.06%,2.69%
20047,19.44%,58.15%,38.71%,3.14%
20049,28.46%,63.80%,35.35%,0.85%
20051,17.97%,40.51%,58.48%,1.01%
20053,6.77%,52.83%,46.07%,1.10%
20055,2.81%,50.01%,47.20%,2.79%
20057,3.54%,47.21%,50.75%,2.04%
20059,18.99%,58.24%,39.25%,2.51%
20061,0.94%,49.72%,48.78%,1.50%
20063,17.35%,57.48%,40.12%,2.40%
20065,20.06%,59.28%,39.22%,1.50%
20067,8.41%,53.34%,44.93%,1.73%
20069,8.61%,53.68%,45.07%,1.25%
20071,8.87%,53.34%,44.47%,2.19%
20073,15.79%,57.31%,41.52%,1.17%
20075,1.83%,50.64%,48.82%,0.54%
20077,20.83%,59.25%,38.42%,2.33%
20079,18.13%,57.72%,39.59%,2.69%
20081,11.63%,54.66%,43.03%,2.31%
20083,22.83%,60.77%,37.94%,1.29%
20085,23.39%,61.30%,37.91%,0.79%
20087,19.30%,59.04%,39.74%,1.22%
20089,31.54%,63.18%,31.64%,5.18%
20091,22.28%,60.70%,38.42%,0.88%
20093,10.87%,54.43%,43.56%,2.01%
20095,13.38%,55.88%,42.51%,1.61%
20097,25.48%,59.79%,34.32%,5.89%
20099,1.47%,50.12%,48.65%,1.23%
20101,18.00%,57.53%,39.53%,2.94%
20103,2.00%,48.61%,50.61%,0.78%
20105,32.76%,65.73%,32.97%,1.30%
20107,22.03%,60.45%,38.42%,1.13%
20109,30.33%,63.73%,33.39%,2.88%
20111,1.96%,50.03%,48.06%,1.91%
20113,20.04%,57.54%,37.50%,4.96%
20115,31.61%,64.85%,33.23%,1.92%
20117,23.70%,61.50%,37.80%,0.70%
20119,24.49%,60.19%,35.70%,4.11%
20121,0.14%,49.40%,49.54%,1.06%
20123,25.88%,62.16%,36.28%,1.56%
20125,10.36%,54.70%,44.34%,0.96%
20127,14.43%,56.46%,42.03%,1.51%
20129,6.66%,52.61%,45.95%,1.44%
20131,11.29%,55.39%,44.11%,0.50%
20133,14.55%,56.69%,42.14%,1.17%
20135,19.23%,58.10%,38.87%,3.03%
20137,25.94%,60.98%,35.03%,3.99%
20139,13.03%,55.55%,42.52%,1.93%
20141,28.57%,62.87%,34.30%,2.83%
20143,20.86%,59.00%,38.14%,2.86%
20145,6.52%,52.44%,45.93%,1.63%
20147,36.44%,66.32%,29.87%,3.81%
20149,26.04%,62.64%,36.60%,0.76%
20151,2.22%,50.22%,48.00%,1.78%
20153,11.66%,55.08%,43.42%,1.50%
20155,5.70%,51.87%,46.17%,1.96%
20157,22.66%,60.42%,37.76%,1.82%
20159,18.16%,58.15%,39.99%,1.86%
20161,38.14%,68.01%,29.87%,2.12%
20163,14.45%,56.59%,42.14%,1.27%
20165,14.71%,56.41%,41.69%,1.90%
20167,13.97%,56.48%,42.51%,1.01%
20169,7.57%,53.14%,45.56%,1.30%
20171,16.46%,56.86%,40.40%,2.74%
20173,0.69%,49.56%,48.87%,1.57%
20175,6.11%,52.00%,45.89%,2.11%
20177,7.43%,52.83%,45.41%,1.76%
20179,6.29%,52.69%,46.40%,0.91%
20181,3.30%,50.00%,46.70%,3.30%
20183,26.26%,61.94%,35.68%,2.38%
20185,5.73%,51.74%,46.01%,2.25%
20187,14.86%,56.53%,41.67%,1.80%
20189,10.26%,54.04%,43.79%,2.17%
20191,12.64%,55.42%,42.78%,1.80%
20193,0.69%,49.41%,48.71%,1.88%
20195,5.03%,51.82%,46.80%,1.38%
20197,34.95%,66.80%,31.85%,1.35%
20199,18.10%,58.23%,40.13%,1.64%
20201,34.00%,66.19%,32.19%,1.62%
20203,15.13%,56.27%,41.13%,2.60%
20205,20.44%,59.45%,39.01%,1.54%
20207,26.70%,62.58%,35.88%,1.54%
20209,25.41%,36.53%,61.94%,1.53%
21001,13.66%,55.79%,42.13%,2.08%
21003,16.52%,55.81%,39.29%,4.90%
21005,36.35%,30.32%,66.68%,3.00%
21007,69.51%,14.04%,83.55%,2.41%
21009,24.04%,35.33%,59.37%,5.30%
21011,27.94%,35.26%,63.19%,1.55%
21013,13.52%,42.37%,55.89%,1.74%
21015,32.70%,32.20%,64.90%,2.90%
21017,35.94%,29.64%,65.57%,4.79%
21019,14.39%,41.98%,56.38%,1.64%
21021,26.50%,34.89%,61.39%,3.72%
21023,19.71%,39.13%,58.84%,2.03%
21025,54.68%,22.38%,77.06%,0.56%
21027,4.16%,46.38%,50.54%,3.08%
21029,41.72%,27.86%,69.58%,2.56%
21031,37.37%,67.10%,29.73%,3.17%
21033,14.13%,39.33%,53.46%,7.21%
21035,73.19%,11.82%,85.01%,3.17%
21037,4.52%,46.29%,50.81%,2.90%
21039,72.97%,12.57%,85.54%,1.89%
21041,58.01%,18.66%,76.67%,4.67%
21043,5.91%,52.61%,46.70%,0.69%
21045,38.10%,68.32%,30.22%,1.46%
21047,22.99%,31.85%,54.83%,13.32%
21049,35.57%,30.06%,65.63%,4.31%
21051,35.30%,66.26%,30.96%,2.78%
21053,51.29%,74.22%,22.93%,2.85%
21055,12.29%,55.09%,42.80%,2.11%
21057,41.05%,69.31%,28.27%,2.42%
21059,27.40%,35.06%,62.46%,2.48%
21061,30.93%,64.39%,33.46%,2.15%
21063,66.89%,16.28%,83.17%,0.55%
21065,2.90%,50.18%,47.28%,2.54%
21067,8.58%,41.91%,50.49%,7.60%
21069,12.95%,42.66%,55.62%,1.72%
21071,47.14%,25.88%,73.03%,1.09%
21073,52.39%,21.79%,74.19%,4.02%
21075,62.54%,13.75%,76.29%,9.96%
21077,59.75%,19.67%,79.41%,0.92%
21079,4.46%,51.12%,46.66%,2.22%
21081,38.73%,30.22%,68.94%,0.84%
21083,69.43%,13.83%,83.26%,2.91%
21085,13.76%,56.14%,42.38%,1.48%
21087,14.29%,55.97%,41.68%,2.35%
21089,13.65%,42.48%,56.13%,1.39%
21091,7.44%,45.54%,52.98%,1.48%
21093,25.62%,34.77%,60.39%,4.84%
21095,34.31%,31.76%,66.08%,2.16%
21097,46.46%,25.05%,71.51%,3.44%
21099,3.74%,46.93%,50.67%,2.40%
21101,45.57%,24.13%,69.70%,6.17%
21103,47.02%,25.44%,72.47%,2.09%
21105,68.33%,12.26%,80.59%,7.15%
21107,35.50%,26.15%,61.64%,12.21%
21109,72.73%,85.99%,13.27%,0.74%
21111,0.76%,47.42%,48.18%,4.40%
21113,21.95%,34.99%,56.94%,8.07%
21115,25.18%,62.26%,37.08%,0.66%
21117,26.53%,35.07%,61.60%,3.33%
21119,72.15%,13.93%,86.07%,0.00%
21121,19.84%,58.98%,39.13%,1.89%
21123,17.95%,39.04%,56.99%,3.97%
21125,30.20%,64.60%,34.40%,1.00%
21127,5.60%,46.50%,52.10%,1.40%
21129,7.47%,52.62%,45.16%,2.22%
21131,49.78%,73.94%,24.15%,1.91%
21133,14.15%,42.65%,56.80%,0.55%
21135,30.07%,64.68%,34.61%,0.71%
21137,5.72%,45.37%,51.09%,3.54%
21139,40.83%,28.81%,69.64%,1.55%
21141,49.86%,22.45%,72.31%,5.24%
21143,41.52%,26.18%,67.70%,6.12%
21145,52.62%,21.57%,74.19%,4.24%
21147,52.56%,75.93%,23.37%,0.70%
21149,29.81%,33.41%,63.22%,3.37%
21151,7.01%,44.63%,51.64%,3.73%
21153,8.97%,45.51%,54.49%,0.00%
21155,43.01%,27.42%,70.43%,2.15%
21157,60.41%,19.25%,79.66%,1.09%
21159,36.05%,67.24%,31.19%,1.57%
21161,17.54%,40.13%,57.67%,2.20%
21163,41.35%,27.99%,69.33%,2.68%
21165,42.82%,27.51%,70.34%,2.15%
21167,24.36%,35.97%,60.34%,3.69%
21169,1.28%,48.68%,49.96%,1.36%
21171,37.82%,68.04%,30.22%,1.74%
21173,40.14%,26.38%,66.51%,7.11%
21175,55.59%,21.94%,77.53%,0.53%
21177,11.62%,42.63%,54.25%,3.12%
21179,34.09%,31.75%,65.84%,2.41%
21181,38.43%,29.27%,67.71%,3.02%
21183,9.35%,53.30%,43.95%,2.75%
21185,22.85%,35.49%,58.34%,6.17%
21187,70.77%,13.98%,84.75%,1.27%
21189,59.11%,79.28%,20.17%,0.55%
21191,17.12%,40.18%,57.30%,2.52%
21193,19.49%,39.37%,58.87%,1.76%
21195,16.83%,40.97%,57.80%,1.23%
21197,14.78%,41.51%,56.29%,2.20%
21199,31.87%,64.93%,33.06%,2.01%
21201,31.92%,33.43%,65.36%,1.21%
21203,42.05%,70.61%,28.56%,0.83%
21205,16.32%,41.21%,57.53%,1.26%
21207,33.41%,66.21%,32.80%,0.99%
21209,42.82%,26.37%,69.19%,4.44%
21211,38.32%,28.14%,66.46%,5.40%
21213,53.44%,20.46%,73.90%,5.64%
21215,43.92%,26.90%,70.81%,2.29%
21217,7.04%,44.79%,51.82%,3.39%
21219,51.98%,20.45%,72.43%,7.12%
21221,48.17%,23.55%,71.72%,4.73%
21223,77.76%,9.72%,87.47%,2.81%
21225,64.18%,16.68%,80.86%,2.46%
21227,24.37%,33.52%,57.89%,8.59%
21229,7.72%,45.44%,53.16%,1.40%
21231,9.83%,54.07%,44.23%,1.70%
21233,48.45%,23.93%,72.38%,3.69%
21235,30.57%,64.03%,33.46%,2.51%
21237,40.40%,29.73%,70.13%,0.14%
21239,25.53%,33.16%,58.69%,8.15%
22001,16.70%,11.74%,35.67%,52.59%
22003,31.56%,7.49%,62.01%,30.50%
22005,9.86%,14.52%,37.75%,47.73%
22007,28.95%,25.57%,19.74%,54.69%
22009,57.16%,4.01%,19.09%,76.90%
22011,8.29%,12.93%,47.60%,39.47%
22013,65.20%,6.42%,14.14%,79.44%
22015,32.07%,8.72%,29.59%,61.69%
22017,24.00%,21.60%,27.06%,51.34%
22019,29.54%,15.60%,56.87%,27.53%
22021,2.35%,8.64%,44.45%,46.91%
22023,39.98%,7.75%,66.07%,26.18%
22025,32.83%,5.16%,30.91%,63.93%
22027,57.57%,9.51%,16.40%,74.09%
22029,51.75%,6.25%,21.00%,72.75%
22031,45.79%,9.72%,22.21%,68.07%
22033,1.84%,21.36%,39.88%,38.76%
22035,30.80%,10.51%,29.26%,60.23%
22037,46.35%,10.29%,21.64%,68.07%
22039,56.57%,3.57%,19.90%,76.53%
22041,0.39%,3.84%,47.80%,48.36%
22043,11.23%,9.61%,39.44%,50.95%
22045,11.14%,47.26%,16.49%,36.25%
22047,27.42%,16.50%,55.33%,28.17%
22049,30.01%,7.38%,31.15%,61.47%
22051,25.78%,16.20%,28.79%,55.01%
22053,16.34%,21.78%,47.16%,31.06%
22055,21.79%,27.21%,23.52%,49.27%
22057,24.79%,21.09%,26.82%,52.09%
22059,38.20%,9.67%,26.03%,64.30%
22061,49.08%,11.03%,19.53%,69.44%
22063,14.12%,7.61%,53.04%,39.35%
22065,61.20%,9.30%,14.42%,76.28%
22067,7.60%,8.60%,41.83%,49.57%
22069,22.33%,14.26%,31.61%,54.13%
22071,6.73%,23.78%,33.85%,42.37%
22073,5.88%,16.01%,39.00%,44.99%
22075,90.37%,3.24%,2.78%,93.98%
22077,49.17%,10.01%,20.31%,69.68%
22079,14.17%,13.07%,36.22%,50.71%
22081,51.42%,5.37%,21.46%,73.17%
22083,19.25%,4.69%,37.87%,57.44%
22085,20.46%,11.37%,34.05%,54.58%
22087,87.32%,4.38%,3.72%,91.90%
22089,12.12%,11.87%,37.93%,50.20%
22091,16.20%,4.95%,39.38%,55.67%
22093,2.79%,21.40%,40.58%,38.02%
22095,5.53%,20.16%,42.50%,37.34%
22097,58.75%,10.70%,15.22%,74.08%
22099,55.81%,17.99%,8.03%,73.98%
22101,23.78%,23.52%,26.21%,50.27%
22103,37.67%,15.67%,23.09%,61.24%
22105,23.42%,17.37%,29.48%,53.15%
22107,47.18%,6.89%,22.87%,70.24%
22109,17.28%,24.18%,29.12%,46.70%
22111,40.13%,9.07%,25.35%,65.58%
22113,22.84%,19.36%,28.85%,51.79%
22115,8.56%,6.46%,42.32%,51.22%
22117,11.20%,4.76%,41.88%,53.36%
22119,18.18%,8.60%,36.53%,54.87%
22121,7.80%,12.08%,47.73%,40.19%
22123,13.06%,6.57%,40.10%,53.33%
22125,47.25%,17.53%,17.35%,65.12%
22127,24.16%,11.37%,32.08%,56.55%
23001,20.44%,39.24%,59.68%,1.08%
23003,13.60%,56.51%,42.91%,0.58%
23005,22.79%,60.71%,37.91%,1.38%
23007,27.13%,63.19%,36.06%,0.75%
23009,56.46%,77.72%,21.27%,1.01%
23011,10.93%,55.12%,44.19%,0.69%
23013,46.65%,72.67%,26.02%,1.31%
23015,61.89%,80.47%,18.58%,0.95%
23017,17.69%,58.24%,40.55%,1.21%
23019,20.73%,59.92%,39.19%,0.89%
23021,19.24%,59.34%,40.11%,0.55%
23023,18.66%,58.77%,40.11%,1.12%
23025,21.76%,60.48%,38.72%,0.80%
23027,49.27%,74.21%,24.94%,0.85%
23029,18.20%,58.64%,40.44%,0.92%
23031,7.06%,46.00%,53.06%,0.94%
24001,0.08%,49.00%,49.08%,1.92%
24003,11.15%,54.12%,42.98%,2.90%
24005,13.37%,56.18%,42.80%,1.02%
24009,1.79%,50.43%,48.65%,0.92%
24011,6.07%,52.73%,46.66%,0.61%
24013,30.63%,64.89%,34.27%,0.84%
24015,5.55%,46.94%,52.49%,0.57%
24017,17.85%,58.49%,40.64%,0.87%
24019,9.05%,44.92%,53.97%,1.11%
24021,16.24%,57.77%,41.53%,0.70%
24023,29.60%,64.34%,34.73%,0.93%
24025,5.74%,52.49%,46.76%,0.75%
24027,6.44%,51.64%,45.21%,3.15%
24029,0.69%,49.31%,50.00%,0.69%
24031,23.01%,60.34%,37.33%,2.33%
24033,0.52%,49.02%,49.54%,1.44%
24035,13.12%,42.98%,56.09%,0.93%
24037,1.00%,48.78%,49.78%,1.44%
24039,0.27%,49.67%,49.40%,0.93%
24041,20.75%,59.95%,39.20%,0.85%
24043,5.74%,52.53%,46.79%,0.68%
24045,3.36%,48.14%,51.49%,0.37%
24047,7.85%,53.53%,45.68%,0.79%
24510,9.35%,43.67%,53.02%,3.31%
25001,51.40%,75.08%,23.68%,1.24%
25003,5.38%,46.37%,51.75%,1.88%
25005,25.22%,36.64%,61.86%,1.50%
25007,40.70%,69.69%,28.99%,1.32%
25009,9.39%,44.20%,53.58%,2.22%
25011,23.34%,61.21%,37.87%,0.92%
25013,14.52%,41.89%,56.41%,1.70%
25015,1.90%,48.37%,50.27%,1.36%
25017,4.11%,46.98%,51.09%,1.93%
25019,41.89%,70.25%,28.36%,1.39%
25021,15.82%,56.74%,40.92%,2.34%
25023,16.63%,57.46%,40.83%,1.71%
25025,41.54%,27.44%,68.98%,3.58%
25027,11.06%,43.62%,54.68%,1.70%
26001,33.07%,65.73%,32.66%,1.61%
26003,7.71%,42.73%,50.44%,6.83%
26005,37.90%,67.68%,29.78%,2.54%
26007,21.95%,60.30%,38.35%,1.35%
26009,37.91%,67.24%,29.33%,3.43%
