id,1968
36075,8a0d65
36077,980c59
36079,8b1958
36081,660e90
36083,800c70
36085,8c1759
36087,7d0f71
36089,8d0769
36091,8e0c62
36093,770b7b
36095,91105b
36097,9c134d
36099,8a0c66
36101,9f0e50
36103,941553
36105,7a0f72
36107,9d1050
36109,870c68
36111,921158
36113,a20a51
36115,9d0b54
36117,a00b52
36119,800e6e
36121,9c0e52
36123,ac0d43
37001,5d633e
37003,844237
37005,743e4b
37007,2e715e
37009,87185e
37011,b42623
37013,3a7d47
37015,1d6f72
37017,357653
37019,466256
37021,703f4e
37023,7c4240
37025,854137
37027,83403b
37029,178d5a
37031,664454
37033,2b785a
37035,8f3836
37037,5c4d54
37039,872056
37041,377552
37043,8c1d55
37045,526c3f
37047,427349
37049,37784e
37051,515458
37053,239149
37055,665345
37057,765236
37059,7d5130
37061,387e49
37063,4b5062
37065,39685d
37067,773b4c
37069,23904a
37071,6f533c
37073,257069
37075,851e5a
37077,36794e
37079,20904d
37081,753b4d
37083,347752
37085,546940
37087,643e5c
37089,923c2f
37091,2b557e
37093,2d567a
37095,336a61
37097,6e5e32
37099,7a2360
37101,547237
37103,1b865c
37105,4a6b48
37107,3e823e
37109,753c4c
37111,754a3e
37113,802d50
37115,7d2958
37117,267761
37119,852f49
37121,b91d28
37123,654a4f
37125,6f444b
37127,3d7b46
37129,5e5749
37131,1b6083
37133,477344
37135,543574
37137,366a5e
37139,307856
37141,2d7a57
37143,278255
37145,3d754c
37147,406756
37149,754445
37151,854435
37153,3a6e56
37155,3c556d
37157,556247
37159,77483f
37161,754345
37163,69484c
37165,49555f
37167,83413a
37169,735239
37171,823744
37173,742a60
37175,774641
37177,395273
37179,625843
37181,327556
37183,6d414f
37185,256c6c
37187,366365
37189,8e1d52
37191,497045
37193,99273d
37195,407c41
37197,9a3e25
37199,732368
38001,92105b
38003,8f0d62
38005,770b7c
38007,9d1b45
38009,990d58
38011,8f1856
38013,900f5e
38015,a30c4e
38017,8e0a65
38019,81116c
38021,9e0c53
38023,800c71
38025,8f145b
38027,820972
38029,a5193e
38031,850e6a
38033,9c184a
38035,841268
38037,b71136
38039,7f0c73
38041,a31249
38043,9d1947
38045,930d5d
38047,b3113a
38049,8a1163
38051,d20c1f
38053,980f57
38055,8c0a67
38057,b00e3f
38059,8c0f63
38061,71107d
38063,7b0c77
38065,a11646
38067,8e125d
38069,911359
38071,8b0b68
38073,920b60
38075,770b7b
38077,8a0e65
38079,5e0d92
38081,7c0d75
38083,bf0b33
38085,730d7d
38087,8d1758
38089,951158
38091,770b7c
38093,8f0d62
38095,7f0e71
38097,920d5e
38099,7f106e
38101,870d69
38103,981055
38105,830f6b
39001,832258
39003,991c49
39005,9f154a
39007,761374
39009,791272
39011,911756
39013,51119c
39015,703756
39017,7c3151
39019,851f59
39021,892055
39023,6f1f70
39025,7a3d46
39027,902a44
39029,751672
39031,88175e
39033,901c51
39035,5a1b89
39037,89195c
39039,861067
39041,932942
39043,7b176c
39045,842455
39047,843049
39049,842159
39051,a31545
39053,941d4c
39055,832357
39057,732763
39059,7e1c63
39061,80205e
39063,9b1b47
39065,892352
39067,741277
39069,a1124b
39071,842c4d
39073,751d6c
39075,951554
39077,88195d
39079,88195d
39081,551890
39083,8c1a58
39085,6e236c
39087,771e71
39089,7c225f
39091,8f1c53
39093,651a7e
39095,631882
39097,912844
39099,58198d
39101,871d5a
39103,852257
39105,8f1758
39107,71137a
39109,811964
39111,6b167c
39113,682076
39115,921556
39117,8d2b45
39119,7a1b69
39121,871e61
39123,781b6a
39125,871e61
39127,721972
39129,872f47
39131,662c6c
39133,692372
39135,862a4e
39137,971d4a
39139,881e59
39141,812e4e
39143,871463
39145,78196d
39147,851663
39149,79196c
39151,7a1d66
39153,641f7a
39155,651c7c
39157,6e157a
39159,9f223c
39161,931952
39163,851860
39165,7c4042
39167,941356
39169,941257
39171,981254
39173,89195c
39175,931951
40001,872e50
40003,b11439
40005,456356
40007,af1c33
40009,6d3957
40011,992440
40013,544663
40015,6f2b63
40017,7d354c
40019,5b3c67
40021,78384d
40023,42526a
40025,894035
40027,7b2e55
40029,4b466c
40031,654058
40033,534a61
40035,713458
40037,6e3e52
40039,8f1c52
40041,783551
40043,883045
40045,9f2a35
40047,9e213f
40049,5d425f
40051,61306d
40053,9d1c44
40055,593c68
40057,4c2f82
40059,a02638
40061,5e3f61
40063,553474
40065,4d3d74
40067,3f3985
40069,524c5f
40071,962147
40073,a42138
40075,6e2b65
40077,534467
40079,534d5d
40081,783d48
40083,7b344e
40085,485264
40087,5e4b54
40089,525557
40091,554662
40093,b91a2b
40095,5b4a59
40097,71404c
40099,573d6a
40101,613369
40103,961f48
40105,773d4a
40107,603865
40109,7e2e52
40111,583372
40113,763354
40115,71206d
40117,823447
40119,892352
40121,494470
40123,613864
40125,643861
40127,535753
40129,733f4b
40131,714c41
40133,613865
40135,5e4858
40137,623f5d
40139,a22933
40141,5b475c
40143,91323a
40145,6a4b48
40147,9f2639
40149,7e2956
40151,a21843
40153,a31c3e
41001,861364
41003,9c0a57
41005,810e6f
41007,740d7c
41009,61108b
41011,641584
41013,7a1271
41015,7d1768
41017,7f106e
41019,832159
41021,8c0e63
41023,931554
41025,90115c
41027,7c0f72
41029,8f115d
41031,8c0f61
41033,921f4b
41035,8f1a54
41037,9c174a
41039,7d126d
41041,770f77
41043,841169
41045,a61b3d
41047,8b0c66
41049,8a0d67
41051,6f0b82
41053,8d0b64
41055,970d59
41057,720d7e
41059,8b0e63
41061,7c1170
41063,8e125d
41065,750f78
41067,910a61
41069,940961
41071,8d0e61
42001,981550
42003,5e1c82
42005,761274
42007,57188d
42009,a11448
42011,761274
42013,971353
42015,a1104d
42017,7c1b66
42019,79176d
42021,6b0e84
42023,960d5b
42025,750b7d
42027,8d0c63
42029,911754
42031,8e115e
42033,7e136c
42035,7b0b76
42037,8b145d
42039,871066
42041,9c1749
42043,96174f
42045,801766
42047,70117d
42049,6e0c83
42051,511993
42053,971056
42055,8a2152
42057,8d254b
42059,5a1391
42061,9d124e
42063,82126a
42065,8d115f
42067,951256
42069,620793
42071,a41346
42073,6c157c
42075,a31347
42077,7e0a75
42079,650c8c
42081,8b1062
42083,980a5b
42085,780f76
42087,8d0e62
42089,871263
42091,8a0f64
42093,8c125f
42095,680a8a
42097,880e69
42099,9c1c45
42101,4c139d
42103,a31347
42105,a1124a
42107,7b0e74
42109,b61235
42111,900f5e
42113,90115b
42115,9e104f
42117,ab1340
42119,b1103c
42121,8f0e60
42123,8d0a65
42125,541b8f
42127,a91044
42129,59188c
42131,a3104a
42133,8d165b
44001,600697
44003,5e0a95
44005,600994
44007,470aac
44009,6e0c83
45001,348b3e
45003,72523a
45005,4b3e74
45007,3e8739
45009,465662
45011,4f6549
45013,5c2e73
45015,49585d
45017,495064
45019,6e3c53
45021,458930
45023,555256
45025,406d50
45027,474374
45029,585353
45031,5a5f45
45033,5b5152
45035,4f535b
45037,6d414f
45039,453980
45041,5c4f53
45043,534368
45045,864037
45047,556841
45049,514666
45051,447544
45053,335872
45055,625f3d
45057,60603e
45059,655a3f
45061,386264
45063,7b5a29
45065,355771
45067,5d3769
45069,4f545a
45071,6b583a
45073,478136
45075,3d556b
45077,835426
45079,81225a
45081,4d713f
45083,625e3e
45085,554a5f
45087,4d763a
45089,473e80
45091,5f5946
46003,770e81
46005,6c078a
46007,89165e
46009,8c0b67
46011,930665
46013,750980
46015,700d81
46017,780c79
46019,a10f4e
46021,ca0c28
46023,720b81
46025,85096f
46027,820774
46029,76087f
46031,8c0a68
46033,8d1759
46035,7f0876
46037,6f0985
46039,870e70
46041,861166
46043,b40842
46045,850f6a
46047,97174f
46049,7e1967
46051,840c6e
46053,8a1361
46055,9b164d
46057,8f0b64
46059,8b1360
46061,7f0a75
46063,a0124b
46065,9c1051
46067,b00846
46069,891560
46071,901d50
46073,8d0769
46075,8e165a
46077,940960
46079,88086d
46081,990c58
46083,980a5b
46085,931259
46087,830c6e
46089,cc0c25
46091,770b7b
46093,8f145b
46095,8e125e
46097,6f0985
46099,87076f
46101,7c0b77
46103,871066
46105,990b59
46107,93115a
46109,6c1081
46111,7e0976
46113,4b08aa
46115,6b098a
46117,831664
46119,991550
46121,620d8e
46123,94105a
46125,ac0a47
46127,7e0c73
46129,990c58
46135,8f0d62
46137,861068
47001,773254
47003,387c49
47005,4e7838
47007,763a4d
47009,91323b
47011,7f4c32
47013,852d4b
47015,417a43
47017,6a5d36
47019,a43425
47021,2ba132
47023,537832
47025,982640
47027,6b3b58
47029,b9261f
47031,4c6d45
47033,34a227
47035,843e3c
47037,525953
47039,5d663a
47041,646337
47043,30824c
47045,438b30
47047,227666
47049,933a30
47051,2f8945
47053,447842
47055,2b884b
47057,ab242e
47059,943337
47061,2c755d
47063,933437
47065,586046
47067,b91d27
47069,33804b
47071,745c2e
47073,9a2c37
47075,347d4d
47077,844d2d
47079,3c655c
47081,2c8f42
47083,208459
47085,327a51
47087,3f5569
47089,ab252e
47091,c9181d
47093,853345
47095,2b854e
47097,28864f
47099,696035
47101,2d646d
47103,299441
47105,8b4033
47107,86383f
47109,696530
47111,944624
47113,4a7142
47115,4e6e42
47117,328d3f
47119,358e3b
47121,6f434b
47123,882353
47125,396361
47127,28993d
47129,794540
47131,427f3d
47133,4f4a64
47135,41625b
47137,972245
47139,722f5c
47141,5b4c57
47143,675f37
47145,744b3e
47147,397c49
47149,3f754a
47151,942d3d
47153,4c733e
47155,be241b
47157,505459
47159,3f6b54
47161,2c6a68
47163,813f3e
47165,457543
47167,2a953e
47169,28676e
47171,a62a2d
47173,aa272d
47175,4a7340
47177,3d7e43
47179,903737
47181,954a1f
47183,4d7b36
47185,4c5d54
47187,497f36
47189,3d7f41
48001,4c565c
48003,625c40
48005,4a6152
48007,652772
48009,442c8d
48011,753751
48013,5a267e
48015,733f4c
48017,753851
48019,773b4b
48021,483085
48023,4d347d
48025,5b1b88
48027,442a8f
48029,641683
48031,6b276c
48033,4d4a67
48035,592f76
48037,4d5d54
48039,5a4360
48041,6f2767
48043,602974
48045,5a3074
48047,3410ba
48049,582f76
48051,453683
48053,5d2978
48055,45298f
48057,4f327c
48059,4b3c76
48061,651187
48063,305e6f
48065,733655
48067,426457
48069,5c376a
48071,4b5d56
48073,446456
48075,603965
48077,4b357e
48079,554663
48081,552d7b
48083,5d4759
48085,653c5c
48087,5d3e62
48089,6b365c
48091,8a1b58
48093,582b7a
48095,5e2d73
48097,7a2d57
48099,493382
48101,353594
48103,496a4a
48105,5f346b
48107,4d248d
48109,622f6c
48111,7d364a
48113,812656
48115,763255
48117,852553
48119,32408c
48121,6f2a64
48123,7d265a
48125,473186
48127,591b89
48129,7f2955
48131,151e05
48133,622873
48135,6d5a37
48137,a3203b
48139,503b72
48141,71137a
48143,5c277a
48145,3c3d85
48147,383b8b
48149,694450
48151,3b1ca6
48153,673b5c
48155,382b9a
48157,653663
48159,3d4080
48161,3b4280
48163,53208b
48165,654a4e
48167,4e327e
48169,5e3a65
48171,b61a2d
48173,60623c
48175,741971
48177,553970
48179,8d3938
48181,583373
48183,66593f
48185,4d466a
48187,792262
48189,743951
48191,563176
48193,712864
48195,9e322d
48197,573572
48199,397253
48201,6d2e62
48203,43615a
48205,833a41
48207,383095
48209,521a92
48211,89274e
48213,4a5064
48215,63118a
48217,42407c
48219,5d3c64
48221,453088
48223,494b6a
48225,385471
48227,5c435e
48229,662f68
48231,5b445e
48233,78493c
48235,6d2f61
48237,5e326e
48239,554465
48241,416756
48243,62217a
48245,554762
48247,2408d1
48249,47179f
48251,59376d
48253,552f79
48255,4f2886
48257,4c4a68
48259,a12537
48261,69098b
48263,394b79
48265,8d2948
48267,773156
48269,32507c
48271,541c8d
48273,561593
48275,452692
48277,4f436c
48279,683a5b
48281,542980
48283,4c1a98
48285,514567
48287,5b356d
48289,36487f
48291,485a5c
48293,423e7d
48295,b21e2e
48297,663464
48299,612973
48301,487d38
48303,822e4e
48305,583075
48307,5a2281
48309,572d7a
48311,643a5f
48313,41526b
48315,385570
48317,456d4b
48319,841c5e
48321,5d356c
48323,4e109f
48325,632378
48327,801e5f
48329,8c3e34
48331,403c82
48333,622d6e
48335,4c2a87
48337,552c7d
48339,535d4d
48341,794045
48343,42526a
48345,5f435b
48347,535259
48349,453781
48351,276c6a
48353,543277
48355,501b93
48357,b32823
48359,674a4c
48361,466a4d
48363,5a2b79
48365,447149
48367,543575
48369,7e3c44
48371,603965
48373,385f66
48375,7d334d
48377,4d159c
48379,484076
48381,9c2a37
48383,684254
48385,693164
48387,414d70
48389,5f3569
48391,562583
48393,9a382c
48395,333298
48397,4f4b64
48399,712c60
48401,4b6052
48403,2f606f
48405,347554
48407,2a4c88
48409,4c268c
48411,3f3787
48413,6a2f65
48415,5b386a
48417,5e2e71
48419,29785c
48421,844436
48423,64504a
48425,58396c
48427,4100ba
48429,6b2b67
48431,732466
48433,303c91
48435,732962
48437,542c7e
48439,6d276a
48441,792a5a
48443,6a3f55
48445,70315d
48447,4c1e94
48449,455366
48451,7e2858
48453,6a1a7a
48455,3a5b69
48457,4b6251
48459,386a5b
48461,6a494a
48463,78295d
48465,55198f
48467,494e68
48469,6d2868
48471,553f69
48473,473b7c
48475,5c524f
48477,931e4c
48479,2d06cb
48481,60306e
48483,753850
48485,5b2e75
48487,5d3f61
48489,572087
48491,492a8b
48493,50208d
48495,635842
48497,563078
48499,535259
48501,744a3f
48503,582f76
48505,340abf
48507,4f1896
49001,811468
49003,a71343
49005,af0f3f
49007,5c0999
49009,852454
49011,9a144f
49013,9b154d
49015,81116c
49017,b11735
49019,9b174c
49021,a91a3a
49023,890d67
49025,b62721
49027,a80f46
49029,981352
49031,a41742
49033,b30d3e
49035,890c68
49037,981c4a
49039,9e0e51
49041,ab143e
49043,9f0a55
49045,691283
49047,a7183f
49049,961255
49051,9b085a
49053,a42831
49055,a0104d
49057,861265
50001,9b085a
50003,85086e
50005,960760
50007,730781
50009,7f0777
50011,710883
50013,7b0b77
50015,ad0848
50017,a8084c
50019,910962
50021,820872
50023,86076f
50025,8a076b
50027,8f0666
51001,596044
51003,883244
51005,6e4d42
51007,565353
51009,655d3a
51011,6e5f2f
51013,751c6c
51015,933a2f
51017,754742
51019,5b6b33
51021,80314c
51023,803e3f
51025,38675e
51027,601b81
51029,515e4e
51031,725827
51033,423e7c
51035,a31f3b
51036,2916bd
51037,3e813e
51041,8e4a25
51043,6c474a
51045,753354
51047,794243
51049,583f66
51051,751573
51053,466c4b
51057,5d3769
51059,7c2061
51061,6f3c52
51063,a42633
51065,6c4e43
51067,5d623e
51069,7e4937
51071,6e3753
51073,5e5946
51075,593d66
51077,892a4a
51079,8c4729
51081,2a656e
51083,49763d
51085,7f4e30
51087,9f3728
51089,427145
51091,932743
51093,3b6959
51095,5a435f
51097,454b6c
51099,604954
51101,6d4050
51103,723d4f
51105,78166f
51107,753653
51109,614952
51111,4b674a
51113,7c4f31
51115,78463f
51117,496c47
51119,655147
51121,9c253b
51125,545653
51127,465166
51131,5a485a
51133,69464e
51135,555850
51137,78493d
51139,89254f
51141,695f35
51143,417745
51145,455860
51147,654255
51149,536644
51153,6c464b
51155,88294d
51157,6f4549
51159,7c453c
51161,96392f
51163,903835
51165,a9272d
51167,6e2766
51169,882550
51171,a02d30
51173,8a2f44
51175,426457
51177,565255
51179,655642
51181,384c79
51183,4a4c67
51185,632d6a
51187,6e4748
51191,823c3f
51193,654454
51195,652178
51197,853240
51199,5e5d42
51510,6a2173
51515,70483c
51520,703559
51530,7d463b
51540,7d2856
51550,407246
51570,7c631e
51580,6e3c54
51590,665143
51595,5e534c
51600,7c285a
51610,741d6c
51620,6b3959
51630,6b2c66
51640,8a2152
51650,525358
51660,a71a3c
51670,6f4f3b
51678,8f1559
51680,8a323c
51683,0
51685,0
51690,5b415f
51700,574a5b
51710,56386e
51720,632b6f
51730,4f317d
51735,0
51740,40526b
51750,8d1f52
51760,641c7d
51770,822c4e
51775,933833
51790,9c253d
51800,604e4f
51810,6e4a44
51820,9c1d44
51830,771966
51840,8e2847
53001,9e124e
53003,6c147e
53005,821a61
53007,861364
53009,6a167d
53011,6c0e84
53013,901459
53015,6b0e84
53017,7b1969
53019,6f216d
53021,70226b
53023,871760
53025,7c1b66
53027,561097
53029,811567
53031,67177f
53033,751077
53035,5c138e
53037,7b1072
53039,741178
53041,771373
53043,971156
53045,641286
53047,731b70
53049,600e92
53051,68177e
53053,601588
53055,970e60
53057,741276
53059,671482
53061,691480
53063,791371
53065,772166
53067,721476
53069,611388
53071,970f58
53073,781372
53075,900d60
53077,881461
54001,780d78
54003,7f2856
54005,49169e
54007,660e91
54009,511c91
54011,721b70
54013,711676
54015,641782
54017,a60d4b
54019,3d16aa
54021,6f117e
54023,bc1032
54025,682076
54027,702766
54029,532189
54031,701f6f
54033,64108a
54035,89195c
54037,642773
54039,6a1d77
54041,831467
54043,6c1181
54045,3b17ab
54047,361bac
54049,581096
54051,6c147e
54053,7c156d
54055,61207c
54057,73206b
54059,4914a0
54061,62108b
54063,7e1768
54065,991f45
54067,641684
54069,6e127e
54071,761473
54073,780f77
54075,751970
54077,8c0d64
54079,731d6e
54081,4b1999
54083,681481
54085,a90f45
54087,8e0f61
54089,582086
54091,771275
54093,6a177c
54095,a2114a
54097,9f0e50
54099,5d2080
54101,4d11a0
54103,751673
54105,851167
54107,831763
54109,561692
55001,721f6d
55003,5b0e93
55005,8d1061
55007,680e89
55009,881362
55011,8a1361
55013,741772
55015,90135a
55017,781372
55019,821c5e
55021,861068
55023,891163
55025,610992
55027,931258
55029,a10f4e
55031,4b0ca6
55033,83116a
55035,760b7c
55037,7b176b
55039,8d0f61
55041,662177
55043,9f0f4f
55045,9b0f53
55047,a2104c
55049,891163
55051,571493
55053,861661
55055,8c1061
55057,88195c
55059,671581
55061,911655
55063,8e125e
55065,8c1062
55067,7e1868
55069,821269
55071,700e7f
55073,711478
55075,7b156e
55077,9b1250
55078,3d0ab6
55079,651682
55081,931655
55083,891b5a
55085,7b166c
55087,971155
55089,941258
55091,7f136b
55093,7c0b77
55095,7c0e73
55097,5c0d95
55099,78186d
55101,721e6e
55103,981154
55105,811269
55107,721f6d
55109,760d7a
55111,881065
55113,851762
55115,a21645
55117,720a81
55119,70236b
55121,811369
55123,8c1958
55125,941a4f
55127,9d124e
55129,791371
55131,8c175b
55133,8c145e
55135,ab1340
55137,a61641
55139,891064
55141,7b1172
56001,7c1072
56003,a31446
56005,aa1c37
56007,72117a
56009,b11834
56011,b6192e
56013,921853
56015,931952
56017,971353
56019,bc172b
56021,771473
56023,911459
56025,911c50
56027,c2112a
56029,a71542
56031,8a1b58
56033,9c1250
56035,ae222e
56037,5d158b
56039,b01539
56041,850f6a
56043,a30f4b
56045,a01c41
60010,0
60020,0
60030,0
60040,0
60050,0
66010,0
69085,0
69100,0
69110,0
69120,0
72001,0
72003,0
72005,0
72007,0
72009,0
72011,0
72013,0
72015,0
72017,0
72019,0
72021,0
72023,0
72025,0
72027,0
72029,0
72031,0
72033,0
72035,0
72037,0
72039,0
72041,0
72043,0
72045,0
72047,0
72049,0
72051,0
72053,0
72054,0
72055,0
72057,0
72059,0
72061,0
72063,0
72065,0
72067,0
72069,0
72071,0
72073,0
72075,0
72077,0
72079,0
72081,0
72083,0
72085,0
72087,0
72089,0
72091,0
72093,0
72095,0
72097,0
72099,0
72101,0
72103,0
72105,0
72107,0
72109,0
72111,0
72113,0
72115,0
72117,0
72119,0
72121,0
72123,0
72125,0
72127,0
72129,0
72131,0
72133,0
72135,0
72137,0
72139,0
72141,0
72143,0
72145,0
72147,0
72149,0
72151,0
72153,0
74300,0
78010,0
78020,0
78030,0
