id,1968
20089,a81341
20091,9f134b
20093,931356
20095,99154f
20097,b40e3a
20099,821d5e
20101,9a174c
20103,7b2260
20105,ad153a
20107,a01d3f
20109,a2203b
20111,921259
20113,a50e4a
20115,b30c3e
20117,961c4c
20119,a8153f
20121,7c235e
20123,a0124b
20125,8e244c
20127,99184d
20129,822c50
20131,891c58
20133,861a5d
20135,941554
20137,b40d3b
20139,8f234b
20141,a6183f
20143,9f1747
20145,8a1460
20147,ae1739
20149,a21844
20151,931852
20153,a81140
20155,80126b
20157,a80e46
20159,8f115d
20161,9e0e51
20163,a01548
20165,921556
20167,aa0f43
20169,8d115f
20171,a8173d
20173,841a5f
20175,9e1c42
20177,841d5c
20179,941553
20181,921d4d
20183,ac123f
20185,8e135c
20187,971550
20189,942643
20191,8a1b58
20193,981253
20195,951b4c
20197,a32139
20199,9c253c
20201,ae123d
20203,991a4a
20205,a11e3d
20207,9f1846
20209,552a7e
21001,97273f
21003,9d3031
21005,712e5e
21007,295878
21009,6d3759
21011,61326a
21013,791d66
21015,723f4c
21017,562f77
21019,73206a
21021,663364
21023,683363
21025,4a13a1
21027,782e59
21029,4f5856
21031,a9282c
21033,6b4748
21035,4e3f71
21037,7b2a58
21039,325477
21041,46298e
21043,7e245b
21045,b41f2a
21047,4c5b56
21049,654059
21051,bf0d31
21053,bf142a
21055,8c353c
21057,ac1d34
21059,663264
21061,a62531
21063,3c20a1
21065,88294d
21067,7e2a55
21069,872056
21071,4516a2
21073,4e337b
21075,486550
21077,4a377c
21079,8f2b40
21081,644454
21083,434f6a
21085,9b1c45
21087,952b3d
21089,6f206f
21091,712d5e
21093,6a3859
21095,59287c
21097,562c7c
21099,822e4d
21101,533278
21103,512d7f
21105,3b6d53
21107,514e5e
21109,d61315
21111,6d2867
21113,734742
21115,9d0d53
21117,6f315e
21119,3916ae
21121,931f4b
21123,793251
21125,ac2230
21127,741c6d
21129,941f4a
21131,b51039
21133,6b1e74
21135,a51c3c
21137,783451
21139,534962
21141,633762
21143,4c515e
21145,454473
21147,ac1e31
21149,5b475b
21151,723653
21153,790e79
21155,542c7e
21157,4e466a
21159,ae0c44
21161,672b6b
21163,543574
21165,622f6b
21167,6d3758
21169,832753
21171,c11b20
21173,77374f
21175,56198f
21177,643960
21179,57287e
21181,593370
21183,8a3142
21185,693b59
21187,433882
21189,c01529
21191,743653
21193,6a1a79
21195,641584
21197,6c3a57
21199,a32337
21201,682e68
21203,aa2330
21205,731e6c
21207,a32633
21209,593f64
21211,60316c
21213,545158
21215,6a4152
21217,81423a
21219,516d3d
21221,4d535d
21223,423487
21225,3c4f73
21227,743f4b
21229,761d6a
21231,9b184a
21233,4b456d
21235,982c39
21237,572086
21239,6c325d
22001,2f913d
22003,239447
22005,20914d
22007,327755
22009,338d3e
22011,388e39
22013,268f49
22015,3c952c
22017,506b42
22019,367453
22021,219a42
22023,27a234
22025,2da22e
22027,2f8d41
22029,219a43
22031,1c7c65
22033,467246
22035,236774
22037,1c8a57
22039,22a23a
22041,25c018
22043,33a02b
22045,496c49
22047,246f6a
22049,2a983b
22051,527438
22053,398045
22055,596243
22057,398342
22059,36a91e
22061,4b7939
22063,13ce1d
22065,1d6a77
22067,329933
22069,327655
22071,445367
22073,517934
22075,1cbf22
22077,1c776a
22079,49753f
22081,19a73d
22083,28ae28
22085,2aa92b
22087,2eae21
22089,2e7a55
22091,108866
22093,1e6b74
22095,206f6f
22097,237f5b
22099,2a7d57
22101,466751
22103,3b8c36
22105,239f3c
22107,307c51
22109,47783f
22111,2aa232
22113,36883f
22115,2ea42c
22117,1bb231
22119,2d9d34
22121,207c61
22123,20c816
22125,1c667c
22127,2aa231
23001,4600b5
23003,790083
23005,690092
23007,7a007f
23009,a00059
23011,6a0090
23013,8c006d
23015,9b065d
23017,6a008f
23019,710089
23021,750583
23023,6a058f
23025,6f058a
23027,8f0668
23029,750085
23031,630097
24001,6c2869
24003,783353
24005,7e225e
24009,5b445f
24011,7f3945
24013,9a283c
24015,733a51
24017,624359
24019,695144
24021,842a50
24023,971e50
24025,832952
24027,89264f
24029,762e5a
24031,70137a
24033,692f66
24035,773551
24037,5d465b
24039,664453
24041,8c274a
24043,783254
24045,783c4a
24047,793f45
24510,461b9c
25001,920764
25003,5b0a98
25005,4e09a5
25007,7d057a
25009,5a089b
25011,7c0879
25013,4f0e9f
25015,5b0d95
25017,5307a3
25019,8d0769
25021,5b0899
25023,6c0a87
25025,2e0ec0
25027,5407a1
26001,951b4d
26003,660c8b
26005,99184b
26007,81106c
26009,971255
26011,851464
26013,730881
26015,8c1b56
26017,700d80
26019,9b0f53
26021,822556
26023,8e145b
26025,791b69
26027,772660
26029,8c155d
26031,7e1768
26033,841366
26035,901a53
26037,901855
26039,8c145d
26041,670c8a
26043,700c82
26045,911755
26047,960f59
26049,632674
26051,901954
26053,650a8e
26055,9c0e53
26057,9f124c
26059,a11448
26061,77087d
26063,a41643
26065,831268
26067,891460
26069,8d1958
26071,6c0b87
26073,92105b
26075,881b59
26077,89195b
26079,872055
26081,881262
26083,700d80
26085,631487
26087,8b2052
26089,990f55
26091,8e135c
26093,82205b
26095,940c5e
26097,8b1161
26099,4d238c
26101,7b1270
26103,6c0988
26105,89165e
26107,981252
26109,740f7b
26111,9a1350
26113,ac173a
26115,651f79
26117,8e155a
26119,8a1c57
26121,7a196a
26123,98184d
26125,731872
26127,8f204e
26129,8b195a
26131,740c7d
26133,a21942
26135,9b154d
26137,7d116f
26139,ac1140
26141,7c126f
26143,8e1758
26145,7d166a
26147,7d1f61
26149,96194e
26151,a61e39
26153,730f7b
26155,811a61
26157,9c1948
26159,841f5a
26161,77186c
26163,421aa1
26165,8f115d
27001,650c8b
27003,530f9b
27005,760e81
27007,680f86
27009,6e107f
27011,6a0b88
27013,7c0878
27015,910e5e
27017,4009b5
27019,8f0b63
27021,7c0f72
27023,710884
27025,651088
27027,79097a
27029,5b0f92
27031,7d0e72
27033,8b0a69
27035,730b7f
27037,620a91
27039,88086c
27041,800c71
27043,8b096a
27045,960a5e
27047,700885
27049,840773
27051,780b7b
27053,6a0989
27055,931159
27057,8c0f62
27059,61128a
27061,4d0ca5
27063,6c0d84
27065,6e0e81
27067,600c91
27069,680d89
27071,4b0aa8
27073,740980
27075,3a0bb8
27077,630b8f
27079,6f0787
27081,6d0b85
27083,6e0788
27085,8b0c66
27087,571393
27089,651187
27091,970c5a
27093,760c7b
27095,6e0e81
27097,660d8a
27099,650990
27101,7d0d73
27103,800875
27105,700c82
27107,640a8f
27109,8a086b
27111,99095b
27113,68098b
27115,5c1090
27117,900b63
27119,660b8c
27121,760c7b
27123,530b9f
27125,4e0ea1
27127,8c0c65
27129,7c0d74
27131,750781
27133,910b62
27135,671086
27137,4108b5
27139,630b8f
27141,690e88
27143,970c5a
27145,750f79
27147,8d0869
27149,800c71
27151,610992
27153,830f6b
27155,690b8a
27157,830b6f
27159,890c68
27161,8f0866
27163,600d90
27165,880b6b
27167,7c0b77
27169,740b7e
27171,660a8e
27173,6e0e81
28001,1b8062
28003,30af1f
28005,139f4c
28007,15ae3a
28009,119b51
28011,276f68
28013,12df0c
28015,0baa49
28017,12c823
28019,10cc21
28021,10539b
28023,0ec729
28025,16a245
28027,2b557d
28029,159652
28031,17c224
28033,21a33a
28035,339c2e
28037,11b339
28039,09e80c
28041,0ad222
28043,199b49
28045,2cab26
28047,399e29
28049,38873e
28051,116785
28053,129755
28055,0a7b79
28057,17d611
28059,24be1b
28061,15b138
28063,0b53a0
28065,119855
28067,2dad23
28069,0cc031
28071,338a41
28073,1ad410
28075,1db928
28077,15b930
28079,12b834
28081,2fac23
28083,217d60
28085,1bbb28
28087,2d9d33
28089,176d79
28091,17b234
28093,177176
28095,1cbe24
28097,1bae34
28099,11d11c
28101,14cd1d
28103,108e62
28105,2d9140
28107,238457
28109,28ba1c
28111,12ca22
28113,249247
28115,1ec718
28117,1dcf12
28119,198e59
28121,17be28
28123,16c028
28125,1a7d66
28127,1fb827
28129,15d711
28131,18c91d
28133,228457
28135,1c9849
28137,219c40
28139,19c81c
28141,1cd210
28143,2d557c
28145,23c317
28147,14a941
28149,2b8251
28151,3a685b
28153,0ccd25
28155,14d712
28157,11618b
28159,15c326
28161,22a735
28163,1e9c44
29001,951355
29003,960f58
29005,821468
29007,751771
29009,911359
29011,8d1858
29013,7e1868
29015,9b1a48
29017,7f205e
29019,761374
29021,761474
29023,773452
29025,931853
29027,752366
29029,9b1c47
29031,881f57
29033,8a185c
29035,742763
29037,732a61
29039,a31743
29041,741872
29043,a41940
29045,881660
29047,712865
29049,741b6e
29051,9a154e
29053,8c125f
29055,8e1b55
29057,a41842
29059,9f1a45
29061,871363
29063,8b1260
29065,811963
29067,ab183b
29069,5a3c68
29071,811963
29073,be0f30
29075,7c0b76
29077,8c1d54
29079,921359
29081,971452
29083,79156f
29085,a9173d
29087,8f1a55
29089,631b7f
29091,912547
29093,6a2074
29095,641f7b
29097,8a1a5a
29099,60326c
29101,841b5f
29103,7d1c65
29105,8e1957
29107,881660
29109,981452
29111,6f1d71
29113,6a2b69
29115,750f79
29117,7c1071
29119,821d5e
29121,77196d
29123,80245a
29125,792163
29127,6a1b79
29129,9a0d56
29131,a51840
29133,444b6e
29135,951b4e
29137,4a1c98
29139,881d59
29141,921953
29143,3e5070
29145,861b5c
29147,7a0f74
29149,562c7b
29151,9d134d
29153,ae1a35
29155,476057
29157,9c124f
29159,751b6e
29161,782b5b
29163,6e1c73
29165,6c2869
29167,98164f
29169,742069
29171,a20d4e
29173,542288
29175,621884
29177,5b267d
29179,582b7b
29181,7b2a59
29183,743159
29185,8a195b
29186,6b187b
29187,791e69
29189,77196d
29195,771175
29197,871165
29199,7f116e
29201,5c3b67
29203,622972
29205,69167f
29207,71325b
29209,ab1939
29211,850c6c
29213,aa153f
29215,7e1e61
29217,731972
29219,9f213d
29221,752266
29223,792460
29225,911459
29227,7b1072
29229,a8173f
29510,4316a5
30001,9b1d46
30003,891065
30005,7c0f73
30007,8a195a
30009,8c1260
30011,9e1b44
30013,6e0e80
30015,881362
30017,940e5c
30019,840b6e
30021,930c5e
30023,410cb0
30025,a10f4d
30027,8d1957
30029,831b5f
30031,9e0f51
30033,a32139
30035,721477
30037,990b59
30039,7e1b65
30041,710b81
30043,721576
30045,871165
30047,8e1c53
30049,900d61
30051,951256
30053,672175
30055,850e6a
30057,8f1d51
30059,a01e40
30061,69177d
30063,7a1469
30065,820f6c
30067,921556
30069,a0134a
30071,83116a
30073,871265
30075,a51b3d
30077,791570
30079,ac0849
30081,871e60
30083,971e60
30085,7f0a74
30087,8f1855
30089,7c1869
30091,740b7e
30093,470ea4
30095,9c144e
30097,b21239
30099,8b0e64
30101,841762
30103,90135a
30105,7e156a
30107,841366
30109,871562
30111,950f57
31001,a10e4f
31003,ad163a
31005,c60d2a
31007,b52325
31009,ca0e25
31011,a31545
31013,ac1042
31015,a42039
31017,b61632
31019,a61146
31021,ae113e
31023,771770
31025,921b50
31027,9c124f
31029,ac1c35
31031,ba1231
31033,a8193d
31035,a90f45
31037,a41643
31039,b91035
31041,b3103a
31043,90115d
31045,b71334
31047,b70e38
31049,bf0f30
31051,a70e48
31053,a2104b
31055,811d5f
31057,b7172f
31059,970d59
31061,a51147
31063,b31734
31065,b2123a
31067,8e1060
31069,c81124
31071,c20f2c
31073,b50e3b
31075,bf0c33
31077,7f146a
31079,9b0f54
31081,b40a40
31083,a31743
31085,b51a2e
31087,aa1c38
31089,a81540
31091,e00717
31093,821368
31095,990e58
31097,9a164d
31099,a3114a
31101,b40f3b
31103,c41228
31105,ae1d32
31107,ad123e
31109,8d0c64
31111,941356
31113,a9193c
31115,c21625
31117,c21b20
31119,b30f3c
31121,a71145
31123,a91f35
31125,9b144f
31127,a11448
31129,970d5a
31131,a81442
31133,991b4a
31135,b31337
31137,bb0f33
31139,bb0f34
31141,9a144f
31143,aa1341
31145,aa143f
31147,98194d
31149,c31724
31151,72117b
31153,852b4d
31155,921754
31157,ab163d
31159,9a0d57
31161,c21427
31163,7a176d
31165,b61632
31167,b51335
31169,a60c4b
31171,c3112a
31173,911656
31175,a4104a
31177,a11943
31179,b80d38
31181,9b1350
31183,a31842
31185,b80c3a
32001,852752
32003,6b2370
32005,a41d3d
32007,8a1c57
32009,634655
32011,90214d
32013,812359
32015,812954
32017,7f205e
32019,89254f
32021,523e6e
32023,673d59
32027,772561
32029,7f1c62
32031,8b1d56
32033,67177f
32510,901e52
33001,9c0859
33003,b9093b
33005,860572
33007,700687
33009,98085c
33011,750b7d
33013,930961
33015,8c0b67
33017,78067f
33019,7e0878
34001,6b1874
34003,8a0e64
34005,761d6a
34007,681f75
34009,871f57
34011,671e81
34013,641384
34015,712765
34017,5f1882
34019,931951
34021,5c2080
34023,6d1b74
34025,821368
34027,93105a
34029,891b58
34031,75186d
34033,6e236c
34035,891759
34037,9d1848
34039,741573
34041,7a1370
35001,8c0c65
35003,9e1e41
35005,a21a42
35006,8a1261
35007,710d7e
35009,892b48
35011,931d4d
35013,8a1261
35015,791c67
35017,621a80
35019,830872
35021,930e5c
35023,642a6f
35025,7a324e
35027,a41741
35028,8c0a67
35029,7f205e
35031,740e79
35033,810078
35035,6f2a63
35037,832256
35039,6e0786
35041,942346
35043,69068c
35045,892948
35047,7a057c
35049,7a067d
35051,911953
35053,840a6f
35055,7f007a
35057,871363
35059,8d204e
35061,790f75
36001,600993
36003,a60c4a
36005,510c9f
36007,850d6a
36009,870d68
36011,7e0e72
36013,7c0e73
36015,851266
36017,a20c4e
36019,830a6f
36021,990f55
36023,9a0a57
36025,a60f48
36027,8b1160
36029,5e128c
36031,9b0b56
36033,87086d
36035,8b0b67
36037,880c69
36039,9b144d
36041,b10d3f
36043,8c0d64
36045,8e0767
36047,510ba0
36049,990b59
36051,980a5b
36053,a00c51
36055,7b0979
36057,7e0b73
36059,820c6e
36061,4106b2
36063,701379
36065,810d6d
36067,800c70
36069,900963
36071,8f1459
36073,9a0c57
