id,margin,bush,dukakis,paul,other
20015,17.24%, 57.60%, 40.35%,-, 2.05%
20017,23.73%, 60.63%, 36.90%, 2.19%, 0.27%
20019,30.30%, 64.48%, 34.18%,-, 1.34%
20021,2.52%, 50.95%, 48.43%,-, 0.62%
20023,29.32%, 63.40%, 34.08%,-, 2.52%
20025,35.51%, 66.62%, 31.10%,-, 2.28%
20027,45.35%, 72.10%, 26.75%,-, 1.15%
20029,19.91%, 59.34%, 39.43%,-, 1.23%
20031,34.50%, 66.69%, 32.20%,-, 1.11%
20033,32.32%, 65.72%, 33.39%,-, 0.89%
20035,11.14%, 54.44%, 43.30%,-, 2.25%
20037,5.68%, 46.73%, 52.41%,-, 0.86%
20039,23.18%, 60.10%, 36.92%, 2.14%, 0.84%
20041,27.82%, 63.28%, 35.47%,-, 1.25%
20043,24.19%, 61.53%, 37.34%,-, 1.14%
20045,1.23%, 49.90%, 48.68%,-, 1.42%
20047,10.91%, 53.88%, 42.97%, 2.22%, 0.92%
20049,27.37%, 63.01%, 35.64%,-, 1.35%
20051,0.89%, 48.67%, 49.56%,-, 1.77%
20053,16.40%, 57.03%, 40.63%,-, 2.33%
20055,22.05%, 60.14%, 38.09%,-, 1.77%
20057,19.26%, 58.63%, 39.36%,-, 2.01%
20059,14.00%, 56.43%, 42.43%,-, 1.13%
20061,16.14%, 57.54%, 41.40%,-, 1.06%
20063,17.99%, 57.36%, 39.37%, 2.85%, 0.42%
20065,23.39%, 60.97%, 37.58%,-, 1.45%
20067,28.76%, 63.69%, 34.92%,-, 1.39%
20069,25.25%, 61.55%, 36.31%,-, 2.14%
20071,22.16%, 59.32%, 37.16%, 3.17%, 0.35%
20073,21.42%, 59.66%, 38.24%,-, 2.10%
20075,21.27%, 60.00%, 38.73%,-, 1.27%
20077,21.60%, 59.39%, 37.79%, 2.20%, 0.61%
20079,10.94%, 54.23%, 43.29%, 2.06%, 0.42%
20081,37.55%, 67.41%, 29.86%, 2.45%, 0.28%
20083,24.17%, 60.40%, 36.22%, 2.64%, 0.74%
20085,9.81%, 54.36%, 44.55%,-, 1.08%
20087,12.25%, 55.53%, 43.28%,-, 1.19%
20089,37.91%, 67.99%, 30.08%,-, 1.93%
20091,26.55%, 62.81%, 36.26%,-, 0.94%
20093,33.78%, 66.03%, 32.25%,-, 1.72%
20095,20.91%, 58.74%, 37.83%, 2.74%, 0.69%
20097,44.07%, 71.09%, 27.02%,-, 1.89%
20099,7.15%, 52.92%, 45.78%,-, 1.30%
20101,25.44%, 61.44%, 36.00%,-, 2.56%
20103,5.91%, 52.53%, 46.62%,-, 0.85%
20105,21.02%, 59.66%, 38.64%,-, 1.70%
20107,18.04%, 58.60%, 40.56%,-, 0.84%
20109,31.60%, 64.36%, 32.77%, 2.28%, 0.59%
20111,12.21%, 55.29%, 43.08%,-, 1.62%
20113,19.79%, 58.79%, 39.00%,-, 2.21%
20115,28.39%, 62.99%, 34.60%,-, 2.41%
20117,10.02%, 54.23%, 44.21%,-, 1.55%
20119,32.45%, 65.19%, 32.74%,-, 2.07%
20121,4.08%, 51.65%, 47.57%,-, 0.77%
20123,32.12%, 65.19%, 33.07%,-, 1.73%
20125,24.87%, 61.98%, 37.11%,-, 0.90%
20127,17.86%, 58.12%, 40.26%,-, 1.62%
20129,30.26%, 64.35%, 34.09%,-, 1.56%
20131,11.35%, 54.98%, 43.63%,-, 1.39%
20133,4.67%, 51.77%, 47.11%,-, 1.12%
20135,15.78%, 56.58%, 40.80%, 2.39%, 0.23%
20137,37.51%, 67.54%, 30.03%, 2.11%, 0.32%
20139,10.19%, 54.33%, 44.13%,-, 1.54%
20141,23.51%, 60.57%, 37.07%,-, 2.36%
20143,31.16%, 64.78%, 33.63%,-, 1.59%
20145,10.41%, 54.11%, 43.70%,-, 2.19%
20147,40.90%, 69.86%, 28.96%,-, 1.18%
20149,20.66%, 59.51%, 38.85%,-, 1.65%
20151,20.12%, 59.01%, 38.89%,-, 2.10%
20153,35.60%, 66.46%, 30.86%, 2.12%, 0.55%
20155,4.84%, 51.11%, 46.27%, 2.24%, 0.38%
20157,36.89%, 67.76%, 30.88%,-, 1.36%
20159,10.12%, 53.89%, 43.77%, 2.02%, 0.32%
20161,13.08%, 55.90%, 42.82%,-, 1.28%
20163,30.79%, 64.45%, 33.65%,-, 1.90%
20165,1.16%, 48.54%, 47.38%, 3.95%, 0.14%
20167,24.33%, 61.21%, 36.88%,-, 1.91%
20169,17.19%, 57.96%, 40.77%,-, 1.27%
20171,36.76%, 66.95%, 30.19%, 2.44%, 0.42%
20173,13.17%, 55.30%, 42.13%,-, 2.57%
20175,41.99%, 70.54%, 28.55%,-, 0.91%
20177,2.21%, 50.56%, 48.35%,-, 1.09%
20179,19.34%, 57.90%, 38.56%, 2.89%, 0.64%
20181,27.63%, 62.94%, 35.30%,-, 1.76%
20183,31.69%, 65.29%, 33.60%,-, 1.10%
20185,15.01%, 55.95%, 40.94%, 2.74%, 0.37%
20187,29.68%, 62.32%, 32.63%, 4.84%, 0.21%
20189,44.65%, 71.17%, 26.53%,-, 2.30%
20191,9.73%, 53.71%, 43.99%,-, 2.30%
20193,24.13%, 60.52%, 36.38%, 2.40%, 0.70%
20195,10.05%, 53.47%, 43.42%, 2.79%, 0.33%
20197,19.25%, 58.54%, 39.30%,-, 2.16%
20199,42.30%, 69.61%, 27.31%, 2.55%, 0.53%
20201,35.68%, 67.13%, 31.45%,-, 1.42%
20203,28.05%, 62.80%, 34.76%,-, 2.44%
20205,27.57%, 63.12%, 35.55%,-, 1.33%
20207,16.30%, 57.50%, 41.20%,-, 1.30%
20209,33.53%, 32.70%, 66.23%,-, 1.07%
21001,42.91%, 71.09%, 28.19%,-, 0.72%
21003,35.93%, 67.89%, 31.95%,-, 0.16%
21005,19.25%, 59.17%, 39.93%,-, 0.90%
21007,19.34%, 40.23%, 59.58%,-, 0.19%
21009,16.11%, 57.82%, 41.71%,-, 0.47%
21011,13.02%, 43.34%, 56.36%,-, 0.30%
21013,5.16%, 51.45%, 46.30%,-, 2.25%
21015,40.12%, 69.76%, 29.64%,-, 0.59%
21017,8.34%, 53.57%, 45.23%,-, 1.20%
21019,0.91%, 49.39%, 50.31%,-, 0.30%
21021,14.02%, 56.81%, 42.79%,-, 0.40%
21023,16.08%, 57.72%, 41.64%,-, 0.64%
21025,22.19%, 38.51%, 60.70%,-, 0.79%
21027,16.25%, 57.99%, 41.75%,-, 0.26%
21029,19.01%, 59.01%, 40.00%,-, 0.99%
21031,44.79%, 72.22%, 27.43%,-, 0.35%
21033,6.96%, 52.93%, 45.97%,-, 1.09%
21035,8.12%, 53.91%, 45.79%,-, 0.29%
21037,33.79%, 66.61%, 32.82%,-, 0.56%
21039,12.64%, 43.06%, 55.69%,-, 1.25%
21041,5.80%, 46.81%, 52.61%,-, 0.58%
21043,2.74%, 48.36%, 51.10%,-, 0.55%
21045,51.61%, 75.38%, 23.76%,-, 0.86%
21047,23.63%, 61.63%, 38.01%,-, 0.36%
21049,11.19%, 55.38%, 44.19%,-, 0.43%
21051,41.59%, 70.63%, 29.04%,-, 0.32%
21053,56.26%, 77.80%, 21.53%,-, 0.67%
21055,20.95%, 60.31%, 39.36%,-, 0.33%
21057,49.35%, 74.49%, 25.14%,-, 0.37%
21059,7.83%, 53.49%, 45.66%,-, 0.84%
21061,34.27%, 66.75%, 32.47%,-, 0.78%
21063,52.91%, 23.33%, 76.24%,-, 0.42%
21065,28.89%, 64.18%, 35.29%,-, 0.52%
21067,19.03%, 58.96%, 39.93%,-, 1.11%
21069,7.14%, 53.27%, 46.13%,-, 0.60%
21071,39.58%, 29.81%, 69.39%,-, 0.79%
21073,2.77%, 50.88%, 48.11%,-, 1.01%
21075,1.89%, 48.87%, 50.76%,-, 0.36%
21077,9.17%, 45.13%, 54.30%,-, 0.56%
21079,21.80%, 60.18%, 38.38%,-, 1.44%
21081,19.56%, 59.05%, 39.49%,-, 1.46%
21083,6.49%, 46.32%, 52.81%,-, 0.87%
21085,33.30%, 66.13%, 32.84%,-, 1.03%
21087,32.50%, 66.07%, 33.57%,-, 0.36%
21089,2.93%, 48.38%, 51.31%,-, 0.32%
21091,7.86%, 53.44%, 45.58%,-, 0.99%
21093,29.02%, 64.27%, 35.25%,-, 0.47%
21095,17.29%, 41.08%, 58.37%,-, 0.55%
21097,4.08%, 51.85%, 47.77%,-, 0.38%
21099,7.46%, 53.53%, 46.07%,-, 0.40%
21101,5.04%, 47.27%, 52.31%,-, 0.42%
21103,5.30%, 46.98%, 52.28%,-, 0.74%
21105,0.69%, 49.33%, 50.02%,-, 0.65%
21107,3.39%, 51.46%, 48.07%,-, 0.47%
21109,70.46%, 85.16%, 14.71%,-, 0.13%
21111,4.38%, 52.01%, 47.63%,-, 0.37%
21113,40.55%, 69.76%, 29.21%,-, 1.03%
21115,13.17%, 56.25%, 43.09%,-, 0.66%
21117,34.72%, 67.12%, 32.40%,-, 0.47%
21119,50.45%, 24.42%, 74.86%,-, 0.72%
21121,25.17%, 62.21%, 37.03%,-, 0.76%
21123,17.36%, 58.56%, 41.19%,-, 0.25%
21125,43.68%, 71.54%, 27.86%,-, 0.60%
21127,2.13%, 50.89%, 48.76%,-, 0.35%
21129,23.32%, 61.31%, 37.99%,-, 0.69%
21131,49.33%, 74.39%, 25.06%,-, 0.54%
21133,13.14%, 43.16%, 56.29%,-, 0.55%
21135,32.79%, 66.18%, 33.39%,-, 0.43%
21137,13.69%, 56.64%, 42.96%,-, 0.40%
21139,5.58%, 46.92%, 52.49%,-, 0.59%
21141,11.89%, 55.74%, 43.85%,-, 0.40%
21143,10.73%, 44.47%, 55.20%,-, 0.33%
21145,0.19%, 49.34%, 49.54%,-, 1.12%
21147,35.30%, 66.96%, 31.66%,-, 1.39%
21149,10.70%, 44.49%, 55.19%,-, 0.32%
21151,19.60%, 59.39%, 39.79%,-, 0.81%
21153,14.51%, 42.48%, 56.99%,-, 0.53%
21155,11.49%, 44.07%, 55.56%,-, 0.37%
21157,5.66%, 47.05%, 52.71%,-, 0.24%
21159,23.98%, 61.65%, 37.68%,-, 0.67%
21161,7.41%, 53.57%, 46.16%,-, 0.27%
21163,5.53%, 52.57%, 47.04%,-, 0.38%
21165,23.83%, 37.47%, 61.30%,-, 1.23%
21167,15.67%, 57.05%, 41.39%,-, 1.56%
21169,12.11%, 55.66%, 43.55%,-, 0.79%
21171,60.56%, 80.02%, 19.46%,-, 0.51%
21173,5.40%, 52.55%, 47.15%,-, 0.31%
21175,22.98%, 38.04%, 61.02%,-, 0.94%
21177,12.52%, 43.57%, 56.09%,-, 0.33%
21179,4.86%, 51.90%, 47.04%,-, 1.06%
21181,1.13%, 49.67%, 48.53%,-, 1.80%
21183,15.19%, 57.46%, 42.27%,-, 0.27%
21185,36.67%, 68.14%, 31.46%,-, 0.40%
21187,10.72%, 44.34%, 55.06%,-, 0.60%
21189,57.10%, 78.49%, 21.39%,-, 0.12%
21191,22.27%, 60.79%, 38.52%,-, 0.68%
21193,3.74%, 47.85%, 51.59%,-, 0.57%
21195,24.09%, 37.76%, 61.85%,-, 0.38%
21197,0.35%, 49.98%, 49.62%,-, 0.40%
21199,47.40%, 73.50%, 26.10%,-, 0.39%
21201,0.39%, 49.37%, 49.76%,-, 0.87%
21203,57.38%, 78.42%, 21.04%,-, 0.55%
21205,2.06%, 50.90%, 48.84%,-, 0.26%
21207,49.11%, 74.29%, 25.19%,-, 0.52%
21209,13.94%, 56.68%, 42.74%,-, 0.58%
21211,13.12%, 56.34%, 43.22%,-, 0.44%
21213,11.55%, 55.55%, 44.00%,-, 0.45%
21215,9.86%, 54.61%, 44.75%,-, 0.64%
21217,29.99%, 64.76%, 34.77%,-, 0.47%
21219,16.42%, 57.66%, 41.23%,-, 1.11%
21221,9.83%, 54.74%, 44.90%,-, 0.36%
21223,10.61%, 44.39%, 55.00%,-, 0.61%
21225,18.19%, 40.72%, 58.92%,-, 0.36%
21227,26.50%, 63.07%, 36.57%,-, 0.37%
21229,11.11%, 54.89%, 43.78%,-, 1.32%
21231,28.10%, 63.89%, 35.79%,-, 0.31%
21233,16.53%, 41.50%, 58.04%,-, 0.46%
21235,31.67%, 65.58%, 33.91%,-, 0.51%
21237,24.19%, 36.94%, 61.13%,-, 1.94%
21239,25.81%, 62.63%, 36.83%,-, 0.54%
22001,0.83%, 48.98%, 49.81%,-, 1.22%
22003,17.02%, 40.87%, 57.89%,-, 1.23%
22005,6.11%, 46.15%, 52.27%,-, 1.58%
22007,15.94%, 40.19%, 56.13%,-, 0.68%
22009,1.96%, 49.10%, 47.13%,-, 0.82%
22011,15.62%, 57.30%, 41.69%,-, 1.01%
22013,0.33%, 48.83%, 49.16%,-, 2.02%
22015,39.13%, 69.16%, 30.03%,-, 0.81%
22017,16.20%, 57.73%, 41.53%,-, 0.74%
22019,6.68%, 46.25%, 52.94%,-, 0.81%
22021,34.53%, 65.74%, 31.21%,-, 0.46%
22023,11.84%, 43.61%, 55.45%,-, 0.93%
22025,19.11%, 57.82%, 38.71%,-, 0.71%
22027,8.53%, 53.60%, 45.07%,-, 1.33%
22029,17.99%, 57.49%, 39.50%,-, 0.71%
22031,3.27%, 47.76%, 51.03%,-, 1.22%
22033,18.65%, 58.81%, 40.16%,-, 1.03%
22035,7.89%, 44.39%, 52.28%,-, 0.78%
22037,1.80%, 47.99%, 49.79%,-, 2.22%
22039,1.66%, 48.29%, 49.95%,-, 1.75%
22041,27.91%, 62.19%, 34.28%,-, 0.57%
22043,24.49%, 60.76%, 36.27%,-, 0.59%
22045,11.55%, 54.49%, 42.94%,-, 0.46%
22047,19.03%, 39.46%, 58.49%,-, 2.04%
22049,19.44%, 58.64%, 39.21%,-, 2.15%
22051,34.81%, 66.68%, 31.88%,-, 1.44%
22053,7.41%, 45.74%, 53.15%,-, 1.10%
22055,20.30%, 59.44%, 39.14%,-, 1.42%
22057,3.54%, 50.19%, 46.65%,-, 0.54%
22059,46.19%, 71.69%, 25.51%,-, 0.46%
22061,23.37%, 60.40%, 37.03%,-, 2.57%
22063,23.77%, 61.29%, 37.52%,-, 1.18%
22065,1.67%, 47.53%, 49.20%,-, 0.77%
22067,23.39%, 60.42%, 37.03%,-, 0.48%
22069,7.81%, 52.60%, 44.79%,-, 0.58%
22071,28.34%, 35.24%, 63.58%,-, 1.19%
22073,36.64%, 67.32%, 30.68%,-, 2.00%
22075,20.28%, 59.11%, 38.83%,-, 2.06%
22077,18.07%, 39.64%, 57.71%,-, 2.64%
22079,24.64%, 61.31%, 36.67%,-, 2.02%
22081,0.26%, 49.41%, 49.15%,-, 1.44%
22083,28.78%, 62.85%, 34.07%,-, 0.78%
22085,14.46%, 55.81%, 41.35%,-, 0.49%
22087,25.85%, 61.79%, 35.94%,-, 2.27%
22089,9.51%, 53.82%, 44.31%,-, 1.87%
22091,19.54%, 38.93%, 58.47%,-, 2.60%
22093,27.13%, 35.44%, 62.57%,-, 1.99%
22095,5.56%, 46.02%, 51.58%,-, 2.40%
22097,9.31%, 44.53%, 53.84%,-, 1.62%
22099,14.38%, 41.60%, 55.98%,-, 2.43%
22101,5.27%, 51.71%, 46.44%,-, 1.86%
22103,41.40%, 69.92%, 28.52%,-, 1.55%
22105,10.24%, 54.32%, 44.08%,-, 1.60%
22107,2.71%, 50.00%, 47.29%,-, 0.61%
22109,18.81%, 58.19%, 39.38%,-, 2.42%
22111,28.71%, 62.97%, 34.26%,-, 0.64%
22113,13.46%, 41.99%, 55.45%,-, 0.56%
22115,19.24%, 58.40%, 39.17%,-, 2.43%
22117,5.55%, 51.81%, 46.25%,-, 1.94%
22119,15.56%, 57.31%, 41.75%,-, 0.94%
22121,8.11%, 45.13%, 53.24%,-, 1.62%
22123,30.64%, 64.14%, 33.50%,-, 0.33%
22125,7.14%, 45.34%, 52.48%,-, 2.18%
22127,20.77%, 59.02%, 38.25%,-, 0.65%
23001,4.25%, 51.72%, 47.47%,-, 0.81%
23003,7.33%, 53.38%, 46.05%,-, 0.57%
23005,6.56%, 52.93%, 46.37%,-, 0.69%
23007,9.20%, 54.16%, 44.96%,-, 0.88%
23009,13.10%, 56.07%, 42.97%,-, 0.96%
23011,8.03%, 53.60%, 45.57%,-, 0.84%
23013,15.94%, 57.54%, 41.60%,-, 0.86%
23015,24.48%, 61.79%, 37.31%,-, 0.90%
23017,12.55%, 55.91%, 43.37%,-, 0.72%
23019,10.17%, 54.76%, 44.59%,-, 0.65%
23021,17.83%, 58.27%, 40.44%,-, 1.29%
23023,17.24%, 58.22%, 40.98%,-, 0.80%
23025,13.99%, 56.58%, 42.59%,-, 0.83%
23027,12.41%, 55.73%, 43.32%,-, 0.95%
23029,14.76%, 56.93%, 42.17%,-, 0.90%
23031,20.81%, 59.98%, 39.17%,-, 0.85%
24001,19.04%, 59.19%, 40.15%,-, 0.67%
24003,27.79%, 63.53%, 35.74%,-, 0.72%
24005,14.73%, 57.04%, 42.32%,-, 0.64%
24009,26.33%, 62.98%, 36.65%,-, 0.37%
24011,31.18%, 65.44%, 34.26%,-, 0.31%
24013,43.10%, 71.37%, 28.27%,-, 0.35%
24015,25.61%, 62.51%, 36.90%,-, 0.59%
24017,27.48%, 63.57%, 36.09%,-, 0.34%
24019,25.98%, 62.55%, 36.58%,-, 0.87%
24021,31.11%, 65.32%, 34.21%,-, 0.46%
24023,44.26%, 71.81%, 27.55%,-, 0.65%
24025,31.91%, 65.73%, 33.81%,-, 0.46%
24027,12.92%, 56.22%, 43.30%,-, 0.47%
24029,12.42%, 55.87%, 43.45%,-, 0.68%
24031,3.43%, 48.05%, 51.48%,-, 0.47%
24033,21.21%, 38.83%, 60.04%,-, 1.13%
24035,33.72%, 66.68%, 32.96%,-, 0.37%
24037,26.28%, 62.92%, 36.64%,-, 0.44%
24039,18.30%, 58.93%, 40.63%,-, 0.45%
24041,34.61%, 66.97%, 32.36%,-, 0.66%
24043,28.31%, 63.76%, 35.45%,-, 0.78%
24045,26.63%, 63.18%, 36.55%,-, 0.27%
24047,27.47%, 63.57%, 36.10%,-, 0.34%
24510,48.08%, 25.43%, 73.51%,-, 1.06%
25001,0.93%, 49.74%, 48.81%,-, 1.45%
25003,22.40%, 38.38%, 60.78%,-, 0.84%
25005,12.43%, 43.30%, 55.73%,-, 0.97%
25007,29.24%, 34.75%, 63.99%,-, 1.27%
25009,1.05%, 48.65%, 49.69%,-, 1.66%
25011,17.62%, 40.68%, 58.30%,-, 1.02%
25013,12.95%, 43.17%, 56.13%,-, 0.70%
25015,23.88%, 37.48%, 61.36%,-, 1.16%
25017,10.75%, 43.82%, 54.57%,-, 1.62%
25019,19.83%, 39.37%, 59.21%,-, 1.42%
25021,3.17%, 47.71%, 50.88%,-, 1.42%
25023,10.90%, 54.62%, 43.72%,-, 1.66%
25025,29.65%, 34.37%, 64.02%,-, 1.60%
25027,2.35%, 50.59%, 48.25%,-, 1.16%
26001,21.37%, 60.47%, 39.10%,-, 0.43%
26003,9.36%, 45.08%, 54.45%,-, 0.47%
26005,34.28%, 66.78%, 32.50%,-, 0.72%
26007,2.47%, 51.05%, 48.58%,-, 0.38%
26009,24.54%, 61.95%, 37.41%,-, 0.64%
26011,2.33%, 48.63%, 50.97%,-, 0.40%
26013,3.61%, 47.88%, 51.50%,-, 0.62%
26015,22.06%, 60.66%, 38.60%,-, 0.73%
26017,15.29%, 42.13%, 57.42%,-, 0.44%
26019,14.01%, 56.52%, 42.52%,-, 0.96%
26021,26.34%, 62.81%, 36.47%,-, 0.72%
26023,27.49%, 63.48%, 36.00%,-, 0.52%
26025,8.14%, 53.77%, 45.63%,-, 0.60%
26027,15.68%, 57.61%, 41.92%,-, 0.47%
26029,19.74%, 59.43%, 39.69%,-, 0.87%
26031,15.48%, 57.52%, 42.04%,-, 0.45%
26033,12.96%, 56.23%, 43.27%,-, 0.50%
26035,9.10%, 54.18%, 45.08%,-, 0.74%
26037,25.25%, 62.39%, 37.14%,-, 0.46%
26039,25.58%, 62.28%, 36.70%,-, 1.03%
26041,11.06%, 44.28%, 55.34%,-, 0.37%
26043,0.23%, 49.89%, 49.66%,-, 0.45%
26045,22.29%, 60.78%, 38.49%,-, 0.73%
26047,25.78%, 62.40%, 36.62%,-, 0.97%
26049,19.20%, 40.10%, 59.30%,-, 0.60%
26051,6.48%, 52.82%, 46.34%,-, 0.85%
26053,18.89%, 40.38%, 59.27%,-, 0.36%
26055,25.77%, 62.46%, 36.69%,-, 0.86%
26057,19.17%, 59.36%, 40.19%,-, 0.45%
26059,37.52%, 68.29%, 30.77%,-, 0.94%
26061,4.29%, 51.83%, 47.54%,-, 0.63%
26063,24.35%, 61.91%, 37.56%,-, 0.53%
26065,2.06%, 50.56%, 48.50%,-, 0.94%
26067,18.99%, 59.05%, 40.06%,-, 0.89%
26069,18.85%, 59.17%, 40.32%,-, 0.51%
26071,13.61%, 42.94%, 56.55%,-, 0.51%
26073,13.00%, 56.07%, 43.07%,-, 0.87%
26075,21.42%, 60.37%, 38.96%,-, 0.67%
26077,11.91%, 55.64%, 43.73%,-, 0.64%
26079,23.20%, 61.21%, 38.01%,-, 0.78%
26081,28.25%, 63.77%, 35.52%,-, 0.71%
26083,8.12%, 45.81%, 53.93%,-, 0.26%
26085,6.63%, 46.32%, 52.95%,-, 0.73%
26087,21.42%, 60.19%, 38.76%,-, 1.05%
26089,21.86%, 60.51%, 38.65%,-, 0.85%
26091,16.42%, 57.84%, 41.42%,-, 0.74%
26093,38.60%, 68.79%, 30.19%,-, 1.02%
26095,27.47%, 63.22%, 35.75%,-, 1.03%
26097,19.73%, 59.65%, 39.93%,-, 0.42%
26099,21.56%, 60.33%, 38.77%,-, 0.90%
26101,5.91%, 52.58%, 46.67%,-, 0.75%
26103,13.62%, 42.92%, 56.54%,-, 0.53%
26105,19.88%, 59.58%, 39.70%,-, 0.72%
26107,26.54%, 63.02%, 36.48%,-, 0.49%
26109,5.02%, 52.28%, 47.26%,-, 0.46%
26111,19.35%, 59.12%, 39.78%,-, 1.10%
26113,37.23%, 68.26%, 31.03%,-, 0.71%
26115,8.99%, 54.19%, 45.21%,-, 0.60%
26117,17.59%, 58.46%, 40.87%,-, 0.68%
26119,23.20%, 61.32%, 38.12%,-, 0.56%
26121,7.30%, 53.36%, 46.06%,-, 0.58%
26123,29.29%, 64.32%, 35.03%,-, 0.65%
26125,23.48%, 61.27%, 37.78%,-, 0.95%
26127,25.64%, 62.46%, 36.82%,-, 0.71%
26129,0.97%, 50.20%, 49.23%,-, 0.58%
26131,10.83%, 44.34%, 55.17%,-, 0.48%
26133,29.04%, 64.25%, 35.22%,-, 0.53%
26135,25.32%, 62.27%, 36.94%,-, 0.79%
26137,27.20%, 63.31%, 36.11%,-, 0.59%
26139,52.95%, 76.20%, 23.25%,-, 0.55%
26141,8.82%, 54.11%, 45.29%,-, 0.60%
26143,14.29%, 56.93%, 42.65%,-, 0.42%
26145,3.63%, 47.88%, 51.51%,-, 0.62%
26147,21.30%, 60.26%, 38.97%,-, 0.77%
26149,30.04%, 64.79%, 34.74%,-, 0.47%
26151,32.13%, 65.73%, 33.60%,-, 0.67%
26153,6.92%, 46.37%, 53.29%,-, 0.33%
26155,8.52%, 53.94%, 45.42%,-, 0.65%
26157,14.27%, 56.90%, 42.63%,-, 0.48%
26159,15.17%, 57.17%, 42.00%,-, 0.83%
26161,5.74%, 46.67%, 52.41%,-, 0.93%
26163,21.15%, 39.03%, 60.18%,-, 0.79%
26165,16.87%, 58.07%, 41.20%,-, 0.73%
27001,12.27%, 43.37%, 55.65%,-, 0.98%
27003,10.49%, 44.28%, 54.77%,-, 0.95%
27005,7.52%, 53.26%, 45.74%,-, 1.00%
27007,6.36%, 46.26%, 52.61%,-, 1.13%
27009,1.65%, 50.33%, 48.68%,-, 0.99%
27011,15.80%, 41.66%, 57.46%,-, 0.88%
27013,1.69%, 48.71%, 50.40%,-, 0.89%
27015,14.70%, 56.67%, 41.97%,-, 1.36%
27017,30.71%, 34.12%, 64.82%,-, 1.06%
27019,19.41%, 59.17%, 39.75%,-, 1.08%
27021,6.91%, 53.02%, 46.11%,-, 0.87%
27023,0.74%, 48.97%, 49.71%,-, 1.32%
27025,12.08%, 43.49%, 55.58%,-, 0.93%
27027,3.71%, 47.82%, 51.54%,-, 0.64%
27029,0.17%, 49.43%, 49.59%,-, 0.98%
27031,0.09%, 49.36%, 49.45%,-, 1.19%
27033,4.51%, 51.80%, 47.29%,-, 0.92%
27035,6.42%, 52.69%, 46.26%,-, 1.05%
27037,0.27%, 49.45%, 49.72%,-, 0.83%
27039,13.48%, 56.21%, 42.73%,-, 1.07%
27041,15.12%, 57.02%, 41.89%,-, 1.09%
27043,10.99%, 55.07%, 44.08%,-, 0.85%
27045,9.67%, 54.39%, 44.72%,-, 0.89%
27047,9.93%, 44.56%, 54.48%,-, 0.96%
27049,0.09%, 49.50%, 49.41%,-, 1.09%
27051,6.99%, 46.04%, 53.03%,-, 0.92%
27053,9.79%, 44.60%, 54.39%,-, 1.01%
27055,9.53%, 54.13%, 44.60%,-, 1.27%
27057,13.69%, 56.42%, 42.74%,-, 0.84%
27059,7.24%, 45.81%, 53.05%,-, 1.14%
27061,11.33%, 43.87%, 55.20%,-, 0.93%
27063,10.84%, 44.12%, 54.96%,-, 0.92%
27065,7.13%, 45.93%, 53.05%,-, 1.02%
27067,1.84%, 48.34%, 50.17%,-, 1.49%
27069,8.80%, 45.18%, 53.97%,-, 0.85%
27071,15.12%, 41.92%, 57.04%,-, 1.05%
27073,13.83%, 42.46%, 56.29%,-, 1.24%
27075,35.48%, 31.83%, 67.31%,-, 0.87%
27077,10.25%, 54.24%, 43.99%,-, 1.76%
27079,0.05%, 49.57%, 49.52%,-, 0.92%
27081,12.03%, 43.18%, 55.21%,-, 1.61%
27083,2.66%, 50.86%, 48.20%,-, 0.94%
27085,16.09%, 57.47%, 41.38%,-, 1.15%
27087,9.58%, 44.57%, 54.16%,-, 1.27%
27089,4.28%, 47.36%, 51.64%,-, 1.00%
27091,7.47%, 53.34%, 45.87%,-, 0.79%
27093,4.69%, 51.50%, 46.81%,-, 1.69%
27095,5.60%, 46.52%, 52.13%,-, 1.35%
27097,0.98%, 49.88%, 48.91%,-, 1.21%
27099,25.88%, 36.63%, 62.51%,-, 0.86%
27101,10.05%, 44.44%, 54.49%,-, 1.07%
27103,0.67%, 49.92%, 49.25%,-, 0.83%
27105,6.44%, 46.28%, 52.73%,-, 0.99%
27107,9.10%, 45.22%, 54.32%,-, 0.46%
27109,17.39%, 58.28%, 40.89%,-, 0.84%
27111,14.80%, 56.96%, 42.16%,-, 0.88%
27113,3.05%, 48.10%, 51.14%,-, 0.76%
27115,17.69%, 40.54%, 58.24%,-, 1.22%
27117,7.28%, 53.19%, 45.90%,-, 0.91%
27119,3.35%, 47.96%, 51.31%,-, 0.73%
27121,7.74%, 45.48%, 53.22%,-, 1.30%
27123,23.43%, 37.78%, 61.20%,-, 1.02%
27125,14.30%, 42.21%, 56.51%,-, 1.29%
27127,22.71%, 60.73%, 38.02%,-, 1.24%
27129,1.10%, 48.80%, 49.89%,-, 1.31%
27131,9.92%, 44.48%, 54.40%,-, 1.11%
27133,5.79%, 52.48%, 46.69%,-, 0.82%
27135,14.05%, 56.52%, 42.47%,-, 1.00%
27137,37.34%, 30.80%, 68.14%,-, 1.06%
27139,6.66%, 52.87%, 46.20%,-, 0.93%
27141,2.43%, 50.66%, 48.23%,-, 1.11%
27143,7.22%, 52.67%, 45.45%,-, 1.87%
27145,7.16%, 52.85%, 45.68%,-, 1.47%
27147,18.26%, 58.64%, 40.38%,-, 0.98%
27149,0.77%, 49.08%, 49.85%,-, 1.06%
27151,24.54%, 37.19%, 61.73%,-, 1.09%
