id,margin,reagan,carter,other,anderson,hex_color
19049,7.61%, 48.57%, 40.96%, 9.26%,10.48%,7b1a68
19051,7.99%, 50.97%, 42.98%, 5.09%,6.06%,810f6d
19053,3.53%, 47.67%, 44.14%, 6.85%,8.19%,791470
19055,21.11%, 55.38%, 34.27%, 9.33%,10.36%,8d1a57
19057,4.01%, 44.85%, 48.87%, 5.10%,6.279999999999999%,72107c
19059,18.92%, 54.13%, 35.21%, 9.23%,10.67%,8a1b59
19061,0.10%, 44.90%, 44.99%, 8.93%,10.12%,721972
19063,15.88%, 53.49%, 37.61%, 7.79%,8.89%,88165f
19065,17.33%, 55.32%, 37.98%, 5.61%,6.69%,8d1160
19067,11.31%, 51.16%, 39.86%, 7.98%,8.98%,821665
19069,24.11%, 57.90%, 33.79%, 7.15%,8.31%,931556
19071,36.07%, 65.19%, 29.12%, 4.62%,5.69%,a60e4a
19073,15.89%, 53.11%, 37.21%, 8.59%,9.68%,87185e
19075,39.50%, 66.10%, 26.60%, 6.26%,7.3%,a81243
19077,24.45%, 58.29%, 33.84%, 6.96%,7.87%,941456
19079,24.24%, 57.40%, 33.16%, 8.21%,9.430000000000001%,921854
19081,28.94%, 60.42%, 31.48%, 7.58%,8.09%,9a1450
19083,15.85%, 53.72%, 37.87%, 7.36%,8.41%,881560
19085,33.32%, 63.83%, 30.51%, 4.41%,5.66%,a20e4d
19087,13.15%, 52.35%, 39.20%, 7.43%,8.45%,851563
19089,13.65%, 53.35%, 39.71%, 6.03%,6.94%,881165
19091,29.41%, 60.60%, 31.19%, 6.68%,8.209999999999999%,9a144f
19093,36.52%, 64.88%, 28.36%, 5.83%,6.75%,a51148
19095,20.57%, 55.21%, 34.65%, 8.87%,10.149999999999999%,8c1958
19097,10.98%, 51.17%, 40.19%, 7.11%,8.65%,821666
19099,6.06%, 48.84%, 42.78%, 7.20%,8.38%,7c156d
19101,20.85%, 56.16%, 35.31%, 6.92%,8.54%,8f155a
19103,15.07%, 31.73%, 46.80%, 18.84%,21.47%,503677
19105,11.05%, 50.56%, 39.50%, 8.52%,9.94%,801964
19107,12.64%, 52.64%, 40.00%, 6.18%,7.369999999999999%,861266
19109,17.13%, 54.26%, 37.13%, 7.55%,8.61%,8a155e
19111,3.22%, 48.14%, 44.92%, 5.73%,6.94%,7a1172
19113,5.50%, 46.35%, 40.84%, 11.22%,12.81%,762068
19115,18.11%, 55.19%, 37.09%, 6.35%,7.72%,8c135e
19117,12.25%, 52.61%, 40.35%, 5.90%,7.04%,861166
19119,47.00%, 70.05%, 23.05%, 6.04%,6.89%,b2113a
19121,12.85%, 51.79%, 38.93%, 7.88%,9.28%,841763
19123,16.23%, 54.52%, 38.29%, 5.82%,7.19%,8b1261
19125,8.69%, 49.30%, 40.61%, 9.11%,10.08%,7d1967
19127,18.31%, 54.56%, 36.25%, 7.85%,9.2%,8b175c
19129,45.09%, 69.09%, 24.00%, 5.42%,6.91%,b0113d
19131,23.21%, 58.00%, 34.79%, 6.16%,7.220000000000001%,931258
19133,30.43%, 61.85%, 31.42%, 5.20%,6.73%,9d1150
19135,3.33%, 48.65%, 45.32%, 5.25%,6.03%,7c0f73
19137,42.27%, 67.97%, 25.70%, 4.97%,6.32%,ad1041
19139,14.74%, 51.69%, 36.96%, 10.05%,11.350000000000001%,831c5e
19141,35.14%, 63.61%, 28.48%, 6.91%,7.92%,a21448
19143,32.30%, 62.45%, 30.15%, 6.71%,7.4%,9f124c
19145,49.24%, 71.93%, 22.69%, 4.56%,5.38%,b70d39
19147,9.42%, 50.69%, 41.27%, 6.90%,8.040000000000001%,811469
19149,34.31%, 62.97%, 28.66%, 7.31%,8.37%,a01549
19151,21.72%, 56.17%, 34.45%, 6.98%,9.370000000000001%,8f1757
19153,1.51%, 44.63%, 43.12%, 11.00%,12.25%,711f6d
19155,28.68%, 60.96%, 32.29%, 5.64%,6.75%,9b1152
19157,11.74%, 50.52%, 38.77%, 9.02%,10.709999999999999%,801b62
19159,22.58%, 57.95%, 35.37%, 5.88%,6.68%,93115a
19161,27.92%, 59.47%, 31.55%, 7.46%,8.99%,971650
19163,12.23%, 51.09%, 38.85%, 8.48%,10.06%,821963
19165,34.82%, 64.03%, 29.21%, 5.74%,6.76%,a3114a
19167,56.96%, 76.01%, 19.04%, 4.31%,4.949999999999999%,c10c30
19169,6.15%, 42.36%, 36.20%, 19.41%,21.45%,6c365c
19171,20.82%, 56.27%, 35.45%, 6.89%,8.29%,8f155a
19173,35.34%, 64.44%, 29.10%, 5.70%,6.46%,a4104a
19175,19.90%, 56.40%, 36.49%, 6.15%,7.1000000000000005%,8f125d
19177,22.58%, 58.21%, 35.63%, 4.97%,6.17%,940f5a
19179,8.20%, 42.31%, 50.50%, 5.94%,7.19%,6b1280
19181,4.83%, 47.43%, 42.59%, 8.82%,9.98%,78196c
19183,14.29%, 52.01%, 37.72%, 9.22%,10.270000000000001%,841a60
19185,14.47%, 54.12%, 39.64%, 5.31%,6.239999999999999%,8a0f65
19187,6.83%, 49.63%, 42.80%, 6.59%,7.56%,7e136d
19189,24.70%, 58.77%, 34.08%, 6.44%,7.15%,951256
19191,19.69%, 54.10%, 34.40%, 10.08%,11.5%,891d57
19193,17.62%, 54.43%, 36.81%, 7.36%,8.76%,8a165d
19195,12.20%, 52.13%, 39.93%, 6.98%,7.930000000000001%,841465
19197,18.06%, 55.07%, 37.01%, 6.95%,7.92%,8c145e
20001,28.53%, 60.33%, 31.80%, 6.02%,7.869999999999999%,991451
20003,31.62%, 62.63%, 31.01%, 4.88%,6.359999999999999%,9f104f
20005,13.47%, 53.87%, 40.40%, 4.55%,5.72%,890e67
20007,32.00%, 62.53%, 30.53%, 5.61%,6.95%,9f114d
20009,39.59%, 66.03%, 26.44%, 5.72%,7.52%,a81343
20011,23.03%, 59.22%, 36.19%, 3.49%,4.6000000000000005%,970b5c
20013,41.86%, 67.61%, 25.74%, 5.37%,6.65%,ac1041
20015,18.07%, 55.33%, 37.26%, 5.50%,7.41%,8d125f
20017,41.17%, 66.94%, 25.76%, 5.74%,7.300000000000001%,aa1241
20019,46.78%, 71.60%, 24.83%, 2.61%,3.57%,b6093f
20021,13.73%, 54.81%, 41.08%, 2.92%,4.109999999999999%,8b0a68
20023,54.00%, 73.89%, 19.89%, 4.50%,6.22%,bc0f32
20025,33.24%, 63.59%, 30.35%, 4.73%,6.07%,a20f4d
20027,53.93%, 73.90%, 19.97%, 4.65%,6.130000000000001%,bc0f32
20029,30.74%, 61.56%, 30.82%, 5.91%,7.61%,9c134e
20031,43.11%, 69.16%, 26.04%, 3.55%,4.8%,b00c42
20033,36.12%, 65.45%, 29.33%, 3.73%,5.22%,a60d4a
20035,21.39%, 57.14%, 35.75%, 5.66%,7.12%,91125b
20037,2.37%, 47.81%, 45.43%, 5.03%,6.76%,791173
20039,53.29%, 72.98%, 19.69%, 5.56%,7.34%,ba1232
20041,42.42%, 67.64%, 25.22%, 5.61%,7.140000000000001%,ac1240
20043,40.92%, 67.84%, 26.92%, 3.93%,5.25%,ac0d44
20045,16.49%, 49.01%, 32.52%, 16.57%,18.47%,7c2f52
20047,35.98%, 63.93%, 27.95%, 5.76%,6.029999999999999%,a30f47
20049,43.44%, 69.68%, 26.24%, 2.94%,4.08%,b10a42
20051,15.80%, 52.54%, 36.74%, 8.61%,10.73%,851b5d
20053,38.81%, 65.90%, 27.09%, 5.11%,7.01%,a81145
20055,25.98%, 58.59%, 32.61%, 6.44%,6.630000000000001%,951053
20057,25.79%, 58.86%, 33.06%, 6.44%,8.09%,961454
20059,31.78%, 62.73%, 30.95%, 4.90%,6.32%,9f104e
20061,18.67%, 56.06%, 37.39%, 5.27%,6.55%,8e105f
20063,48.82%, 71.11%, 22.30%, 5.12%,6.58%,b51038
20065,47.78%, 70.90%, 23.13%, 4.79%,5.96%,b40f3a
20067,39.66%, 66.01%, 26.35%, 5.79%,7.640000000000001%,a81343
20069,35.34%, 63.68%, 28.34%, 5.98%,7.970000000000001%,a21448
20071,38.54%, 63.36%, 24.82%, 8.98%,9.4%,a1173f
20073,34.75%, 64.62%, 29.87%, 4.09%,5.51%,a40e4c
20075,35.42%, 64.65%, 29.24%, 4.80%,6.109999999999999%,a40f4a
20077,35.99%, 64.18%, 28.19%, 5.18%,5.319999999999999%,a30d47
20079,22.24%, 54.56%, 32.32%, 10.50%,10.78%,8b1b52
20081,42.70%, 67.65%, 24.95%, 5.60%,7.3999999999999995%,ac123f
20083,39.17%, 66.16%, 26.99%, 5.49%,6.84%,a81144
20085,33.02%, 63.33%, 30.32%, 4.62%,6.36%,a1104d
20087,36.24%, 64.60%, 28.36%, 5.81%,7.039999999999999%,a41148
20089,52.51%, 72.80%, 20.29%, 5.37%,6.91%,b91133
20091,36.16%, 62.95%, 26.79%, 8.83%,10.26%,a01a44
20093,39.44%, 66.38%, 26.94%, 4.45%,6.68%,a91144
20095,36.01%, 63.63%, 27.62%, 6.97%,8.75%,a21646
20097,50.10%, 72.16%, 22.05%, 4.43%,5.79%,b80e38
20099,13.07%, 52.86%, 39.78%, 5.93%,7.359999999999999%,861265
20101,44.08%, 67.54%, 23.46%, 7.31%,8.99%,ac163b
20103,16.83%, 54.98%, 38.15%, 5.73%,6.87%,8c1161
20105,49.55%, 72.16%, 22.61%, 4.11%,5.220000000000001%,b80d39
20107,33.69%, 64.88%, 31.19%, 2.78%,3.9399999999999995%,a50a4f
20109,52.20%, 72.89%, 20.69%, 3.82%,4.34%,b90b34
20111,25.78%, 57.94%, 32.16%, 8.36%,9.899999999999999%,931952
20113,30.12%, 58.83%, 28.72%, 10.51%,12.45%,961f49
20115,38.88%, 64.39%, 25.51%, 7.93%,10.09%,a41941
20117,42.18%, 67.69%, 25.50%, 5.41%,6.8%,ac1141
20119,50.31%, 71.66%, 21.35%, 5.36%,7.0%,b61136
20121,20.11%, 57.10%, 37.00%, 4.43%,5.8999999999999995%,910f5e
20123,49.20%, 71.36%, 22.16%, 4.98%,6.470000000000001%,b51038
20125,32.95%, 64.18%, 31.23%, 2.89%,4.6%,a30b4f
20127,38.08%, 65.55%, 27.47%, 5.63%,6.99%,a71146
20129,44.71%, 69.61%, 24.91%, 4.27%,5.47%,b10d3f
20131,35.67%, 64.99%, 29.33%, 4.45%,5.68%,a50e4a
20133,20.92%, 57.11%, 36.19%, 5.35%,6.699999999999999%,91115c
20135,42.40%, 67.49%, 25.09%, 5.54%,7.41%,ac123f
20137,56.34%, 75.50%, 19.15%, 4.34%,5.35%,c00d30
20139,27.34%, 60.36%, 33.02%, 5.22%,6.63%,991054
20141,52.55%, 73.32%, 20.78%, 4.19%,5.9%,ba0f34
20143,50.49%, 71.87%, 21.38%, 5.09%,6.75%,b71136
20145,26.71%, 58.79%, 32.08%, 7.61%,9.13%,951751
20147,54.08%, 74.48%, 20.40%, 3.90%,5.13%,bd0d34
20149,35.34%, 63.40%, 28.06%, 7.23%,8.55%,a11547
20151,31.97%, 61.20%, 29.23%, 7.03%,7.54%,9c134a
20153,52.84%, 73.41%, 20.57%, 4.19%,6.0200000000000005%,bb0f34
20155,16.04%, 52.85%, 36.81%, 8.52%,10.35%,861a5d
20157,52.94%, 73.57%, 20.63%, 4.44%,5.800000000000001%,bb0e34
20159,24.50%, 57.67%, 33.17%, 7.65%,9.16%,931754
20161,21.88%, 52.94%, 31.06%, 14.53%,16.0%,86284f
20163,48.64%, 71.38%, 22.75%, 4.52%,5.869999999999999%,b60e3a
20165,49.88%, 71.54%, 21.66%, 5.60%,6.81%,b61137
20167,52.54%, 73.04%, 20.51%, 5.16%,6.44%,ba1034
20169,30.12%, 60.27%, 30.15%, 8.06%,9.59%,99184c
20171,56.78%, 75.64%, 18.86%, 4.09%,5.5%,c00e30
20173,13.90%, 51.79%, 37.89%, 7.03%,7.800000000000001%,841360
20175,47.25%, 70.83%, 23.58%, 4.04%,5.59%,b40e3c
20177,16.88%, 53.54%, 36.67%, 8.15%,9.790000000000001%,88185d
20179,47.90%, 71.00%, 23.10%, 4.02%,5.909999999999999%,b50f3a
20181,45.69%, 68.86%, 23.17%, 6.40%,7.98%,af143b
20183,50.36%, 71.70%, 21.35%, 5.43%,6.9399999999999995%,b61136
20185,33.37%, 62.67%, 29.30%, 6.18%,8.03%,9f144a
20187,44.46%, 67.74%, 23.29%, 6.25%,6.75%,ac113b
20189,49.11%, 72.04%, 22.93%, 3.21%,5.03%,b70c3a
20191,21.69%, 57.53%, 35.83%, 4.63%,6.64%,92105b
20193,41.50%, 66.37%, 24.87%, 6.40%,6.590000000000001%,a9103f
20195,39.89%, 65.43%, 25.54%, 6.74%,6.98%,a61141
20197,42.27%, 67.98%, 25.72%, 5.22%,6.31%,ad1041
20199,62.16%, 78.28%, 16.12%, 3.47%,5.59%,c70e29
20201,55.69%, 74.90%, 19.20%, 4.78%,5.91%,be0f30
20203,45.87%, 69.95%, 24.09%, 4.77%,5.959999999999999%,b20f3d
20205,44.22%, 69.32%, 25.10%, 4.33%,5.58%,b00e40
20207,36.04%, 65.56%, 29.51%, 4.07%,4.94%,a70c4b
20209,16.19%, 38.21%, 54.40%, 5.01%,7.38%,61128a
21001,27.52%, 63.12%, 35.60%,-,1.28%,a0035a
21003,22.28%, 60.36%, 38.08%,-,1.55%,990361
21005,10.81%, 43.07%, 53.88%,-,3.04%,6d0789
21007,36.41%, 31.10%, 67.51%,-,1.39%,4f03ac
21009,9.39%, 53.67%, 44.29%,-,2.04%,880570
21011,19.23%, 39.56%, 58.79%,-,1.65%,640495
21013,7.69%, 44.95%, 52.63%,-,2.42%,720686
21015,20.42%, 58.40%, 37.98%, 2.71%,3.61%,940960
21017,18.37%, 39.00%, 57.37%, 2.41%,3.62%,630992
21019,1.54%, 47.79%, 49.33%, 2.29%,2.89%,79077d
21021,6.78%, 44.88%, 51.66%, 2.96%,3.46%,720883
21023,10.06%, 43.65%, 53.71%,-,2.65%,6f0688
21025,43.09%, 27.69%, 70.79%,-,1.52%,4603b4
21027,6.76%, 52.66%, 45.90%,-,1.44%,860375
21029,3.82%, 50.60%, 46.79%,-,2.61%,810677
21031,41.69%, 70.31%, 28.63%,-,1.06%,b30249
21033,5.58%, 46.22%, 51.80%,-,1.98%,750584
21035,19.32%, 37.60%, 56.91%, 2.66%,5.49%,5f0d91
21037,19.46%, 57.32%, 37.86%, 3.23%,4.82%,920c60
21039,22.28%, 38.31%, 60.59%,-,1.1%,61029a
21041,31.58%, 32.33%, 63.91%, 2.46%,3.75%,5209a2
21043,1.94%, 50.18%, 48.25%,-,1.57%,7f047b
21045,52.22%, 75.27%, 23.05%,-,1.69%,bf043a
21047,7.48%, 52.92%, 45.44%,-,1.64%,860473
21049,7.94%, 44.42%, 52.36%, 2.50%,3.2199999999999998%,710885
21051,36.49%, 67.78%, 31.29%,-,0.93%,ac024f
21053,55.32%, 77.10%, 21.79%,-,1.11%,c40237
21055,18.85%, 58.84%, 39.99%,-,1.17%,960265
21057,45.28%, 71.92%, 26.65%,-,1.43%,b70343
21059,0.84%, 47.67%, 48.51%, 2.45%,3.8200000000000003%,79097b
21061,39.24%, 68.82%, 29.58%,-,1.61%,af044b
21063,49.84%, 24.59%, 74.43%,-,0.98%,3e02bd
21065,17.55%, 57.97%, 40.42%,-,1.6%,930467
21067,6.74%, 49.22%, 42.48%, 6.87%,8.3%,7d156c
21069,3.20%, 50.73%, 47.53%,-,1.74%,810479
21071,44.17%, 27.16%, 71.34%,-,1.5%,4503b5
21073,25.57%, 34.84%, 60.40%, 3.29%,4.76%,580c9a
21075,15.62%, 41.22%, 56.84%,-,1.95%,690490
21077,17.84%, 40.14%, 57.98%,-,1.88%,660493
21079,18.10%, 57.70%, 39.60%,-,2.7%,930664
21081,11.79%, 42.53%, 54.32%,-,3.16%,6c088a
21083,3.21%, 47.45%, 50.66%,-,1.89%,780481
21085,28.43%, 62.95%, 34.52%,-,2.53%,a00658
21087,22.17%, 60.50%, 38.33%,-,1.18%,9a0361
21089,1.88%, 48.04%, 49.92%,-,2.05%,7a057f
21091,5.43%, 45.51%, 50.93%,-,3.56%,740981
21093,7.68%, 52.19%, 44.50%, 2.41%,3.31%,850871
21095,23.09%, 37.77%, 60.86%,-,1.38%,60039b
21097,20.11%, 38.69%, 58.80%,-,2.52%,620695
21099,2.00%, 50.44%, 48.44%,-,1.13%,80027b
21101,22.02%, 37.15%, 59.17%, 2.59%,3.6799999999999997%,5e0996
21103,26.53%, 35.82%, 62.35%,-,1.83%,5b049e
21105,11.73%, 42.84%, 54.57%,-,2.59%,6d068b
21107,16.75%, 40.63%, 57.38%,-,2.0%,670592
21109,64.93%, 81.95%, 17.03%,-,1.02%,d0022b
21111,0.53%, 47.97%, 47.44%, 3.65%,4.59%,7a0b78
21113,17.57%, 56.38%, 38.80%, 3.26%,4.82%,8f0c62
21115,22.78%, 60.50%, 37.72%,-,1.78%,9a0460
21117,17.43%, 56.16%, 38.73%, 3.42%,5.1%,8f0d62
21119,53.83%, 22.68%, 76.50%,-,0.82%,3902c3
21121,21.60%, 59.95%, 38.34%,-,1.71%,980461
21123,4.31%, 47.07%, 51.38%,-,1.55%,780383
21125,37.69%, 68.23%, 30.54%,-,1.23%,ad034d
21127,4.06%, 51.49%, 47.43%,-,1.08%,830278
21129,23.22%, 60.53%, 37.31%,-,2.16%,9a055f
21131,44.89%, 71.86%, 26.97%,-,1.18%,b70344
21133,10.92%, 43.82%, 54.75%,-,1.43%,6f038b
21135,28.66%, 63.78%, 35.12%,-,1.09%,a20259
21137,0.70%, 49.70%, 48.99%,-,1.31%,7e037c
21139,15.39%, 41.67%, 57.06%,-,1.27%,6a0391
21141,11.54%, 43.26%, 54.80%,-,1.94%,6e048b
21143,20.89%, 38.31%, 59.20%,-,2.49%,610696
21145,12.68%, 42.27%, 54.94%,-,2.79%,6b078c
21147,45.35%, 71.27%, 25.92%,-,2.8%,b50742
21149,17.52%, 40.35%, 57.87%,-,1.78%,660493
21151,1.30%, 47.74%, 46.45%, 4.18%,5.8%,790e76
21153,13.61%, 42.76%, 56.37%,-,0.87%,6d028f
21155,24.95%, 36.55%, 61.50%,-,1.94%,5d049c
21157,16.96%, 40.85%, 57.81%,-,1.35%,680393
21159,27.67%, 63.05%, 35.37%,-,1.58%,a0045a
21161,4.06%, 46.54%, 50.60%, 2.02%,2.86%,760781
21163,7.67%, 45.22%, 52.90%,-,1.88%,730486
21165,27.15%, 35.45%, 62.61%,-,1.94%,5a049f
21167,3.63%, 46.99%, 50.62%,-,2.4%,770681
21169,10.39%, 54.30%, 43.92%,-,1.78%,8a046f
21171,59.11%, 79.00%, 19.89%,-,1.12%,c90232
21173,8.13%, 44.70%, 52.84%,-,2.46%,710686
21175,29.72%, 34.53%, 64.25%,-,1.21%,5803a3
21177,14.72%, 41.80%, 56.52%,-,1.68%,6a0490
21179,23.75%, 36.75%, 60.50%,-,2.75%,5d079a
21181,18.46%, 38.92%, 57.38%, 2.38%,3.7%,630992
21183,20.02%, 59.10%, 39.08%,-,1.83%,960463
21185,22.07%, 58.74%, 36.67%, 3.69%,4.59%,950b5d
21187,41.24%, 28.23%, 69.47%,-,2.3%,4705b1
21189,47.85%, 73.57%, 25.72%,-,0.71%,bb0141
21191,6.08%, 45.45%, 51.53%,-,3.03%,730783
21193,17.41%, 40.76%, 58.17%,-,1.06%,670294
21195,16.83%, 41.02%, 57.85%,-,1.14%,680293
21197,7.70%, 45.55%, 53.25%,-,1.19%,740387
21199,32.13%, 65.11%, 32.98%,-,1.9%,a60454
21201,14.61%, 41.64%, 56.26%,-,2.1%,6a058f
21203,44.43%, 71.62%, 27.19%,-,1.19%,b60345
21205,3.62%, 46.07%, 49.69%, 3.19%,4.24%,750a7e
21207,38.10%, 68.66%, 30.56%,-,0.78%,af014d
21209,9.94%, 43.02%, 52.96%, 2.95%,4.01%,6d0a87
21211,12.41%, 42.22%, 54.63%, 2.20%,3.16%,6b088b
21213,14.38%, 41.92%, 56.30%,-,1.78%,6a048f
21215,12.77%, 42.50%, 55.27%,-,2.23%,6c058c
21217,10.85%, 54.62%, 43.77%,-,1.61%,8b046f
21219,0.28%, 48.86%, 49.13%,-,2.01%,7c057d
21221,15.33%, 41.54%, 56.87%,-,1.59%,690491
21223,27.34%, 34.45%, 61.79%, 2.05%,3.76%,57099d
21225,30.02%, 33.97%, 63.99%,-,2.04%,5605a3
21227,11.24%, 53.90%, 42.66%, 2.66%,3.43%,89086c
21229,3.27%, 47.26%, 50.53%,-,2.21%,780580
21231,19.34%, 59.14%, 39.80%,-,1.06%,960265
21233,28.31%, 35.03%, 63.34%,-,1.63%,5904a1
21235,28.15%, 63.26%, 35.11%,-,1.63%,a10459
21237,30.77%, 33.90%, 64.67%,-,1.43%,5603a4
21239,0.26%, 47.66%, 47.92%, 3.27%,4.42%,790b7a
22001,7.17%, 52.19%, 45.01%,-,2.8%,850772
22003,28.53%, 34.80%, 63.33%,-,1.87%,5804a1
22005,25.46%, 35.83%, 61.29%,-,2.88%,5b079c
22007,7.47%, 44.10%, 51.57%,-,4.33%,700b83
22009,6.48%, 51.12%, 44.64%,-,2.05%,820571
22011,2.77%, 47.47%, 50.24%,-,2.29%,790580
22013,7.92%, 45.15%, 53.06%,-,1.79%,730487
22015,27.10%, 62.70%, 35.60%,-,1.7%,9f045a
22017,16.57%, 57.41%, 40.84%,-,1.75%,920468
22019,12.10%, 42.55%, 54.65%,-,2.8%,6c078b
22021,18.93%, 57.91%, 38.99%,-,3.1%,930763
22023,20.33%, 38.15%, 58.48%, 2.16%,3.37%,610895
22025,9.55%, 53.19%, 43.64%,-,3.16%,87086f
22027,1.34%, 50.01%, 48.67%,-,1.31%,7f037c
22029,10.73%, 54.20%, 43.46%,-,2.34%,8a056e
22031,14.64%, 42.11%, 56.75%,-,1.13%,6b0290
22033,10.23%, 53.36%, 43.13%, 2.49%,3.5%,88086d
22035,9.83%, 44.13%, 53.96%,-,1.91%,700489
22037,20.12%, 38.56%, 58.68%,-,2.76%,620795
22039,4.77%, 51.26%, 46.48%,-,2.26%,820576
22041,11.53%, 54.38%, 42.85%,-,2.77%,8a076d
22043,4.49%, 50.52%, 46.03%,-,3.46%,800875
22045,18.35%, 57.03%, 38.68%,-,4.29%,910a62
22047,34.65%, 31.57%, 66.23%,-,2.2%,5005a8
22049,4.06%, 50.75%, 46.69%,-,2.56%,810677
22051,31.29%, 64.09%, 32.80%, 2.31%,3.12%,a30753
22053,3.90%, 46.73%, 50.63%,-,2.64%,770681
22055,21.92%, 58.72%, 36.79%, 2.36%,4.49%,950b5d
22057,2.37%, 48.51%, 46.15%, 2.19%,5.34%,7b0d75
22059,16.99%, 57.16%, 40.17%,-,2.67%,910666
22061,14.23%, 55.79%, 41.56%,-,2.65%,8e0669
22063,2.89%, 47.18%, 50.06%,-,2.76%,78077f
22065,12.37%, 42.70%, 55.06%,-,2.24%,6c058c
22067,19.34%, 58.51%, 39.17%,-,2.32%,950563
22069,3.06%, 46.99%, 50.05%,-,2.95%,77077f
22071,17.33%, 39.54%, 56.87%, 2.26%,3.59%,640991
22073,28.52%, 62.98%, 34.46%,-,2.56%,a00657
22075,11.62%, 54.46%, 42.84%,-,2.7%,8a066d
22077,26.58%, 35.73%, 62.31%,-,1.96%,5b049e
22079,13.26%, 55.24%, 41.98%,-,2.79%,8c076b
22081,12.62%, 43.06%, 55.68%,-,1.26%,6d038d
22083,11.75%, 54.57%, 42.83%,-,2.6%,8b066d
22085,8.71%, 44.50%, 53.21%,-,2.3%,710587
22087,25.08%, 60.53%, 35.45%,-,4.02%,9a0a5a
22089,7.40%, 44.83%, 52.23%,-,2.95%,720785
22091,34.05%, 31.55%, 65.60%,-,2.84%,5007a7
22093,28.27%, 34.90%, 63.17%,-,1.92%,5804a1
22095,13.19%, 41.98%, 55.17%,-,2.85%,6b078c
22097,6.69%, 45.72%, 52.41%,-,1.88%,740485
22099,7.04%, 44.55%, 51.60%,-,3.85%,710983
22101,0.59%, 48.03%, 48.63%,-,3.34%,7a087c
22103,30.57%, 63.74%, 33.17%, 2.04%,3.1%,a20754
22105,0.27%, 48.46%, 48.73%,-,2.82%,7b077c
22107,10.59%, 43.46%, 54.06%,-,2.48%,6e0689
22109,20.36%, 58.03%, 37.67%,-,4.3%,930a60
22111,14.01%, 55.77%, 41.76%,-,2.47%,8e066a
22113,3.45%, 48.96%, 45.51%, 2.21%,3.15%,7c0874
22115,9.89%, 43.68%, 53.57%,-,2.75%,6f0788
22117,8.89%, 44.58%, 53.48%,-,1.94%,710488
22119,1.68%, 50.24%, 48.55%,-,1.21%,80037b
22121,24.65%, 36.48%, 61.12%,-,2.4%,5d069b
22123,22.97%, 60.05%, 37.08%,-,2.87%,99075e
22125,29.66%, 33.23%, 62.90%,-,1.77%,5404a0
22127,7.06%, 52.26%, 45.20%,-,2.54%,850673
23001,9.37%, 39.93%, 49.29%, 9.33%,10.78%,651b7d
23003,5.47%, 48.29%, 42.82%, 7.47%,8.9%,7b166d
23005,1.41%, 42.64%, 44.05%, 11.37%,13.309999999999999%,6c2170
23007,5.78%, 46.83%, 41.05%, 9.94%,12.12%,771e68
23009,20.66%, 53.60%, 32.94%, 10.78%,13.459999999999999%,882253
23011,1.17%, 43.84%, 42.67%, 11.31%,13.48%,6f226c
23013,12.19%, 48.98%, 36.79%, 11.82%,14.23%,7c245d
23015,18.64%, 52.14%, 33.49%, 10.91%,14.370000000000001%,842455
23017,4.80%, 47.04%, 42.23%, 8.79%,10.729999999999999%,771b6b
23019,3.74%, 45.97%, 42.23%, 10.01%,11.79%,751e6b
23021,5.44%, 46.93%, 41.50%, 9.13%,11.57%,771d69
23023,2.15%, 45.23%, 43.08%, 9.52%,11.68%,731d6d
23025,6.00%, 47.59%, 41.59%, 8.57%,10.82%,791b6a
23027,12.41%, 49.57%, 37.16%, 9.92%,13.26%,7e215e
23029,7.64%, 48.55%, 40.91%, 8.80%,10.540000000000001%,7b1a68
23031,4.62%, 46.31%, 41.69%, 10.57%,12.01%,761e6a
24001,16.98%, 55.62%, 38.65%, 4.72%,5.7299999999999995%,8d0e62
24003,14.18%, 52.76%, 38.58%, 7.61%,8.67%,861662
24005,4.00%, 47.33%, 43.33%, 8.25%,9.34%,78176e
24009,6.39%, 50.05%, 43.65%, 5.43%,6.3%,7f106f
24011,11.07%, 52.95%, 41.88%, 4.30%,5.17%,870d6a
24013,28.74%, 60.29%, 31.55%, 6.81%,8.16%,991450
24015,9.21%, 51.33%, 42.12%, 5.50%,6.5600000000000005%,82106b
24017,13.26%, 53.62%, 40.36%, 5.24%,6.03%,880f66
24019,2.39%, 48.91%, 46.52%, 3.41%,4.57%,7c0b76
24021,21.48%, 56.31%, 34.83%, 7.39%,8.86%,8f1658
24023,32.38%, 64.07%, 31.69%, 3.16%,4.24%,a30a50
24025,13.10%, 52.44%, 39.34%, 7.38%,8.209999999999999%,851464
24027,6.92%, 47.04%, 40.12%, 11.68%,12.84%,772066
24029,1.54%, 45.83%, 47.37%, 5.89%,6.81%,741178
24031,7.40%, 47.16%, 39.76%, 12.30%,13.08%,782165
24033,10.20%, 40.71%, 50.91%, 7.51%,8.379999999999999%,671581
24035,10.20%, 52.12%, 41.92%, 5.27%,5.959999999999999%,840f6a
24037,9.30%, 51.49%, 42.18%, 5.56%,6.33%,83106b
24039,0.43%, 47.74%, 48.18%, 3.10%,4.08%,790a7a
24041,19.13%, 56.43%, 37.30%, 5.32%,6.2700000000000005%,8f0f5f
24043,22.47%, 58.60%, 36.12%, 4.32%,5.28%,950d5c
24045,8.21%, 51.26%, 43.05%, 4.99%,5.69%,820e6d
24047,11.40%, 52.38%, 40.98%, 5.72%,6.63%,851068
24510,50.61%, 21.87%, 72.48%, 4.95%,5.65%,370eb8
