id,margin,reagan,carter,other,anderson,hex_color
13059,12.19%, 40.68%, 52.86%, 5.33%,6.47%,671086
13061,47.78%, 25.46%, 73.25%,-,1.29%,4003ba
13063,4.26%, 50.35%, 46.10%, 2.43%,3.5500000000000003%,800975
13065,43.56%, 27.52%, 71.08%,-,1.39%,4603b5
13067,13.38%, 54.25%, 40.87%, 3.37%,4.890000000000001%,8a0c68
13069,23.24%, 37.74%, 60.99%,-,1.27%,60039b
13071,19.41%, 39.62%, 59.03%,-,1.36%,650396
13073,8.02%, 52.71%, 44.69%, 2.08%,2.6%,860671
13075,34.55%, 32.25%, 66.80%,-,0.95%,5202aa
13077,11.68%, 42.99%, 54.66%,-,2.35%,6d058b
13079,43.41%, 27.03%, 70.44%,-,2.53%,4406b3
13081,28.84%, 34.80%, 63.64%,-,1.55%,5803a2
13083,9.65%, 53.81%, 44.16%,-,2.04%,890570
13085,18.67%, 39.68%, 58.36%,-,1.96%,650494
13087,5.17%, 46.76%, 51.93%,-,1.31%,770384
13089,4.68%, 44.74%, 49.43%, 4.33%,5.83%,720e7e
13091,45.19%, 26.64%, 71.83%,-,1.53%,4303b7
13093,36.58%, 30.93%, 67.50%,-,1.57%,4e04ac
13095,2.65%, 47.82%, 50.46%,-,1.72%,790480
13097,0.97%, 48.78%, 47.81%, 2.14%,3.42%,7c0879
13099,15.54%, 41.77%, 57.31%,-,0.92%,6a0292
13101,32.69%, 33.08%, 65.77%,-,1.15%,5402a7
13103,4.74%, 47.02%, 51.76%,-,1.23%,770383
13105,33.77%, 32.45%, 66.23%,-,1.32%,5203a8
13107,28.35%, 35.18%, 63.53%,-,1.3%,5903a2
13109,14.21%, 42.33%, 56.54%,-,1.13%,6b0290
13111,11.49%, 54.83%, 43.34%,-,1.84%,8b046e
13113,24.20%, 60.20%, 36.00%, 2.58%,3.79%,99095b
13115,19.03%, 39.07%, 58.10%,-,2.82%,630794
13117,15.10%, 40.81%, 55.91%, 2.07%,3.29%,68088e
13119,43.17%, 27.96%, 71.13%,-,0.91%,4702b5
13121,27.94%, 33.68%, 61.62%, 3.50%,4.71%,550c9d
13123,1.68%, 47.83%, 49.50%,-,2.67%,79067e
13125,9.14%, 44.82%, 53.95%,-,1.23%,720389
13127,2.15%, 47.54%, 49.69%,-,2.76%,79077e
13129,24.49%, 36.37%, 60.86%,-,2.76%,5c079b
13131,19.64%, 39.44%, 59.08%,-,1.49%,640396
13133,45.06%, 26.90%, 71.96%,-,1.15%,4402b7
13135,10.16%, 52.84%, 42.68%, 2.91%,4.49%,860b6c
13137,32.00%, 32.80%, 64.80%,-,2.4%,5306a5
13139,21.27%, 37.81%, 59.08%, 2.26%,3.11%,600796
13141,58.10%, 20.40%, 78.50%,-,1.1%,3402c8
13143,23.10%, 37.40%, 60.50%,-,2.1%,5f059a
13145,16.31%, 40.49%, 56.80%, 2.02%,2.71%,670690
13147,47.66%, 25.37%, 73.03%,-,1.59%,4004ba
13149,20.72%, 38.33%, 59.05%,-,2.63%,610696
13151,2.74%, 47.27%, 50.01%,-,2.72%,78067f
13153,9.23%, 43.51%, 52.74%, 2.59%,3.7399999999999998%,6e0986
13155,18.96%, 40.12%, 59.08%,-,0.8%,660296
13157,34.28%, 31.79%, 66.07%,-,2.14%,5105a8
13159,26.85%, 35.39%, 62.24%,-,2.38%,5a069e
13161,26.22%, 35.97%, 62.19%,-,1.84%,5b049e
13163,34.15%, 32.24%, 66.39%,-,1.37%,5203a9
13165,32.41%, 33.05%, 65.46%,-,1.48%,5403a6
13167,24.13%, 37.07%, 61.21%,-,1.72%,5e049c
13169,27.03%, 35.02%, 62.05%, 2.15%,2.94%,59079e
13171,30.17%, 33.91%, 64.08%,-,2.01%,5605a3
13173,40.27%, 29.30%, 69.58%,-,1.12%,4a02b1
13175,27.69%, 35.07%, 62.76%,-,2.16%,5905a0
13177,7.43%, 53.05%, 45.62%,-,1.34%,870374
13179,34.00%, 32.18%, 66.18%,-,1.64%,5204a8
13181,33.24%, 33.03%, 66.27%,-,0.7%,5401a8
13183,39.47%, 29.49%, 68.96%,-,1.55%,4b03af
13185,4.90%, 51.29%, 46.38%,-,2.33%,820576
13187,30.05%, 33.19%, 63.24%, 2.69%,3.57%,5409a1
13189,15.78%, 41.17%, 56.95%,-,1.88%,680491
13191,40.28%, 28.73%, 69.01%,-,2.26%,4905af
13193,53.56%, 22.47%, 76.02%,-,1.51%,3903c1
13195,12.03%, 43.14%, 55.17%,-,1.68%,6e048c
13197,34.24%, 31.98%, 66.22%,-,1.8%,5104a8
13199,35.11%, 31.66%, 66.77%,-,1.57%,5004aa
13201,11.06%, 43.84%, 54.90%,-,1.27%,6f038b
13205,22.80%, 38.10%, 60.89%,-,1.01%,61029b
13207,33.68%, 32.18%, 65.85%,-,1.97%,5205a7
13209,27.08%, 35.91%, 62.99%,-,1.1%,5b02a0
13211,25.96%, 36.04%, 62.00%,-,1.96%,5b049e
13213,33.10%, 32.72%, 65.82%,-,1.47%,5303a7
13215,20.39%, 38.42%, 58.82%, 2.05%,2.76%,610795
13217,26.56%, 35.40%, 61.96%,-,2.64%,5a069d
13219,1.74%, 47.29%, 49.03%, 2.43%,3.6900000000000004%,78097d
13221,14.85%, 41.56%, 56.41%,-,2.03%,69058f
13223,23.86%, 36.87%, 60.72%,-,2.41%,5e069a
13225,34.29%, 31.76%, 66.05%,-,2.19%,5005a8
13227,18.30%, 39.54%, 57.84%,-,2.62%,640693
13229,29.85%, 34.41%, 64.25%,-,1.34%,5703a3
13231,15.64%, 41.08%, 56.72%,-,2.2%,680590
13233,28.87%, 34.44%, 63.31%,-,2.24%,5705a1
13235,26.11%, 35.67%, 61.79%,-,2.54%,5a069d
13237,24.71%, 36.70%, 61.41%,-,1.89%,5d049c
13239,41.70%, 28.67%, 70.37%,-,0.96%,4902b3
13241,35.97%, 30.62%, 66.58%,-,2.8%,4e07a9
13243,35.80%, 32.05%, 67.85%,-,0.11%,5100ad
13245,10.00%, 43.72%, 53.72%,-,2.56%,6f0688
13247,8.99%, 52.65%, 43.66%, 2.18%,3.7%,86096f
13249,14.75%, 41.75%, 56.50%,-,1.75%,6a0490
13251,17.11%, 40.67%, 57.78%,-,1.56%,670393
13253,23.06%, 38.04%, 61.10%,-,0.85%,61029b
13255,19.20%, 39.00%, 58.19%, 2.01%,2.8%,630794
13257,37.12%, 30.56%, 67.68%,-,1.76%,4d04ac
13259,39.72%, 29.28%, 69.00%,-,1.72%,4a04af
13261,24.80%, 36.69%, 61.49%,-,1.82%,5d049c
13263,47.39%, 25.50%, 72.89%,-,1.6%,4104b9
13265,41.93%, 28.30%, 70.23%,-,1.47%,4803b3
13267,15.63%, 41.62%, 57.26%,-,1.12%,6a0292
13269,38.18%, 30.21%, 68.38%,-,1.41%,4d03ae
13271,38.75%, 29.76%, 68.51%,-,1.73%,4b04ae
13273,18.48%, 40.29%, 58.77%,-,0.94%,660295
13275,13.79%, 42.26%, 56.05%,-,1.69%,6b048e
13277,16.11%, 40.89%, 56.99%,-,2.12%,680591
13279,6.78%, 45.75%, 52.53%,-,1.73%,740485
13281,1.14%, 48.12%, 49.27%,-,2.61%,7a067d
13283,31.89%, 33.33%, 65.22%,-,1.45%,5403a6
13285,17.26%, 40.20%, 57.46%,-,2.35%,660592
13287,37.38%, 30.74%, 68.13%,-,1.13%,4e02ad
13289,49.19%, 25.07%, 74.26%,-,0.67%,3f01bd
13291,4.65%, 46.69%, 51.34%,-,1.96%,770482
13293,25.21%, 36.52%, 61.73%,-,1.76%,5d049d
13295,1.97%, 50.16%, 48.18%,-,1.66%,7f047a
13297,26.11%, 35.85%, 61.96%,-,2.19%,5b059d
13299,25.57%, 36.65%, 62.22%,-,1.13%,5d029e
13301,31.80%, 33.56%, 65.36%,-,1.08%,5502a6
13303,30.39%, 33.97%, 64.35%,-,1.68%,5604a4
13305,26.47%, 35.94%, 62.42%,-,1.64%,5b049f
13307,31.49%, 33.19%, 64.68%,-,2.13%,5405a4
13309,47.99%, 25.16%, 73.15%,-,1.69%,4004ba
13311,25.62%, 35.75%, 61.36%,-,2.89%,5b079c
13313,20.00%, 38.96%, 58.95%,-,2.09%,630596
13315,36.24%, 31.44%, 67.68%,-,0.87%,5002ac
13317,31.41%, 33.45%, 64.86%,-,1.68%,5504a5
13319,35.36%, 31.60%, 66.96%,-,1.44%,5003aa
13321,10.46%, 44.22%, 54.68%,-,1.11%,70028b
15001,9.43%, 39.73%, 49.16%, 8.62%,11.11%,651c7d
15003,1.39%, 44.27%, 42.88%, 11.26%,12.86%,70206d
15005,0%,-,-,-,0.0%,000000
15007,19.24%, 35.39%, 54.64%, 8.13%,9.97%,5a198b
15009,8.99%, 40.23%, 49.22%, 8.69%,10.559999999999999%,661a7d
16001,39.15%, 63.79%, 24.64%, 9.23%,9.41%,a2173e
16003,31.58%, 62.68%, 31.10%, 4.64%,6.22%,9f0f4f
16005,32.95%, 61.88%, 28.93%, 6.35%,6.6%,9d1049
16007,68.21%, 82.45%, 14.24%,-,3.31%,d20824
16009,19.50%, 54.89%, 35.39%, 7.44%,7.54%,8b135a
16011,57.13%, 76.07%, 18.94%, 3.16%,4.99%,c10c30
16013,15.84%, 49.12%, 33.28%, 14.02%,14.2%,7d2454
16015,33.37%, 61.43%, 28.06%, 5.96%,6.12%,9c0f47
16017,22.34%, 56.34%, 34.00%, 7.37%,7.5600000000000005%,8f1356
16019,61.70%, 77.55%, 15.85%, 4.25%,4.45%,c50b28
16021,28.49%, 59.44%, 30.94%, 6.40%,6.6000000000000005%,97104e
16023,48.22%, 72.24%, 24.02%,-,3.74%,b8093d
16025,40.57%, 67.92%, 27.36%, 3.02%,4.72%,ad0c45
16027,42.21%, 67.68%, 25.47%, 4.99%,6.8500000000000005%,ac1140
16029,70.73%, 83.09%, 12.36%, 2.72%,4.54%,d30b1f
16031,62.26%, 78.84%, 16.58%, 2.57%,4.59%,c90b2a
16033,60.46%, 78.47%, 18.01%, 2.28%,3.5199999999999996%,c8082d
16035,11.10%, 50.49%, 39.38%, 6.75%,7.14%,801264
16037,52.58%, 73.50%, 20.93%, 3.36%,3.4699999999999998%,bb0835
16039,36.28%, 64.87%, 28.59%, 5.05%,6.54%,a51048
16041,73.42%, 85.31%, 11.88%,-,2.81%,d9071e
16043,61.70%, 79.33%, 17.63%, 2.06%,3.05%,ca072c
16045,37.60%, 65.77%, 28.17%, 3.81%,6.0600000000000005%,a70f47
16047,42.42%, 68.43%, 26.01%, 3.83%,5.57%,ae0e42
16049,33.18%, 62.56%, 29.38%, 5.78%,8.06%,9f144a
16051,72.51%, 84.52%, 12.02%,-,3.46%,d7081e
16053,54.25%, 74.90%, 20.65%, 2.69%,4.46%,be0b34
16055,35.30%, 63.25%, 27.95%, 6.72%,8.8%,a11647
16057,12.96%, 46.78%, 33.82%, 16.55%,16.78%,772a56
16059,50.07%, 71.53%, 21.47%, 4.51%,4.7%,b60b36
16061,15.29%, 53.00%, 37.70%, 7.79%,9.3%,871760
16063,44.44%, 69.12%, 24.68%, 4.43%,6.1899999999999995%,b00f3e
16065,78.59%, 88.41%, 9.82%,-,1.77%,e10419
16067,53.45%, 74.22%, 20.77%, 3.20%,5.01%,bd0c34
16069,5.91%, 47.61%, 41.70%, 8.54%,10.7%,791b6a
16071,52.13%, 74.16%, 22.03%, 2.54%,3.81%,bd0938
16073,48.57%, 71.88%, 23.31%, 2.96%,4.8100000000000005%,b70c3b
16075,39.92%, 67.14%, 27.23%, 3.77%,5.63%,ab0e45
16077,47.98%, 71.11%, 23.13%, 3.79%,5.76%,b50e3a
16079,11.62%, 52.04%, 40.42%, 5.30%,7.54%,841367
16081,51.42%, 72.78%, 21.35%, 3.97%,5.87%,b90e36
16083,53.10%, 73.50%, 20.39%, 4.12%,6.11%,bb0f33
16085,34.08%, 62.38%, 28.30%, 7.49%,9.32%,9f1748
16087,32.58%, 63.58%, 30.99%, 3.75%,5.43%,a20d4f
17001,28.94%, 62.17%, 33.23%, 3.77%,4.61%,9e0b54
17003,4.84%, 46.67%, 51.51%,-,1.81%,770483
17005,20.76%, 58.39%, 37.63%, 3.24%,3.9800000000000004%,940a5f
17007,30.33%, 57.66%, 27.34%, 13.59%,15.0%,932645
17009,26.37%, 61.66%, 35.29%, 2.19%,3.04%,9d0759
17011,30.83%, 61.79%, 30.95%, 5.88%,7.26%,9d124e
17013,13.23%, 54.96%, 41.73%, 2.63%,3.32%,8c086a
17015,36.52%, 63.37%, 26.85%, 8.79%,9.79%,a11844
17017,21.00%, 58.57%, 37.56%, 2.94%,3.87%,95095f
17019,18.84%, 50.99%, 32.16%, 15.26%,16.85%,822a52
17021,13.38%, 54.69%, 41.31%, 3.11%,4.0%,8b0a69
17023,30.24%, 63.19%, 32.94%, 2.80%,3.86%,a10953
17025,25.60%, 61.20%, 35.60%, 2.57%,3.19%,9c085a
17027,29.65%, 62.53%, 32.88%, 3.88%,4.58%,9f0b53
17029,25.40%, 58.02%, 32.62%, 8.35%,9.36%,931753
17031,12.39%, 39.60%, 51.99%, 6.92%,8.41%,641584
17033,25.97%, 60.70%, 34.73%, 3.51%,4.57%,9a0b58
17035,23.96%, 59.73%, 35.77%, 3.59%,4.5%,980b5b
17037,24.56%, 53.91%, 29.35%, 14.91%,16.740000000000002%,892a4a
17039,32.49%, 63.29%, 30.80%, 5.01%,5.91%,a10f4e
17041,33.35%, 64.26%, 30.91%, 4.15%,4.83%,a30c4e
17043,39.80%, 64.02%, 24.23%, 10.47%,11.75%,a31d3d
17045,30.86%, 63.14%, 32.28%, 3.80%,4.58%,a10b52
17047,40.39%, 68.14%, 27.75%, 3.15%,4.109999999999999%,ad0a46
17049,35.31%, 65.93%, 30.63%, 2.85%,3.44%,a8084e
17051,27.95%, 62.67%, 34.72%, 2.20%,2.6%,9f0658
17053,44.65%, 69.64%, 24.99%, 4.55%,5.37%,b10d3f
17055,1.54%, 49.01%, 47.47%, 2.81%,3.5300000000000002%,7c0979
17057,14.95%, 54.42%, 39.46%, 4.42%,6.12%,8a0f64
17059,0.63%, 49.05%, 48.41%, 2.25%,2.54%,7d067b
17061,22.71%, 59.33%, 36.62%, 3.09%,4.06%,970a5d
17063,33.53%, 63.59%, 30.07%, 5.31%,6.34%,a2104c
17065,23.17%, 59.64%, 36.47%, 3.13%,3.88%,98095c
17067,29.05%, 62.32%, 33.27%, 3.62%,4.4%,9e0b54
17069,13.07%, 55.27%, 42.20%,-,2.54%,8c066b
17071,19.64%, 57.54%, 37.89%, 3.37%,4.57%,920b60
17073,26.97%, 59.93%, 32.95%, 5.95%,7.12%,981254
17075,51.45%, 73.38%, 21.94%, 3.86%,4.68%,bb0b37
17077,0.90%, 44.08%, 43.19%, 10.60%,12.73%,70206e
17079,30.33%, 63.22%, 32.89%, 2.80%,3.8899999999999997%,a10953
17081,13.53%, 54.91%, 41.38%, 3.10%,3.72%,8c0969
17083,21.61%, 58.61%, 36.99%, 3.49%,4.390000000000001%,950b5e
17085,27.96%, 57.81%, 29.85%, 10.96%,12.34%,931f4c
17087,33.04%, 65.49%, 32.45%,-,2.07%,a60552
17089,33.81%, 61.77%, 27.96%, 8.84%,10.27%,9d1a47
17091,22.47%, 58.25%, 35.78%, 4.41%,5.96%,940f5b
17093,48.06%, 69.99%, 21.94%, 6.83%,8.07%,b21437
17095,23.51%, 56.90%, 33.40%, 7.90%,9.71%,911855
17097,29.16%, 58.45%, 29.29%, 10.75%,12.26%,951f4a
17099,21.96%, 57.12%, 35.16%, 6.36%,7.73%,911359
17101,18.11%, 56.68%, 38.57%, 3.73%,4.75%,900c62
17103,53.14%, 73.67%, 20.53%, 5.06%,5.8%,bb0e34
17105,44.18%, 68.62%, 24.44%, 5.83%,6.95%,ae113e
17107,40.13%, 67.39%, 27.26%, 4.52%,5.35%,ab0d45
17109,33.60%, 61.66%, 28.06%, 8.43%,10.29%,9d1a47
17111,41.37%, 64.95%, 23.58%, 9.52%,11.459999999999999%,a51d3c
17113,33.53%, 61.13%, 27.60%, 10.08%,11.27%,9b1c46
17115,11.07%, 52.45%, 41.38%, 5.20%,6.18%,850f69
17117,13.49%, 54.27%, 40.78%, 4.03%,4.95%,8a0c67
17119,7.29%, 51.10%, 43.81%, 4.20%,5.1000000000000005%,820d6f
17121,21.30%, 58.73%, 37.42%, 3.04%,3.85%,95095f
17123,36.45%, 64.80%, 28.36%, 5.01%,6.84%,a51148
17125,25.53%, 60.37%, 34.84%, 3.47%,4.800000000000001%,990c58
17127,20.12%, 58.91%, 38.79%,-,2.3%,960562
17129,36.74%, 65.45%, 28.71%, 4.95%,5.84%,a60e49
17131,19.47%, 56.18%, 36.71%, 5.90%,7.11%,8f125d
17133,32.18%, 63.63%, 31.45%, 4.08%,4.92%,a20c50
17135,20.93%, 58.04%, 37.11%, 3.96%,4.84%,940c5e
17137,28.96%, 61.22%, 32.26%, 5.30%,6.52%,9c1052
17139,18.88%, 56.73%, 37.85%, 4.54%,5.42%,900d60
17141,44.86%, 66.41%, 21.55%, 10.82%,12.030000000000001%,a91e36
17143,23.40%, 57.26%, 33.86%, 7.39%,8.89%,921656
17145,14.62%, 55.49%, 40.88%, 3.01%,3.63%,8d0968
17147,31.29%, 62.25%, 30.97%, 5.72%,6.779999999999999%,9e114e
17149,17.16%, 56.63%, 39.47%, 3.24%,3.9000000000000004%,900964
17151,25.30%, 61.14%, 35.85%, 2.36%,3.01%,9b075b
17153,3.12%, 50.82%, 47.69%,-,1.49%,810379
17155,23.46%, 57.38%, 33.92%, 6.88%,8.7%,921656
17157,17.80%, 56.86%, 39.06%, 3.32%,4.08%,900a63
17159,34.19%, 64.50%, 30.31%, 4.41%,5.2%,a40d4d
17161,6.61%, 48.47%, 41.86%, 8.11%,9.68%,7b186a
17163,3.96%, 45.76%, 49.71%, 3.85%,4.53%,740b7e
17165,11.11%, 53.95%, 42.84%, 2.42%,3.2%,89086d
17167,23.50%, 57.95%, 34.45%, 6.38%,7.59%,931357
17169,30.36%, 62.76%, 32.40%, 3.48%,4.85%,a00c52
17171,34.48%, 65.42%, 30.93%, 2.63%,3.65%,a6094e
17173,22.52%, 59.12%, 36.61%, 3.50%,4.27%,960a5d
17175,45.92%, 69.76%, 23.85%, 4.35%,6.39%,b1103c
17177,22.48%, 52.87%, 30.39%, 15.43%,16.75%,862a4d
17179,32.87%, 62.84%, 29.97%, 5.68%,7.1899999999999995%,a0124c
17181,6.02%, 50.81%, 44.79%, 3.45%,4.4%,810b72
17183,20.42%, 57.07%, 36.64%, 5.33%,6.29%,91105d
17185,27.34%, 61.18%, 33.84%, 3.94%,4.99%,9c0c56
17187,32.09%, 62.47%, 30.38%, 5.39%,7.14%,9f124d
17189,41.17%, 68.98%, 27.80%, 2.64%,3.22%,af0846
17191,28.83%, 62.92%, 34.09%, 2.32%,2.9899999999999998%,a00756
17193,20.02%, 58.19%, 38.17%, 3.02%,3.64%,940961
17195,39.13%, 66.72%, 27.59%, 4.77%,5.699999999999999%,aa0e46
17197,22.65%, 57.44%, 34.79%, 6.51%,7.77%,921358
17199,14.00%, 55.10%, 41.10%, 3.02%,3.8%,8c0968
17201,15.64%, 46.46%, 30.82%, 21.50%,22.72%,76394e
17203,47.41%, 70.68%, 23.26%, 4.66%,6.0600000000000005%,b40f3b
18001,14.15%, 53.16%, 39.01%, 6.40%,7.82%,871363
18003,25.87%, 57.63%, 31.76%, 8.72%,10.600000000000001%,921b50
18005,24.25%, 58.58%, 34.33%, 5.95%,7.1%,951257
18007,33.63%, 64.26%, 30.63%, 3.77%,5.12%,a30d4e
18009,12.36%, 53.14%, 40.77%, 4.33%,6.09%,870f67
18011,37.51%, 66.11%, 28.60%, 4.29%,5.29%,a80d48
18013,16.44%, 54.51%, 38.06%, 4.48%,7.430000000000001%,8b1261
18015,26.39%, 60.49%, 34.10%, 3.89%,5.42%,9a0d56
18017,30.98%, 62.93%, 31.95%, 3.81%,5.12%,a00d51
18019,4.40%, 49.74%, 45.34%, 3.53%,4.92%,7e0c73
18021,22.16%, 59.09%, 36.94%, 2.63%,3.9699999999999998%,960a5e
18023,20.77%, 58.43%, 37.66%, 3.06%,3.91%,940960
18025,8.72%, 52.51%, 43.79%, 2.55%,3.6999999999999997%,85096f
18027,25.71%, 60.89%, 35.18%, 2.99%,3.93%,9b0a59
18029,17.60%, 56.36%, 38.76%, 3.50%,4.88%,8f0c62
18031,21.84%, 58.48%, 36.64%, 3.79%,4.890000000000001%,950c5d
18033,21.33%, 56.53%, 35.20%, 6.33%,8.27%,901559
18035,14.09%, 53.83%, 39.74%, 5.21%,6.42%,891065
18037,0.53%, 47.46%, 46.93%, 4.05%,5.609999999999999%,790e77
18039,31.02%, 61.40%, 30.38%, 6.65%,8.23%,9c144d
18041,15.84%, 55.94%, 40.10%, 2.73%,3.95%,8e0a66
18043,3.59%, 48.91%, 45.33%, 4.11%,5.76%,7c0e73
18045,28.73%, 62.18%, 33.45%, 3.29%,4.37%,9e0b55
18047,22.30%, 59.10%, 36.80%, 3.04%,4.1%,960a5d
18049,30.59%, 62.53%, 31.94%, 4.00%,5.52%,9f0e51
18051,5.33%, 50.32%, 44.99%, 3.89%,4.69%,800b72
18053,28.11%, 61.72%, 33.61%, 3.37%,4.66%,9d0b55
18055,10.11%, 52.86%, 42.75%, 2.12%,4.390000000000001%,860b6d
18057,54.30%, 74.22%, 19.92%, 4.91%,5.86%,bd0e32
18059,38.42%, 66.67%, 28.25%, 4.11%,5.07%,aa0c48
18061,12.26%, 54.23%, 41.96%, 2.94%,3.81%,8a096a
18063,42.52%, 68.88%, 26.36%, 3.73%,4.76%,af0c43
18065,24.05%, 60.03%, 35.98%, 2.65%,3.99%,990a5b
18067,23.27%, 59.24%, 35.97%, 3.69%,4.8%,970c5b
18069,25.61%, 59.59%, 33.98%, 5.17%,6.43%,971056
18071,15.54%, 55.85%, 40.30%, 2.70%,3.85%,8e0966
18073,40.66%, 68.09%, 27.43%, 3.05%,4.4799999999999995%,ad0b45
18075,22.73%, 58.06%, 35.33%, 5.25%,6.62%,94105a
18077,10.20%, 52.20%, 42.00%, 3.64%,5.800000000000001%,850e6b
18079,15.95%, 55.98%, 40.02%, 2.86%,4.0%,8e0a66
18081,38.35%, 66.34%, 27.99%, 4.47%,5.67%,a90e47
18083,11.98%, 53.57%, 41.59%, 3.28%,4.84%,880c6a
18085,43.77%, 68.78%, 25.01%, 5.12%,6.220000000000001%,af0f3f
18087,31.75%, 62.49%, 30.74%, 5.53%,6.76%,9f114e
18089,2.77%, 46.02%, 48.78%, 3.99%,5.2%,750d7c
18091,17.36%, 55.32%, 37.96%, 5.13%,6.73%,8d1160
18093,29.02%, 62.71%, 33.68%, 2.20%,3.6100000000000003%,9f0955
18095,19.37%, 57.31%, 37.93%, 3.85%,4.76%,920c60
18097,13.55%, 53.67%, 40.13%, 5.00%,6.2%,880f66
18099,31.05%, 62.21%, 31.16%, 5.09%,6.63%,9e104f
18101,10.43%, 53.33%, 42.90%, 2.58%,3.77%,87096d
18103,26.18%, 60.63%, 34.44%, 3.55%,4.93%,9a0c57
18105,13.33%, 49.42%, 36.09%, 10.63%,12.39%,7e1f5c
18107,38.73%, 66.61%, 27.87%, 4.17%,5.52%,a90e47
18109,40.55%, 68.53%, 27.98%, 2.56%,3.49%,ae0847
18111,38.19%, 66.81%, 28.61%, 3.37%,4.58%,aa0b48
18113,21.86%, 57.40%, 35.54%, 5.64%,7.06%,92125a
18115,7.85%, 52.23%, 44.38%, 2.36%,3.3899999999999997%,850871
18117,21.56%, 59.28%, 37.72%, 2.11%,3.0%,970760
18119,21.04%, 58.47%, 37.43%, 3.03%,4.109999999999999%,950a5f
18121,29.57%, 62.82%, 33.25%, 2.65%,3.94%,a00a54
18123,2.01%, 45.94%, 47.95%, 4.73%,6.1000000000000005%,750f7a
18125,0.04%, 48.09%, 48.13%, 2.73%,3.7800000000000002%,7a097a
18127,36.71%, 64.20%, 27.49%, 6.54%,8.32%,a31546
18129,14.36%, 53.69%, 39.33%, 5.87%,6.98%,881164
18131,28.91%, 62.06%, 33.15%, 2.77%,4.779999999999999%,9e0c54
18133,26.34%, 60.35%, 34.01%, 4.26%,5.63%,990e56
18135,30.16%, 62.65%, 32.49%, 3.44%,4.87%,9f0c52
18137,17.08%, 56.39%, 39.30%, 2.96%,4.3100000000000005%,8f0a64
18139,32.50%, 64.29%, 31.79%, 2.98%,3.91%,a30951
18141,6.20%, 49.08%, 42.88%, 6.75%,8.04%,7d146d
18143,3.57%, 46.83%, 50.40%,-,2.77%,770780
18145,27.03%, 61.20%, 34.17%, 3.58%,4.62%,9c0b57
18147,11.65%, 54.45%, 42.79%, 2.02%,2.76%,8a076d
18149,15.59%, 55.27%, 39.68%, 3.26%,5.05%,8c0c65
18151,34.01%, 62.94%, 28.93%, 6.68%,8.12%,a01449
18153,1.43%, 49.05%, 47.62%, 2.33%,3.33%,7d0879
18155,3.57%, 47.14%, 50.71%,-,2.14%,780581
18157,26.72%, 56.92%, 30.20%, 10.61%,12.889999999999999%,91204d
18159,32.25%, 63.81%, 31.56%, 3.53%,4.63%,a20b50
18161,31.22%, 63.53%, 32.30%, 3.31%,4.17%,a20a52
18163,8.90%, 51.07%, 42.17%, 5.85%,6.77%,82116b
18165,4.79%, 49.94%, 45.15%, 3.20%,4.9%,7f0c73
18167,10.47%, 51.87%, 41.40%, 5.34%,6.7299999999999995%,841169
18169,28.66%, 60.82%, 32.15%, 5.55%,7.029999999999999%,9b1151
18171,33.15%, 64.11%, 30.96%, 3.49%,4.93%,a30c4e
18173,11.08%, 52.39%, 41.31%, 5.37%,6.3%,851069
18175,16.90%, 56.30%, 39.40%, 2.05%,4.3%,8f0a64
18177,26.32%, 60.53%, 34.22%, 4.19%,5.25%,9a0d57
18179,20.14%, 56.14%, 36.00%, 6.86%,7.86%,8f145b
18181,34.56%, 64.48%, 29.91%, 4.29%,5.61%,a40e4c
18183,20.66%, 55.74%, 35.08%, 7.24%,9.19%,8e1759
19001,29.15%, 60.16%, 31.01%, 7.59%,8.83%,99164f
19003,28.12%, 59.62%, 31.50%, 7.17%,8.879999999999999%,981650
19005,27.79%, 60.73%, 32.95%, 5.21%,6.32%,9a1054
19007,11.52%, 52.68%, 41.16%, 5.25%,6.17%,860f68
19009,22.44%, 57.96%, 35.52%, 5.77%,6.529999999999999%,93105a
19011,10.40%, 50.11%, 39.71%, 8.91%,10.18%,7f1965
19013,3.43%, 46.49%, 43.07%, 9.18%,10.44%,761a6d
19015,5.01%, 47.42%, 42.41%, 8.94%,10.16%,78196c
19017,28.09%, 59.25%, 31.16%, 8.57%,9.59%,97184f
19019,15.24%, 53.50%, 38.26%, 7.31%,8.23%,881461
19021,18.64%, 54.49%, 35.84%, 7.97%,9.68%,8a185b
19023,38.18%, 65.90%, 27.73%, 5.46%,6.37%,a81046
19025,23.44%, 57.41%, 33.98%, 6.43%,8.61%,921556
19027,11.63%, 51.53%, 39.90%, 7.56%,8.58%,831565
19029,39.56%, 66.34%, 26.78%, 5.85%,6.88%,a91144
19031,23.20%, 56.41%, 33.21%, 8.94%,10.389999999999999%,8f1a54
19033,8.00%, 49.01%, 41.02%, 8.87%,9.969999999999999%,7c1968
19035,18.24%, 54.49%, 36.25%, 7.99%,9.26%,8a175c
19037,13.37%, 52.86%, 39.49%, 6.73%,7.66%,861364
19039,18.23%, 54.88%, 36.65%, 7.04%,8.47%,8b155d
19041,14.83%, 51.11%, 36.27%, 11.31%,12.620000000000001%,82205c
19043,19.75%, 55.56%, 35.81%, 7.27%,8.629999999999999%,8d165b
19045,13.20%, 51.66%, 38.47%, 8.49%,9.870000000000001%,831962
19047,29.78%, 61.02%, 31.24%, 6.36%,7.73%,9b134f
