id,margin,ford,carter,other
31021,28.61%, 63.27%, 34.66%, 2.07%
31023,12.36%, 42.36%, 54.72%, 2.93%
31025,8.43%, 53.31%, 44.88%, 1.81%
31027,3.99%, 50.74%, 46.74%, 2.52%
31029,21.73%, 59.16%, 37.43%, 3.41%
31031,40.44%, 68.83%, 28.38%, 2.79%
31033,15.30%, 56.39%, 41.09%, 2.52%
31035,23.90%, 60.87%, 36.97%, 2.16%
31037,16.93%, 57.34%, 40.41%, 2.26%
31039,40.41%, 69.19%, 28.78%, 2.03%
31041,31.58%, 63.72%, 32.15%, 4.13%
31043,6.79%, 52.67%, 45.89%, 1.44%
31045,29.67%, 62.56%, 32.89%, 2.23%
31047,37.80%, 67.79%, 29.99%, 2.22%
31049,31.74%, 65.16%, 33.42%, 1.43%
31051,20.82%, 59.35%, 38.53%, 2.13%
31053,25.54%, 62.03%, 36.48%, 1.49%
31055,19.74%, 58.73%, 38.99%, 2.28%
31057,25.10%, 61.28%, 36.18%, 2.53%
31059,16.59%, 57.15%, 40.56%, 2.29%
31061,10.59%, 54.09%, 43.50%, 2.40%
31063,24.83%, 60.80%, 35.96%, 3.24%
31065,23.39%, 60.21%, 36.82%, 2.96%
31067,7.00%, 52.54%, 45.54%, 1.92%
31069,33.50%, 64.36%, 30.86%, 2.36%
31071,34.17%, 64.76%, 30.60%, 1.25%
31073,31.91%, 64.82%, 32.90%, 2.28%
31075,44.39%, 70.40%, 26.01%, 3.59%
31077,5.27%, 46.05%, 51.32%, 2.63%
31079,27.93%, 62.90%, 34.96%, 2.14%
31081,33.48%, 65.46%, 31.98%, 2.56%
31083,19.78%, 58.76%, 38.98%, 2.26%
31085,20.72%, 59.14%, 38.42%, 2.45%
31087,6.47%, 51.85%, 45.38%, 0.75%
31089,31.03%, 64.21%, 33.18%, 2.61%
31091,53.40%, 76.35%, 22.95%, 0.70%
31093,1.68%, 49.78%, 48.10%, 2.12%
31095,11.69%, 54.88%, 43.18%, 1.94%
31097,7.45%, 52.87%, 45.42%, 1.71%
31099,19.56%, 58.58%, 39.02%, 2.40%
31101,35.80%, 66.09%, 30.29%, 1.57%
31103,23.99%, 60.72%, 36.73%, 2.55%
31105,28.04%, 62.82%, 34.78%, 2.40%
31107,14.78%, 56.08%, 41.30%, 2.62%
31109,15.54%, 56.47%, 40.94%, 0.41%
31111,13.51%, 55.55%, 42.04%, 2.42%
31113,17.61%, 57.29%, 39.68%, 3.04%
31115,34.87%, 65.57%, 30.70%, 1.10%
31117,35.14%, 66.37%, 31.23%, 2.40%
31119,38.52%, 68.49%, 29.97%, 1.54%
31121,23.47%, 60.21%, 36.74%, 3.05%
31123,15.97%, 56.79%, 40.82%, 2.40%
31125,8.76%, 53.05%, 44.30%, 2.65%
31127,19.38%, 59.06%, 39.67%, 1.27%
31129,10.20%, 54.37%, 44.17%, 1.46%
31131,20.51%, 59.56%, 39.06%, 1.38%
31133,7.74%, 52.86%, 45.11%, 2.03%
31135,21.77%, 59.49%, 37.72%, 2.79%
31137,45.29%, 71.19%, 25.90%, 2.91%
31139,36.00%, 66.95%, 30.95%, 2.10%
31141,31.52%, 64.56%, 33.04%, 2.41%
31143,19.88%, 58.86%, 38.98%, 2.16%
31145,26.11%, 61.91%, 35.80%, 2.29%
31147,12.49%, 55.43%, 42.94%, 1.63%
31149,47.27%, 72.55%, 25.27%, 2.18%
31151,15.45%, 41.15%, 56.61%, 2.24%
31153,22.99%, 60.44%, 37.46%, 2.10%
31155,4.49%, 51.24%, 46.75%, 2.01%
31157,22.58%, 60.05%, 37.48%, 2.47%
31159,10.25%, 54.12%, 43.87%, 2.02%
31161,40.40%, 67.83%, 27.43%, 0.20%
31163,6.83%, 44.67%, 51.51%, 1.77%
31165,22.99%, 60.25%, 37.26%, 2.49%
31167,30.84%, 64.26%, 33.42%, 2.32%
31169,20.21%, 59.35%, 39.14%, 1.52%
31171,51.28%, 73.29%, 22.01%, 1.92%
31173,11.24%, 53.91%, 42.67%, 3.43%
31175,19.68%, 57.31%, 37.63%, 1.63%
31177,25.63%, 62.17%, 36.54%, 1.29%
31179,38.62%, 67.99%, 29.37%, 2.64%
31181,5.61%, 51.90%, 46.29%, 1.80%
31183,29.36%, 62.84%, 33.49%, 1.61%
31185,42.17%, 69.62%, 27.45%, 2.93%
32001,12.55%, 53.04%, 40.49%, 2.47%
32003,2.86%, 46.92%, 49.78%, 3.31%
32005,21.98%, 58.60%, 36.61%, 1.72%
32007,24.51%, 60.32%, 35.81%, 3.87%
32009,7.93%, 43.51%, 51.44%, 0.72%
32011,23.34%, 58.24%, 34.90%, 2.36%
32013,11.84%, 53.38%, 41.55%, 1.66%
32015,3.83%, 49.96%, 46.13%, 3.92%
32017,4.15%, 50.04%, 45.89%, 1.64%
32019,4.85%, 49.69%, 44.83%, 1.75%
32021,9.91%, 42.56%, 52.47%, 1.43%
32023,9.69%, 42.53%, 52.22%, 1.78%
32027,0.15%, 46.93%, 46.78%, 1.92%
32029,5.66%, 43.08%, 48.74%, 0.79%
32031,14.24%, 54.98%, 40.74%, 1.27%
32033,12.46%, 41.27%, 53.73%, 0.45%
32510,14.42%, 54.11%, 39.69%, 2.44%
33001,22.97%, 60.78%, 37.81%, 1.42%
33003,42.52%, 70.18%, 27.66%, 2.16%
33005,9.29%, 53.87%, 44.57%, 1.56%
33007,1.99%, 48.46%, 50.45%, 1.09%
33009,22.72%, 60.34%, 37.62%, 2.04%
33011,7.97%, 53.11%, 45.15%, 1.74%
33013,18.74%, 58.62%, 39.87%, 1.51%
33015,9.82%, 53.92%, 44.11%, 1.97%
33017,0.01%, 48.86%, 48.85%, 2.28%
33019,2.70%, 50.57%, 47.88%, 1.55%
34001,6.49%, 45.56%, 52.05%, 2.40%
34003,13.32%, 55.86%, 42.54%, 1.60%
34005,1.85%, 48.07%, 49.92%, 2.01%
34007,13.32%, 42.33%, 55.65%, 2.02%
34009,8.21%, 53.18%, 44.97%, 1.85%
34011,17.16%, 40.84%, 58.00%, 1.17%
34013,12.83%, 42.40%, 55.23%, 2.36%
34015,5.10%, 46.33%, 51.43%, 2.24%
34017,11.10%, 43.55%, 54.64%, 1.81%
34019,21.31%, 59.50%, 38.20%, 2.30%
34021,8.53%, 44.67%, 53.20%, 2.13%
34023,3.87%, 47.14%, 51.01%, 1.85%
34025,10.43%, 54.29%, 43.87%, 1.84%
34027,24.47%, 61.45%, 36.98%, 1.57%
34029,15.69%, 56.93%, 41.24%, 1.82%
34031,5.36%, 51.20%, 45.84%, 2.97%
34033,4.75%, 46.60%, 51.35%, 2.05%
34035,16.73%, 57.15%, 40.43%, 2.42%
34037,22.57%, 60.19%, 37.62%, 2.18%
34039,5.13%, 51.56%, 46.42%, 2.02%
34041,3.37%, 50.67%, 47.29%, 2.04%
35001,8.92%, 53.98%, 45.06%, 0.96%
35003,7.51%, 53.18%, 45.67%, 1.15%
35005,19.46%, 59.26%, 39.79%, 0.95%
35006,0%,-,-,-
35007,9.17%, 45.13%, 54.29%, 0.58%
35009,10.81%, 54.87%, 44.06%, 1.07%
35011,3.53%, 47.93%, 51.47%, 0.60%
35013,7.08%, 53.09%, 46.01%, 0.89%
35015,8.14%, 45.59%, 53.73%, 0.68%
35017,11.59%, 43.90%, 55.49%, 0.61%
35019,13.53%, 42.68%, 56.22%, 1.10%
35021,15.04%, 57.08%, 42.04%, 0.88%
35023,2.56%, 48.56%, 51.12%, 0.33%
35025,14.51%, 56.82%, 42.31%, 0.87%
35027,24.04%, 61.64%, 37.59%, 0.77%
35028,29.84%, 64.43%, 34.59%, 0.98%
35029,1.59%, 50.25%, 48.65%, 1.10%
35031,19.31%, 39.83%, 59.14%, 1.04%
35033,22.62%, 38.29%, 60.91%, 0.80%
35035,5.12%, 52.10%, 46.98%, 0.92%
35037,0.86%, 49.08%, 49.94%, 0.98%
35039,37.44%, 30.75%, 68.19%, 1.06%
35041,2.46%, 50.85%, 48.39%, 0.76%
35043,10.38%, 44.34%, 54.72%, 0.94%
35045,11.37%, 55.13%, 43.77%, 1.10%
35047,24.00%, 37.17%, 61.17%, 1.66%
35049,9.81%, 44.53%, 54.34%, 1.13%
35051,3.10%, 51.04%, 47.95%, 1.01%
35053,6.90%, 45.86%, 52.76%, 1.38%
35055,18.65%, 40.07%, 58.72%, 1.21%
35057,2.12%, 48.54%, 50.66%, 0.80%
35059,7.95%, 53.30%, 45.35%, 1.35%
35061,4.32%, 47.43%, 51.75%, 0.82%
36001,1.42%, 48.87%, 50.29%, 0.84%
36003,31.29%, 65.35%, 34.06%, 0.59%
36005,42.07%, 28.70%, 70.77%, 0.52%
36007,11.60%, 55.53%, 43.93%, 0.54%
36009,17.06%, 58.25%, 41.19%, 0.55%
36011,19.28%, 59.31%, 40.03%, 0.66%
36013,10.23%, 54.90%, 44.68%, 0.42%
36015,9.03%, 54.28%, 45.25%, 0.47%
36017,25.35%, 62.43%, 37.08%, 0.49%
36019,14.31%, 56.94%, 42.63%, 0.42%
36021,20.16%, 59.72%, 39.56%, 0.71%
36023,23.36%, 61.32%, 37.96%, 0.72%
36025,26.17%, 62.76%, 36.59%, 0.66%
36027,15.29%, 56.94%, 41.65%, 1.41%
36029,2.01%, 48.65%, 50.66%, 0.69%
36031,21.62%, 60.59%, 38.97%, 0.44%
36033,9.89%, 54.77%, 44.87%, 0.36%
36035,13.12%, 56.23%, 43.10%, 0.67%
36037,14.74%, 57.04%, 42.30%, 0.65%
36039,18.84%, 59.02%, 40.18%, 0.80%
36041,37.21%, 68.43%, 31.22%, 0.36%
36043,8.76%, 54.14%, 45.37%, 0.49%
36045,20.27%, 59.95%, 39.68%, 0.36%
36047,37.26%, 31.08%, 68.34%, 0.58%
36049,21.55%, 60.62%, 39.07%, 0.30%
36051,18.54%, 58.96%, 40.43%, 0.61%
36053,27.86%, 63.74%, 35.87%, 0.39%
36055,10.73%, 55.14%, 44.40%, 0.46%
36057,8.13%, 53.70%, 45.57%, 0.74%
36059,4.14%, 51.78%, 47.64%, 0.58%
36061,47.68%, 25.54%, 73.22%, 1.24%
36063,2.70%, 51.09%, 48.39%, 0.52%
36065,9.32%, 54.40%, 45.08%, 0.52%
36067,20.45%, 59.96%, 39.51%, 0.52%
36069,19.96%, 59.59%, 39.63%, 0.79%
36071,10.28%, 54.80%, 44.51%, 0.69%
36073,20.42%, 59.87%, 39.45%, 0.68%
36075,18.82%, 59.19%, 40.36%, 0.45%
36077,20.24%, 59.77%, 39.54%, 0.69%
36079,21.36%, 60.31%, 38.95%, 0.73%
36081,21.60%, 38.95%, 60.54%, 0.51%
36083,16.15%, 57.76%, 41.60%, 0.64%
36085,8.67%, 54.11%, 45.45%, 0.44%
36087,3.36%, 51.30%, 47.93%, 0.77%
36089,11.88%, 55.71%, 43.83%, 0.46%
36091,23.25%, 61.29%, 38.04%, 0.68%
36093,11.98%, 54.58%, 42.60%, 2.82%
36095,15.21%, 57.16%, 41.95%, 0.89%
36097,19.22%, 59.35%, 40.13%, 0.51%
36099,14.17%, 56.70%, 42.53%, 0.77%
36101,22.30%, 60.93%, 38.63%, 0.44%
36103,8.83%, 54.10%, 45.27%, 0.63%
36105,1.71%, 48.79%, 50.50%, 0.70%
36107,25.70%, 62.58%, 36.89%, 0.53%
36109,9.26%, 53.93%, 44.67%, 1.40%
36111,7.80%, 53.44%, 45.64%, 0.92%
36113,33.24%, 66.39%, 33.15%, 0.46%
36115,31.34%, 65.40%, 34.06%, 0.54%
36117,23.02%, 61.24%, 38.22%, 0.55%
36119,9.20%, 54.26%, 45.06%, 0.68%
36121,25.67%, 62.59%, 36.92%, 0.49%
36123,33.09%, 66.30%, 33.21%, 0.49%
37001,15.52%, 41.94%, 57.46%, 0.60%
37003,6.28%, 46.73%, 53.00%, 0.27%
37005,24.85%, 37.40%, 62.26%, 0.34%
37007,49.64%, 25.04%, 74.68%, 0.28%
37009,2.52%, 48.62%, 51.14%, 0.25%
37011,24.36%, 61.80%, 37.44%, 0.76%
37013,10.04%, 44.68%, 54.72%, 0.59%
37015,50.91%, 24.35%, 75.27%, 0.38%
37017,58.81%, 20.37%, 79.18%, 0.45%
37019,33.81%, 32.86%, 66.66%, 0.48%
37021,8.45%, 45.49%, 53.94%, 0.58%
37023,17.13%, 41.22%, 58.34%, 0.44%
37025,1.65%, 50.57%, 48.92%, 0.51%
37027,9.25%, 45.15%, 54.39%, 0.46%
37029,36.98%, 31.07%, 68.05%, 0.88%
37031,10.00%, 44.72%, 54.72%, 0.56%
37033,35.45%, 32.08%, 67.54%, 0.38%
37035,5.14%, 52.36%, 47.22%, 0.42%
37037,19.75%, 39.90%, 59.65%, 0.46%
37039,5.27%, 46.88%, 52.15%, 0.98%
37041,29.18%, 35.27%, 64.45%, 0.28%
37043,4.68%, 47.41%, 52.09%, 0.50%
37045,27.89%, 35.89%, 63.78%, 0.34%
37047,55.30%, 22.11%, 77.41%, 0.48%
37049,12.35%, 43.42%, 55.77%, 0.80%
37051,26.03%, 36.78%, 62.81%, 0.41%
37053,35.19%, 32.12%, 67.31%, 0.57%
37055,13.13%, 43.18%, 56.31%, 0.51%
37057,2.59%, 51.05%, 48.46%, 0.50%
37059,13.44%, 56.39%, 42.96%, 0.65%
37061,32.36%, 33.45%, 65.81%, 0.74%
37063,8.38%, 45.61%, 53.99%, 0.39%
37065,24.30%, 37.40%, 61.70%, 0.90%
37067,0.86%, 49.34%, 50.20%, 0.46%
37069,34.29%, 32.50%, 66.79%, 0.72%
37071,7.37%, 46.13%, 53.50%, 0.37%
37073,51.82%, 23.84%, 75.66%, 0.50%
37075,4.96%, 47.34%, 52.31%, 0.35%
37077,27.76%, 35.84%, 63.59%, 0.57%
37079,33.56%, 32.88%, 66.44%, 0.68%
37081,1.49%, 49.00%, 50.49%, 0.51%
37083,19.88%, 39.66%, 59.54%, 0.79%
37085,20.40%, 39.61%, 60.01%, 0.39%
37087,28.87%, 35.35%, 64.22%, 0.43%
37089,13.97%, 56.56%, 42.59%, 0.85%
37091,44.81%, 27.53%, 72.34%, 0.13%
37093,54.96%, 22.31%, 77.27%, 0.41%
37095,26.85%, 36.28%, 63.13%, 0.58%
37097,6.85%, 46.05%, 52.90%, 1.05%
37099,19.20%, 40.25%, 59.45%, 0.30%
37101,9.48%, 45.08%, 54.56%, 0.35%
37103,35.47%, 31.48%, 66.95%, 1.56%
37105,16.00%, 41.80%, 57.80%, 0.41%
37107,0.42%, 49.86%, 49.44%, 0.70%
37109,17.15%, 41.22%, 58.37%, 0.41%
37111,16.71%, 41.41%, 58.12%, 0.47%
37113,9.03%, 45.25%, 54.27%, 0.48%
37115,16.74%, 41.49%, 58.24%, 0.27%
37117,39.94%, 29.81%, 69.75%, 0.43%
37119,1.18%, 49.21%, 50.40%, 0.39%
37121,29.36%, 64.50%, 35.14%, 0.36%
37123,19.91%, 39.83%, 59.74%, 0.43%
37125,1.36%, 50.45%, 49.09%, 0.47%
37127,2.61%, 48.12%, 50.73%, 1.15%
37129,2.87%, 48.06%, 50.93%, 1.00%
37131,60.82%, 19.41%, 80.23%, 0.36%
37133,14.32%, 42.61%, 56.94%, 0.45%
37135,25.58%, 36.87%, 62.46%, 0.67%
37137,32.56%, 33.28%, 65.85%, 0.87%
37139,23.60%, 37.89%, 61.49%, 0.61%
37141,36.09%, 31.56%, 67.65%, 0.80%
37143,29.34%, 35.23%, 64.57%, 0.19%
37145,13.35%, 43.20%, 56.55%, 0.26%
37147,9.88%, 44.78%, 54.66%, 0.56%
37149,9.46%, 44.82%, 54.28%, 0.89%
37151,5.97%, 52.72%, 46.75%, 0.54%
37153,50.97%, 24.42%, 75.39%, 0.20%
37155,61.43%, 19.09%, 80.53%, 0.38%
37157,17.71%, 40.93%, 58.65%, 0.42%
37159,2.38%, 48.44%, 50.82%, 0.73%
37161,21.28%, 39.24%, 60.52%, 0.25%
37163,11.95%, 43.82%, 55.77%, 0.41%
37165,39.13%, 30.26%, 69.39%, 0.34%
37167,2.29%, 48.63%, 50.93%, 0.44%
37169,4.86%, 47.43%, 52.29%, 0.28%
37171,14.99%, 42.33%, 57.31%, 0.36%
37173,14.40%, 42.64%, 57.04%, 0.32%
37175,6.22%, 46.51%, 52.74%, 0.75%
37177,38.08%, 30.88%, 68.97%, 0.15%
37179,26.09%, 36.72%, 62.81%, 0.46%
37181,19.10%, 40.30%, 59.40%, 0.30%
37183,0.32%, 49.89%, 49.57%, 0.54%
37185,37.93%, 30.79%, 68.72%, 0.50%
37187,31.05%, 34.07%, 65.12%, 0.80%
37189,0.39%, 49.92%, 49.53%, 0.55%
37191,1.80%, 50.58%, 48.78%, 0.64%
37193,7.23%, 53.43%, 46.20%, 0.36%
37195,9.37%, 45.05%, 54.42%, 0.53%
37197,13.56%, 56.52%, 42.96%, 0.53%
37199,18.71%, 40.43%, 59.14%, 0.44%
38001,0.98%, 48.53%, 49.51%, 1.96%
38003,9.25%, 53.75%, 44.51%, 1.74%
38005,7.62%, 45.34%, 52.97%, 1.69%
38007,9.65%, 51.32%, 41.67%, 0.44%
38009,13.85%, 56.13%, 42.28%, 1.60%
38011,6.11%, 51.70%, 45.60%, 2.70%
38013,9.00%, 52.03%, 43.03%, 1.24%
38015,19.08%, 58.09%, 39.02%, 2.89%
38017,11.36%, 54.53%, 43.17%, 2.29%
38019,3.07%, 47.58%, 50.65%, 1.77%
38021,11.19%, 54.65%, 43.46%, 1.89%
38023,8.90%, 44.54%, 53.44%, 2.02%
38025,0.46%, 48.26%, 48.73%, 0.70%
38027,11.34%, 43.33%, 54.67%, 2.00%
38029,2.98%, 45.91%, 48.89%, 0.70%
38031,1.17%, 48.59%, 49.76%, 1.65%
38033,12.75%, 52.40%, 39.65%, 1.32%
38035,8.68%, 52.71%, 44.03%, 3.25%
38037,11.20%, 53.37%, 42.16%, 1.02%
38039,1.59%, 48.01%, 49.60%, 2.39%
38041,1.74%, 49.30%, 47.57%, 3.13%
38043,0.89%, 47.16%, 46.27%, 0.99%
38045,0.48%, 49.04%, 48.56%, 2.40%
38047,7.20%, 50.32%, 43.12%, 1.17%
38049,1.19%, 49.70%, 48.50%, 1.80%
38051,31.45%, 64.30%, 32.85%, 0.47%
38053,8.73%, 53.56%, 44.83%, 1.61%
38055,1.52%, 48.17%, 49.69%, 2.14%
38057,20.63%, 59.77%, 39.14%, 1.09%
38059,3.06%, 47.04%, 50.10%, 2.87%
38061,20.47%, 38.57%, 59.03%, 2.40%
38063,9.09%, 44.31%, 53.40%, 2.29%
38065,4.04%, 50.44%, 46.40%, 3.16%
38067,10.29%, 53.95%, 43.66%, 2.40%
38069,1.32%, 48.35%, 49.67%, 1.97%
38071,3.03%, 50.65%, 47.62%, 1.74%
38073,0.55%, 49.07%, 49.62%, 1.30%
38075,10.62%, 43.99%, 54.60%, 1.41%
38077,4.08%, 51.01%, 46.93%, 2.06%
38079,38.91%, 29.62%, 68.54%, 1.84%
38081,9.90%, 44.34%, 54.24%, 1.42%
38083,23.83%, 60.87%, 37.04%, 2.08%
38085,31.73%, 32.75%, 64.48%, 2.78%
38087,1.10%, 48.90%, 47.80%, 3.31%
38089,3.40%, 49.93%, 46.53%, 1.34%
38091,11.99%, 43.35%, 55.35%, 1.30%
38093,7.14%, 52.44%, 45.30%, 2.26%
38095,9.98%, 44.45%, 54.43%, 1.12%
38097,8.53%, 53.32%, 44.79%, 1.89%
38099,0.51%, 48.13%, 48.64%, 3.23%
38101,14.38%, 56.12%, 41.74%, 2.14%
38103,5.28%, 51.53%, 46.24%, 2.23%
38105,0.47%, 48.67%, 48.19%, 3.14%
39001,2.88%, 47.80%, 50.68%, 1.51%
39003,23.22%, 60.56%, 37.35%, 2.09%
39005,14.73%, 56.25%, 41.52%, 2.24%
39007,10.35%, 43.72%, 54.07%, 2.22%
39009,7.94%, 44.10%, 52.04%, 0.80%
39011,24.63%, 61.21%, 36.58%, 2.21%
39013,21.61%, 38.47%, 60.09%, 1.44%
39015,8.72%, 44.92%, 53.64%, 1.43%
39017,16.82%, 57.56%, 40.74%, 1.70%
39019,0.82%, 49.31%, 48.48%, 2.21%
39021,15.46%, 56.74%, 41.28%, 1.98%
39023,1.12%, 48.93%, 47.81%, 3.26%
39025,13.60%, 55.99%, 42.38%, 1.63%
39027,13.96%, 56.21%, 42.25%, 1.54%
39029,1.68%, 48.13%, 49.81%, 2.06%
39031,4.27%, 50.90%, 46.63%, 2.46%
39033,17.21%, 57.24%, 40.03%, 2.73%
39035,15.02%, 41.01%, 56.03%, 2.96%
39037,7.65%, 52.75%, 45.10%, 2.15%
39039,12.25%, 55.02%, 42.77%, 2.22%
39041,26.33%, 61.88%, 35.55%, 2.57%
39043,3.05%, 50.01%, 46.96%, 3.03%
39045,17.34%, 57.73%, 40.39%, 1.87%
39047,11.98%, 55.18%, 43.20%, 1.62%
39049,14.09%, 55.66%, 41.57%, 2.77%
39051,23.48%, 60.94%, 37.45%, 1.61%
39053,2.20%, 50.38%, 48.18%, 1.43%
39055,17.34%, 57.12%, 39.78%, 3.11%
39057,5.34%, 51.27%, 45.93%, 2.80%
39059,1.11%, 49.90%, 48.78%, 1.32%
39061,21.43%, 59.84%, 38.41%, 1.76%
39063,29.35%, 63.09%, 33.74%, 3.17%
39065,12.88%, 54.86%, 41.99%, 3.15%
39067,7.30%, 45.68%, 52.99%, 1.33%
39069,24.57%, 61.40%, 36.82%, 1.78%
39071,3.95%, 51.41%, 47.46%, 1.13%
39073,10.77%, 43.78%, 54.56%, 1.66%
39075,11.85%, 54.16%, 42.31%, 3.53%
39077,9.10%, 51.95%, 42.85%, 2.97%
39079,5.55%, 46.69%, 52.25%, 1.06%
39081,19.77%, 39.23%, 59.00%, 1.77%
39083,11.29%, 54.39%, 43.09%, 2.52%
39085,5.47%, 45.83%, 51.30%, 2.88%
39087,6.11%, 46.39%, 52.50%, 1.11%
39089,9.77%, 53.78%, 44.01%, 2.21%
39091,20.41%, 59.03%, 38.62%, 2.34%
39093,13.65%, 41.66%, 55.31%, 3.02%
39095,15.00%, 41.36%, 56.36%, 2.27%
39097,18.00%, 58.17%, 40.17%, 1.66%
39099,23.56%, 36.96%, 60.53%, 2.51%
39101,8.85%, 53.38%, 44.52%, 2.10%
39103,7.77%, 52.60%, 44.83%, 2.57%
39105,3.09%, 47.76%, 50.85%, 1.39%
39107,6.42%, 51.71%, 45.28%, 3.01%
39109,17.31%, 57.65%, 40.34%, 2.01%
39111,21.99%, 38.25%, 60.24%, 1.51%
39113,2.95%, 47.40%, 50.35%, 2.24%
39115,4.20%, 51.14%, 46.94%, 1.91%
39117,8.65%, 53.28%, 44.63%, 2.09%
39119,3.92%, 51.07%, 47.15%, 1.78%
39121,6.89%, 52.48%, 45.58%, 1.94%
39123,7.68%, 45.04%, 52.71%, 2.25%
39125,5.21%, 51.42%, 46.21%, 2.36%
39127,5.20%, 46.44%, 51.64%, 1.92%
39129,12.73%, 54.79%, 42.06%, 3.15%
39131,20.94%, 38.95%, 59.89%, 1.16%
39133,14.81%, 40.91%, 55.72%, 1.08%
39135,6.31%, 52.20%, 45.89%, 1.91%
39137,18.07%, 57.69%, 39.61%, 0.68%
39139,2.53%, 49.36%, 46.83%, 3.81%
39141,3.23%, 50.45%, 47.22%, 2.33%
39143,7.53%, 52.58%, 45.05%, 2.38%
39145,15.87%, 41.35%, 57.22%, 1.42%
39147,7.35%, 52.10%, 44.74%, 0.95%
39149,10.75%, 53.91%, 43.17%, 2.92%
39151,1.78%, 49.83%, 48.05%, 2.12%
39153,20.68%, 38.41%, 59.09%, 2.50%
39155,18.76%, 39.41%, 58.16%, 2.43%
39157,8.17%, 44.84%, 53.01%, 2.14%
39159,25.63%, 61.98%, 36.34%, 1.68%
39161,18.59%, 58.42%, 39.83%, 1.76%
39163,9.93%, 44.33%, 54.25%, 1.42%
39165,9.24%, 53.83%, 44.59%, 1.57%
39167,12.32%, 54.57%, 42.25%, 3.17%
39169,12.65%, 55.20%, 42.55%, 2.25%
39171,20.97%, 59.52%, 38.55%, 1.93%
39173,6.48%, 52.06%, 45.58%, 2.35%
39175,16.27%, 56.92%, 40.65%, 2.43%
40001,2.72%, 48.14%, 50.85%, 1.01%
40003,9.96%, 54.22%, 44.26%, 1.51%
40005,49.48%, 24.94%, 74.42%, 0.64%
40007,19.21%, 58.84%, 39.63%, 1.54%
40009,31.42%, 33.90%, 65.32%, 0.78%
40011,7.61%, 53.05%, 45.43%, 1.52%
40013,44.32%, 27.67%, 71.99%, 0.34%
40015,31.15%, 34.02%, 65.17%, 0.80%
40017,14.29%, 56.32%, 42.03%, 1.64%
40019,10.96%, 44.25%, 55.20%, 0.55%
40021,14.80%, 42.06%, 56.85%, 1.09%
40023,39.87%, 29.66%, 69.53%, 0.81%
40025,4.79%, 46.41%, 51.20%,-
40027,4.72%, 51.06%, 46.33%,-
40029,39.17%, 29.97%, 69.13%, 0.90%
40031,0.96%, 50.04%, 49.08%, 0.87%
40033,25.59%, 36.78%, 62.37%, 0.85%
40035,16.79%, 41.11%, 57.90%, 0.99%
40037,2.88%, 48.08%, 50.96%, 0.96%
40039,2.62%, 50.78%, 48.16%, 1.07%
40041,14.81%, 42.07%, 56.88%, 1.05%
40043,10.97%, 43.54%, 54.51%, 1.95%
40045,6.30%, 52.04%, 45.74%,-
40047,22.29%, 60.50%, 38.21%, 1.29%
40049,26.82%, 36.21%, 63.02%, 0.77%
40051,20.65%, 39.20%, 59.85%, 0.95%
40053,4.68%, 46.96%, 51.64%, 1.39%
40055,28.69%, 35.19%, 63.88%, 0.94%
40057,34.47%, 32.57%, 67.04%, 0.39%
40059,14.01%, 56.16%, 42.16%, 1.68%
40061,41.24%, 29.08%, 70.32%, 0.60%
40063,41.47%, 28.79%, 70.27%, 0.94%
40065,21.13%, 39.07%, 60.20%, 0.74%
40067,41.00%, 29.10%, 70.11%, 0.79%
40069,41.64%, 28.65%, 70.28%, 1.07%
40071,13.90%, 56.33%, 42.43%, 1.24%
40073,18.16%, 58.39%, 40.22%, 1.39%
40075,26.42%, 36.37%, 62.79%, 0.85%
40077,33.49%, 32.57%, 66.06%, 1.37%
40079,23.89%, 37.50%, 61.39%, 1.11%
40081,5.85%, 46.38%, 52.23%, 1.39%
40083,2.32%, 47.96%, 50.28%, 1.75%
40085,38.77%, 30.45%, 69.22%, 0.32%
40087,24.41%, 37.19%, 61.59%, 1.22%
40089,37.34%, 30.89%, 68.23%, 0.88%
40091,38.62%, 30.29%, 68.91%, 0.80%
40093,25.02%, 61.73%, 36.71%, 1.57%
40095,36.56%, 31.41%, 67.97%, 0.62%
40097,11.02%, 44.14%, 55.15%, 0.71%
40099,30.18%, 34.46%, 64.64%, 0.90%
40101,17.46%, 40.89%, 58.35%, 0.76%
40103,7.17%, 53.05%, 45.88%, 1.07%
40105,2.74%, 48.18%, 50.92%, 0.90%
40107,23.88%, 37.69%, 61.57%, 0.74%
40109,15.20%, 56.69%, 41.49%, 1.81%
40111,22.67%, 38.19%, 60.87%, 0.94%
40113,3.25%, 47.93%, 51.18%, 0.88%
40115,19.66%, 39.83%, 59.50%, 0.67%
40117,1.29%, 50.17%, 48.88%, 0.95%
40119,14.63%, 56.43%, 41.81%, 1.76%
40121,37.83%, 30.63%, 68.46%, 0.90%
40123,20.59%, 39.20%, 59.79%, 1.00%
40125,10.52%, 44.19%, 54.71%, 1.10%
40127,37.18%, 31.08%, 68.26%, 0.66%
40129,21.09%, 38.92%, 60.01%, 1.07%
40131,0.34%, 49.40%, 49.73%, 0.87%
40133,16.05%, 41.53%, 57.58%, 0.89%
40135,19.58%, 39.84%, 59.42%, 0.74%
40137,15.84%, 41.71%, 57.55%, 0.74%
40139,20.18%, 59.56%, 39.38%, 1.06%
40141,22.36%, 38.38%, 60.75%, 0.87%
