id,margin,ford,carter,other
16063,18.68%, 57.75%, 39.07%, 0.89%
16065,49.58%, 72.38%, 22.80%, 2.18%
16067,18.17%, 56.44%, 38.27%, 1.33%
16069,1.36%, 48.22%, 49.58%, 2.20%
16071,24.57%, 61.14%, 36.57%, 2.30%
16073,17.61%, 57.52%, 39.91%, 2.57%
16075,16.96%, 57.44%, 40.48%, 2.08%
16077,3.20%, 49.96%, 46.76%, 3.27%
16079,5.12%, 51.67%, 46.55%, 1.78%
16081,27.20%, 63.04%, 35.84%, 1.12%
16083,34.18%, 65.82%, 31.64%, 2.54%
16085,20.60%, 59.33%, 38.73%, 1.94%
16087,9.18%, 53.47%, 44.28%, 2.25%
17001,20.54%, 59.67%, 39.12%, 1.21%
17003,15.85%, 41.52%, 57.37%, 1.11%
17005,0.45%, 49.69%, 49.24%, 1.07%
17007,18.16%, 58.38%, 40.23%, 1.39%
17009,0.45%, 48.95%, 49.40%, 1.64%
17011,17.63%, 58.20%, 40.57%, 1.22%
17013,6.29%, 46.35%, 52.63%, 1.02%
17015,19.79%, 59.34%, 39.55%, 1.11%
17017,0.91%, 49.33%, 50.24%, 0.43%
17019,12.18%, 54.74%, 42.56%, 0.44%
17021,10.97%, 43.90%, 54.87%, 1.23%
17023,5.05%, 52.26%, 47.22%, 0.52%
17025,0.30%, 49.94%, 49.64%, 0.41%
17027,7.10%, 53.00%, 45.90%, 1.10%
17029,11.81%, 54.66%, 42.85%, 0.34%
17031,8.75%, 44.69%, 53.44%, 1.88%
17033,4.85%, 51.99%, 47.14%, 0.88%
17035,4.38%, 47.12%, 51.50%, 1.38%
17037,21.67%, 59.21%, 37.54%, 0.85%
17039,8.61%, 53.97%, 45.36%, 0.68%
17041,9.49%, 54.39%, 44.90%, 0.72%
17043,40.43%, 68.77%, 28.34%, 2.89%
17045,7.11%, 53.01%, 45.89%, 1.10%
17047,17.98%, 58.51%, 40.53%, 0.96%
17049,9.27%, 53.72%, 44.45%, 1.83%
17051,0.67%, 49.33%, 50.00%, 0.66%
17053,27.95%, 63.56%, 35.61%, 0.82%
17055,26.56%, 36.51%, 63.07%, 0.42%
17057,1.44%, 50.23%, 48.79%, 0.98%
17059,26.97%, 36.36%, 63.33%, 0.32%
17061,4.48%, 47.35%, 51.83%, 0.82%
17063,15.51%, 57.43%, 41.92%, 0.65%
17065,10.97%, 44.25%, 55.22%, 0.53%
17067,12.07%, 55.54%, 43.47%, 0.99%
17069,6.93%, 46.17%, 53.10%, 0.73%
17071,1.32%, 50.15%, 48.83%, 1.02%
17073,13.20%, 56.03%, 42.83%, 1.15%
17075,32.05%, 65.43%, 33.38%, 1.20%
17077,11.56%, 42.09%, 53.64%, 0.52%
17079,0.39%, 49.45%, 49.06%, 1.49%
17081,9.49%, 44.93%, 54.41%, 0.66%
17083,3.92%, 47.57%, 51.49%, 0.95%
17085,15.57%, 56.90%, 41.33%, 1.78%
17087,5.08%, 52.23%, 47.15%, 0.63%
17089,26.44%, 62.15%, 35.71%, 2.14%
17091,10.95%, 54.63%, 43.68%, 1.69%
17093,36.03%, 67.50%, 31.48%, 1.02%
17095,10.01%, 54.39%, 44.38%, 1.23%
17097,22.56%, 60.32%, 37.77%, 1.91%
17099,4.11%, 51.39%, 47.28%, 1.32%
17101,3.57%, 51.47%, 47.90%, 0.63%
17103,17.23%, 57.54%, 40.30%, 2.16%
17105,31.48%, 64.56%, 33.08%, 2.36%
17107,20.42%, 59.94%, 39.52%, 0.54%
17109,27.16%, 62.33%, 35.17%, 2.49%
17111,36.95%, 67.50%, 30.55%, 1.95%
17113,25.92%, 62.10%, 36.18%, 1.71%
17115,6.25%, 46.44%, 52.69%, 0.86%
17117,7.42%, 45.55%, 52.97%, 1.49%
17119,12.03%, 43.32%, 55.35%, 1.33%
17121,5.90%, 46.63%, 52.53%, 0.84%
17123,21.72%, 60.30%, 38.58%, 1.13%
17125,1.27%, 49.01%, 50.29%, 0.70%
17127,6.34%, 46.50%, 52.85%, 0.65%
17129,15.26%, 57.25%, 42.00%, 0.75%
17131,8.08%, 53.62%, 45.54%, 0.85%
17133,16.65%, 57.66%, 41.00%, 1.34%
17135,5.95%, 46.56%, 52.51%, 0.93%
17137,8.99%, 53.88%, 44.90%, 1.22%
17139,8.58%, 45.44%, 54.01%, 0.55%
17141,25.90%, 62.22%, 36.32%, 1.47%
17143,14.51%, 56.65%, 42.14%, 1.21%
17145,6.06%, 46.39%, 52.44%, 1.17%
17147,11.63%, 55.39%, 43.75%, 0.86%
17149,0.31%, 49.21%, 49.52%, 1.28%
17151,5.14%, 52.18%, 47.03%, 0.79%
17153,15.03%, 42.26%, 57.28%, 0.46%
17155,7.71%, 53.13%, 45.42%, 1.45%
17157,2.95%, 48.07%, 51.02%, 0.91%
17159,11.78%, 55.03%, 43.25%, 1.71%
17161,2.79%, 47.72%, 50.51%, 1.77%
17163,18.65%, 39.91%, 58.55%, 1.54%
17165,11.13%, 44.25%, 55.38%, 0.38%
17167,6.38%, 52.24%, 45.85%, 1.91%
17169,13.30%, 56.44%, 43.14%, 0.43%
17171,11.29%, 55.35%, 44.06%, 0.59%
17173,8.16%, 45.54%, 53.70%, 0.76%
17175,30.21%, 63.34%, 33.13%, 1.10%
17177,23.44%, 61.02%, 37.58%, 1.40%
17179,11.68%, 55.14%, 43.47%, 1.39%
17181,17.16%, 41.16%, 58.32%, 0.51%
17183,3.41%, 51.24%, 47.83%, 0.93%
17185,9.75%, 54.41%, 44.66%, 0.93%
17187,20.50%, 59.25%, 38.75%, 1.99%
17189,16.10%, 57.18%, 41.08%, 1.75%
17191,9.48%, 54.39%, 44.91%, 0.70%
17193,7.11%, 46.31%, 53.42%, 0.27%
17195,11.81%, 55.34%, 43.53%, 1.13%
17197,9.31%, 53.85%, 44.54%, 1.60%
17199,11.80%, 43.59%, 55.39%, 1.02%
17201,10.61%, 54.15%, 43.54%, 2.31%
17203,29.34%, 64.00%, 34.66%, 1.34%
18001,12.14%, 55.55%, 43.41%, 1.04%
18003,22.57%, 60.56%, 37.99%, 1.45%
18005,13.63%, 56.41%, 42.78%, 0.81%
18007,19.53%, 59.09%, 39.57%, 1.34%
18009,4.71%, 47.16%, 51.86%, 0.98%
18011,23.54%, 61.48%, 37.94%, 0.57%
18013,1.73%, 50.29%, 48.55%, 1.16%
18015,14.02%, 56.48%, 42.46%, 1.06%
18017,14.99%, 56.73%, 41.74%, 1.53%
18019,13.25%, 42.82%, 56.07%, 1.11%
18021,2.14%, 50.37%, 48.23%, 1.40%
18023,10.27%, 54.80%, 44.52%, 0.68%
18025,10.91%, 44.08%, 54.99%, 0.93%
18027,15.86%, 57.69%, 41.83%, 0.48%
18029,1.37%, 49.04%, 50.40%, 0.56%
18031,11.92%, 55.63%, 43.72%, 0.65%
18033,12.00%, 55.17%, 43.18%, 1.65%
18035,2.43%, 50.72%, 48.29%, 1.00%
18037,7.22%, 45.97%, 53.19%, 0.84%
18039,21.37%, 60.07%, 38.70%, 1.23%
18041,1.64%, 50.53%, 48.89%, 0.58%
18043,6.12%, 46.42%, 52.54%, 1.04%
18045,8.99%, 54.16%, 45.17%, 0.66%
18047,4.72%, 51.96%, 47.25%, 0.79%
18049,18.33%, 58.41%, 40.08%, 1.52%
18051,8.49%, 45.55%, 54.04%, 0.41%
18053,11.06%, 55.14%, 44.08%, 0.78%
18055,5.93%, 46.54%, 52.47%, 1.00%
18057,46.64%, 72.86%, 26.23%, 0.91%
18059,23.63%, 61.31%, 37.69%, 1.00%
18061,7.23%, 45.90%, 53.14%, 0.96%
18063,29.34%, 64.07%, 34.73%, 1.20%
18065,6.79%, 53.19%, 46.40%, 0.42%
18067,13.72%, 56.48%, 42.75%, 0.77%
18069,16.78%, 57.78%, 41.00%, 1.21%
18071,0.03%, 49.58%, 49.55%, 0.87%
18073,23.77%, 60.76%, 36.99%, 2.25%
18075,5.47%, 52.24%, 46.77%, 0.99%
18077,4.77%, 46.94%, 51.71%, 1.36%
18079,0.83%, 49.99%, 49.16%, 0.85%
18081,23.70%, 61.36%, 37.66%, 0.97%
18083,2.71%, 48.25%, 50.97%, 0.78%
18085,32.44%, 65.56%, 33.12%, 1.32%
18087,15.37%, 57.24%, 41.86%, 0.90%
18089,14.37%, 42.36%, 56.74%, 0.90%
18091,9.28%, 54.09%, 44.81%, 1.10%
18093,7.86%, 53.20%, 45.34%, 1.46%
18095,4.18%, 51.63%, 47.45%, 0.91%
18097,9.98%, 54.60%, 44.62%, 0.78%
18099,20.01%, 59.16%, 39.15%, 1.69%
18101,2.25%, 48.55%, 50.80%, 0.65%
18103,13.24%, 54.52%, 41.29%, 1.06%
18105,6.52%, 53.06%, 46.53%, 0.41%
18107,27.76%, 63.01%, 35.25%, 1.74%
18109,20.77%, 59.99%, 39.22%, 0.79%
18111,17.65%, 58.44%, 40.78%, 0.78%
18113,7.76%, 52.91%, 45.15%, 1.94%
18115,11.68%, 43.95%, 55.63%, 0.43%
18117,4.34%, 51.90%, 47.56%, 0.54%
18119,3.42%, 47.83%, 51.25%, 0.92%
18121,10.79%, 55.00%, 44.20%, 0.80%
18123,15.72%, 41.95%, 57.66%, 0.39%
18125,11.27%, 44.19%, 55.46%, 0.35%
18127,21.15%, 59.75%, 38.60%, 1.64%
18129,1.54%, 48.97%, 50.51%, 0.51%
18131,11.69%, 54.21%, 42.52%, 0.33%
18133,8.38%, 53.67%, 45.29%, 1.04%
18135,12.67%, 55.93%, 43.26%, 0.80%
18137,4.93%, 52.11%, 47.18%, 0.71%
18139,21.34%, 60.32%, 38.98%, 0.70%
18141,1.20%, 50.20%, 49.00%, 0.81%
18143,22.57%, 38.14%, 60.71%, 1.15%
18145,11.27%, 55.22%, 43.95%, 0.83%
18147,7.01%, 46.34%, 53.35%, 0.31%
18149,4.32%, 47.12%, 51.43%, 1.45%
18151,20.48%, 59.23%, 38.75%, 2.02%
18153,16.11%, 41.61%, 57.72%, 0.68%
18155,23.52%, 38.07%, 61.59%, 0.34%
18157,23.82%, 61.33%, 37.51%, 1.16%
18159,16.19%, 57.35%, 41.16%, 1.49%
18161,16.82%, 58.25%, 41.43%, 0.32%
18163,4.19%, 51.87%, 47.69%, 0.44%
18165,13.08%, 43.03%, 56.11%, 0.86%
18167,2.32%, 48.46%, 50.78%, 0.76%
18169,19.74%, 59.51%, 39.78%, 0.71%
18171,10.92%, 55.13%, 44.20%, 0.67%
18173,4.00%, 47.69%, 51.70%, 0.61%
18175,7.39%, 45.61%, 53.01%, 1.38%
18177,15.04%, 57.20%, 42.16%, 0.64%
18179,13.55%, 56.33%, 42.78%, 0.89%
18181,22.41%, 60.63%, 38.22%, 1.15%
18183,10.58%, 54.34%, 43.77%, 1.89%
19001,0.68%, 49.26%, 48.58%, 2.16%
19003,4.05%, 47.26%, 51.31%, 1.43%
19005,17.13%, 57.88%, 40.74%, 1.38%
19007,5.92%, 46.29%, 52.21%, 1.49%
19009,3.05%, 47.86%, 50.91%, 1.23%
19011,4.67%, 46.85%, 51.52%, 1.64%
19013,2.41%, 50.22%, 47.81%, 1.97%
19015,9.64%, 44.14%, 53.78%, 2.08%
19017,19.18%, 58.51%, 39.34%, 2.15%
19019,5.81%, 51.98%, 46.17%, 1.85%
19021,9.40%, 53.58%, 44.18%, 2.24%
19023,25.03%, 61.79%, 36.77%, 1.44%
19025,3.40%, 51.03%, 47.63%, 1.33%
19027,12.90%, 42.61%, 55.51%, 1.88%
19029,22.82%, 60.79%, 37.97%, 1.25%
19031,12.20%, 55.08%, 42.88%, 2.05%
19033,2.64%, 47.77%, 50.41%, 1.82%
19035,8.49%, 53.40%, 44.91%, 1.70%
19037,1.02%, 49.11%, 50.13%, 0.76%
19039,14.36%, 41.87%, 56.23%, 1.90%
19041,9.08%, 53.51%, 44.42%, 2.07%
19043,11.60%, 54.80%, 43.19%, 2.01%
19045,2.67%, 50.55%, 47.88%, 1.58%
19047,0.30%, 48.80%, 49.11%, 2.09%
19049,11.55%, 43.34%, 54.89%, 1.77%
19051,19.25%, 39.50%, 58.76%, 1.74%
19053,16.27%, 41.05%, 57.32%, 1.64%
19055,13.27%, 55.62%, 42.35%, 2.03%
19057,10.93%, 43.94%, 54.87%, 1.19%
19059,10.29%, 54.14%, 43.85%, 2.01%
19061,7.91%, 44.71%, 52.62%, 0.46%
19063,2.67%, 50.50%, 47.83%, 1.67%
19065,11.55%, 54.69%, 43.13%, 2.18%
19067,3.11%, 47.52%, 50.62%, 1.86%
19069,6.40%, 52.30%, 45.90%, 1.80%
19071,4.77%, 51.80%, 47.03%, 1.17%
19073,4.73%, 46.94%, 51.66%, 1.40%
19075,26.47%, 62.66%, 36.19%, 1.16%
19077,4.06%, 46.87%, 50.93%, 2.20%
19079,0.26%, 49.00%, 49.26%, 1.74%
19081,2.46%, 50.54%, 48.08%, 1.37%
19083,2.18%, 50.19%, 48.02%, 1.79%
19085,3.84%, 51.38%, 47.54%, 1.08%
19087,0.43%, 48.79%, 49.22%, 1.99%
19089,5.32%, 46.62%, 51.94%, 1.44%
19091,6.81%, 52.65%, 45.83%, 1.52%
19093,15.85%, 56.86%, 41.01%, 2.13%
19095,7.54%, 52.98%, 45.43%, 1.59%
19097,2.77%, 47.50%, 50.27%, 2.23%
19099,6.28%, 46.04%, 52.32%, 1.64%
19101,5.09%, 51.71%, 46.62%, 1.67%
19103,10.64%, 41.57%, 52.20%, 0.85%
19105,2.47%, 50.54%, 48.07%, 1.39%
19107,8.64%, 44.90%, 53.54%, 1.57%
19109,5.35%, 46.32%, 51.66%, 2.02%
19111,4.71%, 46.92%, 51.63%, 1.45%
19113,2.28%, 47.79%, 50.07%, 2.14%
19115,4.39%, 51.43%, 47.04%, 1.53%
19117,13.53%, 42.32%, 55.84%, 1.84%
19119,30.39%, 64.06%, 33.67%, 2.27%
19121,7.24%, 45.36%, 52.61%, 2.03%
19123,4.18%, 51.38%, 47.20%, 1.42%
19125,6.72%, 45.79%, 52.51%, 1.70%
19127,4.65%, 51.33%, 46.67%, 2.00%
19129,17.28%, 57.79%, 40.51%, 1.70%
19131,0.32%, 49.00%, 49.32%, 1.68%
19133,0.47%, 49.09%, 49.55%, 1.36%
19135,19.49%, 39.56%, 59.06%, 1.38%
19137,24.17%, 61.48%, 37.31%, 1.21%
19139,7.80%, 53.10%, 45.30%, 1.60%
19141,25.46%, 61.86%, 36.40%, 1.75%
19143,19.34%, 58.52%, 39.18%, 2.30%
19145,29.73%, 64.10%, 34.37%, 1.52%
19147,9.47%, 44.43%, 53.90%, 1.68%
19149,13.04%, 55.81%, 42.77%, 1.42%
19151,6.03%, 45.85%, 51.88%, 2.28%
19153,6.97%, 45.23%, 52.20%, 0.51%
19155,7.72%, 53.09%, 45.37%, 1.54%
19157,1.90%, 48.01%, 49.91%, 2.07%
19159,5.88%, 46.25%, 52.13%, 1.62%
19161,5.41%, 51.55%, 46.14%, 2.31%
19163,7.96%, 53.11%, 45.15%, 1.74%
19165,7.19%, 52.72%, 45.54%, 1.74%
19167,47.36%, 73.04%, 25.68%, 1.28%
19169,7.55%, 51.85%, 44.30%, 0.60%
19171,2.21%, 48.08%, 50.29%, 1.63%
19173,2.76%, 50.79%, 48.03%, 1.18%
19175,1.38%, 48.30%, 49.68%, 2.02%
19177,0.08%, 49.14%, 49.22%, 1.63%
19179,20.05%, 39.30%, 59.35%, 1.35%
19181,11.02%, 43.23%, 54.25%, 2.52%
19183,9.86%, 54.03%, 44.17%, 1.81%
19185,9.11%, 44.58%, 53.69%, 1.73%
19187,7.38%, 45.35%, 52.73%, 1.92%
19189,5.75%, 52.24%, 46.49%, 1.28%
19191,6.63%, 52.08%, 45.45%, 2.47%
19193,7.37%, 52.79%, 45.43%, 1.78%
19195,9.83%, 44.38%, 54.21%, 1.40%
19197,1.28%, 48.67%, 49.95%, 1.39%
20001,8.52%, 53.23%, 44.72%, 2.05%
20003,0.36%, 48.70%, 49.06%, 2.24%
20005,0.93%, 48.30%, 49.23%, 2.47%
20007,2.38%, 50.43%, 48.05%, 1.51%
20009,13.80%, 55.63%, 41.83%, 2.54%
20011,5.08%, 51.80%, 46.72%, 1.49%
20013,31.69%, 64.96%, 33.27%, 1.77%
20015,0.87%, 48.45%, 49.32%, 2.23%
20017,17.43%, 57.59%, 40.16%, 2.25%
20019,14.10%, 55.77%, 41.67%, 2.55%
20021,12.99%, 42.93%, 55.91%, 1.16%
20023,13.85%, 55.84%, 41.99%, 2.16%
20025,5.51%, 51.80%, 46.29%, 1.91%
20027,30.53%, 63.85%, 33.32%, 2.84%
20029,0.36%, 48.74%, 49.10%, 2.16%
20031,15.75%, 56.70%, 40.95%, 2.35%
20033,6.52%, 52.71%, 46.19%, 1.10%
20035,2.80%, 50.32%, 47.52%, 2.16%
20037,10.88%, 43.78%, 54.66%, 1.56%
20039,9.46%, 52.74%, 43.28%, 3.98%
20041,12.61%, 55.23%, 42.61%, 2.16%
20043,26.23%, 62.21%, 35.98%, 1.81%
20045,8.46%, 51.28%, 42.82%, 1.02%
20047,12.86%, 42.47%, 55.32%, 2.21%
20049,11.20%, 54.84%, 43.64%, 1.51%
20051,13.89%, 41.98%, 55.87%, 2.14%
20053,1.39%, 49.85%, 48.46%, 1.69%
20055,1.33%, 48.40%, 49.73%, 1.87%
20057,2.59%, 47.61%, 50.21%, 2.18%
20059,13.44%, 55.49%, 42.05%, 2.46%
20061,6.25%, 52.13%, 45.88%, 1.99%
20063,0.68%, 48.95%, 48.26%, 2.79%
20065,8.43%, 53.26%, 44.83%, 1.92%
20067,3.10%, 50.62%, 47.52%, 1.86%
20069,13.78%, 42.08%, 55.86%, 2.06%
20071,10.04%, 43.42%, 53.46%, 3.13%
20073,14.04%, 55.96%, 41.92%, 2.12%
20075,13.85%, 41.70%, 55.55%, 2.76%
20077,2.70%, 50.00%, 47.30%, 2.70%
20079,4.78%, 51.00%, 46.22%, 2.77%
20081,5.81%, 51.98%, 46.17%, 1.84%
20083,9.20%, 43.80%, 53.00%, 3.19%
20085,12.00%, 54.85%, 42.85%, 2.29%
20087,12.90%, 55.12%, 42.22%, 2.67%
20089,17.36%, 57.47%, 40.11%, 2.42%
20091,35.21%, 66.41%, 31.19%, 2.40%
20093,1.16%, 48.95%, 47.79%, 3.27%
20095,7.40%, 44.93%, 52.33%, 2.74%
20097,20.97%, 59.48%, 38.51%, 2.02%
20099,6.43%, 45.59%, 52.02%, 2.39%
20101,0.38%, 48.91%, 48.53%, 2.55%
20103,2.29%, 50.11%, 47.81%, 2.08%
20105,10.68%, 54.52%, 43.84%, 1.65%
20107,5.33%, 52.00%, 46.67%, 1.33%
20109,15.50%, 56.39%, 40.90%, 2.71%
20111,10.63%, 52.59%, 41.96%, 2.13%
20113,16.87%, 57.31%, 40.44%, 2.25%
20115,3.49%, 50.72%, 47.23%, 2.04%
20117,6.92%, 52.17%, 45.24%, 2.59%
20119,5.86%, 51.53%, 45.68%, 2.79%
20121,0.01%, 48.67%, 48.69%, 2.64%
20123,10.18%, 53.99%, 43.81%, 2.19%
20125,10.41%, 54.08%, 43.66%, 2.26%
20127,11.64%, 54.74%, 43.10%, 2.16%
20129,0.20%, 48.91%, 48.71%, 2.39%
20131,3.18%, 50.71%, 47.53%, 1.76%
20133,2.44%, 50.32%, 47.88%, 1.79%
20135,4.12%, 46.52%, 50.64%, 2.84%
20137,23.77%, 60.55%, 36.78%, 2.67%
20139,3.26%, 50.53%, 47.27%, 2.20%
20141,13.52%, 55.42%, 41.90%, 2.68%
20143,7.66%, 52.86%, 45.20%, 1.95%
20145,7.12%, 45.11%, 52.23%, 2.67%
20147,28.65%, 63.05%, 34.39%, 2.56%
20149,19.79%, 59.06%, 39.27%, 1.66%
20151,2.47%, 50.04%, 47.57%, 2.39%
20153,11.50%, 53.87%, 42.37%, 3.75%
20155,12.85%, 42.29%, 55.14%, 2.56%
20157,16.95%, 57.44%, 40.49%, 2.08%
20159,8.19%, 44.82%, 53.01%, 2.17%
20161,17.97%, 57.45%, 39.47%, 0.70%
20163,8.03%, 53.04%, 45.01%, 1.94%
20165,7.32%, 45.33%, 52.65%, 2.01%
20167,36.67%, 67.79%, 31.12%, 1.09%
20169,13.64%, 55.79%, 42.15%, 2.05%
20171,12.64%, 54.74%, 42.10%, 3.16%
20173,4.24%, 50.74%, 46.49%, 2.77%
20175,30.22%, 64.19%, 33.96%, 1.85%
20177,12.65%, 55.07%, 42.42%, 2.51%
20179,2.64%, 49.15%, 46.51%, 1.52%
20181,2.94%, 50.15%, 47.21%, 2.64%
20183,19.67%, 58.47%, 38.80%, 2.74%
20185,7.24%, 45.22%, 52.47%, 2.31%
20187,2.02%, 49.04%, 47.02%, 3.94%
20189,16.37%, 57.23%, 40.86%, 1.90%
20191,7.16%, 44.92%, 52.08%, 3.00%
20193,10.66%, 53.94%, 43.28%, 2.79%
20195,1.06%, 49.56%, 48.50%, 1.93%
20197,17.00%, 57.58%, 40.59%, 1.83%
20199,10.03%, 52.77%, 42.74%, 1.67%
20201,23.24%, 60.36%, 37.12%, 2.52%
20203,1.70%, 47.90%, 49.60%, 2.50%
20205,13.18%, 55.67%, 42.49%, 1.85%
20207,9.80%, 54.09%, 44.29%, 1.62%
20209,22.92%, 36.99%, 59.91%, 3.09%
21001,14.82%, 56.82%, 42.00%, 1.19%
21003,5.80%, 52.49%, 46.69%, 0.82%
21005,17.09%, 40.71%, 57.79%, 1.50%
21007,58.08%, 17.57%, 75.66%, 0.92%
21009,21.30%, 38.86%, 60.16%, 0.98%
21011,38.26%, 30.54%, 68.80%, 0.65%
21013,2.38%, 48.03%, 50.41%, 1.56%
21015,0.00%, 49.21%, 49.21%, 1.59%
21017,21.07%, 38.28%, 59.35%, 2.37%
21019,9.99%, 44.51%, 54.50%, 0.99%
21021,7.58%, 45.58%, 53.16%, 1.26%
21023,27.98%, 35.23%, 63.21%, 1.56%
21025,55.29%, 22.16%, 77.45%, 0.39%
21027,10.62%, 44.15%, 54.77%, 1.08%
21029,20.93%, 38.40%, 59.33%, 2.27%
21031,19.47%, 59.36%, 39.89%, 0.75%
21033,24.66%, 36.91%, 61.56%, 1.53%
21035,43.19%, 27.56%, 70.75%, 1.69%
21037,11.71%, 54.81%, 43.10%, 2.08%
21039,63.11%, 17.71%, 80.82%, 1.47%
21041,46.34%, 26.30%, 72.64%, 1.06%
21043,10.23%, 44.65%, 54.89%, 0.46%
21045,35.31%, 67.15%, 31.84%, 1.01%
21047,22.31%, 38.44%, 60.75%, 0.81%
21049,18.81%, 40.09%, 58.90%, 1.02%
21051,37.07%, 68.44%, 31.37%, 0.19%
21053,40.34%, 69.46%, 29.12%, 1.42%
21055,3.55%, 47.61%, 51.16%, 1.22%
21057,31.66%, 65.41%, 33.76%, 0.83%
21059,4.69%, 46.72%, 51.41%, 1.87%
21061,16.36%, 57.93%, 41.57%, 0.50%
21063,62.25%, 18.49%, 80.74%, 0.77%
21065,5.01%, 52.16%, 47.15%, 0.70%
21067,11.01%, 54.12%, 43.10%, 2.78%
21069,16.82%, 41.35%, 58.17%, 0.48%
21071,52.82%, 23.31%, 76.13%, 0.56%
21073,30.04%, 33.67%, 63.71%, 2.62%
21075,37.75%, 30.55%, 68.30%, 1.15%
21077,44.86%, 26.86%, 71.72%, 1.42%
21079,3.96%, 51.28%, 47.32%, 1.40%
21081,30.93%, 33.35%, 64.28%, 2.37%
21083,46.59%, 25.72%, 72.32%, 1.96%
21085,8.75%, 53.87%, 45.13%, 1.00%
21087,6.90%, 53.04%, 46.14%, 0.82%
21089,15.13%, 42.14%, 57.27%, 0.59%
21091,15.94%, 40.92%, 56.86%, 2.22%
21093,6.66%, 45.87%, 52.53%, 1.60%
21095,22.29%, 38.51%, 60.80%, 0.68%
21097,30.10%, 34.43%, 64.53%, 1.04%
21099,22.43%, 38.39%, 60.81%, 0.80%
21101,31.88%, 33.45%, 65.32%, 1.23%
21103,42.49%, 28.25%, 70.73%, 1.02%
21105,53.39%, 21.54%, 74.93%, 0.33%
21107,20.28%, 39.38%, 59.65%, 0.97%
21109,60.18%, 79.80%, 19.62%, 0.58%
21111,2.90%, 50.21%, 47.31%, 2.49%
21113,4.76%, 51.32%, 46.55%, 2.13%
21115,13.99%, 56.64%, 42.65%, 0.71%
21117,7.81%, 52.99%, 45.18%, 1.82%
21119,65.76%, 16.65%, 82.40%, 0.95%
21121,14.88%, 56.93%, 42.05%, 1.02%
21123,21.83%, 38.55%, 60.38%, 1.07%
21125,23.56%, 61.41%, 37.85%, 0.73%
21127,13.17%, 42.91%, 56.08%, 1.00%
21129,13.97%, 56.54%, 42.57%, 0.90%
21131,43.48%, 71.52%, 28.04%, 0.44%
21133,18.95%, 40.29%, 59.24%, 0.46%
21135,10.48%, 55.01%, 44.53%, 0.46%
21137,8.51%, 45.47%, 53.97%, 0.56%
21139,47.41%, 25.71%, 73.12%, 1.17%
21141,32.75%, 32.89%, 65.64%, 1.48%
21143,45.97%, 26.34%, 72.31%, 1.35%
21145,35.08%, 30.84%, 65.92%, 0.88%
21147,28.10%, 63.63%, 35.53%, 0.84%
21149,31.56%, 33.73%, 65.29%, 0.97%
21151,5.09%, 46.63%, 51.71%, 1.66%
21153,15.44%, 42.06%, 57.49%, 0.45%
21155,33.77%, 32.38%, 66.14%, 1.48%
21157,45.02%, 26.82%, 71.83%, 1.35%
21159,24.99%, 62.12%, 37.12%, 0.76%
21161,14.46%, 42.12%, 56.58%, 1.30%
21163,26.19%, 36.05%, 62.24%, 1.71%
21165,54.35%, 22.42%, 76.77%, 0.81%
21167,16.02%, 40.91%, 56.94%, 2.15%
21169,15.95%, 41.52%, 57.47%, 1.01%
21171,40.46%, 69.91%, 29.45%, 0.65%
21173,21.19%, 38.82%, 60.01%, 1.17%
21175,49.37%, 24.97%, 74.34%, 0.69%
21177,24.16%, 37.49%, 61.65%, 0.86%
21179,21.99%, 37.37%, 59.36%, 3.28%
21181,35.49%, 31.03%, 66.53%, 2.44%
21183,3.49%, 51.30%, 47.81%, 0.89%
21185,13.21%, 55.72%, 42.51%, 1.76%
21187,54.28%, 22.16%, 76.43%, 1.41%
21189,54.72%, 77.03%, 22.31%, 0.66%
21191,26.76%, 35.89%, 62.65%, 1.46%
21193,11.85%, 43.83%, 55.68%, 0.48%
21195,21.70%, 38.74%, 60.44%, 0.81%
21197,23.47%, 37.90%, 61.37%, 0.73%
21199,23.03%, 61.17%, 38.14%, 0.70%
21201,32.73%, 33.21%, 65.94%, 0.85%
21203,29.28%, 64.37%, 35.09%, 0.55%
21205,22.10%, 38.24%, 60.34%, 1.41%
21207,22.80%, 60.90%, 38.10%, 0.99%
21209,12.59%, 42.71%, 55.30%, 1.99%
21211,13.51%, 42.59%, 56.10%, 1.31%
21213,30.26%, 34.45%, 64.71%, 0.84%
21215,23.55%, 37.42%, 60.97%, 1.61%
21217,1.73%, 48.60%, 50.33%, 1.06%
21219,37.28%, 30.44%, 67.72%, 1.83%
21221,46.36%, 26.46%, 72.82%, 0.72%
21223,49.74%, 24.47%, 74.21%, 1.33%
21225,34.34%, 32.30%, 66.64%, 1.05%
21227,1.13%, 48.93%, 50.06%, 1.01%
21229,14.43%, 41.68%, 56.10%, 2.22%
21231,12.14%, 55.75%, 43.61%, 0.64%
21233,42.68%, 28.21%, 70.89%, 0.91%
21235,18.17%, 58.70%, 40.53%, 0.77%
21237,45.48%, 26.81%, 72.29%, 0.90%
21239,0.79%, 48.42%, 49.20%, 2.38%
22001,25.60%, 35.68%, 61.28%, 3.05%
22003,42.92%, 27.11%, 70.02%, 2.87%
22005,33.37%, 31.73%, 65.10%, 3.17%
22007,16.65%, 40.42%, 57.07%, 2.50%
22009,26.51%, 34.35%, 60.86%, 1.81%
22011,24.20%, 36.38%, 60.57%, 3.05%
