id,margin,bush,dukakis,trash,other,hex_color
46065,22.74%, 61.07%, 38.34%,-,0.5900000000000034%,9b0161
46067,25.63%, 62.56%, 36.93%,-,0.5099999999999909%,9f015e
46069,10.79%, 53.58%, 42.79%, 2.85%,3.6299999999999955%,88096d
46071,19.37%, 58.81%, 39.44%,-,1.75%,950464
46073,1.69%, 50.65%, 48.96%,-,0.39000000000000057%,81007c
46075,33.08%, 66.28%, 33.21%,-,0.5099999999999909%,a90154
46077,3.89%, 51.57%, 47.68%,-,0.75%,830179
46079,4.37%, 47.62%, 51.99%,-,0.39000000000000057%,790084
46081,19.88%, 59.39%, 39.50%,-,1.1099999999999994%,970264
46083,5.14%, 52.35%, 47.21%,-,0.4399999999999977%,850178
46085,14.32%, 56.96%, 42.64%,-,0.4000000000000057%,91016c
46087,0.30%, 50.00%, 49.70%,-,0.29999999999999716%,7f007e
46089,40.65%, 70.14%, 29.49%,-,0.37000000000000455%,b2004b
46091,9.11%, 45.23%, 54.34%,-,0.4300000000000068%,73018a
46093,23.33%, 61.24%, 37.91%,-,0.8499999999999943%,9c0260
46095,8.80%, 53.99%, 45.19%,-,0.8199999999999932%,890273
46097,9.12%, 45.30%, 54.42%,-,0.28000000000000114%,73008a
46099,4.22%, 47.71%, 51.94%,-,0.3499999999999943%,790084
46101,19.18%, 40.19%, 59.36%,-,0.45000000000000284%,660197
46103,23.43%, 61.44%, 38.00%,-,0.5600000000000023%,9c0160
46105,21.62%, 60.36%, 38.73%,-,0.9099999999999966%,990262
46107,25.04%, 62.07%, 37.03%,-,0.9000000000000057%,9e025e
46109,5.92%, 46.67%, 52.59%,-,0.7399999999999949%,770186
46111,2.82%, 51.10%, 48.28%,-,0.6200000000000045%,82017b
46113,64.23%, 17.31%, 81.54%,-,1.1499999999999915%,2c02cf
46115,2.51%, 48.47%, 50.98%,-,0.5500000000000114%,7b0181
46117,15.34%, 57.26%, 41.92%,-,0.8199999999999932%,92026a
46119,17.69%, 56.76%, 39.07%, 4.08%,4.170000000000002%,900a63
46121,34.73%, 31.92%, 66.65%,-,1.4299999999999926%,5103a9
46123,26.64%, 62.96%, 36.32%,-,0.7199999999999989%,a0015c
46125,15.48%, 57.47%, 41.99%,-,0.539999999999992%,92016b
46127,15.49%, 41.91%, 57.41%,-,0.6800000000000068%,6a0192
46129,27.65%, 63.40%, 35.75%,-,0.8499999999999943%,a1025b
46135,5.09%, 52.05%, 46.96%,-,0.9900000000000091%,840277
46137,8.18%, 45.53%, 53.71%,-,0.7599999999999909%,740188
47001,22.06%, 60.74%, 38.68%,-,0.5799999999999983%,9a0162
47003,9.06%, 54.32%, 45.26%,-,0.4200000000000017%,8a0173
47005,13.16%, 43.26%, 56.42%,-,0.3199999999999932%,6e008f
47007,18.56%, 59.04%, 40.48%,-,0.480000000000004%,960167
47009,35.01%, 67.26%, 32.25%,-,0.4899999999999949%,ab0152
47011,44.06%, 71.85%, 27.79%,-,0.36000000000001364%,b70046
47013,10.72%, 55.19%, 44.48%,-,0.3300000000000125%,8c0071
47015,3.64%, 47.91%, 51.55%,-,0.5400000000000063%,7a0183
47017,15.10%, 57.32%, 42.23%,-,0.45000000000000284%,92016b
47019,44.12%, 71.74%, 27.62%,-,0.6400000000000006%,b60146
47021,14.69%, 56.99%, 42.30%,-,0.710000000000008%,91016b
47023,22.48%, 61.05%, 38.57%,-,0.37999999999999545%,9b0062
47025,15.45%, 57.48%, 42.04%,-,0.480000000000004%,92016b
47027,4.33%, 51.78%, 47.45%,-,0.769999999999996%,840178
47029,43.74%, 71.65%, 27.91%,-,0.4399999999999977%,b60147
47031,15.80%, 57.56%, 41.76%,-,0.6800000000000068%,92016a
47033,11.89%, 55.77%, 43.88%,-,0.3499999999999943%,8e006f
47035,30.99%, 65.18%, 34.19%,-,0.6299999999999955%,a60157
47037,4.94%, 52.18%, 47.25%,-,0.5699999999999932%,850178
47039,9.69%, 54.55%, 44.86%,-,0.5900000000000034%,8b0172
47041,7.73%, 45.80%, 53.53%,-,0.6700000000000017%,740188
47043,2.03%, 50.71%, 48.68%,-,0.6099999999999994%,81017c
47045,27.51%, 63.54%, 36.02%,-,0.4399999999999977%,a2015b
47047,4.06%, 51.63%, 47.57%,-,0.7999999999999972%,830279
47049,24.98%, 62.16%, 37.18%,-,0.6599999999999966%,9e015e
47051,0.56%, 49.43%, 49.99%,-,0.5799999999999983%,7e017f
47053,5.44%, 52.47%, 47.03%,-,0.5%,850177
47055,5.35%, 47.04%, 52.39%,-,0.5699999999999932%,770185
47057,31.41%, 65.50%, 34.09%,-,0.4099999999999966%,a70156
47059,40.10%, 69.73%, 29.63%,-,0.6400000000000006%,b1014b
47061,25.56%, 37.05%, 62.61%,-,0.3400000000000034%,5e009f
47063,34.42%, 66.93%, 32.52%,-,0.549999999999983%,aa0152
47065,24.72%, 62.08%, 37.36%,-,0.5600000000000023%,9e015f
47067,27.19%, 62.58%, 35.40%,-,2.0200000000000102%,9f055a
47069,0.29%, 49.69%, 49.40%,-,0.9099999999999966%,7e027d
47071,20.37%, 59.98%, 39.61%,-,0.4099999999999966%,980165
47073,28.29%, 63.88%, 35.59%,-,0.5300000000000011%,a2015a
47075,4.18%, 47.64%, 51.83%,-,0.5300000000000011%,790184
47077,39.93%, 69.29%, 29.36%,-,1.3499999999999943%,b0034a
47079,3.55%, 47.96%, 51.51%,-,0.5300000000000011%,7a0183
47081,8.07%, 45.67%, 53.74%,-,0.5900000000000034%,740189
47083,24.71%, 37.26%, 61.98%,-,0.7600000000000051%,5f019e
47085,17.44%, 41.09%, 58.54%,-,0.37000000000000455%,680095
47087,25.25%, 37.15%, 62.40%,-,0.45000000000000284%,5e019f
47089,36.39%, 67.85%, 31.46%,-,0.6899999999999977%,ad0150
47091,46.98%, 73.14%, 26.17%,-,0.6899999999999977%,ba0142
47093,27.06%, 63.27%, 36.21%,-,0.519999999999996%,a1015c
47095,7.37%, 46.06%, 53.43%,-,0.5099999999999909%,750188
47097,0.18%, 49.83%, 49.65%,-,0.5200000000000102%,7f017e
47099,12.25%, 56.09%, 43.84%,-,0.06999999999999318%,8f006f
47101,3.44%, 47.95%, 51.39%,-,0.6599999999999966%,7a0183
47103,7.68%, 53.49%, 45.80%,-,0.710000000000008%,880174
47105,34.10%, 66.69%, 32.59%,-,0.7199999999999989%,aa0153
47107,29.78%, 64.70%, 34.93%,-,0.37000000000000455%,a40059
47109,13.61%, 56.46%, 42.85%,-,0.6899999999999977%,8f016d
47111,31.43%, 65.37%, 33.94%,-,0.6899999999999977%,a60156
47113,21.22%, 60.46%, 39.23%,-,0.3100000000000023%,9a0064
47115,2.69%, 51.14%, 48.45%,-,0.4099999999999966%,82017b
47117,3.11%, 51.37%, 48.26%,-,0.37000000000000455%,82007b
47119,14.32%, 56.78%, 42.47%,-,0.75%,90016c
47121,17.87%, 58.68%, 40.81%,-,0.5099999999999909%,950168
47123,22.66%, 61.15%, 38.49%,-,0.35999999999999943%,9b0062
47125,15.80%, 57.65%, 41.84%,-,0.5099999999999909%,93016a
47127,3.59%, 51.37%, 47.78%,-,0.8499999999999943%,820279
47129,13.97%, 56.67%, 42.70%,-,0.6299999999999955%,90016c
47131,11.53%, 55.60%, 44.07%,-,0.3299999999999983%,8d0070
47133,14.51%, 42.60%, 57.11%,-,0.28999999999999204%,6c0091
47135,17.05%, 41.14%, 58.19%,-,0.6700000000000017%,680194
47137,27.56%, 63.67%, 36.10%,-,0.22999999999998977%,a2005c
47139,5.10%, 52.31%, 47.21%,-,0.47999999999998977%,850178
47141,18.06%, 58.62%, 40.56%,-,0.8199999999999932%,950267
47143,32.78%, 66.15%, 33.37%,-,0.47999999999998977%,a80155
47145,24.84%, 62.19%, 37.35%,-,0.46000000000000796%,9e015f
47147,1.46%, 48.95%, 50.41%,-,0.6400000000000006%,7c0180
47149,24.85%, 62.18%, 37.33%,-,0.4900000000000091%,9e015f
47151,22.68%, 61.10%, 38.42%,-,0.47999999999998977%,9b0161
47153,16.14%, 57.83%, 41.69%,-,0.480000000000004%,93016a
47155,52.95%, 76.26%, 23.31%,-,0.4299999999999926%,c2013b
47157,2.49%, 50.96%, 48.47%,-,0.5699999999999932%,81017b
47159,8.19%, 45.63%, 53.82%,-,0.5499999999999972%,740189
47161,20.54%, 39.50%, 60.04%,-,0.46000000000000796%,640199
47163,30.60%, 64.73%, 34.13%,-,1.1399999999999864%,a50257
47165,24.92%, 62.20%, 37.28%,-,0.519999999999996%,9e015f
47167,22.46%, 61.02%, 38.56%,-,0.4199999999999875%,9b0162
47169,10.31%, 44.59%, 54.90%,-,0.5099999999999909%,71018b
47171,34.09%, 66.79%, 32.70%,-,0.5099999999999909%,aa0153
47173,19.05%, 59.20%, 40.15%,-,0.6500000000000057%,960166
47175,1.01%, 49.37%, 50.38%,-,0.25%,7d0080
47177,1.27%, 49.13%, 50.40%,-,0.46999999999999886%,7d0180
47179,31.88%, 65.63%, 33.75%,-,0.6200000000000045%,a70156
47181,38.15%, 68.77%, 30.62%,-,0.6099999999999994%,af014e
47183,14.64%, 57.07%, 42.44%,-,0.4900000000000091%,91016c
47185,1.60%, 50.41%, 48.81%,-,0.7800000000000011%,80017c
47187,45.04%, 72.33%, 27.28%,-,0.39000000000000057%,b80045
47189,22.75%, 61.11%, 38.36%,-,0.5300000000000011%,9b0161
48001,12.32%, 55.95%, 43.63%,-,0.4199999999999875%,8e016f
48003,46.05%, 72.82%, 26.77%,-,0.4100000000000108%,b90144
48005,7.92%, 53.40%, 45.48%,-,1.1200000000000045%,880273
48007,25.06%, 62.27%, 37.20%,-,0.5300000000000011%,9e015e
48009,10.50%, 55.13%, 44.62%,-,0.25%,8c0071
48011,39.04%, 69.23%, 30.19%,-,0.5799999999999983%,b0014c
48013,1.26%, 50.26%, 49.00%,-,0.7400000000000091%,80017c
48015,26.97%, 63.18%, 36.22%,-,0.5999999999999943%,a1015c
48017,24.88%, 62.27%, 37.39%,-,0.3400000000000034%,9e005f
48019,45.87%, 72.15%, 26.28%,-,1.5699999999999932%,b70443
48021,14.28%, 42.51%, 56.80%,-,0.6899999999999977%,6c0190
48023,11.55%, 44.15%, 55.70%,-,0.15000000000000568%,70008e
48025,0.04%, 49.78%, 49.74%,-,0.47999999999998977%,7e017e
48027,24.46%, 61.79%, 37.33%,-,0.8799999999999955%,9d025f
48029,5.18%, 52.25%, 47.07%,-,0.6800000000000068%,850178
48031,24.57%, 61.79%, 37.22%,-,0.9900000000000091%,9d025e
48033,25.11%, 62.33%, 37.22%,-,0.45000000000000284%,9e015e
48035,12.82%, 56.26%, 43.44%,-,0.30000000000001137%,8f006e
48037,11.18%, 55.31%, 44.13%,-,0.5600000000000023%,8d0170
48039,17.93%, 57.60%, 39.67%, 2.62%,2.7299999999999898%,920665
48041,32.41%, 65.72%, 33.31%,-,0.9699999999999989%,a70254
48043,4.20%, 51.55%, 47.36%,-,1.0900000000000034%,830278
48045,10.50%, 44.27%, 54.77%,-,0.9599999999999937%,70028b
48047,64.52%, 17.43%, 81.94%,-,0.6299999999999955%,2c01d0
48049,17.64%, 58.68%, 41.04%,-,0.28000000000000114%,950068
48051,15.79%, 41.99%, 57.78%,-,0.22999999999998977%,6b0093
48053,8.17%, 53.85%, 45.68%,-,0.46999999999999886%,890174
48055,13.27%, 43.00%, 56.27%,-,0.7299999999999898%,6d018f
48057,2.01%, 48.79%, 50.80%,-,0.4099999999999966%,7c0181
48059,17.68%, 58.67%, 40.99%,-,0.3400000000000034%,950068
48061,12.08%, 43.68%, 55.75%,-,0.5699999999999932%,6f018e
48063,5.27%, 47.20%, 52.47%,-,0.3299999999999983%,780085
48065,33.86%, 66.71%, 32.85%,-,0.4399999999999977%,aa0153
48067,5.65%, 47.11%, 52.75%,-,0.14000000000000057%,780086
48069,5.51%, 52.61%, 47.10%,-,0.28999999999999204%,860078
48071,9.72%, 54.48%, 44.76%,-,0.7600000000000051%,8a0172
48073,14.55%, 57.12%, 42.57%,-,0.3100000000000023%,91006c
48075,6.22%, 52.98%, 46.76%,-,0.2600000000000051%,870077
48077,5.65%, 47.07%, 52.72%,-,0.21000000000000796%,780086
48079,6.16%, 52.74%, 46.58%,-,0.6800000000000068%,860176
48081,12.26%, 55.97%, 43.71%,-,0.3199999999999932%,8e006f
48083,8.38%, 54.15%, 45.78%,-,0.06999999999999318%,8a0074
48085,49.15%, 74.29%, 25.14%,-,0.5699999999999932%,bd0140
48087,3.74%, 51.81%, 48.07%,-,0.12000000000000455%,84007a
48089,13.27%, 56.41%, 43.14%,-,0.45000000000000284%,8f016e
48091,41.43%, 70.04%, 28.61%,-,1.3499999999999943%,b20348
48093,10.54%, 44.53%, 55.07%,-,0.4000000000000057%,71018c
48095,2.06%, 48.85%, 50.91%,-,0.2400000000000091%,7c0081
48097,26.01%, 62.84%, 36.82%,-,0.3400000000000034%,a0005d
48099,29.54%, 64.17%, 34.63%,-,1.1999999999999886%,a30358
48101,28.72%, 35.00%, 63.71%,-,1.289999999999992%,5903a2
48103,34.27%, 67.05%, 32.78%,-,0.1700000000000017%,aa0053
48105,2.80%, 51.24%, 48.43%,-,0.3299999999999983%,82007b
48107,12.26%, 43.75%, 56.01%,-,0.2400000000000091%,6f008e
48109,14.26%, 42.46%, 56.72%,-,0.8199999999999932%,6c0290
48111,30.08%, 64.72%, 34.64%,-,0.6400000000000006%,a50158
48113,17.48%, 58.38%, 40.91%,-,0.710000000000008%,940168
48115,18.79%, 59.32%, 40.53%,-,0.15000000000000568%,970067
48117,31.68%, 65.39%, 33.71%,-,0.9000000000000057%,a60255
48119,18.80%, 40.41%, 59.21%,-,0.37999999999999545%,670096
48121,37.10%, 68.22%, 31.12%,-,0.6599999999999966%,ad014f
48123,16.77%, 58.00%, 41.23%,-,0.7700000000000102%,930169
48125,22.87%, 38.12%, 61.00%,-,0.8799999999999955%,61029b
48127,50.26%, 24.65%, 74.91%,-,0.4399999999999977%,3e01bf
48129,22.30%, 60.89%, 38.59%,-,0.519999999999996%,9b0162
48131,64.16%, 17.79%, 81.95%,-,0.2599999999999909%,2d00d0
48133,9.96%, 54.83%, 44.86%,-,0.3100000000000023%,8b0072
48135,36.10%, 67.80%, 31.70%,-,0.5%,ac0150
48137,20.22%, 59.78%, 39.57%,-,0.6500000000000057%,980164
48139,18.93%, 59.18%, 40.25%,-,0.5699999999999932%,960166
48141,5.93%, 46.79%, 52.72%,-,0.4900000000000091%,770186
48143,13.73%, 56.71%, 42.98%,-,0.3100000000000023%,90006d
48145,10.18%, 44.76%, 54.94%,-,0.30000000000001137%,72008c
48147,12.36%, 43.67%, 56.03%,-,0.29999999999999716%,6f008e
48149,14.57%, 57.09%, 42.53%,-,0.37999999999999545%,91006c
48151,35.49%, 32.19%, 67.68%,-,0.12999999999999545%,5200ac
48153,11.15%, 55.48%, 44.33%,-,0.18999999999999773%,8d0071
48155,25.24%, 37.32%, 62.56%,-,0.12000000000000455%,5f009f
48157,25.82%, 62.43%, 36.61%,-,0.960000000000008%,9f025d
48159,0.48%, 49.69%, 50.17%,-,0.14000000000000057%,7e007f
48161,3.99%, 51.85%, 47.87%,-,0.28000000000000114%,84007a
48163,33.30%, 33.16%, 66.46%,-,0.38000000000000966%,5400a9
48165,26.48%, 62.81%, 36.33%,-,0.8599999999999994%,a0025c
48167,5.02%, 47.15%, 52.18%,-,0.6700000000000017%,780185
48169,8.86%, 54.02%, 45.16%,-,0.8199999999999932%,890273
48171,55.71%, 77.42%, 21.71%,-,0.8700000000000045%,c50237
48173,45.64%, 72.73%, 27.08%,-,0.18999999999999773%,b90045
48175,2.47%, 51.11%, 48.64%,-,0.25%,82007c
48177,1.45%, 50.42%, 48.97%,-,0.6099999999999994%,80017c
48179,49.06%, 74.22%, 25.15%,-,0.6299999999999955%,bd0140
48181,13.45%, 56.55%, 43.10%,-,0.3499999999999943%,90006d
48183,35.49%, 67.19%, 31.70%,-,1.1099999999999994%,ab0250
48185,1.52%, 50.52%, 49.00%,-,0.47999999999998977%,80017c
48187,29.86%, 64.37%, 34.50%,-,1.1299999999999955%,a40257
48189,28.36%, 64.05%, 35.69%,-,0.2600000000000051%,a3005b
48191,18.07%, 40.96%, 59.04%,-,0.0%,680096
48193,11.76%, 55.67%, 43.91%,-,0.4200000000000017%,8d016f
48195,62.95%, 81.25%, 18.30%,-,0.45000000000000284%,cf012e
48197,14.39%, 42.73%, 57.12%,-,0.15000000000000568%,6c0091
48199,8.88%, 45.46%, 54.34%,-,0.19999999999998863%,73008a
48201,14.90%, 57.02%, 42.12%,-,0.8599999999999994%,91026b
48203,14.01%, 56.18%, 42.16%,-,1.6599999999999966%,8f046b
48205,41.44%, 70.35%, 28.91%,-,0.7400000000000091%,b30149
48207,17.91%, 40.93%, 58.83%,-,0.2400000000000091%,680096
48209,2.27%, 50.36%, 48.09%,-,1.5499999999999972%,80037a
48211,37.71%, 68.62%, 30.91%,-,0.46999999999999886%,ae014e
48213,5.67%, 52.61%, 46.94%,-,0.45000000000000284%,860177
48215,29.91%, 34.87%, 64.78%,-,0.3499999999999943%,5800a5
48217,4.51%, 52.14%, 47.63%,-,0.22999999999998977%,840079
48219,20.94%, 60.25%, 39.31%,-,0.4399999999999977%,990164
48221,26.84%, 63.16%, 36.32%,-,0.5200000000000102%,a1015c
48223,1.47%, 50.61%, 49.14%,-,0.25%,81007d
48225,0.46%, 50.00%, 49.54%,-,0.46000000000000796%,7f017e
48227,15.01%, 57.28%, 42.26%,-,0.46000000000000796%,92016b
48229,0.12%, 49.63%, 49.75%,-,0.6200000000000045%,7e017e
48231,16.53%, 58.06%, 41.53%,-,0.4099999999999966%,940169
48233,43.47%, 71.50%, 28.03%,-,0.46999999999999886%,b60147
48235,24.57%, 62.17%, 37.60%,-,0.22999999999998977%,9e005f
48237,0.68%, 50.16%, 49.48%,-,0.36000000000001364%,7f007e
48239,15.89%, 57.75%, 41.86%,-,0.39000000000000057%,93006a
48241,14.00%, 42.87%, 56.87%,-,0.2600000000000051%,6d0091
48243,22.87%, 60.23%, 37.36%, 2.18%,2.4099999999999966%,99065f
48245,21.70%, 38.99%, 60.69%,-,0.3199999999999932%,63009a
48247,52.26%, 23.80%, 76.06%,-,0.14000000000000057%,3c00c1
48249,32.28%, 33.64%, 65.92%,-,0.4399999999999977%,5501a8
48251,16.58%, 58.03%, 41.45%,-,0.519999999999996%,930169
48253,1.72%, 50.71%, 48.99%,-,0.29999999999999716%,81007c
48255,2.96%, 48.31%, 51.27%,-,0.4199999999999875%,7b0182
48257,6.96%, 53.19%, 46.23%,-,0.5800000000000125%,870175
48259,53.59%, 76.20%, 22.60%,-,1.1999999999999886%,c20339
48261,21.94%, 38.78%, 60.71%,-,0.5099999999999909%,62019a
48263,18.40%, 40.65%, 59.05%,-,0.30000000000001137%,670096
48265,51.01%, 75.03%, 24.01%,-,0.9599999999999937%,bf023d
48267,31.54%, 65.62%, 34.08%,-,0.29999999999999716%,a70056
48269,26.86%, 63.43%, 36.57%,-,0.0%,a1005d
48271,7.03%, 53.17%, 46.14%,-,0.6899999999999977%,870175
48273,9.29%, 44.67%, 53.96%,-,1.3700000000000045%,710389
48275,13.92%, 42.93%, 56.85%,-,0.21999999999999886%,6d0090
48277,3.00%, 51.42%, 48.42%,-,0.1599999999999966%,83007b
48279,15.69%, 57.64%, 41.95%,-,0.4099999999999966%,92016a
48281,21.06%, 60.41%, 39.35%,-,0.2400000000000091%,9a0064
48283,40.73%, 29.46%, 70.20%,-,0.3400000000000034%,4b00b3
48285,10.63%, 54.97%, 44.35%,-,0.6800000000000068%,8c0171
48287,0.28%, 49.60%, 49.87%,-,0.5300000000000011%,7e017f
48289,9.03%, 54.31%, 45.28%,-,0.4099999999999966%,8a0173
48291,1.07%, 50.22%, 49.15%,-,0.6299999999999955%,80017d
48293,3.24%, 48.16%, 51.40%,-,0.4399999999999977%,7a0183
48295,48.97%, 74.12%, 25.15%,-,0.7299999999999898%,bd0140
48297,18.14%, 58.69%, 40.54%,-,0.7700000000000102%,950167
48299,14.85%, 57.24%, 42.39%,-,0.37000000000000455%,91006c
48301,40.26%, 70.13%, 29.87%,-,0.0%,b2004c
48303,38.96%, 69.26%, 30.29%,-,0.44999999999998863%,b0014d
48305,8.15%, 54.03%, 45.88%,-,0.09000000000000341%,890074
48307,1.43%, 49.13%, 50.56%,-,0.3100000000000023%,7d0080
48309,16.65%, 58.12%, 41.47%,-,0.4099999999999966%,940169
48311,52.26%, 75.88%, 23.62%,-,0.5%,c1013c
48313,1.63%, 50.60%, 48.97%,-,0.4300000000000068%,81017c
48315,9.64%, 44.97%, 54.61%,-,0.4200000000000017%,72018b
48317,23.32%, 61.60%, 38.28%,-,0.12000000000000455%,9d0061
48319,18.37%, 58.91%, 40.54%,-,0.5500000000000114%,960167
48321,8.85%, 54.01%, 45.16%,-,0.8300000000000125%,890273
48323,46.69%, 26.52%, 73.21%,-,0.27000000000001023%,4300ba
48325,14.91%, 57.05%, 42.15%,-,0.8000000000000114%,91026b
48327,5.29%, 47.14%, 52.43%,-,0.4300000000000068%,780185
48329,56.28%, 77.86%, 21.58%,-,0.5600000000000023%,c60137
48331,16.11%, 41.83%, 57.94%,-,0.23000000000000398%,6a0093
48333,10.65%, 55.24%, 44.60%,-,0.1599999999999966%,8c0071
48335,5.24%, 47.27%, 52.52%,-,0.20999999999999375%,780085
48337,2.98%, 48.36%, 51.34%,-,0.29999999999999716%,7b0082
48339,37.14%, 68.24%, 31.10%,-,0.6599999999999966%,ae014f
48341,41.15%, 70.25%, 29.10%,-,0.6500000000000057%,b3014a
48343,25.19%, 37.37%, 62.56%,-,0.06999999999999318%,5f009f
48345,24.13%, 61.99%, 37.86%,-,0.15000000000000568%,9e0060
48347,25.85%, 62.32%, 36.47%,-,1.210000000000008%,9e035c
48349,2.30%, 48.71%, 51.01%,-,0.28000000000000114%,7c0082
48351,37.31%, 31.25%, 68.56%,-,0.18999999999999773%,4f00ae
48353,2.12%, 48.74%, 50.86%,-,0.4000000000000057%,7c0181
48355,2.99%, 48.30%, 51.30%,-,0.4000000000000057%,7b0182
48357,66.79%, 83.25%, 16.46%,-,0.28999999999999204%,d40029
48359,38.65%, 68.82%, 30.18%,-,1.0%,af024c
48361,19.64%, 39.99%, 59.63%,-,0.37999999999999545%,650098
48363,8.33%, 53.85%, 45.52%,-,0.6299999999999955%,890174
48365,5.91%, 52.87%, 46.96%,-,0.1700000000000017%,860077
48367,24.53%, 62.01%, 37.48%,-,0.5100000000000051%,9e015f
48369,45.69%, 72.60%, 26.91%,-,0.4900000000000091%,b90144
48371,11.73%, 55.67%, 43.95%,-,0.37999999999999545%,8d0070
48373,0.94%, 48.88%, 49.82%,-,1.2999999999999972%,7c037f
48375,26.16%, 62.76%, 36.60%,-,0.6400000000000006%,a0015d
48377,33.31%, 33.09%, 66.40%,-,0.5099999999999909%,5401a9
48379,6.10%, 46.82%, 52.92%,-,0.2599999999999909%,770086
48381,53.17%, 76.33%, 23.16%,-,0.5100000000000051%,c2013b
48383,38.15%, 69.00%, 30.85%,-,0.15000000000000568%,af004e
48385,24.17%, 61.58%, 37.41%,-,1.0100000000000051%,9d025f
48387,12.21%, 43.79%, 56.00%,-,0.21000000000000796%,6f008e
48389,23.89%, 37.86%, 61.75%,-,0.39000000000000057%,60009d
48391,1.40%, 50.56%, 49.17%,-,0.269999999999996%,80007d
48393,52.67%, 75.90%, 23.24%,-,0.8599999999999994%,c1023b
48395,24.79%, 37.45%, 62.24%,-,0.3100000000000023%,5f009e
48397,45.83%, 72.58%, 26.75%,-,0.6700000000000017%,b90144
48399,16.81%, 58.28%, 41.48%,-,0.2400000000000091%,940069
48401,27.79%, 63.70%, 35.91%,-,0.39000000000000057%,a2005b
48403,3.21%, 48.28%, 51.49%,-,0.22999999999998977%,7b0083
48405,4.21%, 47.65%, 51.86%,-,0.4900000000000091%,790184
48407,4.94%, 47.31%, 52.25%,-,0.4399999999999977%,780185
48409,3.91%, 47.07%, 50.98%,-,1.9500000000000028%,780481
48411,2.90%, 48.27%, 51.16%,-,0.5699999999999932%,7b0182
48413,13.74%, 56.44%, 42.70%,-,0.8599999999999994%,8f026c
48415,27.66%, 63.61%, 35.95%,-,0.4399999999999977%,a2015b
48417,11.84%, 55.66%, 43.82%,-,0.5200000000000102%,8d016f
48419,3.17%, 48.34%, 51.50%,-,0.1599999999999966%,7b0083
48421,53.70%, 76.38%, 22.68%,-,0.9399999999999977%,c20239
48423,29.74%, 64.67%, 34.93%,-,0.4000000000000057%,a40159
48425,13.98%, 56.79%, 42.81%,-,0.4000000000000057%,90016d
48427,69.91%, 14.83%, 84.74%,-,0.4300000000000068%,2501d8
48429,21.24%, 60.45%, 39.21%,-,0.3400000000000034%,9a0063
48431,42.07%, 70.73%, 28.66%,-,0.6099999999999994%,b40149
48433,26.42%, 36.70%, 63.12%,-,0.18000000000000682%,5d00a0
48435,27.07%, 63.44%, 36.37%,-,0.18999999999999773%,a1005c
48437,19.57%, 39.98%, 59.55%,-,0.46999999999999886%,650197
48439,23.05%, 61.24%, 38.19%,-,0.5699999999999932%,9c0161
48441,36.86%, 67.97%, 31.11%,-,0.9200000000000017%,ad024f
48443,13.64%, 42.96%, 56.60%,-,0.4399999999999977%,6d0190
48445,15.30%, 57.50%, 42.20%,-,0.29999999999999716%,92006b
48447,7.92%, 45.59%, 53.51%,-,0.9000000000000057%,740288
48449,1.28%, 49.27%, 50.55%,-,0.18000000000000682%,7d0080
48451,26.99%, 63.10%, 36.11%,-,0.789999999999992%,a0025c
48453,9.26%, 44.86%, 54.13%,-,1.009999999999991%,72028a
48455,4.07%, 47.65%, 51.72%,-,0.6299999999999955%,790183
48457,15.47%, 42.10%, 57.57%,-,0.3299999999999983%,6b0092
48459,6.65%, 53.18%, 46.53%,-,0.28999999999999204%,870076
48461,37.07%, 68.33%, 31.26%,-,0.4099999999999966%,ae014f
48463,7.27%, 53.32%, 46.04%,-,0.6400000000000006%,870175
48465,0.64%, 50.03%, 49.40%,-,0.5699999999999932%,7f017d
48467,8.98%, 54.36%, 45.38%,-,0.2599999999999909%,8a0073
48469,25.29%, 62.08%, 36.79%,-,1.1299999999999955%,9e025d
48471,18.39%, 58.88%, 40.48%,-,0.6400000000000006%,960167
48473,4.59%, 47.31%, 51.90%,-,0.789999999999992%,780284
48475,18.54%, 59.02%, 40.48%,-,0.5%,960167
48477,34.09%, 66.85%, 32.75%,-,0.4000000000000057%,aa0153
48479,36.50%, 31.59%, 68.09%,-,0.3199999999999932%,5000ad
48481,8.03%, 53.71%, 45.69%,-,0.5999999999999943%,880174
48483,22.90%, 61.33%, 38.42%,-,0.25%,9c0061
48485,12.91%, 56.08%, 43.17%,-,0.75%,8f016e
48487,8.54%, 54.15%, 45.61%,-,0.2400000000000091%,8a0074
48489,28.64%, 35.43%, 64.07%,-,0.5%,5a01a3
48491,16.37%, 57.85%, 41.48%,-,0.6700000000000017%,930169
48493,5.73%, 52.65%, 46.92%,-,0.4300000000000068%,860177
48495,27.15%, 63.42%, 36.27%,-,0.3100000000000023%,a1005c
48497,6.81%, 53.22%, 46.41%,-,0.37000000000000455%,870076
48499,14.63%, 54.69%, 40.06%,-,5.25%,8b0d66
48501,41.28%, 70.28%, 29.00%,-,0.7199999999999989%,b30149
48503,15.97%, 57.78%, 41.80%,-,0.4200000000000017%,93016a
48505,38.69%, 30.56%, 69.25%,-,0.18999999999999773%,4d00b0
48507,68.21%, 15.81%, 84.02%,-,0.1700000000000017%,2800d6
49001,22.25%, 60.89%, 38.64%,-,0.46999999999999886%,9b0162
49003,63.70%, 81.40%, 17.70%,-,0.8999999999999915%,cf022d
49005,56.84%, 77.84%, 21.00%,-,1.1599999999999966%,c60235
