id,margin,bush,dukakis,trash,other,hex_color
19035,5.19%, 46.94%, 52.14%,-,0.9200000000000017%,770284
19037,15.99%, 41.54%, 57.53%,-,0.9300000000000068%,690292
19039,16.04%, 41.46%, 57.50%,-,1.039999999999992%,690292
19041,6.76%, 46.26%, 53.02%,-,0.7199999999999989%,750187
19043,5.84%, 46.58%, 52.41%,-,1.0100000000000051%,760285
19045,10.03%, 44.53%, 54.56%,-,0.9099999999999966%,71028b
19047,6.74%, 46.16%, 52.91%,-,0.9300000000000068%,750286
19049,21.28%, 39.12%, 60.40%,-,0.480000000000004%,63019a
19051,17.74%, 40.61%, 58.35%,-,1.039999999999992%,670294
19053,21.67%, 38.76%, 60.44%,-,0.8000000000000114%,62029a
19055,7.02%, 46.08%, 53.11%,-,0.8100000000000023%,750287
19057,20.34%, 39.50%, 59.84%,-,0.6599999999999966%,640198
19059,4.73%, 51.80%, 47.06%,-,1.1400000000000006%,840278
19061,24.04%, 37.69%, 61.74%,-,0.5699999999999932%,60019d
19063,12.16%, 43.66%, 55.82%,-,0.5200000000000102%,6f018e
19065,3.72%, 47.84%, 51.56%,-,0.5999999999999943%,790183
19067,14.37%, 42.23%, 56.60%,-,1.1700000000000017%,6b0290
19069,5.53%, 46.86%, 52.39%,-,0.75%,770185
19071,11.31%, 55.17%, 43.86%,-,0.9699999999999989%,8c026f
19073,17.82%, 40.49%, 58.31%,-,1.1999999999999886%,670394
19075,21.51%, 60.42%, 38.91%,-,0.6700000000000017%,9a0163
19077,18.16%, 40.24%, 58.40%,-,1.3599999999999994%,660394
19079,11.73%, 43.73%, 55.46%,-,0.8100000000000023%,6f028d
19081,1.79%, 48.83%, 50.62%,-,0.5500000000000114%,7c0181
19083,13.69%, 42.84%, 56.53%,-,0.6299999999999955%,6d0190
19085,3.73%, 51.57%, 47.83%,-,0.5999999999999943%,830179
19087,2.54%, 50.93%, 48.39%,-,0.6800000000000068%,81017b
19089,8.32%, 45.55%, 53.87%,-,0.5800000000000125%,740189
19091,2.22%, 48.42%, 50.64%,-,0.9399999999999977%,7b0281
19093,4.34%, 51.63%, 47.29%,-,1.0799999999999983%,830278
19095,1.36%, 48.57%, 49.93%,-,1.5%,7b037f
19097,19.76%, 39.32%, 59.08%,-,1.5999999999999943%,640496
19099,14.22%, 42.60%, 56.82%,-,0.5799999999999983%,6c0190
19101,0.27%, 49.53%, 49.26%,-,1.210000000000008%,7e037d
19103,29.80%, 34.61%, 64.41%,-,0.980000000000004%,5802a4
19105,13.99%, 42.71%, 56.70%,-,0.5900000000000034%,6c0190
19107,11.87%, 43.56%, 55.43%,-,1.009999999999991%,6f028d
19109,12.63%, 43.24%, 55.87%,-,0.8900000000000006%,6e028e
19111,27.09%, 36.02%, 63.11%,-,0.8700000000000045%,5b02a0
19113,12.86%, 43.18%, 56.04%,-,0.7800000000000011%,6e018e
19115,4.75%, 47.03%, 51.78%,-,1.1899999999999977%,770384
19117,15.98%, 41.86%, 57.84%,-,0.29999999999999716%,6a0093
19119,34.40%, 66.81%, 32.41%,-,0.7800000000000011%,aa0152
19121,17.25%, 41.11%, 58.36%,-,0.5300000000000011%,680194
19123,3.72%, 51.48%, 47.76%,-,0.7600000000000051%,830179
19125,7.78%, 45.65%, 53.44%,-,0.9099999999999966%,740288
19127,11.98%, 43.63%, 55.62%,-,0.75%,6f018d
19129,20.86%, 59.82%, 38.96%,-,1.2199999999999989%,980363
19131,10.13%, 44.52%, 54.66%,-,0.8199999999999932%,71028b
19133,7.57%, 46.05%, 53.62%,-,0.3300000000000125%,750088
19135,27.95%, 35.81%, 63.76%,-,0.4300000000000068%,5b01a2
19137,24.86%, 62.08%, 37.22%,-,0.7000000000000028%,9e015e
19139,1.10%, 48.96%, 50.06%,-,0.9799999999999898%,7c027f
19141,20.83%, 59.97%, 39.14%,-,0.8900000000000006%,980263
19143,20.65%, 59.77%, 39.12%,-,1.1099999999999994%,980263
19145,35.25%, 67.37%, 32.12%,-,0.5099999999999909%,ab0151
19147,24.46%, 37.36%, 61.82%,-,0.8199999999999932%,5f029d
19149,11.41%, 55.33%, 43.93%,-,0.7400000000000091%,8d0170
19151,18.29%, 40.22%, 58.51%,-,1.2700000000000102%,660395
19153,18.60%, 40.42%, 59.01%,-,0.5699999999999932%,670196
19155,6.90%, 53.06%, 46.16%,-,0.7800000000000011%,870175
19157,13.83%, 42.70%, 56.53%,-,0.769999999999996%,6c0190
19159,18.27%, 40.64%, 58.92%,-,0.4399999999999977%,670196
19161,3.98%, 47.49%, 51.47%,-,1.039999999999992%,790283
19163,5.13%, 46.98%, 52.12%,-,0.9000000000000057%,770284
19165,3.63%, 51.52%, 47.88%,-,0.5999999999999943%,83017a
19167,55.29%, 77.29%, 22.00%,-,0.7099999999999937%,c50138
19169,15.92%, 41.63%, 57.55%,-,0.8199999999999932%,6a0292
19171,15.25%, 41.96%, 57.21%,-,0.8299999999999983%,6a0291
19173,0.72%, 49.43%, 50.15%,-,0.4200000000000017%,7e017f
19175,8.03%, 45.54%, 53.57%,-,0.8900000000000006%,740288
19177,2.40%, 50.75%, 48.35%,-,0.9000000000000057%,81027b
19179,30.80%, 34.14%, 64.93%,-,0.9299999999999926%,5702a5
19181,19.86%, 39.82%, 59.68%,-,0.5%,650198
19183,0.46%, 49.12%, 49.58%,-,1.3000000000000114%,7d037e
19185,14.98%, 42.19%, 57.18%,-,0.6299999999999955%,6b0191
19187,19.21%, 39.82%, 59.03%,-,1.1500000000000057%,650296
19189,1.03%, 50.20%, 49.17%,-,0.6299999999999955%,80017d
19191,2.85%, 48.07%, 50.92%,-,1.009999999999991%,7a0281
19193,3.47%, 47.90%, 51.38%,-,0.7199999999999989%,7a0183
19195,23.91%, 37.37%, 61.28%,-,1.3499999999999943%,5f039c
19197,11.48%, 43.90%, 55.38%,-,0.7199999999999989%,6f018d
20001,17.58%, 58.14%, 40.56%,-,1.2999999999999972%,940367
20003,9.59%, 54.25%, 44.65%,-,1.0999999999999943%,8a0271
20005,1.00%, 49.03%, 48.03%, 2.52%,2.9399999999999977%,7d077a
20007,15.56%, 56.87%, 41.32%,-,1.8100000000000023%,910469
20009,20.78%, 59.20%, 38.42%,-,2.3799999999999955%,960661
20011,16.38%, 57.80%, 41.42%,-,0.7800000000000011%,930169
20013,27.85%, 63.57%, 35.72%,-,0.710000000000008%,a2015b
20015,17.24%, 57.60%, 40.35%,-,2.049999999999997%,920566
20017,23.73%, 60.63%, 36.90%, 2.19%,2.469999999999999%,9a065e
20019,30.30%, 64.48%, 34.18%,-,1.3400000000000034%,a40357
20021,2.52%, 50.95%, 48.43%,-,0.6200000000000045%,81017b
20023,29.32%, 63.40%, 34.08%,-,2.5200000000000102%,a10656
20025,35.51%, 66.62%, 31.10%,-,2.280000000000001%,a9054f
20027,45.35%, 72.10%, 26.75%,-,1.1500000000000057%,b70244
20029,19.91%, 59.34%, 39.43%,-,1.2299999999999898%,970364
20031,34.50%, 66.69%, 32.20%,-,1.1099999999999994%,aa0252
20033,32.32%, 65.72%, 33.39%,-,0.8900000000000006%,a70255
20035,11.14%, 54.44%, 43.30%,-,2.260000000000005%,8a056e
20037,5.68%, 46.73%, 52.41%,-,0.8600000000000136%,770285
20039,23.18%, 60.10%, 36.92%, 2.14%,2.9799999999999898%,99075e
20041,27.82%, 63.28%, 35.47%,-,1.25%,a1035a
20043,24.19%, 61.53%, 37.34%,-,1.1299999999999955%,9c025f
20045,1.23%, 49.90%, 48.68%,-,1.4200000000000017%,7f037c
20047,10.91%, 53.88%, 42.97%, 2.22%,3.1500000000000057%,89086d
20049,27.37%, 63.01%, 35.64%,-,1.3499999999999943%,a0035a
20051,0.89%, 48.67%, 49.56%,-,1.769999999999996%,7c047e
20053,16.40%, 57.03%, 40.63%,-,2.3400000000000034%,910567
20055,22.05%, 60.14%, 38.09%,-,1.769999999999996%,990461
20057,19.26%, 58.63%, 39.36%,-,2.009999999999991%,950564
20059,14.00%, 56.43%, 42.43%,-,1.1400000000000006%,8f026c
20061,16.14%, 57.54%, 41.40%,-,1.0600000000000023%,920269
20063,17.99%, 57.36%, 39.37%, 2.85%,3.2700000000000102%,920864
20065,23.39%, 60.97%, 37.58%,-,1.4500000000000028%,9b035f
20067,28.76%, 63.69%, 34.92%,-,1.3900000000000006%,a20359
20069,25.25%, 61.55%, 36.31%,-,2.1400000000000006%,9c055c
20071,22.16%, 59.32%, 37.16%, 3.17%,3.5200000000000102%,97085e
20073,21.42%, 59.66%, 38.24%,-,2.0999999999999943%,980561
20075,21.27%, 60.00%, 38.73%,-,1.2700000000000102%,990362
20077,21.60%, 59.39%, 37.79%, 2.20%,2.819999999999993%,970760
20079,10.94%, 54.23%, 43.29%, 2.06%,2.480000000000004%,8a066e
20081,37.55%, 67.41%, 29.86%, 2.45%,2.730000000000004%,ab064c
20083,24.17%, 60.40%, 36.22%, 2.64%,3.3799999999999955%,9a085c
20085,9.81%, 54.36%, 44.55%,-,1.0900000000000034%,8a0271
20087,12.25%, 55.53%, 43.28%,-,1.1899999999999977%,8d036e
20089,37.91%, 67.99%, 30.08%,-,1.9300000000000068%,ad044c
20091,26.55%, 62.81%, 36.26%,-,0.9300000000000068%,a0025c
20093,33.78%, 66.03%, 32.25%,-,1.7199999999999989%,a80452
20095,20.91%, 58.74%, 37.83%, 2.74%,3.430000000000007%,950860
20097,44.07%, 71.09%, 27.02%,-,1.8900000000000006%,b50444
20099,7.15%, 52.92%, 45.78%,-,1.2999999999999972%,860374
20101,25.44%, 61.44%, 36.00%,-,2.5600000000000023%,9c065b
20103,5.91%, 52.53%, 46.62%,-,0.8499999999999943%,850276
20105,21.02%, 59.66%, 38.64%,-,1.7000000000000028%,980462
20107,18.04%, 58.60%, 40.56%,-,0.8400000000000034%,950267
20109,31.60%, 64.36%, 32.77%, 2.28%,2.8700000000000045%,a40753
20111,12.21%, 55.29%, 43.08%,-,1.6299999999999955%,8c046d
20113,19.79%, 58.79%, 39.00%,-,2.210000000000008%,950563
20115,28.39%, 62.99%, 34.60%,-,2.4099999999999966%,a00658
20117,10.02%, 54.23%, 44.21%,-,1.5600000000000023%,8a0370
20119,32.45%, 65.19%, 32.74%,-,2.069999999999993%,a60553
20121,4.08%, 51.65%, 47.57%,-,0.7800000000000011%,830179
20123,32.12%, 65.19%, 33.07%,-,1.740000000000009%,a60454
20125,24.87%, 61.98%, 37.11%,-,0.9099999999999966%,9e025e
20127,17.86%, 58.12%, 40.26%,-,1.6200000000000045%,940466
20129,30.26%, 64.35%, 34.09%,-,1.5600000000000023%,a40356
20131,11.35%, 54.98%, 43.63%,-,1.3900000000000006%,8c036f
20133,4.67%, 51.77%, 47.11%,-,1.1200000000000045%,840278
20135,15.78%, 56.58%, 40.80%, 2.39%,2.6200000000000045%,900668
20137,37.51%, 67.54%, 30.03%, 2.11%,2.4299999999999926%,ac064c
20139,10.19%, 54.33%, 44.13%,-,1.539999999999992%,8a0370
20141,23.51%, 60.57%, 37.07%,-,2.3599999999999994%,9a065e
20143,31.16%, 64.78%, 33.63%,-,1.5900000000000034%,a50455
20145,10.41%, 54.11%, 43.70%,-,2.1899999999999977%,89056f
20147,40.90%, 69.86%, 28.96%,-,1.1800000000000068%,b20349
20149,20.66%, 59.51%, 38.85%,-,1.6400000000000006%,970463
20151,20.12%, 59.01%, 38.89%,-,2.0999999999999943%,960563
20153,35.60%, 66.46%, 30.86%, 2.12%,2.680000000000007%,a9064e
20155,4.84%, 51.11%, 46.27%, 2.24%,2.6200000000000045%,820675
20157,36.89%, 67.76%, 30.88%,-,1.3599999999999994%,ac034e
20159,10.12%, 53.89%, 43.77%, 2.02%,2.3400000000000034%,89056f
20161,13.08%, 55.90%, 42.82%,-,1.2800000000000011%,8e036d
20163,30.79%, 64.45%, 33.65%,-,1.9000000000000057%,a40455
20165,1.16%, 48.54%, 47.38%, 3.95%,4.079999999999998%,7b0a78
20167,24.33%, 61.21%, 36.88%,-,1.9099999999999966%,9c045e
20169,17.19%, 57.96%, 40.77%,-,1.269999999999996%,930367
20171,36.76%, 66.95%, 30.19%, 2.44%,2.8599999999999994%,aa074c
20173,13.17%, 55.30%, 42.13%,-,2.569999999999993%,8d066b
20175,41.99%, 70.54%, 28.55%,-,0.9099999999999966%,b30248
20177,2.21%, 50.56%, 48.35%,-,1.0900000000000034%,80027b
20179,19.34%, 57.90%, 38.56%, 2.89%,3.539999999999992%,930962
20181,27.63%, 62.94%, 35.30%,-,1.7600000000000051%,a0045a
20183,31.69%, 65.29%, 33.60%,-,1.1099999999999852%,a60255
20185,15.01%, 55.95%, 40.94%, 2.74%,3.1099999999999994%,8e0768
20187,29.68%, 62.32%, 32.63%, 4.84%,5.049999999999997%,9e0c53
20189,44.65%, 71.17%, 26.53%,-,2.299999999999997%,b50543
20191,9.73%, 53.71%, 43.99%,-,2.299999999999997%,880570
20193,24.13%, 60.52%, 36.38%, 2.40%,3.0999999999999943%,9a075c
20195,10.05%, 53.47%, 43.42%, 2.79%,3.1099999999999994%,88076e
20197,19.25%, 58.54%, 39.30%,-,2.1599999999999966%,950564
20199,42.30%, 69.61%, 27.31%, 2.55%,3.0799999999999983%,b10745
20201,35.68%, 67.13%, 31.45%,-,1.4200000000000017%,ab0350
20203,28.05%, 62.80%, 34.76%,-,2.4399999999999977%,a00658
20205,27.57%, 63.12%, 35.55%,-,1.3300000000000125%,a0035a
20207,16.30%, 57.50%, 41.20%,-,1.2999999999999972%,920369
20209,33.53%, 32.70%, 66.23%,-,1.0699999999999932%,5302a8
21001,42.91%, 71.09%, 28.19%,-,0.7199999999999989%,b50147
21003,35.93%, 67.89%, 31.95%,-,0.1599999999999966%,ad0051
21005,19.25%, 59.17%, 39.93%,-,0.9000000000000057%,960265
21007,19.34%, 40.23%, 59.58%,-,0.18999999999999773%,660097
21009,16.11%, 57.82%, 41.71%,-,0.46999999999999886%,93016a
21011,13.02%, 43.34%, 56.36%,-,0.29999999999999716%,6e008f
21013,5.16%, 51.45%, 46.30%,-,2.25%,830576
21015,40.12%, 69.76%, 29.64%,-,0.5999999999999943%,b1014b
21017,8.34%, 53.57%, 45.23%,-,1.2000000000000028%,880373
21019,0.91%, 49.39%, 50.31%,-,0.29999999999999716%,7d0080
21021,14.02%, 56.81%, 42.79%,-,0.4000000000000057%,90016d
21023,16.08%, 57.72%, 41.64%,-,0.6400000000000006%,93016a
21025,22.19%, 38.51%, 60.70%,-,0.789999999999992%,62029a
21027,16.25%, 57.99%, 41.75%,-,0.2599999999999909%,93006a
21029,19.01%, 59.01%, 40.00%,-,0.9900000000000091%,960266
21031,44.79%, 72.22%, 27.43%,-,0.3499999999999943%,b80045
21033,6.96%, 52.93%, 45.97%,-,1.0999999999999943%,860275
21035,8.12%, 53.91%, 45.79%,-,0.30000000000001137%,890074
21037,33.79%, 66.61%, 32.82%,-,0.5699999999999932%,a90153
21039,12.64%, 43.06%, 55.69%,-,1.25%,6d038e
21041,5.80%, 46.81%, 52.61%,-,0.5799999999999983%,770186
21043,2.74%, 48.36%, 51.10%,-,0.539999999999992%,7b0182
21045,51.61%, 75.38%, 23.76%,-,0.8599999999999994%,c0023c
21047,23.63%, 61.63%, 38.01%,-,0.35999999999999943%,9d0060
21049,11.19%, 55.38%, 44.19%,-,0.4300000000000068%,8d0170
21051,41.59%, 70.63%, 29.04%,-,0.3300000000000125%,b4004a
21053,56.26%, 77.80%, 21.53%,-,0.6700000000000017%,c60136
21055,20.95%, 60.31%, 39.36%,-,0.3299999999999983%,990064
21057,49.35%, 74.49%, 25.14%,-,0.37000000000000455%,bd0040
21059,7.83%, 53.49%, 45.66%,-,0.8499999999999943%,880274
21061,34.27%, 66.75%, 32.47%,-,0.7800000000000011%,aa0152
21063,52.91%, 23.33%, 76.24%,-,0.4300000000000068%,3b01c2
21065,28.89%, 64.18%, 35.29%,-,0.5300000000000011%,a30159
21067,19.03%, 58.96%, 39.93%,-,1.1099999999999994%,960265
21069,7.14%, 53.27%, 46.13%,-,0.5999999999999943%,870175
21071,39.58%, 29.81%, 69.39%,-,0.7999999999999972%,4c02b0
21073,2.77%, 50.88%, 48.11%,-,1.009999999999991%,81027a
21075,1.89%, 48.87%, 50.76%,-,0.37000000000000455%,7c0081
21077,9.17%, 45.13%, 54.30%,-,0.5699999999999932%,73018a
21079,21.80%, 60.18%, 38.38%,-,1.4399999999999977%,990361
21081,19.56%, 59.05%, 39.49%,-,1.460000000000008%,960364
21083,6.49%, 46.32%, 52.81%,-,0.8700000000000045%,760286
21085,33.30%, 66.13%, 32.84%,-,1.0300000000000011%,a80253
21087,32.50%, 66.07%, 33.57%,-,0.36000000000001364%,a80055
21089,2.93%, 48.38%, 51.31%,-,0.3100000000000023%,7b0082
21091,7.86%, 53.44%, 45.58%,-,0.980000000000004%,880274
21093,29.02%, 64.27%, 35.25%,-,0.480000000000004%,a30159
21095,17.29%, 41.08%, 58.37%,-,0.5500000000000114%,680194
21097,4.08%, 51.85%, 47.77%,-,0.37999999999999545%,840079
21099,7.46%, 53.53%, 46.07%,-,0.4000000000000057%,880175
21101,5.04%, 47.27%, 52.31%,-,0.4199999999999875%,780185
21103,5.30%, 46.98%, 52.28%,-,0.7400000000000091%,770185
21105,0.69%, 49.33%, 50.02%,-,0.6500000000000057%,7d017f
21107,3.39%, 51.46%, 48.07%,-,0.46999999999999886%,83017a
21109,70.46%, 85.16%, 14.71%,-,0.12999999999999545%,d90025
21111,4.38%, 52.01%, 47.63%,-,0.35999999999999943%,840079
21113,40.55%, 69.76%, 29.21%,-,1.0300000000000011%,b1024a
21115,13.17%, 56.25%, 43.09%,-,0.6599999999999966%,8f016d
21117,34.72%, 67.12%, 32.40%,-,0.47999999999998977%,ab0152
21119,50.45%, 24.42%, 74.86%,-,0.7199999999999989%,3e01be
21121,25.17%, 62.21%, 37.03%,-,0.7599999999999909%,9e015e
21123,17.36%, 58.56%, 41.19%,-,0.25%,950069
21125,43.68%, 71.54%, 27.86%,-,0.5999999999999943%,b60147
21127,2.13%, 50.89%, 48.76%,-,0.3499999999999943%,81007c
21129,23.32%, 61.31%, 37.99%,-,0.6999999999999886%,9c0160
21131,49.33%, 74.39%, 25.06%,-,0.5499999999999972%,bd013f
21133,13.14%, 43.16%, 56.29%,-,0.5500000000000114%,6e018f
21135,32.79%, 66.18%, 33.39%,-,0.4299999999999926%,a80155
21137,13.69%, 56.64%, 42.96%,-,0.4000000000000057%,90016d
21139,5.58%, 46.92%, 52.49%,-,0.5900000000000034%,770185
21141,11.89%, 55.74%, 43.85%,-,0.4099999999999966%,8e016f
21143,10.73%, 44.47%, 55.20%,-,0.3299999999999983%,71008c
21145,0.19%, 49.34%, 49.54%,-,1.1200000000000045%,7d027e
21147,35.30%, 66.96%, 31.66%,-,1.3800000000000097%,aa0350
21149,10.70%, 44.49%, 55.19%,-,0.3199999999999932%,71008c
21151,19.60%, 59.39%, 39.79%,-,0.8199999999999932%,970265
21153,14.51%, 42.48%, 56.99%,-,0.5300000000000011%,6c0191
21155,11.49%, 44.07%, 55.56%,-,0.37000000000000455%,70008d
21157,5.66%, 47.05%, 52.71%,-,0.2400000000000091%,770086
21159,23.98%, 61.65%, 37.68%,-,0.6700000000000017%,9d0160
21161,7.41%, 53.57%, 46.16%,-,0.27000000000001023%,880075
21163,5.53%, 52.57%, 47.04%,-,0.39000000000000057%,860077
21165,23.83%, 37.47%, 61.30%,-,1.230000000000004%,5f039c
21167,15.67%, 57.05%, 41.39%,-,1.5600000000000023%,910369
21169,12.11%, 55.66%, 43.55%,-,0.7900000000000063%,8d026f
21171,60.56%, 80.02%, 19.46%,-,0.5200000000000102%,cc0131
21173,5.40%, 52.55%, 47.15%,-,0.30000000000001137%,860078
21175,22.98%, 38.04%, 61.02%,-,0.9399999999999977%,61029b
21177,12.52%, 43.57%, 56.09%,-,0.3400000000000034%,6f008f
21179,4.86%, 51.90%, 47.04%,-,1.0600000000000023%,840277
21181,1.13%, 49.67%, 48.53%,-,1.7999999999999972%,7e047b
21183,15.19%, 57.46%, 42.27%,-,0.269999999999996%,92006b
21185,36.67%, 68.14%, 31.46%,-,0.4000000000000057%,ad0150
21187,10.72%, 44.34%, 55.06%,-,0.5999999999999943%,71018c
21189,57.10%, 78.49%, 21.39%,-,0.12000000000000455%,c80036
21191,22.27%, 60.79%, 38.52%,-,0.6899999999999977%,9b0162
21193,3.74%, 47.85%, 51.59%,-,0.5600000000000023%,7a0183
21195,24.09%, 37.76%, 61.85%,-,0.39000000000000057%,60009d
21197,0.35%, 49.98%, 49.62%,-,0.4000000000000057%,7f017e
21199,47.40%, 73.50%, 26.10%,-,0.4000000000000057%,bb0142
21201,0.39%, 49.37%, 49.76%,-,0.8700000000000045%,7d027e
21203,57.38%, 78.42%, 21.04%,-,0.539999999999992%,c70135
21205,2.06%, 50.90%, 48.84%,-,0.2599999999999909%,81007c
21207,49.11%, 74.29%, 25.19%,-,0.519999999999996%,bd0140
21209,13.94%, 56.68%, 42.74%,-,0.5799999999999983%,90016c
21211,13.12%, 56.34%, 43.22%,-,0.4399999999999977%,8f016e
21213,11.55%, 55.55%, 44.00%,-,0.45000000000000284%,8d0170
21215,9.86%, 54.61%, 44.75%,-,0.6400000000000006%,8b0172
21217,29.99%, 64.76%, 34.77%,-,0.46999999999999886%,a50158
21219,16.42%, 57.66%, 41.23%,-,1.1100000000000136%,930269
21221,9.83%, 54.74%, 44.90%,-,0.35999999999999943%,8b0072
21223,10.61%, 44.39%, 55.00%,-,0.6099999999999994%,71018c
21225,18.19%, 40.72%, 58.92%,-,0.35999999999999943%,670096
21227,26.50%, 63.07%, 36.57%,-,0.35999999999999943%,a0005d
21229,11.11%, 54.89%, 43.78%,-,1.3299999999999983%,8b036f
21231,28.10%, 63.89%, 35.79%,-,0.3199999999999932%,a2005b
21233,16.53%, 41.50%, 58.04%,-,0.46000000000000796%,690194
21235,31.67%, 65.58%, 33.91%,-,0.5100000000000051%,a70156
21237,24.19%, 36.94%, 61.13%,-,1.9300000000000068%,5e049b
21239,25.81%, 62.63%, 36.83%,-,0.539999999999992%,9f015d
22001,0.83%, 48.98%, 49.81%,-,1.210000000000008%,7c037f
22003,17.02%, 40.87%, 57.89%,-,1.240000000000009%,680393
22005,6.11%, 46.15%, 52.27%,-,1.5799999999999983%,750485
22007,15.94%, 40.19%, 56.13%,-,3.680000000000007%,66098f
22009,1.96%, 49.10%, 47.13%,-,3.769999999999996%,7d0978
22011,15.62%, 57.30%, 41.69%,-,1.0100000000000051%,92026a
22013,0.33%, 48.83%, 49.16%,-,2.010000000000005%,7c057d
22015,39.13%, 69.16%, 30.03%,-,0.8100000000000023%,b0024c
22017,16.20%, 57.73%, 41.53%,-,0.7400000000000091%,930169
22019,6.68%, 46.25%, 52.94%,-,0.8100000000000023%,750286
22021,34.53%, 65.74%, 31.21%,-,3.0500000000000114%,a7074f
22023,11.84%, 43.61%, 55.45%,-,0.9399999999999977%,6f028d
22025,19.11%, 57.82%, 38.71%,-,3.469999999999999%,930862
22027,8.53%, 53.60%, 45.07%,-,1.3299999999999983%,880372
22029,17.99%, 57.49%, 39.50%,-,3.009999999999991%,920764
22031,3.27%, 47.76%, 51.03%,-,1.210000000000008%,790382
22033,18.65%, 58.81%, 40.16%,-,1.0300000000000011%,950266
22035,7.89%, 44.39%, 52.28%,-,3.3299999999999983%,710885
22037,1.80%, 47.99%, 49.79%,-,2.219999999999999%,7a057e
22039,1.66%, 48.29%, 49.95%,-,1.759999999999991%,7b047f
22041,27.91%, 62.19%, 34.28%,-,3.530000000000001%,9e0957
22043,24.49%, 60.76%, 36.27%,-,2.969999999999999%,9a075c
22045,11.55%, 54.49%, 42.94%,-,2.569999999999993%,8a066d
22047,19.03%, 39.46%, 58.49%,-,2.049999999999997%,640595
22049,19.44%, 58.64%, 39.21%,-,2.1500000000000057%,950563
22051,34.81%, 66.68%, 31.88%,-,1.4399999999999977%,aa0351
22053,7.41%, 45.74%, 53.15%,-,1.1099999999999994%,740287
22055,20.30%, 59.44%, 39.14%,-,1.4200000000000017%,970363
22057,3.54%, 50.19%, 46.65%,-,3.1599999999999966%,7f0876
22059,46.19%, 71.69%, 25.51%,-,2.799999999999997%,b60741
22061,23.37%, 60.40%, 37.03%,-,2.569999999999993%,9a065e
22063,23.77%, 61.29%, 37.52%,-,1.1899999999999977%,9c035f
22065,1.67%, 47.53%, 49.20%,-,3.269999999999996%,79087d
22067,23.39%, 60.42%, 37.03%,-,2.549999999999997%,9a065e
22069,7.81%, 52.60%, 44.79%,-,2.6099999999999994%,860672
22071,28.34%, 35.24%, 63.58%,-,1.1800000000000068%,5903a2
22073,36.64%, 67.32%, 30.68%,-,2.0%,ab054e
22075,20.28%, 59.11%, 38.83%,-,2.0600000000000023%,960563
22077,18.07%, 39.64%, 57.71%,-,2.6500000000000057%,650693
22079,24.64%, 61.31%, 36.67%,-,2.019999999999996%,9c055d
22081,0.26%, 49.41%, 49.15%,-,1.4399999999999977%,7d037d
22083,28.78%, 62.85%, 34.07%,-,3.0799999999999983%,a00756
22085,14.46%, 55.81%, 41.35%,-,2.8400000000000034%,8e0769
22087,25.85%, 61.79%, 35.94%,-,2.2700000000000102%,9d055b
22089,9.51%, 53.82%, 44.31%,-,1.8700000000000045%,890470
22091,19.54%, 38.93%, 58.47%,-,2.5999999999999943%,630695
22093,27.13%, 35.44%, 62.57%,-,1.990000000000009%,5a059f
22095,5.56%, 46.02%, 51.58%,-,2.4000000000000057%,750683
22097,9.31%, 44.53%, 53.84%,-,1.6299999999999955%,710489
22099,14.38%, 41.60%, 55.98%,-,2.4200000000000017%,6a068e
22101,5.27%, 51.71%, 46.44%,-,1.8499999999999943%,830476
22103,41.40%, 69.92%, 28.52%,-,1.5600000000000023%,b20348
22105,10.24%, 54.32%, 44.08%,-,1.5999999999999943%,8a0470
22107,2.71%, 50.00%, 47.29%,-,2.710000000000008%,7f0678
22109,18.81%, 58.19%, 39.38%,-,2.430000000000007%,940664
22111,28.71%, 62.97%, 34.26%,-,2.7700000000000102%,a00757
22113,13.46%, 41.99%, 55.45%,-,2.5600000000000023%,6b068d
22115,19.24%, 58.40%, 39.17%,-,2.430000000000007%,940663
22117,5.55%, 51.81%, 46.25%,-,1.9399999999999977%,840475
22119,15.56%, 57.31%, 41.75%,-,0.9399999999999977%,92026a
22121,8.11%, 45.13%, 53.24%,-,1.6299999999999955%,730487
22123,30.64%, 64.14%, 33.50%,-,2.3599999999999994%,a30655
22125,7.14%, 45.34%, 52.48%,-,2.180000000000007%,730585
22127,20.77%, 59.02%, 38.25%,-,2.7299999999999898%,960661
23001,4.25%, 51.72%, 47.47%,-,0.8100000000000023%,830279
23003,7.33%, 53.38%, 46.05%,-,0.5699999999999932%,880175
23005,6.56%, 52.93%, 46.37%,-,0.7000000000000028%,860176
23007,9.20%, 54.16%, 44.96%,-,0.8799999999999955%,8a0272
23009,13.10%, 56.07%, 42.97%,-,0.960000000000008%,8e026d
23011,8.03%, 53.60%, 45.57%,-,0.8299999999999983%,880274
23013,15.94%, 57.54%, 41.60%,-,0.8599999999999994%,92026a
23015,24.48%, 61.79%, 37.31%,-,0.9000000000000057%,9d025f
23017,12.55%, 55.91%, 43.37%,-,0.7199999999999989%,8e016e
23019,10.17%, 54.76%, 44.59%,-,0.6500000000000057%,8b0171
23021,17.83%, 58.27%, 40.44%,-,1.289999999999992%,940367
23023,17.24%, 58.22%, 40.98%,-,0.8000000000000114%,940268
23025,13.99%, 56.58%, 42.59%,-,0.8299999999999983%,90026c
23027,12.41%, 55.73%, 43.32%,-,0.9500000000000028%,8e026e
23029,14.76%, 56.93%, 42.17%,-,0.9000000000000057%,91026b
23031,20.81%, 59.98%, 39.17%,-,0.8499999999999943%,980263
