id,margin,hoover,roosevelt,other,hex_color
20123,11.50%, 42.70%, 54.21%,-,6c008a
20125,0.08%, 48.96%, 48.88%,-,7c007c
20127,2.21%, 49.69%, 47.48%,-,7e0079
20129,26.32%, 34.63%, 60.96%,-,58009b
20131,18.09%, 40.60%, 58.69%, 0.71%,670195
20133,14.09%, 42.27%, 56.36%, 1.37%,6b038f
20135,10.99%, 42.65%, 53.63%,-,6c0088
20137,8.42%, 44.16%, 52.58%,-,700086
20139,6.03%, 45.40%, 51.43%,-,730083
20141,6.59%, 51.94%, 45.35%,-,840073
20143,13.62%, 41.32%, 54.95%,-,69008c
20145,12.65%, 42.52%, 55.17%,-,6c008c
20147,15.81%, 40.64%, 56.45%,-,67008f
20149,7.77%, 45.45%, 53.23%, 1.32%,730387
20151,17.45%, 40.15%, 57.61%,-,660092
20153,34.50%, 31.08%, 65.59%,-,4f00a7
20155,2.00%, 47.30%, 49.29%,-,78007d
20157,21.05%, 38.55%, 59.61%, 1.84%,620498
20159,1.11%, 49.33%, 48.22%,-,7d007a
20161,12.66%, 54.65%, 42.00%,-,8b006b
20163,5.18%, 46.39%, 51.57%,-,760083
20165,22.31%, 37.97%, 60.28%, 1.75%,600499
20167,19.82%, 38.98%, 58.80%,-,630095
20169,14.51%, 41.22%, 55.73%,-,69008e
20171,28.43%, 34.04%, 62.47%,-,56009f
20173,14.32%, 41.48%, 55.79%,-,69008e
20175,9.39%, 43.64%, 53.03%,-,6f0087
20177,9.09%, 53.44%, 44.35%,-,880071
20179,33.06%, 32.43%, 65.50%,-,5200a7
20181,28.89%, 32.19%, 61.09%,-,52009b
20183,4.62%, 46.52%, 51.14%,-,760082
20185,14.96%, 41.23%, 56.19%,-,69008f
20187,18.16%, 40.23%, 58.40%, 1.37%,660394
20189,34.78%, 31.08%, 65.86%,-,4f00a7
20191,12.28%, 42.40%, 54.68%,-,6c008b
20193,27.49%, 33.68%, 61.17%,-,55009b
20195,30.64%, 33.76%, 64.40%, 1.84%,5604a4
20197,3.31%, 47.39%, 50.70%, 1.91%,780481
20199,14.36%, 40.27%, 54.63%,-,66008b
20201,11.89%, 43.43%, 55.32%, 1.24%,6e038d
20203,31.34%, 32.92%, 64.27%,-,5300a3
20205,7.60%, 44.93%, 52.53%,-,720085
20207,6.79%, 45.17%, 51.96%,-,730084
20209,12.17%, 43.30%, 55.47%, 1.23%,6e038d
21001,2.63%, 48.59%, 51.22%, 0.19%,7b0082
21003,1.62%, 50.55%, 48.93%, 0.52%,80017c
21005,33.87%, 32.58%, 66.46%, 0.96%,5302a9
21007,74.50%, 12.48%, 86.98%, 0.55%,1f01dd
21009,28.45%, 35.58%, 64.02%, 0.40%,5a01a3
21011,29.59%, 34.98%, 64.57%, 0.44%,5901a4
21013,7.29%, 45.97%, 53.27%, 0.76%,750187
21015,44.30%, 27.52%, 71.83%, 0.65%,4601b7
21017,25.50%, 37.09%, 62.59%, 0.33%,5e009f
21019,9.53%, 44.67%, 54.19%, 1.14%,71028a
21021,33.75%, 32.90%, 66.65%, 0.45%,5301a9
21023,23.87%, 37.52%, 61.39%, 1.10%,5f029c
21025,53.42%, 23.23%, 76.65%, 0.12%,3b00c3
21027,8.14%, 45.69%, 53.83%, 0.48%,740189
21029,45.59%, 27.11%, 72.70%, 0.20%,4500b9
21031,19.63%, 59.71%, 40.08%, 0.21%,980066
21033,18.87%, 40.09%, 58.96%, 0.95%,660296
21035,76.87%, 11.32%, 88.18%, 0.50%,1c01e0
21037,20.23%, 38.62%, 58.85%, 2.54%,620696
21039,74.95%, 12.36%, 87.30%, 0.34%,1f00de
21041,59.39%, 20.05%, 79.45%, 0.50%,3301ca
21043,2.10%, 48.51%, 50.61%, 0.88%,7b0281
21045,18.25%, 58.93%, 40.68%, 0.38%,960067
21047,18.44%, 40.52%, 58.96%, 0.52%,670196
21049,42.37%, 28.56%, 70.93%, 0.50%,4801b4
21051,23.86%, 61.81%, 37.95%, 0.23%,9d0060
21053,45.47%, 72.73%, 27.27%,-,b90045
21055,1.53%, 50.58%, 49.05%, 0.37%,80007d
21057,31.37%, 65.53%, 34.16%, 0.30%,a70057
21059,34.86%, 32.25%, 67.12%, 0.63%,5201ab
21061,19.87%, 59.79%, 39.92%, 0.29%,980065
21063,69.83%, 15.09%, 84.91%,-,2600d8
21065,3.05%, 48.29%, 51.34%, 0.37%,7b0082
21067,14.06%, 42.51%, 56.57%, 0.92%,6c0290
21069,13.13%, 43.08%, 56.21%, 0.72%,6d018f
21071,42.73%, 28.49%, 71.22%, 0.28%,4800b5
21073,51.13%, 24.20%, 75.33%, 0.46%,3d01c0
21075,64.97%, 17.28%, 82.25%, 0.47%,2c01d1
21077,65.97%, 16.87%, 82.85%, 0.28%,2b00d3
21079,6.30%, 46.84%, 53.14%, 0.02%,770087
21081,37.91%, 30.64%, 68.55%, 0.81%,4e02ae
21083,68.54%, 15.51%, 84.05%, 0.43%,2701d6
21085,1.98%, 48.81%, 50.79%, 0.41%,7c0181
21087,0.09%, 49.77%, 49.68%, 0.55%,7e017e
21089,18.15%, 40.30%, 58.44%, 1.26%,660395
21091,15.89%, 41.54%, 57.43%, 1.03%,690292
21093,36.39%, 31.40%, 67.79%, 0.81%,5002ac
21095,10.01%, 54.89%, 44.88%, 0.22%,8b0072
21097,45.30%, 27.00%, 72.30%, 0.71%,4401b8
21099,21.18%, 39.16%, 60.34%, 0.50%,630199
21101,40.70%, 27.98%, 68.69%, 0.79%,4702af
21103,44.43%, 27.44%, 71.87%, 0.68%,4501b7
21105,76.04%, 11.77%, 87.81%, 0.42%,1e01df
21107,40.81%, 29.16%, 69.97%, 0.86%,4a02b2
21109,68.79%, 84.28%, 15.49%, 0.23%,d60027
21111,3.73%, 47.58%, 51.31%, 1.10%,790282
21113,25.31%, 37.21%, 62.52%, 0.26%,5e009f
21115,21.64%, 60.69%, 39.05%, 0.26%,9a0063
21117,32.42%, 32.69%, 65.12%, 2.19%,5305a6
21119,71.21%, 14.39%, 85.61%,-,2400da
21121,14.34%, 56.85%, 42.52%, 0.63%,90016c
21123,36.29%, 31.67%, 67.97%, 0.36%,5000ad
21125,14.92%, 57.26%, 42.34%, 0.40%,92016b
21127,14.40%, 42.59%, 56.99%, 0.42%,6c0191
21129,9.49%, 45.17%, 54.66%, 0.17%,73008b
21131,66.16%, 82.96%, 16.80%, 0.24%,d3002a
21133,4.59%, 47.44%, 52.03%, 0.53%,780184
21135,12.60%, 55.88%, 43.28%, 0.84%,8e026e
21137,19.64%, 39.81%, 59.44%, 0.75%,650197
21139,35.05%, 32.31%, 67.36%, 0.33%,5200ab
21141,43.30%, 28.01%, 71.31%, 0.68%,4701b5
21143,41.15%, 29.31%, 70.46%, 0.23%,4a00b3
21145,48.39%, 25.12%, 73.51%, 1.37%,4003bb
21147,47.33%, 73.43%, 26.09%, 0.48%,bb0142
21149,32.17%, 33.43%, 65.60%, 0.97%,5502a7
21151,8.89%, 45.10%, 54.00%, 0.90%,730289
21153,1.11%, 49.32%, 50.44%, 0.24%,7d0080
21155,47.43%, 26.09%, 73.53%, 0.38%,4200bb
21157,65.96%, 16.83%, 82.78%, 0.39%,2a00d3
21159,39.23%, 69.32%, 30.09%, 0.59%,b0014c
21161,22.22%, 38.55%, 60.78%, 0.67%,62019a
21163,40.35%, 29.46%, 69.81%, 0.73%,4b01b2
21165,49.79%, 24.82%, 74.61%, 0.58%,3f01be
21167,31.49%, 33.94%, 65.43%, 0.63%,5601a6
21169,6.86%, 46.35%, 53.22%, 0.43%,760187
21171,22.41%, 61.07%, 38.66%, 0.26%,9b0062
21173,29.85%, 34.92%, 64.78%, 0.30%,5900a5
21175,48.39%, 25.70%, 74.09%, 0.21%,4100bc
21177,24.19%, 37.39%, 61.58%, 1.02%,5f029d
21179,42.86%, 28.37%, 71.23%, 0.39%,4800b5
21181,37.84%, 30.57%, 68.41%, 1.03%,4d02ae
21183,0.10%, 49.12%, 49.02%, 1.85%,7d047d
21185,44.26%, 27.47%, 71.73%, 0.80%,4602b6
21187,72.22%, 13.27%, 85.48%, 1.25%,2103d9
21189,58.37%, 79.08%, 20.72%, 0.20%,c90034
21191,20.19%, 39.22%, 59.42%, 1.36%,640397
21193,9.89%, 44.96%, 54.85%, 0.19%,72008b
21195,23.08%, 38.28%, 61.36%, 0.36%,61009c
21197,22.20%, 38.69%, 60.89%, 0.42%,62019b
21199,16.64%, 58.22%, 41.57%, 0.21%,94006a
21201,32.29%, 33.54%, 65.84%, 0.62%,5501a7
21203,28.77%, 64.29%, 35.51%, 0.20%,a3005a
21205,27.22%, 36.12%, 63.34%, 0.53%,5c01a1
21207,18.76%, 59.06%, 40.30%, 0.64%,960166
21209,40.13%, 29.66%, 69.79%, 0.55%,4b01b1
21211,41.94%, 28.78%, 70.72%, 0.51%,4901b4
21213,49.72%, 24.92%, 74.64%, 0.44%,3f01be
21215,41.23%, 29.26%, 70.50%, 0.24%,4a00b3
21217,4.24%, 47.52%, 51.76%, 0.72%,790183
21219,43.27%, 28.11%, 71.38%, 0.50%,4701b6
21221,42.52%, 28.59%, 71.11%, 0.30%,4800b5
21223,77.57%, 10.92%, 88.49%, 0.59%,1b01e1
21225,63.91%, 17.74%, 81.66%, 0.60%,2d01d0
21227,32.13%, 33.65%, 65.78%, 0.57%,5501a7
21229,9.63%, 44.97%, 54.60%, 0.42%,72018b
21231,4.37%, 47.50%, 51.88%, 0.62%,790184
21233,36.09%, 31.62%, 67.71%, 0.67%,5001ac
21235,26.58%, 62.99%, 36.42%, 0.59%,a0015c
21237,43.69%, 28.13%, 71.81%, 0.06%,4700b7
21239,29.69%, 34.97%, 64.66%, 0.37%,5900a4
22001,82.16%, 8.92%, 91.08%,-,1600e8
22003,88.05%, 5.89%, 93.93%, 0.18%,0f00ef
22005,73.16%, 13.42%, 86.58%,-,2200dc
22007,59.88%, 20.06%, 79.94%,-,3300cb
22009,92.07%, 3.97%, 96.03%,-,0a00f4
22011,88.15%, 5.92%, 94.08%,-,0f00ef
22013,96.94%,-, 98.45%, 1.55%,0003fb
22015,95.02%, 2.49%, 97.51%,-,0600f8
22017,80.06%, 9.66%, 89.71%, 0.63%,1801e4
22019,79.75%, 9.96%, 89.71%, 0.32%,1900e4
22021,88.38%, 5.58%, 93.96%, 0.45%,0e01ef
22023,97.89%,-, 98.95%, 1.05%,0002fc
22025,95.76%, 2.12%, 97.88%,-,0500f9
22027,95.68%, 2.16%, 97.84%,-,0500f9
22029,96.07%,-, 98.04%, 1.96%,0004fa
22031,92.97%, 3.47%, 96.45%, 0.08%,0800f5
22033,71.47%, 14.04%, 85.51%, 0.44%,2301da
22035,93.81%, 3.10%, 96.90%,-,0700f7
22037,89.54%, 5.23%, 94.77%,-,0d00f1
22039,96.72%,-, 98.36%, 1.64%,0004fa
22041,94.75%, 2.59%, 97.34%, 0.07%,0600f8
22043,92.04%, 3.96%, 96.00%, 0.05%,0a00f4
22045,50.28%, 24.86%, 75.14%,-,3f00bf
22047,50.52%, 24.74%, 75.26%,-,3f00bf
22049,96.18%,-, 98.09%, 1.91%,0004fa
22051,87.99%, 5.92%, 93.90%, 0.18%,0f00ef
22053,63.60%, 18.13%, 81.73%, 0.14%,2e00d0
22055,86.46%, 6.75%, 93.21%, 0.05%,1100ed
22057,75.60%, 12.18%, 87.78%, 0.03%,1f00df
22059,87.34%, 6.30%, 93.64%, 0.05%,1000ee
22061,84.26%, 7.87%, 92.13%,-,1400ea
22063,91.28%, 4.36%, 95.64%,-,0b00f3
22065,78.21%, 10.89%, 89.11%,-,1b00e3
22067,92.08%, 3.96%, 96.04%,-,0a00f4
22069,90.42%, 4.76%, 95.18%, 0.06%,0c00f2
22071,87.92%, 5.95%, 93.87%, 0.18%,0f00ef
22073,86.28%, 6.58%, 92.86%, 0.56%,1001ec
22075,96.11%,-, 98.06%, 1.94%,0004fa
22077,88.10%, 5.95%, 94.05%,-,0f00ef
22079,83.53%, 8.23%, 91.77%,-,1400ea
22081,96.92%,-, 98.34%, 1.66%,0004fa
22083,94.89%, 2.53%, 97.42%, 0.05%,0600f8
22085,92.65%, 3.52%, 96.16%, 0.32%,0800f5
22087,87.00%, 6.50%, 93.50%,-,1000ee
22089,88.41%, 5.66%, 94.08%, 0.26%,0e00ef
22091,94.74%, 2.63%, 97.37%,-,0600f8
22093,75.45%, 12.28%, 87.72%,-,1f00df
22095,62.05%, 17.53%, 79.58%,-,2c00ca
22097,85.38%, 7.31%, 92.69%,-,1200ec
22099,85.99%, 7.01%, 92.99%,-,1100ed
22101,62.83%, 18.59%, 81.41%,-,2f00cf
22103,89.35%, 5.25%, 94.60%, 0.15%,0d00f1
22105,81.22%, 9.36%, 90.58%, 0.06%,1700e6
22107,91.13%, 4.36%, 95.49%, 0.15%,0b00f3
22109,81.63%, 9.18%, 90.82%,-,1700e7
22111,95.05%, 2.48%, 97.52%,-,0600f8
22113,83.26%, 8.37%, 91.63%,-,1500e9
22115,95.05%,-, 96.60%, 3.40%,0008f6
22117,86.76%, 6.61%, 93.37%, 0.02%,1000ee
22119,95.28%, 2.36%, 97.64%,-,0600f8
22121,72.13%, 13.93%, 86.07%,-,2300db
22123,95.87%, 2.06%, 97.94%,-,0500f9
22125,83.83%, 8.09%, 91.91%,-,1400ea
22127,95.10%,-, 96.71%, 3.29%,0008f6
23001,18.74%, 40.05%, 58.79%, 1.15%,660295
23003,19.66%, 59.47%, 39.82%, 0.71%,970165
23005,22.60%, 60.82%, 38.23%, 0.95%,9b0261
23007,17.46%, 58.46%, 41.01%, 0.53%,950168
23009,28.82%, 64.07%, 35.25%, 0.69%,a30159
23011,8.74%, 53.93%, 45.19%, 0.88%,890273
23013,12.58%, 55.28%, 42.70%, 2.02%,8c056c
23015,28.24%, 63.84%, 35.60%, 0.56%,a2015a
23017,6.92%, 52.73%, 45.80%, 1.47%,860374
23019,18.35%, 58.75%, 40.41%, 0.84%,950267
23021,19.00%, 59.14%, 40.13%, 0.73%,960166
23023,20.70%, 59.97%, 39.26%, 0.77%,980164
23025,8.20%, 53.07%, 44.87%, 2.06%,870572
23027,7.06%, 53.21%, 46.14%, 0.65%,870175
23029,4.69%, 51.95%, 47.26%, 0.80%,840278
23031,7.86%, 53.53%, 45.67%, 0.80%,880274
24001,3.34%, 49.05%, 45.71%, 0.48%,7d0174
24003,25.00%, 36.26%, 61.26%, 2.47%,5c069c
24005,27.06%, 35.29%, 62.35%, 0.33%,59009e
24009,3.97%, 51.38%, 47.41%, 1.20%,830378
24011,29.15%, 35.23%, 64.38%, 0.39%,5900a4
24013,6.09%, 46.58%, 52.67%, 0.75%,760186
24015,8.96%, 44.84%, 53.80%, 1.36%,720389
24017,14.23%, 42.35%, 56.58%, 1.08%,6b0290
24019,13.43%, 43.05%, 56.47%, 0.48%,6d018f
24021,19.65%, 39.64%, 59.29%, 1.08%,650297
24023,14.99%, 56.00%, 41.01%, 0.31%,8e0068
24025,20.91%, 39.02%, 59.93%, 1.06%,630298
24027,35.40%, 31.83%, 67.22%, 0.95%,5102ab
24029,23.40%, 38.09%, 61.49%, 0.42%,61019c
24031,26.54%, 36.15%, 62.69%, 1.16%,5c029f
24033,26.32%, 36.09%, 62.41%, 1.51%,5c039f
24035,39.67%, 29.90%, 69.57%, 0.53%,4c01b1
24037,36.35%, 30.74%, 67.09%, 2.16%,4e05ab
24039,13.29%, 43.01%, 56.30%, 0.69%,6d018f
24041,22.46%, 38.45%, 60.91%, 0.65%,62019b
24043,11.89%, 43.50%, 55.39%, 1.11%,6e028d
24045,28.67%, 35.44%, 64.11%, 0.45%,5a01a3
24047,24.39%, 37.54%, 61.93%, 0.53%,5f019d
24510,32.91%, 31.94%, 64.84%, 0.44%,5101a5
25001,41.75%, 70.05%, 28.31%, 1.64%,b20448
25003,0.14%, 48.08%, 48.22%, 0.51%,7a017a
25005,9.97%, 43.58%, 53.55%, 0.55%,6f0188
25007,38.64%, 68.80%, 30.16%, 1.03%,af024c
25009,1.81%, 49.36%, 47.55%, 0.75%,7d0179
25011,34.39%, 66.03%, 31.64%, 0.31%,a80050
25013,6.60%, 44.51%, 51.11%, 0.46%,710182
25015,3.38%, 49.28%, 45.90%, 0.44%,7d0175
25017,2.80%, 50.44%, 47.64%, 1.92%,800479
25019,18.19%, 58.84%, 40.65%, 0.51%,960167
25021,20.54%, 59.17%, 38.63%, 2.20%,960562
25023,17.63%, 57.39%, 39.76%, 0.57%,920165
25025,37.17%, 29.97%, 67.14%, 0.79%,4c02ab
25027,0.53%, 49.08%, 48.55%, 2.37%,7d067b
26001,0.16%, 47.83%, 47.99%, 0.27%,79007a
26003,20.51%, 36.69%, 57.21%, 0.30%,5d0091
26005,10.42%, 54.13%, 43.71%, 2.16%,8a056f
26007,4.85%, 45.99%, 50.84%, 0.29%,750081
26009,14.96%, 55.51%, 40.55%, 0.53%,8d0167
26011,16.78%, 40.13%, 56.90%, 0.63%,660191
26013,2.42%, 46.92%, 49.34%, 0.76%,77017d
26015,1.51%, 49.21%, 47.70%, 0.81%,7d0279
26017,19.50%, 39.12%, 58.62%, 0.09%,630095
26019,5.13%, 50.22%, 45.09%, 1.45%,800372
26021,13.00%, 42.46%, 55.46%, 2.09%,6c058d
26023,9.61%, 43.83%, 53.43%, 2.74%,6f0688
26025,0.08%, 48.43%, 48.51%, 0.40%,7b017b
26027,14.06%, 41.45%, 55.51%, 1.01%,69028d
26029,5.27%, 49.57%, 44.30%, 0.45%,7e0170
26031,19.31%, 39.73%, 59.04%, 1.22%,650396
26033,10.67%, 54.34%, 43.67%, 1.99%,8a056f
26035,8.03%, 44.34%, 52.38%, 0.48%,710185
26037,4.58%, 47.16%, 51.74%, 1.10%,780283
26039,14.66%, 41.81%, 56.47%, 1.72%,6a048f
26041,24.23%, 35.70%, 59.93%, 0.51%,5b0198
26043,11.33%, 42.55%, 53.88%, 0.84%,6c0289
26045,7.95%, 44.34%, 52.29%, 0.68%,710185
26047,3.51%, 46.06%, 49.56%, 0.41%,75017e
26049,12.83%, 41.97%, 54.80%, 0.46%,6b018b
26051,9.01%, 43.86%, 52.86%, 0.76%,6f0186
26053,1.32%, 46.69%, 48.01%, 1.94%,77047a
26055,6.17%, 45.70%, 51.88%, 0.41%,740184
26057,8.68%, 44.40%, 53.08%, 2.52%,710687
26059,1.54%, 49.54%, 48.00%, 2.46%,7e067a
26061,21.51%, 59.23%, 37.72%, 3.05%,970760
26063,0.54%, 48.82%, 49.36%, 1.82%,7c047d
26065,2.98%, 47.24%, 50.22%, 0.38%,780080
26067,17.36%, 40.23%, 57.58%, 2.19%,660592
26069,2.54%, 49.62%, 47.08%, 0.47%,7e0178
26071,11.47%, 53.56%, 42.09%, 1.02%,88026b
26073,0.71%, 48.71%, 49.42%, 1.87%,7c047e
26075,1.29%, 47.88%, 49.17%, 0.71%,7a017d
26077,13.65%, 55.01%, 41.36%, 1.05%,8c0269
26079,3.77%, 47.47%, 43.70%, 1.48%,79036f
26081,0.67%, 48.64%, 47.97%, 0.67%,7c017a
26083,46.19%, 72.45%, 26.26%, 1.30%,b80342
26085,10.81%, 42.86%, 53.68%, 1.38%,6d0388
26087,6.02%, 51.87%, 45.85%, 2.28%,840574
26089,6.61%, 46.09%, 52.70%, 1.21%,750386
26091,2.28%, 50.50%, 48.23%, 1.27%,80037a
26093,1.60%, 48.46%, 50.06%, 1.49%,7b037f
26095,14.81%, 56.33%, 41.52%, 2.15%,8f0569
26097,26.14%, 36.60%, 62.74%, 0.66%,5d019f
26099,30.36%, 33.29%, 63.65%, 0.78%,5401a2
26101,15.02%, 40.12%, 55.14%, 0.75%,66018c
26103,14.69%, 55.65%, 40.96%, 3.39%,8d0868
26105,10.37%, 42.48%, 52.85%, 1.07%,6c0286
26107,2.77%, 50.28%, 47.51%, 2.22%,800579
26109,25.42%, 35.62%, 61.04%, 0.38%,5a009b
26111,3.18%, 50.62%, 47.44%, 1.94%,810478
26113,5.63%, 51.60%, 45.97%, 2.44%,830675
26115,25.80%, 36.26%, 62.05%, 1.69%,5c049e
26117,4.72%, 45.30%, 50.02%, 0.61%,73017f
26119,19.69%, 38.04%, 57.74%, 0.58%,610193
26121,5.81%, 45.58%, 51.39%, 3.03%,740783
26123,2.63%, 49.73%, 47.10%, 0.53%,7e0178
26125,0.99%, 47.79%, 48.78%, 0.54%,79017c
26127,9.99%, 43.47%, 53.46%, 0.96%,6e0288
26129,5.40%, 45.94%, 51.34%, 0.50%,750182
26131,1.00%, 45.53%, 46.53%, 1.83%,740476
26133,12.04%, 55.18%, 43.13%, 1.69%,8c046d
26135,7.87%, 52.90%, 45.03%, 2.06%,860572
26137,14.88%, 40.35%, 55.23%, 0.08%,66008c
26139,19.78%, 58.34%, 38.56%, 0.37%,940062
26141,17.00%, 40.36%, 57.36%, 2.28%,660592
26143,11.06%, 42.62%, 53.69%, 0.71%,6c0188
26145,11.71%, 42.97%, 54.67%, 0.35%,6d008b
26147,7.51%, 53.08%, 45.56%, 1.36%,870374
26149,10.05%, 43.78%, 53.82%, 2.40%,6f0689
26151,24.84%, 61.22%, 36.39%, 0.36%,9c005c
26153,1.77%, 49.05%, 47.28%, 0.46%,7d0178
26155,9.39%, 44.19%, 53.58%, 2.24%,700588
26157,9.09%, 53.75%, 44.66%, 1.58%,890471
26159,1.84%, 47.50%, 49.33%, 0.42%,79017d
26161,9.68%, 52.81%, 43.13%, 0.40%,86016d
26163,18.03%, 39.12%, 57.15%, 1.11%,630291
26165,2.56%, 50.34%, 47.78%, 1.88%,800479
27001,10.52%, 40.76%, 51.28%, 0.05%,670082
27003,21.46%, 38.00%, 59.47%, 2.53%,600697
27005,39.56%, 28.00%, 67.56%, 4.43%,470bac
27007,28.63%, 32.10%, 60.73%, 2.78%,51079a
27009,48.07%, 24.84%, 72.92%, 2.24%,3f05b9
27011,56.38%, 20.99%, 77.37%, 1.64%,3504c5
27013,17.35%, 40.54%, 57.88%, 1.58%,670493
27015,52.36%, 22.64%, 75.00%, 2.37%,3906bf
27017,3.19%, 42.56%, 45.75%, 1.70%,6c0474
27019,26.37%, 36.34%, 62.71%, 0.96%,5c029f
27021,19.73%, 38.09%, 57.82%, 1.64%,610493
27023,32.54%, 32.41%, 64.95%, 2.64%,5206a5
27025,9.09%, 43.86%, 52.95%, 3.20%,6f0887
27027,38.59%, 29.16%, 67.75%, 0.54%,4a01ac
27029,49.92%, 22.89%, 72.81%, 1.84%,3a04b9
27031,7.66%, 43.27%, 50.93%, 0.31%,6e0081
27033,19.61%, 39.40%, 59.00%, 1.60%,640496
27035,11.24%, 41.67%, 52.91%, 2.40%,6a0686
27037,33.14%, 32.56%, 65.70%, 1.75%,5304a7
27039,11.16%, 43.53%, 54.69%, 1.78%,6f048b
27041,36.26%, 30.37%, 66.63%, 3.00%,4d07a9
27043,4.97%, 46.65%, 51.62%, 1.73%,760483
27045,1.81%, 48.22%, 50.03%, 1.74%,7a047f
27047,8.21%, 44.62%, 52.82%, 2.56%,710686
27049,14.76%, 41.22%, 55.97%, 2.81%,69078e
27051,39.49%, 29.17%, 68.67%, 2.16%,4a05af
27053,12.94%, 41.87%, 54.80%, 0.68%,6a018b
27055,13.09%, 42.63%, 55.71%, 1.66%,6c048e
27057,23.49%, 35.96%, 59.45%, 2.19%,5b0597
27059,34.10%, 30.43%, 64.53%, 2.34%,4d05a4
27061,17.92%, 36.94%, 54.86%, 0.32%,5e008b
27063,45.22%, 26.45%, 71.67%, 1.87%,4304b6
27065,23.25%, 35.17%, 58.42%, 2.61%,590694
27067,35.27%, 30.04%, 65.31%, 1.07%,4c02a6
27069,40.46%, 27.81%, 68.27%, 0.91%,4602ae
27071,34.60%, 28.69%, 63.29%, 1.55%,4903a1
27073,34.68%, 31.85%, 66.53%, 1.62%,5104a9
27075,7.69%, 42.97%, 35.28%, 2.43%,6d0659
27077,38.48%, 23.55%, 62.03%, 0.77%,3c019e
27079,46.38%, 26.19%, 72.57%, 1.25%,4203b9
27081,48.94%, 23.97%, 72.91%, 0.98%,3d02b9
27083,36.91%, 30.67%, 67.57%, 1.76%,4e04ac
27085,38.04%, 30.14%, 68.18%, 1.68%,4c04ad
27087,71.05%, 12.76%, 83.81%, 0.97%,2002d5
27089,25.50%, 34.16%, 59.66%, 2.58%,570698
27091,22.00%, 38.26%, 60.26%, 1.48%,610399
27093,34.28%, 31.80%, 66.08%, 2.11%,5105a8
27095,26.59%, 34.03%, 60.62%, 2.19%,56059a
27097,49.48%, 24.09%, 73.57%, 2.33%,3d05bb
27099,22.79%, 37.79%, 60.58%, 1.63%,60049a
27101,41.86%, 28.21%, 70.07%, 1.72%,4704b2
27103,27.54%, 35.03%, 62.58%, 2.39%,59069f
27105,28.17%, 35.35%, 63.51%, 1.14%,5a02a1
27107,43.71%, 25.09%, 68.80%, 1.22%,3f03af
27109,16.20%, 40.81%, 57.01%, 2.17%,680591
27111,8.19%, 43.72%, 51.90%, 4.38%,6f0b84
27113,35.52%, 28.12%, 63.64%, 0.51%,4701a2
27115,32.79%, 29.53%, 62.33%, 2.14%,4b059e
27117,32.48%, 32.96%, 65.44%, 1.59%,5404a6
27119,39.02%, 27.32%, 66.35%, 1.28%,4503a9
27121,35.10%, 31.46%, 66.56%, 1.98%,5005a9
27123,25.50%, 35.74%, 61.24%, 0.70%,5b019c
27125,65.87%, 14.99%, 80.86%, 1.84%,2604ce
27127,27.98%, 35.21%, 63.20%, 1.59%,5904a1
27129,38.08%, 30.03%, 68.11%, 1.86%,4c04ad
27131,13.79%, 42.29%, 56.08%, 1.63%,6b048f
27133,29.59%, 34.56%, 64.15%, 1.29%,5803a3
27135,40.89%, 25.52%, 66.41%, 0.38%,4100a9
27137,6.33%, 41.66%, 47.99%, 1.01%,6a027a
27139,61.89%, 18.75%, 80.64%, 0.61%,2f01cd
27141,9.30%, 44.17%, 53.46%, 2.37%,700688
27143,53.85%, 22.42%, 76.27%, 1.31%,3903c2
27145,59.84%, 19.52%, 79.36%, 1.12%,3102ca
27147,12.23%, 43.20%, 55.43%, 1.37%,6e038d
27149,28.97%, 34.99%, 63.96%, 1.05%,5902a3
27151,52.42%, 22.62%, 75.04%, 2.33%,3905bf
27153,30.99%, 33.17%, 64.16%, 2.66%,5406a3
27155,61.70%, 18.53%, 80.23%, 1.25%,2f03cc
27157,31.83%, 33.23%, 65.06%, 1.71%,5404a5
27159,17.74%, 39.33%, 57.07%, 1.51%,640391
27161,30.37%, 34.08%, 64.46%, 1.46%,5603a4
27163,22.68%, 37.50%, 60.18%, 2.32%,5f0599
27165,18.09%, 39.62%, 57.71%, 2.66%,650693
27167,37.19%, 30.75%, 67.94%, 1.31%,4e03ad
27169,26.71%, 35.70%, 62.41%, 1.89%,5b049f
27171,35.08%, 31.45%, 66.53%, 2.02%,5005a9
27173,44.13%, 27.01%, 71.14%, 1.85%,4404b5
28001,56.95%, 21.11%, 78.06%, 0.82%,3502c7
28003,93.87%, 2.87%, 96.74%, 0.39%,0700f6
28005,88.32%, 5.54%, 93.85%, 0.61%,0e01ef
28007,96.40%,-, 97.97%, 2.03%,0005f9
28009,97.93%,-, 98.91%, 1.09%,0002fc
28011,80.75%, 9.48%, 90.24%, 0.28%,1800e6
28013,97.03%,-, 98.41%, 1.59%,0004fa
28015,98.42%,-, 99.17%, 0.83%,0002fc
28017,97.56%,-, 98.64%, 1.36%,0003fb
28019,95.86%, 2.03%, 97.88%, 0.09%,0500f9
28021,95.48%, 2.19%, 97.67%, 0.14%,0500f9
28023,92.67%, 3.44%, 96.11%, 0.45%,0801f5
28025,95.02%, 2.42%, 97.44%, 0.14%,0600f8
28027,92.69%, 3.57%, 96.26%, 0.17%,0900f5
28029,97.50%,-, 98.67%, 1.33%,0003fb
28031,96.38%,-, 97.97%, 2.03%,0005f9
