id,margin,hoover,roosevelt,other,hex_color
13185,89.66%, 4.99%, 94.65%, 0.36%,0c00f1
13187,83.88%, 8.06%, 91.94%,-,1400ea
13189,89.24%, 4.80%, 94.04%, 1.16%,0c02ef
13191,86.90%, 6.55%, 93.45%,-,1000ee
13193,92.38%, 3.67%, 96.06%, 0.27%,0900f4
13195,96.13%,-, 97.88%, 2.12%,0005f9
13197,89.98%, 5.01%, 94.99%,-,0c00f2
13199,95.83%,-, 97.82%, 2.18%,0005f9
13201,97.98%,-, 98.99%, 1.01%,0002fc
13205,98.35%,-, 99.06%, 0.94%,0002fc
13207,92.70%, 3.61%, 96.31%, 0.08%,0900f5
13209,95.30%,-, 97.20%, 2.80%,0007f7
13211,84.39%, 7.36%, 91.75%, 0.89%,1202e9
13213,68.25%, 15.67%, 83.92%, 0.40%,2701d5
13215,86.80%, 6.27%, 93.07%, 0.65%,0f01ed
13217,94.21%, 2.61%, 96.82%, 0.58%,0601f6
13219,87.05%, 5.43%, 92.48%, 2.09%,0d05eb
13221,94.37%, 2.66%, 97.03%, 0.31%,0600f7
13223,73.58%, 12.40%, 85.98%, 1.62%,1f04db
13225,82.16%, 8.54%, 90.70%, 0.76%,1501e7
13227,32.91%, 33.54%, 66.46%,-,5500a9
13229,94.33%, 2.57%, 96.90%, 0.53%,0601f7
13231,92.86%, 3.10%, 95.96%, 0.94%,0702f4
13233,82.28%, 8.86%, 91.14%,-,1600e8
13235,97.16%,-, 98.58%, 1.42%,0003fb
13237,91.44%, 4.09%, 95.53%, 0.37%,0a00f3
13239,96.71%,-, 98.35%, 1.65%,0004fa
13241,83.25%, 7.97%, 91.22%, 0.82%,1402e8
13243,94.94%, 2.24%, 97.18%, 0.58%,0501f7
13245,72.62%, 12.96%, 85.58%, 1.46%,2103da
13247,91.72%, 3.73%, 95.45%, 0.83%,0902f3
13249,95.59%,-, 97.55%, 2.45%,0006f8
13251,82.94%, 8.26%, 91.20%, 0.54%,1501e8
13253,93.80%, 2.48%, 96.28%, 1.24%,0603f5
13255,94.67%, 2.40%, 97.07%, 0.53%,0601f7
13257,95.82%,-, 97.53%, 2.47%,0006f8
13259,94.55%, 2.48%, 97.03%, 0.50%,0601f7
13261,92.32%, 3.37%, 95.69%, 0.95%,0802f4
13263,90.31%, 4.69%, 95.00%, 0.31%,0b00f2
13265,98.81%,-, 99.41%, 0.59%,0001fd
13267,96.32%,-, 98.02%, 1.98%,0005f9
13269,87.57%, 6.01%, 93.58%, 0.41%,0f01ee
13271,87.95%, 5.65%, 93.60%, 0.75%,0e01ee
13273,95.03%, 2.34%, 97.37%, 0.29%,0500f8
13275,92.88%, 3.32%, 96.20%, 0.48%,0801f5
13277,90.65%, 4.43%, 95.09%, 0.48%,0b01f2
13279,93.70%, 2.79%, 96.49%, 0.72%,0701f6
13281,3.13%, 51.57%, 48.43%,-,83007b
13283,91.86%, 4.07%, 95.93%,-,0a00f4
13285,93.32%, 3.30%, 96.62%, 0.08%,0800f6
13287,87.00%, 6.04%, 93.04%, 0.92%,0f02ed
13289,95.03%, 2.26%, 97.29%, 0.45%,0501f8
13291,24.79%, 37.60%, 62.40%,-,5f009f
13293,97.39%,-, 98.57%, 1.43%,0003fb
13295,68.75%, 15.05%, 83.80%, 1.15%,2602d5
13297,96.69%,-, 98.34%, 1.66%,0004fa
13299,84.43%, 7.53%, 91.96%, 0.51%,1301ea
13301,94.40%, 2.58%, 96.99%, 0.43%,0601f7
13303,98.86%,-, 99.33%, 0.67%,0001fd
13305,88.57%, 5.40%, 93.97%, 0.63%,0d01ef
13307,95.83%, 2.08%, 97.92%,-,0500f9
13309,94.90%, 2.51%, 97.41%, 0.09%,0600f8
13311,89.10%, 5.35%, 94.45%, 0.20%,0d00f0
13313,65.28%, 16.59%, 81.87%, 1.55%,2a03d0
13315,92.09%, 3.88%, 95.97%, 0.16%,0900f4
13317,92.32%, 3.43%, 95.75%, 0.82%,0802f4
13319,100.00%,-, 100.00%,-,0000fe
13321,96.58%,-, 98.23%, 1.77%,0004fa
15001,0%,-,-,-,000000
15003,0%,-,-,-,000000
15005,0%,-,-,-,000000
15007,0%,-,-,-,000000
15009,0%,-,-,-,000000
16001,4.46%, 45.97%, 50.43%, 0.26%,750080
16003,42.35%, 26.02%, 68.37%, 0.08%,4200ae
16005,27.53%, 35.81%, 63.34%, 0.86%,5b02a1
16007,1.82%, 50.87%, 49.05%, 0.09%,81007d
16009,24.28%, 35.28%, 59.55%, 2.08%,590597
16011,13.34%, 42.52%, 55.85%, 1.63%,6c048e
16013,23.87%, 37.60%, 61.48%, 0.92%,5f029c
16015,31.82%, 32.29%, 64.12%,-,5200a3
16017,29.25%, 34.10%, 63.36%, 2.54%,5606a1
16019,21.03%, 38.56%, 59.60%, 1.84%,620497
16021,30.07%, 33.35%, 63.42%, 0.66%,5501a1
16023,18.84%, 40.33%, 59.16%, 0.51%,660196
16025,30.00%, 33.91%, 63.91%,-,5600a2
16027,14.36%, 38.80%, 53.16%, 0.30%,620087
16029,9.78%, 44.46%, 54.24%, 1.30%,71038a
16031,12.11%, 43.48%, 55.60%, 0.92%,6e028d
16033,8.14%, 45.85%, 53.99%, 0.17%,740089
16035,34.35%, 32.20%, 66.55%, 1.25%,5203a9
16037,30.62%, 33.77%, 64.39%, 1.84%,5604a4
16039,33.02%, 31.94%, 64.96%, 0.20%,5100a5
16041,2.94%, 48.45%, 51.39%, 0.16%,7b0083
16043,30.77%, 34.60%, 65.37%, 0.02%,5800a6
16045,34.01%, 27.54%, 61.55%, 0.40%,46019c
16047,12.99%, 40.99%, 53.98%, 0.17%,680089
16049,46.01%, 25.78%, 71.79%, 2.44%,4106b7
16051,35.48%, 31.54%, 67.02%, 1.45%,5003aa
16053,22.45%, 37.86%, 60.32%, 1.82%,600499
16055,23.36%, 34.05%, 57.41%, 1.63%,560492
16057,7.04%, 45.61%, 52.64%, 1.75%,740486
16059,24.87%, 36.59%, 61.47%, 1.94%,5d049c
16061,44.15%, 26.88%, 71.03%, 2.10%,4405b5
16063,11.21%, 43.51%, 54.72%, 1.76%,6e048b
16065,24.66%, 37.33%, 61.99%, 0.68%,5f019e
16067,30.71%, 33.56%, 64.27%, 2.17%,5505a3
16069,38.67%, 29.83%, 68.50%, 1.67%,4c04ae
16071,15.99%, 41.65%, 57.64%, 0.72%,6a0192
16073,23.35%, 36.21%, 59.57%, 0.68%,5c0197
16075,8.56%, 42.63%, 51.18%, 0.25%,6c0082
16077,30.13%, 34.74%, 64.86%, 0.40%,5801a5
16079,19.66%, 39.49%, 59.15%, 1.36%,640396
16081,12.07%, 43.74%, 55.81%, 0.45%,6f018e
16083,12.52%, 42.05%, 54.57%, 3.38%,6b088b
16085,32.83%, 30.43%, 63.26%, 2.06%,4d05a1
16087,25.96%, 34.65%, 60.61%, 0.09%,58009a
17001,34.62%, 32.00%, 66.62%, 1.38%,5103a9
17003,8.77%, 44.90%, 53.67%, 1.43%,720388
17005,6.60%, 45.57%, 52.17%, 2.26%,740585
17007,39.67%, 69.23%, 29.56%, 1.21%,b0034b
17009,41.92%, 28.75%, 70.67%, 0.58%,4901b4
17011,8.24%, 45.23%, 53.47%, 1.30%,730388
17013,28.25%, 35.36%, 63.61%, 1.03%,5a02a2
17015,8.93%, 53.81%, 44.87%, 1.32%,890372
17017,34.37%, 32.27%, 66.64%, 1.09%,5202a9
17019,7.98%, 45.04%, 53.02%, 1.93%,720487
17021,29.71%, 33.42%, 63.12%, 0.49%,5501a0
17023,15.29%, 41.98%, 57.27%, 0.75%,6b0192
17025,14.78%, 41.83%, 56.61%, 1.56%,6a0390
17027,49.57%, 24.35%, 73.92%, 1.74%,3e04bc
17029,20.30%, 39.40%, 59.71%, 0.89%,640298
17031,13.77%, 41.47%, 55.23%, 1.07%,69028c
17033,14.18%, 42.13%, 56.31%, 1.56%,6b038f
17035,18.07%, 40.68%, 58.75%, 0.56%,670195
17037,14.66%, 56.38%, 41.72%, 1.90%,8f046a
17039,11.70%, 43.49%, 55.19%, 1.31%,6e038c
17041,22.41%, 37.74%, 60.15%, 2.11%,600599
17043,15.74%, 56.23%, 40.49%, 0.31%,8f0067
17045,12.95%, 43.03%, 55.98%, 1.00%,6d028e
17047,5.86%, 52.25%, 46.39%, 1.35%,850376
17049,37.31%, 30.65%, 67.96%, 1.39%,4e03ad
17051,15.62%, 41.44%, 57.06%, 1.50%,690391
17053,10.94%, 43.88%, 54.82%, 1.30%,6f038b
17055,30.89%, 32.46%, 63.35%, 1.38%,5203a1
17057,22.15%, 36.77%, 58.92%, 1.55%,5d0396
17059,45.50%, 26.57%, 72.08%, 1.35%,4303b7
17061,37.39%, 30.61%, 67.99%, 1.40%,4e03ad
17063,2.83%, 48.21%, 51.05%, 0.74%,7a0182
17065,23.36%, 37.98%, 61.34%, 0.68%,60019c
17067,29.26%, 34.87%, 64.13%, 1.00%,5802a3
17069,1.58%, 48.37%, 49.95%, 1.68%,7b047f
17071,13.06%, 42.55%, 55.60%, 1.85%,6c048d
17073,5.65%, 51.25%, 45.60%, 0.29%,820074
17075,19.69%, 39.65%, 59.34%, 1.01%,650297
17077,11.82%, 43.10%, 54.93%, 1.97%,6d058c
17079,31.07%, 34.20%, 65.27%, 0.54%,5701a6
17081,27.74%, 35.54%, 63.28%, 1.18%,5a03a1
17083,27.19%, 35.54%, 62.73%, 1.73%,5a049f
17085,9.60%, 44.41%, 54.01%, 1.57%,710489
17087,0.76%, 49.87%, 49.11%, 1.03%,7f027d
17089,14.14%, 56.15%, 42.00%, 1.85%,8f046b
17091,10.82%, 43.86%, 54.67%, 1.47%,6f038b
17093,6.74%, 52.77%, 46.04%, 1.19%,860375
17095,0.15%, 49.14%, 49.29%, 1.57%,7d047d
17097,6.06%, 50.92%, 44.86%, 0.57%,810172
17099,17.49%, 40.30%, 57.79%, 1.91%,660493
17101,18.25%, 40.17%, 58.42%, 1.41%,660394
17103,4.09%, 51.46%, 47.37%, 1.17%,830278
17105,8.72%, 45.20%, 53.92%, 0.87%,730289
17107,16.07%, 41.44%, 57.52%, 1.04%,690292
17109,9.07%, 44.87%, 53.94%, 1.19%,720389
17111,8.71%, 53.14%, 44.42%, 0.12%,870071
17113,11.39%, 43.07%, 54.46%, 2.47%,6d068a
17115,12.12%, 42.87%, 54.99%, 2.13%,6d058c
17117,32.91%, 29.74%, 62.65%, 0.98%,4b029f
17119,26.97%, 34.55%, 61.52%, 0.48%,58019c
17121,25.98%, 36.11%, 62.09%, 1.80%,5c049e
17123,13.17%, 43.10%, 56.27%, 0.63%,6d018f
17125,37.71%, 30.73%, 68.45%, 0.82%,4e02ae
17127,4.67%, 51.60%, 46.93%, 1.47%,830377
17129,19.34%, 39.96%, 59.30%, 0.74%,650197
17131,1.44%, 50.21%, 48.77%, 1.02%,80027c
17133,28.87%, 34.93%, 63.80%, 1.28%,5903a2
17135,26.34%, 34.71%, 61.05%, 0.57%,58019b
17137,13.14%, 42.95%, 56.09%, 0.95%,6d028f
17139,28.08%, 35.40%, 63.48%, 1.11%,5a02a1
17141,20.18%, 59.11%, 38.93%, 1.96%,960463
17143,19.52%, 39.50%, 59.02%, 1.48%,640396
17145,31.49%, 32.85%, 64.34%, 0.63%,5301a4
17147,13.72%, 42.71%, 56.43%, 0.86%,6c028f
17149,30.77%, 33.58%, 64.35%, 2.07%,5505a4
17151,8.41%, 53.89%, 45.47%, 0.64%,890173
17153,3.29%, 47.95%, 51.23%, 0.82%,7a0282
17155,19.01%, 39.61%, 58.62%, 1.77%,650495
17157,28.48%, 34.78%, 63.27%, 1.95%,5804a1
17159,21.62%, 38.50%, 60.12%, 1.38%,620399
17161,7.46%, 45.55%, 53.01%, 1.44%,740387
17163,33.84%, 31.34%, 65.18%, 0.62%,4f01a6
17165,20.83%, 38.21%, 59.04%, 0.64%,610196
17167,9.71%, 44.29%, 54.00%, 1.72%,700489
17169,28.79%, 34.99%, 63.78%, 1.23%,5903a2
17171,26.48%, 36.22%, 62.70%, 1.08%,5c029f
17173,26.49%, 35.91%, 62.40%, 1.69%,5b049f
17175,5.52%, 46.75%, 52.26%, 0.99%,770285
17177,8.74%, 44.38%, 53.11%, 2.51%,710687
17179,30.07%, 34.48%, 64.55%, 0.97%,5702a4
17181,36.30%, 31.47%, 67.77%, 0.76%,5001ac
17183,20.62%, 38.46%, 59.08%, 2.46%,620696
17185,29.44%, 34.49%, 63.93%, 1.58%,5704a3
17187,0.99%, 48.84%, 49.83%, 1.33%,7c037f
17189,20.44%, 38.81%, 59.25%, 1.94%,620497
17191,14.41%, 42.43%, 56.84%, 0.74%,6c0190
17193,27.84%, 35.71%, 63.55%, 0.74%,5b01a2
17195,23.50%, 61.14%, 37.64%, 1.22%,9b035f
17197,1.20%, 48.16%, 49.36%, 0.20%,7a007d
17199,19.07%, 39.14%, 58.21%, 0.64%,630194
17201,19.14%, 57.12%, 37.98%, 1.06%,910260
17203,14.99%, 42.06%, 57.05%, 0.89%,6b0291
18001,33.46%, 32.65%, 66.11%, 1.25%,5303a8
18003,17.10%, 40.66%, 57.76%, 1.58%,670493
18005,10.89%, 43.16%, 54.05%, 2.80%,6e0789
18007,17.77%, 40.67%, 58.43%, 0.90%,670294
18009,16.80%, 40.53%, 57.34%, 2.13%,670592
18011,12.79%, 42.68%, 55.47%, 1.86%,6c048d
18013,35.06%, 31.26%, 66.32%, 2.41%,4f06a9
18015,11.51%, 43.79%, 55.30%, 0.91%,6f028d
18017,15.62%, 41.46%, 57.08%, 1.46%,690391
18019,23.32%, 37.89%, 61.21%, 0.90%,60029c
18021,20.32%, 38.67%, 58.99%, 2.34%,620596
18023,13.71%, 42.56%, 56.27%, 1.18%,6c038f
18025,19.84%, 39.35%, 59.19%, 1.47%,640396
18027,7.25%, 45.29%, 52.54%, 2.16%,730585
18029,15.19%, 41.83%, 57.02%, 1.15%,6a0291
18031,7.76%, 45.56%, 53.31%, 1.13%,740287
18033,12.67%, 43.06%, 55.74%, 1.20%,6d038e
18035,5.33%, 51.25%, 45.91%, 2.84%,820775
18037,51.92%, 23.58%, 75.50%, 0.92%,3c02c0
18039,3.58%, 46.76%, 50.34%, 2.89%,770780
18041,2.77%, 47.93%, 50.70%, 1.37%,7a0381
18043,17.43%, 40.40%, 57.83%, 1.78%,670493
18045,15.11%, 41.83%, 56.93%, 1.24%,6a0391
18047,27.04%, 36.02%, 63.06%, 0.91%,5b02a0
18049,11.55%, 43.42%, 54.96%, 1.62%,6e048c
18051,18.44%, 39.32%, 57.76%, 2.93%,640793
18053,7.67%, 43.90%, 51.58%, 1.69%,6f0483
18055,15.36%, 40.15%, 55.51%, 1.11%,66028d
18057,8.23%, 53.08%, 44.85%, 2.07%,870572
18059,17.67%, 40.22%, 57.89%, 1.88%,660493
18061,17.89%, 40.36%, 58.25%, 1.40%,660394
18063,0.22%, 49.15%, 48.93%, 1.91%,7d047c
18065,1.01%, 48.67%, 47.66%, 1.50%,7c0379
18067,6.19%, 44.62%, 50.81%, 1.63%,710481
18069,12.05%, 42.92%, 54.97%, 2.10%,6d058c
18071,32.15%, 33.06%, 65.22%, 1.72%,5404a6
18073,9.86%, 44.54%, 54.40%, 1.06%,71028a
18075,14.30%, 42.85%, 57.15%,-,6d0091
18077,6.25%, 45.95%, 52.19%, 1.86%,750485
18079,8.68%, 44.96%, 53.64%, 1.40%,720388
18081,20.03%, 39.20%, 59.23%, 1.58%,630497
18083,35.45%, 31.17%, 66.62%, 2.20%,4f05a9
18085,2.79%, 47.75%, 50.54%, 1.71%,790480
18087,13.75%, 42.29%, 56.03%, 1.68%,6b048e
18089,3.79%, 46.56%, 50.34%, 3.10%,760780
18091,15.97%, 41.31%, 57.28%, 1.41%,690392
18093,0.59%, 49.66%, 49.07%, 1.27%,7e037d
18095,7.80%, 44.92%, 52.72%, 2.36%,720686
18097,3.95%, 46.20%, 50.15%, 1.14%,75027f
18099,18.29%, 39.84%, 58.13%, 2.03%,650594
18101,18.49%, 40.31%, 58.79%, 0.90%,660295
18103,19.12%, 39.41%, 58.53%, 2.05%,640595
18105,4.36%, 47.03%, 51.39%, 1.58%,770483
18107,11.29%, 43.64%, 54.93%, 1.43%,6f038c
18109,8.80%, 44.70%, 53.50%, 1.81%,710488
18111,5.37%, 46.65%, 52.02%, 1.33%,760384
18113,10.31%, 44.32%, 54.63%, 1.05%,71028b
18115,12.62%, 43.25%, 55.88%, 0.87%,6e028e
18117,2.98%, 48.08%, 51.06%, 0.86%,7a0282
18119,19.50%, 38.86%, 58.35%, 2.79%,630794
18121,8.77%, 44.29%, 53.06%, 2.65%,700687
18123,21.54%, 38.93%, 60.46%, 0.61%,63019a
18125,17.07%, 40.26%, 57.33%, 2.41%,660692
18127,0.78%, 49.47%, 48.69%, 1.84%,7e047c
18129,31.99%, 33.27%, 65.26%, 1.47%,5403a6
18131,18.79%, 39.46%, 58.25%, 2.29%,640594
18133,15.77%, 40.46%, 56.24%, 0.78%,67018f
18135,2.17%, 49.44%, 47.27%, 0.65%,7e0178
18137,16.88%, 40.97%, 57.86%, 1.17%,680293
18139,0.37%, 49.50%, 49.14%, 1.36%,7e037d
18141,14.33%, 41.13%, 55.46%, 0.79%,68028d
18143,12.92%, 42.96%, 55.89%, 1.15%,6d028e
18145,22.10%, 38.05%, 60.14%, 1.81%,610499
18147,14.82%, 42.24%, 57.06%, 0.71%,6b0191
18149,16.16%, 40.75%, 56.91%, 2.35%,670591
18151,1.66%, 48.38%, 50.04%, 1.58%,7b047f
18153,33.41%, 29.39%, 62.80%, 1.49%,4a03a0
18155,20.42%, 38.79%, 59.21%, 2.01%,620596
18157,6.98%, 46.05%, 53.03%, 0.92%,750287
18159,13.96%, 42.19%, 56.15%, 1.66%,6b048f
18161,2.16%, 50.41%, 48.25%, 1.34%,80037b
18163,30.06%, 33.91%, 63.97%, 2.11%,5605a3
18165,20.93%, 37.85%, 58.77%, 1.21%,600395
18167,16.77%, 40.52%, 57.29%, 2.19%,670592
18169,0.73%, 49.36%, 48.63%, 2.01%,7d057c
18171,0.73%, 48.92%, 49.65%, 1.43%,7c037e
18173,21.79%, 37.74%, 59.53%, 2.73%,600697
18175,18.25%, 40.53%, 58.78%, 0.68%,670195
18177,2.28%, 47.85%, 50.13%, 2.02%,7a057f
18179,33.20%, 32.25%, 65.45%, 2.30%,5205a6
18181,17.36%, 40.55%, 57.91%, 1.54%,670393
18183,17.93%, 39.21%, 57.13%, 1.62%,630491
19001,6.10%, 46.58%, 52.68%, 0.75%,760186
19003,7.67%, 45.57%, 53.24%, 1.19%,740387
19005,22.60%, 38.34%, 60.95%, 0.71%,61019b
19007,12.88%, 42.22%, 55.10%, 2.69%,6b068c
19009,29.83%, 34.62%, 64.45%, 0.93%,5802a4
19011,26.95%, 34.87%, 61.82%, 0.38%,58009d
19013,0.29%, 49.54%, 49.25%, 1.21%,7e037d
19015,16.45%, 38.00%, 54.44%, 1.02%,60028a
19017,36.16%, 31.52%, 67.69%, 0.79%,5002ac
19019,6.35%, 46.33%, 52.67%, 1.00%,760286
19021,20.38%, 38.51%, 58.89%, 0.35%,620096
19023,14.28%, 42.33%, 56.60%, 1.07%,6b0290
19025,28.15%, 34.46%, 62.61%, 0.42%,57019f
19027,51.68%, 23.84%, 75.52%, 0.63%,3c01c0
19029,1.43%, 48.76%, 50.19%, 1.05%,7c027f
19031,17.86%, 40.62%, 58.48%, 0.90%,670295
19033,8.85%, 45.12%, 53.96%, 0.92%,730289
19035,28.87%, 34.81%, 63.68%, 1.50%,5803a2
19037,32.07%, 33.68%, 65.75%, 0.57%,5501a7
19039,18.21%, 39.90%, 58.11%, 1.99%,650594
19041,19.87%, 38.40%, 58.27%, 0.38%,610094
19043,32.53%, 33.46%, 65.99%, 0.56%,5501a8
19045,16.01%, 41.52%, 57.53%, 0.95%,690292
19047,41.94%, 26.10%, 68.04%, 0.25%,4200ad
19049,3.86%, 46.99%, 50.85%, 2.16%,770581
19051,30.68%, 33.82%, 64.50%, 1.67%,5604a4
19053,24.75%, 36.84%, 61.60%, 1.56%,5d039d
19055,5.38%, 46.70%, 52.08%, 1.22%,770384
19057,24.27%, 35.66%, 59.94%, 0.32%,5a0098
19059,9.05%, 44.07%, 53.12%, 0.59%,700187
19061,46.16%, 24.99%, 71.15%, 0.16%,3f00b5
19063,7.58%, 45.21%, 52.79%, 2.00%,730586
19065,19.38%, 39.67%, 59.05%, 1.27%,650396
19067,5.47%, 46.50%, 51.96%, 1.54%,760384
19069,28.95%, 32.95%, 61.90%, 0.41%,54019d
19071,32.14%, 33.47%, 65.60%, 0.93%,5502a7
19073,7.33%, 44.71%, 52.05%, 0.45%,720184
19075,20.25%, 39.44%, 59.68%, 0.88%,640298
19077,7.95%, 45.37%, 53.32%, 1.31%,730387
19079,37.53%, 30.56%, 68.09%, 1.35%,4d03ad
19081,23.46%, 37.66%, 61.11%, 1.23%,60039b
19083,16.21%, 38.10%, 54.32%, 0.47%,61018a
19085,35.56%, 31.91%, 67.47%, 0.62%,5101ac
19087,13.87%, 42.09%, 55.96%, 1.96%,6b048e
19089,26.28%, 36.44%, 62.72%, 0.84%,5c029f
19091,15.87%, 41.48%, 57.35%, 1.17%,690292
19093,42.59%, 27.99%, 70.58%, 1.43%,4703b3
19095,23.31%, 35.04%, 58.35%, 0.32%,590094
19097,25.91%, 34.03%, 59.94%, 0.53%,560198
19099,11.14%, 43.54%, 54.68%, 1.78%,6f048b
19101,15.49%, 41.56%, 57.05%, 1.39%,690391
19103,22.65%, 37.87%, 60.51%, 1.62%,60049a
19105,17.08%, 41.17%, 58.25%, 0.58%,680194
19107,25.58%, 36.74%, 62.32%, 0.94%,5d029e
19109,37.94%, 30.30%, 68.24%, 1.46%,4d03ae
19111,19.77%, 39.57%, 59.35%, 1.08%,640297
19113,2.82%, 50.75%, 47.93%, 1.32%,81037a
19115,16.26%, 40.99%, 57.25%, 1.76%,680491
19117,17.62%, 39.84%, 57.46%, 0.57%,650192
19119,35.10%, 31.79%, 66.89%, 1.32%,5103aa
19121,4.60%, 47.09%, 51.69%, 1.22%,780383
19123,8.69%, 43.45%, 52.14%, 0.71%,6e0184
19125,30.56%, 33.49%, 64.05%, 0.40%,5501a3
19127,1.62%, 48.98%, 47.36%, 0.54%,7c0178
19129,22.67%, 38.07%, 60.75%, 1.18%,61039a
19131,21.58%, 38.59%, 60.16%, 1.25%,620399
19133,42.96%, 27.92%, 70.88%, 1.20%,4703b4
19135,19.58%, 38.25%, 57.83%, 0.96%,610293
19137,3.42%, 47.39%, 50.80%, 1.81%,780481
19139,2.04%, 47.69%, 49.73%, 0.54%,79017e
19141,16.44%, 40.94%, 57.38%, 1.68%,680492
19143,36.56%, 31.08%, 67.64%, 1.28%,4f03ac
19145,3.69%, 47.46%, 51.15%, 1.39%,790382
19147,26.13%, 36.21%, 62.33%, 1.46%,5c039e
19149,44.28%, 27.34%, 71.62%, 1.04%,4502b6
19151,38.68%, 28.48%, 67.16%, 0.36%,4800ab
19153,3.65%, 49.54%, 45.89%, 0.40%,7e0175
19155,26.71%, 35.94%, 62.65%, 1.42%,5b039f
19157,13.87%, 41.77%, 55.64%, 0.26%,6a008d
19159,8.61%, 45.04%, 53.64%, 1.32%,720388
19161,14.03%, 42.49%, 56.52%, 0.99%,6c0290
19163,8.22%, 43.81%, 52.03%, 0.45%,6f0184
19165,32.65%, 32.86%, 65.52%, 1.62%,5304a7
19167,21.83%, 38.65%, 60.48%, 0.87%,62029a
19169,8.44%, 51.84%, 43.40%, 0.46%,84016e
19171,24.29%, 37.10%, 61.39%, 1.51%,5e039c
19173,8.25%, 45.07%, 53.33%, 1.60%,720487
19175,13.05%, 42.96%, 56.01%, 1.03%,6d028e
19177,13.62%, 42.56%, 56.17%, 1.27%,6c038f
19179,13.16%, 42.49%, 55.66%, 1.85%,6c048d
19181,2.47%, 50.28%, 47.81%, 1.90%,800479
19183,7.74%, 45.25%, 52.98%, 1.77%,730487
19185,25.05%, 36.52%, 61.57%, 1.91%,5d049d
19187,24.57%, 34.68%, 59.25%, 0.42%,580197
19189,23.08%, 36.59%, 59.67%, 0.76%,5d0198
19191,33.63%, 32.40%, 66.03%, 1.57%,5204a8
19193,34.15%, 31.97%, 66.12%, 1.91%,5104a8
19195,21.62%, 38.45%, 60.07%, 1.48%,620399
19197,19.92%, 39.14%, 59.06%, 1.80%,630496
20001,2.92%, 50.47%, 47.55%, 1.98%,800579
20003,19.29%, 39.63%, 58.92%, 1.45%,650396
20005,8.15%, 45.18%, 53.33%, 1.48%,730387
20007,15.90%, 40.88%, 56.78%,-,680090
20009,17.13%, 40.85%, 57.98%, 1.18%,680393
20011,12.95%, 42.62%, 55.58%, 1.80%,6c048d
20013,16.16%, 57.73%, 41.57%, 0.69%,93016a
20015,9.51%, 43.70%, 53.22%,-,6f0087
20017,6.75%, 45.96%, 52.71%, 1.33%,750386
20019,8.49%, 43.42%, 51.90%,-,6e0084
20021,28.59%, 34.05%, 62.64%,-,56009f
20023,26.05%, 34.61%, 60.66%,-,58009a
20025,10.16%, 44.54%, 54.70%, 0.76%,71018b
20027,2.64%, 47.26%, 49.90%,-,78007f
20029,17.11%, 39.94%, 57.05%,-,650091
20031,11.03%, 43.77%, 54.80%, 1.42%,6f038b
20033,10.69%, 43.91%, 54.60%, 1.49%,6f038b
20035,5.98%, 44.71%, 50.69%,-,720081
20037,22.34%, 37.41%, 59.75%,-,5f0098
20039,24.77%, 36.26%, 61.02%,-,5c009b
20041,0.18%, 49.04%, 49.21%, 1.75%,7d047d
20043,4.04%, 51.37%, 47.34%, 1.29%,820378
20045,20.07%, 58.67%, 38.60%,-,950062
20047,8.54%, 44.40%, 52.94%,-,710086
20049,12.15%, 43.04%, 55.19%, 1.77%,6d048c
20051,49.98%, 24.54%, 74.52%, 0.94%,3e02be
20053,28.73%, 34.95%, 63.68%, 1.37%,5903a2
20055,4.09%, 47.02%, 51.11%, 1.87%,770482
20057,13.81%, 41.61%, 55.42%,-,6a008d
20059,2.02%, 50.16%, 48.14%, 1.69%,7f047a
20061,15.64%, 40.92%, 56.55%,-,680090
20063,6.27%, 45.75%, 52.02%,-,740084
20065,23.04%, 37.07%, 60.10%,-,5e0099
20067,29.18%, 33.70%, 62.88%,-,5500a0
20069,18.90%, 39.27%, 58.18%,-,640094
20071,9.62%, 42.64%, 52.26%,-,6c0085
20073,5.29%, 46.37%, 51.66%, 1.97%,760583
20075,20.85%, 36.68%, 57.52%,-,5d0092
20077,14.46%, 41.13%, 55.59%,-,68008d
20079,1.19%, 49.28%, 48.09%,-,7d007a
20081,16.25%, 40.50%, 56.75%,-,670090
20083,7.58%, 45.56%, 53.15%, 1.29%,740387
20085,2.52%, 48.11%, 50.63%, 1.26%,7a0381
20087,3.36%, 47.42%, 50.79%, 1.79%,780481
20089,0.62%, 48.20%, 48.83%,-,7a007c
20091,0.02%, 49.53%, 49.52%, 0.95%,7e027e
20093,17.81%, 38.93%, 56.73%,-,630090
20095,22.25%, 37.97%, 60.22%, 1.82%,600499
20097,5.88%, 52.24%, 46.36%, 1.40%,850376
20099,13.62%, 42.12%, 55.74%,-,6b008e
20101,12.38%, 42.88%, 55.26%, 1.85%,6d048c
20103,18.76%, 40.24%, 59.00%, 0.76%,660196
20105,15.90%, 40.80%, 56.70%,-,680090
20107,9.56%, 44.46%, 54.02%, 1.51%,710389
20109,8.07%, 44.26%, 52.32%,-,700085
20111,2.52%, 47.38%, 49.90%,-,78007f
20113,9.65%, 43.70%, 53.35%,-,6f0088
20115,14.85%, 41.74%, 56.59%, 1.67%,6a0490
20117,14.37%, 42.25%, 56.62%, 1.13%,6b0290
20119,0.67%, 49.50%, 48.83%, 1.67%,7e047c
20121,12.58%, 43.04%, 55.62%, 1.34%,6d038d
