id,margin,bush,clinton,perot,hex_color
36045,2.26%, 38.01%, 35.75%, 25.28%,60405b
36047,47.77%, 22.93%, 70.70%, 5.68%,3a0eb4
36049,3.85%, 37.17%, 33.32%, 28.68%,5e4954
36051,12.96%, 45.21%, 32.25%, 21.54%,733652
36053,4.11%, 38.90%, 34.78%, 25.46%,634058
36055,2.20%, 39.38%, 41.57%, 18.58%,642f6a
36057,3.02%, 37.55%, 40.56%, 21.41%,5f3667
36059,5.86%, 40.52%, 46.38%, 12.65%,672076
36061,62.32%, 15.88%, 78.20%, 5.20%,280dc7
36063,5.43%, 31.48%, 36.91%, 31.19%,504f5e
36065,2.62%, 40.43%, 37.81%, 20.97%,673560
36067,6.05%, 36.13%, 42.18%, 21.02%,5c356b
36069,6.53%, 42.32%, 35.79%, 21.32%,6b365b
36071,6.16%, 43.66%, 37.50%, 18.36%,6f2e5f
36073,15.17%, 44.57%, 29.41%, 25.52%,71414a
36075,3.02%, 36.38%, 33.36%, 29.16%,5c4a55
36077,1.24%, 38.12%, 39.36%, 21.95%,613764
36079,11.84%, 45.89%, 34.05%, 19.41%,753156
36081,34.53%, 28.34%, 62.87%, 8.28%,4815a0
36083,1.15%, 38.80%, 39.95%, 20.38%,623365
36085,9.34%, 47.85%, 38.51%, 13.32%,7a2162
36087,5.87%, 40.72%, 46.59%, 12.33%,671f76
36089,10.15%, 32.85%, 43.00%, 23.06%,533a6d
36091,4.35%, 41.10%, 36.76%, 21.26%,68365d
36093,8.23%, 35.55%, 43.77%, 20.09%,5a336f
36095,4.81%, 40.14%, 35.32%, 23.52%,663b5a
36097,4.48%, 39.35%, 34.87%, 25.02%,643f58
36099,2.52%, 36.28%, 38.80%, 24.44%,5c3e62
36101,18.64%, 47.72%, 29.08%, 22.65%,79394a
36103,1.52%, 40.40%, 38.88%, 19.89%,673263
36105,7.34%, 36.02%, 43.36%, 20.03%,5b336e
36107,6.49%, 40.26%, 33.78%, 25.44%,664056
36109,28.03%, 27.65%, 55.68%, 16.09%,46298d
36111,4.53%, 36.16%, 40.69%, 22.21%,5c3867
36113,8.48%, 42.62%, 34.14%, 22.25%,6c3857
36115,7.46%, 41.00%, 33.53%, 24.44%,683e55
36117,15.65%, 45.84%, 30.19%, 23.38%,743b4c
36119,8.53%, 40.12%, 48.65%, 10.54%,661a7c
36121,15.19%, 44.73%, 24.70%, 29.54%,724b3e
36123,11.14%, 43.26%, 32.12%, 23.33%,6e3b51
37001,11.98%, 48.33%, 36.35%, 15.09%,7b265c
37003,14.05%, 49.64%, 35.59%, 14.69%,7e255a
37005,8.84%, 39.18%, 48.01%, 12.68%,63207a
37007,34.37%, 27.33%, 61.71%, 10.79%,451b9d
37009,5.20%, 46.97%, 41.77%, 11.02%,771c6a
37011,31.53%, 57.39%, 25.86%, 16.55%,922a41
37013,5.58%, 45.91%, 40.33%, 13.60%,752266
37015,38.94%, 26.04%, 64.99%, 8.90%,4216a5
37017,24.43%, 31.58%, 56.01%, 12.26%,501f8e
37019,6.00%, 39.43%, 45.43%, 14.95%,642673
37021,2.73%, 40.92%, 43.65%, 15.21%,68266f
37023,2.76%, 44.48%, 41.71%, 13.69%,71226a
37025,18.89%, 51.75%, 32.86%, 15.20%,832653
37027,13.72%, 49.04%, 35.32%, 15.50%,7d275a
37029,4.26%, 38.84%, 43.10%, 17.91%,632d6d
37031,10.57%, 47.36%, 36.79%, 15.59%,78275d
37033,23.10%, 33.40%, 56.50%, 9.89%,551990
37035,18.48%, 51.54%, 33.06%, 15.23%,832654
37037,15.89%, 35.36%, 51.25%, 13.05%,5a2182
37039,3.83%, 45.91%, 42.09%, 11.87%,751e6b
37041,10.54%, 36.86%, 47.40%, 15.53%,5d2778
37043,7.32%, 47.73%, 40.40%, 11.74%,791d67
37045,2.01%, 44.72%, 42.71%, 12.40%,721f6c
37047,31.76%, 28.88%, 60.63%, 10.38%,491a9a
37049,6.24%, 45.77%, 39.54%, 14.55%,742564
37051,4.89%, 42.10%, 46.98%, 10.54%,6b1a77
37053,4.78%, 41.31%, 36.53%, 21.96%,69375d
37055,4.04%, 40.73%, 36.70%, 22.33%,67385d
37057,16.91%, 50.01%, 33.11%, 16.74%,7f2a54
37059,25.20%, 54.86%, 29.67%, 15.36%,8b274b
37061,11.13%, 38.45%, 49.58%, 11.90%,621e7e
37063,23.89%, 33.36%, 57.24%, 9.08%,551791
37065,24.92%, 31.92%, 56.84%, 11.06%,511c90
37067,3.25%, 45.40%, 42.15%, 12.27%,731f6b
37069,13.93%, 35.20%, 49.13%, 15.54%,59277d
37071,25.38%, 56.51%, 31.12%, 12.19%,901f4f
37073,27.33%, 30.20%, 57.54%, 12.15%,4d1e92
37075,9.49%, 49.51%, 40.02%, 10.40%,7e1a66
37077,13.52%, 37.42%, 50.94%, 10.89%,5f1b81
37079,10.26%, 38.03%, 48.29%, 13.61%,60227b
37081,4.22%, 41.08%, 45.30%, 13.39%,682273
37083,23.54%, 32.40%, 55.94%, 11.50%,521d8e
37085,6.11%, 46.58%, 40.48%, 12.82%,762067
37087,14.72%, 34.71%, 49.43%, 15.72%,58287e
37089,18.94%, 51.43%, 32.50%, 15.90%,832852
37091,31.30%, 28.78%, 60.08%, 11.03%,491c99
37093,31.86%, 27.00%, 58.86%, 14.00%,442396
37095,20.37%, 32.34%, 52.71%, 14.86%,522586
37097,15.77%, 49.80%, 34.03%, 15.92%,7e2856
37099,12.79%, 36.99%, 49.78%, 13.12%,5e217e
37101,13.05%, 48.67%, 35.62%, 15.59%,7c275a
37103,13.62%, 37.39%, 51.01%, 11.54%,5f1d82
37105,5.50%, 45.42%, 39.92%, 14.50%,732465
37107,0.70%, 45.02%, 44.32%, 10.62%,721b71
37109,12.83%, 49.29%, 36.46%, 14.06%,7d235c
37111,5.87%, 45.81%, 39.93%, 14.15%,742465
37113,1.53%, 42.53%, 41.00%, 16.22%,6c2968
37115,10.75%, 39.07%, 49.82%, 10.73%,631b7f
37117,13.86%, 36.90%, 50.76%, 12.24%,5e1f81
37119,1.06%, 43.57%, 42.50%, 13.70%,6f226c
37121,38.18%, 62.79%, 24.62%, 12.50%,a01f3e
37123,9.60%, 38.67%, 48.27%, 12.94%,62207b
37125,10.53%, 46.81%, 36.29%, 16.73%,772a5c
37127,12.17%, 48.34%, 36.17%, 15.20%,7b265c
37129,7.76%, 46.67%, 38.91%, 14.19%,772463
37131,42.05%, 23.16%, 65.21%, 11.50%,3b1da6
37133,15.61%, 48.70%, 33.08%, 18.04%,7c2e54
37135,32.95%, 27.50%, 60.45%, 11.70%,461d9a
37137,6.03%, 38.77%, 44.80%, 16.26%,622972
37139,13.46%, 35.69%, 49.15%, 14.97%,5b267d
37141,7.79%, 39.07%, 46.86%, 13.88%,632377
37143,10.03%, 36.85%, 46.88%, 16.09%,5d2977
37145,1.34%, 43.60%, 42.26%, 13.99%,6f236b
37147,3.38%, 41.63%, 45.02%, 13.19%,6a2172
37149,6.76%, 45.77%, 39.02%, 15.05%,742663
37151,24.22%, 53.20%, 28.98%, 17.66%,872d49
37153,30.91%, 28.01%, 58.91%, 12.96%,472196
37155,38.07%, 25.52%, 63.59%, 10.75%,411ba2
37157,3.84%, 40.54%, 44.39%, 14.94%,672671
37159,16.36%, 49.84%, 33.48%, 16.51%,7f2a55
37161,9.31%, 47.95%, 38.64%, 13.26%,7a2162
37163,3.72%, 43.12%, 46.84%, 9.97%,6d1977
37165,23.45%, 31.84%, 55.29%, 12.78%,51208c
37167,15.21%, 50.91%, 35.70%, 13.18%,81215b
37169,9.10%, 47.90%, 38.80%, 13.11%,7a2162
37171,6.28%, 46.33%, 40.05%, 13.49%,762266
37173,11.02%, 37.88%, 48.89%, 13.12%,60217c
37175,6.58%, 45.55%, 38.97%, 15.27%,742663
37177,22.40%, 33.03%, 55.44%, 11.29%,541c8d
37179,17.98%, 51.71%, 33.72%, 14.38%,832455
37181,14.46%, 37.09%, 51.55%, 11.28%,5e1c83
37183,1.05%, 41.84%, 42.89%, 15.01%,6a266d
37185,40.55%, 24.80%, 65.35%, 9.73%,3f18a6
37187,21.36%, 33.89%, 55.24%, 10.72%,561b8c
37189,1.89%, 41.09%, 42.98%, 15.64%,68276d
37191,14.86%, 52.29%, 37.44%, 10.16%,85195f
37193,19.09%, 52.57%, 33.48%, 13.86%,862355
37195,0.31%, 44.36%, 44.06%, 11.47%,711d70
37197,26.18%, 56.34%, 30.15%, 13.29%,8f214c
37199,3.16%, 43.38%, 46.54%, 9.96%,6e1976
38001,9.10%, 39.79%, 28.84%, 30.69%,654e49
38003,9.37%, 42.30%, 32.94%, 24.31%,6b3d53
38005,9.60%, 33.30%, 42.90%, 23.24%,543b6d
38007,1.33%, 41.15%, 18.14%, 39.82%,68652e
38009,12.69%, 43.54%, 30.85%, 25.24%,6f404e
38011,1.78%, 37.34%, 26.53%, 35.55%,5f5a43
38013,2.95%, 36.15%, 30.05%, 33.20%,5c544c
38015,23.30%, 50.90%, 27.61%, 20.94%,813546
38017,13.62%, 47.65%, 34.03%, 17.91%,792d56
38019,21.15%, 48.85%, 27.70%, 23.13%,7c3a46
38021,19.48%, 49.48%, 30.00%, 20.13%,7e334c
38023,7.35%, 31.79%, 39.14%, 28.15%,514763
38025,5.56%, 37.24%, 31.69%, 30.26%,5e4d50
38027,0.99%, 36.59%, 35.60%, 26.75%,5d445a
38029,11.23%, 43.09%, 24.49%, 31.85%,6d513e
38031,12.27%, 41.39%, 29.12%, 28.66%,69494a
38033,13.55%, 45.15%, 22.89%, 31.60%,73503a
38035,8.92%, 44.06%, 35.14%, 20.41%,703459
38037,13.83%, 45.94%, 21.18%, 32.11%,755136
38039,7.18%, 44.02%, 36.85%, 18.79%,702f5d
38041,19.26%, 46.46%, 25.30%, 27.20%,764540
38043,14.61%, 43.19%, 27.35%, 28.58%,6e4845
38045,17.12%, 45.96%, 28.85%, 24.57%,753e49
38047,21.06%, 47.31%, 25.77%, 26.24%,784241
38049,4.36%, 38.90%, 34.54%, 26.09%,634258
38051,33.11%, 55.21%, 21.91%, 22.10%,8c3837
38053,11.49%, 42.85%, 25.47%, 31.36%,6d4f40
38055,5.96%, 40.05%, 34.09%, 25.08%,663f56
38057,17.86%, 45.33%, 26.37%, 27.47%,734643
38059,12.57%, 43.76%, 31.19%, 24.19%,6f3d4f
38061,11.43%, 30.92%, 42.35%, 26.18%,4e426b
38063,1.04%, 39.17%, 38.12%, 22.03%,633861
38065,7.82%, 40.96%, 24.92%, 33.14%,68543f
38067,17.71%, 46.45%, 28.74%, 24.01%,763d49
38069,13.90%, 45.21%, 31.30%, 22.79%,733a4f
38071,8.39%, 41.56%, 33.17%, 24.89%,693f54
38073,2.20%, 37.96%, 40.17%, 21.53%,603666
38075,4.49%, 39.22%, 34.73%, 25.69%,644158
38077,14.28%, 46.66%, 32.38%, 20.46%,763452
38079,30.70%, 24.82%, 55.52%, 18.30%,3f2e8d
38081,6.43%, 36.20%, 42.64%, 20.54%,5c346c
38083,24.26%, 50.13%, 23.49%, 25.87%,7f413b
38085,20.22%, 26.83%, 47.05%, 24.80%,443f77
38087,11.96%, 42.24%, 27.10%, 30.28%,6b4d45
38089,12.81%, 42.06%, 28.12%, 29.25%,6b4a47
38091,6.93%, 36.72%, 43.65%, 19.49%,5d316f
38093,7.26%, 40.39%, 33.13%, 25.80%,664154
38095,8.42%, 34.15%, 42.57%, 22.88%,573a6c
38097,8.37%, 44.34%, 35.98%, 19.22%,71315b
38099,10.30%, 43.09%, 32.79%, 23.44%,6d3b53
38101,16.25%, 46.63%, 30.39%, 22.65%,76394d
38103,9.71%, 40.16%, 30.45%, 29.15%,664a4d
38105,4.88%, 36.95%, 30.33%, 32.07%,5e514d
39001,6.73%, 43.89%, 37.16%, 18.53%,6f2f5e
39003,24.38%, 53.48%, 29.10%, 17.17%,882b4a
39005,18.60%, 47.30%, 28.70%, 23.74%,783c49
39007,12.99%, 30.80%, 43.79%, 25.02%,4e3f6f
39009,24.19%, 27.85%, 52.04%, 19.67%,473284
39011,27.06%, 51.49%, 24.43%, 23.84%,833c3e
39013,29.66%, 25.77%, 55.44%, 18.38%,412e8d
39015,2.45%, 38.93%, 36.48%, 24.21%,633d5d
39017,18.07%, 48.34%, 30.27%, 21.00%,7b354d
39019,4.07%, 33.89%, 37.96%, 27.55%,564660
39021,11.09%, 43.10%, 32.00%, 24.56%,6d3e51
39023,4.22%, 37.79%, 42.01%, 19.79%,60326b
39025,22.62%, 49.99%, 27.37%, 22.26%,7f3845
39027,17.23%, 47.37%, 30.13%, 22.10%,78384c
39029,9.99%, 31.58%, 41.56%, 26.52%,504369
39031,3.13%, 35.27%, 38.41%, 25.23%,594061
39033,10.88%, 41.36%, 30.48%, 27.66%,69464d
39035,23.49%, 29.24%, 52.72%, 17.55%,4a2c86
39037,16.71%, 45.44%, 28.72%, 25.45%,734049
39039,8.48%, 41.80%, 33.32%, 24.33%,6a3e54
39041,24.31%, 49.43%, 25.12%, 25.07%,7e3f40
39043,5.78%, 34.77%, 40.56%, 24.34%,583e67
39045,19.45%, 47.50%, 28.06%, 24.11%,793d47
39047,19.23%, 48.74%, 29.51%, 21.44%,7c364b
39049,2.17%, 41.89%, 39.72%, 17.77%,6a2d65
39051,14.79%, 44.45%, 29.65%, 25.52%,71414b
39053,3.10%, 42.04%, 38.94%, 18.55%,6b2f63
39055,16.62%, 44.92%, 28.30%, 26.10%,724248
39057,12.62%, 46.47%, 33.85%, 19.26%,763156
39059,4.15%, 35.17%, 39.32%, 25.10%,594064
39061,10.92%, 47.70%, 36.79%, 14.91%,79265d
39063,27.77%, 52.63%, 24.85%, 21.91%,86373f
39065,11.25%, 44.28%, 33.02%, 21.70%,703754
39067,19.69%, 29.24%, 48.93%, 21.45%,4a367c
39069,16.94%, 46.38%, 29.44%, 23.79%,763c4b
39071,14.13%, 46.06%, 31.92%, 21.75%,753751
39073,1.65%, 35.57%, 37.21%, 26.77%,5a445e
39075,34.34%, 56.08%, 21.74%, 21.48%,8f3637
39077,6.33%, 38.74%, 32.41%, 27.59%,624652
39079,3.15%, 42.09%, 38.94%, 18.54%,6b2f63
39081,26.33%, 27.74%, 54.07%, 17.81%,462d89
39083,8.21%, 41.59%, 33.38%, 24.29%,6a3d55
39085,2.91%, 38.46%, 35.55%, 25.36%,62405a
39087,8.44%, 37.17%, 45.61%, 16.79%,5e2a74
39089,13.27%, 44.54%, 31.27%, 22.84%,713a4f
39091,23.82%, 49.84%, 26.02%, 23.80%,7f3c42
39093,11.94%, 31.03%, 42.97%, 25.65%,4f416d
39095,18.07%, 31.18%, 49.25%, 18.77%,4f2f7d
39097,20.38%, 48.79%, 28.41%, 22.53%,7c3948
39099,26.69%, 24.82%, 51.52%, 23.41%,3f3b83
39101,8.05%, 42.13%, 34.08%, 23.35%,6b3b56
39103,8.41%, 39.75%, 31.34%, 28.53%,65484f
39105,3.01%, 38.07%, 41.08%, 20.40%,613468
39107,20.33%, 46.82%, 26.33%, 26.49%,774343
39109,16.73%, 45.90%, 29.17%, 24.52%,753e4a
39111,31.77%, 24.02%, 55.79%, 19.83%,3d328e
39113,1.25%, 40.02%, 41.27%, 18.28%,662e69
39115,4.73%, 40.54%, 35.81%, 23.13%,673a5b
39117,10.17%, 40.72%, 30.54%, 28.32%,67484d
39119,7.19%, 40.81%, 33.61%, 25.15%,684055
39121,0.37%, 37.79%, 37.41%, 24.29%,603d5f
39123,6.80%, 34.26%, 41.06%, 24.41%,573e68
39125,3.77%, 38.40%, 34.63%, 26.39%,614358
39127,1.92%, 34.78%, 36.70%, 28.12%,58475d
39129,15.45%, 45.91%, 30.45%, 22.82%,753a4d
39131,8.45%, 35.93%, 44.39%, 19.24%,5b3171
39133,12.68%, 29.69%, 42.37%, 27.46%,4b466c
39135,13.63%, 44.33%, 30.71%, 24.64%,713e4e
39137,31.62%, 54.92%, 23.30%, 21.45%,8c363b
39139,6.92%, 41.50%, 34.58%, 23.58%,693c58
39141,1.37%, 39.84%, 38.46%, 20.67%,653462
39143,3.25%, 39.21%, 35.96%, 24.32%,633e5b
39145,8.28%, 35.48%, 43.76%, 20.40%,5a346f
39147,1.85%, 37.33%, 35.49%, 26.64%,5f435a
39149,15.09%, 44.25%, 26.30%, 29.16%,704a43
39151,4.68%, 35.33%, 40.02%, 24.22%,5a3d66
39153,12.57%, 32.10%, 44.67%, 22.84%,513a71
39155,25.83%, 24.01%, 50.73%, 24.90%,3d3f81
39157,4.36%, 35.72%, 40.08%, 23.81%,5b3c66
39159,29.46%, 52.91%, 23.45%, 23.23%,863b3b
39161,23.95%, 50.83%, 26.88%, 21.82%,813744
39163,6.21%, 36.83%, 43.04%, 19.58%,5d316d
39165,27.38%, 53.02%, 25.65%, 21.05%,873541
39167,6.50%, 43.47%, 36.98%, 19.29%,6e315e
39169,10.47%, 43.71%, 33.24%, 22.59%,6f3954
39171,15.53%, 43.60%, 27.84%, 28.07%,6f4746
39173,0.33%, 38.68%, 39.01%, 21.96%,623763
39175,13.21%, 42.24%, 29.02%, 28.05%,6b474a
40001,5.30%, 45.48%, 40.18%, 13.88%,732366
40003,27.13%, 51.46%, 24.33%, 23.71%,833c3e
40005,15.00%, 30.21%, 45.21%, 24.29%,4d3d73
40007,39.26%, 59.61%, 20.35%, 19.82%,983233
40009,0.43%, 37.25%, 37.69%, 24.67%,5e3e60
40011,12.77%, 43.73%, 30.96%, 24.90%,6f3f4e
40013,18.90%, 25.63%, 46.47%, 27.57%,414676
40015,10.42%, 31.89%, 42.31%, 25.34%,51406b
40017,23.51%, 50.70%, 21.83%, 27.19%,814537
40019,6.66%, 32.38%, 39.04%, 28.24%,524863
40021,12.02%, 32.94%, 44.96%, 21.82%,533772
40023,27.79%, 25.73%, 53.52%, 20.35%,413388
40025,35.10%, 59.42%, 24.32%, 15.64%,97273e
40027,13.84%, 44.10%, 30.27%, 25.24%,70404d
40029,26.21%, 25.50%, 51.71%, 22.07%,413883
40031,9.76%, 44.21%, 34.45%, 21.01%,703557
40033,13.07%, 29.44%, 42.51%, 27.60%,4b466c
40035,10.84%, 33.86%, 44.70%, 21.16%,563571
40037,3.71%, 39.84%, 36.13%, 23.71%,653c5c
40039,15.58%, 45.85%, 30.27%, 23.44%,743b4d
40041,0.02%, 38.95%, 38.97%, 21.64%,633763
40043,14.34%, 44.72%, 30.37%, 24.59%,723e4d
40045,19.07%, 46.47%, 25.75%, 27.39%,764541
40047,25.01%, 51.38%, 26.37%, 21.81%,833743
40049,6.98%, 33.57%, 40.55%, 25.41%,554067
40051,4.62%, 39.40%, 34.79%, 25.50%,644158
40053,14.40%, 42.90%, 28.27%, 28.50%,6d4848
40055,7.12%, 34.69%, 41.81%, 23.03%,583a6a
40057,17.82%, 30.79%, 48.60%, 20.24%,4e337b
40059,26.39%, 51.01%, 23.88%, 24.62%,823e3c
40061,28.99%, 26.34%, 55.34%, 17.94%,432d8d
40063,23.91%, 27.40%, 51.31%, 20.85%,453582
40065,6.58%, 41.33%, 34.75%, 23.64%,693c58
40067,27.23%, 22.23%, 52.34%, 25.11%,384085
40069,20.86%, 27.45%, 48.31%, 23.97%,453d7b
40071,9.34%, 39.93%, 29.10%, 30.59%,654e4a
40073,30.34%, 54.27%, 21.51%, 23.93%,8a3d36
40075,10.35%, 33.30%, 43.65%, 22.69%,54396f
40077,28.54%, 24.81%, 53.35%, 21.47%,3f3688
40079,11.89%, 34.90%, 46.79%, 18.02%,582d77
40081,11.36%, 42.78%, 31.43%, 25.44%,6d4050
40083,11.72%, 43.97%, 32.25%, 23.46%,703b52
40085,18.35%, 25.06%, 46.43%, 28.08%,3f4776
40087,9.27%, 40.62%, 31.35%, 27.80%,67464f
40089,13.60%, 30.62%, 44.21%, 24.81%,4e3f70
40091,24.82%, 28.19%, 53.01%, 18.61%,472f87
40093,34.54%, 57.36%, 19.47%, 22.82%,923a31
40095,18.79%, 26.88%, 45.82%, 27.03%,444474
40097,6.51%, 35.89%, 42.40%, 21.32%,5b366c
40099,18.93%, 27.49%, 46.42%, 25.89%,464276
40101,17.32%, 31.44%, 48.76%, 19.53%,50317c
40103,19.40%, 46.83%, 25.23%, 27.43%,774540
40105,8.42%, 33.84%, 42.26%, 23.50%,563b6b
40107,12.12%, 34.13%, 46.24%, 19.20%,573075
40109,19.44%, 48.78%, 29.34%, 21.60%,7c374a
40111,20.63%, 29.74%, 50.37%, 19.54%,4b3180
40113,5.79%, 34.01%, 39.80%, 25.85%,564165
40115,16.38%, 31.35%, 47.73%, 20.60%,4f3479
40117,0.90%, 38.36%, 37.46%, 23.75%,613c5f
40119,10.19%, 42.20%, 32.01%, 25.43%,6b4051
40121,15.21%, 30.06%, 45.27%, 24.40%,4c3e73
40123,7.37%, 33.54%, 40.91%, 25.23%,554068
40125,6.78%, 40.47%, 33.69%, 25.50%,674155
40127,25.20%, 26.93%, 52.13%, 20.42%,443484
40129,5.66%, 40.96%, 35.30%, 23.24%,683b5a
40131,15.05%, 44.65%, 29.60%, 25.46%,71404b
40133,13.39%, 31.77%, 45.16%, 22.75%,513a73
40135,8.61%, 36.33%, 44.94%, 18.34%,5c2e72
40137,2.73%, 34.61%, 37.34%, 27.81%,58465f
40139,36.85%, 58.15%, 21.30%, 20.30%,943336
40141,8.90%, 32.96%, 41.86%, 24.87%,543f6a
40143,19.37%, 49.13%, 29.77%, 20.81%,7d354b
40145,9.35%, 42.05%, 32.70%, 24.99%,6b3f53
40147,20.07%, 47.93%, 27.86%, 23.94%,7a3d47
40149,0.32%, 35.81%, 36.13%, 27.50%,5b465c
40151,18.09%, 46.58%, 28.49%, 24.43%,763e48
40153,18.71%, 46.99%, 24.20%, 28.28%,77483d
41001,6.20%, 38.01%, 31.81%, 29.10%,604a51
41003,16.92%, 30.46%, 47.37%, 21.37%,4d3678
41005,4.26%, 34.76%, 39.03%, 25.74%,584163
41007,17.95%, 27.86%, 45.80%, 25.67%,474174
41009,13.54%, 26.94%, 42.77%, 29.22%,444a6d
41011,9.40%, 31.30%, 40.70%, 26.94%,4f4467
41013,2.68%, 37.18%, 34.49%, 27.84%,5e4657
41015,0.29%, 34.47%, 34.76%, 29.95%,574c58
41017,0.09%, 35.65%, 35.73%, 27.99%,5a475b
41019,10.63%, 41.45%, 30.83%, 26.99%,69444e
41021,0.29%, 36.32%, 36.03%, 27.26%,5c455b
41023,4.87%, 37.53%, 28.47%, 32.66%,5f5348
41025,9.67%, 40.04%, 28.86%, 30.37%,664d49
41027,8.33%, 31.28%, 39.61%, 28.50%,4f4865
41029,0.57%, 37.23%, 37.80%, 24.17%,5e3d60
41031,3.37%, 33.22%, 36.59%, 29.48%,544b5d
41033,5.95%, 38.75%, 32.80%, 25.11%,624053
41035,14.84%, 44.61%, 29.77%, 24.95%,713f4b
41037,20.31%, 47.11%, 26.80%, 25.78%,784144
41039,21.27%, 27.52%, 48.78%, 22.99%,463a7c
41041,16.08%, 26.43%, 44.41%, 28.34%,434871
41043,2.35%, 36.35%, 34.00%, 29.27%,5c4a56
41045,25.51%, 50.40%, 23.81%, 24.89%,803f3c
41047,0.91%, 38.20%, 37.28%, 23.71%,613c5f
41049,0.37%, 34.17%, 33.79%, 31.35%,574f56
41051,31.10%, 24.25%, 55.34%, 19.52%,3d318d
41053,2.07%, 39.36%, 37.29%, 22.71%,64395f
41055,5.56%, 37.99%, 32.44%, 29.21%,604a52
41057,14.64%, 29.25%, 43.89%, 26.10%,4a426f
41059,1.57%, 36.12%, 34.55%, 28.41%,5c4858
41061,2.01%, 36.44%, 34.43%, 28.52%,5c4857
41063,10.33%, 40.01%, 29.53%, 29.68%,664b4b
41065,12.95%, 29.55%, 42.50%, 27.41%,4b456c
41067,6.21%, 34.18%, 40.39%, 24.87%,573f66
41069,10.47%, 41.51%, 31.05%, 26.40%,69434f
41071,1.74%, 37.23%, 35.50%, 26.47%,5e435a
42001,13.48%, 45.94%, 32.46%, 21.40%,753652
42003,22.95%, 29.80%, 52.75%, 16.85%,4b2a86
42005,13.67%, 32.20%, 45.87%, 21.76%,523774
42007,28.56%, 25.94%, 54.50%, 19.38%,42318a
42009,17.94%, 48.98%, 31.04%, 19.83%,7c324f
42011,5.26%, 40.29%, 35.03%, 24.10%,663d59
42013,14.72%, 47.92%, 33.19%, 18.51%,7a2f54
42015,14.66%, 45.17%, 30.51%, 24.09%,733d4d
42017,1.34%, 38.06%, 39.40%, 21.70%,613764
42019,2.21%, 38.70%, 36.48%, 24.56%,623e5d
42021,20.44%, 31.30%, 51.75%, 16.68%,4f2a83
42023,13.03%, 43.80%, 30.77%, 25.24%,6f404e
42025,8.44%, 33.44%, 41.89%, 24.11%,553d6a
42027,1.36%, 39.98%, 41.34%, 18.26%,652e69
42029,8.49%, 43.73%, 35.25%, 20.41%,6f3459
42031,5.68%, 41.21%, 35.53%, 23.02%,693a5a
42033,2.25%, 37.45%, 39.70%, 22.66%,5f3965
42035,7.37%, 35.57%, 42.94%, 21.12%,5a356d
42037,6.24%, 41.04%, 34.80%, 23.94%,683d58
42039,3.75%, 40.75%, 37.00%, 21.35%,67365e
42041,19.88%, 51.37%, 31.49%, 16.96%,822b50
42043,8.58%, 45.98%, 37.40%, 16.24%,75295f
42045,0.99%, 40.81%, 41.80%, 16.43%,68296a
42047,0.78%, 35.48%, 36.26%, 28.09%,5a475c
42049,14.51%, 33.35%, 47.86%, 18.26%,552e7a
42051,32.97%, 23.80%, 56.77%, 18.87%,3c3090
42053,4.15%, 37.36%, 41.51%, 20.90%,5f3569
42055,22.69%, 53.35%, 30.66%, 15.83%,88284e
42057,19.31%, 50.93%, 31.61%, 17.30%,812c50
42059,32.75%, 23.01%, 55.75%, 21.05%,3a358e
42061,13.35%, 46.17%, 32.82%, 20.85%,753553
42063,12.69%, 32.92%, 45.61%, 21.28%,533674
42065,7.19%, 41.05%, 33.87%, 24.86%,683f56
42067,16.38%, 47.27%, 30.89%, 21.60%,78374e
42069,12.23%, 35.22%, 47.44%, 16.50%,592a78
42071,27.59%, 55.22%, 27.63%, 16.74%,8c2a46
42073,20.56%, 30.00%, 50.55%, 19.29%,4c3180
42075,21.30%, 50.00%, 28.71%, 20.93%,7f3549
42077,3.55%, 37.12%, 40.68%, 21.64%,5e3767
42079,5.77%, 38.76%, 44.53%, 16.52%,622a71
42081,16.73%, 47.57%, 30.84%, 21.24%,79364e
42083,9.96%, 42.47%, 32.51%, 24.51%,6c3e52
42085,14.41%, 32.27%, 46.68%, 20.62%,523477
42087,9.22%, 42.89%, 33.67%, 23.03%,6d3a55
42089,2.90%, 38.82%, 35.91%, 24.69%,623e5b
42091,3.41%, 39.46%, 42.87%, 16.87%,642b6d
42093,14.23%, 46.58%, 32.35%, 20.66%,763452
42095,7.97%, 35.30%, 43.27%, 20.75%,5a346e
42097,6.27%, 42.07%, 35.80%, 21.74%,6b375b
42099,24.69%, 51.35%, 26.66%, 21.75%,823743
42101,47.26%, 20.90%, 68.16%, 10.26%,351aad
42103,12.51%, 44.73%, 32.21%, 22.19%,723852
42105,22.15%, 49.01%, 26.86%, 23.95%,7c3d44
42107,3.33%, 40.90%, 37.57%, 21.26%,68365f
42109,31.61%, 55.05%, 23.44%, 21.32%,8c363b
42111,4.17%, 42.30%, 38.14%, 19.33%,6b3161
42113,9.96%, 43.05%, 33.09%, 23.48%,6d3b54
42115,11.90%, 44.02%, 32.13%, 23.62%,703c51
42117,17.86%, 47.29%, 29.43%, 22.99%,783a4b
42119,22.33%, 51.87%, 29.54%, 18.39%,842e4b
42121,1.46%, 39.64%, 38.18%, 21.78%,653761
42123,2.10%, 35.74%, 37.84%, 26.02%,5b4260
42125,28.64%, 26.05%, 54.70%, 19.06%,42308b
42127,20.02%, 48.65%, 28.64%, 22.16%,7c3849
