id,margin,bush,kerry,trash1,trash2,trash1,other,hex_color
47141,19.18%, 59.14%, 39.96%,-,-, 0.90%,0.9000000000000057%,960265
47143,32.89%, 66.05%, 33.16%,-,-, 0.80%,0.7900000000000063%,a80254
47145,24.69%, 61.99%, 37.30%,-,-, 0.71%,0.710000000000008%,9e015f
47147,21.59%, 60.54%, 38.96%,-,-, 0.50%,0.5%,9a0163
47149,24.35%, 61.84%, 37.49%,-,-, 0.67%,0.6699999999999875%,9d015f
47151,18.65%, 59.11%, 40.46%,-,-, 0.43%,0.4300000000000068%,960167
47153,19.37%, 59.22%, 39.86%,-,-, 0.92%,0.9200000000000017%,970265
47155,43.66%, 71.50%, 27.84%,-,-, 0.67%,0.6599999999999966%,b60146
47157,15.59%, 41.91%, 57.50%,-,-, 0.58%,0.5900000000000034%,6a0192
47159,3.90%, 47.76%, 51.66%,-,-, 0.57%,0.5800000000000125%,790183
47161,3.31%, 47.91%, 51.23%,-,-, 0.86%,0.8600000000000136%,7a0282
47163,36.59%, 67.94%, 31.35%,-,-, 0.71%,0.710000000000008%,ad014f
47165,30.21%, 64.84%, 34.63%,-,-, 0.53%,0.5300000000000011%,a50158
47167,31.37%, 65.41%, 34.04%,-,-, 0.55%,0.5500000000000114%,a60156
47169,16.83%, 41.18%, 58.01%,-,-, 0.81%,0.8100000000000023%,690293
47171,35.59%, 67.40%, 31.81%,-,-, 0.79%,0.789999999999992%,ab0251
47173,24.16%, 61.77%, 37.62%,-,-, 0.61%,0.6099999999999994%,9d015f
47175,3.79%, 47.72%, 51.51%,-,-, 0.77%,0.7700000000000102%,790183
47177,4.83%, 52.10%, 47.28%,-,-, 0.62%,0.6200000000000045%,840178
47179,32.86%, 66.07%, 33.20%,-,-, 0.73%,0.730000000000004%,a80154
47181,34.22%, 66.83%, 32.60%,-,-, 0.57%,0.5699999999999932%,aa0153
47183,16.52%, 57.92%, 41.40%,-,-, 0.67%,0.6800000000000068%,930169
47185,11.82%, 55.49%, 43.68%,-,-, 0.83%,0.8299999999999983%,8d026f
47187,44.84%, 72.13%, 27.28%,-,-, 0.59%,0.5900000000000034%,b70145
47189,30.70%, 65.07%, 34.37%,-,-, 0.56%,0.5600000000000023%,a50157
48001,42.00%, 70.70%, 28.70%,-,-, 0.60%,0.5999999999999943%,b40149
48003,69.66%, 84.59%, 14.93%,-,-, 0.49%,0.47999999999998977%,d70126
48005,33.95%, 66.75%, 32.80%,-,-, 0.46%,0.45000000000000284%,aa0153
48007,42.39%, 70.88%, 28.49%,-,-, 0.64%,0.6300000000000097%,b40148
48009,60.17%, 79.89%, 19.73%,-,-, 0.38%,0.37999999999999545%,cb0032
48011,65.74%, 82.67%, 16.93%,-,-, 0.40%,0.4000000000000057%,d2012b
48013,26.53%, 63.02%, 36.49%,-,-, 0.50%,0.4899999999999949%,a0015d
48015,51.30%, 75.43%, 24.13%,-,-, 0.45%,0.4399999999999977%,c0013d
48017,56.26%, 78.03%, 21.77%,-,-, 0.21%,0.20000000000000284%,c60037
48019,59.43%, 79.32%, 19.88%,-,-, 0.80%,0.8000000000000114%,ca0232
48021,14.91%, 56.70%, 41.78%,-,-, 1.52%,1.519999999999996%,90036a
48023,42.80%, 71.28%, 28.48%,-,-, 0.24%,0.23999999999999488%,b50048
48025,14.53%, 57.03%, 42.50%,-,-, 0.47%,0.46999999999999886%,91016c
48027,31.32%, 65.39%, 34.07%,-,-, 0.53%,0.539999999999992%,a60156
48029,10.46%, 54.85%, 44.39%,-,-, 0.77%,0.7599999999999909%,8b0171
48031,43.85%, 71.49%, 27.64%,-,-, 0.87%,0.8700000000000045%,b60246
48033,69.08%, 84.40%, 15.32%,-,-, 0.28%,0.28000000000000114%,d70027
48035,51.70%, 75.63%, 23.93%,-,-, 0.45%,0.4399999999999977%,c0013d
48037,29.36%, 64.55%, 35.19%,-,-, 0.26%,0.2600000000000051%,a40059
48039,37.27%, 68.27%, 31.00%,-,-, 0.73%,0.730000000000004%,ae014f
48041,39.53%, 69.22%, 29.70%,-,-, 1.08%,1.0799999999999983%,b0024b
48043,6.68%, 52.66%, 45.98%,-,-, 1.36%,1.3600000000000136%,860375
48045,52.90%, 76.45%, 23.55%,-,-,-,0.0%,c2003c
48047,36.57%, 31.60%, 68.18%,-,-, 0.22%,0.21999999999999886%,5000ad
48049,63.97%, 81.67%, 17.70%,-,-, 0.63%,0.6299999999999955%,d0012d
48051,31.68%, 65.54%, 33.86%,-,-, 0.60%,0.5999999999999943%,a70156
48053,46.43%, 72.77%, 26.34%,-,-, 0.88%,0.8900000000000006%,b90243
48055,11.94%, 55.55%, 43.60%,-,-, 0.85%,0.8499999999999943%,8d026f
48057,25.79%, 62.75%, 36.96%,-,-, 0.29%,0.28999999999999204%,a0005e
48059,61.35%, 80.33%, 18.98%,-,-, 0.69%,0.6899999999999977%,cc0130
48061,1.16%, 50.32%, 49.16%,-,-, 0.52%,0.5200000000000102%,80017d
48063,19.37%, 59.43%, 40.05%,-,-, 0.52%,0.5200000000000102%,970166
48065,66.75%, 83.22%, 16.47%,-,-, 0.31%,0.3100000000000023%,d40029
48067,22.85%, 61.27%, 38.43%,-,-, 0.30%,0.29999999999999716%,9c0061
48069,47.86%, 73.83%, 25.97%,-,-, 0.21%,0.20000000000000284%,bc0042
48071,48.63%, 73.98%, 25.35%,-,-, 0.67%,0.6699999999999875%,bc0140
48073,43.50%, 71.53%, 28.03%,-,-, 0.45%,0.4399999999999977%,b60147
48075,52.15%, 75.98%, 23.83%,-,-, 0.19%,0.18999999999999773%,c1003c
48077,50.53%, 75.09%, 24.57%,-,-, 0.34%,0.3400000000000034%,bf003e
48079,54.68%, 77.12%, 22.43%,-,-, 0.45%,0.44999999999998863%,c40139
48081,66.58%, 83.11%, 16.52%,-,-, 0.37%,0.37000000000000455%,d3002a
48083,58.99%, 79.33%, 20.33%,-,-, 0.34%,0.3400000000000034%,ca0033
48085,43.03%, 71.15%, 28.12%,-,-, 0.73%,0.7299999999999898%,b50147
48087,50.43%, 75.18%, 24.75%,-,-, 0.07%,0.06999999999999318%,bf003f
48089,43.26%, 71.37%, 28.10%,-,-, 0.53%,0.5300000000000011%,b50147
48091,54.63%, 76.93%, 22.30%,-,-, 0.77%,0.769999999999996%,c40138
48093,45.22%, 72.38%, 27.16%,-,-, 0.46%,0.46000000000000796%,b80145
48095,53.73%, 76.36%, 22.63%,-,-, 1.01%,1.0100000000000051%,c20239
48097,58.03%, 78.82%, 20.80%,-,-, 0.38%,0.38000000000000966%,c80035
48099,41.41%, 70.47%, 29.06%,-,-, 0.47%,0.46999999999999886%,b3014a
48101,43.62%, 71.48%, 27.86%,-,-, 0.65%,0.6599999999999966%,b60147
48103,67.34%, 83.48%, 16.14%,-,-, 0.38%,0.37999999999999545%,d40029
48105,44.85%, 72.22%, 27.37%,-,-, 0.41%,0.4099999999999966%,b80145
48107,45.05%, 72.40%, 27.34%,-,-, 0.26%,0.2599999999999909%,b80045
48109,4.06%, 51.65%, 47.59%,-,-, 0.76%,0.7599999999999909%,830179
48111,65.54%, 82.66%, 17.12%,-,-, 0.22%,0.21999999999999886%,d2002b
48113,1.40%, 50.35%, 48.95%,-,-, 0.70%,0.6999999999999886%,80017c
48115,50.72%, 75.23%, 24.51%,-,-, 0.26%,0.2599999999999909%,bf003e
48117,56.81%, 78.23%, 21.41%,-,-, 0.36%,0.35999999999999943%,c70036
48119,39.39%, 69.50%, 30.12%,-,-, 0.38%,0.37999999999999545%,b1004c
48121,40.49%, 69.95%, 29.47%,-,-, 0.58%,0.5799999999999983%,b2014b
48123,51.84%, 75.76%, 23.92%,-,-, 0.33%,0.3199999999999932%,c1003c
48125,53.62%, 76.67%, 23.05%,-,-, 0.28%,0.28000000000000114%,c3003a
48127,33.01%, 33.31%, 66.32%,-,-, 0.36%,0.37000000000000455%,5400a9
48129,60.54%, 80.10%, 19.56%,-,-, 0.34%,0.3400000000000034%,cc0031
48131,42.92%, 28.35%, 71.28%,-,-, 0.37%,0.37000000000000455%,4800b5
48133,53.48%, 76.55%, 23.07%,-,-, 0.38%,0.37999999999999545%,c3003a
48135,52.12%, 75.74%, 23.63%,-,-, 0.63%,0.6300000000000097%,c1013c
48137,54.83%, 77.36%, 22.53%,-,-, 0.10%,0.10999999999999943%,c50039
48139,49.44%, 74.50%, 25.06%,-,-, 0.43%,0.4399999999999977%,bd013f
48141,12.90%, 43.20%, 56.11%,-,-, 0.69%,0.6899999999999977%,6e018f
48143,55.34%, 77.40%, 22.07%,-,-, 0.53%,0.5300000000000011%,c50138
48145,17.40%, 58.52%, 41.12%,-,-, 0.36%,0.35999999999999943%,950068
48147,32.54%, 65.99%, 33.45%,-,-, 0.55%,0.5600000000000023%,a80155
48149,45.44%, 72.40%, 26.96%,-,-, 0.64%,0.6399999999999864%,b80144
48151,20.96%, 60.37%, 39.42%,-,-, 0.21%,0.21000000000000796%,990064
48153,57.55%, 78.64%, 21.09%,-,-, 0.27%,0.269999999999996%,c80035
48155,19.08%, 59.11%, 40.03%,-,-, 0.85%,0.8599999999999994%,960266
48157,15.26%, 57.38%, 42.12%,-,-, 0.50%,0.5%,92016b
48159,51.55%, 75.53%, 23.97%,-,-, 0.50%,0.5%,c0013d
48161,41.71%, 70.62%, 28.91%,-,-, 0.47%,0.46999999999999886%,b40149
48163,1.53%, 50.66%, 49.13%,-,-, 0.20%,0.21000000000000796%,81007d
48165,70.41%, 85.01%, 14.60%,-,-, 0.38%,0.39000000000000057%,d80025
48167,16.39%, 57.83%, 41.44%,-,-, 0.73%,0.730000000000004%,930169
48169,63.69%, 81.68%, 17.99%,-,-, 0.33%,0.3299999999999983%,d0002d
48171,62.26%, 80.47%, 18.21%,-,-, 1.32%,1.3199999999999932%,cd032e
48173,83.30%, 91.56%, 8.26%,-,-, 0.19%,0.1799999999999926%,e90015
48175,29.93%, 64.75%, 34.82%,-,-, 0.43%,0.4300000000000068%,a50158
48177,42.88%, 71.26%, 28.38%,-,-, 0.37%,0.35999999999999943%,b50048
48179,69.66%, 84.69%, 15.04%,-,-, 0.27%,0.27000000000001023%,d70026
48181,39.00%, 69.28%, 30.28%,-,-, 0.44%,0.4399999999999977%,b0014d
48183,41.59%, 70.61%, 29.02%,-,-, 0.36%,0.37000000000000455%,b4004a
48185,31.76%, 65.54%, 33.79%,-,-, 0.67%,0.6699999999999875%,a70156
48187,46.24%, 72.79%, 26.55%,-,-, 0.66%,0.6599999999999966%,b90143
48189,58.57%, 79.03%, 20.46%,-,-, 0.50%,0.5099999999999909%,c90134
48191,35.00%, 67.35%, 32.34%,-,-, 0.31%,0.3100000000000023%,ab0052
48193,53.91%, 76.57%, 22.65%,-,-, 0.78%,0.7800000000000011%,c30139
48195,77.46%, 88.64%, 11.18%,-,-, 0.19%,0.18000000000000682%,e2001c
48197,43.13%, 71.33%, 28.20%,-,-, 0.47%,0.46999999999999886%,b50147
48199,45.49%, 72.57%, 27.08%,-,-, 0.35%,0.3500000000000085%,b90045
48201,10.19%, 54.75%, 44.56%,-,-, 0.69%,0.6899999999999977%,8b0171
48203,26.05%, 62.82%, 36.77%,-,-, 0.41%,0.4099999999999966%,a0015d
48205,69.01%, 84.31%, 15.30%,-,-, 0.39%,0.39000000000000057%,d60027
48207,27.81%, 63.70%, 35.89%,-,-, 0.41%,0.4099999999999966%,a2015b
48209,14.45%, 56.50%, 42.05%,-,-, 1.45%,1.4500000000000028%,90036b
48211,68.35%, 83.99%, 15.64%,-,-, 0.37%,0.37000000000000455%,d60027
48213,40.57%, 70.05%, 29.48%,-,-, 0.46%,0.46999999999999886%,b2014b
48215,10.06%, 44.80%, 54.86%,-,-, 0.34%,0.3400000000000034%,72008b
48217,41.94%, 70.67%, 28.74%,-,-, 0.59%,0.5900000000000034%,b40149
48219,63.02%, 81.30%, 18.28%,-,-, 0.42%,0.4200000000000017%,cf012e
48221,53.61%, 76.46%, 22.85%,-,-, 0.70%,0.6899999999999977%,c2013a
48223,42.60%, 71.15%, 28.54%,-,-, 0.31%,0.3100000000000023%,b50048
48225,33.24%, 66.41%, 33.17%,-,-, 0.42%,0.4200000000000017%,a90154
48227,47.22%, 73.33%, 26.11%,-,-, 0.57%,0.5600000000000023%,ba0142
48229,31.04%, 65.12%, 34.09%,-,-, 0.79%,0.789999999999992%,a60256
48231,42.90%, 71.17%, 28.27%,-,-, 0.56%,0.5600000000000023%,b50148
48233,67.63%, 83.67%, 16.04%,-,-, 0.29%,0.28999999999999204%,d50028
48235,65.58%, 82.61%, 17.03%,-,-, 0.36%,0.35999999999999943%,d2002b
48237,58.45%, 79.01%, 20.57%,-,-, 0.42%,0.4199999999999875%,c90134
48239,48.65%, 74.18%, 25.53%,-,-, 0.30%,0.28999999999999204%,bd0041
48241,30.11%, 64.84%, 34.73%,-,-, 0.43%,0.4300000000000068%,a50158
48243,33.08%, 65.47%, 32.39%,-,-, 2.14%,2.1400000000000006%,a60552
48245,2.88%, 48.36%, 51.23%,-,-, 0.41%,0.4099999999999966%,7b0182
48247,30.61%, 34.48%, 65.08%,-,-, 0.44%,0.4399999999999977%,5701a5
48249,7.93%, 45.84%, 53.77%,-,-, 0.39%,0.38999999999998636%,740089
48251,47.43%, 73.42%, 25.99%,-,-, 0.59%,0.5900000000000034%,bb0142
48253,43.77%, 71.72%, 27.95%,-,-, 0.32%,0.3299999999999983%,b60047
48255,33.62%, 66.64%, 33.02%,-,-, 0.34%,0.3400000000000034%,a90054
48257,40.69%, 70.16%, 29.46%,-,-, 0.38%,0.37999999999999545%,b2004b
48259,63.26%, 81.25%, 17.99%,-,-, 0.75%,0.7600000000000051%,cf012d
48261,1.78%, 48.52%, 50.30%,-,-, 1.18%,1.1800000000000068%,7b0380
48263,46.74%, 73.18%, 26.44%,-,-, 0.38%,0.37999999999999545%,ba0043
48265,56.39%, 77.84%, 21.45%,-,-, 0.71%,0.7099999999999937%,c60136
48267,63.77%, 81.61%, 17.84%,-,-, 0.55%,0.5499999999999972%,d0012d
48269,76.28%, 87.82%, 11.54%,-,-, 0.64%,0.6400000000000148%,df011d
48271,31.81%, 65.69%, 33.88%,-,-, 0.44%,0.4300000000000068%,a70156
48273,8.18%, 53.81%, 45.62%,-,-, 0.57%,0.5699999999999932%,890174
48275,39.76%, 69.65%, 29.90%,-,-, 0.45%,0.44999999999998863%,b1014c
48277,38.44%, 69.00%, 30.56%,-,-, 0.45%,0.4399999999999977%,af014d
48279,59.78%, 79.84%, 20.07%,-,-, 0.09%,0.09000000000000341%,cb0033
48281,54.51%, 77.18%, 22.68%,-,-, 0.14%,0.13999999999998636%,c40039
48283,10.76%, 44.35%, 55.11%,-,-, 0.54%,0.539999999999992%,71018c
48285,46.74%, 73.06%, 26.32%,-,-, 0.62%,0.6200000000000045%,ba0143
48287,37.14%, 68.33%, 31.19%,-,-, 0.48%,0.480000000000004%,ae014f
48289,48.08%, 73.88%, 25.80%,-,-, 0.32%,0.3200000000000074%,bc0041
48291,37.07%, 68.33%, 31.26%,-,-, 0.41%,0.4099999999999966%,ae014f
48293,29.11%, 64.31%, 35.20%,-,-, 0.49%,0.4899999999999949%,a30159
48295,72.03%, 85.79%, 13.76%,-,-, 0.45%,0.44999999999998863%,da0123
48297,50.25%, 74.91%, 24.66%,-,-, 0.43%,0.4300000000000068%,bf013e
48299,52.12%, 75.72%, 23.60%,-,-, 0.68%,0.6800000000000068%,c1013c
48301,66.25%, 81.25%, 15.00%,-,-,-,3.75%,cf0926
48303,51.17%, 75.29%, 24.12%,-,-, 0.58%,0.5899999999999892%,bf013d
48305,56.63%, 78.20%, 21.58%,-,-, 0.22%,0.21999999999999886%,c70037
48307,53.42%, 76.55%, 23.14%,-,-, 0.31%,0.3100000000000023%,c3003b
48309,31.96%, 65.73%, 33.76%,-,-, 0.51%,0.5099999999999909%,a70156
48311,65.96%, 82.80%, 16.84%,-,-, 0.35%,0.35999999999999943%,d3002a
48313,39.06%, 69.18%, 30.11%,-,-, 0.71%,0.7099999999999937%,b0014c
48315,12.81%, 56.14%, 43.33%,-,-, 0.53%,0.5300000000000011%,8f016e
48317,67.85%, 83.79%, 15.94%,-,-, 0.28%,0.269999999999996%,d50028
48319,54.94%, 77.03%, 22.10%,-,-, 0.87%,0.8700000000000045%,c40238
48321,30.06%, 64.84%, 34.78%,-,-, 0.38%,0.37999999999999545%,a50058
48323,19.16%, 40.11%, 59.28%,-,-, 0.61%,0.6099999999999994%,660197
48325,40.92%, 70.07%, 29.15%,-,-, 0.78%,0.7800000000000011%,b2014a
48327,38.98%, 68.99%, 30.01%,-,-, 1.00%,1.0%,af024c
48329,63.75%, 81.60%, 17.85%,-,-, 0.54%,0.5500000000000114%,d0012d
48331,21.02%, 60.24%, 39.22%,-,-, 0.54%,0.539999999999992%,990164
48333,61.77%, 80.41%, 18.65%,-,-, 0.94%,0.9399999999999977%,cd022f
48335,49.77%, 74.75%, 24.98%,-,-, 0.27%,0.269999999999996%,be003f
48337,50.20%, 74.84%, 24.64%,-,-, 0.52%,0.519999999999996%,be013e
48339,56.74%, 78.11%, 21.37%,-,-, 0.53%,0.519999999999996%,c70136
48341,63.82%, 81.75%, 17.93%,-,-, 0.32%,0.3199999999999932%,d0002d
48343,7.22%, 53.39%, 46.17%,-,-, 0.44%,0.4399999999999977%,880175
48345,65.94%, 82.46%, 16.52%,-,-, 1.02%,1.0200000000000102%,d2022a
48347,32.65%, 65.96%, 33.32%,-,-, 0.72%,0.7199999999999989%,a80154
48349,34.03%, 66.83%, 32.80%,-,-, 0.37%,0.37000000000000455%,aa0053
48351,11.33%, 55.42%, 44.09%,-,-, 0.49%,0.4899999999999949%,8d0170
48353,41.24%, 70.37%, 29.14%,-,-, 0.49%,0.4899999999999949%,b3014a
48355,14.27%, 56.77%, 42.50%,-,-, 0.73%,0.7299999999999898%,90016c
48357,84.07%, 91.97%, 7.90%,-,-, 0.13%,0.12999999999999545%,ea0014
48359,74.14%, 86.95%, 12.81%,-,-, 0.24%,0.23999999999999488%,dd0020
48361,27.63%, 63.60%, 35.97%,-,-, 0.44%,0.4300000000000068%,a2015b
48363,43.15%, 71.27%, 28.12%,-,-, 0.61%,0.6099999999999994%,b50147
48365,40.60%, 70.16%, 29.56%,-,-, 0.28%,0.28000000000000114%,b2004b
48367,55.74%, 77.63%, 21.89%,-,-, 0.48%,0.480000000000004%,c50137
48369,71.62%, 85.65%, 14.03%,-,-, 0.32%,0.3199999999999932%,da0023
48371,43.47%, 71.52%, 28.05%,-,-, 0.43%,0.4300000000000068%,b60147
48373,32.69%, 66.09%, 33.41%,-,-, 0.50%,0.5%,a80155
48375,47.88%, 73.65%, 25.77%,-,-, 0.57%,0.5799999999999983%,bb0141
48377,23.49%, 37.83%, 61.32%,-,-, 0.85%,0.8499999999999943%,60029c
48379,42.21%, 70.89%, 28.68%,-,-, 0.43%,0.4300000000000068%,b40149
48381,67.24%, 83.40%, 16.15%,-,-, 0.45%,0.44999999999998863%,d40129
48383,67.54%, 83.64%, 16.10%,-,-, 0.26%,0.2599999999999909%,d50029
48385,60.12%, 79.88%, 19.76%,-,-, 0.36%,0.35999999999999943%,cb0032
48387,23.35%, 61.55%, 38.20%,-,-, 0.26%,0.25%,9c0061
48389,5.21%, 52.34%, 47.13%,-,-, 0.53%,0.5300000000000011%,850178
48391,28.36%, 64.02%, 35.66%,-,-, 0.32%,0.3200000000000074%,a3005a
48393,81.85%, 90.93%, 9.07%,-,-,-,0.0%,e70017
48395,11.96%, 55.81%, 43.84%,-,-, 0.35%,0.3499999999999943%,8e006f
48397,57.86%, 78.65%, 20.80%,-,-, 0.55%,0.5499999999999972%,c80135
48399,60.43%, 80.00%, 19.56%,-,-, 0.44%,0.4399999999999977%,cc0131
48401,46.29%, 72.99%, 26.71%,-,-, 0.30%,0.30000000000001137%,ba0044
48403,35.83%, 67.64%, 31.82%,-,-, 0.54%,0.539999999999992%,ac0151
48405,19.40%, 59.49%, 40.09%,-,-, 0.43%,0.4199999999999875%,970166
48407,33.30%, 66.39%, 33.08%,-,-, 0.53%,0.5300000000000011%,a90154
48409,26.78%, 63.20%, 36.42%,-,-, 0.38%,0.37999999999999545%,a1005c
48411,56.15%, 77.91%, 21.76%,-,-, 0.33%,0.3299999999999983%,c60037
48413,52.67%, 76.15%, 23.48%,-,-, 0.38%,0.36999999999999034%,c2003b
48415,64.52%, 82.12%, 17.61%,-,-, 0.27%,0.269999999999996%,d1002c
48417,69.61%, 84.61%, 15.00%,-,-, 0.39%,0.39000000000000057%,d70026
48419,36.04%, 67.84%, 31.80%,-,-, 0.36%,0.35999999999999943%,ac0051
48421,76.74%, 88.37%, 11.63%,-,-,-,0.0%,e1001d
48423,45.37%, 72.48%, 27.11%,-,-, 0.41%,0.4099999999999966%,b80145
48425,52.66%, 76.06%, 23.40%,-,-, 0.54%,0.539999999999992%,c1013b
48427,47.51%, 26.09%, 73.60%,-,-, 0.31%,0.3100000000000023%,4200bb
48429,59.68%, 79.65%, 19.98%,-,-, 0.37%,0.36999999999999034%,cb0032
48431,76.91%, 88.46%, 11.54%,-,-,-,0.0%,e1001d
48433,33.11%, 66.36%, 33.24%,-,-, 0.40%,0.4000000000000057%,a90154
48435,61.46%, 80.73%, 19.27%,-,-,-,0.0%,cd0031
48437,40.61%, 70.14%, 29.53%,-,-, 0.33%,0.3299999999999983%,b2004b
48439,25.38%, 62.39%, 37.01%,-,-, 0.61%,0.5999999999999943%,9f015e
48441,55.20%, 77.33%, 22.14%,-,-, 0.53%,0.5300000000000011%,c50138
48443,31.34%, 65.25%, 33.90%,-,-, 0.85%,0.8499999999999943%,a60256
48445,59.75%, 79.75%, 20.00%,-,-, 0.25%,0.25%,cb0033
48447,52.61%, 76.01%, 23.41%,-,-, 0.58%,0.5799999999999983%,c1013b
48449,28.47%, 64.10%, 35.62%,-,-, 0.28%,0.28000000000000114%,a3005a
48451,51.25%, 75.33%, 24.07%,-,-, 0.60%,0.5999999999999943%,c0013d
48453,14.02%, 42.00%, 56.01%,-,-, 1.99%,1.990000000000009%,6b058e
48455,28.67%, 64.14%, 35.47%,-,-, 0.39%,0.39000000000000057%,a3005a
48457,30.78%, 65.11%, 34.33%,-,-, 0.56%,0.5600000000000023%,a60157
48459,41.35%, 70.44%, 29.09%,-,-, 0.48%,0.46999999999999886%,b3014a
48461,68.84%, 84.29%, 15.46%,-,-, 0.25%,0.25%,d60027
48463,21.81%, 60.69%, 38.88%,-,-, 0.44%,0.4300000000000068%,9a0163
48465,18.75%, 59.08%, 40.33%,-,-, 0.59%,0.5900000000000034%,960166
48467,51.14%, 75.42%, 24.28%,-,-, 0.29%,0.29999999999999716%,c0003d
48469,41.63%, 70.52%, 28.89%,-,-, 0.59%,0.5900000000000034%,b30149
48471,32.17%, 65.71%, 33.54%,-,-, 0.76%,0.75%,a70155
48473,11.05%, 55.32%, 44.27%,-,-, 0.41%,0.4099999999999966%,8d0170
48475,51.88%, 75.80%, 23.91%,-,-, 0.29%,0.29000000000000625%,c1003c
48477,47.52%, 73.47%, 25.94%,-,-, 0.59%,0.5900000000000034%,bb0142
48479,14.20%, 42.72%, 56.92%,-,-, 0.36%,0.35999999999999943%,6c0091
48481,32.67%, 66.16%, 33.49%,-,-, 0.35%,0.3499999999999943%,a80055
48483,64.33%, 81.87%, 17.54%,-,-, 0.58%,0.5900000000000034%,d0012c
48485,43.15%, 71.30%, 28.15%,-,-, 0.56%,0.5500000000000114%,b50147
48487,48.12%, 73.85%, 25.73%,-,-, 0.42%,0.4200000000000017%,bc0141
48489,10.58%, 44.52%, 55.10%,-,-, 0.38%,0.37999999999999545%,71008c
48491,31.33%, 64.97%, 33.63%,-,-, 1.40%,1.4000000000000057%,a50355
48493,40.25%, 69.87%, 29.62%,-,-, 0.51%,0.5099999999999909%,b2014b
48495,60.59%, 80.12%, 19.53%,-,-, 0.35%,0.3499999999999943%,cc0031
48497,51.85%, 75.71%, 23.86%,-,-, 0.43%,0.4300000000000068%,c1013c
48499,51.96%, 75.79%, 23.83%,-,-, 0.38%,0.37999999999999545%,c1003c
48501,70.88%, 85.27%, 14.39%,-,-, 0.34%,0.3400000000000034%,d90024
48503,58.89%, 79.28%, 20.39%,-,-, 0.32%,0.3299999999999983%,ca0033
48505,14.98%, 42.37%, 57.35%,-,-, 0.28%,0.28000000000000114%,6c0092
48507,49.87%, 24.92%, 74.79%,-,-, 0.29%,0.28999999999999204%,3f00be
49001,60.14%, 79.52%, 19.38%,-,-, 1.10%,1.1000000000000085%,ca0231
49003,73.54%, 85.75%, 12.22%,-,-, 2.03%,2.030000000000001%,da051f
49005,65.72%, 81.76%, 16.05%,-,-, 2.19%,2.1899999999999977%,d00528
49007,18.04%, 58.18%, 40.14%,-,-, 1.68%,1.6800000000000068%,940466
49009,54.51%, 76.15%, 21.64%,-,-, 2.20%,2.2099999999999937%,c20537
49011,59.76%, 78.88%, 19.12%,-,-, 2.00%,2.0%,c90530
49013,72.07%, 85.35%, 13.28%,-,-, 1.37%,1.3700000000000045%,d90321
49015,63.06%, 80.83%, 17.76%,-,-, 1.41%,1.4099999999999966%,ce032d
49017,73.27%, 85.48%, 12.21%,-,-, 2.31%,2.3100000000000023%,d9051f
49019,6.53%, 51.14%, 44.61%,-, 2.83%, 1.42%,4.25%,820a71
49021,68.29%, 82.97%, 14.68%,-,-, 2.36%,2.3499999999999943%,d30525
49023,60.76%, 78.46%, 17.71%,-,-, 0.97%,3.8300000000000125%,c8092d
49025,60.24%, 79.12%, 18.88%,-,-, 2.00%,2.0%,c90530
49027,70.90%, 83.74%, 12.84%,-,-, 1.00%,3.4200000000000017%,d50820
49029,73.65%, 85.94%, 12.29%,-,-, 1.77%,1.7700000000000102%,db041f
49031,67.66%, 83.57%, 15.91%,-,-, 0.52%,0.5200000000000102%,d50128
49033,78.40%, 88.91%, 10.51%,-,-, 0.58%,0.5799999999999983%,e2011a
49035,22.03%, 59.57%, 37.54%,-,-, 2.89%,2.8900000000000006%,97075f
49037,21.52%, 60.02%, 38.51%,-,-, 1.47%,1.4699999999999989%,990362
49039,68.36%, 82.33%, 13.98%,-,-, 1.14%,3.6899999999999977%,d10923
49041,74.30%, 86.34%, 12.04%,-,-, 1.62%,1.6200000000000045%,dc041e
49043,6.26%, 51.83%, 45.57%,-,-, 2.61%,2.5999999999999943%,840674
49045,48.31%, 73.10%, 24.78%,-,-, 2.12%,2.1200000000000045%,ba053f
49047,72.83%, 85.55%, 12.71%,-,-, 1.74%,1.740000000000009%,da0420
49049,74.35%, 85.99%, 11.64%,-,-, 2.38%,2.3700000000000045%,db061d
49051,48.58%, 73.26%, 24.68%,-,-, 2.06%,2.0600000000000023%,ba053e
49053,63.88%, 80.95%, 17.07%,-,-, 1.98%,1.9799999999999898%,ce052b
49055,57.57%, 78.09%, 20.51%,-,-, 1.40%,1.3999999999999915%,c70334
49057,43.11%, 70.43%, 27.32%,-,-, 2.24%,2.25%,b30545
50001,21.91%, 38.09%, 60.00%,-,-, 1.91%,1.9099999999999966%,610499
50003,18.11%, 39.95%, 58.06%,-,-, 1.99%,1.9899999999999949%,650594
50005,2.40%, 47.60%, 50.00%,-,-, 2.39%,2.4000000000000057%,79067f
50007,29.53%, 34.01%, 63.54%,-,-, 2.45%,2.450000000000003%,5606a2
50009,10.73%, 54.17%, 43.45%,-,-, 2.38%,2.3799999999999955%,8a066e
50011,8.34%, 44.86%, 53.20%,-,-, 1.94%,1.9399999999999977%,720487
50013,12.07%, 43.02%, 55.09%,-,-, 1.89%,1.8899999999999864%,6d048c
50015,27.72%, 34.97%, 62.69%,-,-, 2.34%,2.3400000000000034%,59059f
50017,11.67%, 43.11%, 54.78%,-,-, 2.11%,2.1099999999999994%,6d058b
