id,margin,reagan,mondale,hall,other,hex_color
13129,36.20%, 68.10%, 31.90%,-,0.0%,ad0051
13131,26.44%, 63.22%, 36.78%,-,0.0%,a1005d
13133,10.94%, 44.53%, 55.47%,-,0.0%,71008d
13135,58.95%, 79.48%, 20.52%,-,0.0%,ca0034
13137,37.24%, 68.62%, 31.38%,-,0.0%,ae0050
13139,34.03%, 67.01%, 32.99%,-,0.0%,aa0054
13141,53.21%, 23.39%, 76.61%,-,0.0%,3b00c3
13143,34.12%, 67.06%, 32.94%,-,0.0%,ab0053
13145,19.91%, 59.95%, 40.05%,-,0.0%,980066
13147,6.48%, 53.24%, 46.76%,-,0.0%,870077
13149,29.63%, 64.81%, 35.19%,-,0.0%,a50059
13151,38.12%, 69.06%, 30.94%,-,0.0%,b0004e
13153,21.42%, 60.71%, 39.29%,-,0.0%,9a0064
13155,19.02%, 59.51%, 40.49%,-,0.0%,970067
13157,21.46%, 60.73%, 39.27%,-,0.0%,9a0064
13159,12.10%, 56.05%, 43.95%,-,0.0%,8e0070
13161,23.61%, 61.80%, 38.20%,-,0.0%,9d0061
13163,3.15%, 51.57%, 48.43%,-,0.0%,83007b
13165,11.61%, 55.80%, 44.20%,-,0.0%,8e0070
13167,18.21%, 59.11%, 40.89%,-,0.0%,960068
13169,10.03%, 55.01%, 44.99%,-,0.0%,8c0072
13171,15.59%, 57.80%, 42.20%,-,0.0%,93006b
13173,6.97%, 53.48%, 46.52%,-,0.0%,880076
13175,13.52%, 56.76%, 43.24%,-,0.0%,90006e
13177,39.66%, 69.83%, 30.17%,-,0.0%,b2004c
13179,7.06%, 53.53%, 46.47%,-,0.0%,880076
13181,9.79%, 54.89%, 45.11%,-,0.0%,8b0073
13183,14.78%, 57.39%, 42.61%,-,0.0%,92006c
13185,25.72%, 62.86%, 37.14%,-,0.0%,a0005e
13187,28.41%, 64.21%, 35.79%,-,0.0%,a3005b
13189,24.16%, 62.08%, 37.92%,-,0.0%,9e0060
13191,8.59%, 45.71%, 54.29%,-,0.0%,74008a
13193,24.93%, 37.54%, 62.46%,-,0.0%,5f009f
13195,38.07%, 69.04%, 30.96%,-,0.0%,b0004e
13197,5.84%, 47.08%, 52.92%,-,0.0%,780086
13199,5.46%, 52.73%, 47.27%,-,0.0%,860078
13201,43.86%, 71.93%, 28.07%,-,0.0%,b70047
13205,0.98%, 49.51%, 50.49%,-,0.0%,7e0080
13207,5.01%, 52.51%, 47.49%,-,0.0%,850079
13209,17.93%, 58.96%, 41.04%,-,0.0%,960068
13211,14.62%, 57.31%, 42.69%,-,0.0%,92006c
13213,36.21%, 68.10%, 31.90%,-,0.0%,ad0051
13215,6.68%, 53.34%, 46.66%,-,0.0%,880076
13217,26.32%, 63.16%, 36.84%,-,0.0%,a1005d
13219,40.58%, 70.29%, 29.71%,-,0.0%,b3004b
13221,26.31%, 63.15%, 36.85%,-,0.0%,a1005d
13223,39.53%, 69.77%, 30.23%,-,0.0%,b1004d
13225,11.91%, 44.05%, 55.95%,-,0.0%,70008e
13227,35.64%, 67.82%, 32.18%,-,0.0%,ac0052
13229,13.71%, 56.86%, 43.14%,-,0.0%,90006e
13231,21.32%, 60.66%, 39.34%,-,0.0%,9a0064
13233,24.99%, 62.49%, 37.51%,-,0.0%,9f005f
13235,2.34%, 51.17%, 48.83%,-,0.0%,82007c
13237,15.60%, 57.80%, 42.20%,-,0.0%,93006b
13239,15.16%, 42.42%, 57.58%,-,0.0%,6c0092
13241,26.72%, 63.36%, 36.64%,-,0.0%,a1005d
13243,4.09%, 52.04%, 47.96%,-,0.0%,84007a
13245,16.96%, 58.48%, 41.52%,-,0.0%,950069
13247,50.92%, 75.46%, 24.54%,-,0.0%,c0003e
13249,20.75%, 60.37%, 39.63%,-,0.0%,990065
13251,19.31%, 59.65%, 40.35%,-,0.0%,980066
13253,9.58%, 54.79%, 45.21%,-,0.0%,8b0073
13255,27.46%, 63.73%, 36.27%,-,0.0%,a2005c
13257,28.20%, 64.10%, 35.90%,-,0.0%,a3005b
13259,23.81%, 38.10%, 61.90%,-,0.0%,61009d
13261,10.59%, 55.29%, 44.71%,-,0.0%,8c0072
13263,31.51%, 34.24%, 65.76%,-,0.0%,5700a7
13265,26.73%, 36.64%, 63.36%,-,0.0%,5d00a1
13267,30.15%, 65.08%, 34.92%,-,0.0%,a50059
13269,1.82%, 49.09%, 50.91%,-,0.0%,7d0081
13271,1.71%, 49.14%, 50.86%,-,0.0%,7d0081
13273,4.37%, 52.18%, 47.82%,-,0.0%,850079
13275,22.82%, 61.41%, 38.59%,-,0.0%,9c0062
13277,23.63%, 61.81%, 38.19%,-,0.0%,9d0061
13279,30.42%, 65.21%, 34.79%,-,0.0%,a60058
13281,32.12%, 66.06%, 33.94%,-,0.0%,a80056
13283,12.60%, 56.30%, 43.70%,-,0.0%,8f006f
13285,27.84%, 63.92%, 36.08%,-,0.0%,a2005c
13287,2.27%, 51.14%, 48.86%,-,0.0%,82007c
13289,21.12%, 39.44%, 60.56%,-,0.0%,64009a
13291,26.50%, 63.25%, 36.75%,-,0.0%,a1005d
13293,24.01%, 62.01%, 37.99%,-,0.0%,9e0060
13295,36.44%, 68.22%, 31.78%,-,0.0%,ad0051
13297,33.63%, 66.81%, 33.19%,-,0.0%,aa0054
13299,11.14%, 55.57%, 44.43%,-,0.0%,8d0071
13301,7.29%, 46.35%, 53.65%,-,0.0%,760088
13303,2.48%, 48.76%, 51.24%,-,0.0%,7c0082
13305,20.61%, 60.31%, 39.69%,-,0.0%,990065
13307,14.10%, 42.95%, 57.05%,-,0.0%,6d0091
13309,3.67%, 51.84%, 48.16%,-,0.0%,84007a
13311,36.98%, 68.49%, 31.51%,-,0.0%,ae0050
13313,38.70%, 69.35%, 30.65%,-,0.0%,b0004e
13315,0.25%, 50.12%, 49.88%,-,0.0%,7f007f
13317,7.33%, 53.67%, 46.33%,-,0.0%,880076
13319,8.97%, 45.52%, 54.48%,-,0.0%,74008a
13321,26.66%, 63.33%, 36.67%,-,0.0%,a1005d
15001,7.26%, 52.90%, 45.64%,-,1.46%,860374
15003,13.14%, 56.08%, 42.94%,-,0.99%,8f026d
15005,0%,-,-,-,0.0%,000000
15007,2.11%, 50.45%, 48.34%,-,1.21%,80037b
15009,6.25%, 52.45%, 46.20%,-,1.36%,850375
16001,46.16%, 72.40%, 26.24%,-,1.36%,b80342
16003,43.00%, 70.60%, 27.61%,-,1.79%,b40446
16005,32.79%, 65.77%, 32.98%,-,1.25%,a70354
16007,69.76%, 84.48%, 14.72%,-,0.8%,d70225
16009,16.75%, 57.70%, 40.95%,-,1.36%,930368
16011,58.45%, 78.72%, 20.27%,-,1.01%,c80233
16013,28.85%, 63.69%, 34.84%,-,1.47%,a20358
16015,47.24%, 72.57%, 25.33%,-,2.09%,b90540
16017,19.33%, 58.89%, 39.56%,-,1.56%,960364
16019,66.17%, 82.71%, 16.54%,-,0.75%,d2012a
16021,29.42%, 63.46%, 34.04%,-,2.5%,a10656
16023,48.43%, 73.89%, 25.46%,-,0.65%,bc0140
16025,49.08%, 74.13%, 25.05%,-,0.81%,bd023f
16027,52.43%, 75.53%, 23.10%,-,1.37%,c0033a
16029,69.42%, 84.29%, 14.87%,-,0.83%,d60225
16031,71.96%, 85.60%, 13.64%,-,0.76%,da0122
16033,70.84%, 85.06%, 14.22%,-,0.72%,d80124
16035,14.76%, 56.55%, 41.79%,-,1.66%,90046a
16037,55.60%, 77.10%, 21.50%,-,1.4%,c40336
16039,51.38%, 75.27%, 23.88%,-,0.85%,bf023c
16041,75.41%, 87.15%, 11.73%,-,1.12%,de021d
16043,65.69%, 82.55%, 16.86%,-,0.6%,d2012a
16045,38.07%, 68.11%, 30.04%,-,1.85%,ad044c
16047,50.24%, 74.60%, 24.36%,-,1.04%,be023e
16049,35.01%, 66.45%, 31.44%,-,2.11%,a90550
16051,76.60%, 87.92%, 11.32%,-,0.76%,e0011c
16053,57.98%, 78.49%, 20.51%,-,0.99%,c80234
16055,31.20%, 64.93%, 33.74%,-,1.33%,a50356
16057,15.84%, 57.10%, 41.27%,-,1.63%,910469
16059,52.80%, 75.78%, 22.98%,-,1.24%,c1033a
16061,21.13%, 60.02%, 38.90%,-,1.08%,990263
16063,51.08%, 74.98%, 23.90%,-,1.11%,bf023c
16065,86.28%, 92.88%, 6.60%,-,0.52%,ec0110
16067,61.19%, 80.03%, 18.84%,-,1.13%,cc0230
16069,15.16%, 56.89%, 41.74%,-,1.37%,91036a
16071,61.54%, 80.51%, 18.97%,-,0.53%,cd0130
16073,56.88%, 77.71%, 20.83%,-,1.45%,c60335
16075,52.20%, 75.23%, 23.04%,-,1.73%,bf043a
16077,53.93%, 76.50%, 22.57%,-,0.93%,c30239
16079,1.96%, 50.22%, 48.27%,-,1.51%,80037b
16081,53.69%, 76.48%, 22.78%,-,0.74%,c3013a
16083,56.99%, 77.97%, 20.98%,-,1.06%,c60235
16085,41.21%, 69.96%, 28.76%,-,1.28%,b20349
16087,45.27%, 71.99%, 26.72%,-,1.29%,b70344
17001,32.27%, 65.99%, 33.72%,-,0.29%,a80055
17003,5.45%, 47.08%, 52.53%,-,0.38%,780085
17005,19.21%, 59.46%, 40.25%,-,0.29%,970066
17007,33.78%, 66.65%, 32.88%,-,0.47%,a90153
17009,21.22%, 60.43%, 39.21%,-,0.37%,9a0063
17011,25.66%, 62.57%, 36.90%,-,0.53%,9f015e
17013,6.60%, 53.04%, 46.44%,-,0.51%,870176
17015,37.07%, 68.39%, 31.31%,-,0.3%,ae004f
17017,7.78%, 53.68%, 45.90%,-,0.42%,880175
17019,17.87%, 58.61%, 40.74%,-,0.65%,950167
17021,6.15%, 52.84%, 46.69%,-,0.48%,860177
17023,27.27%, 63.45%, 36.17%,-,0.38%,a1005c
17025,28.69%, 64.22%, 35.53%,-,0.25%,a3005a
17027,33.13%, 66.43%, 33.30%,-,0.27%,a90054
17029,32.35%, 65.95%, 33.60%,-,0.45%,a80155
17031,2.62%, 48.40%, 51.02%,-,0.57%,7b0182
17033,33.22%, 66.44%, 33.21%,-,0.35%,a90054
17035,26.65%, 63.04%, 36.39%,-,0.57%,a0015c
17037,29.72%, 64.50%, 34.78%,-,0.73%,a40158
17039,31.55%, 65.57%, 34.01%,-,0.42%,a70156
17041,32.60%, 66.14%, 33.54%,-,0.31%,a80055
17043,51.87%, 75.66%, 23.79%,-,0.55%,c0013c
17045,35.45%, 67.54%, 32.09%,-,0.37%,ac0051
17047,44.76%, 72.25%, 27.49%,-,0.26%,b80046
17049,42.77%, 71.22%, 28.44%,-,0.34%,b50048
17051,26.38%, 63.09%, 36.70%,-,0.21%,a0005d
17053,46.65%, 73.11%, 26.46%,-,0.44%,ba0143
17055,4.96%, 47.39%, 52.35%,-,0.27%,780085
17057,0.09%, 49.77%, 49.69%,-,0.54%,7e017e
17059,5.47%, 47.15%, 52.63%,-,0.22%,780086
17061,22.45%, 60.96%, 38.51%,-,0.53%,9b0162
17063,34.37%, 66.98%, 32.61%,-,0.41%,aa0153
17065,15.39%, 57.50%, 42.11%,-,0.39%,92006b
17067,25.38%, 62.50%, 37.13%,-,0.37%,9f005e
17069,16.70%, 58.26%, 41.57%,-,0.17%,94006a
17071,7.48%, 53.51%, 46.03%,-,0.47%,880175
17073,15.14%, 57.41%, 42.27%,-,0.31%,92006b
17075,54.66%, 77.13%, 22.47%,-,0.39%,c40039
17077,5.81%, 52.55%, 46.74%,-,0.7%,860177
17079,35.26%, 67.35%, 32.09%,-,0.57%,ab0151
17081,14.46%, 57.10%, 42.64%,-,0.25%,91006c
17083,15.49%, 57.60%, 42.11%,-,0.29%,92006b
17085,27.19%, 63.18%, 35.99%,-,0.83%,a1025b
17087,34.96%, 67.36%, 32.40%,-,0.24%,ab0052
17089,38.78%, 69.09%, 30.31%,-,0.6%,b0014d
17091,21.58%, 60.02%, 38.44%,-,1.54%,990362
17093,48.09%, 73.81%, 25.72%,-,0.47%,bc0141
17095,10.87%, 55.21%, 44.34%,-,0.45%,8c0171
17097,37.21%, 68.35%, 31.14%,-,0.51%,ae014f
17099,14.24%, 56.89%, 42.65%,-,0.45%,91016c
17101,23.07%, 61.35%, 38.28%,-,0.37%,9c0061
17103,47.90%, 73.76%, 25.86%,-,0.38%,bc0041
17105,45.65%, 72.65%, 26.99%,-,0.36%,b90044
17107,41.86%, 70.71%, 28.85%,-,0.44%,b40149
17109,34.44%, 67.02%, 32.58%,-,0.41%,aa0153
17111,52.97%, 76.21%, 23.24%,-,0.55%,c2013b
17113,33.80%, 66.64%, 32.84%,-,0.51%,a90153
17115,8.90%, 54.28%, 45.38%,-,0.34%,8a0073
17117,7.32%, 53.51%, 46.19%,-,0.3%,880075
17119,8.20%, 53.94%, 45.74%,-,0.32%,890074
17121,19.54%, 59.65%, 40.11%,-,0.24%,980066
17123,25.78%, 62.53%, 36.75%,-,0.72%,9f015d
17125,10.09%, 54.89%, 44.80%,-,0.31%,8b0072
17127,8.98%, 54.29%, 45.31%,-,0.4%,8a0173
17129,36.40%, 68.07%, 31.67%,-,0.26%,ad0050
17131,10.36%, 54.97%, 44.61%,-,0.43%,8c0171
17133,36.02%, 67.89%, 31.87%,-,0.24%,ad0051
17135,12.54%, 56.08%, 43.55%,-,0.37%,8f006f
17137,33.06%, 66.37%, 33.30%,-,0.33%,a90054
17139,18.69%, 59.17%, 40.48%,-,0.35%,960067
17141,47.29%, 73.40%, 26.11%,-,0.49%,bb0142
17143,10.59%, 55.02%, 44.43%,-,0.56%,8c0171
17145,12.11%, 55.88%, 43.77%,-,0.34%,8e006f
17147,27.41%, 63.46%, 36.05%,-,0.49%,a1015b
17149,14.32%, 57.03%, 42.70%,-,0.27%,91006c
17151,24.28%, 62.00%, 37.72%,-,0.28%,9e0060
17153,5.43%, 52.48%, 47.05%,-,0.46%,850177
17155,12.45%, 56.02%, 43.57%,-,0.41%,8e016f
17157,19.33%, 59.48%, 40.15%,-,0.37%,970066
17159,44.23%, 71.95%, 27.71%,-,0.34%,b70046
17161,6.72%, 46.41%, 53.13%,-,0.45%,760187
17163,1.20%, 49.01%, 50.21%,-,0.78%,7c0180
17165,8.59%, 54.15%, 45.57%,-,0.28%,8a0074
17167,22.62%, 61.10%, 38.47%,-,0.43%,9b0162
17169,24.18%, 61.93%, 37.75%,-,0.32%,9d0060
17171,35.20%, 67.33%, 32.13%,-,0.55%,ab0151
17173,19.15%, 59.38%, 40.23%,-,0.38%,970066
17175,34.84%, 67.15%, 32.31%,-,0.54%,ab0152
17177,35.56%, 67.37%, 31.82%,-,0.81%,ab0251
17179,18.71%, 59.15%, 40.44%,-,0.42%,960167
17181,10.58%, 55.13%, 44.55%,-,0.33%,8c0071
17183,16.16%, 57.89%, 41.73%,-,0.38%,93006a
17185,33.82%, 66.73%, 32.92%,-,0.35%,aa0053
17187,27.50%, 63.59%, 36.09%,-,0.32%,a2005c
17189,36.80%, 68.24%, 31.44%,-,0.32%,ae0050
17191,41.08%, 70.36%, 29.28%,-,0.36%,b3004a
17193,22.74%, 61.23%, 38.48%,-,0.29%,9c0062
17195,19.64%, 59.59%, 39.96%,-,0.45%,970165
17197,26.92%, 63.25%, 36.33%,-,0.42%,a1015c
17199,12.45%, 56.06%, 43.61%,-,0.32%,8e006f
17201,17.88%, 58.66%, 40.78%,-,0.57%,950167
17203,41.47%, 70.44%, 28.97%,-,0.58%,b30149
18001,33.76%, 66.58%, 32.82%,-,0.59%,a90153
18003,32.22%, 65.67%, 33.45%,-,0.88%,a70255
18005,39.41%, 69.35%, 29.94%,-,0.71%,b0014c
18007,41.27%, 70.38%, 29.11%,-,0.51%,b3014a
18009,22.34%, 60.79%, 38.44%,-,0.77%,9b0162
18011,49.26%, 74.38%, 25.12%,-,0.49%,bd0140
18013,13.88%, 56.74%, 42.87%,-,0.39%,90006d
18015,32.93%, 66.09%, 33.17%,-,0.74%,a80154
18017,38.03%, 68.75%, 30.72%,-,0.53%,af014e
18019,15.63%, 57.48%, 41.85%,-,0.67%,92016a
18021,30.30%, 64.87%, 34.56%,-,0.57%,a50158
18023,34.72%, 67.12%, 32.40%,-,0.49%,ab0152
18025,7.68%, 53.63%, 45.95%,-,0.43%,880175
18027,36.92%, 68.26%, 31.34%,-,0.4%,ae014f
18029,29.92%, 64.74%, 34.81%,-,0.45%,a50158
18031,40.43%, 69.97%, 29.54%,-,0.49%,b2014b
18033,30.69%, 64.82%, 34.13%,-,1.05%,a50257
18035,20.53%, 59.98%, 39.45%,-,0.57%,980164
18037,26.52%, 62.77%, 36.25%,-,0.99%,a0025c
18039,44.45%, 71.98%, 27.53%,-,0.49%,b70146
18041,26.62%, 62.95%, 36.33%,-,0.72%,a0015c
18043,18.46%, 58.85%, 40.40%,-,0.75%,960167
18045,30.40%, 64.90%, 34.50%,-,0.6%,a50157
18047,39.84%, 69.62%, 29.78%,-,0.6%,b1014b
18049,40.88%, 70.14%, 29.26%,-,0.59%,b2014a
18051,9.74%, 54.62%, 44.89%,-,0.49%,8b0172
18053,34.22%, 66.78%, 32.56%,-,0.67%,aa0153
18055,22.82%, 60.71%, 37.90%,-,1.39%,9a0360
18057,64.99%, 82.30%, 17.31%,-,0.39%,d1002c
18059,47.59%, 73.58%, 25.99%,-,0.42%,bb0142
18061,21.90%, 60.61%, 38.72%,-,0.67%,9a0162
18063,52.06%, 75.73%, 23.67%,-,0.6%,c1013c
18065,25.51%, 62.56%, 37.06%,-,0.38%,9f005e
18067,36.10%, 67.74%, 31.65%,-,0.61%,ac0150
18069,40.08%, 69.77%, 29.69%,-,0.54%,b1014b
18071,30.96%, 64.85%, 33.89%,-,1.26%,a50356
18073,39.35%, 69.22%, 29.87%,-,0.91%,b0024c
18075,30.42%, 64.90%, 34.47%,-,0.63%,a50157
18077,20.02%, 59.20%, 39.18%,-,1.62%,960463
18079,31.85%, 65.48%, 33.63%,-,0.9%,a60255
18081,50.26%, 74.86%, 24.60%,-,0.55%,be013e
18083,25.52%, 62.27%, 36.75%,-,0.97%,9e025d
18085,56.25%, 77.88%, 21.63%,-,0.49%,c60137
18087,43.16%, 71.31%, 28.15%,-,0.54%,b50147
18089,10.79%, 44.30%, 55.10%,-,0.6%,70018c
18091,18.81%, 59.00%, 40.20%,-,0.8%,960266
18093,34.01%, 66.71%, 32.70%,-,0.59%,aa0153
18095,24.16%, 61.87%, 37.71%,-,0.42%,9d0160
18097,17.25%, 58.29%, 41.05%,-,0.66%,940168
18099,38.21%, 68.76%, 30.54%,-,0.7%,af014d
18101,26.74%, 63.07%, 36.33%,-,0.6%,a0015c
18103,38.35%, 68.75%, 30.41%,-,0.84%,af024d
18105,19.15%, 59.12%, 39.97%,-,0.91%,960265
18107,50.51%, 74.96%, 24.44%,-,0.6%,bf013e
18109,52.31%, 75.91%, 23.60%,-,0.49%,c1013c
18111,37.81%, 68.54%, 30.73%,-,0.73%,ae014e
18113,32.81%, 65.74%, 32.93%,-,1.33%,a70353
18115,16.88%, 58.32%, 41.44%,-,0.23%,940069
18117,39.20%, 69.40%, 30.19%,-,0.41%,b0014c
18119,33.56%, 66.49%, 32.93%,-,0.59%,a90153
18121,39.03%, 69.26%, 30.23%,-,0.51%,b0014d
18123,0.26%, 49.91%, 49.65%,-,0.45%,7f017e
18125,6.58%, 52.98%, 46.40%,-,0.62%,870176
18127,28.89%, 64.14%, 35.24%,-,0.62%,a30159
18129,18.44%, 59.07%, 40.63%,-,0.3%,960067
18131,34.68%, 66.93%, 32.25%,-,0.82%,aa0252
18133,39.28%, 69.38%, 30.09%,-,0.53%,b0014c
18135,34.17%, 66.77%, 32.60%,-,0.63%,aa0153
18137,36.24%, 67.99%, 31.75%,-,0.26%,ad0050
18139,40.18%, 69.86%, 29.69%,-,0.45%,b2014b
18141,6.72%, 53.08%, 46.36%,-,0.56%,870176
18143,8.57%, 54.16%, 45.60%,-,0.24%,8a0074
18145,34.49%, 66.92%, 32.42%,-,0.66%,aa0152
18147,18.39%, 59.07%, 40.68%,-,0.25%,960067
18149,16.09%, 57.42%, 41.33%,-,1.25%,920369
18151,44.65%, 72.01%, 27.36%,-,0.63%,b70145
18153,8.68%, 54.14%, 45.46%,-,0.41%,8a0173
18155,11.14%, 55.48%, 44.34%,-,0.18%,8d0071
18157,30.34%, 64.75%, 34.42%,-,0.83%,a50257
18159,41.63%, 70.48%, 28.85%,-,0.67%,b30149
18161,41.21%, 70.36%, 29.14%,-,0.5%,b3014a
18163,13.75%, 56.68%, 42.93%,-,0.4%,90016d
18165,9.35%, 54.30%, 44.96%,-,0.74%,8a0172
18167,17.41%, 58.39%, 40.98%,-,0.63%,940168
18169,41.24%, 70.30%, 29.06%,-,0.63%,b3014a
18171,31.49%, 65.38%, 33.89%,-,0.73%,a60156
18173,23.18%, 61.32%, 38.14%,-,0.54%,9c0161
18175,27.08%, 62.62%, 35.54%,-,1.83%,9f045a
18177,30.02%, 64.80%, 34.78%,-,0.42%,a50158
18179,39.42%, 69.40%, 29.98%,-,0.61%,b0014c
18181,39.26%, 69.33%, 30.07%,-,0.6%,b0014c
18183,35.26%, 67.21%, 31.95%,-,0.85%,ab0251
19001,13.77%, 56.61%, 42.84%,-,0.54%,90016d
19003,16.39%, 57.64%, 41.25%,-,1.11%,920269
19005,26.99%, 62.91%, 35.91%,-,1.18%,a0035b
19007,1.82%, 50.48%, 48.66%,-,0.86%,80027c
19009,10.77%, 54.97%, 44.20%,-,0.83%,8c0270
19011,5.37%, 52.13%, 46.76%,-,1.11%,840277
19013,1.24%, 50.23%, 48.99%,-,0.78%,80017c
19015,6.02%, 46.80%, 52.82%,-,0.37%,770086
19017,25.43%, 62.37%, 36.94%,-,0.69%,9f015e
19019,9.13%, 54.25%, 45.12%,-,0.63%,8a0173
19021,11.53%, 55.22%, 43.69%,-,1.1%,8c026f
19023,32.45%, 66.00%, 33.55%,-,0.45%,a80155
19025,13.06%, 56.14%, 43.08%,-,0.78%,8f016d
19027,0.61%, 49.83%, 49.22%,-,0.95%,7f027d
19029,35.00%, 67.10%, 32.09%,-,0.81%,ab0251
19031,19.76%, 59.59%, 39.83%,-,0.58%,970165
19033,1.55%, 48.86%, 50.41%,-,0.72%,7c0180
19035,9.33%, 54.16%, 44.83%,-,1.0%,8a0272
19037,6.87%, 52.93%, 46.06%,-,1.01%,860275
19039,5.37%, 52.35%, 46.98%,-,0.67%,850177
19041,8.13%, 53.51%, 45.38%,-,1.11%,880273
19043,18.51%, 58.80%, 40.29%,-,0.91%,950266
19045,10.53%, 54.77%, 44.25%,-,0.98%,8b0270
19047,14.35%, 56.53%, 42.17%,-,1.3%,90036b
19049,3.81%, 47.85%, 51.66%,-,0.5%,7a0183
19051,5.52%, 46.77%, 52.30%,-,0.93%,770285
19053,0.14%, 49.60%, 49.46%,-,0.94%,7e027e
19055,20.13%, 59.61%, 39.47%,-,0.92%,980264
19057,7.74%, 45.85%, 53.59%,-,0.57%,740188
19059,14.49%, 56.68%, 42.19%,-,1.13%,90026b
19061,6.36%, 46.37%, 52.72%,-,0.91%,760286
19063,3.49%, 51.46%, 47.97%,-,0.58%,83017a
19065,16.17%, 57.56%, 41.38%,-,1.06%,920269
19067,2.19%, 50.75%, 48.57%,-,0.68%,81017b
19069,14.07%, 56.43%, 42.36%,-,1.21%,8f036c
19071,30.38%, 64.77%, 34.39%,-,0.84%,a50257
19073,4.54%, 46.44%, 50.97%,-,0.47%,760181
19075,40.07%, 69.45%, 29.38%,-,1.17%,b1024a
19077,4.96%, 51.89%, 46.93%,-,1.17%,840277
19079,12.33%, 55.61%, 43.27%,-,1.12%,8d026e
19081,13.86%, 56.62%, 42.76%,-,0.62%,90016d
19083,7.38%, 53.38%, 46.00%,-,0.62%,880175
19085,26.98%, 63.24%, 36.25%,-,0.51%,a1015c
19087,14.32%, 56.77%, 42.45%,-,0.78%,90016c
19089,11.90%, 55.49%, 43.59%,-,0.92%,8d026f
19091,16.89%, 57.92%, 41.04%,-,1.04%,930268
19093,25.20%, 62.30%, 37.10%,-,0.59%,9e015e
19095,21.20%, 60.02%, 38.82%,-,1.16%,990262
19097,4.40%, 51.51%, 47.11%,-,1.38%,830378
19099,3.31%, 51.36%, 48.04%,-,0.6%,82017a
19101,22.86%, 61.19%, 38.33%,-,0.48%,9c0161
19103,16.26%, 41.46%, 57.72%,-,0.81%,690293
19105,12.31%, 55.82%, 43.51%,-,0.67%,8e016e
19107,4.67%, 51.50%, 46.84%,-,1.66%,830477
19109,0.35%, 49.64%, 49.30%,-,1.06%,7e027d
19111,0.88%, 49.17%, 50.04%,-,0.79%,7d027f
19113,3.15%, 51.12%, 47.97%,-,0.9%,82027a
19115,15.22%, 57.36%, 42.14%,-,0.5%,92016b
19117,4.09%, 51.72%, 47.63%,-,0.65%,830179
19119,49.22%, 74.05%, 24.83%,-,1.12%,bc023f
19121,1.61%, 50.60%, 48.99%,-,0.42%,81017c
19123,19.23%, 59.13%, 39.90%,-,0.97%,960265
19125,6.94%, 53.24%, 46.30%,-,0.45%,870176
19127,10.23%, 54.63%, 44.40%,-,0.97%,8b0271
19129,46.66%, 72.80%, 26.14%,-,1.06%,b90242
19131,10.67%, 54.74%, 44.07%,-,1.18%,8b0370
19133,11.84%, 55.37%, 43.54%,-,1.09%,8d026f
19135,9.67%, 44.91%, 54.58%,-,0.51%,72018b
19137,43.22%, 71.23%, 28.01%,-,0.76%,b50147
19139,20.33%, 59.79%, 39.46%,-,0.74%,980164
19141,33.41%, 66.16%, 32.75%,-,1.08%,a80253
19143,32.89%, 65.98%, 33.09%,-,0.92%,a80254
19145,50.61%, 75.06%, 24.45%,-,0.49%,bf013e
19147,5.22%, 46.73%, 51.94%,-,1.33%,770384
19149,30.10%, 64.65%, 34.55%,-,0.81%,a40258
19151,2.81%, 50.64%, 47.82%,-,1.54%,810379
19153,2.71%, 48.30%, 51.01%,-,0.69%,7b0182
19155,26.96%, 63.11%, 36.14%,-,0.75%,a0015c
19157,6.88%, 53.04%, 46.16%,-,0.8%,870275
19159,2.60%, 48.51%, 51.11%,-,0.38%,7b0082
19161,16.32%, 57.57%, 41.25%,-,1.19%,920369
19163,7.70%, 53.41%, 45.71%,-,0.88%,880274
19165,29.20%, 64.25%, 35.05%,-,0.7%,a30159
19167,63.53%, 81.61%, 18.09%,-,0.3%,d0002e
19169,3.98%, 51.56%, 47.58%,-,0.86%,830279
19171,9.13%, 54.30%, 45.17%,-,0.52%,8a0173
19173,24.79%, 62.06%, 37.27%,-,0.67%,9e015f
19175,10.77%, 54.49%, 43.72%,-,1.79%,8a046f
19177,14.12%, 56.73%, 42.61%,-,0.66%,90016c
19179,19.37%, 39.88%, 59.24%,-,0.88%,650297
19181,0.64%, 49.95%, 49.31%,-,0.74%,7f017d
19183,19.74%, 59.37%, 39.63%,-,1.0%,970265
19185,3.33%, 51.26%, 47.92%,-,0.82%,82027a
19187,1.57%, 48.58%, 50.15%,-,1.28%,7b037f
19189,15.00%, 57.27%, 42.27%,-,0.46%,92016b
19191,17.06%, 57.96%, 40.90%,-,1.14%,930268
19193,9.57%, 54.31%, 44.75%,-,0.94%,8a0272
19195,6.52%, 46.53%, 53.05%,-,0.42%,760187
19197,10.37%, 54.81%, 44.44%,-,0.75%,8b0171
20001,40.69%, 69.76%, 29.07%,-,1.18%,b1034a
20003,35.64%, 67.14%, 31.50%,-,1.36%,ab0350
20005,26.13%, 62.54%, 36.40%,-,1.06%,9f025c
20007,44.42%, 71.84%, 27.41%,-,0.75%,b70145
20009,52.60%, 75.58%, 22.98%,-,1.44%,c0033a
20011,37.78%, 68.40%, 30.63%,-,0.97%,ae024e
20013,49.22%, 73.97%, 24.75%,-,1.27%,bc033f
20015,33.76%, 66.33%, 32.56%,-,1.11%,a90253
20017,48.98%, 74.01%, 25.03%,-,0.96%,bc023f
