id,margin,nixon,mcgovern,other,other2
45005,11.28%, 55.34%,-, 0.60%,-
45007,52.69%, 75.19%,-,-, 2.31%
45009,20.15%, 59.65%,-, 0.85%,-
45011,43.43%, 71.71%,-,-,-
45013,29.11%, 64.12%,-, 0.88%,-
45015,34.58%, 66.66%,-, 1.26%,-
45017,23.46%, 60.91%,-, 1.63%,-
45019,39.71%, 68.79%,-,-, 2.12%
45021,55.74%, 77.24%,-, 1.26%,-
45023,33.24%, 66.20%,-, 0.84%,-
45025,27.85%, 63.56%,-, 0.74%,-
45027,9.36%, 54.34%,-, 0.69%,-
45029,40.65%, 69.51%,-, 1.63%,-
45031,44.99%, 72.04%,-, 0.91%,-
45033,45.74%, 72.32%,-, 1.09%,-
45035,37.77%, 68.11%,-, 1.56%,-
45037,35.23%, 66.67%,-, 1.90%,-
45039,2.25%, 50.68%,-, 0.89%,-
45041,31.20%, 65.30%,-, 0.60%,-
45043,15.62%, 57.27%,-, 1.09%,-
45045,62.20%, 79.62%,-,-, 2.96%
45047,46.01%, 72.22%,-, 1.58%,-
45049,16.03%, 57.56%,-, 0.92%,-
45051,54.59%, 76.84%,-, 0.92%,-
45053,15.50%, 57.21%,-, 1.07%,-
45055,51.23%, 74.79%,-, 1.66%,-
45057,56.61%, 77.86%,-, 0.89%,-
45059,50.22%, 74.46%,-, 1.30%,-
45061,21.18%, 60.31%,-, 0.55%,-
45063,71.13%, 84.75%,-, 1.64%,-
45065,21.18%, 60.22%,-, 0.74%,-
45067,29.79%, 64.66%,-, 0.47%,-
45069,31.43%, 65.58%,-, 0.26%,-
45071,55.56%, 76.94%,-, 1.69%,-
45073,58.25%, 78.19%,-, 1.88%,-
45075,20.56%, 59.31%,-, 1.93%,-
45077,66.60%, 82.37%,-, 1.85%,-
45079,29.49%, 64.11%,-, 1.27%,-
45081,49.46%, 73.85%,-, 1.77%,-
45083,52.27%, 75.34%,-, 1.59%,-
45085,30.30%, 64.83%,-, 0.64%,-
45087,51.16%, 75.35%,-, 0.47%,-
45089,4.68%, 52.01%,-, 0.66%,-
45091,38.37%, 68.68%,-, 1.00%,-
46003,7.78%, 45.96%,-, 0.30%,-
46005,15.86%, 57.81%,-, 0.24%,-
46007,25.82%, 62.83%,-, 0.16%,-
46009,5.61%, 47.10%,-, 0.20%,-
46011,4.85%, 52.26%,-, 0.33%,-
46013,0.50%, 49.44%,-, 0.61%,-
46015,7.88%, 45.88%,-, 0.36%,-
46017,10.87%, 44.47%,-, 0.20%,-
46019,38.37%, 68.82%,-, 0.73%,-
46021,52.57%, 76.06%,-, 0.46%,-
46023,14.21%, 42.79%,-, 0.21%,-
46025,9.49%, 54.59%,-, 0.30%,-
46027,5.66%, 47.05%,-, 0.24%,-
46029,3.50%, 51.61%,-, 0.28%,-
46031,17.10%, 58.28%,-, 0.54%,-
46033,29.62%, 64.48%,-, 0.66%,-
46035,10.71%, 44.50%,-, 0.29%,-
46037,15.92%, 41.95%,-, 0.19%,-
46039,0.48%, 49.60%,-, 0.33%,-
46041,18.05%, 58.88%,-, 0.29%,-
46043,23.53%, 61.68%,-, 0.17%,-
46045,2.46%, 48.73%,-, 0.09%,-
46047,36.23%, 67.89%,-, 0.46%,-
46049,0.90%, 50.07%,-, 0.75%,-
46051,0.36%, 50.04%,-, 0.27%,-
46053,3.55%, 51.59%,-, 0.37%,-
46055,46.92%, 73.14%,-, 0.64%,-
46057,14.00%, 56.85%,-, 0.30%,-
46059,16.00%, 57.90%,-, 0.19%,-
46061,7.66%, 45.96%,-, 0.42%,-
46063,43.15%, 71.57%,-,-,-
46065,34.93%, 67.35%,-, 0.22%,-
46067,15.78%, 57.82%,-, 0.15%,-
46069,19.31%, 59.50%,-, 0.30%,-
46071,37.83%, 68.68%,-, 0.47%,-
46073,8.74%, 54.29%,-, 0.16%,-
46075,29.69%, 64.39%,-, 0.90%,-
46077,17.38%, 58.62%,-, 0.15%,-
46079,0.57%, 50.14%,-, 0.29%,-
46081,30.77%, 65.22%,-, 0.33%,-
46083,10.02%, 54.92%,-, 0.17%,-
46085,20.16%, 59.98%,-, 0.21%,-
46087,0.76%, 49.53%,-, 0.18%,-
46089,54.08%, 76.92%,-, 0.24%,-
46091,4.64%, 47.66%,-, 0.03%,-
46093,35.10%, 67.24%,-, 0.61%,-
46095,18.96%, 59.20%,-, 0.56%,-
46097,11.56%, 44.03%,-, 0.37%,-
46099,0.14%, 49.90%,-, 0.34%,-
46101,6.95%, 46.37%,-, 0.31%,-
46103,22.67%, 61.16%,-, 0.36%,-
46105,30.45%, 65.09%,-, 0.27%,-
46107,23.57%, 61.65%,-, 0.27%,-
46109,15.26%, 42.29%,-, 0.17%,-
46111,0.47%, 49.60%,-, 0.33%,-
46113,55.25%, 22.10%,-, 0.56%,-
46115,4.63%, 52.19%,-, 0.25%,-
46117,22.46%, 60.95%,-, 0.55%,-
46119,30.14%, 64.90%,-, 0.34%,-
46121,5.86%, 46.78%,-, 0.58%,-
46123,25.51%, 62.73%,-, 0.05%,-
46125,20.24%, 60.02%,-, 0.20%,-
46127,5.84%, 46.90%,-, 0.35%,-
46129,30.42%, 65.10%,-, 0.22%,-
46135,6.46%, 53.08%,-, 0.29%,-
46137,12.41%, 55.86%,-, 0.69%,-
47001,34.06%, 66.03%,-, 2.00%,-
47003,23.78%, 59.73%,-, 0.08%, 4.23%
47005,26.84%, 61.83%,-,-, 3.19%
47007,35.55%, 65.90%,-,-, 3.75%
47009,49.49%, 73.85%,-, 1.79%,-
47011,56.51%, 77.26%,-, 1.99%,-
47013,49.05%, 73.41%,-, 0.03%, 2.20%
47015,27.19%, 62.38%,-,-, 2.43%
47017,41.85%, 69.28%,-,-, 3.29%
47019,65.94%, 82.15%,-, 1.64%,-
47021,24.58%, 60.10%,-,-, 4.38%
47023,46.98%, 71.70%,-, 0.15%, 3.42%
47025,48.90%, 73.94%,-, 1.02%,-
47027,20.07%, 59.01%,-,-, 2.04%
47029,72.53%, 85.62%,-, 1.30%,-
47031,35.51%, 66.18%,-, 0.03%, 3.13%
47033,54.42%, 75.40%,-, 0.34%, 3.28%
47035,49.98%, 73.78%,-,-, 2.41%
47037,25.05%, 61.30%,-,-, 2.44%
47039,32.31%, 64.79%,-, 0.03%, 2.71%
47041,23.22%, 60.66%,-, 1.90%,-
47043,15.92%, 56.55%,-,-, 2.82%
47045,55.91%, 75.94%,-, 0.01%, 4.02%
47047,21.91%, 59.75%,-,-, 2.42%
47049,52.19%, 75.50%,-, 1.19%,-
47051,17.24%, 57.51%,-,-, 2.22%
47053,45.03%, 71.05%,-, 0.01%, 2.93%
47055,20.57%, 57.69%,-, 0.02%, 5.17%
47057,54.24%, 76.54%,-, 1.16%,-
47059,55.14%, 76.89%,-, 1.36%,-
47061,14.34%, 54.49%,-,-, 5.35%
47063,54.34%, 76.39%,-, 1.57%,-
47065,45.67%, 70.62%,-,-, 4.43%
47067,63.91%, 81.59%,-, 0.72%,-
47069,36.72%, 66.00%,-, 1.27%, 3.46%
47071,55.45%, 76.29%,-,-, 2.88%
47073,48.10%, 72.31%,-, 0.03%, 3.46%
47075,22.03%, 59.45%,-,-, 3.12%
47077,57.74%, 77.64%,-,-, 2.46%
47079,25.21%, 60.61%,-, 0.03%, 3.97%
47081,15.87%, 56.06%,-,-, 3.75%
47083,4.06%, 46.38%,-,-, 3.19%
47085,6.69%, 52.17%,-,-, 2.35%
47087,6.20%, 45.98%,-, 1.83%,-
47089,61.88%, 80.26%,-, 1.35%,-
47091,75.42%, 87.08%,-, 1.27%,-
47093,44.95%, 71.56%,-, 1.84%,-
47095,34.99%, 65.69%,-, 0.06%, 3.55%
47097,32.69%, 64.40%,-,-, 3.89%
47099,38.11%, 67.90%,-, 0.01%, 2.31%
47101,3.65%, 46.98%,-,-, 2.40%
47103,26.49%, 61.84%,-,-, 2.80%
47105,52.63%, 75.12%,-,-, 2.38%
47107,43.58%, 70.56%,-,-, 2.46%
47109,48.54%, 73.23%,-,-, 2.07%
47111,54.14%, 75.67%,-, 0.07%, 2.74%
47113,48.01%, 72.31%,-, 0.28%, 3.11%
47115,30.52%, 63.56%,-,-, 3.41%
47117,24.37%, 59.23%,-, 0.07%, 5.85%
47119,36.95%, 66.28%,-, 0.04%, 4.34%
47121,31.38%, 64.34%,-,-, 2.69%
47123,32.28%, 65.52%,-, 1.24%,-
47125,15.45%, 56.40%,-, 0.04%, 2.61%
47127,25.30%, 61.04%,-,-, 3.21%
47129,39.08%, 68.35%,-,-, 2.38%
47131,43.15%, 70.36%,-,-, 2.43%
47133,10.41%, 54.17%,-,-, 2.06%
47135,1.98%, 48.10%,-, 1.82%,-
47137,45.28%, 72.23%,-, 0.83%,-
47139,22.64%, 60.58%,-, 1.48%,-
47141,23.00%, 60.39%,-,-, 2.23%
47143,47.74%, 72.50%,-,-, 2.74%
47145,42.57%, 70.10%,-,-, 2.37%
47147,16.08%, 56.43%,-,-, 3.23%
47149,31.02%, 64.12%,-, 0.01%, 2.77%
47151,59.85%, 79.24%,-, 1.37%,-
47153,33.28%, 64.58%,-,-, 4.13%
47155,74.60%, 86.38%,-, 1.85%,-
47157,32.61%, 65.32%,-, 1.97%,-
47159,17.31%, 56.84%,-,-, 3.64%
47161,15.92%, 40.83%,-,-, 2.43%
47163,45.66%, 71.64%,-, 0.24%, 2.14%
47165,35.79%, 66.11%,-, 0.02%, 3.55%
47167,47.61%, 71.52%,-, 0.01%, 4.56%
47169,10.08%, 53.90%,-,-, 2.28%
47171,64.10%, 81.35%,-, 1.41%,-
47173,53.70%, 76.26%,-, 1.19%,-
47175,25.95%, 61.61%,-,-, 2.74%
47177,24.55%, 60.49%,-, 0.02%, 3.56%
47179,52.01%, 74.79%,-, 0.02%, 2.40%
47181,61.26%, 79.79%,-, 1.68%,-
47183,46.65%, 71.48%,-,-, 3.70%
47185,23.07%, 60.42%,-,-, 2.23%
47187,46.76%, 71.53%,-,-, 3.71%
47189,34.38%, 65.77%,-, 0.02%, 2.81%
48001,44.55%, 72.24%,-, 0.07%,-
48003,58.55%, 79.00%,-, 0.54%,-
48005,39.08%, 69.04%,-, 1.00%,-
48007,41.28%, 70.48%,-, 0.31%,-
48009,40.06%, 69.42%,-, 1.21%,-
48011,62.15%, 80.76%,-, 0.63%,-
48013,30.65%, 65.28%,-, 0.08%,-
48015,49.13%, 74.24%,-, 0.65%,-
48017,59.52%, 79.70%,-, 0.13%,-
48019,60.29%, 79.50%,-, 1.28%,-
48021,23.77%, 61.82%,-, 0.14%,-
48023,33.09%, 66.52%,-, 0.06%,-
48025,29.19%, 64.42%,-, 0.34%,-
48027,43.74%, 71.79%,-, 0.16%,-
48029,19.94%, 59.76%,-, 0.42%,-
48031,44.54%, 71.68%,-, 1.18%,-
48033,54.04%, 76.21%,-, 1.62%,-
48035,48.62%, 74.12%,-, 0.38%,-
48037,47.44%, 73.55%,-, 0.33%,-
48039,29.89%, 64.89%,-, 0.11%,-
48041,42.65%, 71.03%,-, 0.58%,-
48043,25.35%, 62.31%,-, 0.74%,-
48045,29.30%, 64.20%,-, 0.90%,-
48047,19.42%, 40.17%,-, 0.25%,-
48049,46.39%, 72.76%,-, 0.87%,-
48051,12.83%, 56.38%,-, 0.06%,-
48053,47.16%, 73.34%,-, 0.49%,-
48055,23.20%, 61.45%,-, 0.29%,-
48057,30.15%, 64.93%,-, 0.29%,-
48059,53.01%, 75.64%,-, 1.74%,-
48061,21.80%, 60.69%,-, 0.42%,-
48063,21.13%, 60.55%,-, 0.04%,-
48065,53.00%, 75.75%,-, 1.50%,-
48067,45.58%, 72.76%,-, 0.05%,-
48069,38.11%, 68.75%,-, 0.61%,-
48071,32.87%, 66.35%,-, 0.17%,-
48073,39.53%, 69.29%,-, 0.94%,-
48075,40.15%, 69.81%,-, 0.53%,-
48077,29.54%, 64.28%,-, 0.98%,-
48079,44.99%, 72.01%,-, 0.98%,-
48081,35.54%, 67.11%,-, 1.32%,-
48083,53.50%, 76.67%,-, 0.16%,-
48085,56.92%, 78.04%,-, 0.83%,-
48087,42.78%, 71.39%,-,-,-
48089,39.72%, 69.66%,-, 0.40%,-
48091,57.23%, 78.36%,-, 0.51%,-
48093,37.51%, 68.31%,-, 0.89%,-
48095,33.90%, 66.95%,-,-,-
48097,57.19%, 78.28%,-, 0.63%,-
48099,60.35%, 79.75%,-, 0.85%,-
48101,0.62%, 49.69%,-,-,-
48103,50.85%, 73.78%,-, 0.59%, 2.69%
48105,44.24%, 72.12%,-,-,-
48107,18.97%, 59.15%,-, 0.67%,-
48109,39.48%, 69.12%,-, 1.25%,-
48111,57.95%, 78.02%,-, 1.90%,-
48113,39.98%, 69.53%,-, 0.92%,-
48115,58.63%, 79.29%,-, 0.05%,-
48117,48.91%, 73.67%,-, 1.58%,-
48119,24.32%, 61.90%,-, 0.52%,-
48121,32.57%, 66.18%,-, 0.21%,-
48123,46.59%, 72.96%,-, 0.68%,-
48125,13.98%, 56.87%,-, 0.24%,-
48127,4.16%, 51.81%,-, 0.53%,-
48129,55.60%, 77.74%,-, 0.13%,-
48131,71.37%, 14.32%,-,-,-
48133,43.11%, 71.50%,-, 0.12%,-
48135,59.11%, 79.32%,-, 0.46%,-
48137,64.83%, 82.02%,-, 0.79%,-
48139,39.13%, 69.53%,-, 0.06%,-
48141,21.12%, 60.15%,-, 0.81%,-
48143,48.64%, 74.26%,-, 0.12%,-
48145,24.54%, 62.12%,-, 0.31%,-
48147,24.77%, 61.90%,-, 0.97%,-
48149,46.91%, 73.37%,-, 0.17%,-
48151,12.76%, 56.22%,-, 0.33%,-
48153,44.34%, 72.17%,-,-,-
48155,8.32%, 53.87%,-, 0.58%,-
48157,39.33%, 69.42%,-, 0.48%,-
48159,31.92%, 65.90%,-, 0.12%,-
48161,31.38%, 65.61%,-, 0.16%,-
48163,9.00%, 54.23%,-, 0.54%,-
48165,47.77%, 73.26%,-, 1.26%,-
48167,15.56%, 57.49%,-, 0.58%,-
48169,44.22%, 72.11%,-,-,-
48171,72.75%, 85.67%,-, 1.42%,-
48173,57.72%, 78.05%,-, 1.63%,-
48175,37.33%, 68.60%,-, 0.13%,-
48177,39.81%, 69.84%,-, 0.13%,-
48179,69.90%, 84.37%,-, 1.15%,-
48181,41.36%, 70.65%,-, 0.05%,-
48183,56.78%, 77.49%,-, 1.80%,-
48185,33.38%, 66.44%,-, 0.50%,-
48187,41.74%, 70.84%,-, 0.06%,-
48189,53.01%, 76.04%,-, 0.94%,-
48191,35.99%, 67.37%,-, 1.24%,-
48193,47.61%, 73.79%,-, 0.04%,-
48195,79.68%, 88.90%,-, 1.87%,-
48197,37.39%, 68.29%,-, 0.81%,-
48199,27.44%, 63.63%,-, 0.18%,-
48201,25.62%, 62.56%,-, 0.50%,-
48203,37.46%, 68.28%,-, 0.90%,-
48205,62.71%, 80.17%,-, 2.37%,-
48207,29.47%, 64.74%,-,-,-
48209,14.06%, 56.79%,-, 0.47%,-
48211,62.92%, 81.42%,-, 0.09%,-
48213,39.08%, 69.49%,-, 0.10%,-
48215,10.97%, 55.23%,-, 0.51%,-
48217,40.74%, 70.25%,-, 0.25%,-
48219,42.65%, 70.84%,-, 0.97%,-
48221,29.30%, 64.32%,-, 0.66%,-
48223,38.88%, 69.20%,-, 0.48%,-
48225,28.40%, 63.95%,-, 0.50%,-
48227,45.92%, 72.85%,-, 0.23%,-
48229,29.85%, 64.24%,-, 1.38%,-
48231,44.41%, 72.02%,-, 0.37%,-
48233,65.85%, 81.25%,-, 0.12%, 3.22%
48235,52.83%, 76.10%,-, 0.63%,-
48237,37.65%, 68.57%,-, 0.52%,-
48239,40.21%, 69.81%,-, 0.59%,-
48241,24.97%, 62.46%,-, 0.05%,-
48243,30.25%, 64.20%,-, 1.85%,-
48245,20.98%, 60.42%,-, 0.14%,-
48247,5.13%, 47.28%,-, 0.31%,-
48249,9.06%, 54.48%,-, 0.11%,-
48251,42.97%, 71.04%,-, 0.89%,-
48253,50.48%, 75.11%,-, 0.26%,-
48255,19.40%, 59.60%,-, 0.20%,-
48257,29.16%, 64.51%,-, 0.14%,-
48259,69.02%, 84.23%,-, 0.57%,-
48261,16.90%, 58.22%,-, 0.47%,-
48263,35.17%, 67.59%,-,-,-
48265,58.35%, 77.82%,-, 0.50%, 2.20%
48267,56.72%, 78.12%,-, 0.48%,-
48269,31.05%, 65.30%,-, 0.46%,-
48271,28.94%, 64.39%,-, 0.15%,-
48273,8.48%, 54.19%,-, 0.10%,-
48275,28.33%, 63.78%,-, 0.78%,-
48277,45.73%, 72.62%,-, 0.48%,-
48279,49.03%, 74.19%,-, 0.65%,-
48281,53.00%, 76.33%,-, 0.34%,-
48283,30.70%, 65.11%,-, 0.49%,-
48285,39.38%, 69.65%,-, 0.08%,-
48287,34.01%, 66.70%,-, 0.60%,-
48289,32.55%, 66.16%,-, 0.23%,-
48291,29.69%, 64.79%,-, 0.11%,-
48293,33.85%, 66.67%,-, 0.50%,-
48295,76.43%, 87.57%,-, 1.29%,-
48297,48.11%, 73.97%,-, 0.17%,-
48299,47.50%, 73.53%,-, 0.44%,-
48301,77.42%, 88.71%,-,-,-
48303,47.58%, 73.47%,-, 0.64%,-
48305,43.26%, 71.47%,-, 0.32%,-
48307,40.24%, 70.06%,-, 0.12%,-
48309,35.22%, 67.45%,-, 0.33%,-
48311,54.55%, 76.77%,-, 1.01%,-
48313,46.60%, 73.30%,-,-,-
48315,20.57%, 60.22%,-, 0.14%,-
48317,52.13%, 75.22%,-, 1.69%,-
48319,48.89%, 73.71%,-, 1.48%,-
48321,33.76%, 66.75%,-, 0.25%,-
48323,7.29%, 46.20%,-, 0.31%,-
48325,45.18%, 71.85%,-, 1.47%,-
48327,40.28%, 69.92%,-, 0.43%,-
48329,61.12%, 79.60%,-, 1.92%,-
48331,24.39%, 62.14%,-, 0.10%,-
48333,47.27%, 73.43%,-, 0.40%,-
48335,43.78%, 71.83%,-, 0.12%,-
48337,45.66%, 72.63%,-, 0.40%,-
48339,55.07%, 77.48%,-, 0.11%,-
48341,60.75%, 79.77%,-, 1.21%,-
48343,39.56%, 69.47%,-, 0.62%,-
48345,47.13%, 72.52%,-, 2.10%,-
48347,41.01%, 70.41%,-, 0.19%,-
48349,30.02%, 64.91%,-, 0.19%,-
48351,8.60%, 53.98%,-, 0.64%,-
48353,46.14%, 73.03%,-, 0.08%,-
48355,11.17%, 55.39%,-, 0.39%,-
48357,80.04%, 89.35%,-, 1.34%,-
48359,57.13%, 77.17%,-, 0.70%, 2.09%
48361,29.60%, 64.63%,-, 0.35%,-
48363,39.70%, 69.79%,-, 0.11%,-
48365,47.97%, 73.74%,-, 0.49%,-
48367,38.34%, 69.11%,-, 0.13%,-
48369,64.08%, 81.62%,-, 0.85%,-
48371,47.51%, 73.10%,-, 1.30%,-
48373,26.68%, 63.13%,-, 0.41%,-
48375,49.84%, 74.56%,-, 0.71%,-
48377,7.59%, 53.69%,-, 0.21%,-
48379,23.72%, 61.61%,-, 0.50%,-
48381,67.59%, 83.13%,-, 1.33%,-
48383,48.06%, 73.61%,-, 0.84%,-
48385,51.87%, 75.23%,-, 1.40%,-
48387,39.13%, 69.54%,-, 0.04%,-
48389,23.26%, 61.57%,-, 0.13%,-
48391,29.23%, 64.57%,-, 0.10%,-
48393,72.00%, 84.91%,-,-, 2.18%
48395,0.03%, 50.01%,-,-,-
48397,50.83%, 75.06%,-, 0.71%,-
48399,57.66%, 78.83%,-,-,-
48401,47.98%, 73.87%,-, 0.23%,-
48403,17.47%, 58.64%,-, 0.18%,-
48405,33.29%, 66.49%,-, 0.31%,-
48407,11.89%, 55.81%,-, 0.26%,-
48409,16.65%, 57.42%,-, 1.81%,-
48411,32.06%, 65.79%,-, 0.48%,-
48413,43.13%, 71.51%,-, 0.11%,-
48415,50.57%, 74.79%,-, 0.99%,-
48417,46.46%, 73.07%,-, 0.32%,-
48419,41.04%, 70.45%,-, 0.13%,-
48421,70.03%, 84.34%,-, 1.35%,-
48423,49.11%, 74.37%,-, 0.36%,-
48425,42.45%, 71.23%,-,-,-
48427,16.30%, 41.82%,-, 0.07%,-
48429,53.70%, 76.73%,-, 0.24%,-
48431,50.13%, 74.67%,-, 0.78%,-
48433,24.93%, 61.58%,-, 1.77%,-
48435,48.07%, 73.67%,-, 0.73%,-
48437,15.70%, 57.34%,-, 1.02%,-
48439,37.27%, 68.55%,-, 0.16%,-
48441,57.06%, 78.02%,-, 1.01%,-
48443,58.04%, 79.02%,-,-,-
48445,46.73%, 72.96%,-, 0.81%,-
48447,23.94%, 61.81%,-, 0.33%,-
48449,36.49%, 68.07%,-, 0.35%,-
48451,44.18%, 71.87%,-, 0.43%,-
48453,13.09%, 56.30%,-, 0.49%,-
48455,27.93%, 63.92%,-, 0.09%,-
48457,38.09%, 68.88%,-, 0.33%,-
48459,43.13%, 71.50%,-, 0.14%,-
48461,63.57%, 81.07%,-, 1.44%,-
48463,45.90%, 72.89%,-, 0.11%,-
48465,32.71%, 66.17%,-, 0.38%,-
48467,42.75%, 71.33%,-, 0.09%,-
48469,45.30%, 72.56%,-, 0.17%,-
48471,26.64%, 63.20%,-, 0.24%,-
48473,18.89%, 58.95%,-, 0.99%,-
48475,43.20%, 70.86%,-, 1.48%,-
48477,48.85%, 74.30%,-, 0.25%,-
48479,16.77%, 41.58%,-, 0.08%,-
48481,28.59%, 64.27%,-, 0.05%,-
48483,55.73%, 77.87%,-,-,-
48485,38.84%, 68.69%,-, 1.46%,-
48487,45.23%, 70.44%,-, 0.51%, 3.85%
48489,25.01%, 62.12%,-, 0.78%,-
48491,29.37%, 64.40%,-, 0.58%,-
48493,17.51%, 58.68%,-, 0.14%,-
48495,60.26%, 79.71%,-, 0.84%,-
48497,41.44%, 70.43%,-, 0.58%,-
48499,43.62%, 71.28%,-, 1.05%,-
48501,61.20%, 79.90%,-, 1.39%,-
48503,38.57%, 69.28%,-, 0.02%,-
48505,4.99%, 47.51%,-,-,-
48507,6.83%, 52.96%,-, 0.90%,-
49001,31.66%, 64.88%,-, 1.90%,-
49003,60.54%, 77.22%,-,-, 6.10%
49005,58.16%, 76.83%,-,-, 4.50%
49007,8.35%, 53.19%,-, 1.98%,-
49009,55.00%, 72.86%,-,-, 9.29%
49011,53.17%, 72.61%,-,-, 7.95%
49013,50.18%, 70.49%,-,-, 9.20%
49015,35.18%, 65.33%,-,-, 4.51%
49017,65.38%, 80.47%,-,-, 4.43%
49019,50.16%, 72.15%,-,-, 5.85%
49021,59.97%, 76.49%,-,-, 6.99%
49023,38.62%, 67.06%,-,-, 4.49%
49025,63.82%, 78.82%,-,-, 6.19%
49027,50.12%, 70.48%,-,-, 9.15%
49029,53.68%, 71.51%,-,-, 10.66%
49031,61.86%, 78.77%,-,-, 4.31%
49033,63.77%, 79.58%,-,-, 4.61%
49035,30.32%, 62.99%,-,-, 4.35%
49037,43.85%, 68.27%,-,-, 7.32%
49039,49.10%, 70.68%,-,-, 7.73%
49041,56.79%, 72.96%,-,-, 10.87%
49043,43.48%, 69.95%,-,-, 3.58%
49045,35.34%, 66.02%,-,-, 3.31%
49047,68.10%, 80.30%,-,-, 7.50%
49049,52.73%, 70.94%,-,-, 10.85%
49051,46.43%, 70.21%,-,-, 6.01%
49053,63.34%, 77.69%,-,-, 7.96%
49055,49.76%, 71.75%,-,-, 6.25%
49057,42.02%, 68.23%,-,-, 5.56%
50001,32.70%, 65.99%,-, 0.72%,-
50003,21.99%, 60.56%,-, 0.86%,-
50005,36.91%, 68.04%,-, 0.84%,-
50007,17.38%, 58.09%,-, 1.20%,-
50009,37.25%, 68.29%,-, 0.66%,-
50011,34.90%, 67.21%,-, 0.48%,-
50013,25.57%, 62.39%,-, 0.79%,-
50015,42.21%, 70.16%,-, 1.89%,-
50017,39.21%, 69.12%,-, 0.97%,-
50019,27.22%, 63.21%,-, 0.81%,-
50021,26.07%, 62.68%,-, 0.70%,-
50023,23.92%, 61.58%,-, 0.75%,-
50025,20.77%, 60.01%,-, 0.75%,-
50027,27.81%, 63.59%,-, 0.62%,-
51001,45.31%, 71.97%,-, 1.37%,-
51003,32.00%, 65.22%,-, 1.55%,-
51005,39.56%, 67.47%,-, 0.18%, 4.44%
51007,33.51%, 64.99%,-, 1.17%, 2.35%
51009,51.17%, 73.94%,-, 1.05%, 2.23%
51011,59.02%, 78.20%,-, 2.61%,-
51013,20.38%, 59.36%,-, 1.66%,-
51015,65.65%, 81.44%,-, 2.76%,-
51017,40.65%, 68.89%,-, 0.24%, 2.63%
51019,52.58%, 73.43%,-, 0.75%, 4.97%
51021,43.10%, 70.64%,-, 1.83%,-
51023,41.73%, 69.44%,-, 0.64%, 2.21%
51025,17.84%, 58.17%,-, 1.50%,-
51027,14.44%, 56.13%,-, 2.19%,-
51029,27.48%, 62.86%,-, 1.76%,-
51031,67.96%, 82.48%,-, 0.97%, 2.03%
51033,6.88%, 52.80%,-, 1.29%,-
51035,52.43%, 75.08%,-, 2.28%,-
51036,37.00%, 30.84%,-, 1.33%,-
51037,34.92%, 66.22%,-, 2.49%,-
51041,72.17%, 85.24%,-, 1.70%,-
51043,41.91%, 69.13%,-, 1.10%, 2.55%
51045,28.61%, 63.44%,-, 1.72%,-
51047,46.96%, 72.80%,-, 1.36%,-
51049,16.93%, 57.75%,-, 1.43%,-
51051,14.27%, 56.22%,-, 1.83%,-
51053,26.64%, 62.47%,-, 1.70%,-
51057,28.46%, 62.58%,-, 3.29%,-
51059,33.85%, 66.26%,-, 1.34%,-
51061,38.05%, 67.71%,-, 2.62%,-
51063,54.06%, 76.11%,-, 1.84%,-
51065,37.48%, 67.29%,-, 2.90%,-
51067,33.77%, 65.74%,-, 0.25%, 2.04%
51069,52.71%, 75.18%,-, 2.35%,-
51071,31.58%, 64.34%,-, 2.91%,-
51073,46.41%, 71.92%,-, 2.57%,-
51075,25.03%, 60.98%,-, 3.07%,-
51077,37.14%, 67.48%,-, 2.18%,-
51079,57.64%, 78.24%,-, 1.17%,-
51081,14.33%, 56.05%,-, 2.23%,-
51083,38.76%, 68.71%,-, 1.33%,-
51085,65.10%, 81.20%,-, 2.69%,-
51087,71.27%, 84.87%,-, 1.53%,-
51089,29.22%, 62.84%,-, 1.41%,-
51091,56.97%, 77.63%,-, 1.71%,-
51093,20.84%, 59.27%,-, 2.30%,-
51095,25.36%, 61.97%,-, 1.42%,-
51097,18.34%, 58.30%,-, 1.75%,-
51099,42.53%, 70.05%,-, 2.43%,-
51101,39.17%, 69.14%,-, 0.90%,-
51103,44.70%, 71.64%,-, 1.42%,-
51105,26.83%, 62.39%,-, 2.05%,-
51107,40.39%, 69.46%,-, 1.47%,-
51109,30.14%, 63.55%,-, 3.05%,-
51111,39.84%, 69.14%,-, 1.57%,-
51113,48.25%, 73.41%,-, 1.42%,-
51115,48.01%, 72.45%,-, 3.11%,-
51117,38.43%, 68.55%,-, 1.33%,-
51119,39.73%, 69.29%,-, 1.14%,-
51121,42.69%, 70.56%,-, 1.57%,-
51125,37.32%, 67.22%,-, 0.31%, 2.57%
51127,36.32%, 67.52%,-, 1.28%,-
51131,34.45%, 66.45%,-, 1.54%,-
51133,44.44%, 71.58%,-, 1.29%,-
51135,38.26%, 68.22%,-, 1.83%,-
51137,44.61%, 71.28%,-, 2.04%,-
51139,45.84%, 72.34%,-, 1.15%,-
51141,49.94%, 73.35%,-, 0.75%, 2.49%
51143,45.88%, 72.34%,-, 1.19%,-
51145,35.70%, 66.43%,-, 0.57%, 2.28%
51147,33.28%, 65.96%,-, 1.36%,-
51149,37.19%, 67.71%,-, 1.77%,-
51153,46.20%, 72.26%,-, 1.68%,-
51155,45.52%, 72.01%,-, 1.49%,-
51157,37.75%, 68.20%,-, 1.36%,-
51159,56.00%, 77.55%,-, 0.89%,-
