id,margin,nixon,kennedy,other,hex_color
32021,26.66%, 36.67%, 63.33%,0.0%,5d00a1
32023,13.10%, 43.45%, 56.55%,0.0%,6e0090
32027,4.99%, 47.51%, 52.49%,0.0%,790085
32029,9.73%, 54.86%, 45.14%,0.0%,8b0073
32031,10.42%, 55.21%, 44.79%,0.0%,8c0072
32033,27.22%, 36.39%, 63.61%,0.0%,5c00a2
32510,20.53%, 60.27%, 39.73%,0.0%,990065
33001,23.85%, 61.92%, 38.08%,0.0%,9d0061
33003,59.21%, 79.61%, 20.39%,0.0%,cb0033
33005,14.44%, 57.22%, 42.78%,0.0%,91006d
33007,14.56%, 42.72%, 57.28%,0.0%,6c0092
33009,29.78%, 64.89%, 35.11%,0.0%,a50059
33011,15.13%, 42.43%, 57.57%,0.0%,6c0092
33013,21.14%, 60.57%, 39.43%,0.0%,9a0064
33015,24.32%, 62.16%, 37.84%,0.0%,9e0060
33017,2.86%, 48.57%, 51.43%,0.0%,7b0083
33019,4.69%, 52.34%, 47.66%,0.0%,850079
34001,3.94%, 50.88%, 46.94%,2.180000000000007%,810577
34003,18.02%, 58.92%, 40.90%,0.18000000000000682%,960068
34005,3.42%, 51.65%, 48.22%,0.12999999999999545%,83007a
34007,9.66%, 45.07%, 54.73%,0.20000000000000284%,72008b
34009,22.65%, 61.31%, 38.66%,0.030000000000001137%,9c0062
34011,4.30%, 47.81%, 52.12%,0.06999999999999318%,790084
34013,12.71%, 42.64%, 55.35%,2.009999999999991%,6c058d
34015,4.37%, 52.16%, 47.79%,0.05000000000001137%,850079
34017,20.87%, 39.13%, 59.99%,0.8799999999999955%,630298
34019,28.22%, 64.06%, 35.84%,0.09999999999999432%,a3005b
34021,22.46%, 38.69%, 61.16%,0.15000000000000568%,62009b
34023,16.57%, 41.60%, 58.18%,0.21999999999999886%,6a0094
34025,13.15%, 56.49%, 43.34%,0.1699999999999875%,90006e
34027,27.43%, 63.66%, 36.22%,0.12000000000000455%,a2005c
34029,21.81%, 60.56%, 38.75%,0.6899999999999977%,9a0162
34031,5.63%, 45.07%, 50.70%,4.22999999999999%,720a81
34033,6.76%, 53.34%, 46.58%,0.0799999999999983%,880076
34035,11.89%, 55.81%, 43.92%,0.269999999999996%,8e006f
34037,38.46%, 69.21%, 30.75%,0.04000000000000625%,b0004e
34039,1.32%, 50.29%, 48.97%,0.7400000000000091%,80017c
34041,14.78%, 57.36%, 42.58%,0.060000000000002274%,92006c
35001,4.53%, 52.06%, 47.53%,0.4099999999999966%,840179
35003,7.87%, 53.90%, 46.02%,0.0799999999999983%,890075
35005,18.69%, 59.05%, 40.36%,0.5900000000000034%,960166
35006,0%,-,-,0,000000
35007,15.76%, 41.90%, 57.65%,0.45000000000000284%,6a0193
35009,28.34%, 63.83%, 35.49%,0.6800000000000068%,a2015a
35011,8.49%, 54.17%, 45.68%,0.15000000000000568%,8a0074
35013,6.66%, 46.49%, 53.15%,0.35999999999999943%,760087
35015,4.30%, 47.59%, 51.89%,0.519999999999996%,790184
35017,27.81%, 35.93%, 63.74%,0.3299999999999983%,5b00a2
35019,12.24%, 43.82%, 56.07%,0.10999999999999943%,6f008e
35021,21.74%, 60.87%, 39.13%,0.0%,9b0063
35023,8.46%, 45.65%, 54.11%,0.2400000000000091%,740089
35025,1.67%, 48.78%, 50.45%,0.769999999999996%,7c0180
35027,16.64%, 58.29%, 41.65%,0.060000000000002274%,94006a
35028,2.23%, 48.72%, 50.96%,0.3199999999999932%,7c0081
35029,3.78%, 47.88%, 51.66%,0.46000000000000796%,7a0183
35031,13.51%, 43.08%, 56.60%,0.3199999999999932%,6d0090
35033,3.88%, 48.06%, 51.94%,0.0%,7a0084
35035,4.34%, 47.81%, 52.15%,0.03999999999999204%,790084
35037,12.80%, 56.38%, 43.58%,0.03999999999999204%,8f006f
35039,25.42%, 37.28%, 62.69%,0.030000000000001137%,5f009f
35041,39.25%, 69.59%, 30.34%,0.06999999999999318%,b1004d
35043,29.74%, 35.13%, 64.87%,0.0%,5900a5
35045,16.31%, 57.04%, 40.73%,2.230000000000004%,910567
35047,16.10%, 41.92%, 58.02%,0.060000000000002274%,6a0093
35049,16.62%, 41.43%, 58.05%,0.5200000000000102%,690194
35051,21.50%, 60.64%, 39.14%,0.21999999999999886%,9a0063
35053,12.86%, 43.51%, 56.37%,0.12000000000000455%,6e008f
35055,16.16%, 41.87%, 58.03%,0.09999999999999432%,6a0093
35057,8.53%, 53.88%, 45.35%,0.769999999999996%,890173
35059,22.42%, 61.18%, 38.75%,0.06999999999999318%,9c0062
35061,17.65%, 41.16%, 58.81%,0.030000000000001137%,680095
36001,19.76%, 40.08%, 59.84%,0.0799999999999983%,660098
36003,46.35%, 73.16%, 26.81%,0.030000000000001137%,ba0044
36005,36.12%, 31.76%, 67.88%,0.35999999999999943%,5000ad
36007,18.95%, 59.44%, 40.49%,0.06999999999999318%,970067
36009,19.01%, 59.47%, 40.46%,0.06999999999999318%,970067
36011,8.43%, 54.18%, 45.75%,0.06999999999999318%,8a0074
36013,14.68%, 57.30%, 42.62%,0.0800000000000125%,92006c
36015,19.30%, 59.62%, 40.32%,0.060000000000002274%,980066
36017,43.92%, 71.93%, 28.01%,0.05999999999998806%,b70047
36019,10.53%, 44.70%, 55.24%,0.060000000000002274%,71008c
36021,28.97%, 64.44%, 35.46%,0.09999999999999432%,a4005a
36023,35.01%, 67.48%, 32.47%,0.04999999999999716%,ac0052
36025,48.49%, 74.21%, 25.72%,0.07000000000000739%,bd0041
36027,21.40%, 60.67%, 39.26%,0.06999999999999318%,9a0064
36029,13.33%, 43.30%, 56.62%,0.0800000000000125%,6e0090
36031,29.18%, 64.56%, 35.38%,0.060000000000002274%,a4005a
36033,2.90%, 48.48%, 51.38%,0.14000000000000057%,7b0083
36035,16.26%, 58.09%, 41.83%,0.0799999999999983%,94006a
36037,17.46%, 58.70%, 41.23%,0.06999999999999318%,950069
36039,29.68%, 64.84%, 35.16%,0.0%,a50059
36041,46.32%, 73.14%, 26.82%,0.03999999999999204%,ba0044
36043,8.49%, 54.19%, 45.71%,0.09999999999999432%,8a0074
36045,21.16%, 60.55%, 39.39%,0.060000000000002274%,9a0064
36047,32.65%, 33.51%, 66.16%,0.3300000000000125%,5500a8
36049,24.08%, 62.00%, 37.92%,0.0799999999999983%,9e0060
36051,27.58%, 63.77%, 36.19%,0.03999999999999204%,a2005c
36053,31.63%, 65.78%, 34.15%,0.06999999999999318%,a70057
36055,2.43%, 51.19%, 48.76%,0.05000000000001137%,82007c
36057,3.69%, 48.13%, 51.82%,0.04999999999999716%,7a0084
36059,10.36%, 55.12%, 44.76%,0.12000000000000455%,8c0072
36061,31.10%, 34.19%, 65.28%,0.5300000000000011%,5701a6
36063,1.65%, 49.13%, 50.78%,0.09000000000000341%,7d0081
36065,3.13%, 48.39%, 51.53%,0.0799999999999983%,7b0083
36067,8.24%, 54.08%, 45.84%,0.0799999999999983%,890074
36069,23.18%, 61.55%, 38.37%,0.0800000000000125%,9c0061
36071,21.42%, 60.67%, 39.25%,0.0799999999999983%,9a0064
36073,30.44%, 65.20%, 34.76%,0.03999999999999204%,a60058
36075,21.40%, 60.69%, 39.28%,0.030000000000001137%,9a0064
36077,37.57%, 68.73%, 31.16%,0.10999999999999943%,af004f
36079,19.68%, 59.77%, 40.09%,0.13999999999998636%,980066
36081,9.64%, 45.07%, 54.71%,0.21999999999999886%,72008b
36083,5.26%, 52.59%, 47.33%,0.0799999999999983%,860078
36085,13.11%, 56.50%, 43.39%,0.10999999999999943%,90006e
36087,9.82%, 54.81%, 45.00%,0.18999999999999773%,8b0072
36089,14.17%, 57.06%, 42.89%,0.04999999999999716%,91006d
36091,15.85%, 57.88%, 42.03%,0.09000000000000341%,93006b
36093,4.11%, 52.01%, 47.90%,0.09000000000000341%,84007a
36095,27.51%, 63.69%, 36.18%,0.12999999999999545%,a2005c
36097,38.34%, 69.10%, 30.76%,0.14000000000000057%,b0004e
36099,21.12%, 60.55%, 39.44%,0.010000000000005116%,9a0064
36101,36.14%, 68.06%, 31.91%,0.030000000000001137%,ad0051
36103,18.73%, 59.32%, 40.59%,0.09000000000000341%,970067
36105,8.93%, 54.37%, 45.44%,0.18999999999999773%,8a0073
36107,44.27%, 72.12%, 27.85%,0.030000000000001137%,b70047
36109,32.65%, 66.30%, 33.65%,0.05000000000001137%,a90055
36111,22.52%, 61.20%, 38.68%,0.12000000000000455%,9c0062
36113,32.62%, 66.27%, 33.65%,0.0800000000000125%,a80055
36115,29.00%, 64.49%, 35.48%,0.030000000000001137%,a4005a
36117,38.39%, 69.18%, 30.79%,0.030000000000001137%,b0004e
36119,13.40%, 56.61%, 43.21%,0.18000000000000682%,90006e
36121,32.41%, 66.19%, 33.78%,0.030000000000001137%,a80056
36123,48.16%, 74.04%, 25.88%,0.0799999999999983%,bc0041
37001,4.29%, 52.14%, 47.86%,0.0%,84007a
37003,2.69%, 51.35%, 48.65%,0.0%,82007c
37005,3.49%, 48.26%, 51.74%,0.0%,7b0083
37007,44.13%, 27.93%, 72.07%,0.0%,4700b7
37009,3.72%, 51.86%, 48.14%,0.0%,84007a
37011,59.91%, 79.95%, 20.05%,0.0%,cb0033
37013,38.30%, 30.85%, 69.15%,0.0%,4e00b0
37015,72.90%, 13.55%, 86.45%,0.0%,2200dc
37017,40.26%, 29.87%, 70.13%,0.0%,4c00b2
37019,19.25%, 40.37%, 59.63%,0.0%,660098
37021,9.23%, 54.61%, 45.39%,0.0%,8b0073
37023,12.69%, 56.34%, 43.66%,0.0%,8f006f
37025,28.73%, 64.36%, 35.64%,0.0%,a4005a
37027,13.96%, 56.98%, 43.02%,0.0%,91006d
37029,50.00%, 25.00%, 75.00%,0.0%,3f00bf
37031,7.90%, 46.05%, 53.95%,0.0%,750089
37033,38.01%, 30.99%, 69.01%,0.0%,4f00af
37035,17.30%, 58.65%, 41.35%,0.0%,950069
37037,4.17%, 47.91%, 52.09%,0.0%,7a0084
37039,14.64%, 57.32%, 42.68%,0.0%,92006c
37041,56.54%, 21.73%, 78.27%,0.0%,3700c7
37043,13.45%, 56.73%, 43.27%,0.0%,90006e
37045,12.17%, 43.92%, 56.08%,0.0%,6f008f
37047,48.19%, 25.90%, 74.10%,0.0%,4200bc
37049,32.09%, 33.95%, 66.05%,0.0%,5600a8
37051,17.94%, 41.03%, 58.97%,0.0%,680096
37053,56.12%, 21.94%, 78.06%,0.0%,3700c7
37055,8.20%, 45.90%, 54.10%,0.0%,750089
37057,17.79%, 58.90%, 41.10%,0.0%,960068
37059,31.92%, 65.96%, 34.04%,0.0%,a80056
37061,42.22%, 28.89%, 71.11%,0.0%,4900b5
37063,14.80%, 42.60%, 57.40%,0.0%,6c0092
37065,55.85%, 22.07%, 77.93%,0.0%,3800c6
37067,16.27%, 58.13%, 41.87%,0.0%,94006a
37069,64.19%, 17.90%, 82.10%,0.0%,2d00d1
37071,2.77%, 51.39%, 48.61%,0.0%,83007b
37073,60.19%, 19.91%, 80.09%,0.0%,3200cc
37075,12.63%, 56.32%, 43.68%,0.0%,8f006f
37077,46.67%, 26.66%, 73.34%,0.0%,4300bb
37079,74.54%, 12.73%, 87.27%,0.0%,2000de
37081,15.13%, 57.57%, 42.43%,0.0%,92006c
37083,58.22%, 20.89%, 79.11%,0.0%,3500c9
37085,19.64%, 40.18%, 59.82%,0.0%,660098
37087,3.24%, 51.62%, 48.38%,0.0%,83007b
37089,40.30%, 70.15%, 29.85%,0.0%,b2004c
37091,59.80%, 20.10%, 79.90%,0.0%,3300cb
37093,55.88%, 22.06%, 77.94%,0.0%,3800c6
37095,40.91%, 29.55%, 70.45%,0.0%,4b00b3
37097,14.78%, 57.39%, 42.61%,0.0%,92006c
37099,1.48%, 50.74%, 49.26%,0.0%,81007d
37101,19.63%, 40.18%, 59.82%,0.0%,660098
37103,53.29%, 23.35%, 76.65%,0.0%,3b00c3
37105,29.16%, 35.42%, 64.58%,0.0%,5a00a4
37107,37.92%, 31.04%, 68.96%,0.0%,4f00af
37109,0.65%, 50.32%, 49.68%,0.0%,80007e
37111,11.41%, 55.70%, 44.30%,0.0%,8e0070
37113,9.32%, 54.66%, 45.34%,0.0%,8b0073
37115,1.38%, 49.31%, 50.69%,0.0%,7d0081
37117,77.54%, 11.23%, 88.77%,0.0%,1c00e2
37119,10.14%, 55.07%, 44.93%,0.0%,8c0072
37121,60.90%, 80.45%, 19.55%,0.0%,cd0031
37123,5.07%, 52.53%, 47.47%,0.0%,850079
37125,2.35%, 51.17%, 48.83%,0.0%,82007c
37127,44.27%, 27.86%, 72.14%,0.0%,4700b7
37129,14.84%, 42.58%, 57.42%,0.0%,6c0092
37131,75.05%, 12.48%, 87.52%,0.0%,1f00df
37133,32.86%, 33.57%, 66.43%,0.0%,5500a9
37135,15.70%, 42.15%, 57.85%,0.0%,6b0093
37137,23.06%, 38.47%, 61.53%,0.0%,62009c
37139,42.52%, 28.74%, 71.26%,0.0%,4900b5
37141,36.59%, 31.71%, 68.29%,0.0%,5000ae
37143,39.25%, 30.38%, 69.62%,0.0%,4d00b1
37145,38.18%, 30.91%, 69.09%,0.0%,4e00b0
37147,56.73%, 21.63%, 78.37%,0.0%,3700c7
37149,1.67%, 50.84%, 49.16%,0.0%,81007d
37151,23.41%, 61.70%, 38.30%,0.0%,9d0061
37153,43.25%, 28.37%, 71.63%,0.0%,4800b6
37155,52.90%, 23.55%, 76.45%,0.0%,3c00c2
37157,8.47%, 45.76%, 54.24%,0.0%,74008a
37159,15.69%, 57.84%, 42.16%,0.0%,93006b
37161,2.50%, 51.25%, 48.75%,0.0%,82007c
37163,1.96%, 49.02%, 50.98%,0.0%,7d0081
37165,48.03%, 25.99%, 74.01%,0.0%,4200bc
37167,14.59%, 57.29%, 42.71%,0.0%,92006c
37169,4.11%, 52.06%, 47.94%,0.0%,84007a
37171,10.15%, 55.08%, 44.92%,0.0%,8c0072
37173,1.38%, 49.31%, 50.69%,0.0%,7d0081
37175,10.95%, 55.47%, 44.53%,0.0%,8d0071
37177,45.25%, 27.37%, 72.63%,0.0%,4500b9
37179,29.44%, 35.28%, 64.72%,0.0%,5900a5
37181,47.78%, 26.11%, 73.89%,0.0%,4200bc
37183,17.12%, 41.44%, 58.56%,0.0%,690095
37185,61.39%, 19.31%, 80.69%,0.0%,3100cd
37187,40.33%, 29.84%, 70.16%,0.0%,4c00b2
37189,18.68%, 59.34%, 40.66%,0.0%,970067
37191,17.87%, 41.07%, 58.93%,0.0%,680096
37193,23.95%, 61.98%, 38.02%,0.0%,9e0060
37195,44.07%, 27.97%, 72.03%,0.0%,4700b7
37197,44.59%, 72.30%, 27.70%,0.0%,b80046
37199,0.39%, 49.80%, 50.20%,0.0%,7e0080
38001,19.38%, 59.69%, 40.31%,0.0%,980066
38003,15.47%, 57.71%, 42.25%,0.03999999999999204%,93006b
38005,1.76%, 50.84%, 49.09%,0.06999999999999318%,81007d
38007,4.17%, 47.92%, 52.08%,0.0%,7a0084
38009,22.06%, 61.00%, 38.94%,0.060000000000002274%,9b0063
38011,10.12%, 54.98%, 44.86%,0.1599999999999966%,8c0072
38013,19.84%, 59.88%, 40.04%,0.0799999999999983%,980066
38015,24.42%, 62.13%, 37.71%,0.1599999999999966%,9e0060
38017,17.79%, 58.89%, 41.11%,0.0%,960068
38019,2.49%, 51.23%, 48.75%,0.020000000000010232%,82007c
38021,25.60%, 62.76%, 37.16%,0.0800000000000125%,a0005e
38023,4.05%, 51.95%, 47.90%,0.15000000000000568%,84007a
38025,5.07%, 52.53%, 47.47%,0.0%,850079
38027,1.54%, 50.73%, 49.19%,0.0800000000000125%,81007d
38029,7.10%, 46.42%, 53.52%,0.060000000000002274%,760088
38031,6.67%, 53.34%, 46.66%,0.0%,880076
38033,10.21%, 55.04%, 44.83%,0.12999999999999545%,8c0072
38035,13.73%, 56.85%, 43.12%,0.030000000000001137%,90006d
38037,30.50%, 65.21%, 34.71%,0.0800000000000125%,a60058
38039,0.04%, 49.90%, 49.94%,0.1599999999999966%,7f007f
38041,11.66%, 55.79%, 44.13%,0.0799999999999983%,8e0070
38043,28.90%, 64.43%, 35.53%,0.03999999999999204%,a4005a
38045,22.89%, 61.39%, 38.51%,0.09999999999999432%,9c0062
38047,28.13%, 64.07%, 35.93%,0.0%,a3005b
38049,9.78%, 54.87%, 45.09%,0.03999999999999204%,8b0072
38051,62.19%, 81.10%, 18.90%,0.0%,ce0030
38053,6.22%, 53.08%, 46.86%,0.060000000000002274%,870077
38055,10.16%, 55.05%, 44.89%,0.060000000000002274%,8c0072
38057,47.89%, 73.94%, 26.06%,0.0%,bc0042
38059,9.42%, 45.28%, 54.70%,0.01999999999999602%,73008b
38061,8.89%, 45.50%, 54.38%,0.12000000000000455%,74008a
38063,4.06%, 52.00%, 47.94%,0.060000000000002274%,84007a
38065,17.45%, 58.68%, 41.24%,0.0799999999999983%,950069
38067,15.28%, 57.62%, 42.34%,0.03999999999999204%,92006b
38069,11.59%, 44.19%, 55.78%,0.030000000000001137%,70008e
38071,12.26%, 56.12%, 43.86%,0.020000000000010232%,8f006f
38073,12.54%, 56.26%, 43.72%,0.020000000000010232%,8f006f
38075,9.19%, 45.38%, 54.57%,0.04999999999999716%,73008b
38077,8.12%, 54.04%, 45.92%,0.03999999999999204%,890075
38079,29.27%, 35.33%, 64.59%,0.0799999999999983%,5a00a4
38081,1.97%, 48.98%, 50.95%,0.06999999999999318%,7c0081
38083,48.28%, 73.98%, 25.69%,0.3299999999999983%,bc0041
38085,9.29%, 45.35%, 54.65%,0.0%,73008b
38087,4.86%, 52.43%, 47.57%,0.0%,850079
38089,13.12%, 43.43%, 56.56%,0.009999999999990905%,6e0090
38091,1.51%, 50.76%, 49.24%,0.0%,81007d
38093,13.69%, 56.78%, 43.09%,0.12999999999999545%,90006d
38095,4.37%, 52.16%, 47.80%,0.04000000000000625%,850079
38097,21.38%, 60.68%, 39.30%,0.020000000000010232%,9a0064
38099,0.34%, 50.16%, 49.82%,0.020000000000010232%,7f007f
38101,9.78%, 54.83%, 45.06%,0.10999999999999943%,8b0072
38103,16.67%, 58.24%, 41.57%,0.18999999999999773%,94006a
38105,2.08%, 48.95%, 51.03%,0.01999999999999602%,7c0082
39001,21.18%, 60.59%, 39.41%,0.0%,9a0064
39003,31.08%, 65.54%, 34.46%,0.0%,a70057
39005,39.40%, 69.70%, 30.30%,0.0%,b1004d
39007,7.82%, 53.91%, 46.09%,0.0%,890075
39009,17.52%, 58.76%, 41.24%,0.0%,950069
39011,28.06%, 64.03%, 35.97%,0.0%,a3005b
39013,13.49%, 43.26%, 56.74%,0.0%,6e0090
39015,11.45%, 55.73%, 44.27%,0.0%,8e0070
39017,17.33%, 58.66%, 41.34%,0.0%,950069
39019,27.20%, 63.60%, 36.40%,0.0%,a2005c
39021,33.44%, 66.72%, 33.28%,0.0%,aa0054
39023,15.33%, 57.67%, 42.33%,0.0%,93006b
39025,23.19%, 61.60%, 38.40%,0.0%,9d0061
39027,30.60%, 65.30%, 34.70%,0.0%,a60058
39029,17.29%, 58.64%, 41.36%,0.0%,950069
39031,29.51%, 64.75%, 35.25%,0.0%,a50059
39033,35.18%, 67.59%, 32.41%,0.0%,ac0052
39035,19.66%, 40.17%, 59.83%,0.0%,660098
39037,29.10%, 64.55%, 35.45%,0.0%,a4005a
39039,26.24%, 63.12%, 36.88%,0.0%,a0005e
39041,36.22%, 68.11%, 31.89%,0.0%,ad0051
39043,15.89%, 57.94%, 42.06%,0.0%,93006b
39045,32.06%, 66.03%, 33.97%,0.0%,a80056
39047,28.22%, 64.11%, 35.89%,0.0%,a3005b
39049,18.75%, 59.37%, 40.63%,0.0%,970067
39051,49.51%, 74.76%, 25.24%,0.0%,be0040
39053,36.97%, 68.49%, 31.51%,0.0%,ae0050
39055,18.89%, 59.44%, 40.56%,0.0%,970067
39057,16.24%, 58.12%, 41.88%,0.0%,94006a
39059,22.83%, 61.41%, 38.59%,0.0%,9c0062
39061,9.00%, 54.50%, 45.50%,0.0%,8a0074
39063,43.53%, 71.76%, 28.24%,0.0%,b60048
39065,28.82%, 64.41%, 35.59%,0.0%,a4005a
39067,17.55%, 58.77%, 41.23%,0.0%,950069
39069,41.45%, 70.73%, 29.27%,0.0%,b4004a
39071,24.53%, 62.26%, 37.74%,0.0%,9e0060
39073,12.93%, 56.47%, 43.53%,0.0%,8f006f
39075,38.83%, 69.41%, 30.59%,0.0%,b0004e
39077,23.88%, 61.94%, 38.06%,0.0%,9d0061
39079,17.93%, 58.96%, 41.04%,0.0%,960068
39081,11.98%, 44.01%, 55.99%,0.0%,70008e
39083,31.88%, 65.94%, 34.06%,0.0%,a80056
39085,2.12%, 48.94%, 51.06%,0.0%,7c0082
39087,20.64%, 60.32%, 39.68%,0.0%,990065
39089,27.90%, 63.95%, 36.05%,0.0%,a3005b
39091,36.36%, 68.18%, 31.82%,0.0%,ad0051
39093,4.98%, 47.51%, 52.49%,0.0%,790085
39095,4.12%, 47.94%, 52.06%,0.0%,7a0084
39097,32.74%, 66.37%, 33.63%,0.0%,a90055
39099,22.54%, 38.73%, 61.27%,0.0%,62009c
39101,22.62%, 61.31%, 38.69%,0.0%,9c0062
39103,24.41%, 62.21%, 37.79%,0.0%,9e0060
39105,33.54%, 66.77%, 33.23%,0.0%,aa0054
39107,0.03%, 50.02%, 49.98%,0.0%,7f007f
39109,30.60%, 65.30%, 34.70%,0.0%,a60058
39111,13.27%, 56.63%, 43.37%,0.0%,90006e
39113,5.42%, 52.71%, 47.29%,0.0%,860078
39115,41.64%, 70.82%, 29.18%,0.0%,b4004a
39117,39.82%, 69.91%, 30.09%,0.0%,b2004c
39119,23.77%, 61.88%, 38.12%,0.0%,9d0061
39121,31.99%, 65.99%, 34.01%,0.0%,a80056
39123,16.68%, 58.34%, 41.66%,0.0%,94006a
39125,27.43%, 63.72%, 36.28%,0.0%,a2005c
39127,19.20%, 59.60%, 40.40%,0.0%,970067
39129,23.25%, 61.63%, 38.37%,0.0%,9d0061
39131,8.16%, 45.92%, 54.08%,0.0%,750089
39133,2.90%, 51.45%, 48.55%,0.0%,83007b
39135,23.37%, 61.69%, 38.31%,0.0%,9d0061
39137,6.18%, 53.09%, 46.91%,0.0%,870077
39139,16.34%, 58.17%, 41.83%,0.0%,94006a
39141,21.80%, 60.90%, 39.10%,0.0%,9b0063
39143,28.13%, 64.06%, 35.94%,0.0%,a3005b
39145,13.34%, 56.67%, 43.33%,0.0%,90006e
39147,22.39%, 61.20%, 38.80%,0.0%,9c0062
39149,12.15%, 56.08%, 43.92%,0.0%,8f006f
39151,10.44%, 55.22%, 44.78%,0.0%,8c0072
39153,0.81%, 49.59%, 50.41%,0.0%,7e0080
39155,7.08%, 46.46%, 53.54%,0.0%,760088
39157,12.40%, 56.20%, 43.80%,0.0%,8f006f
39159,43.11%, 71.55%, 28.45%,0.0%,b60048
39161,31.37%, 65.68%, 34.32%,0.0%,a70057
39163,19.94%, 59.97%, 40.03%,0.0%,980066
39165,29.22%, 64.61%, 35.39%,0.0%,a4005a
39167,28.75%, 64.38%, 35.62%,0.0%,a4005a
39169,38.21%, 69.10%, 30.90%,0.0%,b0004e
39171,43.69%, 71.84%, 28.16%,0.0%,b70047
39173,28.34%, 64.17%, 35.83%,0.0%,a3005b
39175,31.61%, 65.81%, 34.19%,0.0%,a70057
40001,31.52%, 65.76%, 34.24%,0.0%,a70057
40003,51.49%, 75.74%, 24.26%,0.0%,c1003d
40005,3.64%, 51.82%, 48.18%,0.0%,84007a
40007,46.71%, 73.36%, 26.64%,0.0%,bb0043
40009,22.02%, 61.01%, 38.99%,0.0%,9b0063
40011,35.77%, 67.88%, 32.12%,0.0%,ad0051
40013,7.05%, 46.48%, 53.52%,0.0%,760088
40015,7.29%, 53.65%, 46.35%,0.0%,880076
40017,14.73%, 57.37%, 42.63%,0.0%,92006c
40019,14.62%, 42.69%, 57.31%,0.0%,6c0092
40021,14.13%, 57.06%, 42.94%,0.0%,91006d
40023,7.49%, 46.25%, 53.75%,0.0%,750089
40025,30.82%, 65.41%, 34.59%,0.0%,a60058
40027,18.45%, 59.23%, 40.77%,0.0%,970067
40029,10.93%, 44.54%, 55.46%,0.0%,71008d
40031,5.57%, 52.79%, 47.21%,0.0%,860078
40033,0.46%, 49.77%, 50.23%,0.0%,7e0080
40035,14.90%, 57.45%, 42.55%,0.0%,92006c
40037,17.21%, 58.61%, 41.39%,0.0%,950069
40039,29.60%, 64.80%, 35.20%,0.0%,a50059
40041,22.92%, 61.46%, 38.54%,0.0%,9c0062
40043,32.31%, 66.16%, 33.84%,0.0%,a80056
40045,49.25%, 74.62%, 25.38%,0.0%,be0040
40047,38.61%, 69.30%, 30.70%,0.0%,b0004e
40049,3.33%, 51.66%, 48.34%,0.0%,83007b
40051,4.11%, 52.06%, 47.94%,0.0%,84007a
40053,23.98%, 61.99%, 38.01%,0.0%,9e0060
40055,11.93%, 55.96%, 44.04%,0.0%,8e0070
40057,5.11%, 47.44%, 52.56%,0.0%,780086
40059,46.88%, 73.44%, 26.56%,0.0%,bb0043
40061,4.09%, 52.04%, 47.96%,0.0%,84007a
40063,0.97%, 50.49%, 49.51%,0.0%,80007e
40065,5.41%, 47.30%, 52.70%,0.0%,780086
40067,18.31%, 40.85%, 59.15%,0.0%,680096
40069,11.68%, 44.16%, 55.84%,0.0%,70008e
40071,29.51%, 64.76%, 35.24%,0.0%,a50059
40073,31.57%, 65.78%, 34.22%,0.0%,a70057
40075,14.25%, 57.13%, 42.87%,0.0%,91006d
40077,2.68%, 48.66%, 51.34%,0.0%,7c0082
40079,4.51%, 52.26%, 47.74%,0.0%,850079
40081,25.88%, 62.94%, 37.06%,0.0%,a0005e
40083,28.98%, 64.49%, 35.51%,0.0%,a4005a
40085,21.52%, 39.24%, 60.76%,0.0%,64009a
40087,3.71%, 51.85%, 48.15%,0.0%,84007a
40089,8.24%, 45.88%, 54.12%,0.0%,74008a
40091,0.82%, 50.41%, 49.59%,0.0%,80007e
40093,60.31%, 80.16%, 19.84%,0.0%,cc0032
40095,15.01%, 42.50%, 57.50%,0.0%,6c0092
40097,16.52%, 58.26%, 41.74%,0.0%,94006a
40099,3.30%, 48.35%, 51.65%,0.0%,7b0083
40101,5.62%, 52.81%, 47.19%,0.0%,860078
40103,25.22%, 62.61%, 37.39%,0.0%,9f005f
40105,17.30%, 58.65%, 41.35%,0.0%,950069
40107,12.10%, 56.05%, 43.95%,0.0%,8e0070
40109,22.87%, 61.44%, 38.56%,0.0%,9c0062
40111,1.08%, 49.46%, 50.54%,0.0%,7e0080
40113,12.83%, 56.41%, 43.59%,0.0%,8f006f
40115,6.67%, 53.33%, 46.67%,0.0%,870077
40117,31.59%, 65.80%, 34.20%,0.0%,a70057
40119,27.17%, 63.59%, 36.41%,0.0%,a2005c
40121,11.23%, 44.39%, 55.61%,0.0%,71008d
40123,11.50%, 55.75%, 44.25%,0.0%,8e0070
40125,7.74%, 53.87%, 46.13%,0.0%,890075
40127,2.92%, 51.46%, 48.54%,0.0%,83007b
40129,28.79%, 64.39%, 35.61%,0.0%,a4005a
40131,26.17%, 63.08%, 36.92%,0.0%,a0005e
40133,12.80%, 56.40%, 43.60%,0.0%,8f006f
40135,13.52%, 56.76%, 43.24%,0.0%,90006e
40137,7.91%, 53.95%, 46.05%,0.0%,890075
40139,47.16%, 73.58%, 26.42%,0.0%,bb0043
40141,1.07%, 49.46%, 50.54%,0.0%,7e0080
40143,26.06%, 63.03%, 36.97%,0.0%,a0005e
40145,13.75%, 56.87%, 43.13%,0.0%,91006d
40147,42.86%, 71.43%, 28.57%,0.0%,b60048
40149,14.14%, 57.07%, 42.93%,0.0%,91006d
40151,36.24%, 68.12%, 31.88%,0.0%,ad0051
