id,margin,dole,clinton,perot,nader,other,hex_color
47003,9.76%, 41.07%, 50.82%, 7.29%,-,8.11%,681481
47005,26.12%, 32.15%, 58.27%, 8.90%,-,9.579999999999998%,511894
47007,0.14%, 46.04%, 45.89%, 7.11%,-,8.069999999999993%,751475
47009,12.52%, 52.29%, 39.77%, 6.92%,-,7.939999999999998%,851465
47011,23.97%, 58.13%, 34.16%, 6.97%,-,7.710000000000008%,941357
47013,15.19%, 38.59%, 53.77%, 6.90%,-,7.639999999999986%,621389
47015,20.31%, 35.08%, 55.39%, 8.63%,-,9.530000000000001%,59188d
47017,7.17%, 42.70%, 49.87%, 7.08%,-,7.430000000000007%,6c127f
47019,23.64%, 57.65%, 34.01%, 7.56%,-,8.340000000000003%,931556
47021,6.02%, 42.98%, 49.01%, 7.08%,-,8.010000000000005%,6d147c
47023,16.81%, 56.03%, 39.22%, 4.14%,-,4.75%,8e0c64
47025,1.87%, 46.35%, 44.49%, 8.38%,-,9.159999999999997%,761771
47027,15.00%, 36.86%, 51.86%, 10.51%,-,11.280000000000001%,5d1c84
47029,13.29%, 51.56%, 38.27%, 9.18%,-,10.169999999999987%,831961
47031,5.60%, 43.18%, 48.78%, 7.39%,-,8.039999999999992%,6e147c
47033,8.84%, 43.11%, 51.96%, 4.63%,-,4.930000000000007%,6d0c84
47035,8.69%, 49.53%, 40.84%, 8.56%,-,9.629999999999995%,7e1868
47037,16.15%, 39.15%, 55.30%, 4.50%,-,5.550000000000011%,630e8d
47039,13.02%, 40.53%, 53.55%, 5.42%,-,5.920000000000002%,670f88
47041,28.61%, 31.99%, 60.60%, 6.45%,-,7.409999999999997%,51129a
47043,15.73%, 38.20%, 53.93%, 7.20%,-,7.8700000000000045%,611489
47045,4.77%, 44.48%, 49.25%, 5.94%,-,6.27000000000001%,710f7d
47047,2.62%, 46.29%, 48.90%, 4.37%,-,4.810000000000002%,760c7c
47049,0.49%, 45.63%, 46.12%, 7.63%,-,8.25%,741575
47051,12.21%, 39.58%, 51.79%, 7.90%,-,8.629999999999995%,641684
47053,13.62%, 40.26%, 53.88%, 5.42%,-,5.859999999999999%,660e89
47055,18.59%, 36.20%, 54.80%, 8.12%,-,9.0%,5c168b
47057,13.08%, 52.72%, 39.65%, 7.01%,-,7.6299999999999955%,861365
47059,15.71%, 53.10%, 37.39%, 8.71%,-,9.509999999999991%,87185f
47061,37.11%, 27.03%, 64.15%, 8.06%,-,8.819999999999993%,4416a3
47063,15.42%, 54.13%, 38.71%, 6.11%,-,7.159999999999997%,8a1262
47065,6.49%, 49.81%, 43.32%, 6.04%,-,6.8700000000000045%,7f116e
47067,23.17%, 58.45%, 35.28%, 5.39%,-,6.269999999999996%,950f59
47069,23.06%, 35.97%, 59.03%, 4.20%,-,5.0%,5b0c96
47071,5.81%, 49.03%, 43.22%, 7.32%,-,7.75%,7d136e
47073,11.27%, 51.21%, 39.94%, 8.04%,-,8.849999999999994%,821665
47075,21.09%, 38.03%, 59.12%, 2.55%,-,2.8499999999999943%,600796
47077,15.94%, 54.96%, 39.01%, 5.60%,-,6.030000000000001%,8c0f63
47079,16.36%, 37.14%, 53.50%, 8.63%,-,9.36%,5e1788
47081,29.84%, 31.19%, 61.03%, 7.17%,-,7.780000000000001%,4f139b
47083,39.97%, 26.34%, 66.31%, 6.46%,-,7.349999999999994%,4312a9
47085,29.62%, 31.43%, 61.05%, 7.03%,-,7.52000000000001%,50139b
47087,46.74%, 22.69%, 69.43%, 6.95%,-,7.8799999999999955%,3914b1
47089,14.46%, 53.03%, 38.57%, 7.26%,-,8.400000000000006%,871562
47091,26.85%, 58.54%, 31.69%, 9.12%,-,9.769999999999996%,951850
47093,6.86%, 50.53%, 43.67%, 4.57%,-,5.799999999999997%,800e6f
47095,34.51%, 29.72%, 64.23%, 5.55%,-,6.049999999999997%,4b0fa3
47097,26.07%, 34.63%, 60.71%, 4.30%,-,4.659999999999997%,580b9a
47099,0.55%, 45.77%, 46.32%, 7.28%,-,7.909999999999997%,741476
47101,18.70%, 36.08%, 54.78%, 8.78%,-,9.14%,5c178b
47103,1.95%, 46.69%, 44.74%, 7.81%,-,8.569999999999993%,771572
47105,11.25%, 51.69%, 40.44%, 6.47%,-,7.8700000000000045%,831467
47107,11.28%, 51.78%, 40.50%, 6.99%,-,7.719999999999999%,841367
47109,1.05%, 46.18%, 47.22%, 6.05%,-,6.599999999999994%,751078
47111,4.67%, 48.03%, 43.36%, 8.15%,-,8.61%,7a156e
47113,4.50%, 50.42%, 45.92%, 3.27%,-,3.6599999999999966%,800975
47115,22.07%, 34.45%, 56.51%, 8.36%,-,9.039999999999992%,571790
47117,21.05%, 35.14%, 56.20%, 7.62%,-,8.659999999999997%,59168f
47119,7.92%, 42.47%, 50.39%, 6.64%,-,7.140000000000001%,6c1280
47121,8.36%, 41.37%, 49.73%, 8.25%,-,8.900000000000006%,69167e
47123,3.52%, 48.11%, 44.58%, 6.52%,-,7.310000000000002%,7a1271
47125,4.06%, 45.01%, 49.06%, 5.30%,-,5.930000000000007%,720f7d
47127,4.49%, 42.73%, 47.22%, 8.94%,-,10.050000000000011%,6c1978
47129,13.09%, 38.88%, 51.97%, 8.38%,-,9.150000000000006%,631784
47131,16.61%, 37.36%, 53.97%, 8.08%,-,8.670000000000002%,5f1689
47133,33.89%, 29.11%, 63.00%, 7.15%,-,7.890000000000001%,4a14a0
47135,29.21%, 31.31%, 60.52%, 7.46%,-,8.170000000000002%,4f149a
47137,7.00%, 50.51%, 43.51%, 5.60%,-,5.980000000000004%,800f6e
47139,11.32%, 40.04%, 51.36%, 7.90%,-,8.599999999999994%,661582
47141,4.57%, 43.53%, 48.10%, 7.12%,-,8.370000000000005%,6f157a
47143,5.52%, 48.72%, 43.20%, 7.55%,-,8.079999999999998%,7c146e
47145,3.42%, 44.15%, 47.57%, 7.02%,-,8.280000000000001%,701579
47147,10.97%, 41.19%, 52.16%, 6.12%,-,6.650000000000006%,691085
47149,3.39%, 47.61%, 44.22%, 7.34%,-,8.170000000000002%,791470
47151,2.48%, 46.94%, 44.46%, 7.65%,-,8.599999999999994%,771571
47153,6.28%, 42.18%, 48.45%, 8.73%,-,9.370000000000005%,6b177b
47155,22.60%, 56.83%, 34.23%, 7.92%,-,8.939999999999998%,901657
47157,13.28%, 41.77%, 55.05%, 2.55%,-,3.180000000000007%,6a088c
47159,32.28%, 30.66%, 62.94%, 5.71%,-,6.400000000000006%,4e10a0
47161,35.23%, 27.79%, 63.02%, 8.21%,-,9.189999999999998%,4617a0
47163,16.21%, 54.42%, 38.21%, 6.60%,-,7.3700000000000045%,8a1261
47165,3.84%, 48.35%, 44.50%, 6.45%,-,7.150000000000006%,7b1271
47167,6.57%, 50.40%, 43.82%, 5.31%,-,5.780000000000001%,800e6f
47169,37.29%, 27.33%, 64.63%, 7.60%,-,8.040000000000006%,4514a4
47171,17.22%, 54.25%, 37.03%, 7.77%,-,8.719999999999999%,8a165e
47173,3.29%, 44.08%, 47.37%, 7.53%,-,8.550000000000011%,701578
47175,30.43%, 30.31%, 60.73%, 7.70%,-,8.960000000000008%,4d169a
47177,18.59%, 36.33%, 54.92%, 7.88%,-,8.75%,5c168c
47179,16.36%, 54.42%, 38.06%, 6.42%,-,7.519999999999996%,8a1361
47181,24.54%, 58.39%, 33.85%, 6.95%,-,7.759999999999991%,941356
47183,9.23%, 41.21%, 50.44%, 7.78%,-,8.349999999999994%,691580
47185,16.49%, 37.65%, 54.14%, 7.61%,-,8.210000000000008%,60148a
47187,27.48%, 61.04%, 33.57%, 4.56%,-,5.390000000000001%,9b0d55
47189,0.55%, 46.77%, 46.22%, 6.23%,-,7.009999999999991%,771175
48001,5.71%, 48.19%, 42.49%, 8.73%,-,9.319999999999993%,7a176c
48003,29.47%, 58.99%, 29.52%, 10.77%,-,11.489999999999995%,961d4b
48005,1.74%, 46.38%, 44.63%, 8.50%,-,8.989999999999995%,761671
48007,10.82%, 50.66%, 39.84%, 8.80%,-,9.5%,811865
48009,20.22%, 54.01%, 33.79%, 11.96%,-,12.200000000000003%,891f56
48011,33.12%, 62.18%, 29.06%, 8.01%,-,8.760000000000005%,9e164a
48013,1.70%, 44.33%, 46.02%, 8.79%,-,9.650000000000006%,711875
48015,24.37%, 58.36%, 33.98%, 7.21%,-,7.659999999999997%,941356
48017,26.14%, 60.31%, 34.17%, 5.28%,-,5.519999999999996%,990e57
48019,40.84%, 65.22%, 24.38%, 9.17%,-,10.400000000000006%,a61a3e
48021,3.09%, 43.35%, 46.44%, 9.20%,-,10.210000000000008%,6e1a76
48023,4.55%, 41.23%, 45.78%, 12.56%,-,12.990000000000009%,692174
48025,10.84%, 41.19%, 52.03%, 6.15%,-,6.780000000000001%,691184
48027,13.51%, 53.20%, 39.68%, 6.43%,-,7.1200000000000045%,871265
48029,5.16%, 44.59%, 49.74%, 4.92%,-,5.6699999999999875%,710e7e
48031,26.87%, 57.87%, 31.00%, 9.95%,-,11.129999999999995%,931c4f
48033,30.24%, 58.08%, 27.84%, 13.47%,-,14.079999999999998%,942346
48035,6.85%, 47.13%, 40.28%, 12.26%,-,12.590000000000003%,782066
48037,3.10%, 43.56%, 46.66%, 9.43%,-,9.780000000000001%,6f1876
48039,20.47%, 55.44%, 34.98%, 8.94%,-,9.580000000000013%,8d1859
48041,21.00%, 57.14%, 36.15%, 5.73%,-,6.710000000000008%,91115c
48043,5.94%, 41.66%, 47.60%, 8.66%,-,10.740000000000009%,6a1b79
48045,0.90%, 46.64%, 45.74%, 7.29%,-,7.6200000000000045%,761374
48047,72.59%, 11.84%, 84.43%, 3.10%,-,3.7299999999999898%,1e09d7
48049,20.24%, 55.35%, 35.11%, 9.17%,-,9.539999999999992%,8d1859
48051,4.95%, 43.89%, 48.84%, 7.01%,-,7.269999999999996%,6f127c
48053,14.67%, 51.99%, 37.32%, 10.03%,-,10.689999999999998%,841b5f
48055,9.23%, 41.41%, 50.65%, 6.97%,-,7.939999999999998%,691481
48057,1.29%, 46.33%, 45.04%, 8.29%,-,8.629999999999995%,761672
48059,17.34%, 52.82%, 35.48%, 11.37%,-,11.700000000000003%,861d5a
48061,29.13%, 32.63%, 61.76%, 4.89%,-,5.609999999999999%,530e9d
48063,11.58%, 40.63%, 52.21%, 6.88%,-,7.159999999999997%,671285
48065,36.63%, 63.81%, 27.18%, 8.32%,-,9.009999999999991%,a21645
48067,14.99%, 37.51%, 52.50%, 9.58%,-,9.990000000000009%,5f1985
48069,4.96%, 49.22%, 44.26%, 5.76%,-,6.52000000000001%,7d1070
48071,15.64%, 52.37%, 36.73%, 10.45%,-,10.900000000000006%,851b5d
48073,10.23%, 51.07%, 40.85%, 7.65%,-,8.079999999999998%,821468
48075,17.99%, 54.64%, 36.65%, 8.41%,-,8.710000000000008%,8b165d
48077,7.38%, 48.00%, 40.63%, 11.18%,-,11.370000000000005%,7a1c67
48079,9.43%, 49.93%, 40.49%, 9.51%,-,9.579999999999998%,7f1867
48081,12.61%, 51.10%, 38.49%, 10.16%,-,10.409999999999997%,821a62
48083,8.37%, 49.19%, 40.82%, 9.57%,-,9.990000000000009%,7d1968
48085,34.53%, 63.01%, 28.48%, 7.86%,-,8.510000000000005%,a01548
48087,10.34%, 50.94%, 40.60%, 8.25%,-,8.460000000000008%,811567
48089,8.65%, 49.90%, 41.25%, 8.47%,-,8.849999999999994%,7f1669
48091,36.96%, 64.33%, 27.37%, 7.30%,-,8.299999999999997%,a41545
48093,0.31%, 44.42%, 44.74%, 10.69%,-,10.840000000000003%,711b72
48095,5.23%, 47.29%, 42.05%, 10.37%,-,10.659999999999997%,781b6b
48097,28.77%, 59.53%, 30.76%, 9.35%,-,9.709999999999994%,97184e
48099,13.22%, 51.23%, 38.01%, 10.35%,-,10.760000000000005%,821b60
48101,8.92%, 40.46%, 49.39%, 9.41%,-,10.150000000000006%,67197d
48103,20.28%, 54.21%, 33.94%, 11.07%,-,11.849999999999994%,8a1e56
48105,1.93%, 45.98%, 44.04%, 9.47%,-,9.980000000000004%,751970
48107,6.73%, 42.33%, 49.06%, 8.26%,-,8.61%,6b157d
48109,38.28%, 26.51%, 64.79%, 7.98%,-,8.699999999999989%,4316a5
48111,29.80%, 59.36%, 29.56%, 10.40%,-,11.079999999999998%,971c4b
48113,0.77%, 46.78%, 46.00%, 6.61%,-,7.219999999999999%,771275
48115,16.93%, 55.53%, 38.60%, 5.56%,-,5.8700000000000045%,8d0e62
48117,27.65%, 60.44%, 32.79%, 6.14%,-,6.77000000000001%,9a1153
48119,6.02%, 42.69%, 48.71%, 8.38%,-,8.599999999999994%,6c157c
48121,26.14%, 58.53%, 32.38%, 8.33%,-,9.090000000000003%,951752
48123,24.38%, 58.03%, 33.65%, 7.84%,-,8.319999999999993%,931555
48125,8.36%, 39.98%, 48.34%, 11.11%,-,11.680000000000007%,651d7b
48127,54.76%, 20.19%, 74.96%, 4.28%,-,4.8500000000000085%,330cbf
48129,31.10%, 62.33%, 31.23%, 6.12%,-,6.439999999999998%,9e104f
48131,73.28%, 11.65%, 84.94%, 2.92%,-,3.4099999999999966%,1d08d8
48133,10.28%, 49.61%, 39.33%, 10.69%,-,11.060000000000002%,7e1c64
48135,17.53%, 54.29%, 36.76%, 7.68%,-,8.950000000000003%,8a165d
48137,7.31%, 50.44%, 43.14%, 5.92%,-,6.420000000000002%,80106e
48139,17.52%, 53.91%, 36.39%, 9.24%,-,9.700000000000003%,89185c
48141,30.22%, 32.11%, 62.33%, 4.68%,-,5.560000000000002%,510e9e
48143,11.31%, 49.49%, 38.17%, 11.81%,-,12.340000000000003%,7e1f61
48145,16.57%, 37.59%, 54.16%, 7.97%,-,8.25%,5f158a
48147,8.88%, 39.73%, 48.61%, 11.14%,-,11.659999999999997%,651d7b
48149,13.34%, 52.00%, 38.66%, 8.78%,-,9.340000000000003%,841762
48151,32.72%, 29.04%, 61.76%, 9.19%,-,9.200000000000003%,4a179d
48153,20.54%, 57.78%, 37.24%, 4.76%,-,4.97999999999999%,930c5e
48155,32.98%, 28.97%, 61.95%, 9.08%,-,9.079999999999998%,49179d
48157,12.69%, 53.79%, 41.10%, 4.70%,-,5.109999999999999%,890d68
48159,2.64%, 45.63%, 42.99%, 11.18%,-,11.379999999999995%,741d6d
48161,4.23%, 47.37%, 43.14%, 9.32%,-,9.490000000000009%,78186e
48163,33.43%, 29.94%, 63.37%, 6.18%,-,6.689999999999998%,4c11a1
48165,25.05%, 56.73%, 31.68%, 11.05%,-,11.590000000000003%,901d50
48167,4.00%, 44.01%, 48.02%, 7.36%,-,7.969999999999999%,70147a
48169,13.85%, 53.93%, 40.08%, 5.87%,-,5.990000000000009%,890f66
48171,51.67%, 71.98%, 20.30%, 6.65%,-,7.719999999999999%,b71333
48173,64.46%, 78.93%, 14.46%, 6.20%,-,6.609999999999985%,c91024
48175,7.59%, 50.66%, 43.07%, 5.62%,-,6.27000000000001%,810f6d
48177,11.13%, 51.85%, 40.72%, 6.83%,-,7.430000000000007%,841267
48179,45.19%, 69.15%, 23.96%, 6.44%,-,6.889999999999986%,b0113d
48181,7.99%, 48.48%, 40.49%, 10.58%,-,11.030000000000001%,7b1c67
48183,21.22%, 57.66%, 36.45%, 5.55%,-,5.890000000000001%,930f5c
48185,0.35%, 44.97%, 45.33%, 9.44%,-,9.700000000000003%,721873
48187,25.30%, 58.41%, 33.11%, 7.42%,-,8.480000000000004%,941554
48189,27.71%, 60.59%, 32.88%, 6.21%,-,6.530000000000001%,9a1053
48191,8.42%, 42.53%, 50.95%, 6.39%,-,6.519999999999996%,6c1081
48193,9.67%, 49.26%, 39.59%, 10.66%,-,11.150000000000006%,7d1c64
48195,59.16%, 76.80%, 17.64%, 5.40%,-,5.560000000000002%,c30e2c
48197,9.14%, 39.84%, 48.99%, 10.97%,-,11.169999999999987%,651c7c
48199,7.54%, 47.65%, 40.11%, 11.80%,-,12.240000000000009%,791f66
48201,4.06%, 49.24%, 45.18%, 4.95%,-,5.579999999999998%,7d0e73
48203,2.18%, 45.42%, 47.60%, 6.59%,-,6.97999999999999%,731179
48205,43.06%, 68.66%, 25.59%, 5.58%,-,5.75%,af0e41
48207,15.86%, 37.56%, 53.42%, 8.75%,-,9.019999999999996%,5f1788
48209,4.79%, 47.93%, 43.14%, 7.41%,-,8.930000000000007%,7a166e
48211,44.65%, 68.57%, 23.92%, 7.23%,-,7.510000000000005%,ae133c
48213,1.14%, 45.43%, 44.29%, 9.99%,-,10.280000000000001%,731a70
48215,37.65%, 28.84%, 66.49%, 4.17%,-,4.670000000000002%,490ba9
48217,4.36%, 46.46%, 42.10%, 11.11%,-,11.439999999999998%,761d6b
48219,29.64%, 60.86%, 31.22%, 7.47%,-,7.920000000000002%,9b144f
48221,14.54%, 52.06%, 37.52%, 9.93%,-,10.419999999999987%,841a5f
48223,1.82%, 43.72%, 45.54%, 10.41%,-,10.740000000000009%,6f1b74
48225,0.81%, 46.28%, 45.48%, 7.86%,-,8.240000000000009%,761573
48227,12.93%, 50.80%, 37.86%, 10.52%,-,11.340000000000003%,811c60
48229,6.68%, 40.87%, 47.55%, 10.24%,-,11.580000000000013%,681d79
48231,8.89%, 49.12%, 40.23%, 10.17%,-,10.650000000000006%,7d1b66
48233,38.73%, 64.78%, 26.04%, 8.81%,-,9.180000000000007%,a51742
48235,25.07%, 55.94%, 30.87%, 12.46%,-,13.189999999999998%,8e214e
48237,5.75%, 46.72%, 40.97%, 12.10%,-,12.310000000000002%,771f68
48239,16.12%, 54.59%, 38.47%, 6.66%,-,6.939999999999998%,8b1162
48241,4.85%, 42.51%, 47.36%, 9.78%,-,10.129999999999995%,6c1978
48243,11.63%, 50.05%, 38.42%, 10.28%,-,11.530000000000001%,7f1d61
48245,15.44%, 38.88%, 54.31%, 6.29%,-,6.810000000000002%,63118a
48247,62.36%, 16.94%, 79.30%, 3.53%,-,3.760000000000005%,2b09ca
48249,39.04%, 28.27%, 67.31%, 4.07%,-,4.420000000000002%,480bab
48251,10.56%, 50.03%, 39.47%, 10.01%,-,10.5%,7f1a64
48253,1.31%, 43.46%, 44.77%, 11.35%,-,11.769999999999996%,6e1e72
48255,6.58%, 43.12%, 49.70%, 6.71%,-,7.180000000000007%,6d127e
48257,7.30%, 48.34%, 41.03%, 10.18%,-,10.629999999999995%,7b1b68
48259,43.82%, 67.65%, 23.82%, 7.06%,-,8.530000000000001%,ac153c
48261,29.81%, 34.13%, 63.94%,-,-,1.9300000000000068%,5704a3
48263,14.17%, 36.31%, 50.49%, 13.01%,-,13.199999999999989%,5c2180
48265,41.62%, 66.61%, 24.99%, 7.37%,-,8.400000000000006%,a9153f
48267,24.12%, 57.45%, 33.33%, 8.38%,-,9.219999999999999%,921754
48269,28.02%, 53.30%, 25.27%, 15.93%,-,21.430000000000007%,873640
48271,11.70%, 51.75%, 40.05%, 7.72%,-,8.200000000000003%,831466
48273,19.39%, 37.68%, 57.07%, 4.79%,-,5.25%,600d91
48275,12.10%, 38.97%, 51.07%, 9.69%,-,9.960000000000008%,631982
48277,2.32%, 46.59%, 44.27%, 8.73%,-,9.139999999999986%,761770
48279,19.90%, 56.69%, 36.79%, 6.19%,-,6.52000000000001%,90105d
48281,22.17%, 56.10%, 33.92%, 9.49%,-,9.97999999999999%,8f1956
48283,43.59%, 26.10%, 69.69%, 3.89%,-,4.210000000000008%,420ab1
48285,16.37%, 53.93%, 37.56%, 8.04%,-,8.509999999999991%,89155f
48287,7.20%, 49.00%, 41.80%, 8.76%,-,9.200000000000003%,7c176a
48289,11.17%, 51.01%, 39.83%, 8.97%,-,9.159999999999997%,821765
48291,5.41%, 46.41%, 41.00%, 11.99%,-,12.590000000000003%,762068
48293,8.20%, 40.49%, 48.69%, 10.43%,-,10.819999999999993%,671b7c
48295,38.10%, 64.66%, 26.56%, 8.56%,-,8.780000000000001%,a41643
48297,15.42%, 53.41%, 37.98%, 8.08%,-,8.610000000000014%,881560
48299,21.42%, 55.45%, 34.03%, 9.85%,-,10.519999999999996%,8d1a56
48301,42.86%, 62.34%, 18.18%, 19.48%,-,19.47999999999999%,9e312e
48303,32.91%, 63.50%, 30.59%, 5.36%,-,5.909999999999997%,a10f4e
48305,11.29%, 52.39%, 41.10%, 6.19%,-,6.509999999999991%,851068
48307,7.78%, 48.70%, 40.92%, 9.84%,-,10.379999999999995%,7c1a68
48309,5.73%, 48.61%, 42.88%, 8.13%,-,8.509999999999991%,7b156d
48311,36.51%, 63.72%, 27.21%, 8.14%,-,9.069999999999993%,a21745
48313,3.16%, 47.03%, 43.87%, 8.74%,-,9.099999999999994%,77176f
48315,21.00%, 34.45%, 55.46%, 9.65%,-,10.090000000000003%,57198d
48317,18.61%, 54.88%, 36.27%, 7.90%,-,8.849999999999994%,8b165c
48319,19.08%, 54.70%, 35.62%, 8.70%,-,9.680000000000007%,8b185a
48321,4.02%, 47.03%, 43.01%, 9.52%,-,9.960000000000008%,77196d
48323,64.64%, 15.94%, 80.58%, 3.07%,-,3.480000000000004%,2808cd
48325,17.64%, 55.03%, 37.39%, 6.89%,-,7.579999999999998%,8c135f
48327,4.51%, 42.47%, 46.98%, 9.78%,-,10.550000000000011%,6c1a77
48329,42.52%, 68.01%, 25.49%, 5.57%,-,6.5%,ad1040
48331,11.23%, 39.90%, 51.13%, 8.68%,-,8.969999999999999%,651682
48333,14.56%, 51.35%, 36.79%, 11.31%,-,11.86%,821e5d
48335,10.98%, 39.46%, 50.44%, 9.65%,-,10.099999999999994%,641980
48337,4.69%, 45.71%, 41.02%, 12.71%,-,13.269999999999996%,742168
48339,38.73%, 65.23%, 26.50%, 7.76%,-,8.269999999999996%,a61543
48341,39.25%, 65.96%, 26.72%, 7.06%,-,7.320000000000007%,a81244
48343,31.57%, 30.01%, 61.58%, 8.33%,-,8.409999999999997%,4c159d
48345,35.70%, 62.81%, 27.11%, 9.26%,-,10.079999999999998%,a01945
48347,13.98%, 53.25%, 39.27%, 6.95%,-,7.47999999999999%,871364
48349,6.73%, 41.88%, 48.62%, 9.12%,-,9.5%,6a187b
48351,25.70%, 31.62%, 57.32%, 10.64%,-,11.060000000000002%,501c92
48353,7.72%, 40.18%, 47.89%, 11.37%,-,11.930000000000007%,661e7a
48355,13.46%, 40.22%, 53.68%, 5.48%,-,6.099999999999994%,660f88
48357,64.09%, 79.20%, 15.11%, 5.40%,-,5.689999999999998%,c90e26
48359,42.00%, 66.17%, 24.18%, 8.74%,-,9.650000000000006%,a8183d
48361,4.03%, 42.85%, 46.88%, 9.68%,-,10.269999999999996%,6d1a77
48363,3.14%, 42.36%, 45.50%, 11.68%,-,12.14%,6c1e74
48365,1.78%, 44.59%, 46.37%, 8.64%,-,9.039999999999992%,711776
48367,19.11%, 54.29%, 35.18%, 10.07%,-,10.530000000000001%,8a1a59
48369,47.30%, 70.71%, 23.41%, 5.54%,-,5.88000000000001%,b40e3b
48371,2.18%, 43.89%, 46.07%, 9.36%,-,10.039999999999992%,6f1975
48373,0.79%, 45.44%, 44.65%, 9.46%,-,9.909999999999997%,731971
48375,21.80%, 57.13%, 35.33%, 6.85%,-,7.539999999999992%,91135a
48377,47.90%, 22.32%, 70.22%, 6.47%,-,7.460000000000008%,3813b3
48379,5.20%, 41.09%, 46.29%, 12.26%,-,12.620000000000005%,682076
48381,48.17%, 71.33%, 23.16%, 5.01%,-,5.510000000000005%,b50e3b
48383,20.38%, 55.22%, 34.85%, 8.65%,-,9.930000000000007%,8c1958
48385,29.79%, 58.40%, 28.61%, 12.30%,-,12.990000000000009%,942148
48387,12.18%, 39.06%, 51.24%, 9.49%,-,9.699999999999989%,631882
48389,35.87%, 28.40%, 64.27%, 6.91%,-,7.3300000000000125%,4812a3
48391,7.97%, 42.35%, 50.32%, 6.83%,-,7.329999999999998%,6b1280
48393,51.20%, 72.09%, 20.89%, 6.85%,-,7.019999999999996%,b71135
48395,18.71%, 37.57%, 56.27%, 6.09%,-,6.159999999999997%,5f0f8f
48397,39.31%, 65.01%, 25.70%, 8.76%,-,9.289999999999992%,a51741
48399,13.93%, 51.58%, 37.66%, 10.52%,-,10.760000000000005%,831b60
48401,15.68%, 54.22%, 38.55%, 6.90%,-,7.230000000000004%,8a1262
48403,6.45%, 42.29%, 48.74%, 8.51%,-,8.969999999999999%,6b167c
48405,17.64%, 36.39%, 54.03%, 9.10%,-,9.579999999999998%,5c1889
48407,1.65%, 44.38%, 42.73%, 12.49%,-,12.89%,71206c
48409,2.67%, 45.21%, 47.88%, 6.39%,-,6.909999999999997%,73117a
48411,13.83%, 51.72%, 37.89%, 10.13%,-,10.39%,831a60
48413,6.80%, 48.67%, 41.87%, 9.20%,-,9.460000000000008%,7c186a
48415,14.15%, 49.95%, 35.79%, 13.86%,-,14.259999999999991%,7f245b
48417,19.71%, 53.84%, 34.13%, 11.49%,-,12.030000000000001%,891e57
48419,2.96%, 43.27%, 46.22%, 10.13%,-,10.509999999999991%,6e1a75
48421,49.52%, 70.78%, 21.26%, 7.79%,-,7.959999999999994%,b41436
48423,25.92%, 59.97%, 34.05%, 5.47%,-,5.980000000000004%,980f56
48425,4.46%, 46.23%, 41.78%, 11.49%,-,11.990000000000009%,751e6a
48427,76.53%, 10.41%, 86.94%, 2.16%,-,2.6500000000000057%,1a06dd
48429,15.13%, 52.27%, 37.15%, 10.25%,-,10.579999999999998%,851a5e
48431,31.09%, 58.89%, 27.80%, 12.86%,-,13.310000000000002%,962146
48433,17.88%, 35.22%, 53.11%, 11.45%,-,11.670000000000002%,591d87
48435,13.82%, 52.84%, 39.02%, 7.83%,-,8.139999999999986%,861463
48437,2.51%, 44.71%, 47.22%, 7.52%,-,8.069999999999993%,721478
48439,9.25%, 50.85%, 41.60%, 7.01%,-,7.549999999999997%,81136a
48441,26.16%, 59.17%, 33.02%, 7.28%,-,7.810000000000002%,961354
48443,17.92%, 35.65%, 53.56%, 9.06%,-,10.789999999999992%,5a1b88
48445,20.77%, 56.43%, 35.66%, 7.54%,-,7.909999999999997%,8f145a
48447,10.18%, 48.85%, 38.67%, 12.21%,-,12.47999999999999%,7c1f62
48449,3.62%, 43.37%, 46.99%, 9.38%,-,9.64%,6e1877
48451,19.29%, 55.21%, 35.91%, 8.40%,-,8.879999999999995%,8c165b
48453,12.39%, 39.97%, 52.36%, 5.69%,-,7.670000000000002%,651385
48455,13.48%, 38.76%, 52.24%, 8.66%,-,9.0%,621685
48457,7.86%, 41.11%, 48.97%, 9.46%,-,9.920000000000002%,68197c
48459,1.25%, 45.71%, 44.45%, 9.59%,-,9.840000000000003%,741971
48461,21.68%, 56.89%, 35.22%, 7.31%,-,7.890000000000001%,911459
48463,1.32%, 47.65%, 46.32%, 5.50%,-,6.030000000000001%,790f76
48465,11.94%, 41.10%, 53.05%, 5.17%,-,5.849999999999994%,680e87
48467,11.32%, 49.60%, 38.28%, 11.69%,-,12.120000000000005%,7e1e61
48469,25.78%, 59.94%, 34.16%, 4.96%,-,5.900000000000006%,980f57
48471,7.48%, 49.27%, 41.79%, 8.14%,-,8.939999999999998%,7d166a
48473,11.32%, 41.28%, 52.60%, 5.79%,-,6.1200000000000045%,690f86
48475,0.64%, 43.41%, 44.05%, 11.95%,-,12.540000000000006%,6e1f70
48477,27.44%, 60.65%, 33.21%, 5.77%,-,6.140000000000001%,9a0f54
48479,57.65%, 19.02%, 76.67%, 3.78%,-,4.310000000000002%,300ac3
48481,8.07%, 50.38%, 42.31%, 7.12%,-,7.310000000000002%,80126b
48483,26.43%, 59.20%, 32.77%, 7.60%,-,8.030000000000001%,961453
48485,11.81%, 51.30%, 39.49%, 8.44%,-,9.210000000000008%,821764
48487,7.19%, 47.73%, 40.53%, 10.90%,-,11.740000000000009%,791d67
48489,45.41%, 24.62%, 70.02%, 4.45%,-,5.359999999999999%,3e0db2
