id,margin,dole,clinton,perot,nader,other,hex_color
19063,14.26%, 37.20%, 51.46%, 10.66%,-,11.340000000000003%,5e1c83
19065,10.22%, 39.98%, 50.21%, 9.25%,-,9.810000000000002%,651980
19067,20.18%, 34.54%, 54.73%, 10.00%,-,10.730000000000004%,581b8b
19069,3.76%, 43.40%, 47.16%, 8.81%,-,9.439999999999998%,6e1878
19071,2.67%, 44.24%, 41.58%, 13.48%,-,14.180000000000007%,70246a
19073,13.71%, 38.78%, 52.49%, 8.25%,-,8.72999999999999%,621685
19075,10.66%, 51.49%, 40.83%, 7.05%,-,7.680000000000007%,831368
19077,10.08%, 39.57%, 49.65%, 10.02%,-,10.780000000000001%,641b7e
19079,4.75%, 42.72%, 47.48%, 9.08%,-,9.800000000000011%,6c1879
19081,0.87%, 44.32%, 45.19%, 9.96%,-,10.490000000000009%,711a73
19083,6.58%, 42.11%, 48.69%, 8.57%,-,9.200000000000003%,6b177c
19085,7.57%, 47.04%, 39.47%, 12.56%,-,13.490000000000009%,772264
19087,3.87%, 42.03%, 45.90%, 11.05%,-,12.069999999999993%,6b1e75
19089,17.59%, 34.69%, 52.28%, 12.60%,-,13.030000000000001%,582185
19091,3.16%, 45.33%, 42.17%, 11.96%,-,12.5%,731f6b
19093,2.55%, 45.12%, 42.58%, 11.68%,-,12.300000000000011%,731f6c
19095,4.43%, 43.24%, 47.68%, 8.17%,-,9.079999999999998%,6e1779
19097,21.06%, 33.41%, 54.47%, 11.06%,-,12.120000000000005%,551e8a
19099,14.24%, 38.67%, 52.92%, 7.62%,-,8.409999999999997%,621586
19101,0.76%, 34.35%, 35.11%, 7.72%,-,30.539999999999992%,574d59
19103,31.68%, 29.31%, 60.98%, 5.06%, 3.26%,9.710000000000008%,4a189b
19105,18.47%, 35.93%, 54.40%, 8.92%,-,9.670000000000002%,5b188a
19107,9.12%, 40.78%, 49.89%, 8.47%,-,9.329999999999998%,67177f
19109,6.51%, 40.88%, 47.40%, 10.96%,-,11.719999999999999%,681d78
19111,24.89%, 31.49%, 56.38%, 11.07%,-,12.129999999999995%,501e8f
19113,17.51%, 37.28%, 54.79%, 6.75%,-,7.930000000000007%,5f148b
19115,12.07%, 36.61%, 48.68%, 13.80%,-,14.710000000000008%,5d257c
19117,13.83%, 37.68%, 51.51%, 10.29%,-,10.810000000000002%,601b83
19119,35.63%, 63.45%, 27.82%, 7.88%,-,8.72999999999999%,a11646
19121,8.22%, 40.30%, 48.52%, 10.34%,-,11.180000000000007%,661c7b
19123,8.23%, 50.03%, 41.80%, 7.34%,-,8.170000000000002%,7f146a
19125,0.93%, 46.74%, 45.80%, 6.67%,-,7.460000000000008%,771374
19127,9.54%, 40.50%, 50.04%, 8.40%,-,9.460000000000008%,67187f
19129,15.42%, 51.25%, 35.83%, 11.83%,-,12.920000000000002%,82205b
19131,14.18%, 37.01%, 51.19%, 11.10%,-,11.800000000000011%,5e1e82
19133,6.56%, 39.50%, 46.06%, 13.69%,-,14.439999999999998%,642475
19135,17.42%, 36.21%, 53.63%, 9.37%,-,10.159999999999997%,5c1988
19137,12.91%, 49.69%, 36.78%, 12.75%,-,13.530000000000001%,7e225d
19139,11.80%, 38.07%, 49.88%, 11.08%,-,12.049999999999997%,611e7f
19141,24.37%, 57.56%, 33.20%, 8.58%,-,9.239999999999995%,921754
19143,23.80%, 56.90%, 33.10%, 8.98%,-,10.0%,911954
19145,25.73%, 57.25%, 31.52%, 10.69%,-,11.230000000000004%,911c50
19147,11.78%, 38.63%, 50.41%, 10.14%,-,10.960000000000008%,621b80
19149,13.78%, 51.40%, 37.62%, 10.01%,-,10.980000000000004%,831b5f
19151,6.50%, 40.50%, 47.00%, 11.34%,-,12.5%,671f77
19153,14.73%, 39.00%, 53.73%, 6.10%,-,7.27000000000001%,631289
19155,7.23%, 47.68%, 40.45%, 10.77%,-,11.870000000000005%,791e67
19157,11.71%, 39.21%, 50.93%, 8.29%,-,9.86%,631981
19159,17.23%, 35.29%, 52.52%, 11.31%,-,12.189999999999998%,591f85
19161,0.78%, 44.21%, 43.43%, 11.59%,-,12.36%,701f6e
19163,9.11%, 41.03%, 50.14%, 7.65%,-,8.829999999999998%,68167f
19165,14.81%, 51.44%, 36.63%, 10.97%,-,11.930000000000007%,831e5d
19167,60.04%, 77.00%, 16.95%, 5.09%,-,6.049999999999997%,c40f2b
19169,14.58%, 38.13%, 52.71%, 6.40%,-,9.159999999999997%,611786
19171,13.00%, 38.52%, 51.52%, 9.20%,-,9.959999999999994%,621983
19173,1.19%, 43.32%, 44.51%, 11.57%,-,12.170000000000002%,6e1f71
19175,11.15%, 38.11%, 49.27%, 11.67%,-,12.620000000000005%,61207d
19177,2.25%, 43.26%, 45.51%, 10.28%,-,11.230000000000004%,6e1c74
19179,24.43%, 32.69%, 57.12%, 9.32%,-,10.189999999999998%,531991
19181,12.68%, 39.52%, 52.20%, 7.25%,-,8.280000000000001%,641585
19183,2.79%, 44.05%, 46.84%, 7.78%,-,9.11%,701777
19185,10.87%, 39.64%, 50.51%, 9.49%,-,9.849999999999994%,651980
19187,12.89%, 38.43%, 51.32%, 9.68%,-,10.25%,611a82
19189,8.48%, 40.05%, 48.52%, 10.69%,-,11.430000000000007%,661d7b
19191,6.73%, 40.27%, 47.00%, 11.09%,-,12.72999999999999%,662077
19193,2.28%, 43.69%, 45.97%, 9.17%,-,10.340000000000003%,6f1a75
19195,25.15%, 32.00%, 57.15%, 10.04%,-,10.849999999999994%,511b91
19197,7.37%, 41.50%, 48.87%, 8.99%,-,9.629999999999995%,69187c
20001,8.38%, 47.06%, 38.68%, 13.34%,-,14.259999999999991%,782462
20003,7.67%, 46.66%, 38.99%, 12.81%,-,14.349999999999994%,762463
20005,1.50%, 43.25%, 44.75%, 11.12%,-,12.0%,6e1e72
20007,35.40%, 62.15%, 26.75%, 10.22%,-,11.099999999999994%,9e1c44
20009,39.13%, 64.92%, 25.80%, 8.30%,-,9.280000000000001%,a51741
20011,12.50%, 50.17%, 37.66%, 11.49%,-,12.170000000000002%,7f1f60
20013,24.39%, 56.58%, 32.18%, 10.46%,-,11.240000000000009%,901c52
20015,28.07%, 58.70%, 30.63%, 9.55%,-,10.670000000000002%,951b4e
20017,18.19%, 50.19%, 32.00%, 16.71%,-,17.810000000000002%,7f2d51
20019,29.29%, 58.27%, 28.98%, 11.33%,-,12.75%,942049
20021,4.06%, 45.76%, 41.70%, 11.85%,-,12.539999999999992%,741f6a
20023,43.54%, 66.83%, 23.29%, 9.60%,-,9.879999999999995%,aa193b
20025,39.62%, 65.02%, 25.40%, 8.29%,-,9.580000000000013%,a51840
20027,43.81%, 66.87%, 23.05%, 9.31%,-,10.079999999999998%,aa193a
20029,22.48%, 54.66%, 32.18%, 12.14%,-,13.159999999999997%,8b2152
20031,30.59%, 57.92%, 27.33%, 13.99%,-,14.75%,932545
20033,34.87%, 61.31%, 26.44%, 11.80%,-,12.25%,9c1f43
20035,14.74%, 50.79%, 36.05%, 12.28%,-,13.159999999999997%,81215b
20037,6.66%, 40.60%, 47.25%, 11.24%,-,12.150000000000006%,671e78
20039,45.44%, 68.06%, 22.61%, 8.46%,-,9.329999999999998%,ad1739
20041,32.18%, 60.53%, 28.35%, 10.39%,-,11.120000000000005%,9a1c48
20043,29.86%, 64.24%, 34.38%,-,-,1.3799999999999955%,a30357
20045,5.29%, 42.63%, 47.93%, 6.96%,-,9.439999999999998%,6c187a
20047,30.25%, 59.94%, 29.70%, 9.92%,-,10.36%,981a4b
20049,27.08%, 56.79%, 29.70%, 12.54%,-,13.510000000000005%,90224b
20051,22.31%, 56.97%, 34.66%, 7.48%,-,8.370000000000005%,911558
20053,36.39%, 64.14%, 27.75%, 7.56%,-,8.11%,a31446
20055,39.84%, 65.43%, 25.59%, 8.51%,-,8.97999999999999%,a61641
20057,32.94%, 61.30%, 28.36%, 9.86%,-,10.340000000000003%,9c1a48
20059,14.79%, 50.91%, 36.12%, 12.04%,-,12.969999999999999%,81215c
20061,18.29%, 54.29%, 35.99%, 9.10%,-,9.719999999999999%,8a185b
20063,47.57%, 69.19%, 21.63%, 8.69%,-,9.180000000000007%,b01737
20065,36.84%, 63.41%, 26.57%, 9.35%,-,10.02000000000001%,a11943
20067,42.76%, 66.52%, 23.76%, 9.38%,-,9.719999999999999%,a9183c
20069,51.69%, 71.53%, 19.83%, 8.05%,-,8.64%,b61632
20071,51.52%, 71.95%, 20.43%, 5.96%,-,7.6200000000000045%,b71334
20073,22.67%, 53.15%, 30.48%, 15.19%,-,16.370000000000005%,87294d
20075,37.55%, 64.93%, 27.38%, 6.73%,-,7.689999999999998%,a51345
20077,34.98%, 61.44%, 26.46%, 11.24%,-,12.099999999999994%,9c1e43
20079,23.88%, 57.79%, 33.91%, 7.05%,-,8.300000000000011%,931556
20081,53.99%, 73.55%, 19.56%, 6.18%,-,6.890000000000001%,bb1131
20083,47.85%, 69.42%, 21.56%, 8.51%,-,9.019999999999996%,b11736
20085,12.80%, 49.12%, 36.32%, 13.46%,-,14.560000000000002%,7d255c
20087,13.35%, 49.31%, 35.95%, 13.43%,-,14.739999999999995%,7d255b
20089,48.07%, 69.01%, 20.94%, 9.44%,-,10.049999999999997%,af1935
20091,22.13%, 57.82%, 35.69%, 5.46%,-,6.490000000000009%,93105b
20093,47.51%, 70.05%, 22.54%, 7.13%,-,7.409999999999997%,b21239
20095,40.19%, 64.65%, 24.46%, 9.94%,-,10.889999999999986%,a41b3e
20097,52.39%, 70.97%, 18.59%, 9.55%,-,10.439999999999998%,b41a2f
20099,3.75%, 45.66%, 41.91%, 11.63%,-,12.430000000000007%,741f6a
20101,48.53%, 70.67%, 22.14%, 7.03%,-,7.189999999999998%,b41238
20103,7.47%, 47.90%, 40.44%, 10.75%,-,11.659999999999997%,7a1d67
20105,39.66%, 64.47%, 24.81%, 9.96%,-,10.719999999999999%,a41b3f
20107,11.50%, 49.04%, 37.54%, 12.63%,-,13.420000000000002%,7d225f
20109,54.64%, 73.47%, 18.83%, 7.12%,-,7.700000000000003%,bb1330
20111,13.07%, 50.01%, 36.94%, 11.98%,-,13.050000000000011%,7f215e
20113,35.75%, 63.20%, 27.45%, 8.65%,-,9.349999999999994%,a11745
20115,39.13%, 65.32%, 26.19%, 7.70%,-,8.490000000000009%,a61542
20117,15.98%, 51.11%, 35.13%, 12.96%,-,13.759999999999991%,822359
20119,49.39%, 70.08%, 20.69%, 8.40%,-,9.230000000000004%,b21734
20121,9.30%, 47.98%, 38.68%, 12.22%,-,13.340000000000003%,7a2262
20123,45.20%, 68.71%, 23.50%, 6.94%,-,7.790000000000006%,af133b
20125,15.03%, 51.71%, 36.68%, 10.64%,-,11.61%,831d5d
20127,19.67%, 51.96%, 32.29%, 15.09%,-,15.75%,842852
20129,44.09%, 67.87%, 23.78%, 7.84%,-,8.349999999999994%,ad153c
20131,25.41%, 56.07%, 30.66%, 12.58%,-,13.269999999999996%,8e214e
20133,12.79%, 49.43%, 36.64%, 13.15%,-,13.930000000000007%,7e235d
20135,46.33%, 68.16%, 21.84%, 9.49%,-,10.0%,ad1937
20137,42.99%, 66.42%, 23.43%, 9.70%,-,10.150000000000006%,a9193b
20139,13.78%, 48.80%, 35.01%, 15.41%,-,16.189999999999998%,7c2959
20141,40.72%, 66.14%, 25.42%, 7.98%,-,8.439999999999998%,a81540
20143,37.85%, 63.88%, 26.02%, 9.03%,-,10.099999999999994%,a21942
20145,31.55%, 61.10%, 29.55%, 8.72%,-,9.349999999999994%,9b174b
20147,41.24%, 66.30%, 25.07%, 8.00%,-,8.629999999999995%,a9163f
20149,32.37%, 58.16%, 25.79%, 13.37%,-,16.05000000000001%,942841
20151,27.81%, 58.87%, 31.06%, 9.27%,-,10.070000000000007%,96194f
20153,56.04%, 73.78%, 17.74%, 7.73%,-,8.480000000000004%,bc152d
20155,19.65%, 54.28%, 34.63%, 10.12%,-,11.090000000000003%,8a1c58
20157,48.88%, 69.97%, 21.08%, 8.21%,-,8.950000000000003%,b21635
20159,29.40%, 59.34%, 29.94%, 10.06%,-,10.719999999999999%,971b4c
20161,22.27%, 56.68%, 34.41%, 7.54%,-,8.909999999999997%,901657
20163,43.56%, 66.88%, 23.32%, 9.01%,-,9.800000000000011%,aa183b
20165,34.79%, 62.29%, 27.50%, 9.30%,-,10.210000000000008%,9e1a46
20167,62.34%, 78.98%, 16.64%, 3.87%,-,4.3799999999999955%,c90b2a
20169,21.06%, 55.34%, 34.28%, 9.72%,-,10.379999999999995%,8d1a57
20171,54.19%, 73.41%, 19.21%, 6.71%,-,7.3799999999999955%,bb1230
20173,20.26%, 56.06%, 35.80%, 7.13%,-,8.14%,8e145b
20175,44.91%, 68.40%, 23.49%, 7.11%,-,8.11%,ae143b
20177,2.70%, 46.05%, 43.35%, 9.65%,-,10.599999999999994%,751b6e
20179,55.56%, 74.15%, 18.59%, 6.69%,-,7.259999999999991%,bd122f
20181,44.55%, 68.42%, 23.87%, 7.13%,-,7.709999999999994%,ae133c
20183,39.76%, 65.38%, 25.62%, 8.55%,-,9.0%,a61641
20185,37.45%, 63.03%, 25.58%, 10.84%,-,11.39%,a01d41
20187,49.77%, 71.20%, 21.43%, 6.80%,-,7.3700000000000045%,b51236
20189,52.34%, 70.88%, 18.54%, 9.75%,-,10.580000000000013%,b41a2f
20191,21.08%, 54.22%, 33.14%, 11.48%,-,12.64%,8a2054
20193,47.58%, 69.75%, 22.17%, 7.55%,-,8.079999999999998%,b11438
20195,33.32%, 61.11%, 27.79%, 10.60%,-,11.099999999999994%,9b1c46
20197,27.13%, 55.67%, 28.55%, 14.15%,-,15.780000000000001%,8d2848
20199,59.71%, 76.24%, 16.53%, 6.71%,-,7.230000000000004%,c2122a
20201,44.78%, 67.39%, 22.60%, 9.17%,-,10.009999999999991%,ab1939
20203,49.78%, 71.13%, 21.36%, 7.15%,-,7.510000000000005%,b51336
20205,26.65%, 56.41%, 29.77%, 12.90%,-,13.820000000000007%,8f234b
20207,19.38%, 52.02%, 32.64%, 14.68%,-,15.340000000000003%,842753
20209,34.72%, 28.22%, 62.94%, 7.92%,-,8.840000000000003%,4716a0
21001,31.43%, 59.28%, 27.85%, 12.08%,-,12.870000000000005%,972047
21003,23.92%, 57.97%, 34.05%, 7.51%,-,7.980000000000004%,931456
21005,1.11%, 44.67%, 43.56%, 11.29%,-,11.769999999999996%,711e6f
21007,31.83%, 28.43%, 60.26%, 10.98%,-,11.310000000000002%,481c99
21009,5.54%, 48.13%, 42.59%, 8.99%,-,9.280000000000001%,7a176c
21011,18.40%, 34.43%, 52.83%, 11.99%,-,12.740000000000009%,572086
21013,11.40%, 39.14%, 50.54%, 9.39%,-,10.319999999999993%,631a80
21015,26.19%, 58.91%, 32.72%, 7.42%,-,8.370000000000005%,961553
21017,7.00%, 41.42%, 48.42%, 9.64%,-,10.159999999999997%,69197b
21019,13.84%, 37.34%, 51.17%, 10.96%,-,11.489999999999995%,5f1d82
21021,3.19%, 47.34%, 44.15%, 8.07%,-,8.509999999999991%,781570
21023,11.62%, 50.40%, 38.79%, 9.96%,-,10.810000000000002%,801b62
21025,44.74%, 23.11%, 67.85%, 8.67%,-,9.040000000000006%,3a17ad
21027,2.87%, 46.36%, 43.49%, 9.86%,-,10.150000000000006%,76196e
21029,5.69%, 47.28%, 41.59%, 10.73%,-,11.129999999999995%,781c6a
21031,30.63%, 61.00%, 30.37%, 8.39%,-,8.629999999999995%,9b164d
21033,7.12%, 40.10%, 47.22%, 12.36%,-,12.680000000000007%,662078
21035,2.52%, 43.14%, 45.66%, 10.57%,-,11.200000000000003%,6e1c74
21037,15.00%, 53.31%, 38.30%, 7.41%,-,8.39%,871561
21039,22.21%, 33.62%, 55.83%, 10.09%,-,10.550000000000011%,551a8e
21041,16.03%, 36.14%, 52.18%, 10.84%,-,11.680000000000007%,5c1d85
21043,6.28%, 41.69%, 47.97%, 10.05%,-,10.340000000000003%,6a1a7a
21045,42.70%, 65.40%, 22.70%, 10.77%,-,11.899999999999991%,a61e39
21047,8.87%, 50.95%, 42.08%, 6.54%,-,6.969999999999999%,81116b
21049,2.28%, 43.49%, 45.77%, 10.05%,-,10.739999999999995%,6e1b74
21051,24.70%, 58.05%, 33.35%, 7.47%,-,8.599999999999994%,941555
21053,36.44%, 63.41%, 26.96%, 8.80%,-,9.629999999999995%,a11844
21055,0.85%, 44.33%, 43.48%, 11.75%,-,12.189999999999998%,711f6e
21057,33.85%, 62.13%, 28.29%, 8.53%,-,9.579999999999998%,9e1848
21059,1.37%, 45.36%, 43.99%, 9.57%,-,10.650000000000006%,731b70
21061,22.66%, 57.96%, 35.30%, 6.59%,-,6.740000000000009%,93115a
21063,43.52%, 20.89%, 64.42%, 14.09%,-,14.689999999999998%,3525a4
21065,11.15%, 49.89%, 38.74%, 10.76%,-,11.370000000000005%,7f1c62
21067,0.76%, 46.33%, 47.09%, 5.77%,-,6.579999999999998%,761078
21069,8.40%, 48.55%, 40.16%, 10.96%,-,11.290000000000006%,7b1c66
21071,45.30%, 21.82%, 67.12%, 10.55%,-,11.060000000000002%,371cab
21073,20.22%, 35.02%, 55.24%, 9.20%,-,9.739999999999995%,59188c
21075,27.71%, 31.85%, 59.56%, 8.23%,-,8.590000000000003%,511597
21077,14.96%, 35.72%, 50.68%, 12.75%,-,13.599999999999994%,5b2281
21079,24.11%, 58.11%, 34.00%, 7.71%,-,7.890000000000001%,941456
21081,2.63%, 45.43%, 42.80%, 11.13%,-,11.77000000000001%,731e6d
21083,13.48%, 37.17%, 50.65%, 11.56%,-,12.180000000000007%,5e1f81
21085,19.85%, 55.02%, 35.17%, 8.77%,-,9.810000000000002%,8c1959
21087,32.56%, 60.86%, 28.30%, 10.46%,-,10.840000000000003%,9b1b48
21089,10.84%, 38.48%, 49.32%, 11.66%,-,12.200000000000003%,621f7d
21091,5.72%, 40.61%, 46.33%, 12.52%,-,13.060000000000002%,672176
21093,6.05%, 47.50%, 41.44%, 10.58%,-,11.060000000000002%,791c69
21095,25.05%, 32.95%, 58.00%, 8.73%,-,9.049999999999997%,541793
21097,8.08%, 39.22%, 47.29%, 12.91%,-,13.490000000000009%,642278
21099,3.02%, 46.91%, 43.89%, 8.70%,-,9.200000000000003%,77176f
21101,19.99%, 34.39%, 54.38%, 10.51%,-,11.22999999999999%,571c8a
21103,4.27%, 42.12%, 46.39%, 11.26%,-,11.490000000000009%,6b1d76
21105,24.16%, 31.98%, 56.14%, 11.37%,-,11.879999999999995%,511e8f
21107,5.77%, 41.89%, 47.66%, 9.95%,-,10.450000000000003%,6a1a79
21109,47.92%, 69.98%, 22.06%, 6.87%,-,7.959999999999994%,b21438
21111,10.48%, 41.03%, 51.52%, 6.94%,-,7.449999999999989%,681283
21113,18.49%, 54.76%, 36.27%, 8.52%,-,8.969999999999999%,8b165c
21115,1.12%, 42.56%, 43.68%, 13.18%,-,13.759999999999991%,6c236f
21117,17.58%, 54.77%, 37.19%, 7.05%,-,8.039999999999992%,8b145e
21119,55.11%, 18.18%, 73.29%, 7.83%,-,8.530000000000001%,2e15ba
21121,8.42%, 49.50%, 41.08%, 8.92%,-,9.420000000000002%,7e1868
21123,2.15%, 45.94%, 43.80%, 10.07%,-,10.260000000000005%,751a6f
21125,34.12%, 62.65%, 28.54%, 8.03%,-,8.810000000000002%,9f1648
21127,8.51%, 40.24%, 48.75%, 10.68%,-,11.009999999999991%,661c7c
21129,11.06%, 51.63%, 40.56%, 7.18%,-,7.810000000000002%,831367
21131,20.29%, 56.14%, 35.84%, 7.43%,-,8.019999999999996%,8f145b
21133,26.82%, 30.75%, 57.57%, 10.82%,-,11.680000000000007%,4e1d92
21135,21.74%, 54.12%, 32.38%, 12.84%,-,13.5%,8a2252
21137,7.46%, 49.19%, 41.73%, 8.61%,-,9.080000000000013%,7d176a
21139,24.45%, 31.70%, 56.15%, 11.32%,-,12.150000000000006%,501e8f
21141,3.33%, 44.15%, 47.47%, 7.99%,-,8.379999999999995%,701579
21143,21.87%, 34.03%, 55.89%, 9.67%,-,10.079999999999998%,56198e
21145,9.68%, 40.42%, 50.10%, 8.97%,-,9.47999999999999%,67187f
21147,17.04%, 52.70%, 35.66%, 10.18%,-,11.64%,861d5a
21149,12.96%, 38.05%, 51.02%, 10.71%,-,10.930000000000007%,611b82
21151,5.60%, 48.23%, 42.62%, 8.44%,-,9.150000000000006%,7a176c
21153,20.15%, 35.45%, 55.60%, 8.33%,-,8.949999999999989%,5a168d
21155,15.92%, 35.25%, 51.17%, 13.26%,-,13.579999999999998%,592282
21157,12.21%, 37.91%, 50.12%, 11.52%,-,11.969999999999999%,601e7f
21159,5.07%, 41.92%, 47.00%, 10.43%,-,11.079999999999998%,6a1c77
21161,2.60%, 46.72%, 44.12%, 8.74%,-,9.159999999999997%,771770
21163,10.71%, 38.33%, 49.04%, 12.24%,-,12.629999999999995%,61207d
21165,20.83%, 34.14%, 54.97%, 10.05%,-,10.89%,571b8c
21167,1.17%, 44.82%, 43.66%, 10.13%,-,11.52000000000001%,721d6f
21169,8.94%, 48.89%, 39.95%, 10.51%,-,11.159999999999997%,7c1c65
21171,45.06%, 68.03%, 22.96%, 8.55%,-,9.009999999999991%,ad163a
21173,10.17%, 39.45%, 49.62%, 10.37%,-,10.930000000000007%,641b7e
21175,10.93%, 38.94%, 49.88%, 10.28%,-,11.180000000000007%,631c7f
21177,26.30%, 31.35%, 57.65%, 10.70%,-,11.0%,4f1c93
21179,6.69%, 41.63%, 48.32%, 9.56%,-,10.049999999999997%,6a197b
21181,6.14%, 41.11%, 47.25%, 11.47%,-,11.64%,681d78
21183,0.15%, 43.05%, 43.20%, 13.33%,-,13.75%,6d236e
21185,23.36%, 57.25%, 33.89%, 8.31%,-,8.86%,911656
21187,2.79%, 45.02%, 42.23%, 11.96%,-,12.75%,72206b
21189,15.80%, 53.24%, 37.44%, 8.85%,-,9.319999999999993%,87175f
21191,5.44%, 47.20%, 41.76%, 10.02%,-,11.039999999999992%,781c6a
21193,25.51%, 32.76%, 58.27%, 8.66%,-,8.969999999999999%,531694
21195,29.65%, 30.47%, 60.12%, 9.14%,-,9.409999999999997%,4d1799
21197,14.86%, 36.00%, 50.86%, 12.34%,-,13.14%,5b2181
21199,35.08%, 63.44%, 28.36%, 7.54%,-,8.200000000000003%,a11448
21201,0.94%, 43.29%, 42.35%, 13.76%,-,14.36%,6e246b
21203,41.85%, 66.80%, 24.95%, 7.27%,-,8.25%,aa153f
21205,14.37%, 36.63%, 51.00%, 11.48%,-,12.370000000000005%,5d1f82
21207,37.72%, 62.22%, 24.50%, 12.96%,-,13.280000000000001%,9e213e
21209,0.95%, 45.23%, 44.28%, 10.16%,-,10.490000000000009%,731a70
21211,6.30%, 49.32%, 43.02%, 7.25%,-,7.659999999999997%,7d136d
21213,10.51%, 40.80%, 51.31%, 7.48%,-,7.890000000000001%,681482
21215,6.24%, 47.92%, 41.69%, 10.12%,-,10.39%,7a1a6a
21217,20.11%, 54.87%, 34.76%, 9.95%,-,10.370000000000005%,8b1a58
21219,4.08%, 46.43%, 42.35%, 10.30%,-,11.219999999999999%,761c6b
21221,2.50%, 44.14%, 46.65%, 8.81%,-,9.210000000000008%,701776
21223,9.58%, 38.90%, 48.48%, 11.99%,-,12.620000000000005%,63207b
21225,26.73%, 30.57%, 57.30%, 11.76%,-,12.129999999999995%,4d1e92
21227,14.09%, 53.68%, 39.59%, 6.24%,-,6.72999999999999%,881164
21229,11.46%, 50.85%, 39.39%, 9.20%,-,9.759999999999991%,811864
21231,11.56%, 51.56%, 40.00%, 7.94%,-,8.439999999999998%,831566
21233,25.17%, 30.73%, 55.90%, 12.94%,-,13.370000000000005%,4e228e
21235,11.50%, 50.58%, 39.08%, 9.62%,-,10.340000000000003%,801a63
21237,22.86%, 33.61%, 56.46%, 8.79%,-,9.930000000000007%,55198f
21239,4.01%, 47.57%, 43.56%, 8.31%,-,8.870000000000005%,79166f
22001,12.76%, 38.64%, 51.41%, 9.34%,-,9.950000000000003%,621983
22003,26.47%, 29.27%, 55.74%, 13.42%,-,14.989999999999995%,4a268e
22005,14.89%, 37.02%, 51.91%, 10.30%,-,11.069999999999993%,5e1c84
22007,36.41%, 26.42%, 62.83%, 8.85%,-,10.75%,431ba0
22009,32.03%, 27.01%, 59.04%, 11.80%,-,13.950000000000003%,442396
22011,4.81%, 44.21%, 39.40%, 14.67%,-,16.39%,702964
22013,26.18%, 32.53%, 58.71%, 6.19%,-,8.759999999999991%,521695
22015,3.81%, 47.63%, 43.82%, 7.52%,-,8.549999999999997%,79156f
22017,17.20%, 38.69%, 55.89%, 4.85%,-,5.420000000000002%,620d8e
22019,15.94%, 35.97%, 51.91%, 11.24%,-,12.120000000000005%,5b1e84
22021,6.03%, 40.40%, 46.44%, 11.27%,-,13.159999999999997%,672176
22023,17.79%, 32.91%, 50.70%, 14.32%,-,16.39%,532981
22025,17.85%, 34.26%, 52.11%, 11.90%,-,13.629999999999995%,572284
22027,16.46%, 37.10%, 53.55%, 7.86%,-,9.349999999999994%,5e1788
22029,16.42%, 35.96%, 52.38%, 9.81%,-,11.659999999999997%,5b1d85
22031,25.62%, 33.52%, 59.13%, 6.14%,-,7.349999999999994%,551296
22033,3.33%, 45.60%, 48.93%, 4.68%,-,5.469999999999999%,740d7c
22035,33.45%, 29.55%, 63.00%, 5.45%,-,7.450000000000003%,4b12a0
22037,21.01%, 35.10%, 56.11%, 7.86%,-,8.789999999999992%,59168f
22039,17.30%, 35.53%, 52.83%, 9.74%,-,11.64%,5a1d86
22041,1.28%, 44.01%, 45.29%, 9.04%,-,10.700000000000003%,701b73
22043,1.88%, 42.75%, 40.87%, 14.47%,-,16.379999999999995%,6d2968
22045,10.26%, 40.09%, 50.35%, 8.17%,-,9.560000000000002%,661880
22047,37.11%, 27.09%, 64.20%, 7.23%,-,8.709999999999994%,4516a3
22049,4.78%, 42.88%, 47.66%, 8.08%,-,9.460000000000008%,6d1879
22051,6.73%, 50.32%, 43.59%, 5.24%,-,6.090000000000003%,800f6f
22053,19.98%, 33.31%, 53.29%, 11.92%,-,13.400000000000006%,542287
22055,5.26%, 48.91%, 43.65%, 6.22%,-,7.439999999999998%,7c126f
22057,19.38%, 34.99%, 54.37%, 8.63%,-,10.64%,591b8a
22059,5.87%, 44.96%, 39.09%, 14.56%,-,15.949999999999989%,722863
22061,5.87%, 43.98%, 49.85%, 4.80%,-,6.170000000000002%,700f7f
22063,8.46%, 47.39%, 38.94%, 12.17%,-,13.670000000000002%,782263
22065,29.50%, 31.41%, 60.91%, 6.22%,-,7.680000000000007%,50139b
22067,7.74%, 41.57%, 49.31%, 7.71%,-,9.120000000000005%,6a177d
22069,18.62%, 36.06%, 54.69%, 6.94%,-,9.25%,5b178b
22071,55.36%, 20.84%, 76.20%, 2.00%,-,2.9599999999999937%,3507c2
22073,7.00%, 49.59%, 42.58%, 6.23%,-,7.829999999999998%,7e136c
22075,7.92%, 41.61%, 49.53%, 7.93%,-,8.86%,6a167e
22077,29.03%, 31.28%, 60.32%, 7.46%,-,8.400000000000006%,4f1599
22079,2.92%, 43.16%, 46.07%, 9.35%,-,10.77000000000001%,6e1b75
22081,30.19%, 31.28%, 61.48%, 6.24%,-,7.240000000000009%,4f129c
22083,4.34%, 43.23%, 47.57%, 7.41%,-,9.200000000000003%,6e1779
22085,7.99%, 39.34%, 47.33%, 11.58%,-,13.329999999999998%,642178
22087,2.47%, 43.86%, 46.33%, 8.62%,-,9.810000000000002%,6f1976
22089,6.06%, 43.55%, 49.61%, 6.11%,-,6.840000000000003%,6f117e
22091,39.89%, 25.95%, 65.83%, 7.44%,-,8.219999999999999%,4214a7
22093,41.10%, 26.36%, 67.46%, 5.66%,-,6.180000000000007%,430fac
