id,margin,goldwater,johnson,other,hex_color
21151,23.31%, 38.09%, 61.40%,-,61009c
21153,30.39%, 34.44%, 64.83%,-,5700a5
21155,59.71%, 20.10%, 79.81%,-,3300cb
21157,55.93%, 21.90%, 77.83%,-,3700c6
21159,3.84%, 47.40%, 51.24%,-,780082
21161,29.70%, 35.05%, 64.76%,-,5900a5
21163,48.86%, 25.51%, 74.37%,-,4100bd
21165,54.10%, 22.70%, 76.80%,-,3900c3
21167,34.46%, 32.57%, 67.03%,-,5300aa
21169,21.22%, 39.27%, 60.49%,-,64009a
21171,31.54%, 65.73%, 34.19%,-,a70057
21173,32.71%, 33.60%, 66.31%,-,5500a9
21175,70.67%, 14.05%, 84.72%,-,2300d8
21177,32.04%, 33.88%, 65.92%,-,5600a8
21179,53.50%, 23.07%, 76.56%,-,3a00c3
21181,47.14%, 26.11%, 73.25%,-,4200ba
21183,5.15%, 47.38%, 52.54%,-,780085
21185,35.17%, 32.34%, 67.51%,-,5200ac
21187,75.98%, 11.95%, 87.93%,-,1e00e0
21189,34.17%, 66.92%, 32.74%,-,aa0053
21191,30.98%, 34.42%, 65.40%,-,5700a6
21193,35.36%, 32.28%, 67.64%,-,5200ac
21195,33.23%, 33.30%, 66.53%,-,5400a9
21197,23.96%, 37.83%, 61.79%,-,60009d
21199,11.62%, 55.60%, 43.98%,-,8d0070
21201,31.37%, 34.23%, 65.59%,-,5700a7
21203,26.76%, 63.20%, 36.44%,-,a1005c
21205,28.89%, 35.35%, 64.24%,-,5a00a3
21207,18.53%, 59.00%, 40.46%,-,960067
21209,42.23%, 28.67%, 70.90%,-,4900b4
21211,56.04%, 21.85%, 77.89%,-,3700c6
21213,53.11%, 23.33%, 76.45%,-,3b00c2
21215,45.91%, 26.87%, 72.77%,-,4400b9
21217,8.55%, 45.44%, 53.98%,-,730089
21219,34.20%, 32.73%, 66.93%,-,5300aa
21221,50.57%, 24.56%, 75.12%,-,3e00bf
21223,72.96%, 13.41%, 86.36%,-,2200dc
21225,52.38%, 23.55%, 75.93%,-,3c00c1
21227,25.09%, 37.36%, 62.45%,-,5f009f
21229,28.25%, 35.88%, 64.12%,-,5b00a3
21231,6.77%, 46.44%, 53.21%,-,760087
21233,50.85%, 24.52%, 75.36%,-,3e00c0
21235,0.03%, 49.79%, 49.82%,-,7e007f
21237,56.06%, 21.64%, 77.71%,-,3700c6
21239,41.75%, 28.84%, 70.59%,-,4900b4
22001,17.05%, 41.47%, 58.53%,-,690095
22003,16.68%, 41.66%, 58.34%,-,6a0094
22005,20.83%, 39.59%, 60.41%,-,64009a
22007,18.27%, 40.87%, 59.13%,-,680096
22009,2.29%, 48.86%, 51.14%,-,7c0082
22011,4.69%, 52.34%, 47.66%,-,850079
22013,62.79%, 81.39%, 18.61%,-,cf002f
22015,67.06%, 83.53%, 16.47%,-,d50029
22017,61.20%, 80.60%, 19.40%,-,cd0031
22019,15.47%, 42.27%, 57.73%,-,6b0093
22021,61.25%, 80.62%, 19.38%,-,cd0031
22023,28.81%, 35.59%, 64.41%,-,5a00a4
22025,62.00%, 81.00%, 19.00%,-,ce0030
22027,78.09%, 89.04%, 10.96%,-,e3001b
22029,66.51%, 83.25%, 16.75%,-,d4002a
22031,51.84%, 75.92%, 24.08%,-,c1003d
22033,17.13%, 58.57%, 41.43%,-,950069
22035,69.93%, 84.96%, 15.04%,-,d80026
22037,59.26%, 79.63%, 20.37%,-,cb0033
22039,21.58%, 39.21%, 60.79%,-,63009b
22041,75.63%, 87.82%, 12.18%,-,df001f
22043,38.73%, 69.36%, 30.64%,-,b0004e
22045,0.34%, 50.17%, 49.83%,-,7f007f
22047,12.86%, 43.57%, 56.43%,-,6f008f
22049,48.89%, 74.44%, 25.56%,-,bd0041
22051,7.77%, 53.88%, 46.12%,-,890075
22053,14.97%, 42.52%, 57.48%,-,6c0092
22055,7.77%, 46.11%, 53.89%,-,750089
22057,32.30%, 33.85%, 66.15%,-,5600a8
22059,66.66%, 83.33%, 16.67%,-,d4002a
22061,54.17%, 77.09%, 22.91%,-,c4003a
22063,22.17%, 61.08%, 38.92%,-,9b0063
22065,66.34%, 83.17%, 16.83%,-,d4002a
22067,74.95%, 87.47%, 12.53%,-,df001f
22069,30.00%, 65.00%, 35.00%,-,a50059
22071,0.61%, 49.69%, 50.31%,-,7e0080
22073,66.87%, 83.44%, 16.56%,-,d4002a
22075,72.71%, 86.35%, 13.65%,-,dc0022
22077,1.75%, 50.87%, 49.13%,-,81007d
22079,28.92%, 64.46%, 35.54%,-,a4005a
22081,74.00%, 87.00%, 13.00%,-,dd0021
22083,71.52%, 85.76%, 14.24%,-,da0024
22085,33.37%, 66.68%, 33.32%,-,aa0054
22087,13.21%, 56.61%, 43.39%,-,90006e
22089,30.38%, 34.81%, 65.19%,-,5800a6
22091,30.27%, 65.14%, 34.86%,-,a60058
22093,48.35%, 25.82%, 74.18%,-,4100bd
22095,40.06%, 29.97%, 70.03%,-,4c00b2
22097,3.90%, 48.05%, 51.95%,-,7a0084
22099,25.20%, 37.40%, 62.60%,-,5f009f
22101,13.98%, 43.01%, 56.99%,-,6d0091
22103,8.16%, 54.08%, 45.92%,-,890075
22105,15.58%, 57.79%, 42.21%,-,93006b
22107,79.21%, 89.60%, 10.40%,-,e4001a
22109,12.07%, 43.96%, 56.04%,-,70008e
22111,59.40%, 79.70%, 20.30%,-,cb0033
22113,29.74%, 35.13%, 64.87%,-,5900a5
22115,1.82%, 50.91%, 49.09%,-,81007d
22117,21.31%, 60.65%, 39.35%,-,9a0064
22119,64.66%, 82.33%, 17.67%,-,d1002d
22121,1.53%, 49.24%, 50.76%,-,7d0081
22123,76.85%, 88.42%, 11.58%,-,e1001d
22125,60.18%, 80.09%, 19.91%,-,cc0032
22127,57.08%, 78.54%, 21.46%,-,c80036
23001,60.31%, 19.82%, 80.14%,-,3200cc
23003,27.43%, 36.28%, 63.71%,-,5c00a2
23005,38.87%, 30.52%, 69.39%,-,4d00b0
23007,33.40%, 33.29%, 66.69%,-,5400aa
23009,8.09%, 45.89%, 53.98%,-,750089
23011,37.37%, 31.28%, 68.65%,-,4f00af
23013,22.90%, 38.53%, 61.43%,-,62009c
23015,12.26%, 43.81%, 56.07%,-,6f008e
23017,43.62%, 28.14%, 71.76%,-,4700b6
23019,33.12%, 33.42%, 66.54%,-,5500a9
23021,31.79%, 34.06%, 65.84%,-,5600a7
23023,43.87%, 28.06%, 71.93%,-,4700b7
23025,40.34%, 29.77%, 70.11%,-,4b00b2
23027,23.76%, 38.11%, 61.87%,-,61009d
23029,41.84%, 29.05%, 70.88%,-,4a00b4
23031,43.70%, 28.10%, 71.80%,-,4700b7
24001,24.51%, 37.75%, 62.25%,-,60009e
24003,17.40%, 41.30%, 58.70%,-,690095
24005,20.14%, 39.92%, 60.06%,-,650099
24009,30.78%, 34.61%, 65.39%,-,5800a6
24011,15.83%, 42.09%, 57.91%,-,6b0093
24013,0.71%, 49.65%, 50.35%,-,7e0080
24015,19.14%, 40.43%, 59.57%,-,670097
24017,30.91%, 34.55%, 65.45%,-,5800a6
24019,7.71%, 53.86%, 46.14%,-,890075
24021,22.19%, 38.90%, 61.10%,-,63009b
24023,1.53%, 50.76%, 49.24%,-,81007d
24025,15.23%, 42.38%, 57.62%,-,6c0092
24027,9.00%, 45.50%, 54.50%,-,74008a
24029,34.39%, 32.81%, 67.19%,-,5300ab
24031,32.48%, 33.76%, 66.24%,-,5600a8
24033,27.60%, 36.20%, 63.80%,-,5c00a2
24035,34.91%, 32.55%, 67.45%,-,5300ab
24037,33.91%, 33.05%, 66.95%,-,5400aa
24039,17.86%, 41.07%, 58.93%,-,680096
24041,11.69%, 44.15%, 55.85%,-,70008e
24043,21.78%, 39.11%, 60.89%,-,63009b
24045,7.72%, 46.14%, 53.86%,-,750089
24047,11.07%, 44.47%, 55.53%,-,71008d
24510,51.96%, 24.02%, 75.98%,-,3d00c1
25001,14.05%, 42.80%, 56.85%,-,6d0090
25003,52.35%, 23.57%, 75.92%,-,3c00c1
25005,57.68%, 21.02%, 78.70%,-,3500c8
25007,36.47%, 31.58%, 68.05%,-,5000ad
25009,48.94%, 25.32%, 74.27%,-,4000bd
25011,34.19%, 32.56%, 66.76%,-,5300aa
25013,49.82%, 24.86%, 74.67%,-,3f00be
25015,47.37%, 26.09%, 73.45%,-,4200bb
25017,52.89%, 23.36%, 76.25%,-,3b00c2
25019,34.14%, 32.85%, 66.98%,-,5300aa
25021,46.04%, 26.80%, 72.84%,-,4400b9
25023,36.62%, 31.53%, 68.15%,-,5000ad
25025,72.73%, 13.50%, 86.22%,-,2200db
25027,54.48%, 22.60%, 77.08%,-,3900c4
26001,14.64%, 42.59%, 57.23%,-,6c0091
26003,46.15%, 26.90%, 73.05%,-,4400ba
26005,3.07%, 48.39%, 51.45%,-,7b0083
26007,30.98%, 34.47%, 65.45%,-,5700a6
26009,10.53%, 44.66%, 55.19%,-,71008c
26011,26.56%, 36.68%, 63.24%,-,5d00a1
26013,37.69%, 31.05%, 68.74%,-,4f00af
26015,19.00%, 40.36%, 59.36%,-,660097
26017,42.82%, 28.52%, 71.34%,-,4800b5
26019,8.44%, 45.71%, 54.15%,-,74008a
26021,12.08%, 43.86%, 55.94%,-,6f008e
26023,21.08%, 39.21%, 60.29%,-,630099
26025,26.82%, 36.50%, 63.31%,-,5d00a1
26027,19.43%, 40.19%, 59.62%,-,660098
26029,17.00%, 41.44%, 58.45%,-,690095
26031,26.42%, 36.70%, 63.12%,-,5d00a0
26033,22.88%, 38.45%, 61.33%,-,62009c
26035,12.87%, 43.45%, 56.32%,-,6e008f
26037,20.50%, 39.70%, 60.20%,-,650099
26039,35.56%, 32.22%, 67.78%,-,5200ac
26041,38.68%, 30.56%, 69.25%,-,4d00b0
26043,40.33%, 29.79%, 70.12%,-,4b00b2
26045,17.03%, 41.38%, 58.41%,-,690094
26047,21.13%, 39.37%, 60.50%,-,64009a
26049,34.95%, 32.45%, 67.40%,-,5200ab
26051,16.74%, 41.45%, 58.19%,-,690094
26053,40.60%, 29.60%, 70.19%,-,4b00b2
26055,9.33%, 45.26%, 54.59%,-,73008b
26057,15.76%, 42.02%, 57.78%,-,6b0093
26059,1.10%, 49.05%, 50.15%,-,7d007f
26061,32.03%, 33.97%, 65.99%,-,5600a8
26063,7.97%, 45.96%, 53.93%,-,750089
26065,23.86%, 37.97%, 61.83%,-,60009d
26067,28.95%, 35.36%, 64.31%,-,5a00a3
26069,23.17%, 38.39%, 61.56%,-,61009c
26071,42.88%, 28.48%, 71.36%,-,4800b5
26073,20.19%, 39.84%, 60.03%,-,650099
26075,14.78%, 42.52%, 57.30%,-,6c0092
26077,20.10%, 39.79%, 59.89%,-,650098
26079,17.23%, 41.31%, 58.54%,-,690095
26081,13.01%, 43.41%, 56.42%,-,6e008f
26083,39.35%, 30.28%, 69.64%,-,4d00b1
26085,42.85%, 28.56%, 71.41%,-,4800b6
26087,17.66%, 41.11%, 58.77%,-,680095
26089,6.63%, 46.60%, 53.22%,-,760087
26091,19.21%, 40.29%, 59.50%,-,660097
26093,18.10%, 40.89%, 58.99%,-,680096
26095,25.23%, 37.37%, 62.59%,-,5f009f
26097,16.56%, 41.70%, 58.26%,-,6a0094
26099,49.15%, 25.31%, 74.47%,-,4000bd
26101,30.81%, 34.56%, 65.37%,-,5800a6
26103,35.90%, 31.96%, 67.86%,-,5100ad
26105,21.85%, 39.02%, 60.87%,-,63009b
26107,9.90%, 44.99%, 54.89%,-,72008b
26109,33.46%, 33.19%, 66.64%,-,5400a9
26111,16.47%, 41.65%, 58.13%,-,6a0094
26113,16.20%, 58.08%, 41.89%,-,94006a
26115,39.43%, 30.17%, 69.61%,-,4c00b1
26117,26.73%, 36.55%, 63.27%,-,5d00a1
26119,22.63%, 38.60%, 61.23%,-,62009c
26121,24.77%, 37.51%, 62.28%,-,5f009e
26123,5.06%, 47.42%, 52.48%,-,780085
26125,23.12%, 38.33%, 61.44%,-,61009c
26127,12.09%, 43.87%, 55.95%,-,6f008e
26129,27.19%, 36.36%, 63.55%,-,5c00a2
26131,35.48%, 32.19%, 67.67%,-,5200ac
26133,1.97%, 48.84%, 50.81%,-,7c0081
26135,8.48%, 45.55%, 54.04%,-,740089
26137,29.78%, 35.07%, 64.85%,-,5900a5
26139,9.75%, 54.79%, 45.05%,-,8b0072
26141,33.63%, 33.16%, 66.80%,-,5400aa
26143,15.29%, 42.27%, 57.56%,-,6b0092
26145,23.32%, 38.25%, 61.58%,-,61009d
26147,18.33%, 40.76%, 59.09%,-,670096
26149,11.89%, 43.96%, 55.85%,-,70008e
26151,9.54%, 54.71%, 45.16%,-,8b0073
26153,31.35%, 34.27%, 65.63%,-,5700a7
26155,27.39%, 36.21%, 63.60%,-,5c00a2
26157,11.03%, 44.42%, 55.45%,-,71008d
26159,16.49%, 41.63%, 58.12%,-,6a0094
26161,24.30%, 37.70%, 62.00%,-,60009e
26163,52.14%, 23.83%, 75.97%,-,3c00c1
26165,18.78%, 40.50%, 59.28%,-,670097
27001,31.82%, 33.96%, 65.77%,-,5600a7
27003,41.14%, 29.33%, 70.47%,-,4a00b3
27005,26.44%, 36.70%, 63.14%,-,5d00a1
27007,30.36%, 34.74%, 65.10%,-,5800a6
27009,24.75%, 37.47%, 62.22%,-,5f009e
27011,35.95%, 31.90%, 67.86%,-,5100ad
27013,14.25%, 42.61%, 56.85%,-,6c0090
27015,1.83%, 49.02%, 50.84%,-,7d0081
27017,54.79%, 22.49%, 77.29%,-,3900c5
27019,2.85%, 51.37%, 48.52%,-,82007b
27021,19.67%, 40.11%, 59.78%,-,660098
27023,23.68%, 38.10%, 61.78%,-,61009d
27025,26.45%, 36.65%, 63.10%,-,5d00a0
27027,25.03%, 37.37%, 62.39%,-,5f009f
27029,39.02%, 30.41%, 69.43%,-,4d00b1
27031,12.17%, 43.86%, 56.03%,-,6f008e
27033,8.86%, 45.47%, 54.33%,-,73008a
27035,28.34%, 35.76%, 64.10%,-,5b00a3
27037,34.34%, 32.73%, 67.07%,-,5300ab
27039,11.81%, 44.02%, 55.84%,-,70008e
27041,18.85%, 40.51%, 59.36%,-,670097
27043,10.48%, 44.71%, 55.18%,-,72008c
27045,9.29%, 45.29%, 54.58%,-,73008b
27047,26.44%, 36.72%, 63.16%,-,5d00a1
27049,16.01%, 41.95%, 57.96%,-,6a0093
27051,20.55%, 39.72%, 60.26%,-,650099
27053,21.75%, 39.00%, 60.75%,-,63009a
27055,6.17%, 46.86%, 53.03%,-,770087
27057,5.58%, 47.14%, 52.72%,-,780086
27059,33.96%, 32.93%, 66.90%,-,5300aa
27061,48.78%, 25.49%, 74.27%,-,4000bd
27063,30.41%, 34.77%, 65.18%,-,5800a6
27065,32.75%, 33.50%, 66.25%,-,5500a8
27067,38.74%, 30.49%, 69.23%,-,4d00b0
27069,41.50%, 29.23%, 70.72%,-,4a00b4
27071,57.08%, 21.39%, 78.47%,-,3600c8
27073,27.48%, 36.18%, 63.66%,-,5c00a2
27075,59.05%, 20.34%, 79.39%,-,3300ca
27077,44.02%, 27.71%, 71.73%,-,4600b6
27079,31.38%, 34.22%, 65.60%,-,5700a7
27081,36.83%, 31.46%, 68.29%,-,5000ae
27083,35.47%, 32.22%, 67.69%,-,5200ac
27085,1.86%, 49.00%, 50.86%,-,7c0081
27087,50.36%, 24.74%, 75.11%,-,3f00bf
27089,41.62%, 29.17%, 70.79%,-,4a00b4
27091,7.87%, 53.84%, 45.98%,-,890075
27093,25.91%, 36.99%, 62.90%,-,5e00a0
27095,27.58%, 36.00%, 63.58%,-,5b00a2
27097,36.05%, 31.86%, 67.91%,-,5100ad
27099,35.07%, 32.32%, 67.39%,-,5200ab
27101,24.33%, 37.79%, 62.13%,-,60009e
27103,17.35%, 41.27%, 58.62%,-,690095
27105,29.26%, 35.31%, 64.57%,-,5a00a4
27107,37.14%, 31.35%, 68.50%,-,4f00ae
27109,12.08%, 43.87%, 55.94%,-,6f008e
27111,2.65%, 51.26%, 48.61%,-,82007b
27113,40.91%, 29.45%, 70.37%,-,4b00b3
27115,38.33%, 30.71%, 69.04%,-,4e00b0
27117,15.11%, 42.40%, 57.51%,-,6c0092
27119,37.32%, 31.28%, 68.60%,-,4f00ae
27121,23.18%, 38.39%, 61.57%,-,61009d
27123,40.22%, 29.70%, 69.91%,-,4b00b2
27125,52.57%, 23.39%, 75.96%,-,3b00c1
27127,1.90%, 49.00%, 50.90%,-,7c0081
27129,16.59%, 41.58%, 58.18%,-,6a0094
27131,25.47%, 37.18%, 62.65%,-,5e009f
27133,9.59%, 45.19%, 54.78%,-,73008b
27135,37.50%, 31.19%, 68.69%,-,4f00af
27137,51.61%, 24.00%, 75.61%,-,3d00c0
27139,37.25%, 31.32%, 68.57%,-,4f00ae
27141,27.86%, 35.89%, 63.75%,-,5b00a2
27143,3.73%, 51.83%, 48.10%,-,84007a
27145,18.82%, 40.44%, 59.26%,-,670097
27147,10.42%, 44.63%, 55.05%,-,71008c
27149,13.43%, 43.22%, 56.65%,-,6e0090
27151,34.46%, 32.68%, 67.14%,-,5300ab
27153,17.18%, 41.29%, 58.47%,-,690095
27155,35.34%, 32.30%, 67.64%,-,5200ac
27157,16.44%, 41.75%, 58.20%,-,6a0094
27159,9.19%, 45.33%, 54.52%,-,73008b
27161,0.87%, 49.47%, 50.34%,-,7e0080
27163,34.26%, 32.75%, 67.01%,-,5300aa
27165,12.29%, 43.80%, 56.09%,-,6f008f
27167,25.39%, 37.26%, 62.65%,-,5f009f
27169,28.43%, 35.71%, 64.14%,-,5b00a3
27171,22.64%, 38.60%, 61.24%,-,62009c
27173,26.21%, 36.86%, 63.06%,-,5d00a0
28001,68.74%, 84.37%, 15.63%,-,d70027
28003,27.58%, 63.79%, 36.21%,-,a2005c
28005,92.76%, 96.38%, 3.62%,-,f50009
28007,88.74%, 94.37%, 5.63%,-,f0000e
28009,59.66%, 79.83%, 20.17%,-,cb0033
28011,72.98%, 86.49%, 13.51%,-,dc0022
28013,83.29%, 91.64%, 8.36%,-,e90015
28015,90.85%, 95.42%, 4.58%,-,f3000b
28017,83.67%, 91.83%, 8.17%,-,ea0014
28019,86.64%, 93.32%, 6.68%,-,ed0011
28021,87.18%, 93.59%, 6.41%,-,ee0010
28023,86.84%, 93.42%, 6.58%,-,ee0010
28025,85.30%, 92.65%, 7.35%,-,ec0012
28027,62.46%, 81.23%, 18.77%,-,cf002f
28029,89.93%, 94.96%, 5.04%,-,f2000c
28031,77.11%, 88.55%, 11.45%,-,e1001d
28033,72.79%, 86.40%, 13.60%,-,dc0022
28035,78.35%, 89.17%, 10.83%,-,e3001b
28037,92.09%, 96.05%, 3.95%,-,f4000a
28039,84.07%, 92.04%, 7.96%,-,ea0014
28041,79.04%, 89.52%, 10.48%,-,e4001a
28043,91.85%, 95.92%, 4.08%,-,f4000a
28045,25.89%, 62.95%, 37.05%,-,a0005e
28047,50.28%, 75.14%, 24.86%,-,bf003f
28049,75.85%, 87.93%, 12.07%,-,e0001e
28051,93.18%, 96.59%, 3.41%,-,f60008
28053,91.37%, 95.69%, 4.31%,-,f4000a
28055,86.12%, 93.06%, 6.94%,-,ed0011
28057,31.01%, 65.50%, 34.50%,-,a70057
28059,65.46%, 82.73%, 17.27%,-,d2002c
28061,85.39%, 92.69%, 7.31%,-,ec0012
28063,89.60%, 94.80%, 5.20%,-,f1000d
28065,81.83%, 90.91%, 9.09%,-,e70017
28067,71.91%, 85.95%, 14.05%,-,db0023
28069,83.92%, 91.96%, 8.04%,-,ea0014
28071,63.28%, 81.64%, 18.36%,-,d0002e
28073,81.98%, 90.99%, 9.01%,-,e80016
28075,78.71%, 89.36%, 10.64%,-,e3001b
28077,81.91%, 90.95%, 9.05%,-,e70017
28079,92.47%, 96.23%, 3.77%,-,f50009
28081,36.39%, 68.19%, 31.81%,-,ad0051
28083,87.27%, 93.63%, 6.37%,-,ee0010
28085,87.84%, 93.92%, 6.08%,-,ef000f
28087,84.01%, 92.01%, 7.99%,-,ea0014
28089,85.80%, 92.90%, 7.10%,-,ec0012
28091,83.09%, 91.55%, 8.45%,-,e90015
28093,73.55%, 86.78%, 13.22%,-,dd0021
28095,70.21%, 85.10%, 14.90%,-,d90025
28097,91.05%, 95.53%, 4.47%,-,f3000b
28099,89.76%, 94.88%, 5.12%,-,f1000d
28101,90.43%, 95.21%, 4.79%,-,f2000c
28103,93.17%, 96.59%, 3.41%,-,f60008
28105,81.36%, 90.68%, 9.32%,-,e70017
28107,81.29%, 90.65%, 9.35%,-,e70017
28109,69.01%, 84.51%, 15.49%,-,d70027
28111,72.83%, 86.42%, 13.58%,-,dc0022
28113,84.40%, 92.20%, 7.80%,-,eb0013
28115,58.72%, 79.36%, 20.64%,-,ca0034
28117,38.64%, 69.32%, 30.68%,-,b0004e
28119,72.01%, 86.01%, 13.99%,-,db0023
28121,91.57%, 95.78%, 4.22%,-,f4000a
28123,90.42%, 95.21%, 4.79%,-,f2000c
28125,79.42%, 89.71%, 10.29%,-,e4001a
28127,89.62%, 94.81%, 5.19%,-,f1000d
28129,88.89%, 94.44%, 5.56%,-,f0000e
28131,81.69%, 90.84%, 9.16%,-,e70017
28133,88.53%, 94.27%, 5.73%,-,f0000e
28135,84.92%, 92.46%, 7.54%,-,eb0013
28137,78.83%, 89.41%, 10.59%,-,e3001b
28139,43.63%, 71.82%, 28.18%,-,b70047
28141,32.88%, 66.44%, 33.56%,-,a90055
28143,81.03%, 90.52%, 9.48%,-,e60018
28145,40.76%, 70.38%, 29.62%,-,b3004b
28147,90.28%, 95.14%, 4.86%,-,f2000c
28149,63.92%, 81.96%, 18.04%,-,d0002e
28151,47.37%, 73.68%, 26.32%,-,bb0043
28153,85.53%, 92.77%, 7.23%,-,ec0012
28155,84.81%, 92.41%, 7.59%,-,eb0013
28157,86.93%, 93.46%, 6.54%,-,ee0010
28159,88.60%, 94.30%, 5.70%,-,f0000e
28161,80.41%, 90.20%, 9.80%,-,e60018
28163,91.85%, 95.92%, 4.08%,-,f4000a
29001,8.48%, 45.76%, 54.24%,-,74008a
29003,10.63%, 44.69%, 55.31%,-,71008d
29005,26.91%, 36.55%, 63.45%,-,5d00a1
29007,38.04%, 30.98%, 69.02%,-,4e00b0
29009,5.47%, 47.27%, 52.73%,-,780086
29011,15.28%, 42.36%, 57.64%,-,6c0092
29013,18.99%, 40.50%, 59.50%,-,670097
29015,9.92%, 54.96%, 45.04%,-,8c0072
29017,13.57%, 43.22%, 56.78%,-,6e0090
29019,31.46%, 34.27%, 65.73%,-,5700a7
29021,35.51%, 32.25%, 67.75%,-,5200ac
29023,15.71%, 42.14%, 57.86%,-,6b0093
29025,7.61%, 46.20%, 53.80%,-,750089
29027,32.96%, 33.52%, 66.48%,-,5500a9
29029,1.66%, 50.83%, 49.17%,-,81007d
29031,13.14%, 43.43%, 56.57%,-,6e0090
29033,15.22%, 42.39%, 57.61%,-,6c0092
29035,23.63%, 38.18%, 61.82%,-,61009d
29037,28.99%, 35.50%, 64.50%,-,5a00a4
29039,4.89%, 52.44%, 47.56%,-,850079
29041,33.31%, 33.34%, 66.66%,-,5500a9
29043,9.97%, 54.98%, 45.02%,-,8c0072
29045,14.50%, 42.75%, 57.25%,-,6d0091
29047,26.31%, 36.84%, 63.16%,-,5d00a1
29049,33.31%, 33.35%, 66.65%,-,5500a9
29051,10.67%, 55.33%, 44.67%,-,8d0071
29053,8.68%, 45.66%, 54.34%,-,74008a
29055,12.84%, 43.58%, 56.42%,-,6f008f
29057,8.12%, 54.06%, 45.94%,-,890075
29059,6.70%, 53.35%, 46.65%,-,880076
29061,18.75%, 40.62%, 59.38%,-,670097
29063,16.59%, 41.70%, 58.30%,-,6a0094
29065,23.06%, 38.47%, 61.53%,-,62009c
29067,17.74%, 58.87%, 41.13%,-,960068
29069,41.92%, 29.04%, 70.96%,-,4a00b4
29071,23.65%, 38.17%, 61.83%,-,61009d
29073,26.66%, 63.33%, 36.67%,-,a1005d
29075,31.20%, 34.40%, 65.60%,-,5700a7
29077,11.35%, 44.33%, 55.67%,-,71008d
29079,16.49%, 41.76%, 58.24%,-,6a0094
29081,5.11%, 47.44%, 52.56%,-,780086
29083,30.28%, 34.86%, 65.14%,-,5800a6
29085,15.07%, 57.53%, 42.47%,-,92006c
29087,4.03%, 47.98%, 52.02%,-,7a0084
29089,44.74%, 27.63%, 72.37%,-,4600b8
29091,3.50%, 48.25%, 51.75%,-,7b0083
29093,44.44%, 27.78%, 72.22%,-,4600b8
29095,34.38%, 32.81%, 67.19%,-,5300ab
29097,7.65%, 46.18%, 53.82%,-,750089
29099,41.15%, 29.43%, 70.57%,-,4b00b3
29101,19.18%, 40.41%, 59.59%,-,670097
29103,23.01%, 38.50%, 61.50%,-,62009c
29105,8.00%, 46.00%, 54.00%,-,750089
29107,14.79%, 42.60%, 57.40%,-,6c0092
29109,2.70%, 48.65%, 51.35%,-,7c0082
29111,45.18%, 27.41%, 72.59%,-,4500b9
29113,37.47%, 31.26%, 68.74%,-,4f00af
29115,33.09%, 33.45%, 66.55%,-,5500a9
29117,32.62%, 33.69%, 66.31%,-,5500a9
29119,6.62%, 46.69%, 53.31%,-,770087
29121,31.02%, 34.49%, 65.51%,-,5700a7
29123,21.50%, 39.25%, 60.75%,-,64009a
29125,27.11%, 36.44%, 63.56%,-,5c00a2
29127,39.51%, 30.25%, 69.75%,-,4d00b1
29129,10.50%, 44.75%, 55.25%,-,72008c
29131,13.94%, 56.97%, 43.03%,-,91006d
29133,41.37%, 29.31%, 70.69%,-,4a00b4
29135,2.49%, 51.24%, 48.76%,-,82007c
29137,63.11%, 18.45%, 81.55%,-,2f00cf
29139,11.51%, 44.24%, 55.76%,-,70008e
29141,5.26%, 52.63%, 47.37%,-,860078
29143,48.33%, 25.84%, 74.16%,-,4100bd
29145,9.99%, 45.00%, 55.00%,-,72008c
29147,27.68%, 36.16%, 63.84%,-,5c00a2
29149,49.13%, 25.44%, 74.56%,-,4000be
29151,1.95%, 50.98%, 49.02%,-,81007d
29153,18.28%, 59.14%, 40.86%,-,960068
29155,31.33%, 34.34%, 65.66%,-,5700a7
29157,9.84%, 45.08%, 54.92%,-,72008c
29159,24.85%, 37.57%, 62.43%,-,5f009f
29161,21.20%, 39.40%, 60.60%,-,64009a
29163,46.13%, 26.94%, 73.06%,-,4400ba
29165,33.51%, 33.24%, 66.76%,-,5400aa
29167,0.98%, 49.51%, 50.49%,-,7e0080
29169,29.15%, 35.43%, 64.57%,-,5a00a4
29171,2.08%, 51.04%, 48.96%,-,82007c
29173,58.92%, 20.54%, 79.46%,-,3400ca
29175,47.54%, 26.23%, 73.77%,-,4200bc
29177,49.91%, 25.05%, 74.95%,-,3f00bf
29179,55.18%, 22.41%, 77.59%,-,3900c5
29181,22.96%, 38.52%, 61.48%,-,62009c
29183,23.40%, 38.30%, 61.70%,-,61009d
29185,13.88%, 43.06%, 56.94%,-,6d0091
29186,48.23%, 25.89%, 74.11%,-,4200bc
29187,30.00%, 35.00%, 65.00%,-,5900a5
29189,22.57%, 38.71%, 61.29%,-,62009c
29195,33.56%, 33.22%, 66.78%,-,5400aa
29197,14.95%, 42.52%, 57.48%,-,6c0092
29199,28.57%, 35.71%, 64.29%,-,5b00a3
29201,40.10%, 29.95%, 70.05%,-,4c00b2
29203,43.78%, 28.11%, 71.89%,-,4700b7
29205,44.51%, 27.75%, 72.25%,-,4600b8
29207,32.71%, 33.65%, 66.35%,-,5500a9
29209,12.87%, 56.43%, 43.57%,-,8f006f
29211,13.55%, 43.23%, 56.77%,-,6e0090
29213,3.73%, 51.86%, 48.14%,-,84007a
29215,25.93%, 37.03%, 62.97%,-,5e00a0
29217,31.89%, 34.06%, 65.94%,-,5600a8
