id,margin,goldwater,johnson,other,hex_color
13305,24.77%, 62.39%, 37.61%,-,9f005f
13307,52.08%, 76.04%, 23.96%,-,c1003d
13309,7.16%, 46.42%, 53.58%,-,760088
13311,28.78%, 35.55%, 64.33%,-,5a00a4
13313,23.43%, 38.27%, 61.70%,-,61009d
13315,33.18%, 66.59%, 33.41%,-,a90055
13317,6.96%, 53.48%, 46.52%,-,880076
13319,38.56%, 69.28%, 30.72%,-,b0004e
13321,57.10%, 78.55%, 21.45%,-,c80036
15001,60.26%, 19.87%, 80.13%,-,3200cc
15003,56.84%, 21.58%, 78.42%,-,3700c7
15005,0%,-,-,-,000000
15007,63.10%, 18.45%, 81.55%,-,2f00cf
15009,56.19%, 21.91%, 78.09%,-,3700c7
16001,12.80%, 56.40%, 43.60%,-,8f006f
16003,4.24%, 47.88%, 52.12%,-,7a0084
16005,26.55%, 36.72%, 63.28%,-,5d00a1
16007,13.72%, 43.14%, 56.86%,-,6e0090
16009,29.35%, 35.33%, 64.67%,-,5a00a4
16011,1.26%, 50.63%, 49.37%,-,81007d
16013,5.38%, 47.31%, 52.69%,-,780086
16015,4.17%, 47.92%, 52.08%,-,7a0084
16017,18.53%, 40.74%, 59.26%,-,670097
16019,5.39%, 52.70%, 47.30%,-,860078
16021,14.22%, 42.89%, 57.11%,-,6d0091
16023,13.29%, 43.35%, 56.65%,-,6e0090
16025,10.10%, 55.05%, 44.95%,-,8c0072
16027,11.90%, 55.95%, 44.05%,-,8e0070
16029,4.37%, 47.82%, 52.18%,-,790085
16031,21.17%, 60.59%, 39.41%,-,9a0064
16033,16.96%, 58.48%, 41.52%,-,950069
16035,52.26%, 23.87%, 76.13%,-,3c00c2
16037,0.42%, 50.21%, 49.79%,-,80007e
16039,10.87%, 44.56%, 55.44%,-,71008d
16041,20.51%, 60.26%, 39.74%,-,990065
16043,0.64%, 49.68%, 50.32%,-,7e0080
16045,8.10%, 45.95%, 54.05%,-,750089
16047,15.52%, 57.76%, 42.24%,-,93006b
16049,23.14%, 38.43%, 61.57%,-,61009d
16051,14.14%, 57.07%, 42.93%,-,91006d
16053,26.01%, 63.00%, 37.00%,-,a0005e
16055,14.81%, 42.60%, 57.40%,-,6c0092
16057,20.33%, 39.83%, 60.17%,-,650099
16059,16.74%, 58.37%, 41.63%,-,94006a
16061,52.35%, 23.83%, 76.17%,-,3c00c2
16063,22.19%, 61.10%, 38.90%,-,9b0063
16065,3.75%, 51.88%, 48.12%,-,84007a
16067,4.78%, 52.39%, 47.61%,-,850079
16069,40.53%, 29.73%, 70.27%,-,4b00b3
16071,18.25%, 59.13%, 40.87%,-,960068
16073,2.01%, 51.01%, 48.99%,-,82007c
16075,4.86%, 52.43%, 47.57%,-,850079
16077,9.17%, 45.42%, 54.58%,-,73008b
16079,28.60%, 35.70%, 64.30%,-,5b00a3
16081,6.05%, 53.02%, 46.98%,-,870077
16083,20.25%, 60.13%, 39.87%,-,990065
16085,6.93%, 46.53%, 53.47%,-,760088
16087,6.03%, 46.99%, 53.01%,-,770087
17001,13.39%, 43.30%, 56.70%,-,6e0090
17003,24.39%, 37.80%, 62.20%,-,60009e
17005,11.01%, 44.49%, 55.51%,-,71008d
17007,15.54%, 57.77%, 42.23%,-,93006b
17009,21.18%, 39.41%, 60.59%,-,64009a
17011,2.50%, 51.25%, 48.75%,-,82007c
17013,16.72%, 41.64%, 58.36%,-,6a0094
17015,4.97%, 52.49%, 47.51%,-,850079
17017,21.87%, 39.06%, 60.94%,-,63009b
17019,7.91%, 46.04%, 53.96%,-,750089
17021,31.83%, 34.09%, 65.91%,-,5600a8
17023,0.69%, 49.66%, 50.34%,-,7e0080
17025,10.78%, 44.61%, 55.39%,-,71008d
17027,22.00%, 39.00%, 61.00%,-,63009b
17029,12.34%, 43.83%, 56.17%,-,6f008f
17031,26.37%, 36.82%, 63.18%,-,5d00a1
17033,7.55%, 46.22%, 53.78%,-,750089
17035,15.17%, 42.42%, 57.58%,-,6c0092
17037,6.96%, 53.48%, 46.52%,-,880076
17039,9.60%, 45.20%, 54.80%,-,73008b
17041,5.29%, 47.35%, 52.65%,-,780086
17043,19.77%, 59.89%, 40.11%,-,980066
17045,1.18%, 49.41%, 50.59%,-,7d0081
17047,6.37%, 53.19%, 46.81%,-,870077
17049,14.70%, 42.65%, 57.35%,-,6c0092
17051,16.71%, 41.64%, 58.36%,-,6a0094
17053,15.14%, 57.57%, 42.43%,-,92006c
17055,28.12%, 35.94%, 64.06%,-,5b00a3
17057,25.20%, 37.40%, 62.60%,-,5f009f
17059,34.23%, 32.89%, 67.11%,-,5300ab
17061,20.90%, 39.55%, 60.45%,-,64009a
17063,2.56%, 51.28%, 48.72%,-,82007c
17065,10.05%, 44.98%, 55.02%,-,72008c
17067,5.46%, 47.27%, 52.73%,-,780086
17069,10.63%, 44.68%, 55.32%,-,71008d
17071,9.87%, 45.07%, 54.93%,-,72008c
17073,6.34%, 46.83%, 53.17%,-,770087
17075,14.55%, 57.28%, 42.72%,-,92006c
17077,26.86%, 36.57%, 63.43%,-,5d00a1
17079,13.16%, 43.42%, 56.58%,-,6e0090
17081,21.41%, 39.29%, 60.71%,-,64009a
17083,12.83%, 43.59%, 56.41%,-,6f008f
17085,2.24%, 48.88%, 51.12%,-,7c0082
17087,11.21%, 55.61%, 44.39%,-,8d0071
17089,6.53%, 53.27%, 46.73%,-,870077
17091,12.77%, 43.61%, 56.39%,-,6f008f
17093,24.95%, 62.47%, 37.53%,-,9f005f
17095,7.72%, 46.14%, 53.86%,-,750089
17097,3.24%, 48.36%, 51.60%,-,7b0083
17099,18.62%, 40.69%, 59.31%,-,670097
17101,10.31%, 44.85%, 55.15%,-,72008c
17103,7.17%, 53.59%, 46.41%,-,880076
17105,9.42%, 54.71%, 45.29%,-,8b0073
17107,6.25%, 46.88%, 53.12%,-,770087
17109,5.85%, 52.92%, 47.08%,-,860078
17111,11.08%, 55.54%, 44.46%,-,8d0071
17113,1.11%, 49.44%, 50.56%,-,7e0080
17115,32.24%, 33.88%, 66.12%,-,5600a8
17117,28.73%, 35.63%, 64.37%,-,5a00a4
17119,36.91%, 31.55%, 68.45%,-,5000ae
17121,27.30%, 36.35%, 63.65%,-,5c00a2
17123,5.20%, 47.40%, 52.60%,-,780086
17125,26.32%, 36.84%, 63.16%,-,5d00a1
17127,4.91%, 47.54%, 52.46%,-,790085
17129,3.51%, 48.24%, 51.76%,-,7b0083
17131,2.20%, 48.90%, 51.10%,-,7c0082
17133,7.83%, 46.08%, 53.92%,-,750089
17135,24.44%, 37.78%, 62.22%,-,60009e
17137,12.11%, 43.95%, 56.05%,-,70008e
17139,19.92%, 40.04%, 59.96%,-,660098
17141,20.25%, 60.13%, 39.87%,-,990065
17143,17.39%, 41.30%, 58.70%,-,690095
17145,21.53%, 39.24%, 60.76%,-,64009a
17147,10.74%, 44.63%, 55.37%,-,71008d
17149,23.04%, 38.48%, 61.52%,-,62009c
17151,8.67%, 54.33%, 45.67%,-,8a0074
17153,32.01%, 33.99%, 66.01%,-,5600a8
17155,9.16%, 45.42%, 54.58%,-,73008b
17157,22.64%, 38.68%, 61.32%,-,62009c
17159,4.15%, 47.92%, 52.08%,-,7a0084
17161,27.56%, 36.22%, 63.78%,-,5c00a2
17163,44.78%, 27.61%, 72.39%,-,4600b8
17165,18.86%, 40.57%, 59.43%,-,670097
17167,13.12%, 43.43%, 56.55%,-,6e0090
17169,1.77%, 49.12%, 50.88%,-,7d0081
17171,9.08%, 45.46%, 54.54%,-,73008b
17173,24.69%, 37.66%, 62.34%,-,60009e
17175,8.76%, 54.38%, 45.62%,-,8a0074
17177,7.97%, 46.02%, 53.98%,-,750089
17179,24.91%, 37.55%, 62.45%,-,5f009f
17181,24.74%, 37.63%, 62.37%,-,5f009f
17183,11.88%, 44.06%, 55.94%,-,70008e
17185,12.32%, 43.84%, 56.16%,-,6f008f
17187,5.92%, 52.95%, 47.02%,-,870077
17189,2.26%, 51.13%, 48.87%,-,82007c
17191,4.56%, 47.72%, 52.28%,-,790085
17193,19.70%, 40.15%, 59.85%,-,660098
17195,1.59%, 50.79%, 49.21%,-,81007d
17197,12.51%, 43.75%, 56.25%,-,6f008f
17199,23.09%, 38.45%, 61.55%,-,62009c
17201,10.04%, 44.98%, 55.02%,-,72008c
17203,2.75%, 51.37%, 48.63%,-,82007c
18001,21.94%, 38.55%, 60.48%,-,62009a
18003,1.42%, 49.11%, 50.53%,-,7d0080
18005,7.95%, 45.77%, 53.72%,-,740088
18007,0.93%, 49.49%, 50.42%,-,7e0080
18009,24.28%, 37.37%, 61.65%,-,5f009d
18011,4.96%, 52.32%, 47.36%,-,850078
18013,21.02%, 39.22%, 60.24%,-,640099
18015,10.25%, 44.71%, 54.96%,-,72008c
18017,17.98%, 40.76%, 58.74%,-,670095
18019,38.28%, 30.61%, 68.89%,-,4e00af
18021,9.28%, 45.00%, 54.28%,-,72008a
18023,7.68%, 45.93%, 53.61%,-,750088
18025,15.66%, 41.74%, 57.40%,-,6a0092
18027,1.62%, 49.00%, 50.62%,-,7c0081
18029,16.87%, 41.47%, 58.33%,-,690094
18031,8.36%, 45.58%, 53.94%,-,740089
18033,9.71%, 44.71%, 54.42%,-,72008a
18035,17.35%, 41.13%, 58.48%,-,680095
18037,45.30%, 27.26%, 72.56%,-,4500b9
18039,4.32%, 47.41%, 51.72%,-,780083
18041,18.22%, 40.70%, 58.92%,-,670096
18043,33.09%, 33.14%, 66.23%,-,5400a8
18045,8.83%, 45.40%, 54.23%,-,73008a
18047,15.23%, 42.26%, 57.48%,-,6b0092
18049,0.41%, 50.01%, 49.60%,-,7f007e
18051,28.21%, 35.64%, 63.84%,-,5a00a2
18053,8.88%, 45.20%, 54.08%,-,730089
18055,18.22%, 40.62%, 58.85%,-,670096
18057,22.90%, 61.28%, 38.38%,-,9c0061
18059,1.56%, 49.03%, 50.59%,-,7d0081
18061,23.47%, 37.81%, 61.28%,-,60009c
18063,12.94%, 56.34%, 43.41%,-,8f006e
18065,9.65%, 44.87%, 54.52%,-,72008b
18067,15.88%, 41.68%, 57.56%,-,6a0092
18069,11.10%, 44.16%, 55.26%,-,70008c
18071,15.28%, 41.98%, 57.26%,-,6b0092
18073,5.89%, 52.81%, 46.91%,-,860077
18075,20.69%, 39.22%, 59.91%,-,640098
18077,16.28%, 41.50%, 57.78%,-,690093
18079,10.73%, 44.41%, 55.14%,-,71008c
18081,1.81%, 50.68%, 48.87%,-,81007c
18083,24.82%, 37.29%, 62.11%,-,5f009e
18085,8.92%, 54.10%, 45.18%,-,890073
18087,0.59%, 49.38%, 49.96%,-,7d007f
18089,29.24%, 35.19%, 64.42%,-,5900a4
18091,15.42%, 42.16%, 57.57%,-,6b0092
18093,2.90%, 48.28%, 51.17%,-,7b0082
18095,15.86%, 41.87%, 57.73%,-,6a0093
18097,3.17%, 48.25%, 51.43%,-,7b0083
18099,3.06%, 48.10%, 51.15%,-,7a0082
18101,22.09%, 38.87%, 60.96%,-,63009b
18103,9.94%, 44.59%, 54.53%,-,71008b
18105,7.19%, 46.08%, 53.27%,-,750087
18107,1.37%, 49.11%, 50.48%,-,7d0080
18109,8.66%, 54.10%, 45.44%,-,890073
18111,4.36%, 52.06%, 47.70%,-,840079
18113,14.51%, 42.52%, 57.03%,-,6c0091
18115,21.32%, 39.21%, 60.53%,-,63009a
18117,3.48%, 48.07%, 51.55%,-,7a0083
18119,8.94%, 45.26%, 54.20%,-,73008a
18121,6.09%, 46.84%, 52.93%,-,770086
18123,33.57%, 33.08%, 66.65%,-,5400a9
18125,24.97%, 37.17%, 62.14%,-,5e009e
18127,5.45%, 52.45%, 47.00%,-,850077
18129,26.52%, 36.57%, 63.09%,-,5d00a0
18131,3.11%, 48.27%, 51.37%,-,7b0082
18133,8.12%, 45.84%, 53.96%,-,740089
18135,1.87%, 48.50%, 50.38%,-,7b0080
18137,12.76%, 43.47%, 56.23%,-,6e008f
18139,0.63%, 49.94%, 49.31%,-,7f007d
18141,24.42%, 37.49%, 61.91%,-,5f009d
18143,35.68%, 32.11%, 67.79%,-,5100ac
18145,10.74%, 44.42%, 55.17%,-,71008c
18147,9.67%, 45.05%, 54.72%,-,72008b
18149,16.49%, 41.65%, 58.14%,-,6a0094
18151,0.94%, 50.28%, 49.34%,-,80007d
18153,30.94%, 34.34%, 65.28%,-,5700a6
18155,23.10%, 38.19%, 61.29%,-,61009c
18157,3.10%, 48.35%, 51.45%,-,7b0083
18159,6.58%, 46.45%, 53.03%,-,760087
18161,2.26%, 50.95%, 48.69%,-,81007c
18163,25.29%, 37.10%, 62.39%,-,5e009f
18165,27.29%, 36.21%, 63.49%,-,5c00a1
18167,18.41%, 40.64%, 59.05%,-,670096
18169,3.99%, 47.51%, 51.50%,-,790083
18171,2.42%, 48.68%, 51.10%,-,7c0082
18173,24.45%, 37.59%, 62.04%,-,5f009e
18175,15.69%, 41.97%, 57.66%,-,6b0093
18177,0.24%, 49.93%, 49.70%,-,7f007e
18179,19.16%, 39.96%, 59.12%,-,650096
18181,3.75%, 47.97%, 51.72%,-,7a0083
18183,8.39%, 45.56%, 53.95%,-,740089
19001,18.66%, 40.59%, 59.25%,-,670097
19003,19.00%, 40.48%, 59.49%,-,670097
19005,2.60%, 51.26%, 48.67%,-,82007c
19007,26.58%, 36.56%, 63.14%,-,5d00a1
19009,23.34%, 38.30%, 61.64%,-,61009d
19011,31.35%, 34.24%, 65.59%,-,5700a7
19013,21.72%, 39.08%, 60.80%,-,63009b
19015,36.67%, 31.26%, 67.92%,-,4f00ad
19017,13.03%, 43.41%, 56.44%,-,6e008f
19019,27.59%, 36.12%, 63.71%,-,5c00a2
19021,16.65%, 41.65%, 58.30%,-,6a0094
19023,1.35%, 50.67%, 49.33%,-,81007d
19025,29.03%, 35.42%, 64.46%,-,5a00a4
19027,53.10%, 23.39%, 76.49%,-,3b00c3
19029,2.15%, 51.01%, 48.87%,-,82007c
19031,19.53%, 40.16%, 59.69%,-,660098
19033,25.02%, 37.42%, 62.44%,-,5f009f
19035,15.36%, 42.26%, 57.62%,-,6b0092
19037,26.64%, 36.65%, 63.28%,-,5d00a1
19039,26.42%, 36.70%, 63.13%,-,5d00a0
19041,21.06%, 38.70%, 59.76%,-,620098
19043,17.81%, 41.08%, 58.89%,-,680096
19045,26.84%, 36.48%, 63.32%,-,5d00a1
19047,25.20%, 37.31%, 62.51%,-,5f009f
19049,32.71%, 33.41%, 66.13%,-,5500a8
19051,35.03%, 32.35%, 67.38%,-,5200ab
19053,36.62%, 31.57%, 68.19%,-,5000ad
19055,14.83%, 42.49%, 57.32%,-,6c0092
19057,40.81%, 29.50%, 70.31%,-,4b00b3
19059,17.63%, 41.14%, 58.77%,-,680095
19061,40.18%, 29.87%, 70.06%,-,4c00b2
19063,14.35%, 42.78%, 57.14%,-,6d0091
19065,10.68%, 44.60%, 55.28%,-,71008c
19067,17.65%, 41.15%, 58.80%,-,680095
19069,18.64%, 40.46%, 59.10%,-,670096
19071,13.84%, 42.93%, 56.77%,-,6d0090
19073,28.18%, 35.77%, 63.95%,-,5b00a3
19075,5.39%, 47.22%, 52.61%,-,780086
19077,29.17%, 35.29%, 64.46%,-,5900a4
19079,24.82%, 37.53%, 62.35%,-,5f009e
19081,25.89%, 37.00%, 62.89%,-,5e00a0
19083,17.53%, 41.14%, 58.67%,-,680095
19085,17.62%, 41.13%, 58.75%,-,680095
19087,13.04%, 43.40%, 56.44%,-,6e008f
19089,23.84%, 38.00%, 61.84%,-,60009d
19091,20.00%, 39.96%, 59.96%,-,650098
19093,19.00%, 40.48%, 59.48%,-,670097
19095,20.18%, 39.82%, 60.00%,-,650099
19097,25.16%, 37.37%, 62.52%,-,5f009f
19099,31.46%, 34.19%, 65.65%,-,5700a7
19101,19.95%, 39.84%, 59.79%,-,650098
19103,36.34%, 31.73%, 68.08%,-,5000ad
19105,27.18%, 36.37%, 63.55%,-,5c00a2
19107,29.62%, 35.08%, 64.69%,-,5900a4
19109,29.20%, 35.38%, 64.58%,-,5a00a4
19111,31.87%, 34.02%, 65.89%,-,5600a8
19113,29.44%, 35.22%, 64.66%,-,5900a4
19115,17.38%, 41.17%, 58.56%,-,680095
19117,26.14%, 36.79%, 62.93%,-,5d00a0
19119,7.38%, 53.66%, 46.28%,-,880076
19121,21.94%, 38.93%, 60.87%,-,63009b
19123,25.57%, 37.11%, 62.68%,-,5e009f
19125,33.85%, 32.96%, 66.80%,-,5400aa
19127,21.59%, 39.09%, 60.68%,-,63009a
19129,0.80%, 49.58%, 50.38%,-,7e0080
19131,21.64%, 39.06%, 60.69%,-,63009a
19133,28.50%, 35.69%, 64.18%,-,5b00a3
19135,33.35%, 33.15%, 66.50%,-,5400a9
19137,5.88%, 46.98%, 52.86%,-,770086
19139,18.21%, 40.86%, 59.07%,-,680096
19141,0.47%, 50.20%, 49.73%,-,80007e
19143,16.28%, 41.80%, 58.08%,-,6a0094
19145,4.05%, 51.85%, 47.80%,-,840079
19147,33.62%, 33.19%, 66.81%,-,5400aa
19149,7.26%, 46.36%, 53.62%,-,760088
19151,31.44%, 34.24%, 65.68%,-,5700a7
19153,32.97%, 33.30%, 66.27%,-,5400a8
19155,10.57%, 44.68%, 55.25%,-,71008c
19157,25.25%, 37.31%, 62.55%,-,5f009f
19159,17.94%, 40.91%, 58.85%,-,680096
19161,19.46%, 40.22%, 59.68%,-,660098
19163,23.56%, 38.14%, 61.70%,-,61009d
19165,17.09%, 41.03%, 58.12%,-,680094
19167,31.20%, 65.55%, 34.35%,-,a70057
19169,20.09%, 39.73%, 59.82%,-,650098
19171,26.17%, 36.88%, 63.04%,-,5e00a0
19173,12.51%, 43.75%, 56.25%,-,6f008f
19175,19.94%, 39.95%, 59.89%,-,650098
19177,20.08%, 39.93%, 60.02%,-,650099
19179,43.22%, 28.26%, 71.48%,-,4800b6
19181,28.60%, 35.54%, 64.14%,-,5a00a3
19183,16.06%, 41.86%, 57.92%,-,6a0093
19185,21.10%, 39.39%, 60.49%,-,64009a
19187,32.74%, 33.49%, 66.23%,-,5500a8
19189,22.37%, 38.74%, 61.11%,-,62009b
19191,19.16%, 40.38%, 59.55%,-,660097
19193,21.47%, 39.23%, 60.70%,-,64009a
19195,24.54%, 37.62%, 62.16%,-,5f009e
19197,27.65%, 36.13%, 63.78%,-,5c00a2
20001,8.45%, 45.44%, 53.89%,-,730089
20003,9.68%, 44.76%, 54.44%,-,72008a
20005,22.97%, 38.24%, 61.21%,-,61009c
20007,2.40%, 48.51%, 50.91%,-,7b0081
20009,20.57%, 39.49%, 60.06%,-,640099
20011,9.42%, 44.93%, 54.35%,-,72008a
20013,14.67%, 57.01%, 42.33%,-,91006b
20015,17.36%, 40.97%, 58.34%,-,680094
20017,0.89%, 50.31%, 49.41%,-,80007d
20019,11.36%, 55.42%, 44.05%,-,8d0070
20021,20.95%, 39.28%, 60.23%,-,640099
20023,12.79%, 56.23%, 43.43%,-,8f006e
20025,6.25%, 46.67%, 52.91%,-,770086
20027,25.12%, 62.18%, 37.06%,-,9e005e
20029,10.49%, 44.35%, 54.84%,-,71008b
20031,11.20%, 55.41%, 44.20%,-,8d0070
20033,8.14%, 45.54%, 53.67%,-,740088
20035,3.37%, 47.93%, 51.30%,-,7a0082
20037,24.01%, 37.77%, 61.78%,-,60009d
20039,2.51%, 50.96%, 48.45%,-,81007b
20041,7.17%, 53.17%, 46.00%,-,870075
20043,2.51%, 51.05%, 48.54%,-,82007b
20045,9.17%, 45.09%, 54.26%,-,72008a
20047,20.82%, 39.21%, 60.03%,-,630099
20049,12.01%, 55.74%, 43.73%,-,8e006f
20051,38.82%, 30.42%, 69.24%,-,4d00b0
20053,20.13%, 39.75%, 59.88%,-,650098
20055,24.44%, 37.41%, 61.86%,-,5f009d
20057,19.86%, 39.73%, 59.59%,-,650097
20059,8.33%, 45.31%, 53.64%,-,730088
20061,20.19%, 39.32%, 59.51%,-,640097
20063,13.68%, 42.69%, 56.37%,-,6c008f
20065,0.04%, 49.58%, 49.54%,-,7e007e
20067,16.68%, 40.96%, 57.63%,-,680092
20069,27.50%, 35.86%, 63.36%,-,5b00a1
20071,9.35%, 44.80%, 54.16%,-,72008a
20073,13.93%, 56.59%, 42.66%,-,90006c
20075,2.89%, 48.21%, 51.09%,-,7a0082
20077,4.09%, 51.68%, 47.59%,-,830079
20079,3.14%, 47.81%, 50.95%,-,790081
20081,17.74%, 40.45%, 58.20%,-,670094
20083,14.92%, 42.33%, 57.25%,-,6b0091
20085,8.37%, 53.83%, 45.46%,-,890073
20087,7.00%, 53.07%, 46.06%,-,870075
20089,8.32%, 53.61%, 45.29%,-,880073
20091,9.34%, 54.46%, 45.12%,-,8a0073
20093,13.23%, 42.81%, 56.05%,-,6d008e
20095,7.40%, 45.92%, 53.32%,-,750087
20097,7.75%, 53.29%, 45.54%,-,870074
20099,13.08%, 43.04%, 56.12%,-,6d008f
20101,13.65%, 42.77%, 56.42%,-,6d008f
20103,14.78%, 42.36%, 57.14%,-,6c0091
20105,2.11%, 50.80%, 48.69%,-,81007c
20107,5.82%, 52.70%, 46.89%,-,860077
20109,0.52%, 49.82%, 49.30%,-,7f007d
20111,8.84%, 45.23%, 54.07%,-,730089
20113,7.02%, 45.62%, 52.65%,-,740086
20115,10.87%, 54.90%, 44.03%,-,8b0070
20117,1.44%, 50.31%, 48.87%,-,80007c
20119,4.45%, 51.77%, 47.31%,-,840078
20121,22.63%, 38.40%, 61.03%,-,61009b
20123,1.37%, 50.28%, 48.92%,-,80007c
20125,2.39%, 48.44%, 50.83%,-,7b0081
20127,2.35%, 50.65%, 48.30%,-,81007b
20129,21.08%, 39.01%, 60.09%,-,630099
20131,15.29%, 42.07%, 57.36%,-,6b0092
20133,16.12%, 41.68%, 57.80%,-,6a0093
20135,20.19%, 39.54%, 59.73%,-,640098
20137,21.31%, 60.09%, 38.78%,-,990062
20139,1.03%, 49.10%, 50.13%,-,7d007f
20141,1.21%, 49.99%, 48.78%,-,7f007c
20143,1.44%, 48.85%, 50.29%,-,7c0080
20145,27.22%, 36.03%, 63.25%,-,5b00a1
20147,9.00%, 54.10%, 45.10%,-,890073
20149,3.43%, 51.40%, 47.97%,-,83007a
20151,1.97%, 48.61%, 50.58%,-,7b0080
20153,14.73%, 57.14%, 42.41%,-,91006c
20155,25.47%, 36.83%, 62.30%,-,5d009e
20157,4.11%, 51.65%, 47.54%,-,830079
20159,20.91%, 39.19%, 60.10%,-,630099
20161,6.58%, 52.70%, 46.12%,-,860075
20163,1.58%, 50.59%, 49.01%,-,81007c
20165,23.44%, 37.85%, 61.29%,-,60009c
20167,1.41%, 48.93%, 50.33%,-,7c0080
20169,19.51%, 39.94%, 59.45%,-,650097
20171,5.83%, 52.50%, 46.67%,-,850077
20173,11.47%, 43.76%, 55.23%,-,6f008c
20175,7.14%, 53.28%, 46.14%,-,870075
20177,8.64%, 45.45%, 54.09%,-,730089
20179,11.91%, 43.75%, 55.66%,-,6f008d
20181,1.96%, 48.60%, 50.56%,-,7b0080
20183,5.61%, 52.34%, 46.73%,-,850077
20185,15.68%, 41.64%, 57.32%,-,6a0092
20187,4.23%, 47.32%, 51.55%,-,780083
20189,0.69%, 49.11%, 49.80%,-,7d007e
20191,7.79%, 45.55%, 53.34%,-,740088
20193,7.92%, 45.64%, 53.55%,-,740088
20195,9.39%, 45.05%, 54.44%,-,72008a
20197,17.51%, 58.34%, 40.83%,-,940068
20199,1.96%, 50.69%, 48.72%,-,81007c
20201,13.58%, 56.41%, 42.83%,-,8f006d
20203,11.11%, 44.19%, 55.30%,-,70008d
20205,5.89%, 52.54%, 46.65%,-,850076
20207,6.21%, 52.61%, 46.40%,-,860076
20209,35.02%, 31.45%, 66.47%,-,5000a9
21001,3.34%, 51.49%, 48.15%,-,83007a
21003,6.59%, 53.18%, 46.59%,-,870076
21005,39.21%, 30.26%, 69.46%,-,4d00b1
21007,68.88%, 15.22%, 84.10%,-,2600d6
21009,37.14%, 31.30%, 68.44%,-,4f00ae
21011,43.55%, 28.13%, 71.68%,-,4700b6
21013,24.89%, 37.28%, 62.16%,-,5f009e
21015,19.33%, 40.25%, 59.58%,-,660097
21017,53.54%, 22.99%, 76.52%,-,3a00c3
21019,24.38%, 37.65%, 62.03%,-,60009e
21021,43.15%, 28.33%, 71.47%,-,4800b6
21023,38.91%, 30.54%, 69.46%,-,4d00b1
21025,75.14%, 12.43%, 87.57%,-,1f00df
21027,26.49%, 36.66%, 63.15%,-,5d00a1
21029,46.59%, 26.59%, 73.17%,-,4300ba
21031,21.89%, 60.85%, 38.95%,-,9b0063
21033,23.77%, 37.80%, 61.57%,-,60009d
21035,64.30%, 17.74%, 82.04%,-,2d00d1
21037,13.46%, 43.20%, 56.65%,-,6e0090
21039,69.24%, 15.22%, 84.46%,-,2600d7
21041,67.67%, 15.81%, 83.48%,-,2800d4
21043,18.82%, 40.37%, 59.20%,-,660096
21045,29.54%, 64.54%, 35.01%,-,a40059
21047,38.36%, 30.74%, 69.10%,-,4e00b0
21049,35.05%, 32.37%, 67.42%,-,5200ab
21051,1.97%, 50.81%, 48.84%,-,81007c
21053,40.28%, 69.78%, 29.50%,-,b1004b
21055,6.75%, 53.27%, 46.53%,-,870076
21057,14.10%, 56.70%, 42.60%,-,90006c
21059,29.06%, 35.15%, 64.21%,-,5900a3
21061,21.95%, 60.56%, 38.61%,-,9a0062
21063,72.44%, 13.74%, 86.18%,-,2300db
21065,2.66%, 48.66%, 51.32%,-,7c0082
21067,14.89%, 42.40%, 57.29%,-,6c0092
21069,23.21%, 38.33%, 61.53%,-,61009c
21071,66.18%, 16.75%, 82.93%,-,2a00d3
21073,62.51%, 18.57%, 81.08%,-,2f00ce
21075,36.06%, 31.84%, 67.89%,-,5100ad
21077,64.54%, 17.60%, 82.14%,-,2c00d1
21079,6.71%, 46.45%, 53.16%,-,760087
21081,39.29%, 30.13%, 69.42%,-,4c00b1
21083,61.09%, 19.28%, 80.37%,-,3100cc
21085,0.92%, 50.46%, 49.54%,-,80007e
21087,1.17%, 49.23%, 50.40%,-,7d0080
21089,24.48%, 37.58%, 62.06%,-,5f009e
21091,30.46%, 34.52%, 64.98%,-,5800a5
21093,32.99%, 33.24%, 66.23%,-,5400a8
21095,39.98%, 29.97%, 69.96%,-,4c00b2
21097,59.57%, 20.09%, 79.66%,-,3300cb
21099,25.53%, 37.03%, 62.57%,-,5e009f
21101,49.03%, 25.35%, 74.38%,-,4000bd
21103,61.49%, 19.21%, 80.70%,-,3000cd
21105,55.37%, 22.10%, 77.47%,-,3800c5
21107,40.95%, 29.46%, 70.41%,-,4b00b3
21109,48.21%, 73.78%, 25.58%,-,bc0041
21111,28.56%, 35.53%, 64.09%,-,5a00a3
21113,11.41%, 43.44%, 54.86%,-,6e008b
21115,0.36%, 49.94%, 49.59%,-,7f007e
21117,19.26%, 40.29%, 59.55%,-,660097
21119,81.40%, 9.22%, 90.61%,-,1700e7
21121,7.30%, 46.11%, 53.41%,-,750088
21123,39.10%, 30.20%, 69.29%,-,4d00b0
21125,15.87%, 57.80%, 41.93%,-,93006a
21127,21.50%, 39.17%, 60.67%,-,63009a
21129,8.42%, 45.69%, 54.11%,-,740089
21131,4.66%, 52.23%, 47.56%,-,850079
21133,34.58%, 32.64%, 67.22%,-,5300ab
21135,4.26%, 51.93%, 47.67%,-,840079
21137,25.56%, 37.10%, 62.67%,-,5e009f
21139,44.51%, 27.56%, 72.07%,-,4600b7
21141,47.12%, 26.28%, 73.39%,-,4300bb
21143,41.33%, 29.06%, 70.39%,-,4a00b3
21145,55.92%, 21.83%, 77.75%,-,3700c6
21147,21.78%, 60.55%, 38.77%,-,9a0062
21149,37.36%, 31.24%, 68.60%,-,4f00ae
