id,margin,reagan,carter,anderson,other
27129,14.23%, 53.08%, 38.85%, 6.25%, 1.81%
27131,6.59%, 39.51%, 46.10%, 11.68%, 2.71%
27133,18.82%, 55.38%, 36.57%, 6.95%, 1.10%
27135,11.75%, 53.16%, 41.41%, 4.10%, 1.33%
27137,31.39%, 29.13%, 60.52%, 7.60%, 2.74%
27139,0.48%, 45.00%, 45.49%, 7.36%, 2.15%
27141,1.42%, 44.31%, 45.73%, 7.23%, 0.52%
27143,25.37%, 58.36%, 32.99%, 6.66%, 1.99%
27145,5.87%, 48.31%, 42.43%, 6.90%, 2.36%
27147,18.98%, 54.66%, 35.68%, 7.61%, 2.04%
27149,11.18%, 50.69%, 39.52%, 8.09%, 1.70%
27151,4.43%, 43.13%, 47.56%, 7.49%, 1.82%
27153,12.19%, 53.27%, 41.08%, 3.72%, 1.93%
27155,10.43%, 51.95%, 41.52%, 5.25%, 1.29%
27157,13.48%, 52.75%, 39.27%, 5.81%, 2.18%
27159,20.47%, 57.57%, 37.10%, 3.73%, 1.60%
27161,13.61%, 51.62%, 38.01%, 8.35%, 2.02%
27163,5.31%, 41.38%, 46.69%, 9.20%, 0.58%
27165,18.02%, 55.09%, 37.07%, 6.30%, 1.53%
27167,17.73%, 54.15%, 36.43%, 7.74%, 1.68%
27169,2.26%, 45.11%, 42.85%, 7.77%, 1.76%
27171,0.33%, 45.54%, 45.88%, 6.27%, 2.31%
27173,15.78%, 53.95%, 38.18%, 6.14%, 1.72%
28001,1.92%, 48.97%, 47.05%,-, 3.98%
28003,8.30%, 41.25%, 49.56%, 7.13%, 2.06%
28005,9.65%, 44.43%, 54.08%,-, 1.49%
28007,1.73%, 48.39%, 50.12%,-, 1.49%
28009,24.51%, 36.59%, 61.10%,-, 2.31%
28011,25.47%, 35.53%, 61.00%,-, 3.48%
28013,11.90%, 42.85%, 54.74%,-, 2.41%
28015,2.74%, 50.92%, 48.18%,-, 0.90%
28017,17.10%, 40.13%, 57.23%,-, 2.64%
28019,5.36%, 52.15%, 46.79%,-, 1.06%
28021,45.01%, 26.70%, 71.71%,-, 1.58%
28023,0.00%, 49.14%, 49.14%,-, 1.71%
28025,10.50%, 43.18%, 53.68%,-, 3.14%
28027,20.29%, 38.22%, 58.51%, 2.13%, 1.14%
28029,10.41%, 43.99%, 54.41%,-, 1.60%
28031,7.89%, 53.15%, 45.26%,-, 1.59%
28033,20.17%, 58.80%, 38.64%,-, 2.56%
28035,20.55%, 59.34%, 38.80%,-, 1.86%
28037,0.34%, 49.31%, 49.65%,-, 1.05%
28039,4.97%, 51.45%, 46.48%,-, 2.07%
28041,0.90%, 50.04%, 49.14%,-, 0.82%
28043,2.28%, 48.11%, 50.39%,-, 1.51%
28045,17.32%, 57.07%, 39.75%,-, 3.17%
28047,20.65%, 58.70%, 38.05%,-, 3.25%
28049,9.73%, 53.44%, 43.71%,-, 2.85%
28051,33.23%, 32.31%, 65.54%,-, 2.16%
28053,22.49%, 36.67%, 59.16%,-, 4.16%
28055,25.72%, 36.05%, 61.78%,-, 2.17%
28057,24.78%, 37.00%, 61.79%,-, 1.21%
28059,28.57%, 62.57%, 34.00%,-, 3.43%
28061,15.47%, 41.68%, 57.14%,-, 1.18%
28063,56.93%, 20.17%, 77.09%,-, 2.74%
28065,25.07%, 36.85%, 61.92%,-, 1.23%
28067,7.34%, 53.11%, 45.77%,-, 1.12%
28069,17.55%, 41.05%, 58.59%,-, 0.36%
28071,5.44%, 45.62%, 51.06%, 2.54%, 0.78%
28073,27.97%, 63.13%, 35.16%,-, 1.71%
28075,18.41%, 56.38%, 37.97%, 3.00%, 2.64%
28077,1.60%, 50.02%, 48.42%,-, 1.56%
28079,5.29%, 46.83%, 52.12%,-, 1.05%
28081,9.11%, 44.08%, 53.19%,-, 2.73%
28083,12.43%, 42.40%, 54.83%,-, 2.77%
28085,16.44%, 57.78%, 41.34%,-, 0.88%
28087,23.15%, 60.98%, 37.83%,-, 1.19%
28089,11.38%, 42.91%, 54.28%,-, 2.81%
28091,1.38%, 48.73%, 50.12%,-, 1.15%
28093,34.09%, 31.85%, 65.94%,-, 2.21%
28095,18.02%, 39.16%, 57.18%,-, 3.66%
28097,4.71%, 46.55%, 51.26%,-, 2.20%
28099,14.13%, 56.45%, 42.32%,-, 1.22%
28101,10.86%, 54.36%, 43.51%,-, 2.13%
28103,26.35%, 35.46%, 61.82%,-, 2.72%
28105,2.06%, 49.70%, 47.64%, 2.04%, 0.62%
28107,18.27%, 39.33%, 57.60%,-, 3.08%
28109,14.78%, 56.19%, 41.41%,-, 2.40%
28111,6.99%, 52.90%, 45.91%,-, 1.20%
28113,0.24%, 48.56%, 48.80%,-, 2.63%
28115,16.68%, 40.99%, 57.66%,-, 1.35%
28117,19.17%, 39.91%, 59.09%,-, 1.00%
28119,25.68%, 35.16%, 60.83%,-, 4.01%
28121,34.23%, 66.25%, 32.02%,-, 1.73%
28123,6.82%, 52.59%, 45.78%,-, 1.63%
28125,31.81%, 32.97%, 64.78%,-, 2.25%
28127,12.59%, 55.60%, 43.01%,-, 1.38%
28129,20.47%, 59.50%, 39.02%,-, 1.48%
28131,1.75%, 49.21%, 47.46%,-, 3.34%
28133,14.64%, 41.76%, 56.40%,-, 1.84%
28135,22.23%, 37.79%, 60.02%,-, 2.18%
28137,7.45%, 45.38%, 52.84%,-, 1.78%
28139,7.27%, 44.97%, 52.24%,-, 2.79%
28141,29.16%, 34.47%, 63.63%,-, 1.90%
28143,38.81%, 29.77%, 68.58%,-, 1.65%
28145,16.71%, 40.68%, 57.38%,-, 1.94%
28147,4.46%, 46.91%, 51.37%,-, 1.72%
28149,14.68%, 56.00%, 41.31%,-, 2.69%
28151,8.67%, 44.63%, 53.30%,-, 2.07%
28153,4.74%, 52.07%, 47.32%,-, 0.61%
28155,4.41%, 50.64%, 46.22%,-, 3.14%
28157,34.20%, 32.04%, 66.24%,-, 1.71%
28159,4.89%, 46.79%, 51.68%,-, 1.53%
28161,20.89%, 38.46%, 59.35%,-, 2.20%
28163,6.18%, 45.90%, 52.09%,-, 2.01%
29001,21.07%, 57.90%, 36.83%, 4.35%, 0.92%
29003,16.96%, 56.14%, 39.18%, 3.73%, 0.96%
29005,23.14%, 58.94%, 35.80%, 4.25%, 1.01%
29007,9.96%, 53.63%, 43.67%,-, 2.70%
29009,24.83%, 61.42%, 36.59%,-, 1.98%
29011,26.60%, 61.82%, 35.22%, 2.13%, 0.83%
29013,10.16%, 54.00%, 43.84%,-, 2.17%
29015,20.68%, 58.97%, 38.29%, 2.15%, 0.58%
29017,13.77%, 56.08%, 42.31%,-, 1.61%
29019,5.70%, 42.00%, 47.70%, 9.06%, 1.23%
29021,1.18%, 47.09%, 48.27%, 3.70%, 0.94%
29023,19.30%, 58.83%, 39.52%,-, 1.65%
29025,23.90%, 60.36%, 36.46%, 2.56%, 0.62%
29027,9.31%, 52.63%, 43.32%, 3.27%, 0.78%
29029,30.50%, 63.84%, 33.34%, 2.13%, 0.69%
29031,25.40%, 60.54%, 35.13%, 3.56%, 0.77%
29033,20.80%, 58.95%, 38.15%, 2.33%, 0.57%
29035,5.53%, 51.44%, 45.90%,-, 2.66%
29037,9.97%, 52.81%, 42.85%, 3.49%, 0.86%
29039,33.43%, 65.66%, 32.24%,-, 2.10%
29041,7.86%, 53.11%, 45.24%,-, 1.65%
29043,29.12%, 63.28%, 34.16%,-, 2.56%
29045,15.16%, 56.50%, 41.34%,-, 2.16%
29047,7.58%, 50.65%, 43.06%, 4.94%, 1.35%
29049,8.73%, 52.52%, 43.80%, 2.69%, 0.99%
29051,27.11%, 61.96%, 34.86%, 2.62%, 0.56%
29053,19.11%, 58.34%, 39.23%,-, 2.42%
29055,19.55%, 58.21%, 38.65%, 2.42%, 0.71%
29057,29.83%, 63.79%, 33.96%,-, 2.25%
29059,23.65%, 60.63%, 36.98%, 2.10%, 0.29%
29061,8.91%, 53.34%, 44.43%,-, 2.23%
29063,9.91%, 53.08%, 43.17%, 2.86%, 0.90%
29065,15.48%, 56.71%, 41.23%,-, 2.06%
29067,33.57%, 65.50%, 31.93%,-, 2.57%
29069,7.52%, 45.56%, 53.08%,-, 1.36%
29071,17.63%, 56.69%, 39.06%, 3.22%, 1.04%
29073,47.25%, 72.24%, 24.99%, 2.19%, 0.58%
29075,7.37%, 51.82%, 44.46%, 3.02%, 0.70%
29077,16.30%, 55.69%, 39.39%, 4.21%, 0.71%
29079,16.18%, 56.60%, 40.42%, 2.15%, 0.82%
29081,21.53%, 58.73%, 37.21%, 3.01%, 1.05%
29083,1.63%, 49.19%, 47.56%, 2.44%, 0.81%
29085,20.07%, 58.92%, 38.84%,-, 2.24%
29087,27.40%, 62.48%, 35.08%,-, 2.45%
29089,1.41%, 47.85%, 49.25%, 2.50%, 0.40%
29091,22.49%, 60.06%, 37.57%,-, 2.37%
29093,0.46%, 48.45%, 48.91%, 2.07%, 0.57%
29095,11.55%, 41.36%, 52.91%, 4.78%, 0.96%
29097,28.01%, 62.49%, 34.48%, 2.26%, 0.76%
29099,8.21%, 52.01%, 43.81%, 3.19%, 0.99%
29101,8.01%, 51.24%, 43.23%, 4.54%, 0.99%
29103,10.63%, 54.43%, 43.80%,-, 1.77%
29105,23.69%, 60.78%, 37.09%,-, 2.12%
29107,10.98%, 53.99%, 43.01%, 2.52%, 0.49%
29109,25.31%, 61.68%, 36.36%,-, 1.96%
29111,0.75%, 49.07%, 48.32%, 2.13%, 0.48%
29113,9.14%, 53.17%, 44.03%,-, 2.81%
29115,1.63%, 49.63%, 47.99%,-, 2.38%
29117,3.93%, 50.26%, 46.33%, 2.82%, 0.59%
29119,24.02%, 60.65%, 36.64%,-, 2.71%
29121,10.41%, 54.11%, 43.70%,-, 2.19%
29123,7.84%, 53.02%, 45.18%,-, 1.80%
29125,6.68%, 52.39%, 45.71%,-, 1.90%
29127,1.20%, 49.53%, 48.33%,-, 2.13%
29129,20.62%, 58.67%, 38.04%, 2.50%, 0.79%
29131,37.76%, 67.93%, 30.16%,-, 1.91%
29133,10.41%, 44.08%, 54.49%,-, 1.43%
29135,19.64%, 58.79%, 39.15%,-, 2.06%
29137,9.20%, 44.48%, 53.68%,-, 1.84%
29139,20.17%, 58.58%, 38.41%, 2.37%, 0.63%
29141,18.07%, 57.86%, 39.79%,-, 2.35%
29143,1.57%, 48.70%, 50.27%,-, 1.04%
29145,29.37%, 63.11%, 33.74%, 2.05%, 1.11%
29147,3.09%, 48.91%, 45.82%, 4.46%, 0.81%
29149,20.60%, 39.07%, 59.67%,-, 1.26%
29151,28.07%, 63.19%, 35.13%,-, 1.68%
29153,31.62%, 64.56%, 32.94%,-, 2.49%
29155,8.03%, 45.51%, 53.54%,-, 0.94%
29157,34.30%, 65.72%, 31.42%, 2.31%, 0.55%
29159,14.89%, 55.76%, 40.87%, 2.75%, 0.62%
29161,13.98%, 54.30%, 40.32%, 4.57%, 0.81%
29163,6.30%, 51.80%, 45.50%, 2.08%, 0.62%
29165,14.66%, 53.81%, 39.14%, 5.90%, 1.15%
29167,18.00%, 57.86%, 39.87%,-, 2.27%
29169,3.70%, 50.79%, 47.10%,-, 2.11%
29171,32.05%, 64.86%, 32.81%,-, 2.34%
29173,2.44%, 47.51%, 49.95%,-, 2.54%
29175,2.50%, 50.03%, 47.53%, 2.07%, 0.37%
29177,5.12%, 45.81%, 50.93%, 2.42%, 0.83%
29179,19.94%, 39.11%, 59.05%,-, 1.85%
29181,7.72%, 52.97%, 45.25%,-, 1.78%
29183,25.74%, 60.32%, 34.58%, 4.17%, 0.93%
29185,16.94%, 57.46%, 40.52%,-, 2.02%
29186,8.84%, 44.00%, 52.84%, 2.40%, 0.76%
29187,8.39%, 52.70%, 44.31%, 2.35%, 0.65%
29189,14.59%, 54.35%, 39.77%, 5.16%, 0.72%
29195,2.60%, 49.34%, 46.74%, 3.34%, 0.59%
29197,10.63%, 54.16%, 43.53%,-, 2.31%
29199,13.66%, 55.49%, 41.83%, 2.20%, 0.49%
29201,8.95%, 53.65%, 44.69%,-, 1.66%
29203,8.67%, 44.78%, 53.45%,-, 1.76%
29205,7.40%, 52.73%, 45.33%,-, 1.94%
29207,9.30%, 53.85%, 44.54%,-, 1.61%
29209,35.65%, 66.31%, 30.66%, 2.50%, 0.54%
29211,13.60%, 55.77%, 42.17%,-, 2.06%
29213,28.83%, 63.22%, 34.39%,-, 2.38%
29215,6.64%, 52.41%, 45.77%,-, 1.82%
29217,8.12%, 51.93%, 43.80%, 3.37%, 0.90%
29219,33.13%, 64.75%, 31.62%, 2.85%, 0.79%
29221,8.75%, 53.19%, 44.44%,-, 2.37%
29223,5.03%, 51.86%, 46.82%,-, 1.32%
29225,19.64%, 58.73%, 39.10%,-, 2.17%
29227,4.41%, 50.27%, 45.87%, 2.84%, 1.03%
29229,33.78%, 66.27%, 32.49%,-, 1.24%
29510,37.11%, 29.48%, 66.59%, 3.31%, 0.62%
30001,51.50%, 72.02%, 20.52%, 5.00%,-
30003,2.30%, 46.32%, 44.02%, 8.25%, 1.42%
30005,19.33%, 56.29%, 36.96%, 5.44%, 1.30%
30007,41.62%, 67.26%, 25.64%, 4.41%,-
30009,22.99%, 56.64%, 33.65%, 7.59%,-
30011,50.00%, 72.40%, 22.40%, 3.50%, 1.70%
30013,20.35%, 54.80%, 34.45%, 8.24%,-
30015,44.52%, 68.32%, 23.81%, 6.03%, 1.84%
30017,29.42%, 60.75%, 31.33%, 6.34%, 1.58%
30019,36.19%, 65.19%, 28.99%, 4.62%, 1.20%
30021,29.35%, 59.50%, 30.15%, 8.28%,-
30023,20.79%, 33.79%, 54.58%, 8.41%,-
30025,40.31%, 66.98%, 26.67%, 4.90%, 1.46%
30027,38.16%, 65.02%, 26.85%, 5.66%,-
30029,36.83%, 63.54%, 26.71%, 6.82%,-
30031,32.18%, 58.63%, 26.45%, 11.19%,-
30033,60.68%, 78.03%, 17.35%, 2.98%, 1.64%
30035,21.72%, 55.78%, 34.06%, 7.26%,-
30037,37.23%, 65.11%, 27.88%, 5.04%, 1.98%
30039,27.13%, 59.15%, 32.02%, 5.54%,-
30041,19.45%, 54.99%, 35.54%, 7.47%,-
30043,24.39%, 57.12%, 32.73%, 6.70%,-
30045,33.80%, 63.31%, 29.50%, 5.72%, 1.48%
30047,28.93%, 59.58%, 30.65%, 6.72%,-
30049,25.05%, 57.18%, 32.13%, 8.45%,-
30051,46.89%, 69.43%, 22.53%, 5.65%,-
30053,24.22%, 57.19%, 32.96%, 6.60%,-
30055,44.26%, 67.98%, 23.73%, 5.85%,-
30057,49.09%, 70.59%, 21.49%, 5.53%,-
30059,44.65%, 69.60%, 24.95%, 4.14%, 1.31%
30061,8.45%, 48.28%, 39.83%, 8.33%,-
30063,8.80%, 46.72%, 37.91%, 11.12%,-
30065,22.46%, 58.03%, 35.57%, 4.81%, 1.59%
30067,36.58%, 63.42%, 26.84%, 7.41%,-
30069,39.59%, 65.98%, 26.39%, 4.40%,-
30071,36.86%, 64.95%, 28.08%, 5.50%, 1.47%
30073,40.01%, 66.14%, 26.14%, 6.03%, 1.69%
30075,44.98%, 68.26%, 23.28%, 6.51%, 1.94%
30077,29.64%, 59.14%, 29.50%, 6.62%,-
30079,32.04%, 62.57%, 30.53%, 6.15%, 0.76%
30081,36.87%, 63.73%, 26.86%, 6.52%,-
30083,41.60%, 66.45%, 24.85%, 6.81%, 1.89%
30085,19.09%, 55.24%, 36.15%, 7.31%, 1.30%
30087,20.56%, 54.46%, 33.89%, 7.70%,-
30089,19.98%, 54.86%, 34.88%, 7.28%,-
30091,24.14%, 56.94%, 32.80%, 8.48%, 1.79%
30093,12.49%, 37.68%, 50.17%, 9.04%,-
30095,30.46%, 61.26%, 30.80%, 6.07%, 1.88%
30097,41.92%, 67.22%, 25.30%, 5.64%, 1.84%
30099,42.45%, 67.76%, 25.31%, 5.22%, 1.71%
30101,47.93%, 70.18%, 22.25%, 5.40%,-
30103,25.27%, 57.94%, 32.67%, 6.14%,-
30105,32.27%, 62.47%, 30.19%, 5.09%,-
30107,29.35%, 60.33%, 30.98%, 7.15%, 1.54%
30109,31.60%, 61.56%, 29.96%, 6.16%,-
30111,24.96%, 56.57%, 31.61%, 9.50%,-
31001,39.53%, 65.52%, 25.99%, 6.82%, 1.66%
31003,62.44%, 78.68%, 16.24%, 3.70%, 1.38%
31005,58.93%, 76.80%, 17.87%, 2.82%,-
31007,84.21%, 90.41%, 6.20%, 2.63%, 0.75%
31009,67.42%, 81.67%, 14.25%, 3.39%, 0.68%
31011,50.76%, 72.11%, 21.34%, 4.88%, 1.67%
31013,48.88%, 70.72%, 21.84%, 5.55%, 1.90%
31015,51.07%, 72.76%, 21.70%, 3.58%, 1.96%
31017,61.04%, 77.38%, 16.34%, 5.03%, 1.25%
31019,46.35%, 68.59%, 22.24%, 7.22%, 1.96%
31021,51.17%, 72.08%, 20.91%, 5.96%, 1.05%
31023,37.77%, 66.07%, 28.30%, 4.05%, 1.58%
31025,40.75%, 66.42%, 25.67%, 6.23%, 1.68%
31027,41.05%, 67.09%, 26.04%, 5.62%, 1.26%
31029,60.34%, 75.75%, 15.41%, 4.33%,-
31031,64.28%, 79.78%, 15.50%, 3.33%, 1.39%
31033,55.92%, 74.81%, 18.89%, 4.77%, 1.53%
31035,49.66%, 71.63%, 21.97%, 4.97%, 1.44%
31037,53.12%, 73.17%, 20.05%, 5.16%, 1.62%
31039,62.42%, 78.07%, 15.65%, 5.20%, 1.07%
31041,59.86%, 76.90%, 17.04%, 4.82%, 1.25%
31043,22.50%, 57.67%, 35.17%, 5.78%, 1.38%
31045,59.87%, 76.24%, 16.37%, 5.29%,-
31047,60.70%, 77.70%, 16.99%, 4.15%, 1.16%
31049,61.80%, 77.54%, 15.74%, 5.16%, 1.56%
31051,44.49%, 68.77%, 24.28%, 5.91%, 1.03%
31053,41.81%, 66.82%, 25.01%, 6.93%, 1.24%
31055,27.60%, 59.12%, 31.52%, 8.07%, 1.29%
31057,67.04%, 80.65%, 13.61%, 3.90%, 1.84%
31059,37.64%, 65.00%, 27.36%, 5.90%, 1.74%
31061,54.48%, 73.95%, 19.47%, 4.81%, 1.77%
31063,64.02%, 79.27%, 15.25%, 4.95%, 0.53%
31065,61.38%, 78.28%, 16.90%, 3.56%, 1.26%
31067,41.63%, 66.18%, 24.55%, 7.86%, 1.41%
31069,69.30%, 82.09%, 12.78%, 3.99%, 1.14%
31071,51.71%, 73.19%, 21.48%, 3.88%, 1.44%
31073,58.50%, 76.09%, 17.59%, 4.57%, 1.75%
31075,63.87%, 80.22%, 16.34%, 2.80%, 0.65%
31077,32.80%, 63.26%, 30.46%, 4.80%, 1.48%
31079,43.37%, 68.13%, 24.76%, 5.53%, 1.58%
31081,56.71%, 74.92%, 18.22%, 5.74%, 1.12%
31083,51.96%, 72.94%, 20.98%, 4.70%, 1.38%
31085,73.29%, 84.52%, 11.23%, 2.88%, 1.37%
31087,58.33%, 75.09%, 16.76%, 5.86%,-
31089,59.59%, 77.00%, 17.40%, 4.20%, 1.40%
31091,68.43%, 81.78%, 13.35%, 3.81%, 1.06%
31093,39.80%, 66.36%, 26.57%, 5.72%, 1.35%
31095,42.98%, 67.59%, 24.61%, 6.50%, 1.31%
31097,42.61%, 67.02%, 24.41%, 7.10%, 1.48%
31099,50.59%, 71.16%, 20.57%, 6.43%, 1.84%
31101,61.35%, 77.65%, 16.31%, 4.57%, 1.47%
31103,57.56%, 76.45%, 18.90%, 3.92%, 0.73%
31105,57.58%, 75.61%, 18.02%, 4.54%, 1.83%
31107,49.01%, 71.08%, 22.07%, 5.12%, 1.73%
31109,15.24%, 50.87%, 35.63%, 12.17%, 1.32%
31111,40.58%, 66.60%, 26.02%, 5.82%, 1.55%
31113,69.22%, 82.46%, 13.25%, 3.17%, 1.12%
31115,62.55%, 78.30%, 15.74%, 4.47%, 1.49%
31117,68.80%, 83.09%, 14.29%,-, 2.62%
31119,63.20%, 78.82%, 15.62%, 4.50%, 1.05%
31121,54.09%, 73.36%, 19.27%, 5.74%, 1.62%
31123,54.37%, 74.53%, 20.16%, 3.78%, 1.54%
31125,41.11%, 67.29%, 26.18%, 4.67%, 1.87%
31127,45.13%, 68.91%, 23.78%, 5.65%, 1.66%
31129,39.03%, 66.42%, 27.39%, 4.84%, 1.34%
31131,47.87%, 70.30%, 22.43%, 5.96%, 1.31%
31133,49.52%, 71.15%, 21.63%, 6.12%, 1.10%
31135,58.40%, 76.16%, 17.76%, 4.71%, 1.36%
31137,61.44%, 77.95%, 16.51%, 4.32%, 1.21%
31139,66.53%, 80.74%, 14.21%, 4.26%, 0.80%
31141,53.56%, 73.51%, 19.95%, 4.57%, 1.97%
31143,56.81%, 75.14%, 18.32%, 5.07%, 1.46%
31145,59.70%, 76.73%, 17.03%, 4.85%, 1.38%
31147,42.74%, 68.00%, 25.26%, 4.94%, 1.80%
31149,66.95%, 80.74%, 13.79%, 3.68%, 1.79%
31151,18.94%, 54.17%, 35.23%, 8.86%, 1.74%
31153,42.51%, 67.03%, 24.52%, 7.27%, 1.19%
31155,40.34%, 66.06%, 25.73%, 6.53%, 1.68%
31157,50.19%, 71.73%, 21.54%, 5.14%, 1.59%
31159,28.90%, 59.13%, 30.23%, 8.94%, 1.71%
31161,72.73%, 84.04%, 11.31%, 3.70%, 0.95%
31163,34.31%, 63.65%, 29.34%, 5.89%, 1.12%
31165,68.67%, 81.55%, 12.88%, 3.54%,-
31167,64.19%, 78.87%, 14.68%, 4.79%, 1.66%
31169,43.51%, 68.88%, 25.37%, 4.88%, 0.88%
31171,59.95%, 76.12%, 16.17%, 6.47%, 1.24%
31173,30.90%, 61.71%, 30.81%, 5.94%, 1.53%
31175,49.37%, 71.73%, 22.36%, 4.23%, 1.67%
31177,48.21%, 70.71%, 22.50%, 5.54%, 1.25%
31179,53.84%, 72.53%, 18.69%, 7.68%, 1.10%
31181,46.98%, 69.75%, 22.76%, 5.74%, 1.75%
31183,56.09%, 74.65%, 18.56%, 4.39%,-
31185,59.66%, 76.71%, 17.05%, 4.88%, 1.36%
32001,52.84%, 72.84%, 20.01%, 4.87%, 2.28%
32003,29.73%, 59.80%, 30.07%, 6.83%, 3.31%
32005,53.14%, 71.55%, 18.41%, 6.96%, 3.08%
32007,49.98%, 70.89%, 20.91%, 4.86%, 3.34%
32009,42.86%, 66.31%, 23.45%, 6.18%, 1.71%
32011,57.98%, 76.24%, 18.26%, 2.30%, 3.19%
32013,44.53%, 68.59%, 24.06%, 4.50%, 2.85%
32015,40.28%, 65.61%, 25.33%, 4.49%,-
32017,43.57%, 68.54%, 24.97%, 2.40%, 1.89%
32019,44.37%, 67.98%, 23.61%, 4.97%, 1.34%
32021,39.16%, 63.94%, 24.78%, 5.77%,-
32023,38.01%, 64.17%, 26.16%, 5.48%,-
32027,44.15%, 68.41%, 24.26%, 4.68%, 2.65%
32029,30.40%, 58.75%, 28.35%, 7.92%, 1.79%
32031,39.50%, 63.54%, 24.05%, 8.78%, 3.62%
32033,20.65%, 54.77%, 34.11%, 5.63%,-
32510,44.76%, 66.81%, 22.05%, 7.68%, 3.46%
33001,41.58%, 65.12%, 23.54%, 10.76%, 0.58%
33003,46.23%, 67.25%, 21.02%, 10.67%, 1.06%
33005,21.23%, 52.00%, 30.77%, 16.06%, 1.18%
33007,27.38%, 60.08%, 32.71%, 6.48%, 0.73%
33009,29.43%, 56.25%, 26.82%, 15.76%, 1.17%
33011,32.27%, 59.84%, 27.57%, 11.81%, 0.79%
33013,27.41%, 56.21%, 28.80%, 14.05%, 0.95%
33015,30.51%, 57.83%, 27.32%, 13.81%, 1.04%
33017,16.47%, 50.41%, 33.94%, 14.45%, 1.20%
33019,18.27%, 52.85%, 34.58%, 11.47%, 1.09%
34001,8.78%, 49.83%, 41.06%, 7.33%, 1.79%
34003,22.30%, 55.89%, 33.60%, 9.21%, 1.30%
34005,13.92%, 51.94%, 38.03%, 8.59%, 1.44%
34007,4.23%, 47.07%, 42.84%, 8.63%, 1.45%
34009,26.05%, 59.08%, 33.03%, 6.63%, 1.26%
34011,8.37%, 50.09%, 41.71%, 7.01%, 1.19%
34013,9.77%, 40.82%, 50.59%, 7.41%, 1.18%
34015,13.31%, 51.08%, 37.77%, 9.55%, 1.60%
34017,2.22%, 45.90%, 48.13%, 4.50%, 1.47%
34019,31.22%, 58.75%, 27.53%, 9.91%, 3.81%
34021,5.78%, 41.57%, 47.35%, 9.42%, 1.65%
34023,10.39%, 50.73%, 40.34%, 7.24%, 1.69%
34025,23.04%, 56.69%, 33.65%, 8.23%, 1.43%
34027,32.43%, 60.63%, 28.20%, 9.90%, 1.27%
34029,32.69%, 62.47%, 29.78%, 6.39%, 1.36%
34031,13.24%, 51.92%, 38.68%, 5.90%, 3.49%
34033,10.96%, 51.03%, 40.08%, 7.07%, 1.83%
34035,25.15%, 57.21%, 32.06%, 9.08%, 1.65%
34037,39.06%, 63.94%, 24.88%, 9.42%, 1.76%
34039,12.06%, 51.66%, 39.60%, 7.17%, 1.56%
34041,20.86%, 54.99%, 34.13%, 9.18%, 1.70%
35001,18.54%, 53.45%, 34.92%, 9.63%, 2.00%
35003,30.47%, 62.74%, 32.27%, 2.77%, 2.22%
35005,38.46%, 67.24%, 28.77%, 2.92%, 1.07%
35006,0%,-,-,-,-
35007,5.33%, 49.88%, 44.55%, 3.91%, 1.65%
35009,37.37%, 67.37%, 30.01%,-, 2.62%
35011,14.67%, 56.17%, 41.51%,-, 2.32%
35013,16.31%, 53.92%, 37.61%, 6.46%, 2.01%
35015,16.07%, 56.55%, 40.49%,-, 2.96%
35017,0.29%, 47.41%, 47.13%, 3.58%, 1.89%
35019,3.96%, 49.65%, 45.69%, 2.70%, 1.96%
35021,21.80%, 59.23%, 37.44%, 2.33%, 1.00%
35023,11.00%, 53.19%, 42.19%, 2.96%, 1.66%
35025,35.35%, 66.28%, 30.93%,-, 2.79%
35027,43.03%, 68.79%, 25.77%, 3.93%, 1.51%
35028,32.95%, 58.19%, 25.24%, 14.79%, 1.78%
35029,18.80%, 57.30%, 38.50%, 2.47%, 1.73%
35031,19.02%, 56.66%, 37.64%, 3.85%, 1.84%
35033,9.94%, 43.48%, 53.42%,-, 3.10%
35035,25.90%, 60.26%, 34.36%, 3.99%, 1.39%
35037,26.76%, 62.09%, 35.33%,-, 2.58%
35039,23.14%, 35.82%, 58.97%, 3.58%, 1.63%
35041,26.37%, 60.92%, 34.55%, 3.21%, 1.33%
35043,16.07%, 53.74%, 37.67%, 6.27%, 2.31%
35045,37.76%, 66.30%, 28.53%, 3.15%, 2.02%
35047,14.60%, 39.34%, 53.94%, 4.97%, 1.76%
35049,1.03%, 42.86%, 43.89%, 10.83%, 2.41%
35051,29.62%, 62.50%, 32.88%, 3.29%, 1.32%
35053,8.47%, 49.52%, 41.05%, 7.14%, 2.29%
35055,8.86%, 41.67%, 50.53%, 5.60%, 2.20%
35057,19.45%, 57.42%, 37.97%, 3.04%, 1.57%
35059,34.27%, 65.87%, 31.60%,-, 2.53%
35061,22.42%, 58.39%, 35.97%, 4.31%, 1.33%
36001,15.29%, 36.27%, 51.56%, 10.09%, 2.09%
36003,25.76%, 59.09%, 33.33%, 5.52%, 2.07%
36005,33.32%, 30.70%, 64.02%, 3.99%, 1.28%
36007,2.53%, 43.99%, 41.46%, 12.76%, 1.80%
36009,13.16%, 52.65%, 39.49%, 5.65%, 2.21%
36011,19.04%, 54.78%, 35.74%, 7.75%, 1.72%
36013,12.27%, 51.20%, 38.93%, 8.00%, 1.88%
36015,13.73%, 52.87%, 39.14%, 6.62%, 1.36%
36017,17.78%, 53.08%, 35.31%, 9.74%, 1.87%
36019,6.03%, 48.79%, 42.76%, 7.08%, 1.37%
