id,margin,romney,obama,other,hex_color
20105,59.07%, 78.56%, 19.49%, 1.96%,c80431
20107,44.93%, 71.12%, 26.19%, 2.69%,b50642
20109,68.81%, 83.41%, 14.59%, 2.00%,d40525
20111,11.44%, 54.48%, 43.04%, 2.48%,8a066d
20113,41.44%, 69.49%, 28.05%, 2.46%,b10647
20115,46.29%, 71.90%, 25.61%, 2.50%,b70641
20117,36.16%, 66.94%, 30.78%, 2.28%,aa054e
20119,68.46%, 83.56%, 15.10%, 1.35%,d50326
20121,34.64%, 66.36%, 31.72%, 1.93%,a90450
20123,58.79%, 78.48%, 19.70%, 1.82%,c80432
20125,41.31%, 69.50%, 28.20%, 2.30%,b10547
20127,41.18%, 69.20%, 28.02%, 2.77%,b00747
20129,69.09%, 83.88%, 14.79%, 1.33%,d50325
20131,58.30%, 78.19%, 19.90%, 1.91%,c70432
20133,34.29%, 65.93%, 31.64%, 2.44%,a80650
20135,68.63%, 83.73%, 15.10%, 1.18%,d50326
20137,63.66%, 80.77%, 17.12%, 2.11%,cd052b
20139,31.26%, 64.10%, 32.84%, 0.64%,a30153
20141,62.84%, 80.47%, 17.63%, 1.90%,cd042c
20143,59.22%, 78.25%, 19.02%, 0.51%,c70130
20145,42.87%, 70.40%, 27.53%, 2.07%,b30546
20147,68.34%, 83.24%, 14.89%, 1.87%,d40425
20149,47.15%, 71.78%, 24.63%, 1.55%,b7033e
20151,47.12%, 72.90%, 25.78%, 1.32%,b90341
20153,71.54%, 84.70%, 13.16%, 2.15%,d70521
20155,31.25%, 64.36%, 33.11%, 2.53%,a40654
20157,61.69%, 79.45%, 17.76%, 2.79%,ca072d
20159,47.95%, 72.70%, 24.75%, 2.55%,b9063f
20161,11.99%, 54.53%, 42.54%, 0.61%,8b016c
20163,68.17%, 82.85%, 14.67%, 2.48%,d30625
20165,50.89%, 74.27%, 23.38%, 2.36%,bd063b
20167,61.25%, 79.78%, 18.53%, 1.69%,cb042f
20169,31.63%, 64.38%, 32.75%, 0.52%,a40153
20171,70.71%, 84.21%, 13.50%, 2.29%,d60522
20173,18.88%, 58.23%, 39.35%, 2.41%,940664
20175,41.09%, 69.88%, 28.79%, 1.33%,b20349
20177,1.05%, 49.38%, 48.33%, 2.29%,7d057b
20179,73.47%, 85.99%, 12.52%, 1.49%,db031f
20181,53.34%, 75.33%, 22.00%, 2.67%,c00638
20183,62.58%, 80.28%, 17.70%, 2.03%,cc052d
20185,53.34%, 75.31%, 21.97%, 2.72%,c00638
20187,60.87%, 79.71%, 18.84%, 1.45%,cb0330
20189,73.60%, 85.99%, 12.39%, 1.62%,db041f
20191,39.40%, 68.48%, 29.08%, 2.44%,ae064a
20193,63.04%, 80.25%, 17.21%, 2.53%,cc062b
20195,61.43%, 79.86%, 18.43%, 1.71%,cb042e
20197,40.96%, 69.05%, 28.10%, 2.85%,b00747
20199,81.58%, 90.10%, 8.52%, 1.38%,e50315
20201,62.03%, 80.17%, 18.14%, 1.70%,cc042e
20203,67.27%, 83.18%, 15.91%, 0.91%,d40228
20205,54.00%, 76.00%, 22.01%, 1.99%,c10538
20207,45.27%, 71.53%, 26.26%, 2.21%,b60542
20209,36.95%, 30.45%, 67.40%, 2.15%,4d05ab
21001,55.01%, 76.86%, 21.84%, 1.30%,c30337
21003,47.55%, 73.01%, 25.46%, 1.52%,ba0340
21005,33.98%, 66.10%, 32.12%, 1.77%,a80451
21007,37.43%, 67.96%, 30.53%, 1.51%,ad034d
21009,33.33%, 65.92%, 32.59%, 1.48%,a80353
21011,12.25%, 55.19%, 42.94%, 1.87%,8c046d
21013,51.71%, 75.16%, 23.45%, 1.38%,bf033b
21015,38.65%, 68.41%, 29.76%, 1.83%,ae044b
21017,20.41%, 59.22%, 38.81%, 1.97%,970562
21019,16.32%, 57.14%, 40.82%, 2.04%,910568
21021,26.12%, 62.26%, 36.14%, 1.61%,9e045c
21023,27.29%, 62.78%, 35.49%, 1.73%,a0045a
21025,35.06%, 66.25%, 31.19%, 2.56%,a8064f
21027,27.61%, 63.06%, 35.45%, 1.49%,a0035a
21029,35.67%, 67.04%, 31.38%, 1.58%,aa0450
21031,47.89%, 73.44%, 25.55%, 1.01%,bb0241
21033,35.02%, 66.62%, 31.60%, 1.77%,a90450
21035,27.36%, 62.63%, 35.28%, 2.09%,9f0559
21037,22.80%, 60.33%, 37.53%, 2.13%,99055f
21039,41.43%, 70.06%, 28.64%, 1.30%,b20349
21041,10.05%, 54.32%, 44.27%, 1.41%,8a0370
21043,21.28%, 59.26%, 37.98%, 2.76%,970760
21045,62.68%, 80.51%, 17.83%, 1.66%,cd042d
21047,23.79%, 61.38%, 37.59%, 1.04%,9c025f
21049,30.51%, 64.42%, 33.91%, 1.67%,a40456
21051,68.60%, 83.65%, 15.05%, 1.30%,d50326
21053,64.12%, 81.24%, 17.12%, 1.64%,cf042b
21055,48.75%, 73.66%, 24.91%, 1.43%,bb033f
21057,56.66%, 77.65%, 20.99%, 1.37%,c60335
21059,21.11%, 59.62%, 38.51%, 1.87%,980462
21061,39.80%, 69.24%, 29.43%, 1.33%,b0034b
21063,2.50%, 46.94%, 49.44%, 3.63%,77097e
21065,46.16%, 72.32%, 26.16%, 1.52%,b80342
21067,1.02%, 48.30%, 49.32%, 2.38%,7b067d
21069,32.32%, 65.38%, 33.05%, 1.57%,a60454
21071,33.92%, 65.71%, 31.79%, 2.51%,a70651
21073,0.81%, 48.61%, 49.43%, 1.96%,7b047e
21075,16.24%, 57.44%, 41.19%, 1.37%,920369
21077,16.99%, 57.43%, 40.44%, 2.12%,920567
21079,51.56%, 75.03%, 23.47%, 1.50%,bf033b
21081,33.16%, 65.80%, 32.64%, 1.56%,a70353
21083,39.68%, 69.01%, 29.33%, 1.66%,af044a
21085,39.48%, 69.08%, 29.60%, 1.33%,b0034b
21087,50.84%, 74.84%, 23.99%, 1.17%,be023d
21089,18.64%, 58.38%, 39.73%, 1.89%,940465
21091,9.17%, 53.51%, 44.34%, 2.15%,880571
21093,20.76%, 59.56%, 38.79%, 1.65%,970462
21095,64.01%, 81.19%, 17.17%, 1.64%,cf042b
21097,29.11%, 63.60%, 34.50%, 1.90%,a20457
21099,29.81%, 64.29%, 34.48%, 1.24%,a30357
21101,11.84%, 55.29%, 43.45%, 1.26%,8c036e
21103,21.40%, 59.79%, 38.39%, 1.82%,980461
21105,34.83%, 66.90%, 32.07%, 1.03%,aa0251
21107,39.93%, 69.21%, 29.29%, 1.50%,b0034a
21109,74.16%, 86.25%, 12.09%, 1.66%,db041e
21111,11.09%, 43.60%, 54.69%, 1.71%,6f048b
21113,39.90%, 68.98%, 29.08%, 1.93%,af044a
21115,59.46%, 78.53%, 19.07%, 2.40%,c80630
21117,24.33%, 61.13%, 36.81%, 2.06%,9b055d
21119,47.60%, 72.55%, 24.94%, 2.51%,b9063f
21121,53.90%, 76.28%, 22.38%, 1.34%,c20339
21123,37.79%, 67.85%, 30.07%, 2.08%,ad054c
21125,63.58%, 81.00%, 17.43%, 1.57%,ce042c
21127,44.26%, 71.44%, 27.18%, 1.38%,b60345
21129,52.69%, 75.37%, 22.68%, 1.94%,c00439
21131,80.88%, 89.62%, 8.74%, 1.64%,e40416
21133,58.34%, 77.77%, 19.43%, 2.80%,c60731
21135,41.60%, 69.74%, 28.14%, 2.12%,b10547
21137,41.89%, 70.10%, 28.21%, 1.68%,b20447
21139,38.64%, 68.48%, 29.84%, 1.68%,ae044c
21141,32.64%, 65.64%, 33.01%, 1.35%,a70354
21143,27.06%, 62.83%, 35.76%, 1.41%,a0035b
21145,32.46%, 65.40%, 32.94%, 1.67%,a60453
21147,61.24%, 79.97%, 18.73%, 1.30%,cb032f
21149,30.31%, 64.40%, 34.10%, 1.50%,a40356
21151,28.86%, 63.41%, 34.55%, 2.05%,a10558
21153,39.91%, 69.12%, 29.21%, 1.67%,b0044a
21155,5.22%, 51.93%, 46.71%, 1.37%,840377
21157,34.23%, 66.17%, 31.95%, 1.88%,a80451
21159,68.15%, 83.16%, 15.01%, 1.83%,d40426
21161,23.33%, 60.99%, 37.67%, 1.34%,9b0360
21163,22.76%, 60.52%, 37.76%, 1.72%,9a0460
21165,16.78%, 57.12%, 40.34%, 2.54%,910666
21167,38.78%, 68.62%, 29.84%, 1.54%,ae034c
21169,29.90%, 63.96%, 34.06%, 1.98%,a30556
21171,59.54%, 79.27%, 19.72%, 1.01%,ca0232
21173,26.32%, 62.43%, 36.11%, 1.45%,9f035c
21175,36.94%, 67.55%, 30.61%, 1.83%,ac044e
21177,23.48%, 60.93%, 37.45%, 1.62%,9b045f
21179,16.52%, 57.59%, 41.07%, 1.34%,920368
21181,24.60%, 61.33%, 36.73%, 1.94%,9c045d
21183,36.11%, 67.07%, 30.97%, 1.96%,ab044e
21185,36.60%, 67.52%, 30.92%, 1.56%,ac034e
21187,32.26%, 65.20%, 32.94%, 1.87%,a60453
21189,63.04%, 80.95%, 17.91%, 1.14%,ce022d
21191,30.66%, 64.26%, 33.59%, 2.15%,a30555
21193,58.52%, 78.51%, 19.99%, 1.50%,c80332
21195,50.53%, 74.42%, 23.89%, 1.69%,bd043c
21197,25.57%, 61.73%, 36.15%, 2.12%,9d055c
21199,60.52%, 79.66%, 19.14%, 1.20%,cb0330
21201,25.56%, 61.93%, 36.36%, 1.71%,9d045c
21203,63.24%, 80.89%, 17.65%, 1.46%,ce032d
21205,7.79%, 52.64%, 44.85%, 2.50%,860672
21207,61.97%, 80.24%, 18.27%, 1.49%,cc032e
21209,25.02%, 61.63%, 36.61%, 1.76%,9d045d
21211,27.63%, 63.17%, 35.55%, 1.28%,a1035a
21213,24.04%, 61.40%, 37.36%, 1.24%,9c035f
21215,37.68%, 67.92%, 30.23%, 1.85%,ad044d
21217,38.96%, 68.96%, 30.00%, 1.04%,af024c
21219,39.08%, 68.82%, 29.74%, 1.44%,af034b
21221,35.67%, 67.04%, 31.37%, 1.59%,aa044f
21223,21.96%, 60.20%, 38.24%, 1.55%,990361
21225,33.67%, 66.15%, 32.48%, 1.37%,a80352
21227,21.82%, 60.10%, 38.28%, 1.63%,990461
21229,34.99%, 66.97%, 31.98%, 1.05%,aa0251
21231,47.63%, 73.36%, 25.73%, 0.92%,bb0241
21233,33.67%, 65.94%, 32.27%, 1.79%,a80452
21235,57.75%, 78.27%, 20.52%, 1.20%,c70334
21237,22.12%, 60.26%, 38.14%, 1.60%,990461
21239,18.94%, 58.54%, 39.60%, 1.87%,950464
22001,49.83%, 74.27%, 24.45%, 1.28%,bd033e
22003,41.67%, 69.79%, 28.12%, 2.10%,b10547
22005,34.28%, 66.29%, 32.01%, 1.70%,a90451
22007,12.09%, 55.34%, 43.25%, 1.41%,8d036e
22009,26.97%, 62.65%, 35.68%, 1.67%,9f045a
22011,58.24%, 78.12%, 19.88%, 2.00%,c70532
22013,2.10%, 50.55%, 48.45%, 1.00%,80027b
22015,45.37%, 72.05%, 26.68%, 1.27%,b70344
22017,5.00%, 46.94%, 51.93%, 1.13%,770284
22019,28.74%, 63.44%, 34.70%, 1.86%,a10458
22021,55.64%, 77.18%, 21.54%, 1.27%,c40336
22023,76.18%, 87.07%, 10.90%, 2.03%,de051b
22025,31.86%, 65.44%, 33.58%, 0.98%,a60255
22027,9.43%, 54.20%, 44.77%, 1.02%,8a0272
22029,17.24%, 58.10%, 40.86%, 1.03%,940268
22031,13.79%, 56.34%, 42.55%, 1.11%,8f026c
22033,5.23%, 46.57%, 51.80%, 1.63%,760484
22035,24.20%, 37.62%, 61.83%, 0.55%,5f019d
22037,7.34%, 52.87%, 45.53%, 1.61%,860474
22039,30.76%, 64.56%, 33.80%, 1.64%,a40456
22041,36.13%, 67.42%, 31.29%, 1.30%,ab034f
22043,65.31%, 81.71%, 16.41%, 1.88%,d00429
22045,26.23%, 62.56%, 36.33%, 1.12%,9f025c
22047,13.38%, 42.74%, 56.12%, 1.15%,6c028f
22049,37.55%, 68.16%, 30.61%, 1.22%,ad034e
22051,18.23%, 58.15%, 39.91%, 1.94%,940465
22053,47.55%, 72.91%, 25.37%, 1.72%,b90440
22055,33.68%, 65.89%, 32.21%, 1.91%,a80452
22057,48.55%, 73.17%, 24.63%, 2.20%,ba053e
22059,75.50%, 87.13%, 11.63%, 1.25%,de031d
22061,14.65%, 56.54%, 41.89%, 1.57%,90046a
22063,70.40%, 84.19%, 13.78%, 2.03%,d60523
22065,22.25%, 38.56%, 60.81%, 0.64%,62019b
22067,5.57%, 52.25%, 46.68%, 1.07%,850277
22069,6.58%, 52.60%, 46.02%, 1.38%,860375
22071,62.55%, 17.74%, 80.30%, 1.96%,2d04cc
22073,20.89%, 59.80%, 38.91%, 1.29%,980363
22075,28.05%, 63.20%, 35.15%, 1.65%,a10459
22077,9.15%, 53.91%, 44.75%, 1.34%,890372
22079,29.56%, 64.10%, 34.55%, 1.35%,a30358
22081,4.78%, 51.65%, 46.87%, 1.48%,830377
22083,26.36%, 62.66%, 36.31%, 1.03%,9f025c
22085,55.15%, 76.97%, 21.82%, 1.20%,c40337
22087,24.66%, 60.92%, 36.25%, 2.83%,9b075c
22089,27.79%, 62.91%, 35.12%, 1.97%,a00559
22091,19.57%, 39.55%, 59.12%, 1.33%,640396
22093,14.93%, 42.03%, 56.95%, 1.02%,6b0291
22095,26.32%, 36.07%, 62.39%, 1.53%,5b039f
22097,4.34%, 51.56%, 47.23%, 1.21%,830378
22099,24.50%, 61.55%, 37.05%, 1.41%,9c035e
22101,18.76%, 58.74%, 39.97%, 1.29%,950365
22103,52.25%, 75.04%, 22.79%, 2.17%,bf053a
22105,27.68%, 63.06%, 35.37%, 1.57%,a0045a
22107,11.88%, 43.74%, 55.62%, 0.64%,6f018d
22109,41.16%, 69.68%, 28.52%, 1.80%,b10448
22111,41.67%, 70.23%, 28.56%, 1.21%,b30348
22113,52.79%, 75.68%, 22.89%, 1.43%,c0033a
22115,57.51%, 77.83%, 20.33%, 1.84%,c60433
22117,28.70%, 63.49%, 34.80%, 1.71%,a10458
22119,24.97%, 61.90%, 36.94%, 1.16%,9d025e
22121,9.63%, 54.19%, 44.56%, 1.25%,8a0371
22123,61.02%, 79.77%, 18.76%, 1.47%,cb032f
22125,14.12%, 56.38%, 42.25%, 1.37%,8f036b
22127,40.13%, 69.50%, 29.37%, 1.13%,b1024a
23001,12.78%, 42.06%, 54.84%, 3.10%,6b078b
23003,7.62%, 44.88%, 52.50%, 2.62%,720685
23005,26.94%, 35.30%, 62.25%, 2.45%,5a069e
23007,18.41%, 39.12%, 57.53%, 3.35%,630892
23009,17.03%, 40.01%, 57.04%, 2.94%,660791
23011,13.46%, 41.76%, 55.23%, 3.01%,6a078c
23013,22.54%, 37.38%, 59.92%, 2.70%,5f0698
23015,11.64%, 42.87%, 54.51%, 2.62%,6d068b
23017,14.73%, 40.77%, 55.51%, 3.72%,67098d
23019,2.93%, 47.28%, 50.20%, 2.52%,780680
23021,4.25%, 50.59%, 46.33%, 3.08%,810776
23023,16.31%, 40.54%, 56.85%, 2.62%,670690
23025,1.68%, 47.61%, 49.28%, 3.11%,79077d
23027,10.63%, 43.01%, 53.63%, 3.36%,6d0888
23029,1.60%, 47.68%, 49.27%, 3.05%,79077d
23031,16.33%, 40.63%, 56.96%, 2.41%,670691
24001,31.57%, 64.42%, 32.85%, 2.73%,a40653
24003,0.08%, 48.75%, 48.68%, 2.57%,7c067c
24005,17.00%, 40.26%, 57.26%, 2.48%,660692
24009,7.52%, 52.62%, 45.10%, 2.28%,860573
24011,23.42%, 60.63%, 37.21%, 2.16%,9a055e
24013,32.93%, 64.84%, 31.92%, 3.24%,a50851
24015,19.42%, 58.39%, 38.98%, 2.63%,940663
24017,31.37%, 33.47%, 64.84%, 1.69%,5504a5
24019,4.66%, 51.64%, 46.99%, 1.37%,830377
24021,3.12%, 50.21%, 47.09%, 2.71%,800678
24023,50.31%, 74.05%, 23.74%, 2.20%,bc053c
24025,18.41%, 57.89%, 39.48%, 2.63%,930664
24027,21.97%, 37.72%, 59.69%, 2.58%,600698
24029,0.28%, 49.17%, 48.89%, 1.94%,7d047c
24031,43.87%, 27.05%, 70.92%, 2.03%,4405b4
24033,80.52%, 9.22%, 89.73%, 1.05%,1702e4
24035,29.20%, 63.58%, 34.38%, 2.05%,a20557
24037,14.82%, 56.03%, 41.22%, 2.75%,8e0769
24039,1.90%, 48.49%, 50.39%, 1.13%,7b0280
24041,12.37%, 55.42%, 43.05%, 1.53%,8d036d
24043,17.58%, 57.48%, 39.90%, 2.61%,920665
24045,5.04%, 51.50%, 46.46%, 2.04%,830576
24047,18.01%, 58.17%, 40.17%, 1.66%,940466
24510,76.10%, 11.09%, 87.19%, 1.71%,1c04de
25001,7.79%, 45.41%, 53.20%, 1.39%,730387
25003,53.64%, 22.10%, 75.74%, 2.16%,3805c1
25005,20.51%, 38.88%, 59.39%, 1.73%,630497
25007,47.28%, 25.46%, 72.74%, 1.81%,4004b9
25009,16.33%, 41.07%, 57.40%, 1.52%,680392
25011,46.95%, 24.75%, 71.70%, 1.49%,3f03b6
25013,25.06%, 36.62%, 61.69%, 1.69%,5d049d
25015,43.96%, 26.32%, 70.27%, 3.41%,4308b3
25017,27.11%, 35.45%, 62.56%, 1.99%,5a059f
25019,26.85%, 35.74%, 62.58%, 1.68%,5b049f
25021,15.24%, 41.62%, 56.86%, 1.52%,6a0390
25023,4.19%, 47.20%, 51.40%, 1.40%,780383
25025,56.69%, 20.75%, 77.45%, 1.80%,3404c5
25027,9.44%, 44.27%, 53.71%, 2.03%,700588
26001,18.00%, 58.50%, 40.50%, 1.00%,950267
26003,2.56%, 50.45%, 47.90%, 1.65%,80047a
26005,19.55%, 58.97%, 39.42%, 1.60%,960464
26007,5.32%, 51.79%, 46.48%, 1.73%,840476
26009,21.30%, 60.00%, 38.70%, 1.30%,990362
26011,4.95%, 51.74%, 46.79%, 1.47%,830377
26013,8.37%, 53.47%, 45.10%, 1.43%,880373
26015,18.05%, 58.20%, 40.15%, 1.65%,940466
26017,5.54%, 46.49%, 52.02%, 1.49%,760384
26019,3.94%, 51.26%, 47.32%, 1.42%,820378
26021,6.52%, 52.51%, 45.99%, 1.50%,850375
26023,18.21%, 58.52%, 40.32%, 1.16%,950266
26025,1.60%, 48.58%, 50.18%, 1.25%,7b037f
26027,13.64%, 56.29%, 42.65%, 1.07%,8f026c
26029,14.59%, 56.64%, 42.05%, 1.32%,90036b
26031,10.90%, 54.58%, 43.68%, 1.75%,8b046f
26033,7.52%, 52.86%, 45.34%, 1.80%,860473
26035,4.80%, 51.63%, 46.83%, 1.54%,830377
26037,6.27%, 52.63%, 46.36%, 1.00%,860276
26039,11.01%, 54.95%, 43.94%, 1.12%,8c0270
26041,6.64%, 52.59%, 45.95%, 1.47%,860375
26043,21.29%, 59.82%, 38.53%, 1.64%,980462
26045,3.13%, 47.82%, 50.95%, 1.24%,790381
26047,17.04%, 57.71%, 40.67%, 1.62%,930467
26049,28.06%, 35.24%, 63.30%, 1.45%,5903a1
26051,7.16%, 52.94%, 45.78%, 1.29%,860374
26053,8.07%, 45.24%, 53.30%, 1.46%,730387
26055,11.74%, 55.05%, 43.31%, 1.63%,8c046e
26057,3.94%, 51.39%, 47.46%, 1.15%,830279
26059,24.19%, 61.40%, 37.20%, 1.40%,9c035e
26061,9.08%, 53.36%, 44.27%, 2.37%,880670
26063,14.78%, 56.87%, 42.10%, 1.03%,91026b
26065,27.70%, 35.31%, 63.01%, 1.68%,5a04a0
26067,12.75%, 55.36%, 42.61%, 2.02%,8d056c
26069,4.98%, 51.62%, 46.63%, 1.75%,830476
26071,8.93%, 53.63%, 44.69%, 1.68%,880471
26073,9.23%, 44.52%, 53.74%, 1.74%,710489
26075,5.74%, 52.09%, 46.35%, 1.56%,840376
26077,13.25%, 42.58%, 55.83%, 1.60%,6c048e
26079,19.63%, 59.06%, 39.43%, 1.52%,960364
26081,7.65%, 53.00%, 45.35%, 1.66%,870473
26083,13.79%, 55.60%, 41.81%, 2.59%,8d066a
26085,4.99%, 46.84%, 51.83%, 1.34%,770384
26087,11.45%, 55.05%, 43.60%, 1.36%,8c036f
26089,6.38%, 52.63%, 46.25%, 1.13%,860275
26091,1.28%, 49.75%, 48.47%, 1.78%,7e047b
26093,23.18%, 60.91%, 37.73%, 1.36%,9b0360
26095,22.69%, 60.86%, 38.17%, 0.96%,9b0261
26097,12.18%, 55.53%, 43.35%, 1.11%,8d026e
26099,3.97%, 47.33%, 51.30%, 1.38%,780382
26101,5.93%, 46.26%, 52.19%, 1.55%,750385
26103,13.94%, 42.06%, 56.00%, 1.93%,6b048e
26105,4.94%, 51.69%, 46.75%, 1.56%,830377
26107,9.78%, 54.04%, 44.26%, 1.70%,890470
26109,2.94%, 50.73%, 47.80%, 1.47%,810379
26111,15.41%, 56.98%, 41.57%, 1.45%,91036a
26113,34.03%, 66.39%, 32.36%, 1.25%,a90352
26115,0.98%, 48.69%, 49.68%, 1.63%,7c047e
26117,8.58%, 53.32%, 44.74%, 1.95%,870472
26119,17.40%, 57.97%, 40.57%, 1.47%,930367
26121,17.74%, 40.43%, 58.16%, 1.41%,670394
26123,17.36%, 58.00%, 40.64%, 1.36%,930367
26125,8.03%, 45.37%, 53.40%, 1.23%,730388
26127,10.27%, 54.49%, 44.22%, 1.29%,8a0370
26129,6.22%, 52.31%, 46.09%, 1.60%,850475
26131,9.04%, 53.86%, 44.81%, 1.33%,890372
26133,21.02%, 59.75%, 38.73%, 1.52%,980362
26135,16.06%, 56.95%, 40.88%, 2.17%,910568
26137,19.59%, 58.96%, 39.37%, 1.67%,960464
26139,34.22%, 66.41%, 32.19%, 1.40%,a90352
26141,8.48%, 53.45%, 44.97%, 1.58%,880472
26143,3.85%, 51.24%, 47.40%, 1.36%,820378
26145,11.86%, 43.46%, 55.33%, 1.21%,6e038d
26147,7.13%, 52.94%, 45.81%, 1.25%,860374
26149,12.22%, 55.36%, 43.13%, 1.51%,8d036d
26151,20.33%, 59.42%, 39.09%, 1.49%,970363
26153,6.82%, 52.75%, 45.92%, 1.33%,860375
26155,3.67%, 47.39%, 51.06%, 1.54%,780382
26157,10.78%, 54.54%, 43.76%, 1.70%,8b046f
26159,0.45%, 49.15%, 49.61%, 1.24%,7d037e
26161,35.75%, 31.28%, 67.04%, 1.68%,4f04aa
26163,46.70%, 26.13%, 72.83%, 1.04%,4202b9
26165,15.21%, 56.72%, 41.51%, 1.77%,900469
27001,1.32%, 49.58%, 48.26%, 2.15%,7e057b
27003,2.58%, 50.11%, 47.52%, 2.37%,7f0679
27005,14.50%, 56.18%, 41.69%, 2.13%,8f056a
27007,9.89%, 43.70%, 53.59%, 2.70%,6f0688
27009,13.64%, 55.30%, 41.66%, 3.04%,8d076a
27011,1.43%, 49.66%, 48.23%, 2.12%,7e057a
27013,9.48%, 43.52%, 53.00%, 3.48%,6e0887
27015,16.57%, 56.99%, 40.42%, 2.59%,910667
27017,26.05%, 35.72%, 61.78%, 2.50%,5b069d
27019,19.68%, 58.90%, 39.22%, 1.89%,960464
27021,13.00%, 55.49%, 42.49%, 2.02%,8d056c
27023,1.87%, 47.85%, 49.72%, 2.44%,7a067e
27025,12.58%, 55.12%, 42.54%, 2.34%,8c056c
27027,7.92%, 44.73%, 52.65%, 2.62%,720686
27029,14.44%, 56.21%, 41.77%, 2.03%,8f056a
27031,23.24%, 36.75%, 59.99%, 3.25%,5d0898
27033,15.06%, 56.57%, 41.50%, 1.93%,900469
27035,13.33%, 55.60%, 42.27%, 2.13%,8d056b
27037,2.92%, 47.45%, 50.37%, 2.19%,780580
27039,10.02%, 53.47%, 43.45%, 3.08%,88076e
27041,15.42%, 56.72%, 41.30%, 1.99%,900569
27043,9.04%, 53.21%, 44.17%, 2.62%,870670
27045,7.34%, 45.11%, 52.45%, 2.44%,730685
27047,14.11%, 41.72%, 55.82%, 2.46%,6a068e
27049,3.00%, 50.33%, 47.33%, 2.34%,800578
27051,2.90%, 50.13%, 47.23%, 2.64%,7f0678
27053,27.04%, 35.30%, 62.34%, 2.35%,5a059e
27055,3.16%, 47.40%, 50.56%, 2.05%,780580
27057,16.89%, 57.48%, 40.59%, 1.93%,920467
27059,18.06%, 57.75%, 39.69%, 2.56%,930665
27061,9.83%, 43.90%, 53.73%, 2.37%,6f0689
27063,14.29%, 56.06%, 41.77%, 2.17%,8e056a
27065,9.02%, 53.10%, 44.09%, 2.81%,870770
27067,6.69%, 52.36%, 45.68%, 1.96%,850474
27069,6.03%, 45.25%, 51.28%, 3.47%,730882
27071,9.45%, 43.99%, 53.44%, 2.57%,700688
27073,0.90%, 48.64%, 49.55%, 1.81%,7c047e
27075,21.01%, 38.27%, 59.28%, 2.45%,610697
27077,20.01%, 58.46%, 38.45%, 3.09%,950762
27079,6.50%, 52.15%, 45.64%, 2.21%,840574
27081,5.32%, 51.12%, 45.80%, 3.08%,820774
27083,9.11%, 53.23%, 44.12%, 2.66%,870670
27085,22.10%, 59.66%, 37.56%, 2.78%,98075f
27087,18.56%, 39.92%, 58.48%, 1.60%,650495
27089,12.15%, 54.68%, 42.53%, 2.79%,8b076c
27091,23.73%, 60.69%, 36.96%, 2.34%,9a055e
27093,15.92%, 56.60%, 40.68%, 2.72%,900667
27095,8.57%, 53.10%, 44.53%, 2.38%,870671
27097,23.97%, 60.78%, 36.81%, 2.41%,9a065d
27099,22.61%, 37.42%, 60.03%, 2.55%,5f0699
27101,7.22%, 52.53%, 45.31%, 2.16%,850573
27103,7.83%, 44.75%, 52.58%, 2.67%,720686
27105,9.25%, 53.77%, 44.52%, 1.71%,890471
27107,10.79%, 43.16%, 53.94%, 2.90%,6e0789
27109,3.20%, 47.03%, 50.23%, 2.74%,770680
27111,21.14%, 59.55%, 38.41%, 2.04%,970561
27113,4.31%, 50.71%, 46.40%, 2.88%,810776
27115,0.68%, 49.02%, 48.34%, 2.65%,7d067b
27117,23.70%, 60.83%, 37.13%, 2.04%,9b055e
27119,5.73%, 51.83%, 46.10%, 2.08%,840575
27121,2.58%, 50.30%, 47.73%, 1.97%,800579
27123,35.20%, 31.13%, 66.33%, 2.54%,4f06a9
27125,2.53%, 49.52%, 46.99%, 3.49%,7e0877
27127,20.05%, 58.66%, 38.61%, 2.72%,950662
27129,9.79%, 53.81%, 44.02%, 2.17%,890570
27131,8.27%, 44.58%, 52.85%, 2.57%,710686
27133,17.83%, 57.99%, 40.16%, 1.86%,930466
27135,22.27%, 59.97%, 37.70%, 2.33%,980560
27137,29.63%, 33.85%, 63.48%, 2.67%,5606a1
27139,14.81%, 56.28%, 41.47%, 2.25%,8f0569
27141,22.04%, 59.88%, 37.84%, 2.29%,980560
27143,22.74%, 60.05%, 37.31%, 2.64%,99065f
27145,12.06%, 54.81%, 42.75%, 2.44%,8b066d
27147,6.26%, 51.78%, 45.52%, 2.69%,840674
27149,0.42%, 48.94%, 48.51%, 2.55%,7c067b
27151,9.83%, 43.91%, 53.74%, 2.34%,6f0589
27153,16.10%, 56.93%, 40.83%, 2.25%,910568
27155,4.44%, 46.62%, 51.06%, 2.33%,760582
27157,5.39%, 51.42%, 46.03%, 2.54%,830675
27159,24.31%, 61.01%, 36.70%, 2.30%,9b055d
27161,7.65%, 52.49%, 44.83%, 2.68%,850672
27163,0.75%, 48.64%, 49.39%, 1.97%,7c057d
27165,0.45%, 48.93%, 48.48%, 2.59%,7c067b
27167,19.43%, 58.47%, 39.04%, 2.48%,950663
27169,12.85%, 42.16%, 55.01%, 2.83%,6b078c
27171,21.71%, 59.67%, 37.96%, 2.37%,980660
27173,6.30%, 51.83%, 45.53%, 2.64%,840674
28001,17.92%, 40.74%, 58.66%, 0.60%,670195
28003,51.25%, 74.92%, 23.67%, 1.40%,bf033c
28005,15.21%, 57.28%, 42.07%, 0.65%,92016b
