id,margin,romney,obama,other,hex_color
13179,30.21%, 34.36%, 64.57%, 1.07%,5702a4
13181,27.56%, 63.36%, 35.80%, 0.84%,a1025b
13183,22.65%, 60.45%, 37.80%, 1.76%,9a0460
13185,9.83%, 54.38%, 44.54%, 1.08%,8a0271
13187,60.21%, 78.98%, 18.77%, 2.25%,c9052f
13189,14.90%, 57.00%, 42.10%, 0.90%,91026b
13191,8.58%, 53.65%, 45.07%, 1.27%,880372
13193,34.81%, 32.28%, 67.09%, 0.63%,5201ab
13195,53.44%, 75.84%, 22.40%, 1.76%,c10439
13197,10.10%, 54.51%, 44.42%, 1.07%,8b0271
13199,5.66%, 52.36%, 46.70%, 0.94%,850277
13201,37.88%, 68.53%, 30.65%, 0.83%,ae024e
13205,0.89%, 50.18%, 49.28%, 0.54%,7f017d
13207,37.22%, 68.00%, 30.78%, 1.21%,ad034e
13209,39.82%, 69.41%, 29.60%, 0.99%,b0024b
13211,37.97%, 68.42%, 30.45%, 1.13%,ae024d
13213,52.43%, 75.02%, 22.59%, 0.37%,bf0039
13215,21.30%, 38.90%, 60.20%, 0.89%,630299
13217,2.01%, 48.45%, 50.45%, 1.10%,7b0280
13219,48.59%, 73.34%, 24.76%, 1.90%,bb043f
13221,37.18%, 67.64%, 30.45%, 1.91%,ac044d
13223,43.48%, 70.98%, 27.50%, 1.52%,b40346
13225,7.46%, 45.83%, 53.29%, 0.88%,740287
13227,67.49%, 83.03%, 15.55%, 1.42%,d30327
13229,66.27%, 82.67%, 16.40%, 0.93%,d20229
13231,65.27%, 81.93%, 16.66%, 1.41%,d0032a
13233,45.40%, 71.89%, 26.49%, 1.63%,b70443
13235,33.24%, 66.32%, 33.08%, 0.60%,a90154
13237,35.64%, 67.34%, 31.70%, 0.95%,ab0250
13239,9.04%, 45.21%, 54.26%, 0.53%,73018a
13241,56.20%, 77.08%, 20.88%, 2.04%,c40535
13243,16.31%, 41.54%, 57.84%, 0.62%,690193
13245,33.74%, 32.64%, 66.39%, 0.97%,5302a9
13247,16.53%, 41.19%, 57.72%, 1.09%,690293
13249,47.83%, 73.40%, 25.57%, 1.03%,bb0241
13251,8.39%, 53.79%, 45.39%, 0.82%,890273
13253,20.31%, 59.44%, 39.13%, 1.43%,970363
13255,19.94%, 59.31%, 39.37%, 1.31%,970364
13257,53.39%, 75.74%, 22.35%, 1.91%,c10438
13259,27.84%, 35.89%, 63.73%, 0.39%,5b00a2
13261,8.41%, 45.36%, 53.77%, 0.87%,730289
13263,30.43%, 34.41%, 64.84%, 0.74%,5701a5
13265,32.50%, 33.54%, 66.04%, 0.42%,5501a8
13267,42.07%, 70.48%, 28.41%, 1.11%,b30248
13269,10.62%, 55.03%, 44.41%, 0.56%,8c0171
13271,15.56%, 57.17%, 41.61%, 1.22%,91036a
13273,16.11%, 41.62%, 57.73%, 0.66%,6a0193
13275,18.44%, 58.74%, 40.30%, 0.96%,950266
13277,32.46%, 65.88%, 33.42%, 0.70%,a70155
13279,40.38%, 69.72%, 29.35%, 0.93%,b1024a
13281,57.70%, 78.09%, 20.39%, 1.52%,c70333
13283,21.01%, 60.05%, 39.04%, 0.91%,990263
13285,17.79%, 58.30%, 40.51%, 1.19%,940367
13287,14.52%, 56.85%, 42.33%, 0.81%,90026b
13289,8.63%, 45.35%, 53.98%, 0.67%,730189
13291,59.72%, 78.97%, 19.25%, 1.77%,c90431
13293,29.00%, 64.10%, 35.10%, 0.80%,a30259
13295,49.89%, 73.86%, 23.98%, 2.16%,bc053d
13297,55.44%, 77.07%, 21.63%, 1.31%,c40337
13299,33.81%, 66.44%, 32.63%, 0.94%,a90253
13301,21.33%, 39.18%, 60.51%, 0.32%,63009a
13303,7.70%, 45.76%, 53.46%, 0.77%,740188
13305,48.22%, 73.45%, 25.23%, 1.31%,bb0340
13307,1.60%, 50.59%, 48.99%, 0.42%,81017c
13309,27.44%, 63.09%, 35.66%, 1.25%,a0035a
13311,66.33%, 82.21%, 15.88%, 1.91%,d10428
13313,44.85%, 71.58%, 26.74%, 1.68%,b60444
13315,31.70%, 65.55%, 33.84%, 0.61%,a70156
13317,11.50%, 55.30%, 43.80%, 0.90%,8d026f
13319,1.46%, 50.40%, 48.95%, 0.65%,80017c
13321,40.09%, 69.57%, 29.48%, 0.95%,b1024b
15001,51.17%, 23.25%, 74.42%, 2.33%,3b05bd
15003,39.05%, 29.81%, 68.86%, 1.33%,4c03af
15005,0%,-,-,-,000000
15007,49.35%, 24.13%, 73.47%, 2.40%,3d06bb
15009,50.25%, 23.85%, 74.10%, 2.05%,3c05bc
16001,11.20%, 53.53%, 42.33%, 4.15%,880a6b
16003,40.56%, 68.56%, 28.00%, 3.44%,ae0847
16005,21.95%, 59.14%, 37.20%, 3.66%,96095e
16007,77.50%, 88.20%, 10.70%, 1.10%,e0021b
16009,36.86%, 66.82%, 29.96%, 3.22%,aa084c
16011,54.41%, 76.03%, 21.62%, 2.35%,c10537
16013,20.14%, 38.64%, 58.78%, 2.58%,620695
16015,35.72%, 66.28%, 30.56%, 3.16%,a9084d
16017,25.88%, 60.45%, 34.57%, 4.98%,9a0c58
16019,51.77%, 74.68%, 22.91%, 2.40%,be063a
16021,42.10%, 69.06%, 26.96%, 3.98%,b00a44
16023,57.78%, 77.84%, 20.06%, 2.10%,c60533
16025,42.04%, 69.55%, 27.51%, 2.94%,b10746
16027,36.71%, 66.47%, 29.76%, 3.76%,a9094b
16029,72.80%, 85.45%, 12.65%, 1.90%,d90420
16031,71.82%, 84.84%, 13.02%, 2.13%,d80521
16033,51.52%, 71.65%, 20.12%, 3.35%,b60833
16035,40.83%, 68.75%, 27.92%, 3.33%,af0847
16037,51.55%, 74.06%, 22.51%, 3.44%,bc0839
16039,33.91%, 65.31%, 31.40%, 3.29%,a60850
16041,86.96%, 92.77%, 5.80%, 1.43%,ec030e
16043,70.61%, 84.57%, 13.96%, 1.47%,d70323
16045,44.77%, 70.90%, 26.12%, 2.98%,b40742
16047,47.07%, 72.22%, 25.15%, 2.64%,b80640
16049,53.74%, 75.52%, 21.79%, 2.69%,c00637
16051,75.49%, 86.94%, 11.45%, 1.61%,dd041d
16053,46.23%, 71.52%, 25.29%, 3.19%,b60840
16055,33.93%, 65.09%, 31.16%, 3.76%,a5094f
16057,4.19%, 44.32%, 48.51%, 2.43%,71067b
16059,50.34%, 73.70%, 23.36%, 2.94%,bb073b
16061,48.11%, 72.63%, 24.52%, 2.85%,b9073e
16063,40.41%, 68.61%, 28.20%, 3.19%,ae0847
16065,87.52%, 93.29%, 5.77%, 0.94%,ed020e
16067,58.11%, 78.04%, 19.93%, 2.02%,c70532
16069,20.69%, 58.65%, 37.96%, 3.38%,950860
16071,77.60%, 87.98%, 10.39%, 1.63%,e0041a
16073,52.66%, 75.03%, 22.37%, 2.60%,bf0639
16075,43.94%, 70.68%, 26.73%, 2.59%,b40644
16077,30.58%, 64.39%, 33.82%, 1.79%,a40456
16079,8.20%, 52.43%, 44.23%, 3.34%,850870
16081,11.76%, 54.34%, 42.58%, 3.07%,8a076c
16083,43.12%, 69.70%, 26.58%, 3.72%,b10943
16085,11.57%, 54.16%, 42.59%, 3.25%,8a086c
16087,46.73%, 72.22%, 25.49%, 2.29%,b80540
17001,35.08%, 66.51%, 31.43%, 2.06%,a90550
17003,13.65%, 42.47%, 56.13%, 1.40%,6c038f
17005,14.58%, 55.53%, 40.95%, 1.49%,8d0368
17007,5.66%, 51.75%, 46.09%, 2.15%,830575
17009,30.71%, 64.00%, 33.29%, 2.71%,a30654
17011,0.18%, 48.93%, 48.75%, 2.33%,7c057c
17013,13.98%, 55.90%, 41.93%, 2.17%,8e056a
17015,1.49%, 48.00%, 49.49%, 2.51%,7a067e
17017,13.41%, 55.49%, 42.09%, 2.42%,8d066b
17019,7.02%, 44.92%, 51.94%, 3.14%,720884
17021,23.03%, 60.33%, 37.31%, 2.36%,99065f
17023,32.37%, 65.23%, 32.86%, 1.91%,a60453
17025,44.11%, 70.92%, 26.81%, 2.27%,b40544
17027,29.90%, 63.86%, 33.95%, 2.19%,a20556
17029,11.05%, 54.26%, 43.21%, 2.54%,8a066e
17031,49.28%, 24.59%, 73.88%, 1.53%,3e03bc
17033,31.59%, 64.69%, 33.11%, 2.20%,a40554
17035,35.28%, 66.27%, 30.99%, 2.74%,a8064f
17037,5.51%, 45.91%, 51.42%, 2.67%,750683
17039,26.85%, 62.15%, 35.30%, 2.55%,9e065a
17041,36.66%, 67.34%, 30.68%, 1.98%,ab054e
17043,1.10%, 48.63%, 49.73%, 1.64%,7c047e
17045,32.76%, 65.50%, 32.74%, 1.76%,a70453
17047,51.15%, 74.50%, 23.36%, 2.14%,bd053b
17049,52.01%, 75.25%, 23.24%, 1.51%,bf033b
17051,34.38%, 66.03%, 31.66%, 2.31%,a80550
17053,42.71%, 70.20%, 27.49%, 2.31%,b30546
17055,16.82%, 57.31%, 40.49%, 2.19%,920567
17057,11.01%, 43.03%, 54.04%, 2.93%,6d0789
17059,17.99%, 57.99%, 39.99%, 2.02%,930565
17061,25.33%, 61.22%, 35.89%, 2.89%,9c075b
17063,8.88%, 53.22%, 44.34%, 2.44%,870671
17065,32.91%, 65.11%, 32.20%, 2.69%,a60652
17067,17.79%, 57.85%, 40.06%, 2.09%,930566
17069,34.03%, 65.88%, 31.85%, 2.27%,a70551
17071,12.25%, 43.19%, 55.44%, 1.37%,6e038d
17073,3.07%, 47.46%, 50.53%, 2.01%,790580
17075,44.55%, 71.19%, 26.64%, 2.17%,b50543
17077,14.33%, 40.92%, 55.26%, 3.82%,68098c
17079,41.21%, 69.68%, 28.48%, 1.84%,b10448
17081,22.81%, 60.12%, 37.31%, 2.57%,99065f
17083,23.72%, 60.38%, 36.67%, 2.95%,99075d
17085,1.16%, 48.42%, 49.58%, 1.99%,7b057e
17087,41.99%, 69.60%, 27.61%, 2.79%,b10746
17089,1.10%, 48.61%, 49.71%, 1.68%,7b047e
17091,3.38%, 50.68%, 47.30%, 2.02%,810578
17093,3.32%, 50.71%, 47.39%, 1.90%,810478
17095,17.31%, 40.28%, 57.59%, 2.13%,660592
17097,8.35%, 45.14%, 53.48%, 1.38%,730388
17099,0.39%, 49.06%, 48.67%, 2.27%,7d057c
17101,30.82%, 64.40%, 33.58%, 2.02%,a40555
17103,7.31%, 52.51%, 45.20%, 2.29%,850573
17105,31.39%, 64.69%, 33.30%, 2.02%,a40554
17107,31.98%, 64.89%, 32.91%, 2.20%,a50553
17109,1.45%, 49.36%, 47.91%, 2.73%,7d067a
17111,8.79%, 53.34%, 44.55%, 2.12%,880571
17113,10.98%, 54.37%, 43.40%, 2.23%,8a056e
17115,5.16%, 51.62%, 46.46%, 1.92%,830476
17117,7.03%, 51.92%, 44.89%, 1.17%,840272
17119,1.37%, 49.32%, 47.95%, 2.73%,7d067a
17121,19.11%, 58.46%, 39.35%, 2.19%,950564
17123,14.23%, 56.06%, 41.83%, 2.11%,8e056a
17125,6.32%, 51.86%, 45.54%, 2.60%,840674
17127,33.66%, 65.87%, 32.21%, 1.92%,a70452
17129,30.04%, 64.18%, 34.14%, 1.67%,a30457
17131,7.36%, 45.24%, 52.60%, 2.16%,730586
17133,26.71%, 62.24%, 35.53%, 2.24%,9e055a
17135,14.10%, 55.60%, 41.50%, 2.90%,8d0769
17137,15.32%, 56.37%, 41.06%, 2.57%,8f0668
17139,27.00%, 62.29%, 35.29%, 2.42%,9e0659
17141,16.72%, 57.44%, 40.72%, 1.84%,920467
17143,4.38%, 46.90%, 51.28%, 1.82%,770482
17145,17.68%, 57.67%, 39.99%, 2.34%,930565
17147,26.57%, 61.92%, 35.35%, 2.73%,9d065a
17149,35.36%, 66.56%, 31.20%, 2.25%,a9054f
17151,38.79%, 68.05%, 29.25%, 2.70%,ad064a
17153,5.81%, 51.93%, 46.12%, 1.96%,840475
17155,1.81%, 47.79%, 49.60%, 2.61%,79067e
17157,17.53%, 57.42%, 39.89%, 2.69%,920665
17159,32.88%, 65.31%, 32.44%, 2.25%,a60552
17161,21.81%, 38.23%, 60.04%, 1.73%,610499
17163,14.32%, 41.83%, 56.15%, 2.02%,6a058f
17165,28.96%, 63.49%, 34.52%, 1.99%,a10558
17167,8.61%, 53.26%, 44.65%, 2.08%,870571
17169,8.76%, 53.02%, 44.26%, 2.72%,870670
17171,26.36%, 61.80%, 35.44%, 2.76%,9d075a
17173,33.54%, 65.55%, 32.01%, 2.43%,a70651
17175,16.27%, 57.40%, 41.13%, 1.47%,920368
17177,1.64%, 49.75%, 48.11%, 2.13%,7e057a
17179,17.78%, 57.66%, 39.88%, 2.46%,930665
17181,21.88%, 59.59%, 37.71%, 2.69%,970660
17183,13.20%, 55.57%, 42.36%, 2.07%,8d056c
17185,36.77%, 67.74%, 30.97%, 1.29%,ac034e
17187,5.45%, 46.28%, 51.73%, 2.00%,760583
17189,31.50%, 64.45%, 32.95%, 2.60%,a40654
17191,58.13%, 77.80%, 19.67%, 2.53%,c60632
17193,35.91%, 66.80%, 30.90%, 2.30%,aa054e
17195,16.98%, 40.45%, 57.43%, 2.12%,670592
17197,5.49%, 46.36%, 51.85%, 1.79%,760484
17199,24.82%, 61.22%, 36.40%, 2.39%,9c065c
17201,5.52%, 46.18%, 51.70%, 2.12%,750583
17203,39.02%, 68.44%, 29.42%, 2.14%,ae054b
18001,39.37%, 68.58%, 29.21%, 0.21%,ae004a
18003,16.69%, 57.46%, 40.77%, 1.76%,920467
18005,25.37%, 61.52%, 36.15%, 0.26%,9c005c
18007,32.70%, 65.09%, 32.39%, 0.03%,a50052
18009,16.47%, 56.95%, 40.48%, 0.40%,910167
18011,37.72%, 67.70%, 29.98%, 0.19%,ac004c
18013,16.66%, 56.75%, 40.08%, 0.50%,900166
18015,30.27%, 64.01%, 33.74%, 0.09%,a30056
18017,21.69%, 59.62%, 37.93%, 0.04%,980060
18019,9.82%, 53.83%, 44.01%, 2.16%,890570
18021,33.65%, 65.67%, 32.02%, 0.20%,a70051
18023,30.66%, 64.13%, 33.47%, 0.03%,a30055
18025,8.28%, 52.75%, 44.47%,-,860071
18027,50.67%, 74.42%, 23.74%, 1.84%,bd043c
18029,39.66%, 68.86%, 29.20%, 1.94%,af044a
18031,40.46%, 68.94%, 28.48%, 0.23%,af0048
18033,31.59%, 64.71%, 33.12%, 2.16%,a50554
18035,3.11%, 47.15%, 50.26%, 0.24%,780080
18037,27.63%, 62.75%, 35.12%, 2.13%,a00559
18039,26.43%, 62.29%, 35.87%, 1.84%,9e045b
18041,16.86%, 57.09%, 40.23%, 0.20%,910066
18043,14.31%, 56.17%, 41.85%, 1.98%,8f056a
18045,34.13%, 65.59%, 31.46%,-,a70050
18047,42.67%, 70.17%, 27.50%, 0.25%,b20046
18049,33.18%, 65.43%, 32.25%, 0.05%,a60052
18051,30.97%, 64.45%, 33.48%, 0.02%,a40055
18053,21.96%, 59.82%, 37.86%, 0.26%,980060
18055,31.25%, 64.36%, 33.10%, 0.23%,a40054
18057,34.25%, 66.20%, 31.95%, 1.86%,a80451
18059,41.03%, 69.41%, 28.37%, 0.06%,b00048
18061,22.82%, 60.21%, 37.39%, 0.04%,99005f
18063,34.75%, 66.37%, 31.62%, 2.00%,a90550
18065,16.97%, 57.02%, 40.05%, 0.05%,910066
18067,14.31%, 56.01%, 41.70%, 0.03%,8e006a
18069,39.67%, 68.76%, 29.09%, 2.15%,af054a
18071,27.41%, 62.34%, 34.93%, 0.05%,9e0059
18073,25.41%, 61.57%, 36.16%, 0.22%,9d005c
18075,20.02%, 58.79%, 38.77%, 0.03%,950062
18077,10.40%, 53.94%, 43.54%, 0.27%,89006f
18079,22.43%, 59.71%, 37.28%,-,98005f
18081,38.31%, 68.02%, 29.71%, 2.27%,ad054b
18083,28.95%, 63.47%, 34.52%,-,a10058
18085,52.08%, 74.84%, 22.77%, 0.32%,be003a
18087,35.78%, 66.88%, 31.11%,-,aa004f
18089,30.90%, 33.85%, 64.75%, 1.39%,5603a5
18091,12.57%, 42.62%, 55.19%, 0.03%,6c008c
18093,32.70%, 65.04%, 32.34%, 0.27%,a50052
18095,4.50%, 50.98%, 46.48%, 0.29%,810076
18097,22.18%, 37.92%, 60.10%, 1.98%,600599
18099,28.78%, 63.25%, 34.48%, 2.27%,a10557
18101,40.29%, 68.78%, 28.48%,-,af0048
18103,30.84%, 63.79%, 32.95%, 0.32%,a20054
18105,19.14%, 39.29%, 58.43%, 0.07%,640094
18107,38.46%, 68.03%, 29.58%, 0.05%,ad004b
18109,41.03%, 69.17%, 28.13%, 0.26%,b00047
18111,19.02%, 58.02%, 39.00%, 0.35%,930063
18113,33.50%, 65.63%, 32.13%, 0.18%,a70051
18115,27.14%, 62.40%, 35.26%, 0.11%,9f0059
18117,21.58%, 59.38%, 37.80%, 0.27%,970060
18119,27.60%, 62.39%, 34.80%, 0.07%,9f0058
18121,32.53%, 64.85%, 32.32%, 0.23%,a50052
18123,11.59%, 43.21%, 54.81%, 1.98%,6e058b
18125,25.35%, 61.20%, 35.86%, 0.03%,9c005b
18127,3.88%, 46.94%, 50.82%, 2.24%,770581
18129,23.70%, 60.77%, 37.08%, 0.04%,9a005e
18131,27.17%, 62.34%, 35.17%,-,9e0059
18133,32.53%, 65.12%, 32.59%, 0.09%,a60053
18135,24.01%, 60.95%, 36.94%, 2.11%,9b055e
18137,38.52%, 67.94%, 29.42%, 0.29%,ad004b
18139,34.33%, 65.94%, 31.61%,-,a80050
18141,3.50%, 47.36%, 50.86%, 1.78%,780481
18143,6.20%, 52.05%, 45.85%, 0.05%,840074
18145,33.53%, 65.50%, 31.97%, 0.05%,a70051
18147,15.28%, 56.60%, 41.32%, 2.08%,900569
18149,10.59%, 54.03%, 43.44%, 0.19%,89006e
18151,26.97%, 62.41%, 35.44%, 0.04%,9f005a
18153,20.64%, 59.13%, 38.49%, 0.01%,960062
18155,12.81%, 55.11%, 42.30%,-,8c006b
18157,3.59%, 50.40%, 46.81%, 0.43%,800177
18159,31.75%, 64.74%, 32.99%, 0.12%,a50054
18161,32.35%, 65.14%, 32.80%, 2.06%,a60553
18163,10.56%, 54.26%, 43.71%, 2.03%,8a056f
18165,6.77%, 51.89%, 45.12%, 0.38%,840073
18167,0.86%, 48.42%, 49.27%, 2.31%,7b057d
18169,36.22%, 67.03%, 30.81%, 2.16%,aa054e
18171,27.71%, 62.55%, 34.84%, 0.05%,9f0058
18173,26.38%, 62.19%, 35.81%, 1.99%,9e055b
18175,24.44%, 60.85%, 36.41%, 0.10%,9b005c
18177,14.64%, 56.21%, 41.57%, 0.07%,8f006a
18179,44.94%, 71.46%, 26.53%, 2.01%,b60543
18181,23.48%, 60.09%, 36.61%, 0.32%,99005d
18183,38.84%, 68.24%, 29.40%, 0.17%,ae004a
19001,8.11%, 52.90%, 44.79%, 2.30%,860572
19003,3.66%, 50.71%, 47.05%, 2.24%,810577
19005,4.17%, 47.07%, 51.24%, 1.69%,780482
19007,3.36%, 50.62%, 47.25%, 2.13%,810578
19009,5.53%, 52.13%, 46.60%, 1.27%,840376
19011,0.56%, 49.49%, 48.93%, 1.58%,7e047c
19013,20.24%, 39.07%, 59.31%, 1.62%,630497
19015,6.64%, 45.57%, 52.21%, 2.22%,740585
19017,2.68%, 47.99%, 50.67%, 1.33%,7a0381
19019,13.87%, 42.24%, 56.11%, 1.65%,6b048f
19021,10.19%, 54.32%, 44.14%, 1.54%,8a0370
19023,10.30%, 54.42%, 44.12%, 1.46%,8a0370
19025,12.49%, 55.28%, 42.79%, 1.93%,8c046d
19027,6.13%, 52.47%, 46.35%, 1.18%,850376
19029,18.86%, 58.53%, 39.67%, 1.80%,950465
19031,4.59%, 46.94%, 51.53%, 1.53%,770383
19033,13.38%, 42.51%, 55.89%, 1.60%,6c048e
19035,16.02%, 57.08%, 41.06%, 1.86%,910468
19037,11.07%, 43.74%, 54.81%, 1.45%,6f038b
19039,1.47%, 47.95%, 49.41%, 2.64%,7a067d
19041,18.42%, 58.23%, 39.81%, 1.95%,940465
19043,7.03%, 45.57%, 52.59%, 1.84%,740486
19045,22.84%, 37.73%, 60.56%, 1.71%,60049a
19047,7.83%, 53.24%, 45.41%, 1.35%,870373
19049,11.58%, 55.06%, 43.49%, 1.45%,8c036e
19051,16.38%, 56.67%, 40.29%, 3.05%,900766
19053,4.07%, 50.80%, 46.73%, 2.48%,810677
19055,0.21%, 49.43%, 49.22%, 1.34%,7e037d
19057,18.41%, 39.91%, 58.32%, 1.77%,650494
19059,17.89%, 58.19%, 40.31%, 1.50%,940366
19061,14.71%, 41.81%, 56.53%, 1.66%,6a0490
19063,8.70%, 53.49%, 44.78%, 1.73%,880472
19065,11.96%, 43.33%, 55.30%, 1.37%,6e038d
19067,14.63%, 42.05%, 56.68%, 1.27%,6b0390
19069,10.74%, 54.44%, 43.69%, 1.87%,8a046f
19071,9.13%, 53.76%, 44.63%, 1.61%,890471
19073,0.10%, 49.11%, 49.01%, 1.88%,7d047c
19075,22.69%, 60.54%, 37.85%, 1.61%,9a0460
19077,10.22%, 53.86%, 43.63%, 2.51%,89066f
19079,2.64%, 50.35%, 47.71%, 1.94%,800479
19081,13.43%, 55.98%, 42.55%, 1.47%,8e036c
19083,6.69%, 52.48%, 45.80%, 1.72%,850474
19085,12.69%, 55.52%, 42.83%, 1.65%,8d046d
19087,5.93%, 51.92%, 45.99%, 2.08%,840575
19089,20.95%, 38.64%, 59.59%, 1.77%,620497
19091,21.85%, 60.08%, 38.23%, 1.69%,990461
19093,26.34%, 62.41%, 36.06%, 1.53%,9f035b
19095,4.79%, 51.53%, 46.74%, 1.73%,830477
19097,16.89%, 40.78%, 57.67%, 1.54%,670393
19099,7.07%, 45.49%, 52.56%, 1.95%,730486
19101,15.97%, 40.28%, 56.25%, 3.47%,66088f
19103,35.49%, 31.19%, 66.69%, 2.12%,4f05aa
19105,7.78%, 45.18%, 52.96%, 1.86%,730487
19107,10.25%, 53.99%, 43.73%, 2.28%,89056f
19109,12.18%, 55.33%, 43.15%, 1.52%,8d036e
19111,15.49%, 41.17%, 56.65%, 2.18%,680590
19113,17.69%, 40.20%, 57.90%, 1.90%,660493
19115,0.64%, 48.71%, 49.36%, 1.93%,7c047d
19117,6.18%, 52.14%, 45.96%, 1.90%,840475
19119,54.62%, 76.48%, 21.86%, 1.66%,c30437
19121,11.92%, 54.84%, 42.92%, 2.25%,8b056d
19123,20.54%, 59.25%, 38.71%, 2.04%,970562
19125,13.12%, 55.57%, 42.44%, 1.99%,8d056c
19127,9.36%, 44.44%, 53.80%, 1.76%,710489
19129,18.97%, 58.46%, 39.49%, 2.05%,950564
19131,3.37%, 47.31%, 50.68%, 2.01%,780581
19133,9.62%, 53.92%, 44.31%, 1.77%,890470
19135,7.70%, 52.90%, 45.20%, 1.91%,860473
19137,21.47%, 59.72%, 38.25%, 2.03%,980561
19139,15.88%, 41.12%, 57.00%, 1.88%,680491
19141,44.91%, 71.73%, 26.82%, 1.44%,b60344
19143,41.26%, 69.82%, 28.55%, 1.63%,b20448
19145,24.51%, 61.42%, 36.91%, 1.67%,9c045e
19147,10.66%, 54.43%, 43.77%, 1.80%,8a046f
19149,34.23%, 66.39%, 32.15%, 1.46%,a90351
19151,21.65%, 59.42%, 37.77%, 2.80%,970760
19153,14.14%, 41.98%, 56.13%, 1.89%,6b048f
19155,5.24%, 51.68%, 46.44%, 1.88%,830476
19157,9.35%, 44.35%, 53.70%, 1.94%,710488
19159,7.00%, 52.64%, 45.63%, 1.73%,860474
19161,18.37%, 58.48%, 40.11%, 1.42%,950366
19163,13.74%, 42.38%, 56.12%, 1.51%,6c038f
19165,22.24%, 60.33%, 38.08%, 1.59%,990461
19167,67.64%, 83.24%, 15.60%, 1.16%,d40227
19169,13.84%, 41.71%, 55.55%, 2.74%,6a068d
19171,7.43%, 45.45%, 52.88%, 1.67%,730486
19173,14.06%, 56.19%, 42.14%, 1.67%,8f046b
19175,3.86%, 47.22%, 51.08%, 1.70%,780482
19177,18.55%, 57.83%, 39.28%, 2.89%,930764
19179,11.88%, 43.05%, 54.93%, 2.02%,6d058c
19181,1.92%, 50.06%, 48.14%, 1.80%,7f047a
19183,4.06%, 50.55%, 46.48%, 2.97%,800776
19185,11.45%, 54.59%, 43.14%, 2.28%,8b056e
19187,5.84%, 46.30%, 52.14%, 1.56%,760384
19189,0.05%, 49.10%, 49.05%, 1.84%,7d047d
19191,14.74%, 41.70%, 56.44%, 1.86%,6a048f
19193,1.02%, 48.52%, 49.54%, 1.95%,7b047e
19195,14.53%, 41.80%, 56.33%, 1.87%,6a048f
19197,8.17%, 53.35%, 45.17%, 1.48%,880373
20001,27.25%, 62.45%, 35.20%, 2.35%,9f0559
20003,40.18%, 68.66%, 28.48%, 0.63%,af0148
20005,20.23%, 58.69%, 38.46%, 0.63%,950162
20007,55.75%, 76.58%, 20.83%, 2.59%,c30635
20009,53.93%, 76.14%, 22.21%, 1.64%,c20438
20011,33.67%, 65.59%, 31.92%, 2.49%,a70651
20013,43.90%, 70.85%, 26.95%, 2.20%,b40544
20015,41.69%, 69.61%, 27.92%, 2.48%,b10647
20017,40.68%, 68.84%, 28.17%, 0.87%,af0247
20019,62.82%, 80.00%, 17.18%, 0.74%,cc012b
20021,29.47%, 63.66%, 34.19%, 2.16%,a20557
20023,64.94%, 81.28%, 16.34%, 2.38%,cf0629
20025,62.05%, 79.15%, 17.11%, 1.38%,c9032b
20027,53.01%, 75.64%, 22.63%, 1.74%,c00439
20029,48.79%, 72.79%, 24.00%, 0.59%,b9013d
20031,51.33%, 74.32%, 22.99%, 0.61%,bd013a
20033,67.24%, 82.65%, 15.41%, 1.94%,d20427
20035,29.60%, 63.58%, 33.98%, 2.44%,a20656
20037,5.86%, 51.25%, 45.39%, 1.24%,820373
20039,62.14%, 79.50%, 17.36%, 0.39%,ca002c
20041,47.40%, 72.52%, 25.12%, 2.36%,b80640
20043,44.43%, 70.94%, 26.51%, 2.56%,b40643
20045,24.48%, 35.91%, 60.39%, 1.37%,5b0399
20047,54.95%, 76.46%, 21.52%, 2.02%,c20536
20049,56.10%, 76.63%, 20.53%, 0.51%,c30134
20051,45.60%, 71.70%, 26.10%, 2.20%,b60542
20053,45.28%, 71.17%, 25.88%, 0.74%,b50141
20055,38.94%, 68.46%, 29.52%, 2.01%,ae054b
20057,35.90%, 66.99%, 31.09%, 1.91%,aa044f
20059,29.94%, 63.55%, 33.61%, 0.83%,a20255
20061,13.26%, 55.73%, 42.47%, 1.80%,8e046c
20063,71.73%, 84.45%, 12.73%, 2.82%,d70720
20065,59.70%, 78.81%, 19.10%, 2.09%,c80530
20067,58.76%, 78.53%, 19.77%, 1.69%,c80432
20069,65.32%, 81.87%, 16.55%, 1.58%,d0042a
20071,64.18%, 81.04%, 16.87%, 2.09%,ce052b
20073,52.38%, 74.89%, 22.52%, 0.57%,be0139
20075,60.43%, 79.02%, 18.59%, 2.39%,c9062f
20077,50.61%, 73.63%, 23.02%, 0.88%,bb023a
20079,22.49%, 60.08%, 37.59%, 2.33%,99055f
20081,67.62%, 83.02%, 15.40%, 1.58%,d30427
20083,65.00%, 81.89%, 16.89%, 1.23%,d0032b
20085,29.24%, 63.42%, 34.18%, 2.39%,a10657
20087,23.09%, 60.24%, 37.15%, 0.52%,99015e
20089,67.20%, 82.50%, 15.30%, 2.20%,d20527
20091,17.40%, 57.58%, 40.18%, 2.23%,920566
20093,59.81%, 79.15%, 19.34%, 1.52%,c90331
20095,51.50%, 74.19%, 22.69%, 0.96%,bd0239
20097,71.07%, 85.31%, 14.25%, 0.44%,d90124
20099,20.22%, 59.00%, 38.78%, 2.21%,960562
20101,61.10%, 79.63%, 18.53%, 1.83%,cb042f
20103,19.60%, 58.65%, 39.05%, 2.30%,950563
