id,margin,harding,cox,other,other2,hex_color
13143,43.34%, 71.67%, 28.33%,0.0%,-,b60048
13145,95.58%, 2.21%, 97.79%,0.0%,-,0500f9
13147,36.48%, 31.76%, 68.24%,0.0%,-,5000ae
13149,94.11%, 2.95%, 97.05%,0.0%,-,0700f7
13151,100.00%,-, 100.00%,0.0%,-,0000fe
13153,89.76%, 5.12%, 94.88%,0.0%,-,0d00f1
13155,64.32%, 17.84%, 82.16%,0.0%,-,2d00d1
13157,52.39%, 23.81%, 76.19%,0.0%,-,3c00c2
13159,82.17%, 8.92%, 91.08%,0.0%,-,1600e8
13161,7.64%, 53.82%, 46.18%,0.0%,-,890075
13163,82.15%, 8.92%, 91.08%,0.0%,-,1600e8
13165,74.21%, 12.89%, 87.11%,0.0%,-,2000de
13167,61.05%, 19.47%, 80.53%,0.0%,-,3100cd
13169,47.46%, 26.27%, 73.73%,0.0%,-,4200bc
13171,0%,-,-,0.0%,-,000000
13173,0%,-,-,0.0%,-,000000
13175,53.86%, 23.07%, 76.93%,0.0%,-,3a00c4
13177,85.93%, 7.04%, 92.96%,0.0%,-,1100ed
13179,26.78%, 36.61%, 63.39%,0.0%,-,5d00a1
13181,98.83%,-, 99.41%,0.59%,-,0001fd
13183,0%,-,-,0.0%,-,000000
13185,71.20%, 14.40%, 85.60%,0.0%,-,2400da
13187,13.89%, 56.94%, 43.06%,0.0%,-,91006d
13189,55.60%, 22.20%, 77.80%,0.0%,-,3800c6
13191,50.63%, 24.68%, 75.32%,0.0%,-,3e00c0
13193,75.32%, 12.34%, 87.66%,0.0%,-,1f00df
13195,42.30%, 28.85%, 71.15%,0.0%,-,4900b5
13197,13.46%, 43.27%, 56.73%,0.0%,-,6e0090
13199,70.12%, 14.94%, 85.06%,0.0%,-,2600d8
13201,67.57%, 16.22%, 83.78%,0.0%,-,2900d5
13205,73.18%, 13.41%, 86.59%,0.0%,-,2200dc
13207,81.96%, 9.02%, 90.98%,0.0%,-,1700e7
13209,6.62%, 46.69%, 53.31%,0.0%,-,770087
13211,43.77%, 28.12%, 71.88%,0.0%,-,4700b7
13213,7.79%, 53.89%, 46.11%,0.0%,-,890075
13215,86.29%, 6.86%, 93.14%,0.0%,-,1100ed
13217,36.66%, 31.67%, 68.33%,0.0%,-,5000ae
13219,51.89%, 24.05%, 75.95%,0.0%,-,3d00c1
13221,90.52%, 4.74%, 95.26%,0.0%,-,0c00f2
13223,47.45%, 73.72%, 26.28%,0.0%,-,bb0043
13225,0%,-,-,0.0%,-,000000
13227,31.02%, 65.51%, 34.49%,0.0%,-,a70057
13229,53.88%, 23.06%, 76.94%,0.0%,-,3a00c4
13231,64.03%, 17.98%, 82.02%,0.0%,-,2d00d1
13233,20.82%, 60.41%, 39.59%,0.0%,-,9a0064
13235,71.14%, 14.43%, 85.57%,0.0%,-,2400da
13237,97.65%,-, 98.82%,1.18%,-,0003fb
13239,94.24%, 2.88%, 97.12%,0.0%,-,0700f7
13241,35.95%, 32.03%, 67.97%,0.0%,-,5100ad
13243,82.56%, 8.72%, 91.28%,0.0%,-,1600e8
13245,67.73%, 16.14%, 83.86%,0.0%,-,2900d5
13247,41.65%, 29.17%, 70.83%,0.0%,-,4a00b4
13249,63.19%, 18.40%, 81.60%,0.0%,-,2e00d0
13251,42.16%, 28.92%, 71.08%,0.0%,-,4900b5
13253,0%,-,-,0.0%,-,000000
13255,64.19%, 17.90%, 82.10%,0.0%,-,2d00d1
13257,24.44%, 37.78%, 62.22%,0.0%,-,60009e
13259,83.47%, 8.27%, 91.73%,0.0%,-,1500e9
13261,56.85%, 21.57%, 78.43%,0.0%,-,3700c7
13263,79.62%, 10.19%, 89.81%,0.0%,-,1900e5
13265,92.98%, 3.51%, 96.49%,0.0%,-,0800f6
13267,19.52%, 40.24%, 59.76%,0.0%,-,660098
13269,39.89%, 30.06%, 69.94%,0.0%,-,4c00b2
13271,93.31%, 3.35%, 96.65%,0.0%,-,0800f6
13273,82.48%, 8.76%, 91.24%,0.0%,-,1600e8
13275,74.11%, 12.94%, 87.06%,0.0%,-,2000de
13277,57.81%, 21.10%, 78.90%,0.0%,-,3500c9
13279,23.48%, 38.26%, 61.74%,0.0%,-,61009d
13281,21.71%, 60.86%, 39.14%,0.0%,-,9b0063
13283,42.16%, 28.92%, 71.08%,0.0%,-,4900b5
13285,61.85%, 19.07%, 80.93%,0.0%,-,3000ce
13287,36.70%, 31.65%, 68.35%,0.0%,-,5000ae
13289,72.24%, 13.88%, 86.12%,0.0%,-,2300db
13291,9.02%, 54.51%, 45.49%,0.0%,-,8b0073
13293,69.83%, 15.08%, 84.92%,0.0%,-,2600d8
13295,11.51%, 44.25%, 55.75%,0.0%,-,70008e
13297,81.25%, 9.38%, 90.63%,0.0%,-,1700e7
13299,61.47%, 19.27%, 80.73%,0.0%,-,3100cd
13301,65.77%, 17.11%, 82.89%,0.0%,-,2b00d3
13303,81.15%, 9.42%, 90.58%,0.0%,-,1800e6
13305,88.43%, 5.79%, 94.21%,0.0%,-,0e00f0
13307,77.03%, 11.48%, 88.52%,0.0%,-,1d00e1
13309,55.21%, 22.39%, 77.61%,0.0%,-,3900c5
13311,11.63%, 55.81%, 44.19%,0.0%,-,8e0070
13313,16.95%, 58.47%, 41.53%,0.0%,-,950069
13315,63.88%, 18.06%, 81.94%,0.0%,-,2e00d0
13317,97.30%,-, 98.65%,1.35%,-,0003fb
13319,74.74%, 12.63%, 87.37%,0.0%,-,2000de
13321,49.05%, 25.48%, 74.52%,0.0%,-,4000be
15001,0%,-,-,0.0%,-,000000
15003,0%,-,-,0.0%,-,000000
15005,0%,-,-,0.0%,-,000000
15007,0%,-,-,0.0%,-,000000
15009,0%,-,-,0.0%,-,000000
16001,33.65%, 66.72%, 33.07%,0.21%,-,aa0054
16003,27.24%, 63.62%, 36.38%,0.0%,-,a2005c
16005,23.99%, 62.00%, 38.00%,0.0%,-,9e0060
16007,23.34%, 61.67%, 38.33%,0.0%,-,9d0061
16009,25.97%, 62.98%, 37.02%,0.0%,-,a0005e
16011,47.11%, 73.55%, 26.45%,0.0%,-,bb0043
16013,35.14%, 67.57%, 32.43%,0.0%,-,ac0052
16015,22.37%, 61.19%, 38.81%,0.0%,-,9c0062
16017,20.33%, 60.16%, 39.84%,0.0%,-,990065
16019,39.35%, 69.67%, 30.33%,0.0%,-,b1004d
16021,25.43%, 62.71%, 37.29%,0.0%,-,9f005f
16023,34.30%, 67.15%, 32.85%,0.0%,-,ab0053
16025,18.32%, 59.08%, 40.77%,0.15%,-,960067
16027,25.07%, 62.53%, 37.47%,0.0%,-,9f005f
16029,49.86%, 74.93%, 25.07%,0.0%,-,bf003f
16031,39.09%, 69.54%, 30.46%,0.0%,-,b1004d
16033,52.63%, 76.25%, 23.62%,0.13%,-,c2003c
16035,32.52%, 66.22%, 33.71%,0.07%,-,a80055
16037,34.44%, 67.22%, 32.78%,0.0%,-,ab0053
16039,10.25%, 55.12%, 44.88%,0.0%,-,8c0072
16041,28.40%, 64.20%, 35.80%,0.0%,-,a3005b
16043,30.54%, 65.27%, 34.73%,0.0%,-,a60058
16045,25.56%, 62.73%, 37.18%,0.09%,-,9f005e
16047,40.83%, 70.42%, 29.58%,0.0%,-,b3004b
16049,35.80%, 67.90%, 32.10%,0.0%,-,ad0051
16051,41.54%, 70.77%, 29.23%,0.0%,-,b4004a
16053,37.83%, 68.91%, 31.09%,0.0%,-,af004f
16055,31.86%, 65.93%, 34.07%,0.0%,-,a80056
16057,42.17%, 71.09%, 28.91%,0.0%,-,b50049
16059,29.62%, 64.71%, 35.09%,0.2%,-,a50059
16061,17.38%, 58.49%, 41.11%,0.4%,-,950168
16063,27.75%, 63.87%, 36.13%,0.0%,-,a2005c
16065,31.59%, 65.79%, 34.21%,0.0%,-,a70057
16067,18.76%, 59.09%, 40.33%,0.58%,-,960166
16069,28.14%, 64.05%, 35.91%,0.05%,-,a3005b
16071,33.21%, 66.61%, 33.39%,0.0%,-,a90055
16073,30.69%, 65.34%, 34.66%,0.0%,-,a60058
16075,36.43%, 68.04%, 31.60%,0.36%,-,ad0050
16077,34.62%, 67.31%, 32.69%,0.0%,-,ab0053
16079,28.46%, 64.23%, 35.77%,0.0%,-,a3005b
16081,37.79%, 68.90%, 31.10%,0.0%,-,af004f
16083,34.32%, 67.16%, 32.84%,0.0%,-,ab0053
16085,20.98%, 60.49%, 39.51%,0.0%,-,9a0064
16087,19.18%, 59.59%, 40.41%,0.0%,-,970067
17001,25.00%, 57.07%, 32.07%,2.53%,-,910651
17003,24.83%, 61.92%, 37.09%,1.0%,-,9d025e
17005,37.59%, 64.67%, 27.07%,0.92%,-,a40245
17007,81.16%, 89.39%, 8.23%,2.37%,-,e30614
17009,7.83%, 45.08%, 52.91%,2.01%,-,720586
17011,57.24%, 74.94%, 17.70%,2.8%,-,bf072d
17013,31.48%, 64.82%, 33.33%,1.85%,-,a50454
17015,76.54%, 86.65%, 10.11%,3.24%,-,dc0819
17017,14.96%, 54.06%, 39.10%,1.74%,-,890463
17019,47.63%, 71.83%, 24.20%,3.97%,-,b70a3d
17021,14.96%, 52.75%, 37.79%,1.85%,-,860460
17023,11.78%, 55.35%, 43.57%,1.08%,-,8d026f
17025,21.55%, 59.90%, 38.35%,1.76%,-,980461
17027,40.52%, 63.71%, 23.19%,0.95%,-,a2023b
17029,18.88%, 58.76%, 39.87%,1.37%,-,950365
17031,49.01%, 71.12%, 22.11%,0.89%,-,b50238
17033,11.62%, 55.02%, 43.39%,1.59%,-,8c046e
17035,17.54%, 58.18%, 40.64%,1.18%,-,940367
17037,70.17%, 83.93%, 13.75%,2.32%,-,d60523
17039,23.32%, 60.68%, 37.36%,1.97%,-,9a055f
17041,34.40%, 65.21%, 30.81%,3.98%,-,a60a4e
17043,68.08%, 82.00%, 13.92%,1.76%,-,d10423
17045,8.34%, 53.29%, 44.95%,1.76%,-,870472
17047,59.63%, 79.21%, 19.58%,1.21%,-,c90331
17049,16.39%, 57.47%, 41.08%,1.46%,-,920368
17051,19.64%, 58.48%, 38.84%,2.68%,-,950663
17053,66.60%, 82.40%, 15.80%,1.8%,-,d20428
17055,18.23%, 51.11%, 32.88%,1.14%,-,820253
17057,26.32%, 59.25%, 32.93%,3.19%,-,970853
17059,4.21%, 49.94%, 45.74%,1.67%,-,7f0474
17061,1.18%, 47.96%, 49.15%,2.89%,-,7a077d
17063,66.22%, 80.05%, 13.83%,2.24%,-,cc0523
17065,10.69%, 54.71%, 44.02%,1.27%,-,8b0370
17067,17.64%, 57.75%, 40.11%,2.14%,-,930566
17069,24.22%, 61.54%, 37.32%,1.15%,-,9c025f
17071,56.00%, 76.65%, 20.65%,2.71%,-,c30634
17073,62.82%, 78.96%, 16.14%,2.12%,-,c90529
17075,57.22%, 77.79%, 20.57%,1.64%,-,c60434
17077,25.68%, 59.96%, 34.28%,1.34%,-,980357
17079,4.85%, 51.63%, 46.78%,1.59%,-,830477
17081,8.81%, 53.57%, 44.77%,1.66%,-,880472
17083,17.61%, 57.90%, 40.29%,1.81%,-,930466
17085,56.20%, 76.25%, 20.06%,1.15%,-,c20233
17087,43.78%, 70.91%, 27.13%,1.96%,-,b40445
17089,69.48%, 82.82%, 13.34%,1.5%,-,d30322
17091,61.88%, 79.33%, 17.46%,1.03%,-,ca022c
17093,76.83%, 87.99%, 11.17%,0.84%,-,e0021c
17095,57.08%, 73.85%, 16.77%,2.41%,-,bc062a
17097,70.12%, 82.28%, 12.15%,1.45%,-,d1031e
17099,52.80%, 73.23%, 20.43%,0.58%,-,ba0134
17101,11.62%, 54.17%, 42.54%,1.26%,-,8a036c
17103,61.17%, 78.94%, 17.78%,3.28%,-,c9082d
17105,52.48%, 74.83%, 22.35%,2.82%,-,be0738
17107,34.69%, 64.79%, 30.10%,5.11%,-,a50d4c
17109,28.79%, 63.18%, 34.38%,2.44%,-,a10657
17111,71.88%, 85.10%, 13.22%,1.68%,-,d90421
17113,40.18%, 65.27%, 25.09%,2.19%,-,a6053f
17115,33.93%, 65.27%, 31.35%,3.38%,-,a6084f
17117,14.20%, 44.68%, 30.49%,1.57%,-,71044d
17119,27.33%, 57.82%, 30.48%,0.84%,-,93024d
17121,17.85%, 52.06%, 34.22%,2.87%,-,840757
17123,39.22%, 67.61%, 28.39%,4.0%,-,ac0a48
17125,18.95%, 58.40%, 39.44%,2.16%,-,940564
17127,67.68%, 82.98%, 15.30%,1.71%,-,d30427
17129,20.91%, 59.19%, 38.28%,2.53%,-,960661
17131,53.36%, 74.58%, 21.22%,4.19%,-,be0a36
17133,48.00%, 70.11%, 22.11%,1.35%,-,b20338
17135,19.04%, 52.92%, 33.88%,3.48%,-,860856
17137,28.65%, 62.87%, 34.23%,2.9%,-,a00757
17139,13.02%, 55.76%, 42.73%,1.51%,-,8e036c
17141,67.68%, 82.99%, 15.31%,1.7%,-,d30427
17143,40.58%, 66.00%, 25.42%,2.73%,-,a80640
17145,26.96%, 58.47%, 31.51%,3.1%,-,950750
17147,37.87%, 68.16%, 30.28%,1.56%,-,ad034d
17149,12.50%, 54.12%, 41.62%,4.25%,-,8a0a6a
17151,56.03%, 77.42%, 21.40%,1.18%,-,c50336
17153,27.10%, 62.85%, 35.74%,1.41%,-,a0035b
17155,57.53%, 74.04%, 16.51%,0.73%,-,bc012a
17157,30.35%, 62.54%, 32.19%,2.19%,-,9f0552
17159,16.06%, 57.05%, 40.99%,1.96%,-,910468
17161,54.36%, 71.32%, 16.95%,0.84%,-,b5022b
17163,18.11%, 51.34%, 33.23%,0.81%,-,820254
17165,25.39%, 52.96%, 27.58%,1.17%,-,870246
17167,29.46%, 59.42%, 29.95%,1.25%,-,97034c
17169,10.43%, 53.86%, 43.43%,0.63%,-,89016e
17171,7.28%, 52.25%, 44.98%,2.77%,-,850772
17173,10.51%, 53.93%, 43.42%,2.65%,-,89066e
17175,60.45%, 79.57%, 19.13%,1.3%,-,ca0330
17177,53.02%, 74.64%, 21.62%,1.61%,-,be0437
17179,32.97%, 62.69%, 29.71%,3.14%,-,9f084b
17181,7.90%, 45.55%, 53.45%,0.99%,-,740288
17183,32.41%, 61.74%, 29.33%,3.11%,-,9d074a
17185,6.52%, 52.40%, 45.88%,1.72%,-,850474
17187,44.81%, 69.41%, 24.60%,2.92%,-,b0073e
17189,53.51%, 70.76%, 17.26%,1.74%,-,b4042c
17191,21.83%, 60.50%, 38.67%,0.84%,-,9a0262
17193,3.94%, 51.23%, 47.29%,1.48%,-,820378
17195,67.32%, 81.74%, 14.42%,3.84%,-,d00924
17197,57.37%, 76.37%, 19.00%,2.23%,-,c20530
17199,30.22%, 56.73%, 26.51%,3.29%,-,900843
17201,65.88%, 79.23%, 13.35%,0.73%,-,ca0122
17203,41.36%, 69.06%, 27.70%,3.24%,-,b00846
18001,6.14%, 51.81%, 45.67%,2.51%,-,840674
18003,24.67%, 57.40%, 32.73%,1.95%,-,920453
18005,9.54%, 53.93%, 44.39%,1.68%,-,890471
18007,29.63%, 64.13%, 34.50%,1.36%,-,a30357
18009,9.72%, 51.79%, 42.07%,0.33%,-,84006b
18011,3.61%, 50.93%, 47.31%,1.76%,-,810478
18013,24.63%, 36.75%, 61.38%,1.87%,-,5d049c
18015,8.83%, 53.92%, 45.09%,0.99%,-,890272
18017,7.38%, 52.12%, 44.74%,3.14%,-,840872
18019,1.97%, 48.41%, 50.38%,1.21%,-,7b0380
18021,4.07%, 48.20%, 44.13%,0.99%,-,7a0270
18023,6.92%, 52.59%, 45.67%,1.75%,-,860474
18025,1.65%, 49.05%, 47.40%,1.54%,-,7d0378
18027,9.19%, 53.42%, 44.23%,2.36%,-,880670
18029,2.70%, 50.66%, 47.96%,1.37%,-,81037a
18031,16.93%, 57.66%, 40.73%,1.61%,-,930467
18033,15.26%, 56.35%, 41.09%,2.56%,-,8f0668
18035,27.12%, 61.78%, 34.66%,3.56%,-,9d0958
18037,6.18%, 46.18%, 52.35%,1.47%,-,750385
18039,31.90%, 60.10%, 28.20%,0.2%,-,990047
18041,11.15%, 54.27%, 43.12%,2.61%,-,8a066d
18043,1.80%, 49.65%, 47.85%,2.51%,-,7e067a
18045,11.71%, 54.09%, 42.38%,0.77%,-,89016c
18047,7.75%, 45.51%, 53.26%,1.23%,-,740387
18049,11.88%, 53.99%, 42.11%,1.23%,-,89036b
18051,7.62%, 51.32%, 43.70%,4.98%,-,820c6f
18053,19.86%, 55.12%, 35.26%,0.16%,-,8c0059
18055,7.48%, 48.65%, 41.17%,2.33%,-,7c0568
18057,28.87%, 63.04%, 34.17%,0.54%,-,a00157
18059,5.60%, 46.16%, 51.76%,2.08%,-,750583
18061,4.49%, 51.45%, 46.96%,1.59%,-,830477
18063,19.76%, 59.20%, 39.44%,1.36%,-,960364
18065,19.04%, 57.03%, 38.00%,0.1%,-,910060
18067,26.01%, 58.54%, 32.53%,2.55%,-,950652
18069,10.56%, 53.67%, 43.11%,3.23%,-,88086d
18071,2.37%, 48.04%, 50.41%,1.55%,-,7a0380
18073,35.11%, 66.87%, 31.76%,1.37%,-,aa0350
18075,11.65%, 53.35%, 41.69%,1.74%,-,88046a
18077,17.53%, 58.02%, 40.49%,1.5%,-,930367
18079,13.09%, 55.65%, 42.55%,1.8%,-,8d046c
18081,5.49%, 45.36%, 50.85%,0.77%,-,730181
18083,10.06%, 51.39%, 41.34%,2.55%,-,830669
18085,25.84%, 61.66%, 35.81%,2.53%,-,9d065b
18087,38.23%, 68.02%, 29.79%,2.19%,-,ad054b
18089,50.38%, 69.15%, 18.77%,0.87%,-,b0022f
18091,33.33%, 65.00%, 31.67%,3.34%,-,a50850
18093,17.93%, 58.15%, 40.22%,1.63%,-,940466
18095,7.54%, 49.76%, 42.22%,0.09%,-,7e006b
18097,12.71%, 54.93%, 42.22%,0.61%,-,8c016b
18099,10.12%, 53.64%, 43.52%,2.85%,-,88076e
18101,5.78%, 52.27%, 46.49%,1.24%,-,850376
18103,7.63%, 51.94%, 44.31%,1.55%,-,840370
18105,8.40%, 53.65%, 45.25%,1.1%,-,880273
18107,10.12%, 54.49%, 44.37%,1.14%,-,8a0271
18109,13.71%, 55.95%, 42.25%,1.8%,-,8e046b
18111,30.14%, 64.37%, 34.23%,1.4%,-,a40357
18113,23.83%, 60.82%, 36.99%,2.18%,-,9b055e
18115,3.46%, 50.91%, 47.45%,1.64%,-,810478
18117,18.73%, 58.86%, 40.13%,1.01%,-,960266
18119,0.80%, 49.18%, 48.38%,2.45%,-,7d067b
18121,16.27%, 56.13%, 39.86%,4.01%,-,8f0a65
18123,4.07%, 51.76%, 47.69%,0.55%,-,830179
18125,12.74%, 51.75%, 39.01%,0.84%,-,830263
18127,50.87%, 72.68%, 21.80%,2.48%,-,b90637
18129,1.11%, 49.72%, 48.61%,1.67%,-,7e047b
18131,10.07%, 53.88%, 43.82%,2.3%,-,89056f
18133,2.58%, 47.83%, 50.41%,1.76%,-,790480
18135,34.04%, 65.28%, 31.24%,0.73%,-,a6014f
18137,14.77%, 56.83%, 42.07%,1.1%,-,90026b
18139,14.81%, 56.59%, 41.78%,1.64%,-,90046a
18141,16.99%, 56.46%, 39.47%,1.52%,-,8f0364
18143,3.86%, 47.51%, 51.38%,1.11%,-,790283
18145,3.79%, 47.15%, 50.94%,1.91%,-,780481
18147,15.31%, 57.03%, 41.72%,1.24%,-,91036a
18149,28.52%, 62.92%, 34.40%,2.67%,-,a00657
18151,48.00%, 72.47%, 24.47%,0.55%,-,b8013e
18153,6.03%, 41.38%, 47.42%,1.72%,-,690478
18155,2.24%, 50.12%, 47.88%,2.0%,-,7f057a
18157,25.04%, 61.68%, 36.64%,1.68%,-,9d045d
18159,4.73%, 51.43%, 46.69%,1.88%,-,830477
18161,17.90%, 58.30%, 40.41%,1.29%,-,940367
18163,14.76%, 52.39%, 37.63%,2.44%,-,85065f
18165,17.99%, 52.08%, 34.09%,1.46%,-,840356
18167,7.89%, 50.30%, 42.41%,0.74%,-,80016c
18169,24.01%, 60.33%, 36.32%,3.35%,-,99085c
18171,43.04%, 70.89%, 27.85%,1.25%,-,b40347
18173,8.41%, 51.75%, 43.34%,2.7%,-,83066e
18175,5.67%, 46.86%, 52.53%,0.61%,-,770185
18177,21.75%, 59.52%, 37.77%,2.71%,-,970660
18179,2.40%, 47.61%, 50.01%,0.08%,-,79007f
18181,17.99%, 58.57%, 40.58%,0.85%,-,950267
18183,6.96%, 52.50%, 45.53%,1.97%,-,850574
19001,49.88%, 74.29%, 24.41%,1.29%,-,bd033e
19003,25.78%, 62.43%, 36.65%,0.92%,-,9f025d
19005,47.38%, 73.23%, 25.85%,0.92%,-,ba0241
19007,35.20%, 65.50%, 30.30%,0.72%,-,a7014d
19009,35.59%, 67.68%, 32.09%,0.23%,-,ac0051
19011,45.57%, 71.02%, 25.45%,3.53%,-,b50940
19013,58.46%, 76.56%, 18.10%,0.67%,-,c3012e
19015,48.63%, 71.07%, 22.44%,2.24%,-,b50539
19017,74.08%, 86.49%, 12.41%,1.1%,-,dc021f
19019,59.20%, 79.20%, 20.01%,0.79%,-,c90233
19021,59.38%, 78.58%, 19.20%,2.22%,-,c80530
19023,74.49%, 86.69%, 12.20%,1.12%,-,dd021f
19025,55.38%, 76.95%, 21.57%,1.49%,-,c40337
19027,47.81%, 72.89%, 25.07%,2.04%,-,b9053f
19029,58.33%, 78.23%, 19.90%,1.87%,-,c70432
19031,58.47%, 77.88%, 19.41%,2.71%,-,c60631
19033,54.71%, 75.73%, 21.02%,3.25%,-,c10835
19035,56.98%, 77.69%, 20.70%,1.61%,-,c60434
19037,34.79%, 66.98%, 32.19%,0.83%,-,aa0252
19039,42.54%, 70.79%, 28.25%,0.97%,-,b40248
19041,62.13%, 80.05%, 17.92%,2.02%,-,cc052d
19043,56.73%, 77.50%, 20.77%,1.73%,-,c50434
19045,49.00%, 66.98%, 17.98%,1.1%,-,aa022d
19047,41.67%, 68.65%, 26.98%,1.93%,-,af0444
19049,43.37%, 70.63%, 27.26%,2.12%,-,b40545
19051,13.80%, 56.31%, 42.51%,1.17%,-,8f026c
19053,23.30%, 61.17%, 37.87%,0.96%,-,9b0260
19055,67.28%, 82.96%, 15.67%,1.37%,-,d30327
19057,37.22%, 63.76%, 26.54%,2.89%,-,a20743
19059,61.89%, 80.42%, 18.53%,1.05%,-,cd022f
19061,22.86%, 59.22%, 36.36%,1.19%,-,97035c
19063,53.59%, 76.00%, 22.42%,1.58%,-,c10439
19065,60.55%, 79.14%, 18.58%,2.28%,-,c9052f
19067,71.88%, 84.84%, 12.96%,2.2%,-,d80521
19069,74.30%, 86.06%, 11.76%,2.17%,-,db051d
19071,19.67%, 59.33%, 39.66%,1.01%,-,970265
19073,58.81%, 78.98%, 20.17%,0.85%,-,c90233
19075,72.68%, 85.82%, 13.14%,1.03%,-,da0221
19077,51.99%, 75.19%, 23.20%,1.61%,-,bf043b
19079,67.12%, 82.88%, 15.75%,1.37%,-,d30328
19081,64.64%, 80.84%, 16.20%,0.85%,-,ce0229
19083,70.37%, 83.97%, 13.59%,2.44%,-,d60622
19085,27.18%, 62.89%, 35.71%,1.4%,-,a0035b
19087,45.37%, 71.91%, 26.54%,1.55%,-,b70343
19089,34.77%, 66.46%, 31.69%,1.85%,-,a90450
19091,67.05%, 82.82%, 15.77%,1.41%,-,d30328
19093,52.46%, 75.73%, 23.27%,1.0%,-,c1023b
19095,41.06%, 69.92%, 28.86%,1.23%,-,b20349
19097,40.10%, 67.99%, 27.89%,1.61%,-,ad0447
19099,36.51%, 67.25%, 30.74%,2.01%,-,ab054e
19101,50.88%, 74.62%, 23.74%,1.64%,-,be043c
19103,6.08%, 52.15%, 46.07%,1.79%,-,840475
19105,41.67%, 70.46%, 28.79%,0.74%,-,b30149
19107,37.30%, 67.95%, 30.65%,1.4%,-,ad034e
19109,55.81%, 77.46%, 21.65%,0.89%,-,c50237
19111,34.22%, 65.94%, 31.72%,2.35%,-,a80550
19113,47.10%, 72.02%, 24.92%,3.07%,-,b7073f
19115,57.21%, 77.49%, 20.29%,2.22%,-,c50533
19117,41.99%, 68.56%, 26.57%,2.02%,-,ae0543
19119,65.13%, 81.48%, 16.35%,2.18%,-,cf0529
19121,39.56%, 68.83%, 29.27%,1.9%,-,af044a
19123,32.57%, 64.55%, 31.98%,1.31%,-,a40351
19125,16.40%, 56.62%, 40.22%,0.94%,-,900266
19127,60.75%, 79.10%, 18.36%,2.54%,-,c9062e
19129,39.17%, 69.00%, 29.82%,1.18%,-,af034c
19131,69.45%, 83.95%, 14.50%,1.56%,-,d60324
19133,39.68%, 69.49%, 29.81%,0.7%,-,b1014c
19135,32.90%, 61.21%, 28.31%,1.44%,-,9c0348
19137,54.93%, 76.50%, 21.57%,1.94%,-,c30437
19139,50.43%, 70.30%, 19.86%,0.83%,-,b30232
19141,54.65%, 76.51%, 21.86%,1.62%,-,c30437
19143,55.44%, 76.73%, 21.29%,1.98%,-,c30536
19145,54.96%, 76.10%, 21.15%,2.75%,-,c20735
19147,44.58%, 71.42%, 26.84%,1.74%,-,b60444
19149,53.64%, 76.16%, 22.52%,1.31%,-,c20339
19151,41.69%, 70.07%, 28.39%,1.54%,-,b20348
19153,36.66%, 66.82%, 30.16%,3.02%,-,aa074c
19155,32.78%, 64.66%, 31.88%,3.46%,-,a40851
19157,45.28%, 71.41%, 26.14%,2.45%,-,b60642
19159,46.61%, 72.66%, 26.05%,1.3%,-,b90342
19161,58.67%, 78.69%, 20.02%,1.29%,-,c80333
19163,38.94%, 58.75%, 19.81%,1.77%,-,950432
19165,41.82%, 70.55%, 28.73%,0.72%,-,b30149
19167,59.56%, 79.29%, 19.73%,0.98%,-,ca0232
19169,63.09%, 80.80%, 17.70%,1.5%,-,ce032d
19171,41.88%, 70.01%, 28.13%,1.86%,-,b20447
19173,46.95%, 72.41%, 25.46%,2.13%,-,b80540
19175,32.89%, 65.63%, 32.74%,1.63%,-,a70453
19177,43.36%, 71.00%, 27.64%,1.36%,-,b50346
19179,39.57%, 67.99%, 28.42%,0.78%,-,ad0148
19181,43.14%, 70.51%, 27.37%,2.12%,-,b30545
19183,43.49%, 71.09%, 27.60%,1.31%,-,b50346
19185,26.58%, 62.51%, 35.94%,1.55%,-,9f035b
19187,42.41%, 64.00%, 21.59%,1.51%,-,a30337
19189,76.69%, 87.08%, 10.39%,2.53%,-,de061a
19191,54.01%, 75.98%, 21.97%,2.05%,-,c10538
19193,27.46%, 62.07%, 34.61%,3.33%,-,9e0858
19195,71.96%, 84.83%, 12.87%,2.29%,-,d80520
19197,64.02%, 81.04%, 17.01%,1.95%,-,ce042b
20001,37.48%, 67.68%, 30.20%,0.0%,-,ac004d
20003,27.85%, 62.82%, 34.97%,0.0%,-,a00059
20005,30.89%, 65.02%, 34.13%,0.85%,-,a50257
20007,36.05%, 66.45%, 30.40%,0.0%,-,a9004d
20009,39.70%, 68.77%, 29.07%,0.0%,-,af004a
20011,6.98%, 52.09%, 45.11%,0.0%,-,840073
20013,45.61%, 72.28%, 26.67%,1.05%,-,b80244
20015,24.05%, 60.56%, 36.51%,0.0%,-,9a005d
20017,28.74%, 63.15%, 34.41%,0.19%,-,a10057
20019,43.30%, 68.58%, 25.28%,0.0%,-,ae0040
20021,16.69%, 55.83%, 39.14%,0.0%,-,8e0063
20023,35.16%, 62.41%, 27.24%,1.1%,-,9f0245
20025,19.66%, 57.98%, 38.32%,0.25%,-,930061
20027,48.84%, 72.69%, 23.84%,0.0%,-,b9003c
20029,43.63%, 69.82%, 26.19%,0.0%,-,b20042
20031,30.20%, 64.20%, 34.01%,1.79%,-,a30456
20033,28.63%, 63.05%, 34.42%,0.0%,-,a00057
20035,21.10%, 59.22%, 38.13%,0.0%,-,970061
20037,17.83%, 54.68%, 36.84%,0.0%,-,8b005d
