id,margin,harding,cox,other,other2,hex_color
20039,8.08%, 51.55%, 43.47%,0.0%,-,83006e
20041,40.47%, 69.10%, 28.63%,0.0%,-,b00049
20043,54.27%, 76.46%, 22.20%,1.34%,-,c20338
20045,47.55%, 73.23%, 25.67%,1.1%,-,ba0241
20047,43.35%, 70.16%, 26.81%,0.0%,-,b20044
20049,33.11%, 65.27%, 32.16%,0.0%,-,a60052
20051,51.84%, 75.17%, 23.32%,1.51%,-,bf033b
20053,34.02%, 65.60%, 31.59%,0.0%,-,a70050
20055,41.82%, 68.96%, 27.14%,0.0%,-,af0045
20057,26.71%, 61.90%, 35.19%,0.0%,-,9d0059
20059,32.60%, 65.16%, 32.55%,0.0%,-,a60053
20061,41.72%, 69.56%, 27.84%,0.0%,-,b10046
20063,52.44%, 74.92%, 22.48%,0.0%,-,bf0039
20065,34.62%, 64.06%, 29.44%,0.0%,-,a3004b
20067,50.22%, 73.70%, 23.48%,0.0%,-,bb003b
20069,29.41%, 62.18%, 32.77%,0.0%,-,9e0053
20071,45.80%, 69.47%, 23.66%,0.0%,-,b1003c
20073,38.83%, 68.34%, 29.52%,0.0%,-,ae004b
20075,21.46%, 57.66%, 36.20%,0.0%,-,93005c
20077,26.32%, 61.65%, 35.33%,0.0%,-,9d005a
20079,28.29%, 63.09%, 34.80%,0.0%,-,a00058
20081,46.08%, 69.59%, 23.51%,0.0%,-,b1003b
20083,49.57%, 73.31%, 23.74%,0.0%,-,ba003c
20085,40.98%, 70.20%, 29.22%,0.58%,-,b3014a
20087,38.34%, 68.86%, 30.52%,0.62%,-,af014d
20089,34.05%, 65.97%, 31.92%,2.12%,-,a80551
20091,30.05%, 64.27%, 34.22%,1.5%,-,a30357
20093,36.26%, 63.74%, 27.48%,0.0%,-,a20046
20095,28.27%, 63.18%, 34.91%,1.91%,-,a10459
20097,40.59%, 69.51%, 28.92%,1.58%,-,b10449
20099,19.92%, 57.94%, 38.02%,0.0%,-,930060
20101,34.89%, 63.94%, 29.04%,0.0%,-,a3004a
20103,32.66%, 65.05%, 32.39%,0.0%,-,a50052
20105,41.23%, 69.51%, 28.28%,0.0%,-,b10048
20107,28.08%, 62.84%, 34.76%,0.0%,-,a00058
20109,41.14%, 68.51%, 27.37%,0.18%,-,ae0045
20111,24.35%, 61.09%, 36.74%,0.0%,-,9b005d
20113,42.02%, 69.50%, 27.49%,0.0%,-,b10046
20115,36.46%, 65.82%, 29.36%,0.0%,-,a7004a
20117,46.09%, 71.47%, 25.38%,0.0%,-,b60040
20119,43.23%, 70.95%, 27.73%,1.32%,-,b40346
20121,24.16%, 60.92%, 36.76%,0.0%,-,9b005d
20123,39.24%, 68.32%, 29.08%,0.0%,-,ae004a
20125,27.17%, 62.21%, 35.04%,0.0%,-,9e0059
20127,33.83%, 66.19%, 32.36%,1.46%,-,a80352
20129,48.18%, 72.97%, 24.79%,0.0%,-,ba003f
20131,45.42%, 72.32%, 26.89%,0.79%,-,b80244
20133,23.09%, 60.82%, 37.73%,1.44%,-,9b0360
20135,44.98%, 69.30%, 24.32%,0.89%,-,b0023e
20137,34.39%, 65.24%, 30.85%,0.0%,-,a6004e
20139,29.16%, 62.80%, 33.64%,0.0%,-,a00055
20141,50.61%, 74.45%, 23.84%,1.7%,-,bd043c
20143,28.92%, 62.94%, 34.03%,0.0%,-,a00056
20145,29.77%, 63.98%, 34.22%,1.8%,-,a30457
20147,39.12%, 68.60%, 29.48%,1.92%,-,ae044b
20149,54.75%, 76.95%, 22.21%,0.84%,-,c40238
20151,30.38%, 64.15%, 33.77%,0.0%,-,a30056
20153,38.86%, 64.81%, 25.96%,0.0%,-,a50042
20155,36.62%, 67.12%, 30.50%,0.0%,-,ab004d
20157,36.56%, 67.30%, 30.74%,1.97%,-,ab054e
20159,40.02%, 68.95%, 28.93%,0.11%,-,af0049
20161,49.28%, 73.57%, 24.30%,0.0%,-,bb003d
20163,42.43%, 69.94%, 27.51%,0.0%,-,b20046
20165,51.40%, 73.43%, 22.02%,0.0%,-,bb0038
20167,52.63%, 75.27%, 22.64%,0.0%,-,bf0039
20169,31.85%, 64.42%, 32.57%,0.0%,-,a40053
20171,23.64%, 58.51%, 34.87%,0.83%,-,950258
20173,20.06%, 59.15%, 39.09%,1.76%,-,960463
20175,27.09%, 61.52%, 34.43%,0.0%,-,9c0057
20177,33.99%, 66.28%, 32.29%,1.42%,-,a90352
20179,41.76%, 69.54%, 27.78%,0.12%,-,b10046
20181,14.12%, 54.33%, 40.21%,0.0%,-,8a0066
20183,34.89%, 66.10%, 31.21%,0.0%,-,a8004f
20185,43.40%, 70.04%, 26.64%,0.0%,-,b20043
20187,48.91%, 73.10%, 24.18%,0.0%,-,ba003d
20189,42.03%, 69.47%, 27.44%,0.0%,-,b10045
20191,24.65%, 60.49%, 35.84%,0.0%,-,9a005b
20193,15.60%, 54.56%, 38.97%,0.0%,-,8b0063
20195,52.22%, 75.04%, 22.82%,0.0%,-,bf003a
20197,56.39%, 77.63%, 21.23%,1.14%,-,c50236
20199,47.77%, 70.38%, 22.61%,0.0%,-,b30039
20201,53.76%, 76.06%, 22.30%,1.65%,-,c10438
20203,51.66%, 73.91%, 22.24%,0.0%,-,bc0038
20205,37.13%, 66.23%, 29.10%,0.0%,-,a8004a
20207,39.92%, 68.71%, 28.79%,0.0%,-,af0049
20209,16.49%, 57.25%, 40.76%,1.99%,-,910567
21001,12.79%, 56.28%, 43.50%,0.22%,-,8f006e
21003,21.16%, 60.24%, 39.08%,0.68%,-,990163
21005,15.70%, 42.01%, 57.71%,0.28%,-,6b0093
21007,55.25%, 21.24%, 76.48%,0.27%,-,3600c3
21009,16.02%, 41.67%, 57.70%,0.63%,-,6a0193
21011,9.93%, 44.79%, 54.72%,0.49%,-,72018b
21013,48.97%, 74.23%, 25.26%,0.51%,-,bd0140
21015,55.78%, 21.72%, 77.50%,0.78%,-,3701c5
21017,14.94%, 42.30%, 57.24%,0.45%,-,6b0191
21019,10.65%, 54.78%, 44.13%,1.09%,-,8b0270
21021,12.18%, 43.65%, 55.83%,0.52%,-,6f018e
21023,18.58%, 40.09%, 58.66%,1.25%,-,660395
21025,5.22%, 47.09%, 52.31%,0.59%,-,780185
21027,8.22%, 53.93%, 45.71%,0.36%,-,890074
21029,29.21%, 35.23%, 64.44%,0.33%,-,5900a4
21031,50.15%, 74.95%, 24.81%,0.24%,-,bf003f
21033,3.66%, 51.07%, 47.41%,1.52%,-,820378
21035,48.60%, 24.19%, 72.79%,0.57%,-,3d01b9
21037,6.73%, 50.93%, 44.20%,0.51%,-,810170
21039,58.11%, 19.99%, 78.09%,1.92%,-,3204c7
21041,55.61%, 21.88%, 77.49%,0.63%,-,3701c5
21043,24.79%, 61.98%, 37.19%,0.84%,-,9e025e
21045,28.77%, 64.03%, 35.26%,0.7%,-,a30159
21047,9.55%, 54.45%, 44.90%,0.65%,-,8a0172
21049,21.80%, 38.88%, 60.67%,0.45%,-,63019a
21051,61.00%, 80.17%, 19.17%,0.66%,-,cc0130
21053,68.80%, 84.20%, 15.40%,0.39%,-,d60027
21055,19.04%, 59.29%, 40.26%,0.45%,-,970166
21057,43.59%, 71.60%, 28.01%,0.39%,-,b60047
21059,12.01%, 43.69%, 55.70%,0.61%,-,6f018e
21061,33.30%, 66.42%, 33.13%,0.45%,-,a90154
21063,34.28%, 32.61%, 66.89%,0.49%,-,5301aa
21065,16.62%, 58.17%, 41.55%,0.27%,-,940069
21067,7.85%, 45.70%, 53.55%,0.75%,-,740188
21069,8.16%, 45.72%, 53.88%,0.4%,-,740189
21071,11.94%, 43.68%, 55.61%,0.71%,-,6f018d
21073,36.80%, 31.48%, 68.28%,0.24%,-,5000ae
21075,47.30%, 26.05%, 73.35%,0.59%,-,4201bb
21077,53.55%, 23.03%, 76.58%,0.39%,-,3a00c3
21079,10.24%, 54.74%, 44.51%,0.75%,-,8b0171
21081,24.74%, 37.19%, 61.93%,0.88%,-,5e029d
21083,46.22%, 25.93%, 72.14%,1.93%,-,4204b7
21085,19.07%, 59.21%, 40.15%,0.64%,-,960166
21087,14.49%, 57.04%, 42.54%,0.42%,-,91016c
21089,5.99%, 52.17%, 46.18%,1.64%,-,850475
21091,2.15%, 50.23%, 48.07%,1.7%,-,80047a
21093,23.32%, 37.96%, 61.28%,0.75%,-,60019c
21095,60.83%, 80.13%, 19.30%,0.57%,-,cc0131
21097,33.51%, 32.85%, 66.36%,0.79%,-,5302a9
21099,4.63%, 51.70%, 47.08%,1.22%,-,830378
21101,26.55%, 35.51%, 62.06%,2.43%,-,5a069e
21103,35.26%, 32.01%, 67.28%,0.71%,-,5101ab
21105,55.39%, 22.01%, 77.40%,0.58%,-,3801c5
21107,7.39%, 45.38%, 52.77%,1.85%,-,730486
21109,84.61%, 92.16%, 7.55%,0.29%,-,eb0013
21111,9.68%, 54.32%, 44.64%,1.04%,-,8a0271
21113,15.06%, 41.29%, 56.35%,0.09%,-,69008f
21115,43.33%, 71.26%, 27.93%,0.81%,-,b50247
21117,17.02%, 39.72%, 56.74%,0.49%,-,650190
21119,48.04%, 25.80%, 73.84%,0.35%,-,4100bc
21121,54.18%, 76.68%, 22.50%,0.82%,-,c30239
21123,12.42%, 43.65%, 56.07%,0.28%,-,6f008e
21125,44.53%, 71.96%, 27.43%,0.61%,-,b70145
21127,5.36%, 52.44%, 47.08%,0.48%,-,850178
21129,19.58%, 59.56%, 39.99%,0.45%,-,970165
21131,89.03%, 94.22%, 5.19%,0.59%,-,f0010d
21133,37.41%, 68.51%, 31.11%,0.38%,-,ae004f
21135,45.24%, 71.84%, 26.60%,1.56%,-,b70343
21137,1.02%, 49.04%, 50.05%,0.91%,-,7d027f
21139,3.78%, 47.30%, 51.08%,1.61%,-,780482
21141,21.36%, 38.99%, 60.36%,0.65%,-,630199
21143,21.12%, 38.85%, 59.96%,1.19%,-,630398
21145,16.20%, 40.89%, 57.10%,2.01%,-,680591
21147,68.74%, 84.01%, 15.27%,0.73%,-,d60126
21149,6.63%, 46.12%, 52.75%,1.13%,-,750286
21151,3.11%, 51.21%, 48.10%,0.68%,-,82017a
21153,26.78%, 63.18%, 36.39%,0.43%,-,a1015c
21155,21.99%, 38.85%, 60.83%,0.32%,-,63009b
21157,30.70%, 34.29%, 64.99%,0.73%,-,5701a5
21159,67.21%, 83.10%, 15.89%,1.01%,-,d30228
21161,11.18%, 44.16%, 55.34%,0.5%,-,70018d
21163,19.69%, 39.75%, 59.44%,0.81%,-,650297
21165,32.53%, 33.28%, 65.81%,0.92%,-,5402a7
21167,12.99%, 43.25%, 56.24%,0.51%,-,6e018f
21169,11.26%, 55.51%, 44.25%,0.25%,-,8d0070
21171,50.96%, 75.31%, 24.36%,0.33%,-,c0003e
21173,17.22%, 41.12%, 58.35%,0.53%,-,680194
21175,29.91%, 34.88%, 64.79%,0.33%,-,5800a5
21177,15.68%, 56.73%, 41.04%,2.23%,-,900568
21179,26.34%, 36.66%, 63.00%,0.34%,-,5d00a0
21181,32.42%, 33.29%, 65.71%,1.0%,-,5402a7
21183,14.21%, 56.12%, 41.91%,1.97%,-,8f056a
21185,44.54%, 27.52%, 72.07%,0.41%,-,4601b7
21187,62.82%, 18.44%, 81.26%,0.3%,-,2f00cf
21189,76.01%, 87.80%, 11.79%,0.41%,-,df011e
21191,10.37%, 44.30%, 54.67%,1.03%,-,70028b
21193,32.59%, 66.10%, 33.52%,0.38%,-,a80055
21195,16.83%, 58.08%, 41.25%,0.68%,-,940169
21197,10.77%, 44.32%, 55.10%,0.58%,-,71018c
21199,31.77%, 65.67%, 33.90%,0.43%,-,a70156
21201,20.19%, 39.68%, 59.87%,0.45%,-,650198
21203,42.31%, 70.96%, 28.66%,0.38%,-,b40049
21205,10.54%, 54.94%, 44.40%,0.67%,-,8c0171
21207,38.12%, 68.97%, 30.85%,0.19%,-,af004e
21209,30.37%, 34.65%, 65.02%,0.33%,-,5800a5
21211,23.02%, 38.32%, 61.34%,0.35%,-,61009c
21213,31.10%, 34.24%, 65.34%,0.43%,-,5701a6
21215,31.76%, 33.88%, 65.63%,0.49%,-,5601a7
21217,2.31%, 50.90%, 48.59%,0.51%,-,81017b
21219,10.47%, 44.31%, 54.78%,0.92%,-,70028b
21221,11.46%, 43.62%, 55.08%,1.3%,-,6f038c
21223,69.68%, 14.83%, 84.51%,0.66%,-,2501d7
21225,42.84%, 27.97%, 70.81%,1.22%,-,4703b4
21227,12.19%, 43.45%, 55.64%,0.91%,-,6e028d
21229,5.31%, 52.56%, 47.26%,0.18%,-,860078
21231,24.03%, 61.70%, 37.68%,0.62%,-,9d0160
21233,15.18%, 42.23%, 57.41%,0.36%,-,6b0092
21235,64.40%, 82.04%, 17.64%,0.32%,-,d1002c
21237,22.08%, 38.61%, 60.69%,0.7%,-,62019a
21239,19.51%, 40.02%, 59.53%,0.45%,-,660197
22001,3.76%, 51.75%, 47.98%,0.27%,-,83007a
22003,61.28%, 19.36%, 80.64%,0.0%,-,3100cd
22005,11.27%, 44.36%, 55.64%,0.0%,-,71008d
22007,56.42%, 78.21%, 21.79%,0.0%,-,c70037
22009,32.53%, 33.74%, 66.26%,0.0%,-,5600a8
22011,69.31%, 14.83%, 84.14%,1.03%,-,2502d6
22013,68.19%, 15.08%, 83.27%,1.64%,-,2604d4
22015,88.65%, 5.68%, 94.32%,0.0%,-,0e00f0
22017,82.81%, 8.60%, 91.40%,0.0%,-,1500e9
22019,67.10%, 16.23%, 83.33%,0.44%,-,2901d4
22021,61.62%, 19.19%, 80.81%,0.0%,-,3000ce
22023,85.99%, 7.01%, 92.99%,0.0%,-,1100ed
22025,49.21%, 25.40%, 74.60%,0.0%,-,4000be
22027,92.41%, 3.80%, 96.20%,0.0%,-,0900f5
22029,93.88%, 3.06%, 96.94%,0.0%,-,0700f7
22031,91.22%, 4.39%, 95.61%,0.0%,-,0b00f3
22033,68.18%, 15.91%, 84.09%,0.0%,-,2800d6
22035,93.73%, 3.14%, 96.86%,0.0%,-,0800f6
22037,89.27%, 5.37%, 94.63%,0.0%,-,0d00f1
22039,3.99%, 51.99%, 48.01%,0.0%,-,84007a
22041,67.69%, 16.15%, 83.85%,0.0%,-,2900d5
22043,72.16%, 13.92%, 86.08%,0.0%,-,2300db
22045,48.86%, 74.43%, 25.57%,0.0%,-,bd0041
22047,9.41%, 54.71%, 45.29%,0.0%,-,8b0073
22049,76.20%, 11.90%, 88.10%,0.0%,-,1e00e0
22051,73.15%, 13.43%, 86.57%,0.0%,-,2200dc
22053,10.29%, 55.14%, 44.86%,0.0%,-,8c0072
22055,11.88%, 55.94%, 44.06%,0.0%,-,8e0070
22057,51.19%, 75.60%, 24.40%,0.0%,-,c0003e
22059,66.43%, 15.71%, 82.13%,0.0%,-,2800d1
22061,68.77%, 15.61%, 84.39%,0.0%,-,2700d7
22063,51.06%, 24.41%, 75.48%,0.11%,-,3e00c0
22065,97.61%,-, 98.81%,1.19%,-,0003fb
22067,88.48%, 5.76%, 94.24%,0.0%,-,0e00f0
22069,77.42%, 11.29%, 88.71%,0.0%,-,1c00e2
22071,29.49%, 35.26%, 64.74%,0.0%,-,5900a5
22073,80.01%, 9.96%, 89.98%,0.06%,-,1900e5
22075,43.71%, 26.44%, 70.15%,0.0%,-,4300b2
22077,48.00%, 26.00%, 74.00%,0.0%,-,4200bc
22079,72.25%, 13.86%, 86.11%,0.03%,-,2300db
22081,60.76%, 19.62%, 80.38%,0.0%,-,3200cc
22083,85.99%, 7.00%, 93.00%,0.0%,-,1100ed
22085,83.63%, 8.19%, 91.81%,0.0%,-,1400ea
22087,72.95%, 13.53%, 86.47%,0.0%,-,2200dc
22089,33.09%, 33.45%, 66.55%,0.0%,-,5500a9
22091,82.09%, 8.96%, 91.04%,0.0%,-,1600e8
22093,21.83%, 60.91%, 39.09%,0.0%,-,9b0063
22095,2.25%, 51.12%, 48.88%,0.0%,-,82007c
22097,3.83%, 48.09%, 51.91%,0.0%,-,7a0084
22099,13.55%, 56.78%, 43.22%,0.0%,-,90006e
22101,18.76%, 59.38%, 40.62%,0.0%,-,970067
22103,55.59%, 22.20%, 77.80%,0.0%,-,3800c6
22105,54.66%, 22.67%, 77.33%,0.0%,-,3900c5
22107,88.37%, 5.81%, 94.19%,0.0%,-,0e00f0
22109,19.83%, 59.92%, 40.08%,0.0%,-,980066
22111,85.14%, 7.43%, 92.57%,0.0%,-,1200ec
22113,44.21%, 72.08%, 27.87%,0.05%,-,b70047
22115,69.58%, 15.21%, 84.79%,0.0%,-,2600d8
22117,73.79%, 13.11%, 86.89%,0.0%,-,2100dd
22119,80.02%, 9.99%, 90.01%,0.0%,-,1900e5
22121,33.59%, 33.21%, 66.79%,0.0%,-,5400aa
22123,51.49%, 22.13%, 73.62%,0.0%,-,3800bb
22125,82.56%, 8.72%, 91.28%,0.0%,-,1600e8
22127,45.50%, 19.70%, 65.20%,0.0%,-,3200a6
23001,24.22%, 60.83%, 36.61%,2.56%,-,9b065d
23003,77.36%, 88.48%, 11.12%,0.4%,-,e1011c
23005,39.73%, 69.19%, 29.46%,1.34%,-,b0034b
23007,38.94%, 69.13%, 30.18%,0.69%,-,b0014c
23009,44.13%, 71.68%, 27.55%,0.77%,-,b60146
23011,38.21%, 68.62%, 30.41%,0.97%,-,ae024d
23013,24.54%, 60.85%, 36.31%,0.15%,-,9b005c
23015,48.40%, 73.61%, 25.21%,1.18%,-,bb0340
23017,30.03%, 64.59%, 34.55%,0.86%,-,a40258
23019,39.39%, 69.35%, 29.95%,0.7%,-,b0014c
23021,38.41%, 68.79%, 30.38%,0.83%,-,af024d
23023,38.07%, 68.36%, 30.29%,1.35%,-,ae034d
23025,39.23%, 68.11%, 28.88%,0.15%,-,ad0049
23027,44.34%, 71.52%, 27.19%,1.29%,-,b60345
23029,38.21%, 68.57%, 30.36%,1.06%,-,ae024d
23031,32.48%, 65.77%, 33.29%,0.93%,-,a70254
24001,23.63%, 57.37%, 33.74%,1.17%,-,920256
24003,10.08%, 54.52%, 44.44%,1.04%,-,8b0271
24005,13.83%, 56.04%, 42.22%,1.74%,-,8e046b
24009,17.03%, 58.01%, 40.99%,1.0%,-,930268
24011,1.39%, 48.90%, 50.28%,0.82%,-,7c0280
24013,14.92%, 57.13%, 42.20%,0.67%,-,91016b
24015,0.47%, 49.37%, 49.85%,0.78%,-,7d017f
24017,22.08%, 60.54%, 38.45%,1.01%,-,9a0262
24019,3.26%, 51.38%, 48.11%,0.51%,-,83017a
24021,10.34%, 54.57%, 44.22%,1.21%,-,8b0370
24023,43.45%, 70.25%, 26.80%,0.68%,-,b30144
24025,0.49%, 49.86%, 49.37%,0.78%,-,7f017d
24027,4.16%, 51.46%, 47.30%,1.24%,-,830378
24029,3.33%, 48.22%, 51.55%,0.24%,-,7a0083
24031,2.65%, 47.96%, 50.61%,1.43%,-,7a0381
24033,15.18%, 56.83%, 41.64%,1.53%,-,90036a
24035,23.64%, 37.43%, 61.07%,1.49%,-,5f039b
24037,7.67%, 53.13%, 45.46%,1.42%,-,870373
24039,16.12%, 57.57%, 41.45%,0.98%,-,920269
24041,1.29%, 49.19%, 50.48%,0.32%,-,7d0080
24043,11.91%, 54.75%, 42.84%,0.21%,-,8b006d
24045,8.91%, 45.39%, 54.29%,0.32%,-,73008a
24047,8.56%, 45.13%, 53.69%,1.18%,-,730388
24510,17.61%, 57.02%, 39.40%,0.73%,-,910164
25001,69.53%, 84.41%, 14.88%,0.71%,-,d70125
25003,28.77%, 63.11%, 34.33%,0.35%,-,a00057
25005,50.65%, 73.65%, 23.00%,0.52%,-,bb013a
25007,73.89%, 86.73%, 12.84%,0.43%,-,dd0120
25009,48.76%, 71.87%, 23.11%,0.43%,-,b7013a
25011,57.92%, 77.85%, 19.93%,2.23%,-,c60532
25013,40.67%, 68.92%, 28.25%,0.3%,-,af0048
25015,41.87%, 70.10%, 28.23%,1.67%,-,b20447
25017,42.38%, 69.90%, 27.52%,0.29%,-,b20046
25019,49.39%, 74.51%, 25.12%,0.37%,-,be0040
25021,52.04%, 74.69%, 22.66%,0.21%,-,be0039
25023,53.02%, 73.54%, 20.53%,0.32%,-,bb0034
25025,21.78%, 58.08%, 36.30%,0.49%,-,94015c
25027,39.35%, 68.63%, 29.29%,2.08%,-,af054a
26001,56.65%, 75.85%, 19.20%,2.11%,-,c10530
26003,41.60%, 66.09%, 24.49%,1.94%,-,a8043e
26005,55.00%, 75.89%, 20.89%,3.22%,-,c10835
26007,28.78%, 63.38%, 34.61%,2.01%,-,a10558
26009,59.76%, 77.53%, 17.77%,0.41%,-,c5012d
26011,37.17%, 66.36%, 29.19%,2.05%,-,a9054a
26013,58.08%, 74.67%, 16.59%,2.18%,-,be052a
26015,44.99%, 70.69%, 25.70%,0.82%,-,b40241
26017,32.26%, 64.93%, 32.67%,2.4%,-,a50653
26019,52.01%, 72.00%, 19.99%,1.56%,-,b70332
26021,51.23%, 74.06%, 22.83%,3.11%,-,bc073a
26023,43.06%, 69.72%, 26.66%,1.22%,-,b10343
26025,43.12%, 69.12%, 26.00%,2.65%,-,b00642
26027,53.02%, 74.25%, 21.23%,2.0%,-,bd0536
26029,59.45%, 77.07%, 17.62%,1.93%,-,c4042c
26031,30.58%, 63.47%, 32.89%,3.65%,-,a10953
26033,54.46%, 74.36%, 19.89%,2.92%,-,bd0732
26035,52.17%, 73.48%, 21.31%,2.0%,-,bb0536
26037,59.71%, 78.91%, 19.19%,1.9%,-,c90430
26039,32.39%, 64.42%, 32.03%,1.24%,-,a40351
26041,39.11%, 65.40%, 26.29%,1.06%,-,a60243
26043,64.09%, 76.65%, 12.56%,3.16%,-,c30820
26045,44.62%, 70.99%, 26.36%,2.65%,-,b50643
26047,44.79%, 68.88%, 24.09%,2.79%,-,af073d
26049,52.12%, 74.66%, 22.54%,2.8%,-,be0739
26051,64.09%, 78.68%, 14.60%,0.47%,-,c80125
26053,67.76%, 79.72%, 11.96%,3.04%,-,cb071e
26055,52.90%, 74.04%, 21.14%,1.99%,-,bc0535
26057,55.68%, 77.41%, 21.72%,0.87%,-,c50237
26059,44.90%, 71.12%, 26.23%,2.65%,-,b50642
26061,63.62%, 80.20%, 16.58%,1.17%,-,cc022a
26063,66.95%, 82.57%, 15.63%,1.8%,-,d20427
26065,42.96%, 69.63%, 26.67%,3.71%,-,b10944
26067,38.82%, 67.59%, 28.77%,1.06%,-,ac0249
26069,55.83%, 76.71%, 20.88%,2.4%,-,c30635
26071,71.10%, 82.80%, 11.71%,1.44%,-,d3031d
26073,50.22%, 73.82%, 23.60%,2.58%,-,bc063c
26075,33.15%, 64.90%, 31.75%,3.35%,-,a50850
26077,41.67%, 67.53%, 25.86%,1.37%,-,ac0341
26079,54.77%, 73.19%, 18.42%,1.07%,-,ba022e
26081,44.76%, 70.14%, 25.38%,4.49%,-,b20b40
26083,83.84%, 90.15%, 6.31%,0.78%,-,e50110
26085,53.72%, 74.80%, 21.08%,1.7%,-,be0435
26087,60.13%, 78.61%, 18.47%,0.91%,-,c8022f
26089,66.77%, 82.26%, 15.49%,2.25%,-,d10527
26091,39.58%, 68.89%, 29.32%,1.79%,-,af044a
26093,30.43%, 64.10%, 33.67%,2.22%,-,a30555
26095,56.32%, 76.54%, 20.22%,0.97%,-,c30233
26097,28.10%, 62.87%, 34.78%,2.35%,-,a00558
26099,51.00%, 73.97%, 22.97%,3.06%,-,bc073a
26101,0.11%, 47.68%, 47.79%,1.25%,-,790379
26103,47.48%, 70.46%, 22.99%,2.47%,-,b3063a
26105,43.97%, 69.39%, 25.42%,2.26%,-,b00540
26107,53.00%, 74.78%, 21.78%,1.31%,-,be0337
26109,50.02%, 72.41%, 22.39%,1.77%,-,b80439
26111,60.49%, 78.88%, 18.38%,2.74%,-,c9062e
26113,66.67%, 82.46%, 15.80%,1.74%,-,d20428
26115,24.28%, 61.34%, 37.06%,1.6%,-,9c045e
26117,57.56%, 77.27%, 19.71%,3.01%,-,c50732
26119,57.49%, 75.57%, 18.07%,1.36%,-,c0032e
26121,51.86%, 73.70%, 21.84%,1.4%,-,bb0337
26123,61.41%, 78.91%, 17.51%,3.58%,-,c9092c
26125,47.39%, 70.98%, 23.59%,2.06%,-,b4053c
26127,60.56%, 77.85%, 17.29%,2.64%,-,c6062c
26129,55.67%, 75.55%, 19.88%,2.55%,-,c00632
26131,45.21%, 67.71%, 22.50%,2.43%,-,ac0639
26133,63.59%, 80.84%, 17.25%,1.91%,-,ce042b
26135,69.47%, 83.78%, 14.31%,1.91%,-,d50424
26137,29.89%, 64.03%, 34.14%,1.83%,-,a30457
26139,60.86%, 78.74%, 17.88%,3.37%,-,c8082d
26141,63.94%, 80.76%, 16.81%,2.43%,-,cd062a
26143,54.27%, 75.29%, 21.02%,1.27%,-,bf0335
26145,39.86%, 68.24%, 28.38%,3.38%,-,ae0848
26147,52.18%, 75.14%, 22.97%,1.89%,-,bf043a
26149,36.52%, 66.59%, 30.07%,3.34%,-,a9084c
26151,71.29%, 84.66%, 13.37%,1.97%,-,d70522
26153,54.14%, 71.33%, 17.19%,2.41%,-,b5062b
26155,44.71%, 69.93%, 25.23%,1.83%,-,b20440
26157,68.26%, 82.67%, 14.41%,2.93%,-,d20724
26159,53.48%, 75.11%, 21.63%,3.26%,-,bf0837
26161,50.84%, 74.46%, 23.63%,1.91%,-,bd043c
26163,57.20%, 74.75%, 17.55%,2.77%,-,be072c
26165,49.55%, 73.03%, 23.48%,3.49%,-,ba083b
27001,55.49%, 70.15%, 14.66%,1.03%,-,b20225
27003,54.33%, 72.13%, 17.80%,2.02%,-,b7052d
27005,61.58%, 75.78%, 14.19%,3.17%,-,c10824
27007,41.91%, 61.26%, 19.35%,2.92%,-,9c0731
27009,63.88%, 78.83%, 14.96%,1.65%,-,c90426
27011,63.56%, 78.16%, 14.60%,0.97%,-,c70225
27013,61.51%, 79.05%, 17.55%,3.4%,-,c9082c
27015,69.68%, 80.68%, 10.99%,1.64%,-,cd041c
27017,35.29%, 59.47%, 24.18%,2.62%,-,97063d
27019,77.64%, 87.31%, 9.67%,3.01%,-,de0718
27021,55.07%, 70.51%, 15.44%,1.22%,-,b30327
27023,50.79%, 69.75%, 18.96%,1.24%,-,b10330
27025,70.79%, 80.02%, 8.88%,1.87%,-,cc0416
27027,53.29%, 73.00%, 19.72%,3.01%,-,ba0732
27029,57.28%, 70.73%, 13.45%,1.58%,-,b40422
27031,57.57%, 72.85%, 15.29%,0.78%,-,b90126
27033,76.24%, 86.27%, 10.02%,3.71%,-,db0919
27035,55.94%, 70.34%, 14.40%,2.79%,-,b30724
27037,39.36%, 66.45%, 27.08%,1.58%,-,a90445
27039,70.69%, 83.40%, 12.71%,3.89%,-,d40920
27041,53.82%, 66.13%, 10.95%,0.96%,-,a8021b
27043,74.83%, 86.01%, 11.18%,2.82%,-,db071c
27045,75.40%, 85.92%, 10.52%,3.56%,-,db091a
27047,68.27%, 81.96%, 13.69%,2.35%,-,d00522
27049,74.87%, 85.07%, 10.19%,1.97%,-,d80519
27051,59.15%, 75.80%, 16.65%,0.94%,-,c1022a
27053,43.95%, 64.58%, 20.63%,1.38%,-,a40334
27055,73.18%, 85.67%, 12.49%,1.84%,-,da041f
27057,58.89%, 73.84%, 14.95%,1.09%,-,bc0226
27059,47.39%, 67.57%, 9.10%,0.61%,-,ac0117
27061,29.99%, 58.31%, 28.33%,2.52%,-,940648
27063,69.76%, 83.62%, 13.86%,2.52%,-,d50623
27065,63.87%, 75.68%, 10.31%,2.21%,-,c0051a
27067,46.52%, 63.67%, 17.15%,1.36%,-,a2032b
27069,56.65%, 74.65%, 17.99%,2.1%,-,be052d
27071,28.70%, 55.29%, 26.59%,3.1%,-,8c0743
27073,69.55%, 82.29%, 12.74%,0.88%,-,d10220
