statecounty,margin,dole,clinton,perot,nader,other
48171,51.67%, 71.98%, 20.30%, 6.65%,-, 1.07%
48173,64.46%, 78.93%, 14.46%, 6.20%,-, 0.41%
48175,7.59%, 50.66%, 43.07%, 5.62%,-, 0.65%
48177,11.13%, 51.85%, 40.72%, 6.83%,-, 0.60%
48179,45.19%, 69.15%, 23.96%, 6.44%,-, 0.45%
48181,7.99%, 48.48%, 40.49%, 10.58%,-, 0.45%
48183,21.22%, 57.66%, 36.45%, 5.55%,-, 0.34%
48185,0.35%, 44.97%, 45.33%, 9.44%,-, 0.26%
48187,25.30%, 58.41%, 33.11%, 7.42%,-, 1.06%
48189,27.71%, 60.59%, 32.88%, 6.21%,-, 0.33%
48191,8.42%, 42.53%, 50.95%, 6.39%,-, 0.14%
48193,9.67%, 49.26%, 39.59%, 10.66%,-, 0.49%
48195,59.16%, 76.80%, 17.64%, 5.40%,-, 0.15%
48197,9.14%, 39.84%, 48.99%, 10.97%,-, 0.20%
48199,7.54%, 47.65%, 40.11%, 11.80%,-, 0.45%
48201,4.06%, 49.24%, 45.18%, 4.95%,-, 0.62%
48203,2.18%, 45.42%, 47.60%, 6.59%,-, 0.40%
48205,43.06%, 68.66%, 25.59%, 5.58%,-, 0.17%
48207,15.86%, 37.56%, 53.42%, 8.75%,-, 0.27%
48209,4.79%, 47.93%, 43.14%, 7.41%,-, 1.51%
48211,44.65%, 68.57%, 23.92%, 7.23%,-, 0.28%
48213,1.14%, 45.43%, 44.29%, 9.99%,-, 0.30%
48215,37.65%, 28.84%, 66.49%, 4.17%,-, 0.49%
48217,4.36%, 46.46%, 42.10%, 11.11%,-, 0.34%
48219,29.64%, 60.86%, 31.22%, 7.47%,-, 0.45%
48221,14.54%, 52.06%, 37.52%, 9.93%,-, 0.49%
48223,1.82%, 43.72%, 45.54%, 10.41%,-, 0.32%
48225,0.81%, 46.28%, 45.48%, 7.86%,-, 0.38%
48227,12.93%, 50.80%, 37.86%, 10.52%,-, 0.82%
48229,6.68%, 40.87%, 47.55%, 10.24%,-, 1.34%
48231,8.89%, 49.12%, 40.23%, 10.17%,-, 0.48%
48233,38.73%, 64.78%, 26.04%, 8.81%,-, 0.37%
48235,25.07%, 55.94%, 30.87%, 12.46%,-, 0.72%
48237,5.75%, 46.72%, 40.97%, 12.10%,-, 0.20%
48239,16.12%, 54.59%, 38.47%, 6.66%,-, 0.28%
48241,4.85%, 42.51%, 47.36%, 9.78%,-, 0.35%
48243,11.63%, 50.05%, 38.42%, 10.28%,-, 1.25%
48245,15.44%, 38.88%, 54.31%, 6.29%,-, 0.52%
48247,62.36%, 16.94%, 79.30%, 3.53%,-, 0.22%
48249,39.04%, 28.27%, 67.31%, 4.07%,-, 0.35%
48251,10.56%, 50.03%, 39.47%, 10.01%,-, 0.49%
48253,1.31%, 43.46%, 44.77%, 11.35%,-, 0.43%
48255,6.58%, 43.12%, 49.70%, 6.71%,-, 0.46%
48257,7.30%, 48.34%, 41.03%, 10.18%,-, 0.46%
48259,43.82%, 67.65%, 23.82%, 7.06%,-, 1.47%
48261,29.81%, 34.13%, 63.94%,-,-, 1.92%
48263,14.17%, 36.31%, 50.49%, 13.01%,-, 0.19%
48265,41.62%, 66.61%, 24.99%, 7.37%,-, 1.04%
48267,24.12%, 57.45%, 33.33%, 8.38%,-, 0.83%
48269,28.02%, 53.30%, 25.27%, 15.93%,-, 0.55%
48271,11.70%, 51.75%, 40.05%, 7.72%,-, 0.48%
48273,19.39%, 37.68%, 57.07%, 4.79%,-, 0.46%
48275,12.10%, 38.97%, 51.07%, 9.69%,-, 0.26%
48277,2.32%, 46.59%, 44.27%, 8.73%,-, 0.41%
48279,19.90%, 56.69%, 36.79%, 6.19%,-, 0.33%
48281,22.17%, 56.10%, 33.92%, 9.49%,-, 0.48%
48283,43.59%, 26.10%, 69.69%, 3.89%,-, 0.32%
48285,16.37%, 53.93%, 37.56%, 8.04%,-, 0.47%
48287,7.20%, 49.00%, 41.80%, 8.76%,-, 0.44%
48289,11.17%, 51.01%, 39.83%, 8.97%,-, 0.20%
48291,5.41%, 46.41%, 41.00%, 11.99%,-, 0.60%
48293,8.20%, 40.49%, 48.69%, 10.43%,-, 0.39%
48295,38.10%, 64.66%, 26.56%, 8.56%,-, 0.22%
48297,15.42%, 53.41%, 37.98%, 8.08%,-, 0.53%
