statecounty,Margin,Reagan,Mondale,Hall,Other
39011,56.13%, 77.72%, 21.59%,-, 0.69%
39013,12.30%, 43.52%, 55.82%,-, 0.65%
39015,33.49%, 66.28%, 32.79%,-, 0.94%
39017,46.42%, 72.92%, 26.50%,-, 0.57%
39019,27.70%, 63.33%, 35.63%,-, 1.04%
39021,46.99%, 73.05%, 26.06%,-, 0.89%
39023,25.42%, 62.05%, 36.63%,-, 1.31%
39025,49.88%, 74.63%, 24.75%,-, 0.61%
39027,48.17%, 73.77%, 25.60%,-, 0.64%
39029,9.75%, 54.43%, 44.68%,-, 0.89%
39031,38.05%, 68.71%, 30.66%,-, 0.62%
39033,49.19%, 74.08%, 24.88%,-, 1.04%
39035,12.05%, 43.60%, 55.65%,-, 0.75%
39037,46.57%, 72.81%, 26.25%,-, 0.94%
39039,36.87%, 67.89%, 31.02%,-, 1.08%
39041,53.13%, 76.23%, 23.10%,-, 0.66%
39043,17.09%, 57.83%, 40.74%,-, 1.42%
39045,51.24%, 75.17%, 23.92%,-, 0.91%
39047,52.23%, 75.80%, 23.57%,-, 0.63%
39049,30.43%, 64.12%, 33.68%,-, 2.20%
39051,45.74%, 72.55%, 26.81%,-, 0.64%
39053,31.41%, 65.27%, 33.86%,-, 0.87%
39055,37.90%, 68.29%, 30.39%,-, 1.32%
39057,33.14%, 66.27%, 33.12%,-, 0.61%
39059,34.44%, 66.81%, 32.37%,-, 0.81%
39061,27.25%, 63.34%, 36.10%,-, 0.56%
39063,58.00%, 78.34%, 20.35%,-, 1.31%
39065,38.90%, 69.11%, 30.21%,-, 0.67%
39067,11.75%, 55.45%, 43.70%,-, 0.86%
39069,53.71%, 76.54%, 22.83%,-, 0.63%
39071,40.51%, 69.90%, 29.39%,-, 0.71%
39073,29.49%, 64.16%, 34.66%,-, 1.18%
39075,49.09%, 74.11%, 25.01%,-, 0.88%
39077,36.74%, 67.96%, 31.22%,-, 0.82%
39079,25.55%, 62.24%, 36.69%,-, 1.07%
39081,14.22%, 42.47%, 56.69%,-, 0.84%
39083,41.87%, 70.66%, 28.79%,-, 0.55%
39085,19.36%, 59.12%, 39.76%,-, 1.11%
39087,12.72%, 55.96%, 43.24%,-, 0.81%
39089,45.34%, 72.26%, 26.93%,-, 0.81%
39091,53.73%, 76.54%, 22.81%,-, 0.65%
39093,3.90%, 50.77%, 46.87%,-, 2.36%
39095,1.50%, 50.25%, 48.76%,-, 0.99%
39097,50.48%, 74.91%, 24.43%,-, 0.67%
39099,17.57%, 40.65%, 58.21%,-, 1.14%
39101,32.39%, 65.77%, 33.38%,-, 0.85%
39103,31.51%, 65.38%, 33.86%,-, 0.76%
39105,27.78%, 63.52%, 35.74%,-, 0.74%
39107,44.10%, 71.49%, 27.39%,-, 1.11%
39109,45.72%, 72.42%, 26.70%,-, 0.88%
39111,4.43%, 47.32%, 51.75%,-, 0.93%
39113,18.52%, 58.97%, 40.45%,-, 0.57%
39115,36.02%, 67.66%, 31.64%,-, 0.69%
39117,47.79%, 73.50%, 25.71%,-, 0.79%
39119,36.71%, 67.98%, 31.27%,-, 0.76%
39121,36.48%, 67.70%, 31.22%,-, 1.07%
39123,21.39%, 60.41%, 39.02%,-, 0.56%
39125,32.40%, 65.71%, 33.31%,-, 0.98%
39127,30.93%, 65.09%, 34.16%,-, 0.76%
39129,48.47%, 73.90%, 25.43%,-, 0.67%
39131,12.59%, 55.90%, 43.31%,-, 0.79%
39133,15.12%, 57.14%, 42.02%,-, 0.84%
39135,44.58%, 71.84%, 27.25%,-, 0.91%
39137,57.32%, 78.26%, 20.94%,-, 0.79%
39139,36.96%, 68.10%, 31.14%,-, 0.76%
39141,35.21%, 66.60%, 31.39%,-, 2.01%
39143,33.24%, 66.16%, 32.91%,-, 0.93%
39145,14.14%, 56.65%, 42.51%,-, 0.85%
39147,34.96%, 67.04%, 32.08%,-, 0.88%
39149,51.13%, 75.12%, 23.99%,-, 0.88%
39151,20.18%, 59.69%, 39.51%,-, 0.80%
39153,2.68%, 50.99%, 48.32%,-, 0.69%
39155,10.92%, 44.18%, 55.11%,-, 0.71%
39157,18.98%, 59.13%, 40.14%,-, 0.73%
39159,56.30%, 77.79%, 21.49%,-, 0.72%
39161,47.98%, 73.68%, 25.70%,-, 0.62%
39163,20.67%, 59.80%, 39.13%,-, 1.06%
39165,53.28%, 76.40%, 23.11%,-, 0.49%
39167,34.45%, 66.13%, 31.69%,-, 2.18%
39169,36.43%, 67.79%, 31.36%,-, 0.84%
39171,49.25%, 74.11%, 24.86%,-, 1.03%
39173,30.12%, 64.74%, 34.62%,-, 0.65%
39175,50.49%, 74.81%, 24.32%,-, 0.87%
40001,31.98%, 65.57%, 33.60%,-, 0.83%
40003,51.25%, 75.25%, 24.00%,-, 0.75%
40005,7.07%, 53.13%, 46.06%,-, 0.81%
40007,66.21%, 82.69%, 16.48%,-, 0.83%
40009,31.41%, 65.39%, 33.98%,-, 0.63%
40011,45.97%, 72.69%, 26.72%,-, 0.59%
40013,6.55%, 53.07%, 46.52%,-, 0.41%
40015,20.70%, 60.06%, 39.35%,-, 0.59%
40017,59.59%, 79.52%, 19.93%,-, 0.55%
40019,30.40%, 64.96%, 34.57%,-, 0.47%
40021,17.73%, 58.50%, 40.78%,-, 0.72%
40023,5.91%, 52.70%, 46.78%,-, 0.52%
40025,59.14%, 79.15%, 20.01%,-, 0.84%
40027,44.04%, 71.70%, 27.66%,-, 0.65%
40029,0.98%, 49.10%, 50.08%,-, 0.82%
40031,41.10%, 70.35%, 29.25%,-, 0.40%
40033,17.27%, 58.31%, 41.04%,-, 0.65%
40035,18.00%, 58.63%, 40.63%,-, 0.74%
40037,33.35%, 66.34%, 32.99%,-, 0.67%
40039,50.19%, 74.87%, 24.68%,-, 0.45%
40041,27.52%, 63.46%, 35.94%,-, 0.60%
40043,51.64%, 75.55%, 23.91%,-, 0.54%
40045,53.62%, 76.46%, 22.85%,-, 0.69%
40047,54.48%, 76.92%, 22.44%,-, 0.63%
40049,27.86%, 63.54%, 35.69%,-, 0.77%
40051,38.82%, 69.19%, 30.36%,-, 0.45%
40053,49.49%, 74.31%, 24.82%,-, 0.87%
40055,15.31%, 57.36%, 42.05%,-, 0.59%
40057,12.41%, 55.90%, 43.49%,-, 0.61%
40059,64.07%, 81.45%, 17.38%,-, 1.16%
40061,2.37%, 48.52%, 50.89%,-, 0.58%
40063,4.25%, 47.57%, 51.82%,-, 0.61%
40065,31.57%, 65.64%, 34.06%,-, 0.30%
40067,5.03%, 52.09%, 47.06%,-, 0.85%
40069,9.29%, 54.36%, 45.07%,-, 0.57%
40071,46.65%, 73.03%, 26.38%,-, 0.59%
40073,65.85%, 82.68%, 16.83%,-, 0.49%
40075,18.72%, 59.08%, 40.36%,-, 0.56%
40077,8.59%, 53.90%, 45.32%,-, 0.78%
40079,17.78%, 58.54%, 40.75%,-, 0.71%
40081,45.29%, 72.29%, 26.99%,-, 0.72%
40083,40.12%, 69.76%, 29.65%,-, 0.59%
40085,14.77%, 57.12%, 42.35%,-, 0.53%
40087,40.44%, 69.83%, 29.39%,-, 0.77%
40089,22.92%, 61.26%, 38.34%,-, 0.39%
40091,2.33%, 50.89%, 48.56%,-, 0.56%
40093,68.55%, 83.89%, 15.34%,-, 0.77%
40095,9.85%, 54.56%, 44.71%,-, 0.72%
40097,24.79%, 62.04%, 37.25%,-, 0.72%
40099,15.78%, 57.47%, 41.69%,-, 0.84%
40101,8.49%, 53.90%, 45.41%,-, 0.69%
40103,52.66%, 76.11%, 23.45%,-, 0.44%
40105,28.21%, 63.64%, 35.43%,-, 0.92%
40107,18.31%, 58.94%, 40.63%,-, 0.43%
40109,44.67%, 71.65%, 26.98%,-, 1.37%
40111,8.18%, 53.76%, 45.59%,-, 0.65%
40113,24.53%, 62.02%, 37.49%,-, 0.49%
40115,13.96%, 56.76%, 42.81%,-, 0.43%
40117,36.58%, 67.83%, 31.25%,-, 0.92%
40119,45.93%, 72.64%, 26.71%,-, 0.64%
40121,17.41%, 58.34%, 40.93%,-, 0.73%
40123,19.95%, 59.69%, 39.74%,-, 0.58%
40125,39.45%, 69.40%, 29.95%,-, 0.65%
40127,9.10%, 54.16%, 45.06%,-, 0.78%
40129,38.79%, 69.10%, 30.32%,-, 0.58%
40131,45.42%, 72.40%, 26.98%,-, 0.62%
40133,20.46%, 59.91%, 39.45%,-, 0.64%
40135,25.13%, 62.32%, 37.19%,-, 0.50%
40137,33.68%, 66.58%, 32.89%,-, 0.53%
40139,70.11%, 84.78%, 14.68%,-, 0.54%
40141,22.26%, 60.96%, 38.70%,-, 0.35%
40143,46.27%, 72.90%, 26.62%,-, 0.48%
40145,40.55%, 69.97%, 29.43%,-, 0.60%
40147,55.00%, 77.20%, 22.20%,-, 0.60%
40149,42.36%, 70.85%, 28.49%,-, 0.66%
40151,50.02%, 74.55%, 24.53%,-, 0.92%
40153,58.65%, 79.08%, 20.43%,-, 0.50%
41001,33.45%, 66.62%, 33.17%,-, 0.22%
41003,5.18%, 52.36%, 47.19%,-, 0.45%
41005,18.40%, 59.08%, 40.68%,-, 0.25%
41007,0.02%, 49.86%, 49.88%,-, 0.25%
41009,2.53%, 48.50%, 51.03%,-, 0.47%
41011,0.20%, 49.88%, 49.68%,-, 0.44%
41013,24.82%, 62.22%, 37.40%,-, 0.38%
41015,22.01%, 60.84%, 38.83%,-, 0.33%
41017,24.63%, 62.20%, 37.57%,-, 0.23%
41019,26.59%, 63.11%, 36.53%,-, 0.36%
41021,30.85%, 65.24%, 34.39%,-, 0.37%
41023,33.43%, 66.69%, 33.26%,-, 0.05%
41025,25.83%, 62.56%, 36.73%,-, 0.71%
41027,19.93%, 59.85%, 39.92%,-, 0.24%
41029,23.90%, 61.76%, 37.86%,-, 0.38%
41031,26.13%, 62.94%, 36.81%,-, 0.25%
41033,38.95%, 69.38%, 30.43%,-, 0.19%
41035,39.91%, 69.81%, 29.90%,-, 0.29%
41037,35.09%, 67.51%, 32.41%,-, 0.08%
41039,1.99%, 48.86%, 50.85%,-, 0.29%
41041,2.66%, 51.17%, 48.51%,-, 0.32%
41043,18.39%, 59.10%, 40.71%,-, 0.19%
41045,52.66%, 76.24%, 23.58%,-, 0.17%
41047,19.84%, 59.79%, 39.95%,-, 0.26%
41049,25.79%, 62.70%, 36.91%,-, 0.38%
41051,9.13%, 45.17%, 54.30%,-, 0.54%
41053,18.52%, 59.15%, 40.64%,-, 0.21%
41055,35.04%, 67.48%, 32.44%,-, 0.08%
41057,2.71%, 51.10%, 48.39%,-, 0.51%
41059,26.49%, 63.12%, 36.63%,-, 0.25%
41061,23.19%, 61.36%, 38.18%,-, 0.46%
41063,36.94%, 68.36%, 31.43%,-, 0.21%
41065,11.06%, 55.36%, 44.31%,-, 0.33%
41067,25.87%, 62.76%, 36.89%,-, 0.34%
41069,33.16%, 66.58%, 33.42%,-,-
41071,25.04%, 62.31%, 37.28%,-, 0.41%
42001,39.29%, 69.44%, 30.15%,-, 0.41%
42003,13.20%, 42.76%, 55.96%,-, 1.27%
42005,2.88%, 48.37%, 51.25%,-, 0.39%
42007,26.07%, 36.79%, 62.86%,-, 0.34%
42009,41.31%, 70.57%, 29.25%,-, 0.18%
42011,32.49%, 65.94%, 33.45%,-, 0.61%
42013,31.46%, 65.52%, 34.06%,-, 0.41%
42015,45.83%, 72.71%, 26.88%,-, 0.42%
42017,27.00%, 63.25%, 36.25%,-, 0.50%
42019,12.26%, 55.94%, 43.68%,-, 0.38%
42021,10.64%, 44.50%, 55.14%,-, 0.36%
42023,34.37%, 67.05%, 32.68%,-, 0.26%
42025,9.48%, 54.41%, 44.93%,-, 0.67%
42027,26.24%, 62.85%, 36.61%,-, 0.54%
42029,40.56%, 70.11%, 29.55%,-, 0.33%
42031,28.94%, 64.27%, 35.33%,-, 0.40%
42033,21.74%, 60.62%, 38.88%,-, 0.50%
42035,19.10%, 59.24%, 40.14%,-, 0.62%
42037,27.06%, 63.39%, 36.33%,-, 0.27%
42039,22.26%, 60.80%, 38.54%,-, 0.67%
42041,39.24%, 69.29%, 30.05%,-, 0.66%
42043,23.41%, 61.28%, 37.87%,-, 0.85%
42045,24.27%, 61.79%, 37.51%,-, 0.70%
42047,21.30%, 60.47%, 39.17%,-, 0.36%
42049,3.10%, 51.12%, 48.02%,-, 0.86%
42051,24.38%, 37.69%, 62.07%,-, 0.24%
42053,27.15%, 63.36%, 36.21%,-, 0.43%
42055,40.58%, 70.13%, 29.55%,-, 0.31%
42057,42.52%, 71.14%, 28.62%,-, 0.24%
42059,18.94%, 40.40%, 59.33%,-, 0.27%
42061,39.41%, 69.57%, 30.15%,-, 0.28%
42063,8.79%, 54.22%, 45.43%,-, 0.35%
42065,31.02%, 65.31%, 34.28%,-, 0.41%
42067,31.60%, 65.66%, 34.06%,-, 0.29%
42069,2.40%, 50.57%, 48.17%,-, 1.26%
42071,51.74%, 75.63%, 23.90%,-, 0.47%
42073,10.84%, 44.43%, 55.27%,-, 0.30%
42075,43.72%, 71.61%, 27.89%,-, 0.50%
42077,20.00%, 59.69%, 39.69%,-, 0.63%
42079,8.27%, 53.50%, 45.23%,-, 1.27%
42081,36.64%, 68.02%, 31.38%,-, 0.60%
42083,38.80%, 69.22%, 30.42%,-, 0.37%
42085,0.91%, 49.11%, 50.01%,-, 0.88%
42087,27.33%, 63.35%, 36.03%,-, 0.62%
42089,32.34%, 65.82%, 33.48%,-, 0.70%
42091,28.90%, 64.18%, 35.29%,-, 0.53%
42093,33.91%, 66.81%, 32.89%,-, 0.30%
42095,7.99%, 53.49%, 45.50%,-, 1.01%
42097,23.12%, 61.13%, 38.01%,-, 0.85%
42099,43.26%, 71.42%, 28.16%,-, 0.43%
42101,30.33%, 34.60%, 64.94%,-, 0.46%
42103,43.08%, 71.17%, 28.08%,-, 0.75%
42105,48.32%, 73.94%, 25.62%,-, 0.44%
42107,18.28%, 58.96%, 40.68%,-, 0.35%
42109,57.81%, 78.73%, 20.92%,-, 0.35%
42111,16.73%, 58.23%, 41.50%,-, 0.27%
42113,33.71%, 66.67%, 32.95%,-, 0.38%
42115,40.35%, 69.95%, 29.60%,-, 0.44%
42117,44.20%, 71.92%, 27.72%,-, 0.36%
42119,47.69%, 73.66%, 25.97%,-, 0.38%
42121,19.33%, 59.44%, 40.11%,-, 0.46%
42123,26.68%, 62.93%, 36.26%,-, 0.81%
42125,18.77%, 40.47%, 59.24%,-, 0.28%
42127,51.94%, 75.66%, 23.73%,-, 0.61%
42129,5.59%, 46.82%, 52.41%,-, 0.77%
42131,48.23%, 74.01%, 25.78%,-, 0.21%
42133,38.13%, 68.67%, 30.54%,-, 0.79%
44001,10.67%, 55.18%, 44.52%,-, 0.30%
44003,12.61%, 56.15%, 43.55%,-, 0.30%
44005,15.09%, 57.38%, 42.29%,-, 0.33%
44007,3.36%, 48.16%, 51.52%,-, 0.32%
44009,15.53%, 57.59%, 42.06%,-, 0.35%
45001,10.87%, 55.24%, 44.38%,-, 0.38%
45003,44.23%, 71.60%, 27.38%,-, 1.02%
45005,15.92%, 41.66%, 57.57%,-, 0.77%
45007,39.78%, 69.54%, 29.76%,-, 0.70%
45009,0.27%, 49.87%, 49.60%,-, 0.53%
45011,21.35%, 60.45%, 39.10%,-, 0.45%
45013,29.93%, 64.72%, 34.79%,-, 0.49%
45015,39.13%, 69.24%, 30.11%,-, 0.65%
45017,8.38%, 53.83%, 45.45%,-, 0.73%
45019,28.84%, 63.83%, 34.99%,-, 1.19%
45021,35.55%, 67.57%, 32.02%,-, 0.41%
45023,10.96%, 55.20%, 44.24%,-, 0.56%
45025,8.52%, 54.15%, 45.62%,-, 0.23%
45027,4.55%, 47.48%, 52.03%,-, 0.49%
45029,11.57%, 55.63%, 44.06%,-, 0.31%
45031,19.27%, 58.70%, 39.43%,-, 1.87%
45033,15.98%, 57.71%, 41.74%,-, 0.55%
45035,36.84%, 68.26%, 31.42%,-, 0.33%
45037,0.05%, 49.77%, 49.81%,-, 0.42%
45039,13.31%, 43.19%, 56.50%,-, 0.32%
45041,21.58%, 60.51%, 38.93%,-, 0.55%
45043,7.07%, 53.29%, 46.22%,-, 0.49%
45045,46.66%, 73.07%, 26.42%,-, 0.51%
45047,26.28%, 62.91%, 36.63%,-, 0.47%
45049,3.76%, 47.92%, 51.69%,-, 0.39%
45051,38.88%, 69.23%, 30.34%,-, 0.43%
45053,9.46%, 45.09%, 54.56%,-, 0.35%
45055,34.02%, 66.70%, 32.69%,-, 0.61%
45057,28.19%, 63.92%, 35.73%,-, 0.35%
45059,29.28%, 64.49%, 35.21%,-, 0.30%
45061,4.85%, 47.31%, 52.16%,-, 0.53%
45063,62.45%, 80.95%, 18.50%,-, 0.56%
45065,12.47%, 43.51%, 55.98%,-, 0.51%
45067,3.53%, 48.07%, 51.60%,-, 0.33%
45069,4.14%, 47.70%, 51.84%,-, 0.46%
45071,30.76%, 65.19%, 34.43%,-, 0.38%
45073,43.94%, 71.61%, 27.67%,-, 0.71%
45075,2.82%, 48.20%, 51.02%,-, 0.77%
45077,54.01%, 76.68%, 22.67%,-, 0.65%
45079,17.88%, 57.44%, 39.56%,-, 3.00%
45081,28.23%, 63.90%, 35.67%,-, 0.44%
45083,34.24%, 66.41%, 32.17%,-, 1.43%
45085,14.80%, 57.14%, 42.35%,-, 0.51%
45087,17.66%, 58.64%, 40.98%,-, 0.38%
45089,7.74%, 45.95%, 53.69%,-, 0.35%
45091,36.48%, 67.99%, 31.51%,-, 0.50%
46003,10.04%, 54.65%, 44.61%,-, 0.74%
46005,24.97%, 62.36%, 37.39%,-, 0.24%
46007,30.62%, 65.05%, 34.42%,-, 0.53%
46009,27.39%, 63.44%, 36.05%,-, 0.51%
46011,23.95%, 61.76%, 37.81%,-, 0.43%
46013,21.12%, 60.35%, 39.23%,-, 0.41%
46015,24.14%, 61.74%, 37.60%,-, 0.67%
46017,3.44%, 51.21%, 47.77%,-, 1.01%
46019,56.75%, 78.13%, 21.38%,-, 0.49%
46021,65.42%, 82.47%, 17.05%,-, 0.48%
46023,17.12%, 58.29%, 41.18%,-, 0.53%
46025,28.99%, 64.31%, 35.32%,-, 0.37%
46027,5.96%, 52.63%, 46.68%,-, 0.69%
46029,26.66%, 63.11%, 36.45%,-, 0.43%
46031,9.30%, 54.48%, 45.18%,-, 0.34%
46033,43.26%, 71.27%, 28.01%,-, 0.72%
46035,19.07%, 59.43%, 40.36%,-, 0.21%
46037,5.32%, 52.43%, 47.11%,-, 0.46%
46039,23.94%, 61.73%, 37.79%,-, 0.48%
46041,9.79%, 54.49%, 44.70%,-, 0.81%
46043,52.22%, 76.00%, 23.78%,-, 0.22%
46045,21.25%, 60.43%, 39.18%,-, 0.39%
46047,41.31%, 70.37%, 29.07%,-, 0.56%
46049,31.95%, 65.89%, 33.94%,-, 0.18%
46051,25.96%, 62.80%, 36.83%,-, 0.37%
46053,38.81%, 69.17%, 30.36%,-, 0.47%
46055,66.03%, 82.84%, 16.81%,-, 0.35%
46057,29.66%, 64.54%, 34.88%,-, 0.58%
46059,41.03%, 70.34%, 29.31%,-, 0.35%
46061,17.84%, 58.69%, 40.85%,-, 0.46%
46063,58.88%, 79.28%, 20.39%,-, 0.33%
46065,41.09%, 70.32%, 29.23%,-, 0.45%
46067,46.17%, 72.92%, 26.75%,-, 0.32%
46069,38.94%, 69.43%, 30.49%,-, 0.09%
46071,42.20%, 70.82%, 28.63%,-, 0.55%
46073,30.09%, 64.79%, 34.70%,-, 0.51%
46075,53.73%, 76.64%, 22.91%,-, 0.44%
46077,25.78%, 62.70%, 36.92%,-, 0.38%
46079,12.19%, 55.92%, 43.73%,-, 0.35%
46081,39.49%, 69.42%, 29.93%,-, 0.64%
46083,20.52%, 60.10%, 39.57%,-, 0.33%
46085,40.00%, 69.78%, 29.78%,-, 0.44%
46087,13.50%, 56.57%, 43.07%,-, 0.36%
46089,62.39%, 81.08%, 18.69%,-, 0.22%
46091,15.78%, 57.72%, 41.94%,-, 0.34%
46093,47.44%, 73.47%, 26.03%,-, 0.50%
46095,33.76%, 66.45%, 32.69%,-, 0.86%
46097,2.23%, 50.78%, 48.56%,-, 0.66%
46099,12.91%, 56.25%, 43.34%,-, 0.42%
46101,1.46%, 50.59%, 49.13%,-, 0.28%
46103,45.16%, 72.22%, 27.06%,-, 0.72%
46105,40.32%, 69.93%, 29.61%,-, 0.46%
46107,52.53%, 76.22%, 23.69%,-, 0.10%
46109,14.55%, 57.17%, 42.62%,-, 0.21%
46111,27.67%, 63.72%, 36.05%,-, 0.24%
46113,63.70%, 17.71%, 81.41%,-, 0.87%
46115,21.90%, 60.75%, 38.85%,-, 0.39%
46117,45.50%, 72.52%, 27.02%,-, 0.46%
46119,51.49%, 75.52%, 24.03%,-, 0.45%
46121,20.01%, 39.61%, 59.63%,-, 0.76%
46123,45.00%, 72.18%, 27.18%,-, 0.64%
46125,34.84%, 67.20%, 32.36%,-, 0.44%
46127,4.49%, 51.98%, 47.49%,-, 0.53%
46129,50.63%, 75.02%, 24.39%,-, 0.59%
46135,27.37%, 63.36%, 36.00%,-, 0.64%
46137,8.84%, 54.17%, 45.33%,-, 0.51%
47001,23.26%, 61.31%, 38.05%,-, 0.64%
47003,2.15%, 50.55%, 48.40%,-, 1.05%
47005,15.55%, 42.07%, 57.62%,-, 0.31%
47007,19.29%, 59.34%, 40.05%,-, 0.61%
47009,37.97%, 68.74%, 30.77%,-, 0.49%
47011,45.49%, 72.54%, 27.04%,-, 0.42%
47013,9.51%, 54.43%, 44.93%,-, 0.64%
47015,4.97%, 46.88%, 51.85%,-, 1.26%
47017,13.59%, 56.43%, 42.84%,-, 0.72%
47019,47.46%, 73.35%, 25.89%,-, 0.77%
47021,15.37%, 57.32%, 41.94%,-, 0.74%
47023,20.06%, 59.68%, 39.62%,-, 0.71%
47025,21.76%, 60.70%, 38.94%,-, 0.37%
47027,2.16%, 50.80%, 48.63%,-, 0.57%
47029,52.07%, 75.50%, 23.43%,-, 1.08%
47031,14.88%, 57.14%, 42.26%,-, 0.61%
47033,12.24%, 55.97%, 43.73%,-, 0.29%
47035,32.34%, 65.85%, 33.52%,-, 0.63%
47037,4.58%, 51.99%, 47.40%,-, 0.61%
47039,8.08%, 53.82%, 45.73%,-, 0.45%
47041,6.15%, 46.65%, 52.79%,-, 0.56%
47043,0.31%, 49.52%, 49.21%,-, 1.27%
47045,24.61%, 62.11%, 37.50%,-, 0.39%
47047,1.34%, 50.44%, 49.10%,-, 0.46%
47049,24.84%, 62.18%, 37.35%,-, 0.47%
47051,1.21%, 49.09%, 50.31%,-, 0.60%
47053,6.39%, 52.71%, 46.32%,-, 0.97%
47055,0.81%, 50.07%, 49.26%,-, 0.67%
47057,34.21%, 66.72%, 32.51%,-, 0.77%
47059,46.79%, 73.15%, 26.37%,-, 0.48%
47061,29.89%, 34.77%, 64.66%,-, 0.57%
47063,38.51%, 68.97%, 30.46%,-, 0.57%
47065,25.24%, 62.38%, 37.13%,-, 0.49%
47067,40.86%, 69.87%, 29.01%,-, 1.12%
47069,1.11%, 48.68%, 49.79%,-, 1.53%
47071,20.34%, 59.59%, 39.25%,-, 1.16%
47073,34.21%, 66.67%, 32.46%,-, 0.87%
47075,7.61%, 46.04%, 53.65%,-, 0.31%
47077,37.54%, 68.56%, 31.02%,-, 0.42%
47079,0.29%, 49.61%, 49.89%,-, 0.50%
47081,10.70%, 44.43%, 55.14%,-, 0.43%
47083,31.84%, 33.68%, 65.52%,-, 0.80%
47085,23.92%, 37.91%, 61.82%,-, 0.27%
47087,30.09%, 34.42%, 64.51%,-, 1.07%
47089,41.33%, 70.35%, 29.02%,-, 0.63%
47091,58.59%, 79.10%, 20.51%,-, 0.39%
47093,27.70%, 63.61%, 35.91%,-, 0.47%
47095,14.96%, 41.97%, 56.93%,-, 1.10%
47097,0.85%, 50.23%, 49.39%,-, 0.38%
47099,4.98%, 52.18%, 47.20%,-, 0.61%
47101,5.35%, 52.42%, 47.07%,-, 0.51%
47103,1.49%, 49.08%, 50.57%,-, 0.36%
47105,37.35%, 68.36%, 31.01%,-, 0.62%
47107,30.13%, 64.83%, 34.71%,-, 0.46%
47109,11.02%, 55.34%, 44.32%,-, 0.35%
47111,31.01%, 65.23%, 34.22%,-, 0.55%
47113,19.45%, 59.64%, 40.18%,-, 0.18%
47115,4.74%, 52.06%, 47.32%,-, 0.62%
47117,7.52%, 53.43%, 45.91%,-, 0.66%
47119,12.84%, 56.18%, 43.35%,-, 0.47%
47121,21.64%, 60.53%, 38.89%,-, 0.58%
47123,22.31%, 60.88%, 38.58%,-, 0.54%
47125,14.08%, 56.61%, 42.54%,-, 0.85%
47127,3.27%, 51.37%, 48.10%,-, 0.54%
47129,15.41%, 57.19%, 41.78%,-, 1.02%
47131,14.35%, 56.74%, 42.38%,-, 0.88%
47133,14.39%, 42.53%, 56.92%,-, 0.56%
47135,16.23%, 41.82%, 58.05%,-, 0.13%
47137,27.59%, 63.67%, 36.08%,-, 0.26%
47139,13.57%, 56.15%, 42.58%,-, 1.27%
47141,9.41%, 54.40%, 45.00%,-, 0.60%
47143,33.63%, 66.29%, 32.65%,-, 1.06%
47145,28.25%, 63.83%, 35.58%,-, 0.59%
47147,2.76%, 48.34%, 51.11%,-, 0.55%
47149,25.06%, 61.98%, 36.92%,-, 1.11%
47151,26.14%, 62.63%, 36.48%,-, 0.89%
47153,17.98%, 58.68%, 40.70%,-, 0.62%
47155,56.94%, 78.03%, 21.10%,-, 0.87%
47157,1.12%, 50.32%, 49.20%,-, 0.49%
47159,15.20%, 42.05%, 57.25%,-, 0.70%
47161,25.47%, 36.82%, 62.29%,-, 0.89%
47163,36.39%, 67.83%, 31.44%,-, 0.73%
47165,22.88%, 61.09%, 38.21%,-, 0.69%
47167,20.76%, 60.21%, 39.45%,-, 0.34%
47169,18.66%, 40.36%, 59.02%,-, 0.62%
47171,42.70%, 71.07%, 28.37%,-, 0.57%
47173,23.93%, 61.51%, 37.58%,-, 0.90%
47175,5.99%, 46.78%, 52.77%,-, 0.46%
47177,0.02%, 49.64%, 49.66%,-, 0.69%
47179,39.24%, 69.38%, 30.13%,-, 0.49%
47181,36.85%, 68.29%, 31.44%,-, 0.27%
47183,15.31%, 57.41%, 42.10%,-, 0.49%
47185,2.32%, 48.59%, 50.91%,-, 0.50%
47187,44.19%, 71.91%, 27.72%,-, 0.37%
47189,20.63%, 59.95%, 39.32%,-, 0.74%
48001,28.96%, 64.32%, 35.36%,-, 0.31%
48003,65.22%, 82.48%, 17.26%,-, 0.25%
48005,23.63%, 61.62%, 37.99%,-, 0.39%
48007,43.78%, 71.73%, 27.95%,-, 0.31%
48009,38.97%, 69.33%, 30.36%,-, 0.31%
48011,53.48%, 76.50%, 23.02%,-, 0.48%
48013,19.58%, 59.68%, 40.10%,-, 0.21%
48015,42.89%, 71.29%, 28.40%,-, 0.31%
48017,46.56%, 73.01%, 26.45%,-, 0.54%
48019,60.46%, 80.04%, 19.58%,-, 0.38%
48021,15.11%, 57.38%, 42.28%,-, 0.34%
48023,12.57%, 56.01%, 43.44%,-, 0.55%
48025,18.95%, 59.32%, 40.37%,-, 0.31%
48027,39.75%, 69.52%, 29.76%,-, 0.72%
48029,19.47%, 59.65%, 40.18%,-, 0.16%
48031,47.17%, 73.43%, 26.27%,-, 0.30%
48033,39.53%, 69.44%, 29.91%,-, 0.64%
48035,31.37%, 65.57%, 34.20%,-, 0.23%
48037,28.75%, 64.22%, 35.47%,-, 0.31%
48039,35.44%, 67.52%, 32.08%,-, 0.40%
48041,47.40%, 73.55%, 26.15%,-, 0.30%
48043,17.04%, 58.28%, 41.24%,-, 0.48%
48045,6.59%, 52.90%, 46.31%,-, 0.79%
48047,49.97%, 24.79%, 74.76%,-, 0.44%
