id,margin,hoover,smith,other,hex_color
13215,14.27%, 42.86%, 57.14%,-,6d0091
13217,11.14%, 44.43%, 55.57%,-,71008d
13219,6.83%, 46.58%, 53.42%,-,760088
13221,59.72%, 20.14%, 79.86%,-,3300cb
13223,30.69%, 65.34%, 34.66%,-,a60058
13225,46.67%, 26.67%, 73.33%,-,4400ba
13227,41.68%, 70.84%, 29.16%,-,b4004a
13229,29.46%, 35.27%, 64.73%,-,5900a5
13231,50.00%, 25.00%, 75.00%,-,3f00bf
13233,24.53%, 62.27%, 37.73%,-,9e0060
13235,71.77%, 14.11%, 85.89%,-,2300db
13237,84.57%, 7.71%, 92.29%,-,1300eb
13239,61.86%, 19.07%, 80.93%,-,3000ce
13241,31.70%, 34.15%, 65.85%,-,5700a7
13243,63.88%, 18.06%, 81.94%,-,2e00d0
13245,41.97%, 70.99%, 29.01%,-,b50049
13247,50.32%, 24.84%, 75.16%,-,3f00bf
13249,61.98%, 19.01%, 80.99%,-,3000ce
13251,40.36%, 70.18%, 29.82%,-,b2004c
13253,54.26%, 22.87%, 77.13%,-,3a00c4
13255,61.60%, 19.20%, 80.80%,-,3000ce
13257,23.73%, 38.14%, 61.86%,-,61009d
13259,78.54%, 10.73%, 89.27%,-,1b00e3
13261,61.59%, 19.20%, 80.80%,-,3000ce
13263,75.74%, 12.13%, 87.87%,-,1e00e0
13265,76.98%, 11.51%, 88.49%,-,1d00e1
13267,26.46%, 63.23%, 36.77%,-,a1005d
13269,25.13%, 37.43%, 62.57%,-,5f009f
13271,72.21%, 13.90%, 86.10%,-,2300db
13273,77.10%, 11.45%, 88.55%,-,1d00e1
13275,20.74%, 39.63%, 60.37%,-,650099
13277,18.04%, 40.98%, 59.02%,-,680096
13279,5.49%, 47.26%, 52.74%,-,780086
13281,24.75%, 62.37%, 37.63%,-,9f005f
13283,71.93%, 14.04%, 85.96%,-,2300db
13285,23.38%, 38.31%, 61.69%,-,61009d
13287,23.19%, 61.59%, 38.41%,-,9d0061
13289,77.05%, 11.47%, 88.53%,-,1d00e1
13291,64.36%, 82.18%, 17.82%,-,d1002d
13293,53.08%, 23.46%, 76.54%,-,3b00c3
13295,25.82%, 62.91%, 37.09%,-,a0005e
13297,45.61%, 27.20%, 72.80%,-,4500b9
13299,2.79%, 48.60%, 51.40%,-,7b0083
13301,1.59%, 50.80%, 49.20%,-,81007d
13303,41.51%, 29.24%, 70.76%,-,4a00b4
13305,8.32%, 45.84%, 54.16%,-,74008a
13307,48.09%, 25.96%, 74.04%,-,4200bc
13309,51.09%, 24.46%, 75.54%,-,3e00c0
13311,34.92%, 67.46%, 32.54%,-,ac0052
13313,17.69%, 58.84%, 41.16%,-,960068
13315,36.00%, 32.00%, 68.00%,-,5100ad
13317,3.30%, 51.65%, 48.35%,-,83007b
13319,36.41%, 31.79%, 68.21%,-,5100ad
13321,50.87%, 24.56%, 75.44%,-,3e00c0
15001,0%,-,-,-,000000
15003,0%,-,-,-,000000
15005,0%,-,-,-,000000
15007,0%,-,-,-,000000
15009,0%,-,-,-,000000
16001,44.44%, 71.84%, 27.40%, 0.75%,b70145
16003,16.24%, 57.57%, 41.33%, 1.10%,920269
16005,6.98%, 53.22%, 46.24%, 0.54%,870175
16007,22.20%, 60.98%, 38.78%, 0.24%,9b0062
16009,16.47%, 57.44%, 40.98%, 1.58%,920468
16011,28.96%, 64.27%, 35.31%, 0.42%,a3015a
16013,4.22%, 51.96%, 47.74%, 0.31%,840079
16015,14.36%, 56.69%, 42.33%, 0.98%,90026b
16017,27.81%, 63.24%, 35.43%, 1.33%,a1035a
16019,20.76%, 60.31%, 39.54%, 0.15%,990064
16021,24.79%, 61.66%, 36.88%, 1.46%,9d035e
16023,24.09%, 61.86%, 37.77%, 0.38%,9d0060
16025,28.02%, 63.25%, 35.22%, 1.53%,a10359
16027,53.08%, 75.82%, 22.74%, 1.45%,c10339
16029,23.50%, 61.49%, 37.99%, 0.52%,9c0160
16031,40.98%, 70.19%, 29.22%, 0.59%,b2014a
16033,50.00%, 74.90%, 24.90%, 0.19%,be003f
16035,16.54%, 57.62%, 41.08%, 1.30%,920368
16037,11.19%, 55.25%, 44.06%, 0.68%,8c0170
16039,20.56%, 59.94%, 39.37%, 0.69%,980164
16041,17.94%, 58.71%, 40.77%, 0.51%,950167
16043,7.16%, 46.26%, 53.41%, 0.33%,750088
16045,43.31%, 71.01%, 27.70%, 1.29%,b50346
16047,38.34%, 68.87%, 30.53%, 0.60%,af014d
16049,11.10%, 55.06%, 43.97%, 0.97%,8c0270
16051,10.60%, 55.18%, 44.58%, 0.23%,8c0071
16053,45.60%, 72.41%, 26.81%, 0.78%,b80144
16055,41.51%, 69.90%, 28.39%, 1.70%,b20448
16057,44.84%, 71.84%, 27.00%, 1.16%,b70244
16059,15.15%, 57.12%, 41.98%, 0.90%,91026b
16061,17.97%, 58.35%, 40.38%, 1.27%,940366
16063,41.32%, 70.50%, 29.18%, 0.33%,b3004a
16065,15.24%, 57.59%, 42.34%, 0.07%,92006b
16067,23.36%, 61.15%, 37.78%, 1.07%,9b0260
16069,22.86%, 61.02%, 38.15%, 0.83%,9b0261
16071,7.42%, 53.55%, 46.13%, 0.32%,880075
16073,26.08%, 62.20%, 36.11%, 1.69%,9e045c
16075,54.74%, 76.23%, 21.49%,-,c20036
16077,13.20%, 56.50%, 43.30%, 0.20%,90006e
16079,19.91%, 59.64%, 39.73%, 0.64%,980165
16081,36.72%, 68.27%, 31.55%, 0.18%,ae0050
16083,46.26%, 72.72%, 26.46%, 0.81%,b90243
16085,30.71%, 64.77%, 34.06%, 1.17%,a50256
16087,33.61%, 66.39%, 32.77%, 0.84%,a90253
17001,8.16%, 53.59%, 45.42%, 0.99%,880273
17003,22.78%, 61.24%, 38.46%, 0.30%,9c0062
17005,28.67%, 64.06%, 35.39%, 0.55%,a3015a
17007,62.34%, 80.95%, 18.60%, 0.45%,ce012f
17009,10.13%, 54.96%, 44.83%, 0.22%,8c0072
17011,27.97%, 63.73%, 35.77%, 0.50%,a2015b
17013,1.35%, 50.16%, 48.80%, 1.04%,7f027c
17015,53.23%, 76.34%, 23.11%, 0.55%,c2013a
17017,7.31%, 53.50%, 46.18%, 0.32%,880075
17019,37.05%, 68.28%, 31.23%, 0.49%,ae014f
17021,14.63%, 56.77%, 42.14%, 1.09%,90026b
17023,21.65%, 60.64%, 38.99%, 0.38%,9a0063
17025,30.32%, 65.16%, 34.84%,-,a60058
17027,37.99%, 30.77%, 68.76%, 0.48%,4e01af
17029,38.59%, 69.12%, 30.54%, 0.34%,b0004d
17031,6.22%, 52.73%, 46.51%, 0.77%,860176
17033,26.19%, 62.90%, 36.70%, 0.40%,a0015d
17035,26.62%, 63.04%, 36.42%, 0.54%,a0015c
17037,48.77%, 74.19%, 25.41%, 0.40%,bd0140
17039,39.47%, 69.40%, 29.93%, 0.67%,b0014c
17041,36.97%, 68.19%, 31.22%, 0.59%,ad014f
17043,45.30%, 72.37%, 27.07%, 0.56%,b80145
17045,16.95%, 58.27%, 41.32%, 0.40%,940169
17047,49.95%, 74.78%, 24.83%, 0.39%,be003f
17049,4.35%, 47.26%, 51.61%, 1.13%,780283
17051,23.99%, 61.65%, 37.66%, 0.69%,9d0160
17053,37.83%, 68.72%, 30.88%, 0.40%,af014e
17055,6.79%, 45.79%, 52.58%, 1.63%,740486
17057,22.68%, 59.95%, 37.28%, 0.20%,98005f
17059,7.80%, 45.78%, 53.58%, 0.64%,740188
17061,2.65%, 51.05%, 48.40%, 0.55%,82017b
17063,23.44%, 61.54%, 38.11%, 0.35%,9c0061
17065,3.71%, 51.08%, 47.36%, 1.56%,820378
17067,17.67%, 58.65%, 40.99%, 0.36%,950068
17069,30.20%, 64.35%, 34.15%, 1.50%,a40357
17071,43.01%, 71.11%, 28.10%, 0.79%,b50247
17073,42.54%, 70.83%, 28.29%, 0.88%,b40248
17075,21.78%, 60.71%, 38.94%, 0.35%,9a0063
17077,22.14%, 60.79%, 38.64%, 0.57%,9b0162
17079,2.33%, 51.04%, 48.71%, 0.26%,82007c
17081,10.68%, 55.08%, 44.40%, 0.53%,8c0171
17083,9.49%, 54.62%, 45.13%, 0.26%,8b0073
17085,24.09%, 61.59%, 37.50%, 0.91%,9d025f
17087,42.26%, 70.69%, 28.43%, 0.88%,b40248
17089,40.33%, 69.94%, 29.60%, 0.46%,b2014b
17091,7.44%, 53.44%, 45.99%, 0.57%,880175
17093,51.24%, 75.53%, 24.28%, 0.19%,c0003d
17095,45.49%, 72.33%, 26.84%, 0.83%,b80244
17097,36.78%, 67.73%, 30.95%, 1.32%,ac034e
17099,7.15%, 53.15%, 46.00%, 0.84%,870275
17101,21.03%, 60.16%, 39.13%, 0.71%,990163
17103,34.61%, 67.14%, 32.53%, 0.33%,ab0052
17105,31.92%, 65.68%, 33.76%, 0.55%,a70156
17107,20.53%, 59.97%, 39.44%, 0.59%,980164
17109,36.91%, 68.15%, 31.24%, 0.62%,ad014f
17111,31.04%, 65.33%, 34.29%, 0.38%,a60057
17113,31.58%, 65.37%, 33.79%, 0.84%,a60256
17115,42.02%, 70.68%, 28.66%, 0.66%,b40149
17117,2.63%, 47.68%, 50.32%, 2.00%,790580
17119,8.34%, 53.48%, 45.14%, 1.37%,880373
17121,21.84%, 60.52%, 38.69%, 0.79%,9a0262
17123,17.49%, 58.69%, 41.19%, 0.12%,950069
17125,9.83%, 54.78%, 44.95%, 0.26%,8b0072
17127,46.31%, 72.87%, 26.56%, 0.58%,b90143
17129,29.87%, 64.54%, 34.67%, 0.80%,a40258
17131,41.91%, 70.59%, 28.69%, 0.72%,b40149
17133,3.76%, 48.03%, 51.79%, 0.18%,7a0084
17135,9.70%, 54.29%, 44.60%, 1.11%,8a0271
17137,27.34%, 63.52%, 36.18%, 0.31%,a1005c
17139,20.81%, 60.31%, 39.50%, 0.18%,990064
17141,56.73%, 78.18%, 21.45%, 0.37%,c70036
17143,14.34%, 56.50%, 42.16%, 1.35%,90036b
17145,4.02%, 47.47%, 51.49%, 1.03%,790283
17147,39.74%, 69.62%, 29.88%, 0.50%,b1014c
17149,24.89%, 61.88%, 36.99%, 1.14%,9d025e
17151,48.97%, 74.06%, 25.09%, 0.85%,bc023f
17153,31.28%, 65.18%, 33.90%, 0.92%,a60256
17155,22.82%, 61.10%, 38.28%, 0.62%,9b0161
17157,4.23%, 47.46%, 51.69%, 0.85%,790283
17159,22.53%, 61.03%, 38.50%, 0.47%,9b0162
17161,30.91%, 65.22%, 34.31%, 0.47%,a60157
17163,7.86%, 45.60%, 53.46%, 0.94%,740288
17165,8.50%, 53.82%, 45.32%, 0.87%,890273
17167,20.52%, 59.99%, 39.47%, 0.54%,980164
17169,8.41%, 54.00%, 45.59%, 0.41%,890174
17171,20.08%, 59.96%, 39.88%, 0.16%,980065
17173,27.26%, 62.58%, 35.31%,-,9f005a
17175,38.67%, 69.09%, 30.42%, 0.49%,b0014d
17177,36.35%, 67.97%, 31.62%, 0.41%,ad0150
17179,15.07%, 56.73%, 41.66%, 1.61%,90046a
17181,10.58%, 44.52%, 55.10%, 0.39%,71008c
17183,25.60%, 62.26%, 36.66%, 1.07%,9e025d
17185,24.84%, 37.26%, 62.10%, 0.64%,5f019e
17187,48.67%, 73.61%, 24.93%, 1.46%,bb033f
17189,12.14%, 55.90%, 43.76%, 0.34%,8e006f
17191,24.88%, 62.04%, 37.16%, 0.80%,9e025e
17193,6.49%, 53.01%, 46.53%, 0.46%,870176
17195,53.59%, 76.60%, 23.01%, 0.39%,c3003a
17197,10.98%, 55.02%, 44.04%, 0.94%,8c0270
17199,3.63%, 51.21%, 47.58%, 1.21%,820379
17201,61.81%, 80.39%, 18.57%, 1.04%,cc022f
17203,21.46%, 60.30%, 38.84%, 0.86%,990263
18001,0.26%, 49.70%, 49.96%, 0.34%,7e007f
18003,13.08%, 56.38%, 43.30%, 0.32%,8f006e
18005,16.23%, 57.76%, 41.53%, 0.71%,930169
18007,17.23%, 58.37%, 41.14%, 0.49%,940168
18009,19.97%, 59.35%, 39.38%, 1.27%,970364
18011,18.44%, 58.81%, 40.37%, 0.82%,950266
18013,2.02%, 48.51%, 50.53%, 0.96%,7b0280
18015,19.91%, 59.54%, 39.64%, 0.82%,970265
18017,23.31%, 61.31%, 38.00%, 0.69%,9c0160
18019,13.04%, 56.39%, 43.35%, 0.25%,8f006e
18021,13.80%, 56.19%, 42.39%, 1.42%,8f036c
18023,12.57%, 55.89%, 43.31%, 0.80%,8e026e
18025,15.87%, 57.39%, 41.52%, 1.10%,920269
18027,14.29%, 56.73%, 42.45%, 0.82%,90026c
18029,17.31%, 58.49%, 41.18%, 0.33%,950069
18031,17.40%, 58.40%, 41.00%, 0.59%,940168
18033,28.63%, 64.04%, 35.41%, 0.56%,a3015a
18035,38.06%, 68.79%, 30.72%, 0.49%,af014e
18037,29.23%, 35.18%, 64.41%, 0.42%,5901a4
18039,50.05%, 74.76%, 24.71%, 0.53%,be013f
18041,25.79%, 62.63%, 36.84%, 0.53%,9f015d
18043,17.56%, 58.49%, 40.93%, 0.58%,950168
18045,11.95%, 55.60%, 43.65%, 0.75%,8d016f
18047,5.39%, 47.19%, 52.58%, 0.23%,780086
18049,23.05%, 61.09%, 38.04%, 0.87%,9b0261
18051,15.81%, 57.07%, 41.25%, 1.68%,910469
18053,33.25%, 65.98%, 32.74%, 1.28%,a80353
18055,17.50%, 57.81%, 40.31%, 1.88%,930466
18057,37.35%, 68.36%, 31.01%, 0.64%,ae014f
18059,13.71%, 56.49%, 42.78%, 0.73%,90016d
18061,9.51%, 54.43%, 44.91%, 0.66%,8a0172
18063,30.17%, 64.79%, 34.61%, 0.60%,a50158
18065,38.81%, 68.53%, 29.72%, 1.75%,ae044b
18067,35.49%, 66.89%, 31.40%, 1.71%,aa0450
18069,18.71%, 58.88%, 40.17%, 0.96%,960266
18071,0.20%, 49.78%, 49.58%, 0.64%,7e017e
18073,31.67%, 65.65%, 33.98%, 0.37%,a70056
18075,11.43%, 55.31%, 43.89%, 0.80%,8d026f
18077,15.01%, 57.24%, 42.22%, 0.54%,91016b
18079,21.91%, 60.76%, 38.85%, 0.39%,9a0063
18081,9.51%, 54.30%, 44.80%, 0.90%,8a0272
18083,0.98%, 49.92%, 48.93%, 1.15%,7f027c
18085,27.23%, 63.18%, 35.95%, 0.87%,a1025b
18087,29.47%, 64.40%, 34.93%, 0.67%,a40159
18089,20.13%, 59.68%, 39.55%, 0.77%,980164
18091,22.88%, 61.32%, 38.44%, 0.24%,9c0062
18093,37.80%, 68.70%, 30.90%, 0.40%,af014e
18095,29.56%, 64.45%, 34.89%, 0.66%,a40158
18097,19.73%, 59.55%, 39.82%, 0.63%,970165
18099,21.11%, 60.24%, 39.13%, 0.63%,990163
18101,4.34%, 51.88%, 47.54%, 0.57%,840179
18103,19.40%, 59.19%, 39.80%, 1.01%,960265
18105,34.44%, 67.00%, 32.56%, 0.44%,aa0153
18107,28.05%, 63.69%, 35.64%, 0.66%,a2015a
18109,16.18%, 57.76%, 41.58%, 0.67%,93016a
18111,29.65%, 64.48%, 34.83%, 0.70%,a40158
18113,20.09%, 59.76%, 39.67%, 0.57%,980165
18115,14.81%, 57.10%, 42.29%, 0.60%,91016b
18117,23.97%, 61.77%, 37.79%, 0.44%,9d0160
18119,11.17%, 55.03%, 43.86%, 1.11%,8c026f
18121,19.60%, 59.25%, 39.66%, 1.09%,970265
18123,0.13%, 49.89%, 50.02%, 0.09%,7f007f
18125,10.18%, 54.61%, 44.43%, 0.96%,8b0271
18127,41.49%, 70.44%, 28.95%, 0.61%,b30149
18129,4.05%, 51.80%, 47.74%, 0.46%,840179
18131,14.39%, 56.43%, 42.04%, 1.53%,8f036b
18133,12.23%, 55.72%, 43.50%, 0.78%,8e016e
18135,43.50%, 71.32%, 27.82%, 0.86%,b50246
18137,7.09%, 53.39%, 46.30%, 0.32%,880076
18139,37.52%, 68.38%, 30.85%, 0.77%,ae014e
18141,15.62%, 57.56%, 41.94%, 0.49%,92016a
18143,5.88%, 52.68%, 46.80%, 0.52%,860177
18145,12.89%, 56.14%, 43.24%, 0.62%,8f016e
18147,5.88%, 52.83%, 46.95%, 0.23%,860077
18149,15.44%, 57.32%, 41.89%, 0.79%,92026a
18151,43.52%, 71.35%, 27.83%, 0.82%,b50246
18153,4.59%, 51.09%, 46.50%, 2.41%,820676
18155,18.19%, 58.62%, 40.43%, 0.94%,950267
18157,26.88%, 63.25%, 36.37%, 0.39%,a1005c
18159,19.73%, 59.30%, 39.58%, 1.12%,970264
18161,32.41%, 65.99%, 33.57%, 0.44%,a80155
18163,19.26%, 59.44%, 40.17%, 0.39%,970066
18165,3.95%, 51.41%, 47.46%, 1.14%,830279
18167,10.61%, 54.71%, 44.10%, 1.18%,8b0370
18169,37.30%, 68.25%, 30.96%, 0.79%,ae024e
18171,37.76%, 68.57%, 30.81%, 0.62%,ae014e
18173,10.10%, 54.12%, 44.02%, 1.86%,8a0470
18175,4.29%, 51.96%, 47.66%, 0.38%,840079
18177,35.55%, 67.52%, 31.98%, 0.50%,ac0151
18179,1.23%, 48.93%, 50.16%, 0.91%,7c027f
18181,20.57%, 60.01%, 39.44%, 0.56%,990164
18183,15.57%, 57.43%, 41.86%, 0.71%,92016a
19001,38.34%, 68.95%, 30.61%, 0.45%,af014e
19003,33.02%, 66.04%, 33.02%, 0.94%,a80254
19005,19.35%, 59.43%, 40.08%, 0.48%,970166
19007,34.26%, 66.72%, 32.47%, 0.81%,aa0252
19009,0.51%, 49.44%, 49.95%, 0.61%,7e017f
19011,26.11%, 62.68%, 36.56%, 0.76%,9f015d
19013,39.09%, 69.35%, 30.25%, 0.40%,b0014d
19015,41.63%, 70.01%, 28.38%, 1.60%,b20448
19017,10.41%, 55.08%, 44.67%, 0.26%,8c0071
19019,30.94%, 65.36%, 34.42%, 0.22%,a60057
19021,31.89%, 65.47%, 33.58%, 0.95%,a60255
19023,43.49%, 71.50%, 28.01%, 0.49%,b60147
19025,21.19%, 60.24%, 39.05%, 0.71%,990163
19027,20.85%, 39.47%, 60.32%, 0.21%,640099
19029,39.48%, 69.43%, 29.95%, 0.62%,b1014c
19031,31.54%, 65.49%, 33.94%, 0.57%,a60156
19033,32.09%, 65.78%, 33.69%, 0.53%,a70155
19035,18.21%, 58.91%, 40.71%, 0.38%,960067
19037,0.64%, 50.20%, 49.57%, 0.23%,80007e
19039,25.35%, 61.92%, 36.57%, 1.51%,9d035d
19041,31.59%, 65.51%, 33.92%, 0.58%,a70156
19043,23.01%, 61.28%, 38.28%, 0.44%,9c0161
19045,17.40%, 58.57%, 41.17%, 0.26%,950068
19047,13.27%, 43.05%, 56.32%, 0.63%,6d018f
19049,40.02%, 69.73%, 29.71%, 0.55%,b1014b
19051,9.47%, 54.52%, 45.04%, 0.44%,8b0172
19053,18.98%, 59.06%, 40.07%, 0.87%,960266
19055,27.76%, 63.74%, 35.99%, 0.27%,a2005b
19057,30.48%, 64.70%, 34.22%, 1.09%,a40257
19059,41.58%, 70.57%, 28.99%, 0.44%,b30149
19061,33.12%, 33.30%, 66.42%, 0.28%,5400a9
19063,40.22%, 70.11%, 29.89%,-,b2004c
19065,34.19%, 66.66%, 32.46%, 0.88%,a90252
19067,46.20%, 72.80%, 26.61%, 0.59%,b90143
19069,33.23%, 65.54%, 32.31%, 2.14%,a70552
19071,12.00%, 55.71%, 43.70%, 0.59%,8e016f
19073,36.17%, 67.84%, 31.67%, 0.49%,ac0150
19075,38.57%, 69.03%, 30.46%, 0.51%,b0014d
19077,36.07%, 67.84%, 31.77%, 0.38%,ac0051
19079,16.63%, 58.01%, 41.38%, 0.61%,930169
19081,23.18%, 61.12%, 37.94%, 0.94%,9b0260
19083,41.20%, 70.32%, 29.12%, 0.56%,b3014a
19085,11.94%, 55.79%, 43.86%, 0.35%,8e006f
19087,42.69%, 70.90%, 28.21%, 0.89%,b40247
19089,2.76%, 51.18%, 48.42%, 0.39%,82007b
19091,25.40%, 62.52%, 37.12%, 0.35%,9f005e
19093,6.67%, 52.77%, 46.10%, 1.13%,860275
19095,14.12%, 56.85%, 42.73%, 0.42%,90016c
19097,11.89%, 55.73%, 43.84%, 0.43%,8e016f
19099,40.33%, 69.76%, 29.42%, 0.82%,b1024b
19101,38.74%, 69.05%, 30.31%, 0.65%,b0014d
19103,0.74%, 50.27%, 49.53%, 0.20%,80007e
19105,26.10%, 62.83%, 36.74%, 0.43%,a0015d
19107,16.82%, 58.23%, 41.41%, 0.35%,940069
19109,1.47%, 50.36%, 48.90%, 0.74%,80017c
19111,19.84%, 59.86%, 40.02%, 0.13%,980066
19113,36.83%, 68.24%, 31.41%, 0.35%,ae0050
19115,38.19%, 68.80%, 30.61%, 0.59%,af014e
19117,33.31%, 66.01%, 32.70%, 1.28%,a80353
19119,31.79%, 65.52%, 33.73%, 0.74%,a70156
19121,33.14%, 66.15%, 33.02%, 0.83%,a80254
19123,39.08%, 69.09%, 30.00%, 0.91%,b0024c
19125,20.14%, 59.36%, 39.22%, 1.42%,970364
19127,46.45%, 72.90%, 26.45%, 0.64%,b90143
19129,22.19%, 60.86%, 38.68%, 0.46%,9b0162
19131,20.78%, 59.90%, 39.12%, 0.98%,980263
19133,13.72%, 56.55%, 42.82%, 0.63%,90016d
19135,17.78%, 58.16%, 40.38%, 1.46%,940366
19137,42.25%, 70.81%, 28.56%, 0.63%,b40148
19139,35.66%, 67.45%, 31.79%, 0.77%,ab0151
19141,33.54%, 66.39%, 32.84%, 0.77%,a90153
19143,14.08%, 56.69%, 42.60%, 0.71%,90016c
19145,48.03%, 73.34%, 25.31%, 1.36%,bb0340
19147,9.76%, 54.49%, 44.74%, 0.77%,8a0172
19149,1.69%, 48.98%, 50.67%, 0.34%,7c0081
19151,8.06%, 53.75%, 45.70%, 0.55%,890174
19153,36.10%, 67.65%, 31.55%, 0.80%,ac0250
19155,18.26%, 58.91%, 40.65%, 0.45%,960167
19157,29.75%, 63.95%, 34.20%, 1.85%,a30457
19159,39.80%, 69.57%, 29.77%, 0.66%,b1014b
19161,29.59%, 64.48%, 34.89%, 0.62%,a40158
19163,13.41%, 56.47%, 43.06%, 0.47%,8f016d
19165,2.05%, 48.85%, 50.90%, 0.25%,7c0081
19167,38.27%, 68.97%, 30.70%, 0.34%,af004e
19169,52.98%, 75.72%, 22.75%, 1.53%,c1033a
19171,7.58%, 53.58%, 45.99%, 0.43%,880175
19173,38.37%, 68.68%, 30.31%, 1.01%,af024d
19175,34.15%, 66.71%, 32.56%, 0.74%,aa0153
19177,33.36%, 66.45%, 33.09%, 0.46%,a90154
19179,33.05%, 66.10%, 33.05%, 0.85%,a80254
19181,40.25%, 69.74%, 29.50%, 0.76%,b1014b
19183,36.54%, 68.04%, 31.50%, 0.46%,ad0150
19185,20.25%, 59.46%, 39.21%, 1.34%,970363
19187,13.41%, 56.39%, 42.97%, 0.64%,8f016d
19189,43.84%, 70.09%, 26.25%, 0.19%,b20042
19191,5.66%, 52.46%, 46.79%, 0.75%,850177
19193,9.99%, 54.78%, 44.78%, 0.44%,8b0172
19195,37.28%, 67.60%, 30.32%, 2.08%,ac054d
19197,32.41%, 65.79%, 33.38%, 0.83%,a70255
20001,57.22%, 78.30%, 21.09%, 0.61%,c70135
20003,30.77%, 64.94%, 34.17%, 0.89%,a50257
20005,27.69%, 63.67%, 35.98%, 0.35%,a2005b
20007,54.12%, 76.43%, 22.31%, 1.26%,c20338
20009,28.18%, 63.94%, 35.75%, 0.31%,a3005b
20011,52.62%, 75.88%, 23.26%, 0.86%,c1023b
20013,53.77%, 76.77%, 23.00%, 0.23%,c3003a
20015,59.64%, 79.43%, 19.79%, 0.79%,ca0232
20017,46.92%, 72.79%, 25.88%, 1.33%,b90341
20019,54.25%, 75.97%, 21.71%, 0.16%,c10037
20021,35.73%, 66.20%, 30.47%,-,a8004d
20023,41.79%, 69.61%, 27.83%, 0.05%,b10046
20025,53.26%, 76.41%, 23.15%, 0.44%,c2013b
20027,48.68%, 73.74%, 25.07%, 1.19%,bc033f
20029,37.57%, 68.25%, 30.68%, 1.07%,ae024e
20031,48.07%, 73.81%, 25.74%, 0.46%,bc0141
20033,60.16%, 79.98%, 19.81%, 0.21%,cb0032
20035,62.86%, 80.79%, 17.93%, 1.28%,ce032d
20037,26.31%, 62.31%, 36.00%, 1.69%,9e045b
20039,34.07%, 66.53%, 32.46%, 1.01%,a90252
20041,54.74%, 77.04%, 22.30%, 0.66%,c40138
20043,45.49%, 72.64%, 27.16%, 0.20%,b90045
20045,58.36%, 78.70%, 20.34%, 0.96%,c80233
20047,47.41%, 73.37%, 25.95%, 0.68%,bb0142
20049,56.08%, 77.50%, 21.42%, 1.08%,c50236
20051,32.79%, 33.50%, 66.29%, 0.22%,5500a9
20053,21.19%, 60.23%, 39.04%, 0.74%,990163
20055,54.32%, 76.65%, 22.34%, 1.01%,c30238
20057,44.23%, 71.59%, 27.36%, 1.05%,b60245
20059,57.58%, 78.40%, 20.82%, 0.78%,c70135
20061,38.86%, 69.15%, 30.29%, 0.55%,b0014d
20063,42.47%, 70.95%, 28.47%, 0.58%,b40148
20065,25.08%, 61.68%, 36.60%, 1.72%,9d045d
20067,54.15%, 76.41%, 22.26%, 1.32%,c20338
20069,35.87%, 67.47%, 31.60%, 0.94%,ac0250
20071,56.68%, 78.25%, 21.57%, 0.18%,c70037
20073,57.71%, 78.53%, 20.81%, 0.66%,c80135
20075,38.83%, 68.43%, 29.61%, 1.96%,ae044b
20077,56.77%, 77.85%, 21.08%, 1.07%,c60235
20079,56.19%, 77.62%, 21.43%, 0.94%,c50236
20081,48.18%, 73.41%, 25.23%, 1.36%,bb0340
20083,35.76%, 67.55%, 31.79%, 0.66%,ac0151
20085,49.73%, 74.55%, 24.83%, 0.62%,be013f
20087,49.88%, 74.77%, 24.89%, 0.34%,be003f
20089,55.27%, 76.90%, 21.63%, 1.48%,c40337
20091,41.39%, 70.40%, 29.01%, 0.59%,b30149
20093,56.51%, 77.22%, 20.71%,-,c40034
20095,39.80%, 69.63%, 29.82%, 0.55%,b1014c
20097,64.81%, 82.09%, 17.28%, 0.64%,d1012c
20099,49.86%, 74.22%, 24.35%, 1.43%,bd033e
20101,44.10%, 71.30%, 27.20%, 1.49%,b50345
20103,12.84%, 56.27%, 43.43%, 0.30%,8f006e
20105,46.87%, 73.12%, 26.25%, 0.63%,ba0142
20107,51.59%, 75.19%, 23.60%, 1.21%,bf033c
20109,44.42%, 71.64%, 27.22%, 1.14%,b60245
20111,51.68%, 75.49%, 23.81%, 0.70%,c0013c
20113,61.28%, 79.98%, 18.71%, 1.31%,cb032f
20115,47.34%, 73.50%, 26.15%, 0.35%,bb0042
20117,34.79%, 67.06%, 32.27%, 0.67%,ab0152
20119,46.70%, 73.16%, 26.46%, 0.39%,ba0043
20121,46.38%, 72.71%, 26.33%, 0.96%,b90243
20123,26.92%, 62.84%, 35.92%, 1.24%,a0035b
20125,53.90%, 76.31%, 22.41%, 1.27%,c20339
20127,60.25%, 79.54%, 19.29%, 1.16%,ca0231
20129,58.58%, 78.78%, 20.20%, 1.01%,c80233
20131,22.66%, 61.10%, 38.45%, 0.45%,9b0162
20133,45.36%, 72.27%, 26.92%, 0.81%,b80244
20135,44.27%, 71.51%, 27.24%, 1.25%,b60345
20137,50.09%, 73.99%, 23.90%,-,bc003c
20139,47.69%, 73.24%, 25.55%, 1.22%,ba0341
20141,63.21%, 81.34%, 18.13%, 0.53%,cf012e
20143,46.55%, 72.53%, 25.98%, 1.49%,b80342
20145,50.78%, 75.18%, 24.40%, 0.43%,bf013e
20147,40.78%, 69.77%, 28.99%, 1.24%,b10349
20149,30.96%, 65.30%, 34.35%, 0.35%,a60057
