id,margin,mccain,obama,other,hex_color
13169,25.76%, 62.46%, 36.69%, 0.85%,9f025d
13171,27.53%, 63.24%, 35.72%, 1.04%,a1025b
13173,25.17%, 62.05%, 36.88%, 1.08%,9e025e
13175,21.45%, 60.37%, 38.92%, 0.71%,990163
13177,52.05%, 75.69%, 23.64%, 0.66%,c1013c
13179,28.33%, 35.54%, 63.87%, 0.60%,5a01a2
13181,24.43%, 61.73%, 37.30%, 0.97%,9d025f
13183,24.02%, 61.24%, 37.23%, 1.53%,9c035e
13185,9.36%, 54.19%, 44.83%, 0.98%,8a0272
13187,51.67%, 74.95%, 23.28%, 1.76%,bf043b
13189,14.92%, 57.11%, 42.19%, 0.70%,91016b
13191,6.05%, 52.63%, 46.58%, 0.79%,860276
13193,30.88%, 34.35%, 65.23%, 0.42%,5701a6
13195,46.29%, 72.38%, 26.09%, 1.53%,b80342
13197,12.26%, 55.58%, 43.32%, 1.10%,8d026e
13199,5.43%, 52.34%, 46.91%, 0.75%,850177
13201,39.45%, 69.31%, 29.85%, 0.84%,b0024c
13205,4.05%, 51.66%, 47.61%, 0.73%,830179
13207,31.51%, 65.31%, 33.80%, 0.89%,a60256
13209,41.08%, 70.16%, 29.08%, 0.75%,b2014a
13211,31.60%, 65.32%, 33.73%, 0.95%,a60256
13213,45.02%, 71.46%, 26.43%, 2.11%,b60543
13215,19.67%, 39.87%, 59.54%, 0.59%,650197
13217,1.18%, 49.03%, 50.21%, 0.77%,7d0180
13219,42.48%, 70.57%, 28.09%, 1.33%,b30347
13221,29.58%, 64.12%, 34.54%, 1.35%,a30358
13223,38.48%, 68.67%, 30.19%, 1.15%,af024c
13225,6.73%, 46.20%, 52.94%, 0.86%,750286
13227,57.82%, 78.08%, 20.25%, 1.67%,c70433
13229,62.48%, 80.92%, 18.43%, 0.65%,ce012e
13231,60.48%, 79.64%, 19.16%, 1.20%,cb0330
13233,40.97%, 69.60%, 28.63%, 1.77%,b10449
13235,29.68%, 64.44%, 34.76%, 0.81%,a40258
13237,31.34%, 65.28%, 33.94%, 0.78%,a60156
13239,7.89%, 45.61%, 53.49%, 0.90%,740288
13241,45.67%, 71.89%, 26.22%, 1.90%,b70442
13243,14.39%, 42.59%, 56.98%, 0.44%,6c0191
13245,31.80%, 33.80%, 65.60%, 0.60%,5601a7
13247,9.54%, 44.78%, 54.32%, 0.89%,72028a
13249,44.45%, 72.00%, 27.54%, 0.46%,b70146
13251,6.15%, 52.77%, 46.62%, 0.62%,860176
13253,16.35%, 57.77%, 41.43%, 0.80%,930269
13255,18.75%, 58.85%, 40.09%, 1.06%,960266
13257,47.23%, 72.87%, 25.63%, 1.50%,b90341
13259,24.75%, 37.13%, 61.88%, 1.00%,5e029d
13261,6.01%, 46.65%, 52.66%, 0.69%,760186
13263,28.86%, 35.15%, 64.01%, 0.84%,5902a3
13265,30.71%, 34.24%, 64.95%, 0.81%,5702a5
13267,41.60%, 70.32%, 28.72%, 0.95%,b30249
13269,13.52%, 56.34%, 42.82%, 0.84%,8f026d
13271,14.26%, 56.81%, 42.55%, 0.64%,90016c
13273,13.82%, 42.75%, 56.57%, 0.68%,6d0190
13275,15.80%, 57.54%, 41.74%, 0.71%,92016a
13277,32.81%, 66.09%, 33.28%, 0.62%,a80154
13279,38.07%, 68.61%, 30.54%, 0.85%,ae024d
13281,50.33%, 74.46%, 24.13%, 1.41%,bd033d
13283,24.11%, 61.65%, 37.54%, 0.81%,9d025f
13285,18.94%, 59.04%, 40.11%, 0.85%,960266
13287,18.81%, 58.94%, 40.13%, 0.93%,960266
13289,6.97%, 46.15%, 53.12%, 0.73%,750187
13291,51.70%, 74.96%, 23.26%, 1.79%,bf043b
13293,28.25%, 63.77%, 35.52%, 0.72%,a2015a
13295,46.57%, 72.33%, 25.77%, 1.90%,b80441
13297,52.06%, 75.54%, 23.47%, 0.99%,c0023b
13299,34.39%, 66.83%, 32.44%, 0.73%,aa0152
13301,17.54%, 40.83%, 58.38%, 0.79%,680294
13303,4.40%, 47.49%, 51.89%, 0.62%,790184
13305,44.85%, 71.88%, 27.03%, 1.10%,b70244
13307,6.57%, 52.93%, 46.35%, 0.72%,860176
13309,27.73%, 63.60%, 35.86%, 0.54%,a2015b
13311,58.27%, 78.41%, 20.13%, 1.46%,c70333
13313,39.81%, 69.20%, 29.39%, 1.42%,b0034a
13315,37.33%, 68.24%, 30.91%, 0.85%,ae024e
13317,7.71%, 53.46%, 45.75%, 0.79%,880274
13319,1.09%, 50.21%, 49.12%, 0.66%,80017d
13321,38.63%, 68.96%, 30.33%, 0.72%,af014d
15001,53.73%, 22.22%, 75.94%, 1.84%,3804c1
15003,41.09%, 28.74%, 69.83%, 1.44%,4903b2
15005,0%,-,-,-,000000
15007,52.05%, 22.94%, 74.99%, 2.07%,3a05bf
15009,55.17%, 21.54%, 76.71%, 1.75%,3604c3
16001,6.14%, 51.63%, 45.49%, 2.87%,830773
16003,34.01%, 65.39%, 31.38%, 3.23%,a60850
16005,12.88%, 54.62%, 41.74%, 3.64%,8b096a
16007,63.71%, 80.77%, 17.06%, 2.17%,cd052b
16009,29.76%, 63.54%, 33.79%, 2.67%,a20656
16011,45.50%, 71.29%, 25.79%, 2.93%,b50741
16013,33.18%, 32.53%, 65.71%, 1.77%,5204a7
16015,31.62%, 64.48%, 32.87%, 2.65%,a40653
16017,16.91%, 57.01%, 40.10%, 2.89%,910766
16019,42.96%, 70.34%, 27.38%, 2.28%,b30545
16021,33.67%, 65.02%, 31.35%, 3.63%,a5094f
16023,52.34%, 74.89%, 22.55%, 2.55%,be0639
16025,38.03%, 68.28%, 30.26%, 1.46%,ae034d
16027,34.93%, 66.07%, 31.14%, 2.79%,a8074f
16029,63.69%, 80.44%, 16.75%, 2.82%,cd072a
16031,63.06%, 79.93%, 16.88%, 3.19%,cb082b
16033,64.27%, 81.33%, 17.07%, 1.60%,cf042b
16035,34.77%, 65.77%, 31.00%, 3.23%,a7084f
16037,46.03%, 71.99%, 25.97%, 2.04%,b70542
16039,36.22%, 66.76%, 30.53%, 2.71%,aa064d
16041,71.86%, 83.68%, 11.82%, 1.69%,d5041e
16043,61.81%, 79.92%, 18.11%, 1.97%,cb052e
16045,43.02%, 70.27%, 27.25%, 2.48%,b30645
16047,42.22%, 69.84%, 27.62%, 2.54%,b20646
16049,47.22%, 71.79%, 24.56%, 1.62%,b7043e
16051,66.08%, 81.79%, 15.72%, 2.49%,d00628
16053,45.32%, 71.52%, 26.20%, 2.28%,b60542
16055,26.01%, 61.38%, 35.37%, 3.24%,9c085a
16057,6.74%, 44.59%, 51.32%, 4.09%,710a82
16059,45.72%, 71.57%, 25.85%, 2.58%,b60641
16061,44.12%, 70.68%, 26.55%, 2.77%,b40743
16063,36.74%, 65.88%, 29.14%, 0.86%,a7024a
16065,72.78%, 85.24%, 12.46%, 2.30%,d9051f
16067,50.17%, 73.83%, 23.66%, 2.51%,bc063c
16069,18.15%, 58.11%, 39.97%, 1.92%,940465
16071,62.12%, 79.74%, 17.62%, 2.64%,cb062c
16073,51.26%, 74.52%, 23.26%, 2.22%,be053b
16075,41.10%, 68.88%, 27.78%, 3.34%,af0846
16077,25.58%, 61.72%, 36.14%, 2.15%,9d055c
16079,7.62%, 52.11%, 44.49%, 3.41%,840871
16081,0.84%, 48.57%, 49.41%, 2.02%,7b057d
16083,36.39%, 66.52%, 30.13%, 3.36%,a9084c
16085,6.93%, 52.33%, 45.40%, 2.27%,850573
16087,42.77%, 70.31%, 27.54%, 2.15%,b30546
17001,22.38%, 60.55%, 38.17%, 1.28%,9a0361
17003,12.59%, 42.87%, 55.46%, 1.67%,6d048d
17005,1.31%, 49.59%, 48.28%, 2.14%,7e057b
17007,4.18%, 46.78%, 50.96%, 2.26%,770581
17009,21.65%, 59.91%, 38.26%, 1.82%,980461
17011,5.70%, 46.12%, 51.82%, 2.06%,750584
17013,7.46%, 45.12%, 52.59%, 2.29%,730586
17015,4.80%, 46.74%, 51.54%, 1.72%,770483
17017,1.34%, 48.18%, 49.52%, 2.30%,7a057e
17019,17.45%, 40.13%, 57.57%, 2.30%,660592
17021,6.29%, 51.94%, 45.65%, 2.41%,840674
17023,8.02%, 53.04%, 45.02%, 1.94%,870472
17025,23.21%, 60.72%, 37.50%, 1.78%,9a045f
17027,9.82%, 54.04%, 44.22%, 1.73%,890470
17029,3.19%, 47.42%, 50.60%, 1.98%,780581
17031,53.39%, 22.82%, 76.21%, 0.97%,3a02c2
17033,12.97%, 55.39%, 42.42%, 2.19%,8d056c
17035,20.62%, 59.11%, 38.49%, 2.40%,960662
17037,16.72%, 40.61%, 57.33%, 2.05%,670592
17039,13.28%, 55.52%, 42.24%, 2.23%,8d056b
17041,21.21%, 59.73%, 38.52%, 1.74%,980462
17043,10.78%, 43.93%, 54.72%, 1.35%,70038b
17045,7.91%, 53.09%, 45.18%, 1.73%,870473
17047,29.65%, 63.56%, 33.91%, 2.53%,a20656
17049,35.91%, 67.08%, 31.17%, 1.75%,ab044f
17051,15.78%, 56.64%, 40.86%, 2.49%,900668
17053,28.94%, 63.73%, 34.80%, 1.47%,a20358
17055,2.80%, 50.25%, 47.45%, 2.30%,800578
17057,21.27%, 38.19%, 59.45%, 2.36%,610697
17059,13.06%, 42.20%, 55.26%, 2.54%,6b068c
17061,7.45%, 52.40%, 44.95%, 2.64%,850672
17063,1.69%, 48.07%, 49.76%, 2.17%,7a057e
17065,13.00%, 54.93%, 41.92%, 3.15%,8c086a
17067,10.77%, 54.50%, 43.73%, 1.76%,8a046f
17069,19.36%, 58.80%, 39.43%, 1.77%,950464
17071,17.60%, 40.25%, 57.85%, 1.91%,660493
17073,7.72%, 45.33%, 53.04%, 1.63%,730487
17075,29.74%, 63.82%, 34.08%, 2.10%,a20556
17077,21.71%, 37.81%, 59.52%, 2.66%,600697
17079,17.52%, 57.64%, 40.12%, 2.24%,920566
17081,10.68%, 54.02%, 43.33%, 2.65%,89066e
17083,2.70%, 50.20%, 47.50%, 2.30%,800579
17085,10.49%, 44.00%, 54.49%, 1.51%,70038a
17087,34.51%, 66.15%, 31.64%, 2.22%,a80550
17089,11.79%, 43.42%, 55.21%, 1.37%,6e038c
17091,4.62%, 46.80%, 51.41%, 1.79%,770483
17093,7.19%, 45.75%, 52.95%, 1.30%,740387
17095,19.80%, 39.09%, 58.89%, 2.03%,630596
17097,19.57%, 39.53%, 59.10%, 1.37%,640396
17099,11.07%, 43.47%, 54.55%, 1.98%,6e058b
17101,5.90%, 51.89%, 45.99%, 2.12%,840575
17103,3.01%, 50.49%, 47.47%, 2.04%,800579
17105,19.16%, 58.66%, 39.50%, 1.84%,950464
17107,16.84%, 57.41%, 40.57%, 2.02%,920567
17109,5.57%, 46.32%, 51.89%, 1.79%,760484
17111,5.33%, 46.44%, 51.77%, 1.79%,760484
17113,1.22%, 48.46%, 49.67%, 1.87%,7b047e
17115,1.05%, 48.55%, 49.60%, 1.86%,7b047e
17117,9.80%, 44.07%, 53.87%, 2.06%,700589
17119,9.17%, 44.43%, 53.60%, 1.97%,710588
17121,1.99%, 49.92%, 47.93%, 2.15%,7f057a
17123,1.01%, 49.54%, 48.53%, 1.92%,7e047b
17125,5.87%, 45.98%, 51.85%, 2.17%,750584
17127,23.28%, 60.63%, 37.36%, 2.01%,9a055f
17129,14.91%, 56.69%, 41.78%, 1.53%,90036a
17131,11.88%, 43.21%, 55.10%, 1.69%,6e048c
17133,10.63%, 54.50%, 43.87%, 1.63%,8a046f
17135,2.64%, 47.64%, 50.28%, 2.08%,790580
17137,0.81%, 49.31%, 48.51%, 2.18%,7d057b
17139,12.80%, 55.33%, 42.53%, 2.14%,8d056c
17141,7.58%, 52.72%, 45.13%, 2.15%,860573
17143,13.86%, 42.32%, 56.19%, 1.49%,6b038f
17145,3.85%, 50.89%, 47.03%, 2.08%,810577
17147,12.55%, 55.34%, 42.79%, 1.86%,8d046d
17149,18.75%, 58.31%, 39.57%, 2.12%,940564
17151,22.32%, 60.20%, 37.88%, 1.93%,990460
17153,1.38%, 48.72%, 50.09%, 1.19%,7c037f
17155,15.62%, 41.23%, 56.85%, 1.92%,690490
17157,0.94%, 49.59%, 48.64%, 1.77%,7e047c
17159,14.96%, 56.42%, 41.46%, 2.12%,8f0569
17161,24.55%, 36.97%, 61.52%, 1.51%,5e039c
17163,22.37%, 38.05%, 60.42%, 1.54%,61039a
17165,8.85%, 53.15%, 44.29%, 2.56%,870670
17167,4.35%, 46.90%, 51.25%, 1.86%,770482
17169,1.75%, 47.75%, 49.49%, 2.76%,79077e
17171,14.00%, 55.81%, 41.81%, 2.38%,8e066a
17173,19.73%, 58.67%, 38.94%, 2.39%,950663
17175,5.34%, 51.83%, 46.49%, 1.68%,840476
17177,6.65%, 45.75%, 52.40%, 1.84%,740485
17179,6.03%, 51.90%, 45.87%, 2.23%,840574
17181,11.85%, 54.65%, 42.80%, 2.55%,8b066d
17183,0.58%, 48.62%, 49.21%, 2.17%,7b057d
17185,13.67%, 56.16%, 42.49%, 1.35%,8f036c
17187,8.05%, 45.12%, 53.17%, 1.71%,730487
17189,14.26%, 56.39%, 42.13%, 1.48%,8f036b
17191,35.22%, 66.78%, 31.56%, 1.66%,aa0450
17193,9.02%, 53.50%, 44.48%, 2.03%,880571
17195,17.50%, 40.32%, 57.82%, 1.87%,660493
17197,13.17%, 42.69%, 55.86%, 1.45%,6c038e
17199,14.70%, 56.30%, 41.59%, 2.11%,8f056a
17201,12.74%, 42.53%, 55.27%, 2.20%,6c058c
17203,26.57%, 62.39%, 35.82%, 1.79%,9f045b
18001,25.67%, 62.07%, 36.40%, 1.53%,9e035c
18003,4.34%, 51.67%, 47.34%, 0.99%,830278
18005,11.26%, 54.90%, 43.64%, 1.46%,8b036f
18007,16.24%, 57.19%, 40.95%, 1.86%,910468
18009,0.24%, 49.36%, 49.12%, 1.52%,7d037d
18011,25.74%, 62.27%, 36.54%, 1.19%,9e035d
18013,2.56%, 50.40%, 47.85%, 1.75%,80047a
18015,12.84%, 55.61%, 42.77%, 1.63%,8d046d
18017,8.53%, 53.32%, 44.79%, 1.89%,870472
18019,7.04%, 52.89%, 45.85%, 1.26%,860374
18021,11.52%, 55.00%, 43.48%, 1.53%,8c036e
18023,13.00%, 55.79%, 42.79%, 1.41%,8e036d
18025,2.26%, 50.44%, 48.19%, 1.37%,80037a
18027,35.22%, 67.05%, 31.83%, 1.11%,aa0251
18029,34.94%, 67.00%, 32.06%, 0.94%,aa0251
18031,24.35%, 61.40%, 37.06%, 1.54%,9c035e
18033,15.17%, 56.95%, 41.78%, 1.28%,91036a
18035,14.94%, 41.85%, 56.80%, 1.35%,6a0390
18037,4.18%, 51.23%, 47.05%, 1.72%,820477
18039,11.17%, 55.00%, 43.83%, 1.17%,8c026f
18041,5.57%, 51.87%, 46.30%, 1.83%,840476
18043,10.07%, 54.43%, 44.35%, 1.22%,8a0371
18045,14.33%, 55.99%, 41.66%, 0.22%,8e006a
18047,33.96%, 65.95%, 31.99%, 2.07%,a80551
18049,16.04%, 57.15%, 41.11%, 1.74%,910468
18051,13.15%, 55.72%, 42.57%, 1.71%,8e046c
18053,13.06%, 55.93%, 42.87%, 1.20%,8e036d
18055,14.52%, 56.34%, 41.82%, 1.83%,8f046a
18057,22.20%, 60.64%, 38.45%, 0.91%,9a0262
18059,29.59%, 64.25%, 34.67%, 1.08%,a30258
18061,17.95%, 58.06%, 40.10%, 1.84%,940466
18063,23.33%, 61.07%, 37.73%, 1.20%,9b0360
18065,3.93%, 51.11%, 47.18%, 1.71%,820478
18067,6.12%, 52.14%, 46.02%, 1.84%,840475
18069,27.19%, 62.91%, 35.72%, 1.36%,a0035b
18071,13.60%, 55.77%, 42.17%, 2.06%,8e056b
18073,20.33%, 59.39%, 39.06%, 1.55%,970363
18075,7.85%, 52.88%, 45.03%, 2.09%,860572
18077,5.91%, 52.21%, 46.30%, 1.50%,850376
18079,8.02%, 52.88%, 44.87%, 0.04%,860072
18081,25.40%, 62.07%, 36.66%, 1.27%,9e035d
18083,6.51%, 52.60%, 46.08%, 1.32%,860375
18085,37.28%, 67.87%, 30.60%, 1.53%,ad034e
18087,21.38%, 59.80%, 38.42%, 1.78%,980461
18089,34.23%, 32.41%, 66.64%, 0.95%,5202a9
18091,21.99%, 38.11%, 60.10%, 1.79%,610499
18093,20.56%, 59.45%, 38.89%, 1.66%,970463
18095,6.53%, 45.96%, 52.49%, 1.55%,750385
18097,28.33%, 35.34%, 63.67%, 1.00%,5a02a2
18099,13.55%, 56.03%, 42.48%, 1.49%,8e036c
18101,28.88%, 63.68%, 34.80%, 1.53%,a20358
18103,19.41%, 58.72%, 39.30%, 1.98%,950564
18105,32.08%, 33.32%, 65.39%, 1.29%,5403a6
18107,19.93%, 59.27%, 39.34%, 1.39%,970364
18109,27.07%, 62.92%, 35.85%, 1.22%,a0035b
18111,11.17%, 54.53%, 43.36%, 2.11%,8b056e
18113,15.34%, 56.88%, 41.54%, 1.59%,910469
18115,19.02%, 58.70%, 39.68%, 1.61%,950465
18117,14.13%, 55.94%, 41.81%, 2.24%,8e056a
18119,10.34%, 54.04%, 43.70%, 2.26%,89056f
18121,14.09%, 55.92%, 41.83%, 2.25%,8e056a
18123,22.84%, 37.71%, 60.55%, 1.73%,60049a
18125,8.64%, 53.43%, 44.79%, 1.78%,880472
18127,7.17%, 45.60%, 52.77%, 1.63%,740486
18129,7.64%, 53.28%, 45.63%, 1.09%,870274
18131,15.46%, 56.81%, 41.35%, 1.84%,900469
18133,11.94%, 55.10%, 43.16%, 1.74%,8c046e
18135,8.77%, 53.48%, 44.71%, 1.80%,880472
18137,29.48%, 63.71%, 34.22%, 2.07%,a20557
18139,13.66%, 55.98%, 42.33%, 1.69%,8e046b
18141,17.01%, 40.85%, 57.87%, 1.28%,680393
18143,1.95%, 49.75%, 47.80%, 2.45%,7e0679
18145,19.01%, 58.70%, 39.69%, 1.60%,950465
18147,0.37%, 49.05%, 49.42%, 1.53%,7d037e
18149,3.22%, 47.19%, 50.41%, 0.35%,780080
18151,9.80%, 54.09%, 44.29%, 1.62%,890470
18153,0.67%, 49.45%, 48.78%, 1.76%,7e047c
18155,8.30%, 53.30%, 45.00%, 1.70%,870472
18157,11.60%, 43.45%, 55.05%, 1.51%,6e038c
18159,15.34%, 56.80%, 41.46%, 1.74%,900469
18161,24.95%, 61.43%, 36.48%, 2.09%,9c055d
18163,2.45%, 48.15%, 50.60%, 1.26%,7a0381
18165,13.92%, 42.19%, 56.10%, 1.71%,6b048f
18167,15.77%, 41.29%, 57.06%, 1.65%,690491
18169,20.03%, 59.30%, 39.27%, 1.43%,970364
18171,10.28%, 54.18%, 43.90%, 1.93%,8a046f
18173,12.83%, 55.75%, 42.93%, 1.32%,8e036d
18175,17.24%, 57.43%, 40.19%, 2.39%,920666
18177,3.84%, 50.83%, 46.99%, 2.18%,810577
18179,31.33%, 64.98%, 33.64%, 1.38%,a50355
18181,8.26%, 53.04%, 44.78%, 2.17%,870572
18183,21.45%, 59.99%, 38.55%, 1.46%,980362
19001,3.36%, 50.83%, 47.47%, 1.70%,810479
19003,3.26%, 47.42%, 50.68%, 1.90%,780481
19005,14.25%, 41.99%, 56.23%, 1.78%,6b048f
19007,1.88%, 49.94%, 48.07%, 1.99%,7f057a
19009,3.06%, 47.56%, 50.61%, 1.83%,790481
19011,4.45%, 47.00%, 51.45%, 1.55%,770383
19013,22.41%, 38.07%, 60.48%, 1.45%,61039a
19015,7.63%, 45.17%, 52.80%, 2.02%,730586
19017,9.31%, 44.60%, 53.92%, 1.48%,710389
19019,18.48%, 40.02%, 58.50%, 1.48%,660395
19021,1.76%, 50.15%, 48.40%, 1.45%,7f037b
19023,4.69%, 51.63%, 46.94%, 1.42%,830377
19025,7.70%, 52.76%, 45.06%, 2.18%,860572
19027,3.66%, 47.35%, 51.01%, 1.65%,780482
19029,10.81%, 54.49%, 43.68%, 1.84%,8a046f
19031,9.64%, 44.38%, 54.02%, 1.60%,710489
19033,20.83%, 38.83%, 59.67%, 1.50%,630398
19035,7.57%, 52.95%, 45.38%, 1.66%,870473
19037,20.74%, 38.82%, 59.57%, 1.61%,620497
19039,2.25%, 47.65%, 49.90%, 2.45%,79067f
19041,5.12%, 51.83%, 46.72%, 1.45%,840377
19043,17.17%, 40.61%, 57.79%, 1.60%,670493
19045,23.03%, 37.72%, 60.75%, 1.54%,60039a
19047,5.15%, 46.52%, 51.66%, 1.82%,760483
19049,5.53%, 51.94%, 46.41%, 1.65%,840476
19051,9.14%, 53.14%, 44.00%, 2.85%,870770
19053,0.83%, 49.20%, 48.37%, 2.44%,7d067b
19055,6.02%, 46.20%, 52.22%, 1.58%,750485
19057,23.04%, 37.53%, 60.57%, 1.90%,5f049a
19059,5.42%, 52.10%, 46.68%, 1.21%,840377
19061,20.77%, 38.89%, 59.65%, 1.46%,630398
19063,3.93%, 47.32%, 51.25%, 1.44%,780382
19065,16.60%, 40.98%, 57.57%, 1.45%,680392
19067,21.88%, 37.70%, 59.58%, 2.72%,600697
19069,1.44%, 48.57%, 50.01%, 1.42%,7b037f
19071,3.62%, 51.05%, 47.43%, 1.51%,820378
19073,0.46%, 48.90%, 49.35%, 1.75%,7c047d
19075,16.91%, 57.77%, 40.86%, 1.38%,930368
19077,7.68%, 52.56%, 44.88%, 2.56%,860672
19079,1.30%, 48.42%, 49.72%, 1.86%,7b047e
19081,3.56%, 50.86%, 47.30%, 1.84%,810478
19083,0.88%, 48.70%, 49.58%, 1.73%,7c047e
19085,4.67%, 51.55%, 46.88%, 1.57%,830477
19087,5.04%, 51.41%, 46.36%, 2.23%,830576
19089,25.78%, 36.41%, 62.19%, 1.40%,5c039e
19091,14.35%, 56.51%, 42.16%, 1.33%,90036b
19093,16.41%, 57.40%, 40.99%, 1.61%,920468
19095,0.16%, 48.99%, 49.16%, 1.85%,7c047d
19097,24.39%, 36.89%, 61.28%, 1.83%,5e049c
19099,7.50%, 45.28%, 52.78%, 1.95%,730486
19101,20.23%, 38.51%, 58.73%, 2.76%,620795
19103,41.51%, 28.40%, 69.91%, 1.69%,4804b2
19105,10.40%, 44.01%, 54.42%, 1.57%,70048a
19107,3.62%, 50.58%, 46.96%, 2.46%,800677
19109,3.25%, 47.57%, 50.82%, 1.60%,790481
19111,16.01%, 40.99%, 57.00%, 2.01%,680591
19113,21.53%, 38.48%, 60.01%, 1.50%,620399
19115,4.25%, 47.02%, 51.27%, 1.71%,770482
19117,6.72%, 52.06%, 45.33%, 2.61%,840673
19119,44.95%, 71.88%, 26.93%, 1.19%,b70344
19121,9.98%, 53.99%, 44.02%, 1.99%,890570
19123,16.53%, 57.35%, 40.83%, 1.82%,920468
19125,10.77%, 54.34%, 43.57%, 2.08%,8a056f
19127,9.35%, 44.36%, 53.71%, 1.94%,710488
19129,16.57%, 57.44%, 40.86%, 1.70%,920468
19131,12.31%, 42.82%, 55.13%, 2.05%,6d058c
19133,2.42%, 50.26%, 47.84%, 1.90%,800479
19135,5.21%, 51.63%, 46.41%, 1.96%,830476
19137,10.61%, 54.58%, 43.98%, 1.44%,8b0370
19139,15.64%, 41.47%, 57.11%, 1.42%,690391
19141,34.86%, 66.74%, 31.88%, 1.38%,aa0351
19143,31.64%, 64.78%, 33.14%, 2.08%,a50554
19145,19.72%, 59.12%, 39.41%, 1.47%,960364
19147,2.79%, 47.71%, 50.50%, 1.79%,790480
19149,25.06%, 62.05%, 36.99%, 0.97%,9e025e
19151,8.42%, 53.29%, 44.87%, 1.84%,870472
19153,14.61%, 41.82%, 56.43%, 1.75%,6a048f
19155,1.89%, 50.18%, 48.28%, 1.54%,7f037b
19157,11.75%, 43.26%, 55.01%, 1.73%,6e048c
19159,6.14%, 52.10%, 45.97%, 1.93%,840475
19161,8.89%, 53.53%, 44.65%, 1.82%,880471
19163,14.54%, 42.10%, 56.64%, 1.26%,6b0390
19165,9.68%, 54.04%, 44.35%, 1.61%,890471
19167,62.77%, 80.95%, 18.18%, 0.87%,ce022e
19169,16.21%, 40.78%, 56.99%, 2.23%,670591
19171,12.19%, 43.15%, 55.34%, 1.50%,6e038d
19173,8.59%, 53.11%, 44.51%, 2.38%,870671
19175,3.70%, 47.02%, 50.73%, 2.25%,770581
19177,12.18%, 54.98%, 42.80%, 2.21%,8c056d
19179,13.53%, 41.80%, 55.33%, 2.87%,6a078d
19181,0.62%, 48.79%, 49.42%, 1.79%,7c047e
19183,0.72%, 49.36%, 48.64%, 1.99%,7d057c
19185,6.98%, 52.50%, 45.52%, 1.98%,850574
19187,8.51%, 44.93%, 53.44%, 1.63%,720488
19189,8.61%, 44.86%, 53.48%, 1.66%,720488
19191,22.65%, 37.87%, 60.52%, 1.61%,60049a
19193,0.53%, 49.58%, 49.05%, 1.37%,7e037d
19195,22.42%, 37.85%, 60.27%, 1.88%,600499
19197,1.50%, 50.01%, 48.51%, 1.49%,7f037b
20001,23.28%, 60.67%, 37.39%, 1.95%,9a045f
20003,32.74%, 65.14%, 32.40%, 2.45%,a60652
20005,7.65%, 52.72%, 45.07%, 2.21%,860572
20007,50.16%, 74.45%, 24.29%, 1.26%,bd033d
20009,43.19%, 70.56%, 27.38%, 2.06%,b30545
20011,27.22%, 62.53%, 35.30%, 2.17%,9f055a
20013,38.12%, 68.21%, 30.10%, 1.69%,ad044c
20015,32.27%, 65.13%, 32.86%, 2.01%,a60553
20017,42.85%, 70.52%, 27.67%, 1.81%,b30446
20019,54.91%, 76.57%, 21.65%, 1.78%,c30437
20021,23.71%, 60.90%, 37.19%, 1.91%,9b045e
20023,55.07%, 76.64%, 21.56%, 1.80%,c30436
20025,56.26%, 77.39%, 21.14%, 1.47%,c50335
20027,49.06%, 73.95%, 24.89%, 1.16%,bc023f
20029,42.42%, 70.12%, 27.70%, 2.18%,b20546
20031,45.68%, 72.16%, 26.49%, 1.35%,b80343
20033,58.62%, 78.54%, 19.92%, 1.54%,c80332
20035,25.24%, 61.59%, 36.35%, 2.05%,9d055c
20037,1.38%, 48.12%, 49.50%, 2.38%,7a067e
20039,54.65%, 76.81%, 22.16%, 1.03%,c30238
20041,42.22%, 70.16%, 27.95%, 1.89%,b20447
20043,35.27%, 66.55%, 31.29%, 2.16%,a9054f
20045,30.70%, 33.42%, 64.13%, 2.45%,5506a3
20047,48.78%, 73.32%, 24.54%, 2.14%,ba053e
20049,47.35%, 72.66%, 25.31%, 2.02%,b90540
20051,33.72%, 65.94%, 32.22%, 1.85%,a80452
20053,39.82%, 68.79%, 28.97%, 2.25%,af0549
20055,35.26%, 66.89%, 31.63%, 1.48%,aa0350
20057,30.90%, 64.64%, 33.74%, 1.61%,a40456
20059,22.44%, 60.04%, 37.60%, 2.37%,99065f
20061,12.37%, 55.50%, 43.13%, 1.37%,8d036d
20063,61.71%, 80.11%, 18.41%, 1.48%,cc032e
20065,51.65%, 74.49%, 22.84%, 2.67%,bd063a
20067,51.11%, 74.97%, 23.86%, 1.16%,bf023c
20069,56.96%, 77.54%, 20.58%, 1.89%,c50434
20071,59.06%, 79.33%, 20.27%, 0.40%,ca0133
20073,43.75%, 71.04%, 27.29%, 1.67%,b50445
20075,55.75%, 77.01%, 21.26%, 1.73%,c40436
20077,45.17%, 71.49%, 26.32%, 2.18%,b60543
20079,17.13%, 57.40%, 40.27%, 2.34%,920566
20081,63.63%, 81.34%, 17.71%, 0.96%,cf022d
20083,59.67%, 78.92%, 19.25%, 1.82%,c90431
20085,24.04%, 60.95%, 36.91%, 2.14%,9b055e
20087,18.75%, 58.32%, 39.58%, 2.10%,940564
20089,57.95%, 77.71%, 19.76%, 2.53%,c60632
20091,8.98%, 53.70%, 44.72%, 1.58%,880472
20093,57.35%, 78.21%, 20.85%, 0.94%,c70235
20095,44.76%, 71.04%, 26.28%, 2.67%,b50643
