id,margin,mccain,obama,other,hex_color
27171,17.44%, 57.61%, 40.17%, 2.22%,920566
27173,4.26%, 46.31%, 50.57%, 3.12%,760780
28001,15.64%, 41.83%, 57.47%, 0.69%,6a0192
28003,43.97%, 71.17%, 27.20%, 1.63%,b50445
28005,11.73%, 55.49%, 43.76%, 0.75%,8d016f
28007,15.51%, 57.42%, 41.91%, 0.66%,92016a
28009,2.20%, 50.22%, 48.02%, 1.77%,80047a
28011,35.39%, 31.80%, 67.19%, 1.01%,5102ab
28013,27.65%, 63.51%, 35.85%, 0.64%,a1015b
28015,31.27%, 65.41%, 34.15%, 0.44%,a60157
28017,2.13%, 48.52%, 50.65%, 0.83%,7b0281
28019,28.22%, 63.57%, 35.34%, 1.09%,a2025a
28021,72.14%, 13.72%, 85.86%, 0.42%,2201da
28023,25.10%, 62.27%, 37.17%, 0.56%,9e015e
28025,18.86%, 40.26%, 59.12%, 0.61%,660196
28027,44.28%, 27.60%, 71.89%, 0.51%,4601b7
28029,6.96%, 46.21%, 53.17%, 0.63%,750187
28031,17.66%, 58.38%, 40.71%, 0.91%,940267
28033,38.24%, 68.75%, 30.51%, 0.74%,af014d
28035,13.52%, 56.27%, 42.75%, 0.98%,8f026d
28037,25.10%, 62.09%, 36.99%, 0.92%,9e025e
28039,66.07%, 82.49%, 16.41%, 1.10%,d20229
28041,51.74%, 75.33%, 23.60%, 1.07%,c0023c
28043,10.64%, 55.07%, 44.42%, 0.51%,8c0171
28045,54.24%, 76.34%, 22.09%, 1.57%,c20438
28047,25.96%, 62.55%, 36.59%, 0.85%,9f025d
28049,38.98%, 30.26%, 69.24%, 0.51%,4d01b0
28051,63.41%, 17.96%, 81.37%, 0.67%,2d01cf
28053,42.37%, 28.52%, 70.89%, 0.59%,4801b4
28055,22.63%, 38.32%, 60.95%, 0.74%,61019b
28057,56.06%, 77.01%, 20.94%, 2.05%,c40535
28059,33.54%, 66.29%, 32.75%, 0.96%,a90253
28061,9.66%, 44.90%, 54.56%, 0.54%,72018b
28063,74.41%, 12.30%, 86.71%, 0.98%,1f02dd
28065,21.48%, 38.96%, 60.43%, 0.61%,63019a
28067,38.64%, 68.86%, 30.22%, 0.92%,af024d
28069,25.29%, 37.05%, 62.34%, 0.61%,5e019e
28071,12.36%, 55.68%, 43.32%, 1.00%,8d026e
28073,55.78%, 77.36%, 21.58%, 1.06%,c50237
28075,18.87%, 59.14%, 40.26%, 0.60%,960166
28077,25.42%, 62.33%, 36.91%, 0.76%,9e015e
28079,10.65%, 55.01%, 44.35%, 0.64%,8c0171
28081,30.53%, 64.91%, 34.39%, 0.70%,a50157
28083,36.76%, 31.38%, 68.14%, 0.47%,5001ad
28085,32.17%, 65.73%, 33.56%, 0.71%,a70155
28087,2.86%, 50.95%, 48.09%, 0.95%,81027a
28089,15.60%, 57.55%, 41.95%, 0.50%,92016a
28091,31.45%, 65.43%, 33.99%, 0.58%,a60156
28093,18.22%, 40.56%, 58.78%, 0.67%,670195
28095,17.23%, 58.21%, 40.98%, 0.82%,940268
28097,8.09%, 53.76%, 45.68%, 0.56%,890174
28099,44.69%, 72.00%, 27.31%, 0.69%,b70145
28101,34.10%, 66.76%, 32.65%, 0.59%,aa0153
28103,53.19%, 23.14%, 76.34%, 0.52%,3b01c2
28105,0.03%, 49.60%, 49.63%, 0.78%,7e017e
28107,6.52%, 46.42%, 52.94%, 0.65%,760186
28109,60.42%, 79.67%, 19.25%, 1.08%,cb0231
28111,44.74%, 71.80%, 27.07%, 1.13%,b70245
28113,3.46%, 47.91%, 51.38%, 0.71%,7a0183
28115,52.42%, 75.59%, 23.17%, 1.24%,c0033b
28117,42.79%, 70.39%, 27.60%, 2.02%,b30546
28119,35.24%, 32.01%, 67.25%, 0.74%,5101ab
28121,53.45%, 76.20%, 22.75%, 1.05%,c2023a
28123,13.36%, 56.41%, 43.06%, 0.53%,8f016d
28125,36.99%, 31.23%, 68.23%, 0.54%,4f01ad
28127,22.39%, 60.59%, 38.20%, 1.21%,9a0361
28129,51.74%, 75.44%, 23.70%, 0.87%,c0023c
28131,43.51%, 71.06%, 27.55%, 1.39%,b50346
28133,41.03%, 28.99%, 70.03%, 0.98%,4902b2
28135,19.00%, 40.13%, 59.12%, 0.75%,660196
28137,20.93%, 60.09%, 39.15%, 0.76%,990163
28139,44.36%, 71.33%, 26.97%, 1.70%,b50444
28141,50.92%, 74.22%, 23.30%, 2.47%,bd063b
28143,52.22%, 23.48%, 75.69%, 0.83%,3b02c1
28145,49.91%, 74.39%, 24.48%, 1.13%,bd023e
28147,10.24%, 54.67%, 44.42%, 0.91%,8b0271
28149,3.05%, 51.24%, 48.19%, 0.57%,82017a
28151,34.73%, 32.41%, 67.14%, 0.45%,5201ab
28153,21.75%, 60.57%, 38.81%, 0.62%,9a0162
28155,49.90%, 74.62%, 24.72%, 0.66%,be013f
28157,38.41%, 30.36%, 68.77%, 0.88%,4d02af
28159,8.26%, 53.78%, 45.52%, 0.69%,890174
28161,6.99%, 53.15%, 46.16%, 0.69%,870175
28163,7.20%, 46.09%, 53.29%, 0.62%,750187
29001,1.31%, 49.63%, 48.31%, 2.06%,7e057b
29003,22.00%, 60.06%, 38.05%, 1.89%,990461
29005,31.45%, 65.05%, 33.60%, 1.34%,a50355
29007,16.07%, 57.20%, 41.13%, 1.67%,910468
29009,35.02%, 66.63%, 31.62%, 1.75%,a90450
29011,49.75%, 74.21%, 24.46%, 1.33%,bd033e
29013,18.86%, 58.35%, 39.49%, 2.16%,940564
29015,22.16%, 59.92%, 37.76%, 2.32%,980560
29017,39.45%, 68.67%, 29.22%, 2.11%,af054a
29019,11.98%, 43.22%, 55.20%, 1.57%,6e048c
29021,0.14%, 48.68%, 48.81%, 2.51%,7c067c
29023,37.43%, 68.09%, 30.66%, 1.25%,ad034e
29025,18.40%, 58.15%, 39.75%, 2.10%,940565
29027,19.67%, 58.81%, 39.14%, 2.05%,950563
29029,28.39%, 63.40%, 35.02%, 1.58%,a10459
29031,33.54%, 66.14%, 32.60%, 1.26%,a80353
29033,31.29%, 65.12%, 33.83%, 1.06%,a60256
29035,29.54%, 63.49%, 33.95%, 2.55%,a10656
29037,19.57%, 58.99%, 39.42%, 1.59%,960464
29039,33.59%, 66.01%, 32.42%, 1.57%,a80452
29041,12.81%, 55.51%, 42.69%, 1.80%,8d046c
29043,35.68%, 67.08%, 31.41%, 1.51%,ab0350
29045,6.08%, 51.56%, 45.49%, 2.95%,830773
29047,0.69%, 49.55%, 48.86%, 1.59%,7e047c
29049,11.13%, 54.61%, 43.48%, 1.91%,8b046e
29051,26.85%, 62.79%, 35.95%, 1.26%,a0035b
29053,23.75%, 61.08%, 37.33%, 1.59%,9b045f
29055,20.78%, 59.56%, 38.78%, 1.66%,970462
29057,40.86%, 69.65%, 28.79%, 1.56%,b10349
29059,29.14%, 63.71%, 34.57%, 1.72%,a20458
29061,22.79%, 59.77%, 36.98%, 3.25%,98085e
29063,25.39%, 61.29%, 35.89%, 2.82%,9c075b
29065,37.84%, 67.78%, 29.94%, 2.29%,ac054c
29067,33.75%, 65.63%, 31.88%, 2.49%,a70651
29069,21.29%, 59.88%, 38.59%, 1.53%,980362
29071,12.33%, 55.31%, 42.98%, 1.71%,8d046d
29073,23.99%, 61.29%, 37.31%, 1.40%,9c035f
29075,22.14%, 59.66%, 37.52%, 2.83%,98075f
29077,15.79%, 57.06%, 41.26%, 1.68%,910469
29079,30.08%, 63.42%, 33.33%, 3.25%,a10854
29081,31.29%, 64.16%, 32.87%, 2.96%,a30753
29083,10.99%, 54.62%, 43.63%, 1.75%,8b046f
29085,13.27%, 55.72%, 42.44%, 1.84%,8e046c
29087,37.68%, 68.14%, 30.46%, 1.41%,ad034d
29089,13.84%, 55.78%, 41.94%, 2.29%,8e056a
29091,30.81%, 64.49%, 33.68%, 1.83%,a40455
29093,2.79%, 47.35%, 50.14%, 2.51%,78067f
29095,25.39%, 36.75%, 62.14%, 1.11%,5d029e
29097,33.05%, 65.67%, 32.62%, 1.70%,a70453
29099,2.51%, 47.91%, 50.42%, 1.68%,7a0480
29101,12.24%, 55.18%, 42.93%, 1.89%,8c046d
29103,22.33%, 59.73%, 37.41%, 2.86%,98075f
29105,34.54%, 66.40%, 31.86%, 1.75%,a90451
29107,15.30%, 56.88%, 41.58%, 1.54%,91036a
29109,36.96%, 67.50%, 30.55%, 1.95%,ac044d
29111,16.81%, 57.62%, 40.80%, 1.58%,920468
29113,11.39%, 54.72%, 43.33%, 1.95%,8b046e
29115,8.46%, 52.94%, 44.48%, 2.58%,860671
29117,23.78%, 60.94%, 37.16%, 1.89%,9b045e
29119,37.43%, 67.60%, 30.17%, 2.24%,ac054c
29121,24.11%, 61.36%, 37.25%, 1.39%,9c035e
29123,17.00%, 57.62%, 40.61%, 1.77%,920467
29125,27.51%, 62.58%, 35.07%, 2.35%,9f0559
29127,23.91%, 61.38%, 37.47%, 1.16%,9c025f
29129,37.19%, 66.88%, 29.69%, 3.43%,aa084b
29131,36.70%, 67.43%, 30.73%, 1.84%,ab044e
29133,14.69%, 56.65%, 41.95%, 1.40%,90036a
29135,35.75%, 67.02%, 31.27%, 1.71%,aa044f
29137,19.24%, 58.72%, 39.48%, 1.81%,950464
29139,18.46%, 58.54%, 40.08%, 1.38%,950366
29141,20.61%, 59.58%, 38.97%, 1.45%,970363
29143,15.11%, 56.76%, 41.65%, 1.59%,90046a
29145,40.10%, 69.42%, 29.32%, 1.26%,b1034a
29147,10.52%, 54.49%, 43.97%, 1.55%,8a0370
29149,18.32%, 57.77%, 39.45%, 2.79%,930764
29151,44.57%, 71.51%, 26.94%, 1.55%,b60344
29153,26.82%, 62.27%, 35.45%, 2.28%,9e055a
29155,13.13%, 56.11%, 42.98%, 0.91%,8f026d
29157,29.17%, 63.92%, 34.75%, 1.33%,a20358
29159,22.37%, 60.32%, 37.95%, 1.72%,990460
29161,22.09%, 59.96%, 37.87%, 2.17%,980560
29163,9.88%, 53.97%, 44.09%, 1.93%,890470
29165,6.43%, 52.44%, 46.01%, 1.55%,850375
29167,32.15%, 65.39%, 33.24%, 1.37%,a60354
29169,28.69%, 63.68%, 34.99%, 1.33%,a20359
29171,38.31%, 68.02%, 29.71%, 2.27%,ad054b
29173,18.61%, 58.75%, 40.15%, 1.10%,950266
29175,23.21%, 60.59%, 37.39%, 2.02%,9a055f
29177,3.18%, 50.60%, 47.42%, 1.98%,810578
29179,11.07%, 54.21%, 43.14%, 2.65%,8a066e
29181,30.06%, 63.53%, 33.47%, 3.00%,a20755
29183,9.72%, 54.27%, 44.55%, 1.18%,8a0371
29185,21.95%, 59.76%, 37.81%, 2.43%,980660
29186,14.13%, 42.29%, 56.42%, 1.29%,6b038f
29187,4.56%, 51.57%, 47.01%, 1.43%,830377
29189,19.90%, 39.60%, 59.50%, 0.90%,640297
29195,2.54%, 50.39%, 47.85%, 1.77%,80047a
29197,18.36%, 57.44%, 39.08%, 3.48%,920863
29199,21.73%, 59.53%, 37.80%, 2.67%,970660
29201,29.34%, 63.95%, 34.61%, 1.44%,a30358
29203,11.41%, 54.06%, 42.65%, 3.28%,89086c
29205,31.72%, 65.32%, 33.59%, 1.09%,a60255
29207,39.76%, 69.16%, 29.40%, 1.44%,b0034a
29209,37.20%, 67.78%, 30.58%, 1.64%,ac044d
29211,15.13%, 56.01%, 40.89%, 3.10%,8e0768
29213,37.04%, 67.78%, 30.74%, 1.48%,ac034e
29215,35.07%, 66.49%, 31.43%, 2.08%,a90550
29217,22.00%, 60.08%, 38.08%, 1.84%,990461
29219,12.65%, 55.69%, 43.05%, 1.26%,8e036d
29221,0.05%, 48.95%, 49.00%, 2.05%,7c057c
29223,25.04%, 61.49%, 36.45%, 2.06%,9c055c
29225,29.02%, 63.77%, 34.76%, 1.47%,a20358
29227,23.85%, 60.22%, 36.37%, 3.41%,99085c
29229,37.90%, 67.94%, 30.03%, 2.03%,ad054c
29510,68.05%, 15.50%, 83.55%, 0.95%,2702d5
30001,29.20%, 63.15%, 33.95%, 2.90%,a10756
30003,36.18%, 31.19%, 67.37%, 1.44%,4f03ab
30005,19.24%, 38.93%, 58.17%, 2.90%,630794
30007,36.27%, 66.80%, 30.53%, 2.67%,aa064d
30009,11.57%, 54.05%, 42.49%, 1.20%,89036c
30011,63.99%, 79.36%, 15.37%, 1.80%,ca0427
30013,2.28%, 47.62%, 49.90%, 2.47%,79067f
30015,17.90%, 57.11%, 39.22%, 3.67%,910964
30017,14.31%, 55.89%, 41.58%, 2.53%,8e066a
30019,32.71%, 64.68%, 31.97%, 3.36%,a40851
30021,23.54%, 59.38%, 35.85%, 1.94%,97045b
30023,37.45%, 29.60%, 67.05%, 3.35%,4b08aa
30025,52.06%, 74.25%, 22.19%, 1.19%,bd0338
30027,34.90%, 65.92%, 31.02%, 1.01%,a8024f
30029,21.54%, 58.43%, 36.89%, 0.83%,94025e
30031,3.37%, 46.77%, 50.14%, 1.06%,77027f
30033,67.13%, 82.26%, 15.13%, 2.61%,d10626
30035,39.67%, 29.19%, 68.86%, 1.95%,4a04af
30037,44.51%, 69.72%, 25.20%, 1.22%,b10340
30039,23.98%, 58.96%, 34.98%, 1.46%,960359
30041,12.21%, 42.07%, 54.28%, 1.65%,6b048a
30043,15.08%, 55.80%, 40.72%, 0.93%,8e0267
30045,32.69%, 64.81%, 32.12%, 3.07%,a50751
30047,1.92%, 46.56%, 48.48%, 1.12%,76027b
30049,6.50%, 45.31%, 51.82%, 2.87%,730784
30051,22.68%, 59.34%, 36.66%, 1.20%,97035d
30053,29.03%, 61.82%, 32.78%, 1.18%,9d0353
30055,37.12%, 66.54%, 29.42%, 0.82%,a9024b
30057,26.60%, 61.78%, 35.18%, 3.04%,9d0759
30059,33.75%, 64.60%, 30.85%, 2.17%,a4054e
30061,10.42%, 52.73%, 42.31%, 1.65%,86046b
30063,26.63%, 34.99%, 61.63%, 3.38%,59089d
30065,40.98%, 68.56%, 27.58%, 1.52%,ae0346
30067,2.28%, 49.18%, 46.90%, 1.24%,7d0377
30069,53.00%, 75.67%, 22.67%, 1.67%,c00439
30071,36.98%, 67.03%, 30.05%, 2.92%,aa074c
30073,12.65%, 55.04%, 42.39%, 2.56%,8c066c
30075,57.23%, 77.26%, 20.04%, 2.70%,c50633
30077,23.53%, 59.81%, 36.28%, 1.10%,98025c
30079,39.73%, 68.44%, 28.71%, 2.86%,ae0749
30081,20.82%, 58.83%, 38.01%, 0.93%,960260
30083,43.87%, 70.50%, 26.64%, 2.86%,b30743
30085,26.27%, 35.47%, 61.74%, 2.79%,5a079d
30087,3.96%, 46.40%, 50.37%, 1.02%,760280
30089,27.15%, 60.72%, 33.57%, 1.62%,9a0455
30091,1.69%, 49.20%, 47.51%, 3.29%,7d0879
30093,40.24%, 28.27%, 68.51%, 3.22%,4808ae
30095,31.69%, 64.09%, 32.40%, 1.07%,a30252
30097,45.75%, 71.72%, 25.97%, 2.30%,b60542
30099,17.73%, 57.27%, 39.55%, 3.18%,920864
30101,27.35%, 62.09%, 34.75%, 3.16%,9e0858
30103,32.51%, 64.61%, 32.10%, 3.29%,a40851
30105,12.17%, 54.23%, 42.06%, 1.30%,8a036b
30107,37.44%, 66.84%, 29.40%, 1.42%,aa034a
30109,41.39%, 67.32%, 25.93%, 2.31%,ab0542
30111,6.29%, 51.62%, 45.33%, 3.05%,830773
31001,27.00%, 62.47%, 35.47%, 2.07%,9f055a
31003,51.05%, 74.82%, 23.77%, 1.41%,be033c
31005,67.68%, 82.51%, 14.83%, 2.66%,d20625
31007,68.75%, 83.65%, 14.90%, 1.44%,d50325
31009,70.57%, 84.18%, 13.61%, 2.22%,d60522
31011,45.84%, 72.00%, 26.16%, 1.83%,b70442
31013,21.01%, 58.89%, 37.88%, 3.23%,960860
31015,53.06%, 75.59%, 22.52%, 1.89%,c00439
31017,57.24%, 77.09%, 19.85%, 3.06%,c40732
31019,37.47%, 67.88%, 30.41%, 1.71%,ad044d
31021,14.59%, 56.30%, 41.72%, 1.98%,8f056a
31023,35.61%, 66.61%, 31.00%, 2.40%,a9064f
31025,19.53%, 58.74%, 39.21%, 2.05%,950563
31027,41.26%, 69.77%, 28.51%, 1.72%,b10448
31029,61.61%, 80.10%, 18.49%, 1.41%,cc032f
31031,57.57%, 77.15%, 19.58%, 3.27%,c40831
31033,49.58%, 73.82%, 24.24%, 1.94%,bc043d
31035,46.06%, 71.78%, 25.72%, 2.51%,b70641
31037,27.88%, 63.00%, 35.12%, 1.87%,a00459
31039,35.67%, 66.85%, 31.17%, 1.98%,aa054f
31041,55.74%, 77.11%, 21.37%, 1.52%,c40336
31043,4.66%, 51.47%, 46.81%, 1.72%,830477
31045,28.90%, 62.94%, 34.04%, 3.02%,a00756
31047,38.33%, 68.37%, 30.04%, 1.59%,ae044c
31049,49.24%, 73.72%, 24.47%, 1.81%,bb043e
31051,30.03%, 63.89%, 33.86%, 2.25%,a20556
31053,12.01%, 55.03%, 43.02%, 1.95%,8c046d
31055,4.64%, 46.89%, 51.53%, 1.59%,770483
31057,55.45%, 76.84%, 21.39%, 1.77%,c30436
31059,32.27%, 64.91%, 32.64%, 2.44%,a50653
31061,41.04%, 69.52%, 28.48%, 2.00%,b10548
31063,48.79%, 73.65%, 24.86%, 1.50%,bb033f
31065,50.21%, 74.10%, 23.88%, 2.02%,bc053c
31067,9.47%, 53.49%, 44.03%, 2.48%,880670
31069,49.30%, 74.17%, 24.87%, 0.97%,bd023f
31071,57.09%, 77.67%, 20.58%, 1.75%,c60434
31073,49.24%, 74.05%, 24.81%, 1.15%,bc023f
31075,75.48%, 86.65%, 11.17%, 2.18%,dc051c
31077,21.43%, 59.63%, 38.20%, 2.17%,980561
31079,24.08%, 61.01%, 36.93%, 2.06%,9b055e
31081,42.86%, 70.62%, 27.76%, 1.63%,b40446
31083,52.49%, 75.25%, 22.76%, 1.98%,bf053a
31085,67.99%, 83.36%, 15.37%, 1.27%,d40327
31087,47.50%, 72.59%, 25.09%, 2.32%,b9053f
31089,53.42%, 75.31%, 21.89%, 2.79%,c00737
31091,63.93%, 81.05%, 17.12%, 1.83%,ce042b
31093,25.50%, 61.65%, 36.15%, 2.20%,9d055c
31095,15.77%, 56.88%, 41.11%, 2.00%,910568
31097,10.81%, 54.12%, 43.32%, 2.56%,8a066e
31099,42.79%, 70.60%, 27.81%, 1.59%,b40446
31101,49.60%, 74.14%, 24.55%, 1.31%,bd033e
31103,55.16%, 76.74%, 21.58%, 1.69%,c30437
31105,50.08%, 74.32%, 24.24%, 1.44%,bd033d
31107,36.07%, 66.80%, 30.73%, 2.47%,aa064e
31109,4.97%, 46.59%, 51.56%, 1.85%,760483
31111,35.45%, 66.46%, 31.00%, 2.54%,a9064f
31113,59.13%, 78.61%, 19.47%, 1.92%,c80431
31115,54.96%, 76.84%, 21.88%, 1.27%,c30337
31117,66.55%, 81.91%, 15.36%, 2.73%,d00627
31119,39.25%, 68.74%, 29.49%, 1.77%,af044b
31121,40.48%, 69.22%, 28.74%, 2.04%,b00549
31123,49.68%, 73.37%, 23.69%, 2.93%,bb073c
31125,33.22%, 65.38%, 32.16%, 2.46%,a60652
31127,25.73%, 61.43%, 35.69%, 2.88%,9c075b
31129,37.87%, 67.45%, 29.58%, 2.97%,ab074b
31131,15.76%, 56.87%, 41.10%, 2.03%,910568
31133,27.17%, 62.07%, 34.90%, 3.03%,9e0758
31135,55.07%, 76.90%, 21.83%, 1.27%,c40337
31137,51.64%, 75.12%, 23.47%, 1.41%,bf033b
31139,49.66%, 73.93%, 24.27%, 1.80%,bc043d
31141,41.56%, 69.84%, 28.29%, 1.87%,b20448
31143,45.38%, 71.65%, 26.27%, 2.08%,b60542
31145,49.94%, 74.05%, 24.11%, 1.84%,bc043d
31147,20.89%, 59.02%, 38.13%, 2.85%,960761
31149,62.55%, 79.90%, 17.35%, 2.75%,cb072c
31151,4.57%, 46.35%, 50.92%, 2.72%,760681
31153,15.89%, 57.06%, 41.18%, 1.76%,910469
31155,23.71%, 60.60%, 36.89%, 2.52%,9a065e
31157,33.69%, 65.91%, 32.21%, 1.88%,a80452
31159,25.82%, 61.72%, 35.90%, 2.38%,9d065b
31161,60.40%, 78.84%, 18.44%, 2.72%,c9062f
31163,23.22%, 60.43%, 37.21%, 2.35%,9a055e
31165,66.39%, 82.38%, 15.98%, 1.64%,d20428
31167,44.77%, 71.38%, 26.61%, 2.00%,b60543
31169,33.43%, 65.78%, 32.34%, 1.88%,a70452
31171,71.79%, 84.87%, 13.08%, 2.05%,d80521
31173,6.96%, 45.72%, 52.68%, 1.60%,740486
31175,39.25%, 68.39%, 29.14%, 2.48%,ae064a
31177,26.30%, 62.26%, 35.96%, 1.78%,9e045b
31179,32.93%, 65.73%, 32.80%, 1.47%,a70353
31181,37.48%, 67.86%, 30.38%, 1.76%,ad044d
31183,54.09%, 75.91%, 21.82%, 2.27%,c10537
31185,49.35%, 73.81%, 24.47%, 1.72%,bc043e
32001,31.48%, 64.42%, 32.95%, 2.63%,a40654
32003,18.99%, 39.48%, 58.47%, 2.05%,640595
32005,15.35%, 56.55%, 41.20%, 2.25%,900569
32007,40.13%, 68.47%, 28.35%, 3.18%,ae0848
32009,45.33%, 69.02%, 23.69%, 1.82%,b0043c
32011,56.38%, 75.70%, 19.33%, 2.68%,c10631
32013,29.61%, 63.31%, 33.70%, 2.98%,a10755
32015,42.29%, 69.74%, 27.45%, 2.81%,b10745
32017,46.51%, 71.10%, 24.58%, 4.32%,b50b3e
32019,17.77%, 57.59%, 39.83%, 2.58%,920665
32021,2.12%, 49.02%, 46.90%, 4.07%,7d0a77
32023,13.21%, 54.53%, 41.31%, 4.16%,8b0a69
32027,21.90%, 58.55%, 36.66%, 4.79%,950c5d
32029,6.00%, 51.57%, 45.57%, 2.85%,830774
32031,12.63%, 42.61%, 55.25%, 2.14%,6c058c
32033,31.49%, 63.51%, 32.01%, 4.48%,a10b51
32510,0.86%, 48.22%, 49.08%, 2.69%,7a067d
33001,1.17%, 48.80%, 49.97%, 1.24%,7c037f
33003,6.31%, 46.07%, 52.39%, 1.54%,750385
33005,27.48%, 35.51%, 62.98%, 1.51%,5a03a0
33007,18.19%, 40.11%, 58.31%, 1.58%,660494
33009,27.58%, 35.45%, 63.03%, 1.52%,5a03a0
33011,3.73%, 47.47%, 51.20%, 1.32%,790382
33013,13.82%, 42.46%, 56.27%, 1.27%,6c038f
33015,1.08%, 48.81%, 49.89%, 1.30%,7c037f
33017,20.31%, 39.19%, 59.50%, 1.31%,630397
33019,17.93%, 40.30%, 58.23%, 1.48%,660394
34001,15.03%, 41.85%, 56.88%, 1.27%,6a0391
34003,9.44%, 44.75%, 54.19%, 1.06%,72028a
34005,18.59%, 40.05%, 58.64%, 1.31%,660395
34007,36.14%, 31.23%, 67.37%, 1.40%,4f03ab
34009,8.62%, 53.52%, 44.90%, 1.57%,880472
34011,21.58%, 38.42%, 60.00%, 1.57%,610499
34013,52.52%, 23.40%, 75.91%, 0.69%,3b01c1
34015,12.11%, 43.10%, 55.21%, 1.69%,6d048c
34017,46.68%, 26.16%, 72.84%, 1.00%,4202b9
34019,13.31%, 55.83%, 42.53%, 1.64%,8e046c
34021,35.98%, 31.32%, 67.29%, 1.39%,4f03ab
34023,21.78%, 38.43%, 60.21%, 1.36%,610399
34025,3.73%, 51.19%, 47.46%, 1.35%,820379
34027,8.10%, 53.46%, 45.36%, 1.18%,880373
34029,18.36%, 58.43%, 40.07%, 1.50%,940366
34031,21.68%, 38.65%, 60.34%, 1.01%,620299
34033,3.89%, 46.99%, 50.88%, 2.13%,770581
34035,6.10%, 46.28%, 52.38%, 1.34%,760385
34037,20.62%, 59.37%, 38.75%, 1.87%,970462
34039,28.17%, 35.41%, 63.58%, 1.01%,5a02a2
34041,13.99%, 56.00%, 42.01%, 2.00%,8e056b
35001,21.36%, 38.67%, 60.03%, 1.30%,620399
35003,34.75%, 66.19%, 31.44%, 2.37%,a80650
35005,24.67%, 61.74%, 37.07%, 1.19%,9d035e
35006,29.64%, 34.42%, 64.05%, 1.53%,5703a3
35007,10.73%, 43.94%, 54.67%, 1.39%,70038b
35009,34.14%, 66.48%, 32.35%, 1.17%,a90252
35011,30.36%, 64.75%, 34.39%, 0.86%,a50257
35013,17.63%, 40.51%, 58.14%, 1.34%,670394
35015,25.63%, 62.21%, 36.58%, 1.20%,9e035d
35017,19.89%, 39.30%, 59.19%, 1.50%,640396
35019,42.67%, 28.23%, 70.90%, 0.87%,4702b4
35021,15.65%, 57.19%, 41.53%, 1.28%,910369
35023,2.92%, 47.98%, 50.90%, 1.13%,7a0281
35025,44.19%, 71.58%, 27.40%, 1.02%,b60245
35027,25.43%, 61.89%, 36.46%, 1.65%,9d045c
35028,6.87%, 45.75%, 52.62%, 1.64%,740486
35029,5.29%, 46.40%, 51.69%, 1.91%,760483
35031,43.91%, 27.50%, 71.41%, 1.09%,4602b6
35033,57.93%, 20.62%, 78.55%, 0.83%,3402c8
35035,19.28%, 58.83%, 39.56%, 1.61%,960464
35037,20.52%, 59.23%, 38.71%, 2.05%,970562
35039,50.87%, 24.12%, 74.99%, 0.89%,3d02bf
35041,29.88%, 64.15%, 34.27%, 1.58%,a30457
35043,12.75%, 42.97%, 55.72%, 1.31%,6d038e
35045,21.16%, 59.92%, 38.76%, 1.32%,980362
35047,60.60%, 19.15%, 79.75%, 1.11%,3002cb
35049,55.05%, 21.89%, 76.94%, 1.18%,3703c4
35051,12.12%, 55.00%, 42.88%, 2.11%,8c056d
35053,21.08%, 38.40%, 59.48%, 2.12%,610597
35055,64.85%, 16.97%, 81.82%, 1.21%,2b03d0
35057,9.34%, 53.81%, 44.47%, 1.71%,890471
35059,42.19%, 70.44%, 28.24%, 1.32%,b30348
35061,7.72%, 45.45%, 53.17%, 1.37%,730387
36001,29.44%, 34.35%, 63.79%, 1.86%,5704a2
36003,21.72%, 59.83%, 38.12%, 2.05%,980561
36005,77.78%, 10.93%, 88.71%, 0.36%,1b00e2
36007,8.02%, 45.11%, 53.14%, 1.75%,730487
36009,10.62%, 54.48%, 43.86%, 1.66%,8a046f
36011,8.48%, 44.80%, 53.28%, 1.91%,720487
36013,0.94%, 48.60%, 49.54%, 1.86%,7b047e
36015,1.23%, 50.04%, 48.81%, 1.14%,7f027c
36017,1.14%, 49.59%, 48.45%, 1.97%,7e057b
36019,22.91%, 37.73%, 60.64%, 1.63%,60049a
36021,13.42%, 42.43%, 55.85%, 1.72%,6c048e
36023,9.96%, 44.15%, 54.11%, 1.74%,700489
36025,5.21%, 51.62%, 46.41%, 1.98%,830576
36027,8.64%, 45.07%, 53.71%, 1.22%,720388
36029,17.53%, 40.46%, 57.99%, 1.55%,670393
36031,13.32%, 42.55%, 55.88%, 1.57%,6c048e
36033,22.23%, 38.11%, 60.34%, 1.56%,610399
36035,9.23%, 53.65%, 44.42%, 1.92%,880471
36037,18.38%, 58.40%, 40.02%, 1.57%,940466
36039,9.89%, 53.99%, 44.10%, 1.91%,890470
36041,26.85%, 62.77%, 35.91%, 1.32%,a0035b
36043,9.29%, 53.78%, 44.49%, 1.73%,890471
36045,5.28%, 52.00%, 46.72%, 1.29%,840377
36047,59.44%, 19.99%, 79.43%, 0.59%,3201ca
36049,8.83%, 53.59%, 44.77%, 1.64%,880472
36051,7.88%, 53.17%, 45.29%, 1.54%,870373
36053,0.87%, 48.43%, 49.30%, 2.27%,7b057d
36055,17.71%, 40.47%, 58.18%, 1.34%,670394
36057,8.08%, 53.09%, 45.01%, 1.90%,870472
36059,8.40%, 45.43%, 53.84%, 0.73%,730189
36061,72.23%, 13.47%, 85.70%, 0.83%,2202da
36063,1.00%, 48.65%, 49.65%, 1.70%,7c047e
36065,6.09%, 52.20%, 46.10%, 1.70%,850475
