state_index,county_name,d_percent,d_total,r_percent,r_total,o_percent,o_total
1,Macon,82.9,7800,16.7,1570,0.4,37
1,Madison,40.2,52644,58.9,77173,0.9,1245
1,Marengo,48.8,5037,50.9,5255,0.3,30
1,Marion,29.6,3808,69.8,8983,0.7,84
1,Marshall,26.8,8452,72.3,22783,0.8,256
1,Mobile,40.7,63732,58.7,92014,0.7,1025
1,Monroe,38.5,3666,61.2,5831,0.4,37
1,Montgomery,50.4,45160,49.2,44097,0.4,393
1,Morgan,30.1,14131,69.1,32477,0.8,399
1,Perry,68.2,3767,31.5,1738,0.3,18
1,Pickens,42.9,3915,56.6,5170,0.5,47
1,Pike,36.5,4334,63.0,7483,0.6,66
1,Randolph,31.3,2817,68.1,6127,0.6,57
1,Russell,49.8,8375,49.6,8337,0.6,97
1,St. Clair,18.7,5456,80.6,23500,0.7,205
1,Shelby,18.8,14850,80.4,63435,0.8,621
1,Sumter,70.4,4527,29.2,1880,0.4,26
1,Talladega,38.0,11374,61.3,18331,0.6,193
1,Tallapoosa,30.4,5451,69.0,12392,0.6,109
1,Tuscaloosa,37.9,26447,61.4,42877,0.7,506
1,Walker,31.8,9016,67.6,19167,0.6,184
1,Washington,38.1,3145,61.4,5060,0.5,42
1,Wilcox,67.5,3838,32.3,1834,0.2,10
1,Winston,21.5,2236,78.0,8130,0.5,57
2,Region 1,37.8,27531,58.2,42344,4.0,2919
2,Region 2,34.7,56290,62.3,100929,3.0,4838
2,Region 3,32.9,19352,63.6,37421,3.6,2093
2,Region 4,41.6,7861,54.0,10219,4.4,836
4,Apache,64.7,15658,34.6,8384,0.6,156
4,Cochise,39.3,17514,59.5,26556,1.2,525
4,Coconino,55.8,29243,43.0,22526,1.2,622
4,Gila,39.8,8314,59.1,12343,1.1,220
4,Graham,29.7,3185,69.7,7467,0.6,68
4,Greenlee,37.4,1146,61.9,1899,0.7,22
4,La Paz,36.5,1849,62.4,3158,1.0,52
4,Maricopa,42.2,504849,56.9,679455,0.9,10657
4,Mohave,35.4,20503,63.5,36794,1.1,618
4,Navajo,45.7,14815,53.3,17277,1.0,312
4,Pima,52.6,193128,46.6,171109,0.9,3255
4,Pinal,42.2,27252,57.3,37006,0.6,364
4,Santa Cruz,59.1,6909,39.9,4668,1.0,112
4,Yavapai,37.8,33127,61.0,53468,1.1,988
4,Yuma,41.6,16032,57.6,22184,0.8,313
5,Arkansas,44.8,3110,54.5,3789,0.7,47
5,Ashley,45.6,3881,53.7,4567,0.8,64
5,Baxter,38.5,7129,60.1,11128,1.5,273
5,Benton,30.5,20756,68.4,46571,1.2,794
5,Boone,31.4,4640,66.3,9793,2.3,344
5,Bradley,51.9,2206,47.3,2011,0.8,32
5,Calhoun,40.8,939,58.3,1340,0.9,20
5,Carroll,39.7,4161,59.0,6184,1.3,136
5,Chicot,62.9,2993,36.3,1725,0.8,39
5,Clark,54.2,4990,45.0,4144,0.8,77
5,Clay,53.5,3264,45.3,2759,1.2,73
5,Cleburne,38.4,4517,60.4,7107,1.2,137
5,Cleveland,41.5,1450,57.5,2009,1.1,37
5,Columbia,41.5,4108,57.8,5729,0.7,72
5,Conway,49.3,3982,49.6,4009,1.2,93
5,Craighead,45.9,13665,53.1,15818,1.1,318
5,Crawford,33.2,6764,65.6,13391,1.2,246
5,Crittenden,54.1,8277,45.3,6930,0.6,93
5,Cross,44.3,3135,54.6,3864,1.1,75
5,Dallas,49.3,1671,50.2,1700,0.5,17
5,Desha,61.4,2851,37.2,1729,1.4,67
5,Drew,47.2,2952,52.2,3262,0.6,35
5,Faulkner,39.6,14538,58.6,21514,1.7,634
5,Franklin,41.3,3008,57.4,4181,1.4,100
5,Fulton,47.8,2370,50.9,2522,1.3,63
5,Garland,44.9,18040,54.1,21734,0.9,380
5,Grant,37.3,2524,62.1,4205,0.6,41
5,Greene,47.0,6564,51.9,7237,1.1,154
5,Hempstead,51.2,3817,48.0,3580,0.7,55
5,Hot Spring,48.9,5901,49.4,5960,1.7,204
5,Howard,43.8,2166,55.4,2736,0.8,41
5,Independence,41.8,5443,57.1,7430,1.1,138
5,Izard,47.1,2586,51.6,2833,1.3,74
5,Jackson,56.5,3515,42.2,2624,1.3,80
5,Jefferson,64.5,19675,33.5,10218,2.0,600
5,Johnson,45.0,3622,53.6,4311,1.4,111
5,Lafayette,49.1,1567,50.3,1604,0.6,20
5,Lawrence,53.6,3544,44.6,2951,1.8,120
5,Lee,62.5,2548,36.6,1492,1.0,40
5,Lincoln,52.3,2149,46.8,1921,0.9,39
5,Little River,50.6,2677,48.6,2575,0.8,42
5,Logan,39.3,3361,59.4,5076,1.3,114
5,Lonoke,33.8,7454,65.4,14398,0.8,178
5,Madison,37.9,2421,60.7,3873,1.4,90
5,Marion,37.9,2602,60.1,4127,2.0,138
5,Miller,41.8,6139,57.6,8448,0.6,91
5,Mississippi,53.6,7593,43.2,6121,3.1,439
5,Monroe,55.9,2049,43.3,1586,0.9,32
5,Montgomery,38.5,1524,59.8,2367,1.7,67
5,Nevada,48.7,1694,50.4,1752,0.9,31
5,Newton,34.4,1506,63.5,2779,2.1,93
5,Ouachita,48.7,5188,50.2,5345,1.1,117
5,Perry,43.4,1921,55.0,2435,1.7,75
5,Phillips,63.6,5642,35.6,3161,0.7,65
5,Pike,38.9,1310,59.8,2013,1.3,44
5,Poinsett,52.7,4069,46.0,3555,1.3,99
5,Polk,31.7,2473,66.6,5192,1.7,134
5,Pope,34.0,7100,65.1,13614,0.9,188
5,Prairie,43.1,1562,56.0,2030,0.9,32
5,Pulaski,55.0,84532,44.2,67903,0.8,1185
5,Randolph,51.2,3412,47.4,3158,1.5,97
5,St. Francis,59.3,5684,39.8,3815,0.9,89
5,Saline,35.9,14153,63.1,24864,0.9,359
5,Scott,36.5,1473,62.3,2514,1.3,51
5,Searcy,34.3,1370,64.3,2565,1.4,57
5,Sebastian,37.3,16479,61.8,27303,1.0,429
5,Sevier,44.2,2035,54.7,2516,1.1,50
5,Sharp,43.7,3265,54.8,4097,1.4,108
5,Stone,40.6,2255,57.5,3188,1.9,106
5,Union,39.7,7071,58.9,10502,1.5,259
5,Van Buren,44.9,3310,54.1,3988,1.0,76
5,Washington,43.1,27597,55.7,35726,1.2,780
5,White,34.5,9129,64.3,17001,1.1,295
5,Woodruff,65.2,1972,33.7,1021,1.1,33
5,Yell,43.7,2913,55.2,3678,1.0,68
6,Alameda,75.2,422585,23.3,130911,1.5,8594
6,Alpine,53.2,373,44.4,311,2.4,17
6,Amador,36.6,6541,62.1,11107,1.4,243
6,Butte,44.1,42448,53.7,51662,2.1,2047
6,Calaveras,37.1,8286,60.9,13601,2.0,456
6,Colusa,31.6,1947,67.2,4142,1.2,77
6,Contra Costa,62.3,257254,36.5,150608,1.3,5166
6,Del Norte,41.3,3892,56.9,5356,1.8,173
6,El Dorado,37.3,32242,61.2,52878,1.4,1244
6,Fresno,41.7,103154,57.4,141988,0.9,2321
6,Glenn,31.7,2995,66.7,6308,1.6,151
6,Humboldt,57.7,37988,39.0,25714,3.3,2184
6,Imperial,52.4,17964,46.4,15890,1.2,420
6,Inyo,38.9,3350,59.1,5091,2.0,175
6,Kern,32.5,68603,66.5,140417,1.0,2154
6,Kings,33.7,10833,65.4,21003,0.9,274
6,Lake,53.2,13141,44.9,11093,2.0,485
6,Lassen,27.6,3158,71.0,8126,1.4,166
6,Los Angeles,63.1,1907736,35.6,1076225,1.3,39319
6,Madera,34.7,13481,64.0,24871,1.3,498
6,Marin,73.2,99070,25.4,34378,1.4,1877
6,Mariposa,37.5,3251,60.2,5215,2.2,192
6,Mendocino,63.5,24385,33.7,12955,2.8,1089
6,Merced,42.3,24491,56.5,32773,1.2,696
6,Modoc,25.7,1149,72.4,3235,1.9,83
6,Mono,49.2,2628,49.1,2621,1.7,89
6,Monterey,60.4,75241,38.4,47838,1.3,1574
6,Napa,59.5,33666,39.0,22059,1.5,874
6,Nevada,44.9,24220,53.4,28790,1.7,910
6,Orange,39.0,419239,59.7,641832,1.3,14328
6,Placer,36.3,55573,62.6,95969,1.1,1736
6,Plumas,36.9,4129,61.7,6905,1.4,156
6,Riverside,41.0,228806,57.8,322473,1.1,6300
6,Sacramento,49.5,236657,49.3,235539,1.2,5670
6,San Benito,52.6,9851,46.5,8698,0.9,176
6,San Bernardino,43.5,227789,55.3,289306,1.2,6181
6,San Diego,46.3,526437,52.5,596033,1.2,13881
6,San Francisco,83.0,296772,15.2,54355,1.8,6338
6,San Joaquin,45.8,87012,53.2,100978,1.0,1874
6,San Luis Obispo,45.5,58742,52.7,67995,1.8,2313
6,San Mateo,69.5,197922,29.2,83315,1.3,3620
6,Santa Barbara,53.2,90314,45.2,76806,1.6,2741
6,Santa Clara,63.9,386100,34.6,209094,1.4,8622
6,Santa Cruz,73.0,89102,24.9,30354,2.2,2628
6,Shasta,31.3,24339,67.2,52249,1.5,1143
6,Sierra,33.2,646,64.1,1249,2.7,53
6,Siskiyou,37.7,7880,60.6,12673,1.7,346
6,Solano,57.2,85096,41.9,62301,1.0,1440
6,Sonoma,67.2,148261,30.9,68204,1.9,4225
6,Stanislaus,40.4,58829,58.6,85407,1.0,1388
6,Sutter,31.9,9602,67.2,20254,1.0,289
6,Tehama,32.0,7504,66.4,15572,1.6,368
6,Trinity,42.7,2782,54.7,3560,2.6,171
6,Tulare,32.9,32494,66.2,65399,1.0,967
6,Tuolumne,38.5,10104,60.0,15745,1.5,386
6,Ventura,47.5,148859,51.2,160314,1.3,4020
6,Yolo,59.3,42885,38.8,28005,1.9,1379
6,Yuba,31.6,5687,67.0,12076,1.4,261
8,Adams,50.6,69122,48.2,65912,1.2,1643
8,Alamosa,48.0,3017,50.6,3179,1.3,83
8,Arapahoe,47.5,110262,51.4,119475,1.1,2628
8,Archuleta,36.7,2141,61.7,3601,1.7,97
8,Baca,22.1,483,76.9,1680,1.1,23
8,Bent,36.4,785,62.1,1338,1.5,32
8,Boulder,66.3,105564,32.4,51586,1.3,2109
8,Broomfield,47.1,10935,51.7,12007,1.3,293
8,Chaffee,42.9,3766,55.6,4875,1.5,129
8,Cheyenne,17.5,198,81.4,923,1.1,13
8,Clear Creek,53.3,2989,44.9,2522,1.8,102
8,Conejos,49.8,1894,49.0,1864,1.2,45
8,Costilla,66.5,1170,32.2,566,1.4,24
8,Crowley,32.0,478,67.4,1006,0.6,9
8,Custer,30.4,739,68.2,1657,1.3,32
8,Delta,29.8,4224,68.7,9722,1.5,213
8,Denver,69.6,166135,29.3,69903,1.2,2788
8,Dolores,29.0,333,68.4,785,2.5,29
8,Douglas,32.7,39661,66.5,80651,0.7,889
8,Eagle,52.6,9744,46.1,8533,1.3,234
8,Elbert,24.9,2834,73.8,8389,1.2,141
8,El Paso,32.1,77648,66.7,161361,1.1,2779
8,Fremont,32.0,5933,66.5,12313,1.5,280
8,Garfield,44.7,9228,53.9,11123,1.4,296
8,Gilpin,56.5,1807,41.6,1329,1.9,60
8,Grand,42.6,3243,56.0,4260,1.4,106
8,Gunnison,56.8,4782,41.3,3479,1.9,159
8,Hinsdale,39.2,236,59.0,355,1.8,11
8,Huerfano,48.8,1656,50.1,1701,1.1,39
8,Jackson,22.5,210,76.0,710,1.5,14
8,Jefferson,46.6,126558,51.8,140644,1.6,4366
8,Kiowa,19.3,172,79.8,712,0.9,8
8,Kit Carson,20.8,729,77.7,2721,1.5,52
8,Lake,55.0,1623,42.8,1261,2.2,65
8,La Plata,52.6,13409,45.9,11704,1.6,400
8,Larimer,46.6,68266,51.8,75884,1.6,2286
8,Las Animas,50.1,3300,48.5,3196,1.5,96
8,Lincoln,21.5,503,77.8,1819,0.6,15
8,Logan,28.4,2491,70.4,6168,1.2,107
8,Mesa,31.6,19564,67.1,41539,1.3,782
8,Mineral,36.7,227,61.9,383,1.5,9
8,Moffat,23.7,1355,74.2,4247,2.1,123
8,Montezuma,35.1,3867,63.4,6988,1.5,160
8,Montrose,29.4,4776,69.2,11218,1.4,225
8,Morgan,30.6,3039,68.3,6787,1.1,110
8,Otero,38.7,3164,60.5,4947,0.8,69
8,Ouray,47.0,1278,51.5,1402,1.5,41
8,Park,41.2,3445,57.2,4781,1.6,131
8,Phillips,25.0,582,73.8,1717,1.1,26
8,Pitkin,68.4,6335,30.1,2784,1.5,137
8,Prowers,27.6,1308,71.5,3392,0.9,45
8,Pueblo,52.6,35369,46.3,31117,1.0,701
8,Rio Blanco,18.8,566,80.0,2403,1.1,34
8,Rio Grande,36.3,2006,62.4,3448,1.3,72
8,Routt,54.3,6392,44.2,5199,1.5,171
8,Saguache,56.9,1594,41.5,1163,1.6,46
8,San Juan,52.1,253,44.4,216,3.5,17
8,San Miguel,71.6,2876,26.8,1079,1.6,64
8,Sedgwick,27.5,374,71.4,971,1.1,15
8,Summit,59.3,8144,39.1,5370,1.6,221
8,Teller,30.0,3556,68.3,8094,1.6,192
8,Washington,18.0,455,81.0,2050,1.0,25
8,Weld,35.9,31868,62.7,55591,1.3,1194
8,Yuma,23.3,1064,75.8,3456,0.9,39
9,Fairfield,51.4,205902,47.3,189605,1.4,5460
9,Hartford,58.7,229902,39.5,154919,1.8,6987
9,Litchfield,46.2,44647,51.9,50160,1.9,1861
9,Middlesex,56.3,47292,42.0,35252,1.7,1440
9,New Haven,54.3,199060,43.8,160390,1.9,6942
9,New London,55.8,66062,42.2,49931,2.0,2367
9,Tolland,54.6,39146,43.6,31245,1.9,1338
9,Windham,52.1,25477,45.7,22324,2.2,1060
10,Kent,42.6,23875,56.4,31578,1.0,538
10,New Castle,60.5,146179,38.5,93079,0.9,2269
10,Sussex,38.7,30098,60.5,47003,0.8,651
11,District of Columbia,89.2,202970,9.3,21256,1.5,3360
12,Alachua,56.1,62504,42.9,47762,1.0,1062
12,Baker,21.9,2180,77.7,7738,0.4,37
12,Bay,28.1,21068,71.2,53404,0.7,552
12,Bradford,29.9,3244,69.6,7557,0.5,54
12,Brevard,41.6,110309,57.7,153068,0.8,2085
12,Broward,64.2,453873,34.6,244674,1.2,8325
12,Calhoun,35.5,2116,63.4,3782,1.1,65
12,Charlotte,42.9,34256,55.7,44428,1.4,1102
12,Citrus,42.1,29277,56.9,39500,1.0,690
12,Clay,23.3,18971,76.2,62078,0.5,446
12,Collier,34.1,43892,65.0,83631,0.9,1160
12,Columbia,32.1,8031,67.1,16758,0.8,202
12,DeSoto,41.1,3913,58.1,5524,0.8,73
12,Dixie,30.4,1960,68.8,4434,0.7,48
12,Duval,41.6,158610,57.8,220190,0.6,2261
12,Escambia,33.7,48329,65.3,93566,1.0,1383
12,Flagler,48.3,18578,51.0,19633,0.7,269
12,Franklin,40.5,2401,58.5,3472,1.0,58
12,Gadsden,69.7,14629,29.8,6253,0.5,102
12,Gilchrist,28.8,2017,70.4,4936,0.9,62
12,Glades,41.0,1718,58.3,2443,0.6,27
12,Gulf,33.1,2407,66.0,4805,0.9,65
12,Hamilton,44.5,2260,55.0,2792,0.5,27
12,Hardee,29.6,2149,69.7,5049,0.7,51
12,Hendry,40.5,3960,58.9,5757,0.6,58
12,Hernando,46.2,37187,52.9,42635,0.9,725
12,Highlands,37.0,15347,62.4,25878,0.7,271
12,Hillsborough,46.2,214132,53.0,245576,0.8,3514
12,Holmes,21.8,1810,77.3,6412,0.9,78
12,Indian River,39.0,23956,60.1,36938,0.8,520
12,Jackson,38.1,7555,61.2,12122,0.7,130
12,Jefferson,55.3,4135,44.1,3298,0.6,45
12,Lafayette,25.4,845,74.0,2460,0.6,20
12,Lake,38.9,48221,60.0,74389,1.1,1340
12,Lee,39.0,93860,59.9,144176,1.1,2631
12,Leon,61.5,83873,37.8,51615,0.7,891
12,Levy,36.5,6074,62.5,10410,1.0,168
12,Liberty,35.4,1070,63.8,1927,0.8,24
12,Madison,48.8,4050,50.5,4191,0.8,63
12,Manatee,42.7,61262,56.6,81318,0.7,1041
12,Marion,41.0,57271,58.2,81283,0.8,1123
12,Martin,41.7,30208,57.1,41362,1.2,883
12,Miami-Dade,52.9,409732,46.6,361095,0.5,3899
12,Monroe,49.7,19654,49.2,19467,1.0,414
12,Nassau,26.2,8573,72.6,23783,1.2,387
12,Okaloosa,21.6,19368,77.6,69693,0.8,695
12,Okeechobee,42.3,5153,57.2,6978,0.5,59
12,Orange,49.8,193354,49.6,192539,0.6,2151
12,Osceola,47.0,38633,52.5,43117,0.6,454
12,Palm Beach,60.4,328687,39.1,212688,0.6,3247
12,Pasco,44.4,84749,54.1,103230,1.5,2937
12,Pinellas,49.5,225460,49.6,225686,0.9,4211
12,Polk,40.8,86009,58.6,123559,0.6,1262
12,Putnam,40.1,12412,59.1,18311,0.8,250
12,St. Johns,30.6,26399,68.6,59196,0.8,695
12,St. Lucie,51.8,51835,47.6,47592,0.6,636
12,Santa Rosa,21.8,14659,77.3,52059,0.9,589
12,Sarasota,45.2,88442,53.5,104692,1.3,2518
12,Seminole,41.3,76971,58.1,108172,0.6,1052
12,Sumter,36.4,11584,62.2,19800,1.4,458
12,Suwannee,28.6,4522,70.6,11153,0.8,127
12,Taylor,35.5,3049,63.7,5467,0.8,65
12,Union,26.8,1251,72.6,3396,0.6,28
12,Volusia,50.5,115519,48.9,111924,0.7,1496
12,Wakulla,41.6,4896,57.6,6777,0.8,90
12,Walton,25.9,6213,73.2,17555,0.9,208
12,Washington,28.1,2912,71.1,7369,0.8,85
13,Appling,29.0,1848,70.5,4494,0.5,31
13,Atkinson,32.3,799,67.4,1666,0.3,8
13,Bacon,24.5,930,75.2,2853,0.2,9
13,Baker,53.0,936,46.5,821,0.5,8
13,Baldwin,46.5,6775,52.9,7709,0.6,91
13,Banks,20.5,1149,78.9,4410,0.6,33
13,Barrow,23.1,4095,76.2,13520,0.8,135
13,Bartow,25.6,7741,73.7,22311,0.8,239
13,Ben Hill,39.3,2180,60.1,3331,0.6,34
13,Berrien,29.2,1638,69.9,3917,0.9,51
13,Bibb,50.7,29322,48.6,28107,0.6,359
13,Bleckley,28.7,1281,70.8,3167,0.5,23
13,Brantley,22.4,1258,77.0,4333,0.6,35
13,Brooks,42.9,2193,56.9,2912,0.2,12
13,Bryan,25.9,2590,73.7,7363,0.4,41
13,Bulloch,35.6,6840,63.8,12252,0.6,120
13,Burke,49.6,4213,49.9,4232,0.5,42
13,Butts,33.2,2572,66.1,5119,0.7,51
13,Calhoun,55.4,1119,44.1,890,0.5,10
13,Camden,32.7,4637,66.8,9488,0.5,68
13,Candler,34.7,1096,64.9,2048,0.3,11
13,Carroll,28.9,10224,70.3,24837,0.8,286
13,Catoosa,26.0,5807,73.4,16406,0.6,128
13,Charlton,31.4,1064,68.2,2311,0.5,16
13,Chatham,49.8,45630,49.6,45484,0.6,557
13,Chattahoochee,45.7,773,53.6,905,0.7,12
13,Chattooga,35.7,2809,63.5,4992,0.8,61
13,Cherokee,20.1,14824,79.0,58238,0.9,665
13,Clarke,58.0,21718,40.2,15052,1.8,673
13,Clay,60.9,798,38.9,509,0.2,3
13,Clayton,70.5,56113,29.0,23106,0.5,424
13,Clinch,33.1,750,66.2,1501,0.7,17
13,Cobb,37.1,103955,61.9,173467,0.9,2639
13,Coffee,32.3,3979,67.3,8306,0.4,48
13,Colquitt,28.7,3378,70.6,8296,0.7,78
13,Columbia,24.2,11442,75.3,35549,0.4,212
13,Cook,35.9,1733,63.6,3065,0.5,24
13,Coweta,25.0,10647,74.4,31682,0.7,280
13,Crawford,35.2,1552,64.2,2830,0.6,26
13,Crisp,37.7,2357,61.8,3865,0.5,32
13,Dade,29.1,1823,69.8,4368,1.0,64
13,Dawson,17.3,1407,81.9,6649,0.8,65
13,Decatur,39.9,3577,59.7,5348,0.3,31
13,DeKalb,72.5,200787,26.6,73570,0.9,2414
13,Dodge,34.1,2384,65.5,4584,0.4,28
13,Dooly,51.3,1973,48.2,1853,0.5,20
13,Dougherty,58.8,19805,40.7,13711,0.5,171
13,Douglas,38.0,15997,61.4,25846,0.7,281
13,Early,40.3,1701,59.1,2495,0.5,23
13,Echols,23.3,231,76.4,757,0.3,3
13,Effingham,22.3,3613,77.3,12503,0.4,66
13,Elbert,38.9,2984,60.3,4626,0.8,58
13,Emanuel,37.1,2774,62.4,4666,0.4,33
13,Evans,34.5,1213,65.2,2291,0.3,12
13,Fannin,28.2,2727,71.0,6862,0.8,75
13,Fayette,28.3,14887,71.0,37346,0.7,391
13,Floyd,31.7,10038,67.6,21400,0.8,238
13,Forsyth,16.2,9201,83.0,47267,0.8,451
13,Franklin,29.9,2245,69.4,5218,0.7,52
13,Fulton,59.2,199436,39.9,134372,0.9,2933
13,Gilmer,25.0,2510,74.0,7414,1.0,99
13,Glascock,19.7,250,80.0,1016,0.3,4
13,Glynn,32.3,8962,67.1,18608,0.6,169
13,Gordon,25.5,4028,73.9,11671,0.6,98
13,Grady,37.7,3092,61.8,5068,0.5,41
13,Greene,40.3,2774,59.2,4069,0.5,34
13,Gwinnett,33.4,81708,65.7,160445,0.9,2190
13,Habersham,20.7,2750,78.6,10434,0.7,92
13,Hall,21.1,10514,78.1,38883,0.8,395
13,Hancock,76.4,2715,23.1,822,0.5,18
13,Haralson,23.8,2434,75.5,7703,0.7,72
13,Harris,27.5,3400,71.8,8878,0.7,84
13,Hart,38.5,3479,60.9,5500,0.6,53
13,Heard,29.0,1148,70.5,2788,0.5,20
13,Henry,32.8,21096,66.6,42759,0.6,380
13,Houston,33.3,15054,66.0,29862,0.7,310
13,Irwin,30.7,1051,68.7,2347,0.6,20
13,Jackson,21.4,3468,77.8,12611,0.8,123
13,Jasper,32.8,1558,66.6,3157,0.6,28
13,Jeff Davis,26.4,1277,73.3,3549,0.4,19
13,Jefferson,52.7,3447,46.9,3066,0.4,26
13,Jenkins,43.9,1494,55.7,1898,0.4,13
13,Johnson,35.5,1263,64.1,2279,0.4,13
13,Jones,35.5,3855,63.9,6939,0.6,64
13,Lamar,37.4,2432,62.0,4027,0.6,40
13,Lanier,36.0,931,63.4,1641,0.7,17
13,Laurens,36.4,6281,63.0,10883,0.6,97
13,Lee,20.9,2182,78.6,8201,0.4,45
13,Liberty,51.7,6619,47.9,6131,0.5,59
13,Lincoln,36.6,1337,63.1,2309,0.3,12
13,Long,34.0,1033,65.6,1994,0.5,14
13,Lowndes,39.5,12516,59.9,18981,0.6,187
13,Lumpkin,23.6,2091,75.4,6690,1.1,97
13,McDuffie,37.3,2899,62.3,4846,0.4,35
13,McIntosh,46.9,2523,52.7,2837,0.4,22
13,Macon,60.8,2906,38.7,1851,0.5,23
13,Madison,25.6,2527,73.6,7254,0.8,75
13,Marion,43.1,1275,56.5,1670,0.4,12
13,Meriwether,45.5,3709,54.0,4402,0.5,44
13,Miller,30.1,736,69.4,1694,0.5,12
13,Mitchell,46.2,3360,53.4,3885,0.4,27
13,Monroe,32.8,3216,66.6,6522,0.6,56
13,Montgomery,31.8,1007,67.8,2150,0.4,13
13,Morgan,31.8,2304,67.6,4902,0.6,41
13,Murray,27.1,2899,72.4,7745,0.5,56
13,Muscogee,51.3,32867,48.2,30850,0.5,335
13,Newton,37.5,10939,62.0,18095,0.5,157
13,Oconee,26.7,3789,72.4,10276,0.9,134
13,Oglethorpe,33.7,1899,65.4,3688,0.9,51
13,Paulding,23.3,9420,76.1,30843,0.6,251
13,Peach,46.3,3961,53.2,4554,0.5,39
13,Pickens,23.0,2444,76.3,8115,0.8,80
13,Pierce,20.8,1234,79.0,4680,0.2,11
13,Pike,22.3,1506,76.9,5193,0.7,50
13,Polk,31.1,3868,68.2,8467,0.7,85
13,Pulaski,36.8,1294,62.6,2202,0.6,21
13,Putnam,35.5,2880,63.9,5188,0.6,50
13,Quitman,56.3,543,42.4,409,1.3,13
13,Rabun,28.9,1918,70.0,4650,1.1,75
13,Randolph,52.9,1612,46.5,1418,0.7,20
13,Richmond,56.6,39262,42.9,29764,0.5,350
13,Rockdale,38.9,12136,60.4,18856,0.7,214
13,Schley,30.3,464,69.4,1063,0.3,5
13,Screven,42.7,2534,56.7,3360,0.6,34
13,Seminole,39.0,1278,60.3,1977,0.8,26
13,Spalding,35.5,7460,64.0,13461,0.5,115
13,Stephens,28.1,2714,71.4,6904,0.6,56
13,Stewart,60.0,1220,39.2,797,0.7,15
13,Sumter,49.2,5562,50.3,5688,0.4,48
13,Talbot,62.1,1830,37.4,1103,0.5,14
13,Taliaferro,64.4,612,35.2,335,0.4,4
13,Tattnall,27.6,1787,71.9,4657,0.5,30
13,Taylor,43.1,1458,56.5,1912,0.4,13
13,Telfair,42.1,1590,57.5,2171,0.4,15
13,Terrell,51.0,1951,48.6,1859,0.4,17
13,Thomas,38.1,5997,61.4,9659,0.5,77
13,Tift,30.8,3864,68.7,8619,0.4,54
13,Toombs,29.1,2567,70.2,6196,0.6,57
13,Towns,27.1,1430,72.3,3823,0.6,32
13,Treutlen,38.1,1052,61.2,1691,0.7,19
13,Troup,34.8,7630,64.6,14183,0.6,126
13,Turner,38.3,1135,61.2,1815,0.5,15
13,Twiggs,50.8,2220,48.3,2112,0.8,37
13,Union,25.2,2327,74.1,6847,0.8,71
13,Upson,33.9,3424,65.7,6634,0.4,36
13,Walker,27.8,5986,71.3,15340,0.8,176
13,Walton,21.3,5887,78.1,21594,0.6,166
13,Ware,30.5,3449,69.0,7790,0.5,52
13,Warren,54.6,1360,45.0,1121,0.3,8
13,Washington,47.5,3733,51.9,4081,0.6,44
13,Wayne,28.1,2683,71.3,6819,0.6,60
