id,margin,taft,wilson,other,roosevelt,other2,hex_color
51139,29.83%, 27.94%, 57.76%,14.3%, 11.34%, 2.14%,472493
51141,17.72%, 29.13%, 46.85%,24.029999999999998%, 23.49%,-,4a3d77
51143,42.50%, 21.72%, 64.22%,14.05%, 13.23%,-,3723a3
51145,29.95%, 26.98%, 56.93%,13.36%, 12.62%,-,442291
51147,72.83%, 10.24%, 83.07%,6.68%, 6.54%,-,1a11d3
51149,52.88%, 14.24%, 69.15%,16.61%, 16.27%,-,242ab0
51153,72.10%, 8.20%, 81.40%,10.4%, 9.30%,-,141acf
51155,20.11%, 13.27%, 52.88%,33.85%, 32.77%,-,215686
51157,55.27%, 19.83%, 75.11%,2.32%,-,-,3205bf
51159,47.15%, 22.36%, 69.51%,8.13%, 8.13%,-,3914b1
51161,49.56%, 10.60%, 68.30%,21.099999999999998%, 18.74%,-,1b35ae
51163,31.95%, 26.81%, 58.76%,14.430000000000001%, 13.13%,-,442495
51165,25.82%, 29.36%, 55.19%,15.45%, 13.19%,-,4a278c
51167,26.80%, 23.34%, 51.53%,25.13%, 24.73%,-,3b4083
51169,7.97%, 18.80%, 44.26%,36.93%, 36.29%,-,2f5e70
51171,24.64%, 27.61%, 52.25%,20.14%, 19.28%,-,463385
51173,18.62%, 27.46%, 46.08%,26.47%, 26.06%,-,464375
51175,75.62%, 9.38%, 85.00%,5.63%, 4.84%,-,170ed8
51177,37.60%, 9.40%, 63.21%,27.39%, 25.61%,-,1745a1
51179,24.37%, 20.95%, 51.56%,27.490000000000002%, 27.19%,-,354683
51181,65.16%, 12.26%, 77.42%,10.33%, 7.96%,-,1f1ac5
51183,67.02%, 10.52%, 77.54%,11.95%, 9.45%, 2.50%,1a1ec5
51185,4.39%, 23.80%, 39.76%,36.440000000000005%, 35.38%,-,3c5c65
51187,60.68%, 16.49%, 77.16%,6.35%, 5.27%,-,2a10c4
51191,21.87%, 17.80%, 51.92%,30.29%, 30.05%,-,2d4d84
51193,59.78%, 15.16%, 74.95%,9.889999999999999%, 9.45%,-,2619bf
51195,15.63%, 31.08%, 46.71%,22.21%, 20.93%,-,4f3877
51197,19.17%, 26.39%, 46.27%,27.34%, 27.09%,-,434575
51199,63.90%, 12.27%, 76.17%,11.56%, 9.39%,-,1f1dc2
51510,68.19%, 10.99%, 79.18%,9.83%, 8.66%,-,1c19c9
51515,0%,-,-,0.0%,-,-,000000
51520,56.36%, 15.19%, 71.55%,13.25%, 11.31%,-,2621b6
51530,41.63%, 16.73%, 60.31%,19.85%, 18.68%,-,2a3299
51540,79.50%, 7.47%, 86.97%,5.56%, 4.60%,-,130edd
51550,0%,-,-,0.0%,-,-,000000
51570,0%,-,-,0.0%,-,-,000000
51580,0%,-,-,0.0%,-,-,000000
51590,77.22%, 7.38%, 84.60%,8.02%, 6.27%,-,1214d7
51595,0%,-,-,0.0%,-,-,000000
51600,0%,-,-,0.0%,-,-,000000
51610,0%,-,-,0.0%,-,-,000000
51620,0%,-,-,0.0%,-,-,000000
51630,55.48%, 9.01%, 73.14%,17.85%, 17.67%,-,162dba
51640,0%,-,-,0.0%,-,-,000000
51650,80.70%, 3.26%, 88.47%,8.27%, 7.77%,-,0815e1
51660,0%,-,-,0.0%,-,-,000000
51670,0%,-,-,0.0%,-,-,000000
51678,0%,-,-,0.0%,-,-,000000
51680,68.97%, 6.03%, 80.82%,13.15%, 11.85%,-,0f21ce
51683,0%,-,-,0.0%,-,-,000000
51685,0%,-,-,0.0%,-,-,000000
51690,0%,-,-,0.0%,-,-,000000
51700,53.20%, 7.52%, 70.58%,17.91%, 17.38%,-,132db3
51710,73.04%, 4.61%, 83.70%,11.69%, 10.67%,-,0b1dd5
51720,0%,-,-,0.0%,-,-,000000
51730,84.16%, 6.03%, 90.19%,3.7800000000000002%, 3.54%,-,0f09e5
51735,0%,-,-,0.0%,-,-,000000
51740,62.43%, 3.31%, 79.02%,17.68%, 16.59%,-,082dc9
51750,27.44%, 10.98%, 56.40%,30.18%, 28.96%,-,1b4c8f
51760,77.74%, 6.12%, 85.04%,8.85%, 7.29%,-,0f16d8
51770,51.44%, 9.77%, 69.74%,20.490000000000002%, 18.30%,-,1834b1
51775,0%,-,-,0.0%,-,-,000000
51790,35.06%, 6.61%, 64.23%,29.17%, 29.17%,-,104aa3
51800,64.61%, 11.22%, 75.83%,12.959999999999999%, 9.95%, 2.69%,1c21c1
51810,0%,-,-,0.0%,-,-,000000
51820,0%,-,-,0.0%,-,-,000000
51830,71.22%, 7.91%, 81.29%,10.790000000000001%, 10.07%,-,141bcf
51840,45.20%, 20.83%, 66.03%,13.15%, 9.31%, 3.25%,3521a8
53001,6.89%, 17.02%, 40.59%,35.75%, 33.70%,-,2b5b67
53003,1.52%, 31.38%, 29.86%,31.54%, 27.80%, 3.58%,50504c
53005,3.54%, 19.11%, 32.50%,39.05%, 36.05%, 2.05%,306352
53007,12.87%, 18.83%, 25.84%,43.22%, 38.72%, 3.96%,306e41
53009,1.62%, 28.67%, 18.30%,28.98%, 27.05%,-,49492e
53011,5.83%, 23.37%, 31.82%,32.739999999999995%, 25.99%, 6.40%,3b5351
53013,2.03%, 26.25%, 33.35%,33.7%, 31.32%, 2.30%,425555
53015,8.79%, 34.66%, 23.63%,28.16%, 25.87%, 2.03%,58473c
53017,17.68%, 20.16%, 42.61%,27.32%, 24.93%, 2.04%,33456c
53019,6.34%, 16.94%, 36.08%,31.04%, 29.74%,-,2b4f5c
53021,4.87%, 16.41%, 34.29%,32.38%, 29.41%, 2.13%,295257
53023,15.48%, 22.16%, 27.36%,44.96%, 42.84%, 2.06%,387245
53025,5.44%, 17.41%, 29.32%,37.53%, 34.75%, 2.36%,2c5f4a
53027,12.50%, 34.66%, 22.16%,24.09%, 20.96%, 2.59%,583d38
53029,9.92%, 21.11%, 19.71%,37.13%, 31.98%, 5.09%,355e32
53031,4.26%, 27.34%, 27.60%,32.81%, 31.86%,-,455346
53033,9.53%, 21.85%, 28.17%,40.39%, 37.70%,-,376647
53035,14.67%, 20.12%, 15.93%,40.449999999999996%, 38.16%,-,336728
53037,9.60%, 22.44%, 27.29%,40.28%, 36.89%, 2.75%,396645
53039,3.90%, 33.62%, 29.72%,26.5%, 22.98%, 3.09%,55434b
53041,7.45%, 32.70%, 25.25%,25.32%, 20.76%, 4.19%,534040
53043,0.73%, 14.46%, 38.26%,41.15%, 39.00%,-,246861
53045,3.23%, 24.42%, 29.03%,27.7%, 25.81%,-,3e464a
53047,8.80%, 18.97%, 34.47%,27.060000000000002%, 25.67%,-,304557
53049,3.05%, 33.77%, 23.85%,33.0%, 30.72%, 2.01%,56543c
53051,1.48%, 14.57%, 35.67%,36.0%, 34.19%,-,255b5a
53053,19.64%, 20.59%, 21.65%,44.89%, 41.30%, 3.05%,347237
53055,0.40%, 27.52%, 25.10%,29.87%, 27.93%,-,464c40
53057,1.41%, 25.97%, 21.24%,33.51%, 27.38%, 5.50%,425536
53059,1.33%, 30.24%, 31.57%,27.84%, 26.27%,-,4d4650
53061,17.61%, 15.68%, 20.05%,43.58%, 38.30%, 4.67%,276f33
53063,16.56%, 11.92%, 30.75%,50.080000000000005%, 47.31%, 2.21%,1e7f4e
53065,0.13%, 13.50%, 32.98%,37.050000000000004%, 32.84%, 3.78%,225e54
53067,7.38%, 30.69%, 23.07%,27.86%, 23.31%, 4.28%,4e473a
53069,0.57%, 31.90%, 20.93%,34.62%, 32.47%,-,515835
53071,2.87%, 25.28%, 32.72%,37.5%, 35.59%,-,405f53
53073,2.50%, 27.90%, 18.48%,34.89%, 30.40%, 3.82%,47582f
53075,5.63%, 20.00%, 36.42%,37.24%, 30.79%, 6.21%,335e5c
53077,8.06%, 25.21%, 24.49%,40.660000000000004%, 33.27%, 7.10%,40673e
54001,3.71%, 16.45%, 42.29%,38.58%, 38.58%,-,29626b
54003,25.12%, 25.02%, 50.14%,22.33%, 22.33%,-,3f387f
54005,19.87%, 16.80%, 45.19%,25.32%, 25.32%,-,2a4073
54007,15.76%, 11.49%, 51.74%,36.760000000000005%, 35.99%,-,1d5d83
54009,4.84%, 38.59%, 33.74%,17.98%, 17.98%,-,622d56
54011,15.40%, 17.49%, 46.62%,31.22%, 31.22%,-,2c4f76
54013,32.09%, 23.84%, 55.93%,20.23%, 19.73%,-,3c338e
54015,7.89%, 16.72%, 44.28%,36.39%, 36.39%,-,2a5c70
54017,11.97%, 22.83%, 31.79%,45.379999999999995%, 43.76%,-,3a7351
54019,5.60%, 24.47%, 34.09%,28.49%, 28.49%,-,3e4856
54021,39.08%, 18.76%, 59.72%,21.52%, 20.64%,-,2f3698
54023,38.38%, 20.02%, 20.42%,59.56%, 58.81%,-,339734
54025,17.47%, 11.94%, 51.96%,36.1%, 34.49%,-,1e5c84
54027,55.89%, 16.55%, 72.44%,11.0%, 10.84%,-,2a1cb8
54029,1.52%, 33.54%, 32.02%,28.13%, 28.13%,-,554751
54031,46.16%, 18.36%, 64.51%,17.130000000000003%, 16.76%,-,2e2ba4
54033,8.78%, 16.47%, 41.10%,32.32%, 32.32%,-,295268
54035,12.78%, 26.43%, 42.65%,30.93%, 29.87%,-,434e6c
54037,41.13%, 26.66%, 67.79%,5.5600000000000005%, 4.08%,-,430eac
54039,1.67%, 9.96%, 37.26%,35.59%, 35.59%,-,195a5f
54041,18.42%, 24.21%, 45.39%,26.96%, 26.96%,-,3d4473
54043,6.17%, 15.09%, 44.87%,40.040000000000006%, 38.70%,-,266672
54045,27.11%, 18.43%, 49.95%,22.84%, 22.84%,-,2e3a7f
54047,19.77%, 46.54%, 26.77%,26.69%, 26.00%,-,764444
54049,22.14%, 17.23%, 48.08%,25.94%, 25.94%,-,2b427a
54051,8.83%, 25.24%, 37.71%,28.88%, 28.88%,-,404960
54053,2.51%, 21.45%, 37.95%,35.43%, 35.43%,-,365a60
54055,6.64%, 18.56%, 43.07%,38.38%, 36.43%,-,2f616d
54057,2.26%, 14.69%, 39.16%,41.42%, 41.42%,-,256963
54059,6.04%, 36.01%, 42.05%,21.939999999999998%, 20.29%,-,5b376b
54061,1.89%, 23.20%, 31.92%,33.81%, 33.81%,-,3b5651
54063,24.69%, 25.52%, 50.21%,24.27%, 23.73%,-,413d80
54065,3.59%, 34.89%, 31.30%,29.53%, 29.53%,-,584b4f
54067,14.62%, 14.40%, 49.75%,35.84%, 35.13%,-,245b7e
54069,12.99%, 28.31%, 41.30%,19.08%, 19.08%,-,483069
54071,32.90%, 22.75%, 55.65%,21.599999999999998%, 20.79%,-,3a378d
54073,18.09%, 29.43%, 47.52%,23.04%, 21.73%,-,4b3a79
54075,10.70%, 18.42%, 44.67%,33.97%, 33.97%,-,2e5671
54077,9.16%, 24.70%, 31.20%,40.36%, 40.36%,-,3e664f
54079,3.66%, 13.98%, 40.55%,36.89%, 36.89%,-,235e67
54081,7.83%, 13.74%, 35.89%,43.72%, 43.72%,-,236f5b
54083,22.58%, 14.82%, 50.25%,27.66%, 27.66%,-,254680
54085,0.17%, 26.31%, 35.65%,35.49%, 35.49%,-,435a5a
54087,8.38%, 15.82%, 45.70%,38.48%, 37.32%,-,286274
54089,20.31%, 18.66%, 49.79%,29.48%, 29.48%,-,2f4b7e
54091,3.46%, 21.22%, 38.77%,35.31%, 35.31%,-,365a62
54093,1.34%, 16.67%, 37.15%,38.48%, 38.48%,-,2a625e
54095,2.00%, 22.08%, 37.30%,35.3%, 35.30%,-,385a5f
54097,23.19%, 23.88%, 25.59%,50.52%, 48.78%,-,3c8041
54099,23.47%, 29.41%, 52.88%,17.71%, 16.00%,-,4a2d86
54101,36.90%, 14.06%, 60.90%,25.04%, 23.99%,-,233f9b
54103,34.44%, 23.24%, 57.68%,15.6%, 15.60%,-,3b2793
54105,9.76%, 10.89%, 48.72%,40.39%, 38.96%,-,1b667c
54107,14.92%, 29.37%, 44.29%,21.34%, 21.34%,-,4a3670
54109,12.56%, 27.38%, 42.40%,30.22%, 29.84%,-,454d6c
55001,15.18%, 46.09%, 30.90%,18.6%, 13.65%, 3.48%,752f4e
55003,14.72%, 26.83%, 41.54%,22.61%, 19.38%, 3.12%,443969
55005,8.79%, 35.62%, 26.83%,30.88%, 24.38%, 6.37%,5a4e44
55007,0.22%, 23.03%, 29.84%,33.42%, 30.06%, 3.05%,3a554c
55009,9.40%, 32.76%, 42.16%,18.34%, 16.55%,-,532e6b
55011,15.35%, 48.65%, 33.29%,18.07%, 14.61%,-,7c2e54
55013,11.08%, 26.74%, 20.24%,41.6%, 37.82%, 3.32%,446a33
55015,15.21%, 32.55%, 47.76%,16.71%, 15.87%,-,532a79
55017,5.71%, 33.93%, 39.63%,26.44%, 22.12%, 2.21%,564365
55019,11.36%, 45.61%, 34.24%,16.939999999999998%, 14.52%, 2.42%,742b57
55021,0.17%, 42.55%, 42.73%,12.63%, 10.07%, 2.56%,6c206c
55023,3.20%, 41.66%, 44.86%,11.43%, 9.51%,-,6a1d72
55025,23.22%, 32.27%, 55.49%,12.24%, 7.95%, 2.41%,521f8d
55027,30.72%, 29.26%, 59.97%,10.77%, 8.06%,-,4a1b98
55029,14.03%, 41.15%, 27.12%,29.2%, 24.33%, 4.76%,684a45
55031,21.50%, 14.22%, 23.00%,48.129999999999995%, 44.51%, 2.28%,247a3a
55033,6.11%, 37.45%, 22.24%,34.04%, 31.34%, 2.51%,5f5638
55035,5.72%, 40.29%, 34.57%,20.35%, 17.91%, 2.30%,663358
55037,13.33%, 43.67%, 21.83%,32.0%, 30.33%,-,6f5137
55039,18.97%, 31.34%, 50.31%,14.709999999999999%, 12.85%,-,4f2580
55041,3.63%, 38.37%, 42.00%,17.4%, 15.70%,-,612c6b
55043,4.21%, 41.63%, 45.84%,12.530000000000001%, 8.46%, 2.80%,6a1f74
55045,2.79%, 38.82%, 41.61%,17.55%, 12.51%, 4.87%,622c6a
55047,4.62%, 42.53%, 47.15%,10.32%, 6.53%, 2.48%,6c1a78
55049,4.63%, 40.26%, 44.90%,14.83%, 9.35%, 4.78%,662572
55051,10.65%, 39.98%, 29.33%,24.59%, 21.47%, 2.87%,653e4a
55053,29.90%, 52.77%, 22.88%,21.41%, 18.01%, 3.25%,86363a
55055,34.97%, 27.43%, 62.40%,10.17%, 6.98%,-,45199f
55057,2.70%, 41.48%, 38.78%,15.5%, 13.65%,-,692762
55059,8.87%, 27.21%, 36.09%,28.69%, 26.85%,-,45495c
55061,18.61%, 35.71%, 54.32%,9.96%, 8.42%,-,5b198a
55063,24.79%, 28.28%, 53.07%,14.459999999999999%, 12.44%,-,482487
55065,2.35%, 39.14%, 41.50%,19.36%, 16.94%,-,633169
55067,19.02%, 23.40%, 45.72%,27.89%, 26.70%,-,3b4774
55069,31.21%, 21.20%, 52.41%,20.07%, 18.67%,-,363385
55071,13.63%, 31.11%, 44.74%,12.57%, 11.97%,-,4f2072
55073,11.06%, 33.20%, 44.26%,16.009999999999998%, 13.95%,-,542870
55075,1.26%, 34.55%, 33.29%,26.259999999999998%, 24.02%, 2.03%,584254
55077,1.88%, 39.42%, 41.30%,19.279999999999998%, 16.33%,-,643169
55078,0%,-,-,0.0%,-,-,000000
55079,11.76%, 25.07%, 38.75%,9.19%, 8.33%,-,3f1762
55081,5.03%, 38.13%, 43.16%,16.12%, 13.01%, 3.11%,61296e
55083,10.90%, 46.60%, 35.70%,14.44%, 12.99%,-,76245b
55085,2.69%, 36.56%, 33.87%,21.3%, 20.36%,-,5d3656
55087,21.22%, 28.82%, 50.04%,18.810000000000002%, 16.94%,-,492f7f
55089,38.04%, 25.24%, 63.27%,8.93%, 8.12%,-,4016a1
55091,8.94%, 40.00%, 31.06%,26.89%, 24.92%,-,66444f
55093,6.44%, 29.13%, 29.10%,38.76%, 35.57%, 3.04%,4a624a
55095,7.04%, 27.14%, 26.56%,37.67%, 34.18%, 3.17%,456043
55097,6.95%, 36.37%, 43.32%,20.31%, 16.75%,-,5c336e
55099,1.92%, 29.50%, 27.58%,30.839999999999996%, 27.58%, 3.13%,4b4e46
55101,14.71%, 29.42%, 44.13%,19.55%, 16.26%, 3.23%,4b3170
55103,3.28%, 41.01%, 37.72%,18.07%, 9.27%, 8.72%,682e60
55105,12.57%, 43.21%, 30.64%,23.5%, 20.23%, 3.16%,6e3b4e
55107,3.11%, 33.78%, 30.67%,23.560000000000002%, 20.21%, 3.17%,563c4e
55109,1.68%, 37.18%, 38.86%,19.93%, 17.71%, 2.13%,5e3263
55111,5.12%, 37.91%, 43.02%,19.06%, 12.57%, 5.27%,60306d
55113,15.07%, 32.45%, 47.52%,20.02%, 15.84%, 2.42%,523379
55115,2.79%, 33.94%, 36.72%,27.16%, 24.39%, 2.48%,56455d
55117,13.26%, 27.97%, 41.23%,19.54%, 16.91%,-,473169
55119,2.10%, 33.81%, 35.91%,18.419999999999998%, 16.58%,-,562e5b
55121,13.37%, 44.66%, 31.28%,24.060000000000002%, 20.14%, 2.58%,713d4f
55123,30.54%, 57.68%, 27.14%,15.18%, 10.03%, 3.55%,932645
55125,2.49%, 32.94%, 35.43%,23.95%, 22.97%,-,533d5a
55127,0.50%, 35.88%, 36.38%,27.74%, 21.18%, 5.22%,5b465c
55129,5.32%, 27.52%, 26.78%,35.730000000000004%, 32.84%, 2.89%,465b44
55131,13.31%, 38.26%, 51.57%,6.97%, 6.42%,-,611183
55133,11.95%, 36.86%, 48.81%,11.66%, 8.11%, 3.54%,5d1d7c
55135,7.47%, 37.66%, 26.70%,33.4%, 30.19%, 3.04%,605544
55137,18.89%, 44.43%, 25.54%,26.990000000000002%, 24.51%, 2.48%,714441
55139,4.72%, 17.01%, 41.00%,37.76%, 36.28%,-,2b6068
55141,14.64%, 32.65%, 47.28%,13.15%, 9.84%, 2.60%,532178
56001,6.02%, 32.75%, 38.77%,21.91%, 19.72%, 2.19%,533762
56003,4.60%, 35.43%, 30.83%,27.67%, 26.51%,-,5a464e
56005,23.65%, 25.14%, 48.78%,23.52%, 22.03%,-,403b7c
56007,5.27%, 39.15%, 33.88%,17.84%, 17.31%,-,632d56
56009,7.54%, 39.16%, 31.62%,26.33%, 25.31%,-,634350
56011,11.81%, 26.98%, 38.78%,25.38%, 24.63%,-,444062
56013,7.41%, 33.03%, 40.45%,21.18%, 20.81%,-,543667
56015,2.90%, 32.52%, 35.41%,29.51%, 26.17%, 3.34%,524b5a
56017,4.47%, 27.14%, 34.10%,30.810000000000002%, 29.62%,-,454e56
56019,0.14%, 37.39%, 37.54%,25.07%, 23.42%,-,5f3f5f
56021,1.08%, 38.95%, 40.03%,18.3%, 17.38%,-,632e66
56023,11.90%, 42.33%, 30.43%,17.35%, 17.17%,-,6b2c4d
56025,13.73%, 45.52%, 31.79%,18.99%, 18.63%,-,743051
56027,21.52%, 49.36%, 27.84%,19.84%, 14.02%, 5.82%,7d3246
56029,7.70%, 29.80%, 37.50%,27.79%, 26.23%,-,4b465f
56031,16.15%, 28.33%, 44.48%,22.27%, 20.00%, 2.27%,483871
56033,8.10%, 20.29%, 38.82%,31.52%, 30.72%,-,335062
56035,0%,-,-,0.0%,-,-,000000
56037,1.13%, 35.76%, 36.89%,16.11%, 15.71%,-,5b295e
56039,0%,-,-,0.0%,-,-,000000
56041,9.47%, 37.30%, 27.84%,24.09%, 24.09%,-,5f3d46
56043,5.48%, 38.22%, 32.74%,25.63%, 24.89%,-,614153
56045,0.77%, 34.41%, 35.17%,24.29%, 23.45%,-,573d59
60010,0%,-,-,0.0%,-,-,000000
60020,0%,-,-,0.0%,-,-,000000
60030,0%,-,-,0.0%,-,-,000000
60040,0%,-,-,0.0%,-,-,000000
60050,0%,-,-,0.0%,-,-,000000
66010,0%,-,-,0.0%,-,-,000000
69085,0%,-,-,0.0%,-,-,000000
69100,0%,-,-,0.0%,-,-,000000
69110,0%,-,-,0.0%,-,-,000000
69120,0%,-,-,0.0%,-,-,000000
72001,0%,-,-,0.0%,-,-,000000
72003,0%,-,-,0.0%,-,-,000000
72005,0%,-,-,0.0%,-,-,000000
72007,0%,-,-,0.0%,-,-,000000
72009,0%,-,-,0.0%,-,-,000000
72011,0%,-,-,0.0%,-,-,000000
72013,0%,-,-,0.0%,-,-,000000
72015,0%,-,-,0.0%,-,-,000000
72017,0%,-,-,0.0%,-,-,000000
72019,0%,-,-,0.0%,-,-,000000
72021,0%,-,-,0.0%,-,-,000000
72023,0%,-,-,0.0%,-,-,000000
72025,0%,-,-,0.0%,-,-,000000
72027,0%,-,-,0.0%,-,-,000000
72029,0%,-,-,0.0%,-,-,000000
72031,0%,-,-,0.0%,-,-,000000
72033,0%,-,-,0.0%,-,-,000000
72035,0%,-,-,0.0%,-,-,000000
72037,0%,-,-,0.0%,-,-,000000
72039,0%,-,-,0.0%,-,-,000000
72041,0%,-,-,0.0%,-,-,000000
72043,0%,-,-,0.0%,-,-,000000
72045,0%,-,-,0.0%,-,-,000000
72047,0%,-,-,0.0%,-,-,000000
72049,0%,-,-,0.0%,-,-,000000
72051,0%,-,-,0.0%,-,-,000000
72053,0%,-,-,0.0%,-,-,000000
72054,0%,-,-,0.0%,-,-,000000
72055,0%,-,-,0.0%,-,-,000000
72057,0%,-,-,0.0%,-,-,000000
72059,0%,-,-,0.0%,-,-,000000
72061,0%,-,-,0.0%,-,-,000000
72063,0%,-,-,0.0%,-,-,000000
72065,0%,-,-,0.0%,-,-,000000
72067,0%,-,-,0.0%,-,-,000000
72069,0%,-,-,0.0%,-,-,000000
72071,0%,-,-,0.0%,-,-,000000
72073,0%,-,-,0.0%,-,-,000000
72075,0%,-,-,0.0%,-,-,000000
72077,0%,-,-,0.0%,-,-,000000
72079,0%,-,-,0.0%,-,-,000000
72081,0%,-,-,0.0%,-,-,000000
72083,0%,-,-,0.0%,-,-,000000
72085,0%,-,-,0.0%,-,-,000000
72087,0%,-,-,0.0%,-,-,000000
72089,0%,-,-,0.0%,-,-,000000
72091,0%,-,-,0.0%,-,-,000000
72093,0%,-,-,0.0%,-,-,000000
72095,0%,-,-,0.0%,-,-,000000
72097,0%,-,-,0.0%,-,-,000000
72099,0%,-,-,0.0%,-,-,000000
72101,0%,-,-,0.0%,-,-,000000
72103,0%,-,-,0.0%,-,-,000000
72105,0%,-,-,0.0%,-,-,000000
72107,0%,-,-,0.0%,-,-,000000
72109,0%,-,-,0.0%,-,-,000000
72111,0%,-,-,0.0%,-,-,000000
72113,0%,-,-,0.0%,-,-,000000
72115,0%,-,-,0.0%,-,-,000000
72117,0%,-,-,0.0%,-,-,000000
72119,0%,-,-,0.0%,-,-,000000
72121,0%,-,-,0.0%,-,-,000000
72123,0%,-,-,0.0%,-,-,000000
72125,0%,-,-,0.0%,-,-,000000
72127,0%,-,-,0.0%,-,-,000000
72129,0%,-,-,0.0%,-,-,000000
72131,0%,-,-,0.0%,-,-,000000
72133,0%,-,-,0.0%,-,-,000000
72135,0%,-,-,0.0%,-,-,000000
72137,0%,-,-,0.0%,-,-,000000
72139,0%,-,-,0.0%,-,-,000000
72141,0%,-,-,0.0%,-,-,000000
72143,0%,-,-,0.0%,-,-,000000
72145,0%,-,-,0.0%,-,-,000000
72147,0%,-,-,0.0%,-,-,000000
72149,0%,-,-,0.0%,-,-,000000
72151,0%,-,-,0.0%,-,-,000000
72153,0%,-,-,0.0%,-,-,000000
74300,0%,-,-,0.0%,-,-,000000
78010,0%,-,-,0.0%,-,-,000000
78020,0%,-,-,0.0%,-,-,000000
78030,0%,-,-,0.0%,-,-,000000
