id,1924,1928,1932,1936,1940,1944,1948,1956,1964,1968,1972,1992
18151,ae0a45,b50246,7b047f,870472,a90154,b60146,ab044e,b60047,80007d,9f134b,b1014b,6c4050
18153,6c236e,820676,4a03a0,4e04ab,6b0290,780284,680590,7c0181,5700a6,6e1d73,970166,543375
18155,7b057e,950267,620596,6f008e,750188,780382,6e018e,7d0180,61009c,70216c,880075,5b2f73
18157,940c5d,a1005c,750287,7f037c,91006d,9a0063,9a0262,b3004b,7b0083,970c5a,ad0150,743157
18159,820972,970264,6b048f,70028b,860176,8b036f,810379,970165,760087,8b1c56,b90144,7e3a44
18161,950464,a80155,80037b,7d017f,940168,a0015c,a1025b,a1005c,81007c,8e224d,b80045,77394d
18163,8c145d,970066,5605a3,4103b9,6b0192,770186,730388,93016a,5e009f,7d1966,ae014f,642970
18165,7d344d,830279,600395,5e029d,790183,7f017d,720784,81007c,5c00a1,6a2271,91016b,4c3a76
18167,861f59,8b0370,670592,5602a5,70008d,760087,6a0390,80007d,670096,711d6f,9a0162,5f316d
18169,9a0f55,ae024e,7d057c,870374,9b0260,9e0058,9c075a,b50147,790083,9b0f53,ae0050,77394c
18171,b10a43,ae014e,7c037e,8c0171,9a0063,a50059,a1025b,ac0151,7c0082,911c50,b2004b,664057
18173,830b70,8a0470,600697,6b0390,840179,8c0270,7c0280,91006c,5f009e,791f64,a70254,642f6a
18175,760286,840079,670195,6e008f,7b0082,80017d,780284,8d0070,6b0093,7b245d,990263,662e67
18177,981452,ac0151,7a057f,750584,82017a,8b0370,930466,9d0160,7f007e,882154,bb0042,712f5c
18179,720884,7c027f,5205a6,5d01a0,790382,7f0079,780284,940267,650096,871660,a70254,7a3d45
18181,8f0a64,990164,670393,750386,8c0171,940169,8e016f,ab0052,7a0083,921754,ba0143,73404a
18183,8b046e,92016a,630491,6e028e,880175,8e026e,840376,a1015c,740089,871a5b,a70155,6e434b
19001,ab361d,af014e,760186,81037a,950068,980066,840376,960068,670097,9b0d56,a20557,683164
19003,8a4330,a80254,740387,8e036c,990164,92006b,880373,8e016f,670097,981550,970561,544265
19005,616f2d,970166,61019b,75007d,a3005b,a1005d,930268,a80055,82007c,9f0e50,a10558,643a5a
19007,913f2e,aa0252,6b068c,730189,7e027e,7d017f,6f0689,8c0072,5d00a1,7e136c,a30556,5d2e70
19009,894035,7e017f,5802a4,660296,72008c,6d0090,6b068c,8a0074,61009d,920b60,9d025f,5a3a68
19011,944228,9f015d,58009d,6a048f,7e007f,7b0182,720b80,8f0a64,5700a7,840f68,89056f,543b6d
19013,a6391f,b0014d,7e037d,6e0087,7e007f,7b0182,700489,93006a,63009b,830d6c,920566,582a7a
19015,747310,b20448,60028a,5a019b,6a0192,70018c,680c8a,880076,4f00ad,780c77,8a046f,562b7b
19017,7b641f,8c0071,5002ac,600098,a1005d,a2005c,830378,ab0053,6e008f,a70c4a,a80452,613267
19019,a02934,a60057,760286,7a0381,8b0073,8b0073,80027b,9b0063,5c00a2,850d6b,940465,57386e
19021,856117,a60255,620096,600499,7c0181,7a0183,760582,9c0062,6a0094,9d0a55,9c035f,6a355c
19023,974c1a,b60147,6b0290,79057f,a2005c,a50058,840475,b50049,81007d,b40940,b70542,722f5b
19025,875b1b,990163,57019f,640496,760087,7b0082,7a067e,920962,5a00a4,920d5d,990461,682d67
19027,685c3a,640099,3c01c0,4f0098,7d0081,7f007e,670294,870076,3b00c3,6c0b85,79077e,5c3a66
19029,af2e21,b1014c,7c027f,8f016d,9f005e,a70057,980264,ae0050,82007c,ab0c46,b70343,723a50
19031,9a3231,a60156,670295,720587,9f005e,a3005b,8f036b,a50059,660098,960e61,a10359,5b3c66
19033,965017,a70155,730289,6c008a,780086,790084,710489,91006d,5f009f,850d6b,8b046f,562f77
19035,855425,960067,5803a2,5e0099,880075,880175,760385,980066,6b0092,960b5c,9e025d,66375f
19037,764c3c,80007e,5501a7,650090,860078,83007a,730288,8f006f,5d00a1,840a6f,8b0271,513c6f
19039,855226,9d035d,650594,7c037e,890174,90016c,7f047a,8e006f,5d00a0,831269,900667,543572
19041,9b5310,a70156,610094,5d049d,740089,73018a,6f0a85,9f035c,620098,900c5e,97085f,5b3b65
19043,696d27,9c0161,5501a8,68008c,980066,92016a,81027a,980066,680096,930f5a,99065e,544067
19045,864731,950068,690292,6e0087,8a0074,950068,860374,a2005c,5d00a1,840c6d,8d036d,592d77
19047,5c7428,6d018f,4200ad,5e0099,8e006f,90016d,6f0887,8c0072,5f009f,8d115d,950564,593f63
19049,9e4917,b1014b,770581,730487,7d027e,7f037c,710885,8e006f,5500a8,7d0e72,880471,5f2d70
19051,7c324f,8b0172,5604a4,71018b,760186,7a0182,6d028f,84007a,5200ab,781571,8b056d,542d7b
19053,78473f,960266,5d039d,71018c,770086,770086,6f038b,81007c,5000ad,7d0e72,920468,543277
19055,a43326,a2005b,770384,7e007a,ab0052,ab0052,9a0261,ae004f,6c0092,970d59,9c045e,5f405c
19057,89482d,a40257,5a0098,6d0171,9e005f,8c026f,740486,8e0070,4b00b3,6b1081,860374,4c2888
19059,a83d18,b30149,700187,660395,790084,750188,7b077c,960067,680095,8f0b5e,950a5e,623c5f
19061,536a39,5400a9,3f00b5,4d0097,82007b,7d0080,630298,92016b,4c00b2,670c88,780580,533079
19063,876314,b2004c,730586,6a058e,7d017f,80017c,760484,a2005c,6d0091,960a5e,a0025b,583371
19065,80631b,a90252,650396,700589,92006b,90016d,880372,9c0061,71008c,970d59,9b055e,5b3a67
19067,a84411,b90143,760384,780077,940069,990164,8b046e,9e0060,680095,950c5c,930367,4f3579
19069,955711,a70552,54019d,600097,7e057b,840277,731279,a4005a,670096,a10a4f,a00657,673263
19071,870f67,8e016f,5502a7,6e008f,7d0080,870077,7f027d,950068,6d0090,8e1758,ac034e,5f415c
19073,aa371d,ac0150,720184,720085,850079,8b0171,7c0b77,970363,5b00a3,8e0b62,970760,5c2d73
19075,93501b,b0014d,640298,650495,950068,9e005f,8e0669,b70047,780086,b50a3e,b50246,822c4e
19077,99481d,ac0051,730387,830072,92016b,930169,7d047d,960068,5900a4,940e5b,9a045f,5b3868
19079,9a5211,930169,4d03ad,5c049e,70018d,770186,7a067d,970066,5f009e,920961,9b055e,642c6c
19081,984c1a,9b0260,60039b,630497,81007c,840179,760682,9a0064,5e00a0,970a5b,9a0361,6a335f
19083,975214,b3014a,61018a,6e058b,8a0073,8d016f,830873,a2005c,680095,940b5a,9c045d,652b6b
19085,822b51,8e006f,5101ac,740387,870076,8a0173,7a0182,940069,680095,90145a,a70254,663e57
19087,9e312e,b40247,6b048e,8a006d,ab0052,a60157,960463,ae0050,6e008f,991054,a30358,652c68
19089,794144,82007b,5c029f,69008a,7f007e,7b0082,6e038d,860077,60009d,890b69,8a0271,4f3e6e
19091,985213,9f005e,690292,630596,760087,790084,750386,92006b,650098,980a5b,9f045a,713556
19093,6e6a25,860275,4703b3,5704a2,93006b,92006b,7a0480,9a0064,670097,9e0b54,a40257,673f57
19095,844436,90016c,590094,6f0089,8d046d,89006c,850a6e,9f045a,650099,940d5c,99065e,613e5d
19097,803747,8e016f,560198,67008d,8e006f,8c0072,820576,9f045b,5f009f,870e67,8e0769,493979
19099,90531a,b1024b,6f048b,680393,770086,790184,710785,90006e,5700a7,840c6d,8d056c,612a72
19101,9d3130,b0014d,690391,810076,950168,960265,8c056d,a0005e,650098,970d58,a50554,4d254e
19103,71335a,80007e,60049a,610598,70008d,6d0190,6f0886,8f006f,5000ad,6f0785,680393,452a8d
19105,912647,a0015d,680194,700489,90006d,8d0071,830377,9f005f,5c00a2,880e69,940267,584264
19107,823546,940069,5d029e,730085,890174,890173,7e047b,8f006f,5900a4,870c6a,940465,5a386a
19109,6e6827,80017c,4d03ae,4c04ad,760088,780086,670394,8b0073,5a00a4,87076f,8f036c,613567
19111,8a3044,980066,640297,76007f,880075,870176,730388,940069,5600a8,7d0e72,8d056c,472b8b
19113,a42e2b,ae0050,81037a,7a007e,8b0073,7f007e,7b077c,9a0064,5900a4,7a0c76,860473,56386e
19115,a53524,af014e,680491,780481,960265,950267,8b036f,a0005d,680095,8f125c,9c035f,59366e
19117,865721,a80353,650192,750182,870374,8c0270,7b057d,94006a,5d00a0,870f67,9b045f,5e2e71
19119,707419,a70156,5103aa,61039a,970067,9b0063,860374,b4004a,880076,b9063e,b70244,912f3b
19121,9b3132,a80254,780383,8c0170,960067,960166,850375,970067,63009b,8d0e62,970661,643068
19123,8c4a28,b0024c,6e0184,720184,82027a,810075,770d7a,9e045b,5e009f,910a5f,a20556,7b255c
19125,794c39,970364,5501a3,69008f,73018a,6d028f,650693,8f006f,5400aa,850d6a,910666,722368
19127,ad341d,b90143,7c0178,860072,8f016d,8d046c,850a6f,9f0559,63009a,8f0c61,9b045f,5e2b73
19129,92204c,9b0162,61039a,7b0182,92006c,9a0163,91016b,a50058,7e0080,9f1d42,bf0639,6f434a
19131,777610,980263,620399,6a008b,90006e,8d0170,7d0977,9c0062,63009a,9a085b,920269,5c3967
19133,814933,90016d,4703b4,5a04a0,760087,7c0082,6e028e,850078,5b00a3,871363,960365,574065
19135,81512b,940366,610293,66018f,71028a,70018c,660494,870076,5400a9,741079,90036a,59297b
19137,a43d1c,b40148,780481,850277,960167,9c0160,960265,a70056,770086,a3104a,b90341,723f4b
19139,a52f29,ab0151,79017e,79017e,970066,970166,830378,980065,680096,910c5d,9d055b,5c366b
19141,954e1b,a90153,680492,630398,870176,8e016f,800777,ab0053,80007e,b00a43,af034b,823447
19143,80631a,90016c,4f03ac,5800a1,82017b,8c0071,720289,9f005f,6a0094,9c0a58,9f025c,7c3946
19145,a72a2d,bb0340,790382,950168,a3015a,a50256,990461,b40049,840079,ad123e,c20338,803a44
19147,7e6719,8a0172,5c039e,5a009d,6c0092,6c0191,640595,82007c,5400aa,7f0975,840377,543870
19149,6b662d,7c0081,4502b6,5c0085,aa0054,aa0053,870275,ab0053,760088,9e0e52,9a0262,7e314d
19151,657920,890174,4800ab,5500a2,6a0093,6a0093,650693,860077,5700a7,860b6b,910568,5f3368
19153,9e441c,ac0250,7e0175,6c048e,70008d,70018d,69078d,890075,5400a8,731575,870671,612477
19155,864335,960167,5b039f,6b038f,82007c,8a0074,830278,93006a,71008c,8f1855,b00548,6b375a
19157,884a2c,a30457,6a008d,720686,7e017f,7e017f,760583,950068,5f009f,8c0b66,8d046d,5b2f72
19159,9a382b,b1014b,720388,8d026f,970066,970166,8e026d,9a0064,680096,91125a,ae024d,553077
19161,9a4a1a,a40158,6c0290,6d038e,880075,880174,790580,980065,660098,9f0a54,9c025f,68385c
19163,994024,8f016d,6f0184,5e059a,770087,7b0082,7e047c,970066,61009d,771372,920666,622773
19165,7a2e56,7c0081,5304a7,6c0084,8b0172,8e036d,790480,90026b,680094,950c5b,a00559,6d3e51
19167,964d1b,af004e,62029a,6c0084,a40059,a80056,910469,c70037,a70057,cc062c,c70235,b81e26
19169,a03f1e,c1033a,84016e,770582,840179,840178,8a0d66,ac0052,650098,8f0865,880372,592c78
19171,8c363b,880175,5e039c,680392,7d0080,7e007f,790382,8c0071,5e00a0,880d67,91036a,5a356d
19173,9b3a29,af024d,720487,8c0270,970066,9c0061,91026b,960067,6f008f,981452,b20249,564166
19175,8a4f25,aa0153,6d028e,880373,9f005e,9c0061,8e026e,9e0060,650098,91105c,9f055a,5c356b
19177,9a3033,a90154,6c038f,8c036f,9f015e,9a0163,920368,a2005c,650099,970f57,a10359,613764
19179,91412c,a80254,6c048d,690391,6d0190,6e018f,690391,7c0082,4800b6,6a1280,820775,4c2789
19181,9e352b,b1014b,800479,860474,8f016e,8e016e,810874,960067,5a00a3,801469,920666,602a72
19183,992c38,ad0150,730487,81037a,940169,9a0063,90026b,a70056,6a0093,9d0b56,a30357,65385f
19185,7f3946,970363,5d049d,7b0281,81007c,80017d,72028a,90006e,64009a,8e0f60,9e045c,5c2d74
19187,755d24,8f016d,580197,600092,690094,6b0092,67098e,860077,5500a8,7c0d72,8e056b,5e2c73
19189,787b0b,b20042,5d0198,6f0086,840179,82007b,7b087a,9b0063,62009b,970a5c,a40158,643761
19191,706628,850177,5204a8,660088,880076,890075,790481,960067,660097,99095c,8f046b,584064
19193,785c29,8b0172,5104a8,53019f,7a0083,780085,6c028f,8e0070,64009a,810d6f,920468,6b2a67
19195,817309,ac054d,620399,640298,71008c,70008d,670790,850079,5f009e,890c68,8d026f,4f3b73
19197,925b10,a70255,630496,600097,790084,7a0183,7c047e,950068,5c00a2,910864,980362,672c6a
20001,b20c3f,c70135,800579,9b0063,a90154,ae014e,9c025f,b50048,730089,981551,b10548,5d455b
20003,9b1c47,a50257,650396,8b046f,a40159,a50059,90026b,af004e,72008a,901a53,b40544,545851
20005,a22239,a2005b,730387,790084,8e016e,950068,82017a,a3005b,61009c,751c6c,ac064b,554464
20007,942d3c,c20338,680090,640099,860374,940268,810379,ae0050,7b0081,9a154e,bd053b,6c4f43
20009,903638,a3005b,680393,5e00a0,8a0173,970166,880274,a80055,640099,8b155d,af0748,605548
20011,7c2d54,c1023b,6c048d,7b0083,880174,90016d,830378,9f015e,72008a,911b51,b20447,663e59
20013,af153a,c3003a,93016a,9f005f,b0014d,ba0044,ad024f,c4003a,91006b,b01538,c90530,6a4d47
20015,932249,ca0232,6f0087,650098,7e027e,880175,80027b,9a0063,680094,811b61,ab0a48,624f4b
20017,9f1c42,b90341,750386,7b0082,930169,980065,960364,bd0040,80007d,9f1747,c10933,5c5a47
20019,982144,c10037,6e0084,8a0073,9f025c,ab0052,970463,b40049,8d0070,a72333,c60730,684a49
20021,862b4c,a8004d,56009f,670196,7d027e,8b0172,790580,940069,640099,791e69,aa044f,5d366a
20023,804637,b10046,58009a,6c0091,a3015a,ad024f,88096d,af004e,8f006e,b41634,c00935,7d453b
20025,96283f,c2013b,71018b,61009d,7e017e,8e026e,8c046d,b2014b,770086,942148,c10834,834238
20027,a0223c,bc033f,78007f,80007d,af024d,bc0240,a80650,cc0230,9e005e,b71332,c70531,7a4f34
20029,9f312d,ae024e,650091,7a0083,9a0361,a20358,8f0867,ae014e,71008b,8f115d,a9054f,634950
20031,9f1649,bc0141,6f038b,970067,a30159,ab0152,9c035f,b80045,8d0070,a01a43,c10538,6c553c
20033,99263f,cb0032,6f038b,64009a,970264,9c0260,9d015f,b80144,740088,9f0e4f,c40534,7e4040
20035,953237,ce032d,720081,6e008f,890173,8e016e,840673,a3015a,7a0082,8a1e56,b30c3e,574f57
20037,804e30,9e045b,5f0098,650098,790183,840178,750880,8c0072,60009d,731a71,930466,543871
20039,772d59,a90252,5c009b,6b0092,8f026d,980164,830476,ae004f,81007b,a71442,b30b40,724446
20041,a42d2d,c40138,7d047d,860078,a1015c,a80056,980362,bf003f,870075,a41346,c00539,6a4e45
20043,b91034,b90045,820378,93006a,ac0051,b70047,a2015a,b70046,82007b,a11c40,c70630,654d4b
20045,bf112d,c80233,950062,9e015e,b30249,ac0151,a30654,b70047,72008a,891b5a,8d056b,4e3a75
20047,aa2330,bb0142,710086,690095,990263,a50157,940862,b2004b,630099,8b145d,a40951,654d4b
20049,a3114a,c50236,6d048c,870076,a50158,b3004a,a2025a,b2004b,8e006f,a41a3e,c10636,6d4946
20051,765038,5500a9,3e02be,3f00be,840079,990064,670295,970067,4d00b0,771473,8d066a,514f5d
20053,952a3e,990163,5903a2,670096,8a0074,92006b,860275,a50058,650098,921457,a60651,5e504f
20055,9d2a37,c30238,770482,680096,880175,940268,7f0778,aa0053,5f009d,841365,a7074f,7b463c
20057,932842,b60245,6a008d,62009b,840278,91026a,780581,aa0153,650097,861b5c,ab064d,6a5240
20059,aa1142,c70135,7f047a,91006c,a2025a,a40158,940664,b60047,730088,96194e,b9063f,5f524c
20061,a9282d,b0014d,680090,71008d,860276,91016c,7e037c,a70156,640097,811b61,b20546,624556
20063,ac1939,b40148,740084,7e037c,a90352,b70244,920666,b80144,6c008f,96184f,b20943,764f38
20065,894034,9d045d,5e0099,74008a,9b0161,a90153,970364,b1014c,7e007e,9a1c46,ba043f,645049
20067,ab1c37,c20338,5500a0,6f008f,9b0260,a90154,880472,b1004c,680092,911c50,ba073c,834634
20069,971e49,ac0250,640094,5700a7,840278,91036a,880372,aa0153,5b00a1,8c165a,b00548,795033
20071,a33822,c70037,6c0085,80007e,a40158,a0025b,880571,c40139,72008a,981a4a,ae1639,933337
20073,a31546,c80135,760583,7e007f,990163,a3015a,920269,b2004b,90006c,a81540,bd0739,5d4d53
20075,853643,ae044b,5d0092,71018b,930169,9e015e,81017c,9a0162,7a0082,8f204e,ab0b47,843247
20077,87284e,c60235,68008d,6a0093,8e036d,a20259,970561,b2014b,830079,a31446,c10835,67563f
20079,962e3a,c50236,7d007a,73008a,90036a,9c0160,930664,b3014a,790081,9d124e,ab0a49,6a3e55
20081,a62038,bb0340,670090,690095,950168,980164,8b056d,b30149,670094,8a1e56,b60543,8e402e
20083,9a253f,ac0151,740387,660098,9b0162,a90154,9a0360,b60047,6b0091,96194d,ae0c43,814735
20085,b50f3a,be013f,7a0381,860077,a2015a,b1014c,9c0260,b60047,890073,9a1c46,b70640,5a584b
20087,b90e37,be003f,780481,8a0073,a70155,af004e,960365,b3014a,870075,902846,b9073e,545653
20089,a51246,c40337,7a007c,93016a,b60444,bd043d,a10d50,c0033a,880073,a81341,bc053c,744d3c
20091,a81045,b30149,7e027e,93006b,a3005b,ab0052,9a0261,b60048,8a0073,9f134b,bd053c,6f404d
20093,923e2e,c40034,630090,71028b,93006a,9f005e,8a056f,aa0053,6d008e,931356,b40743,8c3839
20095,8a363d,b1014c,600499,5900a4,8a0272,a2015a,8e046c,b0004d,750087,99154f,af0846,665343
20097,b21239,d1012c,850376,780085,a30357,b1034a,980f57,c2023a,870074,b40e3a,c20932,8e402f
20099,8c323f,bd033e,6b008e,72018b,8a0173,93006a,7f037c,970166,6d008f,821d5e,a50752,544069
20101,962b3d,b50345,6d048c,6f038b,9a0261,a80254,920764,b70046,6d008f,9a174c,ba0a3a,844534
20103,ad1a36,8f006e,660196,83017a,940069,950168,7b0181,9c0061,6c0091,7b2260,ac064b,555058
20105,973e28,ba0142,680090,780085,ac024f,b70145,a70354,c2013b,81007c,ad153a,c00637,684d47
20107,931c4e,bf033c,710389,950167,a80155,ae014f,9a0261,b60047,860077,a01d3f,bb043f,575353
20109,a22a31,b60245,700085,82007c,aa0152,b90044,a20755,b90144,7f007d,a2203b,b20a41,874234
20111,922c3f,c0013c,78007f,72018b,850277,860275,7f047a,ab0152,730089,921259,b10548,585253
20113,a82432,cb032f,6f0088,6d0190,990460,9e055a,920c5f,bc0141,740086,a50e4a,b30644,704547
20115,8f3836,bb0042,6a0490,7e017f,ab0151,b90144,a50454,c1013b,8b0070,b30c3e,b8083e,7e3e41
20117,9e1f40,ab0152,6b0290,870077,a90153,b1004c,9c0160,b0004d,80007c,961c4c,ac064c,584d58
20119,aa153e,ba0043,7e047c,760087,9b005d,ad034d,990a5b,bd023f,840078,a8153f,be063a,854532
20121,9d1f41,b90243,6d038d,80007e,90016d,92006c,7d027e,970067,61009b,7c235e,b00647,515558
20123,981f46,a0035b,6c008a,740189,a2025a,aa0252,9e035c,b80145,80007c,a0124b,b60542,6f4c41
20125,a51b3e,c20339,7c007c,7f007e,93016a,9e005f,8b0271,a40059,7b0081,8e244c,bb083b,6d3957
20127,a42237,ca0231,7e0079,7d0080,9d025f,9e015f,8f036b,ae014e,81007b,99184d,c20537,57574e
20129,8c363b,c80233,58009b,6a0192,8e016f,9f005e,860375,a50158,630099,822c50,b90b39,8b353c
20131,992045,9b0162,670195,790282,a70156,a90055,8d0170,ab0053,6b0092,891c58,a30654,645147
20133,952642,b80244,6b038f,80007d,970166,9f005e,90026b,a80055,6a0093,861a5d,a50454,5e455a
20135,a42336,b60345,6c0088,630199,950464,a60453,940763,b40148,640098,941554,ae0649,6f4d40
20137,972344,bc003c,700086,8b0172,b30348,b40148,9b0a59,b60147,990062,b40d3b,c10537,7a4340
20139,a11b42,ba0341,730083,7f007e,9a0262,a40258,8d046c,ab0152,7d007f,8f234b,b50543,58574e
20141,b61731,cf012e,840073,8d0070,ae044b,b60345,a00757,bb0141,7f007c,a6183f,bb053e,62504c
20143,993035,b80342,69008c,70008d,91026a,a0025b,960761,af014e,7c0080,9f1747,b9053f,744445
20145,9f1549,bf013e,6c008c,61009c,81027b,890173,850475,a2015b,5b00a1,8a1460,a7084e,604e4f
20147,8c2948,b10349,67008f,970066,b1024b,b90242,a9094c,c0013c,890073,ae1739,c20537,76473f
20149,ae153b,a60057,730387,890471,b0004d,b2004b,9f015d,bf013e,83007a,a21844,bb053d,635842
20151,922c3f,cd022f,660092,5500a9,7f027c,860176,80047a,a40158,7b0080,931852,b50543,5e514e
20153,744247,930466,4f00a7,660098,930268,9d015f,8c036e,b2004b,91006c,a81140,b30a40,864433
20155,a61d3b,c2023a,78007d,5f009e,880273,950167,840475,a90154,5d009e,80126b,a20754,664453
20157,982243,ad024e,620498,860078,a2015b,a90054,9a0460,af014e,830079,a80e46,b70542,76483e
20159,ae163a,bc023f,7d007a,660097,90016d,9b0261,940465,b3004a,630099,8f115d,a80550,684a4b
20161,b21635,c60235,8b006b,960265,ae024d,b30249,ad054c,c3003a,860075,9e0e51,a80550,623f5c
20163,a81640,b40148,760083,7d0081,9a0162,a90153,90036b,b40149,81007c,a01548,b60443,67573f
20165,912c40,990263,600499,680096,980165,aa0153,8f046a,a50059,60009c,921556,a60651,5b5053
20167,a3302a,a90153,630095,5f009f,950167,ac0151,90026c,b70047,7c0080,aa0f43,bc063c,5b584a
20169,9e302f,b50147,69008e,6e008f,8b0171,970166,870374,b0004d,650097,8d115f,af044b,5c4c55
20171,812e4e,a70255,56009f,5c00a2,910369,9b0261,900667,bf003e,850077,a8173d,bd0a37,8f3e30
20173,91303c,bd023e,69008e,5900a4,7a0282,860177,7e047c,9b0062,6f008c,841a5f,a7094e,674055
20175,842e4b,c40238,6f0087,5a00a3,7e047c,890174,840575,b40148,870075,9e1c42,c50732,824437
20177,b8182e,c2013a,880071,750088,8c0171,960167,860473,a90054,730089,841d5c,aa054f,5a4063
20179,962a3d,9a0162,5200a7,660593,9e005f,aa0053,860276,ab0052,6f008d,941553,a40a4f,735536
20181,755237,be003b,52009b,610498,850376,990461,7f0877,a50157,7b0080,921d4d,b20d3e,7e403f
20183,912349,bd023f,760082,880075,a70255,b2014a,9d065a,ba0143,850077,ac123f,bd063b,6e4846
20185,ae1a35,bf033c,69008f,5f009e,850277,8f016d,830575,ae014f,6a0092,8e135c,b30644,625447
20187,9f1d42,be013e,660394,660097,8b046e,9d025e,90046a,b30249,780083,971550,b6093e,8e3639
20189,a91d38,c80135,4f00a7,670096,8c036f,a40059,89056f,af004e,7d007e,942643,bd0937,904528
20191,8c3240,cb042f,6c008b,61009d,840278,980164,8d046d,a0015d,740088,8a1b58,ad0e43,59554e
20193,852c4c,a80452,55009b,5a01a3,8a0272,960265,7d047c,9e015f,740088,981253,ac0b46,78493c
20195,943534,93016a,5604a4,5b01a1,92016a,9e015f,840377,b0004d,72008a,951b4c,aa064d,604c51
20197,a83026,b70146,780481,8d0070,bb0141,c1013b,aa0351,c3003b,940068,a32139,c30634,5e5f40
20199,884f26,a80451,66008b,90026c,ab0251,b40149,940466,b90144,81007c,9c253c,ba1133,a23427
20201,9b2939,ab0151,6e038d,950068,ba0142,c40138,a80452,be013e,8f006d,ae123d,bf0539,77483d
20203,9f2e30,8c036f,5300a3,680194,960365,a40159,8f0668,b3004a,70008d,991a4a,b20c40,8d3e31
20205,a51a3e,c80234,720085,8d0170,a40158,ae014e,970363,ba0044,850076,a11e3d,be0837,694b49
20207,a11944,c30139,730084,8d0170,a50157,b1004c,9f035b,b40148,860076,9f1846,b9053f,5a5250
20209,972e38,a70156,6e038d,670196,6b0092,72008c,5d039d,790084,5000a9,552a7e,86096e,35388f
21001,880174,af004f,7b0082,8e0070,92006c,940069,8e056b,9f005f,83007a,97273f,b1024a,941851
21003,90016d,ba0044,80017c,8e0070,9b0162,a2015a,8e0c64,9d0060,870076,9d3031,b2024a,811c60
21005,650395,84007a,5302a9,5a00a3,5400aa,640199,4d07aa,780086,4d00b1,712e5e,9f045a,6b3062
21007,3006c7,3e00c0,1f01dd,2d00d0,3000ce,2e00cf,2306d5,3600c8,2600d6,295878,7f0b74,482095
21009,6e028d,960068,5a01a3,640099,650099,6c0092,5a0d97,71008d,4f00ae,6d3759,9f0659,6b226f
21011,72018b,8b0072,5901a4,61009d,63009a,6a0093,5903a1,740089,4700b6,61326a,950168,4c2a87
21013,ad0b45,b70047,750187,6f008e,74008a,81007c,6c048e,990064,5f009e,791d66,a80353,631a7e
21015,5c0998,940069,4601b7,4300b5,5800a5,5e009f,5207a5,83007a,660097,723f4c,b60840,853246
21017,780383,94006a,5e009f,63009b,62009c,5500a8,4b0ca7,6d028f,3a00c3,562f77,9e045c,632f6a
21019,8d125f,a90055,71028a,660196,6c0191,740089,6b048f,92006c,60009e,73206a,a80254,59267e
21021,6d0e83,890075,5301a9,5d01a0,5a00a3,61019b,58099c,7f007f,4800b6,663364,a2025a,6e246b
21023,830d6d,b2004b,5f029c,6a0390,70008e,6e018e,630596,880075,4d00b1,683363,a30357,652b6d
21025,5f009e,6e0090,3b00c3,4e00af,4900b5,4a01b2,3901c4,6c0091,1f00df,4a13a1,670196,3e18a7
21027,880472,9c0061,740189,760384,7e017f,860176,760780,90006d,5d00a1,782e59,a30358,6a2271
21029,540b9f,80007e,4500b9,3401c9,4000bd,4b00b3,4706b1,770087,4300ba,4f5856,98075f,682c69
21031,ad034d,d80025,980066,ac0052,ae0050,bd0041,ab084b,ba0043,9b0063,a9282c,c40237,901f4d
21033,830972,9f005e,660296,6f018d,6f018e,790084,641288,850178,60009d,6b4748,a9084d,581e87
21035,3008c5,4f00ae,1c01e0,2500d9,2200dc,2f00ce,1e08d8,4500b9,2d00d1,4e3f71,960265,5d257b
21037,7e4838,8a0073,620696,57008d,7f007e,82007b,760781,a2015a,6e0090,7b2a58,ad074a,7f2b52
21039,2b03d0,4800b6,1f00de,2902d2,2c01d1,3200cc,2004da,3900c4,2600d7,325477,8e066a,541e8a
21041,5d01a0,770087,3301ca,3902c3,3600c7,3800c6,2f0bc3,5601a6,2800d4,46298e,790381,472690
21043,9c0859,af014e,7b0281,8e016f,91006d,990065,860177,9e0060,660096,7e245b,9a0262,621d7d
21045,a0015c,b60048,960067,a50058,ab0052,b60047,ae034d,b80045,a40059,b41f2a,c90431,9f1a43
21047,840278,8d0071,670196,71008d,74008a,6a0093,51218b,6e008f,4e00b0,4c5b56,a10458,791b69
21049,670294,80007e,4801b4,5600a8,5800a5,5801a5,4c0aa7,73008a,5200ab,654059,ae024e,662b6c
21051,bc063b,dd0020,9d0060,b80046,b90045,c70037,a8074e,d2002c,81007c,bf0d31,b2014b,a21645
21053,c80134,e2001c,b90045,c0003e,c50039,d1002d,bd073a,d0002d,b1004b,bf142a,ca0132,a21347
21055,90036a,ae0050,80007d,8e0070,950068,a1015c,8c056d,9f015d,870076,8c353c,b60245,692174
21057,b1014c,d3002b,a70057,b0004d,bd0041,c70036,b00648,b60146,90006c,ac1d34,c2013a,9b164c
21059,770384,8b0073,5201ab,4d00a5,5f009e,6c0190,59069f,9f025c,5900a3,663264,a7084f,672372
21061,a2005c,bd0041,980065,a60057,a70056,b3004a,a40555,b70047,9a0062,a62531,c1023b,8a185b
21063,4203b8,4f00af,2600d8,3c00c2,3d00c1,3a00c4,2901d4,5200ac,2300db,3c20a1,5601a6,2c1bb5
21065,7c0c76,a70056,7b0082,850078,860078,8c0170,7f0678,9a0064,7c0082,88294d,b1014c,7c255c
